"","GEOID","total_18_39"
"4024","14092",2306
"4025","14094",13607
"4026","14098",697
"4027","14101",415
"4028","14102",291
"4029","14103",2700
"4030","14105",1022
"4031","14108",1630
"4032","14109",1107
"4033","14111",789
"4034","14112",18
"4035","14113",129
"4036","14120",10963
"4037","14125",1007
"4038","14126",98
"4039","14127",6069
"4040","14129",306
"4041","14130",26
"4042","14131",1162
"4043","14132",1254
"4044","14134",15
"4045","14135",9
"4046","14136",1132
"4047","14138",498
"4048","14139",469
"4049","14141",1650
"4050","14143",208
"4051","14145",392
"4052","14150",11336
"4053","14167",413
"4054","14168",8
"4055","14169",0
"4056","14170",532
"4057","14171",496
"4058","14172",588
"4059","14173",46
"4060","14174",1319
"4061","14201",4543
"4062","14202",1504
"4063","14203",693
"4064","14204",2052
"4065","14206",5809
"4066","14207",8052
"4067","14208",3905
"4068","14209",2941
"4069","14210",4981
"4070","14211",7044
"4071","14212",2943
"4072","14213",9430
"4073","14214",8470
"4074","14215",13044
"4075","14216",8935
"4076","14217",6337
"4077","14218",5508
"4078","14219",3670
"4079","14220",7805
"4080","14221",11475
"4081","14222",7545
"4082","14223",6024
"4083","14224",10292
"4084","14225",11083
"4085","14226",9277
"4086","14227",5895
"4087","14228",8608
"4088","14261",5610
"4089","14301",3689
"4090","14302",0
"4091","14303",1848
"4092","14304",8095
"4093","14305",4861
"4094","14411",4793
"4095","14414",1858
"4096","14415",76
"4097","14416",829
"4098","14418",194
"4099","14420",8544
"4100","14422",561
"4101","14423",1308
"4102","14424",6629
"4103","14425",3371
"4104","14427",577
"4105","14428",1816
"4106","14432",1366
"4107","14433",994
"4108","14435",565
"4109","14437",3309
"4110","14441",100
"4111","14445",2767
"4112","14450",8355
"4113","14454",6388
"4114","14456",6893
"4115","14462",125
"4116","14464",2042
"4117","14466",431
"4118","14467",2723
"4119","14468",3978
"4120","14469",1152
"4121","14470",1740
"4122","14471",751
"4123","14472",1643
"4124","14475",22
"4125","14476",499
"4126","14477",274
"4127","14478",909
"4128","14479",0
"4129","14480",213
"4130","14481",405
"4131","14482",2350
"4132","14485",1133
"4133","14486",74
"4134","14487",1454
"4135","14489",2007
"4136","14502",2398
"4137","14504",566
"4138","14505",1317
"4139","14506",255
"4140","14507",312
"4141","14510",1088
"4142","14511",232
"4143","14512",926
"4144","14513",3330
"4145","14514",1604
"4146","14516",582
"4147","14517",705
"4148","14519",2809
"4149","14521",622
"4150","14522",2067
"4151","14525",699
"4152","14526",4220
"4153","14527",3180
"4154","14529",31
"4155","14530",1438
"4156","14532",1045
"4157","14533",448
"4158","14534",5526
"4159","14536",142
"4160","14537",51
"4161","14539",30
"4162","14541",1734
"4163","14542",0
"4164","14543",611
"4165","14544",530
"4166","14545",42
"4167","14546",1409
"4168","14548",864
"4169","14549",0
"4170","14550",400
"4171","14551",1309
"4172","14555",176
"4173","14559",4855
"4174","14560",488
"4175","14561",880
"4176","14564",2970
"4177","14568",1512
"4178","14569",1595
"4179","14571",252
"4180","14572",1090
"4181","14580",11660
"4182","14585",9
"4183","14586",3878
"4184","14588",379
"4185","14589",1814
"4186","14590",1332
"4187","14591",354
"4188","14592",58
"4189","14604",1044
"4190","14605",4443
"4191","14606",8603
"4192","14607",9732
"4193","14608",4620
"4194","14609",14022
"4195","14610",4529
"4196","14611",5257
"4197","14612",8118
"4198","14613",4658
"4199","14614",900
"4200","14615",5843
"4201","14616",7569
"4202","14617",4906
"4203","14618",6694
"4204","14619",4477
"4205","14620",12714
"4206","14621",9990
"4207","14622",3208
"4208","14623",13884
"4209","14624",9726
"4210","14625",2119
"4211","14626",7470
"4212","14627",2284
"4213","14701",10731
"4214","14706",1408
"4215","14707",10
"4216","14708",58
"4217","14709",291
"4218","14710",736
"4219","14711",511
"4220","14712",695
"4221","14714",157
"4222","14715",702
"4223","14716",1222
"4224","14717",65
"4225","14718",598
"4226","14719",731
"4227","14720",169
"4228","14721",35
"4229","14722",198
"4230","14723",292
"4231","14724",585
"4232","14726",564
"4233","14727",1084
"4234","14728",134
"4235","14729",260
"4236","14731",243
"4237","14732",26
"4238","14733",1005
"4239","14735",664
"4240","14736",72
"4241","14737",979
"4242","14738",586
"4243","14739",685
"4244","14740",154
"4245","14741",318
"4246","14742",30
"4247","14743",390
"4248","14744",1165
"4249","14747",473
"4250","14748",197
"4251","14750",1029
"4252","14752",49
"4253","14753",249
"4254","14754",158
"4255","14755",830
"4256","14756",15
"4257","14757",847
"4258","14760",4570
"4259","14767",522
"4260","14769",325
"4261","14770",628
"4262","14772",870
"4263","14774",19
"4264","14775",636
"4265","14777",102
"4266","14778",1351
"4267","14779",1815
"4268","14781",521
"4269","14782",590
"4270","14783",69
"4271","14784",299
"4272","14787",988
"4273","14788",1
"4274","14801",1438
"4275","14802",3892
"4276","14803",258
"4277","14804",344
"4278","14805",202
"4279","14806",431
"4280","14807",714
"4281","14808",114
"4282","14809",615
"4283","14810",2920
"4284","14812",1026
"4285","14813",605
"4286","14814",429
"4287","14815",168
"4288","14816",118
"4289","14817",774
"4290","14818",449
"4291","14819",229
"4292","14820",193
"4293","14821",657
"4294","14822",191
"4295","14823",709
"4296","14824",115
"4297","14825",126
"4298","14826",496
"4299","14827",39
"4300","14830",5530
"4301","14836",149
"4302","14837",1416
"4303","14838",376
"4304","14839",147
"4305","14840",447
"4306","14841",39
"4307","14842",79
"4308","14843",3506
"4309","14845",4505
"4310","14846",163
"4311","14847",612
"4312","14850",33969
"4313","14853",2671
"4314","14854",0
"4315","14855",287
"4316","14856",54
"4317","14858",286
"4318","14859",162
"4319","14860",259
"4320","14861",244
"4321","14864",391
"4322","14865",572
"4323","14867",1653
"4324","14869",362
"4325","14870",2392
"4326","14871",1104
"4327","14872",177
"4328","14873",566
"4329","14874",39
"4330","14877",90
"4331","14878",99
"4332","14879",469
"4333","14880",325
"4334","14881",55
"4335","14882",1108
"4336","14883",1148
"4337","14884",59
"4338","14885",168
"4339","14886",1500
"4340","14889",409
"4341","14891",1027
"4342","14892",2144
"4343","14893",0
"4344","14894",252
"4345","14895",2256
"4346","14897",180
"4347","14898",611
"4348","14901",5509
"4349","14903",1822
"4350","14904",4559
"4351","14905",2097
"4352","15001",7885
"4353","15003",3287
"4354","15004",132
"4355","15005",1970
"4356","15006",101
"4357","15007",15
"4358","15009",3179
"4359","15010",7312
"4360","15012",3436
"4361","15014",934
"4362","15015",189
"4363","15017",3995
"4364","15018",148
"4365","15019",525
"4366","15020",21
"4367","15021",1534
"4368","15022",2387
"4369","15024",1732
"4370","15025",4479
"4371","15026",974
"4372","15027",497
"4373","15028",39
"4374","15030",328
"4375","15031",81
"4376","15033",1256
"4377","15034",417
"4378","15035",450
"4379","15037",2146
"4380","15038",57
"4381","15042",1863
"4382","15043",546
"4383","15044",5145
"4384","15045",1177
"4385","15046",615
"4386","15047",50
"4387","15049",222
"4388","15050",582
"4389","15051",66
"4390","15052",871
"4391","15053",22
"4392","15054",149
"4393","15055",228
"4394","15056",271
"4395","15057",3678
"4396","15059",1224
"4397","15060",200
"4398","15061",3333
"4399","15062",1961
"4400","15063",2679
"4401","15064",123
"4402","15065",2690
"4403","15066",3214
"4404","15067",475
"4405","15068",8610
"4406","15071",2925
"4407","15072",0
"4408","15074",2001
"4409","15075",86
"4410","15076",274
"4411","15077",39
"4412","15078",83
"4413","15081",110
"4414","15082",31
"4415","15083",115
"4416","15084",2505
"4417","15085",1694
"4418","15086",76
"4419","15087",47
"4420","15088",135
"4421","15089",1564
"4422","15090",4846
"4423","15101",5645
"4424","15102",6761
"4425","15104",2233
"4426","15106",5546
"4427","15108",12319
"4428","15110",1640
"4429","15112",893
"4430","15116",3439
"4431","15120",4768
"4432","15122",4975
"4433","15126",2330
"4434","15129",2403
"4435","15131",1804
"4436","15132",5322
"4437","15133",1687
"4438","15135",1273
"4439","15136",6260
"4440","15137",2559
"4441","15139",1694
"4442","15140",885
"4443","15142",79
"4444","15143",3800
"4445","15144",1092
"4446","15145",1779
"4447","15146",7215
"4448","15147",4366
"4449","15148",731
"4450","15201",5869
"4451","15202",6759
"4452","15203",6071
"4453","15204",2449
"4454","15205",8275
"4455","15206",11942
"4456","15207",3460
"4457","15208",2880
"4458","15209",2880
"4459","15210",8370
"4460","15211",4881
"4461","15212",9019
"4462","15213",21658
"4463","15214",3826
"4464","15215",2993
"4465","15216",7895
"4466","15217",11587
"4467","15218",4421
"4468","15219",9117
"4469","15220",5889
"4470","15221",9294
"4471","15222",3066
"4472","15223",2241
"4473","15224",5495
"4474","15225",282
"4475","15226",4519
"4476","15227",8078
"4477","15228",3942
"4478","15229",4312
"4479","15232",7930
"4480","15233",2117
"4481","15234",3768
"4482","15235",9102
"4483","15236",7624
"4484","15237",10663
"4485","15238",2279
"4486","15239",4886
"4487","15241",3745
"4488","15243",2281
"4489","15260",0
"4490","15290",0
"4491","15301",13540
"4492","15310",52
"4493","15311",496
"4494","15312",918
"4495","15313",94
"4496","15314",801
"4497","15315",166
"4498","15316",19
"4499","15317",9018
"4500","15320",1529
"4501","15321",415
"4502","15322",497
"4503","15323",1179
"4504","15324",147
"4505","15325",159
"4506","15327",425
"4507","15329",349
"4508","15330",1157
"4509","15331",149
"4510","15332",1795
"4511","15333",562
"4512","15334",36
"4513","15337",173
"4514","15338",382
"4515","15340",353
"4516","15341",230
"4517","15342",1191
"4518","15344",331
"4519","15345",398
"4520","15346",85
"4521","15347",136
"4522","15348",128
"4523","15349",351
"4524","15350",74
"4525","15351",163
"4526","15352",260
"4527","15353",36
"4528","15357",297
"4529","15358",204
"4530","15359",57
"4531","15360",363
"4532","15361",71
"4533","15362",166
"4534","15363",288
"4535","15364",165
"4536","15366",22
"4537","15367",1796
"4538","15368",70
"4539","15370",4750
"4540","15376",374
"4541","15377",142
"4542","15378",72
"4543","15379",14
"4544","15380",106
"4545","15401",8134
"4546","15410",341
"4547","15411",121
"4548","15412",113
"4549","15413",128
"4550","15417",1910
"4551","15419",2612
"4552","15420",66
"4553","15421",0
"4554","15422",30
"4555","15423",715
"4556","15424",447
"4557","15425",4778
"4558","15427",231
"4559","15428",452
"4560","15429",50
"4561","15430",85
"4562","15431",798
"4563","15432",124
"4564","15433",231
"4565","15434",44
"4566","15435",203
"4567","15436",678
"4568","15437",849
"4569","15438",382
"4570","15440",44
"4571","15442",415
"4572","15443",0
"4573","15444",120
"4574","15445",711
"4575","15446",47
"4576","15447",21
"4577","15448",97
"4578","15449",91
"4579","15450",1303
"4580","15451",199
"4581","15454",29
"4582","15455",136
"4583","15456",544
"4584","15458",540
"4585","15459",377
"4586","15460",33
"4587","15461",1002
"4588","15462",155
"4589","15463",0
"4590","15464",442
"4591","15466",105
"4592","15467",22
"4593","15468",580
"4594","15469",425
"4595","15470",181
"4596","15472",59
"4597","15473",837
"4598","15474",597
"4599","15475",402
"4600","15476",0
"4601","15477",199
"4602","15478",1360
"4603","15479",452
"4604","15480",399
"4605","15482",71
"4606","15483",111
"4607","15484",25
"4608","15486",465
"4609","15489",100
"4610","15490",45
"4611","15492",63
"4612","15501",4158
"4613","15502",11
"4614","15510",1516
"4615","15520",59
"4616","15521",481
"4617","15522",2258
"4618","15530",1166
"4619","15531",916
"4620","15532",28
"4621","15533",352
"4622","15534",209
"4623","15535",489
"4624","15536",127
"4625","15537",1708
"4626","15538",146
"4627","15539",302
"4628","15540",16
"4629","15541",840
"4630","15542",262
"4631","15544",15
"4632","15545",585
"4633","15546",95
"4634","15547",131
"4635","15550",376
"4636","15551",157
"4637","15552",1455
"4638","15554",384
"4639","15555",34
"4640","15557",859
"4641","15558",526
"4642","15559",325
"4643","15560",56
"4644","15561",80
"4645","15562",50
"4646","15563",663
"4647","15564",12
"4648","15601",15026
"4649","15610",706
"4650","15611",201
"4651","15612",44
"4652","15613",2778
"4653","15615",17
"4654","15616",0
"4655","15617",63
"4656","15618",585
"4657","15620",115
"4658","15621",45
"4659","15622",241
"4660","15623",170
"4661","15624",89
"4662","15625",0
"4663","15626",817
"4664","15627",1726
"4665","15628",176
"4666","15629",290
"4667","15631",372
"4668","15632",2364
"4669","15633",189
"4670","15634",92
"4671","15635",16
"4672","15636",712
"4673","15637",339
"4674","15638",40
"4675","15639",486
"4676","15640",188
"4677","15641",129
"4678","15642",9668
"4679","15644",4582
"4680","15646",51
"4681","15647",39
"4682","15650",6935
"4683","15655",58
"4684","15656",2271
"4685","15658",1426
"4686","15660",44
"4687","15661",288
"4688","15662",77
"4689","15663",64
"4690","15665",491
"4691","15666",3586
"4692","15668",2278
"4693","15670",587
"4694","15671",200
"4695","15672",764
"4696","15673",273
"4697","15675",359
"4698","15676",157
"4699","15677",47
"4700","15678",186
"4701","15679",619
"4702","15680",21
"4703","15681",1176
"4704","15683",1920
"4705","15684",149
"4706","15686",157
"4707","15687",297
"4708","15688",245
"4709","15689",148
"4710","15690",2286
"4711","15691",0
"4712","15692",328
"4713","15693",34
"4714","15695",79
"4715","15696",151
"4716","15697",832
"4717","15698",48
"4718","15701",15019
"4719","15710",60
"4720","15711",131
"4721","15712",56
"4722","15713",268
"4723","15714",1152
"4724","15715",108
"4725","15716",278
"4726","15717",2542
"4727","15721",34
"4728","15722",521
"4729","15723",0
"4730","15724",500
"4731","15725",411
"4732","15727",70
"4733","15728",827
"4734","15729",319
"4735","15730",35
"4736","15731",0
"4737","15732",352
"4738","15733",32
"4739","15734",122
"4740","15736",256
"4741","15737",10
"4742","15738",44
"4743","15739",211
"4744","15741",6
"4745","15742",251
"4746","15744",56
"4747","15745",44
"4748","15746",14
"4749","15747",528
"4750","15748",1358
"4751","15750",124
"4752","15752",37
"4753","15753",97
"4754","15754",80
"4755","15756",87
"4756","15757",393
"4757","15759",601
"4758","15760",25
"4759","15761",51
"4760","15762",220
"4761","15764",39
"4762","15765",377
"4763","15767",3623
"4764","15770",59
"4765","15771",190
"4766","15772",387
"4767","15773",130
"4768","15774",698
"4769","15775",256
"4770","15776",7
"4771","15777",18
"4772","15778",57
"4773","15779",159
"4774","15780",30
"4775","15781",34
"4776","15783",29
"4777","15784",15
"4778","15801",4884
"4779","15821",17
"4780","15823",312
"4781","15824",1300
"4782","15825",2195
"4783","15827",118
"4784","15828",27
"4785","15829",347
"4786","15832",18
"4787","15834",844
"4788","15840",432
"4789","15841",102
"4790","15845",705
"4791","15846",533
"4792","15847",62
"4793","15848",289
"4794","15849",312
"4795","15851",1596
"4796","15853",1628
"4797","15856",184
"4798","15857",2797
"4799","15860",178
"4800","15861",16
"4801","15863",53
"4802","15864",361
"4803","15865",307
"4804","15866",64
"4805","15868",242
"4806","15870",196
"4807","15901",526
"4808","15902",2753
"4809","15904",4611
"4810","15905",4087
"4811","15906",2499
"4812","15909",1118
"4813","15920",167
"4814","15921",4
"4815","15922",32
"4816","15923",293
"4817","15924",215
"4818","15925",55
"4819","15926",440
"4820","15927",240
"4821","15928",169
"4822","15929",0
"4823","15930",81
"4824","15931",2094
"4825","15934",97
"4826","15935",973
"4827","15936",278
"4828","15937",176
"4829","15938",421
"4830","15940",2018
"4831","15942",441
"4832","15943",901
"4833","15944",698
"4834","15945",33
"4835","15946",1485
"4836","15948",184
"4837","15949",106
"4838","15951",50
"4839","15952",526
"4840","15953",68
"4841","15954",437
"4842","15955",594
"4843","15956",697
"4844","15957",202
"4845","15958",570
"4846","15960",80
"4847","15961",170
"4848","15962",39
"4849","15963",2468
"4850","16001",9384
"4851","16002",3132
"4852","16020",223
"4853","16022",82
"4854","16023",710
"4855","16024",69
"4856","16025",1123
"4857","16027",67
"4858","16028",402
"4859","16029",203
"4860","16030",111
"4861","16033",1618
"4862","16034",521
"4863","16035",26
"4864","16036",18
"4865","16037",1101
"4866","16038",921
"4867","16040",251
"4868","16041",495
"4869","16045",374
"4870","16046",4449
"4871","16048",30
"4872","16049",648
"4873","16050",333
"4874","16051",595
"4875","16052",417
"4876","16053",1205
"4877","16054",70
"4878","16055",1577
"4879","16056",832
"4880","16057",7773
"4881","16059",1697
"4882","16061",480
"4883","16063",1436
"4884","16066",7544
"4885","16101",7668
"4886","16102",1486
"4887","16105",3482
"4888","16110",46
"4889","16111",312
"4890","16112",332
"4891","16113",123
"4892","16114",129
"4893","16115",786
"4894","16116",753
"4895","16117",4394
"4896","16120",417
"4897","16121",978
"4898","16123",530
"4899","16124",453
"4900","16125",4421
"4901","16127",5346
"4902","16130",423
"4903","16131",219
"4904","16132",74
"4905","16133",332
"4906","16134",629
"4907","16136",189
"4908","16137",3373
"4909","16140",0
"4910","16141",456
"4911","16142",2496
"4912","16143",546
"4913","16145",614
"4914","16146",3971
"4915","16148",3404
"4916","16150",1481
"4917","16151",44
"4918","16153",406
"4919","16154",521
"4920","16155",0
"4921","16156",616
"4922","16157",610
"4923","16159",985
"4924","16160",196
"4925","16161",135
"4926","16201",3920
"4927","16210",234
"4928","16211",17
"4929","16212",85
"4930","16213",26
"4931","16214",4585
"4932","16217",2
"4933","16218",238
"4934","16222",645
"4935","16223",56
"4936","16224",394
"4937","16226",1873
"4938","16228",116
"4939","16229",1424
"4940","16230",118
"4941","16232",1088
"4942","16233",201
"4943","16235",329
"4944","16236",47
"4945","16238",106
"4946","16239",2730
"4947","16240",350
"4948","16242",950
"4949","16244",72
"4950","16245",65
"4951","16246",60
"4952","16248",844
"4953","16249",452
"4954","16250",159
"4955","16253",11
"4956","16254",719
"4957","16255",392
"4958","16256",576
"4959","16258",530
"4960","16259",337
"4961","16260",59
"4962","16262",570
"4963","16263",34
"4964","16301",4095
"4965","16311",110
"4966","16312",0
"4967","16313",395
"4968","16314",1275
"4969","16316",965
"4970","16317",301
"4971","16319",290
"4972","16321",2
"4973","16322",13
"4974","16323",3335
"4975","16326",96
"4976","16327",718
"4977","16328",58
"4978","16329",120
"4979","16331",12
"4980","16332",22
"4981","16333",86
"4982","16334",84
"4983","16335",7931
"4984","16340",377
"4985","16341",344
"4986","16342",453
"4987","16343",107
"4988","16344",125
"4989","16345",594
"4990","16346",643
"4991","16347",450
"4992","16350",625
"4993","16351",279
"4994","16352",48
"4995","16353",358
"4996","16354",2942
"4997","16360",289
"4998","16361",7
"4999","16362",196
"5000","16364",372
"5001","16365",4166
"5002","16370",8
"5003","16371",696
"5004","16372",129
"5005","16373",754
"5006","16374",369
"5007","16401",2252
"5008","16402",166
"5009","16403",1878
"5010","16404",876
"5011","16405",194
"5012","16406",677
"5013","16407",2816
"5014","16410",384
"5015","16411",393
"5016","16412",3480
"5017","16415",1899
"5018","16416",49
"5019","16417",2026
"5020","16420",168
"5021","16421",548
"5022","16422",57
"5023","16423",1080
"5024","16424",944
"5025","16426",794
"5026","16427",39
"5027","16428",3327
"5028","16433",1242
"5029","16434",834
"5030","16435",401
"5031","16436",161
"5032","16438",1797
"5033","16440",237
"5034","16441",2510
"5035","16442",705
"5036","16443",309
"5037","16444",1221
"5038","16501",561
"5039","16502",5426
"5040","16503",5895
"5041","16504",4993
"5042","16505",3764
"5043","16506",5866
"5044","16507",3855
"5045","16508",4541
"5046","16509",7461
"5047","16510",6723
"5048","16511",3084
"5049","16546",868
"5050","16563",1639
"5051","16601",9502
"5052","16602",7624
"5053","16611",509
"5054","16613",310
"5055","16616",16
"5056","16617",770
"5057","16619",46
"5058","16620",81
"5059","16621",186
"5060","16622",12
"5061","16623",109
"5062","16624",43
"5063","16625",859
"5064","16627",543
"5065","16630",1534
"5066","16631",27
"5067","16633",89
"5068","16634",92
"5069","16635",2743
"5070","16636",192
"5071","16637",622
"5072","16638",6
"5073","16639",333
"5074","16640",185
"5075","16641",650
"5076","16645",30
"5077","16646",525
"5078","16647",104
"5079","16648",2986
"5080","16650",415
"5081","16651",2064
"5082","16652",6117
"5083","16655",323
"5084","16656",231
"5085","16657",264
"5086","16659",71
"5087","16661",190
"5088","16662",1161
"5089","16664",463
"5090","16665",85
"5091","16666",777
"5092","16667",350
"5093","16668",738
"5094","16669",440
"5095","16670",17
"5096","16671",128
"5097","16672",77
"5098","16673",1398
"5099","16674",157
"5100","16677",83
"5101","16678",578
"5102","16679",151
"5103","16680",66
"5104","16682",0
"5105","16683",91
"5106","16685",8
"5107","16686",3559
"5108","16689",101
"5109","16691",75
"5110","16692",184
"5111","16693",1205
"5112","16694",15
"5113","16695",280
"5114","16699",139
"5115","16701",5055
"5116","16720",256
"5117","16724",5
"5118","16725",135
"5119","16726",220
"5120","16727",46
"5121","16728",7
"5122","16729",203
"5123","16730",3
"5124","16731",515
"5125","16732",64
"5126","16733",61
"5127","16734",59
"5128","16735",1295
"5129","16738",1067
"5130","16740",289
"5131","16743",838
"5132","16744",20
"5133","16745",122
"5134","16746",275
"5135","16748",546
"5136","16749",1020
"5137","16750",158
"5138","16801",24817
"5139","16802",11554
"5140","16803",13474
"5141","16820",214
"5142","16821",78
"5143","16822",548
"5144","16823",9210
"5145","16825",71
"5146","16826",117
"5147","16827",999
"5148","16828",649
"5149","16829",150
"5150","16830",3419
"5151","16832",154
"5152","16833",1287
"5153","16834",33
"5154","16835",58
"5155","16836",220
"5156","16837",18
"5157","16838",403
"5158","16839",224
"5159","16840",217
"5160","16841",1539
"5161","16843",105
"5162","16844",678
"5163","16845",353
"5164","16847",21
"5165","16848",97
"5166","16849",37
"5167","16851",294
"5168","16852",45
"5169","16853",81
"5170","16854",145
"5171","16855",14
"5172","16858",900
"5173","16859",136
"5174","16860",64
"5175","16861",58
"5176","16863",226
"5177","16865",539
"5178","16866",2724
"5179","16868",46
"5180","16870",1431
"5181","16871",4
"5182","16872",468
"5183","16874",330
"5184","16875",885
"5185","16876",82
"5186","16877",511
"5187","16878",273
"5188","16879",105
"5189","16881",504
"5190","16882",105
"5191","16901",2391
"5192","16911",81
"5193","16912",648
"5194","16914",454
"5195","16915",1328
"5196","16917",271
"5197","16920",590
"5198","16921",88
"5199","16922",407
"5200","16923",292
"5201","16925",773
"5202","16926",221
"5203","16927",90
"5204","16928",402
"5205","16929",640
"5206","16930",245
"5207","16932",200
"5208","16933",2163
"5209","16935",274
"5210","16936",437
"5211","16937",58
"5212","16938",121
"5213","16939",135
"5214","16940",65
"5215","16941",9
"5216","16942",173
"5217","16943",93
"5218","16946",728
"5219","16947",1301
"5220","16948",427
"5221","16950",763
"5222","17002",271
"5223","17003",3863
"5224","17004",1127
"5225","17005",72
"5226","17006",217
"5227","17007",1211
"5228","17009",526
"5229","17010",93
"5230","17011",11352
"5231","17013",11443
"5232","17015",4920
"5233","17016",105
"5234","17017",288
"5235","17018",1213
"5236","17019",4368
"5237","17020",2346
"5238","17021",194
"5239","17022",9021
"5240","17023",854
"5241","17024",578
"5242","17025",4619
"5243","17026",849
"5244","17027",1912
"5245","17028",872
"5246","17029",32
"5247","17030",273
"5248","17032",1906
"5249","17033",5386
"5250","17034",634
"5251","17035",169
"5252","17036",5694
"5253","17037",310
"5254","17038",2503
"5255","17039",0
"5256","17040",466
"5257","17041",97
"5258","17042",9236
"5259","17043",2191
"5260","17044",5013
"5261","17045",733
"5262","17046",8640
"5263","17047",657
"5264","17048",912
"5265","17049",906
"5266","17050",8518
"5267","17051",994
"5268","17052",368
"5269","17053",1260
"5270","17055",9564
"5271","17056",6
"5272","17057",6249
"5273","17058",494
"5274","17059",1653
"5275","17060",322
"5276","17061",1641
"5277","17062",989
"5278","17063",774
"5279","17064",108
"5280","17065",1079
"5281","17066",1403
"5282","17067",3552
"5283","17068",1152
"5284","17069",47
"5285","17070",4199
"5286","17071",26
"5287","17072",38
"5288","17073",1534
"5289","17074",1837
"5290","17075",8
"5291","17076",0
"5292","17077",23
"5293","17078",4621
"5294","17080",47
"5295","17081",67
"5296","17082",761
"5297","17083",14
"5298","17084",972
"5299","17086",651
"5300","17087",637
"5301","17088",395
"5302","17090",1348
"5303","17093",379
"5304","17094",733
"5305","17097",155
"5306","17098",525
"5307","17099",217
"5308","17101",875
"5309","17102",3163
"5310","17103",3728
"5311","17104",6479
"5312","17109",7483
"5313","17110",7236
"5314","17111",9170
"5315","17112",8298
"5316","17113",2792
"5317","17120",0
"5318","17201",7624
"5319","17202",7256
"5320","17210",33
"5321","17211",88
"5322","17212",184
"5323","17213",119
"5324","17214",263
"5325","17215",65
"5326","17217",46
"5327","17219",72
"5328","17220",105
"5329","17221",139
"5330","17222",2479
"5331","17223",51
"5332","17224",347
"5333","17225",5352
"5334","17228",270
"5335","17229",300
"5336","17233",1201
"5337","17235",233
"5338","17236",1812
"5339","17237",818
"5340","17238",446
"5341","17239",66
"5342","17240",1098
"5343","17241",2949
"5344","17243",344
"5345","17244",622
"5346","17246",39
"5347","17247",0
"5348","17249",93
"5349","17250",0
"5350","17251",28
"5351","17252",735
"5352","17253",73
"5353","17254",4
"5354","17255",227
"5355","17256",66
"5356","17257",10956
"5357","17260",191
"5358","17261",77
"5359","17262",456
"5360","17263",55
"5361","17264",515
"5362","17265",161
"5363","17266",137
"5364","17267",540
"5365","17268",7412
"5366","17270",0
"5367","17271",55
"5368","17272",74
"5369","17301",975
"5370","17302",564
"5371","17304",756
"5372","17306",105
"5373","17307",1534
"5374","17309",533
"5375","17311",46
"5376","17313",2915
"5377","17314",1442
"5378","17315",6949
"5379","17316",2060
"5380","17317",198
"5381","17318",101
"5382","17319",3197
"5383","17320",1889
"5384","17321",631
"5385","17322",1323
"5386","17324",861
"5387","17325",8450
"5388","17327",1810
"5389","17329",476
"5390","17331",13264
"5391","17339",1551
"5392","17340",2624
"5393","17343",0
"5394","17344",1075
"5395","17345",1675
"5396","17347",1736
"5397","17349",1424
"5398","17350",2906
"5399","17352",259
"5400","17353",500
"5401","17355",75
"5402","17356",6026
"5403","17360",1908
"5404","17361",1576
"5405","17362",2885
"5406","17363",1894
"5407","17364",900
"5408","17365",396
"5409","17366",1413
"5410","17368",1615
"5411","17370",1274
"5412","17371",71
"5413","17372",970
"5414","17401",6263
"5415","17402",10557
"5416","17403",12571
"5417","17404",10217
"5418","17406",6737
"5419","17407",442
"5420","17408",6154
"5421","17501",1206
"5422","17502",784
"5423","17505",455
"5424","17507",0
"5425","17508",175
"5426","17509",1301
"5427","17512",4750
"5428","17516",1031
"5429","17517",4904
"5430","17518",502
"5431","17519",1870
"5432","17520",1099
"5433","17522",9477
"5434","17527",1447
"5435","17529",1139
"5436","17532",789
"5437","17535",737
"5438","17536",573
"5439","17538",1578
"5440","17540",3055
"5441","17543",10097
"5442","17545",5481
"5443","17547",2470
"5444","17550",292
"5445","17551",5265
"5446","17552",5880
"5447","17554",1852
"5448","17555",1962
"5449","17557",3481
"5450","17560",1222
"5451","17562",1256
"5452","17563",974
"5453","17565",539
"5454","17566",3444
"5455","17569",1837
"5456","17570",66
"5457","17572",1373
"5458","17576",132
"5459","17578",1504
"5460","17579",1535
"5461","17581",262
"5462","17582",502
"5463","17584",2318
"5464","17601",13121
"5465","17602",15779
"5466","17603",21112
"5467","17606",0
"5468","17701",14512
"5469","17702",2716
"5470","17721",373
"5471","17723",2
"5472","17724",1253
"5473","17727",1
"5474","17728",1141
"5475","17729",7
"5476","17730",105
"5477","17731",18
"5478","17737",1506
"5479","17739",5
"5480","17740",2968
"5481","17742",0
"5482","17744",803
"5483","17745",7048
"5484","17747",883
"5485","17748",4
"5486","17749",138
"5487","17750",47
"5488","17751",1824
"5489","17752",1231
"5490","17754",2714
"5491","17756",3189
"5492","17758",210
"5493","17760",141
"5494","17762",127
"5495","17763",23
"5496","17764",521
"5497","17765",315
"5498","17767",70
"5499","17768",78
"5500","17771",696
"5501","17772",614
"5502","17774",303
"5503","17776",34
"5504","17777",1811
"5505","17778",12
"5506","17779",42
"5507","17801",4343
"5508","17810",2358
"5509","17812",300
"5510","17813",463
"5511","17814",1185
"5512","17815",12749
"5513","17820",1238
"5514","17821",4800
"5515","17822",0
"5516","17823",260
"5517","17824",668
"5518","17827",177
"5519","17829",61
