"","GEOID","total_18_39"
"1582","05663",3004
"1583","05664",55
"1584","05667",572
"1585","05669",153
"1586","05672",778
"1587","05673",546
"1588","05674",310
"1589","05675",317
"1590","05676",1413
"1591","05677",766
"1592","05678",119
"1593","05679",887
"1594","05680",573
"1595","05681",61
"1596","05682",221
"1597","05701",4913
"1598","05730",68
"1599","05732",232
"1600","05733",1159
"1601","05734",312
"1602","05735",1755
"1603","05736",96
"1604","05737",206
"1605","05738",231
"1606","05739",246
"1607","05740",0
"1608","05742",132
"1609","05743",943
"1610","05744",142
"1611","05747",89
"1612","05748",55
"1613","05751",124
"1614","05753",4346
"1615","05757",160
"1616","05758",125
"1617","05759",363
"1618","05760",269
"1619","05761",147
"1620","05762",80
"1621","05763",611
"1622","05764",1178
"1623","05765",418
"1624","05766",94
"1625","05767",182
"1626","05769",223
"1627","05770",245
"1628","05772",145
"1629","05773",527
"1630","05774",239
"1631","05775",127
"1632","05776",126
"1633","05777",774
"1634","05778",157
"1635","05819",2113
"1636","05820",125
"1637","05821",224
"1638","05822",224
"1639","05824",305
"1640","05825",7
"1641","05826",230
"1642","05827",129
"1643","05828",449
"1644","05829",308
"1645","05830",411
"1646","05832",165
"1647","05833",30
"1648","05836",236
"1649","05837",73
"1650","05839",146
"1651","05841",45
"1652","05842",121
"1653","05843",571
"1654","05845",298
"1655","05846",267
"1656","05847",184
"1657","05850",35
"1658","05851",2330
"1659","05853",66
"1660","05855",1991
"1661","05857",548
"1662","05858",73
"1663","05859",507
"1664","05860",645
"1665","05862",38
"1666","05866",152
"1667","05867",229
"1668","05868",96
"1669","05871",336
"1670","05872",215
"1671","05873",81
"1672","05874",101
"1673","05875",75
"1674","05901",0
"1675","05902",15
"1676","05903",147
"1677","05904",38
"1678","05905",108
"1679","05906",271
"1680","05907",24
"1681","06001",3002
"1682","06002",4945
"1683","06010",17361
"1684","06013",1887
"1685","06016",1994
"1686","06018",776
"1687","06019",2080
"1688","06020",0
"1689","06021",103
"1690","06022",42
"1691","06023",251
"1692","06024",95
"1693","06026",1018
"1694","06027",228
"1695","06029",4011
"1696","06031",257
"1697","06032",4168
"1698","06033",5758
"1699","06035",1438
"1700","06037",3777
"1701","06039",352
"1702","06040",11150
"1703","06042",8585
"1704","06043",981
"1705","06051",10435
"1706","06052",2520
"1707","06053",12791
"1708","06057",1120
"1709","06058",160
"1710","06059",0
"1711","06060",547
"1712","06061",22
"1713","06062",5057
"1714","06063",617
"1715","06065",119
"1716","06066",9928
"1717","06067",5869
"1718","06068",151
"1719","06069",307
"1720","06070",3013
"1721","06071",2939
"1722","06073",902
"1723","06074",5909
"1724","06076",3260
"1725","06078",3529
"1726","06081",484
"1727","06082",13656
"1728","06084",3058
"1729","06085",1889
"1730","06088",1323
"1731","06089",708
"1732","06090",73
"1733","06091",28
"1734","06092",555
"1735","06093",700
"1736","06095",7073
"1737","06096",3330
"1738","06098",3117
"1739","06103",1124
"1740","06105",8075
"1741","06106",14019
"1742","06107",3960
"1743","06108",8931
"1744","06109",6475
"1745","06110",4049
"1746","06111",7533
"1747","06112",7487
"1748","06114",10007
"1749","06117",4004
"1750","06118",7168
"1751","06119",4981
"1752","06120",4849
"1753","06160",0
"1754","06226",9146
"1755","06231",861
"1756","06232",744
"1757","06234",1901
"1758","06235",464
"1759","06237",1208
"1760","06238",3245
"1761","06239",2827
"1762","06241",1637
"1763","06242",328
"1764","06243",15
"1765","06247",580
"1766","06248",1242
"1767","06249",1656
"1768","06250",1491
"1769","06254",356
"1770","06255",1411
"1771","06256",602
"1772","06259",1030
"1773","06260",2367
"1774","06262",164
"1775","06263",112
"1776","06264",10
"1777","06266",286
"1778","06268",6676
"1779","06269",10034
"1780","06277",997
"1781","06278",1100
"1782","06279",2528
"1783","06280",638
"1784","06281",1480
"1785","06282",416
"1786","06320",11234
"1787","06330",921
"1788","06331",1055
"1789","06332",169
"1790","06333",1421
"1791","06334",663
"1792","06335",1866
"1793","06336",25
"1794","06339",2447
"1795","06340",13317
"1796","06350",10
"1797","06351",4166
"1798","06353",33
"1799","06354",1708
"1800","06355",2163
"1801","06357",3089
"1802","06359",1105
"1803","06360",11325
"1804","06365",1049
"1805","06370",1881
"1806","06371",1374
"1807","06373",33
"1808","06374",1774
"1809","06375",890
"1810","06376",17
"1811","06377",752
"1812","06378",1048
"1813","06379",1954
"1814","06380",981
"1815","06382",3416
"1816","06384",607
"1817","06385",3425
"1818","06387",157
"1819","06389",15
"1820","06390",32
"1821","06401",5593
"1822","06403",1333
"1823","06405",7012
"1824","06409",32
"1825","06410",6621
"1826","06412",872
"1827","06413",2881
"1828","06414",17
"1829","06415",4189
"1830","06416",3428
"1831","06417",856
"1832","06418",3507
"1833","06419",1286
"1834","06420",1018
"1835","06422",1518
"1836","06423",1037
"1837","06424",2874
"1838","06426",350
"1839","06437",4286
"1840","06438",789
"1841","06441",792
"1842","06442",538
"1843","06443",2700
"1844","06444",0
"1845","06447",1305
"1846","06450",9851
"1847","06451",7360
"1848","06455",517
"1849","06456",70
"1850","06457",16750
"1851","06460",10770
"1852","06461",3633
"1853","06467",100
"1854","06468",3926
"1855","06469",636
"1856","06470",3131
"1857","06471",1610
"1858","06472",1520
"1859","06473",5815
"1860","06475",1815
"1861","06477",2919
"1862","06478",2227
"1863","06479",2349
"1864","06480",2058
"1865","06481",345
"1866","06482",1996
"1867","06483",4460
"1868","06484",9032
"1869","06488",3005
"1870","06489",7594
"1871","06492",11378
"1872","06498",1265
"1873","06510",1911
"1874","06511",26308
"1875","06512",8217
"1876","06513",12961
"1877","06514",9349
"1878","06515",7862
"1879","06516",18902
"1880","06517",3702
"1881","06518",8746
"1882","06519",5179
"1883","06524",1155
"1884","06525",1406
"1885","06604",12192
"1886","06605",9568
"1887","06606",14959
"1888","06607",3116
"1889","06608",4981
"1890","06610",6966
"1891","06611",7689
"1892","06612",1016
"1893","06614",8725
"1894","06615",5439
"1895","06702",727
"1896","06704",7575
"1897","06705",7100
"1898","06706",4442
"1899","06708",9748
"1900","06710",3703
"1901","06712",2339
"1902","06716",3730
"1903","06750",232
"1904","06751",704
"1905","06752",250
"1906","06754",264
"1907","06755",304
"1908","06756",558
"1909","06757",287
"1910","06758",110
"1911","06759",827
"1912","06762",1534
"1913","06763",406
"1914","06770",9017
"1915","06776",6331
"1916","06777",197
"1917","06778",257
"1918","06779",2326
"1919","06782",694
"1920","06783",260
"1921","06784",671
"1922","06785",168
"1923","06786",2749
"1924","06787",2039
"1925","06790",8901
"1926","06791",971
"1927","06793",320
"1928","06794",230
"1929","06795",3386
"1930","06796",63
"1931","06798",1879
"1932","06801",4650
"1933","06804",3968
"1934","06807",1388
"1935","06810",18096
"1936","06811",9316
"1937","06812",3084
"1938","06820",3896
"1939","06824",9143
"1940","06825",5827
"1941","06830",5894
"1942","06831",3372
"1943","06840",3133
"1944","06850",5418
"1945","06851",7339
"1946","06853",700
"1947","06854",10467
"1948","06855",2382
"1949","06856",1
"1950","06870",1106
"1951","06877",3920
"1952","06878",1286
"1953","06880",4529
"1954","06883",1203
"1955","06890",705
"1956","06896",1731
"1957","06897",3227
"1958","06901",3413
"1959","06902",25002
"1960","06903",2421
"1961","06905",6209
"1962","06906",2532
"1963","06907",2847
"1964","07001",5355
"1965","07002",19160
"1966","07003",16094
"1967","07004",1289
"1968","07005",3785
"1969","07006",5730
"1970","07008",7312
"1971","07009",2930
"1972","07010",6985
"1973","07011",14421
"1974","07012",3671
"1975","07013",7198
"1976","07014",1563
"1977","07016",5636
"1978","07017",11140
"1979","07018",9323
"1980","07020",4452
"1981","07021",298
"1982","07022",5409
"1983","07023",1563
"1984","07024",9221
"1985","07026",10627
"1986","07027",1365
"1987","07028",1083
"1988","07029",7487
"1989","07030",30671
"1990","07031",4630
"1991","07032",13284
"1992","07033",2148
"1993","07034",3168
"1994","07035",2749
"1995","07036",13241
"1996","07039",5027
"1997","07040",5194
"1998","07041",1529
"1999","07042",7063
"2000","07043",2483
"2001","07044",2900
"2002","07045",1776
"2003","07046",595
"2004","07047",19661
"2005","07050",9534
"2006","07052",12186
"2007","07054",9178
"2008","07055",22167
"2009","07057",3765
"2010","07058",1379
"2011","07059",2998
"2012","07060",15454
"2013","07062",3448
"2014","07063",4177
"2015","07064",957
"2016","07065",9342
"2017","07066",4109
"2018","07067",4919
"2019","07068",1171
"2020","07069",1275
"2021","07070",5173
"2022","07071",6441
"2023","07072",1995
"2024","07073",3451
"2025","07074",618
"2026","07075",2569
"2027","07076",5602
"2028","07077",700
"2029","07078",1574
"2030","07079",6097
"2031","07080",6295
"2032","07081",4284
"2033","07082",1091
"2034","07083",16500
"2035","07086",5265
"2036","07087",23143
"2037","07088",796
"2038","07090",5373
"2039","07092",1086
"2040","07093",23191
"2041","07094",5830
"2042","07095",6205
"2043","07102",5370
"2044","07103",11255
"2045","07104",17096
"2046","07105",19185
"2047","07106",11011
"2048","07107",12529
"2049","07108",7208
"2050","07109",11172
"2051","07110",7927
"2052","07111",17146
"2053","07112",7763
"2054","07114",4922
"2055","07201",9418
"2056","07202",14234
"2057","07203",6012
"2058","07204",4223
"2059","07205",6867
"2060","07206",9421
"2061","07208",9298
"2062","07302",22868
"2063","07304",15145
"2064","07305",19782
"2065","07306",21450
"2066","07307",16622
"2067","07310",8593
"2068","07311",254
"2069","07401",1117
"2070","07403",2263
"2071","07405",4331
"2072","07407",6053
"2073","07410",7992
"2074","07416",1313
"2075","07417",2057
"2076","07418",644
"2077","07419",2262
"2078","07420",1408
"2079","07421",1908
"2080","07422",1804
"2081","07423",619
"2082","07424",8413
"2083","07430",8053
"2084","07432",1732
"2085","07435",689
"2086","07436",2684
"2087","07438",2553
"2088","07439",671
"2089","07440",889
"2090","07442",3120
"2091","07444",2024
"2092","07446",2461
"2093","07450",4270
"2094","07452",2346
"2095","07456",2881
"2096","07457",1223
"2097","07458",1971
"2098","07460",918
"2099","07461",4210
"2100","07462",1723
"2101","07463",2233
"2102","07465",1422
"2103","07470",13902
"2104","07480",3574
"2105","07481",3273
"2106","07495",0
"2107","07501",10489
"2108","07502",5323
"2109","07503",5617
"2110","07504",3544
"2111","07505",836
"2112","07506",5487
"2113","07508",6203
"2114","07512",2975
"2115","07513",3812
"2116","07514",6319
"2117","07522",6171
"2118","07524",4280
"2119","07601",15530
"2120","07603",2766
"2121","07604",3321
"2122","07605",2084
"2123","07606",815
"2124","07607",2427
"2125","07608",31
"2126","07620",259
"2127","07621",7816
"2128","07624",1589
"2129","07626",1626
"2130","07627",794
"2131","07628",4502
"2132","07630",1565
"2133","07631",7610
"2134","07632",803
"2135","07640",792
"2136","07641",493
"2137","07642",2033
"2138","07643",3618
"2139","07644",8441
"2140","07645",1726
"2141","07646",4555
"2142","07647",1024
"2143","07648",1057
"2144","07649",1491
"2145","07650",7243
"2146","07652",5963
"2147","07656",1890
"2148","07657",3367
"2149","07660",4229
"2150","07661",2942
"2151","07662",1502
"2152","07663",3843
"2153","07666",11377
"2154","07670",2132
"2155","07675",5805
"2156","07676",2045
"2157","07677",1078
"2158","07701",6476
"2159","07702",557
"2160","07703",57
"2161","07704",858
"2162","07711",339
"2163","07712",10979
"2164","07716",1843
"2165","07717",273
"2166","07718",1979
"2167","07719",5521
"2168","07720",1473
"2169","07721",1023
"2170","07722",1997
"2171","07723",167
"2172","07724",5160
"2173","07726",9697
"2174","07727",1869
"2175","07728",14428
"2176","07730",4106
"2177","07731",10755
"2178","07732",912
"2179","07733",2561
"2180","07734",3398
"2181","07735",5081
"2182","07737",1054
"2183","07738",1153
"2184","07739",753
"2185","07740",9684
"2186","07746",3409
"2187","07747",8459
"2188","07748",6275
"2189","07750",479
"2190","07751",4564
"2191","07753",10127
"2192","07755",1281
"2193","07756",675
"2194","07757",1034
"2195","07758",1097
"2196","07760",1540
"2197","07762",1670
"2198","07764",2874
"2199","07801",7790
"2200","07803",993
"2201","07820",29
"2202","07821",2027
"2203","07822",64
"2204","07823",1720
"2205","07825",1771
"2206","07826",1283
"2207","07827",980
"2208","07828",4751
"2209","07830",1145
"2210","07832",791
"2211","07833",50
"2212","07834",3881
"2213","07836",3320
"2214","07838",853
"2215","07840",8102
"2216","07842",34
"2217","07843",3473
"2218","07846",0
"2219","07847",497
"2220","07848",1004
"2221","07849",2144
"2222","07850",1636
"2223","07851",14
"2224","07852",656
"2225","07853",2506
"2226","07856",937
"2227","07857",1088
"2228","07860",6259
"2229","07863",823
"2230","07865",473
"2231","07866",5286
"2232","07869",5937
"2233","07870",8
"2234","07871",4359
"2235","07874",1890
"2236","07876",2229
"2237","07878",223
"2238","07880",95
"2239","07881",0
"2240","07882",3509
"2241","07885",2666
"2242","07901",5139
"2243","07920",4566
"2244","07921",2221
"2245","07922",2311
"2246","07924",1711
"2247","07926",11
"2248","07927",967
"2249","07928",3019
"2250","07930",1352
"2251","07931",506
"2252","07932",2519
"2253","07933",834
"2254","07934",255
"2255","07935",22
"2256","07936",2503
"2257","07939",64
"2258","07940",5292
"2259","07945",1337
"2260","07946",672
"2261","07950",4242
"2262","07960",13739
"2263","07961",0
"2264","07970",91
"2265","07974",2655
"2266","07976",142
"2267","07977",153
"2268","07979",76
"2269","07980",488
"2270","07981",1769
"2271","08001",127
"2272","08002",6201
"2273","08003",6428
"2274","08004",3594
"2275","08005",5250
"2276","08006",26
"2277","08007",1440
"2278","08008",782
"2279","08009",3358
"2280","08010",3139
"2281","08011",0
"2282","08012",12294
"2283","08014",170
"2284","08015",5653
"2285","08016",8619
"2286","08019",265
"2287","08020",608
"2288","08021",13621
"2289","08022",1770
"2290","08023",33
"2291","08026",538
"2292","08027",1090
"2293","08028",8965
"2294","08029",1095
"2295","08030",4212
"2296","08031",3021
"2297","08033",3472
"2298","08034",4804
"2299","08035",1844
"2300","08036",1500
"2301","08037",5749
"2302","08038",17
"2303","08039",53
"2304","08041",164
"2305","08042",58
"2306","08043",7000
"2307","08045",578
"2308","08046",8884
"2309","08048",2969
"2310","08049",1785
"2311","08050",5869
"2312","08051",2869
"2313","08052",6233
"2314","08053",11514
"2315","08054",10303
"2316","08055",5093
"2317","08056",1024
"2318","08057",3903
"2319","08059",1831
"2320","08060",7422
"2321","08061",973
"2322","08062",3552
"2323","08063",976
"2324","08064",0
"2325","08065",2091
"2326","08066",2563
"2327","08067",419
"2328","08068",2217
"2329","08069",3875
"2330","08070",2872
"2331","08071",2446
"2332","08072",43
"2333","08073",17
"2334","08074",8
"2335","08075",8810
"2336","08077",4944
"2337","08078",2611
"2338","08079",2401
"2339","08080",9224
"2340","08081",14139
"2341","08083",2781
"2342","08084",2024
"2343","08085",5214
"2344","08086",1914
"2345","08087",5682
"2346","08088",4675
"2347","08089",928
"2348","08090",2031
"2349","08091",1465
"2350","08092",798
"2351","08093",2934
"2352","08094",9762
"2353","08095",21
"2354","08096",9954
"2355","08097",826
"2356","08098",2471
"2357","08102",3012
"2358","08103",4880
"2359","08104",7081
"2360","08105",9654
"2361","08106",2708
"2362","08107",4226
"2363","08108",5000
"2364","08109",5999
"2365","08110",5635
"2366","08201",2962
"2367","08202",166
"2368","08203",1737
"2369","08204",4979
"2370","08205",7481
