STATEFP,COUNTYFP,pcp_total,sp_total
29,29119,5,0
29,29121,5,0
29,29123,4,6
29,29125,5,1
29,29127,4,8
29,29129,1,0
29,29131,12,0
29,29133,4,1
29,29135,4,0
29,29137,2,0
29,29139,4,0
29,29141,5,0
29,29143,3,0
29,29145,60,117
29,29147,16,20
29,29149,1,0
29,29151,2,0
29,29153,1,0
29,29155,9,6
29,29157,10,10
29,29159,21,35
29,29161,40,41
29,29163,6,2
29,29165,42,63
29,29167,20,22
29,29169,24,12
29,29171,0,0
29,29173,24,41
29,29175,17,11
29,29177,9,4
29,29179,2,0
29,29181,8,1
29,29183,207,342
29,29185,6,0
29,29186,7,6
29,29187,57,61
29,29189,988,2108
29,29195,16,7
29,29197,1,0
29,29199,4,6
29,29201,24,42
29,29203,2,1
29,29205,2,0
29,29207,20,3
29,29209,11,1
29,29211,2,2
29,29213,39,60
29,29215,6,6
29,29217,11,12
29,29219,3,2
29,29221,9,1
29,29223,4,1
29,29225,10,1
29,29227,0,0
29,29229,5,1
29,29510,344,1120
30,30001,7,4
30,30003,12,4
30,30005,4,0
30,30007,2,3
30,30009,3,2
30,30011,0,0
30,30013,61,151
30,30015,0,0
30,30017,16,5
30,30019,1,0
30,30021,5,8
30,30023,8,7
30,30025,3,0
30,30027,12,10
30,30029,71,148
30,30031,77,121
30,30033,0,0
30,30035,10,2
30,30037,1,0
30,30039,1,2
30,30041,11,20
30,30043,2,8
30,30045,0,0
30,30047,26,15
30,30049,72,102
30,30051,3,0
30,30053,14,9
30,30055,0,0
30,30057,3,1
30,30059,1,0
30,30061,2,1
30,30063,104,226
30,30065,0,0
30,30067,12,10
30,30069,0,0
30,30071,1,0
30,30073,5,1
30,30075,0,0
30,30077,7,3
30,30079,0,0
30,30081,24,32
30,30083,6,6
30,30085,3,0
30,30087,4,0
30,30089,7,2
30,30091,2,0
30,30093,28,35
30,30095,3,1
30,30097,1,0
30,30099,0,0
30,30101,5,0
30,30103,0,0
30,30105,4,8
30,30107,0,0
30,30109,0,0
30,30111,128,355
31,31001,29,35
31,31003,5,0
31,31005,0,0
31,31007,0,0
31,31009,0,0
31,31011,7,0
31,31013,5,1
31,31015,3,0
31,31017,1,0
31,31019,42,85
31,31021,6,0
31,31023,4,0
31,31025,6,4
31,31027,2,0
31,31029,2,1
31,31031,4,1
31,31033,3,6
31,31035,0,0
31,31037,1,1
31,31039,4,1
31,31041,6,0
31,31043,4,4
31,31045,5,2
31,31047,13,5
31,31049,0,1
31,31051,0,0
31,31053,23,34
31,31055,505,1188
31,31057,2,0
31,31059,5,0
31,31061,2,0
31,31063,1,0
31,31065,1,0
31,31067,16,9
31,31069,0,0
31,31071,1,0
31,31073,3,0
31,31075,0,0
31,31077,0,0
31,31079,43,59
31,31081,6,1
31,31083,0,0
31,31085,0,0
31,31087,0,0
31,31089,10,2
31,31091,1,0
31,31093,4,0
31,31095,5,0
31,31097,4,0
31,31099,5,0
31,31101,7,4
31,31103,0,0
31,31105,1,0
31,31107,4,0
31,31109,220,369
31,31111,24,49
31,31113,0,0
31,31115,0,0
31,31117,0,0
31,31119,24,58
31,31121,2,0
31,31123,1,0
31,31125,1,0
31,31127,5,3
31,31129,3,0
31,31131,9,0
31,31133,2,0
31,31135,5,1
31,31137,9,0
31,31139,4,1
31,31141,12,30
31,31143,2,0
31,31145,7,2
31,31147,5,0
31,31149,1,0
31,31151,8,1
31,31153,86,67
31,31155,5,1
31,31157,27,64
31,31159,10,10
31,31161,4,2
31,31163,1,0
31,31165,0,0
31,31167,0,0
31,31169,4,0
31,31171,0,0
31,31173,3,4
31,31175,1,2
31,31177,6,2
31,31179,3,8
31,31181,4,1
31,31183,0,0
31,31185,10,5
32,32001,20,13
32,32003,1108,2044
32,32005,32,53
32,32007,26,45
32,32009,0,0
32,32011,0,0
32,32013,13,7
32,32015,1,0
32,32017,2,0
32,32019,13,5
32,32021,4,0
32,32023,21,9
32,32027,0,0
32,32029,8,17
32,32031,297,666
32,32033,7,9
32,32510,43,107
33,33001,37,84
33,33003,32,58
33,33005,57,84
33,33007,42,41
33,33009,187,447
33,33011,405,599
33,33013,165,241
33,33015,218,343
33,33017,98,163
33,33019,24,29
34,34001,201,449
34,34003,816,2034
34,34005,350,618
34,34007,479,967
34,34009,57,80
34,34011,89,149
34,34013,692,1640
34,34015,203,333
34,34017,423,559
34,34019,129,168
34,34021,368,774
34,34023,696,1387
34,34025,578,1155
34,34027,455,972
34,34029,351,657
34,34031,358,636
34,34033,41,64
34,34035,316,540
34,34037,72,111
34,34039,401,816
34,34041,76,128
35,35001,671,1292
35,35003,2,0
35,35005,47,66
35,35006,15,5
35,35007,7,7
35,35009,32,30
35,35011,0,0
35,35013,120,180
35,35015,36,34
35,35017,25,33
35,35019,3,0
35,35021,0,0
35,35023,1,1
35,35025,30,28
35,35027,10,25
35,35028,32,26
35,35029,9,14
35,35031,76,78
35,35033,0,0
35,35035,37,36
35,35037,6,2
35,35039,24,20
35,35041,5,5
35,35043,80,49
35,35045,73,111
35,35047,30,25
35,35049,161,269
35,35051,9,7
35,35053,10,8
35,35055,29,25
35,35057,0,0
35,35059,3,3
35,35061,18,4
36,36001,337,905
36,36003,15,13
36,36005,1170,1837
36,36007,164,285
36,36009,44,73
36,36011,28,62
36,36013,75,93
36,36015,62,165
36,36017,28,25
36,36019,57,127
36,36021,37,64
36,36023,29,36
36,36025,25,14
36,36027,236,471
36,36029,726,1494
36,36031,18,15
36,36033,42,32
36,36035,28,34
36,36037,26,45
36,36039,21,19
36,36041,2,0
36,36043,42,31
36,36045,63,130
36,36047,2107,3177
36,36049,17,12
36,36051,33,32
36,36053,36,50
36,36055,755,1377
36,36057,37,51
36,36059,1422,3472
36,36061,2546,8874
36,36063,110,165
36,36065,161,288
36,36067,410,989
36,36069,89,186
36,36071,310,571
36,36073,10,15
36,36075,50,60
36,36077,76,197
36,36079,71,136
36,36081,1645,2367
36,36083,98,145
36,36085,377,727
36,36087,263,517
36,36089,67,101
36,36091,141,226
36,36093,113,183
36,36095,12,7
36,36097,14,10
36,36099,15,3
36,36101,76,85
36,36103,1097,2614
36,36105,37,62
36,36107,15,8
36,36109,85,130
36,36111,140,171
36,36113,71,141
36,36115,29,6
36,36117,44,29
36,36119,997,2396
36,36121,20,16
36,36123,16,13
37,37001,95,120
37,37003,9,6
37,37005,12,4
37,37007,13,7
37,37009,13,6
37,37011,8,4
37,37013,31,37
37,37015,6,2
37,37017,14,5
37,37019,56,64
37,37021,310,576
37,37023,56,110
37,37025,173,240
37,37027,35,52
37,37029,0,2
37,37031,50,75
37,37033,3,2
37,37035,108,240
37,37037,39,56
37,37039,16,15
37,37041,12,14
37,37043,2,3
37,37045,61,83
37,37047,24,31
37,37049,80,170
37,37051,297,413
37,37053,2,4
37,37055,18,34
37,37057,62,71
37,37059,15,16
37,37061,21,6
37,37063,322,903
37,37065,22,22
37,37067,337,876
37,37069,11,14
37,37071,140,223
37,37073,1,0
37,37075,3,0
37,37077,29,50
37,37079,4,0
37,37081,362,709
37,37083,30,39
37,37085,34,38
37,37087,45,66
37,37089,90,129
37,37091,15,19
37,37093,13,10
37,37095,1,1
37,37097,114,185
37,37099,37,44
37,37101,61,51
37,37103,6,6
37,37105,39,41
37,37107,31,54
37,37109,41,43
37,37111,18,23
37,37113,34,40
37,37115,9,0
37,37117,10,12
37,37119,801,1549
37,37121,14,14
37,37123,8,24
37,37125,72,181
37,37127,62,107
37,37129,179,425
37,37131,2,1
37,37133,80,136
37,37135,218,702
37,37137,5,0
37,37139,26,66
37,37141,13,8
37,37143,1,2
37,37145,14,29
37,37147,146,416
37,37149,12,15
37,37151,71,62
37,37153,24,29
37,37155,63,80
37,37157,41,56
37,37159,88,144
37,37161,39,49
37,37163,38,30
37,37165,28,31
37,37167,33,43
37,37169,12,4
37,37171,61,66
37,37173,16,1
37,37175,22,19
37,37177,0,0
37,37179,80,80
37,37181,28,27
37,37183,716,1308
37,37185,3,0
37,37187,7,1
37,37189,31,72
37,37191,64,108
37,37193,31,32
37,37195,41,65
37,37197,11,3
37,37199,14,1
38,38001,7,3
38,38003,11,8
38,38005,2,0
38,38007,0,0
38,38009,3,0
38,38011,1,0
38,38013,0,0
38,38015,78,206
38,38017,188,351
38,38019,3,0
38,38021,4,5
38,38023,2,0
38,38025,0,0
38,38027,0,0
38,38029,3,1
38,38031,3,0
38,38033,0,0
38,38035,65,131
38,38037,1,0
38,38039,1,0
38,38041,0,0
38,38043,1,0
38,38045,1,0
38,38047,0,0
38,38049,1,1
38,38051,4,2
38,38053,1,0
38,38055,1,0
38,38057,6,2
38,38059,11,3
38,38061,4,0
38,38063,1,0
38,38065,2,0
38,38067,4,2
38,38069,3,1
38,38071,14,5
38,38073,1,2
38,38075,0,0
38,38077,11,10
38,38079,10,2
38,38081,0,0
38,38083,0,0
38,38085,0,0
38,38087,0,0
38,38089,18,18
38,38091,0,0
38,38093,16,16
38,38095,0,0
38,38097,0,2
38,38099,8,1
38,38101,53,104
38,38103,2,1
38,38105,16,22
39,39001,8,6
39,39003,71,176
39,39005,28,30
39,39007,50,58
39,39009,50,62
39,39011,22,19
39,39013,44,44
39,39015,20,17
39,39017,215,365
39,39019,11,2
39,39021,12,29
39,39023,78,109
39,39025,97,79
39,39027,30,36
39,39029,67,92
39,39031,19,17
39,39033,23,28
39,39035,1385,3368
39,39037,29,35
39,39039,28,32
39,39041,99,186
39,39043,53,88
39,39045,85,106
39,39047,13,9
39,39049,1160,2197
39,39051,20,16
39,39053,32,38
39,39055,72,69
39,39057,162,223
39,39059,20,37
39,39061,847,1974
39,39063,52,101
39,39065,11,7
39,39067,4,6
39,39069,10,5
39,39071,26,10
39,39073,15,11
39,39075,17,13
39,39077,38,42
39,39079,24,26
39,39081,36,63
39,39083,30,42
39,39085,144,213
39,39087,24,24
39,39089,75,106
39,39091,24,25
39,39093,174,294
39,39095,395,873
39,39097,21,13
39,39099,212,328
39,39101,31,73
39,39103,100,108
39,39105,2,1
39,39107,16,29
39,39109,47,71
39,39111,4,0
39,39113,489,1005
39,39115,4,0
39,39117,9,12
39,39119,61,114
39,39121,5,1
39,39123,22,16
39,39125,11,2
39,39127,10,1
39,39129,33,35
39,39131,22,9
39,39133,69,84
39,39135,10,5
39,39137,10,1
39,39139,63,121
39,39141,76,114
39,39143,42,44
39,39145,48,85
39,39147,17,29
39,39149,23,26
39,39151,261,477
39,39153,526,905
39,39155,135,164
39,39157,50,64
39,39159,31,29
39,39161,16,16
39,39163,3,0
39,39165,156,133
39,39167,48,60
39,39169,60,91
39,39171,23,27
39,39173,72,73
39,39175,18,17
40,40001,13,6
40,40003,1,0
40,40005,2,0
40,40007,3,0
40,40009,16,17
40,40011,6,2
40,40013,18,19
40,40015,9,1
40,40017,47,33
40,40019,28,56
40,40021,43,42
40,40023,7,2
40,40025,1,0
40,40027,119,248
40,40029,1,0
40,40031,110,144
40,40033,1,0
40,40035,9,9
40,40037,22,7
40,40039,21,11
40,40041,20,12
40,40043,2,0
40,40045,6,0
40,40047,44,68
40,40049,16,3
40,40051,19,18
40,40053,0,0
40,40055,2,4
40,40057,2,0
40,40059,1,0
40,40061,6,2
40,40063,5,4
40,40065,18,13
40,40067,1,0
40,40069,5,4
40,40071,21,25
40,40073,6,2
40,40075,4,1
40,40077,2,1
40,40079,20,22
40,40081,6,1
40,40083,11,7
40,40085,2,0
40,40087,14,6
40,40089,15,6
40,40091,7,2
40,40093,4,1
40,40095,3,0
40,40097,20,8
40,40099,5,0
40,40101,61,102
40,40103,5,1
40,40105,4,0
40,40107,5,0
40,40109,609,1528
40,40111,15,8
40,40113,9,11
40,40115,14,13
40,40117,7,1
40,40119,56,53
40,40121,26,29
40,40123,33,45
40,40125,32,32
40,40127,4,2
40,40129,0,0
40,40131,43,36
40,40133,10,6
40,40135,15,4
40,40137,21,13
40,40139,10,7
40,40141,3,1
40,40143,661,1066
40,40145,12,6
40,40147,29,48
40,40149,2,0
40,40151,6,2
40,40153,13,11
41,41001,9,7
41,41003,96,163
41,41005,316,529
41,41007,37,27
41,41009,16,7
41,41011,58,58
41,41013,14,9
41,41015,13,14
41,41017,142,269
41,41019,78,113
41,41021,0,0
41,41023,6,6
41,41025,5,3
41,41027,33,33
41,41029,193,310
41,41031,14,19
41,41033,74,68
41,41035,53,61
41,41037,5,0
41,41039,328,526
41,41041,33,31
41,41043,76,60
41,41045,14,24
41,41047,248,382
41,41049,1,2
41,41051,892,1876
41,41053,42,13
41,41055,0,0
41,41057,23,16
41,41059,50,56
41,41061,19,27
41,41063,7,3
41,41065,21,40
41,41067,477,749
41,41069,0,0
41,41071,70,96
42,42001,68,55
42,42003,1283,3176
42,42005,36,37
42,42007,77,130
42,42009,20,16
42,42011,277,438
42,42013,124,209
42,42015,61,119
42,42017,492,857
42,42019,103,151
42,42021,121,171
42,42023,3,0
42,42025,35,45
42,42027,106,184
42,42029,411,654
42,42031,21,33
42,42033,51,102
42,42035,19,20
42,42037,49,64
42,42039,55,64
42,42041,227,382
42,42043,241,681
42,42045,487,907
42,42047,15,25
42,42049,227,378
42,42051,67,94
42,42053,1,0
42,42055,98,160
42,42057,5,1
42,42059,16,11
42,42061,22,19
42,42063,53,64
42,42065,20,24
42,42067,7,0
42,42069,172,338
42,42071,380,525
42,42073,41,81
42,42075,76,152
42,42077,356,840
42,42079,252,379
42,42081,91,141
42,42083,24,27
42,42085,87,146
42,42087,27,38
42,42089,71,129
42,42091,844,1949
42,42093,76,276
42,42095,211,293
42,42097,48,37
42,42099,16,1
42,42101,1484,3741
42,42103,19,17
42,42105,11,10
42,42107,96,129
42,42109,23,13
42,42111,41,61
42,42113,0,0
42,42115,13,13
42,42117,26,20
42,42119,29,67
42,42121,30,51
42,42123,24,42
42,42125,137,194
42,42127,25,32
42,42129,258,343
42,42131,16,12
42,42133,310,476
44,44001,35,40
44,44003,130,220
44,44005,55,88
44,44007,623,1278
44,44009,102,166
45,45001,11,8
45,45003,59,108
45,45005,5,0
45,45007,127,176
45,45009,7,1
45,45011,10,5
45,45013,110,227
45,45015,44,67
45,45017,1,1
45,45019,472,1342
45,45021,25,18
45,45023,9,15
45,45025,15,14
45,45027,15,14
45,45029,19,20
45,45031,36,25
45,45033,14,12
45,45035,47,51
45,45037,6,7
45,45039,4,12
45,45041,122,252
45,45043,42,86
45,45045,452,784
45,45047,77,105
45,45049,10,7
45,45051,156,289
45,45053,9,14
45,45055,23,39
45,45057,42,84
45,45059,26,24
45,45061,2,1
45,45063,157,245
45,45065,3,0
45,45067,19,17
45,45069,15,12
45,45071,24,16
45,45073,42,79
45,45075,48,76
45,45077,62,55
45,45079,344,758
45,45081,3,0
45,45083,215,351
45,45085,58,98
45,45087,19,13
45,45089,9,5
45,45091,110,193
46,46003,0,0
46,46005,11,12
46,46007,2,0
46,46009,3,1
46,46011,20,15
46,46013,28,53
46,46015,5,5
46,46017,1,0
46,46019,2,0
46,46021,0,0
46,46023,8,0
46,46025,0,0
46,46027,10,9
46,46029,26,37
46,46031,0,0
46,46033,5,2
46,46035,21,23
46,46037,2,0
46,46039,3,1
46,46041,4,0
46,46043,1,0
46,46045,0,0
46,46047,12,7
46,46049,1,0
46,46051,6,3
46,46053,7,0
46,46055,1,1
46,46057,2,0
46,46059,3,1
46,46061,0,1
46,46063,0,0
46,46065,9,13
46,46067,5,0
46,46069,0,0
46,46071,0,0
46,46073,2,1
46,46075,0,0
46,46077,1,0
46,46079,10,3
46,46081,32,11
46,46083,32,86
46,46085,1,0
46,46087,1,0
46,46089,1,0
46,46091,1,0
46,46093,21,17
46,46095,0,0
46,46097,0,0
46,46099,188,401
46,46101,2,0
46,46103,83,189
46,46105,4,0
46,46107,1,0
46,46109,10,0
46,46111,0,0
46,46113,6,2
46,46115,4,1
46,46117,1,0
46,46119,5,3
46,46121,3,0
46,46123,5,3
46,46125,6,0
46,46127,7,35
46,46129,6,2
46,46135,25,60
46,46137,0,0
47,47001,60,107
47,47003,19,24
47,47005,5,4
47,47007,3,1
47,47009,81,106
47,47011,56,84
47,47013,20,15
47,47015,5,2
47,47017,11,18
47,47019,35,44
47,47021,13,3
47,47023,3,1
47,47025,23,22
47,47027,2,1
47,47029,17,6
47,47031,40,63
47,47033,3,0
47,47035,40,51
47,47037,687,1879
47,47039,6,4
47,47041,10,1
47,47043,23,39
47,47045,29,35
47,47047,10,3
47,47049,7,4
47,47051,31,24
47,47053,28,6
47,47055,17,9
47,47057,2,2
47,47059,49,50
47,47061,0,1
47,47063,45,87
47,47065,328,688
47,47067,2,2
47,47069,8,6
47,47071,14,8
47,47073,20,7
47,47075,9,5
47,47077,8,2
47,47079,22,27
47,47081,4,6
47,47083,8,2
47,47085,5,5
47,47087,5,7
47,47089,26,19
47,47091,8,4
47,47093,483,1003
47,47095,1,1
47,47097,5,3
47,47099,19,10
47,47101,2,4
47,47103,22,7
47,47105,25,28
47,47107,26,26
47,47109,12,12
47,47111,5,2
47,47113,121,246
47,47115,21,16
47,47117,9,3
47,47119,52,129
47,47121,3,1
47,47123,21,13
47,47125,84,139
47,47127,0,1
47,47129,7,1
47,47131,18,26
47,47133,11,11
47,47135,4,0
47,47137,1,4
47,47139,5,7
47,47141,59,102
47,47143,13,5
47,47145,21,17
47,47147,33,26
47,47149,161,258
47,47151,11,5
47,47153,4,8
47,47155,47,43
47,47157,730,1500
47,47159,12,10
47,47161,4,0
47,47163,197,388
47,47165,79,116
47,47167,19,22
47,47169,1,1
47,47171,12,7
47,47173,4,4
47,47175,0,0
47,47177,23,29
47,47179,180,316
47,47181,4,4
47,47183,21,13
47,47185,10,11
47,47187,136,323
47,47189,37,102
48,48001,27,35
48,48003,9,5
48,48005,66,92
48,48007,13,6
48,48009,1,5
48,48011,0,0
48,48013,9,10
48,48015,7,4
48,48017,5,2
48,48019,3,3
48,48021,24,17
48,48023,5,0
48,48025,10,23
48,48027,280,538
48,48029,1305,3022
48,48031,1,4
48,48033,0,0
48,48035,7,2
48,48037,76,159
48,48039,131,169
48,48041,161,222
48,48043,5,7
48,48045,1,1
48,48047,2,0
48,48049,26,35
48,48051,6,1
48,48053,29,36
48,48055,14,6
48,48057,14,4
48,48059,3,0
48,48061,194,273
48,48063,10,3
48,48065,0,0
48,48067,12,6
48,48069,3,2
48,48071,2,0
48,48073,22,34
48,48075,6,1
48,48077,3,1
48,48079,2,0
48,48081,0,0
48,48083,4,0
48,48085,601,958
48,48087,4,0
48,48089,19,9
48,48091,63,89
48,48093,7,2
48,48095,1,0
48,48097,18,13
48,48099,38,56
48,48101,0,0
48,48103,1,0
48,48105,1,0
48,48107,2,0
48,48109,1,1
48,48111,1,0
48,48113,1655,3976
48,48115,6,2
48,48117,7,2
48,48119,0,1
48,48121,292,420
48,48123,11,2
48,48125,0,0
48,48127,5,2
48,48129,1,0
48,48131,1,0
48,48133,7,2
48,48135,86,138
48,48137,1,0
48,48139,52,62
48,48141,366,710
48,48143,22,21
48,48145,3,8
48,48147,18,8
48,48149,13,17
48,48151,2,0
48,48153,2,0
48,48155,0,0
48,48157,292,390
48,48159,5,0
48,48161,8,7
48,48163,5,6
48,48165,3,1
48,48167,187,388
48,48169,1,1
48,48171,31,41
48,48173,0,0
48,48175,1,1
48,48177,9,1
48,48179,13,11
48,48181,71,153
48,48183,84,211
48,48185,8,2
48,48187,43,40
48,48189,21,7
48,48191,0,0
48,48193,7,1
48,48195,2,0
48,48197,3,1
48,48199,12,3
48,48201,2523,6224
48,48203,22,29
48,48205,4,0
48,48207,2,0
48,48209,80,87
48,48211,3,0
48,48213,35,55
48,48215,356,410
48,48217,16,3
48,48219,26,13
48,48221,26,30
48,48223,17,13
48,48225,8,7
48,48227,20,31
48,48229,1,10
48,48231,38,45
48,48233,12,13
48,48235,1,0
48,48237,4,4
48,48239,4,5
48,48241,19,8
48,48243,0,0
48,48245,172,355
48,48247,5,4
48,48249,17,21
48,48251,48,53
48,48253,12,13
48,48255,6,1
48,48257,31,37
48,48259,17,35
48,48261,0,0
48,48263,0,0
48,48265,49,86
48,48267,2,0
48,48269,0,0
48,48271,0,0
48,48273,13,6
48,48275,1,1
48,48277,25,68
48,48279,2,0
48,48281,9,3
48,48283,1,0
48,48285,8,6
48,48287,4,0
48,48289,0,1
48,48291,25,26
48,48293,14,5
48,48295,0,0
48,48297,0,0
48,48299,15,14
48,48301,0,0
48,48303,200,496
48,48305,2,0
48,48307,5,0
48,48309,159,265
48,48311,3,9
48,48313,3,1
48,48315,1,1
48,48317,1,1
48,48319,1,0
48,48321,17,17
48,48323,17,13
48,48325,11,8
48,48327,1,0
48,48329,55,149
48,48331,13,8
48,48333,2,1
48,48335,2,5
48,48337,5,8
48,48339,247,447
48,48341,7,3
48,48343,1,0
48,48345,0,0
48,48347,47,85
48,48349,17,29
48,48351,3,2
48,48353,8,7
48,48355,244,466
48,48357,5,1
48,48359,0,0
48,48361,25,18
48,48363,12,15
48,48365,9,5
48,48367,40,73
48,48369,4,0
48,48371,5,1
48,48373,21,16
48,48375,147,317
48,48377,1,1
48,48379,2,0
48,48381,26,45
48,48383,1,0
48,48385,0,0
48,48387,2,2
48,48389,3,4
48,48391,2,0
48,48393,0,0
48,48395,2,1
48,48397,53,67
48,48399,3,0
48,48401,16,9
48,48403,2,1
48,48405,1,1
48,48407,2,0
48,48409,21,11
48,48411,2,0
48,48413,1,0
48,48415,8,1
48,48417,0,0
48,48419,4,1
48,48421,0,0
48,48423,204,486
48,48425,6,4
48,48427,15,9
48,48429,6,3
48,48431,0,0
48,48433,1,0
48,48435,3,1
48,48437,3,0
48,48439,1111,2033
48,48441,84,155
48,48443,1,0
48,48445,5,0
48,48447,1,0
48,48449,15,35
48,48451,84,155
48,48453,823,1688
48,48455,3,0
48,48457,8,0
48,48459,12,3
48,48461,1,0
48,48463,15,16
48,48465,16,21
48,48467,11,8
48,48469,67,129
48,48471,32,48
48,48473,2,1
48,48475,3,1
48,48477,21,29
48,48479,81,122
48,48481,20,29
48,48483,4,1
48,48485,95,160
48,48487,10,11
48,48489,9,0
48,48491,276,404
48,48493,12,9
48,48495,4,0
48,48497,29,28
48,48499,23,9
48,48501,4,1
48,48503,14,9
48,48505,1,0
48,48507,3,0
49,49001,5,0
49,49003,21,23
49,49005,59,97
49,49007,11,16
49,49009,0,0
49,49011,149,205
49,49013,7,15
49,49015,0,0
49,49017,1,1
49,49019,8,4
49,49021,18,21
49,49023,6,3
49,49025,1,1
49,49027,6,0
49,49029,1,4
49,49031,0,0
49,49033,0,0
49,49035,720,1820
49,49037,9,4
49,49039,16,4
49,49041,12,5
49,49043,30,45
49,49045,21,26
49,49047,13,13
49,49049,257,408
49,49051,10,5
49,49053,76,157
49,49055,0,1
49,49057,128,228
50,50001,45,34
50,50003,39,69
50,50005,19,26
50,50007,246,456
50,50009,1,0
50,50011,40,33
50,50013,1,3
50,50015,22,20
50,50017,21,30
50,50019,23,23
50,50021,49,85
50,50023,61,66
50,50025,49,52
50,50027,64,63
51,51001,19,5
51,51003,153,452
51,51005,9,8
51,51007,3,1
51,51009,9,2
51,51011,3,0
51,51013,150,343
51,51015,49,113
51,51017,11,2
51,51019,25,7
51,51021,2,0
51,51023,17,5
51,51025,3,0
51,51027,8,7
51,51029,4,0
51,51031,19,8
51,51033,6,0
51,51035,16,4
51,51036,2,0
51,51037,1,0
51,51041,239,332
51,51043,9,2
51,51045,1,1
51,51047,25,44
51,51049,1,1
51,51051,3,3
51,51053,14,15
51,51057,7,21
51,51059,936,1858
51,51061,42,62
51,51063,3,2
51,51065,5,4
51,51067,33,15
51,51069,10,24
51,51071,14,16
51,51073,30,45
51,51075,9,14
51,51077,3,2
51,51079,3,2
51,51081,2,5
51,51083,18,45
51,51085,100,164
51,51087,265,624
51,51089,6,4
51,51091,1,0
51,51093,17,33
51,51095,29,73
51,51097,2,0
51,51099,3,3
51,51101,8,0
51,51103,4,3
51,51105,12,7
51,51107,204,339
51,51109,10,0
51,51111,4,0
51,51113,9,4
51,51115,0,1
51,51117,22,20
51,51119,5,1
51,51121,73,127
51,51125,10,1
51,51127,5,1
51,51131,7,16
51,51133,17,18
51,51135,10,2
51,51137,25,2
51,51139,11,3
51,51141,6,2
51,51143,4,12
51,51145,23,14
51,51147,16,38
51,51149,18,7
51,51153,225,205
51,51155,15,19
51,51157,1,2
51,51159,3,0
51,51161,99,171
51,51163,6,8
51,51165,21,7
51,51167,13,3
51,51169,16,2
51,51171,25,21
51,51173,20,28
51,51175,2,0
51,51177,60,84
51,51179,52,71
51,51181,0,0
51,51183,4,0
51,51185,38,53
51,51187,23,20
51,51191,40,64
51,51193,4,1
51,51195,24,24
51,51197,19,35
51,51199,66,116
51,51510,119,233
51,51515,15,13
51,51520,12,4
51,51530,1,1
51,51540,69,166
51,51550,181,255
51,51570,27,45
51,51580,1,2
51,51590,44,84
51,51595,7,12
51,51600,27,38
51,51610,67,79
51,51620,17,19
51,51630,70,192
51,51640,22,24
51,51650,108,188
51,51660,69,147
51,51670,19,28
51,51678,18,22
51,51680,99,221
51,51683,62,121
51,51685,0,1
51,51690,32,51
51,51700,175,328
51,51710,269,560
51,51720,21,28
51,51730,29,39
51,51735,0,2
51,51740,92,248
51,51750,9,5
51,51760,235,587
51,51770,74,258
51,51775,76,160
51,51790,19,26
51,51800,81,135
51,51810,313,592
51,51820,14,13
51,51830,21,23
51,51840,94,215
53,53001,11,4
53,53003,15,15
53,53005,133,236
53,53007,90,144
53,53009,65,78
53,53011,316,471
53,53013,3,0
53,53015,74,107
53,53017,16,6
53,53019,2,1
53,53021,33,42
53,53023,1,0
53,53025,53,33
53,53027,34,58
53,53029,40,51
53,53031,33,24
53,53033,2182,4049
53,53035,213,297
53,53037,28,16
53,53039,9,5
53,53041,43,53
53,53043,4,2
53,53045,12,17
53,53047,38,13
53,53049,9,5
53,53051,8,1
53,53053,675,1238
53,53055,15,10
53,53057,116,158
53,53059,3,5
53,53061,465,662
53,53063,422,775
53,53065,27,12
53,53067,241,307
53,53069,0,0
53,53071,74,98
53,53073,180,270
53,53075,33,21
53,53077,188,215
54,54001,9,2
54,54003,72,107
54,54005,11,1
54,54007,6,3
54,54009,19,41
54,54011,148,289
54,54013,4,2
54,54015,4,0
54,54017,0,0
54,54019,26,14
54,54021,5,0
54,54023,8,4
54,54025,46,49
54,54027,7,2
54,54029,10,9
54,54031,3,5
54,54033,78,87
54,54035,12,8
54,54037,18,19
54,54039,234,481
54,54041,14,18
54,54043,13,2
54,54045,34,28
54,54047,14,4
54,54049,35,50
54,54051,16,21
54,54053,29,17
54,54055,48,98
54,54057,13,8
54,54059,14,10
54,54061,108,318
54,54063,4,0
54,54065,6,2
54,54067,23,15
54,54069,62,143
54,54071,2,0
54,54073,2,0
54,54075,5,3
54,54077,15,9
54,54079,32,30
54,54081,89,129
54,54083,18,38
54,54085,4,0
54,54087,8,5
54,54089,3,3
54,54091,8,9
54,54093,4,2
54,54095,5,5
54,54097,17,18
54,54099,23,28
54,54101,6,1
54,54103,10,7
54,54105,1,0
54,54107,69,123
54,54109,5,0
55,55001,11,7
55,55003,26,30
55,55005,45,42
55,55007,1,2
55,55009,180,383
55,55011,0,0
55,55013,6,0
55,55015,16,28
55,55017,41,36
55,55019,20,9
55,55021,31,31
55,55023,12,10
55,55025,612,1129
55,55027,62,77
55,55029,21,33
55,55031,22,31
55,55033,30,17
55,55035,136,270
55,55037,1,0
55,55039,66,103
55,55041,2,0
55,55043,21,18
55,55045,30,36
55,55047,19,14
55,55049,18,16
55,55051,3,3
55,55053,20,2
55,55055,35,43
55,55057,25,10
55,55059,95,131
55,55061,5,3
55,55063,164,289
55,55065,5,0
55,55067,22,11
55,55069,18,10
55,55071,57,91
55,55073,124,238
55,55075,30,46
55,55077,1,0
55,55078,3,0
