"GEOID","rcaUrbP","rcaSubrbP","rcaRuralP"
"21223",0,0.5,0.5
"21225",0,0,1
"21227",0.79,0.21,0
"21229",0,0,1
"21231",0,0,1
"21233",0,0,1
"21235",0,0.25,0.75
"21237",0,0.5,0.5
"21239",0,0.88,0.12
"22001",0,0.5,0.5
"22003",0,0.4,0.6
"22005",0.86,0.14,0
"22007",0.5,0.5,0
"22009",0,0.11,0.89
"22011",0,0.57,0.43
"22013",0,0.4,0.6
"22015",0.91,0.09,0
"22017",0.86,0.11,0.03
"22019",0.82,0.14,0.05
"22021",0,1,0
"22023",0,0.33,0.67
"22025",0,0,1
"22027",0,0,1
"22029",0,0.4,0.6
"22031",0,0.57,0.43
"22033",0.97,0.02,0.01
"22035",0,0,1
"22037",0,1,0
"22039",0,0,1
"22041",0,0,1
"22043",0.2,0.8,0
"22045",0.69,0.25,0.06
"22047",0.43,0.57,0
"22049",0,0.2,0.8
"22051",0.96,0.02,0.02
"22053",0,0.43,0.57
"22055",0.98,0,0.02
"22057",0.58,0.38,0.04
"22059",0,0.67,0.33
"22061",0,0.7,0.3
"22063",0.65,0.29,0.06
"22065",0,0,1
"22067",0,0.38,0.62
"22069",0,0.44,0.56
"22071",0.98,0.01,0.01
"22073",0.88,0.12,0
"22075",0.33,0.11,0.56
"22077",0,0.83,0.17
"22079",0.73,0.24,0.03
"22081",0,0.5,0.5
"22083",0,0.67,0.33
"22085",0,0,1
"22087",0.89,0.06,0.06
"22089",1,0,0
"22091",0,1,0
"22093",0,1,0
"22095",0.82,0.18,0
"22097",0,0.74,0.26
"22099",0,0.91,0.09
"22101",0,0.94,0.06
"22103",0.84,0.14,0.02
"22105",0.65,0,0.35
"22107",0,0.33,0.67
"22109",0.86,0.09,0.05
"22111",0,0.67,0.33
"22113",0,0.85,0.15
"22115",0,0.08,0.92
"22117",0,0.36,0.64
"22119",0,0.45,0.55
"22121",0.8,0.2,0
"22123",0,0,1
"22125",0,0.67,0.33
"22127",0,0,1
"23001",0.71,0.25,0.04
"23003",0,0,1
"23005",0.66,0.25,0.09
"23007",0,0,1
"23009",0,0.22,0.78
"23011",0,0.52,0.48
"23013",0,0,1
"23015",0,0,1
"23017",0,0.18,0.82
"23019",0.43,0.35,0.22
"23021",0,0.12,0.88
"23023",0,0.44,0.56
"23025",0,0.06,0.94
"23027",0,0.25,0.75
"23029",0,0,1
"23031",0.37,0.37,0.27
"24001",0.74,0.26,0
"24003",0.94,0.05,0.01
"24005",0.94,0.05,0.01
"24009",0.21,0.68,0.11
"24011",0,0.33,0.67
"24013",0.11,0.89,0
"24015",0.68,0.32,0
"24017",0,0.97,0.03
"24019",0,0.4,0.6
"24021",0.69,0.3,0.02
"24023",0,0.14,0.86
"24025",0.84,0.16,0
"24027",0.93,0.07,0
"24029",0,0,1
"24031",0.99,0.01,0
"24033",0.97,0.03,0
"24035",0.29,0.29,0.43
"24037",0.44,0.44,0.11
"24039",0,0.62,0.38
"24041",0,0.45,0.55
"24043",0.78,0.19,0.03
"24045",0.79,0.21,0
"24047",0,0.59,0.41
"24510",1,0,0
"25001",0.93,0,0.07
"25003",0.44,0.31,0.26
"25005",0.95,0.03,0.02
"25007",0,0.6,0.4
"25009",0.99,0,0.01
"25011",0,0.72,0.28
"25013",0.95,0.05,0
"25015",0.69,0.31,0
"25017",0.99,0.01,0
"25019",0,0,1
"25021",1,0,0
"25023",0.94,0.04,0.02
"25025",0.98,0,0.02
"25027",0.9,0.09,0.01
"26001",0,0,1
"26003",0,0,1
"26005",0.16,0.56,0.28
"26007",0,0.6,0.4
"26009",0,0,1
"26011",0,0,1
"26013",0,0,1
"26015",0,0.64,0.36
"26017",0.81,0.07,0.11
"26019",0,0,1
"26021",0.63,0.24,0.12
"26023",0,0.42,0.58
"26025",0.62,0.08,0.31
"26027",0.36,0.27,0.36
"26029",0,0,1
"26031",0,0,1
"26033",0,0.25,0.75
"26035",0,0,1
"26037",0.45,0.45,0.09
"26039",0,0,1
"26041",0,0.46,0.54
"26043",0,0.71,0.29
"26045",0.5,0.43,0.07
"26047",0,0,1
"26049",0.84,0.15,0.01
"26051",0,0.33,0.67
"26053",0,0,1
"26055",0,0.65,0.35
"26057",0,0.4,0.6
"26059",0,0.33,0.67
"26061",0,0.33,0.67
"26063",0,0,1
"26065",0.86,0.11,0.02
"26067",0,0.77,0.23
"26069",0,0,1
"26071",0,0,1
"26073",0,0.53,0.47
"26075",0.66,0.29,0.05
"26077",0.91,0.09,0
"26079",0,0,1
"26081",0.86,0.14,0
"26083",0,0,1
"26085",0,0,1
"26087",0,0.71,0.29
"26089",0,0.14,0.86
"26091",0,0.52,0.48
"26093",0.08,0.84,0.08
"26095",0,0,1
"26097",0,0,1
"26099",0.97,0.02,0.01
"26101",0,0,1
"26103",0,0.68,0.32
"26105",0,0.33,0.67
"26107",0,0.45,0.55
"26109",0,0.38,0.62
"26111",0.68,0.26,0.05
"26113",0,0,1
"26115",0.67,0.26,0.08
"26117",0,0.15,0.85
"26119",0,0,1
"26121",0.77,0.16,0.07
"26123",0,0.18,0.82
"26125",0.95,0.05,0
"26127",0,0,1
"26129",0,0,1
"26131",0,0,1
"26133",0,0,1
"26135",0,0,1
"26137",0,0,1
"26139",0.83,0.15,0.02
"26141",0,0,1
"26143",0,0,1
"26145",0.68,0.21,0.11
"26147",0.64,0.34,0.02
"26149",0,0.47,0.53
"26151",0.08,0.15,0.77
"26153",0,0,1
"26155",0,0.65,0.35
"26157",0,0.07,0.93
"26159",0.06,0.38,0.56
"26161",0.83,0.16,0.01
"26163",0.99,0,0.01
"26165",0,0.38,0.62
"27001",0,0,1
"27003",0.88,0.12,0
"27005",0,0.1,0.9
"27007",0,0.4,0.6
"27009",0.56,0.33,0.11
"27011",0,0,1
"27013",0.69,0.31,0
"27015",0,0.62,0.38
"27017",0,0.57,0.43
"27019",0.68,0.32,0
"27021",0,0,1
"27023",0,0,1
"27025",0,1,0
"27027",0.77,0.23,0
"27029",0,0,1
"27031",0,0,1
"27033",0,0,1
"27035",0,0.31,0.69
"27037",0.89,0.11,0
"27039",0,1,0
"27041",0,0.44,0.56
"27043",0,0,1
"27045",0,0.33,0.67
"27047",0,0.5,0.5
"27049",0,0.4,0.6
"27051",0,0,1
"27053",0.99,0.01,0
"27055",0.2,0.2,0.6
"27057",0,0,1
"27059",0,0.88,0.12
"27061",0,0,1
"27063",0,0,1
"27065",0,0,1
"27067",0,0.5,0.5
"27069",0,0,1
"27071",0,0,1
"27073",0,0,1
"27075",0,0,1
"27077",0,0,1
"27079",0,0.5,0.5
"27081",0,0,1
"27083",0,0.43,0.57
"27085",0,0.29,0.71
"27087",0,0,1
"27089",0,0,1
"27091",0,0,1
"27093",0,0,1
"27095",0,0.14,0.86
"27097",0,0,1
"27099",0,0.82,0.18
"27101",0,0,1
"27103",0.43,0.43,0.14
"27105",0,0.5,0.5
"27107",0,0,1
"27109",0.82,0.18,0
"27111",0,0.18,0.82
"27113",0,0,1
"27115",0,0.12,0.88
"27117",0,0,1
"27119",0.3,0.1,0.6
"27121",0,0,1
"27123",0.99,0,0.01
"27125",0,0,1
"27127",0,0,1
"27129",0,0,1
"27131",0,0.85,0.15
"27133",0,0.33,0.67
"27135",0,0,1
"27137",0.51,0.22,0.27
"27139",0.76,0.24,0
"27141",0.36,0.64,0
"27143",0,0.5,0.5
"27145",0.55,0.24,0.21
"27147",0,0.62,0.38
"27149",0,0,1
"27151",0,0,1
"27153",0,0,1
"27155",0,0,1
"27157",0,0.67,0.33
"27159",0,0,1
"27161",0,0.2,0.8
"27163",0.82,0.18,0
"27165",0,0,1
"27167",0,0.5,0.5
"27169",0,0.8,0.2
"27171",0.18,0.59,0.24
"27173",0,0,1
"28001",0,0.89,0.11
"28003",0,0.43,0.57
"28005",0,0,1
"28007",0,0,1
"28009",0,1,0
"28011",0,0.5,0.5
"28013",0,0,1
"28015",0,0,1
"28017",0,0,1
"28019",0,0,1
"28021",0,0,1
"28023",0,0,1
"28025",0,0,1
"28027",0,0.71,0.29
"28029",0,0.33,0.67
"28031",0,0.75,0.25
"28033",0.91,0.09,0
"28035",0.88,0.12,0
"28037",0,0,1
"28039",0,0,1
"28041",0,0,1
"28043",0,0.6,0.4
"28045",0.38,0.5,0.12
"28047",0.85,0.13,0.02
"28049",0.91,0.09,0
"28051",0,0.2,0.8
"28053",0,0,1
"28055",0,0,1
"28057",0,0,1
"28059",0.76,0.21,0.03
"28061",0,0,1
"28063",0,0,1
"28065",0,0,1
"28067",0,0.57,0.43
"28069",0,0,1
"28071",0,0.6,0.4
"28073",0.5,0.38,0.12
"28075",0,0.68,0.32
"28077",0,0,1
"28079",0,0.4,0.6
"28081",0,0.63,0.37
"28083",0,0.75,0.25
"28085",0,0.33,0.67
"28087",0,0.5,0.5
"28089",0.67,0.33,0
"28091",0,0,1
"28093",0,1,0
"28095",0,0,1
"28097",0,0,1
"28099",0,0,1
"28101",0,0,1
"28103",0,0,1
"28105",0,0.88,0.12
"28107",0,0.33,0.67
"28109",0,0.33,0.67
"28111",0,1,0
"28113",0,0.5,0.5
"28115",0,0,1
"28117",0,0,1
"28119",0,0,1
"28121",0.74,0.26,0
"28123",0,0.17,0.83
"28125",0,0,1
"28127",0,1,0
"28129",0,0,1
"28131",0,0,1
"28133",0,0.43,0.57
"28135",0,0,1
"28137",0,1,0
"28139",0,0,1
"28141",0,0,1
"28143",0,0,1
"28145",0,0,1
"28147",0,0,1
"28149",0,0.75,0.25
"28151",0,0.68,0.32
"28153",0,0,1
"28155",0,0,1
"28157",0,0,1
"28159",0,0,1
"28161",0,0,1
"28163",0,0.67,0.33
"29001",0,0.71,0.29
"29003",0,1,0
"29005",0,0,1
"29007",0,0.57,0.43
"29009",0,0.14,0.86
"29011",0,0,1
"29013",0,0.5,0.5
"29015",0,0,1
"29017",0,1,0
"29019",0.79,0.17,0.03
"29021",0.88,0.12,0
"29023",0,0.6,0.4
"29025",0,1,0
"29027",0.25,0.5,0.25
"29029",0,0,1
"29031",0.75,0.25,0
"29033",0,0,1
"29035",0,0,1
"29037",0.45,0.55,0
"29039",0,0,1
"29041",0,0,1
"29043",0.71,0.29,0
"29045",0,0,1
"29047",0.86,0.14,0
"29049",0,0.75,0.25
"29051",0.8,0.2,0
"29053",0,0.4,0.6
"29055",0,0,1
"29057",0,0.5,0.5
"29059",0,1,0
"29061",0,0.5,0.5
"29063",0,0.5,0.5
"29065",0,0,1
"29067",0,0.67,0.33
"29069",0,0.3,0.7
"29071",0,0.47,0.53
"29073",0,0,1
"29075",0,0,1
"29077",0.9,0.1,0
"29079",0,0,1
"29081",0,0,1
"29083",0,0,1
"29085",0,0,1
"29087",0,0.33,0.67
"29089",0,0.33,0.67
"29091",0,0.25,0.75
"29093",0,0,1
"29095",0.84,0.14,0.02
"29097",0.73,0.18,0.09
"29099",0.69,0.31,0
"29101",0,0.56,0.44
"29103",0,0,1
"29105",0,0.5,0.5
"29107",0,0.43,0.57
"29109",0,0.29,0.71
"29111",0,0,1
"29113",0,1,0
"29115",0,0,1
"29117",0,0,1
"29119",0,0.75,0.25
"29121",0,0,1
"29123",0,0,1
"29125",0,0.33,0.67
"29127",0,0.62,0.38
"29129",0,0,1
"29131",0,0.2,0.8
"29133",0,0,1
"29135",0,0.75,0.25
"29137",0,0,1
"29139",0,0.25,0.75
"29141",0,0,1
"29143",0,0.17,0.83
"29145",0.17,0.58,0.25
"29147",0,0.4,0.6
"29149",0,0,1
"29151",0,1,0
"29153",0,0,1
"29155",0,0,1
"29157",0,0,1
"29159",0,0.73,0.27
"29161",0,0.4,0.6
"29163",0,0.2,0.8
"29165",0.75,0.25,0
"29167",0,0.25,0.75
"29169",0,0.56,0.44
"29171",0,0,1
"29173",0,0,1
"29175",0,0.67,0.33
"29177",0,0.5,0.5
"29179",0,0.5,0.5
"29181",0,0,1
"29183",0.94,0.06,0
"29185",0,0,1
"29186",0,0.25,0.75
"29187",0,0.82,0.18
"29189",0.98,0.02,0
"29195",0,0.5,0.5
"29197",0,0,1
"29199",0,0,1
"29201",0,0.9,0.1
"29203",0,0,1
"29205",0,0,1
"29207",0,0.12,0.88
"29209",0,0.17,0.83
"29211",0,0,1
"29213",0,0.5,0.5
"29215",0,0,1
"29217",0,0,1
"29219",0,1,0
"29221",0,0.2,0.8
"29223",0,0,1
"29225",0,1,0
"29227",0,0,1
"29229",0,0,1
"29510",1,0,0
"30001",0,0,1
"30003",0,0.4,0.6
"30005",0,0,1
"30007",0,0,1
"30009",0,0.4,0.6
"30011",0,0,1
"30013",0.82,0.18,0
"30015",0,0,1
"30017",0,0,1
"30019",0,0,1
"30021",0,0,1
"30023",0,0,1
"30025",0,0,1
"30027",0,0,1
"30029",0,0.32,0.68
"30031",0,0.59,0.41
"30033",0,0,1
"30035",0,0,1
"30037",0,1,0
"30039",0,0,1
"30041",0,0,1
"30043",0,0,1
"30045",0,0,1
"30047",0,0.12,0.88
"30049",0,0.71,0.29
"30051",0,0,1
"30053",0,0,1
"30055",0,0,1
"30057",0,0,1
"30059",0,0,1
"30061",0,0.5,0.5
"30063",0.8,0.15,0.05
"30065",0,0.5,0.5
"30067",0,0,1
"30069",0,0,1
"30071",0,0,1
"30073",0,0,1
"30075",0,0,1
"30077",0,0,1
"30079",0,0,1
"30081",0,0.2,0.8
"30083",0,0,1
"30085",0,0,1
"30087",0,0,1
"30089",0,0,1
"30091",0,0,1
"30093",0,1,0
"30095",0,0.33,0.67
"30097",0,0,1
"30099",0,0,1
"30101",0,0,1
"30103",0,0,1
"30105",0,0,1
"30107",0,0,1
"30109",0,0,1
"30111",0.84,0.16,0
"31001",0,0.78,0.22
"31003",0,0,1
"31005",0,0,1
"31007",0,0,1
"31009",0,0,1
"31011",0,0,1
"31013",0,0,1
"31015",0,0,1
"31017",0,0,1
"31019",0,0.73,0.27
"31021",0,0,1
"31023",0,0,1
"31025",0,1,0
"31027",0,0,1
"31029",0,0,1
"31031",0,0,1
"31033",0,0,1
"31035",0,0,1
"31037",0,0,1
"31039",0,0,1
"31041",0,0,1
"31043",0.75,0.25,0
"31045",0,0,1
"31047",0,0.29,0.71
"31049",0,0,1
"31051",0,0.5,0.5
"31053",0,0.78,0.22
"31055",0.99,0.01,0
"31057",0,0,1
"31059",0,0,1
"31061",0,0,1
"31063",0,0,1
"31065",0,0,1
"31067",0,0.71,0.29
"31069",0,0,1
"31071",0,0,1
"31073",0,0,1
"31075",0,0,1
"31077",0,0,1
"31079",0.79,0.21,0
"31081",0,0.33,0.67
"31083",0,0,1
"31085",0,0,1
"31087",0,0,1
"31089",0,0,1
"31091",0,0,1
"31093",0,0.5,0.5
"31095",0,0,1
"31097",0,0.5,0.5
"31099",0,0,1
"31101",0,0,1
"31103",0,0,1
"31105",0,0,1
"31107",0,0,1
"31109",0.95,0.05,0
"31111",0,0.62,0.38
"31113",0,0,1
"31115",0,0,1
"31117",0,0,1
"31119",0,0.78,0.22
"31121",0,0.33,0.67
"31123",0,0,1
"31125",0,0,1
"31127",0,0,1
"31129",0,0,1
"31131",0,0.2,0.8
"31133",0,0,1
"31135",0,0,1
"31137",0,0,1
"31139",0,0,1
"31141",0,0.71,0.29
"31143",0,0,1
"31145",0,0,1
"31147",0,0,1
"31149",0,0,1
"31151",0,0,1
"31153",0.95,0.05,0
"31155",0,0.6,0.4
"31157",0,0.64,0.36
"31159",0,0.25,0.75
"31161",0,0,1
"31163",0,0,1
"31165",0,0,1
"31167",0,0.5,0.5
"31169",0,0,1
"31171",0,0,1
"31173",0,0,1
"31175",0,0,1
"31177",0,0.6,0.4
"31179",0,0,1
"31181",0,0,1
"31183",0,0,1
"31185",0,0,1
"32001",0,0.71,0.29
"32003",0.96,0.03,0.01
"32005",0.12,0.47,0.41
"32007",0,0.57,0.43
"32009",0,0,1
"32011",0,0,1
"32013",0,0.75,0.25
"32015",0,0,1
"32017",0,1,0
"32019",0.1,0.7,0.2
"32021",0,0,1
"32023",0,0.6,0.4
"32027",0,0,1
"32029",0,1,0
"32031",0.88,0.07,0.04
"32033",0,0,1
"32510",0.93,0,0.07
"33001",0,0.4,0.6
"33003",0,0.09,0.91
"33005",0,0.31,0.69
"33007",0,0.36,0.64
"33009",0,0.16,0.84
"33011",0.81,0.08,0.1
"33013",0.14,0.39,0.47
"33015",0.82,0.09,0.09
"33017",0.72,0.24,0.04
"33019",0,0,1
"34001",0.87,0.11,0.01
"34003",1,0,0
"34005",0.89,0.1,0.01
"34007",0.99,0.01,0
"34009",0.88,0.09,0.03
"34011",0.46,0.43,0.11
"34013",1,0,0
"34015",0.95,0.05,0
"34017",0.99,0,0.01
"34019",0.62,0.38,0
"34021",0.88,0.12,0
"34023",0.99,0.01,0
"34025",0.97,0.02,0.01
"34027",0.96,0.04,0
"34029",0.92,0.06,0.02
"34031",0.98,0.02,0
"34033",0.4,0.52,0.08
"34035",0.97,0.03,0
"34037",0.29,0.71,0
"34039",1,0,0
"34041",0.57,0.43,0
"35001",0.97,0.03,0
"35003",0,0,1
"35005",0,0.75,0.25
"35006",0,0.71,0.29
"35007",0,0,1
"35009",0,0.92,0.08
"35011",0,0,1
"35013",0.83,0.12,0.05
"35015",0,0.83,0.17
"35017",0,0.5,0.5
"35019",0,0,1
"35021",0,0,1
"35023",0,0,1
"35025",0,0.72,0.28
"35027",0,0,1
"35028",0,0,1
"35029",0,0.83,0.17
"35031",0,0.29,0.71
"35033",0,0,1
"35035",0,0.69,0.31
"35037",0,0,1
"35039",0,0.67,0.33
"35041",0,0.6,0.4
"35043",0.68,0.11,0.21
"35045",0.39,0.33,0.27
"35047",0,0.86,0.14
"35049",0.66,0.3,0.04
"35051",0,0.25,0.75
"35053",0,0.17,0.83
"35055",0,0.5,0.5
"35057",0,0.75,0.25
"35059",0,0,1
"35061",0,1,0
"36001",0.88,0.12,0
"36003",0,0,1
"36005",0.99,0,0.01
"36007",0.84,0.16,0
"36009",0,0.38,0.62
"36011",0,0.45,0.55
"36013",0,0.56,0.44
"36015",0.86,0.14,0
"36017",0,0.25,0.75
"36019",0,0.53,0.47
"36021",0,0.38,0.62
"36023",0,0.67,0.33
"36025",0,0,1
"36027",0.73,0.09,0.18
"36029",0.9,0.07,0.03
"36031",0,0,1
"36033",0,0.21,0.79
"36035",0,0.67,0.33
"36037",0,0.6,0.4
"36039",0,0.47,0.53
"36041",0,0.25,0.75
"36043",0.05,0.68,0.26
"36045",0.5,0.31,0.19
"36047",0.99,0,0.01
"36049",0,0.29,0.71
"36051",0,0.47,0.53
"36053",0,0.62,0.38
"36055",0.92,0.07,0.01
"36057",0,0.75,0.25
"36059",0.98,0,0.02
"36061",0.99,0,0.01
"36063",0.63,0.29,0.08
"36065",0.58,0.31,0.11
"36067",0.89,0.09,0.02
"36069",0.4,0.48,0.12
"36071",0.66,0.27,0.08
"36073",0,0.27,0.73
"36075",0.07,0.63,0.3
"36077",0,0.35,0.65
"36079",0.84,0.16,0
"36081",0.98,0,0.02
"36083",0.67,0.31,0.02
"36085",0.97,0,0.03
"36087",1,0,0
"36089",0,0.21,0.79
"36091",0.78,0.2,0.02
"36093",0.93,0.07,0
"36095",0,1,0
"36097",0,0.2,0.8
"36099",0,0.6,0.4
"36101",0,0.4,0.6
"36103",0.96,0.02,0.02
"36105",0,0.08,0.92
"36107",0.3,0.5,0.2
"36109",0.65,0.35,0
"36111",0.62,0.15,0.23
"36113",0.58,0.21,0.21
"36115",0.24,0.18,0.59
"36117",0.22,0.48,0.3
"36119",0.98,0.01,0.01
"36121",0,0.18,0.82
"36123",0,0.2,0.8
"37001",0.72,0.28,0
"37003",0.14,0.71,0.14
"37005",0,0,1
"37007",0,0.83,0.17
"37009",0,0,1
"37011",0,0,1
"37013",0,0.45,0.55
"37015",0,0,1
"37017",0,0.17,0.83
"37019",0.39,0.36,0.24
"37021",0.89,0.11,0
"37023",0.67,0.33,0
"37025",0.84,0.16,0
"37027",0.76,0.24,0
"37029",0,1,0
"37031",0,0.74,0.26
"37033",0,0.33,0.67
"37035",0.74,0.26,0
"37037",0.23,0.15,0.62
"37039",0,0,1
"37041",0,0,1
"37043",0,0,1
"37045",0.14,0.41,0.45
"37047",0,0.38,0.62
"37049",0.57,0.38,0.05
"37051",0.88,0.09,0.03
"37053",0,0.5,0.5
"37055",0,0.45,0.55
"37057",0.65,0.32,0.03
"37059",0.29,0.29,0.43
"37061",0,0,1
"37063",0.97,0.03,0
"37065",0.29,0.5,0.21
"37067",0.98,0.02,0
"37069",0.08,0.58,0.33
"37071",0.83,0.12,0.05
"37073",0,1,0
"37075",0,0,1
"37077",0,0.46,0.54
"37079",0,0.5,0.5
"37081",0.93,0.06,0.01
"37083",0,0.5,0.5
"37085",0.22,0.63,0.15
"37087",0.56,0.38,0.06
"37089",0.74,0.22,0.04
"37091",0,0,1
"37093",0.44,0.44,0.11
"37095",0,0,1
"37097",0.66,0.34,0
"37099",0,0.44,0.56
"37101",0.28,0.6,0.12
"37103",0,0.67,0.33
"37105",0,0.69,0.31
"37107",0,0.67,0.33
"37109",0.22,0.61,0.17
"37111",0,0.6,0.4
"37113",0,0,1
"37115",0.17,0.83,0
"37117",0,0.17,0.83
"37119",0.99,0,0.01
"37121",0,0,1
"37123",0,0,1
"37125",0,0.5,0.5
"37127",0.56,0.39,0.06
"37129",0.98,0,0.02
"37131",0,0,1
"37133",0.62,0.28,0.09
"37135",0.82,0.18,0
"37137",0,0.4,0.6
"37139",0,0.9,0.1
"37141",0,0.69,0.31
"37143",0,0,1
"37145",0,0.57,0.43
"37147",0.78,0.22,0
"37149",0,0.71,0.29
"37151",0.25,0.43,0.32
"37153",0,0.73,0.27
"37155",0,0.52,0.48
"37157",0,0.62,0.38
"37159",0.77,0.23,0
"37161",0,0.46,0.54
"37163",0,0,1
"37165",0,0.57,0.43
"37167",0,0.54,0.46
"37169",0.22,0.67,0.11
"37171",0,0.59,0.41
"37173",0,0,1
"37175",0,0.71,0.29
"37177",0,0,1
"37179",0.83,0.17,0
"37181",0,0.6,0.4
"37183",0.95,0.04,0.01
"37185",0,0.17,0.83
"37187",0,0,1
"37189",0,0.31,0.69
"37191",0.62,0.31,0.08
"37193",0,0.43,0.57
"37195",0,0.58,0.42
"37197",0,0.86,0.14
"37199",0,0.6,0.4
"38001",0,0,1
"38003",0,0,1
"38005",0,0,1
"38007",0,0,1
"38009",0,0,1
"38011",0,0,1
"38013",0,0,1
"38015",0.79,0.21,0
"38017",0.85,0.12,0.03
"38019",0,0,1
"38021",0,0,1
"38023",0,0,1
"38025",0,0,1
"38027",0,0,1
"38029",0,0,1
"38031",0,0,1
"38033",0,0,1
"38035",0.72,0.17,0.11
"38037",0,0,1
"38039",0,0,1
"38041",0,0,1
"38043",0,0,1
"38045",0,0,1
"38047",0,0,1
"38049",0,0,1
"38051",0,0,1
"38053",0,0,1
"38055",0,0,1
"38057",0,0,1
"38059",0.6,0.2,0.2
"38061",0,0,1
"38063",0,0,1
"38065",0,0,1
"38067",0,0,1
"38069",0,0,1
"38071",0,0,1
"38073",0,0,1
"38075",0,0,1
"38077",0,0.5,0.5
"38079",0,0,1
"38081",0,0,1
"38083",0,0,1
"38085",0,0,1
"38087",0,0,1
"38089",0,0.62,0.38
"38091",0,0,1
"38093",0,0.67,0.33
"38095",0,0,1
"38097",0,0.25,0.75
"38099",0,0,1
"38101",0,0.62,0.38
"38103",0,0,1
"38105",0,0.57,0.43
"39001",0,0,1
"39003",0.73,0.18,0.09
"39005",0,0.55,0.45
"39007",0,0.69,0.31
"39009",0,0.47,0.53
"39011",0.09,0.27,0.64
"39013",0.55,0.35,0.1
"39015",0,1,0
"39017",0.64,0.36,0
"39019",0,0.29,0.71
"39021",0,0.3,0.7
"39023",0.84,0.16,0
"39025",0.75,0.25,0
"39027",0,0.44,0.56
"39029",0,0.5,0.5
"39031",0,0.5,0.5
"39033",0,0.77,0.23
"39035",0.99,0,0.01
"39037",0,0.33,0.67
"39039",0,0.44,0.56
"39041",0.86,0.14,0
"39043",0.05,0.79,0.16
"39045",0.32,0.57,0.11
"39047",0,0.57,0.43
"39049",0.99,0.01,0
"39051",0.11,0.33,0.56
"39053",0,0.29,0.71
"39055",0.29,0.67,0.05
"39057",0.8,0.17,0.03
"39059",0,0.5,0.5
"39061",0.98,0.02,0
"39063",0,0.77,0.23
"39065",0,0,1
"39067",0,0.4,0.6
"39069",0,0,1
"39071",0,0.11,0.89
"39073",0,0,1
"39075",0,0,1
"39077",0,0.38,0.62
"39079",0,0.43,0.57
"39081",0.65,0.3,0.04
"39083",0,0.5,0.5
"39085",0.93,0.05,0.02
"39087",0.75,0.19,0.06
"39089",0.75,0.25,0
"39091",0,0.27,0.73
"39093",0.88,0.05,0.07
"39095",0.95,0.04,0.01
"39097",0,0.92,0.08
"39099",0.87,0.11,0.01
"39101",0,0.83,0.17
"39103",0.68,0.32,0
"39105",0,0,1
"39107",0,0.22,0.78
"39109",0.48,0.52,0
"39111",0,0.25,0.75
"39113",0.95,0.05,0.01
"39115",0,0,1
"39117",0,0.67,0.33
"39119",0,0.63,0.37
"39121",0,0,1
"39123",0.08,0.62,0.31
"39125",0,0,1
"39127",0,0,1
"39129",0.08,0.85,0.08
"39131",0,0,1
"39133",0.63,0.34,0.03
"39135",0,0.33,0.67
"39137",0,0,1
"39139",0.7,0.23,0.07
"39141",0,0.47,0.53
"39143",0,0.53,0.47
"39145",0,0.6,0.4
"39147",0,0.64,0.36
"39149",0,0.5,0.5
"39151",0.81,0.16,0.02
"39153",0.99,0.01,0
"39155",0.78,0.2,0.02
"39157",0,0.67,0.33
"39159",0.1,0.6,0.3
"39161",0,0.44,0.56
"39163",0,0,1
"39165",0.73,0.27,0
"39167",0.12,0.56,0.31
"39169",0.12,0.34,0.53
"39171",0,0,1
"39173",0.43,0.39,0.18
"39175",0,0,1
"40001",0,0,1
"40003",0,0,1
"40005",0,0,1
"40007",0,0,1
"40009",0,0.5,0.5
"40011",0,0,1
"40013",0,0.73,0.27
"40015",0,0.25,0.75
"40017",0.69,0.31,0
"40019",0,0.45,0.55
"40021",0,0.44,0.56
"40023",0,0,1
"40025",0,0,1
"40027",0.87,0.13,0
"40029",0,0,1
"40031",0.84,0.16,0
"40033",0,1,0
"40035",0,0,1
"40037",0.52,0.29,0.19
"40039",0,0.4,0.6
"40041",0,0.11,0.89
"40043",0,0,1
"40045",0,0,1
"40047",0,0.83,0.17
"40049",0,0.11,0.89
"40051",0,0.8,0.2
"40053",0,0,1
"40055",0,0,1
"40057",0,0,1
"40059",0,0,1
"40061",0,0,1
"40063",0,0,1
"40065",0,0.62,0.38
"40067",0,0,1
"40069",0,0,1
"40071",0,0.55,0.45
"40073",0,0.25,0.75
"40075",0,0,1
"40077",0,0,1
"40079",0.08,0.33,0.58
"40081",0,0.29,0.71
"40083",0.25,0.38,0.38
"40085",0,0,1
"40087",0,0.83,0.17
"40089",0,0,1
"40091",0,0.17,0.83
"40093",0,0,1
"40095",0,0,1
"40097",0,0.44,0.56
"40099",0,0,1
"40101",0,0.75,0.25
"40103",0,0,1
"40105",0,0.25,0.75
"40107",0,0,1
"40109",0.96,0.04,0
"40111",0,0.7,0.3
"40113",0.09,0.55,0.36
"40115",0,0.56,0.44
"40117",0,0.6,0.4
"40119",0,0.59,0.41
"40121",0,0.46,0.54
"40123",0,0.5,0.5
"40125",0,0.75,0.25
"40127",0,0,1
"40129",0,0,1
"40131",0.18,0.75,0.07
"40133",0,0,1
"40135",0,0.67,0.33
"40137",0,0.55,0.45
"40139",0,0.4,0.6
"40141",0,0,1
"40143",0.97,0.03,0
"40145",0.59,0.23,0.18
"40147",0,0.85,0.15
"40149",0,0,1
"40151",0,0,1
"40153",0,0.6,0.4
"41001",0,0,1
"41003",0.83,0.11,0.06
