"GEOID","GiniCoeff","MedInc"
"22119",0.4666,18036
"22121",0.4356,30744
"22123",0.5079,20923
"22125",0.4625,24460
"22127",0.4845,20437
"23001",0.4252,27828
"23003",0.4598,21806
"23005",0.4543,33767
"23007",0.4309,24202
"23009",0.4653,27352
"23011",0.4372,27790
"23013",0.434,28361
"23015",0.4469,28087
"23017",0.4152,23344
"23019",0.454,24675
"23021",0.4497,21957
"23023",0.4254,32287
"23025",0.444,21872
"23027",0.4431,26437
"23029",0.461,22192
"23031",0.4328,31518
"24001",0.448,22529
"24003",0.4112,43726
"24005",0.45,37266
"24009",0.3757,46726
"24011",0.4331,28025
"24013",0.3992,40865
"24015",0.4066,34874
"24017",0.3813,46381
"24019",0.4789,28562
"24021",0.4067,41568
"24023",0.438,25405
"24025",0.415,39840
"24027",0.4038,55253
"24029",0.483,27221
"24031",0.4624,47511
"24033",0.3988,38674
"24035",0.4102,39926
"24037",0.4007,41942
"24039",0.4553,21425
"24041",0.5266,34737
"24043",0.4462,29522
"24045",0.4368,27133
"24047",0.4559,30438
"24510",0.513,28210
"25001",0.4589,34292
"25003",0.4645,29556
"25005",0.4563,31594
"25007",0.502,38488
"25009",0.484,34718
"25011",0.4533,31001
"25013",0.4704,27139
"25015",0.4621,26779
"25017",0.468,43045
"25019",0.4775,43479
"25021",0.4774,44378
"25023",0.4494,37564
"25025",0.5365,31798
"25027",0.4553,34007
"26001",0.4313,23241
"26003",0.4146,22658
"26005",0.4053,30233
"26007",0.4391,24022
"26009",0.4675,26434
"26011",0.4209,23406
"26013",0.4528,23979
"26015",0.3916,30566
"26017",0.4387,26353
"26019",0.4048,26776
"26021",0.4807,26478
"26023",0.4117,26432
"26025",0.4435,25488
"26027",0.4473,28012
"26029",0.47,27917
"26031",0.422,24284
"26033",0.4534,22141
"26035",0.4513,20787
"26037",0.4221,33559
"26039",0.407,23244
"26041",0.4378,25468
"26043",0.4411,26766
"26045",0.4149,32167
"26047",0.4594,28147
"26049",0.465,26023
"26051",0.4407,23377
"26053",0.487,21857
"26055",0.4484,29346
"26057",0.4575,24521
"26059",0.4344,25527
"26061",0.4724,20469
"26063",0.4335,26284
"26065",0.4757,24689
"26067",0.395,27861
"26069",0.4217,23107
"26071",0.4334,22914
"26073",0.4803,17947
"26075",0.4439,26567
"26077",0.4673,26911
"26079",0.4213,24606
"26081",0.4578,29409
"26083",0.4421,26903
"26085",0.4397,17821
"26087",0.4135,28536
"26089",0.4642,31171
"26091",0.417,27056
"26093",0.402,37130
"26095",0.3926,21244
"26097",0.4406,25547
"26099",0.4255,30849
"26101",0.4408,23990
"26103",0.433,24786
"26105",0.4694,25269
"26107",0.4559,20541
"26109",0.4465,25507
"26111",0.4743,29161
"26113",0.4014,23818
"26115",0.4128,30722
"26117",0.4196,24185
"26119",0.3979,22236
"26121",0.4367,25412
"26123",0.4397,23499
"26125",0.4687,37764
"26127",0.4224,23133
"26129",0.4143,21534
"26131",0.4096,22329
"26133",0.43,22686
"26135",0.4396,22288
"26137",0.4143,26069
"26139",0.4144,29568
"26141",0.428,24146
"26143",0.4339,20983
"26145",0.4644,25278
"26147",0.4327,27389
"26149",0.4224,26980
"26151",0.4342,24239
"26153",0.4295,21852
"26155",0.4041,28152
"26157",0.4181,25222
"26159",0.4398,26243
"26161",0.4826,32412
"26163",0.4974,25416
"26165",0.4321,23603
"27001",0.4275,25219
"27003",0.3903,38079
"27005",0.4331,30309
"27007",0.4512,25077
"27009",0.4192,30733
"27011",0.4494,29236
"27013",0.443,26493
"27015",0.4103,30305
"27017",0.4071,29643
"27019",0.4279,43915
"27021",0.437,27005
"27023",0.4185,30677
"27025",0.3572,36646
"27027",0.4139,31367
"27029",0.4636,25041
"27031",0.4307,30647
"27033",0.4051,29067
"27035",0.4527,28319
"27037",0.4135,40885
"27039",0.3795,36946
"27041",0.4411,32070
"27043",0.4317,29420
"27045",0.406,31536
"27047",0.4189,28070
"27049",0.4171,33347
"27051",0.4472,30399
"27053",0.4872,38308
"27055",0.3941,32844
"27057",0.4191,27885
"27059",0.389,34468
"27061",0.4285,27103
"27063",0.4418,32147
"27065",0.4019,27264
"27067",0.4338,29675
"27069",0.4007,31792
"27071",0.4583,26143
"27073",0.4542,27233
"27075",0.3855,33147
"27077",0.361,25837
"27079",0.3955,33918
"27081",0.4316,29049
"27083",0.4652,29147
"27085",0.4113,32125
"27087",0.4381,24170
"27089",0.3922,31656
"27091",0.4358,30570
"27093",0.4281,31176
"27095",0.4191,27391
"27097",0.4342,29031
"27099",0.4485,29718
"27101",0.4055,31024
"27103",0.42,31594
"27105",0.4307,28223
"27107",0.4143,30032
"27109",0.452,38660
"27111",0.4283,30434
"27113",0.4163,32152
"27115",0.4385,24910
"27117",0.4641,27403
"27119",0.4281,30248
"27121",0.4212,31708
"27123",0.4655,31932
"27125",0.4097,32409
"27127",0.4171,28120
"27129",0.4402,31267
"27131",0.4275,30181
"27133",0.4288,31928
"27135",0.3869,31408
"27137",0.4465,27451
"27139",0.3965,41940
"27141",0.3699,37592
"27143",0.4063,32492
"27145",0.4302,29135
"27147",0.4055,33946
"27149",0.493,26646
"27151",0.4576,29328
"27153",0.4108,27374
"27155",0.4292,30152
"27157",0.4109,33478
"27159",0.423,25686
"27161",0.4175,30357
"27163",0.4176,42690
"27165",0.4328,30403
"27167",0.4498,31111
"27169",0.4415,26161
"27171",0.3863,37825
"27173",0.4162,29446
"28001",0.5368,17812
"28003",0.4411,21580
"28005",0.4923,19293
"28007",0.5054,19728
"28009",0.4742,23750
"28011",0.5149,17353
"28013",0.4339,21143
"28015",0.4489,22091
"28017",0.4621,21526
"28019",0.4432,18967
"28021",0.4934,15489
"28023",0.4762,21582
"28025",0.4919,21664
"28027",0.5193,17594
"28029",0.4556,22007
"28031",0.4355,19859
"28033",0.4052,31692
"28035",0.4891,19998
"28037",0.4643,22953
"28039",0.4442,23553
"28041",0.4116,21855
"28043",0.4787,21741
"28045",0.4495,26186
"28047",0.4581,25390
"28049",0.4732,24419
"28051",0.5592,15225
"28053",0.5034,15290
"28055",0.5841,16894
"28057",0.4299,21698
"28059",0.4437,26582
"28061",0.4846,22112
"28063",0.4982,16398
"28065",0.5017,17422
"28067",0.4783,23603
"28069",0.4562,16578
"28071",0.5105,22172
"28073",0.4588,30100
"28075",0.4918,22441
"28077",0.4495,25510
"28079",0.4705,19180
"28081",0.4701,25806
"28083",0.5765,17595
"28085",0.4756,23151
"28087",0.4665,26367
"28089",0.483,36041
"28091",0.4942,18838
"28093",0.4503,25880
"28095",0.4685,23768
"28097",0.5035,20708
"28099",0.47,19628
"28101",0.5074,21280
"28103",0.4659,17701
"28105",0.5347,18041
"28107",0.4598,21413
"28109",0.4342,23196
"28111",0.4818,19724
"28113",0.5263,19193
"28115",0.4451,21847
"28117",0.4742,20455
"28119",0.469,15946
"28121",0.4076,32075
"28123",0.5323,20031
"28125",0.4779,18835
"28127",0.4682,19522
"28129",0.4772,24040
"28131",0.4449,21514
"28133",0.5042,17597
"28135",0.5138,17421
"28137",0.4373,25098
"28139",0.4444,21782
"28141",0.4352,20746
"28143",0.496,20649
"28145",0.4214,22663
"28147",0.5575,21116
"28149",0.4663,23620
"28151",0.5328,19069
"28153",0.4919,22171
"28155",0.4588,21032
"28157",0.4697,14673
"28159",0.5283,21316
"28161",0.4005,22747
"28163",0.5377,18750
"29001",0.5131,19484
"29003",0.4149,30021
"29005",0.4172,27294
"29007",0.4391,22807
"29009",0.4506,22174
"29011",0.4774,22362
"29013",0.4537,26122
"29015",0.487,20827
"29017",0.4113,21727
"29019",0.4673,27588
"29021",0.4405,25992
"29023",0.4802,20589
"29025",0.4107,26618
"29027",0.3938,28305
"29029",0.4569,23201
"29031",0.4552,25863
"29033",0.4603,22427
"29035",0.4526,19721
"29037",0.3982,33274
"29039",0.4534,20389
"29041",0.4478,23699
"29043",0.409,28826
"29045",0.459,25912
"29047",0.4116,33862
"29049",0.3921,29610
"29051",0.4265,32457
"29053",0.4074,26902
"29055",0.442,20603
"29057",0.4078,20113
"29059",0.4668,20197
"29061",0.4196,25842
"29063",0.4162,26348
"29065",0.4669,21843
"29067",0.4583,17864
"29069",0.4807,20027
"29071",0.4284,28841
"29073",0.4251,26072
"29075",0.4144,23608
"29077",0.4659,25624
"29079",0.4361,23044
"29081",0.4018,23089
"29083",0.4544,23949
"29085",0.4117,19541
"29087",0.4053,25811
"29089",0.401,25305
"29091",0.4693,20772
"29093",0.4317,19939
"29095",0.4657,30564
"29097",0.4403,25176
"29099",0.389,31277
"29101",0.3886,24254
"29103",0.4607,21042
"29105",0.4087,23753
"29107",0.4273,28665
"29109",0.4314,23824
"29111",0.4233,24041
"29113",0.4031,29787
"29115",0.419,25797
"29117",0.4268,26135
"29119",0.4321,24081
"29121",0.3952,23124
"29123",0.4373,22470
"29125",0.4332,25154
"29127",0.4258,24478
"29129",0.4085,25102
"29131",0.4493,23715
"29133",0.4931,15266
"29135",0.4033,28038
"29137",0.4133,26192
"29139",0.3981,26006
"29141",0.4666,20933
"29143",0.4543,21098
"29145",0.4631,25786
"29147",0.4591,19792
"29149",0.4448,20689
"29151",0.3756,30191
"29153",0.4518,18970
"29155",0.4895,18827
"29157",0.3754,28143
"29159",0.4351,23369
"29161",0.4832,23062
"29163",0.4245,22162
"29165",0.4291,38927
"29167",0.4293,22359
"29169",0.3836,22190
"29171",0.449,22688
"29173",0.3961,27818
"29175",0.4243,24601
"29177",0.4056,29450
"29179",0.4368,22182
"29181",0.427,17912
"29183",0.3975,37581
"29185",0.4333,20956
"29186",0.3986,26977
"29187",0.4278,22793
"29189",0.4904,33890
"29195",0.4354,24778
"29197",0.449,20542
"29199",0.4938,25111
"29201",0.4682,22397
"29203",0.4501,18023
"29205",0.4211,24523
"29207",0.4309,22318
"29209",0.4607,22757
"29211",0.411,24411
"29213",0.4165,22395
"29215",0.464,20782
"29217",0.4589,23512
"29219",0.4258,28869
"29221",0.428,19308
"29223",0.4427,18081
"29225",0.4132,24961
"29227",0.388,25197
"29229",0.4908,19116
"29510",0.5081,26184
"30001",0.4963,22546
"30003",0.4254,25203
"30005",0.4288,21758
"30007",0.432,30116
"30009",0.4125,28116
"30011",0.5126,27255
"30013",0.4691,27428
"30015",0.435,23078
"30017",0.4275,28719
"30019",0.4329,30215
"30021",0.4189,30580
"30023",0.4577,23329
"30025",0.4237,31983
"30027",0.4311,26838
"30029",0.4546,27234
"30031",0.4626,28931
"30033",0.4657,24401
"30035",0.5209,17240
"30037",0.4489,22005
"30039",0.4779,23926
"30041",0.4324,25164
"30043",0.4061,31274
"30045",0.4585,28509
"30047",0.468,23775
"30049",0.4103,32096
"30051",0.5684,26643
"30053",0.4779,20952
"30055",0.4,28500
"30057",0.4432,25250
"30059",0.4024,22301
"30061",0.4565,21091
"30063",0.4767,25585
"30065",0.4199,24294
"30067",0.4446,30148
"30069",0.4212,33523
"30071",0.4175,24747
"30073",0.4544,23375
"30075",0.3945,30778
"30077",0.4138,23360
"30079",0.4494,26716
"30081",0.4613,24178
"30083",0.3919,32102
"30085",0.4791,22260
"30087",0.4289,26718
"30089",0.4663,19891
"30091",0.4513,30924
"30093",0.4806,23621
"30095",0.3948,29744
"30097",0.4258,26930
"30099",0.4289,26584
"30101",0.4844,23511
"30103",0.4012,26500
"30105",0.409,26761
"30107",0.412,23178
"30109",0.3573,26723
"30111",0.4586,30920
"31001",0.4607,26572
"31003",0.4315,25800
"31005",0.4665,26923
"31007",0.5146,32891
"31009",0.3731,30385
"31011",0.4191,30793
"31013",0.3908,31384
"31015",0.4468,24890
"31017",0.4766,26343
"31019",0.4498,27585
"31021",0.43,27336
"31023",0.3874,30309
"31025",0.3927,35454
"31027",0.4171,30732
"31029",0.382,31352
"31031",0.4118,26867
"31033",0.4309,32370
"31035",0.3962,29442
"31037",0.3744,28348
"31039",0.4142,30623
"31041",0.5024,27147
"31043",0.4173,28421
"31045",0.4053,25445
"31047",0.4144,27222
"31049",0.405,25164
"31051",0.4033,30015
"31053",0.4282,27018
"31055",0.4694,32840
"31057",0.4248,28571
"31059",0.443,30785
"31061",0.4146,26789
"31063",0.442,26961
"31065",0.4205,27204
"31067",0.4123,29553
"31069",0.5065,27258
"31071",0.4097,25755
"31073",0.4128,31618
"31075",0.442,21509
"31077",0.409,26351
"31079",0.4407,29946
"31081",0.38,31630
"31083",0.4092,28157
"31085",0.4539,30357
"31087",0.4533,25646
"31089",0.4124,30527
"31091",0.4188,22667
"31093",0.3737,28135
"31095",0.4558,24339
"31097",0.4187,25056
"31099",0.4245,30863
"31101",0.4243,26363
"31103",0.4274,28500
"31105",0.3932,25315
"31107",0.4171,27052
"31109",0.4418,30182
"31111",0.437,28982
"31113",0.3482,26339
"31115",0.3999,23942
"31117",0.4108,32500
"31119",0.4362,29175
"31121",0.4206,29208
"31123",0.4246,25746
"31125",0.4803,26901
"31127",0.4225,25413
"31129",0.4505,23385
"31131",0.4194,30363
"31133",0.4557,24904
"31135",0.4365,31868
"31137",0.4224,30534
"31139",0.4048,31811
"31141",0.4135,31714
"31143",0.398,31380
"31145",0.4174,25231
"31147",0.4305,30055
"31149",0.436,29167
"31151",0.3916,26910
"31153",0.3841,38466
"31155",0.3904,34321
"31157",0.4602,27148
"31159",0.3992,30721
"31161",0.477,24316
"31163",0.3968,27841
"31165",0.402,27824
"31167",0.411,31544
"31169",0.4002,29000
"31171",0.4075,25605
"31173",0.4761,24059
"31175",0.4459,25410
"31177",0.4039,37135
"31179",0.4235,23089
"31181",0.463,25958
"31183",0.3644,29375
"31185",0.4588,27312
"32001",0.4112,27460
"32003",0.4614,30094
"32005",0.4382,31989
"32007",0.3866,37084
"32009",0.3543,26042
"32011",0.3971,40461
"32013",0.3659,33956
"32015",0.3551,40175
"32017",0.368,27000
"32019",0.3962,28472
"32021",0.4289,24947
"32023",0.4194,24117
"32027",0.4214,24921
"32029",0.4175,30377
"32031",0.4581,31424
"32033",0.3983,32279
"32510",0.4543,30197
"33001",0.4292,31977
"33003",0.4503,30360
"33005",0.4563,28867
"33007",0.4356,25028
"33009",0.4773,29450
"33011",0.4299,36496
"33013",0.4285,34545
"33015",0.4199,40896
"33017",0.432,30703
"33019",0.4179,31475
"34001",0.4615,28597
"34003",0.4776,43048
"34005",0.4344,40078
"34007",0.4693,32140
"34009",0.4809,30817
"34011",0.4512,23298
"34013",0.5529,31139
"34015",0.4148,37141
"34017",0.5049,33612
"34019",0.4335,50826
"34021",0.4999,34532
"34023",0.4319,39908
"34025",0.4729,41443
"34027",0.4579,48924
"34029",0.4506,32718
"34031",0.4732,30432
"34033",0.4469,31437
"34035",0.4566,48195
"34037",0.4098,40498
"34039",0.4973,34469
"34041",0.4182,36556
"35001",0.4751,27976
"35003",0.3511,23086
"35005",0.4596,21864
"35006",0.4496,19738
"35007",0.4482,20143
"35009",0.4559,24310
"35011",0.441,23558
"35013",0.4929,19958
"35015",0.4269,29781
"35017",0.4905,21573
"35019",0.468,18212
"35021",0.6289,21066
"35023",0.4806,18640
"35025",0.4402,26893
"35027",0.4789,23063
"35028",0.3941,62265
"35029",0.4835,15794
"35031",0.5172,16606
"35033",0.4806,14275
"35035",0.4579,21882
"35037",0.4598,18218
"35039",NA,NA
"35041",0.4514,19581
"35043",0.4293,29092
"35045",0.4518,24586
"35047",0.5035,19925
"35049",0.4843,32018
"35051",0.5345,18114
"35053",0.4782,15310
"35055",0.4874,21584
"35057",0.4542,21486
"35059",0.5052,21515
"35061",0.4361,23422
"36001",0.4592,33833
"36003",0.4157,22388
"36005",0.5105,21429
"36007",0.4591,25984
"36009",0.4256,25296
"36011",0.4267,30098
"36013",0.447,24121
"36015",0.4486,28588
"36017",0.4279,26604
"36019",0.4216,27856
"36021",0.4645,31929
"36023",0.4354,26063
"36025",0.4337,25067
"36027",0.4453,34223
"36029",0.4668,30716
"36031",0.4302,28819
"36033",0.4492,28379
"36035",0.4228,27166
"36037",0.4073,30212
"36039",0.4411,27662
"36041",0.3933,26425
"36043",0.4147,26670
"36045",0.4181,27015
"36047",0.5273,30142
"36049",0.4126,28462
"36051",0.415,27991
"36053",0.4212,29674
"36055",0.4646,30369
"36057",0.4576,25779
"36059",0.457,42999
"36061",0.5971,48748
"36063",0.4411,29713
"36065",0.459,28399
"36067",0.4633,31513
"36069",0.4531,31592
"36071",0.438,34086
"36073",0.4141,27422
"36075",0.4335,26517
"36077",0.4433,24556
"36079",0.4245,41422
"36081",0.4515,30964
"36083",0.4317,34537
"36085",0.4566,37602
"36087",0.4608,37029
"36089",0.4407,25085
"36091",0.4198,40311
"36093",0.4411,30656
"36095",0.4227,28840
"36097",0.4014,24857
"36099",0.4318,27339
"36101",0.4516,26931
"36103",0.4423,39609
"36105",0.4633,28369
"36107",0.4292,30867
"36109",0.4887,27513
"36111",0.462,30731
"36113",0.4367,30480
"36115",0.4166,27822
"36117",0.4189,29099
"36119",0.5405,40906
"36121",0.4015,30841
"36123",0.4512,25899
"37001",0.46,26220
"37003",0.4671,24233
"37005",0.4237,19643
"37007",0.4417,21655
"37009",0.447,22105
"37011",0.4715,18401
"37013",0.4875,24194
"37015",0.5027,18673
"37017",0.4969,21072
"37019",0.4461,26533
"37021",0.4705,27675
"37023",0.4623,22693
"37025",0.432,31473
"37027",0.4483,22414
"37029",0.368,34341
"37031",0.4561,28095
"37033",0.4336,24319
"37035",0.4536,26753
"37037",0.4899,31413
"37039",0.4123,21981
"37041",0.4474,25298
"37043",0.4871,23623
"37045",0.4694,23181
"37047",0.5096,21442
"37049",0.4503,26990
"37051",0.447,26224
"37053",0.3867,34263
"37055",0.4299,30036
"37057",0.4345,26298
"37059",0.4494,27500
"37061",0.4408,20685
"37063",0.475,32412
"37065",0.472,21295
"37067",0.4985,28440
"37069",0.421,28407
"37071",0.4599,25725
"37073",0.397,28044
"37075",0.4418,19474
"37077",0.4291,27488
"37079",0.4337,21174
"37081",0.4847,27752
"37083",0.4969,19978
"37085",0.4177,26911
"37087",0.4634,26428
"37089",0.435,28200
"37091",0.443,20067
"37093",0.416,26050
"37095",0.3983,21498
"37097",0.4736,28696
"37099",0.4473,21213
"37101",0.4148,27723
"37103",0.4662,21291
"37105",0.4405,24827
"37107",0.4653,21849
"37109",0.4575,27886
"37111",0.4415,22069
"37113",0.4773,24484
"37115",0.4719,21869
"37117",0.4835,22807
"37119",0.4881,33663
"37121",0.4256,23908
"37123",0.4786,22754
"37125",0.4681,29867
"37127",0.4735,25555
"37129",0.4917,27694
"37131",0.45,20873
"37133",0.4034,25345
"37135",0.5194,30556
"37137",0.4642,24416
"37139",0.4389,26597
"37141",0.4735,26786
"37143",0.439,24624
"37145",0.4414,27125
"37147",0.4926,23895
"37149",0.4498,25937
"37151",0.4439,25423
"37153",0.4628,20862
"37155",0.4891,20655
"37157",0.448,23899
"37159",0.451,25528
"37161",0.4601,21747
"37163",0.4817,21174
"37165",0.4639,20762
"37167",0.4181,25668
"37169",0.4293,26094
"37171",0.4805,22989
"37173",0.4656,19366
"37175",0.4327,24641
"37177",0.4158,18547
"37179",0.4558,32128
"37181",0.5215,20861
"37183",0.4446,37825
"37185",0.4874,21797
"37187",0.4626,19093
"37189",0.5047,18421
"37191",0.4707,24092
"37193",0.4764,22440
"37195",0.4681,24299
"37197",0.4292,25090
"37199",0.4431,23956
"38001",0.4604,30711
"38003",0.448,32548
"38005",0.5207,25239
"38007",0.4494,41277
"38009",0.4463,31678
"38011",0.431,34346
"38013",0.4247,40950
"38015",0.433,38667
"38017",0.4708,33406
"38019",0.4774,35731
"38021",0.427,31354
"38023",0.5125,37132
"38025",0.5215,32318
"38027",0.5029,31702
"38029",0.4556,28038
"38031",0.395,35103
"38033",0.4474,30442
"38035",0.4814,28550
"38037",0.5165,29745
"38039",0.463,30269
"38041",0.4832,28333
"38043",0.4679,31201
"38045",0.4697,34795
"38047",0.4371,30293
"38049",0.4805,36051
"38051",0.4493,30124
"38053",0.4616,39729
"38055",0.4121,34085
"38057",0.3883,35984
"38059",0.4587,37375
"38061",0.4752,34332
"38063",0.4554,30311
"38065",0.4072,38375
"38067",0.4405,32243
"38069",0.4546,26187
"38071",0.4946,29917
"38073",0.433,33031
"38075",0.3848,36593
"38077",0.4119,30752
"38079",0.5039,26859
"38081",0.3781,38915
"38083",0.4789,29391
"38085",0.5365,21894
"38087",0.3953,32750
"38089",0.4461,39708
"38091",0.416,36724
"38093",0.4359,31763
"38095",0.4878,32625
"38097",0.4338,32270
"38099",0.4336,31530
"38101",0.421,35354
"38103",0.446,33533
"38105",0.4397,43776
"39001",0.4933,19875
"39003",0.4417,25394
"39005",0.4087,26276
"39007",0.4439,24131
"39009",0.5096,14586
"39011",0.3997,31549
"39013",0.4448,24218
"39015",0.4129,27321
"39017",0.4424,30782
"39019",0.442,27530
"39021",0.3797,28753
"39023",0.4305,26128
"39025",0.4403,31799
"39027",0.4484,27132
"39029",0.4472,24979
"39031",0.424,23947
"39033",0.4447,25215
"39035",0.5124,27913
"39037",0.4017,27372
"39039",0.4009,29422
"39041",0.4279,45772
"39043",0.4559,29283
"39045",0.4244,31294
"39047",0.4324,27026
"39049",0.4658,31512
"39051",0.3969,28923
"39053",0.4454,23182
"39055",0.4657,36478
"39057",0.4444,31791
"39059",0.4348,24853
"39061",0.5021,30663
"39063",0.432,30367
"39065",0.3957,24301
"39067",0.4122,24583
"39069",0.3783,30471
"39071",0.4428,22817
"39073",0.4113,25598
"39075",0.4275,26435
"39077",0.4122,26915
"39079",0.4133,23904
"39081",0.4718,24159
"39083",0.4026,26054
"39085",0.4198,32527
"39087",0.4483,23836
"39089",0.4296,30353
"39091",0.42,30324
"39093",0.448,28956
"39095",0.488,26631
"39097",0.4102,31154
"39099",0.4736,25171
"39101",0.4336,22267
"39103",0.4089,35189
"39105",0.4669,22376
"39107",0.4078,30170
"39109",0.4175,29803
"39111",0.4625,23132
"39113",0.467,27494
"39115",0.4449,21715
"39117",0.4165,28854
"39119",0.4492,24112
"39121",0.4543,23767
"39123",0.4236,30276
"39125",0.4027,26975
"39127",0.4149,24527
"39129",0.403,30060
"39131",0.4377,23076
"39133",0.4495,26835
"39135",0.4024,28140
"39137",0.3865,32842
"39139",0.43,24317
"39141",0.4466,25761
"39143",0.4149,27576
"39145",0.4926,22414
"39147",0.4288,25551
"39149",0.4059,30689
"39151",0.4383,27088
"39153",0.4687,29671
"39155",0.4494,26227
"39157",0.4172,26450
"39159",0.4045,36871
"39161",0.415,28758
"39163",0.4146,23059
"39165",0.427,39957
"39167",0.4593,26012
"39169",0.4231,27441
"39171",0.4008,27165
"39173",0.4531,27935
"39175",0.4119,30327
"40001",0.4606,19786
"40003",0.4764,24451
"40005",0.4879,21643
"40007",0.4219,26159
"40009",0.4498,22670
"40011",0.4485,25921
"40013",0.4664,23610
"40015",0.4462,23945
"40017",0.4011,32856
"40019",0.453,26229
"40021",0.454,21524
"40023",0.5136,20142
"40025",0.4623,30039
"40027",0.4317,30637
"40029",0.5063,25049
"40031",0.45,25521
"40033",0.3936,23742
"40035",0.4231,21170
"40037",0.4484,26636
"40039",0.476,23803
"40041",0.4579,21544
"40043",0.4872,24862
"40045",0.4598,24073
"40047",0.4362,26755
"40049",0.4411,26201
"40051",0.4407,28531
"40053",0.4029,31309
"40055",0.4462,18022
"40057",0.4384,24476
"40059",0.426,26884
"40061",0.4455,21077
"40063",0.4893,21004
"40065",0.4334,24887
"40067",0.435,21002
"40069",0.4454,21802
"40071",0.4459,24817
"40073",0.4627,31547
"40075",0.4318,22165
"40077",0.4819,21765
"40079",0.4561,21282
"40081",0.4479,25157
"40083",0.4515,27542
"40085",0.3903,24786
"40087",0.4153,31831
"40089",0.4526,21208
"40091",0.4598,21485
"40093",0.4344,28226
"40095",0.4522,23910
"40097",0.4267,25001
"40099",0.4402,26581
"40101",0.4736,23869
"40103",0.4474,27542
"40105",0.4238,23049
"40107",0.4407,20511
"40109",0.4891,28956
"40111",0.457,22188
"40113",0.4414,27269
"40115",0.4457,21077
"40117",0.4398,25346
"40119",0.5249,20915
"40121",0.4574,25047
"40123",0.444,26690
"40125",0.4419,23691
"40127",0.4956,20030
"40129",0.4868,26023
"40131",0.4257,31723
"40133",0.4516,21539
"40135",0.4479,19600
"40137",0.4557,24503
"40139",0.3884,26963
"40141",0.4626,21682
"40143",0.4825,29785
"40145",0.3988,31139
"40147",0.4836,27480
"40149",0.4394,28557
"40151",0.4352,24102
"40153",0.4364,28133
"41001",0.4385,24508
"41003",0.4861,24558
"41005",0.4464,36229
"41007",0.4145,26057
"41009",0.4201,29266
"41011",0.4743,23131
"41013",0.4245,22766
"41015",0.447,22859
"41017",0.4462,30449
"41019",0.4377,23724
"41021",0.3959,28071
"41023",0.4287,26076
"41025",0.4398,23074
"41027",0.4428,29938
"41029",0.4656,26327
"41031",0.4133,25282
"41033",0.4644,21919
"41035",0.4432,23291
"41037",0.4424,21605
"41039",0.4637,25018
"41041",0.4448,23830
"41043",0.4258,26723
"41045",0.4467,21454
"41047",0.4312,26746
"41049",0.3915,26719
"41051",0.4766,31703
"41053",0.4294,26915
"41055",0.5114,25942
"41057",0.443,24488
"41059",0.4391,25338
"41061",0.4622,24648
"41063",0.4563,25237
"41065",0.4173,27293
"41067",0.4268,36308
"41069",0.4361,20313
"41071",0.4472,27517
"42001",0.3982,30392
"42003",0.4869,31816
"42005",0.4155,26524
"42007",0.4248,29376
"42009",0.4192,25110
"42011",0.4393,29468
"42013",0.4448,25892
"42015",0.431,27048
"42017",0.448,39030
"42019",0.4388,32870
"42021",0.4412,25198
"42023",0.4243,24733
"42025",0.4019,27683
"42027",0.4696,25552
"42029",0.4572,41522
"42031",0.433,23297
"42033",0.4284,23955
"42035",0.4125,24003
"42037",0.4498,26520
"42039",0.4328,25380
"42041",0.4227,34643
"42043",0.4489,32134
"42045",0.482,34466
"42047",0.4081,29590
"42049",0.4578,25792
"42051",0.4653,24286
"42053",0.3799,16617
"42055",0.4138,30730
"42057",0.4075,27869
"42059",0.4402,25681
"42061",0.4098,24013
"42063",0.4557,22295
"42065",0.4206,25369
"42067",0.4004,26492
"42069",0.4611,26592
"42071",0.4274,30615
"42073",0.4624,25431
"42075",0.4034,30070
"42077",0.4531,30335
"42079",0.4478,27054
"42081",0.423,26103
"42083",0.4475,24380
"42085",0.4381,24987
"42087",0.4144,24715
"42089",0.4147,27945
"42091",0.4667,41205
"42093",0.4823,29044
"42095",0.4392,31179
"42097",0.4366,26005
"42099",0.3919,31805
"42101",0.5155,25340
"42103",0.4361,28580
"42105",0.4306,23381
"42107",0.428,27018
"42109",0.404,26939
"42111",0.4322,24831
"42113",0.4249,24737
"42115",0.4444,27269
"42117",0.429,25123
"42119",0.4501,23289
"42121",0.4245,25441
"42123",0.4325,25820
"42125",0.4539,30602
"42127",0.4187,25762
"42129",0.4415,30241
"42131",0.4061,27621
"42133",0.4185,31518
"44001",0.4881,35423
"44003",0.4439,36160
"44005",0.47,36874
"44007",0.4818,28432
"44009",0.4435,34384
"45001",0.4769,20943
"45003",0.4545,26763
"45005",0.4995,17823
"45007",0.4518,25478
"45009",0.4598,19771
"45011",0.4685,21263
"45013",0.4759,29994
"45015",0.4203,29922
"45017",0.4871,26452
"45019",0.5058,31846
"45021",0.5036,21974
"45023",0.4712,22338
"45025",0.4481,21773
"45027",0.4848,20498
"45029",0.4535,22164
"45031",0.4789,21193
"45033",0.5054,18200
"45035",0.4268,30604
"45037",0.4785,23338
"45039",0.5119,20717
"45041",0.4834,24779
"45043",0.4948,23964
"45045",0.4684,28744
"45047",0.4835,22445
"45049",0.3977,21666
"45051",0.4462,24999
"45053",0.4564,21837
"45055",0.4384,27154
"45057",0.4747,27157
"45059",0.454,21353
"45061",0.4939,18763
"45063",0.4332,31122
