HEROP_ID,ZCTA,TotPop,TotUnits,Age18_64,Age0_4,Age5_14,Age15_19,Age20_24,Age15_44,Age45_54,Age55_59,Age60_64,AgeOv65,A15_24P,Ovr65P,Und45P,WhiteP,BlackP,AmIndP,AsianP,PacIsP,OtherP,NoHsP,UnempP,PovP,VacantP
860US54433,54433,179,63,91,14,33,17,13,68,15,10,9,30,16.78,16.9,64.22,99.02,0.33,0.08,0.37,0,0.19,46.14,9.01,16.8,6.45
860US54766,54766,132,46,67,11,24,12,10,50,11,7,7,22,16.78,16.9,64.22,99.02,0.33,0.08,0.37,0,0.19,46.14,9.01,16.8,6.45
860US54745,54745,2119,748,1108,177,389,205,148,841,185,110,109,307,16.67,14.5,66.42,99.44,0.13,0.08,0.21,0.01,0.13,42.93,10.8,16.13,6.27
860US54748,54748,1110,370,595,93,217,114,77,462,104,52,54,127,17.28,11.43,69.58,99.53,0,0.15,0.25,0,0.08,40.54,9.3,10.87,5.28
860US54724,54724,6173,2096,3293,500,1093,653,458,2600,556,281,270,872,18,14.13,67.94,99.81,0.03,0.04,0.04,0,0.07,36.65,11.86,9.65,3.66
860US54405,54405,1446,438,773,147,277,153,122,606,135,73,55,154,19.03,10.65,71.21,99.75,0,0.2,0.03,0.03,0,41.69,8.57,15.41,NA
860US54425,54425,360,109,193,36,69,38,30,151,34,18,14,38,19.01,10.64,71.21,99.76,0,0.19,0.03,0.02,0,41.97,8.58,15.29,NA
860US54421,54421,1545,468,826,157,296,163,131,647,144,78,58,164,19.03,10.65,71.21,99.75,0,0.2,0.03,0.03,0,41.63,8.56,15.44,NA
860US54422,54422,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US54493,54493,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US54437,54437,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US54488,54488,388,128,214,36,73,42,32,175,34,17,16,38,19.17,9.82,73.02,99.62,0,0.28,0.03,0.01,0.06,38.62,9.23,11.6,2.99
860US54479,54479,2264,765,1265,200,426,248,187,1042,192,95,94,216,19.22,9.54,73.63,99.58,0,0.3,0.04,0,0.08,37.62,9.45,10.3,2.87
860US54449,54449,2734,924,1527,241,514,299,227,1258,232,115,113,261,19.22,9.54,73.63,99.58,0,0.3,0.04,0,0.08,37.68,9.44,10.3,2.89
860US54456,54456,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US54754,54754,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US54746,54746,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US54741,54741,1052,389,530,82,187,98,68,393,96,53,53,188,15.82,17.85,62.91,98.46,0.07,1.03,0.12,0,0.32,44.89,10.07,19.01,NA
860US53960,53960,4,1,2,0,1,1,0,2,0,0,0,0,19.29,7.16,76.24,98.99,0.14,0.13,0.02,0,0.71,26.11,5.84,5.21,2.7
860US53583,53583,1406,441,826,102,268,162,113,702,123,59,48,103,19.59,7.31,76.32,99.78,0.06,0.03,0.09,0,0.03,27.56,6.35,6.4,3.85
860US53555,53555,425,135,251,35,86,47,32,214,37,16,12,24,18.65,5.57,78.99,99.43,0.07,0.18,0.06,0,0.27,23.92,4.5,5.2,4.44
860US53911,53911,18,6,11,2,4,2,1,9,2,1,1,1,18.31,4.97,79.91,99.3,0.07,0.23,0.05,0,0.35,22.62,3.86,4.78,4.64
860US53925,53925,224,76,132,19,40,22,18,108,22,9,8,18,18.16,7.95,74.52,98.92,0.1,0.24,0.02,0,0.72,27.13,6.15,5.24,3.96
860US53532,53532,6174,2024,3663,552,1227,632,469,3177,481,232,177,328,17.83,5.3,80.28,98.36,0.24,0.35,0.35,0.02,0.68,18.07,4.06,3.51,3.46
860US53562,53562,15179,6238,10060,1077,2328,1299,1647,8485,1320,600,456,912,19.41,6.01,78.33,97.53,0.79,0.17,0.97,0.02,0.52,11.75,3.2,5.27,5.05
860US53705,53705,24214,10291,16095,1233,2912,1856,2339,12210,2609,1342,1040,2866,17.32,11.83,67.55,91.78,2.12,0.2,3.72,0.37,1.8,6.9,3.16,8.26,2.36
860US53717,53717,3329,1335,2177,270,546,328,327,1838,349,121,86,119,19.66,3.57,79.74,92.36,4.93,0.14,1.75,0,0.82,5.09,4.27,6.96,6.29
860US53711,53711,30314,11862,20196,1802,4124,2599,3596,16210,2784,1466,1203,2713,20.43,8.95,73.02,96.4,1.46,0.18,1.22,0.01,0.73,8.95,3.28,6.85,3.33
860US53719,53719,10700,3925,6737,961,1908,779,970,5976,817,275,180,571,16.35,5.34,82.67,96.23,1.93,0.11,1.25,0.02,0.46,9.4,3.1,2.78,4.3
860US53593,53593,6012,1969,3545,459,1026,551,446,2877,574,245,210,620,16.59,10.32,72.56,99.2,0.26,0.13,0.23,0.01,0.17,22.76,4.31,4.28,3.82
860US53744,53744,1516,594,851,79,231,100,69,622,148,81,74,281,11.11,18.56,61.49,98.38,0.53,0.09,0.71,0.03,0.26,4.31,3.02,1.29,2.93
860US53726,53726,4854,2023,3443,160,466,390,1122,3001,320,158,159,591,31.14,12.18,74.71,96.64,0.98,0.11,1.3,0,0.97,7.53,3.19,18.13,1.82
860US53706,53706,2846,502,2806,4,7,1276,1264,2793,17,4,4,17,89.27,0.61,98.51,90.05,2.68,0.28,5.51,0.07,1.41,5,4.39,63.21,2.89
860US53715,53715,10007,3729,7902,215,454,1619,3213,7203,379,236,271,1248,48.29,12.47,78.67,92.1,3,0.33,2.74,0.03,1.81,20.04,4.28,31.9,2.31
860US53703,53703,24250,11014,21729,310,402,4387,10097,20604,622,357,358,1595,59.73,6.58,87.9,93.86,2.99,0.28,1.54,0.05,1.27,12.79,6.27,39.04,5.16
860US53713,53713,17099,8469,13120,1157,1659,1169,4030,11867,971,400,366,670,30.4,3.92,85.87,88.56,8.45,0.37,1.21,0.03,1.38,13.86,5.07,16.51,5.21
860US53725,53725,641,323,383,19,39,32,70,289,44,30,38,182,15.79,28.38,54.1,95.11,2.88,0.29,0.72,0,1.01,23.86,4.59,9.71,2.64
860US53784,53784,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US53701,53701,661,437,563,6,3,48,276,512,26,16,13,87,48.95,13.09,78.67,94.29,3.89,0.33,0.64,0,0.86,16.77,8.12,36.75,7.62
860US53702,53702,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US53788,53788,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US53704,53704,36520,15297,24112,2292,4665,3171,4460,19660,3092,1652,1490,3652,20.9,10,72.89,95.73,2.4,0.32,0.44,0.03,1.09,21.08,5.07,9.58,3.86
860US53714,53714,14842,5585,9533,1031,2232,1426,1428,7687,1526,707,478,1178,19.22,7.94,73.78,97.51,1.59,0.21,0.24,0,0.46,19.43,4.14,5.12,5.02
860US53777,53777,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US53716,53716,19431,7216,12613,1135,2887,2090,1697,9442,2412,1160,885,1488,19.49,7.66,69.3,98.55,0.61,0.18,0.37,0.01,0.29,14.45,3.5,2.35,2.28
860US53778,53778,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US53708,53708,951,364,628,50,122,91,80,435,120,76,50,96,17.99,10.12,63.87,98.6,0.77,0.22,0.1,0,0.3,23.53,5.9,2.16,1.17
860US53779,53779,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US53707,53707,387,148,255,20,49,37,32,177,49,31,20,39,17.99,10.12,63.87,98.6,0.77,0.22,0.1,0,0.3,23.53,5.9,2.16,1.17
860US53718,53718,2310,729,1382,188,470,202,152,1201,183,79,53,136,15.36,5.88,80.5,98.69,0.16,0.41,0.34,0.01,0.39,20.25,5.47,4.78,3.71
860US53792,53792,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US53558,53558,6317,2292,4010,547,1099,545,473,3331,583,254,191,308,16.12,4.88,78.78,98.71,0.23,0.3,0.27,0.06,0.44,15.49,5.25,4.32,5.03
860US53589,53589,14816,5278,8464,1149,2456,1380,1055,6914,1325,616,525,1823,16.43,12.31,70.99,99.02,0.2,0.15,0.18,0,0.45,24.15,6.98,6.02,4.47
860US53575,53575,7872,2693,4835,621,1430,689,651,4107,671,297,206,538,17.02,6.83,78.22,97.58,1.54,0.19,0.14,0.03,0.54,19.05,4.05,4.97,5.13
860US53508,53508,2406,837,1414,176,429,262,167,1134,256,93,104,214,17.83,8.89,72.29,99.67,0.04,0.09,0.09,0,0.11,25.4,3.56,5.83,4.56
860US53529,53529,1300,416,771,108,267,141,97,658,115,49,37,66,18.31,5.1,79.51,99.29,0.09,0.22,0.08,0,0.32,22.38,4.05,4.72,4.55
860US53528,53528,3427,1076,2010,286,664,371,273,1741,296,122,85,233,18.78,6.8,78.52,99.73,0.06,0.07,0.07,0.03,0.05,25.76,5.19,4.1,2.87
860US53597,53597,7598,2543,4493,556,1504,822,629,3839,690,269,218,521,19.08,6.86,77.64,99.32,0.14,0.15,0.23,0,0.16,18.97,4.05,4.17,3.43
860US53590,53590,17379,5937,10157,1553,3392,1715,1404,8609,1548,640,497,1130,17.94,6.5,77.99,98.45,0.51,0.29,0.24,0,0.52,18.97,7.44,5.38,4.54
860US53598,53598,1819,580,1075,154,377,197,136,922,158,67,50,90,18.31,4.97,79.91,99.3,0.07,0.23,0.05,0,0.35,22.62,3.86,4.78,4.64
860US53783,53783,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US53596,53596,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US53559,53559,4226,1496,2523,364,743,372,376,2010,414,172,169,351,17.68,8.31,73.78,98.88,0.09,0.28,0.03,0,0.73,27.45,6.3,5.27,4.4
860US53531,53531,3061,1060,1808,245,542,292,235,1466,306,124,105,273,17.22,8.93,73.59,98.48,0.32,0.28,0.14,0,0.79,23.4,7.28,6.23,3.66
860US53527,53527,2826,908,1669,254,548,272,168,1395,270,98,89,166,15.55,5.87,77.75,98.79,0.2,0.32,0.24,0,0.45,18.65,5.45,5.53,3.66
860US53594,53594,156,56,94,14,27,13,14,74,15,6,6,13,17.53,8.4,73.56,98.88,0.07,0.29,0.02,0,0.73,27.67,6.31,5.25,4.56
860US53523,53523,1927,674,1138,151,337,184,152,917,194,80,67,181,17.42,9.41,72.92,98.46,0.33,0.27,0.12,0,0.82,24.14,7.81,6.36,3.68
860US53534,53534,9548,3684,5499,718,1509,924,706,4234,991,430,445,1223,17.08,12.81,67.66,99.53,0.08,0.13,0.16,0,0.1,31.45,20.66,5.1,7.46
860US53521,53521,1238,422,731,97,240,116,83,612,114,48,37,91,16.07,7.36,76.62,99.15,0.05,0.2,0.06,0,0.55,20.02,5.25,6.52,5.23
860US53517,53517,973,341,595,70,160,101,88,480,101,45,32,85,19.51,8.7,72.91,98.66,0.61,0.46,0.23,0,0.04,25.75,6.42,6.14,6.03
860US53574,53574,37,13,22,3,7,4,3,17,4,1,2,3,17.9,8.97,72.14,99.69,0.03,0.09,0.09,0,0.11,25.6,3.55,5.88,4.58
860US53544,53544,11,4,6,1,2,1,1,5,1,0,0,1,17.9,8.97,72.14,99.69,0.03,0.09,0.09,0,0.11,25.6,3.55,5.88,4.58
860US53572,53572,5238,1943,3002,366,856,458,403,2322,498,244,232,722,16.44,13.78,67.64,99.46,0.12,0.11,0.14,0,0.17,25.68,5.5,4.34,4.51
860US53516,53516,51,18,30,4,9,6,4,24,5,2,2,5,17.9,8.97,72.14,99.69,0.03,0.09,0.09,0,0.11,25.6,3.55,5.88,4.58
860US53515,53515,2045,723,1190,152,363,208,157,978,187,86,74,206,17.85,10.07,72.99,99.14,0.17,0.15,0.18,0,0.37,26.77,7.49,6.07,4.43
860US53560,53560,2676,942,1546,199,482,273,201,1276,239,111,98,272,17.69,10.16,73.12,99.24,0.1,0.09,0.17,0,0.4,26.96,7.59,6.09,4.18
860US53571,53571,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US53006,53006,428,138,241,40,81,42,36,195,38,17,17,39,18.2,9.19,74.01,99.18,0.04,0.4,0.03,0,0.34,33.31,5.68,6.56,5.43
860US53010,53010,6826,2121,3737,618,1276,698,540,3008,628,278,259,760,18.12,11.14,71.81,99.46,0.03,0.26,0.05,0,0.2,34.95,6.01,8.63,3.67
860US53048,53048,2,1,1,0,0,0,0,1,0,0,0,0,18.09,12.13,70.67,99.55,0.02,0.21,0.06,0,0.16,35.65,6.23,9.46,2.97
860US53091,53091,47,14,27,4,10,5,3,22,4,2,2,3,18.21,5.88,78.02,99.79,0,0.12,0.05,0,0.05,32.85,4.05,7.71,3.91
860US53963,53963,4559,1563,2614,345,824,450,347,1937,523,231,202,497,17.47,10.9,68.12,99.53,0.02,0.07,0.18,0,0.19,38.38,6.15,5.07,1.94
860US53946,53946,80,26,44,7,15,9,6,34,9,4,3,8,18.5,10.34,70.26,99.71,0,0.02,0.07,0,0.2,37.87,7.39,6.03,3.05
860US53027,53027,12673,4326,7192,1009,2325,1289,1038,5815,1181,564,478,1301,18.36,10.26,72.19,99.21,0.02,0.2,0.36,0,0.21,31.11,6.33,6.94,3.8
860US53066,53066,22631,7887,13170,1499,3868,2081,1569,10120,2365,1115,988,2655,16.13,11.73,68.43,99.29,0.19,0.11,0.16,0.03,0.23,20.96,4.47,3.62,4.31
860US53036,53036,25,9,15,2,4,2,2,12,2,1,1,2,14.77,9.02,72.35,99.63,0.01,0.09,0.13,0.07,0.06,18.65,4.9,4.63,5.26
860US54880,54880,32590,13052,19210,2372,4566,3114,3416,14610,2899,1662,1646,4835,20.04,14.83,66.12,97.5,0.29,1.57,0.25,0.02,0.37,30.59,9.84,10.15,4.3
860US54874,54874,3196,1160,1839,254,572,315,223,1425,331,155,134,325,16.83,10.18,70.43,99.15,0.07,0.52,0.15,0,0.1,29.7,8.66,7.24,10.11
860US54849,54849,1910,791,1057,146,330,181,120,801,185,93,101,254,15.73,13.28,66.87,99.3,0.02,0.37,0.18,0,0.12,30.04,9.74,9.08,19.01
860US54864,54864,1060,429,587,80,186,102,66,448,102,50,55,137,15.87,12.94,67.5,99.43,0.02,0.27,0.19,0,0.1,29.09,8.63,8.55,18.21
860US54854,54854,804,326,445,61,141,77,50,340,77,38,42,104,15.87,12.94,67.5,99.43,0.02,0.27,0.19,0,0.1,29.09,8.63,8.55,18.21
860US54836,54836,804,329,456,64,135,74,54,341,83,43,39,98,15.93,12.22,67.22,98.8,0.07,0.82,0.12,0.01,0.18,32.82,12.58,9.6,16.59
860US54838,54838,1195,556,660,94,187,103,76,477,119,69,69,181,15,15.14,63.4,98.62,0.05,0.96,0.12,0.02,0.23,35.05,16.69,11.95,22.82
860US54890,54890,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US54734,54734,47,16,26,4,8,5,4,20,5,2,2,6,18.46,12.71,67.85,99.42,0.05,0.18,0.3,0,0.05,38.31,5.99,11.88,4.79
860US54013,54013,2833,974,1550,233,483,293,230,1209,278,139,122,366,18.46,12.91,67.95,99.48,0.04,0.16,0.27,0,0.06,37.56,5.82,11.17,4.68
860US54749,54749,121,42,66,10,21,13,10,52,12,6,5,15,18.46,12.71,67.85,99.42,0.05,0.18,0.3,0,0.05,38.31,5.99,11.88,4.79
860US54701,54701,28394,9771,18781,1594,3562,4833,3966,15307,2306,1316,1157,3144,30.99,11.07,72.07,98.68,0.24,0.24,0.51,0.01,0.31,19,6.91,11.43,4.94
860US54767,54767,136,47,75,11,23,14,11,58,14,7,6,17,18.46,12.71,67.85,99.42,0.05,0.18,0.3,0,0.05,38.31,5.99,11.88,4.79
860US54027,54027,882,302,482,72,152,92,71,375,87,44,39,112,18.46,12.73,67.84,99.42,0.05,0.18,0.3,0,0.05,38.26,5.97,11.83,4.78
860US54722,54722,3343,1202,1709,262,608,315,218,1288,308,163,162,552,15.95,16.52,64.55,98.69,0.08,0.87,0.12,0,0.25,44.13,9.49,17.45,5.82
860US54758,54758,582,188,314,46,114,57,39,250,55,26,23,68,16.42,11.71,70.49,99.53,0.09,0.28,0.09,0,0.01,41.27,7.64,11.89,4.44
860US54770,54770,316,102,171,25,62,31,21,136,30,14,12,37,16.44,11.55,70.67,99.54,0.09,0.27,0.09,0,0,40.95,7.61,11.71,4.46
860US54742,54742,3757,1211,2074,302,744,365,249,1665,346,164,146,389,16.34,10.37,72.17,99.53,0.07,0.25,0.12,0,0.03,36.38,7.77,10.25,4.39
860US54720,54720,4622,1757,2780,367,788,436,421,2216,417,201,210,424,18.53,9.17,72.93,98.87,0.03,0.66,0.23,0,0.21,20.25,7.55,9.03,4.27
860US54702,54702,788,293,629,17,32,195,241,567,35,27,19,91,55.28,11.6,78.13,97.25,0.51,0.84,1.16,0.01,0.23,15.12,10.59,34.29,7.61
860US54935,54935,35653,13159,20778,2636,5302,3327,3315,15886,3437,1803,1607,4975,18.63,13.95,66.82,98.92,0.1,0.22,0.21,0.01,0.55,28.96,7.38,6.56,2.97
860US54937,54937,14827,5050,8676,1227,2557,1436,1217,6762,1467,719,632,1451,17.9,9.78,71.13,98.96,0.32,0.28,0.11,0.03,0.3,30.52,7.4,4.83,4.7
860US54936,54936,950,474,546,67,99,80,133,435,66,37,42,204,22.4,21.48,63.29,98.35,0.24,0.3,0.14,0,0.97,40.82,10.55,16.6,5.36
860US53065,53065,1571,508,885,148,296,155,129,718,138,64,62,145,18.08,9.22,73.99,99.26,0.04,0.37,0.03,0,0.3,33.02,6.05,6.7,5.17
860US54979,54979,1460,481,835,135,263,145,111,678,123,64,61,137,17.5,9.37,73.69,99.66,0.02,0.18,0.02,0,0.12,31.41,7.78,7.3,3.89
860US54932,54932,1045,343,596,98,189,103,80,486,86,45,43,98,17.51,9.38,73.88,99.66,0.02,0.19,0.02,0,0.12,31.62,7.91,7.38,3.93
860US54974,54974,1692,550,953,153,311,173,130,762,156,77,68,165,17.9,9.76,72.46,99.68,0.01,0.12,0.04,0,0.15,34.04,7.71,6.85,3.59
860US54964,54964,857,295,491,69,143,85,66,389,77,41,39,99,17.68,11.56,70.14,99.54,0.01,0.24,0.09,0,0.11,33.4,7.76,5.44,3.74
860US54904,54904,8654,2930,5221,685,1594,834,598,4150,916,410,318,582,16.55,6.72,74.28,98.96,0.25,0.17,0.47,0,0.15,22.88,5.94,4.8,3.28
860US54971,54971,9454,3389,5615,575,1363,1117,1075,4367,891,463,398,1398,23.18,14.78,66.69,99.24,0.19,0.11,0.17,0,0.28,31.56,3.49,8.28,4.95
860US53919,53919,2760,887,1530,234,519,297,212,1181,297,136,106,287,18.42,10.39,70.07,99.69,0,0.03,0.08,0,0.19,37.92,7.28,5.95,2.95
860US53931,53931,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US53019,53019,1844,592,1035,172,350,182,153,837,165,75,73,172,18.2,9.32,73.71,99.16,0.09,0.38,0.04,0,0.33,33.47,5.69,6.56,5.4
860US53011,53011,2089,719,1183,187,391,205,140,934,201,84,92,200,16.53,9.56,72.39,99.21,0.1,0.47,0.06,0,0.16,32.72,8.26,4.89,7.69
860US53079,53079,1786,536,976,151,330,182,146,755,166,86,81,216,18.35,12.11,69.23,99.21,0.26,0.18,0.02,0.04,0.29,42.74,5.83,8.2,3.98
860US53057,53057,1637,489,895,137,303,167,132,690,155,80,74,198,18.26,12.11,69.03,99.27,0.22,0.16,0.04,0.04,0.26,42.08,5.8,8.02,4.11
860US53023,53023,1781,511,1075,123,304,192,214,894,149,82,64,166,22.79,9.31,74.16,92.66,6.01,0.54,0.13,0.01,0.66,34.32,7.31,6.24,3.03
860US53040,53040,5563,1784,3154,490,1040,578,433,2595,500,237,204,497,18.18,8.94,74.15,99.51,0.01,0.06,0.27,0,0.15,32.9,5.57,5.01,3.2
860US53502,53502,10,3,6,1,2,1,1,5,1,0,0,1,18.68,9.3,73.82,99.57,0.06,0.1,0.21,0,0.06,32.35,15.41,8.64,4.18
860US53520,53520,1332,433,774,104,256,142,94,622,141,55,48,106,17.77,7.94,73.69,99.44,0.13,0.15,0.18,0,0.09,33.33,11.46,8.43,4.46
860US54923,54923,201,69,114,13,37,21,13,87,19,11,10,24,17.03,11.9,68.17,99,0.07,0.63,0.1,0,0.2,35.52,6.2,8.53,4.57
860US54642,54642,191,64,108,16,31,17,16,84,17,9,9,26,17.38,13.63,68.18,99.55,0.05,0.16,0.09,0.03,0.13,34.86,6.47,7.68,3.59
860US54644,54644,1906,641,1074,159,306,167,163,837,164,93,88,258,17.36,13.53,68.37,99.54,0.05,0.16,0.09,0.03,0.13,34.7,6.47,7.68,3.59
860US53538,53538,84,30,49,6,15,9,9,41,8,3,3,8,20.68,9.68,73.83,98.88,0.43,0.28,0.19,0,0.22,24.48,16.59,5.68,5.03
860US53118,53118,3923,1160,2178,354,855,368,212,1877,304,136,110,287,14.79,7.31,78.67,98.87,0.24,0.23,0.3,0.01,0.34,19.89,5.36,4.16,3.2
860US53563,53563,7187,2540,4207,561,1289,760,725,3527,648,255,232,675,20.66,9.39,74.83,98.84,0.46,0.27,0.23,0,0.2,23.31,17.96,5.26,5.1
860US53190,53190,12315,4200,8762,584,1255,1887,3210,7566,910,430,376,1193,41.39,9.69,76.37,96.75,1.24,0.12,0.82,0.01,1.06,24.1,6.6,16.41,9.31
860US53119,53119,3930,1171,2190,354,847,371,219,1879,310,139,113,288,15.01,7.33,78.38,98.92,0.23,0.22,0.28,0.01,0.32,20.34,5.58,4.38,3.34
860US53403,53403,28166,10785,16488,2484,4677,2805,2926,13154,2587,1298,1137,2830,20.35,10.05,72.12,70.21,24.95,0.24,0.27,0.01,4.32,38.81,7.28,12.32,5.12
860US53144,53144,17212,6415,10495,1322,2867,1677,1858,8460,1594,799,625,1546,20.54,8.98,73.49,92.32,5.46,0.37,0.32,0.01,1.52,37.02,7.48,8.45,4.48
860US53140,53140,26695,10409,16416,1855,3703,2827,3215,12676,2436,1388,1334,3290,22.63,12.32,68.3,94.09,2.85,0.33,0.3,0.01,2.42,39.33,8.58,9.54,6.67
860US53171,53171,620,235,395,37,95,64,68,319,60,29,23,56,21.34,9.04,72.81,97.62,0.98,0.28,0.38,0.02,0.72,33.29,5.61,7.84,6.28
860US53177,53177,6013,1970,3577,523,1155,652,558,3071,524,243,148,349,20.12,5.8,78.97,97.26,1.52,0.24,0.13,0,0.85,30.54,6.15,7.46,3.55
860US53143,53143,23427,9015,13853,1810,3481,2226,2217,10456,2273,1300,1160,2947,18.97,12.58,67.22,93.34,4.24,0.24,0.42,0.02,1.75,34.1,8.21,8.16,4.18
860US53141,53141,750,425,480,40,84,54,93,350,66,49,39,122,19.59,16.29,63.25,83.15,9.33,0.68,0.93,0,5.91,46.44,15.33,21.8,34.76
860US53142,53142,23094,7942,13673,1421,4045,2419,1541,10350,2569,1305,1039,2365,17.15,10.24,68.48,98.43,0.39,0.26,0.36,0,0.56,31.67,4.72,3.14,2.2
860US53158,53158,6697,2176,4088,439,1289,767,469,3288,762,324,225,363,18.45,5.42,74.89,98.72,0.2,0.17,0.54,0,0.38,30.57,6.46,3.26,4.44
860US53104,53104,4016,1499,2373,306,725,411,290,1887,380,201,170,348,17.46,8.66,72.63,99.11,0.01,0.25,0.09,0,0.54,33.64,5.42,3.7,11.96
860US53194,53194,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US53168,53168,5072,1929,2931,407,863,513,414,2361,477,226,199,538,18.28,10.61,71.59,99.09,0.03,0.32,0.18,0,0.39,38.26,8.43,6.97,11.96
860US53139,53139,2556,783,1587,183,407,306,265,1317,238,108,106,197,22.35,7.69,74.59,97.65,0.79,0.51,0.18,0,0.87,38.7,7.81,5.49,6.55
860US53152,53152,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US53181,53181,4715,1882,2716,336,783,434,331,2045,497,224,228,601,16.22,12.74,67.12,99.02,0,0.18,0.07,0,0.73,30.05,7.51,6.97,14.1
860US53128,53128,4604,1989,2589,353,724,411,372,1963,423,228,239,674,17,14.64,66.03,97.03,1.7,0.15,0.08,0,1.03,37.13,8.16,8.4,18.71
860US53182,53182,7142,2341,4276,574,1277,788,675,3497,719,294,239,542,20.48,7.59,74.89,99.15,0.15,0.3,0.11,0.01,0.28,29.34,5.34,4.37,4.69
860US53105,53105,21665,7513,12429,1728,3690,2194,1766,9858,2046,1026,901,2415,18.28,11.15,70.51,99.21,0.11,0.19,0.19,0,0.3,29.08,6.75,4.93,5.16
860US53170,53170,1564,610,904,126,260,155,128,726,145,69,63,174,18.07,11.14,71.11,98.98,0.02,0.36,0.2,0,0.45,39.13,8.9,7.09,12.75
860US53179,53179,3936,1535,2275,317,655,389,322,1828,366,173,159,439,18.07,11.14,71.11,98.98,0.02,0.36,0.2,0,0.45,39.13,8.9,7.09,12.75
860US53192,53192,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US53109,53109,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US53102,53102,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US53101,53101,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US53159,53159,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US54650,54650,12100,4073,7141,1091,2298,1017,882,5947,1050,424,363,927,15.7,7.66,77.16,99.2,0.11,0.17,0.37,0.01,0.14,19.81,5.4,3.93,2.62
860US54601,54601,46022,16874,30038,2304,5184,6371,7572,24007,3967,2152,2061,6342,30.3,13.78,68.44,98.94,0.25,0.23,0.31,0.01,0.26,24.68,4.73,12.13,3.19
860US54603,54603,11548,4835,6972,808,1533,1050,1549,5426,1038,555,541,1637,22.51,14.17,67.26,98.51,0.27,0.71,0.27,0,0.24,35.16,7.76,12.14,3.2
860US54602,54602,1029,500,716,51,92,95,228,595,74,42,38,137,31.38,13.36,71.7,98.32,0.24,0.57,0.44,0,0.43,36.66,6.67,17.78,5.25
860US54653,54653,1091,358,616,92,177,100,95,485,95,52,49,142,17.9,13.02,69.07,99.6,0.04,0.15,0.09,0.02,0.11,34.4,5.71,7.76,3.25
860US54669,54669,3363,1108,1939,303,603,293,277,1589,281,135,123,328,16.94,9.75,74.19,99.35,0.06,0.16,0.29,0.01,0.13,26.35,5.37,6.05,2.86
