HEROP_ID,GEOID,TotPop,TotPopHh,TotVetPop,TotUnits,TotWrkE,WhiteP,BlackP,AmIndP,AsianP,PacIsP,OtherP,HispP,ChildrenP,Age15_24P,Und45P,Ovr65P,Age0_4,Age5_14,Age15_19,Age20_24,Age15_44,Age45_49,Age50_54,Age55_59,Age60_64,AgeOv65,AgeOv18,Age18_64,DisbP,NoHsP,VetP,NonRelFhhP,NonRelNfhhP,BedCnt,PntInTm,YrlyBedCnt,UnempP,PovP,MedInc,PciE,ForDqP,ForDqTot,GiniCoeff,EduP,HghRskP,HltCrP,RetailP,EssnWrkE,EssnWrkP,NoIntP,VacantP,MobileP,LngTermP,RentalP,UnitDens,AreaSqMi,AlcTot,AlcDens,AlcPerCap,DsmBlk,IntrBlkWht,IsoBlk,DsmHsp,IntrHspWht,IsoHsp,DsmAs,IntrAsWht,IsoAs,Ndvi,TotTracts,BupCtTmDr,BupCtTmBk,BupCtTmWk,MetCtTmDr,MetCtTmBk,MetCtTmWk,NalCtTmDr,NalCtTmBk,NalCtTmWk,BupAvTmDr,BupAvTmBk,BupAvTmWk,MetAvTmDr,MetAvTmBk,MetAvTmWk,NalAvTmDr,NalAvTmBk,NalAvTmWk,BupTmDrP,BupTmBkP,BupTmWkP,MetTmDrP,MetTmBkP,MetTmWkP,NalTmDrP,NalTmBkP,NalTmWkP,FqhcCtTmDr,FqhcAvTmDr,FqhcTmDrP,HospCtTmDr,HospAvTmDr,HospTmDrP,RxCtTmDr,RxAvTmDr,RxTmDrP,MhCtTmDr,MhAvTmDr,MhTmDrP,SutpCtTmDr,SutpAvTmDr,SutpTmDrP,OtpCtTmDr,OtpAvTmDr,OtpTmDrP,DrgRlDth,TotPcp,TotSp,PcpPer100k,SpPer100k,OpRxRt20,OdMortRt14,OdMortRt15,OdMortRt16,OdMortRt17,OdMortRt18,OdMortRt19,OdMortRt20,RcaUrbanP,RcaSubrbP,RcaRuralP,CenFlags,TotPop10,UrbPop10,RuralPop10,CenRuralP,DmySgrg,DmyBlckBlt,PrcNtvRsrv,SviTh1,SviTh2,SviTh3,SviTh4,SviSmryRnk,TtlPrPpr,FmlPrPpr,MlPrPpr,AapiPrPpr,BlckPrPpr,LtnxPrPpr,NtvPrPpr,WhtPrPpr,TtlPrAPpr,FmlPrAPpr,MlPrAPpr,AapiPrAPpr,BlckPrAPpr,LtnxPrAPpr,NtvPrAPpr,WhtPrAPpr,TtlPrPp,FmlPrPp,MlPrPp,AapiPrPp,BlckPrPp,LtnxPrPp,NtvPrPp,WhtPrPp,TtlPrAPp,FmlPrAPp,MlPrAPp,AapiPrAPp,BlckPrAPp,LtnxPrAPp,NtvPrAPp,WhtPrAPp,TtlJlPpr,FmlJlPpr,MlJlPpr,AapiJlPpr,BlckJlPpr,LtnxJlPpr,NtvJlPpr,WhtJlPpr,TtlJlAdmr,TtlJlPrtr,TtlJlPp,FmlJlPp,MlJlPp,AapiJlPp,BlckJlPp,LtnxJlPp,NtvJlPp,WhtJlPp,TtlJlAdm,TtlJlPrt
050US27011,27011,5016,4860,387,3165,2398,99.06,0.04,0.06,0,0,0.84,1.59,0.21,9.95,45.85,25.54,284,583,221,278,1433,252,356,379,448,1281,3977,2696,15.6,9.78,9.73,1.73,12.91,0,0,0,2.3,11.4,29236,30489,9.23,20.33,0.45,8.67,28.77,19.14,12.43,1197,49.92,20.23,28.15,3.79,33.91,26.96,6.34,499.17,1,0,0,0.68,0.99,0,0.54,0.95,0.03,0,0,0,0.14,3,2,1,1,NA,NA,NA,0,NA,NA,20.25,56.91,169.52,NA,NA,NA,108.24,NA,NA,0.67,0.33,0.33,NA,NA,NA,0,NA,NA,0,139.51,0,3,8.06,1,3,8.06,1,0,79.12,0,0,62.69,0,NA,NA,NA,NA,8,1,159.49,19.94,45,9.1,10.2,11.4,12,12,7.8,10.7,0,0,1,NA,5269,0,5269,1,0,0,0,0.17,0.35,0.16,0.48,0.2,350.14,NA,NA,NA,NA,NA,NA,NA,210.08,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050US27013,27013,66322,62503,3713,28018,37545,91.1,3.47,0.34,2.27,0.04,2.78,3.48,0.2,25.24,65.92,13.12,3683,7362,5765,10976,32672,3089,3445,3778,3590,8703,53245,44542,9.6,5.86,6.98,3.56,40.51,533,444,484,4,18.1,26493,28824,6.28,28.94,0.44,11.83,21.53,18.32,12.26,17910,47.7,10.5,7.98,5.11,20.33,38.11,37.47,747.77,12,0.02,0,0.38,0.84,0.06,0.24,0.87,0.05,0.42,0.83,0.05,0.13,16,15,10,NA,NA,NA,NA,15,10,NA,10.66,40.31,NA,NA,NA,NA,11.01,41.16,NA,0.94,0.62,NA,NA,NA,NA,0.94,0.62,NA,15,12.27,0.94,15,11.01,0.94,16,8.28,1,16,8.66,1,16,7.47,1,NA,NA,NA,54,60,103,90.47,155.3,45.8,7.6,8,9.8,9.4,9.4,7.7,8.5,0.69,0.31,0,NA,64013,46798,17215,0.27,0,0,0,0.3,0.04,0.42,0.75,0.28,274.51,39.45,499.66,NA,1275.51,915.75,NA,197.66,272.37,35.07,499.66,NA,1428.57,366.3,3333.33,204.89,128,9,119,NA,25,15,NA,82,127,8,119,NA,28,6,5,85,237.31,61.23,359.68,69.69,849.46,228.57,2013.42,179.08,5120.26,113.31,111,14,86,1,18,4,3,74,2395,53
050US27015,27015,25211,24043,1678,11712,13652,95.75,0.74,0.24,0.56,0,2.71,4.27,0.22,13.15,52.71,20.43,1392,3218,1667,1649,8679,1372,1682,1924,1793,5151,19668,14517,10.4,7.43,8.53,2.21,16.1,14,3,14,2,7.8,30305,30373,10.33,54.57,0.41,8.19,34.46,14.45,11.19,7215,52.85,16,8.38,2.28,31.85,22.27,19.17,611.08,5,0.01,0,0.52,0.94,0.02,0.35,0.91,0.07,0.47,0.93,0.01,0.13,8,7,1,1,NA,NA,NA,0,NA,NA,14.89,59.29,171.66,NA,NA,NA,56.52,NA,NA,0.88,0.12,0.12,NA,NA,NA,0,NA,NA,0,54.38,0,8,8.66,1,8,2.75,1,7,9.98,0.88,7,14.85,0.88,NA,NA,NA,31,26,20,103.13,79.33,29.3,9,9.5,10.9,11.2,11.3,5.9,7.4,0,0.62,0.38,NA,25893,16846,9047,0.35,0,0,0,0.06,0.27,0.27,0.32,0.13,109.44,0,217.28,NA,NA,NA,NA,102.99,122.31,0,242.84,NA,NA,NA,NA,109.85,17,0,17,NA,NA,NA,NA,15,19,0,19,NA,NA,NA,NA,16,162.35,13.1,244.62,0,0,139.66,3225.81,160.07,0,97.41,25,1,19,0,0,1,1,23,0,15
050US27017,27017,35540,33381,2709,15989,16640,89.26,1.77,5.46,0.51,0,3.01,1.76,0.23,11.51,54.82,16.71,1905,4751,2162,1927,12828,2342,2612,2721,2443,5938,27473,21535,12.7,5.89,9.87,3.01,20.27,102,89,102,4.2,12,29643,28117,8.74,59.71,0.41,8.88,19.28,19.8,10.29,9346,56.17,18.8,16.08,8.22,27.62,19.7,18.56,861.3,8,0.01,0,0.34,0.87,0.03,0.25,0.86,0.02,0.49,0.83,0.01,0.25,7,5,3,2,2,NA,NA,5,4,3,17.83,57.74,171.39,40.79,NA,NA,14.72,48.28,143.54,0.71,0.43,0.29,0.29,NA,NA,0.71,0.57,0.43,4,26.77,0.57,6,14.45,0.86,6,10.07,0.86,5,20.62,0.71,5,14.72,0.71,2,40.79,0.29,52,30,9,84.41,25.32,26.5,13.7,14.8,15.5,16,16.4,16.2,21.3,0,0.57,0.43,NA,35386,15865,19521,0.55,0,0,0.1,0.21,0.3,0.22,0.66,0.27,244.13,47.53,410.63,NA,1254.48,NA,1375.52,137.38,191.81,66.55,297.91,0,1433.69,0,1444.29,73.59,56,5,51,NA,7,NA,20,28,44,7,37,0,8,0,21,15,175.02,85.85,299.09,775.15,866.55,3729.93,1250,113.54,8646.19,148.77,40,9,37,1.31,5,15.33,18,23,1976,34
050US27019,27019,100416,99541,4528,37583,56258,92.45,1.71,0.2,2.82,0,2.8,4.14,0.27,12.88,60.49,10.92,6552,15945,7563,5373,38241,7678,8179,7377,5482,10962,73034,62072,6.7,3.61,6.2,1.63,21.29,73,65,64,2.1,4,43915,45637,6.62,63.22,0.43,8.57,22.52,12.7,10.46,18991,33.76,6.68,4.61,2,21.73,18.51,106.11,354.2,22,0.06,0,0.42,0.86,0.03,0.34,0.85,0.07,0.38,0.86,0.06,0.15,19,14,0,NA,10,NA,NA,18,3,NA,22.24,72.69,NA,32.95,NA,NA,14.05,49.79,NA,0.74,0,NA,0.53,NA,NA,0.95,0.16,NA,11,32.61,0.58,19,16.9,1,19,4.25,1,19,10.64,1,19,8.68,1,10,32.95,0.53,69,90,63,89.63,62.74,23.9,6.3,7.3,7.6,7.6,8,7.8,11.5,0.68,0.32,0,NA,91042,73901,17141,0.19,0,0,0,0,0.07,0.35,0.08,0.01,73.21,NA,NA,NA,NA,NA,NA,NA,73.21,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,101.85,44.2,245.49,163.47,896.86,976.85,430.23,49.16,3837.92,93,69,15,83,4,12,27,0.74,30,2600,63
050US27021,27021,29022,28641,2845,25707,12283,84.48,0.43,11.59,0.63,0.04,2.82,2.14,0.21,9.56,45.9,24.82,1670,3493,1486,1289,8157,1592,2006,2389,2513,7202,22870,15668,15.5,8.3,12.45,3.28,15.57,133,121,129,5.4,14.6,27005,29053,9.34,48.12,0.44,7.27,23.51,16.36,12.07,6453,52.54,18.41,49.4,9,27.37,18.26,12.72,2021.46,15,0.01,0,0.33,0.85,0.01,0.43,0.75,0.04,0.3,0.83,0.01,0.21,10,5,4,4,1,NA,NA,1,NA,NA,21.9,68.09,219.15,71.94,NA,NA,53.26,NA,NA,0.5,0.4,0.4,0.1,NA,NA,0.1,NA,NA,NA,NA,NA,2,48.23,0.2,7,19.49,0.7,4,39.02,0.4,3,44.97,0.3,1,71.94,0.1,58,17,2,58.58,6.89,8.4,15.6,17.4,19.2,21.9,21.4,20.8,26,0,0,1,NA,28567,0,28567,1,0,0,0.3,0.35,0.79,0.28,0.32,0.35,653.52,109.77,1179.25,NA,4301.08,NA,3662.65,198.58,581.57,195.15,955.19,NA,NA,NA,3373.49,156.03,109,9,100,NA,4,NA,76,28,97,16,81,NA,NA,NA,70,22,119.77,133.56,626.26,0,314.81,0,723.94,49.74,12455.84,89.83,20,11,53,0,0.34,0,15,7,2080,15
050US27023,27023,12010,11741,856,5692,6127,90.88,0.68,1.85,0.92,1.14,4.52,6.87,0.23,11.67,53.06,20.51,833,1510,672,730,4029,651,792,880,852,2463,9221,6758,13.6,9.33,9.28,2.75,17.13,8,7,8,2.7,9.9,30677,30168,10.74,39.8,0.42,5.61,34.32,20.81,10.31,3431,56,19.83,10.44,2.27,31.6,32.68,9.8,581.11,2,0,0,0.37,0.86,0.01,0.14,0.88,0.07,0.49,0.86,0.02,0.17,4,1,NA,NA,NA,NA,NA,2,0,NA,49.76,NA,NA,NA,NA,NA,30.75,104.31,NA,0.25,NA,NA,NA,NA,NA,0.5,0,NA,0,51.63,0,4,17.06,1,4,11.81,1,3,24.23,0.75,2,30.13,0.5,NA,NA,NA,10,9,3,74.94,24.98,21.6,8.8,9.6,10.8,11.5,11.5,6.3,8.5,0,0,1,NA,12441,6178,6263,0.5,0,0,0,0.14,0.65,0.61,0.46,0.35,373.24,0,728.94,NA,NA,1171.88,NA,296.32,331.77,NA,NA,NA,NA,NA,NA,NA,27,0,27,NA,NA,6,NA,19,24,NA,NA,NA,NA,NA,NA,NA,169.78,0,358.23,0,1408.45,784.31,2127.66,96.29,2942.84,113.19,12,0,13,0,1,4,2,6,208,8
050US27025,27025,54727,52849,3956,21792,28762,95.29,1.28,0.46,1.01,0.03,1.93,2.09,0.23,12.14,55.8,14.4,3060,7219,3625,3021,20258,4178,4476,4254,3399,7883,42070,34187,11.9,5.67,9.4,2.8,21.2,0,0,0,4.1,5.6,36646,33927,12.33,172.57,0.36,7.37,28.26,17.77,10.42,14758,51.31,10.94,7.76,3.72,28.9,14.1,52.52,414.9,11,0.03,0,0.66,0.88,0.06,0.2,0.94,0.03,0.37,0.92,0.02,0.2,10,9,7,4,0,NA,NA,5,3,NA,9.12,21.94,65.17,51.38,NA,NA,23.2,66.9,NA,0.9,0.7,0.4,0,NA,NA,0.5,0.3,NA,0,47.46,0,7,22.43,0.7,9,7.75,0.9,8,17.08,0.8,8,12.01,0.8,0,51.38,0,69,46,41,84.05,74.92,15,10.2,10.7,11.2,12.7,12.7,9.1,13.7,0,1,0,NA,53887,23932,29955,0.56,0,0,0,0.04,0.12,0.11,0.29,0.06,148.28,40.52,245.52,NA,NA,NA,NA,143.13,126.31,63.68,182.83,NA,NA,NA,NA,125.6,54,7,47,NA,NA,NA,NA,49,46,11,35,NA,NA,NA,NA,43,117.44,34.5,202.88,200.4,139.86,132.45,684.93,113.53,7101.3,27.31,43,6,39,1,1,1,2,39,2600,10
050US27027,27027,62801,59054,3195,25979,34144,90.79,3.1,1.63,1.02,0.02,3.44,4.45,0.24,19.06,65.39,12.86,4513,8244,5446,6527,28309,3409,3414,3663,3172,8077,47647,39570,9.9,5.12,6.71,2.48,25.86,809,794,786,2.6,11.6,31367,29631,5.22,31.77,0.41,13.84,18.36,17.29,11.43,14736,43.16,14.61,8.46,3.15,19.52,31.54,24.86,1045.19,9,0.01,0,0.39,0.83,0.05,0.25,0.85,0.06,0.57,0.82,0.03,0.11,13,10,10,NA,10,5,NA,10,10,NA,11.63,46.09,NA,19.66,67.76,NA,11.8,46.83,NA,0.77,0.77,NA,0.77,0.38,NA,0.77,0.77,NA,11,12.3,0.85,10,14.19,0.77,13,3.38,1,10,12.94,0.77,10,10.32,0.77,10,19.66,0.77,79,11,6,17.52,9.55,10,11.3,13.4,13,13.3,12.1,10.1,17.4,0.77,0.23,0,NA,58999,42527,16472,0.28,0,0,0,0.11,0.11,0.41,0.72,0.22,397.27,52.06,746.09,NA,1878.61,1065.72,3593.75,263.52,387.75,61.53,717.39,0,1228.32,947.31,6250,239.56,167,11,156,NA,26,18,23,99,163,13,150,0,17,16,40,90,161.14,51.75,315.16,0,85.09,1583.95,623.82,78.32,6654.19,87.68,68,11,66,0,1.33,27.64,3.98,29.36,2808,37
050US27029,27029,8812,8694,782,4782,3790,85.97,0.39,8.49,0.44,0.02,4.69,2.05,0.25,10.91,53.03,20.06,542,1270,561,400,2861,490,590,704,587,1768,6622,4854,16.8,14.31,11.81,3.22,16.73,0,0,0,7.9,17,25041,26173,14.47,34,0.46,8.79,32.77,17.6,9.97,2244,59.21,19.91,27.69,15.83,28.19,20.36,4.79,998.73,2,0,0,0.59,0.88,0.01,0.29,0.81,0.03,0.25,0.89,0.01,0.25,3,0,0,0,NA,NA,NA,0,0,NA,45.52,181.3,580.32,NA,NA,NA,46.07,206.72,NA,0,0,0,NA,NA,NA,0,0,NA,0,164.32,0,3,15.3,1,3,7.15,1,0,45.52,0,0,45.52,0,NA,NA,NA,12,6,1,68.09,11.35,57.4,12.1,13.2,15.7,16.2,15.8,14.6,18.5,0,0,1,NA,8695,0,8695,1,0,0,0.33,0.69,0.86,0.41,0.83,0.79,479.11,NA,NA,NA,NA,NA,NA,NA,325.8,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,540.64,79.4,751.88,0,4166.67,7653.47,4545.45,178.73,22089.21,270.32,28,2,20,0,2,7.73,24,8,1144,14
050US27031,27031,5311,5237,393,6022,2614,86.88,0.45,8.72,0.88,0,3.07,2.26,0.15,8.57,41.14,26.61,219,435,185,270,1531,314,367,525,507,1413,4495,3082,13.6,3.38,8.74,1.69,9.83,0,0,0,2.8,13,30647,32703,4.27,13,0.43,6.24,15.38,11.02,15.46,1152,44.07,14.31,55.18,2.97,29.79,25.16,4.15,1452.37,4,0,0,0.4,0.8,0.01,0.16,0.89,0.03,0.4,0.8,0.01,0.23,3,3,2,1,NA,NA,NA,NA,NA,NA,12.06,30.9,93.41,NA,NA,NA,NA,NA,NA,1,0.67,0.33,NA,NA,NA,NA,NA,NA,3,2.69,1,3,12.06,1,3,12.06,1,0,127.8,0,3,12.06,1,NA,NA,NA,NA,4,1,75.32,18.83,6.7,13.8,15.3,17,18.3,18.4,11.5,16.7,0,0,1,NA,5176,0,5176,1,0,0,0.04,0.09,0.2,0.24,0.7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,246.99,0,498.44,NA,NA,NA,NA,212.99,NA,NA,NA,NA,NA,NA,NA,NA,8,0,8,NA,NA,NA,NA,6,125.12,NA,NA,0,0,0,367.65,108.34,NA,62.56,4,NA,NA,0,0,0,1,3,NA,2
050US27033,27033,11372,11076,762,5435,5395,89.77,0.75,0.33,3.5,0.23,5.43,7.42,0.24,11.06,51.57,22.48,778,1535,649,609,3551,642,709,815,786,2556,8616,6060,14.4,9.64,8.84,3.23,7.22,0,0,0,4.1,12.5,29067,27209,12.6,45.25,0.41,6.21,41.13,17.02,11.53,3153,58.44,19.17,10.76,0.72,31.53,21.81,8.49,639.97,1,0,0,0.39,0.86,0.01,0.29,0.83,0.1,0.48,0.79,0.07,0.13,4,0,0,NA,NA,NA,NA,0,NA,NA,42.48,194.27,NA,NA,NA,NA,78.94,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,3,20.89,0.75,4,11.16,1,4,3.87,1,3,22.09,0.75,0,57.71,0,NA,NA,NA,NA,8,3,70.35,26.38,20.2,9.5,10.3,11.7,12.6,12.6,6.9,7.8,0,0,1,NA,11687,4409,7278,0.62,0,0,0,0.31,0.74,0.63,0.44,0.47,626.91,187.62,1047.28,NA,NA,1750.55,NA,490.88,535.17,218.89,837.82,1503.76,NA,NA,NA,455.82,41,6,35,NA,NA,8,NA,28,35,7,28,4,NA,NA,NA,26,186.92,158.48,214.4,361.01,0,211.86,3225.81,179.63,1619.94,140.19,12,5,7,1,0,1,1,10,104,9
050US27035,27035,63855,62928,5361,41606,30366,96.05,0.75,0.96,0.41,0,1.83,1.45,0.22,10.69,50.85,21.45,3508,8109,3567,3257,20853,3602,4466,4836,4783,13698,49847,36149,14.1,6.26,10.78,2.91,17.9,1006,873,1001,2.8,10.5,28319,30900,9.9,73.92,0.45,7.44,21.35,16.79,13.94,15401,50.72,13.91,35.87,5.85,24.19,24.19,41.67,998.36,19,0.02,0,0.54,0.91,0.02,0.32,0.93,0.02,0.47,0.93,0.01,0.2,16,12,6,NA,11,4,NA,11,5,NA,20.58,73.61,NA,24.7,91.91,NA,22.43,81.95,NA,0.75,0.38,NA,0.69,0.25,NA,0.69,0.31,NA,0,153.89,0,11,21.24,0.69,15,10.35,0.94,11,20.18,0.69,11,18.75,0.69,11,24.7,0.69,75,65,82,101.79,128.42,33.3,11.3,12.4,15,13.3,14,11.9,15.8,0,0.31,0.69,NA,62500,23290,39210,0.63,0,0,0,0.09,0.57,0.07,0.25,0.12,297.36,52.58,538.39,NA,2078.52,NA,2132.7,256.51,284.32,110.41,455.56,NA,923.79,NA,3791.47,237.41,114,10,104,NA,9,NA,9,94,109,21,88,NA,4,NA,16,87,581.08,151.9,935.4,1167.32,8863.64,724.31,9502.26,331.55,11689.02,287.95,224,29,182,3,39,4.44,42,122,4506,111
050US27037,27037,418201,415563,23229,165119,232877,82.59,5.92,0.31,4.73,0.05,6.4,6.98,0.25,12.25,59.1,13.11,27397,58162,26933,24282,161607,28794,31401,31610,24384,54846,314944,260098,8.8,5.13,7.38,2.34,19.98,539,551,539,3.6,6.4,40885,40441,7.63,73.72,0.41,7.83,17.41,13.58,11.26,89572,38.46,8.12,3.01,2.31,24.95,25.67,293.58,562.44,54,0.1,0,0.45,0.71,0.12,0.37,0.72,0.13,0.3,0.76,0.07,0.14,95,95,79,NA,89,17,NA,93,59,NA,6.36,21.48,NA,15.53,57.54,NA,10.23,35.59,NA,1,0.83,NA,0.94,0.18,NA,0.98,0.62,NA,84,19.41,0.88,95,11.92,1,95,3.07,1,95,6.9,1,95,5.5,1,89,15.31,0.94,363,260,236,62.17,56.43,18.4,7.6,9.5,9.9,9.8,8.5,10.8,14.3,0.89,0.11,0,NA,398552,378900,19652,0.05,0,0,0,0.02,0.2,0.71,0.15,0.12,167.88,23.58,314.6,NA,735.17,264.28,NA,112.6,144.47,27.87,263.02,NA,516.3,145.62,1643.39,110.37,466,33,433,NA,131,49,NA,253,401,39,362,NA,92,27,20,248,78.68,9.28,151.12,63.44,392.88,82.2,239.43,60.11,4091.33,57.48,219,13,209,10,75,15.86,3,134,11388,160
050US27039,27039,20582,20428,1272,8205,11309,95.57,0.24,0.44,0.81,0.01,2.93,5.01,0.27,12.5,59.11,14.03,1330,3195,1436,1137,7642,1389,1475,1416,1247,2888,15092,12204,8.7,5.21,8.43,2.33,15.87,0,0,0,2.6,5.5,36946,32795,9.88,57.8,0.38,6.5,27.95,25,9.92,6206,54.88,9.95,6.02,4.4,26.31,17.59,18.68,439.28,5,0.01,0,0.37,0.92,0,0.44,0.89,0.09,0.44,0.93,0.02,0.13,5,5,2,NA,2,0,NA,4,0,NA,13.64,49.75,NA,37.62,152.56,NA,27.77,122.35,NA,1,0.4,NA,0.4,0,NA,0.8,0,NA,1,35.79,0.2,2,30.13,0.4,5,13.64,1,5,13.64,1,5,13.64,1,2,37.62,0.4,22,3,0,14.58,0,2.4,8.6,9.2,10,10.6,11.6,9.1,9.7,0,1,0,NA,20087,9689,10398,0.52,0,0,0,0.02,0.39,0.32,0.07,0.06,220.52,0,434.26,0,0,988.47,0,187.16,144.48,0,284.52,NA,NA,NA,NA,130.2,29,0,29,0,0,6,0,23,19,0,19,NA,NA,NA,NA,16,285.75,112.12,472.17,325.76,5928.57,714.52,1947.37,220.24,6895.96,196.96,38.01,7.38,31.73,0.43,6.64,4.43,0.74,27.31,917.3,26.2
050US27041,27041,37203,36633,2720,20942,19219,96.95,0.48,0.31,0.3,0,1.96,1.6,0.21,10.67,50.88,22,2084,4612,1940,2030,12233,2050,2415,2937,2686,8186,29228,21042,12.6,4.97,9.31,2.14,14.51,42,48,41,3,8.3,32070,34547,5.76,34.25,0.44,7.48,27.47,16.57,12.75,9197,47.85,15.99,21.71,4.45,25.28,25.78,32.89,636.75,11,0.02,0,0.43,0.93,0.01,0.33,0.94,0.03,0.66,0.93,0.01,0.15,9,8,4,NA,NA,NA,NA,0,NA,NA,13.52,43.48,NA,NA,NA,NA,66.57,NA,NA,0.89,0.44,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,8,15.88,0.89,8,13.52,0.89,8,15.88,0.89,8,15.88,0.89,NA,NA,NA,25,31,34,83.33,91.39,37.6,8.5,8.9,9.9,11.1,10.5,7.3,8.1,0,0.44,0.56,NA,36009,16983,19026,0.53,0,0,0,0.03,0.22,0.08,0.21,0.04,254.97,118.63,386.03,NA,3314.92,NA,NA,221.96,277.33,136.89,412.35,NA,5524.86,NA,NA,226.58,57,13,44,NA,6,NA,NA,48,62,15,47,NA,10,NA,NA,49,266.87,112.57,587.62,586.47,1294.44,419.85,3616.28,154.48,6307.82,110.89,59.9,12.45,66.9,0.78,2.33,1.65,3.11,33.45,1415.79,24.89
050US27043,27043,13896,13599,1108,7055,7082,97.43,0.18,0.23,0.28,0,1.88,6.68,0.22,10.36,48.95,22.58,823,1683,808,631,4296,732,988,1098,1138,3138,10831,7693,12.5,8.44,10.23,2.82,13.19,0,0,0,3.2,11.6,29420,29748,14.82,52.17,0.43,6.82,36.6,13.84,11.28,3931,55.51,19.83,13.32,1.29,34.53,23.34,9.9,712.47,5,0.01,0,0.44,0.88,0,0.27,0.89,0.09,0.52,0.88,0.01,0.11,6,0,NA,NA,NA,NA,NA,1,0,NA,45.08,NA,NA,NA,NA,NA,38.05,149.93,NA,0,NA,NA,NA,NA,NA,0.17,0,NA,0,59.68,0,4,22.51,0.67,6,12.01,1,3,27.5,0.5,1,37.5,0.17,NA,NA,NA,11,5,3,35.98,21.59,25.6,8.9,10.3,11.1,12,12.1,6.1,7.8,0,0,1,NA,14553,3257,11296,0.78,0,0,0,0.18,0.38,0.28,0.19,0.16,229.94,NA,NA,NA,NA,NA,NA,NA,193.63,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,367.38,0,309.08,0,0,170.65,3125,214.74,5731.08,183.69,30,0,13,0,0,1,1,16,468,15
050US27045,27045,20888,20474,1389,9932,10666,97.86,0.49,0.04,0.51,0.01,1.09,1.54,0.24,10.7,52.72,20.31,1362,2934,1220,1016,6717,1137,1413,1507,1576,4242,15786,11544,11.3,8.73,8.8,1.92,13.7,37,33,37,2.7,11,31536,29440,8.93,31.67,0.41,6.8,30.67,23.62,9.34,5802,54.4,19.03,13.46,3.94,28.76,19.59,11.53,861.29,8,0.01,0,0.33,0.97,0.01,0.11,0.97,0.02,0.43,0.96,0.01,0.16,6,1,1,NA,0,NA,NA,0,NA,NA,29.9,103.8,NA,61.51,NA,NA,51.84,NA,NA,0.17,0.17,NA,0,NA,NA,0,NA,NA,0,58.3,0,0,42.07,0,4,10.1,0.67,0,39.5,0,0,42.99,0,0,61.51,0,16,2,0,9.57,0,17.9,9.3,11,11.5,11.9,13,7.3,8.7,0,0.33,0.67,NA,20866,1402,19464,0.93,0,0,0,0.16,0.35,0.31,0.42,0.22,153.57,0,301.97,NA,NA,NA,NA,117.18,88.91,NA,NA,NA,NA,NA,NA,NA,19,0,19,NA,NA,NA,NA,14,11,NA,NA,NA,NA,NA,NA,NA,105.24,16.47,222.93,0,2105.26,375,4166.67,83.86,2525.7,16.19,13,1,14,0,2,0.87,1,10,312,2
050US27047,27047,30526,29942,2266,14310,15190,93.17,1.34,0.42,2.2,0.05,2.83,9.62,0.22,10.45,50.63,21.76,1751,3770,1712,1477,9935,1739,2129,2433,2126,6643,23845,17202,13.8,10.15,9.5,3.15,17.55,8,11,8,4.4,12.2,28070,28459,10.42,49.2,0.42,5.85,33.64,16.63,12.38,9074,59.74,19.16,9.36,2.83,33.79,24.64,20.23,707.27,10,0.01,0,0.7,0.72,0.07,0.39,0.78,0.16,0.48,0.85,0.05,0.14,10,10,6,3,0,NA,NA,9,6,1,9.58,34.23,101.42,87.02,NA,NA,13.7,39.35,116.1,1,0.6,0.3,0,NA,NA,0.9,0.6,0.1,0,59.16,0,10,13.51,1,10,8.49,1,10,10.19,1,10,9.58,1,0,87.02,0,30,21,25,68.79,81.9,17.9,9.6,9.3,10.6,11.6,12.5,7.8,8.7,0,0.5,0.5,NA,31255,17868,13387,0.43,0,0,0,0.3,0.73,0.64,0.33,0.43,235.42,NA,NA,NA,NA,NA,NA,NA,279.22,56.27,490.46,NA,1792.11,330.4,NA,248.57,43,NA,NA,NA,NA,NA,NA,NA,51,5,46,NA,5,6,NA,39,531.45,180.08,693.93,0,4744.53,1778.98,0,192.85,0,372.56,97,16,65,0,13,33,0,30,0,68
