HEROP_ID,GEOID,TotPop,TotUnits,Age18_64,Age0_4,Age5_14,Age15_19,Age20_24,Age15_44,Age45_49,Age50_54,Age55_59,Age60_64,AgeOv65,Age15_24P,Und45P,Ovr65P,WhiteP,BlackP,HispP,AmIndP,AsianP,PacIsP,OtherP,NoHsP,ChildrenP,PovP,UnempP,VacantP
050US19081,19081,12638,5236,6789,913,2089,836,548,4964,615,584,584,601,2288,10.95,63.03,18.1,99.1,0.01,1.02,0.04,0.17,0.03,0.65,21.57,28.18,8.87,5.14,7.05
050US19083,19083,19094,8419,10270,1119,2725,1573,874,7401,940,911,922,1027,4049,12.82,58.89,21.21,98.69,0.61,0.56,0.13,0.24,0.04,0.29,21.53,25.01,10.8,3.83,9.6
050US19085,19085,14730,6175,7903,1025,2293,993,673,5606,791,695,718,734,2868,11.31,60.58,19.47,99.45,0.07,0.34,0.1,0.35,0,0.03,23.83,26.88,13.75,4.57,8.4
050US19087,19087,19226,7507,11198,1276,2790,1350,1326,8487,1042,870,774,806,3181,13.92,65.29,16.55,97.32,1.1,0.66,0.23,1.11,0.01,0.24,20.94,25.21,10.07,4.2,5.57
050US19089,19089,9809,4155,5057,674,1548,580,417,3490,495,454,467,558,2123,10.16,58.23,21.64,99.58,0.05,0.24,0.07,0.18,0.02,0.09,27.1,26.8,13.85,3.16,7.2
050US19091,19091,10756,4670,5751,706,1611,649,422,3892,575,505,584,620,2263,9.96,57.73,21.04,99.49,0.08,0.34,0.14,0.25,0,0.04,19.98,25.49,8.81,4.17,7.09
050US19093,19093,8365,3473,4335,626,1338,540,315,3072,406,343,399,485,1696,10.22,60.2,20.27,99.59,0.01,0.27,0.06,0.23,0,0.11,24.09,27.9,11.6,2.44,7.23
050US19095,19095,14630,6003,8128,1050,2148,838,690,5758,729,724,720,744,2757,10.44,61.22,18.84,99.56,0.05,0.27,0.08,0.23,0,0.08,23.64,25.6,8.19,2.74,4.83
050US19097,19097,19950,8426,11073,1424,3214,1420,1047,7925,1109,961,1024,981,3312,12.37,62.97,16.6,99.58,0.08,0.48,0.12,0.11,0.02,0.1,27.78,27.89,14.31,6.16,10.67
050US19099,19099,34795,14338,20337,2242,5158,2321,1848,14481,1953,1783,1717,1915,5546,11.98,62.89,15.94,99,0.19,0.56,0.18,0.49,0.01,0.14,22.4,25.61,6.97,3.73,4.92
050US19101,19101,16310,6739,9922,1062,2331,988,783,7569,967,678,647,655,2401,10.86,67.21,14.72,98.26,0.57,0.86,0.14,0.83,0.02,0.17,17.74,24.45,13.85,4.86,6.38
050US19103,19103,96119,37210,69634,6157,10669,8758,17630,59808,4118,3080,2674,2475,7138,27.45,79.73,7.43,93.27,2.06,1.49,0.18,3.97,0.02,0.5,9.41,20.13,17.06,3.5,3.07
050US19105,19105,19444,7366,11353,1266,2906,1295,1265,8449,1032,912,865,913,3101,13.17,64.91,15.95,98,1.54,0.49,0.18,0.11,0,0.16,21.34,25.66,11.47,4.25,6.1
050US19107,19107,11624,5024,6193,753,1806,748,479,4321,570,560,593,611,2410,10.56,59.19,20.73,99.49,0.05,0.16,0.16,0.23,0,0.06,23.22,25.99,13.08,5.01,8.98
050US19109,19109,18591,7765,9850,1298,3068,1202,714,6874,896,987,973,969,3526,10.31,60.46,18.97,99.31,0.04,0.51,0.04,0.31,0.01,0.29,20.85,28.05,10.97,3.78,7.35
050US19111,19111,38687,16443,22236,2561,5840,2471,2149,16096,2182,1835,1758,1935,6480,11.94,63.32,16.75,95.61,2.87,1.89,0.16,0.33,0.02,1.01,22.46,25.77,12.86,6.43,9.16
050US19113,19113,168767,68357,105842,11930,23839,12291,12902,80339,9589,8319,7393,6863,20495,14.93,68.8,12.14,96.68,1.98,0.94,0.22,0.81,0.02,0.3,15.12,25.14,8.64,5.59,4.18
050US19115,19115,11592,5044,6688,803,1828,818,710,4971,628,563,520,537,1742,13.18,65.58,15.03,96.67,0.74,3.67,0.31,0.16,0,2.12,23.7,27.28,11.66,5.83,14.83
050US19117,19117,9070,4179,4958,570,1304,595,408,3340,522,464,477,515,1878,11.06,57.49,20.71,99.27,0.04,0.58,0.22,0.19,0,0.28,22.91,24.63,13.06,8.37,9.88
050US19119,19119,11952,4561,6189,947,2116,837,545,4473,504,530,644,589,2149,11.56,63.05,17.98,99.53,0.02,0.09,0.13,0.29,0,0.03,29.64,30.24,13.31,1.45,5.96
050US19121,19121,12483,4995,6789,832,2013,929,553,4985,680,615,563,545,2250,11.87,62.73,18.02,99.35,0.04,0.54,0.3,0.12,0.01,0.18,18.42,27.59,11.13,4.57,5.61
050US19123,19123,21522,8977,12095,1538,3212,1480,1440,9013,1080,926,903,1047,3803,13.57,63.95,17.67,98.75,0.2,0.43,0.07,0.82,0.01,0.14,25.21,26.13,13.05,5.13,7.47
050US19125,19125,30001,11420,17475,1974,4478,2386,2285,13047,1574,1400,1315,1371,4842,15.57,64.99,16.14,98.5,0.35,0.54,0.14,0.93,0.01,0.07,26.32,25.61,10.01,2.88,5.3
050US19127,19127,38276,15862,21996,2498,5513,2548,2126,15820,2268,1855,1729,1911,6682,12.21,62.26,17.46,97.9,0.73,0.76,0.27,0.73,0.05,0.31,18.17,25.08,8.67,4.26,6.13
050US19129,19129,13202,5004,7765,837,2136,976,649,5830,755,661,567,604,1812,12.31,66.68,13.73,99.3,0.17,0.55,0.21,0.11,0.02,0.19,23.9,27.46,10.2,3.67,6.77
050US19131,19131,10928,4514,5697,713,1645,735,476,3952,551,534,546,604,2383,11.08,57.74,21.81,99.71,0.02,0.41,0.01,0.17,0.02,0.07,24.03,26.06,10.31,3.31,5.78
050US19133,19133,10034,4555,5197,604,1440,619,359,3451,532,511,511,604,2381,9.75,54.76,23.73,99.48,0.05,0.3,0.26,0.13,0,0.08,26.99,24.48,14.76,5.09,10.03
050US19135,19135,8114,3740,4383,515,1212,522,398,3082,410,378,415,430,1672,11.34,59.27,20.61,99.08,0.23,0.22,0.2,0.41,0,0.09,24.36,25.38,15.61,8.83,14.55
050US19137,19137,12076,5363,6465,730,1760,786,517,4583,611,512,621,622,2637,10.79,58.57,21.84,99.69,0.04,0.43,0.09,0.1,0,0.08,20.04,24.63,10.13,3.94,7.61
050US19139,19139,39907,16044,23430,2942,6426,2874,2482,17798,2191,1914,1624,1675,5337,13.42,68.07,13.37,94.58,0.52,7.27,0.23,0.74,0.01,3.92,25.04,27.91,10.1,5.19,7.72
050US19141,19141,15444,6476,8131,1026,2461,989,693,5746,686,717,755,864,3189,10.89,59.78,20.65,99.35,0.05,0.25,0.21,0.34,0,0.06,26.45,26.7,12.11,2.06,7.66
050US19143,19143,7267,2998,3882,535,1130,486,340,2750,351,326,375,394,1406,11.37,60.75,19.35,99.46,0.04,0.22,0.12,0.22,0,0.15,27.85,27.23,9.79,2.97,6.04
050US19145,19145,16870,7339,9122,999,2500,1132,773,6448,895,769,839,886,3534,11.29,58.96,20.95,98.32,0.5,1.17,0.31,0.46,0.02,0.4,21.84,24.98,13.79,4,8.88
050US19147,19147,10669,4826,5632,680,1700,811,450,3869,494,512,599,626,2189,11.82,58.57,20.52,99.5,0.07,0.22,0.22,0.17,0,0.04,23.13,26.69,15.29,3.05,13.32
050US19149,19149,23388,8806,12780,1717,4021,1754,1307,9381,1176,1015,1100,1162,3816,13.09,64.64,16.32,99.45,0.21,0.25,0.06,0.2,0.03,0.06,22,29.04,9.03,2.49,4.42
050US19151,19151,9525,4193,4969,650,1445,563,301,3316,511,501,469,555,2078,9.07,56.81,21.82,99.58,0.04,0.34,0.1,0.18,0,0.09,19.92,26.02,10.43,2.6,8.9
050US19153,19153,327140,135979,207486,24860,45202,21721,26205,160154,18131,14681,13397,13032,37683,14.65,70.37,11.52,92.67,4.52,1.88,0.28,1.81,0.02,0.69,14.57,25.06,9.2,3.94,4.96
050US19155,19155,82628,32831,49045,6191,12800,5854,5059,36051,4473,4012,3987,4058,11056,13.21,66.61,13.38,98.28,0.56,1.83,0.29,0.33,0.02,0.53,22.86,27.26,10.49,4.45,4.78
050US19157,19157,19033,8199,11182,1167,2700,1709,1473,8334,998,909,853,884,3188,16.72,64.1,16.75,98.28,0.46,0.36,0.12,0.97,0.03,0.15,18.38,24.5,10.4,4.41,12.7
050US19159,19159,5420,2713,2809,290,794,316,195,1815,264,284,336,324,1313,9.43,53.49,24.23,99.45,0.02,0.3,0.18,0.33,0,0.02,21.98,23.95,17.18,4.54,18.25
050US19161,19161,12324,5648,6341,836,1953,727,477,4379,541,575,613,722,2705,9.77,58.16,21.95,99.61,0.03,0.36,0.11,0.15,0.02,0.08,22.68,26.6,11.78,3.86,13
050US19163,19163,150979,61379,91464,11758,24089,10560,10616,70026,8538,7069,6228,5943,17328,14.03,70.12,11.48,92.34,5.28,2.82,0.32,0.88,0.02,1.17,18.55,27.94,12.1,5.48,6.42
050US19165,19165,13230,5430,6951,889,2099,894,537,4895,627,650,655,722,2693,10.82,59.58,20.36,99.6,0.04,0.33,0.15,0.15,0,0.06,20.98,27.11,9.38,3.77,7.48
050US19167,19167,29903,10333,16553,2304,5349,2683,2412,12741,1386,1224,1188,1302,4409,17.04,68.2,14.74,99.01,0.08,0.22,0.11,0.69,0.01,0.1,28.26,29.9,8.07,1.54,3.95
050US19169,19169,74252,26847,52407,4383,8202,7903,15536,44406,3093,2549,2265,2189,7165,31.57,76.75,9.65,93.12,1.6,1.13,0.14,4.64,0.02,0.47,8.96,19.77,16.55,3.88,3.37
050US19171,19171,17419,7417,9487,1139,2659,1145,870,6582,935,924,861,935,3384,11.57,59.59,19.43,94.52,0.18,0.73,4.66,0.34,0.03,0.26,24.19,26.11,10.56,5.05,8.75
050US19173,19173,7114,3307,3576,434,1076,474,268,2469,345,320,351,403,1716,10.43,55.93,24.12,99.38,0.01,0.65,0.1,0.25,0,0.25,24.98,25.61,18.31,3.91,13.55
050US19175,19175,12750,5622,6994,798,1912,995,667,5161,654,592,582,587,2464,13.04,61.73,19.33,99.22,0.08,0.33,0.17,0.38,0.01,0.15,21.04,25.82,15.45,6.02,7.99
050US19177,19177,7676,3529,4093,547,1163,450,376,2815,385,420,385,393,1568,10.76,58.95,20.43,99.5,0.13,0.38,0.1,0.23,0,0.03,25.27,26.25,16.76,3.87,13.4
050US19179,19179,35687,15640,20444,2333,4825,2508,2070,14604,1903,1615,1824,1908,6675,12.83,60.98,18.7,98.25,0.76,0.63,0.27,0.46,0.01,0.25,25.79,24.01,15.26,7.19,6.94
050US19181,19181,36033,13157,21902,2596,5908,2934,2435,16589,2275,1847,1605,1268,3945,14.9,69.64,10.95,99.03,0.25,0.77,0.14,0.37,0.03,0.17,12.98,28.27,6.28,3,3.79
050US19183,19183,19612,7866,10717,1449,2998,1220,1004,7852,1014,864,880,914,3641,11.34,62.71,18.57,98.93,0.46,1,0.08,0.27,0.01,0.25,23.05,26.79,9.46,3.32,5.24
050US19185,19185,7067,3334,3554,448,949,389,276,2350,345,323,366,430,1856,9.41,53.02,26.26,99.56,0.01,0.41,0.11,0.23,0,0.08,28.31,23.45,19.1,3.43,11.43
050US19187,19187,40342,17063,22746,2949,5979,2724,2334,16374,2008,1846,1970,2103,7113,12.54,62.72,17.63,96.73,2.19,1.21,0.28,0.39,0.01,0.41,21.62,25.99,11.83,5.05,6.45
050US19189,19189,12122,5030,6714,793,1806,1027,601,4965,614,507,519,600,2318,13.43,62.4,19.12,98.7,0.26,0.8,0.14,0.63,0.01,0.26,21.42,25.49,11.71,5.15,6.48
050US19191,19191,20847,7726,12503,1413,2935,1994,2182,9614,954,901,877,940,3213,20.03,66.97,15.41,98.7,0.21,0.29,0.02,0.94,0,0.13,23.56,24.61,13.21,3.47,6.08
050US19193,19193,98276,39071,56254,7465,15882,7220,6531,43038,4711,4056,4125,4556,14443,13.99,67.55,14.7,93.71,1.91,2.76,1.73,1.28,0.01,1.36,21.64,28.06,13.41,5.12,5.56
050US19195,19195,7991,3443,4341,503,1162,494,361,2990,418,422,373,455,1668,10.7,58.25,20.87,99.09,0.19,1.14,0.03,0.18,0,0.53,22.08,24.8,9.92,5.92,5.93
050US19197,19197,14269,6636,7625,955,1975,837,633,5271,695,697,688,829,3159,10.3,57.47,22.14,99.34,0.07,0.64,0.11,0.28,0.01,0.2,22.38,24.42,9.71,4.62,11.11
050US20001,20001,14638,6454,7877,1006,2382,1057,749,5720,712,661,633,747,2777,12.34,62.22,18.97,96.52,1.84,1.76,0.68,0.3,0.01,0.64,25.77,27.22,15.5,5.66,11.61
050US20003,20003,7803,3514,4023,518,1193,522,374,2823,418,370,359,404,1718,11.48,58.11,22.02,98.32,0.51,0.65,0.86,0.1,0.03,0.18,29.77,26.43,12.99,3.97,12.72
050US20005,20005,16932,6691,9396,1183,2624,1518,1161,7092,832,791,754,797,2859,15.82,64.37,16.89,92.12,5.65,2.19,0.5,0.77,0.01,0.96,22.51,27.62,15.82,6.34,8.4
050US20007,20007,5874,3120,3048,393,963,313,220,2119,280,248,317,297,1257,9.07,59.16,21.4,98.59,0.22,1.24,0.53,0.05,0,0.61,20.65,26.71,10.86,2.29,24.42
050US20009,20009,29382,13144,16544,2231,4625,1856,1566,11897,1442,1348,1471,1455,4913,11.65,63.82,16.72,96.63,1.18,2.78,0.48,0.37,0,1.33,22.03,26.97,11.83,3.45,12.04
050US20011,20011,14966,6920,8038,1071,2198,1103,768,5807,773,626,682,758,3051,12.5,60.64,20.39,96.47,2.8,0.53,0.4,0.13,0.01,0.18,26.11,25.91,19.67,5.84,14.78
050US20013,20013,11128,4890,5652,817,1783,698,511,4084,532,460,489,546,2417,10.86,60.06,21.72,91.57,1.19,1.73,6.46,0.14,0,0.64,21.64,27.49,16.65,3.66,11.1
050US20015,20015,50580,20072,29203,3822,8566,3565,2643,21855,2662,2326,2294,2285,6770,12.27,67.7,13.38,97.49,0.73,1.47,0.91,0.3,0.03,0.54,18.97,28.88,8.1,3.8,7.89
050US20017,20017,3021,1547,1567,197,438,188,107,1075,167,139,141,164,700,9.76,56.6,23.17,99.14,0.17,1.32,0.36,0.03,0,0.3,22.07,24.96,18.25,4.85,21.53
050US20019,20019,4407,2249,2207,268,592,259,156,1425,237,264,207,247,1167,9.42,51.85,26.48,95.35,0.52,1,3.45,0.23,0.07,0.39,29.54,23.44,20.73,4.29,18.41
050US20021,20021,21374,9428,11962,1427,3270,1540,1315,8624,1282,1022,917,1061,3771,13.36,62.32,17.64,95.64,0.54,0.82,3.56,0.09,0.02,0.15,29.84,26.39,20.24,7.61,10.95
050US20023,20023,3243,1687,1679,200,452,178,106,1098,151,124,187,249,782,8.76,53.96,24.11,99.41,0.15,0.62,0.03,0.28,0,0.12,25.83,24.11,15.22,2.26,17.66
050US20025,20025,2418,1327,1229,133,377,136,78,829,125,115,117,139,583,8.85,55.38,24.11,97.39,0,1.74,1.12,0.29,0,1.2,16.54,25.06,5.56,0.5,24.19
050US20027,20027,9158,4138,4718,593,1386,536,403,3308,440,400,435,496,2100,10.25,57.73,22.93,99.13,0.2,0.41,0.19,0.28,0.01,0.2,22.24,25.55,12.58,3.88,12.01
050US20029,20029,11023,5198,5773,661,1478,850,572,4040,548,509,466,594,2727,12.9,56.06,24.74,99.04,0.34,0.69,0.15,0.05,0,0.43,24.03,22.89,15.58,2.82,13.76
050US20031,20031,8404,3712,4468,563,1339,563,367,3338,442,374,329,371,1648,11.07,62.35,19.61,98.94,0.11,0.73,0.64,0.21,0,0.1,23.06,27.23,8.94,5.29,10.8
050US20033,20033,2313,1256,1144,152,330,125,86,762,103,135,122,104,605,9.12,53.78,26.16,99.05,0.26,0.56,0.52,0,0,0.17,22.02,24.38,17.18,3.06,24.36
050US20035,20035,36915,15569,21109,2594,5657,2673,2256,15452,1978,1760,1711,1743,6020,13.35,64.21,16.31,92.89,2.87,2.97,1.93,0.88,0.01,1.41,23.09,26.51,10.63,5.23,9.78
050US20037,20037,35568,16526,20312,2158,4838,2558,3435,15512,1683,1476,1357,1572,6972,16.85,63.28,19.6,96.29,1.34,0.91,0.86,1.15,0.04,0.32,25.28,23.29,18.77,7.33,11.62
050US20039,20039,4021,2063,1999,280,613,195,111,1324,180,180,227,233,984,7.61,55.14,24.47,99.5,0.05,0.32,0.22,0.02,0,0.2,21.55,25.81,14.49,2.88,19.97
050US20041,20041,18958,8415,10247,1286,2845,1221,866,7212,983,929,916,1021,3766,11.01,59.83,19.86,98.05,0.65,1.8,0.34,0.27,0.02,0.67,20.3,26.08,11.28,3.16,10.37
050US20043,20043,8134,3337,4545,536,1224,727,480,3390,409,364,337,404,1470,14.84,63.31,18.07,96.37,1.91,0.59,1.19,0.21,0.01,0.31,26.96,26.05,15.85,5.76,7.88
050US20045,20045,81798,31782,58443,5132,9245,8922,16339,50324,3395,2596,2299,2180,6627,30.88,79.1,8.1,89.1,4.06,2.61,2.64,3.11,0.04,1.04,11.16,20.45,20.59,5.33,5.17
050US20047,20047,3787,1867,1954,222,590,197,138,1313,180,206,189,201,886,8.85,56.11,23.4,96.28,0.11,5.2,0.32,0.21,0,3.09,23.71,25.01,12.67,3.6,15.1
050US20049,20049,3327,1743,1622,197,398,176,135,998,176,185,183,202,988,9.35,47.88,29.7,97.32,0.15,1.77,1.71,0.09,0,0.72,32.71,21.55,17.51,3.97,17.61
050US20051,20051,26004,11115,15804,1774,3981,2119,2734,12532,1182,988,1000,1078,3469,18.66,70.32,13.34,98.58,0.42,0.79,0.17,0.57,0.01,0.25,19.38,25.88,14.88,3.63,9.17
050US20053,20053,6586,3317,3561,372,909,398,360,2603,322,272,311,331,1466,11.51,58.97,22.26,96.37,2.03,2.82,0.39,0.14,0.02,1.05,23.45,23.67,12.23,3.24,23.97
050US20055,20055,33070,11696,19209,3493,6335,2544,2726,16242,1440,1093,1034,874,2559,15.94,78.83,7.74,80.01,1.34,25.26,0.77,3.61,0.03,14.25,29.1,34.18,10.62,2.79,7.35
050US20057,20057,27463,10842,16040,2459,4374,2185,2278,12659,1314,1100,1015,1074,3468,16.25,70.98,12.63,83.29,1.72,14.87,0.56,2.41,0,12.01,23.37,28.97,11.9,4.59,8.95
050US20059,20059,21994,8926,12403,1759,3476,1520,1394,9222,1163,996,1009,937,3432,13.25,65.73,15.6,96.4,1.28,2.14,0.85,0.44,0.02,1.01,22.88,28,11.84,5.83,6.92
050US20061,20061,30453,11952,19117,3387,4595,2102,4147,16019,1241,970,937,964,2340,20.52,78.81,7.68,68.76,23.64,6.08,0.67,3.44,0.58,2.92,16.63,29.54,16.04,11.33,10.68
050US20063,20063,3231,1494,1714,220,507,204,116,1174,149,153,185,195,648,9.9,58.84,20.06,99.63,0.12,0.28,0.15,0.06,0,0.03,20.9,26.9,11.15,1.54,14.06
050US20065,20065,3543,1753,1894,211,572,203,101,1217,189,201,214,217,722,8.58,56.45,20.38,96.16,2.91,0.65,0.37,0.34,0,0.23,22.48,26.16,15.28,1.69,18.14
050US20067,20067,7159,2599,4066,643,1469,544,418,3196,375,297,310,244,625,13.44,74.14,8.73,84.63,0.03,21.55,1.09,0.56,0.01,13.68,24.85,34.47,15.36,4.78,7.93
050US20069,20069,5396,2114,2948,464,1012,385,269,2274,300,211,214,201,720,12.12,69.5,13.34,95.77,0.13,4.24,0.41,0.02,0,3.67,30.62,32.02,10.1,1.5,9.51
050US20071,20071,1774,801,949,153,330,92,71,690,75,68,94,86,278,9.19,66.12,15.67,95.1,0.62,6.03,0.11,0.11,0,4.06,17.64,30.83,9.22,1.36,18.1
050US20073,20073,7847,4243,3997,467,1069,510,322,2747,385,330,415,450,1984,10.6,54.58,25.28,98.37,0.11,1.16,0.98,0,0,0.54,24.86,23.78,14.56,4.27,22.58
050US20075,20075,2388,1214,1299,163,351,148,87,889,116,131,130,135,473,9.84,58.75,19.81,93.97,0.21,5.82,0.34,1.17,0,4.31,26.6,25.8,11.31,1.26,18.78
050US20077,20077,7124,3481,3667,472,1069,386,283,2489,345,338,346,414,1651,9.39,56.57,23.18,98.76,0.18,1.47,0.65,0.07,0,0.34,21.82,25.35,11.95,2.44,13.62
050US20079,20079,31028,12290,17759,2130,4764,2296,1958,13215,1624,1415,1380,1401,5099,13.71,64.81,16.43,94.43,1.78,5.21,0.47,0.66,0.02,2.64,18.75,26.33,8.46,3.52,5.77
050US20081,20081,3886,1586,2220,348,724,289,212,1731,222,161,149,150,401,12.89,72.13,10.32,87.83,0.05,14.33,0.59,0.13,0,11.4,23.86,32.55,7.58,2.38,13.49
050US20083,20083,2177,1022,1151,176,351,115,62,766,101,117,114,137,415,8.13,59.39,19.06,98.16,1.01,1.47,0.14,0.05,0,0.64,15.05,28.07,9.88,0.77,19.18
050US20085,20085,11525,4564,6357,842,1963,798,570,4576,704,556,485,533,1866,11.87,64.04,16.19,92.89,0.36,1.09,6.26,0.07,0.01,0.42,19.2,28.65,12.04,3.76,6.29
050US20087,20087,15905,6314,9202,1085,2600,1037,775,6598,986,874,732,689,2341,11.39,64.65,14.72,98.1,0.46,0.83,0.81,0.36,0.04,0.22,18.97,27.43,8.6,4.36,8.49
050US20089,20089,4251,2409,2181,275,584,224,123,1383,193,206,281,275,1054,8.16,52.74,24.79,99.58,0,0.19,0.28,0.09,0.02,0.02,19.25,23.9,14.8,2.79,25.03
050US20091,20091,355054,144155,226518,28049,53109,22093,21513,175651,21930,16108,13773,13014,33420,12.28,72.33,9.41,95.41,1.95,1.97,0.35,1.62,0.03,0.64,7.14,26.79,3.6,3.13,5.36
050US20093,20093,4027,1561,2226,373,780,297,201,1734,198,153,169,161,459,12.37,71.69,11.4,89.45,0.1,16.66,0.65,0.12,0,9.68,26.16,33.33,10.32,3.28,11.66
050US20095,20095,8292,3645,4352,591,1335,535,318,3056,425,397,418,426,1644,10.29,60.08,19.83,99.05,0.11,0.93,0.29,0.12,0,0.43,22.54,27.69,11.6,2.8,12.89
050US20097,20097,3660,1738,1938,238,541,265,142,1352,172,168,196,220,773,11.12,58.22,21.12,98.36,0.19,1.07,0.46,0.3,0,0.68,22.05,25.93,13.94,2.25,15.65
050US20099,20099,23693,10641,13030,1698,3572,1752,1388,9695,1263,996,997,1101,4371,13.25,63.16,18.45,92.67,4.35,2.18,1.73,0.38,0.03,0.85,25.84,26.56,14.55,6.17,11.88
050US20101,20101,2375,1117,1227,160,396,126,91,841,112,133,127,113,493,9.14,58.82,20.76,99.12,0.04,1.85,0.21,0,0,0.63,18.89,27.58,11.49,1.87,13.52
050US20103,20103,64371,21264,41074,4511,10072,4062,3820,32925,3534,2683,2289,2224,6133,12.24,73.8,9.53,85.54,11.08,3.41,0.65,1.19,0.26,1.28,15.5,26.66,7.81,6.28,7.28
050US20105,20105,3653,1864,1830,206,517,214,97,1219,169,166,185,241,950,8.51,53.16,26.01,99.51,0.03,0.41,0.3,0.03,0,0.14,22.37,23.9,15.77,3.52,17.86
050US20107,20107,8254,4811,4339,519,1249,529,363,2915,444,400,435,484,1808,10.81,56.74,21.9,98.75,0.45,0.41,0.53,0.04,0.04,0.19,26.12,25.53,15.14,9.16,33.17
050US20109,20109,3081,1466,1645,210,476,200,106,1120,134,160,161,200,620,9.93,58.62,20.12,98.9,0.36,0.84,0.26,0,0,0.49,21.69,26.48,11.62,1.93,16.71
050US20111,20111,34732,14346,21184,2667,5345,2918,4027,17362,1557,1228,1178,1137,4258,20,73.06,12.26,91.64,2.1,6.09,0.62,1.95,0.02,3.66,18.15,26.75,14.1,5.22,8.97
050US20113,20113,27268,10941,15418,1903,4227,1889,1842,11427,1356,1194,1120,1296,4745,13.68,64.39,17.4,97.78,0.77,1.19,0.4,0.44,0.02,0.59,21.8,26.06,7.05,2.5,6.5
050US20115,20115,12888,5659,6858,744,1794,846,717,4726,633,616,595,763,3017,12.13,56.36,23.41,98.44,0.64,0.92,0.29,0.24,0.01,0.38,26.19,23.38,11.11,2.88,12.09
050US20117,20117,11705,5269,5923,829,1859,623,420,4030,565,530,579,629,2684,8.91,57.39,22.93,99.38,0.09,0.42,0.29,0.09,0,0.15,22.47,26.47,13.54,2.73,11.01
050US20119,20119,4247,2049,2282,295,670,268,186,1611,208,200,228,227,808,10.69,60.65,19.03,96.35,0,4.66,0.26,0.16,0.12,3.11,20.49,27.24,11.65,1.81,18.64
050US20121,20121,23466,8971,13703,1683,3770,1655,1225,10033,1465,1141,1099,1030,3245,12.27,65.99,13.83,96.46,2.41,1.18,0.58,0.13,0.03,0.39,21.52,27.78,8.11,4.06,6.34
050US20123,20123,7203,3359,3702,457,1087,586,294,2768,340,289,312,373,1577,12.22,59.86,21.89,98.89,0.61,0.4,0.25,0.12,0.01,0.11,17.4,26.71,11.23,1.31,15.27
050US20125,20125,38816,17920,21285,2783,5692,2764,2092,15154,2205,1799,1804,1871,7508,12.51,60.87,19.34,90.17,6.28,1.93,2.31,0.38,0.02,0.84,27.02,25.82,15.68,6.17,12.56
050US20127,20127,6198,3149,3269,403,895,375,265,2244,324,274,338,349,1371,10.33,57.15,22.12,98.43,0.32,1.45,0.5,0.18,0,0.56,19.16,25.14,13.56,4.05,19.72
050US20129,20129,3480,1515,1950,272,607,259,167,1436,191,156,167,179,472,12.24,66.52,13.56,94.74,0.09,10.11,0.89,1.09,0,3.19,24.16,30.4,16.2,2.58,14.85
050US20131,20131,10446,4319,5301,828,1749,627,477,3786,451,431,482,575,2144,10.57,60.91,20.52,99.35,0.35,0.13,0.12,0.11,0.05,0.02,24.35,28.73,14.65,2.35,7.48
050US20133,20133,17035,7726,9405,1192,2572,1127,899,6671,860,825,784,899,3232,11.89,61.26,18.97,97.12,1.12,2.12,0.79,0.23,0,0.75,22.81,25.82,13.72,5.43,12.66
050US20135,20135,4033,2048,2073,237,672,203,128,1421,188,180,212,223,900,8.21,57.77,22.32,99.58,0,0.57,0.1,0.12,0,0.2,22.01,26.28,10.93,1.83,18.46
050US20137,20137,5947,2798,3290,339,745,375,326,2315,317,281,274,342,1334,11.79,57.15,22.43,96.25,2.27,1.38,0.27,0.32,0.02,0.87,23.08,22.25,13.66,2.72,16.73
050US20139,20139,15248,6324,8453,1033,2421,993,679,6067,841,696,792,723,2675,10.97,62.44,17.54,98.6,0.22,1.23,0.7,0.11,0.01,0.35,23.09,27.02,10.9,4.06,8.19
050US20141,20141,4867,2496,2374,330,666,252,160,1548,254,198,275,280,1316,8.47,52.27,27.04,99.34,0.08,0.35,0.41,0.12,0,0.04,23.9,24.18,13.94,1.9,17.59
050US20143,20143,5634,2591,3031,365,869,303,210,2042,286,288,299,319,1166,9.11,58.15,20.7,99.38,0.07,0.6,0.28,0.12,0.02,0.12,18.99,25.51,9.17,4.19,12.54
050US20145,20145,7555,3412,4152,452,1113,565,312,3023,410,384,395,332,1446,11.61,60.73,19.14,93.7,3.16,3.39,0.36,0.74,0.01,2.03,17.94,25.9,10.65,3.53,14.33
050US20147,20147,6590,3264,3415,427,975,362,227,2298,347,335,327,358,1523,8.94,56.15,23.11,99,0.24,0.49,0.18,0.42,0,0.15,26.05,25.07,13.24,2.51,17.43
050US20149,20149,16128,6472,9029,1316,2744,1111,894,6942,801,687,660,623,2355,12.43,68.22,14.6,97.96,0.58,1.48,0.71,0.34,0.04,0.37,18.23,29.41,10.02,3.35,8.25
050US20151,20151,9702,4620,5349,620,1488,695,431,3799,486,469,511,474,1855,11.61,60.88,19.12,96.45,1.2,1.89,0.66,0.25,0.06,1.38,17.63,25.75,9.85,3.97,14.78
050US20153,20153,3404,1744,1778,209,560,204,98,1183,187,154,174,212,725,8.87,57.34,21.3,99.35,0.09,0.79,0.21,0.24,0,0.12,19.63,26.47,12.85,1.77,21.96
050US20155,20155,62389,26607,36379,4298,9205,4306,3599,26627,3356,2974,2798,3012,10119,12.67,64.32,16.22,93.95,2.74,3.97,0.58,0.31,0.02,2.4,22.58,25.47,10.81,4,8.9
