"GEOID","TotPop","TotUnits","Age18_64","Age0_4","Age5_14","Age15_19","Age20_24","Age15_44","Age45_49","Age50_54","Age55_59","Age60_64","AgeOv65","Age15_24P","Und45P","Ovr65P","WhiteP","BlackP","HispP","AmIndP","AsianP","PacIsP","OtherP","DisbP","NoHsP","ChildrenP","PovP","UnempP","VacantP"
"20159",10761,4609,6172,627,1487,1064,905,4422,704,576,507,504,1934,18.3,60.74,17.97,94.68,1.15,5.61,0.57,0.33,0.04,3.27,35,16.62,24.67,10.68,5.79,12.13
"20161",62843,23397,46274,3586,6353,7532,16034,39824,2907,2434,1685,1325,4729,37.5,79.19,7.53,84.78,6.88,4.57,0.63,3.22,0.17,4.49,16,6.16,18.84,20.56,7.02,5.39
"20163",5685,2758,3032,321,838,402,233,2085,353,324,259,285,1220,11.17,57.06,21.46,97.13,1.13,1.06,0.42,0.19,0.02,1.13,44,12.89,25.21,9.76,4.15,14.36
"20165",3551,1928,1866,172,459,226,123,1163,261,231,181,185,899,9.83,50.52,25.32,98.45,0.31,1.04,0.42,0.11,0,0.7,37,17.17,22.13,9.74,2.65,19.71
"20167",7370,3871,3945,372,920,527,263,2510,516,473,421,384,1774,10.72,51.59,24.07,97.58,0.5,0.91,0.56,0.33,0.01,1.03,42,16.93,22.4,11.98,4.25,17.15
"20169",53597,22695,32071,3713,7848,4132,3367,22732,3902,3296,2510,2116,7480,13.99,63.98,13.96,89.17,3.1,6.02,0.52,1.7,0.04,5.51,31,13,26.21,8.8,3.38,5.55
"20171",5120,2291,2885,310,797,410,213,1918,406,341,274,229,845,12.17,59.08,16.5,95.47,0.1,6.31,0.55,0.12,0,3.77,25,15.46,27.15,5.09,2.24,10.74
"20173",452869,191133,273760,35697,71368,32772,30791,200890,32598,26564,19271,14907,51574,14.04,68,11.39,79.38,9.13,8.04,1.11,3.34,0.06,7.03,31,14.91,28.16,9.54,4.85,7.69
"20175",22510,8027,13296,2156,3904,1990,1793,10639,1329,1060,788,628,2006,16.81,74.18,8.91,65.44,3.78,42.14,0.77,2.86,0.06,27.14,28,36.26,32.02,16.9,4.87,7.57
"20177",169871,73768,103557,11492,23839,12205,10447,70890,13329,11529,8526,6925,23341,13.33,62.53,13.74,82.89,9.03,7.26,1.17,0.95,0.04,5.96,35,11.88,25.3,9.59,4.03,6.57
"20179",2813,1263,1502,140,447,223,93,983,222,166,135,150,570,11.23,55.81,20.26,98.65,0.14,1.46,0.07,0.07,0.14,1.07,24,12.18,26.34,15.71,0.64,11.01
"20181",6760,3184,3947,411,946,642,457,2712,471,392,356,319,1153,16.26,60.19,17.06,93.83,0.36,8.45,0.33,0.19,0.16,5.3,31,13.38,24.56,12.9,3.14,13.38
"20183",4536,2326,2287,194,576,308,120,1432,310,282,235,243,1264,9.44,48.54,27.87,98.79,0.11,0.73,0.24,0.04,0.11,0.82,36,15.4,21.72,10.67,2.27,16.04
"20185",4789,2458,2514,274,740,348,158,1683,350,263,240,224,1015,10.57,56.32,21.19,94.97,0.15,5.41,0.38,0.13,0,4.39,34,17.12,26.31,11.77,3.49,18.23
"20187",2406,1007,1352,189,410,193,152,1026,168,105,97,99,312,14.34,67.54,12.97,84.41,0.62,23.69,1.21,0.17,0,13.59,26,22,30.84,14.88,2.76,14.8
"20189",5463,2265,3032,447,946,466,298,2285,334,272,252,200,727,13.98,67.33,13.31,83.01,0.93,21.73,0.93,0.24,0.02,14.88,25,19.53,31.19,10.33,3.76,12.23
"20191",25946,10877,14529,1725,4255,2139,1218,10146,1979,1582,1189,1056,4014,12.94,62.15,15.47,94.62,0.71,3.58,1.05,0.22,0.05,3.4,34,13.67,28.53,9.54,4.96,9.09
"20193",8180,3562,4833,548,1203,848,658,3500,633,426,351,322,1197,18.41,64.19,14.63,97.14,0.43,1.85,0.33,0.27,0.02,1.83,27,7.27,26.28,9.74,5.79,9.43
"20195",3319,1723,1731,168,404,294,107,1180,255,182,161,173,796,12.08,52.79,23.98,97.77,0.18,0.78,0.39,0.48,0.06,1.18,35,15.71,23.86,12.26,1.77,18.05
"20197",6885,3033,3971,428,1032,543,263,2644,532,464,388,324,1073,11.71,59.61,15.58,97.24,0.46,1.86,0.49,0.15,0.06,1.66,26,10.06,26.74,7.29,2.68,13.19
"20199",1749,791,924,98,295,170,60,642,134,106,75,83,316,13.15,59.18,18.07,94.63,0.63,4.8,0.8,0.17,0,3.77,22,15.98,29.1,16.1,1.47,14.79
"20201",6483,3142,3323,367,870,428,219,2132,407,395,362,325,1625,9.98,51.97,25.07,98.9,0.11,0.65,0.34,0.05,0,0.6,37,18.77,23.68,10.07,2.17,14.93
"20203",2531,1119,1400,210,381,185,136,971,187,141,120,116,405,12.68,61.71,16,86.25,0.08,18.41,0.71,0.08,0,12.88,32,22.28,28.68,14.8,3.03,13.58
"20205",10332,4937,5646,601,1547,737,505,3704,737,622,561,499,2061,12.02,56.64,19.95,96.78,0.37,1.67,0.88,0.26,0.04,1.71,41,18.91,25.41,11.31,4.22,14.87
"20207",3788,2076,2028,188,456,276,183,1298,303,224,213,167,939,12.12,51.27,24.79,96.96,0.82,1.37,0.87,0.05,0,1.29,42,16.61,21.67,13.21,3.58,20.91
"20209",157882,65892,94406,12759,24950,12099,11617,70283,10337,8815,6729,5489,18520,15.02,68.4,11.73,58.18,28.33,16,0.74,1.63,0.04,11.12,43,26,28.47,16.54,8.25,9.4
"21001",17244,7792,10678,1047,2273,1361,1223,7368,1138,1129,893,883,2513,14.98,61.98,14.57,96,2.55,0.77,0.22,0.26,0.02,0.96,52,39.95,23.5,23.98,10.77,13.41
"21003",17800,8057,10762,1172,2619,1317,1069,7454,1173,1159,938,848,2437,13.4,63.17,13.69,97.62,1.07,0.83,0.16,0.12,0.01,1.03,51,35.5,25.85,17.34,4.92,14.24
"21005",19111,7752,11962,1429,2913,1135,1023,8351,1421,1220,952,753,2072,11.29,66.42,10.84,96.53,2.35,0.8,0.12,0.12,0.01,0.88,38,19.57,26.57,7.47,3.99,5.57
"21007",8286,3837,5031,501,1075,523,438,3259,603,575,513,416,1344,11.6,58.35,16.22,95.32,2.87,0.63,0.08,0.18,0.02,1.54,42,23.66,23.06,13.56,4.16,11.52
"21009",38033,17095,23116,2432,5180,2587,2113,15665,2662,2509,2095,1783,5707,12.36,61.2,15.01,94.3,4.09,0.93,0.15,0.41,0.03,1.06,48,30.54,24.22,15.6,5.41,10.23
"21011",11085,4994,6785,733,1503,721,677,4593,788,761,569,516,1622,12.61,61.61,14.63,96.87,1.85,0.8,0.21,0.02,0,1.06,61,40.97,24.16,21.91,6.66,10.99
"21013",30060,13341,18602,1826,4167,2169,1875,12662,2097,2094,1677,1408,4129,13.45,62.06,13.74,96.02,2.4,0.65,0.25,0.35,0.03,0.98,77,43.35,24.38,31.07,11.11,10.02
"21015",85991,33351,54406,6849,13929,6082,5081,39954,6341,5340,3853,2784,6941,12.98,70.63,8.07,95.15,1.52,1.98,0.23,1.29,0.03,1.81,28,14.9,28.66,5.62,3.11,6.28
"21017",19360,8349,11886,1249,2781,1303,1077,7914,1448,1389,1039,909,2631,12.29,61.69,13.59,90.38,6.94,2.6,0.15,0.14,0.01,2.4,41,24.58,25.02,13.99,3.79,8
"21019",49752,21976,31154,2726,6062,3338,2856,20464,3824,3556,2791,2571,7758,12.45,58.8,15.59,95.97,2.55,1.12,0.16,0.3,0,1.03,51,22.02,21.79,15.45,8.48,8.95
"21021",27697,11418,17527,1545,3645,1995,2143,12059,2017,1906,1465,1166,3894,14.94,62.28,14.06,87.77,9.68,1.44,0.19,0.56,0.03,1.8,37,23.35,22.66,11.92,4.28,7.39
"21023",8279,3715,5047,550,1201,581,482,3504,591,501,432,383,1117,12.84,63.47,13.49,98.48,0.62,0.47,0.25,0.06,0.04,0.59,45,30.38,25.55,10.83,4.9,13.11
"21025",16100,6812,10137,940,2326,1328,1122,7110,1240,1070,837,720,1857,15.22,64.45,11.53,98.69,0.39,0.66,0.09,0.29,0.02,0.53,78,42.47,25.5,33.22,10.13,9.42
"21027",18648,9890,11349,1182,2606,1349,1033,7362,1442,1347,1078,979,2652,12.77,59.79,14.22,95.84,2.86,0.72,0.23,0.08,0.02,1,44,31.08,24.92,15.82,6.01,25.95
"21029",61236,23160,39804,4439,9427,4436,3596,28045,4460,4362,3356,2355,4792,13.12,68.44,7.83,98.07,0.38,0.63,0.34,0.27,0.01,0.94,34,23.96,27.17,7.9,3.15,4.27
"21031",13010,5815,8051,817,1851,1002,850,5648,915,785,735,588,1671,14.24,63.92,12.84,97.88,0.52,1.04,0.22,0.17,0,1.21,45,39.31,25.27,16.05,4.85,13
"21033",13060,6126,7785,716,1675,851,599,4886,934,993,811,697,2348,11.1,55.72,17.98,93.89,4.81,0.61,0.15,0.16,0.01,1,47,26.91,22.41,15.88,5.5,11.35
"21035",34177,16069,22647,1676,3586,3038,4868,16323,2083,2028,1838,1519,5124,23.13,63.16,14.99,93.48,3.56,1.38,0.2,1.33,0.03,1.42,39,22.09,18.74,16.63,9.56,13.73
"21037",88616,36898,54734,6128,12754,6505,6055,39663,6291,5200,3988,3427,11165,14.17,66.07,12.6,96.64,1.57,0.86,0.17,0.54,0.01,1.08,35,19.16,25.64,9.33,3.87,5.84
"21039",5351,2490,3122,318,691,401,259,2074,390,360,289,251,978,12.33,57.62,18.28,97.78,0.95,0.82,0.41,0.07,0,0.78,43,26.64,23.38,13.11,6.25,11.33
"21041",10155,4439,6319,676,1422,762,637,4433,702,703,561,392,1266,13.78,64.31,12.47,95.16,1.94,3.25,0.23,0.17,0.05,2.51,46,31.88,25.31,14.89,6.74,11.24
"21043",26889,11534,16932,1719,3727,2058,1972,11679,1780,1852,1494,1264,3374,14.99,63.69,12.55,99.02,0.13,0.59,0.25,0.11,0,0.49,51,35.63,24.48,22.3,8.15,10.33
"21045",15447,7242,9324,972,2166,1071,847,6159,1047,1101,902,763,2337,12.42,60.19,15.13,98.3,0.33,1.28,0.28,0.06,0.05,1.02,60,42.55,24.51,25.55,5.88,13.56
"21047",72265,27182,44753,7129,10765,5143,8840,35756,3579,3157,2570,2256,7053,19.35,74.24,9.76,69.92,23.73,4.83,0.52,0.91,0.32,4.92,36,22.77,28.31,14.99,6.85,8.55
"21049",33144,13749,20796,2149,4630,2200,1926,14172,2418,2443,1766,1441,4125,12.45,63.21,12.45,93.6,4.77,1.19,0.17,0.2,0.01,1.26,44,24.95,24.81,10.64,4.65,5.34
"21051",24556,9439,15795,1394,3598,1919,1590,11509,1784,1500,1192,1050,2529,14.29,67.2,10.3,93.92,4.8,1.36,0.21,0.12,0.02,0.96,73,50.56,25.38,39.71,10.73,9.35
"21053",9634,4888,6002,608,1197,603,609,3880,644,683,618,556,1448,12.58,59.01,15.03,99.09,0.1,1.22,0.25,0.04,0.11,0.52,69,46.5,22.67,25.76,6.12,16.41
"21055",9384,4410,5677,509,1275,654,492,3596,662,642,662,509,1529,12.21,57.33,16.29,98.24,0.65,0.51,0.15,0.09,0,0.87,49,33.05,23.21,19.08,6.71,13.17
"21057",7147,3567,4180,403,949,497,332,2747,454,483,423,410,1278,11.6,57.35,17.88,95.28,3.41,0.6,0.14,0.04,0.06,1.12,62,44.03,23.63,23.81,6.53,16.57
"21059",91545,38432,55282,6171,13173,6958,5568,38548,6622,5946,4520,3922,12643,13.68,63.24,13.81,93.69,4.35,0.92,0.13,0.43,0.02,1.4,39,19.28,25.8,12.33,5.76,6.24
"21061",11644,6104,7224,698,1526,838,731,4803,781,824,749,588,1675,13.47,60.35,14.39,98.39,0.58,0.56,0.44,0.07,0,0.52,58,38.32,23.57,18.37,6.91,23.85
"21063",6748,3107,4135,436,966,508,414,2775,520,443,369,338,901,13.66,61.9,13.35,99.04,0.03,0.59,0.07,0,0.01,0.86,70,47.44,25.37,25.91,10.54,15.09
"21065",15307,6824,9548,922,2106,1078,977,6518,1051,1027,886,735,2062,13.43,62.36,13.47,99.07,0.11,0.53,0.24,0.03,0,0.55,65,41.5,24.15,26.43,7.36,10.49
"21067",260512,116167,178805,16146,30658,18422,28355,133143,18645,15846,11275,8625,26174,17.96,69.07,10.05,81.04,13.48,3.29,0.19,2.46,0.03,2.83,31,14.2,21.32,12.87,5.36,6.78
"21069",13792,6120,8447,918,1978,969,792,5759,985,941,744,622,1845,12.77,62.75,13.38,97.33,1.41,0.75,0.14,0.17,0,0.95,55,33.53,25.38,18.65,6.66,12.3
"21071",42441,18551,27238,2508,5577,3084,2866,18801,3334,2969,2242,1841,5169,14.02,63.35,12.18,97.73,1.29,0.61,0.12,0.24,0.08,0.63,75,38.68,23.64,30.26,10.04,9
"21073",47687,21409,31026,2899,6000,3259,3220,21011,3845,3491,2572,1984,5885,13.59,62.72,12.34,87.98,9.36,1.11,0.13,0.72,0.02,1.81,42,21.22,22.6,10.68,6.17,7.02
"21075",7752,3697,4464,503,1050,596,469,3039,545,483,431,341,1360,13.74,59.24,17.54,75.12,23.19,0.72,0.12,0.31,0,1.26,50,30.48,24.87,23.11,8.61,12.44
"21077",7870,3362,4813,591,1316,529,419,3386,545,503,417,302,810,12.05,67.26,10.29,96.72,1.59,1.04,0.18,0.22,0,1.3,44,32.04,28.55,13.38,3.46,13.68
"21079",14792,6414,9261,904,2091,990,813,6374,1059,953,838,644,1929,12.19,63.34,13.04,95.75,3.06,1.32,0.13,0.04,0,1.02,48,30.63,24.35,14.65,5.05,10.49
"21081",22384,9306,13822,1788,3623,1640,1470,10161,1415,1320,1104,836,2137,13.89,69.57,9.55,98.31,0.25,1.04,0.23,0.29,0.05,0.91,43,27.58,28.7,11.06,5.43,12.15
"21083",37028,16340,22002,2447,5040,2527,2111,14758,2572,2422,2110,1721,5958,12.53,60.08,16.09,92.73,4.44,2.4,0.2,0.2,0.01,2.43,47,26.61,24.49,16.37,5.51,9.17
"21085",24053,12802,14805,1509,3343,1661,1527,9919,1732,1598,1396,1184,3372,13.25,61.41,14.02,98.26,0.5,0.77,0.17,0.14,0.01,0.94,55,37.2,24.43,18.09,5.66,25.04
"21087",11518,5420,6952,620,1509,770,650,4512,835,789,688,613,1952,12.33,57.66,16.95,96.19,2.61,0.95,0.1,0.13,0,0.96,52,38.57,22.69,18.45,5.12,13.17
"21089",36891,15977,22803,2141,4973,2490,1992,14783,2732,2686,2264,1923,5389,12.15,59.36,14.61,98.07,0.57,0.55,0.19,0.38,0,0.79,55,24.88,23.58,14.12,7.3,9.02
"21091",8392,3600,5230,598,1295,545,517,3492,588,639,484,375,921,12.65,64.17,10.97,97.97,0.85,0.76,0.29,0.17,0,0.73,30,22.81,26.7,13.57,5.14,10.69
"21093",94174,37673,59117,6739,14516,7894,6797,44381,6602,5387,4105,3350,9094,15.6,69.7,9.66,81.99,11.87,3.35,0.42,1.8,0.22,3.92,34,17.69,27.57,10.04,5.74,8.43
"21095",33202,15017,20276,2032,4728,2499,1848,13461,2654,2441,1811,1446,4629,13.09,60.9,13.94,95.56,2.62,0.65,0.48,0.29,0.02,1.05,81,41.29,24.99,32.49,13.22,11.49
"21097",17983,7660,11074,1130,2560,1282,993,7641,1292,1209,964,775,2412,12.65,63.01,13.41,95.65,2.52,1.15,0.28,0.13,0.02,1.42,41,25.85,25.01,11.98,3.64,8.46
"21099",17445,8045,10524,1146,2542,1271,1021,7217,1215,1088,988,816,2433,13.14,62.51,13.95,92.58,6.2,0.86,0.22,0.11,0.03,0.9,54,41.82,25.73,22.42,6.57,15.86
"21101",44829,19466,27893,2866,6155,3192,2596,19216,3493,2996,2343,1867,5893,12.91,62.99,13.15,91.16,7.1,0.97,0.16,0.33,0.01,1.26,41,21.73,24.63,12.26,5.45,7.04
"21103",15060,6381,9386,1017,2171,1010,809,6298,1088,1091,826,715,1854,12.08,62.99,12.31,93.97,3.3,2.25,0.24,0.35,0.02,2.14,45,26.61,25.37,13.68,3.74,8.42
"21105",5262,2436,3128,283,668,325,247,1975,361,366,327,310,972,10.87,55.61,18.47,88.35,9.9,1.03,0.29,0.06,0,1.41,41,35.59,22.08,17.41,6.48,10.18
"21107",46519,20668,28421,2844,6467,3110,2665,18893,3582,3136,2553,2186,6858,12.41,60.63,14.74,92.02,6.21,0.91,0.19,0.34,0.02,1.24,47,28.67,24.16,16.53,7.05,8.94
"21109",13495,6065,8382,893,2005,1018,922,5905,987,826,661,621,1597,14.38,65.23,11.83,99.17,0.05,0.53,0.19,0.01,0.01,0.57,66,47.09,26.05,30.15,8.84,12.5
"21111",693604,305835,431351,46600,94395,45065,44022,300259,52679,45179,33282,27228,93982,12.84,63.62,13.55,77.38,18.88,1.78,0.22,1.39,0.04,2.13,36,18.15,24.26,12.36,5.04,6.15
"21113",39041,14646,25024,2876,5779,2982,3208,18321,2865,2422,1700,1361,3717,15.86,69.1,9.52,94.44,3.13,1.31,0.2,0.58,0.03,1.65,35,20.92,26.38,10.47,4.27,5.32
"21115",23445,10236,14863,1437,3109,1754,1390,9909,1866,1746,1287,1137,2954,13.41,61.65,12.6,98.64,0.25,0.61,0.13,0.29,0.02,0.69,72,36.24,24.01,26.56,8.41,11.07
"21117",151464,63571,94796,11085,22407,10318,10068,68751,10956,9488,6675,5333,16769,13.46,67.5,11.07,93.99,3.84,1.1,0.15,0.59,0.03,1.44,34,17.87,26.34,9.02,3.5,6.49
"21119",17649,7579,11326,1053,2398,1519,1263,7908,1353,1264,901,768,2004,15.76,64.36,11.35,98.27,0.73,0.63,0.11,0.15,0.01,0.74,76,41.3,24.47,31.06,15.62,11.37
"21121",31795,13999,19415,2244,4703,2339,2131,13402,2144,2096,1743,1407,4056,14.06,64,12.76,97.84,0.82,0.57,0.25,0.17,0.02,0.92,75,45.91,26.18,34.83,8.95,11.31
"21123",13373,5860,8018,845,1867,981,687,5445,950,863,739,657,2007,12.47,61,15.01,94.65,3.54,1.05,0.19,0.16,0.03,1.47,49,28.97,25.04,15.43,4.76,9.98
"21125",52715,22317,33272,3738,7391,3670,3452,23171,3781,3543,2782,2267,6042,13.51,65.07,11.46,97.66,0.63,0.55,0.37,0.35,0.01,1,56,36.14,25.42,21.25,5.38,8.8
"21127",15569,7040,9696,913,2264,1176,956,6608,1174,1061,868,744,1937,13.69,62.85,12.44,98.93,0.1,0.41,0.28,0.07,0.01,0.62,68,41.83,25.28,30.69,11.54,15.43
"21129",7916,3321,4984,411,1045,548,503,3453,568,523,404,377,1135,13.28,62.01,14.34,95.1,3.79,0.37,0.28,0.1,0.01,0.73,65,49.06,22.7,30.42,9.43,10.12
"21131",12401,5502,7926,758,1707,898,830,5554,983,811,588,576,1424,13.93,64.66,11.48,99.15,0.07,0.62,0.09,0.12,0.02,0.56,84,47.53,24.6,32.65,10.22,11.21
"21133",25277,11405,16098,1434,3360,1916,1599,10776,2057,1845,1390,1232,3183,13.91,61.6,12.59,98.71,0.51,0.44,0.1,0.28,0.02,0.4,74,41.52,23.72,27.1,10.99,11.57
"21135",14092,6173,8766,898,2021,1050,883,6083,1026,911,743,654,1756,13.72,63.88,12.46,98.92,0.21,0.44,0.21,0.03,0,0.63,64,42.57,25.33,28.49,11.7,12.17
"21137",23361,10127,14313,1580,3412,1550,1409,9910,1575,1445,1249,1139,3051,12.67,63.79,13.06,96.12,2.53,0.89,0.15,0.1,0,1.1,56,35.38,25.67,21.14,5,9.09
"21139",9804,4772,6153,515,1288,635,487,3891,739,724,657,527,1463,11.44,58.08,14.92,98.49,0.14,0.75,0.42,0.03,0.01,0.92,41,25.69,22.32,10.32,4.71,16.26
"21141",26573,11875,16092,1818,3785,1910,1554,11030,1854,1710,1509,1211,3656,13.04,62.59,13.76,90.7,7.62,1.08,0.21,0.17,0.01,1.31,42,31.47,25.68,15.54,4.21,11.53
"21143",8080,4189,5448,304,745,358,476,3495,618,548,499,514,1357,10.32,56.24,16.79,91.86,6.72,0.73,0.3,0.17,0.01,0.95,44,32.03,15.78,12.74,5.46,30.82
"21145",65514,30361,39754,3984,8687,4205,3612,26201,5174,4516,3734,2773,10445,11.93,59.33,15.94,86.76,10.88,1.06,0.22,0.51,0.05,1.63,42,19.73,23.38,15.12,5.97,8.65
"21147",17080,7405,10541,1152,2668,1432,1152,7408,1188,1153,935,766,1810,15.13,65.74,10.6,97.99,0.63,0.62,0.42,0.02,0.01,0.94,74,47.37,27.69,32.19,11.3,11.95
"21149",9938,4392,6095,653,1332,696,549,3995,713,693,619,495,1438,12.53,60.17,14.47,98.58,0.36,0.84,0.16,0.04,0.01,0.86,49,29.17,24.2,15.95,6.07,9.29
"21151",70872,29595,48427,4505,8579,6209,9541,36611,4518,4073,3190,2463,6933,22.22,70.12,9.78,93.01,4.44,0.97,0.28,0.72,0.02,1.55,39,24.75,21.89,16.75,4.99,8.25
"21153",13332,5447,8355,939,1954,1099,922,6044,979,825,611,573,1407,15.16,67.03,10.55,99.29,0.15,0.42,0.2,0.08,0,0.29,64,49.92,26.78,36.64,12.76,7.77
"21155",18212,7277,11277,1216,2600,1280,1301,8102,1258,1185,860,652,2339,14.17,65.44,12.84,89.17,9.12,0.79,0.09,0.43,0.01,1.19,47,29.49,25.24,18.64,5.92,9.12
"21157",30125,14730,18294,1532,3841,1887,1547,11574,2250,2021,1864,1772,5271,11.4,56.26,17.5,98.57,0.12,0.76,0.17,0.15,0.01,0.99,41,23.09,21.78,9.47,4.16,15.74
"21159",12578,5551,7814,886,1969,1037,843,5570,1006,850,593,479,1225,14.95,66.98,9.74,99.25,0.03,0.62,0.06,0.07,0.06,0.59,89,45.96,28.14,36.99,12.78,13.96
"21161",16800,7754,10143,1065,2300,1091,940,6816,1351,1097,862,705,2604,12.09,60.6,15.5,90.88,7.16,0.95,0.15,0.37,0.02,1.44,43,26.65,24.12,16.79,5.4,11.7
"21163",26349,10293,16371,2299,4301,1917,1724,12269,1741,1497,1150,953,2139,13.82,71.61,8.12,92.37,4.13,2.15,0.59,0.53,0.13,2.38,36,22.05,29.75,11.34,7.22,8
"21165",6556,3710,4150,383,880,619,411,2872,429,485,401,334,772,15.71,63.07,11.78,97.64,1.37,1.11,0.12,0.03,0.02,0.84,59,42.44,24.92,29.58,8.34,31.62
"21167",20817,9289,12700,1337,2921,1294,1078,8425,1511,1417,1186,983,3037,11.39,60.93,14.59,94,3.69,1.27,0.21,0.47,0.03,1.63,40,24.22,24.4,12.92,3.64,9.32
"21169",10037,4592,6057,638,1433,656,572,4093,691,598,560,515,1509,12.23,61.41,15.03,97.26,1.64,0.53,0.25,0.07,0,0.78,58,42.03,24.62,23.63,6.54,12.54
"21171",11756,5288,7149,738,1553,835,729,4815,791,758,678,627,1796,13.3,60.45,15.28,95.57,2.76,1.45,0.13,0.01,0.03,1.54,64,42.2,23.91,23.36,10.07,10.34
"21173",22554,9682,14039,1579,3092,1463,1442,9708,1609,1594,1175,897,2900,12.88,63.75,12.86,95.07,3.48,1.15,0.15,0.11,0.03,1.2,48,29.49,24.9,15.18,5.92,8.06
"21175",13948,5487,9187,747,1751,976,1126,6696,1049,830,662,570,1643,15.07,65.92,11.78,94.59,4.38,0.61,0.15,0.16,0.01,0.72,55,43.64,22.35,27.22,8.43,13.4
"21177",31839,13675,19707,1903,3973,2190,2057,13149,2327,2168,1882,1511,4926,13.34,59.75,15.47,94.19,4.65,0.73,0.13,0.13,0,0.91,50,34.25,22.63,19.68,7.61,9.64
"21179",37477,14934,23122,2769,5877,2770,2219,16514,2747,2418,1741,1428,3983,13.31,67.13,10.63,92.84,5.51,1.05,0.13,0.51,0.02,1.01,37,21,27.68,12.2,3.69,6.57
"21181",6813,3051,4158,425,892,446,413,2783,477,477,367,345,1047,12.61,60.18,15.37,98.31,0.84,0.54,0.25,0.12,0,0.48,50,37.12,23.6,13.16,9.58,11.18
"21183",22916,9909,13916,1439,3206,1657,1374,9336,1674,1495,1360,1110,3296,13.23,61.01,14.38,97.71,0.75,1.01,0.19,0.2,0.03,1.16,49,33.04,24.89,17.28,5.33,10.19
"21185",46178,15541,30287,3036,7432,3200,2170,20661,4097,3674,2502,1529,3247,11.63,67.41,7.03,93.62,4.21,1.3,0.21,0.44,0.01,1.53,21,13.51,27.38,4.06,2.52,4.41
"21187",10547,5345,6374,641,1556,756,623,4327,781,700,570,493,1479,13.07,61.86,14.02,97.03,1.13,1,0.27,0.23,0.02,1.34,44,32.06,25.54,15.47,5.29,23.55
"21189",4858,2247,2933,268,692,367,297,1977,365,303,295,227,731,13.67,60.46,15.05,99.22,0.1,0.72,0.06,0.04,0.02,0.58,83,50.77,24.58,45.38,8.83,15.71
"21191",14390,5756,8804,971,2434,1049,852,6395,910,910,702,566,1502,13.21,68.1,10.44,98.39,0.49,0.67,0.19,0.11,0.01,0.81,43,27.19,28.38,11.42,4.98,10.18
"21193",29390,12741,18941,1717,4067,2197,1843,13074,2336,2067,1513,1328,3288,13.75,64.16,11.19,97.34,1.64,0.52,0.05,0.49,0.01,0.48,68,41.65,24.37,29.11,11.59,10.05
"21195",68736,30923,44003,4174,9088,4871,4444,29925,5438,4947,3684,3032,8448,13.55,62.83,12.29,98.35,0.45,0.65,0.11,0.41,0.03,0.69,77,38.24,23.69,23.42,8.95,10.71
"21197",13237,5526,8311,900,1947,1058,870,5905,964,847,691,581,1402,14.57,66.12,10.59,98.56,0.62,0.66,0.12,0.05,0,0.65,62,43.85,26.62,23.46,5.62,8.72
"21199",56217,27181,34575,3317,7473,3707,3140,22940,4167,3744,3223,2867,8486,12.18,60,15.1,97.48,1.07,0.81,0.22,0.37,0.02,0.86,55,34.41,23.4,19.09,5.07,16.42
"21201",2266,1034,1343,124,329,141,96,852,162,146,148,121,384,10.46,57.59,16.95,98.63,0.04,0.93,0.04,0,0,1.28,42,39.14,23.79,22.24,5.66,16.25
"21203",16582,7353,10332,993,2343,1113,1062,7142,1146,1069,898,795,2196,13.12,63.19,13.24,98.81,0.14,0.62,0.24,0.13,0.01,0.68,56,42.32,24.45,23.11,6.74,11
"21205",22094,8985,15324,1204,2515,2425,3524,11662,1288,1235,961,934,2295,26.93,69.62,10.39,95.98,1.56,1.06,0.21,0.89,0.01,1.36,44,29.1,20.25,21.26,8.15,11.78
"21207",16315,9064,9952,896,2111,1073,824,6390,1162,1135,1015,918,2688,11.63,57.6,16.48,98.34,0.58,0.86,0.12,0.14,0.02,0.82,63,38.18,22.53,24.28,6.51,23.42
"21209",33061,12977,21440,2517,4838,2575,2671,16026,2424,1853,1414,1053,2936,15.87,70.72,8.88,91.94,5.35,1.61,0.26,0.5,0.01,1.95,33,19.48,26.27,8.77,3.77,6.68
"21211",33337,12857,21356,2288,4587,2426,1983,14881,2507,2338,1833,1313,3590,13.23,65.26,10.77,86.61,8.83,4.51,0.3,0.4,0.12,3.86,31,20.89,25.17,9.92,3.87,5.86
"21213",16405,7016,9947,1228,2394,1076,1002,6864,1175,1026,837,728,2153,12.67,63.92,13.12,87.84,10.22,0.91,0.17,0.55,0.06,1.23,39,26.39,26.24,11.55,3.25,8.57
"21215",11766,4555,7522,854,1808,803,617,5365,899,748,572,447,1073,12.07,68.22,9.12,97.5,1.13,1.12,0.22,0.08,0,1.06,36,24.62,26.95,8.75,4.06,6.67
"21217",22927,10180,14075,1387,3017,1784,1558,9510,1570,1541,1241,1174,3487,14.58,60.69,15.21,93.62,5.06,0.82,0.1,0.18,0.02,1.04,54,31.96,23.4,17.49,7.3,9.3
"21219",11971,5121,7117,893,1782,827,718,4945,778,732,666,504,1671,12.91,63.65,13.96,89.32,8.75,1.66,0.15,0.17,0.03,1.61,47,36.53,26.59,17.16,4.45,10.78
"21221",12597,6698,7621,737,1693,706,610,4676,905,879,840,777,2090,10.45,56.41,16.59,88.34,9.79,0.9,0.21,0.25,0.01,1.41,49,27.85,22.91,12.33,4.88,22.14
