ZCTA,time_to_nearest_methadone,count_in_range_methadone,methadone_score
74360,17,1,0.43333333333333335
74359,56,0,0.0
74358,8,1,0.7333333333333333
74354,0,1,1.0
74352,56,0,0.0
74350,49,0,0.0
74349,46,0,0.0
74347,49,0,0.0
74346,67,0,0.0
74344,48,0,0.0
74343,24,1,0.2
74342,68,0,0.0
74340,53,0,0.0
74339,10,1,0.6666666666666666
74338,47,0,0.0
74337,43,0,0.0
74333,30,1,0.0
74332,45,0,0.0
74331,33,0,0.0
74330,53,0,0.0
74301,45,0,0.0
74146,0,4,2.6
74145,0,4,2.8
74137,15,4,1.5
74136,10,4,1.8333333333333333
74135,6,4,2.3
74134,6,4,2.0666666666666664
74133,7,4,2.166666666666667
74132,18,4,1.1333333333333333
74131,19,4,0.7
74130,9,4,1.0999999999999999
74129,4,4,2.4
74128,5,4,2.3
74127,10,4,1.3333333333333333
74126,12,4,0.8666666666666666
74120,8,4,1.8666666666666665
74119,8,4,1.7999999999999998
74117,13,4,0.8999999999999999
74116,9,4,1.9666666666666666
74115,5,4,1.9
74114,7,4,2.2333333333333334
74112,9,4,2.0999999999999996
74110,0,4,1.9333333333333336
74108,11,4,1.6999999999999997
74107,13,4,1.3
74106,6,4,1.4000000000000001
74105,10,4,1.8666666666666667
74104,6,4,2.0
74103,8,4,1.5333333333333332
74085,60,0,0.0
74084,38,0,0.0
74083,35,0,0.0
74082,33,0,0.0
74081,44,0,0.0
74080,41,0,0.0
74079,57,0,0.0
74078,55,0,0.0
74075,53,0,0.0
74074,62,0,0.0
74073,19,1,0.36666666666666664
74072,51,0,0.0
74071,52,0,0.0
74070,29,1,0.03333333333333333
74068,59,0,0.0
74066,25,4,0.3
74063,22,3,0.26666666666666666
74062,74,0,0.0
74061,38,0,0.0
74060,43,0,0.0
74059,62,0,0.0
74058,56,0,0.0
74056,26,1,0.13333333333333333
74055,19,4,0.8999999999999999
74054,52,0,0.0
74053,33,0,0.0
74052,53,0,0.0
74051,27,1,0.1
74050,17,4,0.9000000000000001
74048,32,0,0.0
74047,31,0,0.0
74046,62,0,0.0
74045,52,0,0.0
74044,36,0,0.0
74042,45,0,0.0
74041,28,4,0.2
74039,33,0,0.0
74038,59,0,0.0
74037,18,4,1.1666666666666667
74036,33,0,0.0
74035,49,0,0.0
74034,46,0,0.0
74033,24,4,0.5666666666666667
74032,57,0,0.0
74030,53,0,0.0
74029,13,1,0.5666666666666667
74028,55,0,0.0
74027,39,0,0.0
74026,55,0,0.0
74023,68,0,0.0
74022,25,1,0.16666666666666666
74021,26,4,0.3
74020,40,0,0.0
74019,30,1,0.0
74017,36,0,0.0
74016,56,0,0.0
74015,20,4,0.8
74014,14,4,1.4
74012,10,4,1.8
74011,13,4,1.6333333333333333
74010,44,0,0.0
74008,17,3,1.2333333333333334
74006,10,1,0.6666666666666666
74003,0,1,1.0
74002,22,1,0.26666666666666666
74001,36,0,0.0
73951,999,0,0.0
73950,999,0,0.0
73949,999,0,0.0
73947,999,0,0.0
73946,999,0,0.0
73945,999,0,0.0
73944,999,0,0.0
73942,999,0,0.0
73939,999,0,0.0
73938,999,0,0.0
73937,999,0,0.0
73933,999,0,0.0
73932,999,0,0.0
73931,999,0,0.0
73901,999,0,0.0
73860,999,0,0.0
73859,999,0,0.0
73858,999,0,0.0
73857,999,0,0.0
73855,999,0,0.0
73853,999,0,0.0
73852,999,0,0.0
73851,999,0,0.0
73848,999,0,0.0
73844,999,0,0.0
73843,999,0,0.0
73842,999,0,0.0
73841,999,0,0.0
73840,999,0,0.0
73838,999,0,0.0
73835,999,0,0.0
73834,999,0,0.0
73832,999,0,0.0
73801,999,0,0.0
73773,91,0,0.0
73772,78,0,0.0
73771,89,0,0.0
73768,134,0,0.0
73766,57,0,0.0
73764,80,0,0.0
73763,104,0,0.0
73762,46,0,0.0
73761,78,0,0.0
73760,105,0,0.0
73759,66,0,0.0
73758,108,0,0.0
73757,62,0,0.0
73756,103,0,0.0
73755,999,0,0.0
73754,94,0,0.0
73753,77,0,0.0
73750,58,0,0.0
73749,90,0,0.0
73747,119,0,0.0
73746,999,0,0.0
73744,91,0,0.0
73743,86,0,0.0
73742,81,0,0.0
73741,106,0,0.0
73739,100,0,0.0
73738,62,0,0.0
73737,999,0,0.0
73736,69,0,0.0
73735,98,0,0.0
73734,76,0,0.0
73733,75,0,0.0
73731,999,0,0.0
73730,66,0,0.0
73729,999,0,0.0
73728,109,0,0.0
73727,93,0,0.0
73726,999,0,0.0
73724,117,0,0.0
73722,123,0,0.0
73720,84,0,0.0
73719,999,0,0.0
73718,117,0,0.0
73717,999,0,0.0
73716,999,0,0.0
73705,89,0,0.0
73703,84,0,0.0
73701,79,0,0.0
73673,999,0,0.0
73669,107,0,0.0
73667,999,0,0.0
73666,999,0,0.0
73664,117,0,0.0
73663,999,0,0.0
73662,999,0,0.0
73661,108,0,0.0
73660,999,0,0.0
73659,999,0,0.0
73658,999,0,0.0
73655,114,0,0.0
73654,999,0,0.0
73651,94,0,0.0
73650,999,0,0.0
73647,999,0,0.0
73646,89,0,0.0
73645,999,0,0.0
73644,999,0,0.0
73642,999,0,0.0
73641,135,0,0.0
73639,999,0,0.0
73638,999,0,0.0
73632,120,0,0.0
73628,999,0,0.0
73627,999,0,0.0
73626,999,0,0.0
73625,999,0,0.0
73624,999,0,0.0
73622,129,0,0.0
73620,999,0,0.0
73601,140,0,0.0
73573,63,0,0.0
73572,31,0,0.0
73571,999,0,0.0
73570,71,0,0.0
73569,56,0,0.0
73568,50,0,0.0
73567,33,0,0.0
73566,48,0,0.0
73565,61,0,0.0
73564,73,0,0.0
73562,31,0,0.0
73560,92,0,0.0
73559,56,0,0.0
73557,22,1,0.26666666666666666
73556,93,0,0.0
73555,58,0,0.0
73554,110,0,0.0
73553,66,0,0.0
73552,34,0,0.0
73551,70,0,0.0
73550,999,0,0.0
73549,61,0,0.0
73548,74,0,0.0
73547,105,0,0.0
73546,43,0,0.0
73544,999,0,0.0
73543,18,1,0.4
73542,69,0,0.0
73541,39,0,0.0
73540,28,1,0.06666666666666667
73539,93,0,0.0
73538,38,0,0.0
73537,999,0,0.0
73533,37,0,0.0
73532,999,0,0.0
73531,32,0,0.0
73530,65,0,0.0
73529,53,0,0.0
73528,40,0,0.0
73527,33,0,0.0
73526,93,0,0.0
73521,74,0,0.0
73520,64,0,0.0
73507,9,1,0.7
73505,13,1,0.5666666666666667
73503,12,1,0.6
73501,0,1,1.0
73491,69,0,0.0
73487,60,0,0.0
73481,60,0,0.0
73463,25,1,0.16666666666666666
73461,61,0,0.0
73460,51,0,0.0
73459,33,0,0.0
73458,20,1,0.3333333333333333
73456,36,0,0.0
73455,41,0,0.0
73453,30,1,0.0
73450,46,0,0.0
73449,0,1,1.0
73448,24,1,0.2
73447,28,1,0.06666666666666667
73446,33,0,0.0
73444,54,0,0.0
73443,11,1,0.6333333333333333
73442,58,0,0.0
73441,59,0,0.0
73440,48,0,0.0
73439,45,0,0.0
73438,34,0,0.0
73437,67,0,0.0
73434,92,0,0.0
73433,70,0,0.0
73432,44,0,0.0
73430,49,0,0.0
73425,67,0,0.0
73401,0,1,1.0
73179,12,6,1.5333333333333332
73173,15,5,1.4
73170,13,5,1.6
73169,13,6,1.4666666666666666
73165,22,4,0.4666666666666667
73162,16,6,1.1333333333333333
73160,9,6,1.7
73159,6,6,2.2333333333333334
73151,17,6,0.9666666666666668
73150,17,5,1.0333333333333334
73149,0,6,2.333333333333333
73145,12,6,1.6
73142,16,5,0.9666666666666668
73141,16,6,1.0999999999999999
73139,6,6,2.1666666666666665
73135,10,6,1.7
73134,10,6,1.3666666666666665
73132,17,6,1.2333333333333334
73131,11,6,1.3666666666666665
73130,18,5,0.9333333333333333
73129,6,6,2.2666666666666666
73128,13,6,1.5333333333333334
73127,11,6,1.7333333333333334
73122,13,6,1.6333333333333333
73121,12,6,1.5333333333333334
73120,8,6,1.6
73119,0,6,2.533333333333333
73118,5,6,2.3
73117,4,6,2.2
73116,10,6,1.8333333333333333
73115,9,6,1.8666666666666667
73114,0,6,2.0
73112,10,6,1.9333333333333331
73111,7,6,1.9666666666666668
73110,12,6,1.4666666666666666
73109,5,6,2.3333333333333335
73108,0,6,2.5666666666666664
73107,7,6,2.2
73106,0,6,2.533333333333333
73105,5,6,2.2
73104,0,6,2.5
73103,3,6,2.4
73102,3,6,2.566666666666667
73099,19,6,0.8999999999999999
73098,47,0,0.0
73097,12,6,1.5666666666666667
73096,76,0,0.0
73095,48,0,0.0
73093,34,0,0.0
73092,56,0,0.0
73090,35,0,0.0
73089,32,0,0.0
73086,42,0,0.0
73084,20,6,0.7
73082,47,0,0.0
73080,48,0,0.0
73079,64,0,0.0
73078,32,0,0.0
73077,53,0,0.0
73075,59,0,0.0
73074,60,0,0.0
73073,58,0,0.0
73072,19,5,0.6666666666666666
73071,25,2,0.16666666666666666
73069,21,4,0.5333333333333333
73068,42,0,0.0
73067,55,0,0.0
73066,20,6,0.7333333333333333
73065,20,5,0.8666666666666667
73064,19,5,0.8666666666666666
73063,55,0,0.0
73062,86,0,0.0
73061,42,0,0.0
73059,55,0,0.0
73058,49,0,0.0
73057,61,0,0.0
73056,61,0,0.0
73055,35,0,0.0
73054,31,0,0.0
73053,76,0,0.0
73052,70,0,0.0
73051,58,0,0.0
73050,45,0,0.0
73049,35,0,0.0
73048,69,0,0.0
73047,63,0,0.0
73045,33,0,0.0
73044,32,0,0.0
73043,66,0,0.0
73042,79,0,0.0
73041,92,0,0.0
73040,56,0,0.0
73038,67,0,0.0
73036,30,1,0.0
73034,21,3,0.43333333333333335
73033,98,0,0.0
73032,42,0,0.0
73030,31,0,0.0
73029,40,0,0.0
73028,40,0,0.0
73027,46,0,0.0
73026,42,0,0.0
73025,24,1,0.2
73024,126,0,0.0
73021,104,0,0.0
73020,26,2,0.16666666666666666
73019,25,2,0.16666666666666666
73018,44,0,0.0
73017,53,0,0.0
73016,37,0,0.0
73015,75,0,0.0
73014,49,0,0.0
73013,8,6,1.5333333333333332
73012,15,5,0.7999999999999999
73011,84,0,0.0
73010,33,0,0.0
73009,79,0,0.0
73008,14,6,1.4666666666666666
73007,30,1,0.0
73006,34,0,0.0
73005,62,0,0.0
73004,61,0,0.0
73003,14,4,0.9333333333333333
73002,71,0,0.0
72959,42,0,0.0
72958,87,0,0.0
72956,30,1,0.0
72955,56,0,0.0
72952,49,0,0.0
72951,72,0,0.0
72950,108,0,0.0
72949,64,0,0.0
72948,63,0,0.0
72947,48,0,0.0
72946,54,0,0.0
72945,56,0,0.0
72944,60,0,0.0
72943,89,0,0.0
72941,47,0,0.0
72940,51,0,0.0
72938,65,0,0.0
72937,48,0,0.0
72936,45,0,0.0
72935,45,0,0.0
72934,69,0,0.0
72933,58,0,0.0
72932,47,0,0.0
72930,82,0,0.0
72928,66,0,0.0
72927,77,0,0.0
72926,109,0,0.0
72923,31,0,0.0
72921,41,0,0.0
72916,33,0,0.0
72908,28,1,0.06666666666666667
72904,21,1,0.3
72903,25,1,0.16666666666666666
72901,21,1,0.3
72865,99,0,0.0
72863,96,0,0.0
72860,126,0,0.0
72858,79,0,0.0
72857,136,0,0.0
72856,144,0,0.0
72855,82,0,0.0
72854,118,0,0.0
72853,104,0,0.0
72852,113,0,0.0
72851,105,0,0.0
72847,98,0,0.0
72846,99,0,0.0
72845,94,0,0.0
72843,103,0,0.0
72842,106,0,0.0
72841,133,0,0.0
72840,92,0,0.0
72839,142,0,0.0
72838,145,0,0.0
72837,97,0,0.0
72835,109,0,0.0
72834,98,0,0.0
72833,119,0,0.0
72832,82,0,0.0
72830,87,0,0.0
72828,150,0,0.0
72827,156,0,0.0
72826,95,0,0.0
72824,127,0,0.0
72823,71,0,0.0
72821,76,0,0.0
72802,84,0,0.0
72801,85,0,0.0
72776,71,0,0.0
72774,23,1,0.23333333333333334
72773,49,0,0.0
72769,49,0,0.0
72768,58,0,0.0
72764,11,1,0.6333333333333333
72762,0,1,1.0
72761,28,1,0.06666666666666667
72760,75,0,0.0
72758,15,1,0.5
72756,22,1,0.26666666666666666
72753,29,1,0.03333333333333333
72752,94,0,0.0
72751,31,0,0.0
72749,50,0,0.0
72747,60,0,0.0
72745,15,1,0.5
72744,41,0,0.0
72742,84,0,0.0
72740,47,0,0.0
72739,32,0,0.0
72738,28,1,0.06666666666666667
72736,47,0,0.0
72734,35,0,0.0
72732,39,0,0.0
72730,20,1,0.3333333333333333
72729,68,0,0.0
72727,45,0,0.0
72722,42,0,0.0
72721,81,0,0.0
72719,28,1,0.06666666666666667
72718,15,1,0.5
72717,56,0,0.0
72715,38,0,0.0
72714,35,0,0.0
72712,21,1,0.3
72704,15,1,0.5
72703,14,1,0.5333333333333333
72701,19,1,0.36666666666666664
72687,112,0,0.0
72686,999,0,0.0
72685,134,0,0.0
72683,137,0,0.0
72682,125,0,0.0
72680,148,0,0.0
72679,999,0,0.0
72677,109,0,0.0
72675,151,0,0.0
72672,128,0,0.0
72670,93,0,0.0
72669,999,0,0.0
72668,132,0,0.0
72666,138,0,0.0
72663,146,0,0.0
72662,75,0,0.0
72661,91,0,0.0
72660,85,0,0.0
72658,98,0,0.0
72655,155,0,0.0
72653,77,0,0.0
72651,87,0,0.0
72650,168,0,0.0
72648,131,0,0.0
72645,999,0,0.0
72644,103,0,0.0
72642,93,0,0.0
72641,128,0,0.0
72640,142,0,0.0
72639,148,0,0.0
72638,96,0,0.0
72636,999,0,0.0
72635,88,0,0.0
72634,97,0,0.0
72633,999,0,0.0
72632,67,0,0.0
72631,70,0,0.0
72630,114,0,0.0
72629,999,0,0.0
72628,146,0,0.0
72626,90,0,0.0
72624,94,0,0.0
72623,70,0,0.0
72619,101,0,0.0
72617,142,0,0.0
72616,84,0,0.0
72611,87,0,0.0
72601,91,0,0.0
72587,74,0,0.0
72585,84,0,0.0
72584,94,0,0.0
72583,48,0,0.0
72581,95,0,0.0
72579,90,0,0.0
72578,48,0,0.0
72577,105,0,0.0
72576,50,0,0.0
72573,101,0,0.0
72572,85,0,0.0
72571,86,0,0.0
72569,100,0,0.0
72568,86,0,0.0
72567,136,0,0.0
72566,80,0,0.0
72565,69,0,0.0
72564,80,0,0.0
72562,77,0,0.0
72561,109,0,0.0
72560,122,0,0.0
72556,87,0,0.0
72555,143,0,0.0
72554,50,0,0.0
72553,77,0,0.0
72550,112,0,0.0
72546,101,0,0.0
72544,68,0,0.0
72543,89,0,0.0
72542,69,0,0.0
72540,110,0,0.0
72539,69,0,0.0
72538,53,0,0.0
72537,55,0,0.0
72536,81,0,0.0
72534,104,0,0.0
72533,129,0,0.0
72532,91,0,0.0
72531,77,0,0.0
72530,105,0,0.0
72529,75,0,0.0
72528,87,0,0.0
72527,104,0,0.0
72526,112,0,0.0
72524,75,0,0.0
72523,111,0,0.0
72522,84,0,0.0
72521,99,0,0.0
72520,61,0,0.0
72519,96,0,0.0
72517,78,0,0.0
72515,69,0,0.0
72513,81,0,0.0
72512,73,0,0.0
72501,94,0,0.0
72482,79,0,0.0
72479,37,0,0.0
72478,86,0,0.0
72476,35,0,0.0
72473,49,0,0.0
72472,28,1,0.06666666666666667
72471,44,0,0.0
72470,51,0,0.0
72469,77,0,0.0
72467,4,1,0.8666666666666667
72466,71,0,0.0
72464,52,0,0.0
72462,58,0,0.0
72461,54,0,0.0
72460,85,0,0.0
72459,69,0,0.0
72458,53,0,0.0
72457,41,0,0.0
72456,49,0,0.0
72455,56,0,0.0
72454,54,0,0.0
72453,74,0,0.0
72450,25,1,0.16666666666666666
72449,54,0,0.0
72447,40,0,0.0
72445,40,0,0.0
72444,71,0,0.0
72443,44,0,0.0
72442,55,0,0.0
72441,57,0,0.0
72440,67,0,0.0
72438,53,0,0.0
72437,25,1,0.16666666666666666
72436,45,0,0.0
72435,65,0,0.0
72434,58,0,0.0
72433,35,0,0.0
72432,36,0,0.0
72431,48,0,0.0
72430,65,0,0.0
72429,53,0,0.0
72428,73,0,0.0
72427,31,0,0.0
72426,68,0,0.0
72425,67,0,0.0
72424,54,0,0.0
72422,42,0,0.0
72421,23,1,0.23333333333333334
72419,45,0,0.0
72417,13,1,0.5666666666666667
72416,19,1,0.36666666666666664
72415,50,0,0.0
72414,33,0,0.0
72413,64,0,0.0
72412,44,0,0.0
72411,18,1,0.4
72410,49,0,0.0
72404,12,1,0.6
72401,0,1,1.0
72396,71,0,0.0
72395,70,0,0.0
72394,68,0,0.0
72392,74,0,0.0
72390,93,0,0.0
72389,999,0,0.0
72386,44,0,0.0
72384,47,0,0.0
72383,999,0,0.0
72379,999,0,0.0
72377,57,0,0.0
72376,42,0,0.0
72374,104,0,0.0
72373,63,0,0.0
72372,77,0,0.0
72370,75,0,0.0
72368,97,0,0.0
72367,999,0,0.0
72366,114,0,0.0
72365,41,0,0.0
72364,32,0,0.0
72360,92,0,0.0
72359,65,0,0.0
72358,70,0,0.0
72355,104,0,0.0
72354,57,0,0.0
72353,999,0,0.0
72351,71,0,0.0
72350,60,0,0.0
72348,68,0,0.0
72347,59,0,0.0
72346,54,0,0.0
72342,91,0,0.0
72341,81,0,0.0
72340,86,0,0.0
72339,48,0,0.0
72338,62,0,0.0
72335,69,0,0.0
72333,999,0,0.0
72332,41,0,0.0
72331,54,0,0.0
72330,72,0,0.0
72329,76,0,0.0
72328,999,0,0.0
72327,41,0,0.0
72326,81,0,0.0
72325,40,0,0.0
72324,54,0,0.0
72322,71,0,0.0
72321,67,0,0.0
72320,79,0,0.0
72315,60,0,0.0
72311,106,0,0.0
72301,27,1,0.1
72227,6,3,1.4000000000000001
72223,16,3,0.5666666666666667
72212,11,3,1.0666666666666667
72211,8,3,1.3
72210,18,2,0.7
72209,12,3,1.5
72207,5,3,1.4
72206,16,3,1.1666666666666667
72205,0,3,1.7
72204,7,3,1.4000000000000001
72202,7,3,1.6
72201,8,3,1.6666666666666665
72181,45,0,0.0
72179,91,0,0.0
72176,40,0,0.0
72175,81,0,0.0
72173,49,0,0.0
72170,84,0,0.0
72169,76,0,0.0
72168,57,0,0.0
72167,29,1,0.03333333333333333
72166,999,0,0.0
72165,93,0,0.0
72160,78,0,0.0
72157,72,0,0.0
72156,69,0,0.0
72153,108,0,0.0
72152,69,0,0.0
72150,48,0,0.0
72149,57,0,0.0
72143,57,0,0.0
72142,17,2,0.5333333333333333
72141,106,0,0.0
72140,133,0,0.0
72139,69,0,0.0
72137,75,0,0.0
72136,59,0,0.0
72135,33,0,0.0
72134,85,0,0.0
72132,34,0,0.0
72131,79,0,0.0
72130,122,0,0.0
72129,44,0,0.0
72128,42,0,0.0
72127,55,0,0.0
72126,67,0,0.0
72125,67,0,0.0
72123,92,0,0.0
72122,56,0,0.0
72121,85,0,0.0
72120,17,2,0.6
72119,19,2,0.6
72118,13,3,1.0
72117,0,3,1.4
72116,10,3,1.1
72114,9,3,1.5333333333333332
72113,19,2,0.6
72112,52,0,0.0
72111,59,0,0.0
72110,58,0,0.0
72108,94,0,0.0
72107,45,0,0.0
72106,27,2,0.16666666666666669
72104,34,0,0.0
72103,25,2,0.3333333333333333
72102,50,0,0.0
72101,86,0,0.0
72099,21,2,0.3
72088,120,0,0.0
72087,47,0,0.0
72086,28,1,0.06666666666666667
72085,75,0,0.0
72084,72,0,0.0
72083,29,1,0.03333333333333333
72082,58,0,0.0
72081,65,0,0.0
72080,117,0,0.0
72079,40,0,0.0
72076,17,2,0.5666666666666667
72074,85,0,0.0
72073,78,0,0.0
72072,54,0,0.0
72070,67,0,0.0
72069,112,0,0.0
72068,54,0,0.0
72067,101,0,0.0
72065,39,0,0.0
72064,52,0,0.0
72063,81,0,0.0
72061,63,0,0.0
72060,79,0,0.0
72059,100,0,0.0
72058,49,0,0.0
72057,70,0,0.0
72055,133,0,0.0
72051,999,0,0.0
72048,999,0,0.0
72047,71,0,0.0
72046,36,0,0.0
72045,50,0,0.0
72044,145,0,0.0
72042,115,0,0.0
72041,59,0,0.0
72040,63,0,0.0
72039,65,0,0.0
72038,111,0,0.0
72037,45,0,0.0
72036,84,0,0.0
72035,38,0,0.0
72034,39,0,0.0
72032,41,0,0.0
72031,88,0,0.0
72030,94,0,0.0
72029,90,0,0.0
72027,81,0,0.0
72026,101,0,0.0
72025,95,0,0.0
72024,33,0,0.0
72023,28,1,0.06666666666666667
72022,0,3,1.2666666666666666
72021,72,0,0.0
72020,84,0,0.0
72019,15,1,0.5
72017,82,0,0.0
72016,60,0,0.0
72015,12,1,0.6
72014,74,0,0.0
72013,69,0,0.0
72012,39,0,0.0
72011,18,1,0.4
72010,67,0,0.0
72007,32,0,0.0
72006,86,0,0.0
72005,55,0,0.0
72004,75,0,0.0
72003,103,0,0.0
72002,6,2,1.0333333333333334
72001,81,0,0.0
71999,57,0,0.0
71998,57,0,0.0
71973,111,0,0.0
71972,999,0,0.0
71971,117,0,0.0
71970,124,0,0.0
71969,118,0,0.0
71968,66,0,0.0
71965,999,0,0.0
71964,63,0,0.0
71962,80,0,0.0
71961,153,0,0.0
71960,117,0,0.0
71959,113,0,0.0
71958,98,0,0.0
71957,98,0,0.0
71956,66,0,0.0
71953,137,0,0.0
71952,122,0,0.0
71950,118,0,0.0
71949,78,0,0.0
71945,156,0,0.0
71944,105,0,0.0
71943,93,0,0.0
71941,52,0,0.0
71940,84,0,0.0
71937,999,0,0.0
71935,999,0,0.0
71933,77,0,0.0
71929,65,0,0.0
71923,57,0,0.0
71922,81,0,0.0
71921,94,0,0.0
71913,49,0,0.0
71909,69,0,0.0
71901,46,0,0.0
71866,77,0,0.0
71865,36,0,0.0
71862,48,0,0.0
71861,75,0,0.0
71860,40,0,0.0
71859,44,0,0.0
71858,71,0,0.0
71857,57,0,0.0
71855,60,0,0.0
71854,0,1,1.0
71853,21,1,0.3
71852,76,0,0.0
71851,67,0,0.0
71847,72,0,0.0
71846,62,0,0.0
71845,30,1,0.0
71842,76,0,0.0
71841,96,0,0.0
71839,26,1,0.13333333333333333
71838,39,0,0.0
71837,21,1,0.3
71836,63,0,0.0
71835,58,0,0.0
71834,36,0,0.0
71833,89,0,0.0
71832,82,0,0.0
71827,49,0,0.0
71826,56,0,0.0
71825,65,0,0.0
71823,52,0,0.0
71822,31,0,0.0
71820,53,0,0.0
71801,41,0,0.0
71772,86,0,0.0
71770,57,0,0.0
71766,103,0,0.0
71765,81,0,0.0
71764,82,0,0.0
71763,101,0,0.0
71762,999,0,0.0
71759,999,0,0.0
71758,93,0,0.0
71753,64,0,0.0
71752,69,0,0.0
71751,119,0,0.0
71749,97,0,0.0
71747,72,0,0.0
71745,999,0,0.0
71744,131,0,0.0
71743,78,0,0.0
71742,89,0,0.0
71740,84,0,0.0
71730,100,0,0.0
71726,108,0,0.0
71725,85,0,0.0
71724,999,0,0.0
71722,88,0,0.0
71720,104,0,0.0
71711,999,0,0.0
71701,106,0,0.0
71677,999,0,0.0
71676,81,0,0.0
71675,999,0,0.0
71674,999,0,0.0
71671,999,0,0.0
71670,999,0,0.0
71667,98,0,0.0
71666,999,0,0.0
71665,93,0,0.0
71663,110,0,0.0
71662,999,0,0.0
71661,94,0,0.0
71660,126,0,0.0
71659,73,0,0.0
71658,111,0,0.0
71655,999,0,0.0
71654,999,0,0.0
71653,999,0,0.0
71652,100,0,0.0
71651,110,0,0.0
71647,136,0,0.0
71646,105,0,0.0
71644,98,0,0.0
71643,92,0,0.0
71642,119,0,0.0
71640,111,0,0.0
71639,999,0,0.0
71638,999,0,0.0
71635,97,0,0.0
71631,999,0,0.0
71630,999,0,0.0
71603,55,0,0.0
71602,49,0,0.0
71601,58,0,0.0
71486,78,0,0.0
71485,17,1,0.43333333333333335
71483,65,0,0.0
71480,59,0,0.0
71479,56,0,0.0
71474,45,0,0.0
71473,80,0,0.0
71472,37,0,0.0
71469,82,0,0.0
71468,78,0,0.0
71467,27,1,0.1
71466,25,1,0.16666666666666666
71465,64,0,0.0
71463,48,0,0.0
71462,86,0,0.0
71461,60,0,0.0
71459,65,0,0.0
71457,68,0,0.0
71456,57,0,0.0
71455,47,0,0.0
71454,67,0,0.0
71452,52,0,0.0
71450,81,0,0.0
71449,77,0,0.0
71447,37,0,0.0
71446,58,0,0.0
71441,47,0,0.0
71439,73,0,0.0
71438,38,0,0.0
71435,42,0,0.0
71433,39,0,0.0
71432,49,0,0.0
71430,32,0,0.0
71429,86,0,0.0
71427,45,0,0.0
71426,85,0,0.0
71425,72,0,0.0
71424,29,1,0.03333333333333333
71423,30,1,0.0
71422,75,0,0.0
71419,75,0,0.0
71418,31,0,0.0
71417,36,0,0.0
71416,49,0,0.0
71414,81,0,0.0
71411,92,0,0.0
71410,78,0,0.0
71409,19,1,0.36666666666666664
71407,26,1,0.13333333333333333
71406,86,0,0.0
71405,18,1,0.4
71404,73,0,0.0
71403,72,0,0.0
71401,90,0,0.0
71378,74,0,0.0
71377,71,0,0.0
71375,108,0,0.0
71373,103,0,0.0
71371,57,0,0.0
71369,79,0,0.0
71368,79,0,0.0
71367,53,0,0.0
71366,112,0,0.0
71362,82,0,0.0
71360,17,1,0.43333333333333335
71358,75,0,0.0
71357,97,0,0.0
71356,67,0,0.0
71355,73,0,0.0
71354,122,0,0.0
71353,76,0,0.0
71351,50,0,0.0
71350,59,0,0.0
71346,23,1,0.23333333333333334
71345,59,0,0.0
71343,64,0,0.0
71342,63,0,0.0
71341,46,0,0.0
71340,88,0,0.0
71339,70,0,0.0
71336,65,0,0.0
71334,87,0,0.0
71333,60,0,0.0
71331,52,0,0.0
71328,40,0,0.0
71327,69,0,0.0
71326,96,0,0.0
71325,35,0,0.0
71323,41,0,0.0
71322,50,0,0.0
71316,135,0,0.0
71303,0,1,1.0
71302,14,1,0.5333333333333333
71301,7,1,0.7666666666666667
71295,51,0,0.0
71292,20,1,0.3333333333333333
71291,16,1,0.4666666666666667
71286,94,0,0.0
71282,64,0,0.0
71280,25,1,0.16666666666666666
71279,20,1,0.3333333333333333
71277,76,0,0.0
71276,86,0,0.0
71275,51,0,0.0
71272,43,0,0.0
71270,40,0,0.0
71269,30,1,0.0
71268,60,0,0.0
71266,75,0,0.0
71264,50,0,0.0
71263,84,0,0.0
71261,48,0,0.0
71260,54,0,0.0
71259,43,0,0.0
71256,83,0,0.0
71254,100,0,0.0
71253,97,0,0.0
71251,69,0,0.0
71250,74,0,0.0
71247,64,0,0.0
71245,48,0,0.0
71243,73,0,0.0
71241,48,0,0.0
71238,40,0,0.0
71237,61,0,0.0
71235,63,0,0.0
71234,34,0,0.0
71233,70,0,0.0
71232,45,0,0.0
71229,38,0,0.0
71227,45,0,0.0
71226,51,0,0.0
71225,22,1,0.26666666666666666
71223,64,0,0.0
71222,64,0,0.0
71220,35,0,0.0
71219,49,0,0.0
71209,8,1,0.7333333333333333
71203,16,1,0.4666666666666667
71202,0,1,1.0
71201,13,1,0.5666666666666667
71129,19,2,0.5
71119,16,2,0.5333333333333333
71118,15,1,0.5
71115,15,1,0.5
71112,10,1,0.6666666666666666
71111,10,1,0.6666666666666666
71110,17,1,0.43333333333333335
71109,8,2,0.7999999999999999
71108,9,1,0.7
71107,21,1,0.3
71106,13,1,0.5666666666666667
71105,10,1,0.6666666666666666
71104,5,1,0.8333333333333334
71103,4,2,0.9
71101,0,1,1.0
71082,47,0,0.0
71079,92,0,0.0
71078,29,1,0.03333333333333333
71075,74,0,0.0
71073,40,0,0.0
71072,80,0,0.0
71071,69,0,0.0
71070,108,0,0.0
71069,48,0,0.0
71068,60,0,0.0
71067,27,1,0.1
71065,77,0,0.0
71064,46,0,0.0
71063,78,0,0.0
71061,41,0,0.0
71060,37,0,0.0
71055,37,0,0.0
71052,52,0,0.0
71051,33,0,0.0
71049,32,0,0.0
71048,88,0,0.0
71047,33,0,0.0
71046,47,0,0.0
71045,77,0,0.0
