ZCTA,time_to_nearest_buprenorphine,count_in_range_buprenorphine,buprenorphine_score
86351,15,2,0.5333333333333333
86343,96,0,0.0
86338,38,0,0.0
86337,93,0,0.0
86336,0,1,1.0
86335,22,1,0.26666666666666666
86334,44,0,0.0
86333,33,0,0.0
86332,42,0,0.0
86331,38,0,0.0
86329,18,4,1.2000000000000002
86327,14,8,1.6
86326,25,2,0.23333333333333334
86325,26,2,0.16666666666666666
86324,30,1,0.0
86323,27,8,0.30000000000000004
86322,0,1,1.0
86321,81,0,0.0
86320,76,0,0.0
86315,18,7,1.2000000000000002
86314,0,10,3.0
86313,0,10,2.2
86305,0,10,1.4333333333333333
86303,0,10,2.1666666666666665
86301,0,10,3.0
86054,113,0,0.0
86053,79,0,0.0
86052,123,0,0.0
86047,0,2,2.0
86046,53,0,0.0
86045,95,0,0.0
86044,108,0,0.0
86043,93,0,0.0
86042,101,0,0.0
86040,0,1,1.0
86039,125,0,0.0
86038,54,0,0.0
86036,65,0,0.0
86035,70,0,0.0
86034,117,0,0.0
86033,125,0,0.0
86032,18,1,0.4
86031,70,0,0.0
86030,119,0,0.0
86029,15,1,0.5
86028,121,0,0.0
86025,0,1,1.0
86024,90,0,0.0
86023,117,0,0.0
86022,0,1,1.0
86021,31,0,0.0
86020,92,0,0.0
86018,32,0,0.0
86017,33,0,0.0
86016,85,0,0.0
86015,24,3,0.6000000000000001
86011,16,3,1.4
86004,0,3,3.0
86003,77,0,0.0
86001,15,3,1.5
85942,30,1,0.0
85941,116,0,0.0
85940,74,0,0.0
85939,40,0,0.0
85938,99,0,0.0
85937,39,0,0.0
85936,67,0,0.0
85935,78,0,0.0
85934,65,0,0.0
85933,59,0,0.0
85932,999,0,0.0
85931,63,0,0.0
85930,87,0,0.0
85929,68,0,0.0
85928,77,0,0.0
85927,999,0,0.0
85926,124,0,0.0
85925,999,0,0.0
85924,95,0,0.0
85923,72,0,0.0
85922,239,0,0.0
85920,999,0,0.0
85912,65,0,0.0
85911,150,0,0.0
85901,61,0,0.0
85757,0,12,1.9333333333333333
85756,14,22,1.6
85755,16,7,1.2333333333333334
85750,12,22,1.7333333333333334
85749,17,11,1.1666666666666667
85748,9,14,1.7
85747,15,12,1.1
85746,0,25,2.2
85745,0,24,3.0
85743,23,12,0.7
85742,15,16,1.3666666666666667
85741,8,21,2.0
85739,0,4,1.1333333333333333
85737,14,16,1.3666666666666667
85736,22,1,0.26666666666666666
85735,17,5,0.6666666666666666
85730,0,21,2.3
85726,6,24,2.3
85724,3,24,2.566666666666667
85723,0,25,2.466666666666667
85719,0,24,2.7333333333333334
85718,14,21,1.4666666666666668
85716,0,23,2.8666666666666667
85715,4,22,2.2666666666666666
85714,3,25,2.3666666666666667
85713,4,25,2.533333333333333
85712,0,23,2.8333333333333335
85711,0,23,3.0
85710,0,20,2.433333333333333
85708,9,21,2.0999999999999996
85707,9,21,2.0999999999999996
85706,7,25,1.9666666666666668
85705,0,24,3.0
85704,0,22,2.6333333333333333
85701,0,24,2.7333333333333334
85658,33,0,0.0
85654,21,15,0.8999999999999999
85653,0,1,1.0
85650,10,2,1.3333333333333333
85648,37,0,0.0
85646,28,1,0.06666666666666667
85645,16,1,0.4666666666666667
85643,60,0,0.0
85641,25,9,0.43333333333333335
85640,29,1,0.03333333333333333
85638,32,0,0.0
85637,49,0,0.0
85635,0,2,2.0
85634,69,0,0.0
85633,77,0,0.0
85632,115,0,0.0
85631,24,1,0.2
85630,25,1,0.16666666666666666
85629,12,9,1.2
85627,17,1,0.43333333333333335
85626,6,1,0.8
85625,65,0,0.0
85624,72,0,0.0
85623,0,2,1.0333333333333334
85622,14,1,0.5333333333333333
85621,46,0,0.0
85620,13,1,0.5666666666666667
85619,64,0,0.0
85618,19,1,0.36666666666666664
85617,41,0,0.0
85616,26,2,0.26666666666666666
85615,25,2,0.3333333333333333
85614,0,3,1.1
85613,14,2,1.0666666666666667
85611,53,0,0.0
85610,46,0,0.0
85609,31,0,0.0
85608,23,1,0.23333333333333334
85607,0,1,1.0
85606,48,0,0.0
85605,55,0,0.0
85603,0,1,1.0
85602,0,1,1.0
85601,58,0,0.0
85554,101,0,0.0
85553,49,0,0.0
85552,14,1,0.5333333333333333
85551,11,1,0.6333333333333333
85550,33,0,0.0
85546,0,1,1.0
85545,41,0,0.0
85544,27,2,0.2
85543,24,1,0.2
85542,36,0,0.0
85541,0,2,2.0
85540,69,0,0.0
85539,9,2,1.4
85536,40,0,0.0
85535,42,0,0.0
85534,59,0,0.0
85533,62,0,0.0
85531,18,1,0.4
85530,53,0,0.0
85501,0,2,2.0
85396,30,1,0.0
85395,13,13,1.3666666666666665
85392,9,26,1.9666666666666666
85390,0,1,1.0
85388,28,4,0.06666666666666667
85387,32,0,0.0
85383,23,8,0.7
85382,13,20,1.7
85381,9,28,2.0999999999999996
85379,25,11,0.4666666666666667
85377,22,6,0.43333333333333335
85375,26,7,0.4
85374,24,11,0.6000000000000001
85373,18,16,1.2000000000000002
85371,36,0,0.0
85367,15,3,1.1
85365,0,3,1.9333333333333336
85364,0,4,2.466666666666667
85363,18,18,1.2000000000000002
85362,45,0,0.0
85361,38,0,0.0
85360,76,0,0.0
85357,72,0,0.0
85356,33,0,0.0
85355,24,2,0.26666666666666666
85354,50,0,0.0
85353,10,25,1.7333333333333334
85352,45,0,0.0
85351,13,27,1.6333333333333333
85350,18,3,1.0666666666666667
85349,0,3,1.0
85348,71,0,0.0
85347,65,0,0.0
85346,54,0,0.0
85345,9,34,1.9666666666666666
85344,0,1,1.0
85343,40,0,0.0
85342,25,1,0.16666666666666666
85341,999,0,0.0
85340,14,14,1.4
85339,16,30,1.2666666666666666
85338,11,6,1.1333333333333333
85337,76,0,0.0
85336,8,3,1.3333333333333333
85335,18,17,1.1666666666666667
85334,76,0,0.0
85333,102,0,0.0
85332,31,0,0.0
85331,17,8,1.0333333333333334
85328,130,0,0.0
85326,30,1,0.0
85325,42,0,0.0
85324,42,0,0.0
85323,0,28,2.066666666666667
85322,54,0,0.0
85321,132,0,0.0
85320,38,0,0.0
85310,13,22,1.7
85309,18,13,1.0333333333333332
85308,7,26,2.3000000000000003
85307,19,13,0.8999999999999999
85306,0,29,3.0
85305,7,31,2.1
85304,5,34,2.466666666666667
85303,6,32,2.3666666666666667
85302,0,35,2.8
85301,0,34,2.7666666666666666
85298,0,7,1.7333333333333334
85297,12,6,1.1333333333333333
85296,5,12,2.2666666666666666
85295,9,12,2.033333333333333
85286,8,15,1.4666666666666666
85284,7,29,2.1333333333333333
85283,5,31,2.1333333333333333
85282,0,39,2.5666666666666664
85281,5,39,2.3333333333333335
85268,22,5,0.8
85266,17,8,1.1333333333333333
85264,33,0,0.0
85263,42,0,0.0
85262,52,0,0.0
85260,0,26,2.7
85259,10,13,1.9333333333333331
85258,0,27,2.4
85257,5,38,2.1666666666666665
85256,10,27,1.7666666666666666
85255,0,11,2.0666666666666664
85254,7,32,2.1333333333333333
85253,0,28,2.033333333333333
85251,0,36,2.333333333333333
85250,8,31,1.9333333333333331
85249,12,10,1.2666666666666666
85248,15,9,1.0666666666666667
85234,0,15,2.7333333333333334
85233,7,22,2.166666666666667
85226,12,25,1.7999999999999998
85225,0,19,1.9666666666666668
85224,6,26,1.9333333333333333
85215,12,17,1.5
85213,7,24,2.1
85212,0,11,2.033333333333333
85210,7,30,2.2
85209,7,11,1.9666666666666668
85208,8,11,2.0666666666666664
85207,12,9,1.6
85206,0,16,2.466666666666667
85205,5,15,2.1
85204,0,26,2.333333333333333
85203,6,27,2.166666666666667
85202,5,32,2.166666666666667
85201,0,32,2.2
85194,23,3,0.7
85193,18,3,1.2000000000000002
85192,28,1,0.06666666666666667
85173,31,0,0.0
85172,32,0,0.0
85147,29,4,0.1
85145,38,0,0.0
85143,23,2,0.3
85142,11,8,1.2666666666666668
85141,36,0,0.0
85140,25,3,0.4
85139,49,0,0.0
85138,36,0,0.0
85137,0,1,1.0
85135,21,1,0.3
85132,46,0,0.0
85131,29,3,0.1
85128,37,0,0.0
85123,30,3,0.0
85122,0,3,3.0
85121,32,0,0.0
85120,0,9,1.9333333333333331
85119,8,6,1.4999999999999998
85118,18,5,0.7000000000000001
85087,34,0,0.0
85086,28,2,0.13333333333333333
85085,16,15,1.2
85083,18,13,1.2000000000000002
85054,7,34,2.2333333333333334
85053,0,37,2.6
85051,0,39,2.6
85050,0,33,2.533333333333333
85048,0,18,1.7333333333333334
85045,10,15,0.9999999999999999
85044,8,27,1.9333333333333331
85043,14,27,1.6
85042,13,35,1.7
85041,10,33,1.8333333333333333
85040,11,36,1.8333333333333333
85037,0,31,2.666666666666667
85035,6,38,2.3333333333333335
85034,0,43,2.6333333333333337
85033,0,32,2.7666666666666666
85032,0,36,2.7666666666666666
85031,0,37,2.666666666666667
85029,7,38,2.2666666666666666
85028,4,39,2.4
85027,7,38,2.033333333333333
85024,10,34,1.9333333333333331
85023,0,38,2.4
85022,7,36,2.2333333333333334
85021,0,39,2.466666666666667
85020,8,41,2.0999999999999996
85019,4,38,2.466666666666667
85018,0,41,2.666666666666667
85017,0,40,2.6
85016,0,45,2.8333333333333335
85015,3,40,2.666666666666667
85014,0,44,2.8333333333333335
85013,0,43,2.9333333333333336
85012,0,43,2.8666666666666667
85009,0,39,2.566666666666667
85008,0,46,3.0
85007,0,41,2.7333333333333334
85006,0,48,2.666666666666667
85004,2,42,2.666666666666667
85003,0,42,2.7
84790,0,4,2.5666666666666664
84784,33,0,0.0
84783,23,2,0.4666666666666667
84782,30,2,0.0
84781,51,0,0.0
84780,15,4,1.4333333333333333
84779,51,0,0.0
84776,128,0,0.0
84775,132,0,0.0
84774,32,0,0.0
84773,999,0,0.0
84772,69,0,0.0
84770,0,4,2.5666666666666664
84767,70,0,0.0
84766,999,0,0.0
84765,8,4,1.8333333333333333
84764,125,0,0.0
84763,54,0,0.0
84762,92,0,0.0
84761,76,0,0.0
84760,131,0,0.0
84759,109,0,0.0
84758,49,0,0.0
84757,59,0,0.0
84756,74,0,0.0
84755,56,0,0.0
84754,999,0,0.0
84753,95,0,0.0
84752,999,0,0.0
84751,999,0,0.0
84750,999,0,0.0
84749,999,0,0.0
84747,999,0,0.0
84746,31,0,0.0
84745,35,0,0.0
84744,999,0,0.0
84743,999,0,0.0
84742,49,0,0.0
84741,29,1,0.03333333333333333
84740,999,0,0.0
84739,999,0,0.0
84738,13,4,1.3666666666666667
84737,33,0,0.0
84736,138,0,0.0
84735,89,0,0.0
84734,73,0,0.0
84733,38,0,0.0
84732,999,0,0.0
84731,999,0,0.0
84730,999,0,0.0
84729,57,0,0.0
84728,999,0,0.0
84726,296,0,0.0
84725,59,0,0.0
84724,999,0,0.0
84723,999,0,0.0
84722,39,0,0.0
84721,62,0,0.0
84720,57,0,0.0
84719,100,0,0.0
84718,135,0,0.0
84716,999,0,0.0
84715,999,0,0.0
84714,81,0,0.0
84713,999,0,0.0
84712,999,0,0.0
84711,999,0,0.0
84710,76,0,0.0
84701,999,0,0.0
84667,66,0,0.0
84665,95,0,0.0
84664,6,12,2.2666666666666666
84663,0,12,2.6333333333333333
84662,71,0,0.0
84660,0,12,2.2666666666666666
84657,999,0,0.0
84656,63,0,0.0
84655,11,9,1.2999999999999998
84654,140,0,0.0
84653,12,9,1.4666666666666666
84652,999,0,0.0
84651,0,11,1.9333333333333331
84649,94,0,0.0
84648,28,1,0.06666666666666667
84647,68,0,0.0
84646,58,0,0.0
84645,25,1,0.16666666666666666
84643,102,0,0.0
84642,84,0,0.0
84640,79,0,0.0
84639,49,0,0.0
84638,73,0,0.0
84637,999,0,0.0
84636,999,0,0.0
84635,999,0,0.0
84634,87,0,0.0
84633,21,2,0.3333333333333333
84632,47,0,0.0
84631,999,0,0.0
84630,77,0,0.0
84629,65,0,0.0
84628,40,0,0.0
84627,76,0,0.0
84626,26,1,0.13333333333333333
84624,99,0,0.0
84623,64,0,0.0
84622,91,0,0.0
84621,999,0,0.0
84620,999,0,0.0
84606,0,12,2.8333333333333335
84604,0,12,2.666666666666667
84601,6,12,2.3666666666666667
84542,10,2,1.3333333333333333
84540,127,0,0.0
84539,41,0,0.0
84537,51,0,0.0
84536,101,0,0.0
84535,36,0,0.0
84534,60,0,0.0
84533,171,0,0.0
84532,69,0,0.0
84531,69,0,0.0
84530,83,0,0.0
84529,21,2,0.6
84528,34,0,0.0
84526,20,2,0.6666666666666666
84525,0,1,1.0
84523,61,0,0.0
84522,80,0,0.0
84521,28,2,0.13333333333333333
84520,36,0,0.0
84518,36,0,0.0
84516,55,0,0.0
84515,149,0,0.0
84513,45,0,0.0
84512,47,0,0.0
84511,0,1,1.0
84501,0,2,2.0
84414,11,8,1.5666666666666667
84405,0,13,2.3666666666666667
84404,0,14,2.1333333333333333
84403,0,13,2.4
84401,0,14,2.2666666666666666
84341,0,5,2.8
84340,14,9,1.2666666666666666
84339,11,6,1.7999999999999998
84338,31,0,0.0
84337,0,2,1.1666666666666667
84336,57,0,0.0
84335,10,5,1.9333333333333331
84334,15,6,0.8333333333333333
84333,20,5,0.9333333333333333
84332,0,5,2.666666666666667
84331,32,0,0.0
84330,22,1,0.26666666666666666
84329,110,0,0.0
84328,18,5,1.1666666666666667
84327,24,5,0.6000000000000001
84326,5,5,2.4333333333333336
84325,15,6,1.4
84324,9,5,0.8999999999999999
84321,0,5,2.8333333333333335
84320,30,2,0.0
84319,11,5,1.8666666666666667
84318,6,5,2.2666666666666666
84317,34,0,0.0
84316,30,1,0.0
84315,13,13,1.5666666666666667
84314,9,2,1.1
84313,999,0,0.0
84312,13,4,0.6333333333333333
84311,22,3,0.26666666666666666
84310,31,0,0.0
84309,11,4,0.8999999999999999
84308,36,0,0.0
84307,21,2,0.36666666666666664
84306,19,6,1.0999999999999999
84305,33,0,0.0
84304,19,5,1.0
84302,0,3,1.4333333333333333
84301,11,2,0.9666666666666666
84180,3,59,2.566666666666667
84144,2,59,2.666666666666667
84128,7,48,2.2
84124,0,52,2.8
84123,0,52,3.0
84121,0,52,3.0
84120,0,52,2.7333333333333334
84119,9,52,2.0999999999999996
84118,0,52,2.533333333333333
84117,4,52,2.5
84116,8,59,2.0666666666666664
84115,0,58,3.0
84113,0,44,2.666666666666667
84112,3,44,2.466666666666667
84111,0,58,3.0
84109,4,52,2.533333333333333
84108,0,45,2.6333333333333337
84107,0,52,3.0
84106,0,52,2.6
84105,0,52,2.8333333333333335
84104,5,59,2.4333333333333336
84103,5,51,2.5
84102,0,48,3.0
84101,0,59,2.8
84098,11,24,0.9666666666666666
84097,0,12,2.6
84096,12,36,1.7999999999999998
84095,0,49,3.0
84094,4,51,2.5
84093,0,51,2.6
84092,9,51,2.0999999999999996
84088,0,51,2.6333333333333337
84087,4,56,1.9
84086,104,0,0.0
84085,999,0,0.0
84084,0,52,2.6
84083,112,0,0.0
84082,27,1,0.1
84081,8,49,2.133333333333333
84080,50,0,0.0
84078,161,0,0.0
84076,999,0,0.0
84075,6,14,2.3
84074,0,2,2.0
84073,124,0,0.0
84072,98,0,0.0
84071,17,2,0.8666666666666667
84070,0,52,2.8
84069,33,0,0.0
84067,12,13,1.7666666666666666
84066,137,0,0.0
84065,11,49,1.9
84064,116,0,0.0
84063,183,0,0.0
84062,9,14,1.7666666666666666
84061,25,1,0.16666666666666666
84060,0,2,1.2
84058,0,12,2.8
84057,0,16,2.6333333333333337
84056,8,14,2.1999999999999997
84055,28,1,0.06666666666666667
84054,6,54,2.0
84053,999,0,0.0
84052,124,0,0.0
84051,125,0,0.0
84050,27,2,0.16666666666666669
84049,0,2,1.2
84047,0,52,3.0
84046,85,0,0.0
84045,22,16,0.7
84044,11,50,1.8333333333333333
84043,16,43,1.2666666666666666
84042,0,11,2.466666666666667
84041,0,15,2.533333333333333
84040,8,14,1.9333333333333331
84039,999,0,0.0
84038,77,0,0.0
84037,0,26,3.0
84036,20,2,0.39999999999999997
84035,214,0,0.0
84034,999,0,0.0
84033,37,0,0.0
84032,11,3,0.8666666666666667
84031,90,0,0.0
84029,22,2,0.5333333333333333
84028,62,0,0.0
84027,77,0,0.0
84026,999,0,0.0
84025,14,31,1.3333333333333335
84024,35,0,0.0
84023,108,0,0.0
84022,71,0,0.0
84021,96,0,0.0
84020,0,50,3.0
84018,49,0,0.0
84017,34,0,0.0
84015,0,14,2.7333333333333334
84014,7,50,1.9000000000000001
84013,38,0,0.0
84010,0,52,1.9333333333333333
84007,141,0,0.0
84006,16,29,1.3333333333333335
84005,30,1,0.0
84004,21,18,0.7
84003,16,19,1.3333333333333335
84002,140,0,0.0
84001,134,0,0.0
83876,15,1,0.5
83874,98,0,0.0
83873,62,0,0.0
83872,67,0,0.0
83871,95,0,0.0
83870,31,0,0.0
83869,20,1,0.3333333333333333
83868,42,0,0.0
83867,53,0,0.0
83866,66,0,0.0
83864,56,0,0.0
83861,39,0,0.0
83860,43,0,0.0
83858,0,2,1.2
83857,66,0,0.0
83856,72,0,0.0
83855,53,0,0.0
83854,14,6,1.3
83852,55,0,0.0
83851,0,1,1.0
83850,42,0,0.0
83849,50,0,0.0
83848,116,0,0.0
83847,88,0,0.0
83846,64,0,0.0
83845,999,0,0.0
83844,73,0,0.0
83843,73,0,0.0
83842,45,0,0.0
83841,69,0,0.0
83840,57,0,0.0
83839,38,0,0.0
83837,44,0,0.0
83836,80,0,0.0
83835,15,2,0.9333333333333333
83834,77,0,0.0
83833,51,0,0.0
83832,97,0,0.0
83830,70,0,0.0
83827,139,0,0.0
83826,999,0,0.0
83825,57,0,0.0
83824,26,1,0.13333333333333333
83823,93,0,0.0
83822,44,0,0.0
83821,115,0,0.0
83815,9,4,1.0
83814,0,4,1.2
83813,36,0,0.0
83812,88,0,0.0
83811,91,0,0.0
83810,31,0,0.0
83809,35,0,0.0
83808,115,0,0.0
83806,111,0,0.0
83805,106,0,0.0
83804,32,0,0.0
83803,37,0,0.0
83802,189,0,0.0
83801,22,1,0.26666666666666666
83716,23,4,0.5666666666666667
83714,9,4,1.4
83713,6,5,2.033333333333333
83712,15,4,1.2
83709,0,5,2.6
83706,14,4,1.4666666666666668
83705,11,4,1.8333333333333335
83704,0,4,2.2
83703,11,4,1.4333333333333333
83702,11,4,1.5666666666666667
83687,11,5,1.5
83686,0,4,1.3333333333333333
83677,257,0,0.0
83676,41,0,0.0
83672,78,0,0.0
83671,429,0,0.0
83670,65,0,0.0
83669,21,2,0.43333333333333335
83666,122,0,0.0
83661,58,0,0.0
83660,44,0,0.0
83657,102,0,0.0
83656,29,2,0.03333333333333333
83655,44,0,0.0
83654,56,0,0.0
83651,10,5,1.2333333333333334
83650,61,0,0.0
83648,72,0,0.0
83647,59,0,0.0
83646,8,5,1.6666666666666665
83645,131,0,0.0
83644,30,2,0.0
83643,98,0,0.0
83642,0,5,2.2666666666666666
83641,18,1,0.4
83639,32,0,0.0
83638,30,1,0.0
83637,136,0,0.0
83636,49,0,0.0
83634,12,5,1.4666666666666666
83633,35,0,0.0
83632,105,0,0.0
83631,75,0,0.0
83629,40,0,0.0
83628,47,0,0.0
83627,51,0,0.0
83626,33,0,0.0
83624,80,0,0.0
83623,41,0,0.0
83622,86,0,0.0
83619,50,0,0.0
83617,42,0,0.0
83616,16,4,1.2
83615,0,1,1.0
83612,101,0,0.0
83611,39,0,0.0
83610,123,0,0.0
83607,23,2,0.43333333333333335
83605,19,2,0.7
83604,97,0,0.0
83602,67,0,0.0
83601,252,0,0.0
83555,205,0,0.0
83554,141,0,0.0
83553,999,0,0.0
83552,999,0,0.0
83549,101,0,0.0
83548,999,0,0.0
83547,84,0,0.0
83546,999,0,0.0
83545,162,0,0.0
83544,172,0,0.0
83543,999,0,0.0
83542,118,0,0.0
83541,165,0,0.0
83540,125,0,0.0
83539,192,0,0.0
83537,128,0,0.0
83536,999,0,0.0
83535,124,0,0.0
83533,999,0,0.0
83530,231,0,0.0
83526,206,0,0.0
83525,253,0,0.0
83524,142,0,0.0
83523,196,0,0.0
83522,217,0,0.0
83520,181,0,0.0
83501,116,0,0.0
83469,208,0,0.0
83468,129,0,0.0
83467,89,0,0.0
83466,125,0,0.0
83465,151,0,0.0
83464,148,0,0.0
83463,999,0,0.0
83462,109,0,0.0
83460,5,2,1.1333333333333333
83455,83,0,0.0
83454,12,2,0.8
83452,66,0,0.0
83451,18,2,0.4
83450,49,0,0.0
83449,74,0,0.0
83448,12,2,0.7666666666666666
83446,81,0,0.0
83445,16,2,0.5333333333333333
83444,28,1,0.06666666666666667
83443,27,1,0.1
83442,0,2,1.4666666666666668
83440,0,2,1.4333333333333333
83436,30,1,0.0
83435,87,0,0.0
83434,19,2,0.5
83433,76,0,0.0
83431,15,2,0.5666666666666667
83429,81,0,0.0
83428,69,0,0.0
83427,22,1,0.26666666666666666
83425,48,0,0.0
83424,79,0,0.0
83423,65,0,0.0
83422,86,0,0.0
83421,27,1,0.1
83420,41,0,0.0
83414,94,0,0.0
83406,26,1,0.13333333333333333
83404,24,1,0.2
83402,20,1,0.3333333333333333
83401,18,2,0.4
83355,23,1,0.23333333333333334
83354,111,0,0.0
83353,116,0,0.0
83352,35,0,0.0
83350,84,0,0.0
83349,56,0,0.0
83348,90,0,0.0
83347,81,0,0.0
83346,110,0,0.0
83344,67,0,0.0
83342,111,0,0.0
83341,54,0,0.0
83340,112,0,0.0
83338,32,0,0.0
83337,83,0,0.0
83336,71,0,0.0
83335,57,0,0.0
83334,56,0,0.0
83333,92,0,0.0
83332,34,0,0.0
83330,0,1,1.0
83328,54,0,0.0
83327,58,0,0.0
83325,50,0,0.0
83324,41,0,0.0
83323,90,0,0.0
83322,64,0,0.0
83321,87,0,0.0
83320,85,0,0.0
83318,74,0,0.0
83316,58,0,0.0
83314,24,1,0.2
83313,79,0,0.0
83312,999,0,0.0
83311,94,0,0.0
83302,160,0,0.0
83301,45,0,0.0
83287,74,0,0.0
83286,51,0,0.0
83285,155,0,0.0
83283,84,0,0.0
83281,64,0,0.0
83278,123,0,0.0
83277,63,0,0.0
83276,71,0,0.0
83274,36,0,0.0
83272,79,0,0.0
83271,58,0,0.0
83263,44,0,0.0
83262,51,0,0.0
83261,88,0,0.0
83255,120,0,0.0
83254,103,0,0.0
83253,112,0,0.0
83252,56,0,0.0
83251,88,0,0.0
83250,28,2,0.13333333333333333
83246,44,0,0.0
83245,20,2,0.6666666666666666
83244,141,0,0.0
83243,81,0,0.0
83241,73,0,0.0
83239,94,0,0.0
83238,128,0,0.0
83237,32,0,0.0
83236,50,0,0.0
83235,59,0,0.0
83234,46,0,0.0
83233,113,0,0.0
83232,54,0,0.0
83228,67,0,0.0
83227,63,0,0.0
83226,0,1,1.0
83223,84,0,0.0
83221,27,2,0.2
83220,110,0,0.0
83218,43,0,0.0
83217,72,0,0.0
83215,73,0,0.0
83214,39,0,0.0
83213,96,0,0.0
83212,78,0,0.0
83211,36,0,0.0
83210,59,0,0.0
83209,7,2,1.5333333333333334
83204,12,2,1.2
83203,23,2,0.4666666666666667
83202,9,2,1.4
83201,0,2,2.0
83128,96,0,0.0
83127,117,0,0.0
83126,999,0,0.0
83124,94,0,0.0
83123,999,0,0.0
83122,999,0,0.0
83121,999,0,0.0
83120,112,0,0.0
83119,999,0,0.0
83118,103,0,0.0
83116,999,0,0.0
83115,999,0,0.0
83114,134,0,0.0
83113,999,0,0.0
83112,999,0,0.0
83111,194,0,0.0
83110,999,0,0.0
83101,125,0,0.0
83025,124,0,0.0
83014,108,0,0.0
83013,176,0,0.0
83012,145,0,0.0
83011,166,0,0.0
83001,119,0,0.0
82945,32,0,0.0
82944,138,0,0.0
82943,17,4,1.3
82942,25,4,0.5
82941,999,0,0.0
82939,76,0,0.0
82938,100,0,0.0
82937,70,0,0.0
82936,111,0,0.0
82935,17,4,1.3
82934,63,0,0.0
82933,79,0,0.0
82932,51,0,0.0
82930,67,0,0.0
82929,38,0,0.0
82925,999,0,0.0
82923,113,0,0.0
82922,999,0,0.0
82901,0,4,3.0
82845,44,0,0.0
82844,46,0,0.0
82842,30,1,0.0
82839,23,1,0.23333333333333334
82838,51,0,0.0
82837,85,0,0.0
82836,45,0,0.0
82835,65,0,0.0
82834,44,0,0.0
82833,24,1,0.2
82832,37,0,0.0
82831,89,0,0.0
82801,0,1,1.0
82732,64,0,0.0
82731,101,0,0.0
82730,67,0,0.0
82729,77,0,0.0
82727,33,0,0.0
82725,88,0,0.0
82723,88,0,0.0
82721,45,0,0.0
82720,110,0,0.0
82718,21,1,0.3
82716,0,1,1.0
82715,97,0,0.0
82714,71,0,0.0
82712,76,0,0.0
82711,104,0,0.0
82710,98,0,0.0
82701,103,0,0.0
82649,97,0,0.0
82648,103,0,0.0
82646,47,0,0.0
82644,5,2,1.6666666666666667
82643,53,0,0.0
82642,144,0,0.0
82640,85,0,0.0
82639,81,0,0.0
82638,83,0,0.0
82637,30,2,0.0
82636,16,2,0.9333333333333333
82635,56,0,0.0
82633,56,0,0.0
82630,109,0,0.0
82620,102,0,0.0
82609,7,2,1.5333333333333334
82604,14,2,1.0666666666666667
82601,0,2,2.0
82523,162,0,0.0
82520,162,0,0.0
82516,999,0,0.0
82515,999,0,0.0
82514,999,0,0.0
82513,279,0,0.0
82512,999,0,0.0
82510,999,0,0.0
82501,128,0,0.0
82450,28,3,0.2
82443,46,0,0.0
82442,49,0,0.0
82441,77,0,0.0
82440,30,3,0.0
82435,43,0,0.0
82434,69,0,0.0
82433,49,0,0.0
82432,28,1,0.06666666666666667
82431,68,0,0.0
82430,26,1,0.13333333333333333
82428,69,0,0.0
82426,50,0,0.0
82423,65,0,0.0
82422,49,0,0.0
82421,58,0,0.0
82420,66,0,0.0
82414,0,3,3.0
82412,55,0,0.0
82411,53,0,0.0
82410,37,0,0.0
82401,0,1,1.0
82336,68,0,0.0
82335,999,0,0.0
82334,191,0,0.0
82332,150,0,0.0
82331,182,0,0.0
82329,123,0,0.0
82327,186,0,0.0
82325,159,0,0.0
82324,999,0,0.0
82323,142,0,0.0
82322,999,0,0.0
82321,132,0,0.0
82301,173,0,0.0
82244,78,0,0.0
82243,77,0,0.0
82242,134,0,0.0
82240,51,0,0.0
82229,119,0,0.0
82227,999,0,0.0
82225,98,0,0.0
82224,999,0,0.0
82223,66,0,0.0
82222,115,0,0.0
82221,49,0,0.0
82219,155,0,0.0
82217,83,0,0.0
82215,999,0,0.0
82214,100,0,0.0
82213,89,0,0.0
82212,86,0,0.0
82210,60,0,0.0
82201,72,0,0.0
82190,150,0,0.0
82084,87,0,0.0
82083,172,0,0.0
82082,46,0,0.0
82081,54,0,0.0
82073,61,0,0.0
82072,58,0,0.0
82070,58,0,0.0
82063,100,0,0.0
82061,58,0,0.0
82060,38,0,0.0
82059,37,0,0.0
82058,190,0,0.0
82055,999,0,0.0
82054,43,0,0.0
82053,36,0,0.0
82052,32,0,0.0
82051,88,0,0.0
82050,67,0,0.0
82009,11,2,1.2666666666666666
82007,6,2,1.6
82005,7,2,1.5333333333333334
82001,0,2,2.0
81657,73,0,0.0
81656,44,0,0.0
81655,91,0,0.0
81654,39,0,0.0
81653,141,0,0.0
81652,26,1,0.13333333333333333
81650,40,0,0.0
81649,79,0,0.0
81648,149,0,0.0
81647,22,1,0.26666666666666666
81646,60,0,0.0
81645,77,0,0.0
81643,43,0,0.0
81642,91,0,0.0
81641,97,0,0.0
81640,160,0,0.0
81639,40,0,0.0
81638,99,0,0.0
81637,35,0,0.0
81635,54,0,0.0
81633,999,0,0.0
81632,59,0,0.0
81631,46,0,0.0
81630,64,0,0.0
81625,69,0,0.0
81624,64,0,0.0
81623,23,1,0.23333333333333334
81621,29,1,0.03333333333333333
81620,62,0,0.0
81615,53,0,0.0
81612,64,0,0.0
81611,53,0,0.0
81610,999,0,0.0
81601,0,1,1.0
81527,30,1,0.0
81526,18,1,0.4
