ZCTA,BED_COUNT,POINT_IN_TIME,YEARLY_BED_COUNT
5675,,,
48816,,,
32736,,,
39571,,,
51578,,,
3616,,,
5641,895,764,89
59317,,,
59322,,,
47434,,,
3738,,,
59937,,,
5316,,,
56627,,,
57218,,,
59639,,,
36793,,,
63559,,,
59643,,,
57221,,,
31634,1,1,1
29115,,,
56633,73,49,69
31635,,,
3335,,,
65775,13,84,13
24465,,,
65784,,,
28786,96,71,96
8365,,,
98563,,,
9369,,,
9341,,,
2317,,,
3415,,,
13321,,,
27379,,,
44678,,,
43462,,,
73438,,,
97128,181,18,181
97396,,,
1775,,,
292,68,44,68
29333,,,
31558,19,9,19
61331,,,
3674,,,
56577,,,
66948,,,
28741,,,
65735,,,
8264,,,
24368,,,
28748,,,
2437,,,
66963,,,
8353,,,
9836,4,33,4
83536,,,
9975,,,
99712,,,
49782,,,
5773,,,
58554,,,
61857,,,
42765,,,
3286,162,144,162
3973,,,
6637,96,91,96
52168,,,
3974,,,
48896,,,
36111,33,34,33
36112,,,
5221,,,
83656,,,
98583,,,
98584,22,162,185
83672,,,
98597,,,
98611,,,
9862,2,,2
98644,,,
83716,,,
8381,,,
8381,,,
98663,136,12,132
98672,8,,8
51653,,,
59332,,,
59336,,,
47455,,,
57577,,,
7954,,,
444,194,18,193
97638,,,
7557,,,
85624,,,
9261,,,
76268,,,
9523,,,
95318,,,
95328,,,
73437,,,
844,,,
98363,14,95,14
99714,,,
99727,,,
9973,,,
99739,,,
3668,,,
4875,12,13,12
4248,,,
3669,,,
5647,,,
35967,,,
39534,,,
3677,,,
3954,,,
51554,,,
368,86,6,86
5658,1,,1
566,,,
39746,,,
47586,,,
47325,,,
3168,,,
56589,,,
533,,,
63544,,,
36758,,,
5962,,,
2912,,,
27239,,,
535,,,
4944,,,
59632,,,
36773,,,
27249,,,
3162,,,
31623,,,
56621,,,
36782,,,
52737,,,
56448,,,
59344,,,
59347,,,
36541,,,
6177,,,
4746,,,
52747,,,
56456,,,
36543,,,
52752,,,
37144,,,
29178,,,
43138,185,178,185
52229,,,
5948,,,
85263,,,
73933,,,
776,,,
3582,,,
2882,,,
73556,,,
75763,,,
75766,,,
81132,,,
49129,,,
4741,261,232,261
63143,5,5,5
3657,,,
42729,,,
39669,,,
4887,,,
3824,,,
6632,,,
47114,,,
3828,,,
42749,,,
383,,,
3692,,,
3693,,,
51242,,,
82642,75,52,75
28768,,,
82649,,,
99827,,,
99832,,,
8361,,,
9991,,,
99918,,,
83611,,,
99926,,,
83612,,,
98416,,,
9843,,,
83623,,,
83627,,,
83631,,,
83633,,,
83634,,,
83637,,,
83639,,,
98532,46,31,46
98533,,,
98537,,,
98544,,,
47612,,,
59486,,,
61258,,,
31537,,,
3736,,,
59489,,,
56541,,,
61263,,,
2944,,,
31539,1,1,1
5858,,,
31543,,,
5951,25,11,25
31544,,,
4942,,,
5952,,,
3726,141,997,141
31636,,,
3554,,,
7733,,,
7746,,,
78586,24,17,24
28452,,,
28458,,,
24333,19,19,19
85373,,,
72855,,,
71838,,,
932,9,9,9
81129,,,
33834,,,
644,,,
42762,,,
56173,,,
63379,11,6,11
31516,,,
3659,,,
2717,,,
3662,,,
5651,184,193,184
61337,,,
59546,,,
36744,,,
2973,,,
36748,,,
4355,713,676,711
47714,83,78,83
61346,,,
98548,,,
23414,,,
3351,,,
31327,,,
59324,,,
47443,,,
56433,,,
56435,,,
47446,,,
63334,22,22,22
52728,,,
63664,,,
56721,34,34,34
63665,,,
36921,,,
32616,,,
46798,,,
39451,,,
5135,,,
42217,,,
55967,,,
51354,,,
3571,,,
32625,,,
3572,,,
49895,,,
27886,,,
58654,,,
2324,,,
6258,,,
6246,,,
47265,,,
66782,,,
41776,,,
431,,,
62997,,,
6274,4,28,4
46786,,,
5168,,,
4422,,,
7589,,,
4926,,,
4431,,,
4821,5,5,5
5961,591,535,586
31569,,,
61349,,,
27217,96,41,96
5815,,,
4211,238,22,213
3941,159,136,159
55918,,,
3533,12,12,12
3946,,,
83549,,,
83552,,,
99743,,,
99745,,,
99755,,,
83555,,,
99757,,,
99762,,,
36922,,,
3343,,,
36925,,,
6367,,,
2728,14,2,14
31524,,,
59457,6,6,6
59463,,,
3667,111,95,111
31525,4,37,4
56529,537,515,537
273,5,42,5
5845,,,
59474,,,
5846,,,
31535,,,
64778,,,
37878,,,
2817,46,38,46
64779,,,
4418,8,8,8
4411,5,26,5
3788,,,
54235,,,
37882,,,
62419,,,
44116,,,
2827,,,
3593,,,
32664,,,
56159,,,
39652,,,
38921,,,
5255,,,
98557,,,
717,,,
8927,,,
7631,14,53,14
74944,,,
74953,2,,2
74955,,,
8364,,,
99775,,,
9978,,,
99781,,,
98376,,,
99789,,,
9979,,,
99791,,,
98377,,,
9982,,,
54156,,,
33919,21,21,21
5416,,,
64745,,,
37857,,,
28135,,,
4746,,,
36511,,,
4742,,,
63828,,,
33441,,,
3719,,,
2229,7,7,7
22214,,,
653,,,
32583,,,
48629,,,
42141,,,
3261,977,844,897
42163,,,
55945,,,
6539,,,
39437,,,
3549,,,
42167,16,8,16
5595,,,
51451,,,
39474,,,
5733,,,
2733,1412,926,1391
2918,,,
3341,,,
2734,,,
43143,,,
59725,,,
31771,,,
63738,,,
33411,,,
49619,,,
43439,,,
53226,112,96,112
32832,,,
62867,,,
78594,,,
9684,,,
7546,,,
84728,,,
85343,,,
8771,,,
72752,,,
92145,,,
88431,,,
7581,,,
36518,,,
63155,,,
56384,,,
31316,1,1,1
5931,,,
36871,,,
3172,,,
29154,73,7,73
56715,,,
3691,,,
2916,,,
3173,,,
27312,,,
31519,,,
59442,,,
59446,,,
291,,,
59447,,,
51331,,,
37643,8,2,8
4988,,,
2298,194,151,154
29532,,,
27873,,,
64163,,,
4492,,,
64765,,,
62359,,,
3787,,,
64769,,,
37871,,,
2815,4,21,4
59911,,,
53228,,,
2932,,,
61572,,,
2754,,,
31822,11,8,11
49663,,,
63847,,,
58415,,,
57429,,,
31825,6,6,6
31827,,,
6165,21,2,21
29329,,,
5776,,,
77331,,,
5854,,,
16699,,,
1912,2,2,2
57652,,,
7722,339,355,339
76825,,,
7918,,,
77437,,,
77871,,,
845,,,
98617,,,
25565,,,
3664,49,43,37
33144,,,
59452,,,
5715,,,
56517,,,
57364,,,
63784,,,
47965,,,
58367,,,
59754,,,
42124,,,
23432,,,
64772,3,3,3
64776,,,
38343,,,
62848,,,
38344,,,
62852,,,
62853,,,
6651,,,
58321,,,
61466,,,
3175,,,
59722,,,
4988,,,
37398,,,
3743,368,37,28
49814,,,
29474,,,
5848,,,
5831,3,25,3
4435,15,14,15
97447,,,
9752,45,41,
15233,,,
17758,,,
41179,14,14,14
55454,53,51,53
2567,34,2,34
8262,,,
5645,,,
19453,,,
7793,23,127,23
7788,,,
8498,,,
98685,,,
9882,52,21,52
98815,,,
98824,,,
98841,97,78,97
64831,,,
44134,,,
4469,,,
6521,,,
42129,8,2,8
4213,,,
3536,,,
39425,,,
39426,,,
55933,,,
58636,,,
49862,,,
2296,,,
58638,,,
2785,,,
49866,4,4,4
27852,,,
4362,497,488,495
22967,,,
5864,,,
3764,,,
61474,,,
61475,,,
2949,,,
59874,,,
63967,,,
57559,,,
22579,,,
2258,,,
49733,,,
5322,,,
27565,9,7,9
59762,,,
33444,,,
21153,,,
1254,,,
19375,,,
39168,,,
35592,,,
33317,,,
27298,,,
2943,283,249,283
46943,,,
3279,,,
6373,,,
65459,,,
65466,,,
82833,,,
6715,,,
4535,,,
99129,,,
99152,,,
33876,,,
4946,,,
64145,,,
22971,,,
4482,,,
23357,,,
37862,12,2,12
2341,1,1,1
54634,,,
68347,,,
54637,,,
28472,,,
54639,,,
44652,,,
28479,,,
2234,144,18,94
61562,,,
61563,,,
33449,,,
63839,,,
31811,57,67,57
49791,,,
37385,,,
57744,,,
43535,,,
57745,,,
58562,,,
22815,,,
2773,41,41,41
4354,,,
57748,,,
5972,,,
3873,16,2,16
99156,38,25,38
1531,,,
8284,,,
36117,59,27,59
35615,,,
99556,,,
225,,,
41517,,,
2557,,,
95464,,,
93646,,,
9549,6,53,
91784,,,
3445,,,
7774,,,
7165,,,
52777,,,
51553,,,
51528,,,
7789,,,
9344,,,
9478,,,
91324,,,
52567,,,
767,,,
8237,,,
19717,,,
3296,,,
31642,,,
83864,27,25,27
61855,,,
4633,,,
5431,,,
66858,,,
4118,,,
1925,,,
17936,,,
15532,,,
79226,,,
78934,,,
7838,,,
79562,,,
84762,,,
73557,,,
97639,,,
97833,,,
1932,326,298,323
16238,,,
1564,,,
4493,,,
21117,,,
575,,,
5112,,,
5272,,,
38737,,,
3845,,,
3287,,,
42321,,,
4285,,,
41256,,,
5533,25,24,25
3212,,,
32514,3,3,3
32147,,,
371,476,481,476
21157,184,179,149
21227,,,
5681,,,
8434,,,
2425,,,
2287,,,
9829,9,6,9
25938,,,
5376,,,
82428,,,
956,,,
34242,,,
23838,,,
65622,,,
54845,,,
2821,,,
58768,,,
29613,,,
38851,,,
345,,,
61942,,,
6248,,,
3165,,,
394,,,
337,33,19,33
31747,,,
69156,,,
69143,,,
8569,,,
854,3484,3784,3484
95314,,,
7651,,,
7665,,,
56152,,,
3667,,,
96717,,,
96821,,,
94563,,,
933,1132,127,1132
927,,,
924,,,
9592,,,
3881,,,
39166,,,
3861,,,
3865,,,
39737,,,
7516,,,
4346,,,
4944,,,
4227,,,
493,1,1,1
4956,,,
4475,,,
5595,,,
66746,,,
6694,,,
6683,,,
99337,,,
4341,,,
15112,,,
43758,4,,4
4391,,,
263,,,
3894,,,
3979,,,
43412,,,
9856,117,83,1
98199,,,
98119,97,97,97
4466,,,
673,,,
62814,,,
61878,,,
6225,153,131,153
631,,,
61725,,,
35223,,,
35457,,,
62221,,,
6269,,,
6111,5,49,
2526,,,
35,,,
3623,,,
3179,,,
6144,,,
6152,,,
96782,,,
9677,,,
61912,,,
56762,,,
55387,,,
55378,1,12,1
5511,1169,12,1157
613,,,
6247,,,
616,286,263,286
62887,,,
96781,,,
96778,,,
62515,,,
59315,,,
59487,,,
68815,,,
68748,,,
68441,,,
56327,,,
55359,,,
56535,,,
56297,,,
4964,,,
448,,,
4492,,,
68733,,,
68981,,,
19547,,,
18458,,,
74834,,,
35765,,,
68883,,,
69121,,,
51455,,,
566,,,
5441,,,
5146,,,
17261,,,
3564,,,
357,12,1,12
94597,11,12,71
35963,,,
99782,,,
95251,,,
35217,97,859,97
35211,8,8,8
36475,,,
3687,,,
62836,,,
64,,,
6124,,,
61336,,,
35188,,,
61473,,,
46142,4,4,
46235,,,
6585,,,
63561,,,
5944,,,
5969,,,
99546,,,
9966,,,
61283,,,
61372,,,
655,,,
62634,,,
5537,,,
85757,,,
6685,,,
6661,62,52,59
66111,,,
6718,,,
66864,,,
5978,,,
5941,61,35,61
59444,,,
5637,,,
59242,,,
9312,98,93,98
95121,25,24,25
95128,55,44,25
95687,,,
9341,871,83,861
91351,2,2,2
66418,,,
6757,,,
67514,,,
6743,,,
65591,,,
3593,,,
3455,,,
3255,,,
95825,614,486,484
946,69,63,69
9519,,,
95345,,,
3785,,,
1236,,,
97119,,,
72166,,,
95391,,,
95212,,,
9521,,,
77831,,,
95694,,,
78259,,,
95697,,,
7833,,,
9572,,,
95726,,,
78332,,,
78342,,,
78351,,,
78361,,,
95819,,,
95829,,,
61244,,,
6554,,,
77968,,,
77977,,,
77983,,,
77987,,,
84525,,,
7215,,,
953,191,181,191
9222,13,93,13
9116,25,26,25
9262,94,74,94
91935,,,
92282,,,
926,176,965,176
9466,45,51,45
91948,,,
9739,,,
85321,,,
75189,,,
8512,,,
7287,,,
7911,681,52,681
79121,,,
79236,,,
79237,,,
79239,,,
7924,,,
79244,,,
79252,,,
79257,,,
79329,,,
79339,,,
97459,,,
9167,,,
75142,64,4,64
73439,,,
8442,,,
7443,4,4,4
8951,,,
8453,,,
97321,33,33,175
75143,,,
8446,,,
7446,,,
7221,,,
97324,,,
97326,,,
9745,,,
7449,,,
84534,,,
84535,,,
9771,,,
84713,,,
8756,,,
9745,89,86,89
85333,,,
9741,,,
6717,,,
4955,,,
4764,,,
455,,,
33917,,,
33486,,,
3327,,,
33954,,,
34445,,,
33137,,,
3295,,,
3263,,,
75254,,,
7527,,,
87942,,,
871,1,1,
875,,,
73662,,,
12,59,44,31
349,,,
1611,,,
73551,,,
87571,57,56,57
8472,25,23,22
87573,,,
87574,,,
87575,,,
8536,,,
84721,48,3,48
87577,,,
87578,,,
88343,,,
85911,,,
97877,,,
72712,55,54,55
9788,,,
8835,,,
88351,,,
92117,137,125,127
97884,,,
97478,,,
9748,,,
3619,,,
317,,,
95625,,,
95636,,,
95639,,,
95662,,,
95666,,,
95667,265,226,25
95669,,,
78235,,,
95675,,,
8498,,,
97374,,,
89831,,,
97375,,,
97376,,,
7269,,,
9124,,,
84647,,,
89833,,,
87518,,,
121,281,199,243
1922,,,
77835,,,
87375,,,
89447,,,
722,,,
7317,,,
85249,,,
727,,,
8451,3,17,3
8432,,,
721,,,
8433,,,
7435,,,
7436,,,
84512,,,
72335,,,
97484,,,
75426,,,
97487,,,
72342,,,
75428,,,
81425,92,49,6
75972,,,
81428,,,
81431,,,
81432,,,
81433,,,
75978,,,
81434,,,
71371,,,
92283,,,
761,,,
71373,,,
8155,224,222,224
7143,,,
8652,,,
7149,125,16,125
81522,,,
71416,,,
62626,,,
645,,,
6296,36,28,36
97378,,,
78884,,,
7894,,,
78946,,,
7895,,,
78957,,,
7916,,,
7921,,,
7922,,,
72167,,,
8623,,,
84775,,,
7585,,,
97448,,,
8782,,,
87823,,,
7586,,,
9151,,,
9152,43,36,43
8644,,,
87825,,,
7212,,,
84515,,,
7214,,,
972,43,14,43
8561,,,
85611,,,
75554,,,
97627,,,
73852,,,
72459,,,
7299,,,
7211,,,
7524,,,
85325,,,
9121,,,
8517,11,2,11
852,,,
7526,16,16,16
84663,,,
7214,,,
85326,,,
8653,,,
71417,,,
4999,,,
137,35,35,35
48211,,,
11765,,,
48767,,,
97415,,,
84621,,,
8751,48,46,48
988,,,
7128,,,
8821,,,
85641,,,
72542,,,
7132,,,
97752,,,
75644,,,
75645,,,
7137,,,
814,4,33,4
97754,641,595,641
815,,,
7565,,,
72556,,,
9236,,,
97759,25,9,
72569,,,
9776,,,
7151,,,
97457,,,
87829,,,
8536,,,
2542,,,
6811,1316,183,1276
1757,,,
7117,,,
8831,,,
88311,,,
97846,,,
7434,,,
97848,,,
7435,,,
8182,2,4,2
88316,,,
75754,,,
88318,,,
8189,,,
97862,,,
97864,,,
72223,,,
73666,,,
72311,,,
885,238,214,238
7634,,,
81323,,,
75944,,,
75946,,,
7431,,,
81326,,,
76442,,,
7819,,,
97711,,,
7251,,,
8921,,,
9772,,,
97722,,,
8823,,,
97732,,,
8924,,,
72521,,,
97735,,,
97736,,,
72528,,,
85634,,,
97738,,,
7119,,,
74859,,,
74868,,,
74871,,,
8571,89,89,89
9255,,,
71232,,,
71234,,,
88426,,,
81147,,,
88434,,,
81151,,,
97918,,,
71241,,,
88435,,,
85941,,,
9221,,,
7583,,,
81155,,,
71251,,,
9392,,,
93927,,,
93932,,,
93962,,,
7799,,,
4262,,,
73134,,,
73139,128,143,128
71958,,,
7422,16,16,16
73149,,,
7196,,,
71962,,,
87328,,,
841,,,
8635,,,
71331,,,
72927,,,
8639,,,
75954,,,
92262,211,194,211
8143,,,
864,11,11,11
8642,,,
75961,,,
92274,,,
81422,,,
72949,,,
81423,,,
71355,,,
75969,,,
9278,26,21,26
74883,,,
85928,,,
72727,,,
8113,,,
7123,57,47,57
7129,,,
9793,,,
7456,,,
92123,518,496,518
9796,,,
8841,,,
93621,,,
9363,,,
93634,,,
93635,27,16,27
93636,,,
9364,,,
93644,7,7,7
93653,,,
93657,,,
9427,,,
7732,,,
77328,,,
8719,22,22,22
89138,,,
79351,,,
79371,,,
79517,,,
7972,,,
79752,,,
7375,,,
85379,,,
882,,,
75973,,,
92277,22,22,22
75979,,,
81523,,,
81527,,,
87364,,,
7197,,,
89445,3,3,3
89446,,,
71971,,,
7427,2,2,2
97541,,,
97544,,,
72434,,,
73832,,,
8811,15,4,15
8813,,,
72445,,,
7775,,,
73527,,,
9146,,,
75169,,,
89883,,,
87522,,,
97384,,,
8532,,,
28679,,,
14218,,,
7987,,,
75559,,,
7762,,,
93667,,,
7771,,,
7613,8,45,8
8161,,,
8483,,,
71832,,,
8135,,,
7122,,,
8486,,,
8488,,,
85132,,,
7123,,,
85336,,,
8636,,,
36727,,,
48118,,,
48466,,,
1458,,,
7515,,,
72638,,,
75684,,,
97827,,,
8152,,,
75686,,,
72645,,,
9282,,,
7111,498,428,494
7265,,,
88263,,,
9286,,,
97837,,,
88268,,,
85739,,,
72655,,,
9162,,,
75246,78,78,78
75862,,,
81239,,,
71282,,,
72843,,,
97634,,,
72466,,,
72467,,,
97641,,,
8914,,,
75567,,,
75569,,,
91962,,,
9198,,,
75574,,,
9771,358,239,268
86547,,,
74743,,,
7475,,,
76234,,,
92647,137,85,137
76255,,,
76258,,,
85135,,,
7125,421,425,421
71845,,,
89183,,,
87121,455,496,3
71851,,,
97141,33,33,33
1471,,,
14858,,,
4923,5,5,5
76444,,,
931,46,45,46
76453,,,
9315,,,
76466,,,
7647,,,
9335,,,
7658,,,
76513,21,7,21
93117,53,53,53
7652,,,
9327,,,
9328,,,
76528,,,
76531,,,
76538,,,
8124,,,
7591,9,9,86
8631,,,
72854,,,
71292,,,
74128,398,398,398
81252,,,
74129,,,
7593,,,
8633,,,
8133,14,14,14
75938,,,
81321,79,45,28
75939,,,
785,,,
9765,,,
8745,,,
12873,,,
88325,,,
97865,,,
8191,,,
88338,,,
75758,,,
7446,,,
88339,,,
97868,,,
7693,,,
76935,,,
76936,,,
76941,,,
93513,,,
93514,28,21,28
76945,,,
93526,,,
7695,,,
93532,,,
778,568,466,568
93541,,,
771,,,
93558,,,
93561,,,
544,,,
9285,648,588,641
74939,,,
76384,,,
74943,,,
7642,,,
76424,,,
92861,,,
76429,,,
74957,,,
77995,,,
95358,14,14,14
9321,,,
76542,8,8,8
95466,,,
95468,,,
7867,,,
787,,,
7871,,,
7872,,,
95482,52,377,474
95486,,,
9485,43,36,43
94111,11,97,11
94117,567,59,567
7866,,,
9691,,,
78611,,,
9697,86,69,66
9611,35,32,35
9613,,,
9615,,,
9617,,,
78624,,,
96118,,,
9277,,,
71944,,,
941,2,12,2
778,,,
9762,,,
73842,,,
9365,,,
9361,,,
979,,,
994,,,
7115,539,465,539
97111,16,16,16
8467,,,
89124,,,
97116,,,
8472,,,
71765,,,
89128,,,
8129,,,
7561,81,77,81
9537,65,43,65
95376,32,19,32
95383,,,
7822,,,
7824,,,
7828,3,9,3
9542,,,
95421,,,
95425,39,35,39
7776,,,
963,,,
961,,,
9613,,,
9614,,,
9615,,,
9617,,,
9623,,,
9624,,,
9627,,,
9631,,,
9632,,,
9633,,,
96123,,,
96126,,,
78629,,,
96132,,,
96134,,,
78641,,,
78648,,,
78654,,,
78661,,,
78663,,,
42459,,,
97621,,,
7791,,,
781,,,
8567,,,
8568,,,
74636,,,
92544,,,
92551,12,9,12
7465,,,
76133,12,8,12
7471,,,
86511,,,
74723,,,
74726,,,
76182,,,
74728,,,
7266,,,
79366,,,
79378,,,
79412,32,32,32
92118,,,
9437,,,
7858,,,
9646,,,
9652,,,
9661,,,
7859,,,
9664,,,
9667,,,
9674,,,
9676,,,
7862,48,18,48
7865,,,
9685,,,
87581,,,
97416,,,
6451,223,159,191
2575,,,
6312,6,6,6
33547,,,
36551,,,
8169,,,
72669,,,
93285,,,
7675,,,
9339,15,,15
76821,,,
76834,,,
76837,,,
76844,,,
76848,,,
93426,,,
76849,,,
76856,,,
93436,427,28,412
93441,,,
76871,,,
93446,,,
9345,,,
7691,,,
93454,177,146,177
95684,,,
8451,,,
92242,,,
928,,,
7483,,,
74832,,,
74837,,,
74844,,,
76272,,,
74848,,,
76273,,,
77836,,,
95247,,,
95249,3,3,3
2635,,,
67851,,,
2638,,,
94546,,,
36723,,,
35213,3,26,3
947,297,223,197
959,373,39,373
8554,,,
8455,,,
71742,,,
71743,,,
735,,,
71744,,,
71747,,,
8772,,,
967,,,
71751,,,
794,,,
7952,,,
7959,,,
7965,,,
7979,,,
798,,,
7983,,,
7988,,,
95252,,,
95255,,,
77864,,,
95311,,,
95312,,,
95319,73,73,
95321,,,
7795,,,
77957,,,
95338,5,46,5
78383,,,
78387,,,
78389,,,
9591,387,282,322
95922,,,
95928,333,265,295
95939,,,
95942,,,
95945,247,229,222
95947,,,
7853,,,
95954,,,
9596,2,15,
95963,32,4,32
94924,,,
6831,,,
95431,,,
95432,,,
7845,,,
95437,8,71,6
95444,,,
7855,,,
95449,,,
85331,,,
85748,,,
8633,92,92,92
8537,,,
8523,67,66,67
7993,,,
7996,,,
6187,5,43,5
4677,,,
391,,,
4626,,,
74734,,,
78521,217,12,217
95965,116,15,116
95973,22,81,22
95974,,,
95983,,,
95988,,,
87554,,,
87556,,,
91316,,,
84712,,,
7952,,,
7955,,,
7956,,,
79511,,,
79527,,,
79543,,,
79549,,,
79556,,,
7967,,,
79699,,,
95453,69,21,45
95454,,,
7861,,,
8972,,,
97333,,,
7454,1,1,1
8742,,,
8459,,,
73487,,,
87455,,,
8461,,,
8465,,,
8466,,,
85286,,,
72122,,,
72123,,,
85341,,,
59933,,,
59472,,,
6692,,,
67218,126,66,126
7629,128,92,128
7474,,,
9264,,,
77612,,,
9537,77,94,77
77624,,,
77625,,,
9554,269,168,269
95113,46,21,46
7766,,,
95129,,,
95148,,,
9526,,,
7977,,,
79735,,,
79739,,,
79743,,,
97473,,,
75412,,,
7639,,,
9173,9,9,9
72331,,,
72332,,,
765,,,
62477,,,
8538,2,2,2
84737,,,
72126,,,
97423,,,
8547,,,
87718,,,
72139,,,
756,31,26,31
84747,,,
71222,,,
7274,,,
75783,,,
88415,,,
81143,,,
71226,,,
88418,,,
88419,,,
75785,,,
92135,,,
88424,,,
56683,,,
7839,,,
26719,,,
4925,,,
884,,,
6461,,,
34743,,,
622,,,
7328,,,
15239,,,
1955,,,
17562,,,
15851,,,
173,,,
43228,47,47,47
45849,,,
43542,,,
43528,,,
44695,,,
4542,,,
43231,,,
431,,,
76632,,,
26372,,,
98851,,,
57272,,,
57217,,,
77984,,,
79376,,,
73529,,,
1666,,,
15647,,,
15486,,,
1562,,,
667,,,
32697,,,
7814,,,
16137,2,2,2
16127,,,
77381,,,
842,,,
15613,,,
15679,,,
16839,,,
1595,,,
18326,,,
57226,,,
57258,,,
5742,,,
57219,,,
57334,,,
25917,,,
2666,,,
16865,,,
37921,316,316,316
386,,,
28269,,,
27527,,,
24853,,,
1641,,,
16332,,,
19126,17,16,17
3713,891,81,88
16635,,,
296,14,14,14
2925,17,166,17
29828,,,
84764,,,
8461,,,
25142,,,
13166,,,
14514,,,
2521,,,
2565,,,
16834,,,
57533,,,
1474,,,
14714,,,
15425,8,5,8
16666,,,
16664,,,
16852,,,
197,9,88,86
1264,,,
13214,13,12,13
1224,171,171,12
176,,,
2919,57,57,57
2995,,,
12435,,,
11747,,,
9819,71,57,71
9877,,,
98558,,,
16117,16,7,16
5752,,,
2745,,,
2723,25,25,25
28342,,,
13332,,,
1295,,,
26325,,,
2311,,,
76655,,,
54891,,,
9811,73,6,73
736,,,
54619,,,
54964,,,
61919,,,
15762,,,
7524,,,
29624,137,135,117
1589,,,
1583,,,
1258,,,
11713,,,
8451,,,
5737,,,
1379,,,
1218,,,
3884,,,
87931,,,
14839,,,
13736,,,
1112,5,48,5
13147,,,
29932,,,
29935,,,
3729,,,
1215,,,
14416,,,
4322,,,
1347,,,
1452,4534,4464,4534
12132,,,
11218,264,263,261
125,2213,214,22
1263,,,
13441,,,
45788,,,
45369,,,
25843,,,
24898,,,
37769,,,
14744,,,
13832,,,
44217,,,
4413,,,
44844,,,
44254,,,
43217,,,
43917,,,
43126,,,
45168,,,
5456,,,
3194,,,
48921,,,
1555,,,
7922,,,
2553,,,
25512,,,
24831,,,
3757,,,
2716,,,
22943,,,
41257,,,
61722,,,
246,41,35,41
4914,,,
99354,8,5,8
98439,,,
18454,,,
57386,,,
8416,,,
198,,,
76524,,,
7992,133,113,133
79547,,,
7738,,,
7827,1431,1391,1413
24566,,,
27879,,,
11351,,,
76828,,,
77432,,,
8619,34,32,34
8217,,,
1984,,,
8732,,,
75756,,,
44883,36,8,36
436,,,
12184,,,
1119,,,
13145,,,
14615,119,119,119
4538,,,
4364,,,
436,,,
8443,,,
4487,,,
44621,,,
7415,,,
17774,,,
13797,,,
74884,,,
1584,59,59,59
188,,,
1871,8,8,
17945,,,
71322,,,
7445,,,
52215,,,
5662,,,
5236,,,
573,,,
39747,,,
5721,,,
31533,,,
68853,213,27,213
41777,,,
183,,,
1413,,,
1868,,,
3938,,,
843,,,
3865,,,
8417,,,
36761,,,
99634,,,
85363,,,
7171,,,
2231,99,99,99
2932,15,1,15
47997,,,
53537,,,
29461,,,
6483,,,
58569,,,
52225,,,
4762,8,,8
3552,,,
99764,,,
72372,,,
9628,,,
9212,,,
9687,,,
14614,15,14,15
1475,,,
32347,,,
3551,,,
35541,,,
35546,,,
721,463,422,48
5922,,,
6839,,,
82,,,
1456,,,
138,,,
12929,,,
28435,,,
7533,,,
7719,,,
52749,,,
56461,,,
5388,,,
27332,,,
2922,,,
57579,,,
29423,,,
3735,,,
65443,,,
38751,,,
8956,,,
4416,,,
4975,,,
64835,,,
65473,,,
65335,,,
2965,,,
5759,,,
3245,,,
8764,,,
87714,,,
12527,,,
28544,,,
58835,,,
45721,,,
25162,,,
2551,,,
25517,,,
26236,,,
661,,,
4979,,,
55313,,,
56378,,,
7914,,,
5713,455,375,425
5737,,,
3786,,,
48651,1,1,1
49649,,,
651,438,436,417
98641,,,
9351,,,
32544,,,
8351,63,43,63
7152,,,
4936,,,
5241,86,6,86
5861,28,14,28
27821,,,
2961,474,284,474
8913,,,
75462,,,
22973,,,
24266,,,
2411,25,25,25
9911,,,
2548,,,
2633,89,89,89
54127,,,
82633,,,
99922,,,
98648,22,5,12
23,7597,413,7597
3136,,,
31513,,,
83641,,,
6283,,,
46967,,,
5832,,,
37185,8,8,8
61552,,,
22732,,,
43523,,,
5266,,,
5536,,,
25911,,,
3697,,,
71822,,,
81152,,,
4725,2,2,
62521,126,19,126
2651,,,
69337,9,6,9
58568,,,
64659,,,
6574,,,
51446,,,
89191,,,
4511,327,324,327
55722,,,
5688,,,
71833,,,
9364,,,
96145,,,
93549,,,
8951,,,
226,,,
34974,,,
3218,,,
33178,,,
2911,,,
3534,,,
42133,,,
35772,,,
53599,,,
56294,,,
3162,,,
47324,,,
56593,,,
36759,,,
5758,,,
46218,5,48,5
5457,,,
4233,,,
4119,,,
42642,,,
4924,,,
4489,,,
5595,,,
38768,,,
6541,35,24,
6463,,,
49885,,,
27881,,,
55,,,
54531,,,
68122,1,1,1
54848,19,18,11
4493,,,
65655,,,
3346,458,398,458
58416,,,
43547,,,
29472,,,
56349,,,
6462,,,
63345,,,
74119,268,244,268
161,337,315,324
16353,,,
1564,,,
4366,,,
8931,,,
89135,,,
894,,,
47,,,
49892,,,
692,,,
3176,,,
63131,,,
63141,,,
3223,,,
387,,,
592,,,
6345,,,
59523,,,
5764,,,
29335,,,
68437,,,
68655,,,
6832,,,
41754,,,
4642,,,
5633,,,
331,,,
1657,137,124,62
54542,,,
85646,,,
7199,,,
71667,,,
95634,,,
95423,,,
9575,,,
5768,,,
3671,,,
31555,,,
41836,,,
63782,,,
64733,,,
345,,,
56215,,,
55336,,,
43,,,
6543,,,
61324,,,
59841,,,
59845,,,
59847,,,
53573,,,
27823,,,
27839,,,
5937,,,
32931,,,
4728,,,
31563,,,
