ZCTA,pop,minDist_OTP
06061,104,7.98
20418,0,0.3
20566,0,0.43
20204,0,1.92
34685,18899,12.03
32026,1907,28.61
33063,54937,4.15
31503,20624,4.62
31312,20297,22.28
30721,53461,6.67
31077,1395,17.09
31836,849,30.9
30627,2393,23.93
50107,1156,39.91
50217,636,46.78
50634,807,44.4
50847,112,46.71
52038,653,45.89
51656,52,52.12
67114,21586,26.15
67519,193,96.32
66424,463,32.34
41472,10384,24.53
40445,751,18.22
42726,5016,22.14
40036,198,20.99
42370,0,29.56
40514,16143,5.97
42733,1107,34.82
42102,94,0.36
70739,14484,16.19
71418,6589,23.83
71435,3555,31.93
70550,55,22.86
70558,0,16.96
04441,1675,81.21
04973,1508,18.63
04414,1273,45.59
04456,2963,11.29
21217,34487,1.07
21916,41,2.63
01745,588,4.31
01068,1840,12.9
02723,14279,0.89
49201,45817,3.25
48216,5179,2.2
48225,14307,0.82
49841,7242,124.58
56386,622,36.02
55341,3226,14.4
55130,18259,1.26
55943,3010,16.82
56089,148,59.13
56525,100,14.16
39209,27336,9.01
39047,38787,12.26
39443,21962,50.18
39629,6990,63.53
39648,21035,46.24
38923,1215,70.47
38631,1284,49.51
63077,11118,40.21
63359,1403,50.28
65215,252,1.33
83213,1321,145.6
83617,15522,25.12
83546,504,87.77
60164,21600,1.51
80814,3426,18.22
80264,0,0.69
15038,353,8.12
17934,413,16.59
15678,724,7.88
15053,116,13.22
15466,444,3.44
17120,0,1.68
15680,162,8.7
19094,3770,1.55
02858,728,9.5
29651,47493,6.73
29208,760,2.39
29225,1308,2.19
57772,2571,241.37
57644,224,111.75
57741,84,210.53
68879,374,166.98
68417,323,26.26
89834,147,152.21
03861,4424,7.78
03752,772,25.69
07017,35731,1.3
07028,7685,2.82
08072,333,8.63
07939,212,7.25
87732,1531,38.81
87416,5390,12.55
87410,17287,19.81
88421,39,86.01
10976,2357,4.7
57057,222,39.56
38506,28476,66.12
38132,0,3.9
37030,7063,38.88
38070,221,10.99
37058,7758,24.52
38472,3033,15.6
38365,53,11.97
38581,3895,52.91
76078,10168,19.3
37934,26195,14.2
78631,2856,73.76
75494,9489,37.65
79331,12561,48.88
76933,1273,29.55
79007,14447,42.96
75861,9153,38.3
76534,2857,13.44
75119,28319,27.77
77006,22632,0.89
75140,7290,31.01
77865,2273,44.88
75075,36917,2.65
75417,2628,60.23
76687,1898,40.02
75455,28460,47.19
78341,2107,61.43
75223,15128,1.98
75855,2968,44.85
75563,4709,35.37
24540,30646,6.27
24354,14334,20.13
84036,7247,37.4
84032,22464,25.64
84729,236,56.04
22701,35087,3.04
05356,864,16.74
24066,5074,23.2
23181,5287,21.42
23089,5366,13.81
23160,2661,16.25
24415,32,23.5
23523,8075,2.7
23950,3733,26.96
22940,1418,14.09
24319,7194,22.12
99169,2428,57.98
98272,31416,15.43
63666,110,56.15
64158,5041,11.03
63962,272,9.05
63501,21202,64.41
64780,541,62.48
63824,155,19.79
59934,501,37.81
59430,354,129.7
59213,763,166.86
69147,486,156.29
68749,62,84.2
64114,24405,3.9
56474,4080,28.46
39301,26208,9.74
39146,2124,35.59
74764,3814,70.47
03060,29586,5.79
02905,25488,0.82
13675,227,20.8
10018,9687,0.16
27025,11387,15.49
84337,12422,25.55
05776,716,25.74
58643,161,154.3
73456,2113,26.94
98577,6909,25.16
24934,340,47.74
45684,2093,16.05
54211,274,63.01
82938,237,114.49
36078,13178,19.72
36350,6628,8.17
35453,10863,9.57
36875,3174,14.88
36046,1413,26.23
36028,1674,53.05
35577,41,21.04
35082,0,34.65
85546,20765,11.06
85931,203,31.05
86004,35798,17.72
85539,4595,38.92
72675,1226,70.63
72119,0,5.4
72945,226,23.78
71921,3660,56.85
72857,1304,48.73
95360,13029,25.71
95546,3768,32.71
95430,7,17.34
90095,0,1.52
93637,39381,24.06
95685,4711,5.49
96007,23106,8.2
96051,1351,25.81
91330,3273,2.58
92378,263,11.35
95946,9370,20.15
95222,5090,21.51
90043,44627,2.64
95219,29668,8.86
95610,45995,2.89
94108,14550,0.79
95476,36792,14.11
91371,0,2.11
95461,2440,21.82
93546,9359,74.94
91205,37618,1.13
95979,430,47.35
92227,27255,18.23
94709,11740,1.89
81657,5850,62.23
81601,15666,72.39
80293,0,0.47
80045,889,3.82
80530,4460,9.55
81201,9161,68.99
06716,16652,3.94
11554,37358,0.59
10153,0,0.85
12983,7371,44.55
10030,29882,0.19
10044,11682,1.54
11752,9564,5.74
14475,280,13.11
13367,8617,31.52
14619,14602,2.25
12089,115,17.35
10165,0,0.77
10128,59256,0.25
28779,18141,10.72
28376,44328,17.46
27956,423,12.58
28077,464,10.26
27253,30544,15.04
43832,7349,30.96
58523,3721,56.26
58505,0,1.04
58244,118,95.26
58529,616,50.56
44663,24914,23.27
45816,330,26.09
43140,24514,16.63
45323,4973,7.88
44080,92,15.25
44266,33894,5.26
45693,8691,19.6
43786,35,33.25
43036,270,16.26
45307,330,11.17
73142,14302,6.65
74033,11999,12.25
73425,40,28.93
74468,316,36.42
97361,12091,18.3
97526,35493,3.85
97056,11434,15.59
97538,1650,18.56
97381,15822,12.88
97205,7284,1.42
19367,0,5.28
15650,26994,7.07
18070,1108,10.01
17751,7082,28.32
17222,11602,21.44
19316,209,5.26
15353,100,15.42
16876,310,7.84
06021,325,11.52
30751,40,14.25
33847,171,15.0
41144,10268,14.54
62056,8574,30.4
04605,13955,19.55
50598,868,104.05
21610,386,8.11
42064,8294,38.61
40701,30305,5.72
66780,524,48.37
55921,4682,16.07
55614,2327,50.72
11702,13788,5.91
38372,17492,6.21
37040,50953,5.1
78363,29949,34.36
79845,4689,171.6
79938,80143,26.38
76265,1602,37.26
28625,39518,4.59
58623,2275,133.09
27525,14323,14.56
23061,21721,7.25
99153,371,81.02
26802,1041,21.74
26159,3365,37.25
25262,829,30.4
26170,5951,18.73
54313,38120,4.47
36453,2423,36.15
36804,18582,21.7
35452,3061,11.53
36769,2830,72.55
36474,3099,49.81
35559,12,20.89
36091,3526,5.6
36865,34,36.79
35952,7482,16.68
36579,1204,32.39
85053,29976,2.45
71852,9823,41.2
71602,15900,32.03
71957,3109,61.14
71659,80,51.14
71631,382,73.73
72856,285,68.93
91506,18575,4.22
20742,6719,2.14
06756,2849,6.88
56575,801,66.99
46365,793,9.86
41099,1077,3.13
76701,2002,0.84
24225,1995,19.99
05492,707,17.51
17855,1098,13.78
07027,4334,2.98
10271,0,0.58
37137,2872,17.64
12585,870,9.14
11507,7286,3.42
10111,0,0.88
10505,925,6.11
27892,14161,23.51
13845,138,22.58
10993,5433,5.82
28127,7860,23.76
27207,3149,9.2
28365,16886,14.81
28305,5705,1.99
28447,1643,29.62
58755,88,80.24
58843,584,96.92
18420,57,12.82
18220,304,9.08
43531,308,42.2
98814,666,93.06
54927,482,7.04
24991,805,36.09
36272,13221,24.67
36703,13502,32.41
90803,32389,4.82
94850,0,2.55
81027,187,86.97
94956,1224,18.53
19709,40802,11.38
95322,10546,29.96
34108,16636,7.6
92004,2414,39.8
95472,30762,8.75
31331,7900,20.91
39145,4634,19.7
38961,932,71.11
39339,14464,53.89
38704,0,66.99
65355,10332,34.99
63645,11466,45.86
65550,2887,78.07
65566,830,76.87
65529,224,75.2
65605,12675,29.21
63047,69,34.04
59901,54647,3.17
59859,2997,52.0
59721,502,31.98
59351,208,135.86
59434,644,48.69
59326,222,191.76
68104,36546,4.0
68969,41,141.42
69347,1278,185.56
89442,1125,20.05
89025,1171,31.09
03754,267,19.67
03871,115,8.38
07078,13097,3.9
07803,3560,6.28
87515,363,38.14
88354,0,73.04
88049,357,87.51
87012,255,33.16
87315,188,83.86
11416,27125,1.82
11219,90036,1.4
14169,94,13.89
10553,10429,0.9
13640,362,23.8
10029,79597,0.43
06110,12658,3.56
20506,0,0.45
32091,15311,25.5
32011,13805,18.48
33146,16156,9.2
32530,0,15.49
34946,5950,4.84
31001,4563,17.3
55043,3682,10.43
39429,16435,63.6
39562,17205,10.02
01431,3215,8.15
89422,111,100.23
89046,316,31.84
01229,70,2.87
88220,36708,75.34
49918,87,191.09
39577,10699,35.52
65777,437,14.63
45663,6162,5.93
44140,15391,10.68
43961,363,18.55
39556,8271,28.97
97914,19211,46.39
15424,2074,17.86
07064,4139,2.95
29831,4332,14.81
99347,2240,79.44
24726,562,23.42
26241,13667,38.99
23833,2301,16.15
25090,195,24.4
25185,870,20.2
26438,166,6.29
26178,377,28.57
54166,16615,31.99
53170,2305,10.82
53965,10338,44.6
57027,112,28.39
53792,0,3.08
25180,100,17.41
82516,486,177.59
82648,30,184.47
82716,17823,166.2
82442,710,143.82
59871,298,68.3
90743,267,7.45
91764,54825,2.87
10280,9384,0.81
48227,41777,0.64
55401,9595,1.1
41031,15812,26.37
35458,595,20.06
86443,0,30.82
82070,20336,60.69
35776,3592,20.86
35022,20271,3.53
35049,3366,17.99
35115,15105,9.0
35581,5709,22.99
36047,1150,26.87
35405,45473,2.8
36082,1271,41.72
36521,5386,20.33
36264,8523,16.95
36454,39,25.39
85901,18344,4.85
20593,0,1.27
23707,15253,1.19
98288,181,41.3
07065,29370,3.54
10112,0,0.8
38230,3696,29.68
15484,68,7.48
18333,573,16.89
14527,12951,32.57
18351,428,16.23
14537,114,23.49
14542,60,27.41
18360,27084,12.02
87024,2453,31.7
71655,15192,81.23
84035,394,88.25
87026,4112,21.18
38050,615,17.62
29845,983,21.94
38052,4075,39.46
65052,3502,56.23
29848,631,13.31
53969,406,26.85
37766,17907,30.73
23188,43687,2.01
58788,1257,38.41
29621,40931,4.92
23219,4435,0.61
54010,8,29.34
43948,586,7.27
58854,8529,91.81
58008,209,39.2
58405,428,89.18
45640,16079,1.15
44306,21165,2.59
45838,66,20.38
45410,16079,1.89
44687,275,22.24
45809,163,11.24
45716,474,8.43
43437,578,23.65
55370,722,38.82
14586,11897,4.86
14592,192,16.39
18424,5160,9.99
60301,2536,2.06
35462,4258,27.63
41040,7222,21.32
55409,11674,2.97
35466,5567,21.94
32333,10506,17.37
60304,17641,1.29
30281,67533,4.24
32334,2088,29.45
39074,15041,38.49
62801,21444,55.3
60402,63554,2.51
62543,531,13.7
61519,230,29.88
61773,413,30.08
61470,537,45.72
46035,1082,17.36
47901,3702,3.77
47123,80,37.53
46404,17014,1.72
50246,613,40.3
05354,2303,7.7
24348,4409,13.45
44132,14805,6.67
23221,14933,1.91
38141,22340,4.07
54547,1390,88.18
38201,11005,19.64
54548,4840,62.91
66103,13570,0.83
38221,3326,14.33
68127,22445,1.92
55037,4789,63.65
32055,17114,7.93
40143,5936,30.64
48062,9597,3.85
41537,5061,17.13
48426,958,44.64
30427,12301,32.57
48214,21086,2.25
40972,1051,20.58
39040,3032,24.16
55373,5820,16.76
46340,815,15.18
41006,4374,13.9
48220,22811,3.07
32310,15864,14.18
46346,1319,9.19
01984,5208,3.61
02072,28534,1.64
24740,30672,26.81
25703,7375,2.05
53820,2304,23.35
97016,6122,18.15
36752,1162,24.69
36460,9644,38.04
36037,13306,46.38
36079,10159,43.58
35957,16135,15.55
86034,1927,92.42
86540,1043,89.29
72024,3592,26.34
72719,12144,14.21
71923,15351,48.7
97458,4475,26.15
43759,57,26.44
45145,19,8.8
43525,1096,8.65
97021,965,66.23
43033,298,9.61
73901,185,116.11
53808,1227,16.08
26160,669,20.51
25259,684,26.54
15734,467,21.41
57779,191,211.27
38544,7220,53.78
78828,81,89.01
79015,22193,18.86
75974,3411,10.61
24315,3546,17.72
23970,8205,32.35
23841,3281,13.3
98276,660,16.47
39360,3217,35.27
55814,644,6.04
41605,727,8.01
41607,471,13.06
30434,5386,30.66
39208,32424,5.74
35620,9026,18.57
41650,422,11.37
35622,7879,9.78
55724,772,29.26
41660,678,6.86
38876,1458,15.4
40513,11100,6.49
50319,0,1.46
38901,18722,85.73
19004,9719,2.41
19018,23483,2.14
19040,20586,2.03
30334,0,4.85
35572,1319,22.98
41175,5429,6.16
39153,3868,41.99
48336,25897,5.43
39154,10347,19.67
35576,2958,38.18
48340,26068,1.81
32413,14619,11.54
35578,5806,13.69
55448,27787,6.14
46377,287,18.92
41049,2393,42.87
48237,29849,1.25
35474,6454,15.1
32340,11294,29.19
50562,381,102.05
41062,0,10.86
48239,35888,2.49
07029,18889,1.05
19735,53,3.97
20053,0,1.76
20064,2207,0.81
20245,0,0.29
20510,0,1.65
20540,0,1.44
07060,45986,0.63
19902,386,2.37
50517,1094,102.48
50278,788,33.57
67645,900,181.78
41093,2950,37.25
41653,10404,10.55
41332,868,31.97
40010,736,12.53
42367,796,33.16
41721,531,14.66
48191,4102,10.57
32212,2499,5.35
82720,834,200.94
65785,5012,42.1
24484,554,43.06
82721,3077,198.87
24487,322,30.36
45301,130,5.21
82723,246,237.29
65793,6416,20.2
28792,34945,6.89
28801,13683,0.73
67053,582,38.09
24504,9935,6.31
54466,2792,51.94
28337,10019,25.81
34205,32534,3.74
41222,2395,4.13
39159,3412,56.05
39160,2513,48.54
24651,5650,15.28
24085,2088,27.4
23050,852,12.48
24067,2398,19.4
24553,1430,22.16
23921,1627,31.95
98603,1204,24.7
25112,105,10.9
26143,4808,16.11
26447,1424,25.53
25312,14771,7.18
25045,5140,14.0
26435,117,15.02
25690,292,9.15
26710,2129,23.61
26208,890,50.47
54847,2194,35.53
54525,243,92.45
40231,0,4.51
42345,10874,26.91
40312,4785,19.52
41041,7045,32.65
70163,0,0.94
71419,2156,28.23
70431,5735,27.54
72513,2889,36.05
72429,339,27.19
72006,2609,55.01
94585,29599,7.6
93305,38725,1.32
93265,3271,20.4
95521,21462,5.49
53583,5979,25.34
96096,732,27.24
95563,604,34.15
96137,3336,56.0
93943,0,12.68
93276,186,20.09
54538,3024,71.15
23847,15334,15.57
41390,22,11.95
30415,6161,12.8
55616,6882,33.35
50667,738,47.54
41465,11551,16.5
35603,31468,16.6
50668,1174,60.36
55709,3851,74.77
41501,23078,3.5
30423,121,20.6
39201,501,4.11
41514,3200,2.13
55716,375,66.63
38054,271,10.65
23691,142,5.97
29899,1120,18.79
44274,246,8.14
28343,1404,31.4
62927,383,21.77
34734,4225,7.28
44825,102,26.23
38477,2708,25.97
82072,16945,63.99
68516,44460,2.57
54552,4160,75.5
44503,1130,3.35
54942,9699,8.55
74050,356,8.8
74456,186,27.18
73737,3521,78.54
97406,13,36.9
97435,2137,26.74
97380,2904,45.1
97232,12419,0.7
97462,3765,19.33
97420,27764,5.2
15673,1328,2.81
17857,7380,10.0
15754,641,7.66
18848,8489,27.95
86320,2045,55.85
85541,21812,3.25
86030,1531,73.12
85940,1325,19.2
72160,9956,46.21
72802,21761,57.45
72560,8979,61.09
71999,720,46.79
72685,1246,69.04
71753,16902,51.02
72455,12279,38.7
72653,27981,38.16
92301,33967,16.55
95589,982,53.08
92364,0,47.93
95051,58123,3.68
33154,14790,4.73
32344,12360,22.09
32331,4269,36.18
95448,17482,14.14
81415,1506,55.46
39823,7762,35.93
83522,2297,112.63
50681,405,61.64
26055,1421,24.07
26074,1242,6.88
46214,24202,5.46
39345,5935,25.09
32534,14524,2.21
35674,18690,9.68
51027,1352,45.95
55802,2384,3.29
55803,18042,17.02
46704,38,6.8
39354,2894,36.34
23872,2757,23.35
68132,14569,2.16
28422,8404,11.25
44506,2877,4.36
28424,49,28.46
34429,8272,28.13
66801,28691,50.18
24237,922,26.02
82414,15608,101.92
65656,4477,27.17
24245,818,30.55
82426,2728,94.05
82430,77,135.36
65664,165,16.17
34953,69685,0.98
65667,3192,43.6
82431,3534,66.26
24260,5385,13.35
24263,6137,40.94
15612,379,3.86
15351,640,1.84
02132,28487,1.42
02302,32497,0.81
02322,4482,2.52
02379,7165,2.68
02462,1420,3.77
02556,2681,5.1
02637,167,3.4
15773,537,19.77
83554,372,122.03
33169,41525,0.53
34736,18213,29.67
32550,8490,14.43
32358,1889,25.31
40977,10512,24.64
60514,10109,2.75
05748,323,22.38
24588,9982,9.23
20148,48110,15.91
24558,6037,33.62
05738,1197,7.71
23313,103,25.28
22185,0,4.18
22657,10402,15.29
23927,3951,20.55
48553,0,2.86
48554,0,3.49
55805,9556,0.72
51037,423,75.26
34201,3930,6.9
28330,444,29.05
38041,4816,33.64
54458,76,35.73
66027,6188,23.33
44262,5049,4.25
24091,7564,25.42
24092,2450,23.97
48434,66,54.31
26253,4401,42.75
21540,109,15.61
26261,2496,41.81
26268,43,49.36
21555,1541,11.42
08057,20705,5.4
26280,1805,41.58
21561,2606,20.79
26287,3091,33.95
26288,3411,53.56
21622,1030,22.29
21626,83,24.34
08083,9728,1.45
26342,184,30.24
26349,81,13.04
26366,33,8.28
12866,39178,16.47
11709,6708,10.18
15841,379,16.56
11721,6086,7.74
04629,0,28.64
71351,10891,31.9
39355,6700,22.26
39322,1569,55.08
39183,14173,38.66
59544,231,217.18
59736,103,108.71
69216,141,215.71
69346,646,160.39
69219,170,226.02
07750,3211,6.38
88410,105,92.26
11220,95643,0.95
23709,689,1.71
98541,10211,20.85
98937,3874,34.25
98195,51,2.66
98273,30595,10.0
99122,3825,36.66
25136,1903,19.68
24801,4969,29.66
26361,250,7.6
26323,458,4.35
48230,16425,2.71
39066,4367,27.07
02668,2723,7.66
02743,10483,4.37
66608,5733,5.3
62915,425,10.5
66612,2117,2.42
44809,321,37.5
82009,34247,57.37
28604,7635,10.07
68503,15558,1.08
38464,22285,29.97
65251,21734,20.26
62672,204,25.11
68116,30398,7.57
54541,1227,63.24
23851,13262,3.47
82331,2231,107.71
82336,160,182.11
68659,160,49.96
38577,1209,41.72
12885,4432,42.38
12887,4919,20.26
12911,25,11.15
01760,35763,3.52
01843,25454,0.97
01886,24194,5.19
15633,624,3.49
15641,464,0.33
11509,2153,9.08
15658,8744,13.99
11549,2901,2.65
15676,713,5.47
11556,0,1.65
11561,37662,10.74
48049,5476,13.44
14201,11680,0.28
10979,171,10.54
28734,26935,3.93
28790,3308,9.04
27537,24578,3.01
28369,2865,16.57
28721,10152,8.47
25813,8038,2.66
24854,297,24.85
53031,0,10.66
53702,147,2.07
54564,408,48.21
83121,0,66.08
82401,7585,124.3
28714,17044,14.66
60201,42296,0.96
02760,27345,3.13
02766,19634,5.31
03823,1816,5.29
20004,1975,1.0
20612,358,5.47
20009,52117,1.55
07020,12184,1.74
07022,14269,2.94
16030,348,19.32
72322,133,38.65
92230,3406,13.46
96001,34571,6.15
38578,158,57.98
65646,1704,21.54
24224,5973,30.34
68662,1357,47.89
54856,1691,51.66
68664,358,49.85
38583,24089,61.38
24228,6294,21.19
34947,13188,2.16
65654,179,31.8
24230,8815,35.43
07981,8989,5.31
08007,5020,1.95
08011,20,4.38
26149,2061,30.86
21231,16160,0.93
11565,8696,5.61
11569,1080,9.63
15727,198,10.02
15745,203,18.52
20901,36154,2.8
07504,11498,1.67
07506,18802,3.15
07603,8362,5.43
07605,9111,3.23
07642,10395,3.68
07644,24498,2.92
07650,20536,3.38
25511,1043,24.89
55606,208,125.46
35953,7522,18.73
54027,998,38.02
03279,852,31.02
65606,3171,28.24
21653,108,6.03
38603,2901,45.87
42061,26,13.58
15004,423,12.01
18936,0,7.81
15530,5179,20.64
18661,5406,11.6
15072,9,1.84
15088,501,6.06
29640,30295,4.12
29574,11446,28.43
95327,7711,30.62
93461,1451,24.67
90017,26728,0.94
96047,851,17.77
92844,23878,2.97
96088,4419,24.86
92134,280,3.58
95246,1032,15.73
81131,1125,32.13
81050,9065,48.75
80825,434,53.16
81235,797,62.01
80447,1937,35.96
06052,7859,1.27
04063,482,10.35
62353,5346,34.05
04671,523,9.96
08026,2217,4.76
21251,933,1.53
21252,2271,0.67
26201,19904,20.54
08037,23800,0.43
26206,3116,54.4
21502,42583,2.92
26222,489,42.54
12767,136,36.83
17005,323,19.96
12776,2214,43.23
12789,1952,21.12
08722,11210,3.36
08730,4709,4.12
08808,142,7.06
16546,868,1.58
12206,15944,1.15
16624,189,11.8
16633,319,22.99
16638,32,10.46
29803,38920,11.55
29620,13006,15.22
29006,10720,24.04
29204,18709,4.36
37405,16163,9.16
37033,7552,26.94
37330,6979,33.67
37020,5820,36.89
38080,2692,13.59
37879,10790,38.08
38046,54,36.93
57375,657,85.97
57706,3035,214.44
37876,32425,16.54
38242,20275,3.09
38040,4796,12.26
38474,8617,10.85
37074,8667,32.65
37122,56964,8.18
37388,25511,40.24
38375,8810,20.73
37730,0,29.33
37179,15738,16.47
38152,988,3.89
79512,7716,65.88
15866,275,20.45
15921,83,8.7
15922,227,16.74
15925,206,11.76
15931,8819,17.64
20606,459,11.45
21524,740,3.95
02861,25044,1.33
49894,676,100.06
70538,14464,47.05
56051,660,71.82
39362,3594,54.98
39341,7164,51.51
71001,4436,48.06
39701,13264,57.17
64111,17801,0.95
07711,1570,2.15
88040,105,107.85
08812,14422,2.6
08822,31119,2.92
08829,3558,13.25
08863,12570,2.36
08890,15,2.31
08904,13992,1.37
10013,28709,0.43
10075,21556,0.73
10199,148,0.22
17606,416,5.11
13601,37624,1.11
13605,4816,13.9
65560,14361,64.89
62921,394,9.33
44816,16,9.25
37846,4651,27.39
38376,164,11.67
78357,2867,56.72
78223,55088,8.57
76088,11827,7.46
75603,5954,11.64
76943,3527,81.86
79831,4,112.78
79010,996,21.99
08741,2640,1.67
07023,7602,1.96
87412,746,39.68
87031,44451,9.54
87752,355,76.84
12177,305,5.07
10037,21139,0.31
10115,0,0.87
12085,434,7.68
10279,43,0.37
11751,14559,6.43
11767,15783,4.8
18081,155,7.58
18101,4448,3.0
14302,109,0.34
18105,27,4.27
14424,27717,23.92
14437,11439,36.55
14441,332,28.63
18218,2162,9.9
18225,388,1.87
97465,2003,46.0
97842,134,100.81
08840,16392,3.07
03033,5298,13.66
24860,293,28.37
23891,3408,11.33
54452,18503,18.62
53132,35940,6.6
25976,2462,14.89
82214,1338,118.75
29664,2084,15.77
72532,1058,45.42
82324,227,104.5
24112,29522,19.39
38468,5251,33.24
54755,7043,18.39
65565,5060,72.44
67260,0,2.62
68954,14,83.2
67334,34,21.61
45601,56753,2.12
45612,4793,16.68
45617,279,9.11
45618,13,15.15
45621,309,5.67
45624,0,21.71
45631,14630,25.24
68977,269,163.67
45642,0,20.4
45648,12886,11.58
45658,2989,22.34
67361,1653,29.71
13116,3504,4.63
10471,21896,1.55
11204,76978,2.47
11239,13244,0.98
11233,76819,0.91
12490,28,13.51
13672,763,61.92
15760,162,23.4
18016,0,1.77
14068,6632,2.48
18035,68,10.13
14102,1163,12.39
07077,2318,2.57
08330,27809,3.03
57783,15527,222.4
57315,1118,75.23
37083,15129,39.47
37642,15327,16.17
78877,777,117.85
28449,1932,14.74
79834,213,184.08
84741,5981,69.3
05350,684,11.43
28697,13638,1.2
22830,1769,17.46
98222,71,12.84
99362,41456,37.77
45656,6364,11.14
26711,2696,18.9
24920,243,44.47
26807,2593,29.53
60029,560,2.12
74759,1454,46.13
49760,734,71.37
16048,139,13.63
11778,11641,13.72
11789,8380,16.05
11794,2952,8.31
11796,3826,9.62
11934,8006,10.19
11948,922,6.83
16151,136,12.21
11955,3785,10.68
16155,124,6.8
98004,35034,2.57
83202,22963,88.21
83211,6141,89.73
98023,50283,6.71
83221,27089,115.64
98030,37808,2.47
83234,1432,48.04
98038,35568,12.97
83251,1320,120.72
83252,4266,44.41
83253,75,137.63
83254,3760,48.66
83255,1338,135.03
98055,24231,1.69
98065,15548,17.14
37763,15350,28.32
23185,48036,5.28
14125,3733,8.26
14135,123,31.19
14168,32,21.64
14204,8649,1.37
14216,22280,1.54
55366,541,49.72
16659,301,20.87
12414,10203,20.16
12416,281,17.36
16669,1994,7.62
16671,512,17.54
12438,32,34.71
50543,1363,53.7
49753,1930,44.45
61363,266,18.58
95139,7293,10.43
24556,3104,12.52
99164,0,65.25
78056,1936,20.22
10601,11612,8.28
11421,41002,2.01
07087,68484,1.85
88232,2408,21.04
57750,224,229.29
75925,4083,26.25
84779,600,29.76
44101,610,0.88
17081,372,16.75
24724,130,32.87
36904,3738,31.75
85920,434,54.8
18321,1859,9.14
06336,106,7.59
06263,251,4.73
20535,0,1.21
20319,42,1.69
33161,55663,2.36
33437,38921,5.28
31031,6213,19.51
30175,5544,10.52
30581,33,14.28
31092,7133,26.0
30412,69,11.12
62231,7436,42.39
43940,102,13.48
12814,1354,33.6
17015,20900,14.2
17016,890,5.15
12827,3665,28.87
12832,6569,23.43
17027,2196,4.16
17034,2667,8.03
35010,20625,37.86
35013,40,20.89
40041,385,2.43
40048,136,26.21
40063,291,31.17
48039,7604,16.25
50033,29,16.18
32046,9426,18.98
40071,15541,13.51
12448,464,12.41
18850,2409,22.55
14881,324,7.95
18853,4089,31.29
18912,396,4.74
18913,68,5.66
18932,421,6.5
14901,15965,11.15
18951,34904,2.34
18962,332,6.37
75604,31011,5.08
79744,1320,68.17
79085,28,48.98
75081,39309,5.31
75980,2472,28.03
