ZCTA,pop,minDist_OTP
90026,69589,0.98
94606,38303,0.2
91948,15,29.87
97390,978,41.88
85321,4370,71.66
75189,27179,16.78
80512,1708,28.33
72087,2103,18.75
79101,2133,1.34
79121,6252,4.4
79236,210,86.79
79237,403,71.85
79239,206,73.3
79240,72,65.46
79244,855,63.37
79252,3004,79.55
79257,939,61.25
79329,3092,12.57
79339,6658,34.73
97459,13427,5.86
91607,30873,0.56
75142,19059,25.26
73439,7610,14.14
80442,2323,34.56
70443,10602,10.15
89510,1574,34.49
84530,388,65.21
97321,26382,19.71
75143,14304,35.26
80446,4486,40.28
70446,7453,8.82
72021,3803,56.16
97324,1297,33.62
97326,1112,34.98
90745,56821,2.2
70449,3870,17.56
84534,2702,67.22
84535,3170,94.3
97710,136,135.05
84713,3521,101.97
87560,1220,38.57
97405,46270,8.75
85333,715,46.58
97410,736,25.09
67017,2408,12.76
04955,1557,17.71
04764,30,105.55
04055,3920,23.33
33917,29439,4.93
33486,24146,1.24
33027,60191,5.81
33954,9294,27.35
34445,0,23.0
33137,23965,3.64
32950,4222,4.34
32603,7195,2.69
75254,26828,1.85
75270,0,1.53
87942,1012,68.0
80701,15806,50.5
80705,1244,48.37
73662,6447,86.55
01002,30066,9.34
03049,7880,9.77
01611,2241,2.0
73551,66,31.19
87571,12132,40.62
84720,21533,40.66
87573,38,17.58
87574,256,11.25
87575,775,54.09
80536,2153,27.56
84721,23086,57.99
87577,385,46.58
87578,245,17.61
88343,5,34.56
85911,2222,20.7
97877,257,64.68
72712,53959,12.46
97880,327,40.63
88350,301,66.16
88351,162,35.39
92117,56173,3.65
97884,158,88.59
97478,39440,7.88
97480,317,37.03
30619,1277,11.86
31007,1132,22.93
95625,67,10.63
95636,1087,27.8
95639,321,7.97
95662,32006,4.37
95666,5113,24.73
95667,36620,25.88
95669,2348,11.52
78235,1176,4.67
95675,607,13.47
80498,7911,54.6
97374,4993,20.7
89831,0,128.59
97375,1592,20.19
97376,1066,53.91
72069,1148,63.04
91024,11006,4.65
84647,4403,32.83
89833,108,176.66
87518,9,43.83
01201,44607,1.52
01922,3276,6.18
77835,2317,32.55
87375,3171,80.08
89447,7519,42.04
72002,17343,3.14
73170,37699,6.21
85249,39052,6.58
72007,7295,20.09
84501,13469,4.16
80432,187,50.93
72010,6557,53.37
80433,8749,16.84
70435,17999,19.02
70436,689,20.47
84512,781,80.31
72335,19017,34.39
97484,184,31.09
75426,4625,57.56
97487,8878,15.09
72342,4966,46.5
75428,10951,14.89
81425,5582,40.65
75972,5997,22.03
81428,3272,49.19
81431,364,67.9
81432,2998,61.67
81433,516,39.55
75978,143,18.28
81434,244,61.96
71371,2440,27.84
92283,1694,17.06
76001,32185,8.95
71373,6252,51.17
81505,10298,8.25
71403,4628,56.89
86052,255,83.3
71409,5396,13.62
81522,131,36.9
71416,880,29.67
62626,7710,30.09
60045,21131,5.42
62960,10959,10.88
97378,8345,21.03
78884,1224,53.92
78940,2347,50.09
78946,1247,39.41
78950,1785,48.32
78957,9704,37.09
79016,138,15.94
79021,151,29.56
79022,11346,75.13
72167,1502,16.51
80623,951,9.35
84775,301,107.05
70585,287,30.97
97448,12889,14.28
87820,106,87.35
87823,1149,35.53
70586,20276,40.15
91501,20300,4.93
91502,11598,3.93
86044,3362,112.36
87825,2057,75.39
72012,13073,27.53
84515,0,37.17
72014,51,36.36
90720,22389,2.71
85610,978,35.11
85611,839,16.0
75554,2077,43.35
97627,630,43.4
73852,2351,108.06
72459,1380,43.39
72099,664,8.99
72101,2946,48.75
70524,144,30.24
85325,1243,40.86
91210,689,0.78
80517,10012,29.97
80520,1517,10.5
70526,17989,29.04
84663,33466,9.73
72104,23580,26.69
85326,60999,5.67
86053,2287,109.11
71417,5646,16.95
49099,5477,33.32
10307,15232,2.31
48211,6318,0.97
11765,723,10.92
48767,2014,27.86
97415,14059,51.72
84621,91,66.47
87501,15871,8.39
90808,38860,2.4
71028,1205,38.91
88210,18420,45.31
85641,26441,17.69
72542,3712,36.12
71032,2273,28.17
97752,0,50.13
75644,13387,21.09
75645,10158,10.89
71037,18200,13.81
81004,26033,16.13
97754,19803,36.87
81005,32062,12.59
75650,9493,12.58
72556,3231,48.17
92036,2221,31.35
97759,7165,31.98
72569,391,45.77
97760,7117,22.63
71051,1707,18.34
97457,10189,12.41
87829,683,77.83
85360,156,42.95
02542,909,6.3
68110,9286,3.32
01757,28862,1.13
71107,33642,9.39
88310,36282,50.8
88311,1259,55.9
97846,1784,87.34
74034,122,35.1
97848,230,77.99
74035,4223,30.36
81082,11506,75.61
88316,2123,54.81
75754,6304,21.59
88318,264,76.36
81089,4424,42.56
97862,11296,29.79
97864,237,64.8
72223,23574,11.04
73666,226,104.54
72311,117,45.18
88005,27284,5.66
70634,26058,40.8
81323,4418,35.23
75944,1265,21.91
75946,3543,19.58
74301,11499,27.14
81326,2203,17.02
76442,7813,74.35
70819,4721,7.28
97711,45,56.22
72501,26228,53.51
80921,23618,8.57
97720,4360,113.65
97722,103,114.44
88203,30746,16.32
97732,129,94.71
80924,8652,5.32
72521,5355,47.93
97735,94,49.29
97736,104,135.48
72528,7,36.74
85634,6637,55.37
97738,1788,113.67
71019,8177,40.28
74859,6032,50.01
74868,13443,45.55
74871,2483,42.12
85701,5347,0.12
92055,12120,14.3
71232,6709,35.77
71234,3878,18.74
88426,981,95.02
81147,12288,42.89
88434,458,80.76
81151,1796,17.35
97918,4141,51.83
71241,9996,25.72
88435,3787,86.93
85941,11149,28.81
92210,5049,5.79
75803,22170,25.25
81155,263,59.78
71251,9050,39.22
93920,1403,38.7
93927,18778,33.54
93932,810,41.67
93962,385,2.59
77099,53357,5.37
42602,10111,38.08
73134,5573,3.16
73139,17563,2.54
71958,2459,52.26
70422,13824,15.35
73149,5082,0.7
71960,1545,69.03
71962,526,58.7
87328,2411,68.44
80401,42169,7.57
86035,2095,40.13
71331,1045,23.6
72927,8338,39.44
86039,1273,84.49
75954,2698,11.28
92262,28517,1.61
81403,10684,59.16
86040,10821,103.44
86042,2181,82.16
75961,15644,21.91
92274,15118,19.21
81422,691,52.08
72949,9427,40.93
81423,1751,60.37
71355,2639,40.62
75969,3965,11.26
92780,61660,1.31
74883,2453,34.99
85928,1327,36.72
72727,5659,23.53
81130,793,56.78
71203,39100,7.58
71209,177,3.01
97903,137,70.96
74056,5152,19.63
92123,31216,1.72
97906,309,60.1
88401,6481,110.7
93621,94,32.38
93630,20195,18.18
93634,21,53.95
93635,40759,25.24
93636,12690,15.34
93640,12727,35.59
93644,8981,42.34
93653,1383,30.36
93657,34723,17.49
94027,7444,2.56
77320,35762,33.63
77328,15928,16.69
87109,39341,3.29
89138,16498,6.77
79351,1427,45.33
79371,1416,58.1
79517,203,58.39
79720,35357,40.87
79752,2444,45.49
73705,330,54.08
85379,47791,5.95
88020,667,86.08
75973,2657,16.43
92277,23517,49.82
75979,11852,44.03
81523,1074,21.93
81527,1853,23.04
87364,973,49.83
71970,867,56.03
89445,16189,137.14
89446,0,152.87
71971,645,60.99
70427,19565,34.28
97541,1552,28.5
97544,2274,22.81
72434,2065,37.27
73832,1061,122.27
88101,46995,94.02
88103,312,97.31
72445,75,21.03
70775,11176,38.36
73527,5284,12.21
91046,143,5.47
75169,13793,29.79
89883,4320,120.15
87522,2637,14.38
97384,0,22.52
85320,1480,52.22
28679,1740,10.57
14218,18951,2.28
79087,647,97.12
75559,5168,34.21
77062,26358,7.99
93667,2415,26.99
77071,28558,3.71
76013,33760,5.82
81610,320,86.47
84083,1274,89.49
71832,11238,46.07
80135,3607,23.02
70122,37298,4.19
84086,421,35.98
84088,37435,3.49
85132,36774,28.3
70123,26967,6.96
85336,441,14.46
86036,400,98.98
36727,6,50.97
48118,12823,13.4
48466,1463,27.48
14580,52587,11.39
70515,3536,40.96
72638,7202,45.65
75684,7607,21.32
97827,2381,46.96
81052,9060,9.52
75686,13132,30.36
72645,2006,73.56
92082,18065,9.51
71101,6694,0.46
72650,4005,73.94
88263,182,92.53
92086,1544,27.18
97837,58,87.98
88268,173,83.79
85739,18511,20.38
72655,347,68.74
91602,19358,1.8
75246,2357,1.58
75862,10044,42.17
81239,64,85.43
71282,10559,52.88
72843,2529,67.12
97634,154,53.27
72466,1612,38.55
72467,278,1.11
97641,1286,68.1
80914,443,4.17
75567,5275,17.79
75569,3350,5.09
91962,2378,28.28
91980,636,24.57
75574,1704,30.21
97701,68204,3.89
86547,1232,73.23
74743,8397,58.3
74750,318,67.58
76234,16187,23.02
92647,62718,5.89
76255,5444,40.92
76258,6876,17.34
85135,470,47.11
70125,18792,0.91
71845,2170,24.69
89183,40511,2.09
87121,78900,3.67
71851,2090,30.44
97141,13816,35.96
14710,3268,14.66
14858,1382,12.24
49230,10259,16.77
76444,3585,62.14
93001,33185,13.99
76453,1275,32.38
93015,17817,10.33
76466,244,56.1
76470,3479,51.78
93035,29404,2.53
76508,8,0.68
76513,37916,7.54
93117,58431,18.54
76520,7921,30.99
93207,239,24.68
93208,47,24.75
76528,16825,32.88
76531,4740,61.82
76538,860,44.07
81240,3607,26.08
75901,31134,6.59
86031,1704,80.17
72854,770,54.55
71292,20463,9.83
74128,13005,3.64
81252,4003,44.27
74129,19467,1.97
75930,2026,34.94
86033,7407,111.72
81303,8367,9.16
75938,2809,36.74
81321,14758,48.58
75939,4912,21.95
70085,4611,18.81
97065,517,69.05
87045,1766,70.42
12873,856,32.4
88325,808,63.53
97865,1076,86.49
81091,523,53.23
88338,87,50.82
75758,8119,12.12
74046,127,44.36
88339,518,53.04
97868,1960,17.99
76930,96,45.2
76935,1912,25.94
76936,3061,40.36
76941,1360,30.86
93513,1692,84.77
93514,14412,89.65
76945,1712,31.21
93526,570,65.27
76950,3883,70.71
93532,2871,22.96
77008,34184,1.85
93541,226,88.51
77010,862,1.93
93558,40,53.21
93561,34839,32.58
05440,1707,14.48
92805,74413,2.91
74939,1164,49.09
76384,12289,50.06
74943,162,38.95
76402,881,44.08
76424,8811,52.65
92861,5872,5.23
76429,119,49.28
74957,1198,61.68
77995,10411,28.22
95358,33345,6.66
93210,18025,50.45
76542,49857,22.38
95466,993,60.15
95468,1325,56.55
78067,648,29.62
78070,16241,22.38
78071,4437,64.62
78072,468,73.83
95482,31847,55.88
95486,73,16.11
94085,23612,6.97
94111,3620,1.5
94117,44239,1.1
78606,5460,34.62
96091,578,39.96
78611,13313,32.65
96097,9647,39.68
96101,5500,112.68
96103,1417,47.68
96105,93,26.6
96107,1450,50.6
78624,21945,56.61
96118,1808,22.65
90277,34506,4.99
71944,811,59.23
94010,42730,10.97
70780,1325,8.84
97620,167,150.1
73842,549,116.73
93605,188,40.76
93610,23607,18.74
90079,0,1.22
90094,9368,2.99
70115,34181,2.4
97111,3543,22.81
84067,39085,4.98
89124,1051,18.72
97116,26767,21.49
84072,448,52.99
71765,1748,47.07
89128,36753,1.75
80129,30058,3.68
75061,54862,0.45
95370,27951,34.08
95376,53542,11.84
95383,3828,33.39
78022,4027,52.58
78024,1152,65.14
78028,40447,52.69
95420,648,85.32
95421,1681,27.7
95425,10586,30.06
77076,34985,3.09
96003,44475,13.8
96010,146,47.55
96013,4810,46.05
96014,145,58.32
96015,529,98.95
96017,152,38.9
96023,1114,54.22
96024,933,28.18
96027,2416,65.89
96031,136,56.58
96032,2510,49.71
96033,500,17.98
96123,38,89.85
96126,103,33.48
78629,12047,42.76
96132,93,96.46
96134,1918,79.83
78641,65654,7.08
78648,8150,29.06
78654,18450,24.3
78661,345,22.01
78663,846,32.69
42459,4128,37.47
97621,283,79.41
70791,26719,20.06
70801,85,9.41
85607,15411,54.15
85608,4978,40.89
74636,285,25.1
92544,48923,8.52
92551,33578,11.08
74650,654,26.25
76133,51369,1.77
74701,25267,7.95
86511,3658,95.26
74723,1399,28.62
74726,2345,19.58
76182,31031,2.98
74728,11342,66.67
72660,508,47.51
79366,1056,7.78
79378,276,51.64
79412,16590,2.65
92118,22484,6.35
94037,2692,13.14
78580,14719,32.05
96046,165,40.17
96052,1493,26.79
96061,19,44.42
78590,366,37.35
96064,4769,45.36
96067,6910,51.87
96074,174,40.09
96076,200,32.67
78602,27958,25.59
78605,6110,22.59
96085,85,40.75
87581,32,36.43
97416,1162,20.96
64501,12692,2.64
02575,2707,11.65
63102,2201,1.71
33547,24813,17.9
36551,9029,19.98
81069,2037,29.35
72669,53,71.32
93285,2085,35.85
76705,31230,6.52
93309,59378,3.55
76821,4578,35.3
76834,5328,42.21
76837,3279,35.7
76844,3706,71.34
76848,64,66.37
93426,1604,29.55
76849,3880,76.73
76856,3650,86.37
93436,56406,24.49
93441,1013,26.54
76871,700,86.08
93446,44753,13.04
93450,806,40.81
76901,30552,12.81
93454,40604,11.36
95684,3384,19.63
84051,461,58.58
92242,1306,21.01
92008,27330,3.26
74830,241,47.73
74832,902,33.64
74837,255,50.53
74844,406,46.99
76272,4130,19.17
74848,7911,36.85
76273,9575,21.86
77836,11913,23.42
95247,4270,22.5
95249,4854,13.57
02635,3131,10.39
67851,2781,85.89
26038,3050,10.6
94546,44272,2.3
36723,219,65.74
35213,13516,7.37
90047,48883,2.65
90059,45952,0.9
85054,6896,4.9
84055,1391,41.56
71742,5401,53.9
71743,3802,61.73
73050,958,29.04
71744,2744,73.48
71747,1088,40.5
87072,643,23.92
90067,2314,2.31
71751,1186,73.09
79040,2007,77.75
79052,1210,54.38
79059,701,74.94
79065,20873,58.71
79079,2593,90.87
79080,519,51.68
79083,1827,50.61
79088,5642,44.78
95252,15703,14.78
95255,1358,16.28
77864,7198,34.31
95311,1649,35.74
95312,304,11.7
95319,1529,3.09
95321,3337,46.33
77905,14645,6.22
77957,8617,23.6
95338,10898,31.38
78383,3958,36.94
78387,9481,20.51
78389,1641,33.06
95901,33442,7.57
95922,454,36.01
95928,37558,4.91
95939,673,41.53
95942,629,23.7
95945,25519,31.48
95947,2005,61.51
78503,22034,6.95
95954,13495,16.83
95960,825,33.02
95963,15043,21.87
94924,1134,11.0
06831,14629,6.56
95431,196,13.6
95432,519,66.28
78045,65982,23.88
95437,14632,87.5
95444,715,8.0
78055,1817,50.01
95449,1656,38.97
85331,29905,16.38
85748,18372,5.55
86303,17194,9.83
85037,55567,2.53
85203,39069,2.29
79093,97,88.29
79096,2196,94.73
60187,29708,1.66
04677,327,36.64
03910,294,10.55
04626,484,34.33
74734,1157,55.17
78521,92108,11.44
95965,20460,17.33
95973,35445,9.97
95974,64,19.08
95983,403,58.95
95988,8381,28.43
87554,0,33.53
87556,2378,51.03
91316,29964,1.89
84712,109,108.44
79502,1272,57.61
79505,287,78.15
79506,725,39.55
79511,1165,57.11
79527,191,71.39
79543,1179,41.14
79549,16024,70.09
79556,12914,34.48
79607,3268,3.51
79699,112,1.07
95453,11092,42.1
95454,2198,77.29
78061,13034,47.24
89702,0,1.71
97333,22994,31.0
70454,29440,8.68
87420,12106,35.89
80459,2501,64.78
73487,156,25.88
87455,1741,37.53
80461,7426,73.58
80465,16062,10.96
80466,3739,16.34
85286,42979,2.86
72122,521,19.1
72123,429,50.17
85341,0,94.16
59933,79,38.56
59472,712,110.23
66092,3846,18.64
67218,22499,3.15
76209,24838,3.04
74740,2289,40.86
92604,28819,4.86
77612,9513,25.24
95037,51652,6.56
77624,619,42.39
77625,10025,24.95
95054,24264,5.94
95113,1939,2.95
77660,1205,38.7
95129,39828,3.51
95148,48854,4.11
95206,64034,7.52
79707,39020,7.09
79735,13734,79.9
79739,1213,37.69
79743,309,47.92
97473,309,25.62
75412,567,68.79
70639,327,56.72
91730,71422,4.68
72331,3104,27.78
72332,50,13.27
70650,186,16.31
62477,781,20.63
80538,48260,9.34
84737,17541,18.38
72126,3645,31.93
97423,6703,14.89
80547,2221,4.79
87718,370,59.33
72139,218,56.1
70560,40709,25.73
84747,1287,94.44
71222,3318,41.0
72740,9674,29.51
75783,7917,34.48
88415,3546,112.03
81143,774,41.81
71226,1951,26.76
88418,213,109.53
88419,132,96.0
75785,11265,13.63
92135,646,5.91
88424,60,128.22
56683,708,98.89
78390,5416,14.49
26719,2912,11.76
04925,89,48.16
80804,239,86.39
06461,15074,5.71
34743,44335,4.12
06022,95,9.6
73028,3651,27.99
15239,20631,8.46
19505,3461,8.59
17562,4546,12.97
15851,6688,26.43
17030,917,21.39
43228,54362,2.68
45849,1084,28.79
43542,3687,4.79
43528,15919,4.38
44695,1578,27.96
45042,26638,5.05
43231,21828,1.05
43010,260,11.5
76632,1732,17.72
26372,589,21.39
98851,4295,76.69
57272,272,113.15
57217,243,114.88
77984,4028,45.88
79376,32,52.84
73529,5440,30.9
16066,30380,0.96
15647,215,6.6
15486,2299,5.91
15620,577,9.64
06067,20137,6.06
32697,334,20.2
78140,3936,33.87
16137,12750,12.54
16127,15669,20.24
77381,36507,5.44
84020,47402,9.97
15613,14049,5.26
15679,2692,3.52
16839,762,15.17
15905,19859,6.49
18326,4240,4.95
57226,1900,85.8
57258,124,108.95
57042,9338,35.63
57219,472,118.62
57334,969,61.7
25917,2104,14.61
26660,362,44.94
16865,1785,7.11
37921,26807,3.63
38060,9463,21.79
28269,76811,1.94
27527,23160,5.47
24853,421,30.68
16041,2199,14.72
16332,43,41.94
19126,15863,1.0
37130,57071,25.72
16635,12289,4.6
02906,28196,0.52
29205,24756,1.77
29828,689,4.99
84764,270,84.32
84061,289,27.92
25142,319,18.1
13166,5572,18.57
14514,6821,8.42
25021,250,31.91
25650,302,25.89
16834,198,15.22
57533,1939,134.27
14740,1079,29.61
14714,582,31.58
15425,18995,7.91
16666,3223,12.4
16664,2067,19.6
16852,340,22.3
10970,10055,6.08
12604,603,1.03
13214,8685,1.6
12204,7628,2.24
17060,1174,14.46
02919,29254,3.14
29905,3083,14.79
12435,308,21.29
11747,18922,6.86
98019,11811,16.28
98077,14151,7.59
98558,301,13.8
16117,16974,11.35
57052,366,50.89
27045,9374,9.85
27203,21684,19.62
28342,233,9.16
13332,2939,28.56
12950,735,22.27
26325,263,29.41
23011,1334,11.9
76655,8652,10.34
54891,3318,53.59
98011,33109,3.09
73006,3178,21.93
54619,3908,21.54
54964,979,9.36
61919,942,24.62
15762,908,21.15
07524,13239,1.51
29624,16094,8.2
10589,8751,5.86
10583,40013,5.17
12508,19747,3.79
11713,9710,15.54
80451,994,45.12
05737,922,11.44
13790,17875,7.21
12108,395,44.65
03884,3896,12.8
87931,768,59.81
14839,782,39.32
13736,2153,17.66
11102,30800,1.4
13147,1147,23.5
29932,221,35.88
29935,3928,14.54
37209,38794,6.11
12015,3006,24.05
14416,3528,11.24
43022,4500,21.27
13407,5155,17.59
10452,76078,0.8
12132,267,14.27
11218,74508,1.6
10025,92805,1.2
12063,400,8.44
13441,124,2.82
45788,1298,18.76
45369,3492,11.44
25843,974,12.9
24898,58,30.23
37769,5763,20.99
14744,2268,39.41
13832,663,34.8
44217,3997,17.08
44130,49787,8.7
44844,492,28.27
44254,4960,22.13
43217,2440,7.93
43917,3380,8.85
43126,498,8.09
45168,1667,7.66
50456,1836,64.97
31094,1217,40.02
48921,0,0.91
15055,1190,7.62
79220,225,59.77
25530,5663,7.28
25512,907,17.7
24831,96,31.51
37057,703,37.63
27016,1395,24.73
22943,295,9.34
41257,539,8.36
61722,478,18.15
02460,9754,2.94
49104,740,11.37
99354,22988,7.14
98439,5357,3.19
18454,15,29.29
57386,224,90.94
84106,36047,1.75
10980,13943,7.87
76524,2944,16.61
79902,20543,1.15
79547,741,52.61
77380,25879,2.29
78207,54601,0.95
24566,1218,17.4
27879,339,5.52
11351,0,1.82
76828,214,38.82
77432,103,48.4
08619,21013,1.09
08217,25,4.83
10984,2780,6.68
08732,1357,0.65
75756,4611,16.95
44883,28183,33.34
43060,2809,24.11
12184,6871,17.13
11109,5981,1.08
13145,1566,23.84
14615,16613,6.57
45308,4139,9.65
43064,14243,10.53
43006,655,27.97
84043,62382,11.87
44087,20595,5.9
44621,4476,27.01
74015,8834,10.49
17774,1399,15.39
13797,2194,18.26
74884,5731,47.62
15084,9897,11.32
18080,10984,8.44
18071,10013,15.34
17945,168,23.86
71322,6089,37.21
70445,9954,30.23
52215,795,37.88
50662,6763,54.77
50236,1472,31.91
50073,1143,6.22
39747,1580,79.53
57021,210,22.23
31533,16499,37.55
68853,1496,125.17
41777,904,15.39
18030,757,12.96
14130,165,30.56
18068,0,10.25
39038,5854,59.51
08403,967,4.74
03865,7677,1.84
84017,4119,36.37
36761,884,48.95
85363,6747,1.87
71701,18496,70.84
22301,13569,1.28
29302,16958,10.55
47997,118,18.19
53537,849,13.92
29461,37133,19.63
64083,22839,11.72
58569,73,42.09
52225,261,34.78
47620,13120,17.62
35052,275,12.93
72372,2040,45.03
96028,1359,55.26
90212,13156,3.05
96087,589,14.47
14614,1232,3.11
14750,4483,17.73
32347,7795,42.07
35501,9644,4.04
35541,3390,15.18
35546,3801,24.51
07201,27790,0.95
59022,2359,64.01
68309,110,46.87
08020,2742,8.58
14506,1346,9.28
10308,30186,3.44
12929,3916,13.42
28435,2058,13.82
70533,7267,28.68
70719,4356,14.07
52749,1036,29.47
56461,3346,69.55
53088,404,14.54
27332,31629,5.08
29202,274,2.19
57579,1318,201.63
29423,1035,7.87
37350,1992,3.63
65443,101,59.89
38751,10653,80.64
89506,42053,8.98
44106,25752,0.56
49705,933,25.56
64835,2196,4.88
65473,15882,70.9
65335,142,15.38
29065,509,20.95
57059,1243,58.03
03245,2180,21.1
87064,84,30.19
87714,1162,67.89
12527,0,5.04
28544,6692,4.9
58835,421,105.7
45721,34,21.38
25162,423,15.22
25051,285,17.15
25517,1640,22.03
26236,154,36.92
60601,14675,0.81
49709,3644,25.57
55313,24379,23.69
56378,7896,40.33
79104,6988,4.2
57103,36033,3.55
57037,1023,39.71
37086,34223,10.34
48651,4865,44.84
49649,7406,51.16
06051,30220,0.65
98641,22,31.47
93501,4861,25.27
32544,2003,7.41
83501,34888,99.39
71052,9090,33.76
04936,186,72.11
52401,2168,3.23
58601,26769,97.56
27821,268,18.37
29061,14605,10.3
89103,52149,4.2
75462,11611,49.85
22973,6009,21.27
24266,9179,22.49
24011,443,3.18
99011,3118,10.78
25048,59,20.24
26330,15075,8.17
54127,93,20.86
82633,9933,172.04
98648,3128,29.7
20003,31213,0.7
31036,12322,17.59
31513,16247,30.59
83641,3400,14.04
62830,1245,49.95
46967,101,28.12
58032,735,66.94
37185,8428,29.93
61552,146,7.31
22732,195,16.14
43523,20,23.79
52660,125,49.6
55036,93,53.14
25911,94,4.07
36907,1515,21.48
71822,8543,17.67
81152,1170,34.59
47250,21984,33.22
62521,35529,2.49
02651,0,16.92
69337,7059,188.5
58568,705,51.01
64659,1003,74.62
65074,2723,35.31
51446,561,49.93
89191,628,5.9
40511,33116,4.5
55722,1056,72.39
56088,1772,89.58
71833,2220,49.93
93604,629,45.36
96145,2151,22.56
93549,264,59.72
80951,4435,6.84
20260,0,1.51
34974,24163,36.31
30218,1628,19.91
33178,51459,13.07
29101,2889,12.61
30534,28843,7.79
42133,1456,31.92
35772,4409,4.58
53599,39,33.44
56294,76,93.41
31062,499,28.61
47324,162,6.01
56593,0,64.0
36759,1805,48.95
57580,3998,166.28
46218,27851,2.52
50457,340,83.61
42330,8960,32.33
40119,1930,31.16
42642,12423,23.17
04924,2364,17.59
04489,221,5.68
55905,0,3.51
38768,73,71.7
65401,33221,80.14
64063,20690,8.6
49885,2321,132.33
27881,150,22.31
50005,1073,40.45
54531,1331,55.06
68122,11873,9.69
54848,5737,53.66
44903,23604,2.37
65655,3008,31.36
33460,32688,2.2
58416,388,85.83
43547,179,12.28
29472,9242,21.61
56349,849,65.13
64062,5913,33.12
63345,691,45.23
74119,3157,2.51
16001,39011,1.95
16353,2660,32.33
15064,318,8.37
43066,1239,11.51
89031,68201,2.98
89135,27654,10.56
89004,347,15.02
40007,165,21.91
49892,1853,88.69
60920,199,24.06
31076,3414,23.85
63131,17627,8.24
63141,20550,6.47
03223,3383,28.05
03087,14508,5.88
59002,222,16.4
63045,0,4.02
59523,2193,194.0
57064,6393,8.63
29335,5939,12.3
68437,258,54.47
68655,203,100.94
68320,356,37.44
41754,403,5.28
04642,82,23.06
56033,386,80.86
03031,11393,9.39
16507,9379,0.98
54542,404,79.86
85646,1286,35.47
71909,15787,28.18
71667,6895,61.67
95634,3445,30.19
95423,3757,42.19
95075,484,29.09
57068,1444,13.5
36701,21301,36.03
31555,2793,37.7
41836,1316,17.42
63782,306,28.53
64733,1279,32.4
03045,13678,5.72
56215,4338,69.52
55336,7836,44.99
40003,1791,11.68
65043,10509,26.81
61324,92,39.65
59841,945,36.69
59845,1295,39.08
59847,5712,22.09
53573,3179,52.98
27823,7890,17.99
27839,3503,13.4
59037,1706,17.51
32931,14118,6.89
47280,934,23.41
31563,1296,34.97
31565,2008,13.39
58004,253,23.52
43925,425,17.53
44221,29154,2.57
97496,7332,12.82
63440,990,18.55
67220,14060,4.7
42440,1041,28.45
02301,62929,1.52
01098,1196,6.83
55327,3402,8.8
58737,192,67.47
24954,3905,54.93
36756,5792,35.7
35120,14055,13.39
39114,9626,31.93
65084,6592,28.66
64124,10626,2.18
68422,470,24.47
03604,269,19.55
88201,26539,19.52
13438,3253,17.4
63966,2327,16.79
64132,14817,2.83
25123,3255,30.78
26234,1281,34.4
85298,30987,8.79
68106,20153,1.37
83632,401,64.94
42716,1578,21.1
02131,33771,1.51
01331,13383,6.94
56552,451,30.34
62551,575,10.66
24121,11070,20.78
62931,1445,38.09
82083,229,93.45
45740,383,8.44
23075,9384,5.83
60536,116,17.49
64167,446,15.77
84111,12134,0.19
24538,5031,11.88
25093,278,28.13
26651,9205,37.4
13415,66,34.56
27819,294,13.86
58784,3324,52.77
43070,159,14.49
73572,3633,16.57
97830,734,82.17
31084,43,29.26
31632,12958,9.69
56628,1674,93.96
56630,2216,99.03
48647,4418,37.71
60546,15685,2.03
60550,1454,27.0
53802,29,34.93
29550,31952,2.9
56325,197,36.82
52548,96,33.83
66045,2159,1.64
79851,1428,72.31
07926,11,7.41
32903,14090,5.22
30802,6147,13.01
19901,37234,3.11
23509,13671,2.03
62876,159,40.52
24060,55747,23.6
62891,653,20.65
83013,422,132.65
67150,58,65.36
53183,2918,6.34
58580,243,62.51
57799,684,218.35
40165,35462,15.6
64019,2656,33.26
51047,697,82.12
52305,586,17.37
82923,341,135.35
53582,1129,30.72
59027,678,40.79
47865,317,26.06
84726,864,116.66
36502,18192,17.5
83463,97,88.09
52767,182,8.01
60162,8165,2.43
33016,51003,7.98
36426,15293,16.63
59645,1717,61.18
49855,33049,144.76
49719,1213,70.46
82801,25537,105.24
02769,12082,5.79
55109,34135,3.97
03275,11542,5.68
03103,37641,1.96
02053,13244,3.54
02140,21338,1.95
49903,115,110.92
55449,27946,5.41
39086,1273,44.85
59713,205,69.18
89414,179,171.15
03766,9392,4.32
07107,37524,1.12
11424,0,1.08
68923,90,149.86
67228,2636,7.2
85015,39866,0.66
89017,102,101.22
29832,5247,18.7
44250,1110,4.82
68010,900,4.09
28601,51706,3.86
67230,11072,3.18
45630,80,6.28
67355,160,19.58
45651,6019,18.88
67363,98,43.06
87016,3308,42.27
62536,749,9.23
40014,21609,11.39
49347,1307,30.84
48359,9603,4.76
48051,18531,12.43
40118,9788,5.84
40943,595,11.86
40115,455,18.26
40161,217,34.46
65468,153,37.7
64479,955,40.26
21830,3808,7.68
20778,1972,10.34
01863,9131,2.11
01773,4775,3.67
42633,19911,24.24
36049,6067,42.06
42653,4922,23.95
97873,261,106.68
16601,32019,6.87
15634,235,4.52
29453,1136,32.73
57702,34801,229.46
37096,5608,33.26
37091,22115,18.57
37616,4606,18.61
37872,1633,44.69
75647,12719,11.23
79605,29639,1.27
78643,6265,54.23
77964,8304,40.04
78019,1470,34.51
23173,2219,2.36
