COUNTYFP,total,IntSub,IntNoSub,noInt,IntSubPct,IntNoSubPct,NoIntPct,year
37089,49221,40640,1315,7266,82.57,2.67,14.76,2019
37091,8845,5728,298,2819,64.76,3.37,31.87,2019
37093,17799,14378,354,3067,80.78,1.99,17.23,2019
37095,1947,1145,85,717,58.81,4.37,36.83,2019
37097,66369,55301,2714,8354,83.32,4.09,12.59,2019
37099,16773,12150,1013,3610,72.44,6.04,21.52,2019
37101,68968,54116,2133,12719,78.47,3.09,18.44,2019
37103,4045,2442,141,1462,60.37,3.49,36.14,2019
37105,21894,16249,1893,3752,74.22,8.65,17.14,2019
37107,23148,17684,850,4614,76.4,3.67,19.93,2019
37109,32894,27332,946,4616,83.09,2.88,14.03,2019
37111,18173,13354,535,4284,73.48,2.94,23.57,2019
37113,15921,12124,423,3374,76.15,2.66,21.19,2019
37115,8403,6159,318,1926,73.3,3.78,22.92,2019
37117,9378,6441,546,2391,68.68,5.82,25.5,2019
37119,411097,362973,7854,40270,88.29,1.91,9.8,2019
37121,6344,4620,109,1615,72.82,1.72,25.46,2019
37123,10195,7173,268,2754,70.36,2.63,27.01,2019
37125,39821,32921,964,5936,82.67,2.42,14.91,2019
37127,37011,28625,603,7783,77.34,1.63,21.03,2019
37129,95638,81893,3039,10706,85.63,3.18,11.19,2019
37131,8547,4527,585,3435,52.97,6.84,40.19,2019
37133,64386,56196,1812,6378,87.28,2.81,9.91,2019
37135,53376,47316,2162,3898,88.65,4.05,7.3,2019
37137,5416,4053,100,1263,74.83,1.85,23.32,2019
37139,14697,11596,370,2731,78.9,2.52,18.58,2019
37141,21740,17415,398,3927,80.11,1.83,18.06,2019
37143,5936,4381,256,1299,73.8,4.31,21.88,2019
37145,15896,12587,277,3032,79.18,1.74,19.07,2019
37147,69799,56496,3519,9784,80.94,5.04,14.02,2019
37149,9071,7062,458,1551,77.85,5.05,17.1,2019
37151,56541,43086,2063,11392,76.2,3.65,20.15,2019
37153,18380,13408,238,4734,72.95,1.29,25.76,2019
37155,45927,27189,1141,17597,59.2,2.48,38.32,2019
37157,37388,26152,1711,9525,69.95,4.58,25.48,2019
37159,52843,42802,1036,9005,81,1.96,17.04,2019
37161,26683,18817,1074,6792,70.52,4.03,25.45,2019
37163,23416,15142,908,7366,64.67,3.88,31.46,2019
37165,12922,8009,392,4521,61.98,3.03,34.99,2019
37167,23332,19132,471,3729,82,2.02,15.98,2019
37169,19578,14016,905,4657,71.59,4.62,23.79,2019
37171,29153,19359,3150,6644,66.4,10.81,22.79,2019
37173,5620,3421,290,1909,60.87,5.16,33.97,2019
37175,14567,11825,359,2383,81.18,2.46,16.36,2019
37177,1594,1011,37,546,63.43,2.32,34.25,2019
37179,76346,69543,1003,5800,91.09,1.31,7.6,2019
37181,16875,11953,406,4516,70.83,2.41,26.76,2019
37183,400172,366508,9994,23670,91.59,2.5,5.91,2019
37185,7786,4598,363,2825,59.05,4.66,36.28,2019
37187,4977,3138,175,1664,63.05,3.52,33.43,2019
37189,21077,17518,779,2780,83.11,3.7,13.19,2019
37191,48343,38661,1176,8506,79.97,2.43,17.6,2019
37193,28753,21661,765,6327,75.33,2.66,22,2019
37195,32014,24162,870,6982,75.47,2.72,21.81,2019
37197,15425,11117,661,3647,72.07,4.29,23.64,2019
37199,7510,5323,162,2025,70.88,2.16,26.96,2019
38001,1035,808,24,203,78.07,2.32,19.61,2019
38003,5074,3932,196,946,77.49,3.86,18.64,2019
38005,2248,1321,211,716,58.76,9.39,31.85,2019
38007,383,270,27,86,70.5,7.05,22.45,2019
38009,2992,2420,68,504,80.88,2.27,16.84,2019
38011,1350,1117,41,192,82.74,3.04,14.22,2019
38013,905,677,76,152,74.81,8.4,16.8,2019
38015,39507,32833,1842,4832,83.11,4.66,12.23,2019
38017,75843,64911,3829,7103,85.59,5.05,9.37,2019
38019,1737,1362,42,333,78.41,2.42,19.17,2019
38021,2119,1685,59,375,79.52,2.78,17.7,2019
38023,1061,643,152,266,60.6,14.33,25.07,2019
38025,1692,1368,76,248,80.85,4.49,14.66,2019
38027,1062,778,55,229,73.26,5.18,21.56,2019
38029,1585,999,71,515,63.03,4.48,32.49,2019
38031,1423,1135,40,248,79.76,2.81,17.43,2019
38033,842,602,41,199,71.5,4.87,23.63,2019
38035,30502,24735,1813,3954,81.09,5.94,12.96,2019
38037,1074,755,48,271,70.3,4.47,25.23,2019
38039,1089,836,41,212,76.77,3.76,19.47,2019
38041,1073,819,26,228,76.33,2.42,21.25,2019
38043,1092,775,88,229,70.97,8.06,20.97,2019
38045,1822,1382,58,382,75.85,3.18,20.97,2019
38047,849,617,40,192,72.67,4.71,22.61,2019
38049,2594,2036,71,487,78.49,2.74,18.77,2019
38051,1291,900,49,342,69.71,3.8,26.49,2019
38053,4302,3698,178,426,85.96,4.14,9.9,2019
38055,4334,3148,461,725,72.63,10.64,16.73,2019
38057,3709,3103,112,494,83.66,3.02,13.32,2019
38059,13565,11124,514,1927,82.01,3.79,14.21,2019
38061,3360,2441,360,559,72.65,10.71,16.64,2019
38063,1467,1026,117,324,69.94,7.98,22.09,2019
38065,738,569,36,133,77.1,4.88,18.02,2019
38067,3158,2270,58,830,71.88,1.84,26.28,2019
38069,1908,1528,25,355,80.08,1.31,18.61,2019
38071,4828,3627,191,1010,75.12,3.96,20.92,2019
38073,2371,1833,47,491,77.31,1.98,20.71,2019
38075,950,770,54,126,81.05,5.68,13.26,2019
38077,6777,5439,269,1069,80.26,3.97,15.77,2019
38079,4608,3084,258,1266,66.93,5.6,27.47,2019
38081,1864,1521,53,290,81.6,2.84,15.56,2019
38083,731,487,70,174,66.62,9.58,23.8,2019
38085,1112,657,32,423,59.08,2.88,38.04,2019
38087,326,258,2,66,79.14,0.61,20.25,2019
38089,12524,10106,678,1740,80.69,5.41,13.89,2019
38091,777,629,56,92,80.95,7.21,11.84,2019
38093,8908,7000,311,1597,78.58,3.49,17.93,2019
38095,1058,699,24,335,66.07,2.27,31.66,2019
38097,3383,2747,151,485,81.2,4.46,14.34,2019
38099,4780,3353,89,1338,70.15,1.86,27.99,2019
38101,28277,24586,845,2846,86.95,2.99,10.06,2019
38103,1943,1508,89,346,77.61,4.58,17.81,2019
38105,14320,10950,1861,1509,76.47,13,10.54,2019
39001,10673,6997,426,3250,65.56,3.99,30.45,2019
39003,40650,33138,1403,6109,81.52,3.45,15.03,2019
39005,20417,16232,548,3637,79.5,2.68,17.81,2019
39007,37832,28875,1447,7510,76.32,3.82,19.85,2019
39009,22557,17121,1749,3687,75.9,7.75,16.35,2019
39011,18888,16174,340,2374,85.63,1.8,12.57,2019
39013,25919,19277,926,5716,74.37,3.57,22.05,2019
39015,17829,13513,427,3889,75.79,2.39,21.81,2019
39017,139113,121125,3503,14485,87.07,2.52,10.41,2019
39019,11298,8504,277,2517,75.27,2.45,22.28,2019
39021,15159,12740,426,1993,84.04,2.81,13.15,2019
39023,54696,45404,1276,8016,83.01,2.33,14.66,2019
39025,78009,67109,2114,8786,86.03,2.71,11.26,2019
39027,16528,13555,403,2570,82.01,2.44,15.55,2019
39029,41537,32693,1658,7186,78.71,3.99,17.3,2019
39031,14476,10286,412,3778,71.06,2.85,26.1,2019
39033,17782,14048,577,3157,79,3.24,17.75,2019
39035,540965,428132,15503,97330,79.14,2.87,17.99,2019
39037,20861,16601,693,3567,79.58,3.32,17.1,2019
39039,15297,12426,409,2462,81.23,2.67,16.09,2019
39041,69985,65398,1109,3478,93.45,1.58,4.97,2019
39043,31183,25289,1371,4523,81.1,4.4,14.5,2019
39045,56339,47872,1694,6773,84.97,3.01,12.02,2019
39047,11773,8991,552,2230,76.37,4.69,18.94,2019
39049,511447,447241,10768,53438,87.45,2.11,10.45,2019
39051,16506,13664,393,2449,82.78,2.38,14.84,2019
39053,11588,7999,554,3035,69.03,4.78,26.19,2019
39055,35298,28908,593,5797,81.9,1.68,16.42,2019
39057,65604,57358,1977,6269,87.43,3.01,9.56,2019
39059,16220,11932,483,3805,73.56,2.98,23.46,2019
39061,341873,287704,9084,45085,84.16,2.66,13.19,2019
39063,31937,27389,767,3781,85.76,2.4,11.84,2019
39065,11678,9051,364,2263,77.5,3.12,19.38,2019
39067,6223,4571,109,1543,73.45,1.75,24.8,2019
39069,10992,9341,320,1331,84.98,2.91,12.11,2019
39071,16772,12048,510,4214,71.83,3.04,25.13,2019
39073,11286,8736,568,1982,77.41,5.03,17.56,2019
39075,12342,6918,452,4972,56.05,3.66,40.29,2019
39077,22935,18507,789,3639,80.69,3.44,15.87,2019
39079,12780,9696,343,2741,75.87,2.68,21.45,2019
39081,27428,21195,646,5587,77.28,2.36,20.37,2019
39083,23248,18754,421,4073,80.67,1.81,17.52,2019
39085,96361,83374,1682,11305,86.52,1.75,11.73,2019
39087,23221,17347,687,5187,74.7,2.96,22.34,2019
39089,64035,54760,1482,7793,85.52,2.31,12.17,2019
39091,18677,15453,592,2632,82.74,3.17,14.09,2019
39093,120281,97163,5775,17343,80.78,4.8,14.42,2019
39095,179930,146963,6542,26425,81.68,3.64,14.69,2019
39097,15013,12710,274,2029,84.66,1.83,13.51,2019
39099,98472,78970,3172,16330,80.2,3.22,16.58,2019
39101,24737,19689,589,4459,79.59,2.38,18.03,2019
39103,69007,60418,2270,6319,87.55,3.29,9.16,2019
39105,9045,6217,277,2551,68.73,3.06,28.2,2019
39107,16234,13675,448,2111,84.24,2.76,13,2019
39109,41043,34450,1070,5523,83.94,2.61,13.46,2019
39111,5745,3802,127,1816,66.18,2.21,31.61,2019
39113,224328,187350,5275,31703,83.52,2.35,14.13,2019
39115,6108,4338,182,1588,71.02,2.98,26,2019
39117,12922,10248,319,2355,79.31,2.47,18.22,2019
39119,33878,26644,973,6261,78.65,2.87,18.48,2019
39121,5067,3433,167,1467,67.75,3.3,28.95,2019
39123,18051,14742,774,2535,81.67,4.29,14.04,2019
39125,7705,5885,264,1556,76.38,3.43,20.19,2019
39127,13500,10141,445,2914,75.12,3.3,21.59,2019
39129,19710,16194,434,3082,82.16,2.2,15.64,2019
39131,10959,7816,288,2855,71.32,2.63,26.05,2019
39133,61817,50439,3455,7923,81.59,5.59,12.82,2019
39135,16251,12934,462,2855,79.59,2.84,17.57,2019
39137,13327,11048,350,1929,82.9,2.63,14.47,2019
39139,48449,37450,1599,9400,77.3,3.3,19.4,2019
39141,28802,22722,1359,4721,78.89,4.72,16.39,2019
39143,23574,18714,745,4115,79.38,3.16,17.46,2019
39145,29858,22512,839,6507,75.4,2.81,21.79,2019
39147,21648,17227,874,3547,79.58,4.04,16.38,2019
39149,18608,15282,419,2907,82.13,2.25,15.62,2019
39151,153460,127766,4104,21590,83.26,2.67,14.07,2019
39153,224726,186451,6582,31693,82.97,2.93,14.1,2019
39155,85621,66054,3445,16122,77.15,4.02,18.83,2019
39157,36631,27814,1127,7690,75.93,3.08,20.99,2019
39159,20212,17982,352,1878,88.97,1.74,9.29,2019
39161,11544,8898,331,2315,77.08,2.87,20.05,2019
39163,5140,3311,254,1575,64.42,4.94,30.64,2019
39165,82957,76075,1190,5692,91.7,1.43,6.86,2019
39167,25197,18627,946,5624,73.93,3.75,22.32,2019
39169,43824,35041,957,7826,79.96,2.18,17.86,2019
39171,15090,12339,244,2507,81.77,1.62,16.61,2019
39173,50589,43550,1896,5143,86.09,3.75,10.17,2019
39175,9081,7083,320,1678,78,3.52,18.48,2019
40001,7733,3862,382,3489,49.94,4.94,45.12,2019
40003,1870,1449,37,384,77.49,1.98,20.53,2019
40005,5284,3616,124,1544,68.43,2.35,29.22,2019
40007,1971,1532,23,416,77.73,1.17,21.11,2019
40009,7578,5897,248,1433,77.82,3.27,18.91,2019
40011,3898,2810,104,984,72.09,2.67,25.24,2019
40013,17253,12469,786,3998,72.27,4.56,23.17,2019
40015,10320,7108,296,2916,68.88,2.87,28.26,2019
40017,44906,38998,697,5211,86.84,1.55,11.6,2019
40019,18339,12237,1590,4512,66.73,8.67,24.6,2019
40021,16665,11597,706,4362,69.59,4.24,26.17,2019
40023,5971,3811,218,1942,63.83,3.65,32.52,2019
40025,977,620,92,265,63.46,9.42,27.12,2019
40027,106172,93203,2899,10070,87.78,2.73,9.48,2019
40029,2227,1446,42,739,64.93,1.89,33.18,2019
40031,42842,36223,1283,5336,84.55,2.99,12.46,2019
40033,2195,1644,74,477,74.9,3.37,21.73,2019
40035,5422,3749,164,1509,69.14,3.02,27.83,2019
40037,26427,20942,463,5022,79.24,1.75,19,2019
40039,10653,8492,254,1907,79.71,2.38,17.9,2019
40041,16739,11613,656,4470,69.38,3.92,26.7,2019
40043,1689,1300,24,365,76.97,1.42,21.61,2019
40045,1614,1120,88,406,69.39,5.45,25.15,2019
40047,23541,18484,831,4226,78.52,3.53,17.95,2019
40049,10447,7947,328,2172,76.07,3.14,20.79,2019
40051,19857,14477,1842,3538,72.91,9.28,17.82,2019
40053,1736,1243,70,423,71.6,4.03,24.37,2019
40055,2054,1473,57,524,71.71,2.78,25.51,2019
40057,1113,836,66,211,75.11,5.93,18.96,2019
40059,1258,840,48,370,66.77,3.82,29.41,2019
40061,4931,3296,276,1359,66.84,5.6,27.56,2019
40063,4132,2331,74,1727,56.41,1.79,41.8,2019
40065,9762,7934,451,1377,81.27,4.62,14.11,2019
40067,2371,1586,85,700,66.89,3.58,29.52,2019
40069,4267,2727,124,1416,63.91,2.91,33.18,2019
40071,17610,12362,1262,3986,70.2,7.17,22.63,2019
40073,5609,4102,265,1242,73.13,4.72,22.14,2019
40075,3571,2533,134,904,70.93,3.75,25.32,2019
40077,4088,2776,176,1136,67.91,4.31,27.79,2019
40079,18261,12522,531,5208,68.57,2.91,28.52,2019
40081,12763,8607,273,3883,67.44,2.14,30.42,2019
40083,15512,12514,343,2655,80.67,2.21,17.12,2019
40085,3268,2283,195,790,69.86,5.97,24.17,2019
40087,14428,12440,240,1748,86.22,1.66,12.12,2019
40089,12646,7690,405,4551,60.81,3.2,35.99,2019
40091,8327,5219,577,2531,62.68,6.93,30.4,2019
40093,3123,2344,96,683,75.06,3.07,21.87,2019
40095,6195,3818,428,1949,61.63,6.91,31.46,2019
40097,15983,12406,598,2979,77.62,3.74,18.64,2019
40099,5238,3463,387,1388,66.11,7.39,26.5,2019
40101,26234,18172,1910,6152,69.27,7.28,23.45,2019
40103,4515,3314,161,1040,73.4,3.57,23.03,2019
40105,4099,2631,107,1361,64.19,2.61,33.2,2019
40107,3976,2607,75,1294,65.57,1.89,32.55,2019
40109,301570,249740,7910,43920,82.81,2.62,14.56,2019
40111,14724,10292,328,4104,69.9,2.23,27.87,2019
40113,18263,13241,852,4170,72.5,4.67,22.83,2019
40115,11847,8036,807,3004,67.83,6.81,25.36,2019
40117,6179,3847,585,1747,62.26,9.47,28.27,2019
40119,30788,24791,1729,4268,80.52,5.62,13.86,2019
40121,17816,13453,572,3791,75.51,3.21,21.28,2019
40123,14278,9922,345,4011,69.49,2.42,28.09,2019
40125,25917,19479,1580,4858,75.16,6.1,18.74,2019
40127,4477,2890,115,1472,64.55,2.57,32.88,2019
40129,1377,983,26,368,71.39,1.89,26.72,2019
40131,34755,28275,814,5666,81.36,2.34,16.3,2019
40133,9317,5765,731,2821,61.88,7.85,30.28,2019
40135,15474,11079,523,3872,71.6,3.38,25.02,2019
40137,16720,12882,556,3282,77.05,3.33,19.63,2019
40139,6768,5048,328,1392,74.59,4.85,20.57,2019
40141,2807,2013,107,687,71.71,3.81,24.47,2019
40143,252661,213284,6264,33113,84.42,2.48,13.11,2019
40145,29208,25339,617,3252,86.75,2.11,11.13,2019
40147,20455,15978,755,3722,78.11,3.69,18.2,2019
40149,4224,3111,155,958,73.65,3.67,22.68,2019
40151,3281,2569,86,626,78.3,2.62,19.08,2019
40153,7495,5789,311,1395,77.24,4.15,18.61,2019
41001,6921,5333,315,1273,77.06,4.55,18.39,2019
41003,35718,32444,1001,2273,90.83,2.8,6.36,2019
41005,157408,139073,4815,13520,88.35,3.06,8.59,2019
41007,15800,13180,452,2168,83.42,2.86,13.72,2019
41009,19671,16795,415,2461,85.38,2.11,12.51,2019
41011,27025,21212,905,4908,78.49,3.35,18.16,2019
41013,9588,7825,249,1514,81.61,2.6,15.79,2019
41015,10546,8197,568,1781,77.73,5.39,16.89,2019
41017,74397,66265,1618,6514,89.07,2.17,8.76,2019
41019,45456,37426,1236,6794,82.33,2.72,14.95,2019
41021,842,626,44,172,74.35,5.23,20.43,2019
41023,3381,2683,53,645,79.36,1.57,19.08,2019
41025,3244,2548,149,547,78.55,4.59,16.86,2019
41027,8600,7131,216,1253,82.92,2.51,14.57,2019
41029,88241,75051,3338,9852,85.05,3.78,11.16,2019
41031,8094,6533,176,1385,80.71,2.17,17.11,2019
41033,36367,29444,1717,5206,80.96,4.72,14.32,2019
41035,27886,22464,780,4642,80.56,2.8,16.65,2019
41037,3515,2268,259,988,64.52,7.37,28.11,2019
41039,152312,130373,6057,15882,85.6,3.98,10.43,2019
41041,21298,17713,710,2875,83.17,3.33,13.5,2019
41043,47762,39874,1634,6254,83.48,3.42,13.09,2019
41045,10062,7453,339,2270,74.07,3.37,22.56,2019
41047,118038,102162,3192,12684,86.55,2.7,10.75,2019
41049,4108,3229,167,712,78.6,4.07,17.33,2019
41051,326229,287536,8695,29998,88.14,2.67,9.2,2019
41053,30305,26333,936,3036,86.89,3.09,10.02,2019
41055,748,586,45,117,78.34,6.02,15.64,2019
41057,10784,8916,269,1599,82.68,2.49,14.83,2019
41059,26908,21494,812,4602,79.88,3.02,17.1,2019
41061,10708,8780,324,1604,81.99,3.03,14.98,2019
41063,3214,2513,92,609,78.19,2.86,18.95,2019
41065,10305,8151,518,1636,79.1,5.03,15.88,2019
41067,219053,199219,6788,13046,90.95,3.1,5.96,2019
41069,640,481,25,134,75.16,3.91,20.94,2019
41071,36808,31022,1425,4361,84.28,3.87,11.85,2019
42001,39345,32278,1003,6064,82.04,2.55,15.41,2019
42003,541541,456400,12225,72916,84.28,2.26,13.46,2019
42005,28137,21344,914,5879,75.86,3.25,20.89,2019
42007,71167,57898,1396,11873,81.36,1.96,16.68,2019
42009,19882,14815,410,4657,74.51,2.06,23.42,2019
42011,154712,128920,2703,23089,83.33,1.75,14.92,2019
42013,52126,41120,1347,9659,78.89,2.58,18.53,2019
42015,25021,20070,429,4522,80.21,1.71,18.07,2019
42017,238830,212953,4298,21579,89.17,1.8,9.04,2019
42019,76502,65266,1979,9257,85.31,2.59,12.1,2019
42021,56674,43614,1324,11736,76.96,2.34,20.71,2019
42023,2184,1591,55,538,72.85,2.52,24.63,2019
42025,26043,20924,542,4577,80.34,2.08,17.57,2019
42027,58201,48035,3733,6433,82.53,6.41,11.05,2019
42029,190980,170153,3886,16941,89.09,2.03,8.87,2019
42031,16021,12499,523,2999,78.02,3.26,18.72,2019
42033,31248,23100,1072,7076,73.92,3.43,22.64,2019
42035,14690,11417,456,2817,77.72,3.1,19.18,2019
42037,26372,20650,844,4878,78.3,3.2,18.5,2019
42039,35164,27660,812,6692,78.66,2.31,19.03,2019
42041,99804,85026,2921,11857,85.19,2.93,11.88,2019
42043,112212,92110,3169,16933,82.09,2.82,15.09,2019
42045,207257,179003,4450,23804,86.37,2.15,11.49,2019
42047,14020,11083,525,2412,79.05,3.74,17.2,2019
42049,110318,90283,2721,17314,81.84,2.47,15.69,2019
42051,54837,41488,1300,12049,75.66,2.37,21.97,2019
42053,1839,1234,163,442,67.1,8.86,24.03,2019
42055,60438,49205,1321,9912,81.41,2.19,16.4,2019
42057,5989,4266,198,1525,71.23,3.31,25.46,2019
42059,14230,11259,367,2604,79.12,2.58,18.3,2019
42061,16779,12912,464,3403,76.95,2.77,20.28,2019
42063,33246,24874,996,7376,74.82,3,22.19,2019
42065,18427,13784,370,4273,74.8,2.01,23.19,2019
42067,9372,7030,114,2228,75.01,1.22,23.77,2019
42069,87161,70083,1635,15443,80.41,1.88,17.72,2019
42071,201620,159934,9011,32675,79.32,4.47,16.21,2019
42073,37055,29191,946,6918,78.78,2.55,18.67,2019
42075,53579,43261,1538,8780,80.74,2.87,16.39,2019
42077,138714,116272,3880,18562,83.82,2.8,13.38,2019
42079,128660,100614,3099,24947,78.2,2.41,19.39,2019
42081,45608,35933,1944,7731,78.79,4.26,16.95,2019
42083,17147,13234,584,3329,77.18,3.41,19.41,2019
42085,46340,36714,1184,8442,79.23,2.56,18.22,2019
42087,19043,13583,521,4939,71.33,2.74,25.94,2019
42089,57098,48579,1272,7247,85.08,2.23,12.69,2019
42091,316206,283717,5897,26592,89.73,1.86,8.41,2019
42093,7404,5698,202,1504,76.96,2.73,20.31,2019
42095,114185,95315,3167,15703,83.47,2.77,13.75,2019
42097,39075,28825,844,9406,73.77,2.16,24.07,2019
42099,18231,14509,392,3330,79.58,2.15,18.27,2019
42101,601337,463808,22345,115184,77.13,3.72,19.15,2019
42103,22119,19187,527,2405,86.74,2.38,10.87,2019
42105,6480,5005,188,1287,77.24,2.9,19.86,2019
42107,58749,45403,1262,12084,77.28,2.15,20.57,2019
42109,14794,11231,248,3315,75.92,1.68,22.41,2019
42111,29644,21369,850,7425,72.09,2.87,25.05,2019
42113,2723,2035,119,569,74.73,4.37,20.9,2019
42115,17235,14159,339,2737,82.15,1.97,15.88,2019
42117,16310,12832,429,3049,78.68,2.63,18.69,2019
42119,14533,10881,364,3288,74.87,2.5,22.62,2019
42121,22050,17235,563,4252,78.16,2.55,19.28,2019
42123,17115,13267,651,3197,77.52,3.8,18.68,2019
42125,84948,70379,1690,12879,82.85,1.99,15.16,2019
42127,18841,15325,376,3140,81.34,2,16.67,2019
42129,152283,123287,4176,24820,80.96,2.74,16.3,2019
42131,10790,9074,172,1544,84.1,1.59,14.31,2019
42133,172421,141961,4703,25757,82.33,2.73,14.94,2019
44001,19217,16699,286,2232,86.9,1.49,11.61,2019
44003,69422,60164,1740,7518,86.66,2.51,10.83,2019
44005,34777,30044,1100,3633,86.39,3.16,10.45,2019
44007,237971,194942,5859,37170,81.92,2.46,15.62,2019
44009,49102,43980,1120,4002,89.57,2.28,8.15,2019
45001,9660,6655,486,2519,68.89,5.03,26.08,2019
45003,67598,53648,1616,12334,79.36,2.39,18.25,2019
45005,3365,1873,317,1175,55.66,9.42,34.92,2019
45007,76798,58976,3781,14041,76.79,4.92,18.28,2019
45009,5334,3350,162,1822,62.8,3.04,34.16,2019
45011,8360,5489,384,2487,65.66,4.59,29.75,2019
45013,71477,60961,3478,7038,85.29,4.87,9.85,2019
45015,76881,63290,2669,10922,82.32,3.47,14.21,2019
45017,6179,4317,208,1654,69.87,3.37,26.77,2019
45019,159195,124813,12772,21610,78.4,8.02,13.57,2019
45021,20699,13625,1216,5858,65.82,5.87,28.3,2019
45023,12653,7458,804,4391,58.94,6.35,34.7,2019
45025,17900,11878,1177,4845,66.36,6.58,27.07,2019
45027,13161,9354,490,3317,71.07,3.72,25.2,2019
45029,15075,11594,708,2773,76.91,4.7,18.39,2019
45031,26484,18463,1040,6981,69.71,3.93,26.36,2019
45033,11029,5959,790,4280,54.03,7.16,38.81,2019
45035,55351,44870,2719,7762,81.06,4.91,14.02,2019
45037,9176,6299,157,2720,68.65,1.71,29.64,2019
45039,9191,5691,615,2885,61.92,6.69,31.39,2019
45041,52188,38257,1620,12311,73.31,3.1,23.59,2019
45043,25498,18937,1313,5248,74.27,5.15,20.58,2019
45045,192975,161127,4245,27603,83.5,2.2,14.3,2019
45047,27612,20339,738,6535,73.66,2.67,23.67,2019
45049,6993,4833,227,1933,69.11,3.25,27.64,2019
45051,131143,110867,4845,15431,84.54,3.69,11.77,2019
45053,10269,7037,286,2946,68.53,2.79,28.69,2019
45055,24980,18587,846,5547,74.41,3.39,22.21,2019
45057,33899,26864,1244,5791,79.25,3.67,17.08,2019
45059,25563,18833,801,5929,73.67,3.13,23.19,2019
45061,6423,3677,268,2478,57.25,4.17,38.58,2019
45063,113104,94755,2467,15882,83.78,2.18,14.04,2019
45065,3957,2828,166,963,71.47,4.2,24.34,2019
45067,11600,5710,1090,4800,49.22,9.4,41.38,2019
45069,9613,5582,373,3658,58.07,3.88,38.05,2019
45071,14810,10060,454,4296,67.93,3.07,29.01,2019
45073,31978,24105,1089,6784,75.38,3.41,21.21,2019
45075,33060,22921,1171,8968,69.33,3.54,27.13,2019
45077,47934,37672,1209,9053,78.59,2.52,18.89,2019
45079,151853,125234,3244,23375,82.47,2.14,15.39,2019
45081,7094,4946,177,1971,69.72,2.5,27.78,2019
45083,116645,92673,3383,20589,79.45,2.9,17.65,2019
45085,41776,31506,1676,8594,75.42,4.01,20.57,2019
45087,11432,7608,331,3493,66.55,2.9,30.55,2019
45089,12686,6531,1045,5110,51.48,8.24,40.28,2019
45091,101211,88766,2507,9938,87.7,2.48,9.82,2019
46003,1182,864,50,268,73.1,4.23,22.67,2019
46005,7557,5490,264,1803,72.65,3.49,23.86,2019
46007,984,657,68,259,66.77,6.91,26.32,2019
46009,2536,1869,54,613,73.7,2.13,24.17,2019
46011,12896,10787,576,1533,83.65,4.47,11.89,2019
46013,16305,13128,657,2520,80.52,4.03,15.46,2019
46015,2231,1642,131,458,73.6,5.87,20.53,2019
46017,564,306,28,230,54.26,4.96,40.78,2019
46019,4164,3166,127,871,76.03,3.05,20.92,2019
46021,673,486,24,163,72.21,3.57,24.22,2019
46023,3166,2140,164,862,67.59,5.18,27.23,2019
46025,1546,1170,54,322,75.68,3.49,20.83,2019
46027,5233,4588,210,435,87.67,4.01,8.31,2019
46029,12075,9789,428,1858,81.07,3.54,15.39,2019
46031,1195,723,20,452,60.5,1.67,37.82,2019
46033,3876,3142,116,618,81.06,2.99,15.94,2019
46035,8660,7141,296,1223,82.46,3.42,14.12,2019
46037,2574,1815,144,615,70.51,5.59,23.89,2019
46039,1798,1395,75,328,77.59,4.17,18.24,2019
46041,1651,964,23,664,58.39,1.39,40.22,2019
46043,1220,890,28,302,72.95,2.3,24.75,2019
46045,1544,1169,125,250,75.71,8.1,16.19,2019
46047,2986,2438,104,444,81.65,3.48,14.87,2019
46049,895,651,38,206,72.74,4.25,23.02,2019
46051,3218,2612,113,493,81.17,3.51,15.32,2019
46053,1840,1313,44,483,71.36,2.39,26.25,2019
46055,822,529,60,233,64.36,7.3,28.35,2019
46057,2256,1752,86,418,77.66,3.81,18.53,2019
46059,1508,1196,9,303,79.31,0.6,20.09,2019
46061,1045,909,15,121,86.99,1.44,11.58,2019
46063,532,471,15,46,88.53,2.82,8.65,2019
46065,7460,6070,155,1235,81.37,2.08,16.55,2019
46067,2903,2065,122,716,71.13,4.2,24.66,2019
46069,597,484,11,102,81.07,1.84,17.09,2019
46071,858,418,39,401,48.72,4.55,46.74,2019
46073,921,673,55,193,73.07,5.97,20.96,2019
46075,408,318,9,81,77.94,2.21,19.85,2019
46077,2279,1733,80,466,76.04,3.51,20.45,2019
46079,4700,4028,174,498,85.7,3.7,10.6,2019
46081,11048,9439,266,1343,85.44,2.41,12.16,2019
46083,19749,18028,367,1354,91.29,1.86,6.86,2019
46085,1397,1024,37,336,73.3,2.65,24.05,2019
46087,2228,1805,69,354,81.01,3.1,15.89,2019
46089,1030,670,64,296,65.05,6.21,28.74,2019
46091,1873,1396,64,413,74.53,3.42,22.05,2019
46093,11027,9120,320,1587,82.71,2.9,14.39,2019
46095,661,295,23,343,44.63,3.48,51.89,2019
46097,948,723,34,191,76.27,3.59,20.15,2019
46099,76819,65868,2156,8795,85.74,2.81,11.45,2019
46101,2640,2180,88,372,82.58,3.33,14.09,2019
46102,2729,1256,108,1365,46.02,3.96,50.02,2019
46103,44074,37000,1451,5623,83.95,3.29,12.76,2019
46105,1284,1023,22,239,79.67,1.71,18.61,2019
46107,982,775,41,166,78.92,4.18,16.9,2019
46109,3873,2884,159,830,74.46,4.11,21.43,2019
