"ZCTA","minDisFQHC","timeDrive","countDrive"
28611,8.35,0,2
28612,7.22,0,25
28613,1.45,0,22
28615,10.27,24.55,1
28616,5.24,10.47,3
28617,7.36,9.7,4
28618,9.55,17.92,3
28619,5.59,17.4,14
28621,2.37,0,3
28622,8.73,20.84,3
28623,12.51,28.97,1
28624,14.57,29.04,1
28625,3.9,0,10
28626,10.56,23.36,6
28627,10.11,16.4,1
28628,6.75,11.06,6
28629,9.61,10.08,4
28630,4.75,6.44,17
28631,10.2,23.05,3
28634,14.05,20.76,4
28635,13.88,28.58,1
28636,8.96,20.33,7
28637,2.37,10.41,25
28638,0.74,0,15
28640,3.88,0,4
28642,5.85,11.85,3
28643,5.92,13.9,4
28644,9.89,19.68,4
28645,1.17,0,6
28646,6.21,14.37,2
28647,6.71,18.61,3
28650,3,0,18
28651,14.1,17.18,1
28652,4.14,14.93,3
28654,7.15,9.76,2
28655,4.02,0,7
28657,4.67,0,2
28658,1.74,0,25
28659,5.75,13.1,1
28660,12.73,20.43,6
28662,5.72,14.58,2
28663,11.73,23.35,4
28665,16.18,21.79,1
28666,4.03,5.6,25
28667,6.03,13.5,15
28668,12.93,22.11,3
28669,10.87,20.47,3
28670,9.04,17.72,2
28671,0.75,12.58,21
28672,10.37,19.96,4
28673,13.93,25.09,2
28675,1.2,0,1
28676,3.94,5.4,2
28677,3.89,0,7
28678,9.55,17.79,10
28679,11.67,22.64,3
28681,3.87,0,1
28682,15.99,25.34,2
28683,9.97,14.44,2
28684,11.56,21.56,6
28685,12.76,23.09,2
28689,17.55,27.81,1
28690,3.64,15.62,13
28692,9.74,17.41,4
28693,3.66,0,4
28694,4.69,8.46,4
28697,1.04,0,1
28698,11.9,24.42,4
28701,7.57,23.42,8
28702,11.99,19.89,3
28704,3.76,13.36,19
28705,2.37,0,2
28707,9.55,17.82,5
28709,11.14,23.11,1
28711,16.98,18.48,6
28712,6.27,0,1
28713,5.87,0,2
28714,10.54,0,3
28715,7.5,13.32,6
28716,9.84,19.13,3
28717,2.33,0,2
28718,9.38,24.26,1
28719,10.3,24.4,2
28720,5.01,23.87,12
28721,10.34,24.26,1
28722,5.22,0,3
28723,8.08,15.76,4
28725,4.05,11.94,7
28726,1.07,0,17
28729,9.15,22.01,14
28730,10.52,19.49,7
28731,2.85,4.75,14
28732,4.02,0,19
28735,8.79,25.62,15
28736,6.57,15.6,2
28739,7.02,0,13
28740,9.26,20.46,1
28741,8.79,19.97,2
28742,9.49,17.24,14
28743,8.73,0,1
28745,1.42,12.06,1
28746,4.44,0,2
28748,8.84,21.7,5
28749,5.44,18.07,1
28751,11.61,16.57,1
28753,6.28,0,6
28754,4.63,0,7
28757,17.67,25.48,4
28759,7.29,13.89,19
28761,15.78,21.44,4
28763,12.86,23.74,1
28766,7.89,26.8,1
28768,5.95,17.38,3
28771,4.12,0,1
28772,12.07,17.88,1
28773,7.62,14.81,15
28774,7.28,22.23,2
28775,12.04,25.19,1
28777,0.85,0,3
28778,10.36,15.8,6
28779,0.47,0,5
28782,3.47,6.6,3
28785,13.61,17.88,1
28786,6.13,0,5
28787,8.81,13.9,9
28789,7.99,14.28,6
28790,7.24,11.8,13
28791,4.11,0,15
28792,1.39,0,15
28801,0.24,0,8
28803,2.33,0,18
28804,4.64,7.86,9
28805,5.36,10.78,6
28806,2.25,0,8
28906,12.18,0,1
29001,8.33,21.39,2
29003,5.61,0,12
29006,3.97,18.46,3
29009,8.37,19.72,1
29010,0.81,0,4
29015,5,0,2
29016,8.58,16.58,20
29018,13.83,26.19,6
29020,3.09,0,2
29030,11.54,24.98,8
29031,16.61,27.94,2
29032,12,19.69,1
29033,2.24,0,19
29036,7.59,11.92,1
29037,15.39,28.29,4
29038,6.34,18.96,11
29039,6.47,19.18,5
29040,11.63,16.56,5
29042,0.54,0,12
29044,4.26,0,3
29045,9.11,13.86,14
29046,8.33,19.38,4
29047,13.33,26.38,1
29048,7.52,15.65,2
29052,6.22,23.03,1
29053,10.23,18.79,5
29054,9.67,18.39,2
29055,14.79,28.56,1
29056,2.06,0,2
29058,10.64,10.9,3
29059,0.24,0,3
29061,4.2,0,19
29062,11.97,29.47,1
29063,13.59,22.3,17
29065,0.97,0,5
29067,3.3,0,3
29069,2.39,0,8
29070,4.16,0,2
29072,13.47,20.68,12
29073,10.28,23.8,13
29075,2.87,0,3
29078,3.51,0,2
29079,7.04,16.37,11
29081,6.22,13.2,8
29082,2.21,0,4
29101,0.82,0,5
29102,3.87,0,2
29104,8.98,22.1,8
29105,5.35,26.53,3
29107,6.28,0,12
29108,1.59,0,2
29112,14.84,13.51,7
29113,4.89,7.66,14
29114,1.59,0,4
29115,0.46,0,11
29117,1.99,4.13,9
29118,5.05,7.82,8
29122,5.31,13.12,2
29123,1.25,0,1
29125,3.49,0,1
29126,9.31,24.46,3
29127,7.19,23.12,2
29128,15.23,23.47,6
29129,4.73,0,1
29130,4.69,0,3
29133,9.91,18.53,5
29135,2.01,0,8
29138,3.14,0,1
29142,7.3,15.91,8
29145,12.94,27.46,1
29146,8.24,21.45,3
29147,6.48,8.85,18
29148,9.56,27.76,2
29150,4.28,0,5
29152,9.19,17.36,6
29153,2.26,11.14,5
29154,7.5,18.54,5
29160,9.01,0,5
29161,2.31,0,9
29162,6.5,11.41,8
29163,1.96,0,2
29166,5.96,20.47,2
29168,10.95,17.82,6
29169,1.24,0,18
29170,6.21,14.47,17
29172,6.44,12.17,19
29175,8.79,13.24,4
29178,16.96,23.18,2
29180,0.61,0,4
29201,1.75,0,18
29202,1.39,1.88,18
29203,4.62,0,18
29204,2.25,0,18
29205,0.84,0,19
29206,4.36,11.65,18
29207,8.23,9.98,19
29208,0.96,2.52,18
29209,6.02,12.66,19
29210,4.35,10.36,18
29212,10.99,16.53,18
29223,9.23,10.78,19
29225,0.97,1.35,18
29229,13.1,22.49,14
29301,4.19,7.67,10
29302,6.62,0,6
29303,2.98,0,7
29306,3.03,0,7
29307,6.64,13.85,7
29316,6.83,9.09,7
29320,3.59,6.19,10
29321,7.69,14.32,1
29322,11.63,21.61,4
29323,14.11,23.7,2
29324,6.93,19.11,7
29325,6.28,20.32,2
29329,6.56,15.7,7
29330,11.45,13.82,7
29331,15.24,27.54,2
29332,5.53,27.42,4
29333,1.33,8.61,6
29334,7.55,17.08,7
29338,15,24.84,4
29340,9.29,11.12,2
29341,5.81,0,3
29346,6.04,11.06,6
29349,12.41,19.49,7
29351,9.68,25.83,3
29353,9.78,15.72,3
29355,12.59,21.39,1
29356,9.96,20.22,6
29360,7.43,0,2
29364,12.15,19.89,2
29365,4.89,14.41,7
29368,11.14,15.33,7
29369,7.32,16.14,10
29370,9.06,24.49,7
29372,15.39,20.38,5
29373,12.55,19.77,7
29374,13.31,22.02,5
29375,10.42,18.9,8
29376,8.67,9.83,7
29377,8.85,16.27,9
29378,1.82,5.77,9
29379,3.24,0,1
29384,5.63,0,1
29385,8.83,18.02,7
29388,1.84,0,4
29401,1.28,3.46,10
29403,0.38,0,10
29404,2.02,4.47,8
29405,1.92,0,11
29406,5.28,8.91,10
29407,3.5,9.4,11
29409,1.19,3.32,10
29410,6.06,12.92,8
29412,5.53,12.5,10
29414,3.52,0,14
29418,1.07,0,8
29420,5.48,11.38,8
29423,8.04,13.16,10
29424,0.85,3.04,10
29426,8.11,21.72,4
29431,10.24,28.16,2
29432,11.6,17.3,9
29435,14.05,21.55,3
29436,3.75,0,1
29437,11.22,14.78,2
29439,6.67,21.59,5
29440,2.86,0,7
29445,11.19,14.78,10
29446,12.82,22.02,5
29448,6.83,16.16,2
29449,2.69,0,5
29451,13.01,23.62,5
29455,2.04,0,9
29456,5.43,10.55,9
29458,3.89,0,1
29461,3.17,0,3
29464,6.09,11.65,7
29466,12.22,22.17,5
29469,6.75,20.87,3
29470,4.12,0,5
29471,6.49,12.37,1
29472,10.75,18.43,1
29474,10.71,14.33,3
29475,5.32,21.92,7
29477,1.78,0,2
29481,1.88,0,4
29482,7.43,15.75,6
29483,1.98,0,5
29485,7.2,10.65,8
29487,7.57,14.91,3
29488,1.04,0,3
29492,8.17,16.78,7
29493,4.42,11.28,4
29501,3.96,0,8
29505,6.42,0,7
29506,1.85,0,8
29510,2.32,0,7
29511,11.22,28.61,5
29512,1.03,0,8
29516,15.45,19.42,5
29518,9.68,24.58,2
29519,13.98,19.86,1
29520,1.42,0,8
29525,8.27,12.53,6
29526,6.11,0,11
29527,8.46,19.59,8
29530,8.74,13.14,7
29532,2.17,0,14
29536,0.71,0,5
29540,7.03,17.8,4
29541,8.79,11.91,10
29543,8.27,16.02,4
29544,16.56,22.56,6
29545,7.34,21.49,2
29546,9.11,23.71,1
29547,5.77,12.1,4
29550,3.65,0,7
29554,11.03,25.54,1
29555,2.23,0,1
29556,4,0,4
29560,3.61,0,4
29563,2.71,0,4
29564,14.14,27,2
29565,5.68,0,4
29566,4.56,0,11
29567,12.15,17.96,3
29568,10.81,19.23,5
29569,2.23,0,2
29570,1.9,0,7
29571,5.42,0,5
29572,2.62,0,11
29574,7.38,11.65,3
29575,2.47,13.66,7
29576,6.25,16.19,7
29577,0.93,0,16
29579,3.32,0,12
29581,12.69,16.88,3
29582,5.95,7.43,10
29584,13.06,21.55,8
29585,12.18,21.41,5
29588,3.96,0,12
29590,8.21,21.15,2
29591,4.18,11.46,3
29592,6.81,8.05,6
29593,0.66,0,8
29594,1.2,5.12,5
29596,6.91,12.54,7
29601,1.12,0,9
29605,4.18,0,7
29607,5.75,9.18,7
29609,6.12,10.29,9
29611,2.84,8.02,6
29613,6.39,14.2,9
29614,4.63,8.45,8
29615,8.41,12.72,7
29617,6.45,12.37,9
29620,13.07,21.26,5
29621,4.24,11,1
29624,5.62,0,1
29625,8.54,10.71,2
29626,7.31,12.54,1
29627,13.17,19.12,1
29628,1.48,0,1
29630,4.51,9.48,2
29631,0.73,0,5
29634,2.29,6.02,2
29635,12.84,26.96,1
29638,7.23,16.58,5
29639,14.57,25.92,1
29640,4.86,0,4
29642,6.12,23.2,5
29643,14.53,27.19,1
29644,12.28,25.65,6
29645,13.85,24.46,2
29646,3.08,0,5
29649,3.02,0,5
29650,4.77,9.55,7
29651,0.2,0,9
29653,7.44,13.8,5
29654,10.73,22.67,1
29655,14.93,28.27,1
29657,8.09,18.09,2
29658,11.7,22.01,1
29659,10.69,19.1,1
29661,7.03,19.26,1
29662,8.2,13.18,7
29665,4.69,17.14,4
29666,12.16,16.52,4
29667,7.47,15.06,3
29669,14.72,25.46,2
29670,7.03,14.44,3
29671,11.23,18.92,1
29672,5.65,0,4
29673,8.57,17.06,4
29678,4.15,0,4
29680,13.69,26.39,4
29681,13.1,25.14,8
29682,12.63,23.78,1
29683,3.21,18.16,4
29684,10.57,11.07,1
29687,7.9,12.3,8
29689,14.08,27.44,3
29690,6.46,0,6
29691,10.16,21.51,3
29692,2.81,0,5
29693,11.85,27.06,3
29696,7.01,20.53,3
29697,13.76,23.26,5
29702,11.45,20.88,3
29704,10.74,12.08,5
29706,2.03,0,1
29707,6.29,13.23,5
29708,4.46,14.29,7
29709,1.23,0,3
29710,0.11,0,13
29712,9.9,22.3,3
29714,8.75,15.93,4
29715,0.98,0,4
29718,4.62,0,2
29720,4.22,0,3
29724,11.26,22.06,4
29726,10.74,21.63,5
29727,6.2,15.85,3
29728,9.53,15.07,4
29729,14.25,23.22,5
29730,1.8,0,5
29732,6.26,10.42,5
29733,2.48,5.98,5
29741,1.77,0,4
29742,13.37,29.06,1
29743,10.98,28.46,1
29745,2.4,0,5
29801,1.71,0,5
29803,3.61,0,5
29805,9.61,21.52,3
29809,3.89,20.59,7
29810,8.77,9.85,6
29812,5.92,0,9
29816,1.72,14.8,15
29817,1.3,0,12
29819,11.3,19.95,5
29826,5.9,6.67,9
29827,0.15,0,4
29828,5.33,16.32,12
29829,7.28,19.89,6
29831,15.03,19.27,7
29832,10.09,21.3,2
29834,3.07,17.64,15
29835,1.59,0,1
29838,15.89,27.43,1
29840,8.07,14.37,2
29841,3.89,12.65,10
29842,4.6,0,7
29843,10.18,16.2,11
29844,11.61,19.83,1
29845,8.16,17.57,1
29848,9.48,29.7,3
29849,10.88,18.54,7
29850,7.55,17.8,8
29851,6.1,19.1,10
29853,1.14,0,9
29856,8.26,13.99,7
29860,10.5,21.1,10
29899,2.95,10.04,1
29902,1.98,6.91,8
29904,3.94,9.26,9
29905,3.96,10.89,7
29906,2.11,0,7
29907,6.06,11.21,8
29909,2.07,0,4
29910,8.21,16.82,3
29911,6.4,11.06,3
29912,7.89,9.02,8
29916,15.38,29.18,2
29918,0.83,0,4
29920,2.45,0,2
29921,7.11,14.04,3
29922,11.25,26.47,1
29923,8.8,14.38,4
29924,1.01,0,5
29926,13.67,29.07,1
29927,6.11,0,7
29929,6.17,0,3
29932,9.58,20.2,4
29934,11.33,27.02,1
29935,1.52,0,9
29936,1.02,0,6
29939,6.63,11.69,3
29940,0.28,0,10
29941,2.59,21.26,5
29943,12.65,25,3
29944,7.93,7.44,5
29945,8.81,26.41,8
30002,1.29,9.86,39
30004,12.6,23.44,4
30005,11.93,15.47,6
30008,2.68,0,7
30009,13.25,18.54,9
30011,7.99,15.93,5
30012,4.89,0,12
30013,4.05,12.61,3
30014,15.86,25.6,1
30016,13.91,26.4,1
30017,4.94,11.47,3
30019,8.21,17.05,5
30021,2.06,10.33,36
30022,8.34,17.25,8
30024,7.01,11.34,11
30025,10.71,21.9,1
30028,6.91,19.55,3
30030,2.64,6.72,40
30032,1.62,0,37
30033,4.08,10.6,35
30034,2.86,12.82,36
30035,1.25,0,38
30038,2.99,16.73,15
30039,11.05,16.69,10
30040,2.9,0,3
30041,3.17,14.92,3
30043,5.05,11.97,7
30044,5.01,10.02,10
30045,4.56,9.66,7
30046,0.5,0,8
30047,6.26,14.65,11
30052,12.37,18.24,3
30054,10.47,25.47,2
30058,3.84,0,17
30060,1.15,0,17
30062,6.2,0,4
30064,4.65,7.74,3
30066,5.83,9.68,6
30067,5.51,13.02,23
30068,5.42,10.15,8
30070,11.7,23.22,1
30071,1.49,0,18
30072,0.84,4.99,34
30075,11.2,19.55,2
30076,10.26,14.74,13
30078,7.02,11.89,11
30079,2.65,9.41,37
30080,5.23,9.86,33
30082,5.17,10.31,21
30083,1.16,0,27
30084,2.29,10.85,27
30087,5.47,16.95,11
30088,4.04,8.74,33
30092,3.38,10.54,15
30093,0.87,0,21
30094,4.91,17,3
30096,3.73,9.34,13
30097,5.38,0,12
30101,11.05,25.8,4
30102,11.29,24.33,6
30103,18.9,27.44,1
30104,14.25,26.04,1
30105,12.04,26.17,1
30106,8.1,11.48,16
30107,11.03,23.11,5
30108,13.55,23.58,1
30110,14.56,22.54,1
30113,14.44,24.74,1
30114,2.53,0,2
30115,7.06,18.45,2
30116,4.58,11.84,1
30117,4.09,0,1
30118,2.06,4.66,1
30120,2.93,0,1
30121,4.91,16.01,3
30122,6.3,17.6,28
30124,11.7,24.91,1
30125,2.17,0,1
30126,5.51,15.93,30
30127,10.17,16.23,3
30134,3.89,0,1
30135,6.97,17.9,1
30137,4.87,17,1
30141,9.44,15.69,3
30143,1.42,0,3
30144,4.57,21.08,5
30145,13.66,22.41,1
30147,10.42,21.01,1
30148,10.69,25.3,2
30152,5.71,18.46,3
30153,13.86,25.08,1
30157,14.78,24.42,2
30161,19.06,28.43,1
30164,12.03,24.9,1
30168,5.08,19.93,30
30175,10.87,15.4,3
30177,4.45,11.98,3
30178,11.63,28.02,1
30180,13.7,23.86,2
30182,13.7,19.93,1
30183,10.72,27.13,2
30184,10.39,29.87,1
30185,12.18,20.43,1
30187,11.26,27.62,1
30188,10.92,21.49,3
30189,11.43,21.19,4
30204,2.33,0,5
30205,6.66,17.04,3
30206,8.45,18.23,1
30213,5.68,14.46,18
30214,9.53,19.44,9
30215,9.87,21,3
30216,7.15,15.98,1
30218,11.41,22.71,2
30220,17.06,29.17,1
30222,2.24,0,2
30223,1.45,0,5
30224,2.92,0,6
30228,2.46,0,7
30233,0.7,0,1
30234,5.49,11.65,1
30236,6.56,8.43,20
30238,6.73,13.09,10
30248,11.18,20.3,4
30250,0.55,8,6
30253,9.53,23.58,3
30256,7.37,14.09,6
30257,7.74,13.99,5
30258,11.47,25.36,1
30259,13.2,29.33,1
30260,4.38,11.67,28
30263,17.47,24.06,4
30265,9.35,22.33,4
30268,4.34,0,6
30269,7.79,23.94,5
30273,7.83,15.16,27
30274,1.91,0,27
30275,16.16,23.74,4
30276,3.38,0,1
30277,9.38,20.26,4
30281,12.32,22.27,9
30284,5.88,9.88,6
30285,8.18,22.35,2
30286,2.52,0,2
30288,2.83,13.53,33
30289,6.03,8.9,4
30290,6.63,17.18,8
30291,5.66,12.54,23
30292,6.89,19.1,4
30293,8.79,17.76,2
30294,6.87,21.76,17
30295,1.9,0,6
30296,3.54,9.54,26
30297,0.49,0,34
30303,0.58,0,43
30305,1.9,5.31,39
30306,2.91,6.23,42
30307,1.51,6.86,41
30308,0.52,0,44
30309,1.39,0,46
30310,1.13,0,40
30311,2.31,0,35
30312,0.52,0,43
30313,0.92,3.08,44
30314,0.39,0,39
30315,0.76,0,39
30316,1.28,0,40
30317,0.83,0,38
30318,2.79,0,36
30319,1.95,7.35,35
30322,3.4,11.1,39
30324,2.6,5.81,39
30326,3.66,8.18,38
30327,4.86,12.44,33
30328,1.16,0,30
30329,5.03,7.25,37
30331,2.8,0,30
30332,0.6,5.63,42
30334,0.5,1.83,45
30336,3.16,14.29,33
30337,1.28,0,37
30338,4.79,9.74,21
30339,6.35,14.38,38
30340,2.51,6.2,32
30341,0.42,0,35
30342,3.08,10.61,29
30344,1.73,0,33
30345,2.37,0,34
30346,3.14,7.41,32
30349,3.75,0,34
30350,6.15,8.4,21
30354,2.27,8.41,35
30360,3.23,10.16,23
30363,0.82,2.12,46
30401,1.05,0,5
30410,5.46,13.84,3
30411,2.02,0,3
30412,10.64,24.58,1
30413,7.77,16.57,1
30415,13.35,25.11,1
30417,3.24,0,5
30420,11.12,22.61,2
30421,8.02,17.18,4
30423,4.96,10.07,2
30425,14.38,28.3,2
30427,16.58,24.84,1
30428,7.56,18.03,2
30429,4.71,5.13,4
30434,13.12,14.6,2
30436,6.52,0,5
30438,9.23,12.8,4
30439,1.21,0,2
30442,4.03,0,2
30445,1.15,0,3
30446,19.06,17.91,1
30448,9.26,16.78,4
30449,18.19,24.28,1
30450,15.97,25.36,1
30451,7.59,13.96,3
30452,10.52,16.67,4
30453,5.26,0,6
30454,10.84,26.62,1
30457,2.82,0,2
30458,3.9,0,2
30460,1.3,2.28,1
30461,9.09,12.63,1
30464,11.5,22.79,6
30467,1.74,0,1
30470,5.79,18.73,1
30471,11.52,25.01,6
30473,15.65,22.22,3
30474,4.81,14.31,4
30475,1.96,18.24,3
30477,0.62,0,5
30501,1.61,0,1
30504,5.54,11.17,1
30506,6.59,15.43,2
30507,4.94,16.26,1
30510,11.46,22.08,2
30511,11.04,12.65,4
30513,2.27,0,3
30516,7.23,18.39,3
30517,4.12,13.37,4
30518,10.25,17.76,7
30519,12.6,16.78,7
30520,5.12,18.66,3
30521,13.4,24.39,4
30522,5.36,16.03,5
30523,10.82,25.08,1
30525,2.43,0,2
30527,10.35,14.16,4
30528,2.25,0,2
30529,0.78,0,5
30530,5.92,16.56,3
30531,6.95,14.43,3
30533,4.26,0,3
30534,9.63,0,3
30535,2.82,0,3
30536,8.97,17.48,5
30537,9.21,16.52,2
30540,5.22,0,2
30541,14.96,27.14,3
30542,11.88,18.88,4
30543,10.43,23.64,3
30545,11.77,22.92,1
30547,4.3,0,4
30548,0.65,0,4
30549,11.82,19.18,10
30552,8.35,17.45,2
30553,13.05,24.22,3
30554,12.59,22.43,3
30555,11.02,22.69,3
30557,16.96,27.81,1
30558,6,13.02,3
30559,7.36,20.32,3
30560,7.68,14.05,3
30562,3.08,6.18,2
30563,5.27,16.13,2
30564,7.79,21.02,4
30565,10.6,14.99,8
30566,7.42,14.11,2
30567,9.45,22.98,4
30568,5.76,13.94,2
30571,10.49,20.9,2
30573,10.35,18.34,2
30575,9.65,16.48,4
30576,4.38,0,2
30581,5.77,11.34,2
30601,3.59,0,7
30602,1.68,5.94,7
30605,2.12,0,5
30606,4.06,11.33,5
30607,6.73,11.33,10
30609,1.18,7.01,5
30619,8.52,15.01,6
30620,5.87,12.86,6
30621,14.69,23.61,4
30622,10.43,15.68,9
30623,13.48,28.3,1
30624,2.09,0,5
30627,14,22.65,3
30628,1.59,0,6
30629,8.97,11.03,6
30630,4.15,12.83,6
30631,2.53,0,1
30633,12.07,24.7,7
30634,5.15,13.68,2
30635,15.14,18.93,2
30641,10.43,20.67,1
30642,1.21,0,3
30643,2.53,0,3
30646,6.44,12.64,5
30648,4.93,0,1
30650,18.95,29.3,3
30655,1.59,0,4
30656,6.48,12.36,4
30662,2.26,0,3
30663,16.24,27.38,1
30664,7.68,17.19,3
30665,9.06,17.4,4
30666,10.29,13.77,8
30667,7.92,22.4,1
30677,12.01,16.57,5
30680,1.89,0,5
30683,5.5,15.3,6
30705,2.29,0,3
30707,7.27,22.06,12
30708,16.86,21.66,2
30710,11.42,18.25,2
30711,12.56,23.73,2
30720,15.06,17.19,4
30721,9.86,14.88,4
30725,4.79,10.26,13
30726,6.07,17.84,12
30728,6.07,0,4
30730,13.22,15.92,1
30734,20.13,29.56,2
30736,0.36,0,13
30738,7.82,22.81,1
30739,10.24,18.79,12
30740,12.53,13.25,4
30741,1.03,0,13
30742,3.13,5.62,16
30747,2.3,0,4
30750,7.01,14.8,11
30751,15.81,23.61,3
30752,2.78,0,2
30753,7.76,10.72,4
30755,3.84,0,9
30756,6.63,10.72,4
30757,6.39,16.46,13
30803,8.6,13.16,2
30805,4.02,28.67,1
30807,3.93,7.56,2
30808,14.44,29.12,1
30809,7.31,16.85,9
30810,1.36,0,4
30812,5.39,5.82,11
30813,8.63,17.75,9
30814,15.4,28.43,3
30815,9.99,13.88,9
30816,8.22,0,1
30818,5.96,10.88,1
30820,7.2,10.71,3
30821,6.89,10.99,3
30822,10.43,23.44,2
30823,5.1,13.24,2
30824,13.77,19.23,3
30828,3.94,0,3
30830,2.79,0,1
30833,2.63,0,2
30901,2.62,0,10
30903,4.51,15.98,9
30904,0.45,0,10
30905,6.51,25.28,7
30906,8.84,0,10
30907,3,8.52,9
30909,1.58,0,9
30912,0.69,3.06,10
31001,8.29,19.99,1
31002,14.27,19.22,7
31003,12.19,19.49,3
31005,6.48,17.14,5
31006,2.29,0,6
31007,10.39,19.7,4
31008,5.99,0,11
31009,13.83,25.1,1
31011,9.4,18.17,3
31012,12.27,20.31,3
31014,2.27,0,3
31015,2.24,0,10
31016,12.3,24.95,2
31017,10.51,17.35,1
31018,12.91,24.26,1
31019,11.06,17.64,1
31020,9.54,19.86,7
31021,3.4,0,1
31022,11.12,15.34,3
31023,1.54,0,2
31025,11.41,22.48,3
31027,10.39,12.44,3
31028,2.67,8.81,11
31029,0.07,0,3
31030,1.2,0,6
31031,0.99,0,10
31032,1.51,0,9
31033,10.55,15.8,7
31035,9.82,23.77,2
31036,2.27,0,2
31037,4.98,14.52,2
31038,13.26,29.28,2
31039,10.22,14.8,4
31041,6.63,22.24,8
31042,5.66,0,3
31044,4.47,0,1
31045,12.84,17.12,4
31046,10.43,19.86,9
31047,8.48,11.95,5
31049,14.66,22.78,7
31050,4.94,14.56,2
31051,8.86,13.07,9
31052,12.29,17.97,9
31054,6.12,10.47,7
31055,5.99,0,2
31057,10.73,16.01,2
31060,13.99,24.76,1
31061,0.74,0,6
31062,3.37,7.88,7
31063,3.49,0,2
31064,18.22,26.09,1
31065,15.1,22.54,2
31066,6.73,17.84,1
31067,10.67,25.99,1
31068,0.64,0,5
31069,3.83,0,6
31070,1.35,0,9
31071,13.95,27.17,1
31072,7.52,16.75,7
31075,14.93,23.84,1
31076,7.52,14.49,5
31078,4.2,0,2
31079,0.76,0,1
31081,12.07,15.72,6
31082,6.33,0,2
31083,5.56,12.22,2
31084,10.36,16.16,7
31087,2.36,0,1
31088,3.15,13.81,5
31089,7.75,0,4
31090,7.49,11.92,1
31091,6.33,11.21,3
31092,0.95,0,8
31093,3.01,0,11
31094,9.44,15.2,3
31096,1.79,0,3
31097,11.93,21.25,3
31098,3.04,14.69,10
31201,2.13,0,12
31204,2.97,8.95,10
31206,1.87,0,10
31207,0.73,2.15,12
31210,9.04,16.13,9
31211,5.28,10.56,10
31213,0.65,2.46,12
31216,6.13,14.81,12
31217,7.92,0,10
31220,12.67,19.73,9
31301,7.65,11.06,7
31302,14.27,27.46,5
31304,5.52,13.04,1
31305,14.78,24.18,3
31308,10.57,22.91,1
31309,10.77,18.93,3
31313,1.46,0,6
31314,3.36,8.37,6
31315,3.21,15.72,3
31316,1.38,0,7
31318,16.7,27.59,16
31320,15.64,21.03,3
31321,4.91,0,1
31322,8.18,17.94,23
31326,10.2,21.86,7
31327,11.04,17.26,1
31328,13.73,20.93,20
31331,7.64,0,1
31401,0.32,0,21
31404,1.02,0,21
31405,4.6,0,21
31406,3.43,9.1,21
31407,8.37,15.27,23
31408,3.67,0,23
31409,4.2,8.78,21
31410,5.04,10.08,21
31411,6.87,21.62,20
31415,0.77,0,21
31419,9.75,10.7,21
31501,0.52,0,1
31503,4.58,3.9,1
31510,1.46,0,2
31512,10.56,18.62,8
31513,1.87,0,2
31516,9.99,12.56,1
31519,10.54,16.4,5
31520,1.6,0,2
31522,9.05,20.95,2
31523,9.61,29.06,2
31524,2.04,9.88,2
31525,7.91,0,2
31533,2.05,0,7
31535,4.17,13.12,7
31537,4.98,0,2
31539,18.09,18.7,2
31542,10.33,19.51,2
31544,18.86,28.15,1
31545,5.19,0,4
31546,9.49,13.43,1
31547,5.86,14.66,1
31548,3.7,0,1
31550,17.56,26.02,1
31551,13.5,24.05,1
31552,16.45,28.22,2
31553,1.81,0,1
31554,12.1,20.65,6
31555,14.5,18.81,1
31556,19.66,24.66,2
31557,15.85,26.86,1
31558,9.65,12.87,1
31560,12,28.47,1
31563,12.28,13.24,2
31567,12.07,20.93,5
31569,9.69,25.86,1
31601,10.38,11.49,4
31602,4.12,0,4
31605,5.58,10.81,2
31606,8.04,24.19,3
31620,11.55,21.11,4
31622,14.24,22.04,9
31623,23.33,27.33,1
31624,8.93,20.39,2
31625,15.76,26.45,4
31626,11.53,16.23,5
31627,15.63,22.11,5
31629,9.11,15.04,4
31632,10.81,17.06,2
31636,4.04,0,3
31637,2.3,0,4
31638,9.74,23.24,3
31639,4.17,0,1
31641,12.64,25.52,2
31642,3.67,0,7
31643,2.11,0,3
31645,12.04,20.94,1
31647,5.46,18.95,3
31648,7.82,20.86,1
31650,14.12,26,2
31698,1.79,6.47,4
31699,9.15,20.87,2
31701,0.74,0,18
31705,6.31,0,18
31707,0.64,0,20
31709,6.05,0,8
31711,10.65,17.49,10
31712,11.11,14.82,9
31714,2.53,0,10
31716,15.65,20.04,15
31719,5.05,8.77,8
31720,13.19,29.33,3
31721,6.7,0,20
31722,9.55,11.97,5
31730,9.52,25.72,1
31733,9.82,20.13,8
31735,12.6,18.29,12
31738,12.4,18.33,7
31743,16.06,23.95,5
31744,15.62,28,2
31747,0.45,0,5
31749,13.05,14.4,3
31750,4.09,0,5
31756,12.19,21.49,3
31757,3.72,0,4
31763,2.61,0,18
31764,12.3,18.32,5
31765,18.12,29.01,3
31768,4.02,0,5
31771,6.42,21.94,5
31772,14.9,24.74,12
31773,9.75,19.82,4
31774,2.74,0,6
31775,10.06,19.99,8
31780,11.9,19.18,6
31781,15.77,28.48,9
31787,14.38,21.29,8
31788,6.85,0,5
31789,13.59,26.28,3
31790,7.1,15.17,5
31791,15.49,20.18,17
31792,6.98,0,4
31793,3.28,0,4
31794,4.45,0,7
