"ZCTA","minDisSUT","timeDrive","countDrive"
29450,12.98,23.5,1
29451,4.01,14.74,8
29455,10.02,23.42,5
29456,4.31,10.55,10
29461,2.5,0,4
29464,0.55,0,10
29466,1.26,0,9
29469,5.61,20.87,2
29472,8.74,18.43,1
29474,7.25,14.33,1
29475,11.06,28.99,1
29482,1.77,9.21,9
29483,1.97,0,8
29485,4.81,10.65,7
29488,3.87,0,1
29492,6.83,14.61,11
29501,0.57,0,7
29505,6.75,16.12,7
29506,7.15,15.7,7
29510,18.86,23.92,1
29511,6.67,28.61,3
29512,16.62,26.4,3
29519,11.17,28.08,1
29520,7.58,15.9,3
29525,13.48,22.76,4
29526,5.06,0,5
29527,6.34,19.59,4
29530,13.08,28.09,7
29532,5.43,15.46,9
29536,0.05,0,1
29541,8.46,17.02,7
29543,8.68,15.84,2
29544,11.9,26.35,4
29547,5.27,12.1,1
29550,2.56,0,2
29556,4.05,0,1
29560,12.82,21.46,1
29563,10.64,15.37,2
29564,13.98,27,1
29565,8.48,13.74,2
29566,7.85,27.89,2
29567,10.42,17.96,1
29570,8.09,12.61,3
29571,5.45,11.59,2
29572,5.13,13.24,3
29574,4.34,0,1
29575,1.33,0,3
29576,5.36,13.3,3
29577,2.18,0,6
29579,2.58,0,6
29581,13.07,14.37,1
29582,10.18,22.08,1
29584,6.23,21.55,4
29585,10.46,21.41,2
29588,4.11,12.56,6
29590,6.82,24.36,1
29592,9.8,15.83,2
29594,10.54,15.91,3
29596,11.76,25.7,6
29601,0.65,0,14
29605,3.28,10.12,13
29607,2.39,0,13
29609,2.09,0,14
29611,1.97,0,15
29613,1.23,10.34,14
29614,0.89,7.48,14
29615,1.35,0,13
29617,2.5,9.56,15
29620,2.76,0,4
29621,4.9,13.86,2
29624,7.61,10.84,2
29625,4.61,0,2
29626,6.7,14.59,2
29627,11.48,27.05,2
29628,12.01,21.29,2
29630,6.51,18.36,4
29631,7.8,17.03,6
29634,6.54,19.59,5
29635,14.06,25.24,2
29638,13.05,27.91,4
29639,9.57,21.87,1
29640,4.1,0,8
29642,3.77,21.73,5
29643,9.28,14.16,3
29644,13,20.44,8
29646,3.78,0,4
29649,0.86,0,4
29650,2.48,0,13
29651,5.4,9.59,13
29653,6.51,15.83,4
29657,3.07,0,5
29659,14.51,26.74,1
29661,9.73,19.26,3
29662,4.97,8.07,13
29665,4.15,17.14,2
29666,10.67,16.52,3
29667,5,10.8,5
29670,5.86,23.92,5
29671,3.63,0,3
29672,4.62,23.7,2
29673,7.83,18.32,11
29678,3.04,0,2
29680,10.4,21.91,8
29681,6,19.24,11
29682,8.57,18.04,2
29683,6.68,18.16,5
29684,10.96,19.15,2
29685,10.67,18.59,1
29687,7.15,13.4,14
29689,10.59,24.09,5
29690,8.19,0,6
29691,8.76,24.53,2
29692,12.69,29.4,3
29693,9.98,27.06,2
29696,6.08,28.2,2
29697,9.17,27.64,6
29702,10.35,20.88,4
29704,8.2,12.08,4
29706,1.46,0,1
29707,6,12.09,20
29708,4.29,0,23
29709,2.96,0,3
29710,10.66,23.47,13
29712,8.43,22.3,2
29714,8.2,15.93,2
29715,6,14.18,16
29718,12.02,24.65,1
29720,2.45,0,1
29724,9.85,22.06,3
29726,10.62,21.63,3
29727,4.73,15.85,3
29728,11.16,20.27,4
29729,11.75,23.22,3
29730,2.26,0,6
29732,2.01,0,6
29733,1.43,4.87,11
29741,2.38,0,3
29745,9.83,24.27,2
29801,4.02,0,2
29803,11.35,17.2,2
29805,10.47,21.52,2
29809,11.28,22.86,2
29810,4.14,0,3
29812,4.49,0,2
29816,7.28,19.46,11
29817,10.29,20.8,2
29819,9.98,19.95,4
29821,8.71,28.37,2
29824,5.55,0,1
29826,8.9,21.65,1
29827,4.51,9.83,2
29828,4.3,16.32,6
29829,4.59,19.89,2
29831,7.26,29.21,1
29832,7.7,17.15,2
29834,6.1,18.58,9
29835,0.66,0,1
29838,14.3,20.07,2
29840,14.56,27.38,2
29841,5.93,13.55,9
29842,8.96,23.68,4
29843,11.49,24.8,3
29844,10.89,19.83,2
29845,8.22,17.57,1
29847,6.23,21.29,1
29848,7.82,29.7,1
29849,7.3,13.22,2
29850,3.93,17.8,2
29851,4.31,19.1,3
29853,11.52,25.46,1
29856,15.66,21.65,2
29860,7.52,21.1,9
29899,3,10.04,1
29902,4.23,0,1
29904,2.44,15.47,1
29905,5.95,17.14,1
29906,3.94,18.75,1
29907,4.48,14.99,1
29909,4.91,16.92,3
29910,2.72,0,3
29911,5.74,11.06,2
29912,7.07,9.02,2
29916,12.85,29.18,1
29918,10.66,22.29,1
29920,9.27,24.14,1
29921,12.57,24.14,1
29923,7.54,20.69,2
29924,1.34,0,2
29926,1.82,0,2
29927,4.42,0,4
29928,4.33,11.04,2
29929,11.39,28.02,1
29932,13.59,27.12,1
29935,3.81,6.99,1
29936,1.28,0,3
29939,14.82,29.98,1
29940,8.14,21.38,3
29943,10.6,25,2
29944,6.61,7.44,2
29945,17.18,27.28,2
30002,0.67,4.47,48
30004,5.4,10.42,22
30005,2.08,0,21
30008,1.06,0,28
30009,1.29,0,32
30011,1,0,13
30012,3.56,0,23
30013,2.85,12.61,12
30014,1.69,0,10
30016,4.87,13.97,10
30017,3.93,11.47,12
30019,3.17,14.82,15
30021,1.07,7.85,48
30022,1.66,0,24
30024,3.66,0,24
30025,4.74,19.17,8
30028,5.28,19.55,5
30030,0.38,0,53
30032,1.21,0,45
30033,1.76,0,53
30034,3.35,12.82,42
30035,1.75,0,48
30038,2.97,17.98,22
30039,9.07,18.59,25
30040,1.56,0,12
30041,1.97,0,11
30043,2.63,11.97,15
30044,3.57,10.02,24
30045,3.48,9.66,13
30046,0.43,0,17
30047,5.69,14.65,27
30052,10.3,18.24,13
30054,5.3,20.33,12
30055,9.28,25.08,5
30056,12.17,27.22,5
30058,4.54,15.11,28
30060,2.37,0,35
30062,2.04,0,33
30064,2.64,7.74,21
30066,1.28,0,27
30067,0.87,0,49
30068,3.1,10.15,36
30070,1.4,9.91,10
30071,2.47,9.89,52
30072,0.78,4.99,44
30075,2.96,11.42,24
30076,1.75,0,39
30078,5.61,11.89,27
30079,1.29,5.67,49
30080,1,0,55
30082,1.18,0,38
30083,1.29,0,39
30084,1.83,10.85,51
30087,4.94,16.95,21
30088,2.84,8.74,37
30092,2.97,0,54
30093,1.76,0,54
30094,2.59,0,13
30096,4.68,12.22,43
30097,4.29,11.64,35
30101,6.96,11.09,21
30102,4.2,10.91,21
30103,7.27,15.47,4
30104,10.88,26.04,1
30105,9.89,22.8,3
30106,1.73,0,24
30107,3.68,0,3
30108,11.28,23.58,3
30110,11.68,22.54,4
30113,11.15,24.74,1
30114,8.55,20.4,8
30115,8.56,17.94,7
30116,2.15,0,6
30117,3.47,0,4
30118,1.78,4.66,4
30120,3.64,0,3
30121,1.13,0,4
30122,3.73,16.44,31
30124,10.65,24.91,2
30125,1.92,0,2
30126,3.55,13.29,36
30127,3.71,14.22,12
30132,4.49,0,3
30134,4.91,17.77,4
30135,5.81,0,4
30137,2.96,16.69,10
30139,12.59,24.35,3
30141,5.93,20.86,12
30143,9.24,23.36,1
30144,0.81,0,22
30145,9.92,21.24,5
30147,6.54,18.09,3
30148,12.55,27.36,2
30149,3.68,8.96,2
30152,2.63,0,23
30153,10.66,25.08,1
30157,3.23,15.15,8
30161,1.5,0,3
30164,9.51,19.94,7
30165,5.3,0,2
30168,5.15,14.23,31
30171,10.69,18.27,2
30173,6.16,16.02,2
30175,10.51,23.53,1
30177,6.16,15.69,1
30178,10.93,28.02,1
30179,6.23,20.79,1
30180,2.24,0,5
30182,11.47,19.93,3
30184,5.65,20.58,3
30185,8.36,18.9,6
30187,6.7,22.48,2
30188,4.63,0,13
30189,0.19,0,14
30204,13.78,28.59,3
30205,9.27,22.69,4
30213,5.64,14.54,18
30214,3.07,0,15
30215,3.19,0,10
30216,5.61,15.98,2
30218,9.81,29.35,1
30220,11,18.4,4
30222,2.39,0,1
30223,3.3,0,4
30224,1.9,0,4
30228,6.94,16.96,16
30230,8.62,22.62,3
30233,0.72,0,2
30234,3.66,11.65,5
30236,2.23,0,30
30238,1.95,12.25,19
30240,3.41,0,3
30241,2.73,0,3
30248,6.61,19.42,7
30250,6.27,20.59,13
30252,5.05,19.26,4
30253,1.09,0,7
30256,14.86,26.87,4
30257,6.94,23.02,4
30259,7.73,19.06,3
30260,1.02,0,28
30263,5.03,0,7
30265,1.9,0,5
30268,9.92,17.26,12
30269,1.31,0,11
30273,3.52,9.85,36
30274,1.69,0,30
30275,6.37,7.1,7
30276,9.28,20.99,8
30277,3.61,11.37,9
30281,4.25,0,15
30284,6.93,10.03,11
30288,4.94,15.8,41
30289,5.83,16.41,7
30290,1.56,0,17
30291,2.74,12.54,24
30292,6.9,19.1,4
30293,7.16,21.64,1
30294,6,22.1,18
30295,9.26,21.82,4
30296,2.73,9.54,30
30297,2.57,11.56,37
30303,0.09,0,69
30305,1.39,9.86,64
30306,2.23,6.23,58
30307,2.23,6.86,51
30308,0.33,0,67
30309,2.03,4.8,68
30310,1.93,6.96,56
30311,2.12,0,45
30312,0.93,0,69
30313,0.6,3.08,69
30314,2.12,6.39,52
30315,2.14,0,51
30316,1.09,0,48
30317,1.61,6.72,46
30318,0.88,0,49
30319,2.41,7.35,54
30322,0.94,7.8,52
30324,2.49,8.5,61
30326,0.69,8.81,63
30327,2.9,9.52,59
30328,1.9,0,55
30329,1.61,7.25,56
30331,5.27,13.57,27
30332,1.34,5.63,64
30334,0.25,1.83,69
30336,5.52,16.5,42
30337,0.77,0,41
30338,0.76,0,53
30339,2.64,0,64
30340,0.95,0,56
30341,1.31,0,64
30342,2.07,0,50
30344,1.74,0,36
30345,1.8,0,51
30346,0.64,6.67,61
30349,1.17,0,32
30350,1.87,0,53
30354,1.74,8.41,40
30360,0.66,10.06,54
30363,1.79,5.78,68
30401,0.91,0,2
30410,6.52,14.2,3
30412,10.62,19.62,3
30415,12.8,25.11,6
30417,12.56,26.95,7
30420,8.64,22.61,1
30421,6.62,17.18,1
30429,11.32,24.72,1
30436,6.93,14.72,4
30438,7.59,19.31,1
30439,1.76,0,1
30445,10.85,18.8,3
30446,15.92,17.91,1
30448,7.63,16.78,2
30449,14.21,24.28,1
30450,10.46,25.36,6
30451,6.07,13.96,7
30452,5.39,16.67,7
30453,4.66,0,1
30457,15.74,28.85,3
30458,1.39,0,6
30460,1.71,2.28,6
30461,5.03,12.63,6
30464,10,22.79,3
30467,1.21,0,1
30470,10.75,29.64,3
30471,9.2,25.01,3
30473,14.02,28.95,3
30474,1.63,0,3
30475,1.63,9.92,3
30477,18.46,26.62,2
30501,1.08,0,5
30504,4.07,7.37,6
30506,5.17,15.43,6
30507,3.75,16.26,5
30510,9.24,22.08,1
30511,7.98,16.53,2
30512,1.34,0,3
30516,5.42,18.39,2
30517,7.61,24.12,8
30518,2.79,0,18
30519,3.45,16.52,21
30520,5.89,18.49,2
30521,10.72,22.79,2
30522,10.36,29.98,1
30523,9.91,25.08,1
30527,8.15,14.16,8
30528,1.81,0,3
30529,0.71,0,5
30530,4.77,16.56,1
30531,5.45,14.43,2
30533,2.74,0,3
30534,7.79,0,3
30535,3.21,0,3
30536,7.2,17.48,1
30537,11.4,25.06,2
30538,4.71,15,3
30540,4.58,0,1
30542,2.23,11.93,15
30543,8.51,23.64,5
30545,6.2,11.12,2
30546,11.55,19.04,1
30547,9.92,16.18,2
30548,7.15,17.56,11
30549,4.5,0,17
30553,2.49,0,4
30554,9.52,22.43,5
30557,5.76,12.61,3
30558,6.63,13.02,2
30560,13.32,26.52,3
30562,14.51,29.07,2
30563,3.45,16.13,3
30564,5.31,21.02,7
30565,5.86,14.99,9
30566,1.98,0,8
30567,11.17,13.74,6
30568,12.19,28.76,2
30571,3.9,0,3
30575,8.51,13.43,7
30577,1.83,0,3
30582,5.95,19.85,2
30601,1.82,0,9
30602,0.85,5.94,9
30605,4.62,0,7
30606,0.8,0,8
30607,4.18,0,14
30609,0.18,7.01,8
30619,10.41,15.01,7
30620,3.41,12.86,15
30621,9.72,23.61,9
30622,4.12,11.87,16
30623,9.49,28.3,3
30624,11.07,18.79,3
30627,10.81,23.82,1
30628,9.54,15.34,7
30629,14.05,23.58,4
30630,12.79,23.79,3
30633,12.84,24.7,3
30634,7.42,21.21,1
30635,4.03,0,1
30641,7.95,20.67,3
30643,1.19,0,2
30646,7.01,12.64,7
30655,0.73,0,8
30656,5.36,12.36,8
30662,10.72,24.16,2
30663,9.54,25.13,8
30665,11.29,23.36,1
30666,7.65,13.77,17
30669,3.5,0,1
30677,10.97,16.57,7
30680,0.69,0,11
30683,6.42,15.3,7
30701,2.44,0,3
30705,3.53,0,2
30707,13.38,20.4,7
30708,14.46,21.66,1
30710,10.91,23.48,5
30711,10.61,23.73,1
30720,1.49,0,4
30721,5.19,14.23,4
30725,5.47,10.31,19
30726,3.2,15,16
30728,13.95,23.22,2
30730,10.87,15.92,1
30733,7.69,21.94,3
30734,12.74,26.26,2
30735,9.68,15.88,2
30736,1.82,0,20
30738,13.13,25.15,1
30739,9.7,18.46,7
30740,4.74,17.87,5
30741,1.26,0,20
30742,0.95,0,20
30746,9.33,14.64,1
30747,1.92,0,1
30750,3.28,17.39,11
30751,14.22,23.61,1
30752,7.72,20.22,1
30753,6.46,10.72,1
30755,4.77,15.34,16
30756,7.28,20.07,5
30757,2.73,0,12
30809,3.85,11.1,9
30812,1.28,5.82,11
30813,6.15,17.56,10
30814,10.67,28.24,6
30815,6.44,13.88,9
30830,2.33,0,1
30901,4.01,7.17,9
30903,3.39,13.33,10
30904,1.11,0,10
30905,1.47,0,10
30906,3.96,0,10
30907,1.06,0,10
30909,1.5,0,10
30912,2.21,4.19,10
31002,14.59,27.1,2
31003,16.36,28.32,4
31005,3.97,9.34,5
31008,9.13,14.54,10
31009,11.47,25.1,2
31011,7.77,18.17,2
31012,14.38,27.1,6
31014,18.49,26.64,2
31019,9.83,17.64,4
31020,9.19,26.05,1
31021,3.02,0,4
31022,9.9,15.34,4
31023,1.29,0,2
31025,8.61,22.48,1
31027,6.04,12.44,4
31028,4.03,8.66,7
31029,18.1,25.08,1
31030,1.29,0,5
31031,15.75,29.56,1
31032,11.14,20.81,3
31033,9.7,20.01,1
31046,14.21,23.86,4
31047,7.32,10.47,4
31049,12.55,25.61,2
31052,6.81,16.32,7
31054,15.1,28.52,1
31057,8.93,16.01,2
31061,2.01,0,1
31062,4.51,7.88,1
31064,14.52,26.09,2
31065,13.17,22.54,4
31069,2.46,0,5
31070,19.25,28.67,1
31075,12.87,23.84,4
31076,13.02,21.5,1
31078,14.75,24.44,1
31088,1.14,0,5
31091,15.2,23.1,1
31093,4.01,14.1,7
31098,3.85,15.96,6
31201,2.01,0,6
31204,1.61,0,6
31206,1.27,0,6
31207,1.39,2.15,6
31210,4.56,12.34,6
31211,4.3,10.56,6
31213,0.72,2.46,6
31216,1.79,0,10
31217,7.02,15.1,5
31220,6.63,0,6
31301,3.82,11.06,4
31302,11.72,29.53,5
31305,13.77,29.1,2
31309,8.57,18.93,4
31313,1.11,0,4
31314,2.57,8.37,4
31315,3.06,15.72,4
31316,7.44,20.23,4
31318,13.91,28.86,6
31320,13.5,21.03,4
31322,6.73,20.82,11
31326,8.72,28.93,6
31328,13.29,23.81,10
31401,0.7,0,10
31404,3.08,5.66,10
31405,2.02,0,10
31406,2.32,0,10
31407,8.79,23.24,7
31408,4.05,12.54,11
31409,2.69,8.78,10
31410,5.97,15.11,10
31411,6.06,16.4,10
31415,1.55,4.36,10
31419,6.74,10.7,10
31501,1.63,0,3
31503,2.15,0,3
31512,9.5,18.62,1
31516,8.7,12.56,3
31519,12.74,16.4,1
31520,2.78,0,4
31522,5.45,0,3
31523,5.29,0,3
31524,1.95,11.86,3
31525,5.24,11.21,4
31533,4.04,0,1
31535,2.99,13.12,1
31542,13.39,19.24,3
31545,4.91,13.44,1
31546,7.67,0,1
31547,3.38,14.66,2
31548,5.86,0,2
31550,12.98,25.1,3
31554,14.02,25.17,1
31555,13.09,25.24,1
31556,19.03,24.66,3
31557,18.56,26.86,3
31558,7.04,12.87,2
31561,4.67,17.59,1
31566,16.18,29.85,1
31567,12.82,20.93,1
31569,11.64,25.86,1
31601,8.52,11.49,6
31602,3.12,0,6
31605,3.15,0,5
31606,7.13,24.19,5
31620,1.44,0,1
31622,3.76,0,3
31623,18.14,26.41,3
31625,10.71,20.63,2
31626,12.71,16.23,2
31627,5.17,10.95,6
31629,7.92,15.04,2
31632,8.44,17.06,6
31636,13.56,27.44,4
31637,10.08,22.16,3
31638,9.05,23.24,5
31639,14.56,21.98,2
31641,6.25,25.52,5
31642,15.37,21.54,2
31643,1.12,0,5
31645,6.6,20.16,2
31647,6.79,12.48,1
31650,11.95,26.43,1
31698,1.12,6.47,6
31699,0.84,10.42,5
31701,2.17,0,5
31705,8.38,8.75,5
31707,2.42,0,5
31709,5.83,0,1
31711,10.02,21.61,1
31716,15.37,23.46,5
31719,3.79,8.77,1
31720,11.61,29.33,1
31721,9.15,9.56,5
31722,9.88,25.36,1
31730,9.78,17.87,1
31733,8.02,20.48,2
31735,17.35,26.01,1
31738,10.24,23.58,2
31743,17.58,23.95,1
31744,16.34,28,1
31747,11.12,21.18,2
31749,4.85,11.87,3
31756,10.99,21.49,1
31757,5.85,12.58,2
31763,8.98,0,5
31764,11.08,18.32,1
31765,7.22,14.59,2
31768,5.84,0,1
31771,10.76,23.26,1
31772,14.88,27.61,4
31773,9.03,19.9,2
31774,9.6,25.61,3
31775,10.12,21.41,3
31779,3.96,0,1
31780,9.74,19.18,1
31784,10.16,28.62,1
31787,12.49,21.29,2
31788,5.66,14.06,1
31789,13.71,28.84,2
31790,12.73,23.18,2
31791,16.69,23.04,4
31792,6.54,0,2
31793,5.05,11.94,3
31794,1.72,0,3
31795,10.35,19.26,2
31804,10.18,23.76,7
31806,13.84,22.86,1
31807,12.17,24.44,7
31808,6.87,18.55,7
31816,12,29.13,1
31820,8.77,18.68,7
31830,9.35,21.25,1
31833,11.97,24.29,5
31901,0.26,0,8
31903,3.77,7.58,8
31904,1.86,0,8
31905,7.03,13.45,8
31906,0.85,0,8
31907,2.28,9.12,8
31909,2.75,12.97,8
32003,4.67,18.15,9
32011,13.02,25.4,10
32024,7.22,24.68,1
32025,5.15,0,1
32026,7.48,16.53,3
32033,7.49,22.7,6
32034,6.81,13.14,1
32044,6.9,12,3
32054,3.28,0,1
32055,7.9,14.27,2
32058,7.84,14.15,3
32059,17.64,28.33,1
32060,4.32,9.8,1
32061,8.97,20.52,2
32062,12.09,27.53,1
32064,0.92,0,1
32065,3.16,11.01,8
32068,3.85,0,7
32071,18.59,26.12,1
32072,12.48,20.39,1
32073,0.85,0,14
32079,8.21,22.65,4
32080,2.8,0,6
32081,8.48,26.73,1
32082,10.23,17.49,8
32083,7.84,16.76,4
32084,3.8,0,6
32086,4.53,0,6
32091,1.27,0,3
32092,11.96,21.79,2
32094,11.43,19.75,1
32095,10.58,14.8,8
32096,19.43,28.07,1
32097,2.78,0,3
32102,12.52,22.32,1
32110,7.82,23.26,3
32112,3.15,0,1
32113,3.85,0,7
32114,1.05,0,11
32117,1.45,0,10
32118,0.96,9.54,10
32119,1.94,0,14
32124,2.15,0,13
32127,3.54,8.44,11
32128,3.61,20.5,10
32129,0.47,0,11
32130,7.87,16.23,4
32131,4.47,14.12,1
32132,1.76,0,4
32133,5.44,16.55,2
32136,5.25,16.34,4
32137,2.4,18.64,7
32139,8.03,29.22,1
32140,16.09,27.21,1
32141,3.79,10.18,2
32145,11.5,29.24,1
32147,9.7,16.38,1
32148,15.33,26.96,1
32157,4.25,18.86,1
32159,6.2,16.25,3
32162,4.5,16.23,1
32164,0.63,0,4
32168,4.94,0,10
32169,4.63,12.9,4
32174,5.72,0,13
32176,3.27,17.44,8
32177,5.6,0,1
32179,1.33,0,1
32180,14.55,27.38,3
32181,6.54,24.09,1
32187,6.75,17.42,1
32189,6.39,26.73,1
32190,7.55,24.35,1
32195,5.76,16.48,3
32202,0.91,4.74,26
32204,0.7,0,25
32205,0.99,6.72,24
32206,1.04,0,23
32207,1.28,0,24
32208,2.16,9.61,21
32209,2.21,6.14,22
32210,1.95,0,23
32211,0.72,0,23
32212,0.92,0,19
32216,0.67,0,23
32217,1.18,0,23
32218,3.35,0,18
32219,6.48,15.35,19
32220,7.68,15.3,14
32221,7.76,16.27,14
32222,5.99,15.81,11
32223,4.11,10.74,18
32224,4.65,14.26,15
32225,3.43,0,14
32226,9.88,24.9,10
32227,8.2,13.8,7
32228,8.27,14.82,7
32233,6.24,12.68,8
32234,12.62,29.98,3
32244,3.65,11.03,19
32246,2.9,10.54,19
32250,1.21,0,10
32254,0.87,0,23
32256,3.4,0,22
32257,0.89,0,21
32258,1.53,0,22
32259,6.26,20.98,5
32266,3.32,6.95,8
32277,2.72,7.77,18
32301,1.26,0,8
32303,4.34,0,8
32304,1.15,0,8
32305,3.57,0,9
32308,2.37,0,8
32309,12.06,11.03,6
32310,10.74,12.39,8
32311,4.77,0,8
32312,10.18,18.7,5
32317,7.83,12.12,8
32320,5.66,0,1
32327,4.48,0,3
32328,8.85,17.82,1
32330,9.56,21.38,2
32332,5.48,14.17,2
32333,10.08,21.1,2
32343,8.37,23.94,3
32346,12.26,29.88,1
32347,4.06,0,2
32348,9.83,0,2
32351,5.73,0,2
32352,4.47,20.87,2
32355,9.3,19.32,3
32361,14.86,22.64,1
32399,1.1,4.19,8
32401,1.2,0,6
32403,6.04,22.43,2
32404,7.45,0,5
32405,0.41,0,6
32407,1.69,10.03,8
32408,4.69,0,7
32409,10.55,22.03,5
32413,4.9,0,3
32420,4.54,0,1
32421,17.35,21.59,2
32426,13.49,22.66,4
32427,19.29,26.49,1
32431,6.24,29.22,2
32432,11.18,22.61,2
32433,13.16,13,1
32435,0.55,0,1
32437,12.28,29.12,2
32438,13.38,29.26,1
32439,12.83,27.24,1
32442,15.53,26.1,2
32443,9.91,23.47,2
32444,3.1,8.37,6
32446,4.58,13.44,2
32447,1.29,10.77,2
32448,7.79,0,2
32455,9.6,24.31,1
32459,14.72,26.47,1
32461,3.99,15.74,2
32464,10.93,24.37,1
32466,16.01,21.5,5
32501,0.25,0,11
32502,1.5,3.15,13
32503,0.7,0,11
32504,1.49,6.64,12
32505,1.85,0,11
32506,4.53,10.24,9
32507,6.75,0,9
32508,3.1,13.85,10
32509,5.74,11.7,10
32511,0.5,10.76,10
32514,4.45,14.88,11
32526,6.61,12.64,10
32530,2.45,12.28,11
32533,3.92,0,9
32534,2.23,10.62,11
32535,4.48,0,1
32541,1.86,0,4
32542,6.12,0,4
32544,3.89,13.5,6
32547,3.44,0,4
32548,0.86,0,5
32550,9.32,14.57,1
32561,2.7,0,11
32563,0.71,0,6
32564,19.27,25.52,1
32566,3.02,0,4
32568,12.31,21.34,1
32569,5.25,14.02,6
32570,15.54,18.78,1
32571,9.36,26.77,9
32577,12.35,19.87,1
32578,7.16,23.58,2
32579,1.32,10.38,5
32580,3.12,15.57,4
32583,5.98,0,10
32601,2.41,13.49,7
32603,2.48,11.95,7
32605,3.89,9.86,7
32606,0.73,0,7
32607,3.28,9.15,7
32608,3.98,0,7
32609,10.68,17.58,7
32612,2.13,10.69,7
32615,9.23,20.18,7
32616,7.57,18.99,7
32617,5.52,15.88,7
32618,11.46,17.98,7
32621,14.67,26.72,1
32622,8.4,23.35,4
32626,3.87,0,1
32628,5.82,0,1
32639,19.71,27.43,1
32640,14.52,24.04,1
32641,7.03,20.75,7
32643,15.52,28.38,1
32653,4.31,9.56,7
32656,12.85,28.23,3
32658,11.02,21.05,2
32664,7.43,19.65,8
32666,16.6,28.79,3
32667,7.23,17.68,8
32669,10.93,21.16,7
32680,2.27,18.73,1
32681,5.69,19.71,8
32683,13.63,21.39,1
32686,7.95,25.4,2
32693,10.7,20.88,2
32694,10.57,21.43,3
32697,8.33,13.68,1
32701,0.78,0,34
32702,4.18,0,4
32703,5.4,0,27
32707,1.32,0,30
32708,2.09,0,20
32709,11.96,19.05,5
32712,6.54,12.9,13
32713,1.14,0,13
32714,1.2,0,33
32720,3.83,0,6
32724,1.67,0,6
32725,4.06,10.51,8
32726,0.28,0,4
32730,0.94,6.96,31
32732,8.18,17.69,9
32735,4.19,11.65,5
32736,10.81,20.44,2
32738,7.45,16.63,7
32744,5.23,13.66,11
32746,0.95,0,24
32750,0.38,0,28
32751,1.23,0,33
32754,10.26,27.55,3
32757,4.92,12.5,4
32759,9,18.12,2
32763,1.21,0,8
32764,10.93,23.45,5
32765,0.58,0,27
32766,8.03,11.11,15
32767,9.27,23.08,3
32771,2.93,0,17
32773,3.98,7.94,21
32776,9.08,18.61,7
32778,3.67,14.47,4
32779,2.23,0,26
32780,3.6,0,7
32784,4.16,0,4
32789,1.22,7.86,33
32792,0.89,0,35
32796,3.59,14.96,2
32798,8.99,17.6,12
32801,0.88,5.02,35
32803,0.77,0,35
32804,1.37,0,35
32805,1,0,34
32806,1.62,0,31
32807,0.84,0,33
32808,0.95,0,32
32809,1.16,0,30
32810,2.42,10.32,32
32811,2.74,9.64,28
32812,0.95,0,29
32814,0.77,0,35
32817,2.32,0,32
32818,2.95,7,30
32819,0.48,0,23
32820,4.35,14.43,10
32821,5.12,15.56,19
32822,1.58,8.2,29
32824,5.31,12,22
32825,4.6,7.8,34
32826,0.6,0,18
32827,4.59,26.06,4
32828,3.99,15.43,16
32829,4.14,16.35,19
32830,7.91,23.46,8
32831,7.94,26.74,7
32832,9.59,22.35,22
32833,9.11,23.74,3
32835,3.43,11.41,29
32836,4.21,11.27,20
32837,4.39,13.69,22
32839,1.32,5.87,33
32901,1.41,0,6
32903,2.43,11.07,7
32904,4.75,10.71,6
32905,0.44,0,6
32907,4.85,14.47,5
32908,7.8,20.82,4
32909,8.14,17.21,4
32920,7.06,10.57,7
32922,0.41,0,9
32925,3.21,12.54,5
32926,1.92,0,9
32927,6.46,16.6,8
32931,2.66,0,9
32934,4.28,7.78,6
32935,1.27,0,6
32937,0.08,0,7
32940,4.06,0,11
32948,12.63,29.22,2
32949,8.32,19.82,3
32950,4.32,14.5,4
32951,7.57,20.4,5
32952,3.44,14.3,7
32953,6.07,11.75,9
32955,3.02,12.23,10
32958,12.02,27.4,2
32960,0.23,0,7
32962,3.25,10.7,12
32963,5.57,13.61,2
32966,18.04,9.67,7
32967,6.28,17.93,2
32968,5.29,11.48,7
32970,8.39,18,2
32976,12.37,23.94,3
33001,19.14,22.93,1
33004,1.98,4.62,80
33009,0.15,0,74
33010,1.69,5.88,59
33012,0.9,0,61
33013,1.71,6.78,66
33014,1.59,5.56,65
33015,2.55,10.5,53
33016,0.19,0,67
33018,3.52,4.62,59
33019,2.29,6.49,59
33020,1.19,0,81
33021,0.82,0,77
33023,2,8.66,79
33024,1.96,9.7,71
33025,1.2,0,56
33026,3.22,7.99,52
33027,5.01,10.15,48
33028,2.91,13.06,33
33029,6.42,17.24,21
33030,1.76,0,10
33031,3.52,11.61,10
33032,2.11,8.21,16
33033,4.06,9.32,13
33034,14.84,0,10
33035,6.28,6.97,10
33037,8.52,0,1
33039,4.03,11.64,16
33040,1.69,0,2
33050,3.58,0,1
33051,4.26,8.04,1
33054,0.93,0,69
33055,1.78,4.97,69
33056,1.73,0,77
33060,0.61,0,70
33062,0.49,0,58
33063,1.36,0,50
33064,1.26,0,74
33065,0.21,0,38
33066,2.49,12.56,48
33067,3.21,9.03,57
33068,1.72,6.9,63
33069,0.83,0,64
33070,7.37,24.44,1
33071,1.82,6.33,44
33073,4.2,9.99,63
33076,3.33,10.2,31
33101,0.6,4.51,70
33109,1.75,5.86,46
33122,1.41,5.9,63
33125,0.64,0,58
33126,0.9,0,58
