ZCTA,minDisHosp
92311,7.68
81625,21.04
81630,29.95
81631,26.53
71446,6.03
81632,15.43
71447,24.28
76033,6.33
81635,19.22
71449,3.64
81637,26.77
36545,3.65
52758,10.58
33073,2.26
61087,20.76
52761,0.57
47514,23.33
36558,13.35
59410,46.45
47520,12.53
59411,41.93
49289,14.11
59412,30.53
47649,9.89
29331,15.57
22407,6.7
99686,32.85
99689,382.41
56022,16.92
42347,6.69
60611,0.1
30650,0.6
39503,4.96
48741,9.89
42354,6.57
56032,16.69
59230,16.57
33025,2.44
31213,0.62
47381,9.79
59241,41.48
49115,22.21
06023,5.93
32424,7.48
31321,16.19
96752,25.88
60456,0.89
47263,7.46
50154,15.05
67565,19.52
30655,3.99
30161,1.88
96863,4.91
83645,28.91
62902,9.07
60654,1.14
05340,21.33
97905,34.38
84636,16.56
22963,18.64
07970,5.17
87401,2.85
12884,13.72
12007,20.53
13069,13.46
28602,6.22
44699,11.73
44017,2.16
43735,12.29
74747,13.5
97640,70.14
15601,1.86
17745,12.82
10010,0.43
02561,5.6
87319,15.55
89421,100.53
08085,9.08
10964,3.63
95585,25.01
53715,0.3
02148,2.35
29079,5.36
17508,6.24
90266,3.63
33945,19.5
51055,14.88
37801,11.66
50561,8.98
50255,15.09
52210,12.24
67511,18.98
67529,11.2
40434,23.68
40033,1.89
41311,21.36
50439,9.61
40769,12.28
48205,2.81
04637,37.37
04847,12.62
02453,0.63
48092,2.67
73106,0.99
87311,17.2
97216,0.12
89418,44.06
84180,1.63
89419,22.7
73110,0.54
72377,25.12
72379,27.29
80816,19.62
73746,8.87
70722,4.78
85530,20.03
38036,15.43
78644,15.72
77057,2.57
77201,1.43
24523,1.03
57761,37.6
22433,13.46
61931,10.63
31024,1.29
37745,8.97
38310,11.94
75631,10.11
77085,2.55
77656,24.33
76957,10.51
24401,3.5
22603,7.62
22835,1.43
25507,3.14
24737,8.52
26563,7.81
53817,12.5
33477,1.32
95916,16.77
93553,21.31
90304,1.26
96125,22.04
81427,43.71
81236,21.72
33744,0.34
31032,12.45
30609,1.48
62339,25.54
04921,18.15
04949,24.35
04961,46.8
04962,5.66
04987,13.5
01005,17.06
01028,6.58
01054,13.56
01128,4.75
01230,2.04
05740,5.16
07302,0.41
25234,10.29
07307,1.66
25252,13.18
97523,32.21
91766,2.83
70726,4.72
80821,16.31
88039,55.61
70736,9.47
34234,3.9
31763,11.19
30284,8.66
30635,4.95
83541,14.39
47949,15.73
51646,11.77
42757,20.8
70354,2.4
93923,11.48
30560,12.84
04066,13.9
04413,49.32
03461,14.13
88021,29.04
08225,5.73
12901,0.46
29520,1.36
10310,0.78
79201,3.74
26155,7.32
35490,16.88
35057,7.99
35036,13.11
36022,13.18
85623,16.58
03071,14.34
97907,30.62
08210,2.68
28562,5.04
23459,5.09
26521,17.18
36456,7.64
71675,8.5
72959,26.29
93527,38.58
94104,0.6
95525,18.76
05751,12.67
24210,8.74
23551,2.19
99224,6.86
98921,6.04
54474,3.19
83001,20.18
07417,3.59
07423,1.53
16361,18.13
16365,0.29
16372,14.91
16374,12.03
12130,20.05
16421,11.05
12150,10.95
12161,11.54
12987,15.71
12401,3.9
70118,1.61
01220,17.88
38760,5.04
16373,14.19
18087,5.1
40419,13.54
40342,14.85
70805,2.38
04282,16.07
21767,3.79
48375,4.47
56441,9.27
66955,19.07
63451,23.2
46409,5.27
25508,10.46
19036,2.69
12512,0.78
12752,6.74
19550,15.16
85324,37.1
20190,1.9
24851,21.96
54469,4.45
96020,7.01
96008,22.54
95511,12.85
80813,18.45
80249,11.51
80439,22.12
81655,14.29
80422,24.41
48602,1.0
30522,11.66
51050,14.51
51051,19.16
30523,10.63
42078,4.08
39367,2.37
30525,3.65
48610,13.93
42081,12.71
32567,17.48
10548,1.01
13642,1.24
11221,1.25
10517,2.19
12946,15.71
10455,1.11
10546,5.14
28448,22.6
27511,1.97
27055,3.19
27284,3.29
28457,8.91
27597,20.1
27014,11.84
39350,3.55
39174,1.47
64841,6.69
63462,25.78
59823,35.48
68016,9.58
11718,1.7
06082,11.34
59311,70.27
55071,9.9
38967,2.64
38781,13.7
65340,2.41
65441,9.39
63764,28.67
59011,10.32
69361,4.62
11358,1.47
27371,6.68
58216,15.83
45358,13.76
43721,15.77
74066,4.47
97750,59.1
97471,7.52
16835,8.48
15350,4.31
15429,16.46
29325,6.83
29904,3.9
97463,44.31
18473,5.92
15825,4.06
16823,7.19
42084,7.39
55909,20.0
15045,3.38
10473,2.88
10537,4.21
10552,1.47
19931,6.13
07072,3.12
07080,4.76
25063,14.61
16212,5.33
16230,17.74
16242,17.12
70062,2.74
70647,13.07
70130,0.54
71342,7.37
71008,17.77
71354,24.51
04408,39.21
04992,3.54
04657,22.97
04286,21.71
04971,13.93
04228,19.12
21405,3.8
21250,1.14
01851,1.85
02163,1.18
48026,4.92
56153,20.71
39573,9.61
38614,4.91
65014,33.14
64744,2.78
59910,15.1
59808,12.73
89317,55.67
03046,9.58
88341,17.97
87036,53.38
12122,17.34
10028,0.55
73757,10.85
85540,29.07
88041,24.0
70743,5.25
71457,1.12
81641,10.84
71463,2.26
81646,31.99
90603,0.88
71940,26.33
84319,17.25
71943,37.45
71945,12.01
84327,14.95
70744,13.36
85542,7.94
97527,5.81
72411,11.15
85543,20.79
75481,20.37
85544,17.63
91786,1.72
97530,22.06
97532,18.79
16245,18.33
12029,11.18
12040,17.52
16312,11.87
16328,3.66
16331,11.29
16335,1.23
16344,10.12
71112,2.75
03906,13.44
04910,15.42
04769,1.4
04985,24.52
04623,17.51
21811,1.76
48628,14.96
11217,0.73
15435,8.6
15463,12.58
11230,1.37
15477,9.97
15510,4.46
11363,2.87
15535,18.17
11369,1.94
15541,7.89
11413,2.25
11418,1.39
86336,17.17
71467,16.64
71468,22.56
86337,67.7
86338,18.95
71469,13.94
81648,10.84
74447,3.26
81650,30.82
71483,2.72
81652,8.51
81654,13.57
74458,15.32
74460,7.21
74462,2.62
92363,13.36
77461,15.31
94550,13.99
57117,0.01
37854,11.18
38501,5.45
77354,10.04
77845,1.61
79013,15.03
85545,23.67
97536,48.78
44804,9.25
43974,9.23
73533,8.62
97442,33.08
97721,72.66
16101,5.2
59451,34.0
01854,0.45
76484,10.07
29683,5.31
02912,1.36
45787,12.06
35768,10.03
94954,5.24
96022,21.82
62863,6.0
32266,3.57
19963,4.39
30120,5.03
21130,9.26
21714,6.24
01718,7.38
02118,0.11
49917,7.28
48852,13.04
48397,2.7
49254,5.33
48143,12.17
55057,1.09
55054,14.42
06090,16.24
06119,2.2
06103,1.31
11427,1.34
17861,22.65
17865,6.97
13843,10.66
16443,7.37
12174,10.57
14774,14.06
18642,9.16
14808,15.98
14810,0.55
18701,1.84
14827,12.71
84321,9.68
84735,16.25
05363,21.79
24328,15.88
23909,0.56
98944,29.72
25203,5.98
26362,20.34
24572,6.59
27244,12.8
28466,15.58
28146,7.43
43740,13.72
43359,12.47
97920,60.27
97737,62.88
75959,14.68
99695,402.12
01908,4.42
59866,23.53
15750,11.31
15638,5.16
24631,8.04
82212,29.95
54645,22.17
79019,38.96
43032,9.26
17821,3.02
01009,3.75
15522,10.71
01562,7.7
14112,13.91
50484,14.8
32322,28.27
35460,20.46
06467,7.03
20560,2.07
32351,9.94
19733,7.64
34116,2.52
33322,2.27
31090,21.52
31323,16.65
30113,11.96
30438,8.3
30275,9.12
30413,12.4
30322,0.34
30145,13.51
30903,4.73
96860,2.2
10596,2.71
15211,2.17
14841,16.26
18801,7.06
14856,3.32
14860,17.2
27549,24.34
27910,0.38
28338,14.73
28019,13.96
28723,10.55
58262,21.25
43015,2.13
45502,0.11
43222,0.95
43157,11.47
46260,1.5
55435,1.34
65746,31.84
59644,11.6
08091,5.66
43111,13.59
15752,10.71
37381,14.86
38555,5.42
76230,9.02
12008,3.15
27856,9.58
43725,0.89
45361,16.89
43773,7.43
43541,13.26
97522,32.36
97023,27.65
03592,26.17
07021,3.79
07086,2.32
39108,16.92
78832,32.98
77659,18.73
15863,10.26
19503,14.94
19345,3.07
38574,19.26
38556,2.38
77004,1.11
75440,16.53
78636,18.44
75251,0.51
59075,35.43
10940,6.82
10965,6.78
15290,1.1
11003,2.37
15361,8.87
17776,19.03
13679,10.88
13695,10.61
17814,21.15
13774,18.64
13778,23.54
12069,4.44
18431,4.31
18436,15.84
43336,13.94
45160,3.83
43812,2.38
45859,13.08
43317,13.32
73739,20.59
74010,3.01
73848,30.73
74854,12.21
48204,4.03
48067,2.85
48190,9.91
48072,1.67
55107,2.22
55411,2.2
56389,10.65
13204,1.93
28720,17.03
62959,3.3
47170,4.35
51341,14.76
51046,12.37
40107,10.96
41669,11.1
41149,20.13
71021,3.56
04478,44.19
01702,1.09
48607,0.81
56469,27.27
08887,4.65
07628,4.02
88416,36.06
10039,0.9
11225,0.89
27546,14.53
43951,13.48
46290,0.51
66506,1.29
33857,13.77
30421,8.07
76958,23.31
44881,8.55
83349,40.06
01462,5.43
18441,18.19
18455,17.25
14627,0.65
14707,8.67
14719,22.09
14722,13.17
14732,15.37
18602,7.41
14742,5.04
18614,27.66
14756,15.7
50573,13.33
55123,10.8
55750,18.24
38618,6.69
39073,12.23
39745,18.61
38677,1.82
38924,18.71
39044,7.74
63901,0.61
64743,10.04
64147,4.44
63383,20.53
17868,2.2
17880,18.13
13902,2.23
17925,10.1
17933,8.18
55150,6.78
39327,10.73
70763,2.68
97537,18.23
88061,12.91
75487,18.7
75489,13.74
80863,5.37
70764,4.14
74501,4.93
74522,4.9
76087,6.36
86438,35.12
74525,7.45
92401,2.71
74543,16.86
74546,13.63
15446,12.99
95918,16.21
30286,0.71
40069,13.16
04464,15.27
20862,3.59
39042,11.8
03110,6.18
85215,9.72
90712,0.9
95245,10.09
49686,9.89
87740,9.48
79738,34.04
05481,9.78
24381,7.44
23308,22.02
99134,26.0
56734,23.87
56591,24.37
55085,9.55
55120,7.5
38601,12.48
38965,2.93
39191,10.52
39063,9.12
39167,12.2
39269,1.29
64154,2.89
65058,27.56
64106,1.79
63057,12.94
65704,45.02
63957,35.17
17944,6.38
17949,10.13
14026,5.69
14039,8.17
17979,11.17
40823,18.26
38948,13.09
40830,4.47
40831,4.98
32359,37.97
55428,6.31
41124,17.93
35553,17.47
46407,2.72
39117,3.26
92407,8.58
92501,1.65
74560,24.28
74562,23.41
15135,5.02
17406,5.43
17957,19.86
15358,13.11
57106,4.38
37046,13.6
78118,5.73
75771,17.76
51463,11.27
04941,21.9
49883,35.4
24716,15.18
25301,0.3
82836,36.04
95816,0.16
73562,23.93
59703,3.74
65320,18.15
34137,24.56
14529,4.3
71639,3.82
30473,16.12
61816,22.94
50127,12.68
22204,3.17
98251,30.91
79068,26.51
59035,45.84
59012,55.4
59752,37.17
59479,61.47
96859,0.11
83204,10.23
83406,12.27
83654,25.12
83840,4.17
60157,3.86
62966,1.83
61524,5.59
62279,10.85
61340,7.36
62011,16.15
46039,14.78
47388,7.84
48320,2.86
35555,3.49
35563,6.74
32404,10.33
46501,11.46
55434,6.07
46508,13.57
41164,21.47
55436,2.63
07452,2.73
25305,0.97
74340,17.82
97470,9.21
97751,67.58
97486,17.43
97347,25.06
59414,3.69
10502,1.44
74070,16.93
97756,3.18
75144,20.53
24065,11.85
15086,1.61
15232,0.58
29745,11.71
57540,42.54
57245,14.11
37183,10.97
77630,12.52
75450,21.65
77028,2.01
25062,18.23
24601,12.64
82644,4.69
24983,17.24
95550,21.94
04430,9.15
71233,3.52
04787,12.52
57367,15.28
77879,18.01
25432,5.22
53805,1.84
23962,24.18
44880,14.26
46237,2.2
47869,13.04
17836,8.72
13812,12.43
13815,0.66
13820,1.78
38916,5.25
60143,2.96
38922,16.69
55339,14.41
50426,18.78
15436,7.62
17078,6.63
17943,13.41
18631,6.28
15675,6.51
15047,4.65
15014,0.98
15363,0.73
15544,11.67
19095,3.64
16938,16.06
63139,1.11
64874,14.56
74820,5.43
97329,38.6
97370,14.74
15717,15.31
15083,9.73
57265,24.17
37705,15.05
65248,18.48
63826,9.3
83537,24.19
62829,10.39
54979,11.43
68364,11.31
44107,3.33
44265,12.89
97338,2.62
97733,81.25
15736,16.72
19033,1.32
42501,11.97
36040,27.54
36053,21.31
53093,16.65
37354,11.72
49765,41.36
29015,17.39
61851,12.43
47995,17.25
32223,4.98
40741,2.09
55343,4.0
32228,9.47
55419,3.36
41085,4.47
35503,9.07
41086,13.12
32348,12.1
35504,6.35
30308,0.39
35540,21.96
50586,18.51
48310,5.43
41098,11.87
65567,18.0
64833,14.14
65637,22.86
59715,17.54
59751,26.7
59524,34.16
59727,24.31
59087,72.5
59827,36.29
68124,1.48
89047,63.19
03086,9.49
07401,5.08
08078,5.05
40847,10.23
37683,1.69
31699,9.97
53047,7.19
36467,0.88
49717,19.91
42404,15.43
63961,16.2
56431,6.12
27320,1.15
14041,17.94
77469,6.34
94555,6.81
77473,16.43
94558,11.88
77480,6.23
77484,18.99
94567,15.72
94571,16.07
59820,33.7
95329,26.5
80448,34.18
95427,20.27
97350,55.0
93105,7.52
95470,9.44
95543,24.68
70465,6.9
88240,20.32
76642,2.71
87512,48.66
87520,44.71
78355,33.73
74041,5.4
76940,18.14
79847,62.24
84064,40.7
28740,11.42
98331,21.97
54534,15.66
36089,1.21
99688,74.01
50593,17.2
19955,12.06
25071,15.48
25082,15.08
07106,1.06
20765,12.94
19966,19.4
59248,26.55
59047,12.83
59053,32.75
59855,7.91
59038,39.37
69351,32.06
68130,1.12
68380,18.52
89801,39.28
89835,66.35
89042,16.98
32257,5.08
50464,13.58
50465,19.17
40906,2.93
40923,6.06
01375,12.53
05850,9.31
01510,1.49
01527,5.51
01583,8.33
94579,1.82
94586,7.6
77511,13.66
77515,3.16
94599,8.83
77523,6.3
89425,65.17
73112,0.89
73115,3.89
77551,4.59
32626,30.34
84758,26.86
51063,12.29
71842,13.02
71933,24.45
48737,29.69
03456,18.04
88119,54.68
13469,4.54
28420,15.57
97885,27.13
16694,22.09
78102,1.48
98235,4.42
53227,0.83
56177,10.92
70548,17.81
02777,6.35
01254,9.39
03240,14.94
03873,6.19
07432,2.52
07842,5.23
08884,4.83
87510,33.93
88044,13.34
87017,48.75
47247,9.25
50568,16.01
52354,12.12
50451,24.36
01731,4.51
54007,10.66
23868,18.51
68154,1.81
99578,82.22
28088,8.67
54610,14.81
24318,13.06
99640,270.43
51459,15.88
40210,2.85
41713,6.14
71343,22.64
04628,20.95
29693,11.93
23304,8.46
38663,4.19
65788,13.93
59821,30.4
59634,11.44
03450,11.38
03444,9.1
08042,4.65
87832,19.06
10985,13.09
28757,13.17
28681,17.58
37145,10.23
38382,17.16
37367,2.64
77418,2.15
75751,7.34
73162,3.11
84511,6.39
72457,7.05
32127,2.71
62028,13.31
30517,12.22
72601,1.2
85707,1.94
75662,0.87
71055,4.65
72616,1.41
81043,27.44
97817,36.03
71064,18.66
97820,29.14
81049,53.2
97823,46.79
71261,15.12
74078,0.86
74082,12.68
92225,12.22
81212,13.04
86017,26.16
81220,30.25
75846,29.79
75848,11.49
71269,3.09
72823,14.63
72824,7.06
75852,13.94
06260,2.94
70816,1.86
49729,15.06
04010,17.76
51441,9.95
61561,8.91
36009,9.2
11364,2.05
37010,11.25
20228,1.95
94062,6.21
81122,25.69
50011,1.9
50842,6.05
30458,4.07
48460,17.74
26572,10.12
75858,26.28
75859,13.6
86022,18.7
74108,3.97
72833,6.59
71280,11.58
84038,36.05
84039,19.32
73033,17.99
97051,24.44
71674,20.23
97055,21.52
72358,10.11
72747,9.22
72538,20.83
91932,4.74
47016,15.79
62225,4.26
50275,12.42
04631,31.14
07058,6.92
65609,22.95
21093,4.52
08246,9.05
13157,12.96
30114,2.45
30115,7.09
55125,2.26
38829,2.49
40391,4.45
60475,3.07
26847,4.3
21853,16.15
17371,5.23
13362,12.87
24448,6.34
33149,3.85
47150,1.43
46402,1.86
72634,14.97
75682,11.14
97825,38.64
88253,11.7
93239,24.44
76567,0.91
93240,3.07
76573,16.44
76574,2.01
76596,4.86
76598,4.45
76623,11.2
93251,40.2
93252,23.98
76643,3.8
93257,9.08
93262,45.18
76653,19.75
93271,37.5
93283,10.6
78163,6.84
95607,25.8
75035,3.4
80101,44.6
70082,31.28
89085,6.34
97058,4.84
71725,21.43
29689,15.79
21667,11.4
26456,27.81
08205,5.65
17238,11.15
17249,24.24
32131,9.01
28139,2.18
29685,13.6
62825,10.4
54641,28.45
34698,1.61
30725,5.83
33541,3.37
66080,11.0
89101,1.9
71726,13.98
85045,7.84
78741,2.57
78748,2.21
78801,13.41
78837,42.8
78839,15.69
78843,8.02
78871,72.21
78880,52.49
61442,14.45
60169,1.46
04017,12.84
01240,8.06
01378,12.66
86503,2.62
74571,7.32
94613,2.85
94720,1.27
68778,30.69
99826,155.98
99927,74.46
98424,6.19
98447,4.17
83629,22.62
98550,14.09
29687,7.92
37869,2.22
20748,3.51
46124,14.06
67859,18.84
49130,13.27
04691,16.26
21676,16.99
77541,9.79
77547,3.79
77554,11.33
94933,9.22
94973,5.93
77580,10.88
95020,2.43
95023,6.12
95033,7.71
87323,21.11
70402,2.77
73130,2.94
78208,2.24
04471,24.17
02818,5.84
89007,15.91
51040,2.07
01036,7.97
08723,3.74
07823,15.1
01341,11.59
62689,19.16
32658,11.53
32764,14.05
30179,7.44
96850,0.7
60910,5.83
60141,0.35
46537,9.57
46144,14.38
52657,15.95
52557,3.27
40058,14.6
70006,0.75
71422,12.12
04768,48.54
31719,3.15
32808,1.1
93220,12.25
30557,4.95
60615,0.73
46158,2.66
21762,12.71
38680,10.2
28906,12.16
28110,7.76
37845,14.68
28462,1.99
38315,25.8
23937,32.17
62824,8.78
68763,5.36
45155,14.9
99706,199.32
99726,495.18
99738,351.07
99748,460.0
99801,29.75
23337,26.36
71295,0.91
70514,4.09
04488,19.8
04786,14.74
08009,7.73
75657,21.44
81040,32.03
97814,6.63
93223,6.13
48063,15.2
49884,19.76
24474,2.74
83647,31.11
83677,43.29
83805,18.97
83814,6.42
29706,4.39
54246,38.8
39476,5.25
51501,4.65
58711,58.71
33020,0.9
59218,5.66
31698,1.1
24485,24.18
02895,0.41
87327,8.99
28513,14.18
24244,14.15
99682,119.34
63880,7.96
59082,20.72
59024,47.48
89415,2.94
08810,9.48
14850,4.42
10278,0.44
21930,16.4
08821,4.76
08880,4.72
10154,1.25
17740,4.18
13646,17.19
48529,5.49
12546,8.91
56574,16.33
27943,62.25
07825,1.98
97456,20.41
86514,44.73
81230,11.3
86025,41.85
75904,4.77
90048,0.62
89109,1.82
71749,16.06
79045,11.79
23389,16.41
98022,23.78
98856,42.75
66502,6.46
67067,4.96
68926,23.36
50311,1.16
82727,22.39
82729,5.58
53046,2.03
59851,8.45
37310,9.15
53203,0.89
35954,3.09
30648,22.73
46931,11.68
35959,7.29
36476,6.7
56363,14.28
38671,0.37
95439,1.79
95457,7.79
84537,25.62
97345,26.76
87461,43.65
80468,17.65
97741,4.9
81008,13.09
76452,17.13
93023,6.84
93201,19.08
95469,19.72
95488,23.54
95514,19.71
95548,19.67
95554,16.52
79092,37.56
79235,18.9
68362,10.52
28530,13.76
45213,0.97
82710,29.88
24439,19.09
27110,2.99
43701,2.05
58202,1.18
43933,9.85
97045,4.76
97904,47.34
18657,4.95
15748,9.05
16837,8.18
15741,16.05
29009,20.45
08038,11.19
08321,20.88
08889,9.86
16942,20.5
61944,1.71
60096,2.97
60088,0.54
52730,10.93
75158,11.95
80481,22.42
80487,8.56
45172,18.52
27317,10.78
97625,15.26
94115,0.16
96119,42.04
78702,1.59
84750,30.86
87733,55.97
91377,4.21
97443,24.63
75833,26.74
75835,28.27
71263,2.99
86011,2.63
81224,28.57
71270,1.67
86024,36.24
89049,125.16
87037,47.11
57466,26.96
37015,1.01
28663,13.4
27866,11.73
64655,16.92
55407,1.95
38821,2.7
39638,12.48
20816,1.87
25275,12.04
16416,14.13
18821,10.63
48315,5.99
39119,10.37
41143,24.81
39120,2.96
07607,0.84
25506,21.46
16631,6.69
12432,10.36
18935,3.63
63401,1.69
02771,4.36
02564,8.11
11572,1.75
78712,0.69
78833,43.09
78852,10.5
78933,14.27
79001,48.79
87801,9.0
87821,79.54
38930,4.39
38843,20.62
64858,11.47
69350,67.49
03825,9.81
07606,2.52
10311,5.06
13319,5.21
12420,5.7
38723,14.41
61424,25.32
59758,51.16
97524,16.38
75473,11.27
74437,6.23
93241,9.39
93249,44.57
76665,14.2
95595,25.47
95632,13.6
95642,0.7
97373,5.28
85306,1.31
70510,8.76
84651,8.1
97386,21.44
75691,18.56
18980,8.25
54015,5.71
82832,23.79
01072,17.7
83215,38.3
98336,11.65
45330,19.14
36344,13.31
80721,13.77
81301,17.14
83428,29.32
33844,8.53
01830,2.15
03741,17.82
15447,14.27
04351,6.34
80827,28.34
04359,10.68
99674,78.95
28306,6.69
64030,4.86
15081,2.32
24219,2.47
26056,8.27
33040,0.9
89310,110.97
95490,9.63
95494,25.22
78119,9.57
95528,16.28
46984,12.71
33066,1.9
35951,10.03
96039,49.34
95503,6.32
33701,0.57
32565,4.63
83452,13.03
84105,2.19
85382,3.17
70657,20.2
70660,8.5
70663,4.78
85390,10.85
71424,14.22
86324,12.01
97840,56.51
76704,5.89
93422,3.85
76864,20.59
76878,16.63
93545,4.41
79247,9.69
87933,28.96
97467,12.53
75941,10.36
71328,18.14
81334,21.78
97103,9.73
90090,0.52
97112,19.34
37748,5.93
37866,18.03
76401,4.9
75149,1.23
66221,4.06
41142,26.78
71473,17.5
71070,23.42
63869,26.25
68433,9.16
68743,9.77
95549,17.45
78143,23.26
95553,14.78
78150,5.09
95555,37.84
95558,26.9
95568,58.59
95571,21.88
78155,2.79
72040,25.44
70463,9.92
84624,19.97
80477,2.33
84626,19.15
97358,25.74
72042,1.83
84630,12.41
90831,1.47
72048,15.38
84631,3.02
75160,3.11
94134,1.51
77434,5.76
77443,12.34
73103,0.56
90405,1.77
87313,10.73
85533,47.75
32446,4.78
79336,3.6
75132,5.54
76431,19.99
05772,16.36
25011,9.28
75935,17.63
84604,5.82
05251,32.99
15104,4.39
35006,14.84
99656,331.29
85335,3.14
72738,16.38
71764,18.63
93518,20.33
80624,15.84
94964,3.07
77587,3.16
89444,28.35
87326,15.37
71973,21.17
85602,17.78
72449,13.56
95699,10.0
78382,19.54
97391,11.34
70519,7.39
87539,32.0
97857,16.12
92109,3.49
76937,18.63
78701,0.65
70563,4.79
84754,14.24
97430,34.51
84755,23.77
84756,34.24
72143,0.5
97436,38.0
84759,7.51
70570,2.26
84760,19.79
70576,11.16
72150,22.95
87742,30.58
87743,73.9
87745,13.67
73628,1.59
97439,10.53
87746,54.34
70580,2.75
87747,42.76
87749,37.45
85351,0.22
47574,14.47
33183,2.68
47963,21.1
06901,1.04
30631,16.24
96704,16.39
83671,76.24
62357,7.84
92372,22.74
86413,17.37
77465,3.75
94575,5.61
77514,8.35
84307,28.87
84310,15.79
70375,2.12
87321,29.96
89434,4.03
93517,51.42
93606,12.3
78419,5.29
95966,8.41
84701,19.78
85332,20.97
87569,22.61
98007,3.06
83217,25.13
43939,8.29
37774,9.95
44470,12.6
34950,1.34
28694,5.33
24251,9.72
28711,13.4
71259,13.4
72764,5.82
71260,14.52
11779,8.82
12515,8.83
13212,3.27
30024,5.96
04668,22.5
88065,10.09
86434,47.91
74540,27.97
86502,41.55
94706,2.9
33469,0.76
32053,20.93
98154,0.53
98224,30.09
98238,8.73
28078,0.21
64654,15.41
16854,18.38
28629,9.58
86441,37.87
04422,18.16
04469,9.57
04448,13.63
49902,17.5
55713,14.02
64432,15.46
59034,5.35
59010,34.06
85615,12.23
19720,1.72
19803,2.07
66970,8.14
11547,2.99
28102,10.78
97131,25.5
08215,9.72
16727,9.14
21601,2.17
08079,4.61
12933,31.04
13024,0.94
32066,25.73
55053,14.53
35071,15.16
39217,2.5
32464,12.81
32309,11.63
86506,36.77
54967,14.97
50529,2.5
29130,14.82
48653,18.98
03291,16.9
08869,3.33
12835,24.84
14206,3.15
32176,3.63
35184,13.5
38850,13.73
48177,9.95
30512,2.6
97604,70.58
97622,52.17
97623,32.88
74637,2.35
76134,4.75
86512,33.1
74735,17.47
95043,29.9
77657,9.26
77702,0.26
93552,8.44
92821,0.85
80482,19.1
73507,12.92
97365,4.94
72058,14.21
89822,41.64
84639,20.6
80488,1.32
89823,35.66
72064,23.38
75661,16.59
81030,11.13
81038,29.66
08095,2.93
96035,9.54
92345,7.61
48161,6.0
44102,2.39
03901,8.09
66762,2.21
49436,9.67
54643,18.71
34476,4.21
29161,13.9
36908,17.13
36913,19.66
33351,0.73
22551,14.87
33548,2.04
22553,11.32
49721,36.1
37326,10.35
62023,8.5
64192,4.27
43718,13.1
37658,10.65
58651,24.04
43722,11.79
29536,0.57
49887,35.79
27882,18.51
23005,11.58
29541,7.94
58652,38.28
37659,7.72
59070,15.97
59071,22.87
63112,0.62
63113,1.7
59077,48.77
60932,10.1
60933,6.92
83455,11.82
39335,13.94
19477,3.04
32008,26.44
38611,10.17
39192,15.13
07976,6.09
53215,0.94
37327,22.45
39862,26.88
27555,9.92
22560,5.8
57552,39.83
57553,42.68
59873,36.34
61548,12.7
63820,18.72
49646,8.7
61553,6.69
43211,3.39
47982,7.88
59759,23.43
49774,34.17
59079,29.24
59081,54.24
68372,11.74
38351,0.92
44670,14.1
62861,31.92
38356,15.88
68379,11.73
28771,24.57
65761,30.5
67016,14.1
45216,0.94
24432,27.7
67021,17.4
82711,29.75
17017,21.23
40065,2.12
35023,10.44
40155,4.74
48064,13.47
41640,13.81
30436,7.54
26273,26.92
45131,17.24
99638,545.5
99650,183.15
98323,18.46
99672,41.65
83523,20.6
62289,10.84
56054,13.78
31308,18.99
33034,13.79
52644,11.4
27302,17.81
33330,3.46
37129,4.28
61750,7.6
39845,8.09
22572,9.57
51571,13.08
59318,43.34
47437,17.16
52701,11.94
59330,3.84
33877,7.89
96716,15.97
58552,5.68
59935,32.44
64070,12.83
59936,40.68
61848,14.0
57720,62.75
61852,21.58
57722,37.62
37641,8.99
53598,5.79
53703,2.03
27861,17.28
29526,6.7
43711,17.98
60804,2.28
45230,3.07
28781,18.67
24450,5.77
24458,35.19
24460,12.66
37334,2.31
64016,8.85
22602,6.42
61775,15.71
39574,13.13
30726,4.17
46986,12.18
60621,0.44
42503,8.98
63558,19.65
87068,16.39
07430,4.47
95379,12.52
95389,36.44
78029,15.84
95429,30.45
53208,2.54
59860,2.92
59863,22.94
59864,0.22
49715,26.99
27540,12.49
22548,14.35
63944,28.09
27541,14.3
37322,11.81
43348,12.72
35961,15.34
30662,14.62
30664,14.7
56041,12.93
31791,3.44
56287,16.31
59050,34.01
59052,33.82
63104,1.96
36323,16.73
31061,1.09
59059,32.9
31063,4.35
63108,0.68
47306,0.83
60912,20.85
59068,15.18
28510,11.56
44659,13.21
44661,13.63
51637,10.29
30728,19.03
30734,14.8
36032,14.48
51649,14.37
30736,9.51
39601,2.1
61871,18.33
22824,8.62
57751,16.4
64085,6.33
49801,16.26
29468,24.16
37397,16.44
49807,19.6
32814,0.87
56210,9.09
04005,1.81
20680,24.76
08809,11.71
39176,15.77
41314,22.35
07843,7.65
61541,23.82
49756,33.15
27603,7.05
37362,17.42
57649,50.62
49759,54.81
58540,21.23
37363,7.48
58541,32.2
59927,31.56
49764,11.09
29445,5.82
59928,42.93
22711,17.8
59930,55.48
53522,11.83
29449,18.99
37370,9.52
57703,13.11
29452,24.55
37375,4.8
36081,10.6
66441,4.18
23974,19.99
24380,19.83
54961,3.33
67001,8.6
28753,26.19
28754,23.17
67003,5.85
28756,9.4
28761,8.63
82637,23.61
54980,11.87
82639,61.44
45206,1.47
43408,9.29
39870,15.82
35978,17.12
46959,11.95
42437,3.17
52212,12.26
32821,1.77
