ZCTA,minDisHosp
45640,1.28
44306,3.7
45838,12.14
45410,1.11
44687,14.04
45809,10.69
45716,12.76
43437,12.06
55370,7.93
14586,8.25
14592,19.69
18424,18.47
60301,0.99
35462,8.67
41040,17.14
55409,2.71
35466,12.15
32333,9.88
60304,1.12
30281,4.59
32334,26.54
39074,2.14
62801,2.29
60402,0.26
62543,16.23
61519,9.11
61773,8.55
61470,18.03
46035,13.6
47901,1.04
47123,23.09
46404,1.85
50246,17.43
05354,8.14
24348,12.01
44132,2.36
23221,1.44
38141,4.69
54547,28.89
38201,3.02
54548,8.86
66103,1.13
38221,17.01
68127,3.42
55037,13.01
32055,6.19
40143,4.9
48062,22.98
41537,12.68
48426,12.4
30427,16.5
48214,4.76
40972,13.84
39040,18.24
55373,14.61
46340,13.52
41006,20.16
48220,3.75
32310,14.21
46346,13.01
01984,3.48
02072,2.22
24740,6.63
25703,1.06
53820,13.97
97016,23.72
36752,17.81
36460,2.09
36037,2.84
36079,4.84
35957,3.38
99746,382.82
99566,224.42
99903,62.84
99752,82.62
99657,144.59
86034,20.67
86540,19.9
72024,24.97
72719,7.61
71923,4.51
97458,15.88
43759,10.25
45145,11.24
43525,8.51
97021,19.8
43033,11.92
73901,28.53
53808,12.83
26160,15.05
25259,14.76
15734,15.15
57779,9.26
38544,11.6
78828,53.31
79015,19.76
75974,18.63
24315,15.59
23970,4.06
23841,15.15
98276,19.09
39360,14.07
55814,8.14
41605,8.79
41607,7.52
30434,2.33
39208,1.97
35620,10.77
41650,9.94
35622,13.49
55724,35.8
41660,8.53
38876,18.27
40513,5.26
50319,1.06
38901,0.92
19004,1.63
19018,2.09
19040,5.36
30334,0.45
35572,20.65
41175,8.7
39153,4.44
48336,2.27
39154,14.38
35576,20.99
48340,3.05
32413,19.66
35578,19.82
55448,4.73
46377,18.85
41049,14.89
48237,1.6
35474,19.99
32340,1.76
50562,15.4
41062,9.76
48239,4.6
07029,1.35
19735,4.0
20053,1.3
20064,0.82
20245,0.82
20510,0.76
20540,0.76
07060,4.45
19902,2.55
50517,23.36
50278,16.41
67645,20.46
41093,13.42
41653,5.94
41332,13.57
40010,3.94
42367,4.23
41721,14.94
48191,11.27
32212,0.89
82720,43.19
65785,19.11
24484,13.29
82721,38.17
24487,24.19
45301,6.06
82723,21.17
65793,18.61
28792,8.25
28801,1.28
67053,12.36
24504,9.45
54466,26.75
28337,4.17
34205,1.79
41222,4.99
39159,7.69
39160,12.54
24651,4.22
24085,10.79
23050,10.15
24067,12.82
24553,26.99
23921,29.2
98603,35.48
25112,3.58
26143,21.71
26447,11.73
25312,8.35
25045,20.78
26435,8.23
25690,10.3
26710,10.07
26208,13.91
54847,35.6
54525,9.4
40231,2.36
42345,4.56
40312,13.19
41041,2.11
70163,0.39
71419,19.02
70431,14.98
72513,17.38
72429,25.15
72006,23.93
94585,10.32
93305,1.23
93265,24.73
95521,4.87
53583,4.56
96096,38.33
95563,40.67
96137,14.57
93943,3.12
93276,17.58
54538,16.2
23847,2.82
41390,13.64
30415,13.7
55616,16.37
50667,8.31
41465,20.33
35603,4.45
50668,16.81
55709,24.38
41501,3.94
30423,4.82
39201,2.11
41514,2.39
55716,22.19
38054,8.5
23691,7.93
29899,21.18
44274,8.18
28343,7.81
62927,7.9
34734,0.98
44825,12.95
38477,11.57
82072,11.69
68516,3.4
54552,9.04
44503,1.48
54942,10.72
74050,4.29
74456,4.5
73737,10.44
97406,34.23
97435,22.69
97380,16.79
97232,2.1
97462,23.32
97420,6.59
15673,12.65
17857,6.09
15754,4.65
18848,2.99
86320,67.06
85541,3.11
86030,24.79
85940,21.17
72160,8.13
72802,6.28
72560,0.74
71999,2.09
72685,18.04
71753,5.27
72455,3.65
72653,0.72
92301,19.73
95589,12.98
92364,59.69
95051,1.53
33154,3.04
32344,22.49
32331,16.01
95448,1.51
81415,21.44
39823,3.37
83522,16.47
50681,9.51
26055,8.4
26074,10.19
46214,1.71
39345,23.1
32534,4.71
35674,9.37
51027,10.97
55802,4.14
55803,25.49
46704,6.39
39354,13.48
23872,26.53
68132,1.86
28422,6.2
44506,2.86
28424,3.99
34429,7.61
66801,1.51
24237,17.06
82414,35.89
65656,21.03
24245,12.81
82426,21.77
82430,16.5
65664,20.75
34953,3.24
65667,33.56
82431,15.57
24260,12.76
24263,12.86
15612,3.56
15351,13.27
02132,0.88
02302,0.5
02322,2.82
02379,4.31
02462,0.71
02556,4.81
02637,4.84
15773,3.54
83554,24.79
33169,1.23
34736,12.07
32550,2.73
32358,34.36
40977,5.82
60514,2.62
05748,16.98
24588,14.38
20148,5.09
24558,6.02
05738,9.53
23313,24.39
22185,5.2
22657,13.77
23927,24.46
48553,3.47
48554,5.39
55805,0.68
51037,8.17
34201,2.44
28330,5.26
38041,9.38
54458,18.17
66027,5.22
44262,2.88
24091,19.25
24092,8.56
48434,15.33
26253,11.94
21540,7.16
26261,21.25
26268,17.82
21555,13.3
08057,6.95
26280,21.38
21561,15.64
26287,24.03
26288,3.54
21622,13.98
21626,18.04
08083,1.82
26342,19.32
26349,9.51
26366,8.11
12866,3.31
11709,5.44
15841,15.43
11721,3.46
04629,5.09
71351,7.45
39355,7.31
39322,9.99
39183,6.51
59544,54.97
59736,37.89
69216,27.23
69346,44.33
69219,42.19
07750,3.69
88410,50.17
11220,0.59
23709,2.83
98541,5.46
98937,46.75
98195,0.16
98273,3.45
99122,4.79
25136,2.02
24801,0.79
26361,6.39
26323,4.99
48230,0.63
39066,16.27
02668,7.93
02743,3.96
66608,3.05
62915,6.64
66612,0.85
44809,5.52
82009,21.65
28604,10.42
68503,3.02
38464,8.37
65251,0.92
62672,10.36
68116,3.94
54541,47.55
23851,3.31
82331,49.06
82336,64.41
68659,11.57
38577,11.51
12885,24.28
12887,29.23
12911,17.64
01760,1.06
01843,2.04
01886,7.49
15633,5.55
15641,10.24
11509,1.95
15658,13.42
11549,3.3
15676,8.2
11556,2.16
11561,5.74
48049,11.07
14201,1.44
10979,7.81
28734,2.94
28790,10.17
27537,4.8
28369,18.17
28721,10.45
25813,5.01
24854,25.52
53031,16.56
53702,2.83
54564,20.74
83121,2.89
82401,13.83
28714,17.27
60201,1.21
02760,4.62
02766,6.6
03823,6.0
20004,1.62
20612,7.33
20009,1.22
07020,1.91
07022,2.25
16030,20.18
72322,3.83
92230,12.59
96001,3.14
38578,12.61
65646,30.12
24224,14.4
68662,10.07
54856,21.23
68664,14.08
38583,2.67
24228,0.79
34947,2.41
65654,8.48
24230,11.23
07981,4.39
08007,4.61
08011,5.27
26149,11.41
21231,0.8
11565,1.15
11569,6.51
15727,11.53
15745,14.87
20901,1.94
07504,0.75
07506,2.28
07603,1.5
07605,2.26
07642,2.79
07644,1.79
07650,3.41
25511,18.28
55606,30.08
35953,17.6
54027,12.73
03279,20.94
65606,35.24
21653,7.22
38603,15.54
42061,13.45
15004,11.04
18936,3.67
15530,12.81
18661,15.94
15072,5.44
15088,4.86
29640,4.5
29574,4.36
95327,12.1
93461,29.52
90017,0.16
96047,20.36
92844,1.79
96088,35.84
92134,0.27
95246,11.21
81131,38.92
81050,4.47
80825,28.7
81235,53.86
80447,19.94
06052,1.26
04063,2.12
62353,18.79
04671,13.13
08026,2.7
21251,1.1
21252,0.57
26201,2.39
08037,7.31
26206,9.67
21502,1.54
26222,15.6
12767,9.88
17005,23.75
12776,21.93
12789,11.56
08722,3.25
08730,5.29
08808,9.32
16546,0.73
12206,1.89
16624,10.79
16633,18.15
16638,12.79
29803,13.61
29620,3.54
29006,27.31
29204,1.54
37405,7.19
37033,7.45
37330,9.38
37020,6.25
38080,14.96
37879,5.73
38046,23.99
57375,24.4
57706,13.22
37876,3.95
38242,1.37
38040,14.42
38474,13.45
37074,3.15
37122,8.26
37388,3.09
38375,18.9
37730,10.81
37179,11.66
38152,4.71
79512,7.97
15866,8.3
15921,11.63
15922,17.44
15925,18.43
15931,13.43
20606,7.79
21524,6.48
02861,1.85
49894,4.18
70538,6.97
56051,25.82
39362,19.33
39341,1.8
71001,3.65
39701,10.88
64111,0.94
07711,3.54
88040,69.95
08812,6.78
08822,0.96
08829,12.66
08863,2.5
08890,3.02
08904,1.49
10013,0.88
10075,0.32
10199,1.81
17606,1.94
13601,0.63
13605,17.85
65560,7.36
62921,4.01
44816,9.41
37846,6.94
38376,14.39
78357,40.6
78223,4.18
76088,11.1
75603,8.49
76943,46.15
79831,24.14
79010,24.56
08741,4.11
07023,3.29
87412,51.07
87031,34.27
87752,51.53
12177,4.93
10037,0.21
10115,0.56
12085,4.03
10279,0.3
11751,1.9
11767,5.86
18081,7.92
18101,0.53
14302,0.04
18105,0.08
14424,2.91
14437,3.5
14441,7.31
18218,0.21
18225,2.98
97465,32.31
97842,37.25
08840,1.31
03033,8.19
24860,19.52
23891,15.28
54452,6.88
53132,4.59
25976,17.51
82214,24.09
29664,17.81
72532,28.37
82324,59.96
24112,2.9
38468,8.29
54755,19.68
65565,26.0
67260,2.16
68954,10.82
67334,9.58
45601,7.75
45612,14.29
45617,13.63
45618,4.85
45621,7.34
45624,16.19
45631,2.83
68977,18.66
45642,7.09
45648,15.08
45658,14.16
67361,2.05
13116,7.24
10471,2.26
11204,2.11
11239,2.36
11233,1.2
12490,15.32
13672,26.59
15760,6.62
18016,1.52
14068,3.65
18035,7.37
14102,12.17
07077,3.65
08330,4.84
57783,6.19
57315,12.39
37083,2.67
37642,12.31
78877,20.78
28449,7.82
79834,91.51
84741,18.95
05350,17.8
28697,2.04
22830,23.74
98222,14.32
99362,3.67
45656,14.3
26711,20.49
24920,32.32
26807,34.15
60029,2.62
74759,15.03
49760,19.87
99627,474.85
16048,17.61
11778,8.61
11789,5.94
11794,0.79
11796,9.57
11934,12.83
11948,8.51
16151,11.79
11955,11.19
16155,10.22
98004,1.31
83202,10.43
83211,13.41
98023,2.94
83221,18.76
98030,6.44
83234,24.02
98038,10.82
83251,41.9
83252,14.38
83253,70.84
83254,2.51
83255,19.9
98055,0.97
98065,9.84
37763,7.15
23185,2.11
14125,8.93
14135,6.52
14168,10.01
14204,1.62
14216,2.1
55366,11.64
16659,12.66
12414,10.1
12416,24.82
16669,15.44
16671,15.04
12438,6.38
50543,21.8
49753,23.05
61363,6.9
95139,2.22
24556,8.82
99164,2.24
78056,17.46
10601,0.75
11421,3.0
07087,2.19
88232,19.3
57750,43.04
75925,17.24
84779,31.62
44101,0.73
17081,4.39
24724,7.9
36904,3.47
85920,23.83
18321,2.72
06336,8.06
06263,6.18
20535,1.88
20319,2.58
33161,0.45
33437,3.78
31031,16.52
30175,10.74
30581,7.34
31092,9.24
30412,13.35
96730,10.76
62231,13.45
43940,5.7
12814,27.11
17015,0.73
17016,3.63
12827,16.38
12832,23.52
17027,5.21
17034,7.18
35010,2.53
35013,2.85
40041,2.46
40048,3.98
40063,5.58
48039,9.7
50033,15.83
32046,21.9
40071,17.2
12448,19.26
18850,7.33
14881,14.05
18853,13.71
18912,6.55
18913,9.3
18932,4.13
14901,3.62
18951,1.33
18962,4.13
75604,6.3
79744,4.39
79085,10.84
75081,2.39
75980,28.76
76458,1.77
78870,11.73
72450,2.74
77072,2.46
77488,15.5
78756,0.86
76054,0.62
77358,14.2
75224,3.67
76018,2.48
78612,16.66
76351,17.68
77830,11.51
78003,24.54
75951,4.1
76103,4.62
83449,44.1
83352,25.02
83327,34.87
60407,16.79
49629,22.57
13126,2.31
27885,49.99
27824,45.76
27944,15.97
43926,10.58
74937,18.55
07847,3.43
03466,4.96
08270,14.59
38635,4.77
35033,16.52
40110,11.49
48048,13.99
13607,2.17
17701,9.15
17730,11.59
13619,0.93
13623,15.9
13624,17.08
13643,9.53
13647,6.87
17749,9.69
17762,8.24
17764,5.81
17771,16.27
40475,3.46
40484,2.59
78359,8.64
77485,20.26
23803,2.13
84070,2.43
84528,24.41
84654,28.03
05252,20.84
05867,21.2
05485,11.8
24441,15.91
12574,2.78
27577,2.01
28169,8.78
28039,2.43
43463,10.58
84063,34.6
84078,16.03
84049,7.84
05446,6.71
18231,5.08
18234,3.97
18239,3.71
18242,11.57
18250,4.69
55384,14.38
41014,1.0
35442,18.1
48226,1.71
32321,16.55
35444,17.66
30263,6.95
35447,4.79
11693,4.38
37752,10.28
78840,29.27
77979,2.21
75633,5.68
54857,13.88
53122,3.61
56046,14.26
01701,3.68
47964,11.17
62070,22.16
60476,5.11
61439,3.84
80131,7.26
20240,0.82
50309,1.0
30153,10.06
30157,6.52
60130,0.77
30164,12.24
70052,2.46
84022,41.55
84023,41.95
97033,52.96
75023,3.37
89040,36.63
73019,2.09
89043,55.83
90028,0.31
89045,120.23
97039,36.94
45854,9.5
45855,4.43
69339,34.63
69340,46.67
45864,21.82
45870,15.93
69343,16.9
45881,10.13
69353,21.49
45888,8.65
62093,6.44
29581,14.81
23116,5.67
58757,51.58
28007,10.71
28009,7.1
43836,10.48
67223,1.81
67227,8.27
70005,1.41
71603,7.0
89013,69.46
70031,5.37
67628,19.72
69360,21.58
69366,75.82
67647,19.37
67660,17.34
67667,15.08
67674,14.56
67737,17.2
76248,1.79
79248,36.97
76067,1.22
76430,25.05
76872,20.77
77988,6.44
75474,16.76
76539,12.27
76908,3.21
76525,17.9
78757,1.33
78133,15.79
78352,8.97
75630,29.38
44828,5.36
24134,8.93
65590,22.34
68728,13.17
24277,20.26
65689,17.86
66856,15.07
66859,11.19
82443,20.26
24293,6.89
21740,3.13
17093,3.0
17101,0.5
13045,2.59
13051,21.8
13062,10.72
13076,24.64
17202,2.45
67837,24.6
67843,7.42
58763,35.64
23140,10.44
43907,3.04
62219,6.61
58770,46.8
12742,1.44
12751,5.27
19436,4.16
19492,7.59
19508,6.17
19511,17.0
19535,8.39
19544,11.07
19554,15.24
19604,2.05
31905,1.58
48002,28.93
30004,6.83
48009,3.24
48015,2.83
48022,26.68
17522,1.57
13420,36.04
13421,1.36
13435,16.71
17550,12.39
13471,21.89
40403,1.21
35179,12.49
40437,12.06
68521,7.03
28621,3.97
38478,2.23
34739,27.19
82190,86.03
45660,16.14
45661,9.7
45673,15.42
67416,11.44
67427,17.44
45690,1.61
45701,2.64
45719,6.39
69123,16.6
69125,18.39
13087,9.43
17235,7.8
13113,21.03
13117,11.8
17241,12.4
17247,4.3
35089,7.82
32110,11.35
67111,13.41
82930,31.73
82932,60.93
45349,10.01
45352,8.36
24551,11.78
82937,44.4
98901,12.17
98922,36.56
50257,15.96
38848,14.12
40447,20.64
32179,11.99
55306,2.23
30139,16.39
40456,1.29
35204,2.06
38852,3.42
50273,2.58
70036,13.99
90014,1.1
71635,4.33
73012,4.57
70040,11.2
80014,2.42
84018,31.57
89022,111.17
87013,54.77
97029,38.46
28320,12.88
28326,16.06
44243,6.89
29835,21.1
44251,6.03
38024,1.0
62523,2.07
28025,6.99
68717,20.38
34972,20.38
45033,10.15
98101,0.49
83301,16.21
83320,37.26
83321,30.51
83323,23.61
98121,1.42
83330,3.02
98136,1.66
83337,38.72
98174,0.74
83340,20.02
83342,49.61
83346,32.2
98221,2.72
83347,17.2
83350,10.16
83354,2.83
98237,42.14
98939,10.76
98940,34.5
98948,8.6
99001,4.09
99023,12.09
99039,32.7
99040,26.83
99111,3.67
99117,26.84
99118,26.36
67491,15.96
45807,6.99
45820,8.89
67505,5.78
23163,17.13
33854,11.19
33856,9.97
29614,3.09
43927,12.87
54526,18.07
44439,16.84
44442,6.81
54529,19.58
66085,8.7
68113,3.14
68114,0.71
58214,20.21
43002,3.47
44133,6.34
45385,2.9
44640,8.14
30328,2.93
31721,12.23
30337,2.52
96727,5.34
96755,2.72
96772,10.93
96751,1.46
98241,54.84
98250,5.4
29627,7.12
12937,12.99
17056,16.49
12970,18.29
12975,16.87
12978,24.86
12986,26.39
13020,19.21
17069,16.02
17072,7.73
13021,1.69
17076,17.74
35053,17.38
67515,9.54
69171,6.56
43787,25.29
23093,27.97
43793,17.87
37723,13.96
49958,19.69
49959,7.56
27954,5.11
53928,12.82
29577,7.59
28716,9.45
28717,6.56
45065,6.82
24312,14.77
29584,13.63
53947,23.81
37743,7.38
19096,1.25
19116,3.48
19135,2.26
19146,0.91
19358,3.26
19372,2.16
19374,9.35
19383,1.51
41230,4.96
35586,22.19
32425,8.03
83443,32.21
83833,19.1
83235,55.49
83547,28.11
60503,1.79
62079,13.9
62250,10.33
60458,5.73
61751,8.34
60153,1.32
47448,20.62
47118,23.92
46345,7.94
47464,10.82
46922,14.71
47335,14.9
50066,9.51
48076,3.12
55051,5.36
67055,3.96
45319,8.78
24521,18.24
65803,3.29
83821,38.12
83837,5.09
83839,7.08
98801,1.43
83844,0.88
98812,4.48
98816,27.28
98817,5.59
98822,30.81
83856,16.86
98826,24.02
98827,28.12
98840,8.58
28719,2.9
68740,11.08
99504,4.14
99510,529.69
99513,3.74
99518,2.43
99550,47.03
99563,283.9
99569,24.55
99581,274.79
98283,77.42
99588,88.57
50143,10.06
55603,54.82
41240,1.31
41250,12.01
48370,15.62
35593,10.2
17355,14.15
17361,13.7
35136,22.63
55114,1.35
40353,1.02
46151,2.66
38804,3.74
55118,4.59
40361,1.53
30117,4.05
30118,1.98
40371,13.99
38824,12.71
47596,16.9
47361,5.7
50078,10.66
51364,13.9
50324,2.11
50218,9.64
52757,11.85
66751,7.33
67512,13.83
67482,9.77
40359,4.93
40744,7.05
42025,2.6
41366,10.75
40324,5.33
83871,18.16
83873,18.15
97913,43.46
98845,19.57
98847,15.78
98862,54.84
29718,27.58
69129,15.0
67450,19.39
23069,13.27
49935,13.21
43768,9.17
27925,34.36
53911,17.0
29571,7.83
49945,11.63
62059,4.18
40280,2.07
38748,20.21
40311,17.34
40322,24.82
32129,1.37
48122,2.44
32133,6.49
40330,4.12
30103,12.05
40336,1.88
30107,11.21
48127,2.26
30456,16.71
35645,15.54
99125,28.84
99138,46.54
99139,39.28
99143,31.84
99151,17.54
48154,2.46
30121,1.42
50231,19.09
55129,5.54
55760,33.45
89019,40.07
89060,15.67
79837,72.77
86504,15.95
97002,11.78
86515,9.49
84003,7.97
70003,1.9
44215,7.49
34113,3.69
65018,24.26
41010,13.35
40004,6.45
70114,3.08
71465,6.07
71227,9.11
70578,5.75
70554,4.53
04275,14.55
04237,12.86
04410,24.89
04363,9.22
21240,4.82
01088,4.48
02110,1.1
02048,3.51
48035,3.06
23086,11.41
58731,30.31
37716,8.34
49950,26.66
38063,6.32
44285,12.36
29628,13.82
43967,13.78
62246,1.81
43971,5.43
43972,14.1
29630,12.93
43973,19.07
29634,10.36
43985,13.67
37803,8.36
99155,32.69
99160,35.27
99163,3.54
99171,30.77
64850,2.06
44143,2.69
44145,1.88
23507,0.17
62459,17.52
34101,4.41
34102,0.98
34103,3.26
38008,1.78
53931,9.39
62478,14.61
29824,5.76
68001,13.19
44235,7.64
62514,10.1
66002,0.81
23125,19.26
53949,22.56
43905,8.14
23139,16.79
29944,6.36
54501,2.47
23832,7.76
29945,22.02
48215,2.9
48030,1.47
48551,3.28
48069,4.28
48374,1.7
48335,5.64
49631,18.28
56601,3.12
56056,9.32
55973,18.97
17099,2.56
39194,6.04
38873,12.43
23936,20.27
84660,10.24
84628,33.52
84533,65.76
58833,15.58
37807,21.23
28425,1.92
54559,25.72
34431,16.12
65278,7.49
23884,23.64
28433,11.08
28438,17.1
28441,18.66
48082,5.7
35070,13.39
38676,21.33
35072,14.62
32087,14.21
35074,15.43
46111,6.3
35077,10.93
37732,16.48
62090,3.25
29922,21.35
28358,5.57
65101,6.91
66058,12.1
23806,3.54
28364,10.46
68055,16.19
62622,19.31
23824,16.91
44403,5.98
29936,14.5
44856,6.88
82223,14.61
44418,10.12
68072,14.51
34243,5.69
28379,2.1
28382,13.56
23837,11.48
68105,0.73
41271,6.22
30363,1.52
39179,18.35
41301,16.19
35594,3.63
32428,12.39
55612,24.95
30401,0.73
32432,12.72
24574,13.08
05152,25.88
20112,9.93
20115,11.53
24360,13.97
23063,27.77
23958,17.95
22015,7.07
23867,10.67
23899,16.69
99348,33.62
98328,32.15
98580,11.67
98925,49.15
98819,27.66
99170,38.5
23954,16.24
26623,8.95
26260,20.61
24986,22.48
32328,10.07
30070,3.96
46117,10.59
30441,19.49
41701,3.07
55731,17.19
32461,20.59
30442,3.78
30445,6.13
30448,8.7
41749,3.64
55734,18.57
41760,12.11
30451,7.95
44121,5.39
54307,1.95
44126,2.15
54819,13.86
35584,10.45
55455,0.14
21051,8.61
25523,17.28
21071,11.2
21077,5.4
25557,24.92
21090,5.35
21105,18.53
25621,20.1
25653,1.46
25671,14.06
07739,2.62
21136,11.83
60438,3.44
39180,7.43
30411,9.7
41339,5.72
25849,6.72
25870,18.17
25906,5.04
25916,21.55
25951,0.91
25962,23.39
39330,15.61
55763,20.37
60465,2.91
60467,8.18
85724,0.1
97910,100.38
99704,130.74
99772,246.76
54911,0.9
56113,12.44
48367,15.37
59441,37.91
50664,12.28
52232,18.15
55753,10.58
81643,25.07
06160,0.85
76311,5.29
78107,15.6
98559,6.62
23461,8.86
29730,6.27
64847,16.0
37920,6.36
64849,13.4
29733,1.98
44136,5.64
28244,1.7
62448,21.9
54665,3.44
54666,16.87
54667,11.23
38368,13.17
24019,7.03
34210,2.1
28350,10.43
25801,4.35
25810,17.65
35646,12.04
41858,3.4
35649,7.3
46595,6.47
30460,0.87
60459,3.27
60461,1.54
48464,16.35
35653,10.59
21746,5.5
08240,0.94
39338,12.14
48502,1.33
51008,7.82
51011,8.13
55771,32.48
42032,31.15
60474,20.23
32531,14.45
35672,16.13
08346,10.61
26757,3.24
08352,5.49
08402,5.59
26814,30.11
54451,6.82
38019,4.04
38021,20.94
65536,0.93
11020,0.98
13784,17.23
28017,10.42
05904,12.5
15625,9.12
16027,7.12
43151,14.46
97438,23.93
97412,25.53
85344,6.7
35962,10.72
72576,3.68
94019,8.28
95459,30.7
81120,23.27
80480,37.28
06243,9.62
06373,22.42
34216,8.48
38069,22.51
65078,31.05
38077,20.0
68038,11.12
29910,11.75
68042,16.28
44307,1.25
54487,2.84
44311,1.42
24137,17.39
68527,7.95
44838,8.66
24142,5.28
99603,28.16
99606,214.9
98284,12.32
99613,205.92
08243,10.04
26582,15.79
26586,5.37
26601,6.98
26610,15.35
08302,8.14
62874,8.9
44703,0.95
62879,10.76
28560,5.83
38381,7.93
65483,1.43
44705,4.77
68436,13.68
28583,22.6
68452,21.47
65542,17.28
62896,10.45
38401,3.71
68456,15.42
65548,1.32
38425,14.91
34684,3.6
38451,13.05
65552,20.64
44802,10.78
82001,9.36
24599,36.03
67202,1.14
19734,6.55
81507,8.42
90029,0.63
92065,15.2
33786,2.13
32227,9.37
39828,5.19
33406,4.33
32068,4.23
83607,6.48
40211,5.2
70091,73.22
70438,3.25
60043,3.0
46301,5.96
99614,197.49
29644,5.57
54113,6.2
62266,16.28
28090,13.39
54114,37.95
23231,10.58
62273,6.46
37818,9.11
28101,3.4
62281,9.07
62285,10.92
37825,8.95
28108,10.46
50839,7.63
32465,19.37
35640,12.42
34661,14.81
68445,22.2
45363,16.37
82944,33.91
24570,6.27
83011,22.97
83012,22.43
34748,3.39
54820,39.56
28645,5.74
24168,6.28
62961,10.88
44861,6.9
62963,29.86
28651,13.08
44436,7.95
24179,9.72
24184,11.11
28655,6.74
66760,5.13
82301,18.79
82321,61.67
82322,46.78
28657,4.4
38568,9.96
65626,21.13
65630,15.67
82329,71.24
38571,9.38
66767,23.59
21869,14.81
51630,15.16
02724,1.34
49726,68.78
49660,6.41
25043,17.95
25067,7.35
05902,10.19
26415,23.86
54615,6.28
53223,2.77
24836,9.58
41810,11.46
30453,5.21
21652,14.89
26411,18.5
08097,2.58
26416,3.23
26419,17.17
21664,9.02
26425,12.97
26426,13.38
26444,11.13
26451,6.1
26452,1.27
21705,1.27
21733,8.39
26508,6.47
28652,7.59
68634,9.6
82240,14.86
24175,12.21
54830,35.78
69210,16.07
69211,44.56
69218,36.25
45835,12.59
69301,0.99
67553,11.55
12455,1.39
12466,2.15
16686,0.59
16724,27.29
28666,9.27
54843,13.07
38572,11.03
07848,7.19
25981,20.11
21216,2.5
16830,4.83
16833,12.08
16840,19.75
16848,11.96
16866,18.37
16868,8.33
16879,21.47
53001,25.76
25139,4.71
82051,24.4
82718,39.79
21675,22.36
92132,1.62
45351,16.23
45899,9.77
45372,7.68
44654,4.14
45853,21.81
73720,16.28
65457,5.77
68415,16.04
28551,13.49
28554,15.96
68419,13.72
44693,13.75
65470,20.11
28904,9.95
82834,11.45
24528,31.65
67071,21.36
82839,15.01
67073,9.3
24531,22.85
45334,16.82
16730,21.16
16735,2.83
12530,7.19
16802,1.91
16821,18.3
12534,2.84
16825,10.43
12547,4.9
19055,3.6
19074,1.83
08310,13.12
16915,1.5
16920,22.03
12722,13.15
08502,2.53
26851,18.0
08528,2.41
21863,18.31
21867,10.65
08553,1.38
21890,17.4
21913,13.86
21914,5.98
13333,14.75
13338,38.84
97739,37.77
97037,42.46
97601,27.21
97836,6.88
97038,18.01
97214,2.43
15561,8.03
15642,9.35
18974,8.44
15716,12.99
15370,2.24
15449,6.45
15260,0.47
17982,8.1
82901,25.89
82922,40.81
82925,63.81
28628,9.03
62949,8.5
28630,9.55
62953,8.43
54806,2.23
65608,42.14
66736,3.48
24151,3.63
38504,15.46
82215,33.93
66741,8.29
28643,10.58
67459,14.49
69142,63.9
08316,16.63
08320,8.87
26679,11.41
26704,12.69
13134,10.65
17257,3.23
17266,9.12
17306,14.15
17307,12.92
13163,3.92
17317,11.72
13205,1.81
13211,0.97
13290,2.15
13309,24.16
13341,9.99
17407,3.24
13365,7.33
17507,10.38
13410,19.46
24609,7.29
24612,1.25
24614,2.21
24620,13.0
67207,1.43
24635,9.25
24639,8.29
45428,0.27
68934,28.66
15560,11.85
18970,3.27
17850,2.38
29153,4.09
29907,6.2
29046,8.9
29940,11.22
57379,17.12
57532,19.29
57758,76.32
38012,22.54
57788,28.51
37379,15.06
37098,12.49
38311,17.0
37032,9.83
37821,1.35
38341,15.03
38254,21.19
69148,22.62
67475,10.94
69152,83.04
69154,2.3
66209,1.37
68157,4.92
23890,22.72
62707,4.06
28444,20.78
44607,20.18
38256,12.48
44610,8.32
28712,8.38
54893,28.0
82435,13.08
82440,7.33
82441,28.06
24273,2.61
68858,28.76
68861,10.28
45378,19.63
83101,16.23
83112,20.27
24589,11.56
83113,49.72
24590,20.3
45388,17.73
45389,14.24
99204,0.55
99301,18.29
99328,9.08
99350,4.89
99359,23.7
99401,34.32
84034,98.29
89010,42.59
81324,28.59
31833,5.9
27516,7.07
49677,2.57
63860,20.43
29338,12.98
37213,2.63
29340,9.54
33473,2.08
63868,8.38
59833,19.79
27520,8.23
59837,21.63
29346,4.24
37219,1.62
49835,29.96
36853,2.07
57251,22.01
51363,8.14
52595,1.41
59250,69.82
31217,7.54
36477,11.9
59254,4.42
47034,11.58
47035,17.71
36069,20.34
36075,12.24
39663,5.81
52066,14.39
42718,3.07
60630,2.59
42721,15.08
48861,16.7
30820,19.64
