GEOID,BED_COUNT,POINT_IN_TIME,YEARLY_BED_COUNT
841472,,,
841473,,,
841475,,,
841476,,,
84148,,,
841491,,,
841492,,,
8415,,,
841514,,,
841515,,,
841516,,,
841517,,,
841518,,,
841519,,,
841511,,,
8415111,,,
841521,,,
841522,,,
84153,153,146,153
84154,,,
841551,,,
841552,,,
841561,,,
841562,,,
84157,,,
84158,,,
84159,,,
8416,,,
84161,,,
84162,,,
841631,,,
841632,,,
84164,,,
841651,,,
841652,,,
84166,,,
84167,,,
841681,,,
841682,,,
841691,,,
841692,,,
8417,,,
841711,,,
841712,,,
841721,,,
841722,,,
84173,,,
84174,,,
84175,,,
841761,,,
841762,,,
84177,,,
84178,,,
84179,,,
8418,,,
8439781,,,
8439782,,,
8439783,,,
8439784,87,87,78
8439785,,,
8439786,42,39,42
8439788,,,
843979,,,
8439791,,,
8439792,,,
8439794,,,
843981,,,
843982,,,
843983,,,
8459516,,,
84595171,,,
84595172,35,3,1
84595182,,,
84595183,,,
84595184,,,
84595191,,,
84595192,,,
8459521,,,
8459522,,,
8459521,,,
847138,,,
8491,,,
84921,,,
84922,,,
8519636,,,
8519637,,,
8519638,,,
8519639,,,
8539731,,,
855966,,,
855969,,,
8579556,,,
859986,,,
859987,,,
859988,,,
8599815,,,
8599823,,,
8599824,,,
8599827,,,
8599828,,,
8599829,,,
859983,,,
8599831,,,
8599832,,,
8599833,,,
8599834,,,
8599835,,,
8599836,,,
8599837,,,
8599838,,,
8599839,,,
859984,,,
8599841,,,
8599842,,,
8599843,,,
8599845,,,
8599846,,,
8599847,,,
8599848,,,
8599849,,,
859985,,,
8599851,,,
8599852,,,
85999,,,
8591,,,
85911,,,
859125,,,
859126,,,
859128,167,167,167
859129,,,
859121,,,
8591211,,,
8591212,,,
8591213,,,
859133,,,
859134,,,
859135,35,35,
859136,,,
859137,,,
859138,,,
859142,,,
859143,,,
859145,,,
859146,,,
859152,,,
859153,,,
859154,,,
859163,246,217,246
859164,5,5,5
859171,,,
859172,,,
859181,,,
859191,,,
859192,,,
85911,,,
859111,74,63,74
8591122,,,
859113,,,
8591141,,,
8591142,,,
8591155,,,
8591161,,,
8591162,,,
8591171,,,
8591172,,,
8591178,,,
8591179,,,
8591171,,,
85911711,,,
85911712,,,
8591172,,,
85911721,,,
85911723,,,
85911724,,,
85911725,,,
85911726,,,
85911727,,,
85911728,,,
85911729,,,
8591173,,,
85911731,,,
85911732,,,
85911733,,,
8591183,,,
8591184,,,
8591185,,,
8591186,,,
8591194,,,
85911951,,,
8591222,,,
8591223,,,
8591224,,,
8591226,1,7,1
8591227,,,
859123,,,
8591231,,,
8591232,,,
8591233,,,
8591234,,,
8591235,,,
8591236,,,
8591237,,,
8591238,,,
8591239,,,
8591241,,,
8591242,,,
8591243,,,
8591244,,,
8591245,,,
8591246,,,
8591247,,,
8591248,,,
8591249,,,
859125,,,
8591251,,,
8591252,,,
8591253,,,
8591254,,,
8591255,,,
8591257,,,
8591258,,,
8591259,,,
859126,,,
859158,,,
859159,,,
85963,,,
85964,,,
85965,,,
85998,,,
859984,,,
861961,,,
8639621,,,
8639622,,,
8639623,,,
8659617,,,
8659619,,,
867943,,,
867944,,,
867976,,,
8679771,,,
8679773,12,12,12
8679774,,,
867978,,,
867979,,,
867971,74,4,68
8679711,12,6,12
8691,139,139,96
86921,,,
86922,186,186,186
8693,,,
86941,,,
86942,,,
86953,,,
86954,,,
86955,,,
86956,,,
8696,,,
8697,46,46,46
86981,15,15,15
86982,,,
86991,,,
86992,,,
86913,,,
86914,,,
86917,6,,6
86918,,,
86919,4,38,4
86911,,,
869114,,,
869116,,,
869117,,,
869119,,,
869111,,,
8691111,,,
8691112,,,
8691113,,,
8691114,,,
869131,,,
869134,,,
869135,2,5,2
869136,16,152,68
869137,,,
869138,,,
869161,,,
869162,,,
869163,,,
869165,,,
869166,,,
869167,,,
869168,,,
869174,137,99,17
869176,,,
869177,,,
869178,,,
869179,1,1,1
869184,,,
869186,,,
869187,1,1,1
869188,,,
869189,,,
869191,,,
869192,,,
869193,,,
86925,,,
86927,32,2,32
86928,,,
86921,,,
869211,,,
86923,,,
869241,,,
869242,,,
869251,,,
869252,,,
869253,,,
86926,,,
86927,,,
869281,2,,2
869282,9,2,9
869283,,,
8711,,,
8712,,,
8713,,,
8714,2,4,2
8715,,,
8718,,,
8739617,,,
8739618,,,
8759659,,,
875966,,,
8759661,,,
8759662,25,2,25
8759663,,,
8759664,,,
8772,,,
8773,193,192,193
8774,5,3,5
8775,,,
87761,,,
87762,8,,8
8777,148,137,116
8778,45,41,45
8779,4,39,4
87711,,,
87712,231,226,231
877111,94,88,94
877112,,,
87712,,,
877131,,,
877132,,,
877142,,,
877143,,,
877144,,,
877151,,,
877152,,,
87716,,,
877172,,,
877173,,,
877175,,,
877176,,,
877177,,,
87718,,,
87719,,,
8799736,,,
8813,,,
8814,,,
8815,,,
8816,,,
8839411,,,
883969,,,
8839691,,,
8839692,,,
8839693,79,45,28
8839694,,,
8839696,,,
8859661,,,
88596621,,,
88596622,92,49,6
8859663,24,22,24
8859664,,,
88596651,,,
88596652,,,
88596653,,,
88596661,,,
88596662,,,
8871,,,
8872,,,
8873,,,
8874,,,
8875,1,1,
8876,,,
8877,,,
8878,,,
889968,,,
8899681,,,
8899682,,,
8899683,,,
8899684,,,
8899685,,,
8899686,,,
8919676,,,
8931,,,
8932,,,
8933,,,
8934,,,
8935,4,212,395
8959676,,,
8959677,,,
8971,,,
89741,,,
89742,24,21,
8975,,,
8991,,,
8992,,,
8993,,,
8996,,,
8997,,,
8111,,,
8112,,,
8113,,,
8114,,,
8115,,,
8116,,,
8118,262,169,262
81192,,,
81193,,,
81194,,,
81195,,,
8111,,,
81111,,,
81112,,,
81114,,,
81115,,,
81116,,,
81117,,,
81118,,,
81119,,,
8112,,,
81121,,,
81122,,,
81123,4,33,4
81124,,,
81125,,,
81126,,,
81127,,,
811281,,,
811282,,,
811284,,,
811286,,,
811287,,,
811288,,,
811291,,,
811293,,,
811296,,,
8112911,,,
8112912,,,
8112913,,,
8112914,,,
8112915,,,
8112916,,,
8112917,,,
8112918,,,
81131,,,
81134,,,
811313,,,
811314,,,
811315,,,
811316,,,
81132,,,
81135,1,59,1
81136,,,
811981,,,
8139511,,,
8139512,,,
8159767,,,
8159768,,,
815977,,,
8171,,,
8172,,,
8173,,,
8174,,,
8175,,,
8176,,,
8177,,,
8178,,,
8199776,,,
8199777,,,
81119726,,,
811396811,,,
811396812,,,
811396813,,,
81139682,,,
81159683,,,
81171,,,
81172,,,
81173,,,
811741,,,
811742,,,
8119113,,,
8119114,,,
8119115,,,
8119116,,,
8119121,,,
8119122,,,
81219241,,,
81219242,,,
81231,12,1,12
81232,,,
81233,,,
812341,,,
812342,163,141,148
812351,,,
812352,89,75,89
81236,239,187,129
812371,,,
812373,,,
812374,,,
812375,,,
81238,,,
81239,,,
812313,,,
812314,,,
812315,,,
812316,,,
812311,1,1,1
8123121,,,
8123122,,,
812313,,,
8123144,,,
8123145,,,
8123146,,,
8123147,,,
8123148,,,
8123149,,,
8123141,,,
81231411,,,
81231412,,,
81231413,,,
81231414,,,
81231415,,,
81231416,,,
81231417,,,
812315,,,
812316,,,
812317,,,
812318,,,
8123192,,,
8123195,,,
8123196,,,
8123197,,,
8123198,,,
812324,,,
812325,,,
812326,,,
812327,,,
812328,,,
812329,,,
812321,,,
8123211,,,
8123212,,,
8123213,,,
8123214,,,
8123215,,,
8123216,,,
8123217,,,
8123218,,,
8123219,,,
812322,,,
8123221,,,
8123211,88,88,88
8123212,,,
8123213,4,,4
8123223,,,
8123224,,,
8123225,,,
8123226,,,
8123227,,,
8123228,,,
8123229,,,
8123221,,,
812323,,,
8123251,,,
8123252,,,
81259631,,,
81259632,,,
91111,,,
91112,,,
91121,,,
91122,5,5,5
9113,,,
9114,,,
9115,,,
9116,,,
9117,,,
9118,14,1,14
9119,,,
9111,,,
91111,,,
91112,,,
91113,,,
9121,15,12,15
9122,,,
9123,,,
9124,,,
9125,,,
9126,,,
9127,,,
9128,,,
9129,,,
9121,,,
91211,,,
91212,,,
91213,,,
91214,,,
91215,52,52,52
91216,125,85,125
91217,,,
912181,,,
912182,,,
91219,,,
9122,,,
91221,,,
91222,219,183,176
91223,,,
91224,,,
9131,,,
9132,,,
9133,,,
9134,,,
9135,,,
91351,,,
91352,,,
91353,,,
91354,,,
91425,,,
91426,,,
91427,,,
91428,,,
91429,,,
9143,,,
91431,,,
91432,,,
91433,,,
91434,1,1,1
91435,,,
91436,,,
91437,36,34,36
91438,,,
91439,,,
9144,,,
91441,23,178,189
91442,2,16,2
91443,3,3,3
91444,,,
91445,,,
91446,25,25,25
914511,,,
914512,,,
91452,,,
91453,,,
91454,,,
9151,,,
9152,5,43,5
9153,,,
9154,2,19,2
9155,36,34,33
9156,,,
91551,,,
91552,,,
9161,,,
9162,,,
9163,,,
9164,,,
9165,,,
9166,,,
9167,,,
9168,,,
9169,,,
9161,,,
91611,,,
91612,,,
91613,2,2,2
91614,,,
91615,7,7,7
91616,13,13,13
9171,,,
9172,,,
9173,,,
9174,,,
9175,,,
9176,674,66,666
9179,16,18,16
9171,8,8,8
91711,265,279,265
91712,77,68,72
91713,,,
91714,,,
91716,63,59,63
91719,,,
9172,,,
91721,,,
91722,,,
91723,,,
91724,55,56,55
91725,151,154,151
91726,,,
91727,,,
91728,,,
91729,,,
9173,,,
91731,,,
91732,,,
91733,25,25,25
91734,24,23,24
91735,,,
91736,,,
91737,7,4,7
91738,45,39,45
91739,9,9,9
9174,,,
91743,15,15,15
91744,21,22,21
9181,,,
9182,,,
9184,,,
9185,,,
9186,,,
9187,,,
9188,,,
9189,,,
9181,,,
91811,,,
91812,,,
91813,,,
9191,,,
9192,,,
9193,,,
9194,,,
9195,,,
9196,,,
9197,,,
9111,,,
9112,,,
9113,,,
91151,,,
91152,,,
91111,,,
911121,,,
911122,46,19,36
911131,,,
911132,,,
91114,,,
91115,,,
91116,,,
9121,,,
9122,,,
91231,,,
91232,,,
91251,,,
91252,,,
91253,,,
91211,114,124,114
91212,,,
91213,,,
91214,,,
91215,,,
91216,,15,
912171,32,32,32
912172,,,
91218,26,25,26
91219,,,
91211,1,12,1
912111,,,
912112,,,
912113,,,
912114,,,
91221,,,
91222,,,
91223,,,
91231,,,
91232,,,
91233,,,
91234,,,
912351,,,
912352,,,
91241,,,
91242,,,
912451,,,
912452,,,
912453,,,
912454,,,
912455,,,
912456,,,
912571,,,
912572,137,14,137
93331,,,
9341,,,
9342,,,
9343,,,
93451,,,
93452,,,
93453,,,
934541,,,
934542,,,
93455,,,
93456,27,27,27
93457,4,41,25
93458,,,
93459,,,
93461,,,
93462,,,
93461,,,
934111,,,
934112,,,
934153,,,
934154,,,
934155,,,
934156,12,12,6
934157,,,
934158,,,
934159,,,
93416,,,
934161,,,
934162,,,
934163,213,233,213
934164,,,
934165,,,
934166,,,
934167,14,14,14
934168,,,
934171,213,191,198
934172,,,
934173,,,
934174,,,
934175,,,
93424,,,
93425,15,15,15
93426,,,
93427,,,
93431,,,
934321,,,
934322,,,
934323,,,
934331,,,
934332,,,
93434,,,
93435,,,
934361,,,
934362,,,
93461,,,
934622,183,28,183
934623,,,
934624,,,
934631,,,
934632,,,
9346211,,,
9346212,,,
9346221,,,
9346222,,,
9346411,,,
9346412,,,
9346611,,,
9346612,,,
9346621,,,
9346622,,,
934663,,,
934664,,,
9346811,,,
9346812,,,
93471,,,
934711,,,
934712,,,
934713,,,
934714,,,
934715,,,
934731,,,
934734,,,
9347351,,,
9347352,,,
9347361,,,
9347362,,,
934737,,,
934738,,,
934761,,,
934762,,,
934763,,,
9347711,,,
9347712,,,
934772,,,
93483,,,
93484,,,
93485,,,
93486,19,17,19
93487,,,
93488,13,9,
93489,,,
93481,,,
934811,,,
934812,,,
934813,,,
934841,,,
934842,,,
934871,,,
9348721,,,
9348722,,,
934873,,,
934874,,,
934875,,,
93491,,,
934932,,,
934921,,,
934922,,,
934923,,,
934924,,,
934925,,,
934926,,,
934941,,,
9349421,,,
9349422,,,
934943,,,
934944,97,97,97
934945,47,38,47
934946,,,
934961,11,,11
934962,5,1,5
934963,,,
934964,,,
934965,,,
934966,,,
934967,,,
934968,,,
934969,,,
93497,,,
934971,,,
934972,,,
934973,,,
934974,,,
934975,,,
934976,5,1,5
934977,,,
9351,,,
9352,19,21,19
9353,141,14,141
9354,18,14,95
9355,22,9,22
9357,35,28,35
9359,,,
93512,36,43,36
93513,15,15,15
93514,,,
93515,272,39,272
93517,,,
93518,2,28,2
93521,18,83,18
93523,,,
93524,17,96,17
93525,24,14,24
93526,,,
93527,26,25,26
93528,277,267,277
93529,,,
9353,1,22,1
93531,215,215,92
93533,84,79,84
93535,,,
93537,249,222,249
93538,12,,12
93539,5,52,5
9354,,,
93541,,,
93542,,,
93543,,,
93545,,,
93548,,,
93549,4,,4
93511,,,
93512,,,
93513,,,
93514,,,
93515,,,
93516,52,48,52
93517,22,22,22
93518,,,
93519,,,
93511,,,
935111,,,
935112,,,
935113,,,
935114,,,
9351411,,,
9351412,12,,12
935142,,,
935143,,,
935144,8,8,8
935145,3,25,3
935146,,,
935147,94,99,94
935148,,,
935149,,,
93515,,,
9351511,,,
9351512,,,
935152,,,
93521,,,
935221,,,
935222,,,
935231,,,
935232,,,
93524,,,
935251,,,
935241,,,
935242,,,
935243,,,
935244,,,
9352451,,,
9352452,,,
935246,254,25,254
935247,,,
9398,,,
95251,,,
952531,18,,18
952532,,,
952533,,,
952534,,,
952535,,,
952536,18,5,
95262,,,
952611,,,
952621,,,
952632,,,
952651,,,
952661,,,
952671,,,
952681,,,
95291,,,
952931,,,
952961,,,
952983,,,
952984,,,
9531,,,
9534,,,
9535,,,
95331,,,
95361,,,
95311,,,
95312,15,14,15
95313,145,154,145
95314,,,
95315,,,
953161,,,
953162,,,
95317,,,
953181,4,34,4
953183,41,4,41
953184,,,
95321,35,31,35
95322,,,
953421,,,
953491,,,
953492,,,
95361,,,
95362,,,
95363,,,
95364,,,
9536211,,,
9536212,,,
954253,,,
954254,,,
954255,,,
954256,,,
975411,4,4,4
975412,,,
975413,,,
9754141,399,377,394
9754142,,,
975415,,,
975416,238,241,238
975417,,,
97542,,,
975421,21,24,21
975422,,,
97551,,,
975521,,,
975522,,,
97561,,,
97562,,,
97571,,,
97572,,,
97573,,,
97581,,,
975851,,,
97591,,,
9759511,,,
9759512,,,
9761,6,4,6
97611,,,
97612,,,
97613,,,
97614,,,
97621,,,
97631,,,
97641,,,
97671,,,
97672,15,12,15
97681,,,
97682,82,51,62
99121,,,
99122,6,5,6
991251,,,
991252,,,
991253,,,
991254,18,93,18
991311,,,
991312,,,
99132,,,
99141,127,13,127
99142,25,9,25
99143,646,573,571
99144,9,1,9
99145,18,92,96
99146,112,51,112
99147,429,422,429
99148,5,26,
99149,22,21,22
99141,,,
991411,,,
991412,46,46,46
991413,147,13,147
991414,,,
991415,13,11,13
991416,,,
991418,,,
991419,,,
99142,8,6,8
991421,75,6,75
991422,,,
991423,,,
991424,3,28,3
991425,12,86,12
9914261,,,
9914263,,,
9914264,,,
991427,,,
991428,,,
99151,,,
99152,,,
99153,,,
99154,,,
99155,,,
99156,,,
99157,,,
99158,,,
99159,63,59,44
99151,,,
991511,,,
991512,,,
991541,62,65,62
991542,,,
991545,15,15,15
991546,6,6,6
991547,,,
991548,,,
991549,,,
99155,,,
991551,,,
991571,,,
991572,,,
991573,,,
991574,,,
99161,,,
99162,,,
991611,,,
991651,,,
991652,,,
991653,,,
991654,17,17,17
991655,,,
991656,,,
991657,,,
9916581,,,
9916582,,,
991659,16,18,16
991661,,,
991662,,,
991671,,,
9916721,,,
9916722,,,
991673,,,
99171,58,34,58
99172,,,
99173,,,
99174,,,
99175,,,
99176,,,
99177,71,77,71
99178,,,
99179,,,
99171,66,49,66
991711,,,
991712,,,
991713,,,
991714,,,
991715,,,
991716,,,
991717,,,
991751,,,
991752,,,
991753,,,
991754,31,12,16
991755,,,
991756,,,
991757,,,
991758,,,
991759,,,
99176,,,
99181,,,
99182,,,
99183,,,
99184,,,
99185,,,
991861,,,
991862,,,
991841,6,6,6
991842,,,
991843,,,
991844,,,
991845,,,
991846,,,
991847,,,
991861,,,
991862,,,
99191,,,
99192,,,
991931,,,
991932,,,
991933,,,
991941,,,
9919421,,,
9919422,,,
993411,,,
9934311,,,
9934312,,,
993432,,,
993433,,,
993434,,,
993441,,,
993442,,,
993451,,,
9934521,,,
9934522,,,
993453,17,18,17
993454,,,
9934611,,,
9934612,,,
993471,,,
993472,,,
99348111,,,
99348122,,,
99348123,,,
99348124,,,
99348125,,,
99351,162,142,161
99352,,,
99353,519,473,519
99354,7,7,7
99355,9,1,9
99358,,,
99359,,,
99351,,,
993511,31,1,31
993512,1,6,1
993513,6,6,6
993514,,,
993515,,,
9935161,12,87,12
9935162,,,
993517,,,
993518,,,
993519,124,93,14
99352,,,
993521,,,
993522,,,
993523,7,9,7
993524,,,
993525,,,
993526,,,
9935271,,,
9935272,,,
993528,,,
993611,,,
993612,,,
993613,,,
9936141,148,93,148
9936142,17,22,17
993615,,,
911651,,,
9116611,,,
9116612,,,
911693,16,2,16
911694,,,
911695,229,21,229
911697,,,
911698,23,22,23
911699,,,
9116933,,,
9116934,18,18,18
9116935,,,
9116936,,,
9116937,,,
91169521,,,
91169522,,,
9116961,,,
9116962,,,
9116963,,,
9116964,4,3,4
9116965,,,
9116966,,,
9116967,8,77,8
9116968,373,371,37
911697,8,1,8
91171,,,
911711,,,
911712,2,2,2
911721,,,
911723,,,
911724,,,
911725,,,
911726,,,
911727,,,
911728,,,
911729,9,8,9
91173,,,
9117511,,,
9117512,,,
911752,,,
911753,,,
911754,,,
911771,,,
911781,,,
911791,,,
911792,76,47,76
911711,,,
9117111,,,
9117121,,,
9117131,,,
91171411,,,
91171413,,,
91171414,,,
9117151,,,
91171611,,,
91171612,36,,36
911871,,,
911872,,,
911873,52,5,52
9118751,,,
9118752,,,
9118771,,,
9118773,,,
9118774,,,
91198,,,
91352611,,,
91352612,,,
9135281,,,
9135291,,,
913531,17,12,15
913532,9,8,9
9135331,,,
9135332,,,
913534,,,
913535,,,
913536,,,
91353311,,,
91353312,,,
9135351,,,
9135352,,,
9135381,,,
91353821,,,
91353822,,,
913841,,,
913851,,,
913852,,,
913861,,,
9138811,,,
9138812,,,
9138813,,,
9138815,,,
913891,,,
9138921,,,
9138922,,,
91583,63,64,63
91584,4,41,
91585,22,21,22
91586,114,16,114
91587,,,
915815,,,
91582,,,
915825,,,
915831,,,
91591,,,
91592,,,
915911,,,
915922,,,
915925,,,
915931,,,
915932,,,
915941,,,
915944,,,
915945,87,74,67
915951,,,
915961,,,
915971,,,
915972,,,
915973,,,
915981,,,
1141,,,
11421,,,
11422,,,
11423,,,
11451,,,
11452,,,
1147,,,
1149,,,
1141,137,137,
11411,,,
11412,,,
11413,21,21,21
11414,36,29,36
11415,45,34,45
11416,,,
114171,,,
114172,,,
114181,,,
114182,,,
11419,,,
1142,,,
11421,,,
114221,,,
114222,,,
11425,11,11,
11428,,,
11429,,,
1143,,,
11431,,,
114322,,,
11433,62,58,62
11434,49,19,49
132,,,
133,,,
134,,,
135,8,6,8
1361,4,2,4
1362,,,
139,15,7,15
1311,,,
1312,,,
1313,,,
1314,15,8,15
1315,37,18,37
1316,145,89,145
13192,,,
1321,,,
1322,17,66,15
1323,2,15,2
1324,16,9,16
1325,,,
1326,22,14,22
1327,,,
1328,52,51,497
1329,297,182,297
1332,4,42,4
13111,,,
13114,,,
1312,,,
1313,,,
1314,,,
13152,7,2,7
13172,,,
1318,24,23,24
1319,,,
1311,,,
13111,,,
131121,,,
131122,,,
131123,,,
131124,,,
131125,,,
131126,,,
13113,,,
13114,,,
13115,,,
13116,,,
13117,,,
13118,,,
13119,,,
1312,,,
13121,,,
13122,33,33,33
13123,,,
13124,,,
13125,,,
13126,,,
13127,,,
13129,,,
1313,,,
13131,,,
13132,,,
13133,,,
13134,,,
131351,,,
131353,,,
131355,,,
131356,,,
131364,2,2,2
131367,,,
131368,,,
131361,,,
1313611,,,
1313612,,,
1313613,2,2,2
1313614,53,59,52
1313615,,,
13137,,,
13138,,,
131391,,,
131393,,,
131394,,,
1314,,,
13141,,,
13142,,,
13143,,,
131442,,,
131443,,,
131444,,,
131451,,,
131452,,,
131472,,,
131473,,,
131475,,,
131476,,,
131483,,,
131485,,,
131487,,,
131488,,,
131489,,,
131481,,,
131493,,,
131494,,,
131496,,,
131497,,,
131498,,,
131499,,,
1315,,,
13151,,,
13152,5,5,
13154,,,
131552,,,
13156,,,
131582,,,
13159,,,
1316,,,
13161,,,
13162,,,
131631,,,
131632,,,
131635,,,
131641,,,
131644,,,
131661,,,
131662,,,
131664,14,13,14
131668,,,
131681,,,
131684,,,
131691,,,
131694,,,
13981,,,
13991,,,
15511,,,
15513,8,6,8
15514,,,
15515,,,
1552,,,
15531,,,
15532,,,
15541,,,
15543,,,
15545,34,34,34
15546,26,26,
15547,,,
15548,,,
15551,,,
15553,59,33,35
15554,,,
15561,,,
15562,,,
15571,,,
15573,,,
15574,,,
15575,,,
15576,,,
15581,22,22,22
15582,,,
15583,,,
15591,,,
15592,36,36,36
15513,11,11,
15514,9,9,
15515,,,
15516,,,
15517,,,
155111,,,
155112,,,
155113,,,
155121,,,
155122,6,6,
155123,6,6,6
155124,,,
155125,,,
155131,,,
155132,,,
155133,,,
155135,,,
155136,,,
15514,,,
15515,,,
155171,,,
155172,,,
155181,,,
155182,9,9,
15519,1,1,1
1111,8,8,
11121,,,
11122,,,
1113,,,
1114,31,9,6
11151,,,
11152,,,
1116,59,26,59
11171,,,
11172,,,
11181,,,
11182,,,
11191,,,
11192,,,
11111,,,
11112,2,,2
11111,7,67,7
11112,,,
111131,,,
111132,1,1,1
111141,,,
111142,15,11,15
11115,,,
11116,18,12,18
111172,55,28,55
111183,,,
111184,33,21,28
111191,,,
111192,,,
11121,,,
11122,7,7,7
111211,34,34,34
111212,182,153,182
111221,,,
111222,,,
111231,,,
111232,14,14,14
11124,1118,1118,1118
111251,268,266,268
111252,189,14,189
11126,,,
111271,,,
111272,,,
111281,42,,42
111282,256,23,256
11129,295,295,295
1113,12,12,12
11131,5,45,
11132,,,
111331,,,
111332,,,
11134,,,
11135,164,91,114
11136,,,
11137,96,88,96
11138,79,6,79
11139,4,31,4
11141,,,
11142,,,
11141,,,
111421,9,2,9
111422,,,
11143,,,
11144,25,2,25
11146,58,362,48
111471,271,25,271
111472,395,317,395
111481,247,22,147
111482,24,15,24
111491,164,155,164
111492,31,26,31
11151,,,
11152,277,246,277
111521,177,166,177
111531,,,
11155,3,3,3
11156,,,
11158,452,431,352
11159,154,773,916
111622,,,
11164,,,
11165,,,
11166,,,
11167,,,
111681,54,53,54
111682,,,
111684,175,174,175
11169,6,3,6
1117,7355,3873,7355
11171,,,
11172,7,,7
111731,,,
111734,57,5,57
111741,,,
111743,,,
111744,,,
111746,,,
111747,57,,57
111748,24,13,24
111749,5,12,5
111752,117,99,117
111753,182,157,157
111754,113,95,113
111761,,,
111763,,,
111764,,,
111765,279,221,279
111773,33,3,33
111777,,,
111778,,,
111779,79,76,79
111783,458,36,458
111784,,,
111786,462,453,462
111787,,,
111788,51,37,51
111789,,,
111791,,,
111793,,,
11181,,,
11182,21,17,21
11181,,,
11182,,,
111831,2,14,2
111832,,,
111842,4739,3872,4639
111841,,,
111871,9,82,9
111872,142,13,142
111882,35,17,35
111883,36,341,36
111884,13,,13
111893,,,
111894,336,336,336
1119,,,
111912,,,
111921,,,
111923,,,
111924,44,44,44
111931,213,158,213
111932,,,
11194,981,981,981
111951,43,35,43
111953,,,
111954,,,
111955,8,8,8
111957,,,
111958,,,
111959,,,
111961,,,
111962,14,14,14
111963,58,8,58
111964,17,,17
11197,148,88,148
111981,,,
111982,,,
111983,133,98,133
111984,,,
111987,198,168,198
111981,,,
1119811,842,812,842
111991,,,
111992,,,
111993,,,
111994,22,29,22
111995,,,
111996,,,
111997,,,
11111,37,36,37
11112,935,926,935
11113,186,47,186
11114,532,454,48
11115,1,,1
11116,246,22,246
11117,67,67,67
11118,,,
11119,,,
11111,,,
111111,1818,117,1788
1212,65,62,6
12131,41,41,41
12132,44,42,44
1214,,,
1215,895,765,82
1216,73,63,73
1217,285,285,285
12186,,,
12188,,,
12189,32,26,32
12191,,,
12192,,,
1211,,,
12111,,,
121121,,,
121122,3,2,3
121123,18,12,18
12114,21,153,143
1211514,,,
1211515,,,
1211516,,,
1211517,,,
1211519,,,
121152,,,
1211521,,,
121163,,,
121164,,,
121171,,,
121172,,,
121181,,,
121182,,,
121183,79,63,79
121185,,,
121186,,,
1211811,,,
1211813,,,
1211814,,,
121192,,,
121197,,,
121198,,,
1212,,,
121211,,,
121212,,,
121221,,,
121222,,,
121224,,,
121225,,,
121227,,,
121228,,,
121229,,,
121221,,,
1212217,,,
1212218,,,
1212219,,,
121222,,,
121118,15,15,15
123411,,,
123412,,,
123421,,,
123422,,,
12521,,,
12522,,,
1253,,,
1254,,,
1255,,,
1256,,,
1257,,,
12583,,,
12584,,,
12585,,,
12586,,,
1259,,,
1251,,,
12511,,,
12512,,,
125131,,,
125132,14,7,14
125142,,,
125143,,,
125144,,,
125151,,,
125152,27,19,27
12516,131,11,12
12517,,,
12518,,,
12519,,,
1252,,,
12522,,,
12523,,,
12524,,,
12525,,,
125261,,,
125263,,,
125264,,,
125265,,,
125266,,,
125267,,,
125268,,,
125271,,,
125272,,,
125273,,,
125274,6,52,6
125275,,,
1271,,,
1272,,,
1273,,,
1274,,,
129611,,,
129612,,,
12962,,,
12963,,,
12964,21,2,21
12965,11,,
12966,,,
12967,14,,14
129611,,,
129612,,,
129611,,,
1296121,,,
1296122,,,
1296213,,,
1296214,,,
1296216,15,1,15
1296217,3,3,3
1296218,,,
1296219,,,
1296231,34,21,34
1296232,,,
129624,,,
129625,,,
129626,176,16,176
129628,116,16,116
129629,,,
12963,,,
1296312,,,
1296314,16,11,1
1296315,6,3,6
1296316,,,
1296317,,,
1296412,,,
12964123,,,
12964124,,,
12964125,,,
12964126,,,
12964127,,,
12964128,,,
1296421,,,
1296422,38,29,38
1296431,,,
1296432,17,5,17
129644,,,
129645,67,67,67
1296461,,,
1296462,,,
129647,6,36,6
129648,95,54,93
1296491,5,5,5
1296492,134,123,134
129651,,,
1296521,,,
1296522,,,
12965121,,,
12965122,,,
12965123,,,
12965124,,,
12965125,,,
1296521,6,8,6
1296522,,,
12965231,,,
12965234,,,
12965235,,,
12965236,,,
1296611,,,
1296613,,,
1296614,,,
129662,,,
1296631,,,
1296632,,,
129664,,,
129665,,,
129666,,,
129667,,,
129668,,,
129669,,,
129671,,,
1296811,,,
1296812,,,
129682,,,
129683,,,
129684,,,
1296851,,,
1296852,,,
1296861,,,
1296862,,,
129691,,,
129692,,,
129693,,,
129694,,,
129697,,,
1296981,,,
1296982,,,
1296991,,,
1296992,,,
129711,,,
129712,,,
1297131,,,
12971322,,,
12971332,,,
12971334,,,
12971335,,,
12971336,,,
12971337,,,
12971338,,,
12971339,,,
1297134,,,
129714,295,161,295
129715,,,
129716,,,
12998,,,
129981,,,
1211112,,,
1211113,,,
1211114,,,
121112,,,
1211134,,,
1211135,,,
1211136,,,
1211137,,,
1211138,,,
1211141,,,
1211142,,,
1211143,,,
1211145,,,
1211146,,,
1211147,,,
1211152,,,
1211153,,,
1211154,,,
1211161,,,
1211163,,,
1211164,,,
1211165,,,
1211166,,,
1211167,,,
1211169,,,
1211161,,,
12111611,,,
12111612,,,
1211171,,,
1211172,,,
121118,,,
1211191,,,
1211192,,,
121111,,,
1211211,,,
1211213,,,
1211214,,,
1211224,,,
