FIPS,Total Population,Area Land,Internet Total,No Internet Access
481130014003,817,0.143413,456,41
481130014004,568,0.09484638,223,10
481130015021,927,0.09765065,394,48
481130015022,546,0.184163,225,79
481130015023,917,0.06190415,363,108
481130015024,1338,0.05965973,356,135
481130015031,1048,0.07313586,499,219
481130015032,1089,0.07708723,347,236
481130015033,680,0.09062243,371,34
481130015041,915,0.04970757,288,20
481130015042,247,0.0336878,141,69
481130015043,881,0.08562588,413,81
481130015044,423,0.06772232,311,58
481130016001,2316,0.2372636,1334,11
481130016002,2116,0.2482614,1250,275
481130017011,454,0.2365976,257,12
481130017031,944,0.1427292,595,0
481130017032,1412,0.076888,906,0
481130017033,1238,0.04141795,725,0
481130017041,1384,0.05828907,942,0
481130017042,535,0.06898063,399,46
481130018001,1476,0.0573381,939,35
481130018002,4349,0.2339613,2874,59
481130019001,2756,0.1643525,1836,0
481130019002,4652,0.2891434,2903,0
481130020001,1889,0.4022312,1120,75
481130020002,781,0.232869,412,192
481130020003,475,0.1152557,268,58
481130020004,1465,0.1071993,372,38
481130020005,1654,0.0656505,510,166
481130021001,904,0.2246458,618,93
481130021002,1434,0.1555837,927,12
481130022001,1932,0.3444221,1221,269
481130022002,572,0.2931778,376,0
481130024001,406,0.1032067,202,62
481130024002,1250,0.2741376,354,90
481130024003,1133,0.107587,361,75
481130025001,1395,0.7387644,580,324
481130025002,1707,0.2374401,437,154
481130025003,1683,0.316703,318,103
481130025004,1571,0.3297363,459,163
481130027011,769,0.2920388,312,187
481130027012,1473,0.1726525,557,254
481130027013,563,0.1220017,156,108
481130027014,870,0.1345454,250,99
481130027021,707,0.1474748,223,72
481130027022,1049,0.2655078,405,183
481130031011,2345,0.1823796,1680,54
481130031012,1282,0.1819248,821,28
481130034001,542,0.6100773,187,78
481130034002,719,0.2604915,351,165
481130037001,901,0.1629181,415,111
481130037002,1006,0.1366605,421,272
481130037003,1076,0.2535039,279,101
481130037004,424,0.07694939,124,68
481130038001,587,0.1282083,192,63
481130038002,1143,0.2117095,417,202
481130038003,665,0.1461509,270,98
481130039011,875,0.2207416,317,116
481130039012,1209,0.2482679,382,136
481130039021,687,0.1339107,193,66
481130039022,1384,0.3158837,562,197
481130040001,712,0.4973378,266,113
481130040002,473,0.6921341,186,92
481130041001,963,0.2372478,265,35
481130041002,444,0.6097472,161,54
481130042011,969,0.4092641,445,36
481130042012,1207,0.182541,375,88
481130042013,628,0.2170562,251,9
481130042014,653,0.104141,294,48
481130042015,590,0.07621889,279,33
481130042021,661,0.1070171,297,35
481130042022,1121,0.1188589,466,97
481130042023,356,0.2661707,187,0
481130043001,1321,0.7475633,799,29
481130043002,794,0.4831563,329,89
481130043003,937,0.5557423,286,74
481130044001,732,0.1533192,357,0
481130044002,1687,0.4443353,787,34
481130044003,1117,0.2033318,427,98
481130045001,186,0.08604287,73,0
481130045002,2590,0.1876198,682,207
481130045003,1740,0.3101957,629,36
481130045004,1618,0.1833317,395,97
481130046001,1121,0.156198,544,141
481130046002,887,0.1190739,420,0
481130047001,1133,0.1782448,219,47
481130047002,903,0.0978464,299,44
481130047003,1211,0.0969186,355,81
481130048001,1000,0.1512065,289,79
481130048002,601,0.06468987,232,68
481130048003,231,0.1760275,80,16
481130048004,743,0.2618896,230,34
481130049001,1005,0.1864399,297,44
481130049002,1612,0.3002103,669,201
481130049003,866,0.1662981,308,135
481130049004,606,0.1928059,230,75
481130050001,956,0.1757869,180,46
481130050002,1306,0.1325651,367,82
481130050003,1583,0.2376482,557,119
481130051001,1448,0.2168199,454,85
481130051002,1326,0.1638907,340,49
481130052001,1250,0.2086616,443,9
481130052002,1338,0.1375408,328,18
481130052003,1401,0.1270357,318,34
481130052004,817,0.09383171,246,65
481130053001,1566,0.1742058,523,178
481130053002,1160,0.1434227,355,70
481130053003,1338,0.1180677,348,112
481130053004,1793,0.1532976,525,102
481130053005,1167,0.2235705,463,94
481130054001,2339,0.454221,711,172
481130054002,1183,0.207101,270,60
481130054003,1260,0.1213179,427,246
481130054004,1259,0.2392363,285,101
481130055001,524,0.2607595,122,45
481130055002,1185,0.2582414,360,53
481130055003,1549,0.2841399,459,257
481130055004,1249,0.2434675,359,111
481130056001,2020,0.1775977,459,179
481130056002,1315,0.190331,315,125
481130056003,2393,0.3299683,619,303
481130056004,1838,0.254178,368,163
481130057001,1413,0.3513827,689,346
481130057002,1637,0.2892705,446,161
481130057003,520,0.1458818,254,151
481130057004,1569,0.3039327,497,271
481130059011,1157,0.2073006,331,120
481130059012,1008,0.2290119,377,141
481130059013,1108,0.1434381,435,234
481130059014,720,0.1374528,238,133
481130059015,696,0.232352,268,105
481130059016,808,0.1702603,375,152
481130059021,1834,0.2278536,443,214
481130059022,3146,0.5308125,1150,405
481130060011,994,0.1442458,262,91
481130060012,1749,0.1882117,410,97
481130060013,2263,0.1237002,476,97
481130060021,3457,0.6409153,1153,237
481130060022,1103,0.1204612,374,32
481130060023,1189,0.1461412,466,141
481130061001,2022,0.5042753,718,147
481130061002,2537,0.4823405,855,354
481130062001,1650,0.1494872,520,145
481130062002,602,0.2685777,269,27
481130062003,2531,0.3321166,693,53
481130062004,1692,0.1488567,462,55
481130062005,751,0.1845256,232,130
481130063011,1858,0.144574,497,48
481130063012,1108,0.1069978,293,9
481130063013,348,0.09161819,131,55
481130063014,855,0.1094468,222,17
481130063015,856,0.4117915,355,105
481130063016,981,0.1113777,196,13
481130063021,2065,0.2156937,568,55
481130063022,906,0.2185528,369,20
481130063023,1576,0.1984334,439,72
481130064011,1406,0.1503926,392,74
481130064012,1343,0.1524494,309,85
481130064021,2148,0.1156492,520,209
481130064022,1742,0.1785873,506,218
481130064023,526,0.1250847,159,70
481130064024,1102,0.09946842,278,69
481130065011,2464,0.2254196,574,155
481130065012,2607,0.1840966,637,149
481130065013,1378,0.1159125,315,91
481130065021,1268,0.1323303,260,76
481130065022,2068,0.1510061,484,145
481130065023,959,0.3639708,265,99
481130067001,1925,0.2230914,514,244
481130067002,3233,0.5733895,779,301
481130067003,1464,0.1118133,445,181
481130067004,779,0.1403559,282,111
481130068001,1833,0.2409594,455,78
481130068002,2274,0.2463367,699,227
481130068003,1125,0.1452227,719,197
481130069001,800,0.3815944,402,190
481130069002,1637,0.09179811,479,261
481130069003,1874,0.139081,469,47
481130071011,1623,0.2059689,871,20
481130071012,789,0.2497251,253,0
481130071021,1570,0.2205122,606,107
481130071022,862,0.1979886,297,0
481130071023,740,0.1403261,428,62
481130071024,1605,0.2530263,719,14
481130071025,631,0.1539057,237,58
481130072011,2006,0.1395389,622,283
481130072012,755,0.1604772,214,77
481130072013,1826,0.05728289,632,151
481130072014,1188,0.08869269,298,64
481130072015,2507,0.06732541,807,238
481130072021,1256,0.0536126,365,106
481130072022,1890,0.03637507,612,113
481130072023,1639,0.0455755,611,86
481130072024,1317,0.08186756,481,98
481130072025,1777,0.1253114,549,173
481130073011,988,0.3427089,395,5
481130073012,766,0.3969254,355,0
481130073021,755,0.3260834,389,43
481130073022,792,0.3005076,360,0
481130073023,1278,0.5504199,479,0
481130073024,1286,0.2410892,527,55
481130076011,970,0.6927727,363,24
481130076012,890,0.3736932,366,26
481130076041,1067,0.3297467,399,13
481130076042,853,0.2506212,375,10
481130076043,1122,0.4528434,391,0
481130076051,563,0.6956298,191,0
481130076052,1087,0.2883956,586,40
481130077001,925,0.225296,291,0
481130077002,1136,0.1045337,763,63
481130077003,1284,0.3974887,448,16
481130077004,2278,0.2833766,1385,207
481130078011,1168,0.6989256,769,51
481130078012,923,0.235142,430,0
481130078041,2076,0.2932423,1202,0
481130078042,1149,0.252944,305,67
481130078043,1244,0.453267,430,96
481130078044,2318,0.1393311,1182,119
481130078051,1192,0.2662549,784,280
481130078052,588,0.5409126,273,0
481130078053,1014,0.2324493,422,77
481130078091,1148,0.1492852,503,122
481130078092,1726,0.6565988,843,54
481130078101,0,0.221562,0,0
481130078102,1389,0.08784404,657,159
481130078103,1378,0.2684178,494,0
481130078104,2170,0.2950778,814,61
481130078111,1725,0.0759629,787,129
481130078112,766,0.06365049,330,76
481130078113,916,0.1539856,511,0
481130078114,3075,0.1042318,1467,337
481130078121,1907,0.3569453,737,8
481130078122,1553,0.7409502,641,0
481130078151,446,0.04499828,186,62
481130078152,2206,0.192414,798,192
481130078153,3287,0.2544004,1064,268
481130078181,1981,0.04615234,614,173
481130078182,1674,0.03387931,768,247
481130078183,776,0.03043605,444,102
481130078184,1077,0.02602058,587,25
481130078191,1585,0.1729023,981,177
481130078192,587,0.0932653,201,47
481130078201,1974,0.11048,729,203
481130078202,1191,0.03272834,459,110
481130078203,2636,0.08927687,1037,405
481130078211,1671,0.03792103,653,220
481130078212,970,0.03580634,402,77
481130078213,1137,0.4294719,490,117
481130078221,1247,0.452326,708,70
481130078222,279,0.1410134,216,57
481130078231,710,0.2674792,279,15
481130078232,610,0.2864708,176,23
481130078233,138,0.06744239,0,0
481130078241,884,0.1860391,381,12
481130078242,1001,0.2655167,362,6
481130078251,1946,0.3155895,799,0
481130078252,792,0.1872364,424,60
481130078253,528,0.04119942,258,52
481130078254,1141,0.1149951,444,54
481130078255,1311,0.02878816,444,102
481130078261,1036,0.2284964,642,20
481130078271,1090,0.07920036,442,56
481130078272,863,0.05341299,413,69
481130078273,1363,0.06786866,540,32
481130079021,1612,0.2661862,854,102
481130079022,1159,0.2209296,562,70
481130079023,1339,0.3332869,662,35
481130079024,650,0.1055518,342,0
481130079025,471,0.2331513,245,0
481130079031,1185,0.2019438,589,61
481130079032,989,0.2718383,457,35
481130079061,906,0.1770688,363,0
481130079062,1276,0.3020821,660,8
481130079091,973,0.04383418,640,18
481130079092,1368,0.1501926,833,65
481130079101,1603,0.1582254,1036,38
481130079102,1159,0.03367738,699,46
481130079111,1592,0.0770131,1100,54
481130079112,1019,0.08524402,652,0
481130079121,1004,0.1218326,579,16
481130079122,841,0.07642931,429,7
481130079131,1183,0.05686243,700,64
481130079132,822,0.04744153,421,40
481130079133,962,0.1296948,686,89
481130079141,2104,0.2820716,1179,13
481130079142,966,0.04834849,597,60
481130080001,1659,0.3546445,605,16
481130080002,974,0.2627367,370,0
481130080003,1579,0.2186439,531,0
481130080004,728,0.8544507,295,0
481130080005,830,0.2728932,304,0
481130080006,1480,0.2974249,600,71
481130081001,1596,0.510768,1138,201
481130081002,1172,0.3613797,435,0
481130081003,1254,0.4332711,611,68
481130081004,1492,0.5453519,654,33
481130081005,977,0.2182439,523,16
481130082001,716,0.2319964,315,34
481130082002,719,0.1140978,321,104
481130082003,1315,0.534665,566,21
481130082004,646,0.1938831,407,168
481130084001,1075,0.6485671,286,27
481130084002,1490,0.1903974,368,153
481130084003,1345,0.2742437,431,163
481130084004,1320,0.204038,342,89
481130084005,1133,0.2740673,355,142
481130084006,1882,0.1976229,560,249
481130084007,1345,0.5909587,351,195
481130085001,1111,0.3526588,323,150
481130085002,1285,0.1375342,278,34
481130085003,1227,0.3276359,369,138
481130085004,1441,0.2227304,283,66
481130086031,471,2.84375,168,76
481130086032,80,0.3551684,22,8
481130086041,1422,0.3791431,491,280
481130086042,1465,0.108014,645,445
481130087011,1109,0.1855738,409,282
481130087012,676,0.4475384,408,215
481130087013,617,0.1604837,194,97
481130087014,1187,0.159481,379,188
481130087015,1805,0.588856,676,428
481130087031,1058,0.1823275,362,224
481130087032,1976,0.3687469,633,336
481130087041,1070,0.3039863,424,149
481130087042,1722,0.1977832,762,523
481130087043,1017,0.3958721,388,290
481130087051,624,0.3229166,219,98
481130087052,779,0.2986987,272,168
481130088011,743,0.4963208,345,197
481130088012,1155,0.2082338,357,103
481130088013,1000,0.1993341,356,209
481130088021,441,0.1465065,137,100
481130088022,733,0.1650598,415,329
481130088023,1125,0.1834638,382,145
481130088024,978,0.1255921,376,227
481130088025,843,0.1689664,415,307
481130088026,631,0.1725896,192,117
481130089001,1034,0.5926016,337,61
481130089002,727,0.187509,296,130
481130089003,1789,0.2732283,667,136
481130090001,1233,0.1889449,465,219
481130090002,2150,0.3287008,565,203
481130090003,869,0.2189647,316,180
481130090004,1152,0.2601027,489,243
481130090005,3652,0.6770348,927,365
481130091011,1242,0.4985023,388,193
481130091012,1358,0.3817415,387,147
481130091013,1062,0.1273635,344,187
481130091014,2146,0.3152995,507,55
481130091031,1986,0.3159239,515,199
481130091032,1736,0.1574289,570,392
481130091041,1841,0.2342783,472,129
481130091042,1803,0.2243551,459,122
481130091051,1941,0.1618787,534,307
481130091052,1009,0.1370192,263,88
481130091053,1041,0.2396567,269,109
481130092011,2054,0.258661,581,396
481130092012,416,0.2416957,173,70
481130092013,938,0.265407,321,140
481130092014,2179,0.2360598,543,249
481130092015,1186,0.1624548,249,192
481130092021,2998,0.3494506,633,165
481130092022,1911,0.3707596,545,241
481130092023,1966,0.3526194,542,224
481130093011,1734,0.3452541,369,231
481130093012,1286,0.313508,342,69
481130093013,2045,0.392215,557,124
481130093031,1411,1.637237,398,122
481130093032,1457,0.1670649,344,121
481130093033,1356,0.1747016,332,123
481130093041,1264,0.4582612,412,214
481130093042,1662,0.1873777,594,414
481130093043,927,0.0616331,366,191
481130093044,2890,0.4268391,827,349
481130094011,1413,0.2127211,489,69
481130094012,1212,0.2074944,467,13
481130094013,759,0.1897105,382,43
481130094021,1351,0.3563885,643,37
481130094022,1145,0.2781318,491,0
481130095001,911,0.5294824,408,10
481130095002,1201,0.5264237,457,12
481130096031,683,0.2203871,253,0
481130096032,2200,0.5639864,957,101
481130096033,1617,0.5770594,641,8
481130096041,1107,0.2623371,531,115
481130096042,1112,0.1195253,757,174
481130096043,1314,0.4042926,550,21
481130096044,1023,0.130757,373,56
481130096051,1813,0.4166625,594,60
481130096052,1603,0.1091418,643,146
481130096071,1266,0.4069154,430,0
481130096072,869,0.2504259,391,33
481130096073,1340,0.2524344,480,0
481130096081,795,0.2151558,313,10
481130096082,857,0.2645719,354,0
481130096083,1672,0.3934084,588,38
481130096091,561,0.2332007,205,0
481130096092,788,0.2964315,338,25
481130096093,720,0.2922708,286,0
481130096094,986,0.2206122,386,30
481130096101,1345,0.03709901,476,193
481130096102,2240,0.2724696,548,219
481130096103,1806,0.1807869,427,141
481130096111,1037,0.200248,494,94
481130096112,1337,0.1586575,339,9
481130096113,1238,0.1780746,441,24
481130097011,1655,0.3175783,518,47
481130097012,2053,0.3471352,531,123
481130097013,1309,0.318237,428,8
481130097021,1009,0.2211269,372,0
481130097022,2120,0.5046576,846,33
481130098021,1420,0.1791896,380,32
481130098022,1375,0.07714785,434,89
481130098023,997,0.1235786,315,70
481130098024,609,0.07087446,196,46
481130098025,1453,0.1480756,553,149
481130098031,1166,0.1930078,384,49
481130098032,378,0.3159258,120,49
481130098033,722,0.05191762,234,32
481130098041,2309,0.06190145,736,285
481130098042,902,0.2145778,256,51
481130098043,2217,0.06969917,725,259
481130098044,2717,0.05368442,677,107
481130099001,2558,0.7508131,1390,90
481130099002,1813,8.272923,790,186
481130100001,7702,3.832617,1731,23
481130100002,2691,8.292036,888,94
481130101011,1352,0.6614012,419,92
481130101012,1341,0.1735213,331,91
481130101013,1964,0.2092624,574,206
481130101021,602,0.3918196,170,64
481130101022,1465,0.1754533,412,124
481130101023,979,0.1183527,273,105
481130105001,1366,0.2307084,421,118
481130105002,1654,1.682236,406,68
481130106011,1621,0.4760752,493,187
481130106012,3879,1.368415,880,277
481130106013,603,0.8048736,124,14
481130106021,1641,0.9115849,474,141
481130106022,1331,0.1664718,421,94
481130107011,4782,3.462254,1680,506
481130107012,979,0.4093818,199,66
481130107031,1448,0.3574735,440,107
481130107032,1431,1.704639,400,184
481130107041,2673,1.015295,756,140
481130107042,3201,1.090817,887,273
481130108011,2129,0.1684066,720,209
481130108012,2095,0.240071,533,133
481130108013,3895,0.3767496,1222,376
481130108014,1662,0.3448974,484,160
481130108031,1061,0.2110763,383,92
481130108032,862,0.262514,306,110
481130108033,1101,0.482732,346,0
481130108034,1289,0.3639874,369,155
481130108035,2562,0.4318769,816,109
481130108036,1493,0.5705718,492,37
481130108041,2929,0.6618799,1030,405
481130108042,2804,0.1133893,798,266
481130108051,2821,0.5565296,918,315
481130108052,846,0.1972893,219,50
481130108053,2725,0.424502,667,125
481130109021,3491,1.016695,1011,119
481130109022,990,0.08423823,418,291
481130109023,3753,0.1728305,1614,847
481130109031,2721,1.068432,1058,418
481130109032,710,0.02350474,429,169
481130109041,1086,1.844571,391,218
481130109042,2577,1.15036,1398,613
481130110011,1036,0.1928372,343,44
481130110012,903,0.2673422,388,145
481130110013,2014,0.1718298,938,549
481130110014,1770,0.2844708,492,217
481130110015,1265,0.2148998,381,205
481130110016,1053,0.1543366,320,23
481130110021,1514,0.621245,467,90
481130110022,1122,0.2740518,440,143
481130110023,756,0.1897016,337,99
481130111011,1332,0.6879202,487,93
481130111012,1409,0.4775563,526,69
481130111013,1995,0.739905,643,180
481130111031,1331,0.3478881,367,182
481130111032,1402,0.2407034,488,268
481130111033,1070,0.2557487,385,144
481130111041,1520,0.1765749,386,203
481130111042,1003,0.1302141,383,110
481130111043,1180,0.1624621,426,238
481130111044,360,0.2895017,155,45
481130111051,1880,0.2795075,555,191
481130111052,2063,0.189207,712,404
481130111053,986,0.1381211,400,180
481130112001,3845,2.266388,1415,445
481130112002,1873,0.3241108,522,243
481130112003,1616,0.2922963,714,324
481130113001,2140,2.424855,828,262
481130113002,1555,0.2624001,567,239
481130113003,1506,0.2743264,679,265
481130114011,1850,1.02813,678,401
481130114012,1688,0.9573778,483,199
481130114013,1915,0.2924357,765,423
