FIPS,Total Population,Area Land,Internet Total,No Internet Access
480759502001,886,1.838183,472,185
480759502002,649,3.209075,252,141
480759502003,681,3.47825,231,31
480759502004,1828,1.100876,731,139
480759502005,893,0.6578135,423,80
480770302001,775,0.5861127,355,127
480770302002,507,4.998534,200,50
480770302003,1355,8.308507,534,84
480770302004,429,1.299302,160,28
480770303011,1148,273.29,434,86
480770303012,1077,133.6819,383,78
480770303013,559,29.19744,256,87
480770303014,1727,52.42975,662,151
480770303021,1047,240.3189,405,101
480770303022,764,180.4009,269,39
480770303023,1015,164.2097,447,54
480799501001,796,765.7494,259,58
480799501002,1557,6.406567,538,184
480799501003,534,2.994299,201,51
480819501001,566,323.8535,352,59
480819501002,972,25.34669,425,110
480819502001,1101,1.39849,516,137
480819502002,664,560.871,351,113
480839503001,502,13.68049,205,38
480839503002,207,3.277743,130,58
480839503003,970,0.4447866,273,27
480839503004,911,3.058625,339,45
480839503005,1095,0.6209241,500,87
480839503006,857,1.713055,411,157
480839506001,647,237.7082,274,32
480839506002,636,287.6161,259,66
480839507001,741,372.1806,325,53
480839507002,977,330.6939,464,110
480839507003,791,10.95135,243,42
480850301001,1695,28.14086,619,147
480850301002,1809,35.49957,526,118
480850301003,2617,59.7792,904,145
480850302011,1945,25.4389,614,38
480850302012,1415,9.772775,483,105
480850302021,1445,39.97158,508,48
480850302022,2031,18.43389,644,55
480850302031,6235,5.048475,1760,169
480850302032,6280,5.847866,1721,0
480850302033,1237,1.42818,284,0
480850302034,5897,10.75754,1804,138
480850302035,2683,14.71906,843,97
480850303011,666,5.057505,247,4
480850303012,6683,3.938187,2116,12
480850303021,2634,3.937112,737,0
480850303022,2414,1.968846,681,53
480850303031,2754,1.019438,736,31
480850303032,2801,0.657959,985,36
480850303033,2805,2.148021,883,0
480850303041,4157,7.607052,1170,66
480850303042,1889,0.83021,559,51
480850303051,3886,32.08014,1180,0
480850303052,1044,21.26899,371,11
480850303053,7032,13.11795,1824,44
480850303054,3192,14.71565,851,0
480850303055,1556,1.584365,651,24
480850303056,726,0.8566422,296,65
480850304031,2147,0.8492109,802,59
480850304032,1958,0.4067096,627,0
480850304033,1785,0.4128648,500,16
480850304041,2322,0.239642,759,0
480850304042,694,0.189502,355,0
480850304043,1759,0.3160401,571,0
480850304044,1157,0.4067671,506,38
480850304051,1942,0.2754503,942,105
480850304052,2221,0.4491086,884,0
480850304053,909,0.3447379,376,52
480850304061,2725,0.9075984,954,64
480850304062,2359,0.2595468,986,47
480850304071,2636,0.9097494,807,29
480850304072,1652,0.3539615,756,0
480850304081,877,1.428518,566,22
480850304082,1923,0.9112475,506,109
480850304083,1173,0.3014871,396,0
480850304084,1896,0.3418587,691,94
480850304085,1253,0.2277192,655,11
480850304086,553,0.5493346,180,0
480850305041,1928,1.351517,957,28
480850305042,1714,0.8258401,876,7
480850305051,3188,1.004186,2211,32
480850305052,1973,1.114519,892,22
480850305061,1141,0.9455322,404,24
480850305062,1822,0.2749546,682,0
480850305071,1040,0.4791613,330,0
480850305072,710,0.1451049,300,0
480850305081,1770,0.2937604,617,0
480850305082,1870,0.2608228,667,0
480850305083,1960,0.2820839,700,66
480850305084,1477,0.2722712,552,23
480850305091,1408,0.2103141,457,33
480850305092,1409,0.1918573,448,0
480850305101,1788,0.2226037,628,0
480850305102,1667,0.3155636,554,27
480850305111,9646,3.96513,2751,0
480850305112,1281,0.265368,399,18
480850305113,1138,0.2248806,495,0
480850305121,2318,0.441965,624,0
480850305122,2920,0.6470852,794,0
480850305131,4844,2.378784,2512,163
480850305132,8254,2.121759,3217,112
480850305141,1996,0.2775021,706,40
480850305142,1543,0.2876257,506,12
480850305143,1890,0.7924824,626,0
480850305144,2025,0.2210578,647,107
480850305151,3216,0.3825296,1081,46
480850305152,3123,0.5050247,1056,0
480850305161,3482,0.4066741,1033,0
480850305162,4087,0.9770868,1267,64
480850305171,7022,1.300505,2668,124
480850305172,2376,0.2727005,731,0
480850305181,3734,1.51288,981,15
480850305182,3645,4.612434,1087,20
480850305191,3892,9.815425,1222,63
480850305192,1074,0.7316235,518,0
480850305201,2667,0.5028344,793,0
480850305202,2589,0.324093,797,0
480850305203,1686,0.2351208,504,0
480850305211,1204,0.2165732,310,0
480850305212,2731,0.5544026,775,0
480850305213,1229,0.1732456,366,0
480850305221,9618,1.499171,2784,104
480850305222,2402,0.5370666,635,0
480850305231,1531,0.3574167,491,0
480850305232,2173,0.2793816,677,39
480850305233,2278,0.38455,735,11
480850305234,4079,0.7663035,1179,0
480850305235,1839,0.2530475,628,42
480850305241,4809,1.932017,1504,16
480850305242,899,0.1453153,332,28
480850305251,2168,0.4334128,809,0
480850305252,1490,0.275219,460,26
480850305253,2598,0.8229918,898,38
480850305261,2647,0.8005049,919,53
480850305262,2518,0.5203051,914,11
480850305263,6057,1.410884,2142,74
480850305271,3552,1.028129,1026,0
480850305272,1660,0.7018079,495,0
480850305281,3110,1.022409,1216,23
480850305282,5582,0.9929811,2072,89
480850305291,2829,0.4902671,1008,12
480850305292,584,0.1612448,217,0
480850305301,2823,0.7218771,1023,0
480850305302,3269,0.5265082,1326,139
480850305311,1653,0.4362831,681,18
480850305312,5513,1.166766,1873,65
480850306011,4811,1.267553,1860,158
480850306012,1783,0.5289801,649,18
480850306013,2636,0.6843669,705,23
480850306014,1457,0.7346408,520,13
480850306031,5512,2.29965,1779,74
480850306032,1887,0.3520244,603,16
480850306033,2101,0.7255589,851,158
480850306041,2713,0.9293889,714,53
480850306042,501,0.8996899,0,0
480850306051,2251,0.4534203,655,52
480850306052,2521,0.5280059,771,119
480850306053,2830,1.491667,872,14
480850307011,977,2.402268,372,76
480850307012,2644,0.4873613,813,333
480850307021,1343,0.2922913,503,207
480850307022,588,0.2804573,255,42
480850307023,1084,0.225352,430,104
480850307024,770,0.2772746,313,144
480850307025,1616,0.2153211,496,99
480850308011,1682,0.3416132,771,221
480850308012,2794,0.9036474,1148,161
480850308021,1340,0.3254502,394,99
480850308022,1268,0.325942,543,143
480850308023,2989,1.030837,1107,331
480850309001,2349,2.830956,578,228
480850309002,773,0.2735623,289,70
480850309003,3225,4.352486,1326,498
480850309004,1765,2.471346,494,230
480850309005,2006,0.1452856,302,103
480850310011,1635,6.309521,480,44
480850310012,2395,6.778548,796,150
480850310013,1387,2.757924,311,31
480850310014,1278,6.427372,593,187
480850310031,3790,8.864875,1297,99
480850310032,3267,1.973411,925,145
480850310041,1206,0.8034373,442,109
480850310042,3268,16.20278,951,241
480850310043,1558,0.796786,580,252
480850311001,1388,21.62162,524,98
480850311002,1211,7.124485,355,27
480850311003,1484,2.6588,461,123
480850311004,1999,4.833911,722,170
480850311005,2075,26.88196,567,126
480850311006,1046,13.88327,301,53
480850312011,1284,7.375653,453,102
480850312012,2064,8.100348,707,69
480850312013,1748,16.47771,652,103
480850312021,3255,16.10972,1013,110
480850312022,1727,10.76988,540,6
480850313081,1833,4.847431,590,167
480850313082,4549,1.67484,1473,38
480850313091,5716,1.263443,1616,69
480850313092,2186,0.5599675,778,141
480850313093,1795,1.685817,776,13
480850313101,1456,0.353619,479,33
480850313102,5305,4.53217,1609,77
480850313103,3036,0.8628055,863,40
480850313104,2102,0.5018958,652,0
480850313111,4398,1.994186,1426,24
480850313112,5339,1.453843,1631,98
480850313113,2135,0.7211536,825,0
480850313121,733,0.3105767,275,0
480850313122,2342,1.082592,757,0
480850313123,1954,1.461914,731,0
480850313124,1588,0.7403046,562,0
480850313131,3351,0.6448833,792,32
480850313132,2134,1.159139,604,0
480850313133,2328,1.027535,609,28
480850313134,3365,4.092511,892,101
480850313135,2020,2.92295,561,0
480850313141,1733,4.01484,560,29
480850313142,1252,1.932729,341,0
480850313151,3055,1.268022,840,0
480850313152,3296,0.6909762,872,14
480850313153,3034,0.303135,801,62
480850313154,1256,0.2726387,333,0
480850313155,1524,0.1695687,479,106
480850313156,4479,0.5601686,1010,0
480850313157,1990,1.708032,518,0
480850313158,3229,0.6331952,907,49
480850313161,3454,0.838756,929,38
480850313162,3467,1.13982,1032,0
480850313171,3394,1.098888,1054,16
480850313172,3843,2.446188,1323,28
480850313173,2505,0.6820213,745,0
480850314051,5656,1.678038,1833,0
480850314052,1855,0.3692245,670,133
480850314053,6451,3.09199,1702,0
480850314054,4086,1.195117,1281,0
480850314055,5572,1.777873,1819,68
480850314056,2200,0.631528,789,0
480850314061,3324,0.3193154,948,0
480850314062,1963,2.616538,606,0
480850314063,3517,2.068033,1456,78
480850314064,1809,0.4541284,576,0
480850314065,2009,0.4549291,598,25
480850314066,2257,0.4083969,608,35
480850314067,1480,0.6337018,477,0
480850314068,2407,0.6745275,702,0
480850314071,1894,1.525739,1079,39
480850314072,5104,6.849152,1399,0
480850314073,979,11.1622,348,41
480850314081,1543,1.713198,411,14
480850314082,2315,0.425175,687,0
480850314091,1802,0.3144065,646,0
480850314092,3956,1.935295,1173,36
480850314093,3003,0.3167945,1008,0
480850314094,2899,0.4916343,894,16
480850314101,2470,0.2863314,738,62
480850314102,1906,0.3877029,708,44
480850314103,1863,0.3016176,638,0
480850314104,1604,0.3002809,487,11
480850314105,1428,0.2924905,523,0
480850314111,2961,3.571375,893,6
480850314112,2778,0.3794975,763,0
480850315041,916,0.2102543,351,0
480850315042,1616,0.29424,536,0
480850315043,1701,0.1315072,428,37
480850315044,2879,0.5726795,1028,0
480850315051,3047,1.336419,920,0
480850315052,2699,0.6723328,914,0
480850315053,956,1.215579,648,0
480850315054,2027,0.2892357,645,0
480850315061,1543,1.50135,548,0
480850315062,4571,0.3790188,1413,109
480850315063,1490,0.2325926,647,90
480850315064,1905,0.2585472,631,48
480850315071,4260,0.9164625,1970,117
480850315072,2143,0.4818903,647,0
480850315081,2310,1.024279,939,237
480850315082,1370,0.431031,469,39
480850315083,2692,1.297457,1044,31
480850316111,1035,0.3649604,310,21
480850316112,1306,0.1930159,419,0
480850316113,1843,0.4162768,631,116
480850316121,1955,0.2719418,675,20
480850316122,1537,0.2868129,626,0
480850316123,1621,0.3386336,564,15
480850316124,1084,0.2162763,342,0
480850316131,1547,0.4258603,628,0
480850316132,1103,0.1883588,338,0
480850316133,1255,0.2843272,540,0
480850316134,808,0.1807665,344,19
480850316135,827,0.182014,352,19
480850316211,986,0.1472698,428,42
480850316212,974,0.1311786,339,8
480850316213,1317,0.4976857,705,28
480850316214,1258,0.6757128,534,0
480850316215,993,0.3093145,374,91
480850316221,2927,0.4942451,969,14
480850316222,2172,0.5926236,800,0
480850316223,1514,0.4045447,505,0
480850316231,225,0.2259478,61,46
480850316232,1468,0.3570847,570,83
480850316233,1129,0.1226102,495,6
480850316241,691,0.1820383,422,87
480850316242,944,0.219123,375,45
480850316243,2193,0.128723,694,92
480850316251,1062,0.2379945,397,0
480850316252,1349,0.1798838,432,9
480850316253,1129,0.2871929,463,10
480850316254,1328,0.2474899,475,30
480850316261,773,0.2128797,291,0
480850316262,1571,0.2835689,635,5
480850316271,1064,0.1986465,373,19
480850316272,2158,0.5181704,777,56
480850316273,1383,0.2967025,473,11
480850316274,596,0.1464088,199,0
480850316281,1269,0.146213,403,16
480850316282,863,0.208077,352,45
480850316283,566,0.1923036,264,69
480850316284,1068,0.1753151,374,10
480850316291,1378,0.1378539,399,6
480850316292,1449,0.2712244,515,9
480850316293,443,0.06470647,179,46
480850316294,710,0.122243,208,0
480850316301,2347,0.3710651,795,29
480850316302,1097,0.2336694,370,0
480850316303,1168,0.1530297,419,0
480850316311,939,0.1927109,386,10
480850316312,2466,0.3761044,919,129
480850316313,1265,0.1677772,455,0
480850316321,3127,0.9955969,1462,187
480850316322,2910,0.4267008,1056,19
480850316331,1455,0.2697337,502,0
480850316332,2886,0.3130049,920,12
480850316341,1778,0.199226,634,44
480850316342,848,0.1301508,229,0
480850316343,996,0.2030287,353,19
480850316351,1521,0.8086759,790,7
480850316352,1842,0.2435961,561,45
480850316353,1179,0.1060878,288,9
480850316361,2093,0.3788767,890,20
480850316362,1211,0.2441822,413,11
480850316363,2366,0.3056636,767,21
480850316364,1528,0.2901554,568,0
480850316371,775,0.1667274,280,13
480850316372,1383,0.2246987,416,0
480850316373,2737,0.3894037,757,0
480850316374,2286,0.4404198,730,16
480850316381,1456,0.6164349,496,0
480850316382,1938,0.2649784,682,16
480850316383,3455,0.4417627,969,0
480850316391,2696,0.4577446,1267,0
480850316392,2428,0.3502109,700,0
480850316393,1696,0.2678013,570,19
480850316401,2878,0.6541988,1366,41
480850316402,2065,0.2510625,667,0
480850316403,3703,0.6075268,1295,0
480850316411,2588,0.3473495,775,0
480850316412,3827,0.5588531,1193,36
480850316421,1134,0.2503649,432,9
480850316422,1921,0.3477174,706,0
480850316423,1504,0.1871908,451,0
480850316431,868,0.2125477,305,0
480850316432,1707,0.2413123,591,0
480850316433,2461,0.3921489,970,81
480850316451,1019,0.1916522,363,6
480850316452,931,0.3795612,320,6
480850316461,1706,0.6901854,578,0
480850316462,2558,1.408605,772,9
480850316463,1861,0.3247289,776,9
480850316471,1377,0.2114288,547,82
480850316472,1821,0.7438679,751,0
480850316481,1711,0.4241923,650,18
480850316482,2257,0.660376,798,0
480850316483,649,0.531692,219,0
480850316484,1640,0.3810462,548,0
480850316485,1012,0.1515799,468,0
480850316491,1210,0.4720528,675,156
480850316492,1452,1.144589,589,43
480850316493,953,0.336107,387,0
480850316494,876,0.5969452,344,0
480850316521,1837,0.5076958,697,0
480850316522,2261,0.473884,955,18
480850316523,2634,0.3271196,1065,0
480850316524,1215,0.1654467,671,51
480850316531,1594,0.2068983,504,0
480850316532,1339,0.3899377,561,16
480850316533,1076,0.1811429,427,16
480850316534,1455,0.2770025,566,0
480850316535,1724,0.3263258,706,16
480850316541,1684,0.2938241,563,0
480850316542,601,0.1273956,259,0
480850316543,1381,0.2786191,451,0
480850316551,1072,0.1907333,382,0
480850316552,1884,0.2016422,1139,19
480850316553,989,0.1513146,298,17
480850316554,910,0.2402057,344,0
480850316561,1514,0.4013262,695,17
480850316562,1363,1.721167,590,0
480850316571,2485,1.450731,1410,17
480850316572,599,0.1046738,280,0
480850316581,1604,0.5169333,840,20
480850316582,1589,1.052037,841,18
480850316583,1072,0.1028287,865,43
480850316591,1057,0.1660903,494,15
480850316592,465,0.1263461,179,0
480850316593,906,0.09411202,375,7
480850316601,1215,0.307813,328,11
480850316602,3382,0.2269373,1479,39
480850316611,2597,0.9844374,921,7
480850316612,838,0.1584081,213,0
480850316621,1926,0.3493997,627,8
480850316622,1296,0.2314972,417,0
480850316623,1596,0.2351474,499,0
480850316631,2527,0.3750461,928,36
480850316632,1081,0.1952449,382,31
480850316641,1903,0.260712,608,0
480850316642,1918,0.4128691,676,0
480850317041,600,0.09774216,348,8
480850317042,762,0.1971889,279,0
480850317043,736,0.1034449,327,20
480850317044,1544,0.1978658,811,48
480850317061,967,0.3337792,355,6
480850317062,1501,0.3611507,520,6
480850317081,767,0.3265637,340,0
480850317082,2262,0.27238,1178,103
480850317083,1187,0.3034779,613,50
480850317091,2161,0.6678784,893,89
480850317092,903,0.445855,463,0
480850317093,1236,0.356558,493,37
480850317111,1569,0.2183902,771,11
480850317112,1742,0.2582159,788,23
480850317121,850,0.1122357,467,17
480850317122,1011,0.1542158,582,0
480850317123,949,0.1407543,497,0
480850317124,2302,0.169683,1291,118
480850317131,1463,0.1031368,776,81
480850317132,1033,0.06111534,651,56
480850317133,630,0.0966877,203,0
480850317134,1395,0.04807358,808,28
480850317141,1063,0.04659404,602,139
480850317142,1174,0.202587,580,30
480850317143,3164,0.06923275,1439,148
480850317144,1324,0.2336405,787,15
480850317151,1543,0.4815999,679,50
480850317152,1240,0.2198632,513,0
480850317161,1868,0.1601664,1117,71
480850317162,632,0.1172175,242,0
480850317171,1254,0.0941904,761,94
480850317172,669,0.08734867,260,0
480850317181,1033,0.1787309,360,11
480850317182,1607,0.4143012,689,7
480850317191,827,0.1769495,398,5
480850317192,1003,0.179214,492,44
480850317201,1104,0.04892301,558,50
480850317202,886,0.08532549,377,58
480850317203,2650,0.06378949,905,190
480850318021,1795,0.4032038,580,0
480850318022,1682,0.5449736,864,45
480850318023,716,0.4764265,243,23
480850318024,1620,0.264875,523,24
480850318025,1559,0.4368595,454,57
480850318041,1464,0.4458719,647,6
480850318042,730,0.3260123,294,0
480850318043,2217,1.008077,1295,62
480850318044,2153,0.5449936,268,0
480850318051,1777,1.276257,764,0
480850318052,1724,0.5169889,731,10
480850318053,1626,0.3062895,656,11
480850318061,1427,0.1011966,565,10
480850318062,1249,0.3842751,636,5
480850318071,1405,0.86266,813,124
480850318072,1068,0.2107099,433,0
480850318073,1145,0.3446367,421,15
480850318074,1081,0.5922877,444,12
480850319001,1135,0.5426562,476,44
480850319002,5237,3.511819,2465,185
480850319003,1143,0.1651718,559,177
480850320031,1553,0.2443834,400,100
480850320032,1612,0.2631147,659,163
480850320033,879,0.1915719,643,200
480850320034,1404,0.1896434,377,104
480850320041,1547,0.3134273,605,48
480850320042,787,0.1413261,376,85
480850320043,784,0.1484675,265,50
480850320044,2485,0.1531652,389,72
480850320045,1249,0.2100967,300,0
480850320046,1109,0.07884902,379,160
480850320081,2041,1.199843,738,52
480850320082,1390,0.2706078,502,18
480850320083,1053,0.1541301,357,33
480850320091,3522,1.283214,1068,25
480850320092,1174,0.2851643,539,0
480850320093,2059,0.3849415,881,9
480850320101,1081,0.3597526,360,38
480850320102,3802,1.043806,1105,90
480850320103,1280,0.175244,386,7
480850320111,2721,1.08388,824,16
480850320112,1180,0.3703341,367,0
480850320113,2278,0.3346996,747,20
480850320114,1444,0.1483223,675,59
480850320121,2461,0.2637723,650,86
480850320122,1838,0.3561453,571,88
480850320131,1887,0.9347715,724,0
480850320132,898,0.2159068,177,19
480850320133,3574,0.9067204,1224,123
480879503001,840,911.3894,246,35
480879503002,1031,5.629599,374,108
480879503003,568,1.025753,199,45
480879503004,530,0.395979,216,70
480897501001,849,0.421495,237,82
480897501002,1739,0.8149574,480,61
480897501003,1282,190.0605,556,128
480897501004,778,0.8687724,229,27
480897502001,675,38.1083,247,37
480897502002,1308,221.2313,447,98
480897503001,1590,157.2737,577,115
480897503002,581,45.46725,256,100
480897503003,1333,9.907472,409,114
480897503004,1806,2.441964,631,214
480897504001,1575,4.594866,539,227
480897504002,728,50.27629,351,50
480897504003,2144,93.51804,671,126
480897504004,1055,77.21922,422,109
480897505001,1600,64.61713,514,136
480897505002,691,0.4144502,343,33
480897505003,600,1.987188,191,69
480897505004,890,1.050789,350,106
480913101001,910,0.209767,371,67
480913101002,1175,0.2240713,391,70
480913101003,1144,0.4740975,477,71
480913101004,989,0.4233209,421,89
480913102001,491,0.4121177,250,104
480913102002,1006,0.4220506,346,52
480913102003,2848,0.6915913,1108,84
480913103001,1499,0.7801457,665,110
480913103002,3084,1.211744,1190,222
480913103003,1822,0.5676636,772,168
480913103004,1608,0.9369352,762,50
480913104011,574,0.2015782,313,115
480913104012,674,0.2674113,256,73
480913104013,728,0.2760739,220,32
480913104014,728,0.1040989,171,68
480913104015,1194,0.2845187,394,66
480913104016,1806,1.447432,441,32
480913104031,3734,1.610925,1336,70
480913104032,1651,1.067676,612,65
480913104033,2088,0.4073563,843,50
480913104041,1982,1.100547,672,55
480913104042,2903,0.7467058,995,165
480913105011,2327,0.5302619,681,89
480913105012,2689,1.194621,847,72
480913105021,1306,0.6794074,685,55
480913105022,4961,3.056679,1476,203
480913105031,1900,1.453866,876,83
480913105032,3146,1.474929,1518,193
480913106031,2148,26.07044,755,51
480913106032,1681,22.92572,644,98
480913106041,2190,3.268916,859,98
480913106042,774,0.7172319,373,8
480913106051,2706,14.3506,864,76
480913106052,3075,16.61629,1313,31
480913106061,3660,33.06067,1333,93
480913106062,1621,5.447503,689,42
480913106071,1273,3.053648,642,12
480913106072,1788,11.80326,691,94
480913106073,1717,4.01606,797,24
480913106081,1976,16.81137,647,77
480913106082,1753,8.812827,554,61
480913107011,1339,17.56192,494,13
480913107012,1932,4.149613,615,0
480913107013,3413,22.24927,1156,16
480913107021,2410,32.17374,974,33
480913107022,2671,11.83456,942,53
480913107031,2998,13.83487,990,0
480913107032,964,10.57022,334,20
480913107033,2588,4.215141,840,34
480913107041,2227,23.69602,919,65
480913107042,1055,15.92329,408,101
480913107043,2251,3.978392,555,60
480913107044,1567,4.280702,518,28
480913108011,2790,11.11116,985,49
480913108012,2427,21.41419,721,0
480913108013,1370,1.429774,599,0
480913108021,4270,29.86208,1632,174
480913108022,4969,13.44169,1554,214
480913109011,3519,44.97193,1142,71
480913109012,4058,7.315964,1220,11
480913109021,6454,20.34612,2383,87
480913109022,3335,23.34538,1068,68
480913109031,2482,26.5683,888,38
480913109032,3224,5.989906,1180,19
480939501001,1136,73.29102,452,75
480939501002,1048,165.2291,425,86
480939501003,629,0.3504275,287,58
480939501004,526,2.539674,308,116
480939501005,711,1.230369,260,86
480939502001,1239,170.5624,480,95
480939502002,658,181.1714,301,53
480939502003,1416,60.88295,585,72
480939503001,626,0.8865709,215,93
480939503002,1039,2.246711,450,168
480939503003,1500,0.6917785,551,183
480939503004,1145,2.392302,489,48
480939504001,1105,162.4756,406,179
480939504002,751,113.8033,278,103
480959503001,973,396.9276,401,88
480959503002,1341,581.962,138,21
480959503003,952,4.909671,373,101
480970001001,1648,74.15534,620,41
480970001002,2025,22.807,749,97
480970001003,1470,109.0223,627,159
480970001004,1125,11.9341,480,185
480970002001,2054,40.73756,741,63
480970002002,1117,194.5739,513,108
480970002003,1675,7.201409,616,85
480970004001,1124,12.37141,453,90
480970004002,826,0.3688739,327,94
480970005001,622,2.280814,353,96
480970005002,1290,1.139691,340,61
480970005003,852,0.1576714,287,120
480970005004,1112,0.3272108,369,109
480970006001,1279,1.205284,476,56
480970006002,1783,3.803761,664,159
480970006003,1974,0.3691079,637,234
480970007001,546,2.533095,214,23
480970007002,1768,45.64251,763,177
480970007003,1218,2.359359,596,0
480970007004,1734,50.97799,619,120
480970007005,2023,7.147718,823,26
480970009001,2605,205.2158,972,153
480970009002,1444,66.44068,538,82
480970009003,920,3.335205,326,52
480970011001,1588,5.291285,661,166
480970011002,920,0.3291733,293,37
480970011003,894,0.5346503,404,139
480970011004,1142,0.2593715,332,108
480970011005,383,0.2845592,223,11
480970011006,880,1.952401,335,73
480990101011,2223,123.6029,761,127
480990101012,1356,57.51623,485,92
480990101013,573,108.4328,221,46
480990101021,1261,189.3731,524,102
480990101022,2091,188.4237,874,211
480990102011,5453,1.714501,49,7
480990102012,2425,0.8117254,0,0
480990102021,1102,3.064302,474,95
480990102022,1562,42.85865,654,119
480990102023,2181,3.989623,903,84
480990103001,1271,9.188667,269,58
480990103002,1275,18.80602,457,87
480990104001,1289,0.2659213,497,142
480990104002,520,0.6569957,244,61
480990104003,1796,4.757716,625,40
480990104004,851,17.77985,337,76
480990105011,1424,0.9219491,332,7
480990105012,1103,0.7541298,318,14
480990105021,271,0.7545351,64,6
480990105022,1782,0.3735172,518,0
480990105031,1432,0.731803,0,0
480990105032,2404,0.6318867,0,0
480990105033,2064,1.35258,0,0
480990105041,1576,7.894627,392,10
480990106011,874,0.2531301,387,51
480990106012,2161,0.5501338,917,89
480990106013,1170,0.5651443,416,16
480990106031,1028,0.3057798,362,9
480990106032,1269,0.7677673,619,56
480990106033,1233,0.4426264,423,23
480990106034,1824,0.3729643,703,46
480990106041,1684,7.801358,487,21
480990106042,1723,20.54377,536,76
480990106043,3012,0.7379621,917,17
480990107011,1385,0.2386868,570,135
480990107012,851,0.203955,360,55
480990107013,1602,3.041017,544,60
480990107021,752,0.9665713,333,19
480990107022,1520,0.2628333,607,27
480990107023,987,0.1670089,394,83
480990108021,1633,0.3885821,658,42
480990108022,1151,0.3818728,333,98
480990108023,2838,2.781424,968,163
480990108031,2599,2.619016,904,29
480990108041,2157,0.6355269,977,148
480990108042,1409,0.3691554,477,41
480990108043,995,0.3817346,427,94
480999800001,138,222.6304,5,0
481019501001,571,899.1574,257,115
481019501002,640,1.11711,289,86
481019501003,431,0.2888276,161,23
481039501001,454,782.4248,153,58
481039501002,1482,0.2423783,382,98
481039501003,1101,1.907858,327,90
481039501004,1214,0.1818564,334,120
481039501005,551,0.3119574,225,99
481059501001,828,2802.02,292,0
481059501002,689,0.4115915,256,165
481059501003,344,1.782369,160,24
481059501004,1136,2.68752,399,91
481059501005,487,0.4260421,247,15
481079501001,322,406.008,165,33
481079501002,495,0.9323781,186,94
481079501003,1268,0.81783,431,101
481079502001,694,286.9575,271,71
481079502002,1429,2.931162,484,121
481079503001,1628,202.5509,524,97
481099503001,297,3675.818,44,4
481099503002,486,21.91109,141,92
481099503003,644,45.47536,179,50
481099503004,787,69.59356,216,92
481119501001,500,1233.198,180,8
481119501002,655,264.3175,254,47
481119503001,2790,3.820912,893,172
481119503002,1014,0.3014832,414,152
481119503003,1392,1.216067,279,56
481119503004,953,0.4049594,344,84
481130001001,1503,0.4113073,856,0
481130001002,1259,0.5062699,626,34
481130001003,1319,0.2658622,407,10
481130002011,955,0.2118407,495,49
481130002012,1116,0.2433077,550,19
481130002013,939,0.2253574,336,0
481130002021,882,0.1399454,452,33
481130002022,1350,0.280799,618,44
481130002023,1730,0.1860202,846,22
481130003001,1400,0.2261539,655,26
481130003002,1464,0.2351532,828,28
481130003003,1365,0.2381802,652,14
481130004011,2188,0.4578218,932,32
481130004012,1956,0.09918193,579,168
481130004013,1440,0.2278987,427,81
481130004041,392,0.09743327,251,40
481130004042,1255,0.1056955,643,82
481130004043,856,0.1039013,586,29
481130004044,1263,0.07586715,766,18
481130004051,1209,0.08136177,682,103
481130004052,1092,0.08787608,542,142
481130004061,994,0.1211813,311,34
481130004062,1587,0.1141503,402,24
481130004063,2206,0.787535,671,284
481130004064,910,0.1489625,263,64
481130004065,2895,1.15744,1722,0
481130005001,697,0.0560991,493,0
481130005002,2425,0.3614611,1488,0
481130005003,2471,0.09084212,1776,80
481130005004,821,0.06920457,637,65
481130006011,591,0.1814483,450,0
481130006012,1052,0.05997402,664,41
481130006013,1341,0.118255,660,96
481130006014,1448,0.07073546,602,110
481130006015,1499,0.1259091,1028,107
481130006031,743,0.04671296,570,94
481130006032,1169,0.1101901,791,14
481130006033,947,0.132479,512,0
481130006034,1483,0.1022711,992,14
481130006051,851,0.1046329,539,18
481130006052,1674,0.1030522,1158,71
481130006061,1136,0.2508888,749,14
481130006062,789,0.08251544,547,0
481130006063,717,0.07526792,522,29
481130007011,2119,0.1052426,1231,26
481130007012,3398,0.2357239,2288,38
481130007021,1437,0.137086,1057,202
481130007022,1128,0.105441,643,0
481130007023,796,0.07714746,565,44
481130008001,991,0.04896509,462,40
481130008002,2043,0.2069388,1345,35
481130008003,1609,0.0852865,644,154
481130008004,1353,0.1390605,629,22
481130008005,1103,0.07912392,318,109
481130009001,972,0.1462648,387,13
481130009002,1816,0.06373234,1149,0
481130009003,775,0.08030269,324,60
481130009004,1879,0.08228918,1012,134
481130010011,797,0.1456343,318,14
481130010012,658,0.1040314,330,28
481130010021,982,0.1096739,473,12
481130010022,948,0.2026828,422,48
481130011011,702,0.07909998,423,0
481130011012,1320,0.1933901,560,0
481130011013,1809,0.2269107,836,31
481130011021,1080,0.09749698,379,0
481130011022,614,0.09999043,251,39
481130011023,1053,0.1416065,624,33
481130012021,2348,1.013139,1396,149
481130012022,725,0.1605583,303,0
481130012023,568,0.06505397,247,31
481130012031,644,0.1076889,298,21
481130012032,837,0.07740229,222,18
481130012041,1585,0.1077217,335,81
481130012042,1317,0.1085244,332,32
481130013011,831,0.1612173,581,141
481130013012,1169,0.1425034,599,20
481130013013,803,0.1048395,334,41
481130013021,1010,0.06237481,396,84
481130013022,461,0.03345421,270,24
481130013023,1066,0.1631849,552,29
481130014001,1520,0.08736411,707,195
481130014002,759,0.07106481,390,141
