ZCTA,RUCA1,RUCA2,rurality
30306,1,1.0,Urban
30307,1,1.0,Urban
30308,1,1.0,Urban
30309,1,1.0,Urban
30310,1,1.0,Urban
30311,1,1.0,Urban
30312,1,1.0,Urban
30313,1,1.0,Urban
30314,1,1.0,Urban
30315,1,1.0,Urban
30316,1,1.0,Urban
30317,1,1.0,Urban
30318,1,1.0,Urban
30319,1,1.0,Urban
30320,99,99.0,Rural
30321,1,1.0,Urban
30322,1,1.0,Urban
30324,1,1.0,Urban
30325,1,1.0,Urban
30326,1,1.0,Urban
30327,1,1.0,Urban
30328,1,1.0,Urban
30329,1,1.0,Urban
30331,1,1.0,Urban
30332,1,1.0,Urban
30333,1,1.0,Urban
30334,1,1.0,Urban
30336,1,1.0,Urban
30337,1,1.0,Urban
30338,1,1.0,Urban
30339,1,1.0,Urban
30340,1,1.0,Urban
30341,1,1.0,Urban
30342,1,1.0,Urban
30343,1,1.0,Urban
30344,1,1.0,Urban
30345,1,1.0,Urban
30346,1,1.0,Urban
30348,1,1.0,Urban
30349,1,1.0,Urban
30350,1,1.0,Urban
30353,1,1.0,Urban
30354,1,1.0,Urban
30355,1,1.0,Urban
30356,1,1.0,Urban
30357,1,1.0,Urban
30358,1,1.0,Urban
30359,1,1.0,Urban
30360,1,1.0,Urban
30361,1,1.0,Urban
30362,1,1.0,Urban
30363,1,1.0,Urban
30364,1,1.0,Urban
30366,1,1.0,Urban
30368,1,1.0,Urban
30369,1,1.0,Urban
30370,1,1.0,Urban
30371,1,1.0,Urban
30374,1,1.0,Urban
30375,1,1.0,Urban
30377,1,1.0,Urban
30378,1,1.0,Urban
30380,1,1.0,Urban
30384,1,1.0,Urban
30385,1,1.0,Urban
30388,1,1.0,Urban
30392,1,1.0,Urban
30394,1,1.0,Urban
30396,1,1.0,Urban
30398,1,1.0,Urban
30401,7,7.0,Rural
30410,10,10.0,Rural
30411,10,10.0,Rural
30412,10,10.0,Rural
30413,10,10.0,Rural
30414,7,7.1,Rural
30415,5,5.1,Rural
30417,7,7.1,Rural
30420,10,10.0,Rural
30421,10,10.0,Rural
30423,7,7.1,Rural
30424,5,5.0,Rural
30425,8,8.0,Rural
30426,2,2.0,Suburban
30427,2,2.0,Suburban
30428,10,10.0,Rural
30429,7,7.1,Rural
30434,7,7.0,Rural
30436,4,4.0,Suburban
30438,3,3.0,Rural
30439,10,10.0,Rural
30441,8,8.0,Rural
30442,7,7.0,Rural
30445,10,10.0,Rural
30446,2,2.0,Suburban
30447,10,10.0,Rural
30448,7,7.0,Rural
30449,2,2.0,Suburban
30450,5,5.0,Rural
30451,10,10.0,Rural
30452,2,2.0,Suburban
30453,7,7.0,Rural
30454,4,4.0,Suburban
30455,5,5.0,Rural
30456,2,2.0,Suburban
30457,7,7.2,Rural
30458,4,4.0,Suburban
30459,4,4.0,Suburban
30460,4,4.0,Suburban
30461,4,4.0,Suburban
30464,8,8.0,Rural
30467,10,10.0,Rural
30470,5,5.0,Rural
30471,8,8.0,Rural
30473,10,10.0,Rural
30474,4,4.0,Suburban
30475,4,4.0,Suburban
30477,10,10.0,Rural
30499,3,3.0,Rural
30501,1,1.0,Urban
30502,1,1.0,Urban
30503,1,1.0,Urban
30504,1,1.0,Urban
30506,1,1.0,Urban
30507,1,1.0,Urban
30510,4,4.1,Suburban
30511,2,2.0,Suburban
30512,10,10.0,Rural
30513,10,10.0,Rural
30514,10,10.0,Rural
30515,1,1.0,Urban
30516,10,10.0,Rural
30517,1,1.0,Urban
30518,1,1.0,Urban
30519,1,1.0,Urban
30520,7,7.0,Rural
30521,10,10.0,Rural
30522,3,3.0,Rural
30523,3,3.0,Rural
30525,7,7.0,Rural
30527,2,2.0,Suburban
30528,2,2.0,Suburban
30529,7,7.0,Rural
30530,9,9.0,Rural
30531,4,4.1,Suburban
30533,2,2.0,Suburban
30534,2,2.0,Suburban
30535,4,4.1,Suburban
30536,2,2.0,Suburban
30537,10,10.0,Rural
30538,5,5.0,Rural
30539,7,7.0,Rural
30540,3,3.0,Rural
30541,10,10.0,Rural
30542,1,1.0,Urban
30543,1,1.0,Urban
30545,3,3.0,Rural
30546,10,10.0,Rural
30547,10,10.0,Rural
30548,1,1.0,Urban
30549,4,4.0,Suburban
30552,3,3.0,Rural
30553,10,10.0,Rural
30554,2,2.0,Suburban
30555,3,3.0,Rural
30557,5,5.0,Rural
30558,3,3.0,Rural
30559,10,10.0,Rural
30560,10,10.0,Rural
30562,10,10.0,Rural
30563,4,4.1,Suburban
30564,2,2.0,Suburban
30565,2,2.0,Suburban
30566,1,1.0,Urban
30567,3,3.0,Rural
30568,10,10.0,Rural
30571,3,3.0,Rural
30572,10,10.0,Rural
30573,3,3.0,Rural
30575,2,2.0,Suburban
30576,3,3.0,Rural
30577,4,4.0,Suburban
30580,6,6.0,Rural
30581,10,10.0,Rural
30582,10,10.1,Rural
30597,2,2.0,Suburban
30598,4,4.0,Suburban
30599,7,7.0,Rural
30601,1,1.0,Urban
30602,1,1.0,Urban
30603,1,1.0,Urban
30604,1,1.0,Urban
30605,1,1.0,Urban
30606,1,1.0,Urban
30607,1,1.0,Urban
30608,1,1.0,Urban
30609,1,1.0,Urban
30612,1,1.0,Urban
30619,2,2.0,Suburban
30620,2,2.0,Suburban
30621,2,2.0,Suburban
30622,1,1.0,Urban
30623,3,3.0,Rural
30624,2,2.0,Suburban
30625,2,2.0,Suburban
30627,2,2.0,Suburban
30628,2,2.0,Suburban
30629,2,2.0,Suburban
30630,2,2.0,Suburban
30631,10,10.0,Rural
30633,2,2.0,Suburban
30634,2,2.0,Suburban
30635,10,10.0,Rural
30638,2,2.0,Suburban
30639,7,7.0,Rural
30641,5,5.0,Rural
30642,7,7.0,Rural
30643,7,7.0,Rural
30645,2,2.0,Suburban
30646,2,2.0,Suburban
30647,2,2.0,Suburban
30648,2,2.0,Suburban
30650,2,2.0,Suburban
30655,4,4.1,Suburban
30656,2,2.0,Suburban
30660,8,8.0,Rural
30662,7,7.0,Rural
30663,2,2.0,Suburban
30664,10,10.0,Rural
30665,8,8.0,Rural
30666,2,2.0,Suburban
30667,2,2.0,Suburban
30668,9,9.0,Rural
30669,2,2.0,Suburban
30671,2,2.0,Suburban
30673,7,7.0,Rural
30677,1,1.0,Urban
30678,8,8.0,Rural
30680,2,2.0,Suburban
30683,1,1.0,Urban
30701,4,4.0,Suburban
30703,4,4.0,Suburban
30705,2,2.0,Suburban
30707,1,1.0,Urban
30708,2,2.0,Suburban
30710,1,1.0,Urban
30711,2,2.0,Suburban
30719,1,1.0,Urban
30720,1,1.0,Urban
30721,1,1.0,Urban
30722,1,1.0,Urban
30724,2,2.0,Suburban
30725,1,1.0,Urban
30726,1,1.0,Urban
30728,2,2.0,Suburban
30730,2,2.0,Suburban
30731,10,10.0,Rural
30732,5,5.0,Rural
30733,5,5.0,Rural
30734,5,5.0,Rural
30735,5,5.0,Rural
30736,1,1.0,Urban
30738,1,1.0,Urban
30739,2,2.0,Suburban
30740,1,1.0,Urban
30741,1,1.0,Urban
30742,1,1.0,Urban
30746,5,5.0,Rural
30747,4,4.0,Suburban
30750,1,1.0,Urban
30751,2,2.0,Suburban
30752,2,2.0,Suburban
30753,4,4.0,Suburban
30755,2,2.0,Suburban
30756,1,1.0,Urban
30757,2,2.0,Suburban
30802,1,1.0,Urban
30803,9,9.0,Rural
30805,2,2.0,Suburban
30806,2,2.0,Suburban
30807,8,8.0,Rural
30808,2,2.0,Suburban
30809,1,1.0,Urban
30810,9,9.0,Rural
30811,8,8.0,Rural
30812,1,1.0,Urban
30813,1,1.0,Urban
30814,2,2.0,Suburban
30815,1,1.0,Urban
30816,2,2.0,Suburban
30817,2,2.0,Suburban
30818,10,10.0,Rural
30819,8,8.0,Rural
30820,9,9.0,Rural
30821,8,8.0,Rural
30822,7,7.0,Rural
30823,9,9.0,Rural
30824,7,7.0,Rural
30828,8,8.1,Rural
30830,2,2.0,Suburban
30833,10,10.0,Rural
30901,1,1.0,Urban
30903,1,1.0,Urban
30904,1,1.0,Urban
30905,1,1.0,Urban
30906,1,1.0,Urban
30907,1,1.0,Urban
30909,1,1.0,Urban
30912,1,1.0,Urban
30914,1,1.0,Urban
30916,1,1.0,Urban
30917,1,1.0,Urban
30919,1,1.0,Urban
30999,1,1.0,Urban
31001,5,5.0,Rural
31002,5,5.0,Rural
31003,5,5.0,Rural
31004,2,2.0,Suburban
31005,1,1.0,Urban
31006,2,2.0,Suburban
31007,10,10.2,Rural
31008,1,1.0,Urban
31009,5,5.0,Rural
31010,4,4.0,Suburban
31011,9,9.0,Rural
31012,5,5.0,Rural
31013,2,2.0,Suburban
31014,2,2.0,Suburban
31015,4,4.0,Suburban
31016,2,2.0,Suburban
31017,2,2.0,Suburban
31018,8,8.0,Rural
31019,5,5.0,Rural
31020,2,2.0,Suburban
31021,4,4.0,Suburban
31022,5,5.0,Rural
31023,7,7.0,Rural
31024,10,10.0,Rural
31025,2,2.0,Suburban
31026,7,7.0,Rural
31027,4,4.0,Suburban
31028,1,1.0,Urban
31029,2,2.0,Suburban
31030,4,4.1,Suburban
31031,2,2.0,Suburban
31032,2,2.0,Suburban
31033,2,2.0,Suburban
31034,4,4.0,Suburban
31035,8,8.0,Rural
31036,2,2.0,Suburban
31037,7,7.0,Rural
31038,2,2.0,Suburban
31039,2,2.0,Suburban
31040,4,4.0,Suburban
31041,10,10.0,Rural
31042,10,10.1,Rural
31044,2,2.0,Suburban
31045,5,5.0,Rural
31046,2,2.0,Suburban
31047,1,1.0,Urban
31049,5,5.0,Rural
31050,2,2.0,Suburban
31051,10,10.2,Rural
31052,2,2.0,Suburban
31054,10,10.1,Rural
31055,7,7.0,Rural
31057,5,5.0,Rural
31058,2,2.0,Suburban
31059,4,4.0,Suburban
31060,8,8.0,Rural
31061,4,4.0,Suburban
31062,4,4.0,Suburban
31063,2,2.0,Suburban
31064,2,2.0,Suburban
31065,5,5.0,Rural
31066,2,2.0,Suburban
31067,7,7.0,Rural
31068,2,2.0,Suburban
31069,1,1.0,Urban
31070,2,2.0,Suburban
31071,3,3.0,Rural
31072,5,5.0,Rural
31075,5,5.0,Rural
31076,5,5.0,Rural
31077,8,8.0,Rural
31078,2,2.0,Suburban
31079,10,10.0,Rural
31081,2,2.0,Suburban
31082,7,7.0,Rural
31083,7,7.0,Rural
31084,5,5.0,Rural
31085,2,2.0,Suburban
31086,2,2.0,Suburban
31087,5,5.0,Rural
31088,1,1.0,Urban
31089,7,7.0,Rural
31090,5,5.0,Rural
31091,2,2.0,Suburban
31092,5,5.0,Rural
31093,1,1.0,Urban
31094,8,8.0,Rural
31095,1,1.0,Urban
31096,5,5.0,Rural
31097,6,6.0,Rural
31098,1,1.0,Urban
31099,1,1.0,Urban
31106,1,1.0,Urban
31107,1,1.0,Urban
31119,1,1.0,Urban
31126,1,1.0,Urban
31131,1,1.0,Urban
31136,1,1.0,Urban
31139,1,1.0,Urban
31141,1,1.0,Urban
31144,1,1.0,Urban
31145,1,1.0,Urban
31146,1,1.0,Urban
31150,1,1.0,Urban
31156,1,1.0,Urban
31169,1,1.0,Urban
31192,1,1.0,Urban
31193,1,1.0,Urban
31195,1,1.0,Urban
31196,1,1.0,Urban
31201,1,1.0,Urban
31202,1,1.0,Urban
31203,1,1.0,Urban
31204,1,1.0,Urban
31205,1,1.0,Urban
31206,1,1.0,Urban
31207,1,1.0,Urban
31208,2,2.0,Suburban
31209,1,1.0,Urban
31210,1,1.0,Urban
31211,1,1.0,Urban
31213,1,1.0,Urban
31216,1,1.0,Urban
31217,1,1.0,Urban
31220,1,1.0,Urban
31221,1,1.0,Urban
31294,1,1.0,Urban
31295,1,1.0,Urban
31296,1,1.0,Urban
31297,1,1.0,Urban
31301,1,1.0,Urban
31302,2,2.0,Suburban
31303,2,2.0,Suburban
31304,2,2.0,Suburban
31305,2,2.0,Suburban
31307,2,2.0,Suburban
31308,2,2.0,Suburban
31309,2,2.1,Suburban
31310,1,1.0,Urban
31312,2,2.0,Suburban
31313,1,1.0,Urban
31314,1,1.0,Urban
31315,1,1.0,Urban
31316,2,2.0,Suburban
31318,2,2.0,Suburban
31319,2,2.0,Suburban
31320,2,2.1,Suburban
31321,2,2.0,Suburban
31322,1,1.0,Urban
31323,2,2.0,Suburban
31324,2,2.0,Suburban
31326,2,2.0,Suburban
31327,2,2.0,Suburban
31328,2,2.0,Suburban
31329,2,2.0,Suburban
31331,2,2.0,Suburban
31333,1,1.0,Urban
31401,1,1.0,Urban
31402,1,1.0,Urban
31403,1,1.0,Urban
31404,1,1.0,Urban
31405,1,1.0,Urban
31406,1,1.0,Urban
31407,1,1.0,Urban
31408,1,1.0,Urban
31409,1,1.0,Urban
31410,1,1.0,Urban
31411,1,1.0,Urban
31412,1,1.0,Urban
31414,1,1.0,Urban
31415,1,1.0,Urban
31416,1,1.0,Urban
31418,1,1.0,Urban
31419,1,1.0,Urban
31420,1,1.0,Urban
31421,10,10.0,Rural
31501,4,4.0,Suburban
31502,4,4.0,Suburban
31503,4,4.0,Suburban
31510,5,5.0,Rural
31512,5,5.0,Rural
31513,7,7.0,Rural
31515,7,7.0,Rural
31516,5,5.0,Rural
31518,5,5.0,Rural
31519,5,5.0,Rural
31520,1,1.0,Urban
31521,1,1.0,Urban
31522,2,2.0,Suburban
31523,1,1.0,Urban
31524,1,1.0,Urban
31525,1,1.0,Urban
31527,1,1.0,Urban
31532,5,5.0,Rural
31533,4,4.0,Suburban
31534,4,4.0,Suburban
31535,4,4.0,Suburban
31537,2,2.0,Suburban
31539,8,8.0,Rural
31542,5,5.0,Rural
31543,2,2.0,Suburban
31544,8,8.0,Rural
31545,4,4.0,Suburban
31546,4,4.0,Suburban
31547,2,2.0,Suburban
31548,2,2.0,Suburban
31549,8,8.0,Rural
31550,4,4.0,Suburban
31551,5,5.0,Rural
31552,4,4.0,Suburban
31553,2,2.0,Suburban
31554,5,5.0,Rural
31555,5,5.0,Rural
31556,5,5.0,Rural
31557,5,5.0,Rural
31558,2,2.0,Suburban
31560,5,5.0,Rural
31561,2,2.0,Suburban
31562,2,2.0,Suburban
31563,5,5.0,Rural
31564,4,4.0,Suburban
31565,2,2.0,Suburban
31566,2,2.0,Suburban
31567,5,5.0,Rural
31568,2,2.0,Suburban
31569,2,2.0,Suburban
31598,4,4.0,Suburban
31599,4,4.0,Suburban
31601,1,1.0,Urban
31602,1,1.0,Urban
31603,1,1.0,Urban
31604,1,1.0,Urban
31605,1,1.0,Urban
31606,2,2.0,Suburban
31620,2,2.0,Suburban
31622,2,2.0,Suburban
31623,5,5.0,Rural
31624,5,5.0,Rural
31625,2,2.0,Suburban
31626,5,5.0,Rural
31627,2,2.0,Suburban
31629,2,2.0,Suburban
31630,5,5.0,Rural
31631,5,5.0,Rural
31632,1,1.0,Urban
31634,5,5.0,Rural
31635,2,2.0,Suburban
31636,2,2.0,Suburban
31637,9,9.0,Rural
31638,2,2.0,Suburban
31639,2,2.0,Suburban
31641,2,2.0,Suburban
31642,10,10.2,Rural
31643,2,2.0,Suburban
31645,2,2.0,Suburban
31647,2,2.0,Suburban
31648,2,2.0,Suburban
31649,2,2.0,Suburban
31650,5,5.0,Rural
31698,1,1.0,Urban
31699,1,1.0,Urban
31701,1,1.0,Urban
31702,1,1.0,Urban
31703,1,1.0,Urban
31704,2,2.0,Suburban
31705,1,1.0,Urban
31706,1,1.0,Urban
31707,1,1.0,Urban
31708,1,1.0,Urban
31709,4,4.0,Suburban
31711,5,5.0,Rural
31712,5,5.0,Rural
31714,7,7.0,Rural
31716,2,2.0,Suburban
31719,4,4.0,Suburban
31720,5,5.0,Rural
31721,1,1.0,Urban
31722,10,10.2,Rural
31727,5,5.0,Rural
31730,7,7.0,Rural
31733,5,5.0,Rural
31735,5,5.0,Rural
31738,5,5.0,Rural
31739,8,8.0,Rural
31743,5,5.0,Rural
31744,5,5.0,Rural
31747,10,10.2,Rural
31749,5,5.0,Rural
31750,4,4.0,Suburban
31753,5,5.0,Rural
31756,5,5.0,Rural
31757,4,4.0,Suburban
31758,4,4.0,Suburban
31760,5,5.0,Rural
31763,1,1.0,Urban
31764,5,5.0,Rural
31765,5,5.0,Rural
31768,4,4.0,Suburban
31769,7,7.2,Rural
31771,5,5.0,Rural
31772,2,2.0,Suburban
31773,5,5.0,Rural
31774,7,7.2,Rural
31775,5,5.0,Rural
31776,4,4.0,Suburban
31778,5,5.0,Rural
31779,8,8.0,Rural
31780,5,5.0,Rural
31781,8,8.0,Rural
31782,2,2.0,Suburban
31783,10,10.0,Rural
31784,3,3.0,Rural
31787,2,2.0,Suburban
31788,4,4.0,Suburban
31789,8,8.0,Rural
31790,10,10.0,Rural
31791,2,2.0,Suburban
31792,4,4.0,Suburban
31793,4,4.0,Suburban
31794,4,4.0,Suburban
31795,5,5.0,Rural
31796,2,2.0,Suburban
31798,7,7.2,Rural
31799,4,4.0,Suburban
31801,2,2.0,Suburban
31803,2,2.0,Suburban
31804,2,2.0,Suburban
31805,2,2.0,Suburban
31806,5,5.0,Rural
31807,2,2.0,Suburban
31808,2,2.0,Suburban
31810,2,2.0,Suburban
31811,2,2.0,Suburban
31812,2,2.0,Suburban
31814,2,2.0,Suburban
31815,2,2.0,Suburban
31816,3,3.0,Rural
31820,1,1.0,Urban
31821,2,2.0,Suburban
31822,2,2.0,Suburban
31823,2,2.0,Suburban
31824,2,2.0,Suburban
31825,10,10.0,Rural
31826,2,2.0,Suburban
31827,2,2.0,Suburban
31829,1,1.0,Urban
31830,10,10.0,Rural
31831,2,2.0,Suburban
31832,2,2.0,Suburban
31833,4,4.0,Suburban
31836,2,2.0,Suburban
31901,1,1.0,Urban
31902,1,1.0,Urban
31903,1,1.0,Urban
31904,1,1.0,Urban
31905,1,1.0,Urban
31906,1,1.0,Urban
31907,1,1.0,Urban
31908,1,1.0,Urban
31909,1,1.0,Urban
31914,1,1.0,Urban
31917,1,1.0,Urban
31993,1,1.0,Urban
31995,1,1.0,Urban
31997,1,1.0,Urban
31998,1,1.0,Urban
31999,1,1.0,Urban
32003,1,1.0,Urban
32004,1,1.0,Urban
32006,1,1.0,Urban
32007,6,6.0,Rural
32008,10,10.0,Rural
32009,2,2.0,Suburban
32011,2,2.0,Suburban
32013,8,8.0,Rural
32024,5,5.0,Rural
32025,4,4.0,Suburban
32026,3,3.0,Rural
32030,1,1.0,Urban
32033,2,2.0,Suburban
32034,4,4.1,Suburban
32035,4,4.1,Suburban
32038,2,2.0,Suburban
32040,2,2.0,Suburban
32041,2,2.0,Suburban
32042,2,2.0,Suburban
32043,1,1.0,Urban
32044,2,2.0,Suburban
32046,2,2.0,Suburban
32050,1,1.0,Urban
32052,7,7.0,Rural
32053,2,2.0,Suburban
32054,7,7.0,Rural
32055,4,4.0,Suburban
32056,4,4.0,Suburban
32058,2,2.0,Suburban
32059,3,3.0,Rural
32060,7,7.0,Rural
32061,6,6.0,Rural
32062,10,10.0,Rural
32063,2,2.0,Suburban
32064,7,7.0,Rural
32065,1,1.0,Urban
32066,10,10.0,Rural
32067,1,1.0,Urban
32068,1,1.0,Urban
32071,2,2.0,Suburban
32072,2,2.0,Suburban
32073,1,1.0,Urban
32079,1,1.0,Urban
32080,1,1.0,Urban
32081,2,2.0,Suburban
32082,1,1.0,Urban
32083,6,6.0,Rural
32084,1,1.0,Urban
32085,1,1.0,Urban
32086,1,1.0,Urban
32087,2,2.0,Suburban
32091,3,3.0,Rural
32092,1,1.0,Urban
32094,10,10.0,Rural
32095,2,2.0,Suburban
32096,10,10.0,Rural
32097,2,2.0,Suburban
32099,1,1.0,Urban
32102,10,10.0,Rural
32105,3,3.0,Rural
32110,2,2.0,Suburban
32111,1,1.0,Urban
32112,6,6.0,Rural
32113,2,2.0,Suburban
32114,1,1.0,Urban
32115,1,1.0,Urban
32116,1,1.0,Urban
32117,1,1.0,Urban
32118,1,1.0,Urban
32119,1,1.0,Urban
32120,1,1.0,Urban
32121,1,1.0,Urban
32122,1,1.0,Urban
32123,1,1.0,Urban
32124,1,1.0,Urban
32125,1,1.0,Urban
32126,1,1.0,Urban
32127,1,1.0,Urban
32128,1,1.0,Urban
32129,1,1.0,Urban
32130,1,1.1,Urban
32131,4,4.0,Suburban
32132,1,1.0,Urban
32133,1,1.1,Urban
32134,2,2.0,Suburban
32135,1,1.0,Urban
32136,1,1.0,Urban
32137,1,1.0,Urban
32138,2,2.0,Suburban
32139,10,10.0,Rural
32140,3,3.0,Rural
32141,1,1.0,Urban
32142,1,1.0,Urban
32143,1,1.0,Urban
32145,2,2.0,Suburban
32147,6,6.0,Rural
32148,6,6.0,Rural
32149,5,5.0,Rural
32157,6,6.0,Rural
32158,1,1.1,Urban
32159,1,1.1,Urban
32160,2,2.0,Suburban
32162,1,1.1,Urban
32163,1,1.1,Urban
32164,1,1.0,Urban
32168,1,1.0,Urban
32169,1,1.0,Urban
32170,1,1.0,Urban
32173,1,1.0,Urban
32174,1,1.0,Urban
32175,1,1.0,Urban
32176,1,1.0,Urban
32177,4,4.0,Suburban
32178,4,4.0,Suburban
32179,2,2.0,Suburban
32180,10,10.0,Rural
32181,6,6.0,Rural
32182,2,2.0,Suburban
32183,1,1.1,Urban
32185,2,2.0,Suburban
32187,4,4.0,Suburban
32189,3,3.0,Rural
32190,3,3.0,Rural
32192,2,2.0,Suburban
32193,6,6.0,Rural
32195,1,1.1,Urban
32198,1,1.0,Urban
32201,1,1.0,Urban
32202,1,1.0,Urban
32203,1,1.0,Urban
32204,1,1.0,Urban
32205,1,1.0,Urban
32206,1,1.0,Urban
32207,1,1.0,Urban
32208,1,1.0,Urban
32209,1,1.0,Urban
32210,1,1.0,Urban
32211,1,1.0,Urban
32212,1,1.0,Urban
32214,1,1.0,Urban
32216,1,1.0,Urban
32217,1,1.0,Urban
32218,1,1.0,Urban
32219,1,1.0,Urban
32220,1,1.0,Urban
32221,1,1.0,Urban
32222,1,1.0,Urban
32223,1,1.0,Urban
32224,1,1.0,Urban
32225,1,1.0,Urban
32226,1,1.0,Urban
32227,1,1.0,Urban
32228,1,1.0,Urban
32229,1,1.0,Urban
32231,1,1.0,Urban
32232,1,1.0,Urban
32233,1,1.0,Urban
32234,2,2.0,Suburban
32235,1,1.0,Urban
32236,1,1.0,Urban
32237,1,1.0,Urban
32238,1,1.0,Urban
32239,1,1.0,Urban
32240,1,1.0,Urban
32241,1,1.0,Urban
32244,1,1.0,Urban
32245,1,1.0,Urban
32246,1,1.0,Urban
32247,1,1.0,Urban
32250,1,1.0,Urban
32254,1,1.0,Urban
32255,1,1.0,Urban
32256,1,1.0,Urban
32257,1,1.0,Urban
32258,1,1.0,Urban
32259,1,1.0,Urban
32260,1,1.0,Urban
32266,1,1.0,Urban
32277,1,1.0,Urban
32301,1,1.0,Urban
32302,1,1.0,Urban
32303,1,1.0,Urban
32304,1,1.0,Urban
32305,1,1.0,Urban
32306,1,1.0,Urban
32307,1,1.0,Urban
32308,1,1.0,Urban
32309,1,1.0,Urban
32310,1,1.0,Urban
32311,1,1.0,Urban
32312,1,1.0,Urban
32313,1,1.0,Urban
32314,1,1.0,Urban
32315,1,1.0,Urban
32316,1,1.0,Urban
32317,1,1.0,Urban
32318,1,1.0,Urban
32320,7,7.0,Rural
32321,2,2.0,Suburban
32322,2,2.0,Suburban
32323,2,2.0,Suburban
32324,2,2.0,Suburban
32326,2,2.0,Suburban
32327,2,2.0,Suburban
32328,7,7.0,Rural
32329,7,7.0,Rural
32330,2,2.0,Suburban
32331,2,2.0,Suburban
32332,2,2.0,Suburban
32333,2,2.0,Suburban
32334,2,2.0,Suburban
32335,2,2.0,Suburban
32336,2,2.0,Suburban
32337,2,2.0,Suburban
32340,7,7.0,Rural
32341,7,7.0,Rural
32343,2,2.0,Suburban
32344,2,2.0,Suburban
32345,2,2.0,Suburban
32346,2,2.0,Suburban
32347,7,7.0,Rural
32348,10,10.3,Rural
32350,2,2.0,Suburban
32351,2,2.0,Suburban
32352,2,2.0,Suburban
32353,2,2.0,Suburban
32355,2,2.0,Suburban
32356,10,10.3,Rural
32357,7,7.0,Rural
32358,2,2.0,Suburban
32359,10,10.3,Rural
32360,2,2.0,Suburban
32361,2,2.0,Suburban
32362,2,2.0,Suburban
32395,1,1.0,Urban
32399,1,1.0,Urban
32401,1,1.0,Urban
32402,1,1.0,Urban
32403,1,1.0,Urban
32404,1,1.0,Urban
32405,1,1.0,Urban
32406,1,1.0,Urban
32407,1,1.0,Urban
32408,1,1.0,Urban
32409,1,1.0,Urban
32410,2,2.0,Suburban
32411,1,1.0,Urban
32412,1,1.0,Urban
32413,1,1.0,Urban
32417,1,1.0,Urban
32420,8,8.0,Rural
32421,2,2.0,Suburban
32422,7,7.1,Rural
32423,9,9.0,Rural
32424,2,2.0,Suburban
32425,7,7.0,Rural
32426,10,10.0,Rural
32427,2,2.0,Suburban
32428,2,2.0,Suburban
32430,2,2.0,Suburban
32431,10,10.0,Rural
32432,8,8.0,Rural
32433,7,7.1,Rural
32434,2,2.0,Suburban
32435,1,1.0,Urban
32437,2,2.0,Suburban
32438,2,2.0,Suburban
32439,3,3.0,Rural
32440,7,7.0,Rural
32442,8,8.0,Rural
32443,8,8.0,Rural
32444,1,1.0,Urban
32445,9,9.0,Rural
32446,8,8.0,Rural
32447,7,7.0,Rural
32448,7,7.0,Rural
32449,2,2.0,Suburban
32452,3,3.0,Rural
32455,3,3.0,Rural
32456,7,7.0,Rural
32457,7,7.0,Rural
32459,2,2.0,Suburban
32460,2,2.0,Suburban
32461,2,2.0,Suburban
32462,2,2.0,Suburban
32463,2,2.0,Suburban
32464,3,3.0,Rural
32465,2,2.0,Suburban
32466,2,2.0,Suburban
32501,1,1.0,Urban
32502,1,1.0,Urban
32503,1,1.0,Urban
32504,1,1.0,Urban
32505,1,1.0,Urban
32506,1,1.0,Urban
32507,1,1.0,Urban
32508,1,1.0,Urban
32509,1,1.0,Urban
32511,1,1.0,Urban
32512,1,1.0,Urban
32513,1,1.0,Urban
32514,1,1.0,Urban
32516,1,1.0,Urban
32520,1,1.0,Urban
32521,1,1.0,Urban
32522,1,1.0,Urban
32523,1,1.0,Urban
32524,1,1.0,Urban
32526,1,1.0,Urban
32530,1,1.0,Urban
32531,5,5.1,Rural
32533,1,1.0,Urban
32534,1,1.0,Urban
32535,2,2.0,Suburban
32536,2,2.0,Suburban
32537,2,2.0,Suburban
32538,2,2.0,Suburban
32539,2,2.0,Suburban
32540,1,1.0,Urban
32541,1,1.0,Urban
32542,1,1.0,Urban
32544,1,1.0,Urban
32547,1,1.0,Urban
32548,1,1.0,Urban
32549,1,1.0,Urban
32550,1,1.0,Urban
32559,1,1.0,Urban
32560,1,1.0,Urban
32561,1,1.0,Urban
32562,1,1.0,Urban
32563,1,1.0,Urban
32564,5,5.1,Rural
32565,2,2.0,Suburban
32566,1,1.0,Urban
32567,2,2.0,Suburban
32568,2,2.0,Suburban
32569,1,1.0,Urban
32570,1,1.0,Urban
32571,1,1.0,Urban
32572,1,1.0,Urban
32577,2,2.0,Suburban
32578,1,1.0,Urban
32579,1,1.0,Urban
32580,1,1.0,Urban
32583,1,1.0,Urban
32588,1,1.0,Urban
32591,1,1.0,Urban
32601,1,1.0,Urban
32602,1,1.0,Urban
32603,1,1.0,Urban
32604,1,1.0,Urban
32605,1,1.0,Urban
32606,1,1.0,Urban
32607,1,1.0,Urban
32608,1,1.0,Urban
32609,1,1.0,Urban
32610,1,1.0,Urban
32611,1,1.0,Urban
32612,1,1.0,Urban
32614,1,1.0,Urban
32615,2,2.0,Suburban
32616,2,2.0,Suburban
32617,2,2.0,Suburban
32618,2,2.0,Suburban
32619,10,10.0,Rural
32621,2,2.0,Suburban
32622,2,2.0,Suburban
32625,10,10.0,Rural
32626,10,10.0,Rural
