YEAR,COUNTYFP,TotalPop,TotalVetPop,MalePop,MaleVetPop,Male18To34,MaleVet18To34,Male35To54,MaleVet35To54,Male55To64,MaleVet55To64,Male65To74,MaleVet65To74,Male75Plus,MaleVet75Plus,FemalePop,FemaleVetPop,Female18To34,FemaleVet18To34,Female35To54,FemaleVet35To54,Female55To64,FemaleVet55To64,Female65To74,FemaleVet65To74,Female75Plus,FemaleVet75Plus,VetPercent
2014-2018,42111,61103,5833,31941,5541,7915,347,10809,1133,6005,891,4291,1795,2921,1375,29162,292,5924,38,8825,84,5694,92,4341,49,4378,29,9.55
2014-2018,42113,5455,674,2879,653,632,38,829,105,619,136,470,197,329,177,2576,21,461,0,679,6,570,15,478,0,388,0,12.36
2014-2018,42115,33496,3509,16797,3316,3756,146,5168,624,3561,631,2587,1105,1725,810,16699,193,3333,17,5038,66,3468,46,2691,42,2169,22,10.48
2014-2018,42117,33009,3519,16265,3276,4259,141,4853,696,3073,620,2385,1023,1695,796,16744,243,4210,27,4902,107,3134,45,2397,9,2101,55,10.66
2014-2018,42119,37026,2653,20657,2523,6920,140,7388,548,2972,447,1883,724,1494,664,16369,130,4958,6,4467,68,2571,27,2141,23,2232,6,7.17
2014-2018,42121,41952,4570,20445,4297,4670,209,6425,941,4407,754,3018,1342,1925,1051,21507,273,4471,15,6366,89,4586,81,3203,44,2881,44,10.89
2014-2018,42123,32213,3822,16027,3588,3652,135,4992,714,3340,626,2352,1146,1691,967,16186,234,3320,33,4910,128,3292,52,2472,11,2192,10,11.86
2014-2018,42125,166654,15146,80830,14339,20804,811,26385,2643,15760,2147,10882,4637,6999,4101,85824,807,19828,127,26661,335,16468,101,11928,120,10939,124,9.09
2014-2018,42127,42744,4565,22712,4306,5409,163,7261,577,4364,815,3584,1411,2094,1340,20032,259,3965,36,5847,59,4089,90,3464,36,2667,38,10.68
2014-2018,42129,288705,26799,139511,25009,33191,1431,44612,4765,28338,3272,19784,7729,13586,7812,149194,1790,31258,228,45279,679,29377,396,22289,226,20991,261,9.28
2014-2018,42131,22108,2070,11060,1999,2950,139,3394,314,2134,318,1681,768,901,460,11048,71,2587,8,3448,36,2162,16,1626,6,1225,5,9.36
2014-2018,42133,344908,30415,168222,28129,46143,1825,58381,7276,30591,4577,20211,7637,12896,6814,176686,2286,44829,268,59287,1184,31719,425,22400,200,18451,209,8.82
2014-2018,44001,39464,2693,18777,2600,5300,181,5775,372,3572,321,2326,780,1804,946,20687,93,5059,30,6406,20,3946,7,2682,8,2594,28,6.82
2014-2018,44003,132484,11288,63028,10603,16679,691,21754,2125,11984,1673,7769,3335,4842,2779,69456,685,16335,155,22885,179,13219,153,9086,108,7931,90,8.52
2014-2018,44005,65659,7048,31048,6386,7609,430,9710,1102,5979,1112,4667,1842,3083,1900,34611,662,8309,40,10197,229,6505,226,5176,40,4424,127,10.73
2014-2018,44007,502325,28014,240531,26275,83070,1622,79489,4744,38682,4218,23556,7550,15734,8141,261794,1739,82715,388,82786,725,42199,238,27188,176,26906,212,5.58
2014-2018,44009,104264,8481,49851,7963,14828,444,14443,1341,9715,1265,6890,2761,3975,2152,54413,518,15007,152,15585,143,10244,57,7460,70,6117,96,8.13
2014-2018,45001,19470,1561,9259,1504,2445,74,2817,286,1730,350,1497,401,770,393,10211,57,2424,4,3087,34,1901,7,1557,0,1242,12,8.02
2014-2018,45003,129932,13067,61597,12113,16883,679,19808,2776,11366,2447,8455,3303,5085,2908,68335,954,17603,198,21196,390,12498,227,9896,76,7142,63,10.06
2014-2018,45005,7464,518,3985,493,1328,0,1325,255,598,132,575,83,159,23,3479,25,786,0,1058,25,678,0,583,0,374,0,6.94
2014-2018,45007,150589,13914,71390,13051,19321,928,24481,2828,12483,2456,9420,3944,5685,2895,79199,863,20202,32,26113,487,13761,152,10857,73,8266,119,9.24
2014-2018,45009,11633,832,5484,789,1686,4,1535,113,1011,152,784,400,468,120,6149,43,1614,5,1744,32,1081,0,940,0,770,6,7.15
2014-2018,45011,16287,1275,7599,1157,2132,39,2441,356,1406,227,1045,378,575,157,8688,118,2109,0,2837,46,1663,39,1224,0,855,33,7.83
2014-2018,45013,141035,18418,66381,17035,15765,1312,17774,2838,10737,2368,13442,5576,8663,4941,74654,1383,16573,310,19510,462,13744,341,15396,159,9431,111,13.06
2014-2018,45015,153897,21639,74202,18739,23397,2350,26400,5385,12061,4167,8179,4309,4165,2528,79695,2900,23414,607,28118,1416,13371,556,9503,211,5289,110,14.06
2014-2018,45017,11810,1286,5601,1131,1277,44,1769,220,1126,317,987,404,442,146,6209,155,1257,13,1960,64,1239,29,1035,49,718,0,10.89
2014-2018,45019,313428,28834,148951,25964,49943,2276,48518,5765,23764,5423,17423,7121,9303,5379,164477,2870,51967,847,50608,957,27699,657,20493,312,13710,97,9.2
2014-2018,45021,43451,3596,20894,3351,6219,397,7095,469,3551,729,2568,1077,1461,679,22557,245,6324,39,7421,120,3740,78,2883,8,2189,0,8.28
2014-2018,45023,24920,1851,11846,1748,3103,45,4003,359,2220,345,1627,590,893,409,13074,103,3207,18,4197,45,2452,23,1817,17,1401,0,7.43
2014-2018,45025,35648,2261,17233,2137,4613,117,6038,423,3120,415,2287,682,1175,500,18415,124,4516,55,6142,17,3289,45,2674,0,1794,7,6.34
2014-2018,45027,27267,2422,13334,2234,3869,112,3764,357,2315,408,2104,794,1282,563,13933,188,3102,36,4002,98,2776,29,2422,3,1631,22,8.88
2014-2018,45029,28970,2735,13619,2616,3520,62,4270,399,2559,449,2062,945,1208,761,15351,119,3683,7,4872,13,2838,75,2325,8,1633,16,9.44
2014-2018,45031,52015,4696,24004,4440,6529,168,7919,940,4409,953,3371,1404,1776,975,28011,256,7143,20,8891,155,5212,33,3910,38,2855,10,9.03
2014-2018,45033,22929,1430,10468,1333,3194,20,3416,422,1905,260,1269,402,684,229,12461,97,3347,59,4005,0,2260,6,1571,32,1278,0,6.24
2014-2018,45035,115612,15851,54971,13887,16596,1138,20341,4526,8916,3303,6161,3239,2957,1681,60641,1964,17113,432,22130,895,10160,476,7002,81,4236,80,13.71
2014-2018,45037,21796,2062,11886,1856,3373,198,4300,431,2022,297,1428,636,763,294,9910,206,2226,0,3133,120,1973,30,1495,49,1083,7,9.46
2014-2018,45039,18201,1444,8504,1357,1914,34,2757,297,1790,342,1343,417,700,267,9697,87,2139,12,3033,25,2096,49,1431,1,998,0,7.93
2014-2018,45041,105231,8659,47863,7917,13939,474,16335,1850,8297,1366,6102,2562,3190,1665,57368,742,15771,148,19031,203,9829,317,7412,58,5325,16,8.23
2014-2018,45043,49742,4996,23021,4683,5044,65,6296,551,4364,741,4673,1915,2644,1411,26721,313,4990,89,7483,114,5454,58,5458,32,3336,20,10.04
2014-2018,45045,381812,29704,182443,27676,55784,2059,64409,7029,29486,4244,20721,8048,12043,6296,199369,2028,57314,199,67181,1020,32813,387,24341,253,17720,169,7.78
2014-2018,45047,54085,4492,24585,4287,7041,463,8108,759,4171,479,3155,1354,2110,1232,29500,205,8450,21,9129,122,4751,41,3795,6,3375,15,8.31
2014-2018,45049,15408,1252,7871,1227,2303,95,2687,380,1316,189,1028,323,537,240,7537,25,1834,3,2412,16,1371,0,1100,0,820,6,8.13
2014-2018,45051,260842,27893,124479,26120,31350,1122,37335,4158,22200,4246,22435,10021,11159,6573,136363,1773,32041,435,39935,568,26744,383,24362,235,13281,152,10.69
2014-2018,45053,21964,2250,11209,1883,3667,98,3489,400,1886,351,1580,657,587,377,10755,367,2715,117,3356,86,2090,152,1687,12,907,0,10.24
2014-2018,45055,49156,6120,23209,5354,5945,315,7866,1327,4382,1187,3269,1591,1747,934,25947,766,6131,106,8544,313,4948,162,3652,155,2672,30,12.45
2014-2018,45057,69884,6044,33653,5667,8577,344,11762,839,5352,1165,5074,1676,2888,1643,36231,377,8267,36,11919,220,6003,85,6165,23,3877,13,8.65
2014-2018,45059,51967,4317,24706,4075,6980,305,8058,697,4522,735,3265,1345,1881,993,27261,242,7130,61,8686,91,4861,49,3668,16,2916,25,8.31
2014-2018,45061,13998,919,7264,803,2472,35,2287,192,1219,199,853,316,433,61,6734,116,1477,67,2146,49,1342,0,982,0,787,0,6.57
2014-2018,45063,218864,21818,105011,19524,30232,1607,37562,5099,18108,3404,12396,5462,6713,3952,113853,2294,30531,472,39558,923,19879,507,14018,272,9867,120,9.97
2014-2018,45065,8413,1054,4611,999,994,19,1307,135,804,222,978,350,528,273,3802,55,536,9,885,30,784,9,1028,0,569,7,12.53
2014-2018,45067,24248,1928,10824,1760,2970,161,3435,328,2090,379,1554,555,775,337,13424,168,3249,63,4089,36,2628,51,2065,11,1393,7,7.95
2014-2018,45069,21565,1622,11413,1551,3718,94,3996,392,1749,283,1338,517,612,265,10152,71,2406,36,3283,24,1873,11,1529,0,1061,0,7.52
2014-2018,45071,29629,2172,14255,1908,4099,178,4432,288,2639,404,1977,612,1108,426,15374,264,3845,28,4740,140,2752,38,2254,15,1783,43,7.33
2014-2018,45073,61166,6628,29909,6306,7523,420,8810,1177,5520,858,5064,2200,2992,1651,31257,322,6900,87,9099,54,6110,74,5353,50,3795,57,10.84
2014-2018,45075,68768,4937,31438,4476,9471,205,9338,859,5651,1103,4400,1244,2578,1065,37330,461,10599,84,10824,188,6636,127,5293,46,3978,16,7.18
2014-2018,45077,99032,7777,48999,7242,19115,631,13935,1811,7307,1190,5353,2156,3289,1454,50033,535,17107,105,14388,197,7702,167,6108,49,4728,17,7.85
2014-2018,45079,309086,31545,145199,26258,57935,2753,45440,7850,21142,5525,13756,6188,6926,3942,163887,5287,58943,1255,51931,2587,25004,1017,16792,310,11217,118,10.21
2014-2018,45081,15752,1212,7871,1156,1997,62,2758,233,1394,186,1067,305,655,370,7881,56,1753,12,2561,27,1471,7,1128,3,968,7,7.69
2014-2018,45083,231629,18334,110643,16932,33492,1524,38134,3276,18232,3400,13275,4879,7510,3853,120986,1402,34523,280,39661,515,20125,428,15227,89,11450,90,7.92
2014-2018,45085,78328,11004,36094,9441,11730,1504,11387,2641,6135,1860,4198,1798,2644,1638,42234,1563,12030,397,13283,708,7171,293,5505,104,4245,61,14.05
2014-2018,45087,21644,1796,10095,1673,2438,118,3331,299,2052,412,1427,442,847,402,11549,123,2671,0,3668,80,2131,34,1729,9,1350,0,8.3
2014-2018,45089,24941,1644,11875,1591,3408,162,3714,356,2147,440,1761,430,845,203,13066,53,2976,4,3998,31,2595,10,2001,0,1496,8,6.59
2014-2018,45091,194963,17053,92233,15567,25872,1315,35115,4479,15546,2663,10391,4260,5309,2850,102730,1486,28280,288,37813,523,16912,384,11884,228,7841,63,8.75
2014-2018,46003,1998,186,1053,186,287,0,351,30,157,22,149,65,109,69,945,0,238,0,276,0,150,0,138,0,143,0,9.31
2014-2018,46005,13484,1051,6877,982,2131,2,2044,230,1347,192,773,279,582,279,6607,69,1734,5,1894,22,1293,21,768,21,918,0,7.79
2014-2018,46007,2215,166,1037,148,387,8,308,33,167,7,79,35,96,65,1178,18,353,0,425,6,179,9,94,2,127,1,7.49
2014-2018,46009,5633,484,3383,479,1055,29,1109,92,534,77,348,115,337,166,2250,5,442,0,593,3,447,2,335,0,433,0,8.59
2014-2018,46011,27271,1704,14037,1565,7286,290,3320,409,1643,153,1057,400,731,313,13234,139,6532,70,3032,14,1635,25,1073,24,962,6,6.25
2014-2018,46013,29525,2162,14345,2066,4585,161,4550,581,2436,241,1585,604,1189,479,15180,96,4577,27,4308,47,2630,9,1725,2,1940,11,7.32
2014-2018,46015,3910,244,1893,232,454,2,601,63,427,77,225,41,186,49,2017,12,453,0,611,6,454,6,237,0,262,0,6.24
2014-2018,46017,1284,112,610,110,220,0,224,24,83,37,60,30,23,19,674,2,267,0,212,2,106,0,70,0,19,0,8.72
2014-2018,46019,7714,859,3824,805,1029,60,1087,278,788,145,586,166,334,156,3890,54,919,10,1099,0,815,23,547,0,510,21,11.14
2014-2018,46021,1145,71,599,70,104,0,167,0,137,1,103,30,88,39,546,1,95,0,167,0,118,1,86,0,80,0,6.2
2014-2018,46023,6577,591,3238,556,905,26,945,123,603,72,405,119,380,216,3339,35,878,0,962,17,586,12,423,3,490,3,8.99
2014-2018,46025,2718,191,1365,186,374,2,360,30,299,18,206,63,126,73,1353,5,311,0,358,0,255,5,199,0,230,0,7.03
2014-2018,46027,11511,879,5564,779,2999,45,1192,236,614,121,498,195,261,182,5947,100,3346,52,1113,30,639,14,428,4,421,0,7.64
2014-2018,46029,21262,2248,10580,2144,3075,246,3462,437,1966,336,1173,549,904,576,10682,104,2887,12,3296,84,1960,2,1214,0,1325,6,10.57
2014-2018,46031,2672,236,1349,213,442,17,458,67,234,43,131,46,84,40,1323,23,437,1,420,12,235,8,135,0,96,2,8.83
2014-2018,46033,7214,1044,3512,936,576,4,879,132,858,150,794,428,405,222,3702,108,584,1,997,89,928,16,751,2,442,0,14.47
2014-2018,46035,15384,1373,7711,1260,2529,168,2379,414,1306,130,838,209,659,339,7673,113,1972,37,2299,19,1374,29,897,28,1131,0,8.92
2014-2018,46037,4311,483,2221,481,516,35,588,56,470,108,374,151,273,131,2090,2,384,2,553,0,406,0,355,0,392,0,11.2
2014-2018,46039,3302,345,1699,319,387,3,514,75,374,66,240,82,184,93,1603,26,334,3,486,16,294,3,252,4,237,0,10.45
2014-2018,46041,3676,259,1772,225,608,15,615,50,298,58,166,48,85,54,1904,34,664,10,641,14,298,0,172,0,129,10,7.05
2014-2018,46043,2252,213,1093,208,240,22,306,6,232,34,171,57,144,89,1159,5,233,0,276,2,273,0,166,2,211,1,9.46
2014-2018,46045,2975,239,1570,239,390,14,443,26,320,41,211,68,206,90,1405,0,309,0,444,0,282,0,165,0,205,0,8.03
2014-2018,46047,5575,862,2697,755,512,0,725,185,575,147,536,245,349,178,2878,107,436,36,857,51,673,2,493,14,419,4,15.46
2014-2018,46049,1813,131,864,127,182,0,271,9,187,15,120,47,104,56,949,4,177,0,237,4,170,0,169,0,196,0,7.23
2014-2018,46051,5570,510,2885,504,598,27,1030,70,596,74,384,193,277,140,2685,6,526,1,830,2,540,3,403,0,386,0,9.16
2014-2018,46053,3208,240,1609,221,326,15,476,10,341,38,254,64,212,94,1599,19,316,0,402,9,326,0,246,0,309,10,7.48
2014-2018,46055,1588,127,803,105,211,8,213,0,172,21,90,18,117,58,785,22,109,0,217,0,165,1,123,0,171,21,8.0
2014-2018,46057,4116,368,2128,321,578,29,698,62,402,51,274,109,176,70,1988,47,520,11,608,17,344,4,240,8,276,7,8.94
2014-2018,46059,2588,191,1317,185,308,5,373,32,263,9,170,25,203,114,1271,6,258,0,343,6,250,0,166,0,254,0,7.38
2014-2018,46061,2317,255,1164,242,264,25,424,37,216,46,189,95,71,39,1153,13,296,1,401,10,216,1,173,0,67,1,11.01
2014-2018,46063,1009,99,545,87,156,3,179,6,98,16,76,37,36,25,464,12,102,0,145,5,96,2,75,5,46,0,9.81
2014-2018,46065,13396,1159,6486,1039,1806,120,2078,139,1258,242,808,283,536,255,6910,120,1966,45,2174,19,1284,55,761,1,725,0,8.65
2014-2018,46067,5510,513,2718,509,646,16,789,143,559,33,358,131,366,186,2792,4,563,0,762,3,506,1,370,0,591,0,9.31
2014-2018,46069,1053,58,524,54,104,12,143,2,125,3,78,26,74,11,529,4,75,0,142,2,118,0,67,2,127,0,5.51
2014-2018,46071,2257,240,1132,215,328,0,354,32,208,78,140,54,102,51,1125,25,432,2,284,23,184,0,135,0,90,0,10.63
2014-2018,46073,1600,147,755,131,158,4,176,11,200,27,128,37,93,52,845,16,121,0,202,0,195,11,129,0,198,5,9.19
2014-2018,46075,634,39,318,32,54,8,57,0,115,4,27,14,65,6,316,7,34,0,94,4,100,3,43,0,45,0,6.15
2014-2018,46077,3871,327,1970,311,419,17,571,50,443,42,306,92,231,110,1901,16,418,0,541,0,368,8,265,5,309,3,8.45
2014-2018,46079,9966,824,5208,710,1518,2,1351,88,1057,157,909,296,373,167,4758,114,1126,0,1249,9,1132,100,745,4,506,1,8.27
2014-2018,46081,20658,2138,10238,2024,3123,65,2718,397,2015,399,1472,670,910,493,10420,114,3046,24,2688,70,1989,17,1452,3,1245,0,10.35
2014-2018,46083,39145,3034,18993,2713,5799,182,7396,635,2880,504,1894,835,1024,557,20152,321,6301,52,7363,141,3013,109,2025,11,1450,8,7.75
2014-2018,46085,2756,120,1423,113,429,1,423,12,290,25,163,45,118,30,1333,7,353,3,420,0,248,3,162,0,150,1,4.35
2014-2018,46087,4000,349,1993,325,495,16,647,76,398,30,248,93,205,110,2007,24,450,1,612,20,367,0,275,3,303,0,8.72
2014-2018,46089,1890,212,959,209,200,8,271,6,194,76,127,38,167,81,931,3,160,0,210,3,163,0,144,0,254,0,11.22
2014-2018,46091,3586,291,1869,289,485,22,553,43,383,41,277,96,171,87,1717,2,414,0,436,0,336,0,273,0,258,2,8.11
2014-2018,46093,19816,2710,9964,2477,2972,521,3228,615,1875,497,1237,441,652,403,9852,233,2948,73,3160,51,1763,33,1157,18,824,58,13.68
2014-2018,46095,1401,49,735,49,240,5,196,10,151,10,96,16,52,8,666,0,189,0,207,0,112,0,81,0,77,0,3.5
2014-2018,46097,1659,129,854,126,176,9,260,10,193,3,125,45,100,59,805,3,165,0,236,3,159,0,89,0,156,0,7.78
2014-2018,46099,139225,10541,69511,9519,24035,740,24063,2407,11167,1831,6583,2552,3663,1989,69714,1022,22635,153,22617,407,11497,201,7162,145,5803,116,7.57
2014-2018,46101,4870,481,2448,450,603,7,807,68,484,92,318,125,236,158,2422,31,581,1,721,4,504,11,300,1,316,14,9.88
2014-2018,46102,9002,566,4278,445,1909,8,1503,125,534,157,232,107,100,48,4724,121,1945,25,1538,86,596,0,370,10,275,0,6.29
2014-2018,46103,82768,10980,40954,9836,12173,981,12612,2292,7608,1771,5445,2903,3116,1889,41814,1144,11535,270,12581,475,7980,236,5495,98,4223,65,13.27
2014-2018,46105,2282,260,1152,234,251,6,298,21,271,47,184,72,148,88,1130,26,227,0,329,0,242,8,131,14,201,4,11.39
2014-2018,46107,1821,191,900,180,179,12,205,18,223,42,165,41,128,67,921,11,179,0,212,7,175,4,168,0,187,0,10.49
2014-2018,46109,7486,620,3810,590,1016,13,1134,79,704,87,577,215,379,196,3676,30,931,0,1089,14,649,8,532,8,475,0,8.28
2014-2018,46111,1835,155,924,140,250,0,261,31,197,19,132,34,84,56,911,15,205,0,269,0,204,13,118,2,115,0,8.45
2014-2018,46115,4937,524,2420,503,588,33,680,90,545,100,321,118,286,162,2517,21,569,2,728,10,504,7,309,2,407,0,10.61
2014-2018,46117,2220,154,1128,135,199,0,432,2,222,11,201,87,74,35,1092,19,288,0,307,19,223,0,174,0,100,0,6.94
2014-2018,46119,1014,87,528,77,89,1,187,24,92,3,94,37,66,12,486,10,104,0,165,2,78,4,64,0,75,4,8.58
2014-2018,46121,6057,294,2922,285,1263,12,965,80,379,87,213,49,102,57,3135,9,1207,5,1041,0,441,0,273,4,173,0,4.85
2014-2018,46123,4230,243,2114,235,475,7,663,52,455,54,272,48,249,74,2116,8,409,0,648,0,374,0,306,0,379,8,5.74
2014-2018,46125,6294,562,3114,518,682,29,1017,123,651,78,424,122,340,166,3180,44,696,6,971,10,600,12,424,12,489,4,8.93
2014-2018,46127,11488,1004,5811,965,1514,132,2056,142,1039,179,754,268,448,244,5677,39,1335,0,1928,18,1057,4,744,14,613,3,8.74
2014-2018,46129,4187,431,2060,429,468,5,586,71,401,66,334,144,271,143,2127,2,429,0,619,2,395,0,300,0,384,0,10.29
2014-2018,46135,17853,1813,9239,1669,2523,62,3254,373,1644,165,1069,593,749,476,8614,144,2132,42,2648,55,1574,9,1097,38,1163,0,10.16
2014-2018,46137,1914,75,984,70,348,2,359,28,156,12,74,6,47,22,930,5,279,1,373,4,147,0,74,0,57,0,3.92
2014-2018,47001,59771,6220,28761,5636,7464,427,9446,1149,5383,1008,3957,1647,2511,1405,31010,584,7164,54,9882,296,5701,105,4421,49,3842,80,10.41
2014-2018,47003,35304,3146,17156,2865,5221,150,6012,677,2823,651,1966,693,1134,694,18148,281,4892,18,6393,53,2942,158,2354,44,1567,8,8.91
2014-2018,47005,13026,1437,6305,1391,1328,29,2068,261,1166,297,1084,380,659,424,6721,46,1330,0,2031,3,1254,16,1202,19,904,8,11.03
2014-2018,47007,12218,848,7233,837,1937,16,2839,324,1177,100,806,236,474,161,4985,11,1045,0,1620,11,952,0,837,0,531,0,6.94
2014-2018,47009,101824,9940,48767,9174,12418,474,16474,1871,8704,1546,6981,2909,4190,2374,53057,766,12304,103,17480,329,9422,178,7896,62,5955,94,9.76
2014-2018,47011,81300,6280,39004,5863,11556,478,13595,1488,6244,839,4608,1709,3001,1349,42296,417,11683,61,14039,154,6827,108,5538,56,4209,38,7.72
2014-2018,47013,31447,2621,15113,2480,3647,106,5176,457,2630,351,2188,785,1472,781,16334,141,3784,53,5288,54,2892,5,2489,23,1881,6,8.33
2014-2018,47015,10989,966,5439,909,1476,67,1882,129,946,167,698,304,437,242,5550,57,1359,0,1774,22,988,12,823,7,606,16,8.79
2014-2018,47017,22038,1932,10472,1702,2981,88,3241,547,1870,257,1507,465,873,345,11566,230,2886,11,3576,113,1929,65,1764,39,1411,2,8.77
2014-2018,47019,45669,4482,22140,4257,5535,355,7393,729,3907,597,3249,1418,2056,1158,23529,225,5320,47,7422,61,4346,88,3564,21,2877,8,9.81
2014-2018,47021,30824,2605,15165,2352,4101,301,5643,510,2797,384,1779,673,845,484,15659,253,3925,36,5807,107,2897,80,1845,24,1185,6,8.45
2014-2018,47023,13242,1082,6222,1049,1991,84,1977,331,991,154,796,210,467,270,7020,33,2208,10,2102,0,1133,0,841,20,736,3,8.17
2014-2018,47025,25618,2006,12324,1913,3461,275,4007,377,2153,274,1755,609,948,378,13294,93,3452,7,4069,25,2425,2,1968,38,1380,21,7.83
2014-2018,47027,6157,547,3049,542,668,84,965,32,554,65,535,157,327,204,3108,5,614,0,949,0,565,0,553,0,427,5,8.88
2014-2018,47029,27991,2695,13334,2525,3041,78,4393,343,2501,721,2213,801,1186,582,14657,170,3241,0,4729,70,2925,61,2214,23,1548,16,9.63
2014-2018,47031,41290,4381,19778,4053,5464,231,6771,897,3478,842,2448,1144,1617,939,21512,328,5487,0,7113,109,3650,94,2839,92,2423,33,10.61
2014-2018,47033,11003,846,5204,791,1410,47,1754,194,917,137,707,270,416,143,5799,55,1483,0,1821,7,973,48,838,0,684,0,7.69
2014-2018,47035,48056,6649,23252,6165,4814,397,6106,836,3960,619,4909,2305,3463,2008,24804,484,4739,69,6280,66,4636,170,5345,117,3804,62,13.84
2014-2018,47037,538113,31061,255918,27739,98123,2216,87598,6536,36755,5621,21506,7082,11936,6284,282195,3322,105191,718,88640,1152,41915,849,26243,417,20206,186,5.77
2014-2018,47039,9181,741,4447,704,989,45,1426,115,829,113,752,206,451,225,4734,37,960,0,1404,0,863,7,808,25,699,5,8.07
2014-2018,47041,15342,1140,7527,1048,1937,54,2641,151,1386,255,1048,360,515,228,7815,92,1819,26,2603,14,1429,39,1134,13,830,0,7.43
2014-2018,47043,39699,3155,19115,2978,5302,257,6871,733,3354,549,2239,786,1349,653,20584,177,5363,23,7117,69,3641,85,2648,0,1815,0,7.95
2014-2018,47045,28552,2056,13469,1939,3650,73,4752,500,2375,340,1660,664,1032,362,15083,117,3804,0,5082,62,2548,28,2065,0,1584,27,7.2
2014-2018,47047,31699,2788,15374,2527,3546,50,4924,497,3152,468,2418,918,1334,594,16325,261,3586,50,5151,130,3392,67,2497,14,1699,0,8.8
2014-2018,47049,14078,1229,6879,1195,1618,119,2187,206,1358,163,1131,512,585,195,7199,34,1492,0,2304,7,1390,19,1251,8,762,0,8.73
2014-2018,47051,32958,3306,15958,3053,4516,137,4878,592,2947,749,2215,855,1402,720,17000,253,4495,11,5091,144,3104,32,2446,51,1864,15,10.03
2014-2018,47053,37097,3329,17400,3011,4664,196,5968,644,3072,629,2193,865,1503,677,19697,318,4878,84,6452,90,3345,94,2602,11,2420,39,8.97
2014-2018,47055,23048,2037,11141,1906,2837,170,3589,284,2163,372,1644,661,908,419,11907,131,2862,30,3745,42,2182,27,1805,9,1313,23,8.84
2014-2018,47057,18217,1652,9012,1542,2135,95,3088,457,1674,281,1382,509,733,200,9205,110,1971,11,3087,33,1764,44,1390,20,993,2,9.07
2014-2018,47059,55213,5733,26650,5288,6598,611,8844,753,4796,900,4002,1740,2410,1284,28563,445,6371,70,9122,182,5199,128,4458,25,3413,40,10.38
2014-2018,47061,10371,678,5012,618,1246,16,1686,101,879,48,768,266,433,187,5359,60,1249,11,1650,21,940,9,879,7,641,12,6.54
2014-2018,47063,48832,3959,23616,3708,6316,146,8404,640,3939,765,3085,1266,1872,891,25216,251,6085,61,8402,134,4277,49,3660,7,2792,0,8.11
2014-2018,47065,282199,22867,133770,20987,40495,1354,44588,4123,22730,4593,16050,5963,9907,4954,148429,1880,42070,409,46544,730,25514,455,18412,163,15889,123,8.1
2014-2018,47067,5245,385,2592,330,602,28,861,61,508,105,393,101,228,35,2653,55,600,0,816,32,539,15,384,8,314,0,7.34
2014-2018,47069,20575,1427,11533,1327,3843,91,3996,205,1673,335,1269,423,752,273,9042,100,2087,30,2831,15,1665,14,1390,31,1069,10,6.94
2014-2018,47071,20395,2015,9858,1890,2274,53,3197,331,1811,386,1551,513,1025,607,10537,125,2192,25,3340,40,1943,29,1700,0,1362,31,9.88
2014-2018,47073,44830,3950,21667,3666,5257,223,7285,694,3977,673,3285,1202,1863,874,23163,284,5105,120,7599,112,4346,28,3602,0,2511,24,8.81
2014-2018,47075,13685,1051,6233,936,1730,12,1972,235,1226,230,881,275,424,184,7452,115,1820,24,2441,60,1429,26,969,5,793,0,7.68
2014-2018,47077,21430,1609,10196,1564,2486,142,3732,372,1825,318,1369,400,784,332,11234,45,2739,7,3776,3,1984,24,1564,0,1171,11,7.51
2014-2018,47079,25457,2764,12138,2578,2676,112,4009,427,2237,472,1994,892,1222,675,13319,186,2750,45,4075,40,2503,61,2241,17,1750,23,10.86
2014-2018,47081,19311,1724,10125,1594,2913,129,3671,344,1703,463,1156,391,682,267,9186,130,2227,72,3098,0,1655,42,1258,16,948,0,8.93
2014-2018,47083,6385,704,3151,628,835,19,987,158,555,89,514,200,260,162,3234,76,715,0,1003,34,566,33,537,9,413,0,11.03
2014-2018,47085,14517,1451,6995,1342,1688,45,2449,366,1275,227,975,373,608,331,7522,109,1839,8,2409,84,1371,10,1065,5,838,2,10.0
2014-2018,47087,9478,854,4709,813,1044,10,1489,195,962,193,808,276,406,139,4769,41,1032,0,1494,22,965,10,732,6,546,3,9.01
2014-2018,47089,42317,4067,20456,3727,5390,252,6691,847,3662,676,2945,952,1768,1000,21861,340,5324,24,6958,64,3980,174,3308,56,2291,22,9.61
2014-2018,47091,14792,1640,8109,1599,2111,111,2970,376,1224,229,1122,550,682,333,6683,41,1262,17,2013,18,1310,6,1227,0,871,0,11.09
2014-2018,47093,359100,28997,171955,26558,57967,2010,56975,5951,27192,4928,18641,7117,11180,6552,187145,2439,58687,363,59288,1045,29918,447,21992,329,17260,255,8.07
2014-2018,47095,6388,414,4138,381,1499,11,1628,101,540,94,314,99,157,76,2250,33,479,0,692,3,409,8,325,12,345,10,6.48
2014-2018,47097,20227,1457,10392,1320,3402,135,3687,202,1570,351,1092,422,641,210,9835,137,2524,25,3314,69,1733,24,1351,19,913,0,7.2
2014-2018,47099,32139,2649,15495,2448,4129,217,5383,370,2607,554,2093,658,1283,649,16644,201,4164,48,5458,56,2831,37,2240,29,1951,31,8.24
2014-2018,47101,9279,696,4404,601,1033,27,1420,106,852,97,731,271,368,100,4875,95,1097,0,1460,65,949,20,793,0,576,10,7.5
