<<<<<<< Updated upstream
G_ZCTA,ZCTA,pop,minDist_OTP
"57767",291.204308652422,0,NA
"79942",94.5906569338006,0,NA
"73717",117.860823243553,0,NA
"57424",187.709570135685,0,NA
"57325",176.564533318007,0,NA
"57775",279.733744081919,0,NA
"99751",723.758057946055,0,NA
"99628",713.604755150115,0,NA
"57732",321.212176245291,0,NA
"57570",286.258782678579,0,NA
"84732",127.907863993249,0,NA
"58348",126.797916415118,0,NA
"99551",798.808331521234,0,NA
"99612",1176.44149702437,0,NA
"38928",93.2643165823422,0,NA
"68636",151.126677329958,0,NA
"50449",120.236724817242,0,NA
"59263",297.352758649889,0,NA
"58845",185.955746758853,0,NA
"68764",148.863812245546,0,NA
"68941",116.576265696375,0,NA
"68828",190.569893755853,0,NA
"68741",111.249496283098,0,NA
"67451",89.4486797163115,0,NA
"49836",141.064512607822,0,NA
"99750",1265.75421749124,0,NA
"99766",1366.70773101521,0,NA
"99568",173.394678739803,0,NA
"99547",2030.01924988059,0,NA
"50582",112.596799868306,0,NA
"83423",164.671955002541,0,NA
"83209",111.150321804478,0,NA
"50591",95.5740801178627,0,NA
"67521",183.858775132571,0,NA
"67474",180.577008002448,0,NA
"95456",100.055793235155,0,NA
"56623",233.686082197553,0,NA
"59214",235.098419590572,0,NA
"59333",170.664083370672,0,NA
"59433",183.717531680023,0,NA
"50516",93.1011952765323,0,NA
"69026",232.941333473865,0,NA
"57522",236.903887324113,0,NA
"71724",76.1524726904656,0,NA
"57213",97.5719800078947,0,NA
"59830",107.269342981396,0,NA
"49640",96.1236253117295,0,NA
"73719",85.9154533714023,0,NA
"54120",111.194755384651,0,NA
"39735",87.355544726665,0,NA
"64646",106.628606015371,0,NA
"57322",133.797064171749,0,NA
"00757",NA,0,NA
"59339",278.639501226752,0,NA
"68665",149.025894463181,0,NA
"68827",107.658268967164,0,NA
"57335",146.81781585948,0,NA
"57232",130.657834224973,0,NA
"00771",NA,0,NA
"79251",101.306344225672,0,NA
"68873",130.052735594922,0,NA
"68742",166.083678316671,0,NA
"68789",126.620833146417,0,NA
"69151",267.215525238547,0,NA
"58339",143.975893312357,0,NA
"58331",157.257919870751,0,NA
"51338",104.691094681052,0,NA
"56087",131.650217030227,0,NA
"88414",136.332169222661,0,NA
"81225",107.733892710438,0,NA
"67764",123.920369153053,0,NA
"67664",221.822157301034,0,NA
"58220",207.993127263737,0,NA
"56663",121.591575839879,0,NA
"49877",162.097626788039,0,NA
"04777",100.78504246334,0,NA
"56750",111.078836849589,0,NA
"68660",109.16007803221,0,NA
"00783",NA,0,NA
"69120",252.485859449315,0,NA
"68932",150.101247654356,0,NA
"00703",NA,0,NA
"87730",127.594279717546,0,NA
"88347",84.1277934547153,0,NA
"49965",205.266074335306,0,NA
"56013",121.174494145823,0,NA
"56229",123.676709444241,0,NA
"00956",NA,0,NA
"49942",246.043527121938,0,NA
"73642",144.731461879503,0,NA
"54102",95.8100578700678,0,NA
"82609",222.36942222815,0,NA
"57368",120.369239201958,0,NA
"71937",84.7344818555672,0,NA
"51103",100.023578004228,0,NA
"68845",173.351599310513,0,NA
"83318",152.255069585729,0,NA
"83846",111.090353973762,0,NA
"67124",99.3829402816162,0,NA
"58436",144.255268477112,0,NA
"49963",218.96837697076,0,NA
"20032",3.23615920664917,0,NA
"67410",106.315729904367,0,NA
"00920",NA,0,NA
"56145",119.808930242997,0,NA
"98849",163.962683514382,0,NA
"50604",95.2483219907922,0,NA
"57223",113.728473861947,0,NA
"57543",304.436547218515,0,NA
"57776",242.205704408694,0,NA
"57440",162.941113839969,0,NA
"81242",91.3381260991644,0,NA
"57531",261.232813133692,0,NA
"57235",152.217462557645,0,NA
"57446",135.408822390894,0,NA
"04732",165.385714916424,0,NA
"20037",0.617639181484553,0,NA
"67485",162.217439164174,0,NA
"67557",114.216013480481,0,NA
"67548",159.072674204244,0,NA
"58227",188.087564151874,0,NA
"55781",110.543032725336,0,NA
"56256",147.831141552951,0,NA
"57224",102.826480712949,0,NA
"58646",111.271457861969,0,NA
"58273",157.883359613933,0,NA
"96742",37.743391708452,0,NA
"83451",190.708755126379,0,NA
"38914",103.46641817005,0,NA
"56637",132.135713529878,0,NA
"50588",138.734585241313,0,NA
"56686",237.967078019201,0,NA
"99744",132.676135542243,0,NA
"99609",875.500675047092,0,NA
"20008",3.37954905769124,0,NA
"56673",234.483198451099,0,NA
"83427",166.42480318459,0,NA
"51105",102.163638400864,0,NA
"68860",218.608185426717,0,NA
"56531",105.477941018718,0,NA
"59756",106.465665547596,0,NA
"50475",111.779419809928,0,NA
"67441",98.8290193716137,0,NA
"56231",112.304727270149,0,NA
"73947",113.027131301438,0,NA
"50560",122.163156243482,0,NA
"96748",31.5380961445516,0,NA
"80434",90.8720653103319,0,NA
"80834",110.162647825634,0,NA
"81656",112.708531264187,0,NA
"50570",123.063991487766,0,NA
"67601",173.515531761434,0,NA
"67642",223.725236576804,0,NA
"57234",101.86855626943,0,NA
"57520",199.475628714284,0,NA
"83543",161.014586210841,0,NA
"56343",106.927690291908,0,NA
"56180",111.770726437631,0,NA
"56232",142.287136302576,0,NA
"68753",196.43855405214,0,NA
"88135",99.924136016258,0,NA
"38941",92.3970278341555,0,NA
"99824",1132.46905102526,0,NA
"99558",745.587343318573,0,NA
"99929",1078.85467715955,0,NA
"99721",637.969243132073,0,NA
"59025",149.146768651889,0,NA
"58017",108.61678502075,0,NA
"67525",114.48665944894,0,NA
"67743",150.22237800308,0,NA
"56120",134.185645991007,0,NA
"57469",178.29182077995,0,NA
"57785",289.670438914909,0,NA
"57225",145.210849464538,0,NA
"57369",151.813558435881,0,NA
"73857",137.716026500968,0,NA
"57471",173.06724752897,0,NA
"57450",170.653168127235,0,NA
"57268",98.3466522201769,0,NA
"69037",208.229359016495,0,NA
"38730",115.496111720697,0,NA
"58235",134.022445671215,0,NA
"58441",127.397163195696,0,NA
"04730",103.787818399532,0,NA
"99115",130.784091181988,0,NA
"58381",165.241860453043,0,NA
"58228",109.731071699663,0,NA
"57362",183.800831879457,0,NA
"38756",97.1109946520043,0,NA
"38749",97.8557379307339,0,NA
"76831",77.8282595990004,0,NA
"38950",101.892426538903,0,NA
"57345",210.863152384875,0,NA
"57239",139.539221297234,0,NA
"73716",102.271640957567,0,NA
"57329",110.577121802289,0,NA
"69032",249.299237961009,0,NA
"68823",198.099917014147,0,NA
"59243",239.395764356938,0,NA
"68801",113.569308553032,0,NA
"68637",165.719573651869,0,NA
"68936",219.931135033907,0,NA
"68723",123.352191176288,0,NA
"69132",262.560891926138,0,NA
"59469",145.032543934439,0,NA
"87357",103.765884129982,0,NA
"04780",124.26470862321,0,NA
"68976",213.325674680412,0,NA
"87312",107.102018176402,0,NA
"58620",178.390060830374,0,NA
"58323",177.97766142504,0,NA
"58838",187.102397886739,0,NA
"38949",79.7542089140653,0,NA
"59225",313.114021309078,0,NA
"99679",764.986979552774,0,NA
"99585",863.104697056257,0,NA
"66935",108.176890208704,0,NA
"57262",120.492491658362,0,NA
"20006",0.425093040011119,0,NA
"59537",315.292380463819,0,NA
"59528",273.768563935348,0,NA
"83344",172.249339619909,0,NA
"04736",180.324330536656,0,NA
"83334",176.341304302168,0,NA
"67470",107.436057922768,0,NA
"54121",127.116322805883,0,NA
"20307",3.25154665209634,0,NA
"56241",122.130707366797,0,NA
"69345",126.453464918322,0,NA
"68920",194.603890673992,0,NA
"54540",119.469046948238,0,NA
"56150",107.451940035657,0,NA
"04756",225.600389055725,0,NA
"96765",120.461677002498,0,NA
"56212",154.129130224644,0,NA
"69024",229.181812464814,0,NA
"96722",128.441995513325,0,NA
"56644",131.119624320813,0,NA
"00971",NA,0,NA
"54119",106.679268598212,0,NA
"49812",112.416281449879,0,NA
"73834",170.043337886166,0,NA
"00979",NA,0,NA
"54828",104.806652813395,0,NA
"57279",144.365054778794,0,NA
"99136",98.7137024533822,0,NA
"74755",78.4814950717866,0,NA
"38952",103.815110210836,0,NA
"79719",77.7864775826625,0,NA
"56267",120.526210743823,0,NA
"58272",142.373095301519,0,NA
"56748",121.806618763065,0,NA
"57564",214.841062663339,0,NA
"57477",173.68430751908,0,NA
"49961",167.175128063091,0,NA
"87729",92.7872096024307,0,NA
"57445",166.360412217406,0,NA
"57341",169.182970969289,0,NA
"69138",243.704579439708,0,NA
"57620",186.992326074435,0,NA
"87939",104.74454846212,0,NA
"73853",125.170810567149,0,NA
"68766",155.128251005709,0,NA
"58772",117.118626398147,0,NA
"58356",148.097440556699,0,NA
"58250",166.403397851026,0,NA
"64651",93.085887636121,0,NA
"50527",143.636441672096,0,NA
"38953",88.2920097548794,0,NA
"50565",138.556260638969,0,NA
"58254",129.882882906224,0,NA
"58233",147.626361660026,0,NA
"58795",134.453402823072,0,NA
"59349",239.663938440009,0,NA
"63567",86.0442825247247,0,NA
"67442",89.4193105511806,0,NA
"68715",124.767053882338,0,NA
"49822",202.726421138968,0,NA
"59750",107.14148765949,0,NA
"68901",120.209992529258,0,NA
"67671",160.262859569615,0,NA
"51019",94.0306693171214,0,NA
"67420",158.742343152912,0,NA
"38774",94.1372307213713,0,NA
"38962",91.3167303720016,0,NA
"67637",190.6723007926,0,NA
"68862",173.338851420816,0,NA
"56236",123.997759587995,0,NA
"55333",108.884132250999,0,NA
"56727",176.515395457366,0,NA
"63539",89.6038371616018,0,NA
"56754",123.393204626453,0,NA
"55764",100.528074476425,0,NA
"38759",103.803438520365,0,NA
"87021",72.4826506429038,0,NA
"67057",113.921929728507,0,NA
"73532",81.8364247363336,0,NA
"65449",102.314608517159,0,NA
"50436",112.295270134189,0,NA
"51448",95.5649818319042,0,NA
"82640",269.086869270793,0,NA
"57717",282.601431370494,0,NA
"79854",154.704014814197,0,NA
"57233",102.603658672932,0,NA
"57638",134.901584131845,0,NA
"04734",136.242551532995,0,NA
"04758",141.972812796401,0,NA
"93042",80.7589212901422,0,NA
"73855",187.605606946849,0,NA
"51052",101.414014466203,0,NA
"68731",109.458792692656,0,NA
"80807",114.980114389966,0,NA
"59353",239.815709724194,0,NA
"81081",108.437721190855,0,NA
"20020",0.912584946996239,0,NA
"67756",163.556172525794,0,NA
"68874",204.983905778621,0,NA
"38954",85.9386723810667,0,NA
"88113",86.6918879521536,0,NA
"79261",96.8291611378759,0,NA
"99150",142.022214344267,0,NA
"00727",NA,0,NA
"00950",NA,0,NA
"54527",119.252335759561,0,NA
"99604",1123.5840749299,0,NA
"96951",NA,0,NA
"83118",133.591941248141,0,NA
"83542",169.415273377755,0,NA
"88026",104.680964393867,0,NA
"67835",158.567023132507,0,NA
"67625",220.320587701658,0,NA
"68745",106.623290539172,0,NA
"49955",213.340267386638,0,NA
"50421",105.532435821437,0,NA
"68781",139.256160705794,0,NA
"68824",135.337367213553,0,NA
"38764",110.133320235558,0,NA
"68726",163.249683943932,0,NA
"04761",104.241024587135,0,NA
"99690",1037.70292323528,0,NA
"99829",1077.37372233129,0,NA
"68929",176.092656131223,0,NA
"38944",101.864732448248,0,NA
"68724",116.642396170379,0,NA
"56680",134.737237356491,0,NA
"67701",160.239521989339,0,NA
"67452",153.610346830091,0,NA
"59443",168.227992671967,0,NA
"67028",112.523518848802,0,NA
"51104",99.0667491801345,0,NA
"57735",267.290030499584,0,NA
"67863",106.956052981946,0,NA
"99747",997.473058850187,0,NA
"99783",1410.56937271369,0,NA
"99602",703.886054194798,0,NA
"51433",101.986712555617,0,NA
"50554",137.105644804399,0,NA
"00777",NA,0,NA
"00616",NA,0,NA
"00957",NA,0,NA
"00646",NA,0,NA
"54519",110.59380947059,0,NA
"80479",111.112249439535,0,NA
"82224",230.449398337705,0,NA
"80743",124.827647040372,0,NA
"96714",131.242702853784,0,NA
"83316",134.893433373755,0,NA
"83615",108.448432422313,0,NA
"00664",NA,0,NA
"98834",142.783915836032,0,NA
"83126",102.162588322531,0,NA
"57339",191.364295405655,0,NA
"00735",NA,0,NA
"52651",88.4954786569169,0,NA
"49728",136.993551381944,0,NA
"80824",141.261180325879,0,NA
"79053",83.9740406359699,0,NA
"00676",NA,0,NA
"57214",96.6671461829904,0,NA
"79233",108.873808766666,0,NA
"57264",151.093780888272,0,NA
"57421",134.493409927606,0,NA
"57261",140.204236247683,0,NA
"84749",116.75885968039,0,NA
"79770",107.481932253186,0,NA
"84046",139.420194392204,0,NA
"99126",117.854508098124,0,NA
"04741",262.574372883553,0,NA
"56733",181.869560173301,0,NA
"58370",172.364881743095,0,NA
"58379",173.843832159291,0,NA
"58229",194.387064024487,0,NA
"58486",113.497604311494,0,NA
"71745",86.487563874045,0,NA
"71711",83.793452103045,0,NA
"71666",107.419455305829,0,NA
"93512",127.473051000911,0,NA
"67761",110.221461637017,0,NA
"50558",114.55630396479,0,NA
"50574",121.383075139388,0,NA
"67439",111.097364389358,0,NA
"67544",125.136693848453,0,NA
"81612",115.448728627493,0,NA
"80755",165.733835357465,0,NA
"49802",125.26485548075,0,NA
"67584",178.35183418955,0,NA
"67882",176.509731043575,0,NA
"58626",129.277393622257,0,NA
"58043",101.986575916966,0,NA
"58266",136.205325940311,0,NA
"97819",121.594598965672,0,NA
"58345",182.262851371692,0,NA
"58426",127.021256586542,0,NA
"79734",144.098142515487,0,NA
"51347",100.714232576077,0,NA
"38726",117.145537270929,0,NA
"99681",1057.56524081934,0,NA
"96741",122.971541286216,0,NA
"83277",136.545451008757,0,NA
"99923",964.19052098381,0,NA
"99773",739.017773822747,0,NA
"99643",588.380292952357,0,NA
"49947",141.385634310531,0,NA
"58325",148.323685464006,0,NA
"82433",169.606703138439,0,NA
"82325",151.1141428703,0,NA
"57356",127.767130384126,0,NA
"57766",292.620030580385,0,NA
"67840",193.450032248994,0,NA
"83540",139.083404262431,0,NA
"49905",224.774432613205,0,NA
"73726",99.6556474619685,0,NA
"38744",80.9508960225559,0,NA
"84736",115.744198957647,0,NA
"79005",137.553226455333,0,NA
"57312",128.08713582897,0,NA
"56280",112.098808815159,0,NA
"56292",128.269072219511,0,NA
"68872",118.658324954546,0,NA
"68765",128.682117384292,0,NA
"68973",135.787567407196,0,NA
"69170",277.577950801646,0,NA
"68876",144.601024119012,0,NA
"56688",147.162646223509,0,NA
"69149",160.084195594773,0,NA
"38738",89.9651344011128,0,NA
"56010",108.558029327812,0,NA
"57467",206.119320617777,0,NA
"73931",140.364426580594,0,NA
"56160",137.753609273116,0,NA
"56262",123.985963400997,0,NA
"57370",168.388393056791,0,NA
"57793",297.642511847173,0,NA
"49864",158.729598041183,0,NA
"38772",113.60635273789,0,NA
"56176",141.521592995396,0,NA
"49645",109.171159887779,0,NA
"58256",128.146342023698,0,NA
"66748",86.8983158373012,0,NA
"66949",147.749649436627,0,NA
"72328",97.3680971250929,0,NA
"88436",117.301265218801,0,NA
"64641",103.233334400071,0,NA
"68964",101.33236623617,0,NA
"59545",230.858765977761,0,NA
"88353",107.469295025119,0,NA
"68836",188.042257103553,0,NA
"56728",198.883396522418,0,NA
"59314",231.348328969164,0,NA
"49816",192.16404341268,0,NA
"56255",123.411984844366,0,NA
"80469",121.772729190424,0,NA
"99666",1068.34218501521,0,NA
"13668",98.619919465064,0,NA
"56222",99.152985503391,0,NA
"67573",89.8721160689624,0,NA
"82842",162.179982519089,0,NA
"56183",102.989916362278,0,NA
"51009",101.423944501202,0,NA
"99644",479.647509027962,0,NA
"49675",109.10951550083,0,NA
"55703",107.542658966324,0,NA
"68734",174.006359002682,0,NA
"99723",1351.53456620557,0,NA
"99658",935.61900701681,0,NA
"99678",752.821731218245,0,NA
"99741",632.013514629561,0,NA
"99784",1075.1787549302,0,NA
"57541",216.976386343856,0,NA
"20017",1.4840125940376,0,NA
"96916",NA,0,NA
"79046",145.365024266227,0,NA
"69041",197.90264703184,0,NA
"68787",113.961089054395,0,NA
"68849",169.410736082999,0,NA
"99575",576.525174342126,0,NA
"99670",601.55135851811,0,NA
"68821",247.213297488726,0,NA
"68812",181.402593176909,0,NA
"38947",97.0641035506694,0,NA
"58627",175.012162741411,0,NA
"56293",132.83392336242,0,NA
"56263",118.322261233195,0,NA
"67749",212.339655898748,0,NA
"83845",137.833347850853,0,NA
"69130",228.222654616355,0,NA
"57656",142.844809914633,0,NA
"59521",268.410473145562,0,NA
"68928",143.644844013071,0,NA
"57763",266.869825088929,0,NA
"56659",134.031383330784,0,NA
"55782",104.682981124724,0,NA
"39744",101.437445688411,0,NA
"56651",101.697144657284,0,NA
"96757",40.0267986202565,0,NA
"67513",166.161738779536,0,NA
"73840",158.827418216314,0,NA
"65439",89.9569012536834,0,NA
"69354",206.360642642622,0,NA
"68975",91.2464382377124,0,NA
"51048",111.194804813611,0,NA
"51049",116.210287096036,0,NA
"67431",91.6731715644495,0,NA
"49819",160.140546902304,0,NA
"49834",141.345923554122,0,NA
"49922",227.886679407463,0,NA
"63631",87.6027151954378,0,NA
"89830",160.013833136163,0,NA
"39750",87.017850192691,0,NA
"39762",78.4855892716688,0,NA
"58849",131.59276759038,0,NA
"67626",141.106313164764,0,NA
"89821",244.257319099612,0,NA
"51039",111.711423631548,0,NA
"20005",1.27687768326894,0,NA
"00623",NA,0,NA
"00659",NA,0,NA
"83123",116.085951949014,0,NA
"54561",111.61976794076,0,NA
"99116",109.953923080613,0,NA
"50581",125.123255219744,0,NA
"38769",108.744098275433,0,NA
"51044",96.2896987104936,0,NA
"50545",107.123149624698,0,NA
"51355",113.314065323287,0,NA
"51054",108.522769827985,0,NA
"38966",88.9991889933418,0,NA
"57523",174.049701722474,0,NA
"51056",90.447921583889,0,NA
"00723",NA,0,NA
"50511",134.77135484668,0,NA
"57269",161.85718505749,0,NA
"38957",82.7524335313163,0,NA
"50446",96.4711794263247,0,NA
"83122",116.299215565052,0,NA
"54861",100.236980955722,0,NA
"50470",96.3328198097943,0,NA
"50477",117.603898989509,0,NA
"67752",183.56007262154,0,NA
"50536",148.179626339001,0,NA
"67447",98.6157779996871,0,NA
"96766",117.844542360782,0,NA
"38722",88.9843432830628,0,NA
"38958",79.0855549470022,0,NA
"50666",105.554616148932,0,NA
"50450",95.1335407310575,0,NA
"50452",101.0957945223,0,NA
"50453",105.390674252205,0,NA
"50469",112.369850625003,0,NA
"13694",98.9977011736561,0,NA
"38951",90.726718429494,0,NA
"50480",134.068188338861,0,NA
"50519",120.634378801251,0,NA
"50401",99.7294730383751,0,NA
"50583",117.558995136991,0,NA
"50546",130.562572800297,0,NA
"50430",121.353929765235,0,NA
"13678",103.6637798352,0,NA
"78618",88.6764740495097,0,NA
"50571",109.883468611699,0,NA
"50579",96.7259985646266,0,NA
"50590",141.857177645649,0,NA
"50432",121.747377833315,0,NA
"57383",136.191270126835,0,NA
"51058",104.193142870024,0,NA
"50575",110.54101256351,0,NA
"50576",130.465788684385,0,NA
"57038",92.3761927838742,0,NA
"57344",129.969730052482,0,NA
"57472",144.376013901924,0,NA
"57548",207.081900563216,0,NA
"57752",333.752512687244,0,NA
"57621",107.62511078519,0,NA
"76874",84.2819011107844,0,NA
"50578",154.975936494706,0,NA
"20002",1.89852488840809,0,NA
"50636",112.56816953055,0,NA
"50542",102.462887374435,0,NA
"50548",103.519262346222,0,NA
"50528",148.65476849972,0,NA
"99756",287.649570628236,0,NA
"50438",120.361262216867,0,NA
"04765",130.196001851537,0,NA
"04757",159.692851444508,0,NA
"89815",252.954571211715,0,NA
"50633",94.6369021562225,0,NA
"50420",102.172861974741,0,NA
"50433",114.839852739395,0,NA
"50424",119.841289238303,0,NA
"50447",114.402690457469,0,NA
"50482",113.705167731264,0,NA
"50630",103.705265686437,0,NA
"50483",134.162447604911,0,NA
"13696",99.0065958783756,0,NA
"50665",98.2667323022051,0,NA
"82831",205.593525022094,0,NA
"81640",142.575451957365,0,NA
"50540",119.909238777714,0,NA
"50522",144.344638700301,0,NA
"50518",93.1082007922572,0,NA
"20010",1.32954020898619,0,NA
"50524",98.672979699204,0,NA
"50514",151.996688740003,0,NA
"20553",1.90211839065985,0,NA
"38767",82.0203903621817,0,NA
"55613",113.058073030913,0,NA
"38740",88.5749834444834,0,NA
"38778",100.296330771553,0,NA
"38725",120.569912659093,0,NA
"50611",112.908409846895,0,NA
"50619",107.04625256138,0,NA
"50602",109.870524696321,0,NA
"50597",132.502521171735,0,NA
"67059",121.502759468942,0,NA
"68826",99.1375773556873,0,NA
"67061",89.0295824295736,0,NA
"83314",109.88282907706,0,NA
"68817",153.362290109241,0,NA
"51028",104.598511794106,0,NA
"51035",98.7411923175591,0,NA
"38913",85.4442007498771,0,NA
"83827",121.680754606653,0,NA
"98673",100.871453702898,0,NA
"83826",152.166680836163,0,NA
"51030",106.938250340901,0,NA
"68825",232.45091804956,0,NA
"83832",117.586333550626,0,NA
"13621",101.482638472574,0,NA
"38878",85.1302052683702,0,NA
"68820",143.863214003976,0,NA
"51025",116.820133019171,0,NA
"38915",93.2394190979964,0,NA
"67054",137.20479395472,0,NA
"51360",116.120891022528,0,NA
"50653",107.523782374146,0,NA
"50658",104.191608015444,0,NA
"83874",108.082082047473,0,NA
"67127",155.794185571465,0,NA
