"","NAME","FIPS","year","totPopE","whiteP","blackP","hispanicP","und18P","age35_49P","age50_64P","ovr65P","VetPercent","noHSP","disbP"
"2708","Parmer County, Texas","48369",2000,10016,48.68,0.93,49.19,32.9,20.05,13.6,12.72,5.56,39.26,28.07
"2709","Pecos County, Texas","48371",2000,16809,33.36,4.16,61.05,27.66,21.1,13.61,10.83,7.3,37.51,37.62
"2710","Polk County, Texas","48373",2000,41133,74.69,13.02,9.39,22.94,20.36,17.84,17.96,12.66,29.96,43.04
"2711","Potter County, Texas","48375",2000,113546,57.66,9.73,28.11,28.01,21.71,12.69,11.72,8.76,28.93,35.79
"2712","Presidio County, Texas","48377",2000,7304,14.77,0.14,84.36,32.71,18.28,14.85,13.92,6.3,55.31,42.84
"2713","Rains County, Texas","48379",2000,9139,89.54,2.88,5.53,23.76,21.18,21.04,16.1,12.8,27.02,47.43
"2714","Randall County, Texas","48381",2000,104312,85.73,1.45,10.27,26.09,23.24,14.79,11.9,10.11,10.48,24.69
"2715","Reagan County, Texas","48383",2000,3326,46.45,2.83,49.49,34.19,23.66,12.3,10.28,5.65,36.98,21.59
"2716","Real County, Texas","48385",2000,3047,75.68,0.16,22.58,23.43,18.94,22.55,20.81,13.19,27.02,47.75
"2717","Red River County, Texas","48387",2000,14314,75.93,17.73,4.67,23.85,20.21,17.42,19.66,10.3,34.3,47.95
"2718","Reeves County, Texas","48389",2000,13137,23.83,1.81,73.38,29.86,19.86,14.41,12.61,5.28,53.37,35.84
"2719","Refugio County, Texas","48391",2000,7828,47.3,6.66,44.58,26.11,21.31,17.42,16.62,10.25,31.87,38.62
"2720","Roberts County, Texas","48393",2000,887,95.83,0.34,3.16,25.03,26.04,21.42,14.43,9.7,9.95,24.46
"2721","Robertson County, Texas","48395",2000,16000,59.88,23.94,14.74,28.22,19.88,16.43,16.97,10.21,31.87,43.96
"2722","Rockwall County, Texas","48397",2000,43080,83.14,3.19,11.07,30.07,26.62,15.34,8.56,8.61,13.28,20.82
"2723","Runnels County, Texas","48399",2000,11495,67.79,1.34,29.33,26.94,19.89,16.35,19.54,10.13,31.09,40.81
"2724","Rusk County, Texas","48401",2000,47372,71.22,19.08,8.44,24.89,23,16.14,15.65,10.41,25.91,39.21
"2725","Sabine County, Texas","48403",2000,10469,87.07,9.92,1.81,21.12,17.51,21.88,24.93,14.52,27.54,48.05
"2726","San Augustine County, Texas","48405",2000,8946,67.81,27.77,3.58,23.74,19,18.71,21.38,11.29,30.09,48.05
"2727","San Jacinto County, Texas","48407",2000,22246,80.79,12.57,4.87,25.17,21.51,19.63,15.94,13.18,27.41,46.29
"2728","San Patricio County, Texas","48409",2000,67138,45.8,2.63,49.42,31.1,21.53,13.76,10.49,9.44,28.57,33.92
"2729","San Saba County, Texas","48411",2000,6186,74.72,2.59,21.55,27.9,18.56,16.05,20.3,9.76,30,35.92
"2730","Schleicher County, Texas","48413",2000,2935,54.34,1.09,43.54,27.94,22.08,16.76,16.42,6.47,39.62,42.52
"2731","Scurry County, Texas","48415",2000,16361,65.23,6.01,27.77,25.16,22.6,14.63,15.44,8.69,27.68,29.31
"2732","Shackelford County, Texas","48417",2000,3302,91.28,0.27,7.6,26.68,22.41,17.17,18.23,8.48,20.8,32.34
"2733","Shelby County, Texas","48419",2000,25224,69.63,19.35,9.87,26.59,20.14,15.8,16.58,8.23,31.06,43.2
"2734","Sherman County, Texas","48421",2000,3186,71.03,0.47,27.43,31.39,20.62,14.88,13.62,6.87,26.93,19.52
"2735","Smith County, Texas","48423",2000,174706,67.88,18.96,11.17,26.61,21.41,15.19,14.08,9.89,19.79,35.52
"2736","Somervell County, Texas","48425",2000,6809,84.64,0.19,13.44,28.42,24.28,15.13,13.32,9.81,22.03,22.62
"2737","Starr County, Texas","48427",2000,53597,2.02,0.01,97.54,37.39,17.74,11.25,8.21,2.08,65.3,46.14
"2738","Stephens County, Texas","48429",2000,9674,81.26,2.86,14.66,24.41,20.99,16.65,17.67,11.45,27.68,40.35
"2739","Sterling County, Texas","48431",2000,1393,68.56,0.07,31.01,28.72,26.13,14.14,14.64,6.82,29.59,30.58
"2740","Stonewall County, Texas","48433",2000,1693,83.4,2.84,11.75,22.8,19.85,17.72,23.98,10.57,28.98,39.4
"2741","Sutton County, Texas","48435",2000,4077,47.44,0.17,51.66,28.77,24.01,15.45,12.46,7.31,35.64,35
"2742","Swisher County, Texas","48437",2000,8378,57.88,5.81,35.22,27.91,19.04,14.37,15.95,8.69,30.31,37.55
"2743","Tarrant County, Texas","48439",2000,1446219,61.9,12.63,19.73,28.11,24.14,13.16,8.34,8.83,18.68,27.44
"2744","Taylor County, Texas","48441",2000,126555,72.69,6.51,17.64,26.6,21.01,12.99,12.42,10.65,18.77,33.46
"2745","Terrell County, Texas","48443",2000,1081,48.94,0,48.57,26.55,21.65,20.54,17.58,11.19,29.08,40.52
"2746","Terry County, Texas","48445",2000,12761,49.77,4.84,44.09,28.35,20.92,14.45,14.58,7.33,37.45,30.58
"2747","Throckmorton County, Texas","48447",2000,1850,89.46,0.05,9.35,25.19,20.59,19.51,20.54,10.86,22.64,36.43
"2748","Titus County, Texas","48449",2000,28118,59.68,10.56,28.31,30.29,19.68,13.5,12.52,8.26,34.52,35.32
"2749","Tom Green County, Texas","48451",2000,104010,62.98,3.96,30.71,26.08,21.11,13.95,13.43,10.78,23.75,34.11
"2750","Travis County, Texas","48453",2000,812280,56.36,9.02,28.2,23.75,23.59,11.31,6.75,7.58,15.32,23.56
"2751","Trinity County, Texas","48455",2000,13779,81.93,11.87,4.85,22.89,18.66,19.62,22,14.7,26.87,49.86
"2752","Tyler County, Texas","48457",2000,20871,82.84,11.94,3.56,23.18,20.5,17.49,17.83,12.94,28.14,45.26
"2753","Upshur County, Texas","48459",2000,35291,84.24,10.08,3.95,26.98,22.73,16.87,14.3,11.07,23.66,40.42
"2754","Upton County, Texas","48461",2000,3404,54.47,1.53,42.57,29.32,22.88,16.66,14.16,8.55,32.93,39.57
"2755","Uvalde County, Texas","48463",2000,25926,32.67,0.25,65.91,31.36,18.88,14.1,13.63,7.45,40.44,37.38
"2756","Val Verde County, Texas","48465",2000,44856,21.7,1.36,75.46,32.06,18.84,14,10.95,8.24,41.34,33.12
"2757","Van Zandt County, Texas","48467",2000,48140,88.53,2.89,6.65,25.55,21.11,18.13,17.05,11.4,27.96,41.36
"2758","Victoria County, Texas","48469",2000,84088,52.91,6.11,39.2,29.14,22.44,14.46,11.96,9.13,23.76,31.52
"2759","Walker County, Texas","48471",2000,61758,60.06,23.76,14.11,18,22.24,12.57,8.95,8.93,26.94,24.21
"2760","Waller County, Texas","48473",2000,32663,49.87,29.07,19.42,25.67,20.86,13.75,9.37,8.04,26.14,31.44
"2761","Ward County, Texas","48475",2000,10909,52.2,4.36,41.98,30.58,21.51,15.55,14.28,8.97,29.92,35.04
"2762","Washington County, Texas","48477",2000,30373,70.84,18.45,8.71,24.71,21.28,15,16.86,9.25,27.94,31.31
"2763","Webb County, Texas","48479",2000,193117,4.92,0.15,94.28,36.18,18.58,10.35,7.59,3.53,47.01,32.54
"2764","Wharton County, Texas","48481",2000,41188,53.01,14.71,31.29,28.74,21.87,14.61,13.89,7.78,30.25,34.47
"2765","Wheeler County, Texas","48483",2000,5284,83.01,2.59,12.57,24.89,20.63,18,20.87,9.97,27.96,46.27
"2766","Wichita County, Texas","48485",2000,131664,73.29,10.06,12.23,25.15,21.84,13.05,12.7,11.6,20.11,31.45
"2767","Wilbarger County, Texas","48487",2000,14676,68.7,8.71,20.54,27.9,20.26,15.12,16.18,8.5,27.81,36.51
"2768","Willacy County, Texas","48489",2000,20082,11.7,2,85.69,31.63,19.44,12.51,11.59,5.32,51.25,35.35
"2769","Williamson County, Texas","48491",2000,249967,73.55,4.98,17.2,29.96,25.89,11.96,7.36,9.46,11.16,20.04
"2770","Wilson County, Texas","48493",2000,32408,60.87,1.11,36.52,29.17,24.18,15.75,11.47,10.84,26.24,32.62
"2771","Winkler County, Texas","48495",2000,7173,53.32,1.77,44,29.83,21.83,14.11,14.33,8.25,39.68,38.55
"2772","Wise County, Texas","48497",2000,48793,86.06,1.2,10.76,28.29,24.31,15.88,10.61,10.55,23.94,29.66
"2773","Wood County, Texas","48499",2000,36752,86.66,6.1,5.72,21.84,19.7,19.93,20.87,14.11,23.71,38.54
"2774","Yoakum County, Texas","48501",2000,7322,51.8,1.26,45.93,32.1,22.97,14.38,11.54,6.91,40.63,32.83
"2775","Young County, Texas","48503",2000,17943,86.49,1.21,10.62,25,21.89,16.41,19.68,9.75,27.89,40.98
"2776","Zapata County, Texas","48505",2000,12182,14.54,0.18,84.78,33.04,17.25,13.18,14.3,6.43,46.88,40.58
"2777","Zavala County, Texas","48507",2000,11600,7.97,0.37,91.22,34.1,18.04,12.77,11.27,3.13,56.6,44.93
"2778","Beaver County, Utah","49001",2000,6005,91.44,0.27,5.55,33.49,19.08,12.66,13.91,8.63,16.82,26.58
"2779","Box Elder County, Utah","49003",2000,42745,90.58,0.15,6.53,36.09,19.89,11.68,10.39,7.25,12.22,23.85
"2780","Cache County, Utah","49005",2000,91391,89.71,0.35,6.33,31.29,15.97,8.66,7.15,5.16,9.59,16.83
"2781","Carbon County, Utah","49007",2000,20422,86.53,0.25,10.27,28.76,21.55,13.74,13.25,10.49,18.92,36.74
"2782","Daggett County, Utah","49009",2000,921,92.62,0.43,5.1,23.24,22.58,19.11,13.46,12.6,16.3,29.75
"2783","Davis County, Utah","49011",2000,238994,89.81,1.05,5.42,35.13,20.33,11.03,7.34,8.17,7.75,18.9
"2784","Duchesne County, Utah","49013",2000,14371,88.82,0.13,3.53,36.78,19.64,13.76,9.39,7.44,19.01,30.48
"2785","Emery County, Utah","49015",2000,10860,92.54,0.17,5.23,35.39,21.01,14.03,10.07,7.77,15.77,28.01
"2786","Garfield County, Utah","49017",2000,4735,93.77,0.17,2.87,32.63,19.66,15.21,14.09,10.22,14.17,22.32
"2787","Grand County, Utah","49019",2000,8485,89.19,0.21,5.55,26.89,24.05,16.05,12.5,10.23,17.48,32.15
"2788","Iron County, Utah","49021",2000,33779,91.27,0.32,4.09,31.22,16.44,10.7,8.56,6.86,11.4,20.91
"2789","Juab County, Utah","49023",2000,8238,95.22,0.11,2.63,38.57,17.69,11.39,9.82,7.81,17.06,29
"2790","Kane County, Utah","49025",2000,6046,94.67,0.03,2.32,29.39,20.28,17.86,16.71,12.69,13.59,29.39
"2791","Millard County, Utah","49027",2000,12405,90.03,0.1,7.18,37.29,19.95,13.08,12.33,7.41,13.25,26.45
"2792","Morgan County, Utah","49029",2000,7129,97.31,0.03,1.44,37.07,21.35,13.68,8.7,8.43,7.44,17.59
"2793","Piute County, Utah","49031",2000,1435,93.31,0.14,4.46,30.73,18.12,18.89,17.07,10.59,14.33,38.33
"2794","Rich County, Utah","49033",2000,1961,97.3,0,1.84,34.63,19.84,15.35,14.13,7.14,8.48,21.42
"2795","Salt Lake County, Utah","49035",2000,898387,80.94,0.95,11.89,30.45,20.91,11.58,8.09,7.1,13.17,24.99
"2796","San Juan County, Utah","49037",2000,14413,39.62,0.12,3.75,39.32,18.51,11.67,8.42,5.13,30.37,34.49
"2797","Sanpete County, Utah","49039",2000,22763,90.45,0.27,6.63,33.19,17.24,11.92,10.82,7.84,15.35,25.31
"2798","Sevier County, Utah","49041",2000,18842,94.22,0.26,2.55,34.5,18.89,13.74,12.88,8.97,14.16,27.27
"2799","Summit County, Utah","49043",2000,29736,89.48,0.18,8.09,29.81,28.42,14.07,4.86,7.05,7.47,12.56
"2800","Tooele County, Utah","49045",2000,40735,84.69,1.18,10.34,34.99,19.6,10.95,7.3,9.04,14.38,22.45
"2801","Uintah County, Utah","49047",2000,25224,85.88,0.1,3.54,34.62,20.99,12.73,9.94,8.42,20.2,29.97
"2802","Utah County, Utah","49049",2000,368536,89.22,0.27,7,34.05,14.99,8.35,6.38,4.65,9.13,17.68
"2803","Wasatch County, Utah","49051",2000,15215,93.25,0.21,5.09,34.21,21.67,12.03,8.44,7.2,10.72,21.01
"2804","Washington County, Utah","49053",2000,90354,91.08,0.19,5.23,31.2,16.09,12.83,16.98,10.41,12.43,25.97
"2805","Wayne County, Utah","49055",2000,2509,96.01,0.16,1.99,32.36,18.77,15.94,14.43,9.25,11.45,26.35
"2806","Weber County, Utah","49057",2000,196533,82.75,1.3,12.65,31,20.12,12.06,10.32,9.48,14.95,25.85
"2807","Addison County, Vermont","50001",2000,35974,96.21,0.51,1.1,24.88,24.27,15.98,11.3,9.35,13.61,24.88
"2808","Bennington County, Vermont","50003",2000,36994,97.09,0.4,0.93,23.67,23.57,17.84,16.67,12.83,15.1,30.56
"2809","Caledonia County, Vermont","50005",2000,29702,97,0.28,0.68,25.28,23.82,16.74,14.38,11.47,17.35,32.12
"2810","Chittenden County, Vermont","50007",2000,146571,94.44,0.88,1.07,23.55,25.29,14.18,9.4,8.34,9.38,21.14
"2811","Essex County, Vermont","50009",2000,6459,96.27,0.17,0.5,25.59,23.39,18.05,15.19,12.93,25.05,35.1
"2812","Franklin County, Vermont","50011",2000,45417,95.63,0.3,0.59,28.09,25.44,14.8,11.02,9.78,17.43,31.12
"2813","Grand Isle County, Vermont","50013",2000,6901,97.06,0.13,0.42,24.81,27.13,19.27,12.32,11.07,15.76,28.14
"2814","Lamoille County, Vermont","50015",2000,23233,96.76,0.31,0.77,24.3,24.65,16.54,11.35,9.4,13.04,25.12
"2815","Orange County, Vermont","50017",2000,28226,97.54,0.23,0.58,25.61,25.62,17.28,12.8,10.78,15.94,32.93
"2816","Orleans County, Vermont","50019",2000,26277,96.65,0.33,0.72,25.15,23.52,17.69,15.04,11.07,21.76,34.83
"2817","Rutland County, Vermont","50021",2000,63400,97.65,0.31,0.7,23.25,24.58,17.51,14.95,11.13,15.71,32.14
"2818","Washington County, Vermont","50023",2000,58039,96.1,0.45,1.26,23.49,25.41,17.25,12.86,10.61,11.59,29.48
"2819","Windham County, Vermont","50025",2000,44216,96.01,0.47,1.11,23.55,25.87,18.22,13.96,11.06,12.74,31.33
"2820","Windsor County, Vermont","50027",2000,57418,97.12,0.31,0.82,23.34,25.36,18.79,15.8,11.83,11.89,27.66
"2821","Accomack County, Virginia","51001",2000,38305,61.86,31.43,5.38,24.33,22.13,17.44,16.68,11.18,32.07,35.18
"2822","Albemarle County, Virginia","51003",2000,79236,83.57,9.57,2.56,24.84,25.16,16.17,12.52,9.29,12.55,21.05
"2823","Alleghany County, Virginia","51005",2000,17215,92.77,5.47,0.49,22.4,22.07,20.03,17.66,12.63,23.11,39.22
"2824","Amelia County, Virginia","51007",2000,11400,70.24,27.92,0.8,25.34,24.46,18.2,13.28,10.74,31.75,40.93
"2825","Amherst County, Virginia","51009",2000,31894,77.27,19.65,0.96,23.47,23.03,17.75,13.79,10.37,29.42,36.18
"2826","Appomattox County, Virginia","51011",2000,13705,75.72,22.85,0.47,24.68,22.4,18.93,14.78,10.75,29.29,41.48
"2827","Arlington County, Virginia","51013",2000,189453,60.43,9.1,18.62,16.49,24.31,14.26,9.38,8.22,12.19,24.21
"2828","Augusta County, Virginia","51015",2000,65615,94.44,3.59,0.94,23.72,25.63,18.52,12.85,10.99,21.83,29.9
"2829","Bath County, Virginia","51017",2000,5048,92.02,6.28,0.36,21.04,23.47,21.32,16.72,9.73,26.05,43.32
"2830","Bedford County, Virginia","51019",2000,60371,91.7,6.21,0.74,24.02,26.13,19.13,12.82,11.83,19.88,31.06
"2831","Bland County, Virginia","51021",2000,6871,94.53,4.15,0.47,19.41,24.39,19.59,14.45,13.45,29.08,50.23
"2832","Botetourt County, Virginia","51023",2000,30496,94.55,3.5,0.59,23.41,26.62,20.05,13.16,11.92,18.58,29.87
"2833","Brunswick County, Virginia","51025",2000,18419,41.42,56.55,1.25,20.45,23.73,16.72,14.54,10.44,36.85,40.5
"2834","Buchanan County, Virginia","51027",2000,26978,96.4,2.62,0.47,21.4,25.8,19.3,11.46,5.96,47.14,74.01
"2835","Buckingham County, Virginia","51029",2000,15623,58.79,38.87,0.81,22.4,25.01,17.21,13.56,9.8,37.23,36.69
"2836","Campbell County, Virginia","51031",2000,51078,82.81,14.61,0.83,23.96,23.46,18.16,13.47,11.13,26.57,34.63
"2837","Caroline County, Virginia","51033",2000,22121,61.98,34.18,1.33,24.75,23.9,17.83,12.92,10.96,28.65,34.84
"2838","Carroll County, Virginia","51035",2000,29245,97.23,0.44,1.64,21.08,22.63,18.9,17,9.82,35.69,47.09
"2839","Charles City County, Virginia","51036",2000,6926,35.43,54.79,0.65,22.13,26.35,20.01,12.62,10.5,34.32,41.65
"2840","Charlotte County, Virginia","51037",2000,12472,64.57,32.77,1.65,24.32,21.86,17.82,17.5,9.21,36.77,45.44
"2841","Chesterfield County, Virginia","51041",2000,259903,75.44,17.62,2.93,28.25,26.97,16.07,8.08,10.43,11.87,22.23
"2842","Clarke County, Virginia","51043",2000,12652,90.28,6.7,1.46,23.38,26.14,19.33,14.59,12.21,17.95,26.96
"2843","Craig County, Virginia","51045",2000,5091,98.66,0.18,0.33,23.61,24.77,19.17,13.57,11.2,23.42,38.03
"2844","Culpeper County, Virginia","51047",2000,34262,77.09,18.06,2.5,25.72,24.94,15.88,11.86,10.31,26.26,27.5
"2845","Cumberland County, Virginia","51049",2000,9017,59.73,37.14,1.66,24.74,22.42,18.18,14.85,8.55,36.18,50.48
"2846","Dickenson County, Virginia","51051",2000,16395,98.58,0.35,0.43,22.07,23.92,18.63,14.47,8.14,41.06,74.31
"2847","Dinwiddie County, Virginia","51053",2000,24533,64.14,33.51,0.97,23.99,25.86,18.4,12.2,10.8,30.04,39.97
"2848","Essex County, Virginia","51057",2000,9989,57.68,38.83,0.72,22.94,22.84,18,17.35,10.23,26.47,36.82
"2849","Fairfax County, Virginia","51059",2000,969749,64.38,8.38,11.03,25.39,26.81,16.92,7.92,9.94,9.26,18.59
"2850","Fauquier County, Virginia","51061",2000,55139,87.17,8.71,2.02,26.83,26.88,17.85,10.5,12.31,15.5,22.72
"2851","Floyd County, Virginia","51063",2000,13874,95.75,1.97,1.35,22.2,22.43,19.75,15.9,9.71,29.94,41.11
"2852","Fluvanna County, Virginia","51065",2000,20047,78.78,18.28,1.17,23.55,25.17,16.98,13.97,11.85,19.96,24.74
"2853","Franklin County, Virginia","51067",2000,47286,88.29,9.29,1.21,22.21,23.74,19.53,14.31,11.08,27.82,34.27
"2854","Frederick County, Virginia","51069",2000,59209,93.99,2.6,1.7,26.35,26.13,16.42,10.65,11.15,21.42,27.58
"2855","Giles County, Virginia","51071",2000,16657,96.9,1.58,0.63,22.02,22.19,19.09,16.7,10.96,24.08,43.07
"2856","Gloucester County, Virginia","51073",2000,34780,85.7,10.24,1.61,26.21,26.17,17.18,11.81,13.88,18.27,30.98
"2857","Goochland County, Virginia","51075",2000,16863,72.31,25.49,0.85,21.27,27.95,20.19,12.51,8.71,21.24,25.32
"2858","Grayson County, Virginia","51077",2000,17917,90.88,6.78,1.55,19.52,23.15,18.7,16.94,9.87,35.93,45.65
"2859","Greene County, Virginia","51079",2000,15244,90.32,6.44,1.32,27.38,25.47,15.81,9.74,10.29,21.61,26.89
"2860","Greensville County, Virginia","51081",2000,11560,38.59,59.52,0.93,18.23,28.83,15.98,11.44,11.86,37.9,34.64
"2861","Halifax County, Virginia","51083",2000,37355,59.73,37.92,1.23,23.38,22.24,18.88,17.06,9.52,36.11,42.45
"2862","Hanover County, Virginia","51085",2000,86320,87.76,9.3,0.98,27.07,27.06,16.58,10.61,10.17,13.39,22.26
"2863","Henrico County, Virginia","51087",2000,262300,67.86,24.53,2.27,24.67,24.83,14.56,12.43,9.63,13.38,24.37
"2864","Henry County, Virginia","51089",2000,57930,72.65,22.58,3.46,22.31,22.96,18.98,15,10.14,35.12,42.52
"2865","Highland County, Virginia","51091",2000,2536,98.86,0.04,0.51,19.87,23.82,23.26,20.39,15.14,27.16,39.83
"2866","Isle of Wight County, Virginia","51093",2000,29728,70.61,27.06,0.85,25.38,26.74,17.98,12.24,11.15,23.78,33.84
"2867","James City County, Virginia","51095",2000,48102,80.98,14.26,1.7,23.31,24.01,18.46,16.83,15.17,10.74,26.08
"2868","King and Queen County, Virginia","51097",2000,6630,60.87,35.46,0.87,22.73,24.15,19,16.41,9.89,31.76,45.07
"2869","King George County, Virginia","51099",2000,16803,76.51,18.66,1.79,27.8,25.18,15.46,9.58,13.87,19.61,28.72
"2870","King William County, Virginia","51101",2000,13146,73.44,22.62,0.91,26.11,25.31,16.78,11.66,10.05,20.9,27.58
"2871","Lancaster County, Virginia","51103",2000,11567,69.64,28.74,0.61,18.95,19.14,21.3,28.49,15.52,25.59,35.03
"2872","Lee County, Virginia","51105",2000,23589,98.06,0.44,0.51,22.77,22.43,18.75,15.44,9.94,39.4,68.24
"2873","Loudoun County, Virginia","51107",2000,169599,79.58,6.79,5.95,29.81,28.44,12.8,5.62,9.33,7.47,15.03
"2874","Louisa County, Virginia","51109",2000,25627,76.16,21.49,0.71,24.41,25.58,18.4,12.94,10.81,28.26,36.93
"2875","Lunenburg County, Virginia","51111",2000,13146,58.53,38.37,1.79,21.32,24.17,17.72,16.81,12.41,36.63,43.16
"2876","Madison County, Virginia","51113",2000,12520,86.26,11.37,0.77,24.1,24.33,18.58,15.04,9.7,24.97,36.06
"2877","Mathews County, Virginia","51115",2000,9207,86.84,11.25,0.79,19.89,20.94,23.12,21.65,15.5,19.2,34.05
"2878","Mecklenburg County, Virginia","51117",2000,32380,58.73,38.88,1.21,21.57,22.61,18.74,17.84,10.87,32.17,43.92
"2879","Middlesex County, Virginia","51119",2000,9932,78.25,20.12,0.55,19.22,21.44,22.81,22.45,15.05,26.26,39.36
"2880","Montgomery County, Virginia","51121",2000,83629,89.11,3.58,1.58,17.15,17.13,11.82,8.62,7.29,17.23,23.84
"2881","Nelson County, Virginia","51125",2000,14445,81.45,14.79,2.11,21.69,23.93,21.05,16.75,10.83,30.99,41.77
"2882","New Kent County, Virginia","51127",2000,13462,79.68,16.08,1.31,24.98,28.65,18.67,9.42,11.6,19.38,27.69
"2883","Northampton County, Virginia","51131",2000,13093,52.53,42.79,3.47,23.28,21.69,17.46,21.16,10.91,32.6,46.37
"2884","Northumberland County, Virginia","51133",2000,12259,71.82,26.38,0.93,18.65,18.72,23.91,26.16,14.86,24.05,42.24
"2885","Nottoway County, Virginia","51135",2000,15725,56.74,40.42,1.58,22.88,22.94,15.64,17.14,11.12,35.6,34.22
"2886","Orange County, Virginia","51137",2000,25881,83.57,13.74,1.28,23.01,23.24,18.45,17.17,13.08,24.77,37.44
"2887","Page County, Virginia","51139",2000,23177,95.71,2.16,1.08,22.97,22.6,18.09,15.72,10.77,35.24,36.3
"2888","Patrick County, Virginia","51141",2000,19407,91.03,6.07,1.87,21.73,22.07,19.69,16.47,9.59,37.76,44.85
"2889","Pittsylvania County, Virginia","51143",2000,61745,74.37,23.52,1.23,23.05,24.71,18.64,14.35,9.82,32.74,39.78
"2890","Powhatan County, Virginia","51145",2000,22377,80.96,16.9,0.82,23.99,27.76,17.37,8.41,10.72,21.1,20.98
"2891","Prince Edward County, Virginia","51147",2000,19720,61.76,35.57,0.94,20.24,18.68,13.31,14.17,8.15,30.08,35.24
"2892","Prince George County, Virginia","51149",2000,33047,59.1,32.05,4.92,25.13,24.13,13.69,7.26,13.01,18.36,24.37
"2893","Prince William County, Virginia","51153",2000,280813,64.72,18.43,9.74,30.43,26.37,13.44,4.8,12.34,11.23,18.71
"2894","Pulaski County, Virginia","51155",2000,35127,92.1,5.54,0.96,20.61,22.89,19.92,15.18,11.64,25.77,42.39
"2895","Rappahannock County, Virginia","51157",2000,6983,91.81,5.36,1.3,22.33,25.4,22.87,13.79,10.77,24,31.38
"2896","Richmond County, Virginia","51159",2000,8809,63.75,33.07,2.1,18.36,25.62,16.26,17.68,11.28,40.05,32.17
"2897","Roanoke County, Virginia","51161",2000,85778,93.04,3.33,1.04,22.73,24.64,18.68,15.91,11.59,14.24,27.79
"2898","Rockbridge County, Virginia","51163",2000,20808,95.04,2.93,0.58,22.25,23.27,19.32,15.66,10.94,29.04,37.26
"2899","Rockingham County, Virginia","51165",2000,67725,94.41,1.28,3.28,24.63,23.87,16.24,13.93,9,27.64,31.18
"2900","Russell County, Virginia","51167",2000,30308,95.62,3.05,0.78,21.19,24.3,18,13.33,7.96,37.47,59.64
"2901","Scott County, Virginia","51169",2000,23403,98.24,0.59,0.42,20.64,21.92,19.6,17.78,10.2,35.62,58.24
"2902","Shenandoah County, Virginia","51171",2000,35075,94.22,1.14,3.4,22.27,22.83,18.85,17.34,11.85,24.72,30.22
"2903","Smyth County, Virginia","51173",2000,33081,96.37,1.83,0.86,21.6,22.41,18.63,16.34,10.26,32.49,45.53
"2904","Southampton County, Virginia","51175",2000,17482,55.79,42.68,0.66,22.73,24.43,17.59,14.25,10.49,36.84,37.69
"2905","Spotsylvania County, Virginia","51177",2000,90395,81.36,12.31,2.81,29.99,25.88,14.59,8.33,12.07,16.22,25.92
"2906","Stafford County, Virginia","51179",2000,92446,80.08,11.91,3.62,31.55,27.47,13.37,5.92,13.75,11.39,18.8
"2907","Surry County, Virginia","51181",2000,6829,46.42,51.44,0.75,25.2,25.26,18.01,14.07,10.82,29.63,39.05
"2908","Sussex County, Virginia","51183",2000,12504,36.28,61.98,0.82,19.65,25.78,15.79,13.4,9.98,42.4,30.51
"2909","Tazewell County, Virginia","51185",2000,44598,95.82,2.25,0.51,21.45,23.76,19.07,15.52,9.54,32.47,56.94
"2910","Warren County, Virginia","51187",2000,31584,91.65,4.79,1.56,25.59,25.21,16.41,12.33,11.21,24.5,30.62
"2911","Washington County, Virginia","51191",2000,51103,97.05,1.32,0.63,20.75,23.58,19.2,15.33,10.29,27.72,43.14
"2912","Westmoreland County, Virginia","51193",2000,16718,64.12,30.74,3.46,23.01,21.56,20.37,18.98,12.53,30.68,40.21
"2913","Wise County, Virginia","51195",2000,40123,96.41,1.76,0.73,23.01,22.93,16.85,13.93,8.96,37.48,54.82
"2914","Wythe County, Virginia","51197",2000,27599,95.41,2.82,0.57,21.85,22.78,18.1,15.81,10.23,29.8,43.48
"2915","York County, Virginia","51199",2000,56013.0435617,78.54,13.22,2.68,29.14,27.09,16.58,9.12,13.53,8.32,19.64
"2916","Alexandria city, Virginia","51510",2000,128283,53.7,22.19,14.72,16.79,25.1,14.51,9.05,9.22,13.16,23.21
"2917","Bedford city, Virginia","51515",2000,6299,74.66,22.34,0.89,21.64,21.96,14.26,22.58,10.86,29.08,51.28
"2918","Bristol city, Virginia","51520",2000,17367,91.92,5.48,0.97,20.33,20.69,17.4,20.54,10.49,27.58,48.88
"2919","Buena Vista city, Virginia","51530",2000,6349,92.75,4.76,1.01,22.46,19.55,18.1,16.29,10.44,30.99,43.08
"2920","Charlottesville city, Virginia","51540",2000,45049,68.43,22.01,2.45,15.17,16.15,10.25,10.1,6.3,19.16,22.46
"2921","Chesapeake city, Virginia","51550",2000,199184,65.87,28.34,2.05,28.76,26.51,14.1,8.96,12.86,14.86,27.96
"2922","Colonial Heights city, Virginia","51570",2000,16897,88.3,6.17,1.62,22.58,21.23,17.24,18.61,13.35,16.33,32.99
"2923","Covington city, Virginia","51580",2000,6303,83.63,13.14,0.63,21.45,19.7,17.5,20.21,12.93,28.63,51.2
"2924","Danville city, Virginia","51590",2000,48411,53.32,43.93,1.26,23.28,21.2,16.4,19.63,11.42,31.49,44.56
"2925","Emporia city, Virginia","51595",2000,5665,41.34,56.03,1.48,25.15,20.14,14.62,20.62,7.59,41.48,47.77
"2926","Fairfax city, Virginia","51600",2000,21498,66.67,4.81,13.64,20.54,24.09,16.73,12.81,10.37,11.4,23.47
