"","NAME","FIPS","year","totPopE","whiteP","blackP","hispanicP","und18P","age35_49P","age50_64P","ovr65P","VetPercent","noHSP","disbP"
"2927","Falls Church city, Virginia","51610",2000,10377,79.55,3.09,8.44,23.42,27.7,18.27,12.16,11.22,4.13,18.89
"2928","Franklin city, Virginia","51620",2000,8346,45.53,52.13,0.55,25.15,21.45,16.92,18.4,10.98,29.03,36.71
"2929","Fredericksburg city, Virginia","51630",2000,19279,71.37,20.15,4.9,17.78,17.99,12.77,12.81,9.3,19.79,30.52
"2930","Galax city, Virginia","51640",2000,6837,81.16,6.03,11.07,22.99,20.55,16.57,19.16,8.7,39.59,49
"2931","Hampton city, Virginia","51650",2000,146437,48.46,44.25,2.84,24.24,24.44,13.63,10.34,19.33,14.49,29.47
"2932","Harrisonburg city, Virginia","51660",2000,40468,80.1,5.6,8.85,15.41,14.18,8.87,9.31,5.38,23.19,21.08
"2933","Hopewell city, Virginia","51670",2000,22354,61.09,33.17,2.91,26.68,20.53,14.9,14.61,13.92,28.24,40.07
"2934","Lexington city, Virginia","51678",2000,6867,85,10.38,1.59,10.99,11.56,11.96,16.4,9.29,22.89,23.91
"2935","Lynchburg city, Virginia","51680",2000,65269,66.05,29.55,1.35,22.15,19.53,14.33,16.31,9.7,21.98,37.07
"2936","Manassas city, Virginia","51683",2000,35135,66.33,12.61,15.13,29.56,25.37,12.41,5.41,9.92,18.71,20.92
"2937","Manassas Park city, Virginia","51685",2000,10290,67.24,10.84,15,31.01,24.86,10.39,4.3,8.68,23.57,24.01
"2938","Martinsville city, Virginia","51690",2000,15416,54.07,42.17,2.32,22.56,22.06,16.22,20.62,10.02,31.48,42.75
"2939","Newport News city, Virginia","51700",2000,180433.9564383,52.01,38.56,4.21,27.49,22.64,12.56,10.08,13.33,15.48,28.97
"2940","Norfolk city, Virginia","51710",2000,234403,47.02,43.63,3.8,24.04,20.22,11.01,10.89,12.83,21.62,32.88
"2941","Norton city, Virginia","51720",2000,3904,90.88,6.02,0.87,21.77,22,17.67,15.27,9.4,33.51,63.52
"2942","Petersburg city, Virginia","51730",2000,33740,18.17,78.57,1.37,25.15,21.44,15.91,15.55,13.21,31.36,46.95
"2943","Poquoson city, Virginia","51735",2000,11566,95.52,0.67,1.05,26.82,26.27,20.17,11.36,12.65,11.47,24.58
"2944","Portsmouth city, Virginia","51740",2000,100565,45.15,50.28,1.74,25.71,21.77,13.65,13.78,12.88,24.85,40.13
"2945","Radford city, Virginia","51750",2000,15859,87.65,8.03,1.16,12.92,13.01,10.07,9.24,7.02,16.61,25.04
"2946","Richmond city, Virginia","51760",2000,197790,37.67,56.86,2.57,21.83,21.95,13.28,13.21,9.07,24.82,40.01
"2947","Roanoke city, Virginia","51770",2000,94911,68.75,26.57,1.48,22.61,22.57,15.1,16.39,11.61,24,42.14
"2948","Salem city, Virginia","51775",2000,24747,91.3,5.84,0.83,20.86,22.22,16.72,16.76,12.53,18.03,30.83
"2949","Staunton city, Virginia","51790",2000,23853,82.71,13.86,1.11,19.83,22.07,16.83,18.03,11.96,24.36,31.84
"2950","Suffolk city, Virginia","51800",2000,63677,53.3,43.22,1.27,27.85,24.79,15.51,11.41,11.83,23.17,37.08
"2951","Virginia Beach city, Virginia","51810",2000,425257,69.46,18.6,4.18,27.49,24.76,12.88,8.45,14.17,9.55,22.92
"2952","Waynesboro city, Virginia","51820",2000,19520,84.49,9.91,3.29,23.89,20.78,16.97,17.63,12.33,22.12,41.1
"2953","Williamsburg city, Virginia","51830",2000,11998,77.95,13.28,2.52,9.57,11.93,11.11,11.7,7.97,10.39,23.34
"2954","Winchester city, Virginia","51840",2000,23585,79.39,10.4,6.47,21.67,21.51,14.24,14.55,10.46,24.65,32.68
"2955","Adams County, Washington","53001",2000,16428,50.93,0.12,47.07,34.17,19.5,12.98,10.39,6.56,36.73,33.45
"2956","Asotin County, Washington","53003",2000,20551,94.53,0.17,1.95,25.5,22.05,16.69,16.33,12.15,14.2,39.72
"2957","Benton County, Washington","53005",2000,142475,81.74,0.86,12.5,29.73,23.82,15.14,10.29,10.49,14.9,29.01
"2958","Chelan County, Washington","53007",2000,66616,77.44,0.17,19.26,27.98,22.9,14.99,13.87,10.52,20.93,30
"2959","Clallam County, Washington","53009",2000,64525,87.43,0.8,3.41,21.96,21.5,19.02,21.27,16.32,14.51,40.19
"2960","Clark County, Washington","53011",2000,345238,86.65,1.63,4.71,28.67,24.43,14.85,9.5,10.84,12.23,28.62
"2961","Columbia County, Washington","53013",2000,4064,90.67,0.22,6.35,23.94,21.63,19.98,18.53,11.98,17.26,44.19
"2962","Cowlitz County, Washington","53015",2000,92948,89.91,0.48,4.55,26.79,22.73,16.55,13.31,12.08,16.83,37.03
"2963","Douglas County, Washington","53017",2000,32603,77.23,0.19,19.73,29.45,23.27,14.94,12.69,10.07,21.56,30.26
"2964","Ferry County, Washington","53019",2000,7260,74.92,0.21,2.82,26.87,23.37,20.3,12.6,15.14,17.33,42.78
"2965","Franklin County, Washington","53021",2000,49347,47.56,2.27,46.67,34.6,20.02,11.55,8.51,7.14,36.48,32.87
"2966","Garfield County, Washington","53023",2000,2397,96.12,0,1.96,25.95,23.32,16.6,20.9,11.14,15.59,34.63
"2967","Grant County, Washington","53025",2000,74698,65.44,0.87,30.09,32.04,20.29,13.27,11.54,9.15,27.77,32.11
"2968","Grays Harbor County, Washington","53027",2000,67194,86.48,0.31,4.85,25.67,22.4,17.36,15.36,12.57,18.91,43.67
"2969","Island County, Washington","53029",2000,71558,85.15,2.28,3.97,25.49,22.37,16.55,14.27,16.38,7.9,26.55
"2970","Jefferson County, Washington","53031",2000,25953,91.04,0.4,2.06,19.8,23.12,23.38,21.12,16.97,8.43,32.89
"2971","King County, Washington","53033",2000,1737034,73.41,5.28,5.48,22.49,25.79,15.05,10.46,9.43,9.74,26.62
"2972","Kitsap County, Washington","53035",2000,231969,82.23,2.8,4.14,26.76,24.85,15.72,10.58,16.33,9.23,28.71
"2973","Kittitas County, Washington","53037",2000,33362,89.4,0.68,5,20.57,19.53,15.08,11.6,10.16,12.8,29.03
"2974","Klickitat County, Washington","53039",2000,19161,85.22,0.14,7.81,27.08,23.77,18.58,13.8,11.99,18.33,36.66
"2975","Lewis County, Washington","53041",2000,68600,90.63,0.35,5.37,26.54,21.97,16.99,15.55,13.03,19.45,40.88
"2976","Lincoln County, Washington","53043",2000,10184,94.58,0.22,1.88,25.27,22.62,19.26,18.97,14.69,13.46,37.59
"2977","Mason County, Washington","53045",2000,49405,86.3,1.14,4.78,23.52,23.14,18.08,16.49,16.75,16.28,37.68
"2978","Okanogan County, Washington","53047",2000,39564,71.69,0.2,14.38,27.67,22.57,17.47,14.05,11.77,23.38,36.31
"2979","Pacific County, Washington","53049",2000,20984,87.98,0.17,5.01,21.44,20.78,20.84,22.56,16.72,21.11,50.33
"2980","Pend Oreille County, Washington","53051",2000,11732,92.23,0.14,2.05,26.29,24.38,20.71,14.92,16.02,19.02,47.67
"2981","Pierce County, Washington","53053",2000,700820,76.04,6.76,5.51,27.19,24.19,14.18,10.22,13.8,13.13,32.1
"2982","San Juan County, Washington","53055",2000,14077,93.68,0.24,2.4,19.14,24.32,25.74,18.97,15.15,5.58,26.8
"2983","Skagit County, Washington","53057",2000,102979,83.02,0.41,11.2,26.3,22.57,15.94,14.6,12.7,16.05,32.05
"2984","Skamania County, Washington","53059",2000,9872,90.38,0.3,4.03,26.58,27.15,17.84,11,13.33,14.14,30.91
"2985","Snohomish County, Washington","53061",2000,606024,83.36,1.62,4.72,27.41,26.2,14.1,9.14,10.88,10.82,27.38
"2986","Spokane County, Washington","53063",2000,417939,89.83,1.54,2.77,25.72,23.47,14.75,12.43,12.48,10.9,32.77
"2987","Stevens County, Washington","53065",2000,40066,89.15,0.27,1.84,28.7,24.14,18.6,12.88,13.9,14.56,35.07
"2988","Thurston County, Washington","53067",2000,207355,83.41,2.27,4.53,25.33,24.65,16.28,11.4,13.71,10.5,31.25
"2989","Wahkiakum County, Washington","53069",2000,3824,92.73,0.24,2.56,23.43,21.47,22.96,18.46,14.25,15.8,38.83
"2990","Walla Walla County, Washington","53071",2000,55180,78.84,1.57,15.68,24.58,21.17,13.83,14.81,9.89,18.86,35.23
"2991","Whatcom County, Washington","53073",2000,166814,86.23,0.64,5.21,24.13,22.35,14.84,11.63,10.06,12.5,26.43
"2992","Whitman County, Washington","53075",2000,40740,86.69,1.5,2.99,18.08,16.07,10.83,9.24,7.42,7.19,20.77
"2993","Yakima County, Washington","53077",2000,222581,56.49,0.83,35.9,31.79,20.55,13.29,11.2,8.33,31.34,36.22
"2994","Barbour County, West Virginia","54001",2000,15557,97.03,0.49,0.47,22.99,21.96,17.77,15.56,9.64,27.27,42.71
"2995","Berkeley County, West Virginia","54003",2000,75905,91.87,4.64,1.52,25.73,24.16,16.13,11.15,12.24,22.44,36.03
"2996","Boone County, West Virginia","54005",2000,25535,98.16,0.64,0.46,23.2,23.97,17.52,13.57,9.58,35.95,62.7
"2997","Braxton County, West Virginia","54007",2000,14702,97.63,0.69,0.44,22.76,23.05,17.81,15.85,11.43,32.66,52.59
"2998","Brooke County, West Virginia","54009",2000,25447,97.62,0.84,0.39,20.43,22.59,17.83,18.32,12.6,20.29,36.17
"2999","Cabell County, West Virginia","54011",2000,96784,92.93,4.25,0.68,20.05,20.85,16.4,16.01,11.71,20.04,44.94
"3000","Calhoun County, West Virginia","54013",2000,7582,98.56,0.08,0.55,22.4,23.63,18.95,16.67,11.04,37.63,62.77
"3001","Clay County, West Virginia","54015",2000,10330,97.85,0.07,0.41,25.6,22.47,16.55,13.69,8.9,36.28,60.81
"3002","Doddridge County, West Virginia","54017",2000,7403,97.96,0.24,0.57,25.03,23.3,17.51,14.83,10.36,30.59,47.03
"3003","Fayette County, West Virginia","54019",2000,47579,92.21,5.56,0.68,21.73,22.91,16.96,16.42,11.88,31.44,55.08
"3004","Gilmer County, West Virginia","54021",2000,7160,96.87,0.89,0.7,20.28,20.14,16.94,15.34,9.43,29.97,47.77
"3005","Grant County, West Virginia","54023",2000,11299,97.87,0.67,0.55,22.67,21.75,19.23,15.29,10.63,29.23,36.03
"3006","Greenbrier County, West Virginia","54025",2000,34453,94.71,3.02,0.68,21.64,22.67,19.07,17.71,11.48,26.57,46.29
"3007","Hampshire County, West Virginia","54027",2000,20203,97.67,0.81,0.55,25.15,22.66,18.1,14.55,12.04,28.71,44.44
"3008","Hancock County, West Virginia","54029",2000,32667,95.84,2.29,0.74,20.82,23.76,17.9,18.42,12.92,17.11,33.54
"3009","Hardy County, West Virginia","54031",2000,12669,96.5,1.82,0.66,23.32,22.99,18.23,14.87,11.33,29.72,44.38
"3010","Harrison County, West Virginia","54033",2000,68652,95.78,1.61,0.96,23.1,22.44,17.15,16.57,12.08,21.55,41.55
"3011","Jackson County, West Virginia","54035",2000,28000,98.55,0.08,0.29,24.13,22.75,17.55,15.33,10.88,22.63,39.04
"3012","Jefferson County, West Virginia","54037",2000,42190,89.97,6.02,1.74,23.86,24.72,17.19,11.2,11.61,20.96,28.8
"3013","Kanawha County, West Virginia","54039",2000,200073,90.1,6.93,0.59,21.31,23.73,17.37,16.51,11.42,19.99,42.19
"3014","Lewis County, West Virginia","54041",2000,16919,98.14,0.13,0.5,22.1,22.79,18.32,16.38,11.53,26.3,49.81
"3015","Lincoln County, West Virginia","54043",2000,22108,98.55,0.06,0.55,23.56,23.01,17.32,13.14,7.95,37.32,68.24
"3016","Logan County, West Virginia","54045",2000,37710,95.88,2.57,0.54,22.11,23.93,17.27,14.45,8.93,36.93,65.82
"3017","McDowell County, West Virginia","54047",2000,27329,86.7,11.83,0.48,23.18,23.66,17.76,16.11,7.82,50.01,85.04
"3018","Marion County, West Virginia","54049",2000,56598,94.54,3.21,0.7,20.62,21.1,17.38,17.8,12.49,20.47,40.94
"3019","Marshall County, West Virginia","54051",2000,35519,97.87,0.43,0.64,22.84,23.38,18.09,16.32,12.23,20.29,39
"3020","Mason County, West Virginia","54053",2000,25957,98.01,0.5,0.47,22.73,23.32,18.4,15.15,10.63,27.57,45.84
"3021","Mercer County, West Virginia","54055",2000,62980,92.21,5.81,0.45,21.07,21.53,17.73,17.42,11.62,27.94,54.71
"3022","Mineral County, West Virginia","54057",2000,27078,95.74,2.54,0.58,23.38,21.87,18.5,15.07,13.31,19.73,35.93
"3023","Mingo County, West Virginia","54059",2000,28253,96.04,2.31,0.48,24.21,24.18,16.65,12.44,7.75,40.4,74.46
"3024","Monongalia County, West Virginia","54061",2000,81866,91.57,3.35,1.01,18.22,20.14,13.27,10.71,8.62,16.38,28.4
"3025","Monroe County, West Virginia","54063",2000,14583,92.22,5.95,0.49,20.11,23.36,18.67,15.37,10.33,26.34,42.19
"3026","Morgan County, West Virginia","54065",2000,14943,97.68,0.6,0.83,22.41,23.42,18.91,16.56,12.49,24.21,39.67
"3027","Nicholas County, West Virginia","54067",2000,26562,98.52,0.04,0.48,23.3,23.41,17.96,14.96,10.09,30.01,55.9
"3028","Ohio County, West Virginia","54069",2000,47427,94.11,3.54,0.5,21.29,22.28,16.41,18.77,12,16.98,33.42
"3029","Pendleton County, West Virginia","54071",2000,8196,95.83,2.04,0.89,21.83,22.72,18.2,17.81,11.81,28.04,41.59
"3030","Pleasants County, West Virginia","54073",2000,7514,97.99,0.48,0.37,23.77,23.73,17.14,14.93,10.82,20.64,34.23
"3031","Pocahontas County, West Virginia","54075",2000,9131,98,0.78,0.43,20.85,23.04,19.96,17.27,12.05,29.13,49
"3032","Preston County, West Virginia","54077",2000,29334,98.33,0.28,0.57,23.67,23.32,17.72,14.95,10.83,26.05,42.03
"3033","Putnam County, West Virginia","54079",2000,51589,97.62,0.56,0.51,24.97,25.4,17.32,11.55,10.35,16.22,33.82
"3034","Raleigh County, West Virginia","54081",2000,79220,88.89,8.48,0.92,21.55,23.31,17.35,15.4,10.99,28.04,50.35
"3035","Randolph County, West Virginia","54083",2000,28262,97.23,1.05,0.68,22.33,22.79,17.96,15.09,11.67,26.48,42.69
"3036","Ritchie County, West Virginia","54085",2000,10343,98.31,0.14,0.47,22.97,23.2,18.86,15.24,11.64,26.61,48.03
"3037","Roane County, West Virginia","54087",2000,15446,98.04,0.22,0.67,23.38,22.95,18.47,14.77,11.02,33.18,52.98
"3038","Summers County, West Virginia","54089",2000,12999,96.12,2.15,0.55,20.53,22.45,19.01,19.95,12.5,34.64,64.68
"3039","Taylor County, West Virginia","54091",2000,16089,97.66,0.81,0.59,22.91,23.61,16.86,15.78,11.94,25.33,46.5
"3040","Tucker County, West Virginia","54093",2000,7321,98.68,0.05,0.25,21.27,22.17,20.35,17.95,11.54,24.49,48.4
"3041","Tyler County, West Virginia","54095",2000,9592,98.96,0.02,0.43,23.26,22.91,18.96,16.46,12.44,24.64,42.86
"3042","Upshur County, West Virginia","54097",2000,23404,97.74,0.61,0.59,22.55,21.46,17.07,14.74,10.99,25.38,44.92
"3043","Wayne County, West Virginia","54099",2000,42903,98.38,0.12,0.47,23.36,21.7,18.07,14.94,10.56,29.46,59.63
"3044","Webster County, West Virginia","54101",2000,9719,98.83,0.01,0.37,22.97,22.83,19.15,15.25,10.61,41.8,67.22
"3045","Wetzel County, West Virginia","54103",2000,17693,98.56,0.08,0.42,23.76,22.47,19.23,16.17,11.02,22.42,45.78
"3046","Wirt County, West Virginia","54105",2000,5873,98.26,0.29,0.31,25.4,24.08,17.79,12.99,10.83,27.61,43.33
"3047","Wood County, West Virginia","54107",2000,87986,96.89,0.98,0.58,22.99,23.04,17.98,15.47,12.26,18.62,38.03
"3048","Wyoming County, West Virginia","54109",2000,25708,98.11,0.63,0.53,22.4,24.86,18.17,13.95,9.21,35.7,69.68
"3049","Adams County, Wisconsin","55001",2000,18643,96.66,0.27,1.44,20.83,22.09,21.26,20.94,14.93,23.32,40.54
"3050","Ashland County, Wisconsin","55003",2000,16866,86.7,0.21,1.11,25.4,22.03,14.58,15.91,11,15.91,30.01
"3051","Barron County, Wisconsin","55005",2000,44963,97.12,0.12,0.96,25.31,23.18,16.1,16.4,10.74,17.64,28.93
"3052","Bayfield County, Wisconsin","55007",2000,15013,88.24,0.13,0.61,24.65,24.55,19.76,16.41,14.13,13.05,33.78
"3053","Brown County, Wisconsin","55009",2000,226778,89.62,1.13,3.84,26.07,24.45,13.56,10.68,9.09,13.69,23.32
"3054","Buffalo County, Wisconsin","55011",2000,13804,98.2,0.11,0.62,25.07,23.48,16.14,16.76,10.97,15.86,26.42
"3055","Burnett County, Wisconsin","55013",2000,15674,92.91,0.34,0.77,22.11,21.86,20.7,20.28,14.55,17.24,35.85
"3056","Calumet County, Wisconsin","55015",2000,40631,96.14,0.27,1.07,28.6,25.8,13.86,10.76,8.42,12.67,19.92
"3057","Chippewa County, Wisconsin","55017",2000,55195,97.53,0.15,0.52,26.46,24.27,15.31,14.56,10.61,15.74,26.38
"3058","Clark County, Wisconsin","55019",2000,33557,97.49,0.12,1.2,29.91,21.64,13.49,16.01,8.56,24.62,25.6
"3059","Columbia County, Wisconsin","55021",2000,52468,96.2,0.82,1.58,25.2,24.7,15.87,14.42,10.7,13.8,25.31
"3060","Crawford County, Wisconsin","55023",2000,17243,96.81,1.33,0.75,26.17,22.43,16.91,15.97,10.12,18.72,29.56
"3061","Dane County, Wisconsin","55025",2000,426526,87.36,3.95,3.37,22.57,24.22,13.56,9.35,7.81,7.84,20.43
"3062","Dodge County, Wisconsin","55027",2000,85897,93.79,2.44,2.55,24.75,24.85,14.5,13.95,9.23,17.67,22.67
"3063","Door County, Wisconsin","55029",2000,27961,97.38,0.18,0.95,22.07,23.98,19.53,18.72,11.64,12.23,25.73
"3064","Douglas County, Wisconsin","55031",2000,43287,94.9,0.57,0.73,23.57,23.82,15.7,14.53,12.11,14.15,30.46
"3065","Dunn County, Wisconsin","55033",2000,39858,95.64,0.34,0.84,23.35,20.31,13.19,11.23,8.34,13.35,24.89
"3066","Eau Claire County, Wisconsin","55035",2000,93142,94.41,0.51,0.94,23.43,21,13.6,12.23,9.42,11.09,24.71
"3067","Florence County, Wisconsin","55037",2000,5088,97.9,0.16,0.45,22.88,24.33,19.81,17.47,15.31,16.26,29.09
"3068","Fond du Lac County, Wisconsin","55039",2000,97296,95.1,0.88,2.04,25.17,23.75,14.82,14.33,10.17,15.78,22.65
"3069","Forest County, Wisconsin","55041",2000,10024,85.49,1.18,1.08,25.3,20.07,17.48,19.25,12.94,21.5,34.59
"3070","Grant County, Wisconsin","55043",2000,49597,97.87,0.52,0.56,23.73,21.16,14.7,15.29,8.84,16.52,26.87
"3071","Green County, Wisconsin","55045",2000,33647,97.66,0.25,0.97,26.47,24.84,15.18,14.7,8.03,15.88,27.67
"3072","Green Lake County, Wisconsin","55047",2000,19105,96.7,0.15,2.06,24.15,23.44,16.62,18.81,10.36,18.1,28.63
"3073","Iowa County, Wisconsin","55049",2000,22780,98.45,0.16,0.33,27.09,25.43,14.88,13.34,8.02,11.54,23.23
"3074","Iron County, Wisconsin","55051",2000,6861,97.86,0.06,0.66,19.44,23.13,19.3,23.19,15.71,16.3,38.41
"3075","Jackson County, Wisconsin","55053",2000,19100,88.95,2.24,1.87,24.1,23.21,15.81,14.89,11.21,21.02,35.36
"3076","Jefferson County, Wisconsin","55055",2000,74021,94.25,0.25,4.09,25.21,24.45,15.62,12.64,9.79,15.31,24.65
"3077","Juneau County, Wisconsin","55057",2000,24316,95.9,0.31,1.43,25.42,22.82,17.26,16.77,12.51,21.53,35.45
"3078","Kenosha County, Wisconsin","55059",2000,149577,85.1,4.98,7.19,27.08,24.51,13.66,11.48,9.66,16.46,28
"3079","Kewaunee County, Wisconsin","55061",2000,20187,98.19,0.13,0.76,25.84,23.49,15.36,15.24,8.69,15.99,28.17
"3080","La Crosse County, Wisconsin","55063",2000,107120,93.66,0.91,0.92,23.58,21.84,13.68,12.55,10.14,10.34,23.19
"3081","Lafayette County, Wisconsin","55065",2000,16137,98.66,0.11,0.57,27.2,24.21,14.7,15.82,7.79,14.47,24.73
"3082","Langlade County, Wisconsin","55067",2000,20740,97.36,0.14,0.82,24.38,22.46,17.21,18.84,12.16,19.1,31.68
"3083","Lincoln County, Wisconsin","55069",2000,29641,97.36,0.4,0.82,25.44,23.42,16.23,16.37,11.47,18.42,28.45
"3084","Manitowoc County, Wisconsin","55071",2000,82887,95.02,0.27,1.62,25.46,24.03,15.45,15.69,10.77,15.44,23.67
"3085","Marathon County, Wisconsin","55073",2000,125834,93.39,0.27,0.78,26.79,24.18,14.86,12.97,9.55,16.21,23.01
"3086","Marinette County, Wisconsin","55075",2000,43384,97.63,0.2,0.75,23.51,23.49,17.43,17.58,12.82,17.47,29.85
"3087","Marquette County, Wisconsin","55077",2000,15832,91.97,3.2,2.66,21.06,24.03,17.55,18.29,13.73,21.18,33.04
"3088","Menominee County, Wisconsin","55078",2000,4562,11.53,0.07,2.67,38.93,18.81,14.4,8.46,10.81,21.76,35.05
"3089","Milwaukee County, Wisconsin","55079",2000,940164,62.06,24.3,8.77,26.36,22.11,13.12,12.94,8.58,19.75,32.09
"3090","Monroe County, Wisconsin","55081",2000,40899,95.69,0.44,1.81,28.11,23.29,15.47,13.91,12.34,18.94,29.47
"3091","Oconto County, Wisconsin","55083",2000,35634,97.4,0.13,0.67,25.71,24.75,16.6,15.12,11.52,19.37,27.91
"3092","Oneida County, Wisconsin","55085",2000,36776,97.33,0.31,0.66,22.31,24.22,18.86,18.72,14.03,14.94,34.07
"3093","Outagamie County, Wisconsin","55087",2000,160971,92.96,0.53,1.99,27.66,24.68,13.46,10.92,9.05,11.87,19.8
"3094","Ozaukee County, Wisconsin","55089",2000,82317,95.84,0.92,1.3,26.64,26.41,17.29,12.58,9.35,8.15,17.12
"3095","Pepin County, Wisconsin","55091",2000,7213,98.74,0.08,0.35,26.47,22.07,15.92,16.84,9.64,17.37,23.8
"3096","Pierce County, Wisconsin","55093",2000,36804,97.53,0.25,0.82,24.45,23.2,13.66,9.62,8.38,10.39,21.07
"3097","Polk County, Wisconsin","55095",2000,41319,97.12,0.14,0.8,26.22,24.27,16.45,15.12,11.05,14.11,28.5
"3098","Portage County, Wisconsin","55097",2000,67182,94.89,0.3,1.44,24.08,22.65,13.73,10.95,8.69,13.55,20.59
"3099","Price County, Wisconsin","55099",2000,15822,97.72,0.1,0.73,23.83,23.57,17.74,18.84,12.71,17.61,33.43
"3100","Racine County, Wisconsin","55101",2000,188831,79.56,10.3,7.94,26.98,24.4,15.06,12.3,9.5,17.09,26.3
"3101","Richland County, Wisconsin","55103",2000,17924,97.89,0.15,0.93,25.17,23.04,15.64,17.21,9.54,17.94,28.34
"3102","Rock County, Wisconsin","55105",2000,152307,89.22,4.56,3.91,26.5,23.55,15.07,12.73,10.46,16.08,27.93
"3103","Rusk County, Wisconsin","55107",2000,15347,97.35,0.51,0.76,24.78,22,16.64,18.45,11.59,20.88,35.47
"3104","St. Croix County, Wisconsin","55109",2000,63155,97.42,0.28,0.76,27.89,25.91,14.17,9.85,9.08,8.41,19.3
"3105","Sauk County, Wisconsin","55111",2000,55225,96.41,0.25,1.7,26.02,23.91,15.3,14.47,9.64,16.47,26.98
"3106","Sawyer County, Wisconsin","55113",2000,16196,81.39,0.31,0.9,24.09,22.75,19.79,17.93,14.76,15.3,37.1
"3107","Shawano County, Wisconsin","55115",2000,40664,91.24,0.22,1,25.66,22.31,16.43,16.84,10.73,18.54,27.58
"3108","Sheboygan County, Wisconsin","55117",2000,112646,91.11,1.06,3.36,25.54,24.33,14.71,13.97,9.77,15.56,23.17
"3109","Taylor County, Wisconsin","55119",2000,19680,98.28,0.09,0.65,27.09,23.99,14.54,15.2,9.1,21.69,26.51
"3110","Trempealeau County, Wisconsin","55121",2000,27010,98.28,0.12,0.89,25.34,23.44,15.59,16.42,9.3,19.08,27.72
"3111","Vernon County, Wisconsin","55123",2000,28056,98.44,0.06,0.66,27.43,22.57,16.21,17,9.47,21.12,26.32
"3112","Vilas County, Wisconsin","55125",2000,21033,89.22,0.2,0.86,20.66,21.45,21.32,22.79,16.37,14.55,40.04
"3113","Walworth County, Wisconsin","55127",2000,93759,91.11,0.8,6.54,24.16,22.7,14.67,12.73,9.31,15.83,24.63
"3114","Washburn County, Wisconsin","55129",2000,16036,96.68,0.16,0.89,23.79,23.3,19.14,18.5,13.14,16.25,35.52
"3115","Washington County, Wisconsin","55131",2000,117493,96.92,0.38,1.3,26.67,26.21,15.57,11.24,8.58,11.24,18.51
"3116","Waukesha County, Wisconsin","55133",2000,360767,94.22,0.71,2.63,26.31,26.48,16.65,12.04,9.22,8.04,18.42
