"","GEOID","totPop","age18_64","age0_4","age5_14","age15_19","age20_24","age15_44","age55_59","age60_64","ageOv65","Age15_24P","Und45P","Ovr65P","WhiteP","BlackP","HispP","AmIndP","AsianP","PacIsP","OtherP","NoHSP"
"390",380013,3822,2045,247,575,313,207,1312,234,253,737,13.61,55.83,19.28,99.5,0.08,0.39,0.13,0.18,0.03,0.08,39.92
"391",380027,3554,1845,280,485,298,230,1263,200,219,729,14.86,57.06,20.51,99.21,0.03,0.08,0.73,0.03,0,0,44.05
"392",380073,6698,3509,507,1003,569,394,2471,371,385,1278,14.38,59.44,19.08,99.45,0.04,0.21,0.1,0.21,0,0.19,37.63
"393",380103,6979,3593,472,1072,616,411,2487,378,394,1413,14.72,57.76,20.25,99.77,0,0.27,0.1,0.04,0,0.09,45.35
"394",380067,10399,5646,847,1586,856,694,4028,573,542,1720,14.91,62.13,16.54,98.79,0.05,1.21,0.48,0.19,0.03,0.46,39.28
"395",380007,1138,661,93,199,130,85,498,65,61,97,18.89,69.42,8.52,99.65,0,0.18,0.35,0,0,0,38.67
"396",380019,7636,4071,560,1167,765,473,2954,411,391,1302,16.21,61.3,17.05,99.36,0.01,0.21,0.5,0.08,0,0.05,38.15
"397",380079,12177,6137,1385,2524,1468,965,5168,487,464,1141,19.98,74.54,9.37,41.86,0.07,0.3,57.65,0.15,0,0.28,51.4
"398",380071,13048,7151,994,1930,1412,1044,5508,670,638,2086,18.82,64.62,15.99,97.21,0.04,0.22,2.54,0.11,0.01,0.1,33.62
"399",380011,4229,2297,374,718,397,333,1770,196,182,571,17.26,67.68,13.5,99.55,0,0.14,0.24,0.05,0,0.17,33.03
"400",320013,9434,5925,840,1459,810,842,4460,525,411,697,17.51,71.65,7.39,82.64,0.38,14.44,7,0.23,0.01,9.74,30.6
"401",40007,37080,20569,3154,6501,3227,2526,14778,2172,2119,4740,15.52,65.89,12.78,81.3,0.24,20.83,13.71,0.24,0,4.5,38.33
"402",40027,79087,45303.36,7106.6,13815.81,7257.69,7792.19,34882.33,3837.58,3681.25,8700.5,19.03,70.56,11,77,2.67,29.42,3.59,1,0.07,15.67,38.4
"403",320009,777,494,58,101,52,60,321,65,51,86,14.41,61.78,11.07,93.69,0.39,3.86,2.57,0.51,0.13,2.7,32.41
"404",320019,13594,8079,1104,2134,1073,911,5624,845,800,1559,14.59,65.19,11.47,93.76,0.13,4.91,3.87,0.37,0.15,1.73,29.62
"405",320031,193623,130941,11811,25089,16686,20269,100178,10600,8680,16402,19.09,70.8,8.47,92.34,1.83,4.83,1.76,1.85,0.11,2.1,19.95
"406",40025,68145,38305,4299,8958,5282,4101,24723,4731,5301,13341,13.77,55.73,19.58,95.86,0.28,6.17,1.47,0.24,0.04,2.11,26.14
"407",320021,6217,3671,459,1074,519,416,2550,376,359,669,15.04,65.67,10.76,79.27,6.18,8.09,10.37,0.74,0.18,3.27,37.56
"408",320005,19421,12830,1260,2763,1498,1290,9497,1212,1042,1550,14.36,69.62,7.98,96.48,0.18,3.57,1.8,0.55,0.08,0.93,14.91
"409",320011,1198,761,110,181,111,105,558,79,58,80,18.03,70.87,6.68,92.9,0,5.68,3.09,0.58,0,3.42,38.06
"410",320015,4076,2560,422,671,369,457,2071,186,120,217,20.26,77.63,5.32,91.05,0.1,10.11,3.24,0.25,0.07,5.3,33.44
"411",40021,90918,51206,8041,16621,8679,7631,39369,4317,4043,9713,17.94,70.43,10.68,68.03,3.32,29.42,9.35,0.32,0.02,18.97,44.99
"412",320017,3732,1908,397,652,412,249,1557,185,173,478,17.71,69.83,12.81,94.24,0.35,7.53,1.74,0.64,0,3.03,31.36
"413",320033,8167,4711,669,1337,691,493,3314,494,420,984,14.5,65.14,12.05,93.27,0.15,9.35,2.78,0.58,0.02,3.21,29.29
"414",320003,463087,299338,33568,70377,40916,45935,232054,23184,19578,35112,18.75,72.56,7.58,84.42,9.99,7.58,0.66,1.85,0.14,2.94,25.96
"415",350013,96340,58249,8360,16909,11388,12048,48308,3818,3064,6943,24.33,76.37,7.21,78.16,1.66,52.11,0.79,0.58,0.04,18.77,34.91
"416",350005,51103,28472,4242,8192,5083,3996,21138,2715,2596,7213,17.77,65.69,14.11,85.8,2.22,30.57,0.64,0.27,0.05,11.01,36.46
"417",350061,30713,17315.67,3221.81,5933.54,3093.16,2844.9,14328.04,1167.41,1008.1,2279.54,19.33,76.46,7.42,70.89,0.56,43.95,14.13,0.21,0.01,14.18,35.72
"418",350039,29282,16167,2813,5774,3226,2550,13401,1308,947,2413,19.73,75.09,8.24,44.44,0.12,74.4,11.38,0.05,0,44.02,43.62
"419",350047,22751,12853,1916,3817,2607,2199,10638,965,896,2647,21.12,71.96,11.63,74.45,0.39,81.42,0.4,0.16,0.01,24.6,44.13
"420",350003,2720,1498,240,445,264,168,1146,133,127,368,15.88,67.32,13.53,89.08,0.37,28.68,1.47,0.07,0.04,8.97,38.43
"421",350043,34799,19549,3113,6534,3399,2623,15447,1699,1590,3421,17.31,72.11,9.83,58.97,0.86,27.53,27.3,0.17,0.02,12.68,32.96
"422",350049,75360,45808,5895,12368,7075,6208,37363,3250,2733,6803,17.63,73.81,9.03,78.67,0.53,55.55,2.84,0.27,0.03,17.66,24.18
"423",350053,12566,7243,1182,2275,1396,1359,5925,508,466,1112,21.92,74.66,8.85,81.9,0.42,46.74,9.92,0.64,0.03,7.08,36.39
"424",350027,10997,6520,785,1714,928,723,4783,624,621,1338,15.01,66.22,12.17,89.78,0.47,26.62,0.6,0.09,0.03,9.03,30.23
"425",350031,56449,30079,6983,12426,6605,5491,26996,1673,1290,2778,21.43,82.21,4.92,25.89,0.57,13.53,65.72,0.36,0.01,7.45,48.83
"426",350029,15585,8171,1280,2566,1449,959,5599,920,1030,2625,15.45,60.6,16.84,85.56,1.63,39.45,0.5,0.2,0,12.11,43.05
"427",350033,4205,2171,309,791,472,289,1674,224,177,621,18.1,65.97,14.77,62.21,0.05,86.56,0.17,0.05,0,37.53,55.9
"428",350059,4725,2486,350,751,460,274,1837,234,270,813,15.53,62.18,17.21,95.96,0,31.24,0.32,0.13,0,3.6,37.79
"429",240001,80548,48023,4567,11166,7932,6633,33547,5116,4689,12389,18.08,61.18,15.38,98.01,1.61,0.43,0.04,0.21,0,0.13,40.67
"430",240510,786775,474257,52345,114628,75942,78227,357702,44203,39582,100575,19.6,66.69,12.78,43.86,54.8,0.97,0.27,0.61,0.02,0.44,51.64
"431",240021,114792,70301,8529,19313,10839,9792,56144,5107,4207,10221,17.97,73.16,8.9,93.66,5.53,0.72,0.09,0.46,0.02,0.25,36.55
"432",440005,81383,49936,5336,12480,7307,8101,38958,4006,3671,9240,18.93,69.76,11.35,94.28,3.7,1.55,0.35,0.81,0.04,0.83,27.96
"433",440007,571349,345656,33089,78491,53195,55012,249400,34853,31583,84649,18.94,63.18,14.82,92.84,4.04,2.79,0.27,0.54,0.01,2.29,43.92
"434",240047,30889,18751,1910,4207,2760,2650,13421,1891,1786,4257,17.51,63.25,13.78,73.14,26.22,0.76,0.12,0.23,0.02,0.26,47.18
"435",410053,45203,26759,3438,7011,4105,4050,20775,2153,2003,5702,18.04,69.08,12.61,95.46,0.36,3.51,1.2,0.47,0.07,2.44,26.3
"436",410039,275226,175348,20457,39849,24605,29805,141734,12346,11012,26338,19.77,73.41,9.57,96.14,0.59,2.03,0.9,0.96,0.1,1.31,22.41
"437",410063,7273,4179,547,1081,565,472,2967,417,390,1080,14.26,63.18,14.85,99.27,0.07,0.65,0.33,0.11,0,0.22,25.5
"438",410025,8314,4948,712,1374,718,640,3763,422,358,830,16.33,70.35,9.98,95.72,0.05,3.08,2.65,0.47,0.01,1.11,27.95
"439",410013,13091,7664,1056,2051,1071,976,5604,723,711,1641,15.64,66.54,12.54,98.01,0.02,1.38,0.91,0.27,0,0.79,30.41
"440",410071,55332,32128,4630,8757,5212,4879,25081,2514,2467,6860,18.24,69.52,12.4,95.94,0.25,3.31,0.77,0.64,0.08,2.34,28.03
"441",410041,35264,21032,2387,4326,2581,2500,14339,2340,2482,5890,14.41,59.7,16.7,97.33,0.12,1.13,1.53,0.39,0.06,0.57,27.62
"442",410059,58861,34636,5105,9375,5066,4968,26371,2963,2623,6695,17.05,69.4,11.37,93.36,0.23,4.56,2.55,0.51,0.05,3.3,28.67
"443",410029,132456,79107,9519,20115,11550,10631,60427,6724,6435,16720,16.75,67.99,12.62,96.71,0.13,2.99,0.9,0.53,0.08,1.66,26.12
"444",410015,16992,9831,1144,2272,1270,1095,6523,1172,1234,2872,13.92,58.49,16.9,97.1,0.08,1.32,1.95,0.24,0.06,0.57,31.89
"445",410057,21164,12300,1551,2883,1599,1459,8563,1330,1327,3350,14.45,61.41,15.83,97.96,0.17,0.99,0.92,0.36,0.09,0.5,31.77
"446",410009,35646,20507,2981,6197,3077,2395,15724,1736,1692,3930,15.35,69.86,11.03,98.03,0.1,1.48,0.79,0.35,0.03,0.7,30.7
"447",410011,64047,38109,4889,9930,5472,4959,28225,3378,3298,7734,16.29,67.21,12.08,96.37,0.12,1.75,2.04,0.63,0.08,0.77,31.95
"448",410051,562640,354610,38788,70026,43290,57055,272078,29324,26766,75049,17.83,67.7,13.34,89.6,5.3,2,0.89,2.41,0.11,1.69,23.6
"449",410045,26896,14961,2452,4590,2552,2020,11184,1328,1308,3340,17,67.76,12.42,86.01,0.29,14.13,0.5,3.04,0.02,10.14,32.32
"450",410019,93748,54942,7809,15487,8433,7162,41447,4890,4413,10165,16.64,69.06,10.84,97.5,0.14,1.86,1.2,0.41,0.07,0.68,32.05
"451",410065,21732,12412,1700,3427,1763,1466,9171,1222,1087,3049,14.86,65.79,14.03,95.14,0.3,2.24,2.84,0.48,0.04,1.2,24.79
"452",410043,89495,52629,7069,14797,7895,7219,40736,4542,4105,10058,16.89,69.95,11.24,97.54,0.15,1.82,0.83,0.48,0.05,0.95,30.46
"453",410055,2172,1269,179,343,172,141,853,126,148,263,14.41,63.31,12.11,98.66,0.14,1.43,0.23,0.51,0,0.46,24.61
"454",410031,11599,6683,1016,2096,1126,909,5167,549,528,1090,17.54,71.38,9.4,77.58,0.3,6.34,17.16,0.32,0.08,4.56,29.79
"455",410037,7532,4434,620,1234,612,538,3215,423,365,835,15.27,67.3,11.09,97.25,0.04,2.02,1.1,0.64,0.08,0.89,32.58
"456",410061,23921,13923,1964,3932,2144,2163,10987,1015,1015,2879,18.01,70.58,12.04,97.63,0.43,1.15,0.71,0.38,0.06,0.78,24.95
"457",410021,2057,1200,170,278,182,143,833,143,98,291,15.8,62.28,14.15,96.16,0,2.58,0.44,0.15,0,3.26,20.95
"458",170121,43523,24404,3272,6586,3969,3393,18094,2299,2251,6822,16.92,64.22,15.67,95.8,3.51,0.62,0.16,0.29,0.02,0.21,43.58
"459",170127,14990,8551,1013,2120,1250,1158,5969,929,821,2527,16.06,60.72,16.86,93.54,6.08,0.39,0.09,0.14,0.01,0.15,46.86
"460",170019,168392,118248,10927,20091,22770,32493,101508,5948,4996,12059,32.82,78.7,7.16,88.15,8.71,1.43,0.16,1.95,0.03,1,19.12
"461",170069,5383,3039,353,817,428,344,2068,312,364,898,14.34,60.15,16.68,99.74,0.04,0.24,0.07,0.11,0,0.04,57.98
"462",170111,147897,87389,11764,26388,13459,11216,70305,6380,5484,13511,16.68,73.33,9.14,98.56,0.07,2.05,0.1,0.36,0.01,0.9,25.12
"463",170149,18896,10339,1273,2816,1461,1325,7164,1120,1088,3523,14.74,59.55,18.64,99.66,0.05,0.4,0.12,0.1,0.01,0.07,38.75
"464",170049,30944,17265,2727,5031,3012,2680,13662,1450,1295,4000,18.39,69.22,12.93,99.67,0.05,0.29,0.09,0.1,0,0.09,37.64
"465",60093,39732,23590,3032,5946,3198,2765,17146,2303,2068,5155,15.01,65.75,12.97,92.05,1.52,4.76,3.74,0.35,0.04,2.31,24.4
"466",60097,299681,180754,20466,42799,24966,23662,140958,14750,13684,40528,16.23,68.15,13.52,92.76,1.16,6.95,1.17,1.4,0.14,3.37,22.44
"467",60085,1295071,840270,89276,195661,124529,133172,674245,60890,44747,96633,19.9,74.06,7.46,78.59,3.38,17.5,0.66,7.39,0.32,9.66,20.49
"468",130173,5654,3037,510,1060,573,482,2416,233,194,672,18.66,70.5,11.89,74.99,24.6,0.6,0.23,0.12,0,0.05,60.61
"469",130029,10175,5857,986,1978,987,802,4705,445,372,752,17.58,75.37,7.39,78.01,21.52,0.84,0.19,0.08,0.02,0.18,58.12
"470",130001,15565,8584,1352,3018,1504,1305,6885,687,634,1607,18.05,72.31,10.32,79.54,20.15,0.8,0.08,0.14,0.01,0.07,58.44
"471",130241,10466,6148,607,1614,840,764,4359,612,616,1557,15.33,62.87,14.88,98.91,0.63,0.44,0.32,0.11,0,0.03,53.74
"472",130023,10767,6477,732,1675,1474,954,5010,516,496,1242,22.55,68.89,11.54,77.06,21.98,0.99,0.18,0.31,0,0.47,53.02
"473",130113,29043,17609,2048,5891,2620,1561,14352,1214,902,1722,14.4,76.75,5.93,95,4.39,0.77,0.08,0.32,0.01,0.19,26.69
"474",130163,18403,9719,1545,3493,1778,1404,7554,875,839,2518,17.29,68.42,13.68,45.08,54.65,1.46,0.06,0.09,0.03,0.08,63.57
"475",130253,9057,4977,711,1640,859,695,3627,479,468,1203,17.16,66,13.28,66.3,32.6,1.85,0.29,0.03,0,0.77,57.12
"476",130039,13371,7805,1133,2477,1392,1307,6288,588,506,1112,20.19,74.03,8.32,67.26,32.08,0.85,0.11,0.37,0,0.18,48.5
"477",130127,54981,32615,4021,8909,5235,4643,24979,2828,2554,6128,17.97,68.95,11.15,72.97,26.37,0.93,0.12,0.31,0.03,0.21,38.13
"478",130233,32386,18544,2240,5424,3027,2543,13702,1669,1661,4296,17.2,65.97,13.26,84.71,14.89,0.85,0.04,0.11,0.01,0.24,60.27
"479",130211,11572,6280,914,2182,1138,924,5022,518,523,1457,17.82,70.15,12.59,58.76,41.06,0.89,0.08,0.05,0.04,0.01,58.93
"480",130263,6536,3608,499,1140,682,520,2845,275,281,863,18.39,68.6,13.2,35.3,64.57,1.13,0.06,0.06,0,0.02,59.7
"481",130249,3433,1795,277,708,341,233,1479,148,159,426,16.72,71.77,12.41,62.51,36.41,2.62,0,0,0,1.08,55.66
"482",130291,9390,5337,575,1505,826,705,3874,510,468,1429,16.3,63.41,15.22,99.71,0.03,0.42,0.11,0.05,0,0.1,61.36
"483",130315,7682,4179,585,1282,684,573,3038,432,429,1176,16.36,63.85,15.31,68.03,31.92,0.72,0,0.03,0.01,0.01,63.6
"484",130299,37180,21129,3001,6444,3419,2949,15799,1893,1748,4426,17.13,67.9,11.9,77.01,22.53,0.73,0.17,0.22,0.02,0.06,52.8
"485",130059,74498,52506,4560,8558,9338,16275,45378,2610,2234,5890,34.38,78.52,7.91,74.75,23.58,1.28,0.09,0.94,0.02,0.61,32.56
"486",130169,16579,9854,1319,2932,1632,1331,7881,739,657,1401,17.87,73.18,8.45,69.36,30.24,0.6,0.17,0.11,0.03,0.1,45.77
"487",130045,56346,33499,4083,9634,6075,5576,27037,2341,2338,5910,20.68,72.33,10.49,82.42,17.18,0.68,0.12,0.16,0,0.12,53.12
"488",130247,36747,21958,2862,7066,3448,2582,17702,1584,1219,2584,16.41,75.19,7.03,90.4,8.67,0.68,0.49,0.3,0.01,0.13,36.56
"489",130083,12318,7432,955,2144,1238,1167,5947,542,504,1064,19.52,73.44,8.64,98.62,0.88,0.86,0.11,0.29,0,0.09,56.27
"490",130213,19685,11577,1618,3779,1919,1679,9490,730,641,1518,18.28,75.63,7.71,99.43,0.17,0.67,0.14,0.19,0,0.08,63.84
"491",60029,403089,239401,36190,65597,37804,38328,187105,19554,17048,39227,18.89,71.67,9.73,76.75,5.25,21.59,1.49,1.82,0.09,14.6,37.93
"492",550001,13457,7766,810,1781,1204,923,5472,786,901,2306,15.81,59.92,17.14,96.97,1.94,0.78,0.67,0.14,0,0.28,42.66
"493",550121,26158,14026,1856,4406,2374,1853,10540,1363,1354,4277,16.16,64.23,16.35,99.66,0.02,0.4,0.08,0.1,0.01,0.13,40.09
"494",550123,25642,14000,1843,3864,2246,1738,10022,1502,1434,4423,15.54,61.34,17.25,99.63,0.03,0.21,0.07,0.1,0,0.17,40.99
"495",550141,72799,41519,5747,12240,7312,6505,32641,3554,3094,8760,18.98,69.54,12.03,98.91,0.04,0.37,0.57,0.29,0,0.19,32.1
"496",550107,15589,8433,1211,2621,1521,1184,6220,856,901,2363,17.35,64.48,15.16,99.04,0.12,0.37,0.42,0.2,0.03,0.18,39.43
"497",550133,280326,169260,20054,50857,29532,20669,133509,13116,9784,20914,17.91,72.92,7.46,98.49,0.26,1.43,0.16,0.51,0.01,0.56,18.91
"498",550113,12843,6949,897,1984,1142,790,4875,699,863,2232,15.04,60.39,17.38,88.89,0.02,0.11,10.84,0.08,0,0.17,35.17
"499",550131,84848,49127,7108,15901,8582,6634,40532,3409,2898,7125,17.93,74.89,8.4,99.36,0.08,0.56,0.17,0.21,0,0.17,27.91
"500",550033,34314,21533,2428,4656,4251,5624,17841,1337,1272,4071,28.78,72.64,11.86,98.56,0.5,0.27,0.25,0.35,0.01,0.33,32.41
"501",550125,16535,9130,928,2330,1359,910,6070,1029,1229,3231,13.72,56.41,19.54,92.67,0.02,0.23,7.14,0.1,0.01,0.05,30.11
"502",550067,19978,10670,1494,3275,1983,1383,7865,1064,1135,3264,16.85,63.24,16.34,99.32,0.01,0.49,0.49,0.07,0.01,0.11,40.95
"503",360007,213648,130458,12845,30719,21524,20809,96391,12291,10909,27645,19.81,65.51,12.94,97.26,1.47,0.73,0.12,0.67,0.01,0.48,30.63
"504",360099,33733,19932,2184,5259,3214,2860,14764,1886,1691,4424,18.01,65.83,13.11,98.16,1,0.84,0.15,0.39,0.03,0.27,34.29
"505",550039,88964,51283,6951,14521,8806,7957,39761,4292,3833,11031,18.84,68.83,12.4,99.12,0.14,0.85,0.21,0.15,0.01,0.38,31.86
"506",550035,78805,49568,5259,11329,9619,10560,40274,3538,3205,8658,25.61,72.16,10.99,98.84,0.18,0.33,0.36,0.35,0.01,0.27,25.04
"507",550101,173132,102204,13510,29063,17234,15251,79939,8552,7023,17580,18.76,70.76,10.15,89.65,8.03,4.16,0.24,0.32,0.01,1.75,32.32
"508",360093,149946,89917,9026,21313,13038,12046,63575,9321,8604,21632,16.73,62.63,14.43,95.66,3.12,0.92,0.13,0.68,0,0.4,28.49
"509",360063,227354,136883,15333,35106,21733,20476,99514,13518,12068,27127,18.57,65.96,11.93,93.63,4.85,0.8,1.02,0.21,0.01,0.28,34.34
"510",550119,18817,10112,1647,3280,1883,1599,7839,857,887,2597,18.5,67.84,13.8,99.55,0.01,0.3,0.15,0.18,0.02,0.1,45.16
"511",360083,151966,91049,9867,23554,15632,14852,69362,7876,7262,18949,20.06,67.64,12.47,96.21,2.71,0.76,0.12,0.54,0,0.42,34
"512",360111,158158,95328,9614,23716,14888,13896,72634,7954,7095,20460,18.2,67,12.94,93.98,4.09,3.12,0.18,0.55,0.01,1.19,33.15
"513",550081,35074,19612,2735,5823,3223,2560,14479,1981,1797,4821,16.49,65.68,13.75,98.8,0.13,0.36,0.69,0.2,0.01,0.18,35.97
"514",360085,352121,214472,24403,58252,31750,28218,165190,17616,14978,35125,17.03,70.39,9.98,89.04,7.27,5.36,0.11,1.89,0.01,1.67,31.46
"515",550007,13822,7448,989,2185,1214,877,5484,739,809,2373,15.13,62.64,17.17,93,0.03,0.34,6.68,0.2,0.01,0.08,31.88
"516",360075,113901,67488,8873,19581,12530,11990,53824,5373,4740,11120,21.53,72.24,9.76,98.86,0.38,0.52,0.27,0.3,0,0.18,36.62
"517",550075,39314,21504,3016,6124,3620,2964,15985,2002,2213,6343,16.75,63.91,16.13,99.43,0.03,0.19,0.29,0.12,0.01,0.12,35.13
"518",550017,52127,28724,4191,9182,5259,4131,22615,2398,2348,6622,18.01,69.04,12.7,99.46,0.05,0.27,0.17,0.19,0,0.13,36.48
"519",360113,54854,31270,3765,9277,5292,4207,23718,2916,2502,7222,17.32,67.01,13.17,99.07,0.44,0.67,0.12,0.22,0.01,0.14,31.16
"520",550078,3373,1656,410,783,427,304,1448,113,110,237,21.67,78.3,7.03,10.44,0,1.69,89.36,0.06,0,0.15,59.54
"521",550025,323545,215750,20379,44425,32925,44843,181022,12861,10594,27036,24.04,75.98,8.36,96.19,1.76,1.01,0.23,0.98,0.04,0.81,16.26
"522",360019,80750,50940,5765,12234,9669,11012,42983,3065,2612,6905,25.61,75.52,8.55,95.34,2.89,1.78,0.22,0.44,0.03,1.08,36.26
"523",550137,18526,10054,1290,2772,1584,1193,7082,1060,1060,3378,14.99,60.15,18.23,98.72,0.07,1.6,0.2,0.15,0.01,0.86,41.02
"524",550139,131703,80790,8799,19247,13862,14367,63643,6163,5737,15288,21.43,69.62,11.61,98.78,0.29,0.55,0.38,0.31,0.01,0.23,27.98
"525",550091,7477,3880,610,1208,795,581,3045,324,339,1272,18.4,65.04,17.01,99.61,0.01,0.27,0.11,0.08,0,0.19,41.16
"526",550129,13174,7179,1004,2025,1132,822,5104,750,854,2226,14.83,61.74,16.9,99.08,0.1,0.26,0.68,0.06,0.02,0.06,35.5
"527",550103,17476,9710,1335,2684,1617,1364,7095,940,969,2758,17.06,63.6,15.78,99.47,0.13,0.35,0.1,0.14,0.01,0.14,36.66
"528",360013,146925,85783,10023,22131,14212,13117,62962,8018,7618,20879,18.6,64.74,14.21,97.28,1.29,1.54,0.24,0.25,0.01,0.93,34.19
"529",360035,55153,31037,3780,8907,4895,3993,22428,3183,3120,8238,16.12,63.67,14.94,98.58,0.86,0.55,0.14,0.24,0.02,0.16,40.47
"530",360055,702238,433434,45579,107185,66273,69287,333857,36704,31490,76976,19.3,69.3,10.96,87.37,10.12,2.38,0.24,0.76,0.01,1.51,28.25
"531",360033,44929,25502,3053,7688,5078,3852,19609,2325,2061,5731,19.88,67.55,12.76,94.91,0.2,0.4,4.64,0.16,0,0.1,40.23
"532",360015,97656,57675,6767,14967,9712,8485,42549,5687,5017,12500,18.63,65.83,12.8,94.86,4.03,0.89,0.15,0.39,0.01,0.55,30.46
"533",550053,16831,9194,1328,2601,1572,1183,6835,869,901,2705,16.37,63.95,16.07,96.64,0.21,0.26,2.94,0.08,0,0.14,38.79
"534",550135,42831,23071,3230,6686,3767,3118,17087,2176,2291,7449,16.07,63.05,17.39,99.31,0.01,0.57,0.25,0.16,0,0.27,37.72
"535",550045,30012,16881,2324,4874,2679,2387,12880,1533,1396,4184,16.88,66.9,13.94,99.56,0.04,0.28,0.08,0.2,0,0.11,33.07
"536",550105,139420,81726,10790,23200,13803,12799,64432,6344,5446,15293,19.08,70.59,10.97,95.66,3.37,0.69,0.19,0.37,0.02,0.39,28.93
"537",550029,25029,14128,1976,3592,2145,2178,10589,1219,1480,4003,17.27,64.55,15.99,98.83,0.14,0.52,0.69,0.19,0,0.14,32.15
"538",550099,15788,8295,1191,2570,1379,1006,5963,855,894,2777,15.11,61.59,17.59,99.49,0.04,0.2,0.32,0.04,0,0.1,39.13
"539",550013,12340,6669,858,1850,1025,759,4548,746,844,2282,14.46,58.8,18.49,96.3,0.09,0.19,3.23,0.11,0.02,0.26,39.04
"540",550079,964988,588359,69030,136150,86669,100003,442231,52580,45276,121547,19.34,67.09,12.6,81.73,15.49,3.04,0.6,0.58,0.02,1.58,31.5
"541",550003,16783,9154,1236,2540,1676,1414,6894,841,907,2888,18.41,63.58,17.21,93.06,0.15,0.29,6.42,0.25,0,0.13,34.26
"542",550021,43222,24342,3135,6865,3926,3160,18218,2193,2146,6319,16.39,65.29,14.62,99.24,0.07,0.5,0.25,0.17,0.02,0.26,30.79
"543",550111,43469,24084,3173,7050,3908,3306,18107,2217,2177,6607,16.6,65.17,15.2,99.23,0.07,0.35,0.43,0.18,0,0.09,34.22
"544",550005,38730,21440,3069,5945,3691,3111,16062,1962,2055,6083,17.56,64.75,15.71,99.31,0.03,0.34,0.39,0.11,0,0.16,37.41
"545",550077,11672,6325,800,1733,992,735,4333,672,787,2162,14.8,58.82,18.52,99.05,0.21,0.84,0.21,0.16,0.03,0.33,41.41
"546",550087,128799,74983,10799,21770,14075,12193,61146,5643,4788,12792,20.39,72.76,9.93,97.92,0.05,0.53,1.26,0.27,0,0.51,27.69
"547",360009,85697,49229,6386,14421,8353,7567,36914,4499,4084,10784,18.58,67.35,12.58,96.96,0.72,0.39,1.92,0.24,0,0.15,35.24
"548",550109,43262,24752,3688,7610,4363,3754,20374,1795,1427,4434,18.76,73.21,10.25,99.41,0.05,0.32,0.2,0.17,0,0.17,26.27
"549",550043,51736,29674,4175,8024,6123,6028,23915,2291,2100,6732,23.49,69.8,13.01,99.39,0.2,0.32,0.1,0.18,0.01,0.11,32.45
"550",550115,35928,19353,2625,5974,3432,2475,14145,1933,2059,5710,16.44,63.3,15.89,96,0.02,0.24,3.8,0.1,0,0.08,42.77
"551",360061,1428285,970604,69152,134746,86072,126061,717527,77287,66636,204437,14.85,64.51,14.31,58.9,21.69,23.54,0.21,5.07,0.04,14.09,31.98
"552",550065,17412,9546,1462,2854,1843,1448,7322,895,821,2344,18.9,66.84,13.46,99.67,0.01,0.3,0.07,0.06,0.01,0.18,33.23
"553",550009,175280,103617,13692,29916,18862,17672,85889,7157,6272,16823,20.84,73.88,9.6,97.69,0.29,0.52,1.39,0.31,0.01,0.31,26.1
"554",550117,100935,58155,7612,15907,9438,8776,44354,5080,4799,13436,18.05,67.24,13.31,98.6,0.31,1.04,0.26,0.21,0.01,0.61,32.25
"555",550071,82918,46970,6229,13308,8231,6894,35863,4219,3969,11271,18.24,66.81,13.59,98.89,0.08,0.63,0.38,0.22,0,0.43,33.1
"556",550089,66981,40374,4771,11787,6798,5084,31233,3299,2589,5662,17.74,71.35,8.45,98.58,0.66,0.79,0.14,0.37,0.01,0.25,20.56
"557",550097,57420,35476,4343,8671,7153,8117,30043,2158,2027,5731,26.59,74.99,9.98,98.69,0.19,0.78,0.29,0.43,0,0.4,31.35
"558",360043,66714,38401,4583,10561,6515,5049,27803,4015,3899,9265,17.33,64.37,13.89,99.42,0.18,0.39,0.12,0.14,0.01,0.13,37.16
"559",550073,111270,64620,9103,18849,10997,9808,51061,5145,4673,12050,18.7,71.01,10.83,99.3,0.03,0.25,0.29,0.16,0,0.21,35.39
"560",550127,71507,42827,4793,10519,7580,7904,33745,3393,3164,9182,21.65,68.6,12.84,97.67,0.59,1.86,0.16,0.43,0.01,1.15,28.98
"561",550041,9044,4775,655,1507,1028,637,3640,484,478,1478,18.41,64.15,16.34,93.17,0.98,0.28,5.52,0.14,0.03,0.15,42.94
"562",550027,75064,43067,5679,11985,6882,6246,33005,3743,3467,9960,17.49,67.5,13.27,98.1,1.1,0.9,0.2,0.19,0.01,0.4,38.23
"563",550069,26555,14512,1908,4225,2782,1973,11085,1360,1294,4032,17.91,64.84,15.18,99.33,0.1,0.35,0.26,0.15,0.01,0.15,40.37
"564",280021,12279,7054,1070,1940,1650,1740,5856,477,505,1495,27.61,72.2,12.18,25.03,74.53,0.66,0.01,0.23,0.01,0.2,50.84
"565",280055,2513,1294,226,521,307,221,1096,115,100,275,21.01,73.34,10.94,44.05,55.59,1.39,0,0.08,0.04,0.24,62.12
"566",280023,16945,9107,1437,2958,1578,1297,6901,758,816,2441,16.97,66.66,14.41,64.94,34.81,0.63,0.16,0.08,0.01,0.01,53.39
"567",20195,3804,2375.42,362.08,653.22,318.29,357.76,1951.65,155.44,123.98,217.74,17.77,78,5.72,78.03,0.15,1.44,19.3,1.36,0.03,1.14,22.89
"568",20275,2363,1475.58,224.92,405.78,197.71,222.24,1212.35,96.56,77.02,135.26,17.77,78,5.72,78.03,0.15,1.44,19.3,1.36,0.03,1.14,22.89
