ZCTA,minDisMet,time_to_nearest_methadone,count_in_range_methadone,methadone_score,minDisBup,time_to_nearest_buprenorphine,count_in_range_buprenorphine,buprenorphine_score,minDisNalV,time_to_nearest_naltrexone,count_in_range_naltrexone,naltrexone_score
89421,,,0,0.0,,82.0,0.0,0.0,,,0,0.0
89422,,,0,0.0,28.68,47.0,0.0,0.0,29.38,47.0,0,0.0
89423,10.7,25.0,1,0.17,4.18,0.0,16.0,1.0,10.19,20.0,3,0.67
89424,28.66,53.0,0,0.0,20.96,41.0,0.0,0.0,25.74,53.0,0,0.0
89425,,,0,0.0,48.14,72.0,0.0,0.0,,,0,0.0
89426,,,0,0.0,35.63,55.0,0.0,0.0,,,0,0.0
89427,,115.0,0,0.0,22.12,32.0,0.0,0.0,30.36,45.0,0,0.0
89428,9.19,18.0,1,0.4,5.37,18.0,14.0,0.4,8.88,18.0,3,1.13
89429,29.15,47.0,0,0.0,16.26,29.0,1.0,0.03,25.75,47.0,0,0.0
89430,36.3,86.0,0,0.0,19.51,42.0,0.0,0.0,35.8,81.0,0,0.0
89431,0.77,0.0,2,1.67,0.67,0.0,58.0,1.0,0.77,0.0,7,2.4
89433,3.28,12.0,2,1.1,2.39,10.0,58.0,0.67,3.28,12.0,7,1.6
89434,3.19,8.0,2,1.23,0.92,0.0,58.0,1.0,0.64,0.0,7,2.23
89436,5.08,13.0,2,0.87,1.79,0.0,50.0,1.0,3.24,11.0,7,1.5
89438,,,0,0.0,34.86,51.0,0.0,0.0,,,0,0.0
89439,10.04,20.0,2,0.63,6.19,13.0,60.0,0.57,6.28,13.0,8,1.27
89440,11.02,26.0,1,0.13,7.17,26.0,14.0,0.13,10.25,26.0,4,0.37
89441,8.49,15.0,2,0.7,0.54,0.0,48.0,1.0,7.42,15.0,6,1.07
89442,24.95,38.0,0,0.0,20.87,37.0,0.0,0.0,21.35,37.0,0,0.0
89444,33.33,68.0,0,0.0,16.24,31.0,0.0,0.0,30.79,63.0,0,0.0
89445,,,0,0.0,1.77,0.0,1.0,1.0,,,0,0.0
89446,,,0,0.0,17.91,23.0,1.0,0.23,,,0,0.0
89447,34.68,85.0,0,0.0,5.81,0.0,1.0,1.0,34.31,67.0,0,0.0
89448,14.97,41.0,0,0.0,6.72,18.0,6.0,0.4,1.11,0.0,2,1.4
89449,15.99,47.0,0,0.0,5.81,16.0,6.0,0.47,1.58,10.0,2,1.13
89450,10.57,43.0,0,0.0,8.69,34.0,0.0,0.0,5.04,14.0,1,0.53
89451,11.69,45.0,0,0.0,9.74,32.0,0.0,0.0,4.37,12.0,1,0.6
89460,18.98,35.0,0,0.0,1.63,0.0,4.0,1.0,12.12,30.0,1,0.0
89501,2.1,8.0,2,1.43,0.27,0.0,58.0,1.0,1.03,7.0,7,2.23
89502,1.16,0.0,2,1.63,1.09,0.0,58.0,1.0,1.16,0.0,7,2.67
89503,3.51,10.0,2,1.3,0.32,0.0,58.0,1.0,1.64,9.0,7,2.0
89506,7.21,17.0,2,0.83,3.28,0.0,58.0,1.0,6.68,17.0,7,1.23
89508,14.57,28.0,2,0.07,10.51,22.0,34.0,0.27,12.76,28.0,3,0.07
89509,1.37,9.0,2,1.23,0.55,0.0,58.0,1.0,0.99,0.0,7,2.4
89510,22.28,30.0,1,0.0,13.27,18.0,5.0,0.4,20.97,30.0,1,0.0
89511,5.58,16.0,3,0.87,1.51,0.0,59.0,1.0,2.05,8.0,9,1.67
89512,1.33,6.0,2,1.53,0.36,0.0,58.0,1.0,1.33,6.0,7,2.27
89519,2.88,13.0,2,1.03,1.31,0.0,57.0,1.0,2.32,6.0,7,1.97
89521,6.69,14.0,3,1.07,0.36,0.0,70.0,1.0,1.43,0.0,10,2.07
89523,5.4,16.0,2,0.93,1.17,0.0,58.0,1.0,1.24,0.0,7,1.97
89701,1.78,4.0,1,0.87,1.17,0.0,25.0,1.0,1.27,0.0,4,2.73
89702,1.74,6.0,1,0.8,1.31,3.0,17.0,0.9,1.35,3.0,4,2.5
89703,1.0,8.0,1,0.73,0.56,0.0,17.0,1.0,1.0,8.0,4,2.17
89704,8.05,27.0,1,0.1,5.8,27.0,12.0,0.1,7.94,27.0,3,0.3
89705,5.62,13.0,1,0.57,5.07,8.0,16.0,0.73,5.18,8.0,3,1.87
89706,1.58,0.0,1,1.0,1.21,0.0,25.0,1.0,1.28,0.0,4,2.8
89801,,,0,0.0,0.96,0.0,7.0,1.0,0.85,0.0,5,3.0
89815,,,0,0.0,10.05,20.0,7.0,0.33,10.09,20.0,5,1.0
89820,,,0,0.0,49.2,74.0,0.0,0.0,,87.0,0,0.0
89821,,,0,0.0,48.31,67.0,0.0,0.0,48.25,67.0,0,0.0
89822,,,0,0.0,19.71,31.0,0.0,0.0,19.53,31.0,0,0.0
89823,,,0,0.0,24.86,52.0,0.0,0.0,20.86,52.0,0,0.0
89825,,,0,0.0,0.21,0.0,1.0,1.0,,,0,0.0
89826,,,0,0.0,37.95,231.0,0.0,0.0,,,0,0.0
89828,,,0,0.0,17.68,46.0,0.0,0.0,17.64,46.0,0,0.0
89830,,,0,0.0,,162.0,0.0,0.0,,,0,0.0
89831,,,0,0.0,,124.0,0.0,0.0,,124.0,0,0.0
89832,,,0,0.0,,,,,,,0,0.0
89833,,,0,0.0,32.0,103.0,0.0,0.0,32.03,103.0,0,0.0
89834,,,0,0.0,42.48,74.0,0.0,0.0,40.35,74.0,0,0.0
89835,,,0,0.0,45.09,53.0,0.0,0.0,40.77,53.0,0,0.0
89883,,,0,0.0,,183.0,0.0,0.0,,,0,0.0
90001,2.0,6.0,26,2.27,0.99,0.0,846.0,1.0,1.78,4.0,115,2.13
90002,2.0,3.0,25,2.33,1.1,0.0,824.0,1.0,3.1,4.0,103,2.1
90003,2.35,6.0,27,2.23,0.02,0.0,866.0,1.0,1.64,0.0,119,2.37
90004,1.52,5.0,31,2.43,0.85,0.0,912.0,1.0,0.28,0.0,131,2.93
90005,1.95,5.0,31,2.37,0.38,0.0,862.0,1.0,0.63,2.0,124,2.77
90006,1.78,4.0,31,2.43,0.87,3.0,897.0,0.9,1.36,4.0,132,2.6
90007,2.58,6.0,31,2.37,0.54,0.0,908.0,1.0,2.05,6.0,132,2.37
90008,2.21,4.0,28,2.33,0.23,0.0,828.0,1.0,2.21,4.0,119,2.37
90010,2.15,5.0,30,2.43,0.18,0.0,881.0,1.0,0.5,1.0,127,2.83
90011,0.71,0.0,31,2.4,0.31,0.0,867.0,1.0,1.53,6.0,121,2.37
90012,0.57,0.0,34,2.53,0.04,0.0,925.0,1.0,0.97,2.0,138,2.73
90013,0.6,2.0,33,2.57,0.06,0.0,917.0,1.0,0.21,0.0,136,2.9
90014,0.9,3.0,31,2.53,0.17,0.0,902.0,1.0,0.39,1.0,132,2.83
90015,1.57,4.0,33,2.47,0.41,0.0,921.0,1.0,0.79,4.0,130,2.6
90016,0.78,0.0,31,2.53,0.78,0.0,858.0,1.0,0.78,0.0,124,2.63
90017,0.77,2.0,33,2.53,0.05,0.0,904.0,1.0,0.1,0.0,134,2.83
90018,2.2,5.0,29,2.4,1.85,5.0,861.0,0.83,2.38,5.0,126,2.43
90019,0.6,0.0,27,2.5,0.28,0.0,821.0,1.0,1.16,0.0,120,2.63
90020,1.92,5.0,30,2.37,0.19,0.0,889.0,1.0,0.14,0.0,128,2.93
90021,1.16,3.0,31,2.57,0.54,2.0,918.0,0.93,0.54,2.0,135,2.73
90022,0.33,0.0,30,2.17,0.08,0.0,850.0,1.0,2.19,7.0,125,2.17
90023,2.39,8.0,31,2.13,0.83,0.0,882.0,1.0,0.54,5.0,131,2.43
90024,0.96,5.0,22,1.9,0.04,0.0,804.0,1.0,0.43,0.0,113,2.83
90025,0.75,5.0,23,2.1,0.21,0.0,828.0,1.0,0.75,0.0,117,2.83
90026,0.72,3.0,33,2.6,0.56,0.0,916.0,1.0,1.1,3.0,133,2.6
90027,0.78,0.0,27,2.5,0.42,0.0,845.0,1.0,0.47,0.0,128,2.8
90028,1.3,4.0,27,2.27,0.12,0.0,859.0,1.0,0.8,0.0,130,2.83
90029,0.76,3.0,28,2.47,0.15,0.0,888.0,1.0,0.23,0.0,130,3.0
90031,2.32,5.0,34,2.17,0.44,0.0,867.0,1.0,1.4,5.0,130,2.43
90032,4.06,9.0,26,1.8,1.5,7.0,681.0,0.77,2.34,8.0,111,2.2
90033,1.73,4.0,34,2.3,0.21,0.0,909.0,1.0,0.54,0.0,129,2.9
90034,2.81,6.0,27,2.17,0.39,0.0,847.0,1.0,0.9,0.0,117,2.9
90035,1.85,7.0,22,2.1,0.62,0.0,804.0,1.0,0.08,0.0,112,2.93
90036,1.5,7.0,24,2.2,0.51,0.0,814.0,1.0,0.89,3.0,117,2.7
90037,1.32,4.0,28,2.3,0.3,0.0,877.0,1.0,1.27,5.0,125,2.3
90038,1.19,6.0,27,2.17,0.2,0.0,852.0,1.0,0.45,0.0,129,2.8
90039,1.69,6.0,25,2.2,0.26,0.0,748.0,1.0,1.26,6.0,117,2.33
90040,1.53,5.0,31,2.17,0.2,0.0,879.0,1.0,3.19,9.0,123,2.03
90041,3.05,7.0,23,1.97,1.76,5.0,660.0,0.83,1.22,0.0,106,2.53
90042,4.27,9.0,24,1.83,0.3,0.0,744.0,1.0,1.55,6.0,113,2.33
90043,2.63,6.0,26,2.27,0.23,0.0,849.0,1.0,2.07,6.0,116,2.27
90044,2.69,7.0,28,2.2,0.84,0.0,873.0,1.0,2.43,3.0,118,2.37
90045,1.7,6.0,26,2.2,0.33,0.0,809.0,1.0,2.26,4.0,109,2.43
90046,3.12,8.0,23,2.03,0.54,0.0,799.0,1.0,1.07,0.0,124,2.77
90047,2.77,6.0,25,2.27,0.9,0.0,858.0,1.0,2.35,4.0,116,2.43
90048,2.38,8.0,23,2.03,0.2,0.0,793.0,1.0,0.37,0.0,115,3.0
90049,1.36,5.0,21,1.93,0.48,0.0,813.0,1.0,0.92,0.0,114,2.63
90056,1.72,7.0,27,2.2,1.34,4.0,839.0,0.87,1.57,4.0,113,2.4
90057,0.52,0.0,31,2.53,0.3,0.0,872.0,1.0,0.28,0.0,127,2.77
90058,1.57,4.0,30,2.23,0.6,0.0,890.0,1.0,2.14,7.0,124,2.27
90059,1.08,0.0,27,2.47,0.37,0.0,841.0,1.0,3.87,6.0,109,2.2
90061,0.47,3.0,24,2.27,0.47,3.0,850.0,0.9,2.68,4.0,110,2.37
90062,2.54,7.0,27,2.27,1.41,2.0,881.0,0.93,2.31,7.0,125,2.23
90063,2.4,7.0,30,2.2,1.36,3.0,860.0,0.9,0.92,0.0,131,2.8
90064,2.09,8.0,25,2.1,0.44,0.0,862.0,1.0,0.35,0.0,117,3.0
90065,2.77,9.0,24,2.0,1.83,8.0,768.0,0.73,2.28,8.0,112,2.07
90066,1.95,5.0,25,2.17,0.53,0.0,816.0,1.0,0.78,0.0,116,2.67
90067,2.55,9.0,22,2.0,0.26,0.0,800.0,1.0,0.25,0.0,115,2.73
90068,2.1,7.0,26,2.03,1.07,3.0,796.0,0.9,1.41,0.0,124,2.9
90069,3.53,10.0,21,1.93,0.18,0.0,739.0,1.0,0.56,0.0,113,2.8
90071,0.95,3.0,33,2.57,0.57,2.0,937.0,0.93,0.77,2.0,139,2.8
90073,0.38,0.0,22,2.13,0.2,0.0,797.0,1.0,0.38,0.0,113,2.73
90077,3.66,16.0,14,0.93,2.51,10.0,458.0,0.67,2.04,13.0,83,1.67
90079,1.24,3.0,31,2.57,0.42,1.0,921.0,0.97,0.69,1.0,131,2.83
90089,2.02,5.0,27,2.37,0.06,0.0,894.0,1.0,2.38,6.0,126,2.33
90090,1.48,5.0,27,2.27,0.74,4.0,831.0,0.87,1.86,7.0,115,2.3
90094,2.86,7.0,24,2.03,0.22,0.0,764.0,1.0,1.99,6.0,102,2.33
90095,1.38,9.0,20,1.63,0.09,0.0,723.0,1.0,0.95,6.0,110,2.37
90201,3.55,10.0,24,1.87,1.32,0.0,734.0,1.0,4.42,11.0,92,1.77
90210,3.61,14.0,20,1.53,0.67,0.0,683.0,1.0,0.75,0.0,104,3.0
90211,2.38,8.0,22,2.1,0.21,0.0,801.0,1.0,0.44,0.0,112,2.93
90212,2.99,9.0,22,2.07,0.06,0.0,806.0,1.0,0.58,3.0,114,2.7
90220,2.82,6.0,25,2.17,0.93,0.0,705.0,1.0,3.41,8.0,91,1.9
90221,1.61,6.0,25,2.33,0.3,0.0,662.0,1.0,4.03,11.0,91,1.87
90222,1.93,4.0,26,2.17,0.24,0.0,763.0,1.0,3.83,9.0,99,1.93
90230,3.02,8.0,26,2.17,0.51,0.0,859.0,1.0,0.23,0.0,119,2.7
90232,2.89,7.0,27,2.13,0.31,0.0,846.0,1.0,0.83,0.0,121,2.8
90240,3.44,7.0,29,2.27,0.57,0.0,842.0,1.0,1.91,5.0,115,2.43
90241,3.6,7.0,29,2.1,0.42,0.0,732.0,1.0,1.62,4.0,102,2.33
90242,2.8,8.0,27,2.13,0.7,0.0,657.0,1.0,0.82,0.0,91,2.33
90245,3.59,10.0,18,1.9,0.98,0.0,721.0,1.0,1.96,9.0,92,2.03
90247,2.74,5.0,25,2.2,1.98,3.0,818.0,0.9,0.08,0.0,107,2.47
90248,3.42,6.0,26,2.17,1.17,0.0,832.0,1.0,1.29,3.0,111,2.27
90249,1.41,4.0,23,2.27,0.56,4.0,783.0,0.87,1.21,5.0,100,2.4
90250,1.31,4.0,23,2.47,0.81,0.0,783.0,1.0,1.55,0.0,103,2.6
90254,3.59,7.0,16,1.87,0.55,0.0,622.0,1.0,1.88,4.0,74,2.57
90255,3.15,8.0,27,2.1,0.46,0.0,877.0,1.0,3.35,7.0,117,2.1
90260,0.65,0.0,23,2.53,0.65,0.0,794.0,1.0,0.63,3.0,101,2.57
90262,0.9,0.0,27,2.4,0.86,0.0,797.0,1.0,4.37,8.0,99,1.93
90263,13.45,31.0,0,0.0,1.03,12.0,108.0,0.6,0.2,12.0,42,1.8
90265,15.66,39.0,0,0.0,2.43,0.0,16.0,1.0,0.83,0.0,19,3.0
90266,3.2,5.0,17,2.03,0.17,0.0,649.0,1.0,0.93,0.0,81,2.53
90270,2.71,8.0,32,2.03,0.32,0.0,865.0,1.0,2.91,10.0,118,1.93
90272,4.66,14.0,17,1.4,0.74,0.0,598.0,1.0,1.37,0.0,107,2.33
90274,4.12,11.0,8,1.7,0.64,0.0,248.0,1.0,0.38,0.0,23,2.8
90275,3.74,12.0,8,1.6,0.83,0.0,229.0,1.0,1.16,7.0,20,2.23
90277,4.92,10.0,14,1.87,0.91,0.0,546.0,1.0,0.58,0.0,66,2.67
90278,2.28,5.0,18,2.03,0.14,0.0,727.0,1.0,1.65,0.0,92,2.5
90280,2.15,5.0,24,2.17,0.61,0.0,731.0,1.0,4.77,9.0,95,1.87
90290,6.22,23.0,4,0.4,4.19,17.0,209.0,0.43,2.52,0.0,54,1.87
90291,0.41,0.0,20,2.03,0.43,0.0,709.0,1.0,0.85,0.0,99,3.0
90292,1.59,6.0,16,1.7,0.44,0.0,670.0,1.0,1.05,6.0,89,2.4
90293,3.25,10.0,23,1.97,1.24,5.0,748.0,0.83,2.63,9.0,104,2.07
90301,0.7,0.0,26,2.6,0.48,0.0,837.0,1.0,0.52,0.0,117,2.67
90302,1.11,3.0,25,2.47,0.9,3.0,847.0,0.9,1.08,3.0,115,2.5
90303,1.34,4.0,24,2.33,1.22,4.0,814.0,0.87,1.34,4.0,107,2.43
90304,0.46,0.0,27,2.67,0.46,0.0,827.0,1.0,0.46,0.0,113,2.7
90305,1.76,5.0,26,2.3,0.22,0.0,860.0,1.0,1.28,5.0,115,2.43
90401,2.05,6.0,22,2.07,0.2,0.0,744.0,1.0,0.06,0.0,106,2.9
90402,3.08,8.0,19,1.9,0.51,2.0,672.0,0.93,0.51,0.0,106,2.87
90403,2.66,9.0,20,1.93,0.27,0.0,676.0,1.0,0.53,0.0,103,3.0
90404,2.03,8.0,23,2.1,0.2,0.0,789.0,1.0,0.2,0.0,113,3.0
90405,0.89,4.0,21,2.07,0.44,0.0,735.0,1.0,0.55,0.0,103,3.0
90501,2.83,5.0,20,2.23,0.29,0.0,697.0,1.0,1.79,5.0,86,2.37
90502,2.98,5.0,21,2.37,0.16,0.0,705.0,1.0,2.14,5.0,91,2.2
90503,3.84,6.0,18,2.07,0.25,0.0,688.0,1.0,1.77,3.0,77,2.63
90504,1.84,3.0,23,2.17,1.82,3.0,794.0,0.9,2.33,6.0,107,2.37
90505,3.17,7.0,17,2.13,0.3,0.0,585.0,1.0,0.3,0.0,67,2.83
90506,1.03,3.0,22,2.23,0.96,3.0,761.0,0.9,1.83,6.0,95,2.37
90601,2.5,11.0,17,1.7,1.94,11.0,362.0,0.63,2.35,9.0,43,1.83
90602,3.48,8.0,22,2.1,0.31,0.0,459.0,1.0,0.71,5.0,66,2.37
90603,2.1,7.0,19,1.87,0.11,0.0,452.0,1.0,0.14,0.0,60,2.5
90604,0.89,4.0,20,2.1,0.94,4.0,516.0,0.87,1.29,0.0,71,2.57
90605,2.15,8.0,23,2.03,1.78,6.0,521.0,0.8,0.29,5.0,72,2.43
90606,1.77,6.0,27,2.23,2.0,5.0,589.0,0.83,1.36,0.0,81,2.53
90620,3.11,8.0,15,2.03,1.17,6.0,544.0,0.8,4.65,9.0,101,2.1
90621,3.25,6.0,22,2.2,0.25,0.0,652.0,1.0,4.59,7.0,111,2.3
90623,2.0,6.0,21,2.07,0.23,0.0,614.0,1.0,4.28,8.0,108,2.13
90630,2.11,6.0,17,2.07,0.74,0.0,577.0,1.0,3.92,9.0,110,1.97
90631,3.68,10.0,18,1.8,0.56,0.0,424.0,1.0,2.56,6.0,61,2.03
90638,0.8,0.0,19,2.23,0.74,0.0,501.0,1.0,2.52,4.0,73,2.27
90640,1.1,7.0,24,2.17,0.15,0.0,620.0,1.0,4.7,10.0,91,1.87
90650,0.34,0.0,30,2.3,2.53,6.0,736.0,0.8,2.04,6.0,111,2.33
90660,0.76,0.0,26,2.63,1.34,0.0,604.0,1.0,2.89,6.0,82,2.27
90670,3.07,5.0,30,2.3,0.37,0.0,791.0,1.0,0.36,0.0,111,2.77
90680,0.64,0.0,17,2.17,0.68,0.0,522.0,1.0,3.56,6.0,109,2.3
90701,2.37,6.0,25,2.2,1.0,2.0,659.0,0.93,2.17,7.0,109,2.23
90703,2.25,6.0,24,2.13,0.99,0.0,653.0,1.0,2.91,8.0,107,2.13
90704,29.57,13.0,8,1.67,25.38,5.0,240.0,0.83,26.74,5.0,21,1.77
90706,2.95,8.0,24,2.1,0.39,0.0,668.0,1.0,2.17,8.0,93,2.2
90710,0.76,0.0,18,2.6,0.16,0.0,500.0,1.0,0.18,0.0,63,2.6
90712,2.73,6.0,19,2.03,0.59,0.0,576.0,1.0,0.61,0.0,82,2.67
90713,2.52,6.0,22,2.1,1.27,5.0,654.0,0.83,0.67,0.0,112,2.83
90715,0.56,3.0,22,2.13,0.53,3.0,660.0,0.9,2.17,5.0,112,2.47
90716,0.32,0.0,22,2.3,0.32,0.0,691.0,1.0,2.49,6.0,118,2.4
90717,0.84,4.0,15,2.4,0.29,0.0,408.0,1.0,0.93,4.0,41,2.53
90720,2.67,4.0,19,2.17,0.53,0.0,666.0,1.0,2.82,8.0,120,2.2
90723,2.0,7.0,26,2.17,0.89,0.0,663.0,1.0,2.56,7.0,87,2.1
90731,3.17,8.0,14,2.17,0.24,0.0,362.0,1.0,0.03,0.0,33,2.27
90732,3.09,8.0,11,2.13,0.1,0.0,346.0,1.0,1.21,4.0,32,2.27
90740,5.05,11.0,17,1.53,1.48,0.0,518.0,1.0,2.27,9.0,105,2.03
90742,7.62,15.0,13,1.3,2.79,8.0,473.0,0.73,0.52,0.0,103,2.83
90743,7.41,14.0,14,1.27,1.86,9.0,472.0,0.7,0.41,2.0,103,2.63
90744,0.31,0.0,18,2.8,0.19,0.0,512.0,1.0,2.25,6.0,58,2.17
90745,2.35,6.0,23,2.37,1.43,4.0,686.0,0.87,2.53,7.0,93,2.07
90746,3.66,10.0,25,1.93,1.39,6.0,663.0,0.8,3.28,9.0,85,1.9
90747,3.38,11.0,22,1.77,1.09,7.0,532.0,0.77,3.4,11.0,67,1.7
90755,4.11,10.0,21,1.77,1.18,4.0,684.0,0.87,1.79,4.0,118,2.5
90802,4.48,12.0,14,1.67,0.09,0.0,434.0,1.0,0.12,0.0,85,2.77
90803,6.08,13.0,16,1.43,0.37,0.0,514.0,1.0,1.41,0.0,109,2.63
90804,5.48,12.0,20,1.67,0.52,0.0,564.0,1.0,1.27,0.0,112,2.73
90805,0.95,0.0,21,2.17,0.9,0.0,578.0,1.0,1.53,6.0,75,2.4
90806,3.77,12.0,19,1.8,0.12,0.0,562.0,1.0,0.76,4.0,93,2.4
90807,1.74,6.0,21,1.93,0.81,0.0,606.0,1.0,0.24,0.0,95,2.77
90808,2.36,6.0,19,1.97,0.33,0.0,665.0,1.0,0.78,0.0,119,2.67
90810,3.06,10.0,20,1.97,1.23,0.0,598.0,1.0,2.0,8.0,91,2.13
90813,4.47,11.0,18,1.8,0.13,0.0,562.0,1.0,0.89,0.0,96,2.8
90814,6.09,12.0,18,1.53,0.33,0.0,552.0,1.0,1.06,2.0,111,2.67
90815,3.84,9.0,20,1.73,0.27,0.0,579.0,1.0,1.01,5.0,115,2.43
90822,4.51,10.0,18,1.6,0.11,0.0,561.0,1.0,0.17,0.0,112,2.63
90831,3.48,10.0,16,1.87,0.2,4.0,490.0,0.87,0.93,4.0,67,2.4
91001,1.51,5.0,11,1.5,0.67,0.0,361.0,1.0,0.72,0.0,59,2.83
91006,3.95,11.0,16,1.8,1.07,4.0,335.0,0.87,1.88,4.0,66,2.5
91007,3.72,11.0,16,1.67,0.82,0.0,342.0,1.0,0.32,0.0,60,2.5
91008,5.0,10.0,13,1.6,3.38,10.0,280.0,0.67,2.08,7.0,51,2.1
91010,4.78,9.0,16,1.73,3.13,9.0,323.0,0.7,2.21,4.0,65,2.27
91011,4.83,10.0,16,1.7,0.34,0.0,518.0,1.0,2.2,6.0,82,2.4
91016,5.05,10.0,15,1.73,2.36,8.0,333.0,0.73,0.54,0.0,66,2.47
91020,5.55,12.0,17,1.57,0.44,3.0,500.0,0.9,1.73,4.0,82,2.6
91024,4.54,10.0,15,1.57,0.27,0.0,336.0,1.0,2.79,5.0,64,2.3
91030,4.35,11.0,23,1.73,0.8,0.0,578.0,1.0,0.25,0.0,94,2.53
91040,7.32,16.0,14,1.33,0.55,0.0,401.0,1.0,1.17,4.0,70,2.27
91042,8.45,19.0,12,1.03,1.06,0.0,361.0,1.0,0.91,0.0,63,2.6
91046,5.41,13.0,17,1.53,0.9,3.0,483.0,0.9,1.47,3.0,77,2.7
91101,1.73,5.0,20,1.9,0.24,0.0,532.0,1.0,1.03,2.0,87,2.6
91103,1.41,4.0,16,1.8,0.59,0.0,483.0,1.0,0.35,0.0,78,2.83
91104,0.39,0.0,15,1.83,0.39,0.0,421.0,1.0,1.39,4.0,70,2.6
91105,3.04,9.0,22,1.83,0.7,0.0,623.0,1.0,0.64,0.0,98,2.6
91106,1.94,4.0,18,1.87,0.52,0.0,497.0,1.0,0.84,0.0,82,2.6
91107,2.8,6.0,20,1.73,0.36,0.0,456.0,1.0,0.76,0.0,79,2.57
91108,3.68,11.0,21,1.57,1.08,0.0,453.0,1.0,1.92,7.0,73,2.27
91201,3.04,8.0,20,1.9,0.81,3.0,667.0,0.9,1.47,5.0,103,2.47
91202,2.1,5.0,22,2.07,0.21,0.0,683.0,1.0,2.57,5.0,108,2.27
91203,1.2,2.0,25,2.27,0.39,0.0,738.0,1.0,1.67,2.0,115,2.43
91204,0.22,0.0,26,2.4,0.2,0.0,753.0,1.0,0.61,0.0,118,2.53
91205,1.14,4.0,20,2.13,0.19,0.0,706.0,1.0,1.06,4.0,109,2.4
91206,2.12,6.0,19,1.93,0.28,0.0,615.0,1.0,2.25,6.0,100,2.23
91207,2.31,8.0,18,1.77,0.86,4.0,582.0,0.87,2.64,8.0,94,2.07
91208,4.09,9.0,19,1.77,1.07,0.0,547.0,1.0,3.24,6.0,87,2.4
91210,0.75,2.0,24,2.2,0.29,2.0,732.0,0.93,1.1,2.0,114,2.4
91214,6.71,14.0,14,1.3,1.62,6.0,428.0,0.8,0.18,0.0,67,3.0
91301,8.67,19.0,7,0.83,0.46,0.0,161.0,1.0,0.51,0.0,63,2.7
91302,7.47,20.0,6,0.7,1.09,0.0,126.0,1.0,1.79,0.0,32,3.0
91303,3.66,8.0,11,2.07,0.23,0.0,369.0,1.0,0.27,0.0,73,2.83
91304,2.75,8.0,10,1.9,0.13,0.0,230.0,1.0,1.76,5.0,52,2.47
91306,2.41,5.0,12,2.27,1.45,4.0,409.0,0.87,0.9,4.0,87,2.57
91307,4.98,13.0,10,1.6,0.75,0.0,202.0,1.0,2.25,6.0,53,2.4
91311,0.24,0.0,10,2.07,2.09,0.0,209.0,1.0,1.94,0.0,55,2.4
91316,1.49,4.0,19,2.4,0.39,0.0,713.0,1.0,0.54,0.0,125,2.73
91320,10.82,20.0,3,0.6,0.8,0.0,98.0,1.0,3.65,10.0,31,2.0
91321,0.64,0.0,7,1.5,2.31,0.0,126.0,1.0,2.15,0.0,24,2.2
91324,2.54,7.0,11,2.17,1.16,0.0,305.0,1.0,2.27,7.0,68,2.17
91325,2.25,5.0,14,2.27,1.3,0.0,497.0,1.0,1.42,5.0,104,2.5
91326,2.64,9.0,12,1.83,0.88,0.0,306.0,1.0,1.0,7.0,59,2.03
91330,2.51,10.0,11,1.9,1.42,5.0,288.0,0.83,2.21,10.0,52,2.0
91331,1.87,6.0,18,2.17,1.88,0.0,667.0,1.0,1.65,0.0,116,2.5
91335,0.34,0.0,13,2.43,0.31,0.0,545.0,1.0,0.22,0.0,108,2.6
91340,3.19,8.0,16,1.97,0.59,0.0,592.0,1.0,0.97,5.0,104,2.33
91342,4.41,11.0,13,1.63,0.91,0.0,370.0,1.0,1.88,8.0,77,2.03
91343,0.7,0.0,19,2.5,0.36,0.0,618.0,1.0,0.66,0.0,123,3.0
91344,2.46,7.0,13,2.07,0.35,0.0,508.0,1.0,0.36,0.0,106,2.53
91345,1.48,6.0,16,2.23,1.02,0.0,670.0,1.0,1.73,6.0,118,2.4
91350,4.03,13.0,3,0.67,1.86,0.0,56.0,1.0,1.12,0.0,10,2.07
91351,4.06,16.0,4,0.8,0.63,0.0,97.0,1.0,2.82,8.0,17,2.07
91352,4.49,10.0,19,1.9,1.29,0.0,626.0,1.0,0.37,0.0,99,2.57
91354,4.63,15.0,3,0.63,1.55,8.0,58.0,0.73,1.37,10.0,11,1.73
91355,2.12,11.0,7,1.1,0.44,0.0,126.0,1.0,1.4,8.0,24,2.07
91356,0.87,0.0,17,2.47,0.52,0.0,616.0,1.0,0.27,0.0,112,3.0
91360,6.63,17.0,1,0.43,0.48,0.0,60.0,1.0,0.71,0.0,26,3.0
91361,9.07,20.0,3,0.5,0.27,0.0,93.0,1.0,1.19,0.0,37,2.33
91362,5.76,16.0,1,0.47,2.43,0.0,61.0,1.0,0.54,0.0,25,3.0
91364,3.74,9.0,11,1.77,0.73,0.0,448.0,1.0,1.55,0.0,97,2.83
91367,4.31,8.0,12,1.9,0.56,0.0,504.0,1.0,1.08,0.0,107,3.0
91371,2.11,9.0,11,1.9,1.03,8.0,478.0,0.73,0.98,8.0,95,2.17
91377,6.26,24.0,4,0.5,0.91,0.0,127.0,1.0,1.14,5.0,42,2.23
91381,3.44,14.0,7,1.03,1.81,8.0,126.0,0.73,0.9,0.0,24,2.03
91384,8.31,21.0,2,0.4,3.79,14.0,52.0,0.53,6.02,15.0,10,1.2
91387,6.17,15.0,7,1.0,1.28,0.0,126.0,1.0,0.4,0.0,24,2.5
