ZCTA,minDisMet,time_to_nearest_methadone,count_in_range_methadone,methadone_score,minDisBup,time_to_nearest_buprenorphine,count_in_range_buprenorphine,buprenorphine_score,minDisNalV,time_to_nearest_naltrexone,count_in_range_naltrexone,naltrexone_score
56098,,,0,0.0,26.28,48.0,0.0,0.0,16.17,40.0,0,0.0
56101,,,0,0.0,25.93,37.0,0.0,0.0,36.08,65.0,0,0.0
56110,,,0,0.0,30.8,53.0,0.0,0.0,39.21,55.0,0,0.0
56111,,,0,0.0,26.46,54.0,0.0,0.0,20.89,30.0,1,0.0
56113,,,0,0.0,19.8,46.0,0.0,0.0,36.41,90.0,0,0.0
56114,,,0,0.0,34.19,65.0,0.0,0.0,,108.0,0,0.0
56115,,,0,0.0,16.43,34.0,0.0,0.0,39.39,76.0,0,0.0
56116,,,0,0.0,15.5,25.0,25.0,0.17,19.81,28.0,2,0.07
56117,,,0,0.0,24.07,33.0,0.0,0.0,39.74,57.0,0,0.0
56118,,,0,0.0,20.8,32.0,0.0,0.0,34.15,74.0,0,0.0
56119,,,0,0.0,40.31,55.0,0.0,0.0,,72.0,0,0.0
56120,,,0,0.0,8.65,16.0,1.0,0.47,26.68,60.0,0,0.0
56121,,,0,0.0,28.97,58.0,0.0,0.0,11.68,30.0,1,0.0
56122,,,0,0.0,19.21,48.0,0.0,0.0,48.05,82.0,0,0.0
56123,,,0,0.0,26.66,55.0,0.0,0.0,47.99,97.0,0,0.0
56125,,,0,0.0,29.41,58.0,0.0,0.0,49.75,101.0,0,0.0
56127,,,0,0.0,29.74,54.0,0.0,0.0,17.29,38.0,0,0.0
56128,,,0,0.0,12.42,35.0,0.0,0.0,39.53,78.0,0,0.0
56129,,,0,0.0,24.9,56.0,0.0,0.0,31.57,66.0,0,0.0
56131,,,0,0.0,37.63,69.0,0.0,0.0,,92.0,0,0.0
56132,,,0,0.0,17.09,26.0,2.0,0.13,39.62,68.0,0,0.0
56134,,,0,0.0,14.86,30.0,1.0,0.0,31.99,54.0,0,0.0
56136,,,0,0.0,31.87,64.0,0.0,0.0,41.99,102.0,0,0.0
56137,,,0,0.0,36.77,53.0,0.0,0.0,44.25,74.0,0,0.0
56138,,,0,0.0,15.35,29.0,1.0,0.03,18.85,35.0,0,0.0
56139,,,0,0.0,10.18,19.0,1.0,0.37,48.44,82.0,0,0.0
56140,,,0,0.0,6.11,15.0,1.0,0.5,32.42,56.0,0,0.0
56141,,,0,0.0,27.57,64.0,0.0,0.0,,99.0,0,0.0
56142,,,0,0.0,23.27,43.0,0.0,0.0,35.9,87.0,0,0.0
56143,,,0,0.0,30.4,61.0,0.0,0.0,26.82,39.0,0,0.0
56144,,,0,0.0,9.98,22.0,1.0,0.27,28.94,51.0,0,0.0
56145,,,0,0.0,28.62,43.0,0.0,0.0,45.2,88.0,0,0.0
56146,,,0,0.0,28.92,49.0,0.0,0.0,30.75,52.0,0,0.0
56147,,,0,0.0,20.32,48.0,0.0,0.0,37.67,66.0,0,0.0
56149,,,0,0.0,20.03,32.0,0.0,0.0,46.36,90.0,0,0.0
56150,,,0,0.0,35.36,52.0,0.0,0.0,36.23,50.0,0,0.0
56151,,,0,0.0,19.61,45.0,0.0,0.0,,99.0,0,0.0
56152,,,0,0.0,22.48,38.0,0.0,0.0,41.85,98.0,0,0.0
56153,,,0,0.0,18.68,56.0,0.0,0.0,42.33,81.0,0,0.0
56155,,,0,0.0,24.85,62.0,0.0,0.0,43.65,65.0,0,0.0
56156,,,0,0.0,23.62,36.0,0.0,0.0,28.44,39.0,0,0.0
56157,,,0,0.0,8.12,14.0,2.0,0.53,29.35,57.0,0,0.0
56158,,,0,0.0,27.04,44.0,0.0,0.0,34.54,47.0,0,0.0
56159,,,0,0.0,15.41,24.0,1.0,0.2,30.1,68.0,0,0.0
56160,,,0,0.0,11.34,30.0,1.0,0.0,20.35,53.0,0,0.0
56161,,,0,0.0,38.85,64.0,0.0,0.0,43.11,67.0,0,0.0
56162,,,0,0.0,9.23,24.0,1.0,0.2,16.7,48.0,0,0.0
56164,,,0,0.0,1.47,0.0,1.0,1.0,39.58,71.0,0,0.0
56165,,,0,0.0,35.99,63.0,0.0,0.0,,82.0,0,0.0
56166,,,0,0.0,25.82,46.0,0.0,0.0,41.16,93.0,0,0.0
56167,,,0,0.0,31.24,59.0,0.0,0.0,48.6,74.0,0,0.0
56168,,,0,0.0,29.61,56.0,0.0,0.0,43.8,65.0,0,0.0
56169,,,0,0.0,13.38,26.0,2.0,0.13,34.93,69.0,0,0.0
56170,,,0,0.0,17.36,31.0,0.0,0.0,46.37,82.0,0,0.0
56171,,,0,0.0,22.38,45.0,0.0,0.0,13.71,22.0,1,0.27
56172,,,0,0.0,28.24,47.0,0.0,0.0,,90.0,0,0.0
56173,,,0,0.0,21.08,41.0,0.0,0.0,22.27,47.0,0,0.0
56174,,,0,0.0,34.57,52.0,0.0,0.0,49.39,98.0,0,0.0
56175,,,0,0.0,16.2,30.0,2.0,0.0,36.78,73.0,0,0.0
56176,,,0,0.0,14.67,30.0,1.0,0.0,14.87,34.0,0,0.0
56177,,,0,0.0,7.81,19.0,1.0,0.37,35.07,66.0,0,0.0
56178,,,0,0.0,21.54,40.0,0.0,0.0,41.65,82.0,0,0.0
56180,,,0,0.0,21.26,43.0,0.0,0.0,38.4,85.0,0,0.0
56181,,,0,0.0,20.57,50.0,0.0,0.0,7.88,16.0,1,0.47
56183,,,0,0.0,33.07,60.0,0.0,0.0,,106.0,0,0.0
56185,,,0,0.0,28.85,75.0,0.0,0.0,49.35,78.0,0,0.0
56186,,,0,0.0,11.71,30.0,1.0,0.0,47.4,91.0,0,0.0
56187,,,0,0.0,32.6,46.0,0.0,0.0,48.35,70.0,0,0.0
56201,,80.0,0,0.0,0.86,0.0,4.0,1.0,38.22,55.0,0,0.0
56207,,,0,0.0,23.67,67.0,0.0,0.0,,102.0,0,0.0
56208,,,0,0.0,22.19,38.0,0.0,0.0,35.48,59.0,0,0.0
56209,41.78,85.0,0,0.0,10.8,24.0,5.0,0.2,39.73,66.0,0,0.0
56210,,,0,0.0,17.75,38.0,0.0,0.0,,128.0,0,0.0
56211,,,0,0.0,16.38,41.0,0.0,0.0,,133.0,0,0.0
56212,,,0,0.0,13.31,32.0,0.0,0.0,42.05,83.0,0,0.0
56214,,,0,0.0,12.24,26.0,2.0,0.13,19.4,44.0,0,0.0
56215,,113.0,0,0.0,30.23,47.0,0.0,0.0,37.75,79.0,0,0.0
56216,,94.0,0,0.0,10.95,17.0,4.0,0.43,31.75,47.0,0,0.0
56218,,,0,0.0,27.77,57.0,0.0,0.0,14.47,43.0,0,0.0
56219,,,0,0.0,10.0,29.0,3.0,0.03,,120.0,0,0.0
56220,,,0,0.0,31.12,48.0,0.0,0.0,31.08,68.0,0,0.0
56221,,,0,0.0,21.46,49.0,0.0,0.0,49.84,106.0,0,0.0
56222,,,0,0.0,18.55,30.0,4.0,0.0,19.37,30.0,1,0.0
56223,,,0,0.0,22.91,35.0,0.0,0.0,7.93,24.0,1,0.2
56224,,,0,0.0,11.03,24.0,2.0,0.2,40.0,86.0,0,0.0
56225,,,0,0.0,9.41,18.0,1.0,0.4,,108.0,0,0.0
56226,,,0,0.0,35.09,62.0,0.0,0.0,43.28,93.0,0,0.0
56227,,,0,0.0,13.72,26.0,1.0,0.13,43.54,77.0,0,0.0
56228,49.57,98.0,0,0.0,14.76,25.0,1.0,0.17,34.79,69.0,0,0.0
56229,,,0,0.0,11.34,25.0,2.0,0.17,11.72,27.0,1,0.1
56230,,115.0,0,0.0,17.96,38.0,0.0,0.0,27.06,34.0,0,0.0
56231,,,0,0.0,33.5,56.0,0.0,0.0,35.18,77.0,0,0.0
56232,,,0,0.0,32.86,62.0,0.0,0.0,22.53,45.0,0,0.0
56235,,,0,0.0,31.73,74.0,0.0,0.0,40.9,74.0,0,0.0
56236,,,0,0.0,24.24,44.0,0.0,0.0,45.15,114.0,0,0.0
56237,,,0,0.0,17.04,31.0,0.0,0.0,14.98,30.0,1,0.0
56239,,,0,0.0,7.51,11.0,2.0,0.63,21.61,53.0,0,0.0
56240,,,0,0.0,17.29,28.0,1.0,0.07,,119.0,0,0.0
56241,,,0,0.0,26.7,45.0,0.0,0.0,5.22,0.0,1,1.0
56243,36.54,72.0,0,0.0,8.08,15.0,5.0,0.5,34.74,56.0,0,0.0
56244,,,0,0.0,32.12,73.0,0.0,0.0,,96.0,0,0.0
56245,,,0,0.0,17.65,34.0,0.0,0.0,5.66,17.0,1,0.43
56248,,,0,0.0,32.74,65.0,0.0,0.0,33.42,65.0,0,0.0
56249,,,0,0.0,26.51,45.0,0.0,0.0,38.46,72.0,0,0.0
56251,46.26,75.0,0,0.0,4.53,11.0,4.0,0.63,43.58,61.0,0,0.0
56252,,100.0,0,0.0,13.95,21.0,4.0,0.3,33.36,66.0,0,0.0
56253,,110.0,0,0.0,12.19,34.0,0.0,0.0,39.61,62.0,0,0.0
56255,,,0,0.0,17.75,31.0,0.0,0.0,27.94,63.0,0,0.0
56256,,,0,0.0,23.83,43.0,0.0,0.0,31.63,64.0,0,0.0
56257,,,0,0.0,21.9,56.0,0.0,0.0,40.56,81.0,0,0.0
56258,,,0,0.0,0.73,0.0,2.0,1.0,23.51,45.0,0,0.0
56260,,,0,0.0,24.46,38.0,0.0,0.0,14.0,22.0,1,0.27
56262,,,0,0.0,31.05,54.0,0.0,0.0,26.34,47.0,0,0.0
56263,,,0,0.0,11.26,19.0,2.0,0.37,24.83,60.0,0,0.0
56264,,,0,0.0,13.46,21.0,2.0,0.3,21.51,63.0,0,0.0
56265,,,0,0.0,34.4,53.0,0.0,0.0,13.43,23.0,1,0.23
56266,,,0,0.0,12.07,21.0,2.0,0.3,43.43,80.0,0,0.0
56267,,,0,0.0,31.64,70.0,0.0,0.0,49.07,82.0,0,0.0
56270,,,0,0.0,5.7,11.0,2.0,0.63,35.86,63.0,0,0.0
56271,,114.0,0,0.0,20.06,35.0,0.0,0.0,34.89,79.0,0,0.0
56273,40.93,63.0,0,0.0,13.68,22.0,4.0,0.27,39.46,63.0,0,0.0
56274,,,0,0.0,27.05,78.0,0.0,0.0,27.74,78.0,0,0.0
56276,,,0,0.0,7.57,16.0,1.0,0.47,46.65,81.0,0,0.0
56277,,113.0,0,0.0,17.37,30.0,2.0,0.0,32.22,43.0,0,0.0
56278,,,0,0.0,0.66,0.0,1.0,1.0,,91.0,0,0.0
56279,,85.0,0,0.0,8.26,16.0,4.0,0.47,37.13,63.0,0,0.0
56280,,,0,0.0,23.2,35.0,0.0,0.0,27.18,77.0,0,0.0
56281,,106.0,0,0.0,13.53,29.0,4.0,0.03,25.62,38.0,0,0.0
56282,,97.0,0,0.0,10.66,20.0,4.0,0.33,27.16,39.0,0,0.0
56283,,,0,0.0,0.84,0.0,2.0,1.0,30.64,62.0,0,0.0
56284,,,0,0.0,18.48,46.0,0.0,0.0,21.65,24.0,1,0.2
56285,,,0,0.0,21.68,54.0,0.0,0.0,14.54,14.0,1,0.53
56287,,,0,0.0,11.72,26.0,2.0,0.13,25.73,58.0,0,0.0
56288,43.23,68.0,0,0.0,9.07,20.0,4.0,0.33,41.84,68.0,0,0.0
56289,,86.0,0,0.0,17.16,35.0,0.0,0.0,44.45,82.0,0,0.0
56291,,,0,0.0,18.55,33.0,0.0,0.0,23.24,75.0,0,0.0
56292,,,0,0.0,16.44,27.0,4.0,0.1,21.42,46.0,0,0.0
56293,,,0,0.0,11.49,26.0,2.0,0.13,31.55,78.0,0,0.0
56294,,,0,0.0,15.94,32.0,0.0,0.0,38.06,93.0,0,0.0
56295,,,0,0.0,36.86,60.0,0.0,0.0,19.14,31.0,0,0.0
56296,,109.0,0,0.0,27.6,52.0,0.0,0.0,37.51,90.0,0,0.0
56297,,,0,0.0,17.55,38.0,0.0,0.0,10.2,21.0,1,0.3
56301,2.39,10.0,1,0.67,1.96,0.0,30.0,1.0,3.12,10.0,5,2.0
56303,0.87,0.0,1,1.0,0.58,0.0,31.0,1.0,0.24,0.0,5,3.0
56304,3.27,11.0,1,0.63,0.51,0.0,31.0,1.0,2.82,9.0,5,1.97
56307,19.3,29.0,1,0.03,2.66,0.0,25.0,1.0,17.65,29.0,4,0.1
56308,,83.0,0,0.0,1.31,0.0,4.0,1.0,44.09,61.0,0,0.0
56309,,,0,0.0,18.45,35.0,0.0,0.0,19.8,35.0,0,0.0
56310,13.39,26.0,1,0.13,7.83,12.0,26.0,0.6,11.76,26.0,4,0.4
56311,,,0,0.0,24.1,47.0,0.0,0.0,28.22,47.0,0,0.0
56312,38.44,66.0,0,0.0,16.69,35.0,0.0,0.0,36.81,66.0,0,0.0
56313,34.26,53.0,0,0.0,5.21,12.0,4.0,0.6,13.24,24.0,3,0.6
56314,20.51,45.0,0,0.0,11.13,28.0,4.0,0.07,19.46,44.0,0,0.0
56315,,,0,0.0,12.76,29.0,4.0,0.03,32.31,51.0,0,0.0
56316,46.02,77.0,0,0.0,19.2,41.0,0.0,0.0,44.35,77.0,0,0.0
56318,30.75,81.0,0,0.0,11.73,42.0,0.0,0.0,29.43,79.0,0,0.0
56319,,98.0,0,0.0,7.77,19.0,4.0,0.37,44.33,80.0,0,0.0
56320,13.61,24.0,1,0.2,4.36,17.0,29.0,0.43,12.27,24.0,4,0.6
56321,10.05,21.0,1,0.3,8.33,14.0,32.0,0.53,8.37,21.0,5,0.9
56323,,,0,0.0,23.45,58.0,0.0,0.0,49.02,90.0,0,0.0
56324,,83.0,0,0.0,10.7,23.0,5.0,0.23,12.08,23.0,1,0.23
56325,36.68,66.0,0,0.0,9.75,26.0,1.0,0.13,34.99,66.0,0,0.0
56326,,,0,0.0,17.92,35.0,0.0,0.0,27.18,42.0,0,0.0
56327,,,0,0.0,10.8,29.0,4.0,0.03,42.2,69.0,0,0.0
56328,30.42,57.0,0,0.0,7.89,18.0,4.0,0.4,29.71,55.0,0,0.0
56329,15.73,28.0,1,0.07,13.51,23.0,27.0,0.23,13.07,24.0,5,0.33
56330,25.16,44.0,0,0.0,4.07,17.0,1.0,0.43,22.42,41.0,0,0.0
56331,25.05,39.0,0,0.0,3.5,12.0,2.0,0.6,23.43,39.0,0,0.0
56332,,,0,0.0,7.66,14.0,4.0,0.53,37.45,54.0,0,0.0
56334,,88.0,0,0.0,15.75,31.0,0.0,0.0,,80.0,0,0.0
56335,32.63,57.0,0,0.0,5.45,17.0,2.0,0.43,30.94,57.0,0,0.0
56336,32.51,70.0,0,0.0,10.06,28.0,2.0,0.07,31.04,70.0,0,0.0
56338,25.75,75.0,0,0.0,11.26,27.0,7.0,0.1,11.27,27.0,1,0.1
56339,,,0,0.0,19.91,40.0,0.0,0.0,34.63,56.0,0,0.0
56340,17.83,45.0,0,0.0,10.05,31.0,0.0,0.0,16.62,44.0,0,0.0
56342,37.51,79.0,0,0.0,12.3,33.0,0.0,0.0,12.3,33.0,0,0.0
56343,,,0,0.0,14.85,39.0,0.0,0.0,39.48,71.0,0,0.0
56345,25.57,41.0,0,0.0,0.87,0.0,4.0,1.0,25.33,39.0,0,0.0
56347,40.84,78.0,0,0.0,1.4,0.0,1.0,1.0,39.23,76.0,0,0.0
56349,,103.0,0,0.0,11.68,34.0,0.0,0.0,48.12,74.0,0,0.0
56350,44.78,81.0,0,0.0,21.24,34.0,0.0,0.0,22.87,34.0,0,0.0
56352,30.86,42.0,0,0.0,0.85,0.0,2.0,1.0,29.21,42.0,0,0.0
56353,30.2,53.0,0,0.0,1.3,0.0,1.0,1.0,17.34,35.0,0,0.0
56354,,106.0,0,0.0,12.08,25.0,4.0,0.17,41.44,86.0,0,0.0
56355,,84.0,0,0.0,5.44,16.0,4.0,0.47,47.87,77.0,0,0.0
56356,27.71,42.0,0,0.0,4.63,9.0,2.0,0.7,26.04,42.0,0,0.0
56357,20.98,39.0,0,0.0,8.1,22.0,1.0,0.27,18.39,36.0,0,0.0
56358,40.96,64.0,0,0.0,6.44,15.0,4.0,0.5,6.54,15.0,3,1.5
56359,29.45,62.0,0,0.0,1.87,0.0,8.0,1.0,1.93,0.0,2,1.27
56360,,69.0,0,0.0,10.63,19.0,6.0,0.37,48.98,69.0,0,0.0
56361,,105.0,0,0.0,18.51,37.0,0.0,0.0,37.57,85.0,0,0.0
56362,28.23,45.0,0,0.0,10.63,20.0,2.0,0.33,26.78,45.0,0,0.0
56363,27.55,53.0,0,0.0,3.83,13.0,2.0,0.57,20.32,36.0,0,0.0
56364,24.3,55.0,0,0.0,13.47,29.0,4.0,0.03,21.01,50.0,0,0.0
56367,11.79,16.0,1,0.47,9.64,16.0,34.0,0.47,10.46,15.0,5,1.43
56368,18.39,37.0,0,0.0,0.96,0.0,2.0,1.0,16.96,37.0,0,0.0
56369,10.01,18.0,1,0.4,8.41,18.0,33.0,0.4,8.87,18.0,5,1.2
56371,23.5,37.0,0,0.0,5.97,12.0,2.0,0.6,22.0,37.0,0,0.0
56373,19.9,31.0,0,0.0,9.48,24.0,4.0,0.2,18.89,30.0,1,0.0
56374,6.53,14.0,1,0.53,4.81,14.0,31.0,0.53,4.85,14.0,5,1.6
56375,10.35,28.0,1,0.07,8.18,21.0,26.0,0.3,9.36,28.0,4,0.2
56376,23.75,48.0,0,0.0,6.03,24.0,3.0,0.2,22.12,48.0,0,0.0
56377,4.49,11.0,1,0.63,2.31,0.0,30.0,1.0,3.56,11.0,5,1.9
56378,39.08,52.0,0,0.0,7.82,13.0,3.0,0.57,37.45,52.0,0,0.0
56379,3.43,11.0,1,0.63,2.01,9.0,30.0,0.7,1.29,0.0,5,2.27
56381,,100.0,0,0.0,19.95,43.0,0.0,0.0,,87.0,0,0.0
56382,32.12,68.0,0,0.0,11.41,30.0,4.0,0.0,30.97,66.0,0,0.0
56384,25.0,56.0,0,0.0,10.4,27.0,1.0,0.1,23.71,56.0,0,0.0
56385,,71.0,0,0.0,12.66,31.0,0.0,0.0,,71.0,0,0.0
56386,35.43,68.0,0,0.0,7.49,22.0,8.0,0.27,7.48,22.0,2,0.33
56387,2.21,7.0,1,0.77,1.31,7.0,31.0,0.77,1.32,7.0,5,2.3
56389,46.28,60.0,0,0.0,14.19,20.0,5.0,0.33,44.68,60.0,0,0.0
56401,1.71,0.0,1,1.0,0.96,0.0,8.0,1.0,1.94,0.0,2,1.8
56425,3.67,6.0,1,0.8,1.07,0.0,8.0,1.0,1.08,0.0,2,1.8
56431,26.91,43.0,0,0.0,2.65,0.0,1.0,1.0,2.61,0.0,1,1.0
56433,,95.0,0,0.0,9.54,37.0,0.0,0.0,37.11,65.0,0,0.0
56434,35.1,55.0,0,0.0,8.78,20.0,6.0,0.33,32.51,49.0,0,0.0
56435,35.54,55.0,0,0.0,17.57,47.0,0.0,0.0,34.1,53.0,0,0.0
56436,,91.0,0,0.0,4.91,26.0,2.0,0.13,26.38,44.0,0,0.0
56437,40.94,75.0,0,0.0,13.59,24.0,4.0,0.2,38.46,69.0,0,0.0
56438,33.13,83.0,0,0.0,10.87,25.0,1.0,0.17,31.08,77.0,0,0.0
56440,38.57,89.0,0,0.0,12.21,22.0,1.0,0.27,36.39,84.0,0,0.0
56441,16.62,22.0,1,0.27,12.72,22.0,8.0,0.27,12.8,22.0,3,0.43
56442,24.29,41.0,0,0.0,21.94,41.0,0.0,0.0,22.24,41.0,0,0.0
56443,21.7,50.0,0,0.0,11.78,26.0,4.0,0.13,19.76,44.0,0,0.0
56444,16.63,31.0,0,0.0,10.92,28.0,1.0,0.07,10.41,28.0,1,0.07
56446,43.57,92.0,0,0.0,15.69,39.0,0.0,0.0,41.31,86.0,0,0.0
56447,30.36,51.0,0,0.0,18.67,51.0,0.0,0.0,18.73,51.0,0,0.0
56448,30.34,62.0,0,0.0,17.07,62.0,0.0,0.0,23.87,62.0,0,0.0
56449,10.91,33.0,0,0.0,10.69,31.0,0.0,0.0,10.66,31.0,0,0.0
56450,19.01,39.0,0,0.0,0.85,0.0,8.0,1.0,3.33,0.0,2,1.27
56452,43.95,70.0,0,0.0,12.2,40.0,0.0,0.0,42.71,68.0,0,0.0
56453,44.55,68.0,0,0.0,8.75,18.0,4.0,0.4,41.99,62.0,0,0.0
56455,13.43,18.0,1,0.4,12.32,18.0,8.0,0.4,13.69,18.0,3,0.7
56456,22.3,36.0,0,0.0,20.18,34.0,0.0,0.0,21.11,34.0,0,0.0
56458,,,0,0.0,18.51,36.0,0.0,0.0,21.82,36.0,0,0.0
56461,,111.0,0,0.0,12.73,42.0,0.0,0.0,19.01,42.0,0,0.0
56464,,100.0,0,0.0,10.64,29.0,2.0,0.03,,94.0,0,0.0
56465,13.89,26.0,1,0.13,11.94,26.0,7.0,0.13,14.13,26.0,2,0.13
56466,21.2,33.0,0,0.0,5.15,16.0,5.0,0.47,18.59,27.0,1,0.1
56467,,105.0,0,0.0,10.09,26.0,2.0,0.13,38.38,74.0,0,0.0
56468,12.56,19.0,1,0.37,10.47,17.0,8.0,0.43,11.29,17.0,2,0.8
56469,41.63,64.0,0,0.0,13.91,30.0,1.0,0.0,13.89,30.0,1,0.0
56470,,121.0,0,0.0,2.26,0.0,2.0,1.0,39.47,85.0,0,0.0
56472,19.03,30.0,1,0.0,16.88,27.0,7.0,0.1,18.06,27.0,2,0.1
56473,11.74,18.0,1,0.4,1.82,0.0,10.0,1.0,9.15,12.0,2,1.0
56474,28.21,42.0,0,0.0,20.44,40.0,0.0,0.0,26.92,40.0,0,0.0
56475,22.41,48.0,0,0.0,11.45,16.0,4.0,0.47,21.21,46.0,0,0.0
56477,45.66,86.0,0,0.0,13.32,25.0,4.0,0.17,43.1,80.0,0,0.0
56479,28.68,47.0,0,0.0,2.81,0.0,7.0,1.0,26.05,41.0,0,0.0
56481,37.45,68.0,0,0.0,7.75,23.0,4.0,0.23,34.81,62.0,0,0.0
56482,45.59,63.0,0,0.0,0.45,0.0,6.0,1.0,42.95,57.0,0,0.0
56484,,101.0,0,0.0,2.85,0.0,1.0,1.0,33.07,84.0,0,0.0
56501,46.75,64.0,0,0.0,0.22,0.0,1.0,1.0,38.75,60.0,0,0.0
56510,34.26,74.0,0,0.0,30.65,52.0,0.0,0.0,30.72,62.0,0,0.0
56511,39.12,63.0,0,0.0,7.44,21.0,1.0,0.3,36.3,58.0,0,0.0
56514,24.38,35.0,0,0.0,21.09,31.0,0.0,0.0,21.25,31.0,0,0.0
56515,,99.0,0,0.0,17.38,33.0,0.0,0.0,18.7,33.0,0,0.0
56516,,124.0,0,0.0,18.29,24.0,1.0,0.2,37.19,63.0,0,0.0
56517,49.36,106.0,0,0.0,15.55,32.0,0.0,0.0,15.55,32.0,0,0.0
56518,,71.0,0,0.0,5.63,10.0,4.0,0.67,43.31,65.0,0,0.0
56519,25.49,55.0,0,0.0,21.81,51.0,0.0,0.0,21.81,51.0,0,0.0
56520,43.01,63.0,0,0.0,22.33,43.0,0.0,0.0,22.54,43.0,0,0.0
56521,45.77,84.0,0,0.0,7.64,25.0,1.0,0.17,42.92,80.0,0,0.0
56522,,85.0,0,0.0,17.21,61.0,0.0,0.0,17.74,61.0,0,0.0
56523,,90.0,0,0.0,12.89,26.0,1.0,0.13,12.9,26.0,1,0.13
56524,,,0,0.0,21.86,46.0,0.0,0.0,23.28,46.0,0,0.0
56525,14.62,27.0,1,0.1,11.02,22.0,23.0,0.27,12.66,25.0,4,0.43
56527,,80.0,0,0.0,9.77,18.0,4.0,0.4,37.94,68.0,0,0.0
56528,,96.0,0,0.0,19.07,52.0,0.0,0.0,23.08,70.0,0,0.0
56529,5.91,16.0,1,0.47,3.13,8.0,38.0,0.73,3.14,8.0,5,2.07
56531,,,0,0.0,20.35,36.0,0.0,0.0,21.26,36.0,0,0.0
56533,45.88,70.0,0,0.0,8.45,21.0,5.0,0.3,7.84,21.0,1,0.3
56534,47.26,84.0,0,0.0,12.84,40.0,0.0,0.0,12.62,40.0,0,0.0
56535,,154.0,0,0.0,27.97,45.0,0.0,0.0,28.8,45.0,0,0.0
56536,19.12,47.0,0,0.0,15.45,43.0,0.0,0.0,15.45,43.0,0,0.0
56537,,70.0,0,0.0,1.03,0.0,5.0,1.0,1.81,0.0,1,1.0
56540,,118.0,0,0.0,23.15,35.0,0.0,0.0,23.15,35.0,0,0.0
56541,38.38,91.0,0,0.0,14.49,33.0,0.0,0.0,34.87,87.0,0,0.0
56542,,162.0,0,0.0,15.89,53.0,0.0,0.0,38.65,53.0,0,0.0
56543,46.75,79.0,0,0.0,10.66,21.0,5.0,0.3,10.84,21.0,1,0.3
56544,,80.0,0,0.0,10.04,17.0,1.0,0.43,38.06,76.0,0,0.0
56545,45.04,102.0,0,0.0,27.12,46.0,0.0,0.0,32.24,59.0,0,0.0
56546,16.21,41.0,0,0.0,12.82,33.0,0.0,0.0,13.11,33.0,0,0.0
56547,12.4,22.0,1,0.27,9.63,18.0,37.0,0.4,9.63,18.0,5,1.07
56548,34.03,64.0,0,0.0,29.8,57.0,0.0,0.0,29.81,57.0,0,0.0
56549,24.17,39.0,0,0.0,21.42,32.0,0.0,0.0,21.42,35.0,0,0.0
56550,27.61,55.0,0,0.0,24.42,47.0,0.0,0.0,24.78,47.0,0,0.0
56551,,93.0,0,0.0,17.69,37.0,0.0,0.0,30.8,55.0,0,0.0
56552,28.93,53.0,0,0.0,20.39,41.0,0.0,0.0,25.92,49.0,0,0.0
56553,30.77,55.0,0,0.0,26.41,49.0,0.0,0.0,28.46,54.0,0,0.0
56554,34.04,55.0,0,0.0,12.61,24.0,1.0,0.2,31.27,51.0,0,0.0
56556,,,0,0.0,23.48,46.0,0.0,0.0,35.36,46.0,0,0.0
56557,,121.0,0,0.0,13.81,0.0,1.0,1.0,45.94,84.0,0,0.0
56560,3.35,9.0,1,0.7,0.87,0.0,38.0,1.0,0.87,0.0,5,2.7
56565,,98.0,0,0.0,18.84,58.0,0.0,0.0,19.51,58.0,0,0.0
56566,,137.0,0,0.0,6.44,25.0,1.0,0.17,37.72,81.0,0,0.0
56567,,80.0,0,0.0,12.8,19.0,4.0,0.37,38.4,74.0,0,0.0
56568,46.03,80.0,0,0.0,18.51,40.0,0.0,0.0,18.52,40.0,0,0.0
56569,49.59,102.0,0,0.0,1.58,21.0,1.0,0.3,46.49,98.0,0,0.0
56570,,101.0,0,0.0,12.99,27.0,2.0,0.1,45.94,95.0,0,0.0
56571,,109.0,0,0.0,20.07,47.0,0.0,0.0,28.25,62.0,0,0.0
56572,40.53,64.0,0,0.0,18.57,34.0,0.0,0.0,21.45,38.0,0,0.0
56573,,91.0,0,0.0,19.82,28.0,1.0,0.07,33.46,78.0,0,0.0
56574,22.52,49.0,0,0.0,19.14,41.0,0.0,0.0,19.43,41.0,0,0.0
56575,,114.0,0,0.0,18.52,51.0,0.0,0.0,42.06,98.0,0,0.0
56576,,111.0,0,0.0,22.67,48.0,0.0,0.0,23.48,71.0,0,0.0
56577,48.82,92.0,0,0.0,8.89,32.0,0.0,0.0,46.04,87.0,0,0.0
56578,,88.0,0,0.0,9.88,25.0,1.0,0.17,47.32,83.0,0,0.0
56579,36.68,53.0,0,0.0,16.69,29.0,5.0,0.03,16.25,29.0,1,0.03
56580,11.94,22.0,1,0.27,8.66,17.0,37.0,0.43,8.83,17.0,5,1.13
56581,40.9,72.0,0,0.0,23.27,46.0,0.0,0.0,23.28,46.0,0,0.0
56583,,100.0,0,0.0,22.55,69.0,0.0,0.0,23.2,69.0,0,0.0
56584,38.21,88.0,0,0.0,21.4,44.0,0.0,0.0,34.54,70.0,0,0.0
56585,30.56,64.0,0,0.0,19.88,51.0,0.0,0.0,27.11,60.0,0,0.0
56586,,97.0,0,0.0,11.41,31.0,0.0,0.0,12.59,31.0,0,0.0
56587,48.79,94.0,0,0.0,11.74,37.0,0.0,0.0,27.71,71.0,0,0.0
