ZIP,ZCTA,SVIS,SVI_THEME1,SVI_THEME2,SVI_THEME3,SVI_THEME4
66550,66550,0.27,0.31,0.71,0.04,0.34
66017,66017,0.5,0.53,0.31,0.16,0.81
67002,67002,0.32,0.17,0.41,0.27,0.65
67230,67230,0.07,0.05,0.34,0.37,0.12
67010,67010,0.54,0.51,0.61,0.18,0.7
67228,67228,0.11,0.07,0.23,0.38,0.27
67042,67042,0.55,0.57,0.69,0.22,0.58
66840,66840,0.47,0.51,0.46,0.19,0.66
67017,67017,0.3,0.31,0.45,0.19,0.45
67123,67123,0.32,0.34,0.47,0.17,0.47
67144,67144,0.32,0.33,0.49,0.17,0.47
67154,67154,0.34,0.36,0.5,0.16,0.49
67008,67008,0.32,0.35,0.61,0.09,0.43
67039,67039,0.34,0.36,0.39,0.18,0.54
67074,67074,0.37,0.5,0.19,0.23,0.52
67133,67133,0.24,0.23,0.39,0.18,0.41
67232,67232,0.28,0.23,0.25,0.32,0.53
67072,67072,0.39,0.56,0.19,0.23,0.53
67131,67131,0.28,0.29,0.66,0.06,0.4
66801,66801,0.67,0.61,0.46,0.52,0.8
66843,66843,0.63,0.53,0.85,0.21,0.77
66845,66845,0.63,0.53,0.85,0.21,0.77
66846,66846,0.54,0.46,0.84,0.26,0.59
66850,66850,0.63,0.53,0.85,0.21,0.77
66858,66858,0.36,0.58,0.69,0.14,0.19
66862,66862,0.63,0.53,0.85,0.21,0.77
66865,66865,0.27,0.26,0.37,0.07,0.6
66869,66869,0.63,0.53,0.85,0.21,0.77
67024,67024,0.73,0.67,0.89,0.19,0.83
67333,67333,0.71,0.65,0.85,0.44,0.65
67334,67334,0.77,0.7,0.91,0.2,0.87
67344,67344,0.45,0.45,0.89,0.1,0.44
67346,67346,0.63,0.68,0.81,0.1,0.68
67347,67347,0.37,0.46,0.7,0.13,0.35
67349,67349,0.6,0.68,0.79,0.08,0.64
67352,67352,0.61,0.68,0.8,0.09,0.65
67353,67353,0.62,0.68,0.8,0.09,0.66
67355,67355,0.77,0.7,0.91,0.2,0.87
67360,67360,0.77,0.7,0.91,0.2,0.87
67361,67361,0.77,0.7,0.91,0.2,0.87
66724,66724,0.33,0.45,0.65,0.07,0.34
66725,66725,0.55,0.57,0.82,0.08,0.64
66739,66739,0.57,0.67,0.71,0.1,0.59
66762,66762,0.66,0.64,0.51,0.42,0.76
66773,66773,0.48,0.73,0.81,0.14,0.19
66781,66781,0.49,0.73,0.79,0.15,0.22
66713,66713,0.63,0.5,0.95,0.14,0.71
66753,66753,0.32,0.41,0.64,0.08,0.35
66782,66782,0.29,0.39,0.72,0.12,0.23
67336,67336,0.81,0.79,0.92,0.24,0.83
67356,67356,0.57,0.43,0.84,0.15,0.76
66728,66728,0.47,0.38,0.87,0.09,0.61
66770,66770,0.47,0.38,0.87,0.09,0.61
67731,67731,0.45,0.32,0.79,0.32,0.5
67741,67741,0.42,0.44,0.48,0.38,0.42
67756,67756,0.45,0.32,0.79,0.32,0.5
67127,67127,0.34,0.24,0.76,0.08,0.55
67831,67831,0.53,0.3,0.89,0.29,0.68
67834,67834,0.37,0.29,0.71,0.27,0.44
67840,67840,0.53,0.3,0.89,0.29,0.68
67842,67842,0.37,0.28,0.7,0.27,0.44
67844,67844,0.6,0.58,0.68,0.63,0.43
67865,67865,0.49,0.3,0.85,0.29,0.63
66937,66937,0.35,0.3,0.59,0.24,0.47
66938,66938,0.45,0.45,0.82,0.03,0.58
66962,66962,0.45,0.36,0.64,0.35,0.55
67410,67410,0.53,0.47,0.81,0.06,0.71
67447,67447,0.2,0.18,0.49,0.1,0.38
67458,67458,0.19,0.2,0.5,0.07,0.34
67466,67466,0.41,0.43,0.8,0.02,0.53
67468,67468,0.19,0.2,0.5,0.06,0.35
67487,67487,0.2,0.21,0.51,0.07,0.36
66901,66901,0.56,0.54,0.89,0.17,0.54
66930,66930,0.07,0.18,0.39,0.1,0.07
66935,66935,0.48,0.41,0.55,0.06,0.83
66940,66940,0.07,0.18,0.39,0.1,0.07
67417,67417,0.45,0.45,0.83,0.01,0.58
67436,67436,0.38,0.36,0.54,0.16,0.56
67455,67455,0.44,0.42,0.77,0.05,0.6
66948,66948,0.17,0.19,0.51,0.02,0.32
66966,66966,0.21,0.25,0.32,0.16,0.37
67420,67420,0.56,0.44,0.86,0.13,0.76
67445,67445,0.17,0.19,0.54,0.01,0.32
66783,66783,0.63,0.69,0.85,0.25,0.48
66839,66839,0.63,0.49,0.92,0.16,0.73
66857,66857,0.36,0.43,0.59,0.03,0.53
66871,66871,0.37,0.43,0.6,0.03,0.53
66852,66852,0.2,0.23,0.64,0.07,0.27
66854,66854,0.26,0.25,0.42,0.07,0.54
66856,66856,0.22,0.24,0.67,0.07,0.29
66864,66864,0.26,0.25,0.39,0.07,0.58
66868,66868,0.14,0.16,0.46,0.12,0.23
67029,67029,0.33,0.24,0.75,0.07,0.55
67155,67155,0.33,0.24,0.75,0.07,0.55
67005,67005,0.69,0.6,0.84,0.52,0.64
67019,67019,0.34,0.38,0.69,0.07,0.44
67023,67023,0.35,0.38,0.69,0.07,0.44
67038,67038,0.35,0.38,0.69,0.07,0.44
67102,67102,0.35,0.38,0.69,0.07,0.44
67156,67156,0.62,0.55,0.77,0.33,0.69
67110,67110,0.19,0.22,0.48,0.16,0.29
67119,67119,0.45,0.37,0.7,0.35,0.48
67146,67146,0.29,0.29,0.65,0.06,0.43
67051,67051,0.43,0.36,0.69,0.35,0.45
66712,66712,0.56,0.6,0.81,0.03,0.68
66734,66734,0.32,0.42,0.64,0.05,0.38
66735,66735,0.56,0.6,0.81,0.03,0.68
66743,66743,0.61,0.62,0.9,0.06,0.66
66756,66756,0.56,0.6,0.81,0.03,0.68
66763,66763,0.23,0.29,0.69,0.02,0.29
67635,67635,0.18,0.45,0.56,0.02,0.1
67643,67643,0.18,0.45,0.56,0.02,0.1
67653,67653,0.24,0.44,0.53,0.08,0.23
67749,67749,0.5,0.39,0.77,0.28,0.61
67757,67757,0.16,0.23,0.84,0.02,0.09
66441,66441,0.63,0.54,0.62,0.56,0.68
67431,67431,0.5,0.55,0.7,0.08,0.62
67480,67480,0.34,0.31,0.62,0.04,0.59
67482,67482,0.49,0.54,0.66,0.09,0.61
67441,67441,0.59,0.61,0.87,0.05,0.66
67448,67448,0.16,0.24,0.65,0.04,0.19
67451,67451,0.55,0.55,0.84,0.05,0.66
67449,67449,0.62,0.62,0.87,0.19,0.63
67475,67475,0.38,0.58,0.71,0.13,0.23
67492,67492,0.59,0.61,0.88,0.05,0.66
66008,66008,0.31,0.37,0.28,0.13,0.58
66087,66087,0.34,0.39,0.29,0.13,0.6
66090,66090,0.55,0.56,0.77,0.05,0.73
66024,66024,0.56,0.56,0.77,0.05,0.73
66044,66044,0.33,0.5,0.21,0.26,0.57
66046,66046,0.46,0.54,0.14,0.51,0.62
66049,66049,0.21,0.2,0.17,0.34,0.44
66045,66045,0.69,0.78,0.04,0.55,0.94
66047,66047,0.39,0.37,0.22,0.39,0.59
66006,66006,0.37,0.27,0.44,0.1,0.75
66025,66025,0.43,0.38,0.52,0.36,0.53
66050,66050,0.27,0.34,0.43,0.29,0.24
66409,66409,0.08,0.11,0.38,0.16,0.1
66524,66524,0.49,0.45,0.79,0.18,0.56
66542,66542,0.02,0.15,0.25,0.12,0.01
67054,67054,0.5,0.39,0.59,0.25,0.77
67059,67059,0.49,0.38,0.59,0.27,0.71
67519,67519,0.34,0.36,0.64,0.59,0.13
67547,67547,0.66,0.46,0.71,0.62,0.75
67552,67552,0.34,0.36,0.64,0.59,0.13
67557,67557,0.49,0.39,0.54,0.56,0.53
67563,67563,0.29,0.31,0.53,0.53,0.17
66736,66736,0.76,0.63,0.97,0.17,0.85
67047,67047,0.37,0.28,0.9,0.07,0.44
67122,67122,0.37,0.33,0.88,0.07,0.42
67137,67137,0.28,0.19,0.91,0.07,0.33
67345,67345,0.6,0.68,0.79,0.08,0.64
67520,67520,0.39,0.42,0.74,0.06,0.5
67601,67601,0.42,0.42,0.34,0.26,0.68
67627,67627,0.18,0.25,0.52,0.09,0.22
67640,67640,0.3,0.39,0.74,0.12,0.21
67651,67651,0.38,0.37,0.81,0.06,0.47
67660,67660,0.18,0.25,0.52,0.09,0.22
67663,67663,0.42,0.37,0.9,0.12,0.42
67671,67671,0.18,0.25,0.52,0.09,0.22
67674,67674,0.18,0.25,0.52,0.09,0.22
67556,67556,0.2,0.51,0.51,0.07,0.1
67637,67637,0.47,0.27,0.75,0.33,0.66
67659,67659,0.31,0.42,0.79,0.15,0.25
67667,67667,0.49,0.28,0.75,0.35,0.68
67423,67423,0.44,0.42,0.78,0.05,0.6
67425,67425,0.25,0.28,0.47,0.11,0.39
67439,67439,0.55,0.42,0.59,0.32,0.79
67444,67444,0.54,0.54,0.76,0.24,0.56
67454,67454,0.45,0.5,0.72,0.15,0.44
67459,67459,0.45,0.5,0.72,0.15,0.45
67464,67464,0.25,0.25,0.51,0.15,0.36
67835,67835,0.51,0.44,0.46,0.54,0.57
67838,67838,0.67,0.68,0.64,0.6,0.55
67839,67839,0.35,0.31,0.74,0.16,0.42
67846,67846,0.75,0.69,0.64,0.84,0.59
67851,67851,0.53,0.64,0.42,0.71,0.25
67853,67853,0.51,0.41,0.46,0.54,0.62
67868,67868,0.54,0.64,0.42,0.71,0.28
67871,67871,0.49,0.35,0.34,0.57,0.7
67801,67801,0.87,0.73,0.6,0.87,0.9
67876,67876,0.15,0.16,0.18,0.35,0.26
67882,67882,0.28,0.24,0.3,0.44,0.37
67841,67841,0.5,0.44,0.56,0.37,0.62
66067,66067,0.51,0.48,0.62,0.21,0.66
66076,66076,0.34,0.3,0.58,0.13,0.54
66092,66092,0.31,0.28,0.55,0.12,0.51
66528,66528,0.34,0.37,0.64,0.13,0.43
66042,66042,0.36,0.34,0.65,0.15,0.46
66064,66064,0.53,0.48,0.77,0.16,0.66
66078,66078,0.35,0.33,0.64,0.16,0.47
66079,66079,0.34,0.33,0.63,0.16,0.46
66514,66514,0.36,0.35,0.38,0.58,0.32
66872,66872,0.21,0.28,0.76,0.17,0.12
67584,67584,0.25,0.27,0.76,0.31,0.15
67736,67736,0.26,0.31,0.62,0.1,0.3
67737,67737,0.15,0.27,0.52,0.05,0.16
67751,67751,0.49,0.4,0.83,0.2,0.59
67752,67752,0.49,0.4,0.83,0.2,0.57
67738,67738,0.14,0.26,0.56,0.04,0.15
67748,67748,0.41,0.29,0.7,0.26,0.58
67625,67625,0.23,0.43,0.88,0.12,0.04
67632,67632,0.4,0.41,0.85,0.11,0.39
67642,67642,0.42,0.4,0.68,0.2,0.53
67645,67645,0.53,0.4,0.43,0.32,0.84
67650,67650,0.23,0.43,0.88,0.12,0.04
67656,67656,0.23,0.21,0.71,0.05,0.36
67657,67657,0.37,0.38,0.91,0.12,0.32
67672,67672,0.23,0.2,0.71,0.05,0.37
67740,67740,0.32,0.18,0.73,0.23,0.49
67837,67837,0.54,0.5,0.46,0.47,0.64
67843,67843,0.51,0.45,0.52,0.34,0.66
67867,67867,0.51,0.45,0.52,0.35,0.65
67762,67762,0.41,0.33,0.78,0.35,0.38
67879,67879,0.7,0.41,0.9,0.57,0.8
66853,66853,0.27,0.34,0.76,0.06,0.27
66855,66855,0.27,0.34,0.76,0.06,0.27
66860,66860,0.27,0.33,0.72,0.06,0.3
66870,66870,0.29,0.36,0.76,0.06,0.27
67045,67045,0.6,0.54,0.91,0.15,0.66
66777,66777,0.52,0.81,0.74,0.05,0.27
66863,66863,0.27,0.17,0.91,0.07,0.32
67836,67836,0.5,0.57,0.47,0.77,0.21
67857,67857,0.5,0.57,0.47,0.77,0.21
67878,67878,0.5,0.57,0.47,0.77,0.21
67003,67003,0.46,0.42,0.75,0.33,0.44
67004,67004,0.41,0.42,0.59,0.07,0.65
67036,67036,0.58,0.55,0.56,0.42,0.66
67049,67049,0.51,0.54,0.68,0.29,0.48
67058,67058,0.56,0.55,0.59,0.39,0.61
67018,67018,0.39,0.55,0.97,0.08,0.1
67150,67150,0.4,0.56,0.99,0.09,0.08
67159,67159,0.23,0.28,0.78,0.13,0.14
67114,67114,0.61,0.44,0.79,0.41,0.69
67020,67020,0.42,0.39,0.66,0.15,0.58
67056,67056,0.42,0.38,0.72,0.11,0.59
67135,67135,0.36,0.31,0.66,0.12,0.55
67147,67147,0.2,0.13,0.48,0.21,0.36
67523,67523,0.28,0.49,0.51,0.16,0.18
67849,67849,0.38,0.41,0.45,0.31,0.45
67854,67854,0.38,0.41,0.45,0.31,0.45
66416,66416,0.39,0.35,0.75,0.32,0.34
66419,66419,0.22,0.29,0.73,0.1,0.18
66440,66440,0.23,0.3,0.73,0.13,0.18
66509,66509,0.29,0.32,0.74,0.2,0.24
66512,66512,0.31,0.39,0.6,0.07,0.38
66617,66617,0.22,0.2,0.53,0.21,0.24
66618,66618,0.19,0.17,0.41,0.28,0.24
66418,66418,0.39,0.35,0.75,0.33,0.35
66422,66422,0.49,0.42,0.43,0.28,0.75
66428,66428,0.27,0.31,0.71,0.04,0.35
66432,66432,0.37,0.28,0.64,0.16,0.58
66533,66533,0.36,0.26,0.63,0.18,0.59
66536,66536,0.51,0.43,0.35,0.27,0.85
66539,66539,0.36,0.26,0.63,0.18,0.59
66540,66540,0.39,0.35,0.75,0.33,0.35
66070,66070,0.3,0.37,0.75,0.05,0.3
66073,66073,0.32,0.38,0.79,0.05,0.33
66429,66429,0.32,0.4,0.61,0.07,0.39
66066,66066,0.38,0.43,0.7,0.06,0.47
66054,66054,0.34,0.39,0.62,0.09,0.44
66097,66097,0.38,0.32,0.74,0.15,0.49
66086,66086,0.28,0.22,0.43,0.28,0.44
66936,66936,0.15,0.4,0.31,0.04,0.16
66939,66939,0.21,0.26,0.31,0.16,0.36
66941,66941,0.18,0.4,0.35,0.05,0.19
66942,66942,0.15,0.4,0.31,0.04,0.16
66949,66949,0.42,0.39,0.76,0.14,0.5
66956,66956,0.4,0.39,0.74,0.13,0.49
66970,66970,0.15,0.4,0.31,0.04,0.16
66963,66963,0.42,0.39,0.77,0.14,0.51
67430,67430,0.21,0.32,0.73,0.05,0.17
66205,66205,0.09,0.11,0.22,0.32,0.17
66208,66208,0.08,0.03,0.35,0.15,0.2
66202,66202,0.23,0.23,0.19,0.41,0.42
66204,66204,0.37,0.38,0.32,0.56,0.37
66212,66212,0.26,0.2,0.41,0.47,0.29
66206,66206,0.08,0.01,0.31,0.15,0.3
66207,66207,0.17,0.09,0.34,0.29,0.36
66210,66210,0.1,0.08,0.11,0.39,0.23
66282,66282,0.18,0.06,0.4,0.38,0.34
66211,66211,0.12,0.02,0.32,0.27,0.36
66214,66214,0.33,0.4,0.45,0.47,0.16
66203,66203,0.45,0.39,0.51,0.46,0.51
66216,66216,0.23,0.21,0.41,0.4,0.25
66285,66285,0.47,0.31,0.39,0.66,0.6
66018,66018,0.46,0.31,0.86,0.28,0.51
66227,66227,0.01,0.01,0.17,0.17,0.03
66226,66226,0.02,0.03,0.17,0.13,0.08
66286,66286,0.02,0.03,0.19,0.13,0.07
66030,66030,0.23,0.24,0.47,0.27,0.29
66062,66062,0.21,0.19,0.4,0.43,0.23
66213,66213,0.12,0.07,0.17,0.47,0.22
66221,66221,0.01,0.02,0.13,0.32,0.04
66209,66209,0.15,0.04,0.27,0.32,0.37
66223,66223,0.13,0.13,0.29,0.52,0.16
66224,66224,0.02,0.01,0.14,0.21,0.08
66063,66063,0.15,0.13,0.31,0.48,0.16
66085,66085,0.01,0.02,0.14,0.24,0.05
66283,66283,0.07,0.06,0.47,0.42,0.03
66051,66051,0.79,0.78,0.59,0.63,0.79
66021,66021,0.12,0.22,0.43,0.06,0.17
66083,66083,0.1,0.12,0.53,0.09,0.13
66013,66013,0.03,0.06,0.25,0.18,0.07
67860,67860,0.68,0.68,0.66,0.59,0.57
67880,67880,0.59,0.62,0.34,0.76,0.48
67025,67025,0.25,0.23,0.62,0.08,0.39
67068,67068,0.42,0.33,0.77,0.17,0.57
67111,67111,0.23,0.36,0.45,0.02,0.34
67118,67118,0.23,0.36,0.45,0.02,0.34
67142,67142,0.21,0.29,0.63,0.09,0.23
67570,67570,0.33,0.39,0.4,0.04,0.6
67035,67035,0.22,0.27,0.74,0.15,0.16
67357,67357,0.6,0.61,0.82,0.16,0.6
66776,66776,0.32,0.36,0.81,0.23,0.2
67330,67330,0.47,0.44,0.68,0.3,0.51
67335,67335,0.69,0.64,0.9,0.2,0.73
67341,67341,0.46,0.43,0.69,0.3,0.51
67354,67354,0.47,0.44,0.68,0.3,0.51
67332,67332,0.51,0.52,0.61,0.3,0.53
67337,67337,0.7,0.68,0.86,0.41,0.65
67342,67342,0.51,0.52,0.61,0.3,0.53
67351,67351,0.39,0.46,0.62,0.22,0.39
67850,67850,0.36,0.31,0.72,0.19,0.44
66048,66048,0.49,0.46,0.79,0.35,0.41
66027,66027,0.31,0.5,0.1,0.47,0.31
66020,66020,0.17,0.27,0.59,0.1,0.16
66043,66043,0.33,0.24,0.42,0.34,0.51
66007,66007,0.12,0.23,0.41,0.16,0.13
66012,66012,0.51,0.49,0.71,0.38,0.48
66109,66109,0.26,0.24,0.57,0.51,0.18
66052,66052,0.13,0.22,0.47,0.28,0.08
67418,67418,0.43,0.42,0.77,0.05,0.59
67452,67452,0.24,0.33,0.73,0.05,0.22
67467,67467,0.38,0.37,0.54,0.18,0.56
67481,67481,0.44,0.42,0.78,0.05,0.6
67484,67484,0.39,0.36,0.51,0.17,0.59
67490,67490,0.54,0.41,0.6,0.32,0.78
67648,67648,0.32,0.41,0.79,0.12,0.23
66026,66026,0.28,0.33,0.61,0.11,0.24
66040,66040,0.61,0.67,0.95,0.13,0.42
66072,66072,0.63,0.68,0.96,0.13,0.42
66075,66075,0.58,0.54,0.88,0.07,0.69
66767,66767,0.57,0.5,0.86,0.06,0.76
67732,67732,0.23,0.28,0.46,0.35,0.18
67747,67747,0.41,0.29,0.69,0.26,0.58
67761,67761,0.41,0.33,0.78,0.34,0.38
67764,67764,0.42,0.29,0.7,0.26,0.6
67861,67861,0.66,0.31,0.89,0.67,0.75
66523,66523,0.59,0.61,0.75,0.14,0.68
66830,66830,0.08,0.1,0.45,0.14,0.1
66833,66833,0.08,0.11,0.45,0.14,0.11
66835,66835,0.34,0.24,0.43,0.36,0.52
67416,67416,0.11,0.2,0.66,0.05,0.1
67428,67428,0.21,0.35,0.56,0.05,0.26
67443,67443,0.2,0.34,0.56,0.05,0.23
67456,67456,0.35,0.35,0.65,0.1,0.48
67460,67460,0.39,0.31,0.65,0.11,0.62
67476,67476,0.14,0.35,0.57,0.02,0.1
67491,67491,0.25,0.24,0.49,0.17,0.37
67546,67546,0.34,0.3,0.52,0.14,0.57
67062,67062,0.38,0.25,0.37,0.44,0.61
67107,67107,0.37,0.31,0.52,0.15,0.63
66838,66838,0.2,0.28,0.77,0.16,0.11
66859,66859,0.35,0.55,0.69,0.14,0.17
66861,66861,0.42,0.46,0.81,0.12,0.39
67063,67063,0.44,0.41,0.43,0.09,0.79
67073,67073,0.43,0.41,0.42,0.09,0.79
67438,67438,0.36,0.58,0.69,0.14,0.18
67483,67483,0.36,0.58,0.69,0.14,0.18
66403,66403,0.28,0.29,0.55,0.2,0.36
66404,66404,0.38,0.29,0.69,0.1,0.63
66406,66406,0.27,0.29,0.54,0.21,0.33
66411,66411,0.38,0.45,0.73,0.04,0.44
66427,66427,0.49,0.41,0.65,0.05,0.84
66438,66438,0.3,0.3,0.55,0.2,0.38
66508,66508,0.5,0.43,0.84,0.07,0.69
66521,66521,0.37,0.27,0.62,0.14,0.62
66544,66544,0.48,0.4,0.65,0.04,0.82
66549,66549,0.36,0.27,0.62,0.15,0.62
66412,66412,0.27,0.29,0.54,0.21,0.31
66548,66548,0.38,0.46,0.73,0.03,0.44
66518,66518,0.26,0.28,0.53,0.23,0.29
66541,66541,0.26,0.28,0.53,0.23,0.29
66945,66945,0.42,0.47,0.65,0.05,0.57
67864,67864,0.42,0.38,0.67,0.34,0.44
67869,67869,0.62,0.61,0.67,0.67,0.42
67877,67877,0.61,0.58,0.34,0.71,0.61
66036,66036,0.03,0.04,0.26,0.04,0.09
66071,66071,0.29,0.22,0.66,0.14,0.37
66053,66053,0.21,0.16,0.53,0.07,0.43
67446,67446,0.21,0.32,0.72,0.05,0.17
67485,67485,0.23,0.33,0.73,0.05,0.2
67301,67301,0.64,0.59,0.88,0.34,0.58
67340,67340,0.24,0.38,0.63,0.11,0.19
67364,67364,0.24,0.38,0.63,0.11,0.19
66834,66834,0.38,0.27,0.67,0.23,0.56
66849,66849,0.29,0.33,0.65,0.26,0.28
66873,66873,0.2,0.28,0.78,0.16,0.11
67950,67950,0.63,0.49,0.86,0.66,0.46
67953,67953,0.62,0.49,0.85,0.66,0.46
67954,67954,0.63,0.51,0.82,0.67,0.45
66408,66408,0.38,0.29,0.69,0.1,0.64
66415,66415,0.27,0.31,0.71,0.03,0.36
66522,66522,0.38,0.29,0.69,0.1,0.64
66538,66538,0.38,0.29,0.69,0.1,0.62
66417,66417,0.27,0.31,0.71,0.03,0.35
66733,66733,0.32,0.3,0.67,0.09,0.47
66771,66771,0.32,0.3,0.67,0.08,0.49
66740,66740,0.29,0.32,0.79,0.24,0.17
67515,67515,0.25,0.27,0.76,0.36,0.1
67516,67516,0.25,0.27,0.76,0.36,0.1
67518,67518,0.25,0.27,0.76,0.36,0.1
67521,67521,0.24,0.26,0.75,0.31,0.14
67560,67560,0.44,0.3,0.6,0.51,0.52
67572,67572,0.24,0.26,0.75,0.31,0.14
66414,66414,0.56,0.51,0.87,0.19,0.6
66537,66537,0.45,0.51,0.82,0.12,0.37
66546,66546,0.1,0.12,0.4,0.15,0.15
66402,66402,0.12,0.06,0.29,0.06,0.45
66413,66413,0.48,0.58,0.91,0.1,0.32
66451,66451,0.34,0.38,0.65,0.13,0.41
66510,66510,0.41,0.46,0.84,0.07,0.38
66543,66543,0.34,0.37,0.64,0.13,0.41
67437,67437,0.38,0.37,0.81,0.05,0.47
67473,67473,0.38,0.37,0.82,0.05,0.48
67474,67474,0.37,0.38,0.79,0.06,0.43
67623,67623,0.38,0.37,0.82,0.05,0.48
67649,67649,0.33,0.41,0.79,0.12,0.26
67658,67658,0.32,0.41,0.79,0.12,0.23
67673,67673,0.33,0.41,0.79,0.11,0.26
67675,67675,0.46,0.53,0.57,0.06,0.63
67401,67401,0.51,0.47,0.65,0.4,0.52
67422,67422,0.13,0.23,0.56,0.1,0.12
67470,67470,0.27,0.29,0.39,0.14,0.47
67529,67529,0.28,0.49,0.52,0.16,0.17
67550,67550,0.5,0.42,0.77,0.32,0.53
67574,67574,0.28,0.49,0.52,0.16,0.17
67575,67575,0.18,0.52,0.5,0.05,0.07
66951,66951,0.29,0.41,0.66,0.12,0.24
67621,67621,0.24,0.27,0.58,0.06,0.37
67639,67639,0.26,0.27,0.61,0.07,0.39
67644,67644,0.24,0.27,0.58,0.06,0.37
67661,67661,0.58,0.4,0.84,0.2,0.78
67646,67646,0.26,0.23,0.88,0.13,0.2
67647,67647,0.26,0.23,0.88,0.13,0.2
67664,67664,0.26,0.23,0.88,0.13,0.2
66407,66407,0.46,0.36,0.48,0.24,0.75
66502,66502,0.53,0.58,0.21,0.44,0.78
66535,66535,0.25,0.25,0.47,0.32,0.27
66547,66547,0.41,0.41,0.5,0.25,0.56
66520,66520,0.37,0.27,0.62,0.14,0.63
67021,67021,0.31,0.38,0.58,0.29,0.24
67066,67066,0.31,0.38,0.58,0.29,0.24
67124,67124,0.5,0.41,0.48,0.28,0.8
67576,67576,0.51,0.42,0.59,0.51,0.55
67583,67583,0.37,0.51,0.7,0.2,0.23
67701,67701,0.33,0.3,0.44,0.2,0.56
67730,67730,0.43,0.25,0.67,0.38,0.6
67739,67739,0.43,0.25,0.67,0.38,0.6
67744,67744,0.43,0.25,0.67,0.38,0.6
67745,67745,0.43,0.25,0.67,0.38,0.6
67501,67501,0.64,0.68,0.7,0.42,0.6
67502,67502,0.36,0.31,0.59,0.27,0.48
67561,67561,0.37,0.45,0.79,0.22,0.23
67505,67505,0.81,0.76,0.87,0.07,0.97
67108,67108,0.35,0.32,0.49,0.15,0.59
67543,67543,0.44,0.53,0.52,0.25,0.43
67566,67566,0.43,0.53,0.55,0.23,0.41
67585,67585,0.44,0.53,0.52,0.25,0.43
67522,67522,0.37,0.32,0.57,0.14,0.61
67510,67510,0.41,0.58,0.77,0.15,0.22
67568,67568,0.41,0.58,0.77,0.15,0.22
67579,67579,0.55,0.61,0.58,0.2,0.65
67512,67512,0.56,0.62,0.57,0.19,0.66
67514,67514,0.41,0.57,0.75,0.15,0.24
67578,67578,0.55,0.62,0.9,0.08,0.46
67581,67581,0.41,0.58,0.77,0.15,0.22
66959,66959,0.06,0.17,0.39,0.1,0.06
66960,66960,0.07,0.18,0.39,0.1,0.07
66961,66961,0.21,0.25,0.31,0.16,0.37
66964,66964,0.21,0.25,0.31,0.16,0.37
67457,67457,0.58,0.56,0.76,0.27,0.62
67524,67524,0.58,0.56,0.75,0.27,0.62
67554,67554,0.58,0.57,0.66,0.48,0.51
66506,66506,0.73,0.77,0.08,0.5,0.96
66517,66517,0.47,0.38,0.69,0.36,0.53
66449,66449,0.24,0.13,0.46,0.22,0.47
66531,66531,0.24,0.13,0.46,0.22,0.47
66554,66554,0.24,0.13,0.46,0.22,0.47
66933,66933,0.45,0.36,0.64,0.35,0.55
67513,67513,0.18,0.52,0.5,0.05,0.07
67548,67548,0.41,0.41,0.76,0.06,0.55
67553,67553,0.2,0.51,0.52,0.06,0.1
67559,67559,0.18,0.52,0.5,0.05,0.07
67626,67626,0.32,0.41,0.79,0.13,0.21
67634,67634,0.32,0.41,0.79,0.13,0.21
67442,67442,0.11,0.19,0.66,0.05,0.1
67863,67863,0.61,0.32,0.74,0.65,0.74
67203,67203,0.65,0.62,0.57,0.59,0.63
67214,67214,0.92,0.91,0.83,0.82,0.79
67219,67219,0.55,0.55,0.69,0.49,0.47
67208,67208,0.59,0.56,0.57,0.54,0.54
67218,67218,0.65,0.69,0.67,0.71,0.41
67211,67211,0.75,0.81,0.81,0.65,0.41
67202,67202,0.7,0.69,0.26,0.61,0.86
67213,67213,0.78,0.81,0.72,0.61,0.6
67216,67216,0.81,0.79,0.82,0.71,0.65
67217,67217,0.62,0.67,0.77,0.45,0.46
67060,67060,0.44,0.45,0.78,0.34,0.33
67210,67210,0.69,0.74,0.61,0.78,0.58
67207,67207,0.51,0.49,0.54,0.66,0.41
67206,67206,0.28,0.21,0.47,0.34,0.41
67278,67278,0.16,0.33,0.24,0.19,0.17
67204,67204,0.62,0.63,0.63,0.68,0.45
67212,67212,0.31,0.39,0.44,0.32,0.33
67209,67209,0.37,0.4,0.47,0.32,0.4
67215,67215,0.19,0.3,0.49,0.35,0.15
67275,67275,0.4,0.43,0.43,0.25,0.53
67276,67276,0.4,0.43,0.43,0.25,0.53
67277,67277,0.4,0.43,0.43,0.25,0.53
67205,67205,0.23,0.14,0.62,0.38,0.24
67235,67235,0.09,0.13,0.25,0.28,0.13
67030,67030,0.1,0.23,0.3,0.15,0.11
67052,67052,0.21,0.22,0.4,0.22,0.31
67223,67223,0.06,0.15,0.24,0.19,0.06
67026,67026,0.3,0.29,0.66,0.14,0.39
67031,67031,0.4,0.41,0.59,0.05,0.65
67149,67149,0.2,0.19,0.51,0.14,0.32
67227,67227,0.16,0.19,0.36,0.25,0.21
67037,67037,0.29,0.24,0.57,0.31,0.34
67220,67220,0.48,0.45,0.36,0.59,0.53
67226,67226,0.23,0.23,0.27,0.42,0.29
67067,67067,0.21,0.22,0.36,0.41,0.21
67055,67055,0.11,0.18,0.08,0.4,0.18
67016,67016,0.4,0.3,0.56,0.19,0.67
