ZIP,ZCTA,SVIS,SVI_THEME1,SVI_THEME2,SVI_THEME3,SVI_THEME4
23089,23089,0.25,0.27,0.34,0.25,0.41
23168,23168,0.31,0.25,0.76,0.35,0.32
23081,23081,0.17,0.16,0.26,0.41,0.24
23127,23127,0.51,0.28,0.66,0.55,0.67
23085,23085,0.56,0.75,0.53,0.6,0.21
23091,23091,0.38,0.5,0.65,0.28,0.24
23126,23126,0.56,0.75,0.53,0.6,0.21
23161,23161,0.56,0.75,0.53,0.6,0.21
23177,23177,0.5,0.67,0.51,0.52,0.22
23108,23108,0.31,0.4,0.7,0.15,0.26
23110,23110,0.31,0.4,0.7,0.15,0.26
23156,23156,0.31,0.4,0.7,0.15,0.26
23181,23181,0.33,0.29,0.52,0.3,0.42
22448,22448,0.28,0.19,0.28,0.41,0.5
22485,22485,0.23,0.24,0.37,0.33,0.3
22451,22451,0.05,0.05,0.25,0.38,0.05
22547,22547,0.05,0.05,0.25,0.38,0.05
22443,22443,0.62,0.58,0.62,0.52,0.62
22481,22481,0.1,0.19,0.37,0.2,0.1
22526,22526,0.1,0.19,0.37,0.2,0.1
22544,22544,0.1,0.19,0.37,0.2,0.1
23009,23009,0.18,0.35,0.38,0.19,0.14
23086,23086,0.26,0.43,0.47,0.22,0.17
23106,23106,0.29,0.51,0.54,0.21,0.14
22473,22473,0.31,0.42,0.64,0.25,0.2
22503,22503,0.33,0.34,0.34,0.32,0.45
22507,22507,0.26,0.32,0.24,0.3,0.38
22517,22517,0.26,0.32,0.24,0.3,0.38
22523,22523,0.26,0.32,0.24,0.3,0.38
22528,22528,0.26,0.32,0.24,0.3,0.38
22480,22480,0.48,0.32,0.58,0.4,0.68
22482,22482,0.47,0.44,0.71,0.31,0.5
22513,22513,0.62,0.43,0.79,0.4,0.77
22576,22576,0.52,0.35,0.64,0.4,0.71
22578,22578,0.45,0.3,0.54,0.4,0.66
24218,24218,0.76,0.95,0.96,0.01,0.55
24263,24263,0.73,0.93,0.86,0.04,0.56
24277,24277,0.76,0.89,0.54,0.32,0.73
24281,24281,0.54,0.82,0.64,0.01,0.42
24282,24282,0.5,0.93,0.74,0.0,0.13
24248,24248,0.45,0.77,0.51,0.01,0.36
20132,20132,0.14,0.13,0.19,0.38,0.26
20180,20180,0.02,0.06,0.18,0.33,0.03
20141,20141,0.03,0.1,0.16,0.15,0.07
20158,20158,0.11,0.07,0.22,0.33,0.25
20197,20197,0.07,0.1,0.13,0.38,0.12
20129,20129,0.09,0.1,0.11,0.4,0.18
20176,20176,0.21,0.16,0.17,0.6,0.29
20175,20175,0.22,0.14,0.24,0.5,0.34
20177,20177,0.57,0.28,0.53,0.75,0.76
20160,20160,0.31,0.2,0.15,0.53,0.59
20159,20159,0.08,0.01,0.28,0.24,0.22
20131,20131,0.05,0.15,0.33,0.08,0.06
20105,20105,0.09,0.04,0.09,0.71,0.13
20147,20147,0.2,0.1,0.22,0.65,0.29
20146,20146,0.11,0.01,0.08,0.66,0.26
20148,20148,0.11,0.04,0.17,0.68,0.12
20167,20167,0.28,0.26,0.08,0.89,0.24
20152,20152,0.12,0.09,0.19,0.74,0.07
23170,23170,0.38,0.62,0.51,0.25,0.18
22709,22709,0.45,0.46,0.32,0.27,0.67
22715,22715,0.45,0.46,0.32,0.27,0.67
22722,22722,0.52,0.47,0.59,0.27,0.68
22725,22725,0.45,0.46,0.32,0.27,0.67
22727,22727,0.53,0.48,0.64,0.27,0.68
22730,22730,0.45,0.46,0.32,0.27,0.67
22731,22731,0.49,0.47,0.49,0.27,0.67
22732,22732,0.45,0.46,0.32,0.27,0.67
22733,22733,0.38,0.42,0.39,0.51,0.35
22738,22738,0.45,0.46,0.34,0.27,0.67
22948,22948,0.45,0.46,0.32,0.27,0.67
22960,22960,0.74,0.64,0.83,0.53,0.7
22972,22972,0.63,0.44,0.73,0.33,0.87
22989,22989,0.45,0.46,0.32,0.27,0.67
22711,22711,0.54,0.48,0.67,0.27,0.68
22719,22719,0.54,0.48,0.67,0.27,0.68
22723,22723,0.54,0.48,0.67,0.27,0.68
22743,22743,0.54,0.48,0.67,0.26,0.68
22748,22748,0.54,0.48,0.67,0.27,0.68
23035,23035,0.18,0.29,0.28,0.11,0.31
23064,23064,0.18,0.29,0.28,0.11,0.31
23066,23066,0.18,0.29,0.28,0.11,0.31
23068,23068,0.18,0.29,0.28,0.11,0.31
23076,23076,0.18,0.29,0.28,0.11,0.31
23109,23109,0.27,0.3,0.46,0.13,0.42
23119,23119,0.19,0.29,0.29,0.11,0.31
23021,23021,0.3,0.3,0.51,0.14,0.46
23025,23025,0.3,0.3,0.51,0.14,0.46
23045,23045,0.3,0.3,0.51,0.14,0.46
23056,23056,0.3,0.3,0.51,0.14,0.46
23125,23125,0.3,0.3,0.51,0.14,0.46
23130,23130,0.3,0.3,0.51,0.14,0.46
23138,23138,0.3,0.3,0.51,0.14,0.46
23163,23163,0.3,0.3,0.51,0.14,0.46
23950,23950,0.66,0.63,0.83,0.39,0.61
23970,23970,0.78,0.71,0.9,0.32,0.76
23924,23924,0.77,0.74,0.84,0.32,0.81
23968,23968,0.38,0.43,0.59,0.32,0.34
23927,23927,0.58,0.61,0.66,0.35,0.57
23964,23964,0.69,0.79,0.85,0.27,0.53
24529,24529,0.74,0.77,0.82,0.36,0.67
24580,24580,0.76,0.78,0.85,0.36,0.67
24598,24598,0.41,0.51,0.5,0.23,0.41
23032,23032,0.29,0.53,0.3,0.21,0.23
23079,23079,0.29,0.54,0.29,0.21,0.22
23175,23175,0.36,0.39,0.39,0.22,0.52
23180,23180,0.29,0.54,0.29,0.21,0.22
23071,23071,0.4,0.45,0.49,0.17,0.53
23092,23092,0.38,0.45,0.47,0.16,0.49
23169,23169,0.38,0.5,0.49,0.12,0.43
23176,23176,0.42,0.52,0.53,0.14,0.49
23043,23043,0.47,0.53,0.57,0.17,0.57
23070,23070,0.47,0.53,0.57,0.17,0.57
24062,24062,0.57,0.6,0.03,0.49,0.95
24063,24063,0.4,0.52,0.02,0.45,0.84
24073,24073,0.32,0.3,0.47,0.19,0.52
24068,24068,0.43,0.35,0.57,0.06,0.8
24111,24111,0.17,0.36,0.1,0.2,0.28
24087,24087,0.44,0.49,0.51,0.28,0.47
22958,22958,0.24,0.12,0.56,0.12,0.52
22949,22949,0.64,0.6,0.59,0.38,0.75
22964,22964,0.53,0.47,0.55,0.39,0.65
22976,22976,0.53,0.47,0.55,0.39,0.65
24464,24464,0.53,0.47,0.55,0.39,0.65
23141,23141,0.07,0.24,0.13,0.15,0.12
23350,23350,0.85,0.64,0.86,0.65,0.93
23354,23354,0.68,0.53,0.63,0.65,0.74
23398,23398,0.85,0.64,0.86,0.65,0.94
23413,23413,0.85,0.64,0.86,0.65,0.94
23486,23486,0.85,0.64,0.86,0.65,0.94
23307,23307,0.56,0.45,0.48,0.65,0.62
23310,23310,0.68,0.63,0.72,0.59,0.59
23347,23347,0.56,0.45,0.48,0.65,0.62
23405,23405,0.56,0.45,0.48,0.65,0.62
23408,23408,0.56,0.45,0.48,0.65,0.62
23313,23313,0.69,0.65,0.75,0.58,0.58
23316,23316,0.69,0.65,0.75,0.58,0.58
23429,23429,0.69,0.65,0.75,0.58,0.58
23443,23443,0.69,0.65,0.75,0.58,0.58
22435,22435,0.53,0.64,0.53,0.28,0.51
22511,22511,0.53,0.65,0.58,0.23,0.49
22432,22432,0.3,0.41,0.65,0.25,0.18
22460,22460,0.6,0.53,0.21,0.63,0.83
22530,22530,0.3,0.46,0.62,0.21,0.17
22539,22539,0.3,0.46,0.62,0.21,0.17
22579,22579,0.3,0.46,0.62,0.21,0.17
22433,22433,0.52,0.55,0.78,0.58,0.23
22542,22542,0.45,0.5,0.76,0.53,0.19
22567,22567,0.48,0.52,0.77,0.55,0.21
22508,22508,0.2,0.29,0.67,0.31,0.08
22551,22551,0.32,0.41,0.44,0.38,0.24
22957,22957,0.63,0.41,0.75,0.32,0.89
22650,22650,0.49,0.64,0.75,0.13,0.4
22835,22835,0.51,0.65,0.78,0.1,0.43
22851,22851,0.64,0.8,0.63,0.13,0.64
22849,22849,0.57,0.69,0.82,0.22,0.37
22827,22827,0.54,0.58,0.81,0.24,0.46
24527,24527,0.4,0.51,0.49,0.36,0.31
24566,24566,0.55,0.69,0.69,0.3,0.35
24531,24531,0.64,0.61,0.59,0.4,0.7
24549,24549,0.48,0.57,0.67,0.21,0.4
24565,24565,0.75,0.7,0.76,0.66,0.62
24541,24541,0.69,0.73,0.75,0.49,0.54
24586,24586,0.71,0.84,0.86,0.36,0.41
23139,23139,0.09,0.2,0.28,0.12,0.14
23875,23875,0.6,0.6,0.6,0.46,0.58
23842,23842,0.31,0.36,0.39,0.3,0.35
23881,23881,0.49,0.59,0.64,0.3,0.38
22191,22191,0.5,0.43,0.31,0.85,0.47
22125,22125,0.32,0.33,0.1,0.81,0.41
22192,22192,0.29,0.29,0.24,0.73,0.25
22193,22193,0.41,0.46,0.31,0.8,0.25
22195,22195,0.85,0.71,0.64,0.85,0.87
22194,22194,0.38,0.23,0.15,0.85,0.5
22026,22026,0.54,0.47,0.38,0.82,0.49
22025,22025,0.2,0.17,0.24,0.61,0.21
20110,20110,0.45,0.47,0.21,0.79,0.37
20111,20111,0.52,0.51,0.3,0.81,0.43
20136,20136,0.14,0.13,0.28,0.64,0.13
20109,20109,0.55,0.49,0.3,0.84,0.49
20155,20155,0.12,0.08,0.28,0.58,0.12
20156,20156,0.08,0.04,0.25,0.46,0.12
20182,20182,0.03,0.06,0.18,0.28,0.03
20143,20143,0.02,0.06,0.28,0.35,0.01
20168,20168,0.07,0.09,0.1,0.65,0.06
24058,24058,0.44,0.5,0.7,0.28,0.33
24301,24301,0.58,0.7,0.68,0.25,0.51
24324,24324,0.38,0.72,0.51,0.06,0.22
22623,22623,0.41,0.44,0.74,0.25,0.34
22627,22627,0.32,0.36,0.63,0.23,0.28
22640,22640,0.36,0.39,0.75,0.23,0.28
22747,22747,0.31,0.36,0.62,0.23,0.28
22749,22749,0.24,0.31,0.4,0.23,0.27
24153,24153,0.45,0.44,0.48,0.28,0.61
24018,24018,0.28,0.25,0.51,0.34,0.32
24015,24015,0.46,0.33,0.45,0.51,0.64
24416,24416,0.52,0.64,0.5,0.12,0.64
24435,24435,0.51,0.6,0.42,0.14,0.69
24473,24473,0.28,0.58,0.36,0.09,0.2
24415,24415,0.27,0.58,0.36,0.09,0.18
24439,24439,0.34,0.62,0.32,0.14,0.28
24555,24555,0.64,0.69,0.66,0.27,0.67
24578,24578,0.35,0.42,0.38,0.21,0.47
22840,22840,0.44,0.5,0.73,0.37,0.27
22802,22802,0.67,0.56,0.45,0.67,0.77
22815,22815,0.52,0.59,0.65,0.3,0.47
22832,22832,0.63,0.67,0.81,0.52,0.46
22833,22833,0.19,0.52,0.2,0.19,0.1
22844,22844,0.58,0.47,0.46,0.49,0.78
22853,22853,0.67,0.73,0.63,0.42,0.62
22834,22834,0.29,0.34,0.47,0.24,0.37
22850,22850,0.29,0.39,0.56,0.16,0.3
22811,22811,0.28,0.58,0.57,0.0,0.16
22820,22820,0.28,0.58,0.57,0.0,0.16
22830,22830,0.28,0.58,0.57,0.01,0.17
22801,22801,0.47,0.54,0.17,0.56,0.59
22821,22821,0.39,0.34,0.5,0.26,0.6
22831,22831,0.39,0.47,0.26,0.25,0.58
22848,22848,0.39,0.55,0.13,0.6,0.31
22846,22846,0.26,0.24,0.39,0.23,0.42
24471,24471,0.29,0.28,0.32,0.21,0.52
24441,24441,0.32,0.47,0.41,0.17,0.37
24224,24224,0.67,0.87,0.83,0.04,0.52
24225,24225,0.7,0.86,0.74,0.12,0.64
24237,24237,0.61,0.82,0.81,0.04,0.47
24260,24260,0.56,0.82,0.71,0.04,0.42
24266,24266,0.5,0.6,0.51,0.05,0.69
24283,24283,0.65,0.85,0.83,0.05,0.5
24250,24250,0.55,0.77,0.72,0.13,0.35
24251,24251,0.58,0.67,0.77,0.11,0.55
24290,24290,0.62,0.71,0.68,0.04,0.78
22626,22626,0.49,0.53,0.66,0.25,0.48
22641,22641,0.23,0.5,0.56,0.1,0.1
22657,22657,0.44,0.51,0.62,0.22,0.43
22660,22660,0.32,0.31,0.54,0.12,0.5
22810,22810,0.16,0.16,0.45,0.04,0.39
22824,22824,0.38,0.45,0.6,0.24,0.36
22842,22842,0.58,0.51,0.6,0.45,0.68
22845,22845,0.16,0.16,0.45,0.04,0.39
22644,22644,0.28,0.36,0.53,0.11,0.38
22664,22664,0.82,0.67,0.92,0.48,0.85
22652,22652,0.08,0.35,0.22,0.02,0.09
22847,22847,0.7,0.58,0.59,0.58,0.82
24316,24316,0.54,0.75,0.79,0.04,0.4
24370,24370,0.67,0.81,0.87,0.15,0.48
24319,24319,0.64,0.64,0.84,0.15,0.7
24354,24354,0.68,0.71,0.81,0.12,0.73
24375,24375,0.69,0.71,0.72,0.22,0.77
23837,23837,0.6,0.48,0.82,0.29,0.7
23878,23878,0.47,0.52,0.71,0.24,0.42
23888,23888,0.74,0.77,0.84,0.31,0.66
23827,23827,0.52,0.57,0.78,0.29,0.4
23828,23828,0.52,0.57,0.78,0.28,0.4
23874,23874,0.53,0.57,0.78,0.28,0.42
22553,22553,0.21,0.31,0.39,0.41,0.14
22408,22408,0.39,0.37,0.45,0.58,0.33
22401,22401,0.51,0.44,0.47,0.61,0.53
22404,22404,0.24,0.36,0.24,0.29,0.33
22565,22565,0.54,0.48,0.67,0.61,0.4
22534,22534,0.55,0.57,0.78,0.39,0.41
22430,22430,0.2,0.21,0.58,0.37,0.13
22554,22554,0.22,0.18,0.28,0.58,0.26
22555,22555,0.2,0.21,0.58,0.37,0.13
22405,22405,0.14,0.2,0.49,0.34,0.11
22545,22545,0.11,0.17,0.24,0.46,0.08
22463,22463,0.11,0.15,0.39,0.63,0.03
22471,22471,0.09,0.11,0.11,0.39,0.18
22412,22412,0.15,0.17,0.31,0.37,0.16
22403,22403,0.42,0.37,0.75,0.59,0.22
23839,23839,0.37,0.49,0.44,0.32,0.29
23883,23883,0.56,0.69,0.7,0.32,0.36
23899,23899,0.6,0.74,0.76,0.33,0.37
23846,23846,0.35,0.48,0.42,0.32,0.29
24314,24314,0.5,0.5,0.45,0.02,0.87
24377,24377,0.54,0.75,0.78,0.03,0.43
24608,24608,0.82,0.84,0.93,0.1,0.88
24651,24651,0.67,0.72,0.78,0.12,0.73
24622,24622,0.61,0.87,0.83,0.02,0.39
24639,24639,0.69,0.81,0.73,0.13,0.66
24641,24641,0.63,0.8,0.71,0.04,0.63
24605,24605,0.55,0.57,0.52,0.2,0.73
24630,24630,0.53,0.7,0.72,0.11,0.43
22649,22649,0.07,0.27,0.33,0.22,0.03
22610,22610,0.07,0.34,0.39,0.02,0.05
24202,24202,0.41,0.56,0.75,0.11,0.29
24211,24211,0.34,0.41,0.63,0.05,0.41
24210,24210,0.55,0.65,0.62,0.1,0.62
24340,24340,0.45,0.74,0.75,0.11,0.18
24361,24361,0.5,0.73,0.57,0.2,0.34
24236,24236,0.5,0.73,0.76,0.01,0.39
22442,22442,0.47,0.63,0.64,0.5,0.17
22469,22469,0.47,0.63,0.64,0.5,0.17
22488,22488,0.47,0.63,0.64,0.5,0.17
22520,22520,0.41,0.53,0.33,0.53,0.29
22524,22524,0.47,0.63,0.64,0.5,0.17
22529,22529,0.47,0.63,0.64,0.5,0.17
22572,22572,0.64,0.54,0.41,0.57,0.82
22577,22577,0.47,0.63,0.64,0.5,0.17
22558,22558,0.37,0.48,0.2,0.52,0.34
22581,22581,0.37,0.48,0.2,0.52,0.34
24215,24215,0.78,0.95,0.94,0.06,0.59
24216,24216,0.78,0.95,0.94,0.06,0.59
24382,24382,0.63,0.63,0.76,0.12,0.76
24368,24368,0.45,0.52,0.68,0.08,0.53
24323,24323,0.3,0.42,0.63,0.02,0.36
23665,23665,0.14,0.19,0.13,0.33,0.34
23693,23693,0.18,0.19,0.41,0.57,0.11
23662,23662,0.21,0.2,0.59,0.2,0.25
23692,23692,0.3,0.22,0.62,0.37,0.34
23696,23696,0.16,0.3,0.57,0.19,0.09
23602,23602,0.5,0.42,0.59,0.62,0.48
23690,23690,0.56,0.46,0.66,0.41,0.67
23090,23090,0.57,0.49,0.92,0.36,0.44
22314,22314,0.17,0.1,0.08,0.47,0.59
22301,22301,0.09,0.02,0.05,0.46,0.4
22305,22305,0.46,0.36,0.19,0.79,0.65
22320,22320,0.25,0.28,0.45,0.52,0.14
24201,24201,0.65,0.71,0.89,0.19,0.57
22906,22906,0.47,0.31,0.16,0.78,0.67
23325,23325,0.47,0.48,0.68,0.48,0.28
23464,23464,0.3,0.31,0.42,0.55,0.25
23324,23324,0.68,0.75,0.73,0.64,0.44
23523,23523,0.86,0.97,0.87,0.49,0.58
23320,23320,0.31,0.27,0.37,0.49,0.36
23322,23322,0.14,0.18,0.3,0.31,0.21
23326,23326,0.12,0.16,0.28,0.44,0.1
23327,23327,0.12,0.16,0.28,0.44,0.1
23328,23328,0.26,0.17,0.16,0.47,0.52
23323,23323,0.37,0.38,0.42,0.51,0.34
23321,23321,0.27,0.36,0.41,0.47,0.16
23435,23435,0.27,0.22,0.42,0.43,0.33
23703,23703,0.39,0.38,0.5,0.48,0.33
23669,23669,0.55,0.54,0.61,0.53,0.47
23663,23663,0.64,0.68,0.72,0.46,0.51
23664,23664,0.32,0.37,0.5,0.39,0.21
23666,23666,0.58,0.49,0.55,0.65,0.56
23605,23605,0.77,0.67,0.76,0.61,0.74
23607,23607,0.8,0.81,0.87,0.55,0.59
23630,23630,0.82,0.79,0.8,0.71,0.65
23661,23661,0.59,0.64,0.6,0.46,0.48
23670,23670,0.8,0.75,0.77,0.72,0.68
22803,22803,0.72,0.61,0.39,0.87,0.73
22807,22807,0.36,0.65,0.06,0.55,0.42
24513,24513,0.49,0.23,0.56,0.4,0.82
20108,20108,0.41,0.53,0.16,0.77,0.23
20113,20113,0.59,0.75,0.39,0.88,0.16
23601,23601,0.5,0.42,0.5,0.45,0.62
23606,23606,0.51,0.51,0.36,0.52,0.57
23608,23608,0.61,0.55,0.65,0.69,0.5
23603,23603,0.72,0.73,0.76,0.57,0.58
23609,23609,0.9,0.7,0.78,0.9,0.91
23691,23691,0.31,0.48,0.05,0.51,0.44
23503,23503,0.41,0.49,0.27,0.56,0.38
23505,23505,0.6,0.63,0.53,0.64,0.46
23509,23509,0.52,0.62,0.49,0.53,0.38
23513,23513,0.67,0.71,0.63,0.72,0.46
23517,23517,0.35,0.37,0.12,0.46,0.72
23507,23507,0.19,0.13,0.17,0.27,0.48
23510,23510,0.34,0.44,0.15,0.45,0.55
23462,23462,0.45,0.43,0.52,0.58,0.39
23541,23541,0.69,0.56,0.4,0.7,0.83
24273,24273,0.81,0.89,0.94,0.07,0.75
23707,23707,0.65,0.7,0.74,0.42,0.51
23701,23701,0.56,0.68,0.54,0.49,0.38
23220,23220,0.4,0.57,0.09,0.35,0.68
23221,23221,0.08,0.13,0.06,0.24,0.31
23284,23284,0.61,0.82,0.01,0.49,0.94
23219,23219,0.61,0.69,0.11,0.56,0.91
23249,23249,0.98,0.95,0.9,0.9,0.88
24017,24017,0.81,0.83,0.81,0.67,0.56
24016,24016,0.71,0.74,0.36,0.59,0.89
24022,24022,0.7,0.64,0.67,0.56,0.7
24023,24023,0.7,0.64,0.67,0.56,0.7
24024,24024,0.7,0.64,0.67,0.56,0.7
24025,24025,0.7,0.64,0.67,0.56,0.7
24026,24026,0.7,0.64,0.67,0.56,0.7
24027,24027,0.7,0.64,0.67,0.56,0.7
24028,24028,0.7,0.64,0.67,0.56,0.7
24029,24029,0.7,0.64,0.67,0.56,0.7
24030,24030,0.7,0.64,0.67,0.56,0.7
24031,24031,0.7,0.64,0.67,0.56,0.7
24032,24032,0.7,0.64,0.67,0.56,0.7
24033,24033,0.7,0.64,0.67,0.56,0.7
24034,24034,0.7,0.64,0.67,0.56,0.7
24035,24035,0.7,0.64,0.67,0.56,0.7
24036,24036,0.7,0.64,0.67,0.56,0.7
24037,24037,0.7,0.64,0.67,0.56,0.7
24038,24038,0.7,0.64,0.67,0.56,0.7
24013,24013,0.77,0.86,0.92,0.34,0.51
24402,24402,0.22,0.29,0.45,0.17,0.3
23434,23434,0.55,0.58,0.63,0.5,0.46
23439,23439,0.51,0.47,0.85,0.49,0.3
23433,23433,0.04,0.05,0.26,0.38,0.03
23436,23436,0.04,0.05,0.26,0.38,0.03
23437,23437,0.42,0.51,0.61,0.2,0.38
23438,23438,0.37,0.49,0.69,0.18,0.27
23455,23455,0.24,0.24,0.3,0.47,0.27
23471,23471,0.02,0.03,0.33,0.34,0.01
23452,23452,0.31,0.37,0.38,0.48,0.27
23454,23454,0.29,0.34,0.41,0.42,0.28
23459,23459,0.14,0.32,0.07,0.25,0.27
23453,23453,0.37,0.41,0.38,0.61,0.27
23450,23450,0.28,0.57,0.33,0.43,0.08
23479,23479,0.28,0.57,0.33,0.43,0.08
23456,23456,0.17,0.24,0.31,0.38,0.16
23467,23467,0.23,0.15,0.23,0.69,0.24
23457,23457,0.12,0.25,0.26,0.06,0.22
22604,22604,0.92,0.71,0.92,0.86,0.9
99017,99017,0.54,0.46,0.78,0.22,0.64
99032,99032,0.58,0.51,0.85,0.32,0.55
99159,99159,0.58,0.51,0.86,0.32,0.54
99169,99169,0.56,0.43,0.62,0.37,0.75
98857,98857,0.85,0.84,0.79,0.88,0.57
99105,99105,0.61,0.66,0.95,0.37,0.27
99125,99125,0.53,0.47,0.78,0.22,0.63
99326,99326,0.94,0.84,0.72,0.88,0.94
99341,99341,0.61,0.66,0.95,0.37,0.27
99344,99344,0.9,0.86,0.66,0.92,0.79
99371,99371,0.61,0.66,0.93,0.37,0.28
99401,99401,0.22,0.26,0.74,0.06,0.22
99402,99402,0.22,0.26,0.74,0.06,0.23
99403,99403,0.59,0.58,0.79,0.19,0.66
99352,99352,0.32,0.26,0.49,0.36,0.39
99353,99353,0.28,0.29,0.47,0.37,0.24
99336,99336,0.8,0.69,0.76,0.7,0.83
99338,99338,0.24,0.14,0.46,0.33,0.39
99320,99320,0.55,0.52,0.75,0.6,0.38
99337,99337,0.56,0.44,0.67,0.56,0.58
99350,99350,0.73,0.59,0.75,0.79,0.61
98801,98801,0.69,0.5,0.65,0.68,0.8
98811,98811,0.67,0.53,0.74,0.47,0.77
98816,98816,0.76,0.64,0.56,0.77,0.79
98822,98822,0.67,0.53,0.74,0.47,0.77
98852,98852,0.67,0.53,0.74,0.47,0.77
98826,98826,0.51,0.34,0.47,0.36,0.81
98817,98817,0.76,0.64,0.55,0.77,0.79
98846,98846,0.71,0.66,0.71,0.45,0.78
98815,98815,0.77,0.64,0.68,0.65,0.8
98807,98807,0.74,0.51,0.49,0.72,0.93
98828,98828,0.61,0.5,0.33,0.68,0.75
98343,98343,0.62,0.53,0.67,0.28,0.81
98363,98363,0.72,0.65,0.84,0.31,0.79
98362,98362,0.58,0.57,0.69,0.28,0.64
98382,98382,0.47,0.4,0.67,0.28,0.56
98324,98324,0.19,0.29,0.64,0.14,0.13
98629,98629,0.26,0.31,0.48,0.21,0.29
98674,98674,0.65,0.53,0.76,0.37,0.76
98604,98604,0.43,0.34,0.53,0.37,0.54
98675,98675,0.41,0.53,0.41,0.12,0.55
98642,98642,0.15,0.11,0.36,0.36,0.21
98686,98686,0.35,0.22,0.44,0.42,0.53
98606,98606,0.37,0.22,0.32,0.38,0.7
98662,98662,0.55,0.47,0.62,0.55,0.56
98685,98685,0.26,0.26,0.44,0.32,0.3
98622,98622,0.54,0.34,0.92,0.36,0.56
98671,98671,0.28,0.29,0.46,0.21,0.37
98607,98607,0.21,0.17,0.4,0.4,0.27
98682,98682,0.54,0.5,0.47,0.54,0.58
98683,98683,0.51,0.3,0.59,0.58,0.65
98684,98684,0.53,0.47,0.52,0.6,0.5
98665,98665,0.5,0.45,0.52,0.48,0.54
98660,98660,0.58,0.54,0.47,0.47,0.69
98663,98663,0.51,0.4,0.56,0.42,0.68
98661,98661,0.66,0.56,0.48,0.65,0.73
98664,98664,0.61,0.46,0.61,0.58,0.7
98687,98687,0.55,0.5,0.75,0.55,0.42
98668,98668,0.97,0.86,0.86,0.79,0.98
99143,99143,0.21,0.24,0.58,0.21,0.21
99328,99328,0.59,0.42,0.78,0.42,0.7
99347,99347,0.48,0.49,0.82,0.2,0.45
99348,99348,0.8,0.69,0.72,0.72,0.79
99359,99359,0.59,0.42,0.78,0.42,0.7
99361,99361,0.32,0.3,0.55,0.34,0.33
98632,98632,0.65,0.66,0.85,0.36,0.55
98626,98626,0.64,0.66,0.73,0.4,0.59
98601,98601,0.38,0.48,0.47,0.05,0.56
98603,98603,0.33,0.59,0.51,0.05,0.24
98616,98616,0.3,0.57,0.48,0.05,0.23
98625,98625,0.44,0.42,0.76,0.25,0.41
98611,98611,0.44,0.46,0.71,0.17,0.49
98645,98645,0.48,0.47,0.73,0.31,0.46
98802,98802,0.73,0.52,0.86,0.66,0.71
98823,98823,0.73,0.55,0.67,0.65,0.84
98845,98845,0.49,0.39,0.75,0.35,0.54
98850,98850,0.69,0.44,0.95,0.74,0.52
98858,98858,0.5,0.4,0.76,0.36,0.55
99115,99115,0.66,0.58,0.86,0.27,0.71
99118,99118,0.75,0.71,0.64,0.46,0.83
99121,99121,0.75,0.71,0.64,0.46,0.83
99141,99141,0.68,0.67,0.82,0.24,0.71
99146,99146,0.75,0.71,0.64,0.46,0.83
99150,99150,0.75,0.7,0.67,0.44,0.84
99160,99160,0.75,0.71,0.66,0.44,0.82
99166,99166,0.74,0.58,0.85,0.26,0.92
99302,99302,0.48,0.36,0.55,0.74,0.38
99330,99330,0.61,0.51,0.43,0.75,0.62
99343,99343,0.9,0.79,0.68,0.87,0.9
98851,98851,0.86,0.77,0.89,0.61,0.82
98837,98837,0.75,0.56,0.74,0.68,0.82
98535,98535,0.6,0.62,0.75,0.35,0.53
98536,98536,0.6,0.62,0.75,0.35,0.53
98550,98550,0.65,0.64,0.85,0.35,0.54
98557,98557,0.52,0.55,0.62,0.24,0.59
98562,98562,0.6,0.62,0.75,0.35,0.53
98569,98569,0.6,0.62,0.75,0.35,0.53
98571,98571,0.6,0.62,0.75,0.35,0.53
98541,98541,0.67,0.65,0.81,0.4,0.62
98563,98563,0.57,0.57,0.8,0.31,0.48
98520,98520,0.78,0.71,0.86,0.61,0.7
98537,98537,0.77,0.73,0.9,0.54,0.61
98559,98559,0.49,0.71,0.79,0.16,0.24
98568,98568,0.5,0.7,0.78,0.17,0.25
98579,98579,0.65,0.58,0.67,0.48,0.68
98277,98277,0.47,0.46,0.59,0.46,0.46
98278,98278,0.25,0.68,0.02,0.29,0.44
98239,98239,0.29,0.31,0.41,0.23,0.43
98249,98249,0.21,0.19,0.46,0.11,0.41
98253,98253,0.12,0.27,0.53,0.07,0.1
98282,98282,0.21,0.25,0.46,0.17,0.29
98236,98236,0.19,0.2,0.35,0.21,0.32
98260,98260,0.25,0.22,0.47,0.17,0.42
98368,98368,0.45,0.4,0.55,0.22,0.66
98376,98376,0.47,0.53,0.56,0.31,0.46
98325,98325,0.26,0.38,0.4,0.1,0.36
98339,98339,0.3,0.41,0.55,0.18,0.27
98365,98365,0.23,0.37,0.38,0.08,0.3
98358,98358,0.31,0.42,0.57,0.19,0.27
98125,98125,0.53,0.4,0.16,0.68,0.78
98155,98155,0.43,0.26,0.23,0.61,0.69
98133,98133,0.53,0.32,0.32,0.66,0.8
98177,98177,0.31,0.15,0.4,0.4,0.57
98115,98115,0.23,0.15,0.12,0.45,0.53
98117,98117,0.12,0.1,0.09,0.37,0.35
98103,98103,0.12,0.09,0.03,0.34,0.55
98113,98113,0.11,0.03,0.03,0.42,0.62
98107,98107,0.09,0.06,0.02,0.29,0.58
