ZCTA,totUnits,occP,vacantP,mobileP,lngTermP,rentalP,unitDens
"2534","573","40.14","59.86","0","33.98","28.26",250.4076525
"2535","2141","22.42","77.58","0.84","50.07","17.29",87.85852616
"2536","11857","67.39","32.61","0.14","40.06","19.44",428.4319399
"2537","3318","75.02","24.98","0","39.84","6.83",271.8931003
"2538","1949","74.86","25.14","12.11","25.96","31.73",429.277229
"2539","5165","27.05","72.95","0","29.04","22.98",192.6299578
"2540","6614","60.52","39.48","0","37.25","32.55",617.1651079
"2542","396","72.22","27.78","5.56","2.14","96.5",12.89646647
"2543","987","37.49","62.51","0","46.58","32.7",99.36105022
"2553","146","66.44","33.56","0","62.89","0",574.4076146
"2554","10833","33.57","66.43","0.77","29.79","31.51",268.6751553
"2556","2415","48.94","51.06","0","46.87","14.97",624.711607
"2557","4715","37.33","62.67","0.57","30.94","19.49",656.0985436
"2558","1496","42.91","57.09","8.89","30.45","32.4",1216.661936
"2559","2902","65.64","34.36","1.03","34.17","26.46",576.3496638
"2561","209","63.64","36.36","0","90.03","20.3",340.0731021
"2562","1728","72.16","27.84","0","35.45","22.29",512.6102356
"2563","4785","81.55","18.45","0","45.16","12.84",362.1035375
"2564","1330","5.49","94.51","0","47.31","0",231.4053007
"2568","3126","50.26","49.74","0","38.44","35.96",469.8753269
"2571","5698","78.29","21.71","2.37","32.11","34.97",286.4030298
"2575","2411","47.12","52.88","0","37.1","11",96.44840553
"2576","1999","88.79","11.21","23.66","43.77","5.86",205.4333268
"2584","28","42.86","57.14","0","0","0",415.3755391
"2601","8425","75.41","24.59","0.09","17.3","49.55",980.3463927
"2630","1273","64.89","35.11","0","40.62","12.11",317.4640314
"2631","7952","53.33","46.67","0.26","43.96","12.57",360.9254204
"2632","6064","73.1","26.9","0.74","40.14","13.85",828.4689622
"2633","4806","42.3","57.7","0","35.73","20.46",635.7595478
"2635","2254","65.71","34.29","0","40.69","9.39",406.91496
"2637","68","100","0","0","44.91","20.59",97.16466962
"2638","3341","45.79","54.21","0","37.25","14.97",563.0101049
"2639","5026","30.22","69.78","0","22.85","42.92",1811.096079
"2641","545","20.55","79.45","0","66","0",261.397422
"2642","6151","38.55","61.45","0","38.42","13.2",443.1201445
"2643","27","0","100","0",,,14.25641279
"2644","1627","91.27","8.73","0","29.29","18.45",454.0848868
"2645","6368","65.69","34.31","0","38.24","14.8",382.6296985
"2646","2863","32.52","67.48","0","42.87","11.82",950.853113
"2647","220","24.55","75.45","0","64.44","16.67",464.4308562
"2648","3172","87.89","12.11","0","37.98","7.53",341.9223596
"2649","10170","61.36","38.64","1.44","33.41","12.71",437.375492
"2650","772","45.98","54.02","0","42.88","25.92",536.2326031
"2651","26","0","100","0",,,361.419271
"2652","1847","19.38","80.62","2.98","45.07","14.25",230.9204151
"2653","5648","50.37","49.63","0.48","32.27","20",467.8233304
"2655","3083","49.21","50.79","0","34.38","19.64",472.1716869
"2657","4735","37.17","62.83","0.49","42.67","23.47",489.6407913
"2659","1310","32.9","67.1","0","32.91","5.1",640.4466534
"2660","4751","62.68","37.32","3.81","41.78","23.74",616.1967573
"2663","355","14.08","85.92","5.92","73.4","18",251.3018801
"2664","6646","60.29","39.71","0","30.47","27.75",958.1256358
"2666","1426","19.85","80.15","0.91","62.37","13.78",112.1336337
"2667","4386","34.97","65.03","3.97","45.93","12.65",235.5173374
"2668","1366","86.02","13.98","0","44.66","19.83",89.94412921
"2669","521","7.29","92.71","0","26.13","26.32",557.21603
"2670","2348","28.92","71.08","0","32.45","28.87",1126.002096
"2671","1266","33.73","66.27","0","45.73","17.56",628.738657
"2672","275","48.36","51.64","0","72.24","26.32",556.3457788
"2673","6469","56.69","43.31","0","30.19","21.52",647.1211955
"2675","4020","75.5","24.5","0","32.66","7.05",445.277843
"2702","1574","97.2","2.8","0","44.67","7.19",93.75223864
"2703","18755","92.66","7.34","3.87","30.19","32.5",700.2753935
"2713","173","10.98","89.02","0","27.5","0",34.21659708
"2715","1343","96.05","3.95","0","27.17","10.31",117.248813
"2717","1962","91.39","8.61","0.31","42.02","12.21",110.9466642
"2718","2513","93.08","6.92","0","34.92","15.56",242.8610837
"2719","7206","90.08","9.92","0","33.49","24.43",581.9463955
"2720","14539","89.74","10.26","0.13","28.05","60.25",1337.711398
"2721","12455","88.36","11.64","0","22.21","64.65",3051.705527
"2723","7370","90.12","9.88","0","19.87","69.11",4615.014518
"2724","8688","90.01","9.99","0.23","25.06","69.41",4675.24664
"2725","1102","86.75","13.25","0","50.96","22.28",464.3310045
"2726","6293","96.46","3.54","0","48.27","17.56",1138.440864
"2738","2456","75.86","24.14","0","39.78","21.04",174.2992794
"2739","3357","77.36","22.64","0","39.57","22.18",193.2174951
"2740","20174","90.73","9.27","0.04","23.96","59.97",3548.291674
"2743","4199","96.48","3.52","4.76","42.73","14.71",227.8446601
"2744","5311","86.58","13.42","0","23.73","65.38",4115.140245
"2745","10767","92.89","7.11","0.81","34.34","41.53",1042.459551
"2746","6889","90.27","9.73","0","12.85","82.46",3255.746524
"2747","7266","95.22","4.78","0.22","38.57","22.97",148.8962287
"2748","5442","86.24","13.76","0.09","53.03","20.26",241.9848416
"2760","10809","94.61","5.39","2.11","27.84","32.81",602.0692285
"2762","3859","92.25","7.75","14.05","35.09","24.44",351.2134294
"2763","652","96.32","3.68","0","29.98","11.46",722.2198462
"2764","1465","100","0","1.98","47.14","9.69",138.2428506
"2766","6729","95.97","4.03","1.86","40.72","15.07",241.7614091
"2767","5381","96.6","3.4","6.65","32.54","17.97",226.1067644
"2769","4428","92.91","7.09","0.7","38.07","9.58",94.3467464
"2770","1890","97.35","2.65","1.16","40.76","8.59",58.77433909
"2771","6209","96.7","3.3","1.11","39.53","12.89",337.7097909
"2777","6634","92.69","7.31","0.77","44.59","13.77",292.8225593
"2779","2359","99.28","0.72","0.93","39.13","5.76",142.8612481
"2780","21154","93.38","6.62","3.65","31.13","39.05",640.2684906
"2790","7183","87.79","12.21","0.67","47.55","16.78",133.7966446
"2791","281","60.5","39.5","0","54.68","28.24",266.5323366
"2802","314","71.02","28.98","0","10.88","70.4",1605.903412
"2804","947","88.7","11.3","1.37","45.76","10.71",93.78035866
"2806","6393","95.59","4.41","0","37.83","11.41",777.9452893
"2807","1856","23.11","76.89","1.99","44.54","25.87",204.3691612
"2808","969","91.74","8.26","0","46.28","21.26",121.674296
"2809","9181","91.95","8.05","0","35.03","34.77",935.4203369
"2812","402","100","0","0","30.88","3.23",60.53994035
"2813","5173","61.86","38.14","4.48","37.56","13.38",141.8477988
"2814","3350","86.66","13.34","5.19","35.5","12.95",74.74902733
"2815","76","100","0","0","78.37","0",18.21701308
"2816","14272","93.22","6.78","5.89","33.27","23.62",376.6083294
"2817","2387","90.53","9.47","4.11","33.77","17.03",47.55277024
"2818","8097","92.21","7.79","1.24","32.99","26.28",370.779488
"2822","2560","91.88","8.12","9.02","39.15","13.56",45.83316026
"2825","2220","90.36","9.64","0.36","40.8","20.04",41.10709534
"2826","301","86.71","13.29","0","70.46","9.58",120.4897113
"2827","884","92.08","7.92","0","44.83","6.14",41.85081594
"2828","3293","95.69","4.31","0","39.08","18.44",690.1306017
"2830","2340","97.86","2.14","0","28.48","22.05",121.2318384
"2831","1337","92.07","7.93","0","48.6","12.51",138.8220903
"2832","1898","90.52","9.48","1.53","29.32","17.93",84.95361295
"2833","439","94.53","5.47","0","52.19","22.65",62.13892655
"2835","2965","76.12","23.88","0","29.22","16.26",313.8348946
"2836","75","100","0","0","31.07","0",243.9701383
"2837","2375","67.83","32.17","0.55","45.91","22.04",115.6779466
"2838","1510","89.54","10.46","0","26.31","52.14",1056.078072
"2839","875","91.77","8.23","30.51","29.49","29.51",203.7562355
"2840","13140","80.67","19.33","0.2","23.3","59.12",1819.549742
"2841","0",,,,,,0
"2842","7779","87.07","12.93","4.05","28.69","47.31",612.4014794
"2852","9879","90.36","9.64","3.16","35.32","25.9",319.9032916
"2857","3655","92.42","7.58","0.38","54.88","12.02",87.53940115
"2858","226","100","0","0","52.88","43.36",390.9914459
"2859","2809","88.04","11.96","0.46","30.81","25.64",99.07371319
"2860","20617","89.14","10.86","0.55","18.41","65.27",3815.091688
"2861","10983","90.79","9.21","1.5","30.22","38.29",3081.302004
"2863","7309","86.32","13.68","0","11.09","80.58",6089.585243
"2864","14286","94.44","5.56","0.15","36.47","25.41",540.7466205
"2865","6858","92.08","7.92","0.17","40.89","27.21",411.8697719
"2871","8112","87.7","12.3","3.97","36.32","23.87",476.0551623
"2872","535","28.41","71.59","0","53.6","9.87",89.94568661
"2873","98","100","0","0","14.74","0",34.76582923
"2874","2415","91.51","8.49","0","36.25","6.83",159.2363458
"2875","229","83.41","16.59","0","29.12","35.08",198.4137206
"2876","130","100","0","0","0","100",1026.195882
"2878","7527","89.15","10.85","3.59","44.98","21.79",258.8410914
"2879","11119","75.71","24.29","2.95","36.21","26.08",297.5114513
"2881","1152","90.45","9.55","0","24.47","35.8",318.7553363
"2882","9305","64.9","35.1","0.57","35.03","32.49",727.2381457
"2885","5431","92.32","7.68","0.15","27.37","46.23",885.5634043
"2886","13497","93","7","0.67","31.12","33.77",904.9354446
"2888","8640","95.17","4.83","0.39","30.7","23.3",1456.91958
"2889","12339","90.84","9.16","0.06","35.71","26.19",1418.723144
"2891","12280","74.12","25.88","0.58","31.04","37.13",465.948956
"2892","1864","95.01","4.99","2.68","35.45","18.07",67.99698652
"2893","14126","92.64","7.36","0","29.39","46.78",1802.562111
"2894","327","100","0","0","36.65","5.2",75.43759201
"2895","19186","88.29","11.71","0.29","21.02","64.09",2474.842678
"2896","4797","92.35","7.65","0","38.73","18.08",201.8926763
"2898","750","88.8","11.2","0","34.86","26.13",64.93256657
"2903","5711","80.9","19.1","0","9.8","81.95",3260.524493
"2904","14237","87.85","12.15","0.21","22.97","51.86",2727.544129
"2905","9735","89.79","10.21","0.6","22.95","54.73",2646.323607
"2906","12151","88.01","11.99","0","19.99","52.31",3750.091902
"2907","10341","87.07","12.93","0","11.73","72.45",4698.652763
"2908","14982","81.64","18.36","0","16.29","55.97",4740.770841
"2909","17584","82.84","17.16","0.3","10.72","71.04",5076.076683
"2910","9206","90.31","9.69","0","29.74","29.24",2669.981999
"2911","7126","92.91","7.09","0","26.05","47.58",2861.477342
"2912","0",,,,,,0
"2914","9390","93.39","6.61","0","34.88","48.24",1921.455155
"2915","7526","95.51","4.49","0","38.89","34.89",1358.213505
"2916","3745","97.73","2.27","0.59","34.82","29.07",1461.471782
"2917","4890","95.77","4.23","0","43.69","22.38",229.1284574
"2919","13070","88.93","11.07","0.08","34.84","32.23",555.5744387
"2920","15100","93.64","6.36","0.25","30.45","37.91",1642.067425
"2921","4729","94.61","5.39","0.27","43.67","16.72",359.4130106
"3031","4276","94.39","5.61","0.72","30.86","7.9",124.1583832
"3032","2040","97.16","2.84","0","30.19","10.65",80.57505912
"3033","1723","99.54","0.46","0","29.71","7.99",86.92256033
"3034","1553","98.33","1.67","4.25","49.39","6.61",47.08467615
"3036","1746","96.39","3.61","0","31.91","2.26",67.05536916
"3037","1877","89.03","10.97","3.36","35.55","11.25",39.01158163
"3038","13975","93.7","6.3","3.18","30.75","37.3",389.9624793
"3042","2860","89.83","10.17","13.01","20.73","13.86",110.1290852
"3043","851","77.32","22.68","4.7","35.74","6.84",27.34839918
"3044","1765","97.17","2.83","1.98","33.97","13.06",104.0186275
"3045","5278","96.72","3.28","2.92","33.37","19.02",147.4338804
"3046","1025","93.66","6.34","0","37.46","7.4",33.20593312
"3047","760","84.47","15.53","2.5","36.3","21.96",28.76749256
"3048","1603","88.27","11.73","16.66","36.16","16.11",54.24864438
"3049","2995","98.63","1.37","1.8","38.43","7.92",94.4730665
"3051","9361","96.72","3.28","1.77","31.31","18.79",330.8812943
"3052","2983","100","0","2.98","44.68","13.38",200.2411923
"3053","9316","96.21","3.79","2.48","35.98","12.93",226.6985474
"3054","10246","97.93","2.07","2.35","29.98","12.59",314.3434465
"3055","6589","94.76","5.24","4.05","25.37","35.94",263.4073336
"3057","923","93.61","6.39","14.73","36.32","9.03",54.72884842
"3060","12997","93.52","6.48","0.39","22.31","66.19",1988.15408
"3062","11664","97.22","2.78","5.94","30.12","29.35",966.5879781
"3063","7085","98.45","1.55","1.17","22.8","38.92",873.5315626
"3064","6176","93.98","6.02","0.24","30.13","42.09",1493.864411
"3070","1985","96.42","3.58","4.13","24.95","8.05",46.15853128
"3071","2092","87.81","12.19","0.72","31.85","11.76",63.94398636
"3076","4907","94.38","5.62","0.37","39.56","10.75",186.4172164
"3077","4346","94.43","5.57","15.23","25.74","18.25",147.5049029
"3079","12011","95.02","4.98","3.9","39.74","23.22",483.8218964
"3082","724","88.26","11.74","4.56","36.29","8.61",25.33673978
"3084","597","84.42","15.58","2.85","37.13","8.73",26.9882819
"3086","1857","88.8","11.2","1.24","31.39","17.34",68.86813655
"3087","5405","92.69","7.31","0","28.52","5.41",202.1041924
"3101","1794","92.36","7.64","0","5.08","90.71",2318.155557
"3102","14473","92.29","7.71","0.44","18.77","61.26",1600.183783
"3103","15237","91.8","8.2","0.09","18.12","54.46",1562.836132
"3104","14489","93.1","6.9","0.25","20.87","52.07",1752.652225
"3106","5241","98.86","1.14","3.78","26.87","21.79",145.0214468
"3109","4180","96.89","3.11","1.72","27.64","25.28",567.7207973
"3110","8129","95.79","4.21","0","28.81","13.6",248.0091463
"3215","1187","6.57","93.43","0","9.84","7.69",24.72589673
"3216","1120","83.3","16.7","2.86","31.6","17.9",29.32751329
"3217","1315","64.64","35.36","6.54","17.46","41.88",120.0153342
"3218","365","86.85","13.15","15.62","45.53","16.4",25.49800681
"3220","3651","80.2","19.8","28.79","28.7","10.08",119.2626851
"3221","1191","72.8","27.2","1.6","33.93","13.61",25.83083171
"3222","4283","53.3","46.7","11.7","32.74","23.92",58.83298859
"3223","2510","54.9","45.1","7.73","28.5","26.78",34.25440332
"3224","1055","89.86","10.14","3.22","37.79","5.38",26.14635092
"3225","2029","61.16","38.84","5.82","36.73","11.28",69.50384367
"3226","809","51.05","48.95","4.2","33.97","13.08",60.16787771
"3227","648","68.83","31.17","0.77","37.59","15.92",9.990274435
"3229","2414","88.19","11.81","7.79","34.87","11.84",55.70720853
"3230","719","76.63","23.37","10.85","31.56","10.34",17.54542351
"3231","147","73.47","26.53","0","11.95","13.89",66.93870203
"3233","84","59.52","40.48","0","41.58","10",149.3059702
"3234","2002","88.56","11.44","15.48","28.06","20.47",58.22085272
"3235","4346","87.37","12.63","3.45","25.65","38.24",146.1412383
"3237","1401","64.24","35.76","1.93","21.33","5.22",37.83974919
"3238","69","72.46","27.54","40.58","62.4","22",25.03324739
"3240","784","62.24","37.76","13.65","26.48","10.86",18.90282337
"3241","782","43.86","56.14","5.12","28.23","9.33",18.82642542
"3242","2028","88.51","11.49","8.88","30.74","25.74",46.06809051
"3243","478","80.33","19.67","14.64","29.11","8.33",18.13372716
"3244","4057","74.46","25.54","6.01","19.69","11.68",49.44786675
"3245","1537","51.2","48.8","8.46","23.05","19.82",50.55123004
"3246","10054","69.3","30.7","4.09","25.1","42.86",503.0853945
"3249","5195","58.67","41.33","11.38","27.4","11.32",133.7620024
"3251","3141","16.87","83.13","3.25","26.69","40.75",20.85571831
"3253","4878","56.42","43.58","6.31","29.2","24.82",125.3552736
"3254","4882","35.11","64.89","2.31","32.25","14.29",82.02944612
"3255","1697","51.56","48.44","0.94","37.58","6.29",46.28723894
"3256","1205","76.76","23.24","10.04","35.3","14.16",31.95609799
"3257","2359","71.98","28.02","0.47","25.83","17.67",103.0449238
"3258","1041","93.76","6.24","6.72","35.04","8.81",49.23195528
"3259","301","50.83","49.17","2.99","25.3","11.76",12.72495183
"3260","389","77.89","22.11","0","31.79","16.17",15.88530154
"3261","2213","73.93","26.07","13.24","29.98","13.26",78.72444984
"3262","1264","33.78","66.22","5.93","34.26","32.55",22.17167123
"3263","1827","92.56","7.44","3.56","22.66","42.34",75.49241462
"3264","2975","75.83","24.17","11.09","26.1","35.82",80.9053809
"3266","1403","63.29","36.71","11.4","37.47","15.77",13.67948434
"3268","474","99.16","0.84","4.43","45.06","3.19",15.6839094
"3269","1629","70.72","29.28","5.16","36.92","15.54",34.34307341
"3273","260","57.69","42.31","0","32.41","6",44.05857317
"3275","4735","93.33","6.67","12.97","30.22","24.82",110.0669817
"3276","3650","89.34","10.66","13.64","30.24","32.51",92.61102449
"3278","1467","75.8","24.2","5.73","29.32","30.49",23.62962695
"3279","566","59.01","40.99","17.84","20.54","15.27",12.36601161
"3280","1164","45.45","54.55","4.38","19.24","5.1",25.56209567
"3281","3693","85.51","14.49","5.66","30.92","12.35",62.52287362
"3282","553","62.57","37.43","10.13","27.06","14.74",13.34060818
"3284","544","62.68","37.32","15.62","31.08","17.3",14.00648579
"3285","2038","51.82","48.18","8.78","26.21","10.23",40.69100283
"3287","776","86.34","13.66","0.39","23.41","22.24",29.62502988
"3290","1837","96.57","3.43","5.06","33.13","5.52",40.12523535
"3291","40","100","0","0","22.64","0",219.5631626
"3293","128","41.41","58.59","7.81","16.92","20.75",78.93641561
"3301","14079","93.6","6.4","4.4","19.6","48.04",285.0415378
"3303","6690","91.85","8.15","8.88","26.03","31.62",99.06443509
"3304","2838","96.97","3.03","0.42","33.46","11.26",100.7756153
"3307","2247","92.35","7.65","9.66","47.23","15.08",45.5036333
"3431","11136","92.82","7.18","3.13","24.05","45.61",187.5658897
"3440","1357","77.23","22.77","2.21","28.66","21.56",37.49216329
"3441","127","70.08","29.92","0","28.11","59.55",32.36953605
