ZCTA,year,totWrkE,eduP,hghRskP,hltCrP,retailP
24217,2018,29,0,0,0,27.59
24219,2018,3922,8.92,16.78,16.57,15.09
24220,2018,274,12.41,31.02,20.44,9.12
24221,2018,166,6.02,60.84,9.64,11.45
24224,2018,1784,7.9,28.14,8.8,13.4
24225,2018,508,3.74,25.39,5.31,11.22
24226,2018,386,5.44,45.34,8.81,9.33
24228,2018,1997,11.27,15.22,16.47,12.27
24230,2018,2676,7.44,18.09,8.48,16.26
24236,2018,1102,11.52,26.95,11.71,9.98
24237,2018,264,0,14.39,39.39,9.85
24239,2018,0,NA,NA,NA,NA
24243,2018,807,11.77,22.43,17.97,6.32
24244,2018,1837,3.59,31.03,20.9,18.62
24245,2018,252,0.79,29.76,31.75,7.14
24246,2018,196,20.92,79.08,0,0
24248,2018,829,13.99,28.83,17.25,11.58
24250,2018,535,10.09,35.51,8.6,8.04
24251,2018,3516,7.94,30.55,16.7,9.98
24256,2018,992,14.92,25.2,12.8,8.77
24258,2018,626,7.19,36.1,16.13,12.46
24260,2018,1543,7,33.25,19.05,6.16
24263,2018,1807,13.34,15.99,22.8,17.82
24265,2018,125,0,22.4,0,37.6
24266,2018,3600,12.14,19.86,14.89,12.39
24269,2018,127,8.66,11.81,20.47,0
24270,2018,413,5.57,49.15,3.15,11.38
24271,2018,1058,10.49,26.56,13.42,18.71
24272,2018,157,0,12.74,18.47,26.75
24273,2018,2581,4.69,17.2,15.54,21
24277,2018,1773,6.82,26.45,21.49,14.27
24279,2018,1493,10.52,19.29,18.35,6.97
24280,2018,312,12.82,28.85,8.65,8.97
24281,2018,992,2.92,36.69,10.69,24.6
24282,2018,179,0,46.93,36.31,15.64
24283,2018,669,7.92,14.5,16.89,17.19
24290,2018,694,3.75,20.46,19.16,14.7
24292,2018,153,3.92,38.56,18.3,0
24293,2018,3541,13.89,20.19,14.46,14.26
24301,2018,6365,10.89,33.81,12.1,10.87
24311,2018,634,3.63,40.85,14.2,10.09
24312,2018,650,13.69,34.92,15.69,8.15
24313,2018,297,10.77,54.21,13.8,7.74
24314,2018,666,2.85,28.98,24.32,9.31
24315,2018,1276,7.37,26.65,11.13,18.34
24316,2018,0,NA,NA,NA,NA
24317,2018,1739,6.9,27.03,22.43,13.46
24318,2018,241,7.88,55.6,7.47,9.54
24319,2018,3283,8.53,31.68,17.33,11.45
24322,2018,62,0,51.61,0,11.29
24323,2018,496,7.06,34.07,24.19,14.72
24324,2018,901,12.65,22.53,8.88,12.43
24325,2018,311,0,43.09,16.08,3.54
24326,2018,578,13.32,28.89,19.2,8.13
24328,2018,622,4.34,51.93,13.99,17.52
24330,2018,1148,2.35,39.46,17.33,23.69
24333,2018,7603,5.48,26.69,17.81,15.39
24340,2018,2609,12.38,27.48,14.18,11.61
24343,2018,4334,9,34.19,13.75,8.49
24347,2018,906,6.51,36.31,8.72,11.92
24348,2018,1630,6.13,31.23,13.07,10.37
24350,2018,565,6.37,24.42,11.5,15.93
24351,2018,245,33.47,15.1,8.57,17.96
24352,2018,415,13.25,16.87,20.48,26.51
24354,2018,5855,8.9,21.3,18,13.94
24360,2018,2701,7.66,29.99,15.66,13
24361,2018,2481,13.7,18.9,18.82,12.94
24363,2018,579,12.26,32.64,15.37,3.45
24366,2018,217,0,13.82,34.1,6.45
24368,2018,2537,8.99,35.71,11.71,15.25
24370,2018,2410,5.31,30.17,20.54,14.85
24374,2018,387,4.65,42.89,5.94,9.56
24375,2018,702,3.13,42.02,16.52,12.11
24377,2018,131,0,59.54,8.4,0
24378,2018,400,7.25,31.5,33,4.75
24380,2018,1259,8.74,31.29,3.49,6.67
24381,2018,2042,9.16,28.11,11.66,17.04
24382,2018,5915,12.16,21.84,16.3,15.28
24401,2018,17048,14.26,17,16.1,12.7
24411,2018,14,100,0,0,0
24412,2018,0,NA,NA,NA,NA
24413,2018,100,19,6,0,24
24415,2018,32,0,0,0,0
24416,2018,4130,12.86,31.16,12.47,9.56
24421,2018,2013,9.89,32.64,14.65,8.25
24422,2018,2274,10.73,22.82,14.69,14.73
24426,2018,5878,6.21,30.42,13.07,15.35
24430,2018,562,3.38,21.17,17.26,21
24431,2018,1151,6.78,24.85,9.47,11.47
24432,2018,166,0,28.92,6.02,4.22
24433,2018,49,0,53.06,22.45,10.2
24435,2018,1210,18.76,34.88,5.21,10.5
24437,2018,218,15.6,49.08,16.51,7.34
24439,2018,530,7.74,27.36,19.25,7.36
24440,2018,1651,9.75,23.14,7.39,9.57
24441,2018,3384,9.57,26.42,14.45,16.73
24442,2018,47,17.02,10.64,63.83,0
24445,2018,1326,11.92,15.01,8.3,8.3
24448,2018,92,5.43,35.87,9.78,10.87
24450,2018,6172,24.21,13.95,12.62,12.54
24457,2018,55,0,50.91,0,7.27
24458,2018,117,17.09,29.06,5.98,12.82
24459,2018,241,0,25.31,5.81,0
24460,2018,679,3.98,39.47,13.4,20.03
24464,2018,44,0,13.64,0,0
24465,2018,560,9.46,25.36,13.57,5
24467,2018,1233,12.9,24.17,14.52,8.11
24471,2018,1024,5.76,35.64,21.88,8.2
24472,2018,574,7.67,31.71,14.46,10.1
24473,2018,454,13.66,20.26,23.57,8.37
24474,2018,107,9.35,18.69,14.95,21.5
24476,2018,46,39.13,60.87,0,0
24477,2018,5406,5.73,25.4,18.11,16.46
24479,2018,804,7.84,22.51,15.92,15.3
24482,2018,2485,12.03,26.92,18.71,13.4
24483,2018,334,19.16,24.55,23.05,15.87
24484,2018,235,11.06,20.85,1.7,7.66
24485,2018,100,7,29,21,8
24486,2018,1806,16.78,21.98,10.74,17.39
24487,2018,115,9.57,48.7,0,29.57
24501,2018,12168,15.93,18.55,17.51,11.46
24502,2018,21670,21.39,14.76,14.5,11.33
24503,2018,8846,18.6,14.81,17.74,8.01
24504,2018,4418,11.88,21.91,11.68,11.34
24517,2018,2288,7.56,25.39,15.6,18.05
24520,2018,928,20.15,39.76,8.73,9.48
24521,2018,4421,10.45,27.37,15.04,11.13
24522,2018,4023,10.12,29.28,15.71,12.43
24523,2018,9319,8.33,22.21,16.75,12.95
24526,2018,693,1.44,31.89,17.32,13.42
24527,2018,1774,10.48,18.94,17.08,17.53
24528,2018,1498,7.14,26.57,22.1,13.82
24529,2018,773,7.37,24.84,12.42,9.7
24530,2018,549,3.83,40.44,12.2,8.74
24531,2018,3150,13.21,31.33,11.75,10.22
24534,2018,569,8.96,24.78,30.05,4.04
24536,2018,108,20.37,0,0,0
24538,2018,2629,13.85,28.15,10.73,8.03
24539,2018,52,0,11.54,23.08,30.77
24540,2018,13495,9.76,23.83,18.07,13.13
24541,2018,11129,9.08,20.89,18.78,11.94
24549,2018,1812,9.16,26.66,13.02,19.65
24550,2018,4080,7.45,26.25,16.99,12.89
24551,2018,12719,16.84,21.38,13.18,10.31
24553,2018,605,1.32,26.94,10.74,30.58
24554,2018,1671,9.28,34.17,12.39,16.58
24555,2018,1114,4.31,28.73,14.45,25.58
24556,2018,1548,6.33,22.29,20.48,14.86
24557,2018,3177,8.25,30.69,16.15,10.83
24558,2018,2533,14.84,28.11,12.28,17.25
24562,2018,154,11.04,40.26,9.09,8.44
24563,2018,2549,5.26,36.13,14.75,9.42
24565,2018,363,14.33,31.13,7.44,10.74
24566,2018,622,4.82,27.81,18.01,4.66
24569,2018,283,1.77,30.04,3.18,13.78
24570,2018,0,NA,NA,NA,NA
24571,2018,1102,10.62,23.59,14.7,16.88
24572,2018,7895,11.31,21.94,14.49,13.29
24574,2018,1769,11.53,29.45,17.07,10.68
24577,2018,1753,9.64,34.91,21.68,8.56
24578,2018,470,24.47,37.66,2.55,5.74
24579,2018,579,16.41,27.98,21.59,12.09
24580,2018,231,8.66,42.86,11.26,3.03
24581,2018,0,NA,NA,NA,NA
24586,2018,2578,5.28,28.01,9.7,21.22
24588,2018,4740,12.74,27.81,16.71,13.06
24589,2018,1487,5.99,26.16,12.44,16.34
24590,2018,4043,10.86,20.13,15.56,11.06
24592,2018,5788,7.08,31.24,13.79,18.69
24593,2018,1104,5.71,28.53,17.12,7.25
24594,2018,517,14.89,24.37,9.28,10.06
24595,2018,194,88.14,0,0,1.55
24597,2018,542,2.21,30.44,26.01,9.23
24598,2018,862,15.55,35.73,14.62,4.87
24599,2018,465,11.61,32.04,12.47,15.48
24601,2018,0,NA,NA,NA,NA
24602,2018,293,0,27.99,15.02,14.68
24603,2018,155,13.55,37.42,9.68,5.16
24604,2018,45,0,80,0,20
24605,2018,3717,11,18.78,18.75,11.43
24606,2018,44,0,0,100,0
24607,2018,55,0,21.82,30.91,20
24609,2018,2982,12.74,25.62,18.48,12.61
24612,2018,48,0,0,56.25,0
24613,2018,287,12.2,17.42,45.3,0
24614,2018,2467,7.99,26.63,14.27,17.19
24620,2018,523,19.12,26,16.83,7.84
24622,2018,274,4.74,36.86,8.39,10.58
24628,2018,150,0,4.67,0,56
24630,2018,2373,9.48,26,19.72,13.78
24631,2018,759,5.8,24.64,18.45,6.06
24634,2018,186,13.44,28.49,11.83,17.2
24635,2018,125,6.4,23.2,1.6,8.8
24637,2018,1450,11.93,27.1,16.97,12.83
24639,2018,884,0,24.89,18.21,13.8
24641,2018,1966,11.65,15.06,10.83,19.68
24646,2018,193,3.63,56.48,7.25,13.99
24649,2018,1026,15.89,16.28,12.67,20.47
24651,2018,2216,9.93,19.49,18.1,11.87
24656,2018,945,2.22,40.21,19.68,6.46
24657,2018,82,0,34.15,21.95,17.07
24701,2018,7076,9.36,11.52,19.43,19.36
24712,2018,677,29.25,8.12,11.52,18.61
24714,2018,61,0,21.31,42.62,13.11
24715,2018,142,10.56,9.86,11.27,23.94
24716,2018,96,0,15.62,15.62,46.88
24719,2018,0,NA,NA,NA,NA
24724,2018,33,12.12,0,66.67,0
24726,2018,137,14.6,9.49,27.74,36.5
24729,2018,61,19.67,18.03,0,0
24731,2018,92,14.13,64.13,21.74,0
24733,2018,296,5.07,17.57,14.53,7.09
24736,2018,197,7.61,28.43,22.84,18.78
24737,2018,40,0,42.5,0,0
24738,2018,95,18.95,0,20,26.32
24740,2018,12276,8.58,15.13,21.81,13.24
24747,2018,792,14.52,8.08,23.74,15.03
24801,2018,948,14.98,22.57,13.5,9.28
24808,2018,169,27.81,23.67,29.59,3.55
24811,2018,175,0,0,19.43,11.43
24813,2018,74,31.08,0,0,35.14
24815,2018,109,0,41.28,12.84,0
24816,2018,0,NA,NA,NA,NA
24817,2018,131,26.72,22.14,13.74,4.58
24818,2018,114,19.3,42.11,7.89,0
24822,2018,202,0,37.62,4.46,32.18
24823,2018,98,0,34.69,0,7.14
24826,2018,10,0,0,0,0
24827,2018,343,8.75,49.85,18.66,9.91
24828,2018,137,11.68,30.66,30.66,16.06
24830,2018,27,0,33.33,11.11,0
24831,2018,20,0,0,0,70
24834,2018,105,0,56.19,23.81,20
24836,2018,154,10.39,27.27,26.62,7.14
24839,2018,578,11.76,41.87,24.91,7.44
24843,2018,33,0,0,60.61,39.39
24844,2018,185,1.62,16.76,9.19,13.51
24845,2018,76,40.79,25,0,0
24846,2018,10,0,100,0,0
24847,2018,96,31.25,38.54,0,0
24848,2018,24,16.67,0,12.5,50
24849,2018,69,0,36.23,30.43,0
24850,2018,162,0,18.52,11.73,25.31
24851,2018,116,0,49.14,31.03,8.62
24853,2018,139,12.23,2.16,33.81,8.63
24854,2018,55,0,47.27,0,0
24857,2018,276,34.78,0,16.3,14.49
24860,2018,44,47.73,0,0,52.27
24861,2018,34,29.41,14.71,14.71,0
24862,2018,40,25,35,0,40
24866,2018,100,0,19,6,14
24867,2018,64,0,68.75,0,0
24868,2018,271,8.12,13.65,18.45,21.03
24869,2018,129,10.08,27.91,0,8.53
24870,2018,651,8.29,28.42,21.81,8.76
24871,2018,37,27.03,0,45.95,0
24872,2018,96,75,0,0,0
24873,2018,225,0,37.78,30.22,16.44
24874,2018,999,18.02,13.21,19.12,10.31
24878,2018,43,0,0,20.93,0
24879,2018,170,16.47,0,65.29,18.24
24880,2018,74,0,33.78,36.49,14.86
24881,2018,46,0,26.09,0,0
24882,2018,48,0,45.83,0,0
24884,2018,60,0,16.67,0,0
24887,2018,6,0,100,0,0
24888,2018,24,20.83,25,0,25
24892,2018,363,12.4,31.13,21.76,23.14
24894,2018,25,0,64,36,0
24898,2018,58,0,46.55,53.45,0
24901,2018,4163,9.94,13.86,18.04,14.6
24910,2018,1566,5.68,19.67,23.31,10.09
24915,2018,179,7.82,52.51,5.59,4.47
24916,2018,310,3.23,38.71,3.55,10.32
24918,2018,787,9.4,48.79,14.23,6.99
24920,2018,101,0,14.85,15.84,0
24924,2018,203,11.82,29.56,11.33,20.69
24925,2018,228,5.26,10.09,35.09,25
24927,2018,73,8.22,16.44,0,0
24931,2018,417,4.8,14.39,18.71,14.63
24934,2018,113,6.19,23.01,12.39,11.5
24935,2018,241,11.2,5.39,9.54,12.45
24938,2018,624,12.18,9.29,33.17,12.5
24941,2018,492,0,42.28,16.26,1.63
24944,2018,184,9.24,1.09,4.35,2.72
24945,2018,115,20,0,0,24.35
24946,2018,458,16.16,20.74,23.58,8.73
24951,2018,658,14.29,28.12,25.53,6.84
24954,2018,1704,8.45,22.18,18.25,7.86
24957,2018,118,12.71,33.05,20.34,0
24962,2018,16,0,0,100,0
24963,2018,1507,9.22,39.28,14.47,17.19
24966,2018,764,2.88,31.28,24.08,9.55
24970,2018,1823,5.98,21.78,22.33,10.42
24974,2018,120,0,81.67,0,0
24976,2018,572,5.42,40.03,16.08,11.71
24977,2018,208,23.08,31.25,18.75,0
24981,2018,136,30.15,16.18,13.97,0
24983,2018,700,9.86,31.29,10.57,12.71
24984,2018,18,0,100,0,0
24986,2018,1854,5.93,12.68,14.51,11.87
24991,2018,319,32.92,12.54,7.84,17.55
25002,2018,0,NA,NA,NA,NA
25003,2018,1091,10.27,28.51,19.07,10.08
25005,2018,100,0,18,46,0
25007,2018,164,0,19.51,15.24,26.22
25008,2018,21,0,66.67,0,0
25009,2018,379,4.75,30.34,10.82,27.18
25011,2018,284,11.62,26.06,13.38,7.04
25015,2018,1824,8.17,14.25,17.49,13.65
25019,2018,197,0,45.18,3.55,8.63
25021,2018,72,8.33,26.39,11.11,0
25022,2018,28,0,0,0,0
25024,2018,84,4.76,14.29,16.67,8.33
25025,2018,45,48.89,51.11,0,0
25028,2018,61,0,0,21.31,29.51
25030,2018,78,0,51.28,48.72,0
25031,2018,228,19.74,35.96,0,0
25033,2018,819,3.79,38.83,8.42,6.59
25035,2018,65,0,0,67.69,0
25036,2018,79,0,0,56.96,0
25039,2018,280,7.5,13.57,14.29,3.57
25040,2018,148,13.51,12.16,0,0
25043,2018,392,25,30.61,14.8,11.73
25044,2018,58,10.34,58.62,15.52,0
25045,2018,1698,5.36,32.86,7.36,7.3
25047,2018,28,0,57.14,0,25
25048,2018,11,0,0,0,100
25049,2018,231,23.38,25.97,14.72,16.88
25051,2018,105,0,58.1,21.9,11.43
25053,2018,1326,16.59,28.28,16.14,5.51
25054,2018,229,0,0,13.1,12.66
25057,2018,118,0,25.42,27.97,0
25059,2018,143,4.2,34.97,18.18,8.39
25060,2018,128,9.38,35.16,0,21.09
25061,2018,135,8.89,0,62.22,0
25062,2018,16,0,50,0,0
25063,2018,568,7.75,14.08,32.57,14.44
25064,2018,4331,9.93,10.71,23.3,10
25067,2018,430,2.56,22.79,15.35,14.88
25070,2018,620,2.9,27.1,18.23,15.48
25071,2018,4032,9.2,12.97,18.75,12.57
25075,2018,129,9.3,20.93,33.33,10.85
25076,2018,88,0,37.5,35.23,13.64
25081,2018,468,10.47,29.27,17.95,5.34
25082,2018,675,8.3,25.93,16.89,9.93
25083,2018,310,0,12.9,39.35,5.16
25085,2018,365,9.59,22.19,8.22,16.71
25086,2018,266,18.05,11.28,14.66,10.15
25088,2018,21,0,0,0,0
25090,2018,80,0,0,42.5,22.5
25093,2018,22,0,0,0,100
25102,2018,59,11.86,1.69,27.12,11.86
25103,2018,53,0,47.17,13.21,0
25106,2018,204,0,9.31,20.59,4.41
25107,2018,225,0,6.22,44.89,14.67
25108,2018,144,8.33,5.56,0,10.42
25109,2018,362,0,28.73,14.92,38.95
25110,2018,84,0,21.43,7.14,0
25111,2018,207,6.28,36.23,17.87,16.43
25112,2018,63,42.86,7.94,0,22.22
25113,2018,228,8.77,41.23,16.23,18.42
25114,2018,53,0,22.64,7.55,26.42
25115,2018,12,0,0,0,0
25118,2018,297,13.8,13.13,17.17,18.86
25119,2018,83,0,0,21.69,10.84
25121,2018,272,0,23.16,19.12,24.26
25123,2018,1054,6.74,36.34,9.39,8.73
25124,2018,711,20.53,17.72,23.07,3.94
25125,2018,273,17.58,28.94,14.29,6.23
25126,2018,0,NA,NA,NA,NA
25130,2018,1026,10.92,20.47,21.64,16.57
25132,2018,51,0,35.29,0,0
25133,2018,230,16.96,22.17,18.7,32.17
25134,2018,139,0,20.14,0,48.92
25136,2018,663,14.93,20.81,23.08,9.05
25139,2018,124,20.16,27.42,7.26,0
25140,2018,264,21.97,32.95,14.02,6.44
25141,2018,42,33.33,23.81,0,0
25142,2018,105,0,44.76,29.52,25.71
25143,2018,3625,5.79,13.05,18.81,13.08
25148,2018,113,0,17.7,15.04,0
25149,2018,68,10.29,63.24,26.47,0
25152,2018,87,8.05,25.29,57.47,0
25154,2018,171,12.87,40.35,31.58,0
25156,2018,54,0,0,33.33,0
25159,2018,2133,8.67,16.97,12.8,15
25160,2018,12,0,0,0,0
25161,2018,194,0,17.01,10.31,13.4
25162,2018,181,32.04,20.44,19.34,3.87
25164,2018,392,9.69,37.5,17.35,8.93
25165,2018,272,11.76,19.49,19.85,22.43
25168,2018,1034,4.93,19.44,13.35,16.54
25169,2018,137,13.14,0,27.01,0
25173,2018,137,41.61,0,10.22,10.95
25174,2018,126,11.11,44.44,0,0
25177,2018,9898,8.02,15.61,14.62,12.27
25180,2018,27,0,0,0,100
25181,2018,304,15.13,43.42,8.22,4.28
25183,2018,44,0,0,43.18,0
25185,2018,0,NA,NA,NA,NA
25186,2018,393,9.92,3.82,10.18,25.45
25187,2018,175,29.71,8,15.43,10.29
25193,2018,181,1.66,37.57,22.65,2.21
25201,2018,0,NA,NA,NA,NA
25202,2018,546,2.93,13.55,35.71,4.58
25203,2018,0,NA,NA,NA,NA
25204,2018,61,0,18.03,70.49,0
25205,2018,24,0,0,0,50
25206,2018,160,3.75,38.12,38.12,20
25208,2018,242,14.05,44.21,19.01,4.13
25209,2018,527,1.33,28.08,10.06,27.32
25211,2018,38,0,0,0,100
25213,2018,3208,7.92,21.98,13.03,8.32
25214,2018,138,0,46.38,0,0
25234,2018,312,4.17,36.86,25,22.12
25235,2018,317,11.99,28.08,9.46,14.83
25239,2018,710,7.46,25.35,11.97,23.94
25241,2018,934,1.28,35.55,21.09,4.71
25243,2018,150,0,27.33,30,26.67
25244,2018,248,8.87,12.5,11.69,12.5
25245,2018,152,0,62.5,9.87,8.55
25247,2018,242,0,16.12,30.17,14.46
25248,2018,1191,12.09,20.82,21.24,5.12
25251,2018,87,12.64,27.59,16.09,34.48
25252,2018,572,2.45,23.43,14.51,18.71
25253,2018,967,3.31,27.2,24.41,12.51
25259,2018,150,22,53.33,0,0
25260,2018,471,6.16,23.99,25.48,12.74
25261,2018,26,0,61.54,3.85,0
25262,2018,358,0,26.26,27.93,17.32
25264,2018,101,0,86.14,0,13.86
25265,2018,596,10.07,25,16.61,8.39
25266,2018,196,6.63,36.22,9.18,3.06
25267,2018,162,19.14,21.6,5.56,20.37
25268,2018,277,9.75,28.88,5.78,14.08
25270,2018,276,14.86,27.9,21.01,6.88
25271,2018,4020,11.42,20.37,16.77,10.75
25275,2018,997,7.82,27.88,12.84,10.43
25276,2018,2524,10.94,21.55,24.25,15.45
25285,2018,265,20.38,21.89,12.83,0
25286,2018,400,5,8.25,22.75,12
25287,2018,272,9.19,30.51,38.6,4.04
25301,2018,1013,10.96,5.13,29.42,6.32
25302,2018,6665,9.24,9.95,17.96,13.59
25303,2018,3370,9.2,7.39,16.97,11.42
25304,2018,3878,17.38,12.12,18.82,8.64
25305,2018,0,NA,NA,NA,NA
25306,2018,3137,5.23,17.41,22.66,7.11
25309,2018,5978,3.16,10.77,29.79,11.32
25311,2018,4928,3.15,12.07,18.99,9.33
25312,2018,5811,7.38,16.78,16.47,9.5
25313,2018,5499,8.18,14.13,17.04,10.86
25314,2018,6739,9.7,10.14,19.29,11.38
25315,2018,1199,4.5,13.34,24.94,12.59
25320,2018,2866,5.86,15.74,12.74,13.05
25401,2018,5893,7.09,16.51,13.34,20.16
25403,2018,6188,9.83,10.75,16.52,12.41
25404,2018,10185,8.29,13.77,13.25,14.46
25405,2018,6920,10.35,21.73,14.23,8.64
25411,2018,5655,8.81,19.43,18.21,14.48
25413,2018,4368,7.76,22.48,13.9,14.38
25414,2018,8701,10.79,12.93,9.71,10.76
25419,2018,5894,7.28,16.68,11.93,13.84
25420,2018,2007,8.32,22.37,10.36,6.63
25422,2018,621,1.61,35.27,10.31,15.14
25425,2018,6688,10.65,21.74,8.96,10.24
25427,2018,6571,8.96,22.1,9.88,13.19
25428,2018,6055,6.8,23.1,12.73,10.88
25430,2018,3548,8.99,23.11,12.82,7.95
25431,2018,138,0,54.35,17.39,7.97
25432,2018,43,13.95,27.91,20.93,0
25434,2018,1122,8.47,32.44,6.15,8.56
25437,2018,193,0,25.39,10.36,9.84
25438,2018,3489,7.91,19.43,10.46,13.44
25442,2018,803,13.08,32,11.21,9.34
25443,2018,3939,19.01,9.6,12.49,13.91
25444,2018,174,16.09,14.94,6.9,9.77
25446,2018,683,6.44,21.67,5.71,7.61
25501,2018,418,0,33.73,8.37,0
25502,2018,460,25.22,25.87,30.65,4.13
25503,2018,488,3.69,32.17,16.39,17.01
25504,2018,5753,9.54,10.69,20.58,12.69
25505,2018,97,23.71,22.68,0,0
25506,2018,1541,5.52,25.37,18.69,13.5
25507,2018,298,10.07,11.07,36.58,28.19
25508,2018,2597,8.51,28.8,14.52,11.59
25510,2018,2291,10.21,13.44,26.15,19.69
25511,2018,264,8.71,31.82,33.71,0
25512,2018,167,34.13,25.75,3.59,25.15
25514,2018,999,4.2,32.93,13.51,12.61
25515,2018,562,9.61,39.5,17.79,3.2
25517,2018,463,6.26,23.33,12.96,16.63
25520,2018,500,11,18.6,16.6,6
25521,2018,367,14.17,19.07,29.97,11.44
25523,2018,897,10.26,18.73,21.85,6.58
25524,2018,1088,10.29,17.92,13.79,17.1
25526,2018,9976,7.85,15.71,19.38,12.03
25529,2018,129,0,16.28,15.5,13.95
25530,2018,2377,4.84,22.17,20.91,19.69
25534,2018,46,21.74,10.87,26.09,13.04
25535,2018,1229,15.38,10.82,28.64,15.7
25537,2018,538,8.74,34.2,24.35,13.38
25540,2018,10,100,0,0,0
25541,2018,4088,10.86,19.77,22.33,12.35
25545,2018,1930,9.48,17.67,22.8,18.55
25547,2018,192,0,6.25,42.19,0
25550,2018,3043,3.25,29.28,19.98,15.68
25555,2018,530,8.49,32.08,4.91,7.55
25557,2018,458,14.41,30.57,19.21,20.52
25559,2018,728,17.45,18.82,27.47,14.01
25560,2018,4330,9.98,25.45,20.72,12.91
25564,2018,463,6.91,23.33,9.29,11.02
25565,2018,195,18.46,12.82,11.28,30.26
25567,2018,177,6.78,12.43,21.47,0
25570,2018,1487,6.39,13.11,20.31,11.9
25571,2018,820,19.27,17.56,12.93,19.39
25573,2018,211,0,0,65.4,28.44
25601,2018,2106,6.74,14.29,23.84,14.81
25606,2018,394,1.27,28.93,20.56,4.06
25607,2018,376,0,35.9,18.35,4.26
25608,2018,256,18.36,26.95,5.08,33.98
25611,2018,280,6.79,70,3.57,0
25617,2018,334,26.35,17.66,5.99,28.74
25621,2018,482,8.92,40.25,13.07,9.13
25624,2018,76,0,34.21,0,0
25625,2018,302,31.46,23.18,12.25,0
25628,2018,36,0,25,30.56,0
25630,2018,115,0,25.22,12.17,9.57
25632,2018,69,0,0,0,33.33
25634,2018,98,5.1,30.61,16.33,15.31
25635,2018,531,3.77,18.08,15.63,15.07
25637,2018,165,0,33.33,23.03,3.64
25638,2018,322,0,25.78,14.6,14.91
25639,2018,110,0,0,31.82,24.55
25644,2018,166,0,0,12.65,21.08
25646,2018,352,0,17.05,32.39,28.69
25647,2018,363,17.91,4.96,33.88,14.33
25649,2018,445,0,46.74,28.31,18.43
25650,2018,39,0,35.9,0,0
25651,2018,176,0,53.98,22.73,7.95
25652,2018,358,10.06,40.78,17.6,12.57
25653,2018,111,35.14,12.61,0,52.25
25654,2018,66,0,54.55,33.33,0
25661,2018,1799,19.18,13.34,25.46,12.01
25666,2018,134,31.34,41.04,27.61,0
25669,2018,311,10.61,19.29,14.15,21.54
25670,2018,1648,6.92,27.73,25.91,14.62
25671,2018,341,8.21,36.36,19.35,5.87
25672,2018,47,0,100,0,0
25674,2018,743,11.71,17.9,21.4,14.54
25676,2018,429,16.55,36.13,7.23,13.05
25678,2018,425,3.06,12,27.76,16.94
25688,2018,112,23.21,0,76.79,0
25690,2018,146,18.49,23.29,8.22,0
25692,2018,176,0,28.98,30.11,11.93
25696,2018,50,24,22,22,0
25699,2018,32,0,0,71.88,0
25701,2018,9263,11.34,9.92,23.57,12.5
25702,2018,2417,9.97,13.57,27.6,12.66
25703,2018,2429,13.96,4.45,15.11,25.2
25704,2018,6441,11.52,15.28,24.19,10.15
25705,2018,9244,12.62,11.6,23.99,15.77
25801,2018,13098,8.05,14.72,23.06,14.36
25810,2018,128,16.41,14.84,0,37.5
25811,2018,23,0,0,43.48,0
25812,2018,630,13.97,23.49,10,13.02
25813,2018,2492,3.33,23.68,15.41,18.58
25817,2018,293,0,41.98,21.84,10.58
25818,2018,234,12.82,32.05,5.13,26.5
25820,2018,180,23.89,24.44,15.56,0
25823,2018,707,2.26,15.7,16.83,16.27
25825,2018,1123,4.81,16.56,30.37,15.05
25826,2018,126,61.11,38.89,0,0
25827,2018,715,5.45,4.9,27.27,8.67
25831,2018,666,11.86,36.19,13.36,15.77
25832,2018,1699,6.18,7.42,25.37,7
25836,2018,124,0,0,0,38.71
25837,2018,89,28.09,51.69,0,0
25839,2018,258,0,49.22,0,17.83
25840,2018,3492,8.53,20.59,18.13,19.19
25841,2018,84,0,26.19,25,0
25843,2018,293,13.65,0,9.22,32.08
25844,2018,344,14.24,59.59,0,12.79
25845,2018,116,13.79,11.21,11.21,0
25846,2018,87,0,12.64,0,25.29
25848,2018,84,27.38,0,26.19,7.14
25849,2018,124,0,26.61,0,0
25853,2018,0,NA,NA,NA,NA
25854,2018,415,2.65,33.98,22.41,14.94
25855,2018,12,0,0,0,100
25857,2018,29,0,0,0,0
25862,2018,29,0,62.07,0,0
25864,2018,95,0,28.42,26.32,16.84
25865,2018,452,0.44,36.06,21.9,15.27
25868,2018,160,0,48.12,14.38,0
25870,2018,47,0,29.79,36.17,0
25871,2018,187,0,20.86,18.72,19.79
25873,2018,207,0,38.16,17.39,14.98
25875,2018,174,0,28.74,14.94,0
25876,2018,59,20.34,0,25.42,0
25878,2018,276,19.57,35.14,0,4.71
25879,2018,42,0,54.76,0,0
25880,2018,2469,10.94,13.97,18.75,17.82
25882,2018,804,11.57,15.17,22.51,12.06
25901,2018,3939,9.57,15.46,20.34,14.22
25902,2018,30,26.67,73.33,0,0
25904,2018,128,5.47,13.28,6.25,0
25906,2018,175,0,22.29,21.71,0
25907,2018,27,0,51.85,48.15,0
25908,2018,52,0,38.46,25,0
25911,2018,36,0,0,30.56,30.56
25913,2018,60,0,26.67,0,0
25915,2018,34,2.94,8.82,38.24,8.82
25916,2018,51,0,23.53,50.98,0
25917,2018,693,1.59,15.3,6.78,22.66
25918,2018,1904,9.77,14.02,27.94,7.88
25920,2018,215,8.37,0,8.84,20.93
25921,2018,759,3.69,23.45,16.6,11.59
