ZCTA,totalP,totalP_hh,totalP_fhh,nonRel_fhh,nonRel_fhhR,totalP_nfhh,nonRel_nfhh,nonRel_nfhhR,groupQuar,groupQuarR
95205,38544,38243,34517,1594,4.62,3726,956,25.66,1482,3.84
95641,1548,1548,1198,29,2.42,350,51,14.57,146,9.43
95642,6826,6607,5383,188,3.49,1224,90,7.35,356,5.22
95648,52394,52229,45537,1274,2.8,6692,1324,19.78,1897,3.62
95661,31327,30712,25645,690,2.69,5067,970,19.14,1362,4.35
95670,54648,54250,45123,2075,4.6,9127,2172,23.8,3204,5.86
95683,6279,6228,5570,97,1.74,658,42,6.38,149,2.37
95688,37227,37090,32972,1231,3.73,4118,844,20.5,1547,4.16
95701,806,786,669,37,5.53,117,25,21.37,53,6.58
95715,91,91,65,4,6.15,26,5,19.23,18,19.78
95721,15,15,0,0,,15,0,0.0,15,100.0
95736,198,121,121,0,0.0,0,0,,0,0.0
95776,23375,22827,20632,416,2.02,2195,488,22.23,844,3.61
95814,11340,9240,2569,84,3.27,6671,1269,19.02,3133,27.63
95832,11518,11133,10416,468,4.49,717,184,25.66,120,1.04
95837,305,305,236,17,7.2,69,30,43.48,33,10.82
95612,1078,1078,920,20,2.17,158,20,12.66,66,6.12
95614,3961,3961,3546,113,3.19,415,31,7.47,178,4.49
95636,1087,1087,827,12,1.45,260,105,40.38,58,5.34
95675,607,607,562,0,0.0,45,0,0.0,32,5.27
95685,4711,4709,3901,165,4.23,808,117,14.48,271,5.75
95687,68069,61508,52486,1636,3.12,9022,2008,22.26,3025,4.44
95722,4822,4806,4236,0,0.0,570,70,12.28,283,5.87
95735,10,10,6,0,0.0,4,0,0.0,4,40.0
95747,65335,65161,57861,1248,2.16,7300,1553,21.27,2013,3.08
95820,35477,35175,26977,1341,4.97,8198,2682,32.72,2582,7.28
95827,21185,20766,17298,913,5.28,3468,1177,33.94,1064,5.02
95903,1630,1044,1016,0,0.0,28,4,14.29,5,0.31
95916,1216,1216,985,52,5.28,231,46,19.91,122,10.03
95941,497,497,301,0,0.0,196,53,27.04,39,7.85
95945,25519,24931,18746,959,5.12,6185,1230,19.89,1708,6.69
95954,13495,13495,10917,545,4.99,2578,709,27.5,791,5.86
95962,1278,1278,1079,12,1.11,199,0,0.0,127,9.94
95969,27967,27470,21857,1158,5.3,5613,871,15.52,2002,7.16
92056,53845,53661,45032,1792,3.98,8629,2229,25.83,2662,4.94
95971,6254,6011,4901,265,5.41,1110,263,23.69,310,4.96
95975,1584,1584,1256,20,1.59,328,44,13.41,239,15.09
95977,1617,1610,1360,45,3.31,250,30,12.0,127,7.85
95986,53,53,29,0,0.0,24,8,33.33,16,30.19
95002,2146,2141,1982,87,4.39,159,56,35.22,46,2.14
95006,9238,9238,7230,297,4.11,2008,477,23.75,797,8.63
95019,7703,7703,6970,355,5.09,733,94,12.82,365,4.74
95119,10472,10359,9423,159,1.69,936,297,31.73,335,3.2
95127,65686,64775,60242,2698,4.48,4533,1625,35.85,1550,2.36
95128,37665,36648,29360,1048,3.57,7288,2279,31.27,2590,6.88
80939,0,0,0,0,,0,0,,0,
80951,4435,4435,3872,203,5.24,563,273,48.49,118,2.66
80443,4340,4284,2578,0,0.0,1706,804,47.13,468,10.78
80515,1069,934,734,0,0.0,200,34,17.0,112,10.48
58458,1162,1119,917,7,0.76,202,32,15.84,107,9.21
58463,649,649,455,1,0.22,194,27,13.92,72,11.09
58482,990,990,855,22,2.57,135,6,4.44,77,7.78
58486,247,247,212,0,0.0,35,9,25.71,15,6.07
58544,582,582,495,6,1.21,87,1,1.15,56,9.62
58565,237,237,179,0,0.0,58,4,6.9,45,18.99
58577,1895,1873,1543,41,2.66,330,32,9.7,208,10.98
58579,1519,1486,1275,24,1.88,211,38,18.01,105,6.91
58656,509,509,448,10,2.23,61,5,8.2,29,5.7
58710,524,524,447,2,0.45,77,10,12.99,46,8.78
58713,18,18,16,0,0.0,2,0,0.0,2,11.11
58718,841,841,760,2,0.26,81,0,0.0,59,7.02
58721,544,544,436,1,0.23,108,12,11.11,75,13.79
58737,192,187,165,7,4.24,22,0,0.0,16,8.33
58740,775,775,635,13,2.05,140,44,31.43,69,8.9
61416,294,294,190,0,0.0,104,45,43.27,21,7.14
61421,1300,1300,1095,47,4.29,205,27,13.17,100,7.69
61430,677,677,520,7,1.35,157,36,22.93,69,10.19
61747,1479,1391,1139,5,0.44,252,57,22.62,66,4.46
61743,205,205,167,3,1.8,38,6,15.79,17,8.29
61744,1865,1865,1631,18,1.1,234,45,19.23,79,4.24
61749,461,461,382,9,2.36,79,15,18.99,32,6.94
61752,4389,4309,3638,60,1.65,671,154,22.95,161,3.67
61761,55222,50055,33375,616,1.85,16680,7665,45.95,4123,7.47
61764,14026,12063,9938,289,2.91,2125,329,15.48,720,5.13
61770,1138,1138,903,0,0.0,235,68,28.94,95,8.35
61802,19349,18767,13510,278,2.06,5257,1154,21.95,1937,10.01
61811,678,678,634,18,2.84,44,11,25.0,30,4.42
61841,1341,1341,1143,20,1.75,198,38,19.19,99,7.38
61842,2727,2674,2236,47,2.1,438,36,8.22,162,5.94
61847,1239,1162,979,22,2.25,183,29,15.85,51,4.12
61876,561,561,494,8,1.62,67,6,8.96,34,6.06
61911,5071,5024,4604,58,1.26,420,43,10.24,143,2.82
61920,24001,20547,13986,730,5.22,6561,2174,33.14,2196,9.15
61937,2132,2115,1721,27,1.57,394,67,17.01,176,8.26
61953,6067,6039,4770,165,3.46,1269,213,16.78,571,9.41
61606,7870,6101,3456,153,4.43,2645,1424,53.84,728,9.25
61615,23168,23064,18556,466,2.51,4508,567,12.58,1857,8.02
62338,1316,1316,1239,27,2.18,77,10,12.99,27,2.05
62341,3454,3392,2922,86,2.94,470,59,12.55,181,5.24
62345,391,391,349,0,0.0,42,3,7.14,26,6.65
62351,1879,1821,1586,14,0.88,235,29,12.34,125,6.65
62352,232,232,175,3,1.71,57,8,14.04,13,5.6
62353,5346,3475,2742,64,2.33,733,125,17.05,304,5.69
62358,884,884,791,26,3.29,93,27,29.03,29,3.28
62990,810,810,744,2,0.27,66,0,0.0,35,4.32
62976,361,361,268,3,1.12,93,11,11.83,23,6.37
62977,744,744,652,1,0.15,92,9,9.78,48,6.45
62982,960,939,767,18,2.35,172,16,9.3,48,5.0
62992,690,685,554,0,0.0,131,6,4.58,52,7.54
62995,5928,3674,2994,39,1.3,680,83,12.21,268,4.52
62441,6786,6686,5667,192,3.39,1019,203,19.92,332,4.89
62447,3615,3543,3025,60,1.98,518,97,18.73,191,5.28
71674,636,636,526,3,0.57,110,4,3.64,56,8.81
71971,645,645,603,0,0.0,42,0,0.0,8,1.24
71823,39,39,26,2,7.69,13,0,0.0,11,28.21
91105,12191,11768,8849,148,1.67,2919,684,23.43,867,7.11
91016,41671,41433,35410,1239,3.5,6023,1521,25.25,2116,5.08
91108,13538,13432,12648,236,1.87,784,153,19.52,186,1.37
91204,18720,18271,15219,353,2.32,3052,941,30.83,954,5.1
91303,31053,30951,25971,1307,5.03,4980,1689,33.92,1880,6.05
91306,49158,48809,42526,1716,4.04,6283,2469,39.3,1957,3.98
91331,105799,105228,100136,5606,5.6,5092,1437,28.22,1651,1.56
91604,32117,31789,22059,395,1.79,9730,2507,25.77,3376,10.51
91608,0,0,0,0,,0,0,,0,
91702,62348,56602,51413,2412,4.69,5189,1895,36.52,1469,2.36
91024,11006,11001,9020,61,0.68,1981,321,16.2,661,6.01
91106,25375,24320,16445,449,2.73,7875,2446,31.06,2837,11.18
91107,32364,32046,26560,473,1.78,5486,1205,21.97,2057,6.36
91355,31455,30793,25397,598,2.35,5396,1384,25.65,1814,5.77
91401,41412,41165,32835,1548,4.71,8330,2386,28.64,2748,6.64
91381,20371,20371,18022,455,2.52,2349,631,26.86,771,3.78
91406,55215,55162,46568,2260,4.85,8594,2737,31.85,3166,5.73
91423,33737,33586,23003,400,1.74,10583,3266,30.86,2894,8.58
91502,11598,11593,8334,241,2.89,3259,731,22.43,1126,9.71
91602,19358,19347,11403,215,1.89,7944,2200,27.69,2977,15.38
91706,77342,76871,73372,2503,3.41,3499,1016,29.04,1210,1.56
91710,90582,75036,68670,2578,3.75,6366,1964,30.85,2098,2.32
91711,36854,32288,27439,624,2.27,4849,1233,25.43,1480,4.02
91906,4351,4215,3644,109,2.99,571,225,39.4,145,3.33
91913,53072,53043,50000,1300,2.6,3043,889,29.21,1139,2.15
91942,40205,39532,29659,1339,4.51,9873,2616,26.5,2768,6.88
91948,15,15,0,0,,15,0,0.0,15,100.0
91962,2378,2378,2147,55,2.56,231,41,17.75,83,3.49
91978,10518,10495,9301,288,3.1,1194,360,30.15,339,3.22
91001,37711,37311,32582,956,2.93,4729,1290,27.28,1438,3.81
86337,1305,1305,1096,16,1.46,209,34,16.27,95,7.28
86338,464,444,349,0,0.0,95,27,28.42,52,11.21
86432,3735,3735,3097,0,0.0,638,212,33.23,234,6.27
86024,649,649,552,0,0.0,97,2,2.06,49,7.55
86035,2095,2095,1945,40,2.06,150,19,12.67,67,3.2
86040,10821,10754,9662,245,2.54,1092,302,27.66,439,4.06
86322,12002,11229,9572,219,2.29,1657,280,16.9,669,5.57
86343,68,68,44,0,0.0,24,0,0.0,10,14.71
86547,1232,1232,1158,0,0.0,74,4,5.41,43,3.49
86556,2073,1746,1611,52,3.23,135,3,2.22,60,2.89
86047,15393,13501,12066,345,2.86,1435,218,15.19,671,4.36
86003,3,3,0,0,,3,0,0.0,3,100.0
79942,22,22,22,0,0.0,0,0,,0,0.0
79040,2007,2007,1848,44,2.38,159,17,10.69,90,4.48
79018,321,321,273,6,2.2,48,2,4.17,16,4.98
79744,1320,1320,1207,5,0.41,113,0,0.0,65,4.92
79846,105,105,105,0,0.0,0,0,,0,0.0
79718,886,886,778,0,0.0,108,0,0.0,70,7.9
79834,213,191,123,3,2.44,68,32,47.06,15,7.04
79061,406,406,381,15,3.94,25,0,0.0,5,1.23
79095,2692,2625,2334,108,4.63,291,35,12.03,101,3.75
79925,39711,39327,33473,717,2.14,5854,634,10.83,2892,7.28
79525,2207,2207,1872,17,0.91,335,87,25.97,89,4.03
79528,719,677,538,0,0.0,139,7,5.04,34,4.73
79533,412,412,229,4,1.75,183,110,60.11,31,7.52
79539,169,169,134,0,0.0,35,2,5.71,15,8.88
84095,68803,68803,64283,1439,2.24,4520,847,18.74,1686,2.45
84318,4526,4526,4280,98,2.29,246,69,28.05,44,0.97
84542,1522,1522,1295,19,1.47,227,30,13.22,85,5.58
84750,785,770,726,6,0.83,44,0,0.0,14,1.78
84035,394,394,375,0,0.0,19,0,0.0,19,4.82
84305,788,788,739,0,0.0,49,7,14.29,21,2.66
84341,23426,23084,18971,302,1.59,4113,1927,46.85,1013,4.32
84535,3170,2936,2739,18,0.66,197,60,30.46,54,1.7
84724,1208,1208,1109,43,3.88,99,13,13.13,32,2.65
81328,4700,4643,3865,148,3.83,778,231,29.69,203,4.32
81415,1506,1506,1381,0,0.0,125,4,3.2,31,2.06
81418,1736,1677,1391,26,1.87,286,59,20.63,97,5.59
81425,5582,5475,4810,30,0.62,665,82,12.33,314,5.63
81431,364,364,284,0,0.0,80,12,15.0,49,13.46
81504,28669,28644,23701,931,3.93,4943,1063,21.51,1937,6.76
81521,15781,15681,13504,72,0.53,2177,361,16.58,805,5.1
81128,100,100,88,0,0.0,12,0,0.0,8,8.0
81130,793,773,648,54,8.33,125,21,16.8,49,6.18
81330,94,60,38,0,0.0,22,0,0.0,0,0.0
85610,978,943,794,0,0.0,149,10,6.71,111,11.35
85614,23617,23479,17354,206,1.19,6125,637,10.4,1715,7.26
85624,1316,1284,965,12,1.24,319,52,16.3,125,9.5
85629,25362,25303,23193,606,2.61,2110,409,19.38,737,2.91
85630,1995,1995,1426,0,0.0,569,118,20.74,186,9.32
85715,17137,16988,13067,229,1.75,3921,738,18.82,1457,8.5
85737,21795,21795,18514,146,0.79,3281,371,11.31,1316,6.04
85741,35219,34925,27958,801,2.87,6967,1825,26.19,2294,6.51
85748,18372,18267,14741,344,2.33,3526,963,27.31,1142,6.22
85922,37,37,23,0,0.0,14,2,14.29,1,2.7
85009,49536,45195,40502,2030,5.01,4693,1209,25.76,2230,4.5
85019,26659,26610,23747,868,3.66,2863,702,24.52,1312,4.92
92354,21679,20512,17480,409,2.34,3032,594,19.59,894,4.12
92377,19556,19492,18452,600,3.25,1040,316,30.38,251,1.28
92507,57886,50225,37565,1770,4.71,12660,5565,43.96,3898,6.73
92548,8273,8257,7489,269,3.59,768,177,23.05,250,3.02
92551,33578,33514,32176,1320,4.1,1338,450,33.63,438,1.3
92553,75830,75417,71092,2954,4.16,4325,1206,27.88,1756,2.32
92567,10228,10223,9552,384,4.02,671,211,31.45,254,2.48
92570,60944,60514,57231,3135,5.48,3283,1427,43.47,1124,1.84
92604,28819,28705,25102,467,1.86,3603,1246,34.58,1086,3.77
92646,55893,55649,46501,1037,2.23,9148,2234,24.42,2828,5.06
92662,2606,2606,1926,16,0.83,680,58,8.53,189,7.25
92677,66406,66048,56507,1158,2.05,9541,2027,21.25,2984,4.49
92804,88749,86563,77623,3461,4.46,8940,3074,34.38,2915,3.28
92821,37529,37419,32311,851,2.63,5108,1308,25.61,1773,4.72
92860,26591,23743,21668,1068,4.93,2075,350,16.87,947,3.56
92866,15017,14818,10369,538,5.19,4449,2003,45.02,733,4.88
92879,46920,46579,41324,1005,2.43,5255,922,17.55,2393,5.1
92337,38868,38806,36527,986,2.7,2279,910,39.93,875,2.25
92342,6508,6433,5608,58,1.03,825,201,24.36,452,6.95
92345,80808,80701,74637,3028,4.06,6064,1330,21.93,2453,3.04
92346,61751,56597,51229,1685,3.29,5368,1210,22.54,1638,2.65
92347,843,843,680,88,12.94,163,51,31.29,28,3.32
92359,9056,8948,7808,332,4.25,1140,279,24.47,496,5.48
92376,87027,86495,80911,3751,4.64,5584,1732,31.02,1822,2.09
92399,54163,53535,47274,1255,2.65,6261,915,14.61,2049,3.78
30622,11803,11753,10296,326,3.17,1457,296,20.32,599,5.07
30641,1957,1957,1706,15,0.88,251,7,2.79,70,3.58
30648,3094,3094,2682,19,0.71,412,73,17.72,223,7.21
30655,25210,24709,21929,754,3.44,2780,408,14.68,867,3.44
30664,28,28,19,0,0.0,9,0,0.0,6,21.43
30711,3551,3551,2927,120,4.1,624,221,35.42,218,6.14
30803,965,965,875,11,1.26,90,21,23.33,29,3.01
30627,2393,2393,2042,53,2.6,351,3,0.85,210,8.78
30740,8457,8434,7482,44,0.59,952,165,17.33,364,4.3
30741,28535,28359,23198,1145,4.94,5161,1150,22.28,1739,6.09
30750,4753,3583,3224,33,1.02,359,45,12.53,98,2.06
30753,7330,7320,6338,182,2.87,982,131,13.34,411,5.61
30165,41961,41466,36341,1170,3.22,5125,978,19.08,1852,4.41
30814,8538,8527,7801,137,1.76,726,52,7.16,291,3.41
30002,5920,5920,4354,99,2.27,1566,198,12.64,658,11.11
30011,15428,15428,14214,339,2.38,1214,213,17.55,490,3.18
30033,32968,30757,21924,642,2.93,8833,2561,28.99,2623,7.96
30040,70510,69958,63279,911,1.44,6679,1514,22.67,2279,3.23
30043,90675,88521,80310,1888,2.35,8211,2145,26.12,2702,2.98
30079,2824,2824,1909,57,2.99,915,302,33.01,271,9.6
32730,5991,5920,4416,214,4.85,1504,321,21.34,523,8.73
32736,9922,9904,9019,196,2.17,885,244,27.57,409,4.12
32757,26679,26290,21256,463,2.18,5034,743,14.76,1727,6.47
32759,2787,2787,2270,62,2.73,517,62,11.99,231,8.29
32779,29737,29657,26548,412,1.55,3109,557,17.92,1175,3.95
32792,50991,50404,35187,1658,4.71,15217,5112,33.59,5191,10.18
32829,19888,19888,17591,280,1.59,2297,990,43.1,658,3.31
32903,14090,14090,11162,262,2.35,2928,607,20.73,922,6.54
32904,31206,30836,24994,777,3.11,5842,1426,24.41,2073,6.64
32907,44097,43887,38896,1074,2.76,4991,1207,24.18,1857,4.21
32966,17868,17732,13376,128,0.96,4356,878,20.16,1418,7.94
32958,27676,27537,22201,498,2.24,5336,1518,28.45,1701,6.15
32960,20960,20180,14444,603,4.17,5736,1162,20.26,1971,9.4
32221,30227,30029,27197,958,3.52,2832,518,18.29,1120,3.71
32225,54496,54496,46925,1400,2.98,7571,1818,24.01,2864,5.26
32234,5780,5780,4599,125,2.72,1181,423,35.82,456,7.89
32244,60712,60527,51852,2366,4.56,8675,2375,27.38,3119,5.14
32254,13039,12847,10297,310,3.01,2550,837,32.82,773,5.93
32937,27126,27089,22219,387,1.74,4870,845,17.35,1592,5.87
32807,34306,34087,27492,1615,5.87,6595,2260,34.27,2213,6.45
32920,10181,10181,6853,389,5.68,3328,543,16.32,1390,13.65
32925,1506,1309,1182,13,1.1,127,30,23.62,51,3.39
32951,12029,12029,10123,162,1.6,1906,252,13.22,846,7.03
32303,50436,50336,33393,968,2.9,16943,6334,37.38,4821,9.56
32327,28319,24816,21709,689,3.17,3107,529,17.03,1141,4.03
32343,3301,3301,2903,105,3.62,398,53,13.32,154,4.67
33009,41276,41215,29752,455,1.53,11463,2378,20.75,3858,9.35
33012,75666,75157,66787,2430,3.64,8370,1660,19.83,2830,3.74
33018,52526,52387,49604,1865,3.76,2783,911,32.73,862,1.64
33312,53552,53181,43585,1775,4.07,9596,2954,30.78,3807,7.11
33331,25854,25854,24758,313,1.26,1096,260,23.72,389,1.5
33324,48807,48686,38349,924,2.41,10337,3056,29.56,3035,6.22
33327,23762,23762,23151,286,1.24,611,166,27.17,90,0.38
33328,28782,28321,24408,250,1.02,3913,1030,26.32,1351,4.69
33408,18248,18192,13372,142,1.06,4820,812,16.85,1780,9.75
33412,14918,14913,13561,514,3.79,1352,317,23.45,596,4.0
83234,1432,1432,1265,35,2.77,167,6,3.59,70,4.89
83254,3760,3721,3274,36,1.1,447,69,15.44,160,4.26
83272,265,265,225,0,0.0,40,0,0.0,10,3.77
83277,221,221,196,0,0.0,25,9,36.0,6,2.71
83278,320,246,199,0,0.0,47,20,42.55,18,5.62
83321,463,463,422,11,2.61,41,4,9.76,11,2.38
83322,25,25,6,0,0.0,19,5,26.32,2,8.0
83337,30,30,19,0,0.0,11,0,0.0,11,36.67
83355,4450,4429,4148,40,0.96,281,37,13.17,88,1.98
83429,714,701,629,30,4.77,72,0,0.0,55,7.7
83440,36202,35948,30443,710,2.33,5505,3831,69.59,741,2.05
83467,5978,5862,4691,126,2.69,1171,72,6.15,608,10.17
83468,122,122,96,0,0.0,26,3,11.54,21,17.21
83243,60,60,60,0,0.0,0,0,,0,0.0
83540,2417,2405,2167,145,6.69,238,51,21.43,62,2.57
83544,6079,5127,3995,75,1.88,1132,183,16.17,512,8.42
83604,535,535,444,8,1.8,91,12,13.19,57,10.65
83610,873,855,655,2,0.31,200,34,17.0,79,9.05
83611,1979,1909,1719,13,0.76,190,13,6.84,123,6.22
83616,28275,28252,25175,221,0.88,3077,469,15.24,897,3.17
83624,1257,1257,1123,18,1.6,134,17,12.69,80,6.36
83632,401,401,351,0,0.0,50,8,16.0,20,4.99
83638,6880,6768,5622,306,5.44,1146,275,24.0,499,7.25
83643,138,138,124,0,0.0,14,0,0.0,14,10.14
83110,4587,4542,4169,186,4.46,373,30,8.04,139,3.03
83201,37740,37318,30211,812,2.69,7107,2412,33.94,2359,6.25
83203,416,416,378,6,1.59,38,0,0.0,30,7.21
83213,1321,1280,1094,26,2.38,186,15,8.06,122,9.24
83232,622,622,578,1,0.17,44,1,2.27,25,4.02
83237,968,968,891,18,2.02,77,16,20.78,8,0.83
83245,2144,2144,1944,12,0.62,200,8,4.0,139,6.48
83250,1718,1707,1635,0,0.0,72,0,0.0,15,0.87
94577,48088,47788,40479,1494,3.69,7309,1665,22.78,2525,5.25
94590,37377,36963,28373,1203,4.24,8590,2223,25.88,3260,8.72
94599,3078,2535,1770,50,2.82,765,82,10.72,172,5.59
94074,197,197,166,0,0.0,31,0,0.0,11,5.58
94131,29902,28905,19424,545,2.81,9481,2862,30.19,3730,12.47
94526,32539,32407,28710,549,1.91,3697,637,17.23,952,2.93
94951,4571,4559,4089,127,3.11,470,40,8.51,221,4.83
94806,64410,63256,55948,2078,3.71,7308,1633,22.35,2699,4.19
94903,30048,28713,22933,569,2.48,5780,1226,21.21,1749,5.82
94930,8678,8643,6862,178,2.59,1781,373,20.94,500,5.76
94954,38414,38200,33197,810,2.44,5003,1169,23.37,1580,4.11
93932,810,810,689,10,1.45,121,34,28.1,35,4.32
61052,821,821,745,19,2.55,76,6,7.89,46,5.6
61060,1425,1425,1133,29,2.56,292,40,13.7,168,11.79
61064,3640,3592,3083,168,5.45,509,69,13.56,269,7.39
61077,36,36,36,0,0.0,0,0,,0,0.0
61085,3629,3566,2996,81,2.7,570,95,16.67,232,6.39
61240,6138,6117,5378,58,1.08,739,99,13.4,328,5.34
61256,1962,1962,1637,43,2.63,325,75,23.08,130,6.63
61274,201,201,193,0,0.0,8,0,0.0,8,3.98
61310,3748,3664,3019,85,2.82,645,71,11.01,264,7.04
61311,204,204,188,0,0.0,16,0,0.0,8,3.92
61318,845,845,737,32,4.34,108,16,14.81,55,6.51
61323,91,91,87,0,0.0,4,0,0.0,0,0.0
47670,12066,11585,9618,262,2.72,1967,349,17.74,847,7.02
47930,1374,1374,1244,27,2.17,130,24,18.46,57,4.15
47665,3681,3618,3221,30,0.93,397,77,19.4,192,5.22
47872,8770,7297,6349,142,2.24,948,111,11.71,410,4.68
47123,80,80,73,0,0.0,7,0,0.0,0,0.0
47227,2308,2308,2092,7,0.33,216,10,4.63,119,5.16
47467,117,117,117,0,0.0,0,0,,0,0.0
47525,276,276,191,0,0.0,85,5,5.88,51,18.48
47637,1254,1254,996,27,2.71,258,88,34.11,92,7.34
47918,5803,5756,4651,135,2.9,1105,274,24.8,488,8.41
47433,3902,3848,3113,83,2.67,735,220,29.93,254,6.51
47535,823,786,715,29,4.06,71,27,38.03,0,0.0
47635,5529,5405,4609,63,1.37,796,77,9.67,410,7.42
47989,1353,1353,1273,5,0.39,80,12,15.0,27,2.0
60031,37172,37121,32236,425,1.32,4885,870,17.81,1512,4.07
60040,5366,5275,4391,125,2.85,884,90,10.18,339,6.32
60041,8897,8881,7421,160,2.16,1460,402,27.53,469,5.27
60045,21131,20113,18140,58,0.32,1973,231,11.71,525,2.48
60061,27004,26923,23449,291,1.24,3474,521,15.0,1167,4.32
60069,8186,7893,6606,30,0.45,1287,92,7.15,402,4.91
60071,3581,3506,2822,41,1.45,684,158,23.1,257,7.18
60084,16612,16571,14252,222,1.56,2319,448,19.32,899,5.41
60088,12662,3288,2803,21,0.75,485,216,44.54,174,1.37
60112,4356,4356,3776,119,3.15,580,195,33.62,267,6.13
60123,48952,47439,41483,1547,3.73,5956,1013,17.01,2228,4.55
60134,29401,29263,26153,274,1.05,3110,795,25.56,792,2.69
60139,34364,34331,30158,863,2.86,4173,982,23.53,1734,5.05
60140,17639,17596,16231,621,3.83,1365,161,11.79,589,3.34
60152,12345,12284,11189,472,4.22,1095,158,14.43,319,2.58
60172,24551,24470,21175,362,1.71,3295,709,21.52,1012,4.12
60176,11704,11699,10133,122,1.2,1566,312,19.92,770,6.58
60177,23109,22828,20822,415,1.99,2006,445,22.18,876,3.79
60180,2077,2077,1863,3,0.16,214,78,36.45,119,5.73
60181,28801,28776,23978,542,2.26,4798,1102,22.97,1901,6.6
60190,11143,11002,9746,63,0.65,1256,96,7.64,546,4.9
60203,4188,4188,3809,28,0.74,379,46,12.14,68,1.62
60301,2536,2496,1228,30,2.44,1268,153,12.07,485,19.12
60302,32048,31615,24755,607,2.45,6860,1027,14.97,2375,7.41
60304,17641,17598,15044,297,1.97,2554,571,22.36,768,4.35
60949,535,535,386,15,3.89,149,44,29.53,43,8.04
60953,2449,2449,2103,51,2.43,346,31,8.96,167,6.82
60957,5288,5034,4210,73,1.73,824,67,8.13,363,6.86
60959,1060,1013,848,22,2.59,165,8,4.85,83,7.83
60974,294,294,237,4,1.69,57,13,22.81,19,6.46
60966,1626,1598,1378,89,6.46,220,28,12.73,88,5.41
60968,335,335,243,5,2.06,92,38,41.3,33,9.85
57466,226,226,194,0,0.0,32,0,0.0,30,13.27
57472,1039,957,836,5,0.6,121,18,14.88,41,3.95
57481,464,346,268,0,0.0,78,16,20.51,41,8.84
60021,5548,5548,4856,124,2.55,692,129,18.64,256,4.61
57523,947,942,733,27,3.68,209,21,10.05,108,11.4
57537,105,105,105,0,0.0,0,0,,0,0.0
57569,267,267,202,13,6.44,65,18,27.69,12,4.49
57576,199,199,148,0,0.0,51,0,0.0,43,21.61
57634,183,183,183,0,0.0,0,0,,0,0.0
57638,1817,1709,1360,21,1.54,349,46,13.18,121,6.66
77008,34184,33996,22888,519,2.27,11108,2891,26.03,4493,13.14
77006,22632,21919,10353,279,2.69,11566,2604,22.51,5170,22.84
77009,36260,35869,28737,954,3.32,7132,1630,22.85,2970,8.19
77014,36455,36359,31686,683,2.16,4673,1022,21.87,1854,5.09
77031,17536,17459,14614,245,1.68,2845,869,30.54,1101,6.28
77034,40532,40510,36790,757,2.06,3720,724,19.46,1596,3.94
77055,44680,44054,36767,1364,3.71,7287,2302,31.59,2798,6.26
77072,61818,61650,56524,2183,3.86,5126,1150,22.43,2220,3.59
77035,38524,38282,31922,775,2.43,6360,1142,17.96,2663,6.91
77041,34885,34783,31816,732,2.3,2967,560,18.87,1336,3.83
77050,4999,4999,4617,128,2.77,382,102,26.7,184,3.68
77063,38961,38800,27220,763,2.8,11580,1963,16.95,5187,13.31
77071,28558,28489,24461,541,2.21,4028,581,14.42,1435,5.02
77074,41386,40241,33943,1009,2.97,6298,1780,28.26,2598,6.28
74570,1111,1111,976,21,2.15,135,0,0.0,61,5.49
74472,723,723,644,10,1.55,79,12,15.19,26,3.6
74435,3269,3206,2802,87,3.1,404,29,7.18,148,4.53
74436,5718,5651,5150,195,3.79,501,57,11.38,226,3.95
74459,85,85,65,0,0.0,20,0,0.0,8,9.41
74521,191,191,164,5,3.05,27,10,37.04,7,3.66
74522,266,266,229,7,3.06,37,4,10.81,17,6.39
74528,194,194,161,0,0.0,33,4,12.12,18,9.28
74531,1039,1039,926,11,1.19,113,4,3.54,30,2.89
74533,846,846,735,16,2.18,111,14,12.61,50,5.91
74536,1557,1557,1279,59,4.61,278,39,14.03,122,7.84
74546,712,712,612,23,3.76,100,5,5.0,30,4.21
74571,3486,3292,2777,67,2.41,515,63,12.23,256,7.34
74604,12597,12373,10618,240,2.26,1755,214,12.19,516,4.1
74652,798,798,682,5,0.73,116,16,13.79,50,6.27
74731,1438,1438,1015,18,1.77,423,126,29.79,183,12.73
74754,253,253,155,3,1.94,98,10,10.2,63,24.9
74766,1556,1556,1348,32,2.37,208,20,9.62,100,6.43
74830,241,241,192,10,5.21,49,16,32.65,17,7.05
74832,902,902,793,37,4.67,109,3,2.75,62,6.87
74836,211,211,157,12,7.64,54,0,0.0,21,9.95
74842,128,128,117,0,0.0,11,0,0.0,11,8.59
74852,1406,1406,1219,40,3.28,187,26,13.9,54,3.84
74864,5149,4969,4334,167,3.85,635,70,11.02,275,5.34
76631,592,592,565,9,1.59,27,0,0.0,18,3.04
76635,1216,1216,1084,17,1.57,132,43,32.58,48,3.95
76638,3064,3059,2811,91,3.24,248,21,8.47,127,4.14
76673,1697,1697,1582,32,2.02,115,17,14.78,52,3.06
74452,386,386,363,0,0.0,23,0,0.0,3,0.78
74457,463,463,405,17,4.2,58,0,0.0,32,6.91
74463,2145,132,92,2,2.17,40,4,10.0,14,0.65
74431,889,889,785,11,1.4,104,19,18.27,40,4.5
74525,9492,8596,7260,171,2.36,1336,179,13.4,540,5.69
74535,101,101,74,0,0.0,27,4,14.81,0,0.0
74549,74,74,61,0,0.0,13,0,0.0,11,14.86
