"","GEOID","totPop","age18_64","age0_4","age5_14","age15_19","age20_24","age15_44","age45_49","age50_54","age55_59","age60_64","agOver65","Age15_24P","Und45P","Ovr65P","WhiteP","BlackP","HispP","AmIndP","AsianP","PacIsP","OtherP","NoHSP","DisbP"
"1008",6039,123109,73046,9443,20653,10174,8324,54314,8342,7011,5367,4383,13596,15.03,68.57,11.04,62.23,4.12,44.28,2.61,1.27,0.17,3664700,34.61,37
"1009",6115,60219,35119,4960,10659,4962,4542,26358,3798,3264,2609,2161,6410,15.78,69.71,10.64,70.64,3.16,17.35,2.61,7.5,0.2,969000,28.18,47
"1010",6107,368021,207852,32826,70599,33521,26498,161527,22119,19127,14419,11487,35917,16.31,71.99,9.76,58.08,1.59,50.77,1.56,3.27,0.11,13066300,38.32,38
"1011",13033,22243,12873,1781,3947,1904,1354,9330,1615,1291,1058,805,2416,14.65,67.7,10.86,46.9,51,1.42,0.23,0.26,0.01,35900,35.15,57
"1012",13151,119341,75656,9688,19933,7941,6184,55814,8481,7307,5419,3875,8824,11.84,71.59,7.39,81.38,14.68,2.26,0.23,1.76,0.04,233700,15.77,28
"1013",13179,61610,39484,6412,10661,5158,8521,34583,2884,2018,1511,1109,2432,22.2,83.84,3.95,46.64,42.84,8.15,0.52,1.76,0.43,507300,13.23,22
"1014",13195,25730,16139,1763,3909,1732,1479,11077,1888,1721,1417,1128,2827,12.48,65.1,10.99,89.01,8.46,1.97,0.19,0.28,0.03,52900,29.22,41
"1015",13279,26067,15446,2010,4141,2037,1661,10934,1675,1647,1336,1146,3178,14.19,65.54,12.19,69.16,24.15,8.86,0.21,0.47,0.01,156600,32.67,45
"1016",13207,21757,13793,1379,3318,1587,1228,9425,1766,1496,1188,934,2251,12.94,64.91,10.35,70.36,27.93,1.29,0.35,0.34,0.03,22100,22.28,39
"1017",13065,6878,4148,503,1073,511,421,2924,510,428,340,286,814,13.55,65.43,11.83,68.93,29.5,0.79,0.51,0.12,0,6500,41.14,58
"1018",13219,26225,16056,1822,4760,1995,1190,11113,2305,1814,1299,874,2238,12.14,67.47,8.53,89.58,6.42,3.18,0.18,1.43,0.05,62800,13.31,25
"1019",13019,16235,9784,1152,2501,1187,982,6835,1036,1040,898,746,2027,13.36,64.6,12.49,85.48,11.43,2.37,0.26,0.3,0.08,41100,33.97,50
"1020",13049,10282,6462,673,1645,843,753,4852,609,574,470,465,994,15.52,69.73,9.67,68.59,29.26,0.79,0.42,0.34,0.06,14400,34.92,41
"1021",13075,15771,9272,1221,2530,1100,1034,6536,946,969,767,756,2046,13.53,65.23,12.97,67.93,29.09,3.08,0.22,0.42,0.03,37000,35.45,48
"1022",13229,15636,9564,1047,2379,1160,910,6469,1105,1111,910,712,1903,13.24,63.28,12.17,86.9,10.91,2.28,0.26,0.18,0.05,27400,30.22,53
"1023",13099,12354,6868,876,2035,952,643,4798,799,703,618,580,1945,12.91,62.4,15.74,50.28,48.14,1.23,0.2,0.19,0.06,14700,31.57,50
"1024",13167,8560,4644,586,1262,1004,486,3572,511,475,446,371,1337,17.41,63.32,15.62,62.44,36.96,0.91,0.13,0.12,0.01,3000,37.59,54
"1025",13269,8815,5277,625,1314,660,559,3693,579,536,486,413,1169,13.83,63.89,13.26,55.39,42.56,1.85,0.11,0.18,0,15400,36.43,47
"1026",13093,11525,7215,782,1634,872,851,5158,845,721,567,456,1362,14.95,65.72,11.82,45.97,49.54,4.66,0.16,0.43,0.11,45000,31.54,41
"1027",13085,15999,10500,1126,2297,952,855,7000,1143,1188,989,765,1491,11.29,65.15,9.32,97.22,0.36,1.59,0.37,0.33,0.04,27700,20.53,34
"1028",13177,24757,15598,1807,4355,2146,1386,11747,2025,1605,926,722,1570,14.27,72.34,6.34,82.24,15.5,1.21,0.24,0.84,0.01,29000,18.69,28
"1029",13015,76019,47652,5939,12120,5007,4416,34519,5218,4763,3615,2677,7168,12.4,69.16,9.43,87.79,8.68,3.32,0.28,0.51,0.03,208500,28.17,33
"1030",13317,10687,6294,623,1436,814,548,4219,683,713,636,545,1832,12.74,58.74,17.14,55.12,43.05,1.98,0.2,0.23,0.04,14900,35.03,49
"1031",13171,15912,10013,976,2322,1348,1065,6856,1173,1062,828,695,2000,15.16,63.81,12.57,67.78,30.39,1.08,0.28,0.37,0.01,18800,28.66,42
"1032",13143,25690,15645,1755,3841,1754,1428,10694,1724,1685,1432,1212,3347,12.39,63.41,13.03,92.97,5.4,0.56,0.25,0.34,0,26500,36.99,50
"1033",13069,37413,23140,2932,5914,3020,2824,17197,2465,2145,1700,1369,3691,15.62,69.61,9.87,68.23,25.88,6.82,0.32,0.56,0.04,187100,35.17,45
"1034",13125,2556,1481,173,319,177,136,998,173,158,155,114,466,12.25,58.29,18.23,90.61,8.29,0.47,0.23,0,0,2200,33.9,53
"1035",13245,199775,124522,14244,30495,16237,16513,92436,13562,11514,8818,7061,21645,16.39,68.66,10.83,45.55,49.75,2.78,0.28,1.5,0.12,582600,22.03,43
"1036",13289,10590,6535,713,1643,834,665,4575,743,673,560,487,1196,14.15,65.45,11.29,54.88,43.65,1.06,0.21,0.11,0.03,12100,36.84,44
"1037",13311,19944,12420,1246,2650,1353,1212,8111,1385,1365,1223,1062,2902,12.86,60.2,14.55,95.16,2.17,1.56,0.4,0.51,0.18,35100,24.03,42
"1038",13201,6383,3613,382,984,471,287,2430,423,391,353,328,1092,11.88,59.47,17.11,70.26,28.9,0.69,0.17,0.05,0.08,3900,30.97,45
"1039",13199,22534,13468,1510,3474,1695,1345,9161,1546,1493,1237,1045,3068,13.49,62.77,13.61,56.11,42.21,0.85,0.32,0.24,0.07,25100,34.23,48
"1040",13217,62001,38715,4916,9693,4330,3716,27947,4011,3867,3039,2399,6129,12.98,68.64,9.89,75.27,22.21,1.87,0.22,0.72,0.02,97600,25.29,36
"1041",13205,23932,14582,1723,3676,1867,1653,10546,1680,1362,1106,1029,2810,14.71,66.63,11.74,49.57,47.86,2.05,0.2,0.27,0.05,50000,34.72,42
"1042",13135,588448,390856,47075,92877,40435,36610,297452,44782,36455,23591,14617,31599,13.09,74.33,5.37,72.71,13.29,10.9,0.28,7.2,0.04,3834300,12.71,24
"1043",13133,14406,8719,961,1993,1075,841,5413,1014,1019,1056,877,2073,13.3,58.08,14.39,52.95,44.45,2.92,0.25,0.25,0.06,30300,29.93,43
"1044",13261,33200,19873,2620,5153,2672,2736,14497,2124,2011,1539,1161,4095,16.29,67.08,12.33,48.22,49.02,2.68,0.3,0.59,0.02,62000,30.08,41
"1045",13243,7791,4450,552,1179,768,486,3141,529,469,366,343,1212,16.1,62.53,15.56,38.94,59.47,1.18,0.35,0.18,0.12,8300,37.59,47
"1046",13119,20285,12323,1284,2759,1454,1305,8299,1310,1331,1208,986,3108,13.6,60.84,15.32,89.49,8.83,0.92,0.21,0.25,0.02,24700,32.97,48
"1047",13235,9588,6100,613,1215,667,613,4255,684,604,524,421,1272,13.35,63.44,13.27,63.01,34.28,2.82,0.26,0.34,0.13,20200,26.64,36
"1048",13027,16450,9560,1076,2537,1296,973,6697,1019,1074,826,756,2465,13.79,62.67,14.98,57.36,39.34,3.07,0.3,0.26,0.02,44900,32.55,45
"1049",13055,25470,15995,1662,3193,1690,1838,11158,1683,1622,1357,1154,3641,13.85,62.87,14.3,86.71,11.21,2.11,0.08,0.12,0.02,47900,39.6,45
"1050",36057,49708,28007,2940,7016,3341,2438,18852,3668,3210,2524,1961,9537,11.63,57.95,19.19,94.87,1.15,6.91,0.25,0.53,0.01,158900,21.91,36
"1051",26123,47874,27826,3285,8249,3653,2311,19128,3391,2946,2532,2228,6115,12.46,64.05,12.77,94.8,1.12,3.85,0.65,0.29,0.03,150200,21.29,36
"1052",26157,58266,35210,3517,8930,4755,3178,24313,4362,3868,3280,2546,7450,13.62,63.09,12.79,96.05,1.07,2.3,0.57,0.31,0.02,116500,18.84,34
"1053",26141,14411,8172,692,1678,1011,573,4813,1140,994,965,909,3220,10.99,49.84,22.34,98.07,0.26,0.55,0.59,0.16,0.01,13200,22.96,40
"1054",26025,137985,83274,9002,20585,10154,8424,57577,10155,9166,6961,5682,18857,13.46,63.17,13.67,83.93,10.89,3.15,0.63,1.11,0.02,475300,16.77,38
"1055",26111,82874,50638,5348,13103,6287,4704,35197,6468,5333,4165,3285,9975,13.26,64.73,12.04,95.5,1.05,1.55,0.4,1.49,0.03,129000,11.03,27
"1056",26019,15998,9452,948,2160,950,679,5960,1192,1082,927,926,2803,10.18,56.68,17.52,96.39,0.28,1.46,1.59,0.16,0.01,25400,14.63,36
"1057",26069,27339,15318,1295,3625,1731,937,9057,1852,1845,1919,1849,5897,9.76,51.12,21.57,96.92,0.41,0.98,0.66,0.46,0.05,42500,22.06,45
"1058",26001,11719,6626,505,1279,648,330,3433,788,870,968,1010,2866,8.35,44.52,24.46,98.04,0.16,0.69,0.62,0.18,0.01,11700,20.25,47
"1059",26045,103655,64804,6599,15486,8054,6349,44305,8406,7549,5559,4000,11751,13.9,64.05,11.34,90.25,5.29,3.21,0.44,1.13,0.03,299900,10.47,30
"1060",36079,95745,61224,6621,14747,5813,4197,40743,8287,7080,5312,3808,9147,10.45,64.87,9.55,93.87,1.63,6.24,0.14,1.24,0.03,298000,9.84,25
"1061",26053,17370,9891,793,2013,1269,911,6422,1248,1087,967,909,3931,12.55,53.13,22.63,94.24,1.76,0.88,2.2,0.23,0.01,27300,14.52,43
"1062",36023,48599,31037,2866,6617,4645,4935,22481,3330,3002,2370,1877,6056,19.71,65.77,12.46,96.95,0.86,1.16,0.27,0.41,0.01,73400,17.2,33
"1063",26011,17269,10383,912,2318,1232,904,6769,1186,1160,1061,1003,2860,12.37,57.9,16.56,95.38,1.82,1.38,0.95,0.29,0.01,26800,23.22,40
"1064",26063,36079,20324,1989,5007,2541,1549,13141,2676,2300,2032,1928,7006,11.34,55.81,19.42,98.02,0.19,1.64,0.28,0.35,0.01,41700,21.73,37
"1065",26137,23301,13863,1445,3663,1678,1078,9402,1726,1474,1236,1154,3201,11.83,62.27,13.74,97.51,0.18,0.75,0.62,0.34,0.04,31500,14.55,30
"1066",26153,8903,5224,500,1130,602,397,3320,673,590,504,533,1653,11.22,55.6,18.57,88.67,1.63,0.93,6.12,0.42,0,28200,20.58,40
"1067",26081,574335,352451,44533,91102,44255,42522,265831,40588,32081,23143,17432,59625,15.11,69.9,10.38,83.13,8.93,7,0.52,1.86,0.06,3196100,15.39,27
"1068",26051,26023,15206,1431,3494,1686,1126,9099,1751,1794,1847,1839,4768,10.81,53.89,18.32,97.65,0.13,0.96,0.56,0.27,0.02,36300,21.73,44
"1069",26027,51104,31124,3102,7578,3689,2446,20221,4022,3762,3042,2450,6927,12,60.47,13.55,89.19,6.12,2.41,0.82,0.54,0.01,170000,19.56,36
"1070",26071,13138,7122,559,1576,865,493,4360,1006,855,772,697,3313,10.34,49.44,25.22,96.28,1.1,0.64,1.02,0.2,0,18500,15.2,40
"1071",26033,38543,25443,2078,4581,2829,3325,18409,2851,2317,1834,1587,4886,15.97,65.04,12.68,75.88,5.52,1.55,13.31,0.46,0.03,186100,17.62,30
"1072",36041,5379,3244,231,586,348,176,1825,460,421,427,353,1076,9.74,49.12,20,97.73,0.45,1.06,0.26,0.15,0.06,7600,16.58,41
"1073",26023,45787,28087,2885,6716,3343,2602,19609,3347,2875,2317,2036,6002,12.98,63.8,13.11,93.37,2.63,2.98,0.47,0.42,0.02,141900,20.02,32
"1074",26103,64634,42079,3275,7745,5571,6007,28991,5479,4549,3181,2675,8739,17.91,61.9,13.52,95.12,1.32,0.69,1.49,0.49,0.02,102000,11.53,27
"1075",26155,71687,43862,4861,11063,5272,4014,30244,5407,4796,3788,2947,8581,12.95,64.4,11.97,97.39,0.19,1.81,0.47,0.28,0.01,119500,15.63,31
"1076",26005,105665,63445,7648,17571,8047,5672,45447,7886,6493,5000,3895,11725,12.98,66.88,11.1,93.47,1.31,5.72,0.55,0.55,0.03,435300,17.68,30
"1077",26131,7818,4551,341,903,458,246,2526,634,595,563,566,1690,9,48.22,21.62,97.25,0.03,0.74,0.96,0.18,0.03,12400,16.21,37
"1078",26099,788149,490714,51062,107990,48685,44772,341674,57616,50645,40135,31376,107651,11.86,63.53,13.66,92.66,2.71,1.58,0.31,2.14,0.02,1723200,17.05,30
"1079",26159,76263,45484,5176,12341,6036,3862,31323,5979,4996,3959,3116,9373,12.98,64.04,12.29,87.92,5.25,7.39,0.92,0.3,0.01,427700,21.12,38
"1080",26147,164235,100176,11030,25309,11883,8681,69823,12409,10704,8515,6357,20088,12.52,64.64,12.23,94.96,2.1,2.19,0.5,0.4,0.02,334300,17.16,32
"1081",26085,11333,6617,589,1342,996,467,4038,743,792,791,804,2234,12.91,52.67,19.71,84.66,11.17,1.69,1.01,0.15,0.04,34100,27.76,56
"1082",26113,14478,8414,923,2256,1144,681,5765,978,881,797,735,2143,12.61,61.78,14.8,97.5,0.2,1.17,0.5,0.24,0,22600,21.35,38
"1083",26003,9862,6142,449,1169,647,480,3955,828,684,587,496,1694,11.43,56.51,17.18,87.81,6.11,1,3.3,0.32,0.04,24200,18.45,33
"1084",36071,341367,207026,25970,57345,25554,19938,148010,25177,22044,16100,11536,35185,13.33,67.76,10.31,83.7,8.09,11.64,0.35,1.51,0.04,2168300,18.15,32
"1085",36005,1324875.62,796655.22,109091.85,226255.33,100617.58,99766.57,606778.42,78577.9,69264.56,55638.51,46102.47,133166.58,15.12,71.11,10.05,29.87,35.64,48.38,0.85,3.01,0.1,40576795.07,37.71,50
"1086",26073,63351,44739,3317,7250,8798,12173,36021,3781,2994,2349,1917,5722,33.1,73.54,9.03,91.51,1.93,2.24,2.75,1.4,0.05,152600,13.93,25
"1087",26009,23110,13445,1325,3304,1497,969,8309,1681,1496,1536,1426,4033,10.67,55.98,17.45,97.01,0.19,1.23,1.07,0.15,0.1,36400,15.39,36
"1088",36011,81963,49591,4829,11837,6083,4503,34929,6140,5239,3945,3235,11809,12.92,62.95,14.41,93.34,3.99,1.97,0.31,0.42,0.02,158600,20.94,33
"1089",26047,31437,18973,1944,4552,2189,1508,12527,2669,2257,1590,1403,4495,11.76,60.51,14.3,94.33,0.47,0.91,3.11,0.43,0.03,52200,11.04,30
"1090",26095,7024,4438,354,828,475,448,3066,508,445,372,369,1082,13.14,60.48,15.4,82.84,7.52,1.75,5.54,0.36,0.03,26300,24.48,40
"1091",26143,25469,14325,1089,3030,1547,831,7829,1699,1817,1980,1971,6054,9.34,46.91,23.77,97.99,0.32,0.8,0.64,0.19,0.04,22000,20.54,45
"1092",36123,24621,14236,1633,3709,2146,1367,9587,1735,1584,1380,1176,3817,14.27,60.64,15.5,97.9,0.56,0.93,0.15,0.28,0.02,27400,19.95,33
"1093",26075,158422,97445,10397,23545,10611,8863,67610,12298,10189,7899,6104,20380,12.29,64.1,12.86,88.54,7.92,2.2,0.4,0.53,0.04,413100,15.78,34
"1094",26083,2301,1316,103,239,240,83,814,171,199,147,160,468,14.04,50.24,20.34,94.96,3.52,0.78,0.13,0.13,0,2900,16.28,32
"1095",26061,36016,22568,1952,4415,3685,4705,16533,2361,1976,1700,1500,5579,23.3,63.58,15.49,95.52,0.94,0.7,0.54,1.79,0.02,43500,15.4,29
"1096",26109,25326,14868,1481,3411,1848,1248,9744,2036,1693,1366,1203,4392,12.22,57.79,17.34,96.24,0.1,0.75,2.27,0.21,0,29600,16.53,32
"1097",26041,38520,22805,2101,5222,2950,1930,14882,3153,2645,2080,1895,6542,12.67,57.65,16.98,95.83,0.09,0.49,2.21,0.31,0.03,60000,13.88,35
"1098",26149,62422,37145,4484,9649,4839,3744,26120,4431,3860,3183,2598,8097,13.75,64.49,12.97,93.49,2.58,3.99,0.38,0.58,0.01,186000,21.41,34
"1099",26031,26448,15441,1557,3523,1724,1106,9657,1907,1750,1749,1561,4744,10.7,55.72,17.94,94.8,0.25,0.76,2.55,0.2,0.02,58500,18.13,39
"1100",26139,238314,145806,18242,38910,20709,18854,109397,16393,13402,10219,7639,24112,16.6,69.89,10.12,91.52,1.05,7,0.36,2.09,0.02,1187000,13.37,23
"1101",26091,98890,60709,6252,14715,7692,5993,41988,7707,6660,5115,3930,12523,13.84,63.66,12.66,92.51,2.12,6.96,0.41,0.46,0.01,445400,16.6,33
"1102",36095,31582,19316,1757,4337,3014,1794,13088,2395,2213,1724,1371,4697,15.22,60.74,14.87,96.62,1.28,1.86,0.3,0.38,0.02,44900,18.34,33
"1103",36037,60370,35979,3654,9216,4447,2932,25215,4338,3773,3079,2434,8661,12.22,63.09,14.35,94.69,2.13,1.5,0.78,0.48,0.02,115700,15.56,29
"1104",26043,27472,15591,1519,4051,1962,1102,10537,2170,1761,1335,1127,4972,11.15,58.63,18.1,97.95,0.12,0.68,0.52,0.4,0.03,28000,11.23,32
"1105",26007,31314,18539,1716,4244,2374,1520,12203,2358,2013,1810,1613,5357,12.44,58,17.11,98.21,0.25,0.58,0.39,0.33,0,25800,16.9,43
"1106",26049,436141,265933,31622,68743,31279,26698,187385,31816,28031,21185,16752,50607,13.29,65.98,11.6,75.29,20.37,2.33,0.55,0.81,0.02,1301900,16.86,37
"1107",26129,21645,12493,1119,2973,1491,880,7649,1510,1448,1458,1424,4064,10.95,54.24,18.78,97.48,0.13,1.16,0.6,0.38,0.03,30500,25,48
"1108",36101,98726,58056,6068,15014,7121,4837,38775,7555,6694,5224,4425,14971,12.11,60.63,15.16,96.43,1.36,0.81,0.27,0.9,0.02,102200,17.22,37
"1109",26115,145945,89730,9683,23221,10946,7960,62452,11523,9853,7384,5607,16222,12.95,65.34,11.12,95.42,1.9,2.13,0.28,0.47,0.01,283100,16.88,32
"1110",26165,30484,18033,1936,4677,2377,1526,12458,2220,1935,1566,1414,4278,12.8,62.56,14.03,97.29,0.19,1.01,0.74,0.42,0.03,41600,18.04,39
"1111",26037,64753,39527,4455,10490,4914,3052,26885,5208,4539,3543,2599,7034,12.3,64.6,10.86,96.4,0.63,2.61,0.44,0.52,0.04,130900,10.8,25
"1112",26015,56755,34626,3774,8919,4193,2777,23418,4386,3923,3146,2493,6696,12.28,63.63,11.8,97.39,0.24,1.46,0.46,0.27,0.01,92400,13.24,30
"1113",26119,10315,5756,456,1180,678,383,3212,756,729,749,767,2466,10.29,47,23.91,98.36,0.24,0.65,0.36,0.1,0,9700,25.16,50
"1114",26107,40553,26075,2431,5119,4290,5342,18948,2509,2222,2126,1859,5339,23.75,65.34,13.17,92.68,3.6,1.28,0.64,0.87,0.04,89200,16.18,34
"1115",26013,8746,5317,487,1162,543,450,3477,693,571,499,434,1423,11.35,58.61,16.27,78.61,4.99,0.93,12.04,0.27,0.01,35800,19.4,38
"1116",26055,77654,47781,4723,11432,5566,4118,32728,6525,5231,3790,3081,10144,12.47,62.95,13.06,96.51,0.4,1.49,0.93,0.49,0.03,129500,10.71,28
"1117",26017,110157,67041,6725,15430,7713,6232,44999,8494,7558,5933,4848,16170,12.66,60.96,14.68,94.94,1.26,3.91,0.54,0.48,0.01,306200,17.57,36
"1118",26151,44547,25690,2913,6825,3365,2267,17676,3141,2691,2350,2086,6865,12.64,61.54,15.41,96.9,0.28,2.78,0.36,0.26,0.01,98200,20.3,36
"1119",26127,26873,15539,1733,4307,2288,1371,10742,1867,1766,1432,1266,3760,13.62,62.45,13.99,90.37,0.32,11.61,1.04,0.25,0.03,215700,20.23,39
"1120",26067,61518,38799,4224,9394,4919,5106,29108,4349,3525,2678,2075,6165,16.3,69.45,10.02,91.96,4.56,2.78,0.56,0.32,0.01,159700,16.6,28
"1121",26093,156951,98789,11305,26170,11401,6680,67800,13391,11309,8366,5573,13037,11.52,67.08,8.31,97.13,0.46,1.24,0.43,0.57,0.03,221200,8.61,23
"1122",26163,2061162,1234500,152600,338092,138992,128115,891267,144991,124342,90785,70103,248982,12.96,67.05,12.08,51.7,42.16,3.75,0.37,1.7,0.02,8379500,23.02,42
"1123",36065,235469,140472,13348,32699,16744,13729,96767,16786,15350,11912,9854,38753,12.94,60.65,16.46,90.21,5.74,3.2,0.23,1.16,0.02,626300,20.95,36
"1124",26021,162453,96702,10583,24360,11726,9084,65533,12134,10767,8608,7019,23449,12.81,61.85,14.43,79.69,15.93,3.01,0.43,1.14,0.04,457500,18.07,35
"1125",36115,61042,37464,3413,8936,4286,3446,25670,4577,3965,3274,2657,8550,12.67,62.28,14.01,94.97,2.92,2.02,0.2,0.28,0.01,98700,20.82,33
"1126",26089,21119,12291,1075,3134,1414,741,7261,1981,1593,1248,1158,3669,10.2,54.31,17.37,93.52,0.25,3.29,3.66,0.24,0.02,49300,9.27,27
"1127",28105,42902,30205,2555,4869,4989,9290,24932,2183,1915,1529,1247,3672,33.28,75.42,8.56,58.66,37.43,1.07,0.16,2.53,0.03,52000,20.04,33
"1128",28059,131420,81525,9240,20870,9956,8555,57727,9327,8381,6666,5662,13547,14.09,66.84,10.31,75.35,20.87,2.14,0.33,1.57,0.04,246300,19.01,38
"1129",28095,38014,22348,2517,5907,3010,2211,15723,2444,2424,1919,1755,5325,13.73,63.52,14.01,68.37,30.77,0.69,0.1,0.17,0.01,22200,34.49,45
"1130",28071,38744,27356,2091,4204,4302,7490,21993,2121,1839,1434,1248,3814,30.44,73.01,9.84,71.85,25.05,1.1,0.16,1.67,0.01,49200,21.53,34
"1131",28079,20940,12312,1523,3132,1640,1456,8748,1433,1248,989,871,2996,14.79,64.01,14.31,56.14,37.42,2.1,4.56,0.15,0.03,36400,35.86,54
"1132",28069,10453,6217,698,1470,1014,784,4428,691,625,482,481,1578,17.2,63.1,15.1,39.03,58.13,0.73,2.06,0.08,0.03,7400,39.54,51
"1133",28081,75755,46110,5650,11874,5420,4461,33005,5156,4692,3564,3131,8683,13.04,66.7,11.46,73.66,24.51,1.16,0.13,0.52,0.01,89600,25.28,40
"1134",28109,48621,29389,3423,7382,3887,2988,20046,3421,3246,2696,2281,6126,14.14,63.45,12.6,85.55,12.18,1.41,0.5,0.27,0.03,72800,25.39,53
"1135",28051,21609,11997,1663,4003,2339,1615,9314,1260,1030,828,838,2673,18.3,69.32,12.37,20.47,78.66,0.9,0.12,0.15,0,12900,40.29,58
"1136",22051,455466,285896,30226,64468,32436,29793,199981,34166,30658,23741,17911,54315,13.66,64.7,11.93,69.82,22.86,7.12,0.45,3.09,0.03,1724600,20.73,37
"1137",22113,53807,31434,3830,8475,4494,3383,23046,3558,3002,2398,2226,7272,14.64,65.7,13.51,82.68,14.17,1.38,0.3,1.82,0.01,55700,34.36,43
"1138",22083,20981,12105,1554,3169,1663,1425,8701,1417,1117,982,889,3152,14.72,63.98,15.02,60.96,38.01,1.08,0.13,0.18,0,15100,38.13,44
"1139",22097,87700,50076,6832,14221,7572,5341,36134,5723,5040,4223,3769,11758,14.72,65.21,13.41,56.51,42.13,0.91,0.14,0.2,0.01,89500,37.98,49
"1140",48299,17044,9108,649,1569,770,494,4399,1113,1288,1383,1418,5225,7.42,38.82,30.66,96.27,0.3,5.13,0.42,0.38,0.03,45000,16.45,47
"1141",48377,7304,3898,569,1388,654,386,2858,387,428,376,281,1017,14.24,65.92,13.92,84.95,0.27,84.36,0.27,0.08,0.01,105300,55.31,46
"1142",48133,18297,10235,1071,2335,1634,993,6708,1148,1149,1064,1007,3815,14.36,55.28,20.85,91.03,2.18,10.8,0.48,0.21,0.02,111700,27.44,51
"1143",48403,10469,5648,543,1257,600,399,3212,556,692,774,825,2610,9.54,47.87,24.93,87.85,9.92,1.81,0.41,0.09,0.03,18100,27.54,51
"1144",48481,41188,23629,2887,6654,3648,2487,17051,2856,2381,1923,1714,5722,14.9,64.56,13.89,69.01,14.95,31.29,0.37,0.31,0.06,632400,30.25,37
"1145",48401,47372,28169,2906,6598,3583,2645,19420,3390,3060,2476,2110,7412,13.15,61.06,15.65,74.89,19.21,8.44,0.35,0.24,0.01,251500,25.91,42
"1146",48439,1446219,919162,115118,227122,105509,102745,692444,100675,85245,61058,43972,120585,14.4,71.54,8.34,71.23,12.8,19.73,0.57,3.64,0.16,16997400,18.68,30
"1147",48285,19210,10368,1132,2587,1397,855,6757,1352,1150,1045,993,4194,11.72,54.53,21.83,86.86,6.79,11.36,0.19,0.16,0.02,115200,31.38,41
"1148",48075,7688,4777,441,905,618,667,3639,475,358,371,287,1212,16.71,64.84,15.76,67.7,14.09,20.47,0.33,0.3,0.05,135200,35.05,32
"1149",5047,17771,10379,1149,2493,1486,970,7206,1196,1077,985,864,2801,13.82,61.04,15.76,96.17,0.62,1.74,0.8,0.26,0.06,38200,28.91,53
"1150",5117,9539,5604,570,1286,647,498,3633,657,658,608,476,1651,12,57.54,17.31,84.83,13.71,0.81,0.36,0.18,0,8800,31.76,53
"1151",5057,23587,13815,1769,3532,1810,1607,9844,1529,1401,1194,992,3326,14.49,64.21,14.1,63.28,30.36,8.25,0.42,0.17,0.02,136300,30.83,46
"1152",5077,12580,7545,807,1846,995,907,5514,797,768,602,488,1758,15.12,64.92,13.97,41.41,57.24,2.19,0.16,0.27,0,11600,43.78,53
"1153",5029,20336,11887,1312,2888,1515,1145,8084,1359,1282,1136,995,3280,13.08,60.41,16.13,84.27,13.05,1.77,0.5,0.23,0.03,39700,26.83,55
"1154",5067,18418,11294,1052,2277,1395,1466,7658,1224,1250,1021,893,3043,15.53,59.65,16.52,80.57,17.56,1.27,0.33,0.18,0.01,25000,33.96,53
"1155",5043,18723,11489,1253,2678,1689,1579,8367,1232,1095,905,791,2402,17.45,65.68,12.83,70.3,27.16,1.76,0.25,0.42,0.02,35000,26.95,45
"1156",5037,19526,11423,1312,3126,1560,1096,8007,1257,1275,1071,810,2668,13.6,63.74,13.66,74.8,23.7,0.93,0.23,0.31,0.01,18700,31.66,51
"1157",5019,23546,15009,1403,2800,2424,3194,11225,1364,1298,1089,934,3433,23.86,65.52,14.58,74.28,22.02,2.4,0.46,0.62,0.04,61600,24.73,45
"1158",5033,53247,32213,3940,8552,3934,3070,22598,3673,3417,2832,2233,6002,13.15,65.9,11.27,92.19,0.87,3.27,2.01,1.19,0.02,199200,28.51,47
"1159",5065,13249,7681,677,1602,753,678,4749,820,868,885,848,2800,10.8,53.05,21.13,96.41,1.44,1,0.63,0.11,0.02,18700,26.67,48
"1160",5127,10996,6465,806,1626,772,603,4288,681,689,710,584,1612,12.5,61.11,14.66,93.53,0.23,5.71,1.4,0.95,0.01,42700,34.63,49
"1161",5073,8559,4868,515,1231,647,476,3209,565,563,520,439,1517,13.12,57.89,17.72,62.08,36.49,1.03,0.37,0.22,0.01,7200,34.72,59
"1162",5093,51979,30219,4223,8553,4211,3559,22062,3373,2997,2315,2103,6353,14.95,67.02,12.22,64.45,32.7,2.25,0.26,0.38,0.03,115300,35.27,52
"1163",5055,37331,22728,2490,5363,2592,2376,15681,2524,2339,2076,1666,5192,13.31,63.04,13.91,97.45,0.13,1.16,0.42,0.17,0.02,68200,27.94,52
"1164",5045,86014,55843,5908,12404,7858,9021,42801,5453,4833,3626,2824,8165,19.62,71.05,9.49,88.33,8.48,1.75,0.52,0.72,0.03,167500,16.65,36
"1165",5069,84278,51229,5801,12391,6988,6119,36568,6078,5184,4046,3322,10888,15.55,64.98,12.92,48.46,49.58,0.96,0.24,0.66,0.04,89000,25.18,44
"1166",5113,20229,11616,1357,2885,1463,1074,7598,1328,1298,1237,1087,3439,12.54,58.53,17,94.69,0.16,3.5,1.49,0.21,0.06,69800,27.44,51
"1167",5009,33948,20166,2124,4533,2350,1893,13233,2345,2236,2031,1787,5659,12.5,58.59,16.67,97.6,0.11,1.06,0.71,0.32,0.02,42900,23.16,45
"1168",5071,22781,13684,1521,3191,1676,1556,9526,1431,1429,1249,1070,3364,14.19,62.5,14.77,93.69,1.37,6.7,0.62,0.25,0.01,92500,32.37,52
