COUNTYFP,year,unempP,povP,pciE
51690,2018,7.8,25.5,22669.0
51700,2018,6.7,15.5,26993.0
51710,2018,8.2,19.7,28508.0
51720,2018,13.8,29.4,20917.0
51730,2018,11.3,25.8,22356.0
51735,2018,5.3,4.5,40277.0
51740,2018,9.2,17.2,25179.0
51750,2018,5.9,35.9,20760.0
51760,2018,7.6,24.5,31635.0
51770,2018,6.8,20.5,26119.0
51775,2018,5.2,9.1,31274.0
51790,2018,3.2,13.7,28836.0
51800,2018,6.2,10.8,32894.0
51810,2018,4.9,7.6,36268.0
51820,2018,4.5,17.4,25421.0
51830,2018,7.5,22.4,29203.0
51840,2018,3.8,15.0,29727.0
53001,2018,6.3,25.2,19152.0
53003,2018,6.9,13.0,27896.0
53005,2018,5.2,12.8,31580.0
53007,2018,5.3,11.6,29204.0
53009,2018,7.7,15.9,29663.0
53011,2018,5.4,9.3,34163.0
53013,2018,4.5,11.6,31206.0
53015,2018,7.8,16.0,27264.0
53017,2018,4.0,13.3,28579.0
53019,2018,7.7,18.8,23640.0
53021,2018,5.6,15.7,23373.0
53023,2018,7.4,11.6,25539.0
53025,2018,5.6,14.4,23633.0
53027,2018,8.4,15.9,25374.0
53029,2018,6.1,8.6,35364.0
53031,2018,6.3,13.3,34187.0
53033,2018,4.5,9.5,49298.0
53035,2018,5.2,9.7,35826.0
53037,2018,6.0,19.0,27948.0
53039,2018,6.2,15.0,26128.0
53041,2018,8.2,14.4,25813.0
53043,2018,4.3,12.9,27730.0
53045,2018,7.5,15.0,27253.0
53047,2018,6.4,20.6,23961.0
53049,2018,6.8,17.4,24474.0
53051,2018,6.0,15.3,26739.0
53053,2018,5.8,11.2,32874.0
53055,2018,3.0,11.4,42307.0
53057,2018,5.8,12.8,31822.0
53059,2018,4.8,13.5,30217.0
53061,2018,4.6,8.1,37671.0
53063,2018,5.6,14.4,29982.0
53065,2018,6.7,15.6,25197.0
53067,2018,6.9,11.0,33901.0
53069,2018,5.3,7.8,29452.0
53071,2018,5.2,13.8,27835.0
53073,2018,6.3,15.0,30586.0
53075,2018,9.0,26.8,22585.0
53077,2018,6.6,18.2,22459.0
54001,2018,8.0,23.0,22237.0
54003,2018,6.9,12.7,28736.0
54005,2018,9.4,24.3,21394.0
54007,2018,13.9,21.8,21596.0
54009,2018,3.1,13.6,25537.0
54011,2018,5.4,22.5,24506.0
54013,2018,15.3,18.9,19911.0
54015,2018,8.1,27.1,16780.0
54017,2018,5.0,15.0,22598.0
54019,2018,7.4,20.0,21466.0
54021,2018,9.6,18.9,17313.0
54023,2018,5.1,12.4,22828.0
54025,2018,6.7,17.9,23936.0
54027,2018,5.3,20.2,23011.0
54029,2018,7.1,13.1,25637.0
54031,2018,3.0,11.5,26596.0
54033,2018,6.7,15.4,27869.0
54035,2018,4.3,15.6,24661.0
54037,2018,6.9,9.7,34750.0
54039,2018,6.2,17.1,28405.0
54041,2018,6.1,20.9,22575.0
54043,2018,6.8,25.1,19423.0
54045,2018,13.2,23.3,21672.0
54047,2018,9.3,33.3,14489.0
54049,2018,5.9,17.0,25909.0
54051,2018,4.9,15.1,24882.0
54053,2018,6.0,17.5,21812.0
54055,2018,6.0,19.8,21821.0
54057,2018,6.4,14.5,23546.0
54059,2018,16.5,28.7,19025.0
54061,2018,6.6,21.2,30641.0
54063,2018,7.8,16.4,23412.0
54065,2018,8.6,8.5,27642.0
54067,2018,6.8,18.3,21941.0
54069,2018,5.1,13.5,30258.0
54071,2018,4.8,16.4,24739.0
54073,2018,9.0,15.5,27522.0
54075,2018,4.6,16.7,24109.0
54077,2018,8.2,15.7,23337.0
54079,2018,3.3,9.2,31277.0
54081,2018,7.8,17.6,24170.0
54083,2018,6.6,19.3,24162.0
54085,2018,7.9,17.0,24442.0
54087,2018,9.7,20.9,20574.0
54089,2018,9.9,22.9,20784.0
54091,2018,8.1,17.1,24258.0
54093,2018,6.5,14.1,23670.0
54095,2018,6.4,15.9,24422.0
54097,2018,8.0,20.8,21701.0
54099,2018,7.8,22.3,21240.0
54101,2018,10.8,28.0,20507.0
54103,2018,7.0,23.1,22789.0
54105,2018,5.8,18.9,21314.0
54107,2018,5.1,16.7,27201.0
54109,2018,13.2,21.7,20831.0
55001,2018,7.4,14.8,25591.0
55003,2018,5.9,14.3,23505.0
55005,2018,3.2,12.0,28326.0
55007,2018,4.7,11.5,29886.0
55009,2018,3.5,10.3,31213.0
55011,2018,2.1,9.4,29613.0
55013,2018,5.0,13.6,28424.0
55015,2018,2.2,5.7,34015.0
55017,2018,3.3,10.9,28277.0
55019,2018,3.0,12.6,24114.0
55021,2018,3.4,8.2,33012.0
55023,2018,3.4,12.8,26038.0
55025,2018,3.1,11.9,38757.0
55027,2018,4.3,8.7,28543.0
55029,2018,4.0,8.3,36155.0
55031,2018,4.2,12.5,28888.0
55033,2018,3.6,12.4,27107.0
55035,2018,3.7,14.4,29524.0
55037,2018,6.1,9.8,30674.0
55039,2018,3.7,9.0,30454.0
55041,2018,6.7,16.3,24808.0
55043,2018,3.1,14.8,24974.0
55045,2018,2.2,7.6,31959.0
55047,2018,2.8,11.1,27915.0
55049,2018,3.2,7.7,33674.0
55051,2018,7.3,14.8,28550.0
55053,2018,5.0,11.8,26037.0
55055,2018,3.7,8.9,30329.0
55057,2018,3.7,14.4,26137.0
55059,2018,6.8,13.6,30740.0
55061,2018,2.9,8.5,30098.0
55063,2018,4.0,13.2,31001.0
55065,2018,2.2,10.8,28198.0
55067,2018,7.2,14.0,26212.0
55069,2018,3.9,9.1,29642.0
55071,2018,3.0,10.6,28803.0
55073,2018,3.4,9.4,31879.0
55075,2018,4.8,13.2,26959.0
55077,2018,5.2,11.4,26068.0
55078,2018,5.9,32.6,20538.0
55079,2018,6.2,19.9,28121.0
55081,2018,3.6,12.8,27729.0
55083,2018,3.5,9.4,29392.0
55085,2018,2.9,8.6,32784.0
55087,2018,2.9,8.6,32098.0
55089,2018,3.0,5.4,47980.0
55091,2018,2.6,12.6,29227.0
55093,2018,2.6,9.8,32525.0
55095,2018,4.1,9.8,29489.0
55097,2018,3.7,12.5,29742.0
55099,2018,2.2,11.8,27569.0
55101,2018,4.8,12.1,30386.0
55103,2018,2.7,13.8,26379.0
55105,2018,5.6,13.6,28103.0
55107,2018,3.8,14.1,24731.0
55109,2018,2.4,4.5,37419.0
55111,2018,3.2,10.4,29608.0
55113,2018,5.8,17.3,30094.0
55115,2018,2.5,10.1,28051.0
55117,2018,3.6,7.6,30151.0
55119,2018,3.7,10.0,26881.0
55121,2018,3.0,8.6,27733.0
55123,2018,2.7,16.6,26726.0
55125,2018,7.3,13.6,31206.0
55127,2018,4.2,11.7,30593.0
55129,2018,4.4,13.3,29336.0
55131,2018,2.9,4.8,37631.0
55133,2018,2.9,4.9,44301.0
55135,2018,3.1,10.7,30627.0
55137,2018,4.0,11.3,27347.0
55139,2018,3.3,11.9,33000.0
55141,2018,3.8,10.3,30006.0
56001,2018,4.3,22.6,26665.0
56003,2018,5.1,12.5,23978.0
56005,2018,4.6,11.1,33286.0
56007,2018,2.8,13.1,29890.0
56009,2018,4.7,8.2,32069.0
56011,2018,3.5,6.7,32256.0
56013,2018,6.0,13.7,27598.0
56015,2018,6.9,11.6,27739.0
56017,2018,2.5,14.5,32359.0
56019,2018,4.0,11.4,34885.0
56021,2018,5.3,10.0,32920.0
56023,2018,4.4,9.1,30106.0
56025,2018,4.6,9.6,33082.0
56027,2018,1.4,16.1,22688.0
56029,2018,3.4,7.7,35059.0
56031,2018,2.7,11.7,31553.0
56033,2018,2.7,6.2,34059.0
56035,2018,3.4,8.4,33231.0
56037,2018,5.2,12.0,32624.0
56039,2018,1.4,7.1,53703.0
56041,2018,6.1,12.5,27009.0
56043,2018,6.2,12.4,27556.0
56045,2018,3.5,17.4,29152.0
72001,2018,38.4,62.5,7126.0
72003,2018,14.3,51.2,9287.0
72005,2018,20.4,51.3,11339.0
72007,2018,18.5,50.5,10188.0
72009,2018,5.4,45.9,10630.0
72011,2018,12.9,43.4,10259.0
72013,2018,17.6,48.0,10203.0
72015,2018,12.1,58.0,7979.0
72017,2018,18.4,50.2,9170.0
72019,2018,13.3,59.0,8221.0
72021,2018,13.7,35.0,14377.0
72023,2018,14.0,53.1,9245.0
72025,2018,13.8,37.4,14654.0
72027,2018,16.0,50.2,10252.0
72029,2018,23.4,43.5,11920.0
72031,2018,14.8,29.5,16536.0
72033,2018,25.1,47.4,12195.0
72035,2018,8.9,43.0,12088.0
72037,2018,11.9,43.3,13044.0
72039,2018,20.0,55.9,8398.0
72041,2018,16.9,42.6,11079.0
72043,2018,7.4,47.0,10761.0
72045,2018,26.2,60.3,6903.0
72047,2018,30.2,56.3,7619.0
72049,2018,0.8,41.9,11830.0
72051,2018,22.0,34.2,16570.0
72053,2018,28.4,44.4,11663.0
72054,2018,17.2,52.3,8871.0
72055,2018,30.1,63.8,7430.0
72057,2018,7.8,51.8,9806.0
72059,2018,22.7,55.6,8717.0
72061,2018,10.3,26.6,23895.0
72063,2018,16.4,29.3,17393.0
72065,2018,7.0,46.5,10659.0
72067,2018,23.1,40.8,11874.0
72069,2018,13.6,44.5,12093.0
72071,2018,18.4,54.9,9228.0
72073,2018,22.2,60.4,7519.0
72075,2018,22.0,46.5,10611.0
72077,2018,27.0,50.5,9316.0
72079,2018,21.2,61.5,7233.0
72081,2018,28.5,55.3,8735.0
72083,2018,3.2,57.1,7098.0
72085,2018,18.3,43.2,11239.0
72087,2018,27.0,50.8,8809.0
72089,2018,25.2,45.1,11007.0
72091,2018,17.2,45.8,10946.0
72093,2018,12.5,64.2,5974.0
72095,2018,27.0,48.7,9471.0
72097,2018,26.8,53.2,10678.0
72099,2018,26.5,57.2,8806.0
72101,2018,20.8,45.5,9715.0
72103,2018,10.3,49.6,9263.0
72105,2018,24.1,45.9,9150.0
72107,2018,34.1,57.5,7889.0
72109,2018,19.2,53.3,9223.0
72111,2018,23.9,56.5,8609.0
72113,2018,14.2,50.9,11368.0
72115,2018,11.8,52.0,9819.0
72117,2018,9.9,42.2,11650.0
72119,2018,23.3,38.8,10931.0
72121,2018,17.4,47.2,9560.0
72123,2018,8.5,53.8,9034.0
72125,2018,7.6,52.2,9874.0
72127,2018,15.4,41.8,18569.0
72129,2018,9.3,45.0,10974.0
72131,2018,25.9,54.4,8739.0
72133,2018,8.4,47.1,10895.0
72135,2018,12.1,29.0,14241.0
72137,2018,17.5,36.2,12763.0
72139,2018,6.7,31.0,15886.0
72141,2018,29.4,52.0,8639.0
72143,2018,20.4,47.7,11678.0
72145,2018,18.8,45.3,10601.0
72147,2018,14.9,41.3,11156.0
72149,2018,22.8,48.2,10677.0
72151,2018,25.9,53.5,9148.0
72153,2018,19.9,48.4,8339.0
