COUNTYFP,year,totWrkE,eduP,hghRskP,hltCrP,retailP
39045,2018,72028.0,8.58,18.9,15.68,13.21
39047,2018,12543.0,8.41,30.23,12.82,14.27
39049,2018,665824.0,9.46,12.62,15.18,11.95
39051,2018,20788.0,6.56,34.68,16.01,9.32
39053,2018,12096.0,9.58,24.18,18.97,13.45
39055,2018,47853.0,7.68,27.67,12.8,10.26
39057,2018,77851.0,12.6,15.7,15.43,12.32
39059,2018,16691.0,7.22,29.49,17.11,10.08
39061,2018,402685.0,8.21,16.97,16.65,11.1
39063,2018,38531.0,8.42,32.25,12.04,12.12
39065,2018,14325.0,11.49,33.82,10.57,10.86
39067,2018,6423.0,6.26,31.03,16.49,12.78
39069,2018,13278.0,7.64,36.59,15.57,9.63
39071,2018,17659.0,7.47,33.21,13.1,11.09
39073,2018,12581.0,9.97,25.45,16.05,13.05
39075,2018,20133.0,4.68,45.51,9.02,11.92
39077,2018,27219.0,6.29,36.81,14.17,10.38
39079,2018,13539.0,9.72,30.14,21.01,13.85
39081,2018,27203.0,9.14,19.88,17.78,14.81
39083,2018,28453.0,11.73,29.91,13.99,9.2
39085,2018,118286.0,8.41,26.46,15.27,10.79
39087,2018,24286.0,9.27,20.05,23.42,12.98
39089,2018,83490.0,8.69,19.62,13.92,13.25
39091,2018,21477.0,5.34,39.0,11.03,9.73
39093,2018,141361.0,9.22,24.11,15.41,11.39
39095,2018,200292.0,8.41,21.8,17.77,11.5
39097,2018,19346.0,6.98,27.04,13.16,10.14
39099,2018,104885.0,8.71,21.23,17.6,13.57
39101,2018,26402.0,6.23,29.87,16.4,11.84
39103,2018,93038.0,7.32,23.88,14.35,11.31
39105,2018,9046.0,11.63,30.49,15.92,11.82
39107,2018,20927.0,6.26,45.09,11.37,9.04
39109,2018,51077.0,7.29,33.32,11.79,10.39
39111,2018,5226.0,9.47,32.47,15.17,12.09
39113,2018,243624.0,8.56,18.81,16.75,11.14
39115,2018,5752.0,9.56,33.28,15.35,10.57
39117,2018,17483.0,6.86,28.6,15.12,11.21
39119,2018,38058.0,8.23,22.63,16.28,15.41
39121,2018,4171.0,8.87,26.35,16.61,11.12
39123,2018,19463.0,7.89,29.22,15.76,9.37
39125,2018,8631.0,7.65,39.53,12.33,10.73
39127,2018,15170.0,8.06,29.06,19.31,12.61
39129,2018,24995.0,7.42,22.39,14.71,12.26
39131,2018,10316.0,9.5,27.63,18.55,14.44
39133,2018,83366.0,11.42,25.48,11.19,12.5
39135,2018,19706.0,7.95,32.7,15.83,9.2
39137,2018,17499.0,6.47,37.91,17.56,9.11
39139,2018,50829.0,7.35,27.52,15.7,11.62
39141,2018,30398.0,7.58,23.76,18.61,12.96
39143,2018,28152.0,6.61,38.53,13.07,9.26
39145,2018,28093.0,9.92,19.54,21.21,14.02
39147,2018,26063.0,9.34,36.16,13.82,10.93
39149,2018,24780.0,6.29,42.62,12.11,10.0
39151,2018,178755.0,8.02,25.31,15.92,11.84
39153,2018,266743.0,8.12,21.01,15.51,12.53
39155,2018,87675.0,7.15,27.87,15.95,12.1
39157,2018,43937.0,5.9,34.48,15.12,10.84
39159,2018,27762.0,6.49,25.36,14.49,9.87
39161,2018,13624.0,5.69,38.28,14.38,10.83
39163,2018,5253.0,8.95,32.5,14.16,8.76
39165,2018,111724.0,8.53,22.06,13.85,10.84
39167,2018,27060.0,9.53,25.09,16.68,11.94
39169,2018,55599.0,9.59,34.77,12.52,10.77
39171,2018,17734.0,6.72,41.36,10.71,11.98
39173,2018,68820.0,13.77,25.1,12.63,11.06
39175,2018,10939.0,7.6,40.65,13.66,9.42
40001,2018,8089.0,10.67,36.02,11.27,9.79
40003,2018,2205.0,7.3,38.1,7.94,8.3
40005,2018,4702.0,9.21,25.86,13.72,10.44
40007,2018,2395.0,7.64,44.84,7.43,10.65
40009,2018,9113.0,8.31,31.92,10.6,12.05
40011,2018,3618.0,10.61,32.14,13.74,10.25
40013,2018,19332.0,10.77,21.51,11.93,11.09
40015,2018,11272.0,10.16,29.45,9.61,11.31
40017,2018,68679.0,7.51,21.47,12.43,12.75
40019,2018,20921.0,7.01,27.14,14.2,12.53
40021,2018,19115.0,14.17,18.23,15.24,11.34
40023,2018,5094.0,7.07,25.36,15.55,9.5
40025,2018,999.0,10.51,38.94,11.61,8.11
40027,2018,140468.0,12.61,16.25,12.95,11.88
40029,2018,2186.0,12.4,30.01,15.05,8.55
40031,2018,48797.0,10.2,16.91,14.26,12.31
40033,2018,2379.0,11.48,27.15,12.27,9.21
40035,2018,5708.0,9.11,23.0,18.87,12.75
40037,2018,30518.0,8.84,27.14,12.9,11.15
40039,2018,13892.0,8.57,26.92,10.57,12.86
40041,2018,15339.0,8.59,28.15,13.84,11.2
40043,2018,2125.0,11.48,32.33,9.6,13.04
40045,2018,1790.0,8.16,32.91,11.12,8.94
40047,2018,28012.0,7.13,25.76,14.97,12.58
40049,2018,10798.0,8.1,33.11,11.16,15.03
40051,2018,24655.0,8.21,26.44,12.73,11.17
40053,2018,2048.0,8.3,38.72,10.89,9.91
40055,2018,1993.0,6.27,23.83,13.3,9.98
40057,2018,1237.0,9.54,34.6,15.84,10.99
40059,2018,1742.0,8.38,35.3,8.9,7.63
40061,2018,4612.0,8.91,34.82,16.24,8.95
40063,2018,4164.0,8.41,26.15,14.46,10.71
40065,2018,10559.0,10.89,21.63,12.0,14.27
40067,2018,2272.0,9.68,34.29,10.7,9.95
40069,2018,4097.0,11.96,31.07,14.74,12.28
40071,2018,18912.0,8.28,27.06,12.71,11.46
40073,2018,7205.0,8.41,35.81,11.08,9.13
40075,2018,3969.0,8.82,28.32,16.98,12.72
40077,2018,3880.0,13.87,24.18,18.92,8.17
40079,2018,19091.0,9.76,27.52,15.6,11.28
40081,2018,14330.0,7.67,25.95,12.09,10.68
40083,2018,21580.0,8.62,23.8,11.95,12.11
40085,2018,4103.0,7.85,28.44,10.09,11.19
40087,2018,17918.0,9.55,25.77,13.25,12.49
40089,2018,12437.0,8.22,34.81,13.31,11.18
40091,2018,6895.0,7.47,26.18,12.18,13.24
40093,2018,3390.0,7.14,40.06,9.62,10.41
40095,2018,6534.0,7.74,32.4,10.12,12.73
40097,2018,17234.0,8.21,33.06,10.8,11.49
40099,2018,5992.0,9.7,27.3,11.43,10.01
40101,2018,26897.0,9.02,23.29,17.88,10.65
40103,2018,5133.0,10.77,36.2,11.03,7.64
40105,2018,4347.0,6.51,31.19,15.48,8.95
40107,2018,3866.0,7.42,25.76,15.57,10.45
40109,2018,370683.0,7.59,18.77,14.0,12.01
40111,2018,15107.0,9.67,21.33,13.62,13.53
40113,2018,18960.0,7.56,27.91,12.64,9.63
40115,2018,12799.0,8.66,24.78,15.64,10.52
40117,2018,6587.0,7.07,30.88,13.04,9.73
40119,2018,36741.0,24.25,16.15,9.41,12.63
40121,2018,17700.0,7.55,23.21,14.54,10.51
40123,2018,17251.0,12.3,19.8,16.47,11.02
40125,2018,29887.0,10.06,21.37,13.55,11.69
40127,2018,4196.0,8.06,25.93,16.16,12.49
40129,2018,1558.0,9.69,35.43,7.38,15.21
40131,2018,43485.0,8.36,25.77,13.06,10.44
40133,2018,9418.0,9.44,30.52,13.24,11.9
40135,2018,15472.0,8.49,25.6,17.15,11.01
40137,2018,18265.0,7.75,28.29,14.92,13.18
40139,2018,11079.0,9.2,44.22,7.1,8.11
40141,2018,3124.0,8.96,40.36,12.58,8.64
40143,2018,312623.0,8.11,21.55,13.41,11.06
40145,2018,36367.0,7.47,25.12,13.32,10.75
40147,2018,22712.0,9.57,26.42,12.66,11.77
40149,2018,4995.0,10.09,33.97,11.73,10.41
40151,2018,4432.0,10.99,29.02,9.88,10.54
40153,2018,9249.0,5.83,35.03,8.44,14.78
41001,2018,5998.0,7.62,30.86,12.29,12.65
41003,2018,43093.0,23.82,16.44,14.0,8.97
41005,2018,202784.0,7.28,21.91,13.96,11.46
41007,2018,17307.0,7.46,18.29,14.69,15.1
41009,2018,21783.0,5.34,30.26,12.5,10.45
41011,2018,24890.0,8.12,21.26,17.12,13.44
41013,2018,8797.0,4.38,26.6,15.49,14.97
41015,2018,7503.0,8.32,21.02,14.89,9.76
41017,2018,88057.0,6.72,20.06,14.54,13.22
41019,2018,41847.0,7.52,25.05,15.81,12.45
41021,2018,734.0,8.31,32.29,10.49,4.63
41023,2018,3002.0,7.4,30.28,13.86,13.06
41025,2018,2898.0,8.14,25.02,16.67,8.8
41027,2018,11557.0,6.73,33.21,14.48,9.19
41029,2018,93750.0,6.79,19.99,17.69,13.86
41031,2018,8558.0,8.64,30.84,13.61,10.7
41033,2018,31292.0,6.25,20.73,18.46,13.64
41035,2018,25596.0,8.96,23.21,13.94,12.78
41037,2018,3077.0,5.0,35.07,11.41,8.74
41039,2018,170022.0,10.95,18.43,15.47,13.19
41041,2018,19254.0,5.4,18.81,12.02,14.05
41043,2018,52322.0,8.99,27.37,14.95,12.33
41045,2018,10814.0,7.38,31.3,12.7,12.1
41047,2018,150509.0,7.56,24.42,14.35,12.46
41049,2018,4791.0,5.45,41.2,6.35,8.47
41051,2018,430606.0,8.9,15.72,15.12,10.64
41053,2018,35904.0,11.24,20.65,15.88,9.67
41055,2018,719.0,11.4,35.88,7.37,6.82
41057,2018,10361.0,6.75,30.48,12.96,11.33
41059,2018,32139.0,8.84,28.05,11.76,13.05
41061,2018,11322.0,8.53,24.65,16.98,10.63
41063,2018,3025.0,5.98,31.31,16.89,9.95
41065,2018,11539.0,7.26,26.89,16.68,13.89
41067,2018,301195.0,6.82,25.11,12.8,10.91
41069,2018,490.0,11.63,35.1,5.1,2.04
41071,2018,47108.0,9.34,29.05,11.86,11.36
42001,2018,50247.0,9.02,28.03,13.82,11.72
42003,2018,625294.0,10.27,14.47,17.33,10.83
42005,2018,29632.0,6.9,29.07,18.85,12.28
42007,2018,81095.0,8.12,20.74,16.36,11.63
42009,2018,22017.0,5.82,28.49,13.29,12.92
42011,2018,203128.0,8.27,27.17,14.44,12.23
42013,2018,56627.0,7.53,19.6,17.55,15.08
42015,2018,26708.0,6.87,32.14,18.64,11.06
42017,2018,330564.0,9.11,19.09,14.96,11.97
42019,2018,93394.0,7.93,23.0,15.29,12.17
42021,2018,57311.0,9.13,18.35,21.01,11.82
42023,2018,2152.0,5.53,44.47,12.87,8.74
42025,2018,29356.0,7.55,24.28,17.73,11.44
42027,2018,76741.0,28.9,12.96,12.17,9.58
42029,2018,270154.0,10.13,19.92,12.48,9.88
42031,2018,17636.0,10.14,23.82,19.96,10.16
42033,2018,33904.0,7.39,23.27,17.84,13.61
42035,2018,17867.0,10.23,26.87,13.77,13.26
42037,2018,30132.0,10.16,25.48,18.22,12.4
42039,2018,38481.0,9.73,31.46,16.35,10.37
42041,2018,125972.0,9.01,14.61,13.19,12.74
42043,2018,137092.0,7.71,14.56,17.65,11.41
42045,2018,276888.0,11.32,13.58,18.22,10.28
42047,2018,15225.0,6.05,46.72,14.51,9.2
42049,2018,126884.0,9.19,23.04,18.21,10.49
42051,2018,55046.0,7.79,23.98,18.48,13.22
42053,2018,866.0,4.85,26.21,16.51,9.12
42055,2018,73248.0,7.71,24.67,14.77,12.31
42057,2018,6617.0,7.04,35.62,13.84,11.29
42059,2018,14652.0,10.14,28.28,17.56,10.81
42061,2018,18486.0,12.67,26.95,15.96,10.13
42063,2018,37489.0,11.26,24.11,16.15,13.05
42065,2018,19889.0,6.66,31.27,18.29,11.01
42067,2018,11171.0,5.63,37.19,11.66,11.4
42069,2018,98366.0,10.4,18.11,17.12,12.16
42071,2018,270060.0,8.31,27.54,14.29,11.89
42073,2018,39489.0,7.96,24.04,17.21,11.88
42075,2018,67157.0,7.78,22.96,16.64,12.56
42077,2018,176888.0,8.76,20.87,15.87,11.82
42079,2018,150246.0,7.92,21.23,16.47,13.28
42081,2018,53722.0,9.64,24.09,17.21,12.16
42083,2018,18267.0,8.83,30.96,20.65,9.71
42085,2018,49595.0,9.23,23.42,18.89,12.45
42087,2018,21081.0,6.41,33.17,16.65,11.69
42089,2018,78487.0,8.24,16.7,13.44,13.31
42091,2018,431585.0,10.14,17.77,15.18,9.94
42093,2018,8761.0,7.11,17.18,33.16,10.3
42095,2018,148960.0,9.78,21.42,15.93,11.88
42097,2018,41723.0,7.51,24.52,22.34,11.51
42099,2018,22786.0,6.25,23.06,12.29,11.92
42101,2018,688298.0,9.99,11.7,20.42,9.83
42103,2018,24860.0,8.5,15.37,12.48,14.15
42105,2018,6631.0,6.97,32.97,16.03,8.96
42107,2018,62675.0,7.43,28.88,17.71,13.51
42109,2018,20196.0,9.62,30.19,14.53,13.26
42111,2018,32603.0,6.0,27.01,16.13,10.9
42113,2018,2698.0,6.78,36.47,14.79,10.23
42115,2018,18265.0,7.86,28.31,14.6,12.06
42117,2018,18091.0,9.81,30.73,14.21,12.7
42119,2018,18296.0,16.29,22.78,16.39,11.21
42121,2018,22786.0,7.56,26.42,17.89,12.64
42123,2018,18202.0,6.26,30.92,19.47,13.25
42125,2018,99783.0,8.18,23.68,15.58,11.38
42127,2018,21197.0,8.09,21.65,15.05,12.85
42129,2018,172824.0,7.89,23.43,16.81,12.47
42131,2018,12971.0,7.89,25.54,11.8,14.78
42133,2018,222484.0,7.11,24.74,14.85,11.42
44001,2018,25195.0,15.15,13.69,17.68,9.8
44003,2018,86754.0,10.55,17.97,16.21,11.97
44005,2018,41378.0,10.85,15.48,15.75,9.43
44007,2018,310070.0,10.56,17.52,16.43,12.97
44009,2018,64575.0,13.42,18.0,14.66,11.01
45001,2018,9748.0,10.9,34.07,13.41,8.31
45003,2018,71542.0,8.11,26.1,12.56,12.55
45005,2018,2796.0,13.23,30.54,8.8,8.4
45007,2018,88386.0,8.88,28.61,14.84,12.73
45009,2018,5433.0,18.53,31.81,12.99,9.46
45011,2018,8235.0,7.7,30.42,13.16,8.27
45013,2018,74418.0,7.67,15.4,12.52,13.84
45015,2018,96452.0,7.43,22.73,11.85,11.8
45017,2018,6388.0,7.73,27.71,16.3,11.96
45019,2018,200094.0,8.54,14.05,14.69,10.64
45021,2018,22272.0,7.24,34.45,8.83,15.89
45023,2018,13094.0,6.61,31.69,11.45,10.76
45025,2018,18961.0,7.0,40.74,11.12,11.71
45027,2018,11726.0,7.79,25.67,15.88,14.13
45029,2018,15620.0,9.15,22.53,15.38,12.77
45031,2018,26540.0,9.54,26.17,14.89,13.79
45033,2018,11306.0,8.73,29.52,11.65,17.24
45035,2018,73015.0,8.39,20.99,12.96,12.3
45037,2018,10489.0,6.51,31.26,13.53,11.64
45039,2018,8626.0,5.23,31.18,12.51,8.79
45041,2018,60509.0,10.65,20.42,17.65,12.2
45043,2018,24850.0,7.07,22.41,13.35,13.73
45045,2018,240453.0,8.68,24.65,11.94,10.37
45047,2018,30079.0,8.94,29.71,16.85,11.98
45049,2018,7552.0,6.63,28.19,12.06,16.91
45051,2018,142291.0,7.36,14.4,10.34,16.59
45053,2018,12182.0,4.53,24.83,11.3,18.26
45055,2018,27280.0,8.9,22.94,13.24,10.02
45057,2018,38181.0,7.76,24.66,9.93,12.71
45059,2018,27963.0,7.45,32.76,12.67,12.54
45061,2018,5850.0,7.16,30.41,15.11,14.03
45063,2018,138852.0,9.33,20.37,12.8,11.52
45065,2018,2633.0,7.18,26.97,19.07,10.48
45067,2018,11497.0,9.25,30.28,15.56,12.64
45069,2018,9616.0,7.0,33.21,14.14,15.1
45071,2018,16459.0,9.14,33.14,11.17,9.41
45073,2018,31132.0,11.75,32.02,10.82,10.03
45075,2018,34965.0,12.07,27.4,13.17,10.65
45077,2018,54520.0,14.17,26.67,11.62,10.8
45079,2018,194982.0,11.41,12.33,13.71,12.35
45081,2018,8745.0,7.03,35.55,10.76,10.95
45083,2018,138787.0,8.19,28.46,12.03,12.13
45085,2018,42568.0,8.29,27.38,13.99,11.36
45087,2018,11637.0,7.26,32.04,12.21,15.63
45089,2018,11712.0,8.25,31.52,14.03,11.08
45091,2018,126871.0,7.94,22.86,11.06,11.63
46003,2018,1442.0,12.55,39.88,14.49,6.87
46005,2018,9298.0,7.96,37.98,11.64,8.31
46007,2018,1224.0,15.28,25.0,13.89,12.01
46009,2018,2911.0,9.28,32.46,17.0,9.17
46011,2018,19359.0,14.39,33.51,10.89,10.51
46013,2018,20784.0,7.54,24.82,16.75,13.71
46015,2018,2752.0,12.83,25.73,16.28,5.45
46017,2018,658.0,9.88,16.72,13.68,8.05
46019,2018,4935.0,7.34,36.13,11.14,7.05
46021,2018,727.0,10.18,41.54,12.1,6.19
46023,2018,3894.0,11.66,25.27,13.3,11.25
46025,2018,1786.0,7.28,40.43,12.77,9.24
46027,2018,7645.0,25.14,14.18,14.01,14.62
46029,2018,15309.0,7.71,29.85,10.97,15.84
46031,2018,1282.0,14.04,38.61,8.74,7.25
46033,2018,3928.0,5.68,24.72,17.13,8.22
46035,2018,10568.0,7.02,32.33,14.1,11.8
46037,2018,2654.0,9.76,35.34,12.62,11.34
46039,2018,2284.0,5.91,48.77,12.48,8.01
46041,2018,2036.0,16.11,24.41,14.78,8.64
46043,2018,1444.0,6.16,34.56,15.44,10.66
46045,2018,1933.0,8.23,38.39,17.02,9.62
46047,2018,3197.0,9.57,20.46,28.62,5.57
46049,2018,1090.0,8.9,39.27,18.44,6.79
46051,2018,3716.0,5.46,36.28,15.26,8.37
46053,2018,2032.0,11.47,27.76,16.88,10.38
46055,2018,934.0,4.93,37.47,12.21,10.6
46057,2018,2855.0,8.44,42.28,11.87,10.86
46059,2018,1767.0,6.56,38.31,13.64,7.53
46061,2018,1629.0,9.52,36.1,11.23,10.19
46063,2018,685.0,10.51,58.25,3.5,9.05
46065,2018,9323.0,7.13,16.99,11.49,9.34
46067,2018,3669.0,7.47,34.64,17.44,10.58
46069,2018,668.0,17.51,37.72,9.88,7.04
46071,2018,1023.0,17.11,25.42,13.59,13.78
46073,2018,973.0,4.11,39.47,11.72,11.72
46075,2018,410.0,9.02,47.07,1.71,13.41
46077,2018,2670.0,10.94,40.79,10.71,6.4
46079,2018,6737.0,12.85,29.79,12.53,9.4
46081,2018,13595.0,10.42,21.29,14.27,9.92
46083,2018,29972.0,6.49,19.2,22.18,11.95
46085,2018,1759.0,17.57,26.66,9.04,11.43
46087,2018,2909.0,6.7,28.6,18.8,12.07
46089,2018,1032.0,9.59,39.83,16.18,6.69
46091,2018,2488.0,7.48,42.56,13.91,10.93
46093,2018,14081.0,7.41,27.53,14.51,9.4
46095,2018,573.0,19.55,26.18,10.47,12.22
46097,2018,1114.0,5.03,40.13,13.2,4.67
46099,2018,104419.0,6.54,20.28,18.31,11.83
46101,2018,3263.0,8.64,31.2,14.34,7.66
46102,2018,3469.0,27.96,9.2,14.27,7.47
46103,2018,54687.0,7.12,18.01,15.35,13.7
46105,2018,1577.0,6.85,45.02,8.37,13.38
46107,2018,1128.0,5.59,35.11,13.39,11.61
46109,2018,4718.0,9.39,28.74,14.37,9.24
46111,2018,1283.0,6.16,39.28,13.48,9.28
46115,2018,3247.0,8.04,28.98,16.17,10.9
46117,2018,1702.0,5.76,24.03,16.63,11.57
46119,2018,681.0,8.52,41.7,8.08,11.01
46121,2018,2576.0,23.18,12.73,14.09,11.57
46123,2018,2783.0,8.88,33.06,14.27,12.65
46125,2018,4243.0,5.92,28.38,18.76,12.84
46127,2018,8074.0,6.92,30.52,14.44,10.21
46129,2018,2753.0,6.57,26.48,19.91,9.66
46135,2018,11387.0,7.04,27.85,19.3,13.38
46137,2018,1029.0,19.14,34.31,10.5,8.65
47001,2018,32986.0,7.57,20.8,13.28,10.73
47003,2018,21679.0,6.31,37.92,10.22,15.07
47005,2018,5627.0,5.33,31.03,11.07,14.18
47007,2018,5739.0,9.48,36.7,10.66,9.84
47009,2018,59749.0,8.72,21.75,14.55,12.35
47011,2018,47838.0,9.75,28.07,11.75,11.66
47013,2018,15286.0,7.34,29.8,16.23,10.89
47015,2018,6286.0,7.33,33.81,12.25,13.36
47017,2018,10892.0,11.8,27.56,12.15,12.29
47019,2018,23008.0,8.93,22.97,19.95,12.81
47021,2018,19619.0,7.02,26.82,12.34,10.3
47023,2018,6840.0,14.08,22.85,13.8,12.11
47025,2018,11877.0,12.3,30.84,15.54,10.18
47027,2018,2717.0,8.69,28.38,20.13,9.68
47029,2018,13973.0,7.09,25.34,13.29,12.12
47031,2018,23796.0,7.01,36.94,9.68,12.36
47033,2018,6085.0,7.33,31.19,16.24,13.16
47035,2018,21382.0,5.33,26.8,14.97,12.47
47037,2018,373294.0,9.05,14.05,14.97,10.68
47039,2018,4486.0,7.82,28.04,15.29,11.68
47041,2018,7931.0,10.04,38.51,12.47,8.02
47043,2018,22818.0,7.33,28.21,14.73,12.12
47045,2018,15976.0,10.05,32.76,14.19,10.35
47047,2018,17629.0,6.66,26.5,13.17,12.0
47049,2018,6640.0,7.88,31.73,19.25,12.03
47051,2018,18194.0,14.26,32.77,9.86,12.58
47053,2018,19867.0,7.05,28.16,15.53,12.22
47055,2018,12294.0,7.35,38.73,12.56,9.08
47057,2018,9651.0,6.8,33.91,12.27,11.63
47059,2018,28254.0,8.33,30.01,16.38,13.8
47061,2018,4756.0,12.13,41.99,9.65,8.79
47063,2018,26125.0,7.48,34.01,14.06,11.55
47065,2018,169798.0,8.09,21.1,14.49,11.84
47067,2018,2295.0,12.42,34.47,15.56,10.07
47069,2018,8021.0,10.11,31.31,16.26,11.0
47071,2018,9760.0,6.08,31.75,13.46,12.36
47073,2018,22014.0,7.63,33.91,15.04,12.08
47075,2018,7648.0,8.43,31.49,13.77,12.36
47077,2018,11310.0,8.72,30.08,16.1,11.12
47079,2018,12437.0,6.46,30.25,14.09,15.03
47081,2018,9771.0,5.7,34.46,13.31,10.34
47083,2018,2990.0,8.23,41.07,10.67,15.32
47085,2018,7140.0,7.96,36.97,11.48,12.9
47087,2018,4335.0,9.3,33.38,16.1,11.81
47089,2018,22913.0,8.64,26.5,11.41,13.58
47091,2018,5810.0,11.33,32.5,9.62,11.72
47093,2018,226894.0,10.58,14.83,14.64,13.74
47095,2018,1991.0,13.21,24.71,11.95,11.55
47097,2018,9376.0,7.74,32.5,12.59,12.54
47099,2018,16131.0,7.53,32.86,15.34,13.5
47101,2018,4941.0,9.33,35.9,16.35,9.61
47103,2018,14678.0,6.71,35.03,9.42,12.74
47105,2018,20653.0,6.8,30.63,11.72,12.56
47107,2018,21141.0,8.06,34.8,11.2,13.38
47109,2018,9278.0,9.27,31.45,15.1,11.35
47111,2018,10215.0,7.77,33.41,12.18,14.44
47113,2018,43519.0,9.04,19.34,20.1,12.4
47115,2018,12401.0,7.08,35.26,14.14,11.89
47117,2018,14297.0,6.93,36.29,11.17,11.04
47119,2018,42042.0,6.6,22.46,17.01,13.85
47121,2018,4480.0,7.21,42.5,8.44,9.93
47123,2018,17042.0,6.84,37.39,13.34,12.82
47125,2018,80066.0,9.28,20.21,12.71,12.29
47127,2018,2763.0,7.82,39.16,10.97,13.83
47129,2018,7263.0,6.13,25.25,14.68,10.02
47131,2018,12747.0,6.58,30.58,14.12,13.32
47133,2018,8982.0,5.99,30.64,18.01,13.52
47135,2018,2790.0,5.95,38.03,21.33,6.09
47137,2018,2042.0,5.73,32.42,13.66,7.2
47139,2018,6859.0,8.03,36.43,11.47,11.85
47141,2018,33590.0,10.08,20.74,15.96,12.36
47143,2018,13217.0,8.11,36.62,10.99,11.57
47145,2018,21345.0,7.62,20.26,13.91,12.9
47147,2018,33524.0,6.71,28.5,12.4,10.92
47149,2018,161242.0,8.61,21.12,13.25,12.21
47151,2018,8290.0,6.98,34.11,15.56,12.56
47153,2018,5929.0,6.75,30.51,9.98,11.76
47155,2018,46263.0,5.24,16.55,8.06,14.32
47157,2018,432142.0,8.49,14.39,13.89,11.16
47159,2018,8792.0,6.76,31.3,12.88,12.33
47161,2018,5222.0,6.72,29.62,11.87,15.74
47163,2018,66020.0,7.69,24.02,16.46,13.32
47165,2018,90151.0,7.32,20.07,13.65,12.75
47167,2018,27266.0,8.71,23.42,12.91,12.4
47169,2018,4051.0,9.41,31.99,10.79,11.75
47171,2018,7063.0,5.69,31.08,14.87,12.39
47173,2018,7209.0,4.87,32.24,16.47,12.47
47175,2018,2153.0,5.11,33.44,15.61,6.55
47177,2018,16895.0,7.87,39.18,10.54,10.68
47179,2018,58720.0,10.18,18.27,19.35,13.07
47181,2018,5753.0,10.45,28.59,16.41,8.97
47183,2018,14302.0,14.43,25.67,13.1,12.01
47185,2018,10087.0,6.62,31.47,14.54,12.29
47187,2018,110383.0,8.24,14.08,16.53,10.48
47189,2018,66073.0,7.21,17.62,11.78,12.52
48001,2018,19206.0,7.26,21.95,13.96,18.91
48003,2018,8221.0,5.5,43.56,9.83,11.57
48005,2018,35779.0,9.0,23.59,16.84,13.4
48007,2018,10195.0,8.49,22.35,10.38,10.64
48009,2018,4385.0,6.7,25.68,19.32,12.61
48011,2018,951.0,12.41,34.7,13.56,7.26
48013,2018,20037.0,7.37,30.8,11.56,12.43
48015,2018,13801.0,8.27,27.71,12.06,13.06
48017,2018,3273.0,6.84,40.3,5.62,13.47
48019,2018,9243.0,8.74,26.63,15.16,10.48
48021,2018,35049.0,9.02,28.91,10.88,11.44
48023,2018,1505.0,9.57,17.81,23.06,7.91
48025,2018,9449.0,10.11,21.05,10.12,16.91
48027,2018,139158.0,9.41,14.12,17.25,11.99
48029,2018,887464.0,9.55,15.32,13.56,11.96
48031,2018,5343.0,10.76,30.25,11.17,10.72
48033,2018,278.0,11.87,47.12,6.12,1.8
48035,2018,7563.0,8.03,31.22,13.79,11.64
48037,2018,37085.0,8.35,17.32,16.73,12.41
48039,2018,165147.0,10.24,27.55,14.64,8.6
48041,2018,104813.0,22.93,15.58,10.76,10.78
48043,2018,4318.0,18.09,17.21,8.52,13.87
48045,2018,690.0,10.43,40.43,9.13,10.29
48047,2018,2428.0,17.67,16.47,15.77,17.34
48049,2018,15974.0,10.0,26.97,16.97,11.2
48051,2018,7731.0,15.68,32.39,8.56,8.91
48053,2018,20303.0,6.59,26.13,11.69,13.74
48055,2018,18334.0,7.54,27.6,12.01,10.79
48057,2018,9606.0,7.81,44.48,9.96,7.28
48059,2018,5684.0,9.66,29.38,13.23,10.36
48061,2018,157501.0,13.49,15.39,18.58,12.32
48063,2018,5239.0,10.08,35.75,10.54,15.94
48065,2018,2897.0,13.08,36.18,10.29,6.11
48067,2018,11615.0,9.99,24.48,16.35,14.71
48069,2018,3438.0,8.32,39.41,9.71,14.83
48071,2018,17821.0,11.53,37.62,7.65,8.07
48073,2018,20364.0,9.97,27.74,17.55,12.11
48075,2018,2801.0,10.21,27.45,18.67,9.96
48077,2018,4355.0,9.32,28.66,15.15,10.61
48079,2018,1207.0,12.43,46.23,6.96,7.13
48081,2018,1411.0,18.64,25.87,10.42,11.27
48083,2018,3348.0,8.3,29.78,15.77,10.04
48085,2018,492047.0,9.05,15.18,11.06,11.4
48087,2018,1322.0,8.85,31.85,15.58,8.02
48089,2018,9489.0,9.21,31.75,11.73,12.09
48091,2018,61977.0,8.73,20.73,11.16,12.24
48093,2018,5638.0,10.0,32.8,14.38,14.93
48095,2018,1245.0,8.84,33.65,5.54,6.99
48097,2018,19101.0,9.09,31.37,9.27,9.38
48099,2018,23340.0,11.84,13.72,12.05,11.92
48101,2018,655.0,7.79,32.98,16.79,10.99
48103,2018,2029.0,9.07,43.27,10.94,7.89
48105,2018,1741.0,15.16,50.66,5.63,3.96
48107,2018,2443.0,9.62,26.2,13.02,10.93
48109,2018,983.0,10.89,24.82,12.92,5.49
48111,2018,3623.0,6.71,39.83,5.16,4.61
48113,2018,1282839.0,7.09,19.74,10.91,10.96
48115,2018,4863.0,14.35,30.23,11.12,10.55
48117,2018,8581.0,6.78,41.09,6.62,11.51
