COUNTYFP,dissim.b,inter.bw,iso.b,dissim.h,inter.hw,iso.h,dissim.a,inter.aw,iso.a
01001,0.24,0.69,0.26,0.43,0.72,0.07,0.44,0.76,0.02
01003,0.41,0.73,0.2,0.35,0.81,0.08,0.51,0.84,0.02
01005,0.22,0.43,0.51,0.3,0.48,0.06,0.38,0.51,0.01
01007,0.55,0.57,0.39,0.4,0.68,0.04,0.72,0.5,0.0
01009,0.45,0.83,0.03,0.39,0.81,0.15,0.26,0.9,0.01
01011,0.3,0.19,0.79,0.22,0.25,0.01,0.54,0.18,0.01
01013,0.36,0.42,0.55,0.53,0.59,0.01,0.67,0.47,0.04
01015,0.44,0.54,0.39,0.42,0.69,0.09,0.6,0.66,0.03
01017,0.26,0.51,0.44,0.5,0.52,0.05,0.53,0.62,0.03
01019,0.24,0.9,0.06,0.22,0.9,0.02,0.54,0.94,0.0
01021,0.36,0.75,0.16,0.43,0.73,0.15,0.75,0.76,0.02
01023,0.45,0.39,0.6,0.54,0.66,0.01,0.93,0.15,0.0
01025,0.22,0.49,0.5,0.59,0.66,0.01,0.41,0.57,0.01
01027,0.19,0.78,0.16,0.41,0.74,0.06,0.62,0.81,0.0
01029,0.35,0.91,0.04,0.49,0.89,0.05,0.79,0.95,0.0
01031,0.4,0.62,0.25,0.4,0.62,0.11,0.49,0.63,0.03
01033,0.28,0.71,0.23,0.34,0.8,0.04,0.36,0.8,0.01
01035,0.24,0.46,0.52,0.62,0.59,0.04,0.86,0.43,0.01
01037,0.53,0.43,0.56,0.67,0.68,0.01,0.0,0.0,0.0
01039,0.42,0.72,0.24,0.29,0.82,0.02,0.57,0.77,0.01
01041,0.12,0.7,0.24,0.46,0.71,0.05,0.73,0.68,0.05
01043,0.58,0.91,0.05,0.35,0.9,0.07,0.65,0.89,0.01
01045,0.31,0.61,0.29,0.43,0.65,0.11,0.49,0.62,0.02
01047,0.5,0.2,0.77,0.66,0.28,0.04,0.78,0.26,0.04
01049,0.52,0.8,0.03,0.45,0.69,0.26,0.66,0.78,0.01
01051,0.22,0.69,0.25,0.38,0.68,0.05,0.53,0.69,0.02
01053,0.36,0.5,0.44,0.3,0.72,0.04,0.65,0.66,0.02
01055,0.64,0.49,0.42,0.5,0.57,0.12,0.64,0.73,0.05
01057,0.46,0.76,0.18,0.62,0.74,0.05,0.32,0.82,0.01
01059,0.59,0.57,0.09,0.56,0.58,0.32,0.79,0.57,0.02
01061,0.22,0.82,0.11,0.28,0.82,0.05,0.69,0.79,0.02
01063,0.08,0.17,0.8,0.81,0.13,0.08,0.0,0.0,0.0
01065,0.36,0.34,0.65,0.76,0.39,0.04,0.5,0.62,0.01
01067,0.25,0.64,0.33,0.34,0.7,0.04,0.0,0.0,0.0
01069,0.48,0.48,0.46,0.31,0.66,0.05,0.41,0.71,0.02
01071,0.43,0.85,0.06,0.36,0.86,0.05,0.59,0.84,0.02
01073,0.64,0.25,0.69,0.51,0.45,0.09,0.48,0.65,0.05
01075,0.04,0.86,0.11,0.29,0.86,0.02,0.0,0.0,0.0
01077,0.46,0.68,0.24,0.37,0.77,0.05,0.47,0.82,0.02
01079,0.69,0.53,0.38,0.41,0.68,0.04,0.75,0.81,0.01
01081,0.35,0.56,0.35,0.19,0.69,0.05,0.43,0.65,0.08
01083,0.38,0.69,0.21,0.34,0.74,0.1,0.67,0.7,0.04
01085,0.25,0.23,0.76,0.31,0.33,0.01,0.0,0.0,0.0
01087,0.58,0.11,0.86,0.6,0.18,0.06,0.99,0.01,0.02
01089,0.49,0.45,0.44,0.44,0.54,0.11,0.35,0.68,0.04
01091,0.29,0.41,0.58,0.59,0.39,0.02,0.0,0.0,0.0
01093,0.33,0.89,0.05,0.35,0.89,0.04,0.44,0.9,0.0
01095,0.49,0.74,0.06,0.49,0.67,0.28,0.58,0.81,0.02
01097,0.56,0.34,0.6,0.39,0.63,0.07,0.5,0.63,0.06
01099,0.35,0.46,0.5,0.59,0.45,0.03,0.32,0.53,0.01
01101,0.53,0.23,0.7,0.55,0.32,0.12,0.51,0.46,0.1
01103,0.54,0.54,0.27,0.56,0.55,0.18,0.46,0.84,0.02
01105,0.19,0.27,0.71,0.27,0.33,0.01,0.36,0.31,0.0
01107,0.37,0.46,0.48,0.66,0.4,0.13,0.71,0.33,0.0
01109,0.25,0.52,0.43,0.35,0.6,0.01,0.47,0.59,0.05
01111,0.27,0.69,0.27,0.29,0.8,0.04,0.73,0.79,0.02
01113,0.43,0.37,0.53,0.4,0.43,0.08,0.27,0.58,0.01
01115,0.32,0.82,0.14,0.38,0.85,0.04,0.53,0.88,0.02
01117,0.28,0.73,0.17,0.38,0.72,0.11,0.45,0.78,0.04
01119,0.27,0.23,0.74,0.22,0.27,0.0,0.41,0.32,0.06
01121,0.31,0.54,0.42,0.51,0.58,0.06,0.71,0.66,0.03
01123,0.33,0.57,0.39,0.61,0.61,0.08,0.73,0.65,0.02
01125,0.54,0.38,0.57,0.43,0.59,0.1,0.55,0.67,0.05
01127,0.41,0.82,0.13,0.54,0.83,0.07,0.65,0.87,0.02
01129,0.25,0.61,0.27,0.48,0.76,0.03,0.64,0.78,0.02
01131,0.2,0.25,0.71,0.43,0.35,0.02,0.0,0.0,0.0
01133,0.42,0.92,0.01,0.35,0.93,0.05,0.78,0.96,0.01
02013,0.0,0.15,0.03,0.0,0.15,0.1,0.0,0.15,0.26
02016,0.02,0.24,0.04,0.0,0.24,0.14,0.12,0.25,0.45
02020,0.41,0.5,0.1,0.27,0.55,0.11,0.37,0.52,0.14
02050,0.17,0.21,0.02,0.05,0.19,0.05,0.18,0.21,0.03
02060,0.0,0.54,0.0,0.0,0.54,0.04,0.0,0.54,0.0
02068,0.0,0.81,0.01,0.0,0.81,0.0,0.0,0.81,0.05
02070,0.34,0.15,0.01,0.27,0.25,0.07,0.26,0.16,0.02
02090,0.41,0.63,0.08,0.28,0.67,0.11,0.4,0.66,0.05
02100,0.0,0.78,0.0,0.0,0.78,0.04,0.0,0.78,0.03
02105,0.01,0.44,0.03,0.01,0.44,0.07,0.01,0.44,0.03
02110,0.34,0.61,0.02,0.15,0.65,0.07,0.28,0.59,0.08
02122,0.46,0.81,0.01,0.2,0.78,0.05,0.34,0.75,0.03
02130,0.27,0.6,0.01,0.2,0.62,0.06,0.44,0.56,0.12
02150,0.81,0.75,0.02,0.21,0.48,0.1,0.36,0.39,0.37
02158,0.0,0.04,0.0,0.0,0.04,0.01,0.0,0.04,0.0
02164,0.0,0.22,0.01,0.0,0.22,0.01,0.0,0.22,0.02
02170,0.44,0.77,0.02,0.17,0.78,0.05,0.24,0.79,0.02
02180,0.03,0.25,0.01,0.17,0.28,0.06,0.67,0.08,0.02
02185,0.32,0.42,0.01,0.28,0.46,0.03,0.77,0.16,0.1
02188,0.01,0.16,0.01,0.01,0.16,0.02,0.1,0.14,0.01
02195,0.0,0.63,0.01,0.0,0.63,0.1,0.0,0.63,0.09
02198,0.08,0.56,0.01,0.4,0.36,0.05,0.22,0.44,0.01
02220,0.18,0.65,0.01,0.06,0.62,0.06,0.24,0.59,0.08
02230,0.0,0.84,0.01,0.0,0.84,0.05,0.0,0.84,0.02
02240,0.23,0.84,0.01,0.21,0.84,0.08,0.54,0.61,0.04
02261,0.09,0.69,0.0,0.09,0.71,0.05,0.47,0.68,0.07
02275,0.0,0.66,0.0,0.0,0.66,0.05,0.0,0.66,0.03
02282,0.0,0.42,0.0,0.0,0.42,0.07,0.0,0.42,0.08
02290,0.73,0.19,0.01,0.32,0.22,0.03,0.5,0.15,0.01
04001,0.48,0.32,0.02,0.34,0.51,0.25,0.68,0.36,0.02
04003,0.43,0.56,0.07,0.37,0.43,0.49,0.47,0.57,0.04
04005,0.5,0.6,0.03,0.23,0.61,0.2,0.36,0.65,0.04
04007,0.48,0.78,0.01,0.58,0.52,0.38,0.49,0.59,0.02
04009,0.51,0.49,0.04,0.23,0.53,0.38,0.3,0.56,0.01
04011,0.41,0.39,0.03,0.22,0.44,0.49,0.45,0.4,0.01
04012,0.92,0.29,0.05,0.57,0.38,0.39,0.42,0.66,0.01
04013,0.49,0.43,0.1,0.5,0.38,0.49,0.38,0.59,0.09
04015,0.53,0.76,0.03,0.21,0.75,0.2,0.44,0.78,0.03
04017,0.56,0.45,0.02,0.33,0.57,0.21,0.59,0.34,0.02
04019,0.44,0.48,0.07,0.45,0.38,0.52,0.35,0.57,0.05
04021,0.46,0.5,0.09,0.35,0.48,0.39,0.39,0.58,0.04
04023,0.94,0.03,0.01,0.5,0.1,0.89,0.78,0.06,0.04
04025,0.36,0.81,0.01,0.27,0.76,0.19,0.38,0.83,0.02
04027,0.53,0.35,0.05,0.48,0.22,0.74,0.42,0.4,0.03
05001,0.45,0.52,0.45,0.37,0.71,0.07,0.0,0.0,0.0
05003,0.24,0.64,0.3,0.38,0.63,0.08,0.72,0.84,0.01
05005,0.45,0.95,0.0,0.47,0.92,0.06,0.5,0.94,0.01
05007,0.39,0.69,0.03,0.43,0.61,0.29,0.45,0.68,0.11
05009,0.51,0.93,0.01,0.31,0.93,0.03,0.36,0.94,0.01
05011,0.12,0.55,0.3,0.19,0.53,0.18,0.0,0.0,0.0
05013,0.08,0.72,0.22,0.08,0.73,0.04,0.0,0.0,0.0
05015,0.41,0.89,0.01,0.37,0.73,0.21,0.31,0.78,0.02
05017,0.48,0.26,0.69,0.08,0.56,0.08,0.67,0.24,0.01
05019,0.31,0.63,0.3,0.2,0.68,0.05,0.42,0.64,0.01
05021,0.57,0.94,0.02,0.28,0.94,0.03,0.0,0.0,0.0
05023,0.65,0.94,0.02,0.29,0.93,0.04,0.64,0.94,0.02
05025,0.2,0.83,0.13,0.43,0.88,0.03,0.45,0.81,0.0
05027,0.27,0.51,0.43,0.28,0.55,0.04,0.71,0.56,0.04
05029,0.4,0.75,0.17,0.41,0.75,0.06,0.79,0.77,0.0
05031,0.43,0.64,0.23,0.39,0.67,0.08,0.6,0.66,0.05
05033,0.45,0.77,0.03,0.39,0.73,0.16,0.64,0.76,0.06
05035,0.5,0.29,0.63,0.45,0.42,0.05,0.63,0.44,0.02
05037,0.51,0.58,0.35,0.5,0.6,0.04,0.96,0.46,0.01
05039,0.24,0.49,0.46,0.52,0.51,0.08,0.34,0.45,0.0
05041,0.3,0.39,0.54,0.38,0.45,0.09,0.62,0.48,0.01
05043,0.19,0.62,0.34,0.18,0.7,0.04,0.65,0.76,0.01
05045,0.35,0.73,0.17,0.32,0.74,0.06,0.5,0.75,0.03
05047,0.18,0.92,0.01,0.16,0.91,0.03,0.76,0.88,0.03
05049,0.46,0.95,0.01,0.46,0.95,0.03,0.54,0.95,0.0
05051,0.48,0.69,0.19,0.4,0.75,0.09,0.61,0.78,0.02
05053,0.22,0.92,0.04,0.49,0.89,0.06,0.7,0.92,0.0
05055,0.47,0.91,0.03,0.27,0.92,0.04,0.73,0.87,0.02
05057,0.42,0.45,0.38,0.49,0.42,0.19,0.44,0.66,0.0
05059,0.49,0.67,0.26,0.29,0.78,0.05,0.3,0.85,0.01
05061,0.37,0.55,0.28,0.27,0.6,0.14,0.42,0.52,0.0
05063,0.41,0.84,0.03,0.56,0.79,0.15,0.45,0.81,0.01
05065,0.72,0.86,0.07,0.49,0.88,0.05,0.82,0.96,0.01
05067,0.33,0.73,0.17,0.23,0.77,0.04,0.86,0.65,0.0
05069,0.58,0.23,0.74,0.47,0.49,0.05,0.65,0.48,0.05
05071,0.62,0.61,0.04,0.44,0.68,0.23,0.43,0.72,0.03
05073,0.13,0.58,0.37,0.17,0.57,0.03,0.21,0.57,0.01
05075,0.57,0.95,0.03,0.12,0.96,0.02,0.37,0.96,0.0
05077,0.26,0.38,0.6,0.42,0.47,0.04,0.86,0.42,0.01
05079,0.48,0.5,0.45,0.23,0.62,0.04,0.0,0.0,0.0
05081,0.27,0.68,0.28,0.37,0.72,0.01,0.82,0.63,0.02
05083,0.48,0.86,0.03,0.36,0.89,0.05,0.65,0.82,0.07
05085,0.57,0.76,0.19,0.27,0.86,0.06,0.56,0.87,0.02
05087,0.55,0.83,0.0,0.43,0.84,0.11,0.75,0.9,0.04
05089,0.68,0.91,0.03,0.23,0.94,0.03,0.39,0.94,0.01
05091,0.5,0.51,0.42,0.53,0.59,0.06,0.56,0.8,0.01
05093,0.54,0.37,0.57,0.3,0.61,0.06,0.62,0.63,0.02
05095,0.15,0.53,0.41,0.33,0.51,0.04,0.61,0.46,0.01
05097,0.62,0.93,0.01,0.3,0.89,0.06,0.39,0.92,0.02
05099,0.13,0.62,0.36,0.53,0.58,0.01,0.15,0.62,0.0
05101,0.47,0.97,0.0,0.42,0.92,0.02,0.36,0.92,0.0
05103,0.28,0.5,0.45,0.42,0.45,0.04,0.41,0.66,0.0
05105,0.22,0.92,0.02,0.04,0.92,0.03,0.0,0.0,0.0
05107,0.34,0.3,0.67,0.28,0.48,0.04,0.96,0.17,0.01
05109,0.36,0.87,0.05,0.35,0.85,0.1,0.46,0.84,0.01
05111,0.47,0.79,0.11,0.26,0.84,0.04,0.73,0.73,0.0
05113,0.37,0.81,0.01,0.44,0.78,0.16,0.7,0.9,0.04
05115,0.5,0.75,0.06,0.51,0.72,0.19,0.53,0.83,0.03
05117,0.13,0.84,0.14,0.22,0.84,0.01,0.72,0.83,0.01
05119,0.51,0.36,0.54,0.48,0.41,0.13,0.44,0.64,0.06
05121,0.33,0.93,0.02,0.18,0.95,0.02,0.0,0.0,0.0
05123,0.4,0.31,0.64,0.37,0.43,0.04,0.59,0.38,0.02
05125,0.45,0.77,0.13,0.43,0.77,0.1,0.48,0.78,0.03
05127,0.27,0.84,0.0,0.18,0.85,0.09,0.37,0.87,0.02
05129,0.51,0.94,0.01,0.25,0.93,0.03,0.55,0.94,0.03
05131,0.53,0.5,0.15,0.58,0.47,0.31,0.42,0.6,0.07
05133,0.26,0.56,0.06,0.5,0.42,0.49,0.81,0.3,0.01
05135,0.45,0.92,0.01,0.2,0.93,0.03,0.63,0.92,0.01
05137,0.42,0.95,0.0,0.23,0.94,0.03,0.71,0.93,0.0
05139,0.4,0.47,0.46,0.52,0.5,0.07,0.57,0.59,0.02
05141,0.49,0.94,0.01,0.23,0.93,0.04,0.56,0.95,0.0
05143,0.41,0.71,0.07,0.52,0.52,0.34,0.36,0.71,0.04
05145,0.43,0.84,0.07,0.35,0.84,0.07,0.6,0.84,0.02
05147,0.29,0.65,0.33,0.68,0.56,0.0,0.32,0.78,0.02
05149,0.49,0.64,0.05,0.37,0.67,0.28,0.55,0.79,0.02
06001,0.53,0.24,0.22,0.49,0.23,0.35,0.43,0.27,0.43
06003,0.0,0.59,0.01,0.0,0.59,0.09,0.0,0.59,0.01
06005,0.81,0.53,0.12,0.28,0.72,0.18,0.45,0.76,0.02
06007,0.51,0.66,0.04,0.27,0.67,0.21,0.47,0.64,0.11
06009,0.44,0.8,0.01,0.15,0.8,0.13,0.23,0.8,0.02
06011,0.28,0.4,0.02,0.23,0.33,0.61,0.45,0.3,0.02
06013,0.6,0.28,0.17,0.49,0.32,0.39,0.4,0.4,0.26
06015,0.42,0.56,0.05,0.28,0.58,0.24,0.17,0.64,0.04
06017,0.45,0.72,0.02,0.25,0.73,0.18,0.44,0.71,0.1
06019,0.53,0.25,0.1,0.46,0.22,0.63,0.4,0.3,0.16
06021,0.52,0.61,0.02,0.26,0.47,0.48,0.45,0.52,0.06
06023,0.51,0.71,0.03,0.23,0.73,0.14,0.46,0.72,0.07
06025,0.55,0.12,0.09,0.4,0.1,0.86,0.45,0.13,0.04
06027,0.48,0.65,0.02,0.2,0.61,0.24,0.42,0.56,0.03
06029,0.54,0.29,0.12,0.52,0.23,0.66,0.46,0.35,0.11
06031,0.39,0.32,0.11,0.36,0.27,0.61,0.28,0.4,0.06
06033,0.46,0.66,0.05,0.22,0.67,0.24,0.5,0.72,0.03
06035,0.71,0.37,0.21,0.53,0.46,0.31,0.38,0.54,0.02
06037,0.66,0.17,0.26,0.62,0.15,0.65,0.5,0.26,0.32
06039,0.6,0.24,0.07,0.46,0.24,0.69,0.36,0.42,0.04
06041,0.53,0.54,0.1,0.47,0.5,0.36,0.26,0.69,0.07
06043,0.68,0.74,0.03,0.22,0.78,0.13,0.53,0.75,0.04
06045,0.38,0.61,0.01,0.31,0.6,0.32,0.27,0.67,0.03
06047,0.44,0.28,0.06,0.33,0.25,0.63,0.43,0.26,0.14
06049,0.36,0.82,0.03,0.21,0.76,0.16,0.6,0.71,0.04
06051,0.31,0.67,0.0,0.27,0.61,0.31,0.34,0.6,0.03
06053,0.56,0.32,0.1,0.6,0.17,0.74,0.41,0.35,0.1
06055,0.61,0.41,0.07,0.29,0.48,0.41,0.61,0.35,0.26
06057,0.55,0.84,0.02,0.3,0.78,0.17,0.37,0.85,0.02
06059,0.47,0.39,0.04,0.52,0.28,0.52,0.44,0.35,0.33
06061,0.32,0.71,0.02,0.25,0.69,0.18,0.36,0.68,0.12
06063,0.63,0.81,0.03,0.09,0.83,0.09,0.27,0.83,0.02
06065,0.44,0.3,0.11,0.39,0.28,0.58,0.38,0.37,0.12
06067,0.48,0.34,0.15,0.36,0.39,0.29,0.49,0.34,0.24
06069,0.45,0.34,0.02,0.3,0.31,0.64,0.31,0.38,0.04
06071,0.47,0.24,0.13,0.43,0.22,0.61,0.46,0.29,0.16
06073,0.52,0.35,0.11,0.48,0.33,0.49,0.49,0.38,0.24
06075,0.52,0.3,0.15,0.43,0.34,0.24,0.41,0.32,0.44
06077,0.48,0.25,0.12,0.32,0.29,0.47,0.47,0.26,0.24
06079,0.54,0.51,0.19,0.27,0.63,0.29,0.37,0.66,0.07
06081,0.57,0.26,0.06,0.5,0.29,0.39,0.44,0.32,0.4
06083,0.47,0.43,0.04,0.47,0.32,0.59,0.38,0.45,0.11
06085,0.44,0.3,0.04,0.48,0.24,0.41,0.43,0.26,0.47
06087,0.42,0.62,0.02,0.53,0.36,0.57,0.39,0.55,0.11
06089,0.48,0.77,0.03,0.2,0.77,0.12,0.47,0.74,0.08
06091,0.0,0.88,0.0,0.0,0.88,0.11,0.0,0.0,0.0
06093,0.48,0.72,0.03,0.27,0.69,0.21,0.4,0.78,0.03
06095,0.45,0.3,0.2,0.32,0.34,0.32,0.4,0.33,0.23
06097,0.43,0.58,0.03,0.35,0.54,0.36,0.32,0.6,0.06
06099,0.4,0.4,0.05,0.35,0.36,0.53,0.36,0.43,0.09
06101,0.29,0.45,0.03,0.26,0.43,0.37,0.31,0.43,0.23
06103,0.38,0.72,0.01,0.29,0.63,0.31,0.24,0.74,0.02
06105,0.31,0.81,0.01,0.38,0.79,0.13,0.43,0.81,0.03
06107,0.53,0.3,0.04,0.38,0.24,0.7,0.41,0.3,0.06
06109,0.81,0.41,0.2,0.18,0.75,0.15,0.44,0.73,0.04
06111,0.5,0.42,0.04,0.53,0.3,0.6,0.32,0.49,0.11
06113,0.4,0.45,0.05,0.33,0.42,0.41,0.3,0.47,0.22
06115,0.29,0.54,0.05,0.26,0.5,0.32,0.35,0.49,0.1
08001,0.52,0.38,0.09,0.36,0.42,0.48,0.35,0.52,0.07
08003,0.22,0.46,0.01,0.28,0.44,0.5,0.38,0.54,0.02
08005,0.49,0.46,0.19,0.41,0.49,0.29,0.37,0.57,0.09
08007,0.3,0.78,0.02,0.09,0.76,0.19,0.51,0.74,0.02
08009,0.46,0.87,0.02,0.12,0.85,0.11,0.0,0.0,0.0
08011,0.0,0.63,0.03,0.0,0.63,0.32,0.0,0.63,0.01
08013,0.42,0.76,0.02,0.36,0.69,0.23,0.34,0.75,0.09
08014,0.32,0.78,0.02,0.24,0.74,0.16,0.21,0.77,0.08
08015,0.77,0.78,0.08,0.29,0.8,0.14,0.5,0.87,0.01
08017,0.0,0.77,0.0,0.0,0.77,0.17,0.0,0.77,0.02
08019,0.29,0.89,0.02,0.3,0.87,0.09,0.25,0.91,0.01
08021,0.63,0.31,0.01,0.26,0.41,0.56,0.31,0.56,0.0
08023,0.8,0.15,0.01,0.35,0.29,0.67,0.2,0.46,0.03
08025,0.0,0.62,0.04,0.0,0.62,0.31,0.0,0.62,0.0
08027,0.0,0.85,0.03,0.0,0.85,0.1,0.0,0.0,0.0
08029,0.68,0.71,0.03,0.26,0.78,0.19,0.69,0.71,0.04
08031,0.54,0.41,0.2,0.55,0.36,0.49,0.38,0.52,0.06
08033,0.0,0.0,0.0,0.0,0.91,0.06,0.0,0.0,0.0
08035,0.38,0.8,0.02,0.14,0.82,0.09,0.36,0.78,0.08
08037,0.74,0.52,0.05,0.25,0.62,0.35,0.55,0.69,0.03
08039,0.41,0.87,0.01,0.12,0.88,0.07,0.41,0.87,0.01
08041,0.38,0.61,0.09,0.29,0.62,0.22,0.32,0.67,0.04
08043,0.8,0.45,0.18,0.35,0.67,0.19,0.39,0.78,0.01
08045,0.4,0.65,0.01,0.13,0.67,0.3,0.54,0.68,0.04
08047,0.0,0.86,0.0,0.0,0.86,0.09,0.0,0.0,0.0
08049,0.41,0.87,0.01,0.22,0.86,0.1,0.36,0.85,0.02
08051,0.56,0.82,0.01,0.3,0.85,0.12,0.64,0.89,0.01
08053,0.0,0.0,0.0,0.0,0.9,0.06,0.0,0.9,0.0
08055,0.36,0.78,0.01,0.34,0.57,0.41,0.0,0.0,0.0
08057,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0
08059,0.47,0.74,0.03,0.31,0.71,0.22,0.34,0.77,0.05
08061,0.0,0.87,0.01,0.0,0.87,0.05,0.0,0.0,0.0
08063,0.29,0.72,0.03,0.24,0.73,0.23,0.68,0.82,0.01
08065,0.09,0.67,0.0,0.37,0.56,0.41,0.08,0.67,0.01
08067,0.37,0.76,0.01,0.17,0.75,0.15,0.43,0.8,0.01
08069,0.44,0.79,0.02,0.22,0.78,0.16,0.4,0.81,0.04
08071,0.65,0.63,0.03,0.16,0.51,0.44,0.64,0.47,0.02
08073,0.42,0.56,0.13,0.32,0.59,0.26,0.2,0.63,0.01
08075,0.46,0.8,0.03,0.13,0.77,0.17,0.53,0.76,0.02
08077,0.55,0.77,0.02,0.25,0.78,0.18,0.38,0.83,0.02
08079,0.0,0.87,0.02,0.0,0.87,0.1,0.0,0.87,0.01
08081,0.19,0.84,0.01,0.3,0.76,0.21,0.0,0.0,0.0
08083,0.44,0.59,0.0,0.14,0.75,0.14,0.64,0.73,0.01
08085,0.55,0.85,0.01,0.37,0.68,0.29,0.5,0.7,0.02
08087,0.48,0.5,0.06,0.26,0.54,0.4,0.66,0.49,0.03
08089,0.44,0.55,0.03,0.29,0.48,0.48,0.7,0.38,0.02
08091,0.0,0.0,0.0,0.0,0.93,0.04,0.0,0.93,0.0
08093,0.81,0.92,0.01,0.21,0.88,0.07,0.62,0.91,0.02
08095,0.38,0.67,0.0,0.35,0.68,0.29,0.38,0.67,0.0
08097,0.31,0.87,0.02,0.14,0.85,0.11,0.48,0.83,0.04
08099,0.4,0.62,0.02,0.29,0.54,0.44,0.51,0.69,0.01
08101,0.5,0.45,0.05,0.29,0.47,0.49,0.48,0.56,0.02
08103,0.51,0.85,0.01,0.0,0.85,0.1,0.59,0.85,0.0
08105,0.7,0.41,0.02,0.39,0.44,0.54,0.43,0.75,0.01
08107,0.46,0.92,0.02,0.28,0.86,0.1,0.29,0.89,0.01
08109,0.0,0.0,0.0,0.61,0.38,0.59,0.0,0.0,0.0
08111,0.0,0.0,0.0,0.0,0.9,0.09,0.0,0.0,0.0
08113,0.69,0.83,0.01,0.29,0.82,0.14,0.36,0.82,0.02
08115,0.0,0.82,0.01,0.0,0.82,0.14,0.0,0.82,0.02
08117,0.6,0.79,0.02,0.42,0.72,0.23,0.5,0.86,0.01
08119,0.13,0.9,0.01,0.25,0.87,0.09,0.38,0.9,0.03
08121,0.27,0.85,0.01,0.31,0.84,0.13,0.44,0.83,0.01
08123,0.61,0.53,0.04,0.35,0.55,0.4,0.46,0.66,0.03
08125,0.42,0.72,0.01,0.1,0.75,0.23,0.0,0.0,0.0
09001,0.65,0.32,0.27,0.56,0.4,0.34,0.34,0.62,0.09
09003,0.66,0.32,0.37,0.58,0.38,0.38,0.4,0.63,0.12
09005,0.45,0.84,0.04,0.35,0.84,0.1,0.39,0.87,0.04
09007,0.57,0.69,0.13,0.36,0.76,0.1,0.42,0.74,0.07
09009,0.62,0.38,0.3,0.53,0.44,0.32,0.37,0.67,0.08
09011,0.54,0.58,0.12,0.48,0.58,0.22,0.44,0.69,0.08
09013,0.52,0.71,0.11,0.29,0.79,0.08,0.47,0.79,0.1
09015,0.49,0.69,0.05,0.64,0.56,0.36,0.41,0.78,0.03
10001,0.3,0.55,0.31,0.26,0.58,0.1,0.39,0.57,0.04
10003,0.47,0.41,0.42,0.41,0.5,0.17,0.35,0.62,0.1
10005,0.42,0.64,0.21,0.41,0.63,0.18,0.36,0.73,0.02
11001,0.68,0.16,0.71,0.41,0.39,0.18,0.25,0.53,0.07
12001,0.4,0.49,0.36,0.2,0.62,0.11,0.37,0.62,0.11
12003,0.27,0.78,0.17,0.32,0.78,0.04,0.35,0.8,0.01
12005,0.45,0.62,0.24,0.29,0.71,0.1,0.37,0.75,0.04
12007,0.3,0.68,0.25,0.21,0.71,0.04,0.61,0.91,0.02
12009,0.48,0.6,0.22,0.28,0.7,0.13,0.32,0.74,0.04
12011,0.57,0.21,0.51,0.32,0.36,0.36,0.4,0.37,0.06
12013,0.4,0.69,0.18,0.24,0.73,0.07,0.51,0.67,0.01
12015,0.46,0.77,0.1,0.28,0.8,0.1,0.42,0.83,0.04
12017,0.33,0.86,0.04,0.21,0.87,0.07,0.53,0.86,0.04
12019,0.39,0.64,0.15,0.29,0.67,0.12,0.31,0.68,0.04
12021,0.6,0.37,0.17,0.48,0.43,0.44,0.39,0.71,0.03
12023,0.43,0.61,0.3,0.16,0.71,0.06,0.46,0.75,0.02
12027,0.46,0.41,0.31,0.38,0.44,0.45,0.45,0.74,0.02
12029,0.52,0.74,0.17,0.29,0.82,0.05,0.16,0.86,0.0
12031,0.5,0.35,0.51,0.28,0.54,0.13,0.36,0.56,0.08
12033,0.39,0.52,0.36,0.3,0.62,0.09,0.37,0.64,0.06
12035,0.25,0.71,0.13,0.23,0.72,0.12,0.37,0.72,0.04
12037,0.25,0.73,0.17,0.23,0.76,0.07,0.62,0.75,0.01
12039,0.3,0.28,0.61,0.36,0.33,0.16,0.52,0.36,0.02
12041,0.62,0.73,0.16,0.26,0.82,0.07,0.67,0.84,0.01
12043,0.29,0.52,0.17,0.25,0.55,0.25,0.45,0.55,0.01
12045,0.23,0.71,0.22,0.17,0.75,0.05,0.24,0.81,0.01
12047,0.25,0.51,0.38,0.04,0.57,0.1,0.62,0.69,0.0
12049,0.4,0.41,0.11,0.29,0.42,0.48,0.52,0.4,0.01
12051,0.51,0.27,0.26,0.15,0.32,0.55,0.5,0.3,0.02
12053,0.3,0.75,0.08,0.26,0.74,0.16,0.46,0.75,0.03
12055,0.5,0.53,0.21,0.3,0.61,0.25,0.62,0.66,0.06
12057,0.48,0.35,0.31,0.36,0.42,0.37,0.39,0.51,0.08
12059,0.45,0.81,0.12,0.27,0.85,0.04,0.67,0.78,0.02
12061,0.54,0.52,0.32,0.42,0.61,0.26,0.46,0.78,0.03
12063,0.26,0.58,0.33,0.29,0.64,0.07,0.35,0.66,0.0
12065,0.25,0.56,0.37,0.35,0.53,0.05,0.63,0.72,0.01
12067,0.14,0.66,0.16,0.02,0.66,0.14,0.0,0.0,0.0
12069,0.38,0.62,0.17,0.31,0.63,0.21,0.43,0.65,0.04
12071,0.59,0.43,0.26,0.44,0.53,0.33,0.41,0.71,0.04
12073,0.42,0.43,0.46,0.26,0.57,0.08,0.37,0.6,0.07
12075,0.49,0.68,0.19,0.26,0.76,0.1,0.46,0.8,0.01
