COUNTYFP,dissim.b,inter.bw,iso.b,dissim.h,inter.hw,iso.h,dissim.a,inter.aw,iso.a
54091,0.11,0.96,0.01,0.51,0.95,0.03,0.67,0.94,0.03
54093,0.35,0.97,0.0,0.25,0.97,0.01,0.75,0.97,0.02
54095,0.62,0.98,0.01,0.4,0.97,0.0,0.6,0.97,0.01
54097,0.56,0.93,0.04,0.4,0.94,0.02,0.67,0.94,0.01
54099,0.74,0.93,0.03,0.47,0.97,0.01,0.75,0.94,0.04
54101,0.73,0.99,0.0,0.73,0.99,0.0,0.0,0.0,0.0
54103,0.67,0.96,0.04,0.47,0.97,0.01,0.78,0.98,0.02
54105,0.18,0.97,0.02,0.09,0.97,0.01,0.0,0.0,0.0
54107,0.5,0.89,0.04,0.43,0.93,0.02,0.6,0.95,0.02
54109,0.29,0.97,0.01,0.7,0.97,0.01,0.67,0.98,0.01
55001,0.55,0.81,0.08,0.36,0.85,0.06,0.66,0.89,0.02
55003,0.48,0.84,0.02,0.36,0.69,0.05,0.41,0.79,0.01
55005,0.64,0.89,0.07,0.31,0.91,0.04,0.24,0.95,0.01
55007,0.51,0.71,0.02,0.29,0.79,0.02,0.32,0.75,0.01
55009,0.58,0.63,0.12,0.5,0.64,0.22,0.4,0.74,0.06
55011,0.15,0.96,0.01,0.31,0.95,0.03,0.81,0.98,0.0
55013,0.21,0.91,0.01,0.11,0.89,0.02,0.17,0.89,0.0
55015,0.47,0.84,0.03,0.25,0.89,0.06,0.59,0.8,0.09
55017,0.53,0.89,0.04,0.4,0.91,0.03,0.48,0.92,0.03
55019,0.32,0.93,0.01,0.45,0.89,0.09,0.37,0.94,0.01
55021,0.64,0.88,0.04,0.24,0.91,0.04,0.38,0.92,0.02
55023,0.66,0.9,0.06,0.14,0.94,0.02,0.35,0.93,0.01
55025,0.45,0.69,0.11,0.38,0.7,0.12,0.41,0.71,0.12
55027,0.55,0.82,0.08,0.3,0.87,0.07,0.49,0.87,0.01
55029,0.69,0.89,0.02,0.24,0.93,0.04,0.52,0.94,0.01
55031,0.54,0.87,0.04,0.28,0.91,0.02,0.48,0.88,0.03
55033,0.47,0.89,0.01,0.15,0.93,0.02,0.42,0.9,0.05
55035,0.33,0.89,0.02,0.31,0.88,0.03,0.26,0.88,0.05
55037,0.59,0.96,0.01,0.41,0.96,0.02,0.0,0.0,0.0
55039,0.5,0.84,0.04,0.25,0.87,0.07,0.43,0.86,0.03
55041,0.49,0.8,0.02,0.2,0.82,0.03,0.56,0.86,0.01
55043,0.59,0.92,0.05,0.22,0.95,0.02,0.5,0.93,0.02
55045,0.45,0.94,0.01,0.16,0.94,0.04,0.4,0.94,0.01
55047,0.18,0.93,0.01,0.26,0.91,0.06,0.5,0.92,0.01
55049,0.31,0.95,0.01,0.58,0.93,0.05,0.33,0.97,0.01
55051,0.48,0.95,0.02,0.18,0.96,0.01,0.23,0.95,0.0
55053,0.64,0.71,0.07,0.44,0.83,0.07,0.35,0.85,0.01
55055,0.42,0.87,0.02,0.3,0.86,0.1,0.28,0.88,0.01
55057,0.46,0.89,0.05,0.26,0.9,0.04,0.38,0.92,0.01
55059,0.49,0.61,0.14,0.36,0.65,0.2,0.43,0.75,0.04
55061,0.39,0.95,0.01,0.1,0.95,0.03,0.3,0.95,0.01
55063,0.41,0.87,0.04,0.24,0.9,0.02,0.38,0.87,0.08
55065,0.45,0.94,0.01,0.37,0.92,0.06,0.42,0.95,0.01
55067,0.6,0.88,0.02,0.37,0.9,0.03,0.32,0.94,0.0
55069,0.5,0.94,0.02,0.3,0.95,0.02,0.3,0.96,0.0
55071,0.57,0.85,0.03,0.33,0.87,0.06,0.52,0.84,0.07
55073,0.49,0.84,0.02,0.42,0.85,0.06,0.45,0.81,0.12
55075,0.47,0.94,0.02,0.3,0.95,0.03,0.62,0.93,0.02
55077,0.27,0.93,0.01,0.22,0.92,0.04,0.3,0.94,0.01
55078,0.73,0.04,0.01,0.8,0.03,0.12,0.97,0.01,0.01
55079,0.76,0.2,0.65,0.54,0.39,0.41,0.45,0.49,0.1
55081,0.5,0.89,0.03,0.21,0.9,0.06,0.4,0.9,0.02
55083,0.43,0.95,0.01,0.19,0.94,0.02,0.41,0.94,0.01
55085,0.51,0.92,0.01,0.3,0.94,0.02,0.38,0.95,0.01
55087,0.56,0.8,0.05,0.28,0.84,0.06,0.46,0.82,0.08
55089,0.35,0.89,0.03,0.2,0.91,0.04,0.41,0.89,0.04
55091,0.23,0.97,0.0,0.19,0.96,0.02,0.03,0.97,0.0
55093,0.31,0.93,0.01,0.27,0.94,0.03,0.46,0.92,0.02
55095,0.35,0.95,0.01,0.21,0.95,0.02,0.42,0.95,0.01
55097,0.38,0.89,0.01,0.3,0.9,0.05,0.43,0.89,0.05
55099,0.67,0.93,0.03,0.2,0.93,0.02,0.39,0.94,0.01
55101,0.52,0.5,0.22,0.46,0.54,0.23,0.54,0.71,0.04
55103,0.43,0.93,0.01,0.26,0.93,0.03,0.56,0.92,0.02
55105,0.56,0.64,0.12,0.43,0.68,0.18,0.48,0.84,0.03
55107,0.2,0.95,0.01,0.09,0.95,0.02,0.64,0.95,0.0
55109,0.34,0.94,0.01,0.22,0.93,0.03,0.43,0.93,0.02
55111,0.47,0.89,0.02,0.31,0.89,0.08,0.4,0.9,0.01
55113,0.55,0.71,0.01,0.48,0.79,0.06,0.58,0.48,0.01
55115,0.62,0.8,0.01,0.31,0.85,0.04,0.36,0.87,0.01
55117,0.58,0.77,0.06,0.37,0.77,0.1,0.51,0.75,0.11
55119,0.64,0.94,0.02,0.35,0.95,0.03,0.33,0.96,0.0
55121,0.43,0.9,0.01,0.6,0.75,0.24,0.25,0.91,0.01
55123,0.32,0.95,0.0,0.18,0.96,0.02,0.48,0.95,0.01
55125,0.33,0.76,0.0,0.12,0.87,0.03,0.44,0.81,0.01
55127,0.57,0.84,0.05,0.29,0.81,0.16,0.38,0.83,0.02
55129,0.28,0.93,0.01,0.28,0.93,0.02,0.41,0.93,0.01
55131,0.42,0.91,0.03,0.26,0.92,0.04,0.43,0.92,0.03
55133,0.5,0.83,0.04,0.36,0.83,0.1,0.46,0.84,0.08
55135,0.48,0.94,0.01,0.27,0.93,0.04,0.51,0.94,0.01
55137,0.53,0.86,0.05,0.38,0.86,0.11,0.39,0.86,0.01
55139,0.45,0.84,0.06,0.27,0.87,0.06,0.37,0.86,0.05
55141,0.53,0.91,0.02,0.33,0.89,0.05,0.43,0.88,0.04
56001,0.49,0.8,0.02,0.22,0.8,0.13,0.3,0.82,0.05
56003,0.24,0.87,0.01,0.18,0.86,0.1,0.39,0.88,0.01
56005,0.66,0.89,0.01,0.2,0.85,0.1,0.4,0.87,0.01
56007,0.37,0.71,0.02,0.36,0.69,0.27,0.52,0.75,0.02
56009,0.69,0.8,0.0,0.25,0.86,0.1,0.69,0.8,0.0
56011,0.4,0.94,0.0,0.39,0.94,0.02,0.4,0.94,0.01
56013,0.57,0.71,0.02,0.3,0.68,0.09,0.74,0.6,0.0
56015,0.53,0.83,0.0,0.1,0.85,0.11,0.3,0.85,0.01
56017,0.0,0.0,0.0,0.16,0.93,0.03,0.0,0.0,0.0
56019,0.3,0.92,0.01,0.25,0.92,0.03,0.0,0.0,0.0
56021,0.25,0.78,0.03,0.3,0.73,0.21,0.38,0.79,0.02
56023,0.65,0.9,0.0,0.12,0.92,0.05,0.24,0.91,0.0
56025,0.57,0.81,0.05,0.19,0.85,0.1,0.33,0.86,0.01
56027,0.0,0.89,0.01,0.0,0.89,0.05,0.0,0.89,0.01
56029,0.45,0.89,0.0,0.24,0.9,0.07,0.49,0.88,0.01
56031,0.75,0.87,0.0,0.1,0.88,0.08,0.06,0.89,0.01
56033,0.3,0.92,0.01,0.18,0.91,0.05,0.22,0.92,0.01
56035,0.0,0.0,0.0,0.13,0.9,0.08,0.08,0.89,0.0
56037,0.61,0.78,0.03,0.18,0.78,0.18,0.39,0.79,0.01
56039,0.26,0.79,0.01,0.27,0.78,0.19,0.62,0.87,0.04
56041,0.38,0.88,0.0,0.25,0.85,0.11,0.45,0.87,0.0
56043,0.59,0.88,0.0,0.17,0.8,0.16,0.0,0.0,0.0
56045,0.55,0.89,0.01,0.41,0.89,0.02,0.14,0.92,0.05
