"ZCTA","minDisMH","timeDrive","countDrive"
37035,4.94,27.34,1
37037,13.77,26.35,6
37040,1.56,0,5
37042,5.46,11.18,5
37043,5.39,0,5
37046,13.32,23.5,4
37047,13.79,21.82,3
37048,12.71,20.84,6
37049,13.99,22.33,3
37052,14.17,25.01,5
37055,6.57,0,2
37057,10.95,25.93,1
37061,29.13,28.75,1
37062,13.05,29.94,1
37064,4.72,0,7
37066,1.46,0,12
37067,2.59,0,20
37069,5.09,19.51,18
37072,4.91,0,23
37073,8.45,11.57,6
37074,12.39,26.59,6
37075,3.07,0,18
37076,7.16,15.08,22
37078,10.5,19.7,1
37080,13.17,21.4,16
37082,17.29,29.98,1
37083,2.29,0,1
37085,7.71,15.28,4
37086,4.95,11.41,16
37087,5.62,0,8
37090,1.9,0,5
37091,1.42,0,1
37095,14.86,27.84,1
37096,0.94,0,2
37097,6.13,20.16,1
37098,11.55,28.24,2
37101,17.24,17.55,2
37110,4.56,0,3
37115,0.97,0,24
37118,11.67,18.64,4
37122,11.16,22.93,18
37127,7.45,11.97,5
37128,6.26,14.42,5
37129,4.07,0,5
37130,2.58,0,5
37132,1.25,7.96,5
37134,12.3,18.68,3
37135,10.54,22.98,14
37137,3.66,0,2
37138,4.37,12.8,20
37141,11.44,23.14,2
37142,14.99,26.82,5
37144,15.09,29.86,1
37145,10.29,23.75,1
37146,10.67,11.86,9
37148,12.01,22.06,4
37149,8.7,17.09,5
37150,15.06,23.26,1
37151,7.76,10.69,1
37153,12.09,24.75,4
37160,4.05,0,3
37167,2.25,0,13
37172,3.14,0,2
37174,13.9,23.08,8
37179,8.11,17.65,8
37180,12.47,16.93,2
37183,7.04,19.7,3
37184,12.87,26.26,5
37185,18.83,0,1
37186,14.62,20.66,6
37187,14.36,20.77,1
37188,14.45,15.36,10
37189,6.96,11.54,21
37190,2.25,0,2
37191,12.93,29.95,2
37201,1.09,5.09,23
37203,0.49,0,23
37204,1.26,0,24
37205,2.49,0,21
37206,4.32,9.5,23
37207,3.49,6.51,23
37208,0.98,0,23
37209,5.76,6.2,24
37210,3.06,7.68,24
37211,4.5,10.58,21
37212,0.45,0,23
37213,1.56,6.65,24
37214,4.66,9.89,21
37215,4.14,5.27,23
37216,3.61,8.57,21
37217,1.58,0,22
37218,5.24,7.01,22
37219,1.05,4.46,23
37220,4.63,7.2,24
37221,9.78,10.66,18
37228,0.63,0,23
37240,0.3,4.12,23
37243,0.9,4.84,23
37246,0.65,5.28,23
37302,7.37,19.43,7
37303,0.44,0,7
37306,9.18,19.19,3
37307,16.53,21.59,3
37308,13.36,25.04,2
37309,13.58,18.38,7
37310,9.16,14.08,6
37311,4.76,0,5
37312,3.12,0,2
37315,5.16,19.46,9
37318,6.72,12.5,3
37321,0.54,0,1
37322,12.83,18.74,5
37323,6.31,21.44,2
37324,9.3,13.51,4
37325,9.41,17.53,2
37328,16.92,29.98,2
37329,3.66,0,7
37330,1.41,0,4
37331,2.25,0,7
37332,7.87,8.38,1
37334,2.17,0,1
37335,12.97,23.87,1
37336,9.86,24.29,1
37338,16.4,28.68,1
37340,7.47,12.78,7
37341,14.15,11.91,7
37343,8.26,18.48,9
37345,15.48,19.67,3
37347,1.31,0,2
37350,2.96,13.21,9
37351,4.57,11.3,9
37352,12.15,25.34,1
37353,7.89,11.14,5
37354,1.71,0,7
37355,14.29,17.84,4
37356,18.91,29.1,2
37357,6.19,0,2
37359,11.6,27.27,1
37360,5.17,9.95,4
37361,14.21,17.66,2
37362,16.69,23.66,2
37363,8.37,13.72,11
37366,20.4,28.85,2
37369,13.3,22.78,1
37370,8.28,12.91,6
37373,11.54,14.88,1
37374,11.52,20.25,2
37375,13.82,23.94,2
37377,11.95,18.38,4
37379,18.97,26.4,3
37380,8.42,15.5,2
37381,17.25,19.95,1
37385,17.8,23.78,2
37387,20.09,28.8,2
37388,3.14,0,6
37394,8.19,14.16,2
37396,9.6,18.64,7
37397,16.14,17.29,2
37398,1.94,0,4
37402,1.81,6.67,9
37403,0.71,0,9
37404,1.64,0,9
37405,7.74,0,9
37406,3.07,7.98,9
37407,3.17,5.72,9
37408,1.43,3.95,9
37409,2.2,8.21,9
37410,2.58,8.13,9
37411,1.94,0,9
37412,1.5,6.8,9
37415,5.5,6.65,9
37416,3.24,0,9
37419,5.12,12.64,11
37421,2.05,0,10
37601,1.74,0,12
37604,1.28,0,14
37614,1.3,3.93,12
37615,6.14,14.36,14
37616,7.52,17.04,5
37617,9.28,17.1,11
37618,10.28,21.62,11
37620,7.26,0,7
37641,4.54,12.27,9
37642,13.12,18.52,7
37643,6.27,0,9
37645,7.66,17.48,7
37650,4.58,0,8
37656,8.6,27.42,1
37657,14.91,18.72,1
37658,9.27,11.16,9
37659,8.35,8.39,9
37660,2.93,0,7
37663,2.9,0,16
37664,0.91,0,16
37665,2.4,6.16,7
37680,9.42,26.91,3
37681,1.52,0,12
37682,2.9,11.68,10
37683,1.69,0,3
37686,8.01,17.59,14
37688,5.36,28.77,3
37690,4.42,11.96,9
37691,7.57,15.43,4
37692,8.72,18.77,8
37694,3.9,16.02,9
37701,1.32,0,18
37705,14.78,29.3,1
37708,7.27,13.7,7
37709,2.96,0,1
37711,12.86,25.31,7
37714,8.2,14.89,5
37716,8.17,19.7,12
37719,10.58,16.64,5
37721,7.29,22.8,11
37722,13.76,16.99,2
37723,16.22,27.63,1
37724,5.15,15.99,3
37725,11.29,24.8,3
37727,14.73,25.65,2
37731,10.3,25.72,2
37732,16.14,18.08,4
37737,9.84,14.56,9
37738,15.7,27.9,2
37742,13.98,21.25,3
37743,7.37,0,4
37745,9.41,18.29,5
37748,3.01,0,1
37752,12.36,15.92,3
37753,13.89,27.98,2
37754,6.96,24.18,10
37755,7.59,9.32,1
37756,16.44,29.75,1
37757,3.93,0,5
37760,6.86,19.88,6
37762,15.18,17.92,1
37763,10.47,29.7,1
37764,11.73,15.32,9
37765,10.36,20.39,2
37766,1.93,0,5
37769,10.06,22.39,1
37770,6.44,14.16,3
37771,2.96,0,4
37772,4.48,0,4
37774,9.55,20.94,3
37777,4.3,0,27
37779,4.18,21.62,2
37801,10.41,0,7
37803,7.79,14.93,8
37804,4.7,0,9
37806,6.13,19.94,7
37807,2.34,0,1
37810,12.69,25.6,1
37811,1.43,0,9
37813,3.63,0,9
37814,2.64,0,7
37818,8.68,21.86,5
37819,15.82,26.93,1
37820,11.19,26.82,7
37821,0.95,0,3
37825,4.12,0,1
37826,8.11,17.87,4
37829,8.05,29.29,4
37830,3.83,0,19
37840,8.06,9.41,8
37841,4.41,0,2
37843,10.74,13.03,6
37845,10.65,13.45,5
37848,7.31,19.37,3
37849,2.98,0,18
37851,13.54,29.86,1
37852,15.67,24.2,1
37853,6.25,12.75,25
37854,12.31,19.56,1
37857,2.64,0,2
37860,7.5,11.25,7
37862,8.25,0,3
37863,5.77,7.24,3
37865,3.23,0,25
37869,1.71,0,2
37871,9.04,23.75,6
37872,14.73,19.61,4
37873,12.55,26.81,1
37874,9.6,22.35,5
37876,3.85,13.1,3
37877,1.86,13.1,6
37879,10.59,13.61,2
37881,8.89,26.95,2
37882,16.44,26.24,5
37885,16.7,20.9,1
37886,10.64,24.71,6
37887,0.78,0,5
37888,2.18,0,1
37890,9.99,12.84,8
37891,8.13,16.38,7
37892,11.1,12.46,2
37902,0.13,0,25
37909,0.33,0,24
37912,3.11,7.19,24
37914,5.46,0,19
37915,0.62,0,23
37916,1.16,2.82,27
37917,2.11,0,23
37918,5.63,9.31,23
37919,3.45,0,22
37920,6.15,6.18,25
37921,0.46,0,24
37922,4.79,11.12,28
37923,0.26,0,26
37924,5.68,12.44,19
37931,5.26,14.68,22
37932,6.59,17.33,22
37934,6.63,14.66,24
37938,7.34,17.8,17
38001,16.65,28.2,1
38002,8.03,13.44,7
38004,10.6,18.22,2
38006,12.9,22.04,10
38007,8.83,17.28,4
38008,3.6,0,2
38011,6.12,12.78,2
38012,1.32,0,2
38015,10.1,18.2,1
38016,2.43,0,16
38017,10.72,16.92,9
38018,1.98,0,19
38019,4.18,0,3
38023,12.45,21.02,1
38024,1.17,0,3
38028,9.59,21.91,5
38029,4.46,7.15,16
38030,12.86,18.63,3
38034,15.18,19.35,3
38036,13.87,23.8,5
38037,12.69,22.19,1
38039,17.84,29.53,1
38040,11.75,16.11,4
38041,9.36,23.36,2
38042,13.32,17.76,1
38044,16.89,15.77,2
38047,7.58,15.31,5
38049,15.31,23.36,2
38052,18.2,25.95,1
38053,4.58,0,14
38054,1.02,5.94,12
38057,15.68,21.72,1
38058,11.05,15.16,2
38059,10.56,15.93,3
38060,10.85,15.84,3
38063,6.54,0,2
38066,18.69,29.61,1
38068,2.63,0,2
38069,13.04,23.75,3
38070,13.32,20.96,3
38075,11.38,14.27,2
38076,10.6,18.76,1
38077,4.56,8.31,1
38079,4.52,0,1
38080,14.95,16.98,4
38103,2.03,0,26
38104,0.83,0,29
38105,0.9,0,29
38106,4.39,0,28
38107,2.14,4.44,28
38108,4.43,8.67,29
38109,9.23,10.36,24
38111,1.98,6.14,28
38112,2.76,5.45,29
38114,1.43,0,29
38115,1.34,0,23
38116,2.6,0,24
38117,1.18,0,28
38118,2.65,0,29
38119,1.26,0,23
38120,2.31,10.17,23
38122,4.82,8.99,29
38125,1.17,0,23
38126,1.49,4.63,30
38127,7.86,9.91,27
38128,2.44,0,26
38131,0.48,4.04,28
38132,0.75,0,27
38133,1.72,0,21
38134,2.59,0,21
38135,2.98,11.25,17
38138,4.16,8.13,21
38139,5.25,13.31,13
38141,4.09,5.37,24
38152,2.91,6.51,29
38201,11.78,16.34,4
38220,8.66,12.85,5
38222,16.36,22.53,2
38224,14.3,24.94,2
38225,13.4,16.12,2
38229,20.6,23.67,6
38230,16.95,19.4,4
38231,9.69,14.16,4
38232,11.47,19.58,3
38233,16.75,23.63,3
38235,9.2,14.19,3
38236,10.63,18.21,2
38237,3.24,0,4
38240,15.9,24.44,2
38242,1.3,0,4
38251,13.17,18.75,3
38253,12.21,18.3,4
38254,9.46,15.87,1
38255,8.4,13.83,2
38256,12.58,26.06,2
38257,10.62,15.6,4
38258,13.05,17.99,3
38259,18.59,24.4,5
38260,12.12,18.11,2
38261,3.74,0,4
38301,4.52,0,9
38305,4.87,0,10
38310,11.42,17.66,2
38311,12.58,19.9,1
38313,13.14,22.81,2
38315,9.65,11.71,2
38316,10.24,20.44,4
38317,9.89,18.59,4
38318,11.81,22.24,4
38320,0.42,0,4
38321,15.44,27.98,2
38326,12.95,23.21,2
38327,3.85,13.95,2
38328,10.25,22.2,3
38329,3.49,0,2
38330,8.5,13.8,3
38332,13.22,28.2,1
38333,10.13,26.69,2
38334,7.99,9.25,3
38337,7.39,14.93,8
38339,9.87,15.45,4
38340,5.99,0,3
38341,15.17,16.64,2
38342,11.32,26.41,4
38343,0.92,0,10
38344,1.83,0,2
38345,7.8,23.98,2
38347,8.47,12.86,3
38348,7.88,22.63,1
38351,2,0,2
38352,9.25,22.72,1
38355,10.19,13.91,10
38356,16.26,18.26,9
38357,11.75,24.29,4
38358,0.52,0,9
38362,5.87,13.67,9
38363,8.69,13.26,4
38365,13.01,22.16,2
38366,9.43,11.32,8
38367,10.82,16.12,4
38368,14.12,19.47,4
38369,10.97,20.95,3
38372,7.77,0,1
38374,9.58,19.41,1
38375,2.29,0,5
38376,12.36,27.02,2
38379,8.64,19.97,2
38381,8.07,14.18,1
38382,4.86,0,3
38388,10.19,19.92,4
38390,14.19,17.8,4
38391,13.09,24.5,7
38401,2.46,0,4
38450,11.03,24.08,1
38451,10.72,25.21,5
38455,14.98,22.28,3
38456,7.9,19.01,2
38459,14.32,19.01,3
38460,11,16.67,2
38461,18.34,26.6,4
38462,22.16,27.28,1
38464,7.55,0,2
38468,8.63,25.32,2
38469,14.34,27.92,2
38472,15.75,22.12,2
38473,15.9,25.99,2
38474,12.5,21.4,4
38475,16.39,21.13,2
38478,1.86,0,2
38481,19.51,28.14,1
38482,14.69,18.5,4
38483,15.4,29.17,2
38485,2.17,0,1
38487,15.1,26.06,4
38488,12.15,27.56,1
38501,5.46,0,7
38505,0.46,5.34,11
38506,2.4,0,11
38541,12.45,28.32,2
38542,9.79,27.37,2
38543,10.46,16.83,2
38544,9.22,26.8,7
38545,12.04,23.67,7
38547,10.4,22.19,6
38549,11.27,13.63,4
38551,18.45,22.2,2
38552,10.36,19.78,1
38553,16.94,16.66,1
38555,10.98,10.63,1
38559,12.22,15.94,3
38560,6.1,16.32,1
38563,7.38,20.56,1
38565,22.08,26.41,1
38567,11.2,21.79,1
38568,10.49,13.91,2
38570,0.91,0,4
38571,4.53,0,1
38572,14.71,28.43,1
38573,11.29,21.05,2
38574,16.72,23.72,8
38575,13.23,25.17,1
38577,15.98,20.31,2
38578,10.78,22.9,1
38579,11.33,19.87,3
38580,9.27,15.34,4
38581,9.38,16.7,4
38582,15.67,27.94,7
38583,2.74,0,4
38587,11.69,29.81,2
38601,13.57,27.87,1
38603,2.94,0,1
38606,1.77,0,5
38610,12.23,16.07,2
38611,1.9,0,5
38614,4.78,0,2
38617,13.1,23.92,3
38618,7.02,16.64,4
38619,7.36,13.18,4
38620,7.35,11.26,2
38622,11.6,25.17,1
38623,8.76,14.26,1
38625,14.96,21.17,1
38626,11.79,16.62,3
38629,10.52,26.48,2
38630,11.49,25.03,1
38632,1.95,0,11
38633,17.3,21.28,1
38635,3.75,0,2
38637,5.49,9.23,15
38639,11.8,24.09,4
38641,15.59,22.28,2
38642,11.8,26.13,2
38643,8.85,12.84,1
38644,8.31,15,4
38645,6.7,17.93,1
38646,2.67,0,3
38647,10.09,22.37,1
38650,10.48,19.93,1
38651,6.01,13.08,12
38652,0.3,0,5
38654,2.71,0,20
38655,2.82,0,2
38658,10.25,18.92,1
38659,14.7,28.75,1
38661,8.98,18.44,3
38663,3.25,0,1
38664,10.68,14.79,2
38666,1.7,0,4
38668,3.08,0,6
38671,1.87,0,23
38672,2.85,11.32,18
38673,7.39,27.4,2
38674,9.01,28.14,1
38676,1.98,0,1
38677,3.06,6.37,1
38680,11.91,14.36,15
38683,14.6,29.61,3
38685,15.13,26.67,1
38701,7.76,0,4
38703,6.09,0,3
38721,11.3,17.88,2
38723,14.41,21.52,3
38730,6.48,16.05,2
38732,1.41,0,2
38736,7.38,12.05,2
38737,11.56,12.15,1
38738,17.11,27.7,1
38740,20.58,22.23,2
38745,9.02,21.55,2
38749,8.31,12.61,2
38751,3.28,0,1
38753,9.39,14.15,2
38754,10.98,17.99,2
38756,12.35,16.07,4
38759,6.8,9.89,2
38760,5,15.66,3
38761,10.33,14.8,1
38762,12.11,15.28,2
38764,10.93,14.36,2
38765,13.49,25.3,2
38767,16.61,28.37,1
38768,19.38,26.37,1
38771,1.18,0,1
38772,12.53,28.54,1
38773,12.13,15.46,3
38774,18.66,20.3,2
38778,10.93,17.78,2
38781,14.11,18.17,2
38801,3.24,0,4
38804,3.54,0,5
38821,3.86,0,1
38824,12.71,22.82,4
38826,8.28,21.28,4
38828,10.35,18.93,3
38829,0.46,0,2
38833,9.69,15.91,4
38834,1.71,0,4
38841,6.43,13.75,3
38843,20.28,24.98,2
38846,9.84,13.8,4
38848,15.3,29.48,1
38849,17.18,16.4,6
38850,13.17,29.55,2
38851,1.64,0,3
38852,3.11,0,1
38855,14.58,20.5,2
38857,7.11,7.94,4
38858,9.98,27.29,1
38859,15.44,22.61,2
38862,6.58,16.12,4
38863,2.89,0,3
38864,15.88,29.09,2
38865,10.81,20.43,5
38866,10.05,12.58,4
38868,11.17,21.64,4
38869,10.76,15.06,7
38870,12.59,26.38,1
38871,13.46,21.87,3
38873,12.84,20.05,1
38878,13.18,21.85,3
38879,5.29,13.07,4
38901,1.19,0,2
38913,18.37,26.42,2
38917,13.3,23.37,3
38920,11.27,28.56,1
38921,6.72,0,1
38922,16.94,22.87,3
38924,18.72,29.23,2
38925,13.45,19.76,3
38929,20.15,24.14,2
38930,2.41,0,2
38940,14.67,22.46,2
38941,14.51,18.27,3
38943,8.12,18.31,1
38944,14.1,24.02,1
38945,7.01,26.23,2
38946,17.17,28.82,1
38947,11.55,18.15,3
38948,12.8,22.92,4
38949,13.46,27.62,1
38952,15.97,29.55,2
38954,9.01,19.28,2
38958,11.42,18.58,1
38961,12.67,23.7,2
38963,18.38,24.88,1
38965,3.07,0,2
38967,2.81,0,1
39038,0.65,0,1
39041,18.33,29.76,1
39042,10.08,0,16
39044,7.86,14.64,2
39046,7.42,0,3
39047,11.57,13.38,20
39051,4.62,0,1
39054,9.36,10.52,2
39056,9.46,11.59,19
39059,9.43,20.84,1
39062,1.59,10.17,2
39063,10.27,19.71,1
39067,10.69,17.98,1
39069,2.94,0,5
39071,16.81,24.1,14
39073,16.23,19.78,16
39074,2.15,0,1
39078,14.6,28.56,1
39083,5.63,0,3
39086,15.34,28.8,2
39090,4.79,0,1
39092,7.86,19.98,4
39095,2.63,0,1
39096,9.11,20.5,4
39097,17.26,29.66,1
39110,7.87,14.46,20
39111,1.23,0,2
39113,9.45,18.17,2
39114,3.94,0,2
39115,12.17,19.32,1
39116,8.46,24.67,2
39117,13.92,26.19,2
39119,11.29,13.56,2
39120,5.35,0,3
39144,15.62,23.95,2
39145,15.85,20.01,2
39150,4.11,0,4
39153,5.52,0,1
39154,14.37,26.45,2
39157,3.48,0,20
39159,7.76,0,2
39160,12.89,25.91,1
39166,11.35,17.1,1
39167,14.8,20.74,12
39169,14.11,22.12,1
39174,1.82,7.41,20
39176,15.92,21.16,1
39179,17.98,29.68,1
39180,7.28,0,2
39183,11.66,16.81,2
39191,10.19,20.62,3
39192,16.3,27.66,1
39193,5.27,16.57,19
39201,0.53,0,21
39202,0.64,0,21
39203,1.44,3.6,21
39204,2.49,0,21
39206,1.45,0,19
39208,4.36,9.99,21
39209,8.8,0,21
39211,2.04,9.28,21
39212,3.94,10.33,21
39213,5.74,8.08,21
39216,0.36,0,21
39217,1.63,5.03,21
39218,5.77,11.3,21
39232,0.39,0,21
39269,0.51,2.75,21
39272,8.09,15.18,21
39301,12.1,0,5
39305,5.51,0,4
39307,5.2,0,4
39309,12.37,28.27,1
39320,14.08,24.66,3
39322,11.07,22.03,1
39323,13.5,17.43,6
39325,18.33,22.06,2
39326,13.98,26.52,1
39327,0.94,0,3
39328,3.88,0,1
39330,15.16,22.46,4
39332,11.4,17.03,5
39335,16.56,23.15,1
39336,7.74,14.32,3
39337,10.97,29.71,1
39338,18.12,27.92,2
39339,2.11,0,4
39341,0.47,0,2
39342,2.36,10.72,4
39345,3.99,0,3
39346,13.38,21.45,6
39350,3.54,0,2
39355,7.28,0,1
39360,14.56,25.8,2
39361,10.85,15.87,2
39363,7.7,21.24,1
39364,12.57,15.33,4
39365,12.81,21.26,3
39367,1.55,0,1
39401,6.4,0,6
39402,3.35,0,6
39406,1.12,9.05,6
39422,16.67,28.23,1
39423,15.02,28.3,1
39428,21.81,27.32,1
39429,5.29,0,1
39451,4.34,0,1
39452,4.14,0,1
39455,12.82,25.51,1
39459,13.62,29.03,2
39465,9.73,17.31,5
39466,20.02,25.63,2
39475,0.98,0,6
39476,5.92,0,1
39483,6.64,14.29,2
39501,1.48,0,8
39503,2.07,0,8
39507,2.57,6.69,8
39520,8.76,0,1
39525,6.68,18.73,5
39530,5.84,0,10
39531,1.79,0,8
39532,6.51,11.38,10
39534,1.78,5.27,8
39540,3.84,5.67,10
39553,1.8,0,4
39560,3.79,12,7
39561,10.75,24.39,5
39562,13.96,27.4,1
39563,3.94,8.75,3
39564,6.74,15.6,6
39565,16.72,28.32,3
39567,7.55,5.57,3
39571,9.92,25.26,6
39572,11,22.35,3
39574,10.54,14.35,5
39576,2.52,7.9,1
39577,6.92,0,1
39581,3.18,0,3
39601,2.24,0,3
39629,12.4,19.71,2
39630,2.97,7.66,2
39635,3.7,6.48,6
39643,12.68,17.67,2
39647,11.71,27.81,4
39648,6.18,0,6
39652,2.87,0,5
39653,1.7,0,2
39654,20.71,29.41,2
39657,10.17,18.1,5
39661,13.07,20.08,5
39664,15.56,26.87,2
39666,3.13,11.41,7
39667,1.48,0,5
39701,9.12,0,4
39702,6.57,19.63,4
39705,5.03,0,5
39735,2.37,0,1
39736,13.5,19.18,8
39739,11.02,15.62,2
39740,18.15,24.76,1
39741,15.06,23.15,1
39743,18.14,18.18,4
39745,19.84,29.01,1
39746,18.52,22.78,1
39747,14.58,18.58,1
39752,16.22,27.58,1
39755,15.37,29.94,1
39759,1.75,0,2
39760,9.84,16.1,5
39762,3.54,4.5,2
39766,9.53,25.83,4
39767,20.33,28.09,1
39769,10.79,25.71,2
39772,9.16,19.15,1
39773,3.83,0,3
39776,9.09,16.57,3
39815,13.93,23.3,1
39817,3.55,11.66,1
39819,9.84,0,1
39823,2.84,0,1
39824,11.38,29.66,1
39825,11.09,23.5,1
39827,4.5,13.37,4
39828,7.69,0,4
39834,10.58,18.92,2
39836,9.83,22.94,1
39840,2.45,0,1
39842,23,29.3,1
39846,17.35,29.99,1
39854,7.46,19.35,2
39859,17.74,29.28,1
39867,10.03,20.03,3
39885,16.09,21.06,1
39886,12.67,20.18,1
39897,8.58,14.58,5
40003,11.5,21.33,2
40004,0.2,0,2
40006,14.61,23.92,5
40007,13.01,28.57,1
40008,11.12,22.94,2
40010,3.97,10.72,13
40011,11.7,20.3,2
40012,15.54,26.41,1
40013,10.13,18.89,2
40014,5.09,15.02,9
40019,14.23,19.76,2
40020,8.88,20.23,3
40022,10.59,15.38,2
40023,11.8,16.95,18
40025,4.24,12.85,33
40026,9.65,20.86,22
40031,2.98,0,7
40033,20.17,24.74,1
40036,12.75,28.15,1
40037,13.64,25.96,1
40041,2.36,4.05,38
40045,6.98,13.44,4
40046,11.88,27.28,2
40047,1.62,0,12
40048,3.76,8.25,2
40049,13.29,29.75,1
40050,15.21,23.85,2
40051,12.96,23.4,2
40055,10.44,16.09,1
40056,5.11,14.29,25
40058,16.21,25,2
40059,8.15,16.99,24
40063,20.6,28.49,1
40065,0.5,0,2
40067,11.46,14.9,7
40068,8.96,25.6,1
40069,19.05,21.44,1
40070,13.58,25.35,1
40071,1.99,0,2
40076,12.23,18.91,3
40077,9.64,21.79,1
40104,13.91,29.72,1
40107,12.14,27.47,6
40108,2.09,0,4
40109,7.21,14.96,27
40110,5.7,15.37,2
40111,13.04,14.11,3
40115,14.91,26.77,1
40117,9.05,10.95,3
40118,6.35,15.71,35
40119,16.17,23.82,2
40121,2.54,0,8
40140,10.29,17.99,1
40142,9.02,15.68,4
40143,4.93,0,2
40144,4.61,9.13,1
40145,13.94,23.62,1
40146,10.72,21.38,2
40150,10.45,22.48,6
40152,13.29,20.86,2
40155,4.74,10.13,8
40157,14.17,29.44,1
40160,1.58,0,7
40162,10.59,16.5,7
40165,2.82,0,19
40175,10.93,10.84,7
40176,12.12,28.73,1
40177,9.55,13.61,13
40178,10.26,21.16,1
40202,0.85,0,40
40203,0.07,0,40
40204,1.13,0,40
40205,1.64,0,41
40206,0.75,0,39
40207,2.69,0,40
40208,0.78,5.36,40
40209,3.39,7.75,40
40210,1.14,0,40
40211,2.24,0,38
40212,2.05,7.56,38
40213,3.2,12.14,40
40214,4.1,12.27,40
40215,1.52,8.38,40
40216,1,0,39
40217,1.89,4.59,40
40218,1.1,0,38
40219,4.92,12.11,41
40220,1.9,0,40
40222,1.99,5.4,39
40223,0.75,0,37
40228,3.6,5.4,39
40229,8.07,12.8,38
40231,1.04,10.05,40
40241,2.97,5.77,39
40242,0.99,0,39
40243,2.64,6.32,39
40245,6.35,15.37,26
40258,3.59,9.93,34
40272,2.63,0,26
40280,1.11,3.9,39
40291,4.28,0,33
40299,6.24,9.52,31
40310,8.68,16.53,3
40312,4.94,9.66,6
40313,4.69,12.42,2
40316,6.98,16.48,1
40322,1.35,0,1
40324,2.81,0,8
40328,17.82,29.17,3
40330,13.99,17.31,4
40334,10.83,19.52,3
40336,0.96,0,3
40337,8.9,13.5,4
40339,7.74,10.71,13
40342,6.44,0,3
40346,8.55,19.8,4
40347,8.62,15.42,13
40348,9.29,16.15,3
40351,2.02,0,2
40353,0.57,0,6
40356,1.25,0,13
40358,8.98,15.36,3
40359,4.86,0,1
40360,1.5,0,2
40361,1.65,0,12
40370,15.98,22.28,3
40371,11.59,18.45,4
40372,11.34,12.94,6
40374,11.55,20.22,2
40376,11.56,15.24,3
40379,12.99,22.56,1
40380,6.07,0,2
40383,4.42,0,14
40385,10.67,13.79,2
40387,9.39,21.57,1
40390,6.29,12.42,12
40391,3.11,0,9
40402,15.17,20.75,3
40403,10.53,19.96,2
40404,11.84,20.55,2
40409,7.3,8.33,2
40419,13.96,16.79,5
40422,1.23,0,4
40434,17.01,12.68,1
40437,12.27,25.67,5
40440,6.64,10.07,5
40442,14.99,24.18,2
40444,13.08,18.71,7
40445,10.09,17.7,3
40447,9.09,0,1
40448,9.13,13.51,5
40456,0.87,0,3
40460,7.29,14.05,1
40464,12.11,29.66,3
40468,13.46,14.4,4
40472,8.46,10.85,2
40475,3.43,0,6
40481,5.96,15.51,1
40484,2.76,0,4
40486,20.48,21.07,1
40489,15.75,19.24,2
40502,2.8,7.15,16
40503,0.89,0,13
40504,0.72,0,16
40505,3.18,7.81,19
40506,1.24,7.04,14
40507,0.51,2.07,19
40508,0.68,0,19
40509,4.64,0,19
40510,4.29,11.8,13
40511,4.5,0,19
40513,3.71,8.04,13
40514,2.69,7.13,13
40515,7.73,11.51,13
40516,8.03,14.99,15
40517,2.82,9.12,13
40601,6.69,0,3
40604,3.24,6.46,5
40701,3,0,8
40729,8.22,18.18,3
40734,7.85,14.59,7
40737,3.73,15.7,6
40740,4.98,14.37,7
40741,2.19,0,8
40743,2.68,12.26,6
40744,1.9,0,6
40759,9.39,20.36,4
40769,3.33,0,4
40771,8.12,15.62,4
40801,6.23,13.64,2
40806,6.87,8.03,2
40810,12.07,23.24,2
40813,7.54,16.25,2
40815,6.98,12.27,3
40818,4.71,8.37,2
40819,10.2,20.71,2
40820,8.03,16.81,4
40823,17.05,29.49,2
40824,4.13,11.8,2
40826,7.44,27.41,2
40827,11.82,23.34,1
40828,12.1,21.26,2
40829,1.22,4.33,2
40830,4.48,14.48,2
40831,4.95,0,2
40844,8.24,14.74,1
40845,12.69,26.42,3
40847,10.09,24.74,2
40849,13.17,27.02,2
40854,4.1,9.3,2
40858,14.68,27.38,1
40865,11.51,16.9,2
40868,9.36,16.27,1
40870,15.23,18.57,2
40873,6.49,18.33,2
40874,17.38,29.87,1
40902,9.65,21.36,2
40903,6.94,9.83,2
40906,2.29,0,5
40914,14.64,24.97,1
40915,5.96,7.37,5
40921,7.49,20.64,1
40923,6.27,8.92,4
40935,12.73,14.88,2
40939,4.6,16.8,3
40941,3.37,7.4,5
40943,9.01,13.11,1
40946,12.75,19.25,1
40949,3.38,3.43,5
40953,9.39,15.96,1
40958,7.73,20.61,2
40962,2.49,0,3
40964,3.14,16.52,2
40965,2.46,0,2
40977,6.23,0,3
40982,14.95,28.36,1
40983,16.46,27.19,1
40995,8.37,18.88,1
40997,10.18,23.1,1
41001,8.09,16.51,24
41002,7.83,16.01,2
41003,13.47,24.18,2
41004,3.11,0,1
41005,9.04,13.04,12
41006,9.36,16.4,2
41007,3.93,0,1
41008,2.62,0,1
41010,13.32,16.74,2
41011,1.74,0,41
41014,1.65,6.29,41
41015,6.85,13.31,32
41016,0.67,0,38
41017,5.3,9.68,48
41018,2.74,10.8,24
41030,12.7,15.49,2
41031,3.31,0,4
41033,11.49,25.48,2
41034,11.62,24.66,1
41035,7.56,16.2,1
41039,9.36,17.67,2
41040,2.47,0,2
41041,1.69,0,2
41042,1.09,0,23
41043,11.32,21,3
41044,9.07,20.31,2
41046,8.99,13.3,1
41048,7.72,17.88,23
