IntSub,IntNoSub,noInt,total,IntSubPct,IntNoSubPct,NoIntPct,year,ZCTA
515,25,99,639,80.59,3.91,15.49,2019,46171
6346,206,2011,8563,74.11,2.41,23.48,2019,46806
5948,226,467,6641,89.56,3.4,7.03,2019,46807
899,44,220,1163,77.3,3.78,18.92,2019,46910
727,38,221,986,73.73,3.85,22.41,2019,46919
43,7,39,89,48.31,7.87,43.82,2019,46931
5555,844,2107,8506,65.31,9.92,24.77,2019,46953
3821,151,596,4568,83.65,3.31,13.05,2019,46040
660,24,67,751,87.88,3.2,8.92,2019,46048
4218,16,173,4407,95.71,0.36,3.93,2019,46055
626,75,121,822,76.16,9.12,14.72,2019,46070
1098,58,183,1339,82.0,4.33,13.67,2019,46071
9879,168,349,10396,95.03,1.62,3.36,2019,46077
2011,0,378,2389,84.18,0.0,15.82,2019,46106
193,0,51,244,79.1,0.0,20.9,2019,46117
714,20,86,820,87.07,2.44,10.49,2019,46128
9935,361,1682,11978,82.94,3.01,14.04,2019,46131
255,29,53,337,75.67,8.61,15.73,2019,46133
1929,131,481,2541,75.91,5.16,18.93,2019,46160
4039,36,427,4502,89.72,0.8,9.48,2019,46163
416,36,152,604,68.87,5.96,25.17,2019,46165
1617,67,234,1918,84.31,3.49,12.2,2019,46181
526,0,131,657,80.06,0.0,19.94,2019,46182
540,54,102,696,77.59,7.76,14.66,2019,46186
6347,250,1775,8372,75.81,2.99,21.2,2019,46208
11011,477,4397,15885,69.32,3.0,27.68,2019,46219
8930,305,793,10028,89.05,3.04,7.91,2019,46239
8100,388,2150,10638,76.14,3.65,20.21,2019,46241
3096,23,155,3274,94.56,0.7,4.73,2019,46280
9403,156,1270,10829,86.83,1.44,11.73,2019,46815
2565,80,876,3521,72.85,2.27,24.88,2019,46803
10854,251,884,11989,90.53,2.09,7.37,2019,46804
6753,295,1331,8379,80.59,3.52,15.88,2019,46808
529,6,201,736,71.88,0.82,27.31,2019,46917
344,7,37,388,88.66,1.8,9.54,2019,46920
141,0,22,163,86.5,0.0,13.5,2019,66936
215,2,107,324,66.36,0.62,33.02,2019,66937
89,5,50,144,61.81,3.47,34.72,2019,66940
103,8,13,124,83.06,6.45,10.48,2019,66942
159,6,66,231,68.83,2.6,28.57,2019,66943
72,0,22,94,76.6,0.0,23.4,2019,66959
38,0,14,52,73.08,0.0,26.92,2019,66970
221,11,56,288,76.74,3.82,19.44,2019,66510
747,117,584,1448,51.59,8.08,40.33,2019,66612
67,0,18,85,78.82,0.0,21.18,2019,68960
119,11,62,192,61.98,5.73,32.29,2019,68360
824,25,181,1030,80.0,2.43,17.57,2019,68361
304,16,49,369,82.38,4.34,13.28,2019,68366
157,0,32,189,83.07,0.0,16.93,2019,68368
147,2,40,189,77.78,1.06,21.16,2019,68377
27,5,16,48,56.25,10.42,33.33,2019,68380
473,16,90,579,81.69,2.76,15.54,2019,68640
40,0,6,46,86.96,0.0,13.04,2019,68655
63,0,20,83,75.9,0.0,24.1,2019,68659
455,10,29,494,92.11,2.02,5.87,2019,68662
645,10,114,769,83.88,1.3,14.82,2019,68718
99,2,34,135,73.33,1.48,25.19,2019,68720
804,12,153,969,82.97,1.24,15.79,2019,68731
26,0,5,31,83.87,0.0,16.13,2019,68734
106,0,33,139,76.26,0.0,23.74,2019,68755
432,12,103,547,78.98,2.19,18.83,2019,68765
373,16,30,419,89.02,3.82,7.16,2019,68790
635,89,270,994,63.88,8.95,27.16,2019,68823
7063,237,875,8175,86.4,2.9,10.7,2019,68845
200,2,41,243,82.3,0.82,16.87,2019,68852
334,3,36,373,89.54,0.8,9.65,2019,68854
188,14,54,256,73.44,5.47,21.09,2019,68859
100,10,59,169,59.17,5.92,34.91,2019,68860
79,0,27,106,74.53,0.0,25.47,2019,68871
244,10,63,317,76.97,3.15,19.87,2019,68872
125,17,39,181,69.06,9.39,21.55,2019,68882
203,16,50,269,75.46,5.95,18.59,2019,68768
52,0,14,66,78.79,0.0,21.21,2019,68773
67,3,18,88,76.14,3.41,20.45,2019,68774
270,27,120,417,64.75,6.47,28.78,2019,68783
319,15,34,368,86.68,4.08,9.24,2019,68786
40,0,20,60,66.67,0.0,33.33,2019,68789
8820,275,1758,10853,81.27,2.53,16.2,2019,68801
8198,415,1300,9913,82.7,4.19,13.11,2019,68803
317,40,59,416,76.2,9.62,14.18,2019,68810
183,0,85,268,68.28,0.0,31.72,2019,68815
190,6,61,257,73.93,2.33,23.74,2019,68827
515,8,166,689,74.75,1.16,24.09,2019,68853
37,0,0,37,100.0,0.0,0.0,2019,68861
1006,47,277,1330,75.64,3.53,20.83,2019,68862
365,3,64,432,84.49,0.69,14.81,2019,68863
238,7,51,296,80.41,2.36,17.23,2019,68935
251,49,85,385,65.19,12.73,22.08,2019,68004
268,1,87,356,75.28,0.28,24.44,2019,68029
94,8,10,112,83.93,7.14,8.93,2019,68036
136,1,34,171,79.53,0.58,19.88,2019,68040
504,21,131,656,76.83,3.2,19.97,2019,68057
11550,259,2464,14273,80.92,1.81,17.26,2019,68104
10776,134,537,11447,94.14,1.17,4.69,2019,68116
531,11,211,753,70.52,1.46,28.02,2019,43933
19,0,0,19,100.0,0.0,0.0,2019,43951
2323,147,888,3358,69.18,4.38,26.44,2019,43906
18,0,29,47,38.3,0.0,61.7,2019,43928
85,0,96,181,46.96,0.0,53.04,2019,43934
2643,131,798,3572,73.99,3.67,22.34,2019,43935
789,28,440,1257,62.77,2.23,35.0,2019,43945
746,7,183,936,79.7,0.75,19.55,2019,43946
1958,150,651,2759,70.97,5.44,23.6,2019,43968
563,62,235,860,65.47,7.21,27.33,2019,43977
36,6,9,51,70.59,11.76,17.65,2019,43541
122,0,10,132,92.42,0.0,7.58,2019,43547
807,31,171,1009,79.98,3.07,16.95,2019,43554
6639,258,1839,8736,76.0,2.95,21.05,2019,43609
1813,132,531,2476,73.22,5.33,21.45,2019,43620
18054,635,4155,22844,79.03,2.78,18.19,2019,43701
593,32,99,724,81.91,4.42,13.67,2019,43739
1955,109,553,2617,74.7,4.17,21.13,2019,43713
933,48,217,1198,77.88,4.01,18.11,2019,43718
103,0,17,120,85.83,0.0,14.17,2019,43722
699,46,303,1048,66.7,4.39,28.91,2019,43748
937,39,261,1237,75.75,3.15,21.1,2019,43758
2402,155,625,3182,75.49,4.87,19.64,2019,43764
931,44,291,1266,73.54,3.48,22.99,2019,43773
232,10,85,327,70.95,3.06,25.99,2019,43811
270,10,142,422,63.98,2.37,33.65,2019,43843
308,3,225,536,57.46,0.56,41.98,2019,43915
810,58,228,1096,73.91,5.29,20.8,2019,43942
140,30,59,229,61.14,13.1,25.76,2019,43983
606,4,256,866,69.98,0.46,29.56,2019,43986
1859,72,365,2296,80.97,3.14,15.9,2019,43344
1367,51,164,1582,86.41,3.22,10.37,2019,43412
400,12,60,472,84.75,2.54,12.71,2019,43413
1027,20,294,1341,76.58,1.49,21.92,2019,43416
1354,28,404,1786,75.81,1.57,22.62,2019,43431
171,2,32,205,83.41,0.98,15.61,2019,43437
102,4,14,120,85.0,3.33,11.67,2019,43438
138,20,11,169,81.66,11.83,6.51,2019,43456
1164,27,165,1356,85.84,1.99,12.17,2019,43522
252,3,43,298,84.56,1.01,14.43,2019,43548
13994,417,1385,15796,88.59,2.64,8.77,2019,43551
7650,589,2225,10464,73.11,5.63,21.26,2019,43605
7148,229,1235,8612,83.0,2.66,14.34,2019,43616
336,4,181,521,64.49,0.77,34.74,2019,43720
454,8,174,636,71.38,1.26,27.36,2019,43732
147,0,0,147,100.0,0.0,0.0,2019,43735
307,15,158,480,63.96,3.12,32.92,2019,43754
408,21,132,561,72.73,3.74,23.53,2019,43760
1382,41,210,1633,84.63,2.51,12.86,2019,43762
1906,45,288,2239,85.13,2.01,12.86,2019,43830
475,50,151,676,70.27,7.4,22.34,2019,43837
614,14,152,780,78.72,1.79,19.49,2019,43901
406,0,172,578,70.24,0.0,29.76,2019,43908
491,9,142,642,76.48,1.4,22.12,2019,43913
51,0,16,67,76.12,0.0,23.88,2019,43914
814,25,90,929,87.62,2.69,9.69,2019,45303
2300,113,376,2789,82.47,4.05,13.48,2019,45304
4903,127,1028,6058,80.93,2.1,16.97,2019,45320
54,2,5,61,88.52,3.28,8.2,2019,45336
1266,94,248,1608,78.73,5.85,15.42,2019,45341
13849,323,1649,15821,87.54,2.04,10.42,2019,45342
53,0,11,64,82.81,0.0,17.19,2019,45353
9416,302,1903,11621,81.03,2.6,16.38,2019,45365
362,31,60,453,79.91,6.84,13.25,2019,45382
4500,158,1061,5719,78.69,2.76,18.55,2019,45403
4927,107,649,5683,86.7,1.88,11.42,2019,45415
17224,524,1546,19294,89.27,2.72,8.01,2019,45424
10781,248,1100,12129,88.89,2.04,9.07,2019,45431
565,0,17,582,97.08,0.0,2.92,2019,45433
4240,157,283,4680,90.6,3.35,6.05,2019,45434
3065,117,908,4090,74.94,2.86,22.2,2019,45439
5539,75,747,6361,87.08,1.18,11.74,2019,45502
11999,361,1942,14302,83.9,2.52,13.58,2019,45503
817,26,297,1140,71.67,2.28,26.05,2019,45623
344,3,42,389,88.43,0.77,10.8,2019,45867
1214,63,262,1539,78.88,4.09,17.02,2019,45872
514,20,50,584,88.01,3.42,8.56,2019,45889
2421,96,383,2900,83.48,3.31,13.21,2019,45383
7647,200,953,8800,86.9,2.27,10.83,2019,45322
308,0,32,340,90.59,0.0,9.41,2019,45330
179,0,71,250,71.6,0.0,28.4,2019,45354
3381,83,903,4367,77.42,1.9,20.68,2019,45404
6351,125,1621,8097,78.44,1.54,20.02,2019,45405
91,0,32,123,73.98,0.0,26.02,2019,45621
0,0,57,57,0.0,0.0,100.0,2019,45622
0,0,0,0,,,,2019,45624
1670,143,192,2005,83.29,7.13,9.58,2019,45628
482,0,155,637,75.67,0.0,24.33,2019,45681
4615,315,1219,6149,75.05,5.12,19.82,2019,45631
350,89,81,520,67.31,17.12,15.58,2019,45654
1925,102,717,2744,70.15,3.72,26.13,2019,45661
2577,73,756,3406,75.66,2.14,22.2,2019,45692
484,0,278,762,63.52,0.0,36.48,2019,45696
3077,139,807,4023,76.49,3.46,20.06,2019,45714
1749,69,784,2602,67.22,2.65,30.13,2019,45769
6605,100,1175,7880,83.82,1.27,14.91,2019,45030
0,0,0,0,,,,2019,45041
967,32,121,1120,86.34,2.86,10.8,2019,45053
17781,354,824,18959,93.79,1.87,4.35,2019,45069
1282,30,168,1480,86.62,2.03,11.35,2019,45118
86,0,58,144,59.72,0.0,40.28,2019,45132
3575,65,388,4028,88.75,1.61,9.63,2019,45152
86,4,19,109,78.9,3.67,17.43,2019,45164
12800,486,2093,15379,83.23,3.16,13.61,2019,45211
1674,15,356,2045,81.86,0.73,17.41,2019,45318
22,0,0,22,100.0,0.0,0.0,2019,45773
129,2,8,139,92.81,1.44,5.76,2019,45816
1087,48,310,1445,75.22,3.32,21.45,2019,45843
225,10,66,301,74.75,3.32,21.93,2019,45851
1044,12,114,1170,89.23,1.03,9.74,2019,45858
2997,143,661,3801,78.85,3.76,17.39,2019,45669
664,9,223,896,74.11,1.0,24.89,2019,45645
639,42,343,1024,62.4,4.1,33.5,2019,45647
1784,41,755,2580,69.15,1.59,29.26,2019,45656
1400,109,239,1748,80.09,6.24,13.67,2019,46928
1500,103,386,1989,75.41,5.18,19.41,2019,46554
1003,25,159,1187,84.5,2.11,13.4,2019,46555
2641,130,806,3577,73.83,3.63,22.53,2019,46574
1615,84,82,1781,90.68,4.72,4.6,2019,46590
6249,262,1195,7706,81.09,3.4,15.51,2019,46706
2685,38,419,3142,85.46,1.21,13.34,2019,46723
376,0,80,456,82.46,0.0,17.54,2019,46730
1027,39,171,1237,83.02,3.15,13.82,2019,46773
110,0,121,231,47.62,0.0,52.38,2019,47270
7448,462,938,8848,84.18,5.22,10.6,2019,47408
8782,327,2261,11370,77.24,2.88,19.89,2019,47421
2753,58,1073,3884,70.88,1.49,27.63,2019,47441
2602,198,501,3301,78.82,6.0,15.18,2019,47448
234,0,33,267,87.64,0.0,12.36,2019,47453
2023,177,680,2880,70.24,6.15,23.61,2019,47454
191,14,19,224,85.27,6.25,8.48,2019,47519
186,13,50,249,74.7,5.22,20.08,2019,47524
457,42,609,1108,41.25,3.79,54.96,2019,47558
586,16,186,788,74.37,2.03,23.6,2019,47272
85,14,29,128,66.41,10.94,22.66,2019,47282
6594,333,2335,9262,71.19,3.6,25.21,2019,47331
409,0,90,499,81.96,0.0,18.04,2019,47386
1617,77,491,2185,74.0,3.52,22.47,2019,47353
650,4,255,909,71.51,0.44,28.05,2019,47634
251,53,123,427,58.78,12.41,28.81,2019,47003
952,47,143,1142,83.36,4.12,12.52,2019,47022
519,16,138,673,77.12,2.38,20.51,2019,47030
883,50,181,1114,79.26,4.49,16.25,2019,47032
403,1,187,591,68.19,0.17,31.64,2019,47038
100,0,18,118,84.75,0.0,15.25,2019,47114
348,11,226,585,59.49,1.88,38.63,2019,47564
286,48,144,478,59.83,10.04,30.13,2019,47577
134,12,89,235,57.02,5.11,37.87,2019,47585
278,12,68,358,77.65,3.35,18.99,2019,47597
467,1,209,677,68.98,0.15,30.87,2019,47649
11427,347,2249,14023,81.49,2.47,16.04,2019,47714
10909,377,1767,13053,83.57,2.89,13.54,2019,47715
3657,43,1030,4730,77.32,0.91,21.78,2019,47804
573,3,171,747,76.71,0.4,22.89,2019,47838
3520,140,635,4295,81.96,3.26,14.78,2019,47842
0,0,0,0,,,,2019,47876
14679,686,1593,16958,86.56,4.05,9.39,2019,47909
456,19,110,585,77.95,3.25,18.8,2019,47922
95,0,0,95,100.0,0.0,0.0,2019,47924
631,8,145,784,80.48,1.02,18.49,2019,47928
497,9,51,557,89.23,1.62,9.16,2019,47941
225,37,54,316,71.2,11.71,17.09,2019,47943
743,17,102,862,86.19,1.97,11.83,2019,47946
485,5,107,597,81.24,0.84,17.92,2019,47948
405,2,61,468,86.54,0.43,13.03,2019,47949
446,3,283,732,60.93,0.41,38.66,2019,47957
1261,21,294,1576,80.01,1.33,18.65,2019,47018
2101,169,241,2511,83.67,6.73,9.6,2019,47041
1738,47,605,2390,72.72,1.97,25.31,2019,47043
1701,118,737,2556,66.55,4.62,28.83,2019,47102
179,0,86,265,67.55,0.0,32.45,2019,47116
3496,102,570,4168,83.88,2.45,13.68,2019,47119
1324,46,329,1699,77.93,2.71,19.36,2019,47124
506,14,77,597,84.76,2.35,12.9,2019,68715
256,32,143,431,59.4,7.42,33.18,2019,68716
608,21,209,838,72.55,2.51,24.94,2019,68729
3850,113,156,4119,93.47,2.74,3.79,2019,68007
10,3,0,13,76.92,23.08,0.0,2019,68010
139,10,14,163,85.28,6.13,8.59,2019,68019
10256,426,1997,12679,80.89,3.36,15.75,2019,68025
114,6,34,154,74.03,3.9,22.08,2019,67109
444,14,106,564,78.72,2.48,18.79,2019,67119
1117,44,321,1482,75.37,2.97,21.66,2019,71227
741,30,223,994,74.55,3.02,22.43,2019,71238
162,0,206,368,44.02,0.0,55.98,2019,71256
788,0,165,953,82.69,0.0,17.31,2019,71275
1226,144,318,1688,72.63,8.53,18.84,2019,71280
3359,180,1599,5138,65.38,3.5,31.12,2019,71302
238,15,85,338,70.41,4.44,25.15,2019,71323
2328,207,1355,3890,59.85,5.32,34.83,2019,71052
199,38,67,304,65.46,12.5,22.04,2019,71063
11461,2782,3172,17415,65.81,15.97,18.21,2019,71111
7813,148,1463,9424,82.91,1.57,15.52,2019,71118
852,29,389,1270,67.09,2.28,30.63,2019,71234
857,9,166,1032,83.04,0.87,16.09,2019,71268
256,0,280,536,47.76,0.0,52.24,2019,71277
6211,258,1669,8138,76.32,3.17,20.51,2019,71301
2328,14,349,2691,86.51,0.52,12.97,2019,71328
907,63,309,1279,70.91,4.93,24.16,2019,71341
156,48,105,309,50.49,15.53,33.98,2019,71356
32,0,11,43,74.42,0.0,25.58,2019,58262
74,0,16,90,82.22,0.0,17.78,2019,58266
318,31,72,421,75.53,7.36,17.1,2019,58274
1364,112,599,2075,65.73,5.4,28.87,2019,58316
644,80,274,998,64.53,8.02,27.45,2019,58329
45,0,21,66,68.18,0.0,31.82,2019,58331
134,12,31,177,75.71,6.78,17.51,2019,58332
319,43,67,429,74.36,10.02,15.62,2019,58344
291,3,24,318,91.51,0.94,7.55,2019,58005
118,5,18,141,83.69,3.55,12.77,2019,58017
463,12,164,639,72.46,1.88,25.67,2019,58027
586,23,58,667,87.86,3.45,8.7,2019,58051
469,4,113,586,80.03,0.68,19.28,2019,58060
145,3,15,163,88.96,1.84,9.2,2019,58068
41,0,10,51,80.39,0.0,19.61,2019,58069
3246,185,532,3963,81.91,4.67,13.42,2019,58075
0,0,0,0,,,,2019,58202
134,3,33,170,78.82,1.76,19.41,2019,58210
283,8,48,339,83.48,2.36,14.16,2019,58218
11,0,3,14,78.57,0.0,21.43,2019,58224
337,10,81,428,78.74,2.34,18.93,2019,58225
38,0,28,66,57.58,0.0,42.42,2019,58241
150,15,70,235,63.83,6.38,29.79,2019,58276
478,15,218,711,67.23,2.11,30.66,2019,58282
1406,35,277,1718,81.84,2.04,16.12,2019,58318
118,11,17,146,80.82,7.53,11.64,2019,58327
223,19,82,324,68.83,5.86,25.31,2019,58346
0,0,0,0,,,,2019,58362
164,58,169,391,41.94,14.83,43.22,2019,58370
101,0,15,116,87.07,0.0,12.93,2019,58424
267,21,54,342,78.07,6.14,15.79,2019,58438
65,7,25,97,67.01,7.22,25.77,2019,58460
136,6,29,171,79.53,3.51,16.96,2019,43961
27,0,6,33,81.82,0.0,18.18,2019,43962
602,0,412,1014,59.37,0.0,40.63,2019,43749
1938,78,776,2792,69.41,2.79,27.79,2019,43912
66,0,28,94,70.21,0.0,29.79,2019,43926
150,4,28,182,82.42,2.2,15.38,2019,43939
4204,174,711,5089,82.61,3.42,13.97,2019,43950
383,10,91,484,79.13,2.07,18.8,2019,43971
100,0,27,127,78.74,0.0,21.26,2019,43531
252,0,79,331,76.13,0.0,23.87,2019,43501
2116,67,346,2529,83.67,2.65,13.68,2019,43502
962,35,154,1151,83.58,3.04,13.38,2019,43516
491,12,70,573,85.69,2.09,12.22,2019,43540
996,16,245,1257,79.24,1.27,19.49,2019,43570
2506,26,232,2764,90.67,0.94,8.39,2019,43571
8315,538,1078,9931,83.73,5.42,10.85,2019,43606
6656,563,1810,9029,73.72,6.24,20.05,2019,43607
791,33,261,1085,72.9,3.04,24.06,2019,43719
0,18,29,47,0.0,38.3,61.7,2019,43721
39,0,28,67,58.21,0.0,41.79,2019,43005
18023,425,1536,19984,90.19,2.13,7.69,2019,43015
928,28,147,1103,84.13,2.54,13.33,2019,43022
9261,255,2213,11729,78.96,2.17,18.87,2019,43050
51,0,16,67,76.12,0.0,23.88,2019,43070
102,0,7,109,93.58,0.0,6.42,2019,43127
18938,835,3884,23657,80.05,3.53,16.42,2019,43130
856,6,185,1047,81.76,0.57,17.67,2019,43003
495,21,137,653,75.8,3.22,20.98,2019,43556
2601,30,120,2751,94.55,1.09,4.36,2019,43617
599,17,194,810,73.95,2.1,23.95,2019,43772
935,26,373,1334,70.09,1.95,27.96,2019,43943
52,0,0,52,100.0,0.0,0.0,2019,43030
35,26,0,61,57.38,42.62,0.0,2019,43117
30,0,11,41,73.17,0.0,26.83,2019,43330
0,0,5,5,0.0,0.0,100.0,2019,43403
25,0,16,41,60.98,0.0,39.02,2019,43433
20,0,4,24,83.33,0.0,16.67,2019,43434
28,2,9,39,71.79,5.13,23.08,2019,43446
0,9,26,35,0.0,25.71,74.29,2019,43463
30,0,11,41,73.17,0.0,26.83,2019,43505
67,0,28,95,70.53,0.0,29.47,2019,43519
10,0,0,10,100.0,0.0,0.0,2019,43523
17,0,8,25,68.0,0.0,32.0,2019,43711
8,0,0,8,100.0,0.0,0.0,2019,43733
13,2,14,29,44.83,6.9,48.28,2019,43736
19,0,21,40,47.5,0.0,52.5,2019,43750
14,3,7,24,58.33,12.5,29.17,2019,43759
24,0,0,24,100.0,0.0,0.0,2019,43761
7,0,5,12,58.33,0.0,41.67,2019,43786
0,0,42,42,0.0,0.0,100.0,2019,43805
103,0,101,204,50.49,0.0,49.51,2019,45673
80,0,12,92,86.96,0.0,13.04,2019,45674
99,6,106,211,46.92,2.84,50.24,2019,45688
4956,33,552,5541,89.44,0.6,9.96,2019,45249
803,10,115,928,86.53,1.08,12.39,2019,45306
1432,67,217,1716,83.45,3.9,12.65,2019,45308
1847,82,421,2350,78.6,3.49,17.91,2019,45311
271,12,70,353,76.77,3.4,19.83,2019,45321
3121,142,355,3618,86.26,3.92,9.81,2019,45327
7549,338,1875,9762,77.33,3.46,19.21,2019,45331
682,30,129,841,81.09,3.57,15.34,2019,45334
1653,101,284,2038,81.11,4.96,13.94,2019,45338
2146,56,504,2706,79.31,2.07,18.63,2019,45232
8112,125,481,8718,93.05,1.43,5.52,2019,45208
2310,182,1067,3559,64.91,5.11,29.98,2019,45214
1361,26,134,1521,89.48,1.71,8.81,2019,45218
15984,608,2466,19058,83.87,3.19,12.94,2019,45238
8707,207,1060,9974,87.3,2.08,10.63,2019,45240
7649,362,754,8765,87.27,4.13,8.6,2019,45245
1339,31,87,1457,91.9,2.13,5.97,2019,45302
1252,9,83,1344,93.15,0.67,6.18,2019,45314
292,0,55,347,84.15,0.0,15.85,2019,45317
1916,43,206,2165,88.5,1.99,9.52,2019,45323
529,29,47,605,87.44,4.79,7.77,2019,45337
147,2,9,158,93.04,1.27,5.7,2019,45349
7832,271,1780,9883,79.25,2.74,18.01,2019,45356
111,4,5,120,92.5,3.33,4.17,2019,45358
900,2,63,965,93.26,0.21,6.53,2019,45370
1021,19,251,1291,79.09,1.47,19.44,2019,45390
7227,198,1904,9329,77.47,2.12,20.41,2019,45406
5606,178,1318,7102,78.94,2.51,18.56,2019,45410
6560,201,1092,7853,83.53,2.56,13.91,2019,45449
4125,86,1010,5221,79.01,1.65,19.34,2019,45506
1066,131,602,1799,59.26,7.28,33.46,2019,45614
4896,229,1187,6312,77.57,3.63,18.81,2019,45640
1821,209,866,2896,62.88,7.22,29.9,2019,45660
220,16,162,398,55.28,4.02,40.7,2019,45678
1600,127,517,2244,71.3,5.66,23.04,2019,45710
108,9,70,187,57.75,4.81,37.43,2019,45716
126,13,35,174,72.41,7.47,20.11,2019,45740
106,0,46,152,69.74,0.0,30.26,2019,45746
522,19,206,747,69.88,2.54,27.58,2019,45772
49,0,50,99,49.49,0.0,50.51,2019,45789
7927,401,1224,9552,82.99,4.2,12.81,2019,45805
3383,79,795,4257,79.47,1.86,18.68,2019,45833
302,9,67,378,79.89,2.38,17.72,2019,45849
1654,37,218,1909,86.64,1.94,11.42,2019,45865
438,64,120,622,70.42,10.29,19.29,2019,45743
1108,26,453,1587,69.82,1.64,28.54,2019,45760
698,13,362,1073,65.05,1.21,33.74,2019,45767
392,15,253,660,59.39,2.27,38.33,2019,45768
6682,303,1694,8679,76.99,3.49,19.52,2019,45801
3854,101,500,4455,86.51,2.27,11.22,2019,45806
571,7,145,723,78.98,0.97,20.06,2019,45812
1027,31,158,1216,84.46,2.55,12.99,2019,45814
411,9,107,527,77.99,1.71,20.3,2019,47163
222,0,134,356,62.36,0.0,37.64,2019,47175
6704,293,1587,8584,78.1,3.41,18.49,2019,47240
395,27,281,703,56.19,3.84,39.97,2019,47260
331,0,201,532,62.22,0.0,37.78,2019,47281
8040,413,2472,10925,73.59,3.78,22.63,2019,47302
11214,658,1503,13375,83.84,4.92,11.24,2019,47304
119,0,99,218,54.59,0.0,45.41,2019,47325
353,84,189,626,56.39,13.42,30.19,2019,47326
934,102,138,1174,79.56,8.69,11.75,2019,47340
133,1,21,155,85.81,0.65,13.55,2019,47351
13861,1004,3771,18636,74.38,5.39,20.24,2019,47374
906,83,155,1144,79.2,7.26,13.55,2019,47383
384,24,98,506,75.89,4.74,19.37,2019,47393
0,0,0,0,,,,2019,47406
172,8,95,275,62.55,2.91,34.55,2019,47427
459,0,124,583,78.73,0.0,21.27,2019,47436
399,9,109,517,77.18,1.74,21.08,2019,47456
1029,18,351,1398,73.61,1.29,25.11,2019,47459
1290,24,366,1680,76.79,1.43,21.79,2019,47512
1403,24,292,1719,81.62,1.4,16.99,2019,47532
367,11,87,465,78.92,2.37,18.71,2019,47541
892,17,87,996,89.56,1.71,8.73,2019,47579
8480,129,1682,10291,82.4,1.25,16.34,2019,47591
895,50,177,1122,79.77,4.46,15.78,2019,47613
664,21,181,866,76.67,2.42,20.9,2019,47631
1224,7,276,1507,81.22,0.46,18.31,2019,47639
292,10,118,420,69.52,2.38,28.1,2019,47640
865,16,468,1349,64.12,1.19,34.69,2019,47879
2337,91,914,3342,69.93,2.72,27.35,2019,47882
63,0,23,86,73.26,0.0,26.74,2019,47884
1089,47,230,1366,79.72,3.44,16.84,2019,47923
273,7,37,317,86.12,2.21,11.67,2019,47942
235,0,64,299,78.6,0.0,21.4,2019,47950
813,16,100,929,87.51,1.72,10.76,2019,47954
35,0,25,60,58.33,0.0,41.67,2019,47958
296,23,112,431,68.68,5.34,25.99,2019,47354
267,22,97,386,69.17,5.7,25.13,2019,47358
262,6,51,319,82.13,1.88,15.99,2019,47975
728,0,195,923,78.87,0.0,21.13,2019,47977
346,9,31,386,89.64,2.33,8.03,2019,47991
29,0,10,39,74.36,0.0,25.64,2019,47969
517,4,67,588,87.93,0.68,11.39,2019,47995
3551,144,840,4535,78.3,3.18,18.52,2019,47006
1540,134,346,2020,76.24,6.63,17.13,2019,47031
1376,38,295,1709,80.51,2.22,17.26,2019,47037
1202,100,367,1669,72.02,5.99,21.99,2019,47042
611,7,297,915,66.78,0.77,32.46,2019,47108
4787,157,1082,6026,79.44,2.61,17.96,2019,47111
5569,210,2458,8237,67.61,2.55,29.84,2019,47129
12,0,19,31,38.71,0.0,61.29,2019,47160
484,13,112,609,79.47,2.13,18.39,2019,47230
6054,275,1928,8257,73.32,3.33,23.35,2019,47710
805,23,277,1105,72.85,2.08,25.07,2019,47633
29,3,6,38,76.32,7.89,15.79,2019,47654
482,23,211,716,67.32,3.21,29.47,2019,47666
300,7,37,344,87.21,2.03,10.76,2019,47833
6165,215,1378,7758,79.47,2.77,17.76,2019,47834
726,18,208,952,76.26,1.89,21.85,2019,47850
152,4,36,192,79.17,2.08,18.75,2019,58461
180,17,50,247,72.87,6.88,20.24,2019,58467
38,0,45,83,45.78,0.0,54.22,2019,58488
318,21,95,434,73.27,4.84,21.89,2019,58530
188,2,21,211,89.1,0.95,9.95,2019,58531
344,5,23,372,92.47,1.34,6.18,2019,58558
755,51,232,1038,72.74,4.91,22.35,2019,58563
36,4,16,56,64.29,7.14,28.57,2019,58566
265,10,62,337,78.64,2.97,18.4,2019,58348
505,25,79,609,82.92,4.11,12.97,2019,57014
74,0,28,102,72.55,0.0,27.45,2019,57021
188,50,33,271,69.37,18.45,12.18,2019,57073
85,5,42,132,64.39,3.79,31.82,2019,57218
192,7,61,260,73.85,2.69,23.46,2019,57237
315,12,48,375,84.0,3.2,12.8,2019,57241
93,0,22,115,80.87,0.0,19.13,2019,57217
45,0,0,45,100.0,0.0,0.0,2019,57541
1004,47,570,1621,61.94,2.9,35.16,2019,57601
1426,42,280,1748,81.58,2.4,16.02,2019,57754
90,0,12,102,88.24,0.0,11.76,2019,57646
32,0,5,37,86.49,0.0,13.51,2019,57755
151,0,13,164,92.07,0.0,7.93,2019,57242
38,1,13,52,73.08,1.92,25.0,2019,57245
87,4,11,102,85.29,3.92,10.78,2019,57246
102,8,16,126,80.95,6.35,12.7,2019,57264
193,9,48,250,77.2,3.6,19.2,2019,57278
112,12,26,150,74.67,8.0,17.33,2019,57322
484,24,98,606,79.87,3.96,16.17,2019,57349
208,14,49,271,76.75,5.17,18.08,2019,57370
23,0,10,33,69.7,0.0,30.3,2019,57455
