ZCTA,pop,minDist_SUT
73939,1709,51.17
30738,3766,13.13
81055,1443,18.52
80938,112,3.48
80452,3091,5.71
80423,225,17.32
06851,26671,1.24
06061,104,5.97
20418,0,0.3
20566,0,0.43
20204,0,0.7
34685,18899,3.33
32026,1907,7.48
33063,54937,1.36
31503,20624,2.15
31312,20297,18.6
30721,53461,5.19
31077,1395,17.19
31836,849,18.78
30627,2393,10.81
50107,1156,7.82
50217,636,12.05
50634,807,4.57
50847,112,15.71
52038,653,8.35
51656,52,6.37
67114,21586,2.6
67519,193,25.15
66424,463,13.94
41472,10384,2.49
40445,751,7.89
42726,5016,6.0
40036,198,9.98
42370,0,7.04
40514,16143,2.13
42733,1107,7.94
42102,94,0.32
70739,14484,1.58
71418,6589,19.33
71435,3555,23.31
70550,55,6.21
70558,0,4.66
04441,1675,50.68
04973,1508,9.24
04414,1273,19.09
04456,2963,8.51
21217,34487,0.2
21916,41,2.48
01745,588,3.0
01068,1840,8.5
02723,14279,0.89
49201,45817,2.8
48216,5179,0.99
48225,14307,0.84
49841,7242,17.49
56386,622,7.26
55341,3226,4.7
55130,18259,0.5
55943,3010,11.71
56089,148,6.86
56525,100,8.32
39209,27336,3.76
39047,38787,9.76
39443,21962,22.57
39629,6990,10.67
39648,21035,6.88
38923,1215,13.31
38631,1284,10.19
63077,11118,8.26
63359,1403,14.92
65215,252,0.98
83213,1321,50.9
83617,15522,4.66
83546,504,21.8
60164,21600,0.97
80814,3426,18.24
80264,0,0.58
15038,353,6.96
17934,413,4.89
15678,724,1.68
15053,116,12.97
15466,444,3.48
17120,0,0.19
15680,162,8.68
19094,3770,1.56
02858,728,7.49
29651,47493,5.4
29208,760,1.69
29225,1308,1.86
57772,2571,18.36
57644,224,67.54
57741,84,2.83
68879,374,52.45
68417,323,12.25
89834,147,40.9
03861,4424,7.75
03752,772,12.63
07017,35731,0.92
07028,7685,0.38
08072,333,3.35
07939,212,6.1
87732,1531,25.39
87416,5390,10.51
87410,17287,15.26
88421,39,27.53
10976,2357,2.0
57057,222,9.38
38506,28476,1.95
38132,0,0.57
37030,7063,17.58
38070,221,10.46
37058,7758,15.16
38472,3033,12.92
38365,53,10.69
38581,3895,7.57
76078,10168,12.48
37934,26195,3.87
78631,2856,18.35
75494,9489,22.01
79331,12561,44.74
76933,1273,26.74
79007,14447,26.41
75861,9153,37.85
76534,2857,13.45
75119,28319,17.45
77006,22632,0.51
75140,7290,18.34
77865,2273,40.8
75075,36917,1.59
75417,2628,33.82
76687,1898,39.94
75455,28460,36.7
78341,2107,60.72
75223,15128,1.97
75855,2968,44.85
75563,4709,33.92
24540,30646,2.16
24354,14334,1.49
84036,7247,15.52
84032,22464,14.68
84729,236,22.18
22701,35087,1.09
05356,864,12.08
24066,5074,12.01
23181,5287,13.55
23089,5366,7.31
23160,2661,4.69
24415,32,10.32
23523,8075,2.0
23950,3733,15.33
22940,1418,10.02
24319,7194,9.26
99169,2428,38.56
98272,31416,5.09
63666,110,26.12
64158,5041,2.28
63962,272,7.25
63501,21202,1.13
64780,541,12.85
63824,155,9.36
59934,501,28.58
59430,354,32.1
59213,763,14.87
69147,486,32.97
68749,62,28.15
64114,24405,0.71
56474,4080,26.43
39301,26208,9.73
39146,2124,26.84
74764,3814,2.78
03060,29586,1.32
02905,25488,0.81
13675,227,13.36
10018,9687,0.15
27025,11387,12.11
84337,12422,8.11
05776,716,9.25
58643,161,16.06
73456,2113,26.95
98577,6909,6.34
24934,340,13.28
45684,2093,5.61
54211,274,22.92
82938,237,38.31
36078,13178,14.49
36350,6628,7.16
35453,10863,5.98
36875,3174,10.76
36046,1413,22.24
36028,1674,13.55
35577,41,8.62
35082,0,18.32
85546,20765,10.36
85931,203,30.83
86004,35798,17.57
85539,4595,5.91
72675,1226,10.39
72119,0,3.82
72945,226,15.15
71921,3660,23.26
72857,1304,14.1
95360,13029,23.91
95546,3768,8.96
95430,7,8.55
90095,0,1.27
93637,39381,7.99
95685,4711,5.36
96007,23106,7.71
96051,1351,24.06
91330,3273,2.06
92378,263,1.48
95946,9370,7.35
95222,5090,3.22
90043,44627,0.47
95219,29668,8.92
95610,45995,2.23
94108,14550,0.73
95476,36792,9.2
91371,0,0.96
95461,2440,11.47
93546,9359,7.36
91205,37618,1.12
95979,430,20.93
92227,27255,18.24
94709,11740,0.34
81657,5850,3.34
81601,15666,2.71
80293,0,0.36
80045,889,0.47
80530,4460,0.6
81201,9161,45.29
06716,16652,3.91
11554,37358,0.56
10153,0,0.2
12983,7371,3.18
10030,29882,0.18
10044,11682,0.34
11752,9564,3.09
14475,280,7.7
13367,8617,30.72
14619,14602,1.83
12089,115,5.38
10165,0,0.16
10128,59256,0.24
28779,18141,9.77
28376,44328,1.18
27956,423,12.64
28077,464,5.5
27253,30544,8.09
43832,7349,14.61
58523,3721,1.25
58505,0,0.84
58244,118,21.09
58529,616,10.77
44663,24914,2.08
45816,330,9.67
43140,24514,1.45
45323,4973,6.32
44080,92,11.92
44266,33894,2.25
45693,8691,0.66
43786,35,9.27
43036,270,9.74
45307,330,13.12
73142,14302,6.07
74033,11999,6.93
73425,40,28.91
74468,316,13.64
97361,12091,7.43
97526,35493,3.84
97056,11434,6.47
97538,1650,16.08
97381,15822,2.95
97205,7284,0.76
19367,0,2.89
15650,26994,2.8
18070,1108,8.15
17751,7082,4.9
17222,11602,9.06
19316,209,5.22
15353,100,8.42
16876,310,5.95
06021,325,6.93
30751,40,14.22
33847,171,6.92
41144,10268,5.02
62056,8574,8.54
04605,13955,9.04
50598,868,14.08
21610,386,8.73
42064,8294,13.19
40701,30305,1.29
66780,524,13.0
55921,4682,1.83
55614,2327,27.19
11702,13788,5.06
38372,17492,5.67
37040,50953,1.05
78363,29949,34.4
79845,4689,163.82
79938,80143,23.0
76265,1602,21.74
28625,39518,3.19
58623,2275,42.52
27525,14323,9.37
23061,21721,0.93
99153,371,38.19
26802,1041,7.23
26159,3365,4.61
25262,829,8.85
26170,5951,11.75
54313,38120,4.29
36453,2423,18.34
36804,18582,7.48
35452,3061,7.95
36769,2830,39.0
36474,3099,13.04
35559,12,5.56
36091,3526,5.28
36865,34,10.48
35952,7482,11.2
36579,1204,29.57
85053,29976,0.48
71852,9823,28.55
71602,15900,7.67
71957,3109,28.55
71659,80,14.38
71631,382,11.17
72856,285,25.84
91506,18575,2.28
20742,6719,0.97
06756,2849,4.7
56575,801,4.86
46365,793,9.24
41099,1077,1.62
76701,2002,0.56
24225,1995,6.27
05492,707,13.83
17855,1098,6.25
07027,4334,1.94
10271,0,0.86
37137,2872,2.97
12585,870,9.13
11507,7286,2.07
10111,0,0.2
10505,925,4.79
27892,14161,1.51
13845,138,7.6
10993,5433,0.85
28127,7860,6.43
27207,3149,9.19
28365,16886,1.43
28305,5705,0.34
28447,1643,19.22
58755,88,44.1
58843,584,11.99
18420,57,3.45
18220,304,3.84
43531,308,4.6
98814,666,33.99
54927,482,6.29
24991,805,10.88
36272,13221,15.35
36703,13502,6.82
90803,32389,1.12
94850,0,2.56
81027,187,37.81
94956,1224,8.94
19709,40802,4.96
95322,10546,11.43
34108,16636,6.06
92004,2414,29.47
95472,30762,2.15
31331,7900,20.91
39145,4634,13.29
38961,932,13.45
39339,14464,3.91
38704,0,10.58
65355,10332,3.28
63645,11466,3.46
65550,2887,11.8
65566,830,22.86
65529,224,10.96
65605,12675,6.54
63047,69,4.85
59901,54647,2.55
59859,2997,22.62
59721,502,27.58
59351,208,27.09
59434,644,16.64
59326,222,24.12
68104,36546,0.57
68969,41,10.41
69347,1278,22.41
89442,1125,10.01
89025,1171,25.09
03754,267,10.14
03871,115,3.52
07078,13097,2.17
07803,3560,1.96
87515,363,32.95
88354,0,26.77
88049,357,55.96
87012,255,25.54
87315,188,18.13
11416,27125,0.34
11219,90036,0.88
14169,94,11.82
10553,10429,0.79
13640,362,17.87
10029,79597,0.17
06110,12658,2.1
20506,0,0.45
32091,15311,1.27
32011,13805,13.02
33146,16156,1.35
32530,0,2.45
34946,5950,3.64
31001,4563,17.39
55043,3682,2.9
39429,16435,4.52
39562,17205,11.63
01431,3215,1.48
89422,111,47.71
89046,316,31.74
01229,70,2.88
88220,36708,12.78
49918,87,31.5
39577,10699,5.93
65777,437,13.82
45663,6162,5.6
44140,15391,4.43
43961,363,10.64
39556,8271,11.48
97914,19211,7.79
15424,2074,11.37
07064,4139,2.48
29831,4332,7.26
99347,2240,3.67
24726,562,12.92
26241,13667,3.88
23833,2301,10.06
25090,195,9.27
25185,870,14.78
26438,166,5.79
26178,377,10.17
54166,16615,1.45
53170,2305,2.88
53965,10338,13.97
57027,112,9.14
53792,0,0.22
25180,100,11.66
82516,486,13.96
82648,30,49.91
82716,17823,15.53
82442,710,32.39
59871,298,30.1
90743,267,0.4
91764,54825,2.45
10280,9384,0.96
48227,41777,0.65
55401,9595,0.83
41031,15812,1.83
35458,595,16.25
86443,0,29.57
82070,20336,14.3
35776,3592,11.61
35022,20271,10.98
35049,3366,7.62
35115,15105,8.8
35581,5709,10.55
36047,1150,23.55
35405,45473,2.81
36082,1271,1.23
36521,5386,17.23
36264,8523,15.28
36454,39,16.1
85901,18344,3.67
20593,0,1.02
23707,15253,0.61
98288,181,26.53
07065,29370,0.03
10112,0,0.24
38230,3696,10.04
15484,68,1.72
18333,573,12.89
14527,12951,0.76
18351,428,6.5
14537,114,3.25
14542,60,10.45
18360,27084,3.18
87024,2453,23.48
71655,15192,2.49
84035,394,22.49
87026,4112,9.96
38050,615,15.61
29845,983,8.22
38052,4075,14.91
65052,3502,2.41
29848,631,7.82
53969,406,9.53
37766,17907,2.33
23188,43687,2.06
58788,1257,38.3
29621,40931,4.9
23219,4435,0.3
54010,8,0.96
43948,586,9.93
58854,8529,6.54
58008,209,19.8
58405,428,0.46
45640,16079,1.12
44306,21165,2.47
45838,66,9.9
45410,16079,0.79
44687,275,10.37
45809,163,8.57
45716,474,8.45
43437,578,7.67
55370,722,13.18
14586,11897,3.29
14592,192,7.42
18424,5160,4.64
60301,2536,0.69
35462,4258,7.53
41040,7222,1.67
55409,11674,1.01
35466,5567,10.38
32333,10506,10.08
60304,17641,0.6
30281,67533,4.25
32334,2088,22.4
39074,15041,1.81
62801,21444,1.58
60402,63554,0.18
62543,531,12.64
61519,230,6.64
61773,413,15.69
61470,537,12.89
46035,1082,10.86
47901,3702,0.11
47123,80,5.17
46404,17014,1.22
50246,613,12.5
05354,2303,5.8
24348,4409,13.45
44132,14805,1.29
23221,14933,1.92
38141,22340,2.56
54547,1390,18.31
38201,11005,10.14
54548,4840,8.4
66103,13570,0.89
38221,3326,12.66
68127,22445,1.07
55037,4789,15.39
32055,17114,7.9
40143,5936,1.71
48062,9597,3.29
41537,5061,7.34
48426,958,12.46
30427,12301,14.12
48214,21086,0.85
40972,1051,11.38
39040,3032,14.91
55373,5820,4.32
46340,815,10.46
41006,4374,7.44
48220,22811,2.13
32310,15864,10.74
46346,1319,9.1
01984,5208,2.99
02072,28534,1.64
24740,30672,3.82
25703,7375,0.5
53820,2304,9.74
97016,6122,12.21
36752,1162,23.24
36460,9644,30.52
36037,13306,35.45
36079,10159,4.05
35957,16135,12.9
86034,1927,14.35
86540,1043,25.48
72024,3592,21.61
72719,12144,3.44
71923,15351,24.41
97458,4475,26.16
43759,57,1.71
45145,19,7.73
43525,1096,6.25
97021,965,15.42
43033,298,5.46
73901,185,22.06
53808,1227,9.5
26160,669,13.63
25259,684,9.57
15734,467,8.97
57779,191,7.06
38544,7220,7.39
78828,81,42.98
79015,22193,18.3
75974,3411,10.62
24315,3546,13.44
23970,8205,12.41
23841,3281,2.68
98276,660,3.03
39360,3217,12.37
55814,644,5.42
41605,727,1.61
41607,471,4.63
30434,5386,21.36
39208,32424,1.72
35620,9026,9.52
41650,422,9.93
35622,7879,9.71
55724,772,21.09
41660,678,6.82
38876,1458,14.58
40513,11100,2.91
50319,0,0.59
38901,18722,1.37
19004,9719,1.25
19018,23483,1.7
19040,20586,1.63
30334,0,0.25
35572,1319,15.48
41175,5429,5.53
39153,3868,4.68
48336,25897,2.75
39154,10347,4.34
35576,2958,12.29
48340,26068,1.95
32413,14619,4.9
35578,5806,13.84
55448,27787,2.76
46377,287,7.1
41049,2393,6.63
48237,29849,1.17
35474,6454,15.15
32340,11294,23.55
50562,381,10.41
41062,0,7.44
48239,35888,2.07
07029,18889,1.02
19735,53,2.69
20053,0,0.81
20064,2207,0.77
20245,0,0.29
20510,0,0.41
20540,0,0.72
07060,45986,0.38
19902,386,1.99
50517,1094,26.45
50278,788,18.05
67645,900,15.94
41093,2950,5.41
41653,10404,0.66
41332,868,10.05
40010,736,3.14
42367,796,2.93
41721,531,12.76
48191,4102,6.12
32212,2499,0.92
82720,834,30.8
65785,5012,14.42
24484,554,15.69
82721,3077,27.04
24487,322,27.31
45301,130,4.79
82723,246,15.14
65793,6416,15.48
28792,34945,4.46
28801,13683,0.34
67053,582,9.12
24504,9935,6.25
54466,2792,18.66
28337,10019,20.61
34205,32534,0.99
41222,2395,3.98
39159,3412,6.54
39160,2513,10.77
24651,5650,2.91
24085,2088,11.85
23050,852,8.63
24067,2398,9.6
24553,1430,10.42
23921,1627,18.14
98603,1204,21.98
25112,105,3.43
26143,4808,16.1
26447,1424,9.22
25312,14771,6.22
25045,5140,14.07
26435,117,6.8
25690,292,3.51
26710,2129,6.47
26208,890,10.6
54847,2194,1.65
54525,243,4.47
40231,0,0.81
42345,10874,3.9
40312,4785,3.87
41041,7045,1.32
70163,0,0.95
71419,2156,28.24
70431,5735,9.92
72513,2889,7.22
72429,339,19.89
72006,2609,19.43
94585,29599,7.59
93305,38725,0.19
93265,3271,19.39
95521,21462,3.66
53583,5979,4.5
96096,732,18.26
95563,604,14.39
96137,3336,22.4
93943,0,1.22
93276,186,11.73
54538,3024,0.85
23847,15334,5.0
41390,22,7.16
30415,6161,12.8
55616,6882,11.7
50667,738,3.78
41465,11551,1.41
35603,31468,4.69
50668,1174,12.26
55709,3851,8.13
41501,23078,2.09
30423,121,16.69
39201,501,0.9
41514,3200,1.92
55716,375,12.51
38054,271,9.13
23691,142,5.59
29899,1120,3.0
44274,246,5.81
28343,1404,6.37
62927,383,4.21
34734,4225,1.14
44825,102,9.7
38477,2708,9.73
82072,16945,7.57
68516,44460,2.57
54552,4160,20.41
44503,1130,0.08
54942,9699,4.31
74050,356,5.58
74456,186,7.33
73737,3521,24.14
97406,13,25.2
97435,2137,15.16
97380,2904,10.8
97232,12419,0.3
97462,3765,17.26
97420,27764,5.21
15673,1328,2.79
17857,7380,4.7
15754,641,4.64
18848,8489,1.0
86320,2045,45.8
85541,21812,2.9
86030,1531,21.0
85940,1325,18.87
72160,9956,4.0
72802,21761,3.95
72560,8979,1.82
71999,720,22.18
72685,1246,14.16
71753,16902,4.14
72455,12279,6.89
72653,27981,0.46
92301,33967,13.71
95589,982,9.46
92364,0,47.47
95051,58123,1.37
33154,14790,2.13
32344,12360,19.57
32331,4269,22.6
95448,17482,13.03
81415,1506,16.26
39823,7762,23.86
83522,2297,18.59
50681,405,8.49
26055,1421,8.54
26074,1242,5.71
46214,24202,0.5
39345,5935,9.93
32534,14524,2.23
35674,18690,9.66
51027,1352,10.87
55802,2384,2.16
55803,18042,16.51
46704,38,5.37
39354,2894,17.92
23872,2757,9.72
68132,14569,0.61
28422,8404,6.27
44506,2877,1.2
28424,49,3.57
34429,8272,10.31
66801,28691,0.32
24237,922,13.41
82414,15608,24.96
65656,4477,6.3
24245,818,13.42
82426,2728,16.83
82430,77,12.17
65664,165,15.91
34953,69685,0.99
65667,3192,18.6
82431,3534,15.92
24260,5385,9.87
24263,6137,2.24
15612,379,2.71
15351,640,1.81
02132,28487,1.4
02302,32497,0.93
02322,4482,2.12
02379,7165,2.65
02462,1420,2.63
02556,2681,2.62
02637,167,3.35
15773,537,3.39
83554,372,17.44
33169,41525,0.53
34736,18213,10.95
32550,8490,9.32
32358,1889,11.6
40977,10512,5.0
60514,10109,0.82
05748,323,12.24
24588,9982,9.19
20148,48110,5.64
24558,6037,4.72
05738,1197,7.36
23313,103,23.87
22185,0,2.05
22657,10402,14.7
23927,3951,7.92
48553,0,2.04
48554,0,1.42
55805,9556,0.2
51037,423,6.51
34201,3930,2.39
28330,444,3.46
38041,4816,7.66
54458,76,11.78
66027,6188,5.33
44262,5049,1.56
24091,7564,0.22
24092,2450,7.07
48434,66,20.08
26253,4401,9.46
21540,109,7.62
26261,2496,16.51
26268,43,14.18
21555,1541,9.99
08057,20705,0.95
26280,1805,16.52
21561,2606,11.53
26287,3091,4.43
26288,3411,2.68
21622,1030,12.0
21626,83,15.1
08083,9728,0.59
26342,184,16.07
26349,81,9.8
26366,33,7.83
12866,39178,2.24
11709,6708,6.58
15841,379,11.53
11721,6086,2.01
04629,0,4.23
71351,10891,7.13
39355,6700,6.16
39322,1569,9.42
39183,14173,10.13
59544,231,36.15
59736,103,26.46
69216,141,39.88
69346,646,32.69
69219,170,45.68
07750,3211,3.03
88410,105,40.92
11220,95643,1.35
23709,689,1.7
98541,10211,14.82
98937,3874,30.57
98195,51,0.83
98273,30595,2.91
99122,3825,3.51
25136,1903,14.16
24801,4969,0.94
26361,250,7.12
26323,458,3.87
48230,16425,0.78
39066,4367,14.34
02668,2723,3.99
02743,10483,3.74
66608,5733,2.91
62915,425,3.27
66612,2117,0.16
44809,321,4.74
82009,34247,14.48
28604,7635,7.89
68503,15558,0.84
38464,22285,18.28
65251,21734,2.39
62672,204,8.76
68116,30398,4.4
54541,1227,33.48
23851,13262,2.28
82331,2231,36.38
82336,160,48.62
68659,160,22.41
38577,1209,8.52
12885,4432,15.01
12887,4919,18.83
12911,25,1.29
01760,35763,3.02
01843,25454,0.97
01886,24194,5.19
15633,624,3.5
15641,464,0.35
11509,2153,1.68
15658,8744,9.52
11549,2901,1.16
15676,713,3.99
11556,0,1.62
11561,37662,0.86
48049,5476,8.51
14201,11680,0.27
10979,171,6.8
28734,26935,3.12
28790,3308,7.24
27537,24578,2.59
28369,2865,13.46
28721,10152,6.88
25813,8038,2.69
24854,297,19.13
53031,0,8.05
53702,147,0.74
54564,408,15.22
83121,0,1.88
82401,7585,10.47
28714,17044,14.24
60201,42296,0.81
02760,27345,3.13
02766,19634,0.51
03823,1816,3.2
20004,1975,0.6
20612,358,3.8
20009,52117,0.43
07020,12184,1.03
07022,14269,0.75
16030,348,3.07
72322,133,1.63
92230,3406,4.64
96001,34571,3.44
38578,158,8.65
65646,1704,9.41
24224,5973,11.59
68662,1357,14.95
54856,1691,14.64
68664,358,22.93
38583,24089,2.45
24228,6294,6.11
34947,13188,0.28
65654,179,5.63
24230,8815,16.05
07981,8989,2.65
08007,5020,2.39
08011,20,0.25
26149,2061,12.64
21231,16160,0.25
11565,8696,1.54
11569,1080,4.27
15727,198,8.59
15745,203,5.06
20901,36154,1.59
07504,11498,0.4
07506,18802,1.5
07603,8362,0.69
07605,9111,1.35
07642,10395,1.32
07644,24498,1.97
07650,20536,1.36
25511,1043,12.64
55606,208,20.33
35953,7522,14.57
54027,998,15.62
03279,852,11.84
65606,3171,26.44
21653,108,2.7
38603,2901,16.76
42061,26,12.17
15004,423,12.0
18936,0,1.69
15530,5179,11.15
18661,5406,10.47
15072,9,1.64
15088,501,5.65
29640,30295,4.1
29574,11446,4.34
95327,7711,5.66
93461,1451,24.69
90017,26728,0.14
96047,851,16.14
92844,23878,0.99
96088,4419,24.84
92134,280,0.54
95246,1032,8.56
81131,1125,26.82
81050,9065,3.29
80825,434,47.23
81235,797,28.3
80447,1937,14.44
06052,7859,1.13
04063,482,1.54
62353,5346,0.65
04671,523,9.53
08026,2217,2.34
21251,933,1.33
21252,2271,0.29
26201,19904,1.52
08037,23800,0.54
26206,3116,9.13
21502,42583,0.63
26222,489,13.66
12767,136,15.31
17005,323,3.22
12776,2214,15.79
12789,1952,3.02
08722,11210,1.81
08730,4709,4.15
08808,142,7.07
16546,868,0.53
12206,15944,0.41
16624,189,8.53
16633,319,14.91
16638,32,9.88
29803,38920,11.35
29620,13006,2.76
29006,10720,15.89
29204,18709,1.89
37405,16163,5.52
37033,7552,12.72
37330,6979,1.15
37020,5820,8.9
38080,2692,11.71
37879,10790,8.47
38046,54,13.05
57375,657,56.55
57706,3035,7.34
37876,32425,3.11
38242,20275,1.06
38040,4796,9.57
38474,8617,10.14
37074,8667,9.81
37122,56964,1.24
37388,25511,2.58
38375,8810,0.78
37730,0,8.71
37179,15738,4.27
38152,988,1.89
79512,7716,32.86
15866,275,6.98
15921,83,8.19
15922,227,8.08
15925,206,6.6
15931,8819,2.6
20606,459,5.48
21524,740,3.83
02861,25044,0.91
49894,676,2.54
70538,14464,11.47
56051,660,18.65
39362,3594,16.66
39341,7164,26.02
71001,4436,16.13
39701,13264,7.62
64111,17801,0.05
07711,1570,1.13
88040,105,59.24
08812,14422,2.52
08822,31119,0.46
08829,3558,1.65
08863,12570,2.01
08890,15,2.34
08904,13992,0.94
10013,28709,0.05
10075,21556,0.43
10199,148,0.23
17606,416,2.16
13601,37624,0.27
13605,4816,12.12
65560,14361,3.92
62921,394,3.58
44816,16,8.35
37846,4651,12.67
38376,164,10.1
78357,2867,55.41
78223,55088,2.41
76088,11827,7.45
75603,5954,6.56
76943,3527,79.8
79831,4,111.33
79010,996,20.51
08741,2640,1.66
07023,7602,0.9
87412,746,36.32
87031,44451,7.93
87752,355,42.62
12177,305,3.56
10037,21139,0.15
10115,0,0.75
12085,434,2.96
10279,43,0.6
11751,14559,2.85
11767,15783,1.94
18081,155,6.4
18101,4448,0.03
14302,109,0.31
18105,27,0.53
14424,27717,4.12
14437,11439,1.68
14441,332,4.89
18218,2162,9.81
18225,388,1.86
97465,2003,23.74
97842,134,25.84
08840,16392,0.35
03033,5298,7.72
24860,293,16.15
23891,3408,6.47
54452,18503,4.96
53132,35940,4.94
25976,2462,13.21
82214,1338,18.32
29664,2084,15.74
72532,1058,11.93
82324,227,43.69
24112,29522,2.8
38468,5251,14.24
54755,7043,18.38
65565,5060,13.88
67260,0,0.68
68954,14,8.26
67334,34,5.89
45601,56753,1.97
45612,4793,11.06
45617,279,9.13
45618,13,7.25
45621,309,5.7
45624,0,12.77
45631,14630,1.74
68977,269,21.39
45642,0,5.55
45648,12886,11.61
45658,2989,9.83
67361,1653,0.97
13116,3504,4.86
10471,21896,1.57
11204,76978,1.2
11239,13244,0.97
11233,76819,0.51
12490,28,7.39
13672,763,18.79
15760,162,1.38
18016,0,0.95
14068,6632,2.48
18035,68,9.92
14102,1163,7.78
07077,2318,1.68
08330,27809,1.87
57783,15527,4.43
57315,1118,14.54
37083,15129,1.9
37642,15327,7.18
78877,777,16.85
28449,1932,14.74
79834,213,173.48
84741,5981,15.06
05350,684,9.42
28697,13638,1.34
22830,1769,15.02
98222,71,10.29
99362,41456,2.63
45656,6364,11.12
26711,2696,15.52
24920,243,20.45
26807,2593,1.45
60029,560,1.06
74759,1454,13.4
49760,734,13.78
16048,139,8.51
11778,11641,6.39
11789,8380,4.44
11794,2952,4.04
11796,3826,3.1
11934,8006,3.11
11948,922,5.62
16151,136,8.9
11955,3785,1.76
16155,124,6.71
98004,35034,0.98
83202,22963,5.37
83211,6141,30.2
98023,50283,1.22
83221,27089,14.14
98030,37808,1.79
83234,1432,17.89
98038,35568,8.79
83251,1320,35.62
83252,4266,10.9
83253,75,29.57
83254,3760,27.41
83255,1338,39.17
98055,24231,0.47
98065,15548,4.95
37763,15350,2.81
23185,48036,2.41
14125,3733,7.83
14135,123,4.75
14168,32,1.32
14204,8649,0.5
14216,22280,1.07
55366,541,15.66
16659,301,10.83
12414,10203,2.55
12416,281,13.52
16669,1994,7.64
16671,512,7.31
12438,32,21.03
50543,1363,15.52
49753,1930,16.76
61363,266,8.25
95139,7293,0.97
24556,3104,7.52
99164,0,1.1
78056,1936,13.81
10601,11612,0.09
11421,41002,1.09
07087,68484,0.36
88232,2408,16.3
57750,224,16.03
75925,4083,25.03
84779,600,10.26
44101,610,0.57
17081,372,5.42
24724,130,9.96
36904,3738,2.65
85920,434,19.89
18321,1859,0.38
06336,106,2.31
06263,251,1.43
20535,0,0.6
20319,42,1.41
33161,55663,0.4
33437,38921,3.38
31031,6213,15.75
30175,5544,10.51
30581,33,13.89
31092,7133,25.99
30412,69,10.62
62231,7436,2.92
43940,102,4.33
12814,1354,18.29
17015,20900,3.21
17016,890,4.41
12827,3665,9.98
12832,6569,13.63
17027,2196,4.19
17034,2667,5.29
35010,20625,2.16
35013,40,4.84
40041,385,0.3
40048,136,2.61
40063,291,4.84
48039,7604,3.39
50033,29,11.4
32046,9426,18.96
40071,15541,1.56
12448,464,9.61
18850,2409,0.37
14881,324,7.58
18853,4089,9.44
18912,396,1.2
18913,68,2.96
18932,421,1.38
14901,15965,2.78
18951,34904,0.84
18962,332,2.39
75604,31011,1.82
79744,1320,67.08
79085,28,45.66
75081,39309,1.95
75980,2472,23.3
76458,6025,22.68
78870,847,9.4
72450,38692,2.78
77072,61818,1.97
77488,14533,6.58
78756,8323,0.85
76054,12119,0.81
77358,5480,15.89
75224,37280,2.04
76018,31729,3.43
78612,13852,10.81
76351,2047,23.72
77830,2901,17.03
78003,9539,15.53
75951,16183,3.55
76103,14508,0.95
83449,183,31.87
83352,3356,17.58
83327,767,24.4
60407,1696,3.55
49629,2036,12.8
13126,36335,2.49
27885,1066,34.1
27824,2001,28.52
27944,11969,12.33
43926,236,9.48
74937,5492,15.33
07847,1731,1.38
03466,1698,2.88
08270,8296,10.21
38635,16364,2.95
35033,3107,8.71
40110,59,4.5
48048,7689,1.1
13607,1247,16.28
17701,43427,6.22
17730,200,2.61
13619,10640,14.21
13623,13,15.78
13624,5715,15.1
13643,36,7.39
13647,37,4.46
17749,337,1.48
17762,561,11.69
17764,2183,23.92
17771,3206,13.21
40475,61474,1.84
40484,10905,1.1
78359,2065,6.94
77485,4475,11.54
23803,38654,4.36
84070,28362,0.82
84528,2393,14.2
84654,2653,20.97
05252,250,7.78
05867,885,15.09
05485,110,8.24
