ZCTA,year,unempP,povP,pciE
28371,2018,8.4,18.5,20466.0
28372,2018,9.5,29.4,15585.0
28373,2018,13.2,19.4,22653.0
28374,2018,2.3,2.6,52189.0
28375,2018,4.8,8.9,15247.0
28376,2018,7.5,18.7,21449.0
28377,2018,11.9,36.3,16617.0
28379,2018,10.5,23.7,22343.0
28382,2018,3.5,17.3,28624.0
28383,2018,11.0,28.7,16945.0
28384,2018,10.8,22.3,18530.0
28385,2018,7.0,29.6,19293.0
28386,2018,10.1,37.6,14898.0
28387,2018,6.3,13.4,40758.0
28390,2018,9.2,20.5,23885.0
28391,2018,7.9,21.2,26788.0
28392,2018,8.2,41.5,18435.0
28393,2018,10.8,25.5,31282.0
28394,2018,6.2,21.0,32131.0
28395,2018,12.7,8.8,23756.0
28396,2018,6.6,27.2,20746.0
28398,2018,7.1,19.2,17162.0
28399,2018,10.5,27.5,18415.0
28401,2018,10.4,32.0,21577.0
28403,2018,6.7,28.8,26872.0
28405,2018,5.7,17.4,32719.0
28409,2018,3.9,8.7,40729.0
28411,2018,5.2,9.7,37564.0
28412,2018,8.0,16.4,31172.0
28420,2018,8.8,16.6,22651.0
28421,2018,6.5,22.5,28045.0
28422,2018,10.6,22.7,25856.0
28423,2018,6.9,25.1,22179.0
28424,2018,0.0,42.9,19610.0
28425,2018,11.6,20.3,19203.0
28428,2018,1.8,9.3,42308.0
28429,2018,6.3,10.2,23685.0
28430,2018,6.2,18.7,20305.0
28431,2018,9.8,25.5,24802.0
28432,2018,7.9,39.7,13546.0
28433,2018,8.1,32.1,17816.0
28434,2018,3.9,16.2,26035.0
28435,2018,7.5,19.7,22705.0
28436,2018,6.1,8.3,25689.0
28438,2018,13.5,16.8,17659.0
28439,2018,4.4,17.3,27854.0
28441,2018,7.5,43.9,12810.0
28442,2018,6.1,10.8,26361.0
28443,2018,4.8,8.8,32802.0
28444,2018,10.2,8.7,44803.0
28445,2018,4.8,12.5,34148.0
28447,2018,0.0,31.6,29918.0
28448,2018,29.4,42.2,18714.0
28449,2018,4.2,6.9,43192.0
28450,2018,8.3,16.7,26078.0
28451,2018,5.9,14.2,28937.0
28452,2018,7.2,37.2,12233.0
28453,2018,7.6,28.3,16509.0
28454,2018,5.8,5.9,23607.0
28455,2018,12.1,14.3,44710.0
28456,2018,7.9,21.3,17417.0
28457,2018,6.2,20.6,24647.0
28458,2018,8.2,22.7,17471.0
28460,2018,10.5,13.0,31676.0
28461,2018,5.6,7.5,40493.0
28462,2018,7.6,14.6,26272.0
28463,2018,2.4,24.3,20664.0
28464,2018,10.2,35.8,14965.0
28465,2018,3.0,6.2,42654.0
28466,2018,12.7,17.1,22886.0
28467,2018,6.3,5.9,31712.0
28468,2018,7.5,11.9,34190.0
28469,2018,10.9,10.6,41986.0
28470,2018,4.7,19.8,23240.0
28472,2018,5.6,27.9,19837.0
28478,2018,10.0,14.3,21036.0
28479,2018,4.8,10.4,27850.0
28480,2018,2.6,8.9,69307.0
28501,2018,16.5,32.8,20285.0
28504,2018,8.4,18.0,26720.0
28508,2018,14.7,31.8,15634.0
28510,2018,4.7,5.1,46306.0
28511,2018,1.4,18.9,24345.0
28512,2018,7.2,6.4,46132.0
28513,2018,11.8,20.5,24286.0
28515,2018,20.0,25.9,14267.0
28516,2018,5.9,15.4,28464.0
28518,2018,7.4,17.4,23379.0
28519,2018,0.0,29.2,37998.0
28520,2018,0.0,5.6,27357.0
28521,2018,4.6,14.7,22749.0
28523,2018,7.7,12.9,29043.0
28524,2018,0.0,0.0,25987.0
28525,2018,16.4,24.7,16777.0
28526,2018,11.2,37.1,19521.0
28527,2018,3.1,10.5,29540.0
28528,2018,11.4,15.9,19664.0
28529,2018,2.5,20.3,26127.0
28530,2018,12.0,17.3,19414.0
28531,2018,2.5,13.4,32369.0
28532,2018,8.6,12.7,22865.0
28533,2018,0.0,0.0,23755.0
28537,2018,0.0,29.0,15323.0
28538,2018,8.0,22.9,19507.0
28539,2018,8.6,14.6,25224.0
28540,2018,8.6,15.2,23839.0
28543,2018,21.3,8.0,15766.0
28544,2018,14.6,24.7,18798.0
28546,2018,9.1,12.0,23775.0
28547,2018,12.7,11.5,20923.0
28551,2018,9.8,15.9,20871.0
28552,2018,0.0,49.3,9345.0
28553,2018,0.0,7.4,48665.0
28554,2018,0.0,4.2,30216.0
28555,2018,8.1,23.9,27854.0
28556,2018,18.1,17.7,26733.0
28557,2018,4.5,11.1,37169.0
28560,2018,9.9,18.9,25551.0
28562,2018,5.7,9.8,35027.0
28570,2018,6.9,12.2,26554.0
28571,2018,5.7,10.3,33227.0
28572,2018,7.5,18.5,20354.0
28573,2018,8.2,24.0,21626.0
28574,2018,12.4,13.8,20982.0
28575,2018,0.0,7.6,43105.0
28577,2018,0.0,4.1,23946.0
28578,2018,10.1,28.6,20918.0
28579,2018,14.7,23.3,26980.0
28580,2018,9.6,28.5,17566.0
28581,2018,40.0,5.6,38949.0
28582,2018,11.4,2.3,27667.0
28583,2018,1.6,15.2,28307.0
28584,2018,7.7,13.2,31729.0
28585,2018,9.4,32.6,20711.0
28586,2018,11.2,23.4,19960.0
28587,2018,2.3,11.3,22609.0
28589,2018,0.0,15.9,22682.0
28590,2018,3.7,11.2,34927.0
28594,2018,9.3,6.4,43421.0
28601,2018,8.6,13.8,29616.0
28602,2018,8.2,15.1,23994.0
28604,2018,7.2,13.6,30423.0
28605,2018,0.9,11.1,38393.0
28606,2018,7.5,15.9,19889.0
28607,2018,9.5,35.3,22369.0
28609,2018,5.7,8.1,29461.0
28610,2018,5.6,9.5,26139.0
28611,2018,0.0,14.7,31528.0
28612,2018,9.3,19.5,22318.0
28613,2018,7.7,13.9,26646.0
28615,2018,5.7,28.4,17440.0
28616,2018,0.0,0.0,18917.0
28617,2018,0.0,26.1,19941.0
28618,2018,4.7,9.5,28816.0
28619,2018,6.0,17.9,23384.0
28621,2018,5.5,17.9,22847.0
28622,2018,7.1,22.0,18003.0
28623,2018,9.6,12.9,21610.0
28624,2018,3.3,22.4,27645.0
28625,2018,7.1,12.7,25316.0
28626,2018,0.0,5.9,32204.0
28627,2018,2.8,33.2,24299.0
28628,2018,13.8,8.1,17366.0
28629,2018,,,
28630,2018,5.5,16.0,24989.0
28631,2018,0.0,18.2,24458.0
28634,2018,8.1,20.2,19268.0
28635,2018,3.1,20.1,20252.0
28636,2018,8.6,18.5,20625.0
28637,2018,10.3,24.7,24658.0
28638,2018,5.3,17.5,21861.0
28640,2018,9.7,26.8,20678.0
28642,2018,2.5,22.4,20504.0
28643,2018,4.7,17.8,20491.0
28644,2018,7.0,10.2,18138.0
28645,2018,7.8,18.1,21486.0
28646,2018,0.0,3.2,53279.0
28647,2018,0.0,22.5,24420.0
28649,2018,0.0,27.1,38933.0
28650,2018,5.4,13.2,24988.0
28651,2018,11.0,24.8,20811.0
28652,2018,,,
28654,2018,2.0,8.4,27536.0
28655,2018,8.4,18.5,23594.0
28657,2018,2.3,14.1,22122.0
28658,2018,5.9,13.1,22824.0
28659,2018,7.1,25.0,21247.0
28660,2018,6.0,8.6,25310.0
28662,2018,0.0,23.7,24598.0
28663,2018,8.6,6.3,22921.0
28665,2018,0.0,18.5,22177.0
28666,2018,0.0,66.4,11138.0
28667,2018,1.7,29.6,17972.0
28668,2018,3.9,6.4,33485.0
28669,2018,5.8,9.9,29596.0
28670,2018,5.8,7.6,21165.0
28671,2018,3.5,12.4,20761.0
28672,2018,0.0,0.0,
28673,2018,4.2,4.4,39794.0
28675,2018,4.9,29.3,20235.0
28676,2018,3.4,12.3,33417.0
28677,2018,7.6,18.3,23340.0
28678,2018,6.0,9.9,28070.0
28679,2018,4.0,11.6,26859.0
28681,2018,6.0,13.4,24048.0
28682,2018,12.6,6.3,37089.0
28683,2018,5.8,22.6,25167.0
28684,2018,4.4,17.2,21023.0
28685,2018,5.3,27.7,18723.0
28689,2018,4.5,16.7,25451.0
28690,2018,6.7,17.4,23862.0
28692,2018,3.3,10.4,28663.0
28693,2018,2.4,25.3,19874.0
28694,2018,5.3,11.9,28872.0
28697,2018,3.3,16.2,28325.0
28698,2018,3.7,22.7,22908.0
28701,2018,2.1,15.5,25435.0
28702,2018,3.5,10.7,36186.0
28704,2018,2.9,8.3,37925.0
28705,2018,4.9,13.8,21471.0
28707,2018,0.0,53.8,25179.0
28708,2018,0.0,19.2,19693.0
28709,2018,5.7,7.6,21646.0
28711,2018,5.7,7.1,26938.0
28712,2018,6.7,15.2,27534.0
28713,2018,9.7,15.7,20074.0
28714,2018,8.1,19.1,23333.0
28715,2018,4.6,12.7,29401.0
28716,2018,6.4,15.4,25650.0
28717,2018,0.0,14.8,27548.0
28718,2018,0.0,0.0,26630.0
28719,2018,3.2,21.0,19192.0
28720,2018,3.6,8.6,25336.0
28721,2018,3.4,16.1,24235.0
28722,2018,7.1,10.5,32376.0
28723,2018,5.5,33.4,15363.0
28725,2018,19.6,51.0,24580.0
28726,2018,3.9,8.8,20889.0
28729,2018,1.2,3.7,27540.0
28730,2018,5.2,7.2,33952.0
28731,2018,5.3,9.7,32921.0
28732,2018,2.7,7.5,32955.0
28733,2018,0.0,0.0,29530.0
28734,2018,4.9,17.6,23767.0
28735,2018,11.2,12.3,23922.0
28736,2018,9.2,21.6,25969.0
28739,2018,1.9,10.1,34229.0
28740,2018,2.1,14.2,20670.0
28741,2018,2.4,10.2,57994.0
28742,2018,4.3,5.7,30593.0
28743,2018,8.6,29.4,20548.0
28745,2018,20.9,0.0,37143.0
28746,2018,5.1,5.9,43377.0
28747,2018,7.3,17.7,26589.0
28748,2018,6.0,15.8,22090.0
28749,2018,,0.0,
28751,2018,2.0,10.5,32561.0
28752,2018,5.6,16.8,22237.0
28753,2018,4.4,14.5,24331.0
28754,2018,6.8,19.2,26070.0
28756,2018,5.3,5.6,25156.0
28757,2018,0.0,0.0,49817.0
28759,2018,2.0,7.3,32404.0
28761,2018,9.3,15.2,25739.0
28762,2018,4.3,22.3,22048.0
28763,2018,3.2,14.3,37847.0
28766,2018,1.1,9.5,24511.0
28768,2018,5.1,16.0,27043.0
28771,2018,7.1,19.1,19096.0
28772,2018,3.5,4.9,22507.0
28773,2018,6.0,10.1,30168.0
28774,2018,3.1,11.7,40512.0
28775,2018,0.0,30.0,27299.0
28777,2018,3.5,14.0,20566.0
28778,2018,3.7,17.5,23630.0
28779,2018,3.1,14.0,28517.0
28781,2018,3.9,17.3,29212.0
28782,2018,3.5,10.3,34564.0
28783,2018,4.2,20.8,18893.0
28785,2018,6.1,11.6,35031.0
28786,2018,3.3,13.4,32415.0
28787,2018,3.2,11.8,28566.0
28789,2018,9.9,14.2,27683.0
28790,2018,3.8,6.9,35283.0
28791,2018,3.2,7.9,30740.0
28792,2018,2.7,15.8,25237.0
28801,2018,5.2,24.1,31518.0
28803,2018,3.0,9.2,38897.0
28804,2018,4.9,12.5,38597.0
28805,2018,3.2,11.1,31806.0
28806,2018,3.6,14.6,27498.0
28901,2018,10.3,18.3,18773.0
28902,2018,0.0,11.4,21904.0
28904,2018,2.5,17.2,27804.0
28905,2018,3.2,23.6,22230.0
28906,2018,6.1,15.1,23833.0
28909,2018,2.8,8.2,21599.0
29001,2018,18.5,19.6,22426.0
29003,2018,2.8,25.5,19801.0
29006,2018,6.5,17.9,22475.0
29009,2018,12.9,26.0,16580.0
29010,2018,7.9,22.5,17243.0
29014,2018,1.4,16.6,27998.0
29015,2018,4.8,24.1,17396.0
29016,2018,5.9,6.6,34225.0
29018,2018,8.3,18.7,26026.0
29020,2018,8.2,16.7,25725.0
29030,2018,1.5,13.5,34464.0
29031,2018,8.2,14.9,26565.0
29032,2018,7.2,21.5,17068.0
29033,2018,6.5,16.8,28845.0
29036,2018,4.0,4.8,44410.0
29037,2018,0.0,21.3,20999.0
29038,2018,8.3,25.7,20670.0
29039,2018,5.6,12.2,20403.0
29040,2018,8.6,15.7,22493.0
29042,2018,10.0,33.3,15160.0
29044,2018,14.4,18.5,19438.0
29045,2018,4.4,11.4,28318.0
29046,2018,0.0,12.6,17930.0
29047,2018,8.5,25.0,23658.0
29048,2018,10.9,30.0,20580.0
29051,2018,8.7,21.1,8247.0
29052,2018,2.2,13.3,16459.0
29053,2018,9.7,24.5,18603.0
29054,2018,5.7,9.8,31326.0
29055,2018,6.1,25.5,15735.0
29056,2018,8.2,27.8,20071.0
29058,2018,10.4,15.6,22125.0
29059,2018,3.6,26.1,18929.0
29061,2018,5.5,12.2,24744.0
29062,2018,22.6,46.6,13002.0
29063,2018,4.2,6.6,34335.0
29065,2018,10.5,22.6,25614.0
29067,2018,8.9,22.9,18444.0
29069,2018,12.3,26.7,18046.0
29070,2018,7.3,15.3,24870.0
29072,2018,3.4,7.3,37803.0
29073,2018,6.5,13.0,25890.0
29074,2018,0.0,0.0,32756.0
29075,2018,2.4,8.2,24925.0
29078,2018,6.0,15.2,23857.0
29079,2018,,100.0,
29080,2018,11.6,32.4,14822.0
29081,2018,6.8,13.5,23464.0
29082,2018,16.4,20.2,20230.0
29101,2018,5.1,26.0,18144.0
29102,2018,12.6,25.7,21321.0
29104,2018,7.9,37.7,18932.0
29105,2018,4.8,22.3,17421.0
29107,2018,8.7,23.2,20018.0
29108,2018,9.9,23.8,19469.0
29111,2018,5.7,17.6,23948.0
29112,2018,9.5,20.3,21305.0
29113,2018,19.9,12.6,27036.0
29114,2018,10.4,16.3,23078.0
29115,2018,12.0,29.2,17818.0
29117,2018,40.1,,4457.0
29118,2018,4.6,15.9,24692.0
29122,2018,0.0,7.5,31248.0
29123,2018,10.8,22.7,19951.0
29125,2018,12.9,16.4,24464.0
29126,2018,2.7,8.3,29771.0
29127,2018,5.1,12.4,32634.0
29128,2018,11.9,17.3,17931.0
29129,2018,4.5,10.8,23065.0
29130,2018,6.7,18.5,25923.0
29133,2018,7.5,36.8,16641.0
29135,2018,6.6,18.2,23485.0
29137,2018,3.5,19.0,24076.0
29138,2018,6.0,20.7,19932.0
29142,2018,11.1,27.6,18306.0
29145,2018,6.6,23.8,21776.0
29146,2018,9.5,26.8,23333.0
29147,2018,,,
29148,2018,14.1,23.8,20536.0
29150,2018,11.8,23.1,21935.0
29152,2018,7.4,24.5,15467.0
29153,2018,11.3,22.3,22316.0
29154,2018,7.9,14.7,25151.0
29160,2018,9.5,19.0,24551.0
29161,2018,11.8,21.0,20547.0
29162,2018,6.6,20.8,22367.0
29163,2018,7.7,36.2,11536.0
29164,2018,17.0,17.0,21315.0
29166,2018,12.3,9.4,21735.0
29168,2018,18.8,37.7,17387.0
29169,2018,4.2,18.2,27794.0
29170,2018,5.8,12.2,26199.0
29172,2018,6.9,19.0,23995.0
29175,2018,0.0,41.2,14960.0
29178,2018,4.5,15.4,21950.0
29180,2018,8.5,22.9,24148.0
29201,2018,5.7,44.5,22798.0
29202,2018,2.2,11.7,81582.0
29203,2018,12.7,33.2,18778.0
29204,2018,10.0,23.1,26284.0
29205,2018,4.2,20.7,38682.0
29206,2018,4.5,8.1,47402.0
29207,2018,0.0,,15276.0
29208,2018,15.8,,12057.0
29209,2018,7.7,13.5,33257.0
29210,2018,8.6,16.6,23284.0
29212,2018,3.9,7.7,37164.0
29223,2018,6.2,16.4,29972.0
29225,2018,18.3,,12570.0
29229,2018,6.9,8.1,27953.0
29301,2018,6.0,20.1,24641.0
29302,2018,8.5,10.4,37772.0
29303,2018,7.1,26.3,16484.0
29306,2018,8.5,29.5,21474.0
29307,2018,4.7,14.3,27612.0
29316,2018,5.3,8.5,28352.0
29320,2018,0.0,46.9,8133.0
29321,2018,9.5,22.2,18698.0
29322,2018,3.9,7.5,32202.0
29323,2018,5.5,13.7,26702.0
29324,2018,0.0,0.0,12565.0
29325,2018,9.0,20.7,20030.0
29329,2018,0.0,40.9,10272.0
29330,2018,6.3,21.2,20463.0
29331,2018,0.0,0.0,11386.0
29332,2018,10.8,18.9,20209.0
29333,2018,0.0,0.0,38869.0
29334,2018,6.8,10.3,27333.0
29335,2018,3.1,8.9,15721.0
29338,2018,,0.0,
29340,2018,7.6,20.2,18924.0
29341,2018,5.2,17.2,25384.0
29346,2018,0.0,6.8,31699.0
29349,2018,4.4,12.8,28587.0
29351,2018,5.1,15.8,19095.0
29353,2018,4.0,13.5,24218.0
29355,2018,0.0,29.4,31187.0
29356,2018,3.4,15.7,27460.0
29360,2018,9.5,23.6,23132.0
29364,2018,8.8,26.6,12195.0
29365,2018,2.6,7.6,25412.0
29368,2018,0.0,0.0,
29369,2018,2.4,6.3,34530.0
29370,2018,6.0,27.5,17571.0
29372,2018,6.0,15.7,19736.0
29373,2018,3.6,27.9,16676.0
29374,2018,5.8,12.6,23277.0
29375,2018,0.0,38.7,16347.0
29376,2018,6.0,9.0,28223.0
29377,2018,17.3,3.7,11226.0
29378,2018,0.0,85.7,7733.0
29379,2018,8.3,24.8,23002.0
29384,2018,10.3,19.3,21832.0
29385,2018,5.6,21.7,20121.0
29388,2018,8.2,16.7,22744.0
29401,2018,4.3,26.5,64164.0
29403,2018,7.9,35.6,29364.0
29404,2018,9.9,7.2,20609.0
29405,2018,7.0,26.5,20758.0
29406,2018,5.7,33.3,18535.0
29407,2018,3.5,13.4,36918.0
29409,2018,0.0,0.0,2317.0
29410,2018,3.9,12.2,29628.0
29412,2018,2.7,7.5,41991.0
29414,2018,2.7,8.0,38708.0
29418,2018,6.7,20.5,24460.0
29420,2018,5.9,9.8,30234.0
29423,2018,5.2,,3075.0
29424,2018,3.7,,2614.0
29426,2018,4.9,20.9,22948.0
29429,2018,3.0,4.1,29983.0
29431,2018,6.3,10.4,22835.0
29432,2018,7.8,17.7,19606.0
29434,2018,7.4,9.6,20797.0
29435,2018,5.6,18.5,22881.0
29436,2018,8.7,27.7,21613.0
29437,2018,9.6,11.1,20556.0
29438,2018,3.8,8.1,42307.0
29439,2018,0.0,8.7,50760.0
29440,2018,12.0,25.3,21758.0
29445,2018,5.5,13.3,26701.0
29446,2018,7.2,6.0,41681.0
29448,2018,4.0,37.1,23090.0
29449,2018,6.4,11.4,34419.0
29450,2018,9.8,14.7,27107.0
29451,2018,3.0,5.6,68452.0
29452,2018,18.6,48.8,16081.0
29453,2018,14.9,30.2,20235.0
29455,2018,2.7,4.6,49661.0
29456,2018,5.5,10.1,25334.0
29458,2018,3.3,30.8,20088.0
29461,2018,4.3,11.7,25912.0
29464,2018,2.9,5.7,54448.0
29466,2018,2.5,4.6,49468.0
29468,2018,14.4,32.3,15561.0
29469,2018,3.1,0.0,59418.0
29470,2018,7.5,24.5,25815.0
29471,2018,4.1,3.1,23853.0
29472,2018,8.0,21.3,19409.0
29474,2018,6.7,27.8,21460.0
29475,2018,3.7,35.9,19079.0
29477,2018,6.4,25.6,20800.0
29479,2018,8.0,24.0,18768.0
29481,2018,9.8,28.4,18071.0
29482,2018,3.5,7.7,82363.0
29483,2018,5.8,12.9,28788.0
29485,2018,6.0,9.3,30013.0
29487,2018,11.1,28.4,26457.0
29488,2018,10.6,20.0,18919.0
29492,2018,5.0,3.0,55290.0
29493,2018,14.0,31.1,22665.0
29501,2018,6.9,14.2,30863.0
29505,2018,6.6,11.8,27841.0
29506,2018,9.3,27.9,17556.0
29510,2018,6.8,22.1,23487.0
29511,2018,1.8,15.3,25034.0
29512,2018,12.0,25.7,16365.0
29516,2018,13.2,23.1,16893.0
29518,2018,8.5,21.3,19457.0
29519,2018,10.6,42.5,19738.0
29520,2018,11.1,24.0,22450.0
29525,2018,28.0,35.5,17783.0
29526,2018,8.2,18.3,23152.0
29527,2018,6.8,20.3,20040.0
29530,2018,4.9,21.5,20176.0
29532,2018,11.1,24.1,20500.0
29536,2018,12.0,35.8,15511.0
29540,2018,20.3,26.5,15628.0
29541,2018,5.8,14.2,28119.0
29543,2018,0.0,36.7,17141.0
29544,2018,4.3,16.6,19932.0
29545,2018,9.5,22.7,16905.0
29546,2018,10.6,18.9,18022.0
29547,2018,10.2,37.8,18335.0
29550,2018,11.4,21.1,23804.0
29554,2018,6.7,25.6,19374.0
29555,2018,11.1,22.2,22845.0
29556,2018,7.3,26.9,17712.0
29560,2018,6.7,31.7,18028.0
29563,2018,2.4,26.2,19293.0
29564,2018,14.0,30.1,16605.0
29565,2018,3.7,29.8,15872.0
29566,2018,5.3,13.1,29391.0
29567,2018,5.9,14.8,28579.0
29568,2018,6.8,18.5,22772.0
29569,2018,5.2,27.6,18859.0
29570,2018,11.8,27.2,16318.0
29571,2018,14.6,26.5,20157.0
29572,2018,6.9,11.0,47196.0
29574,2018,5.0,25.0,20877.0
29575,2018,8.4,9.5,30687.0
29576,2018,5.0,9.0,34239.0
29577,2018,8.0,22.9,27203.0
29579,2018,5.9,11.9,28876.0
29580,2018,10.6,22.1,16948.0
29581,2018,8.1,25.2,18124.0
29582,2018,6.8,12.5,38309.0
29583,2018,8.6,20.7,21645.0
29584,2018,8.7,26.4,21108.0
29585,2018,4.6,7.9,46305.0
29588,2018,4.8,16.1,24966.0
29590,2018,10.6,30.3,12269.0
29591,2018,6.7,20.2,19412.0
29592,2018,0.0,31.3,14525.0
29593,2018,13.9,26.5,16462.0
29594,2018,6.7,7.6,12291.0
29596,2018,6.5,17.7,23281.0
29601,2018,6.9,21.5,39712.0
29605,2018,6.6,19.4,32550.0
29607,2018,5.6,11.9,34121.0
29609,2018,4.7,15.9,31792.0
29611,2018,7.9,29.4,17145.0
29613,2018,6.8,,4473.0
29614,2018,4.5,31.4,6013.0
29615,2018,3.7,8.5,41325.0
29617,2018,7.0,22.3,21728.0
29620,2018,8.4,23.7,21719.0
29621,2018,5.5,10.3,31854.0
29624,2018,10.4,34.8,15610.0
29625,2018,4.5,13.2,25485.0
29626,2018,7.1,19.1,25759.0
29627,2018,6.4,19.9,20288.0
29628,2018,12.1,30.1,18822.0
29630,2018,6.1,29.1,21956.0
29631,2018,4.3,38.9,27979.0
29634,2018,25.2,86.5,2529.0
29635,2018,3.5,11.8,34211.0
29638,2018,5.0,16.0,23502.0
29639,2018,3.7,26.6,16267.0
29640,2018,6.5,16.1,23414.0
29642,2018,4.1,6.6,31252.0
29643,2018,7.2,5.5,40050.0
29644,2018,7.6,11.5,25565.0
29645,2018,7.5,16.6,21737.0
29646,2018,7.7,28.3,19343.0
29649,2018,8.1,19.2,28550.0
29650,2018,2.9,7.1,37179.0
29651,2018,4.8,10.2,29543.0
29653,2018,10.1,16.6,23887.0
29654,2018,6.7,13.8,24551.0
29655,2018,7.4,18.3,21334.0
29657,2018,6.1,10.2,23711.0
29658,2018,0.0,3.7,50758.0
29659,2018,8.3,40.4,17507.0
29661,2018,4.8,13.3,24440.0
29662,2018,3.8,10.9,28841.0
29664,2018,1.5,16.1,21190.0
29665,2018,0.0,19.3,19431.0
29666,2018,7.7,13.4,26330.0
29667,2018,6.6,11.8,34067.0
29669,2018,4.8,11.3,23230.0
29670,2018,3.0,18.2,25460.0
29671,2018,4.9,10.4,24161.0
29672,2018,4.2,13.7,39447.0
29673,2018,5.0,11.6,26348.0
29676,2018,2.9,7.3,51969.0
29678,2018,4.9,23.7,23626.0
29680,2018,2.3,5.4,31421.0
29681,2018,3.1,4.6,36501.0
29682,2018,5.7,12.1,28080.0
29683,2018,0.0,12.2,21654.0
29684,2018,7.1,18.9,20242.0
29685,2018,6.5,5.6,57984.0
29686,2018,3.6,24.5,23330.0
29687,2018,4.3,10.7,27803.0
29689,2018,3.2,8.8,28217.0
29690,2018,5.8,11.3,25707.0
29691,2018,12.3,26.4,19041.0
29692,2018,12.1,20.5,20930.0
29693,2018,8.1,17.2,23197.0
29696,2018,5.9,10.0,26550.0
29697,2018,8.1,14.6,21988.0
29702,2018,4.2,24.5,18325.0
29704,2018,15.3,28.8,28637.0
29706,2018,8.1,20.4,21012.0
29707,2018,3.0,5.9,40817.0
29708,2018,3.7,2.7,47397.0
29709,2018,5.8,13.0,21739.0
29710,2018,5.6,10.3,34649.0
29712,2018,5.8,12.6,32664.0
29714,2018,3.7,22.0,20163.0
29715,2018,4.5,8.0,34471.0
29717,2018,15.9,5.4,20294.0
29718,2018,10.8,21.7,18051.0
29720,2018,8.2,18.5,25046.0
29724,2018,0.0,100.0,
29726,2018,13.4,12.0,22464.0
29727,2018,8.2,17.4,20307.0
29728,2018,11.1,26.0,19858.0
29729,2018,9.5,21.6,19770.0
29730,2018,7.9,17.7,24500.0
29732,2018,5.3,10.8,32781.0
29733,2018,15.2,,3410.0
29741,2018,7.6,14.7,21615.0
29742,2018,6.2,19.3,21981.0
29743,2018,8.9,26.8,21907.0
29745,2018,6.0,14.6,27227.0
29801,2018,10.7,21.9,23045.0
29803,2018,5.0,7.7,36361.0
29805,2018,4.4,10.4,26099.0
29809,2018,7.1,20.6,23287.0
29810,2018,20.7,32.1,15661.0
29812,2018,6.4,21.2,20465.0
29816,2018,4.8,41.0,15323.0
29817,2018,9.7,29.5,16506.0
29819,2018,4.2,17.8,21922.0
29821,2018,5.9,9.8,25582.0
29824,2018,8.0,18.1,19611.0
29826,2018,7.9,25.2,19782.0
29827,2018,10.2,21.7,13769.0
29828,2018,18.6,29.6,29064.0
29829,2018,10.0,18.2,24700.0
29831,2018,6.9,14.6,22227.0
29832,2018,7.7,24.1,21698.0
29834,2018,14.7,25.1,18574.0
29835,2018,13.4,18.4,26624.0
29836,2018,22.0,12.1,20379.0
29838,2018,7.3,11.3,37962.0
29840,2018,9.9,31.3,13780.0
29841,2018,6.6,17.6,25857.0
29842,2018,8.6,19.7,19613.0
29843,2018,6.7,30.4,19217.0
29844,2018,7.0,1.3,27457.0
29845,2018,20.5,23.6,32359.0
29847,2018,11.9,14.0,23938.0
29848,2018,3.6,15.1,25310.0
29849,2018,3.5,18.3,10773.0
29850,2018,0.0,0.0,12454.0
29851,2018,11.8,21.5,24047.0
29853,2018,8.9,31.8,20881.0
29856,2018,12.3,38.7,28415.0
29860,2018,3.7,8.8,36856.0
29899,2018,,,527.0
29902,2018,4.3,12.7,29770.0
29904,2018,0.0,,22240.0
29905,2018,0.0,0.0,18020.0
29906,2018,10.3,18.2,22518.0
29907,2018,9.8,8.0,30387.0
29909,2018,4.7,4.5,44291.0
29910,2018,3.1,7.0,35782.0
29911,2018,3.2,14.0,16726.0
29912,2018,,,
29915,2018,0.0,0.0,118965.0
29916,2018,5.5,10.9,23982.0
29918,2018,13.3,23.5,15539.0
29920,2018,9.1,19.4,28039.0
29921,2018,35.8,10.2,16556.0
29922,2018,12.7,27.0,17124.0
29923,2018,10.3,17.9,14303.0
29924,2018,6.1,17.9,19251.0
29926,2018,6.1,13.3,44565.0
29927,2018,9.8,28.5,20160.0
29928,2018,3.0,7.2,65556.0
29929,2018,2.6,8.4,19722.0
29932,2018,31.7,48.3,12335.0
29934,2018,5.0,21.9,19004.0
29935,2018,8.5,16.1,26211.0
29936,2018,6.8,17.4,21159.0
29939,2018,0.6,28.7,16995.0
29940,2018,7.2,12.3,21507.0
29941,2018,0.0,23.2,14244.0
29943,2018,50.4,14.9,11579.0
29944,2018,9.5,14.8,19447.0
29945,2018,9.7,16.2,21139.0
30002,2018,4.4,15.9,46123.0
30004,2018,3.0,5.3,57107.0
30005,2018,4.4,4.3,54106.0
30008,2018,7.7,20.0,23201.0
30009,2018,5.9,7.9,51226.0
30011,2018,7.8,12.2,23901.0
30012,2018,8.7,23.8,22224.0
30013,2018,9.3,10.2,29517.0
30014,2018,7.2,21.3,24003.0
30016,2018,8.0,16.9,22693.0
30017,2018,4.5,4.5,36482.0
30019,2018,5.0,6.3,34586.0
30021,2018,10.3,35.6,14736.0
30022,2018,4.2,4.3,51002.0
30024,2018,3.3,4.3,41368.0
30025,2018,3.5,8.2,31738.0
30028,2018,3.2,8.0,34404.0
30030,2018,4.7,12.6,48279.0
30032,2018,12.8,23.9,20807.0
30033,2018,2.8,13.7,44432.0
