ZCTA,year,totPopE,whiteP,blackP,amIndP,asianP,pacIsP,otherP,hispP,noHSP,age0_4,age5_14,age15_19,age20_24,age15_44,age45_49,age50_54,age55_59,age60_64,ageOv65,ageOv18,age18_64,a15_24P,und45P,ovr65P,disbP
91732,2018,63572,45.16,0.59,0.77,29.07,0.29,24.12,65.2,39.27,3658,8597,4253,5168,27767,4323,4287,4229,3365,7346,48704,41358,14.82,62.96,11.56,9.4
91733,2018,44968,50.8,0.46,0.82,20.0,0.35,27.56,76.41,47.22,3061,6460,2946,3386,19111,3003,2825,2737,2477,5294,33580,28286,14.08,63.67,11.77,9.9
91737,2018,25339,69.97,4.91,0.05,12.25,0.19,12.63,31.58,6.86,1171,3362,2041,1415,9659,1981,1937,1897,2000,3332,19397,16065,13.64,56.01,13.15,9.0
91739,2018,39803,54.81,10.06,1.27,19.0,0.0,14.87,37.98,6.39,2841,5832,2577,2596,16474,3383,2847,2517,2043,3866,29476,25610,13.0,63.18,9.71,8.0
91740,2018,26115,68.76,2.85,0.75,9.55,0.15,17.93,40.98,14.27,1364,3180,1591,1502,10057,2016,1836,1984,1663,4015,20626,16611,11.84,55.91,15.37,12.1
91741,2018,26565,73.05,1.02,0.43,12.05,0.18,13.26,27.01,5.43,1544,3422,1858,1221,9097,2239,1895,1812,2038,4518,20372,15854,11.59,52.94,17.01,11.2
91744,2018,87240,37.12,1.45,0.65,11.74,0.26,48.79,82.65,36.44,5434,11622,6535,7311,38595,5490,5705,5377,5167,9850,66247,56397,15.87,63.79,11.29,9.7
91745,2018,54975,36.57,1.07,0.45,40.61,0.2,21.1,45.33,13.25,2814,6061,3119,3471,20471,3815,3593,4130,3768,10323,44339,34016,11.99,53.38,18.78,9.6
91746,2018,30708,38.27,1.67,0.6,11.99,0.09,47.38,82.98,35.28,1833,3849,2060,2501,13216,2607,1868,1504,1728,4103,23852,19749,14.85,61.54,13.36,10.8
91748,2018,47084,22.03,1.37,0.55,62.32,0.31,13.42,26.28,14.62,3169,3983,2588,3259,18579,2943,3397,3160,3504,8349,38500,30151,12.42,54.65,17.73,7.5
91750,2018,33836,73.71,3.46,0.66,9.55,0.12,12.49,35.89,7.75,1824,3970,2307,2145,11734,1786,2829,2664,2623,6406,26644,20238,13.16,51.8,18.93,13.6
91752,2018,33135,55.11,6.55,0.27,6.24,0.27,31.56,62.31,22.15,2268,4946,2731,2629,14774,1948,1911,2011,1721,3556,24197,20641,16.18,66.36,10.73,11.9
91754,2018,33058,14.32,0.56,0.43,62.54,0.77,21.37,29.86,18.38,1504,3275,1571,1709,12161,1800,2319,2457,2179,7363,27207,19844,9.92,51.24,22.27,10.6
91755,2018,27734,11.55,0.6,0.8,71.25,0.61,15.19,23.33,25.41,1132,2235,1261,1556,10212,1997,1941,2237,2451,5529,23478,17949,10.16,48.96,19.94,10.2
91759,2018,374,96.79,1.34,1.87,0.0,0.0,0.0,9.89,4.39,7,22,21,5,120,13,32,10,57,113,335,222,6.95,39.84,30.21,7.8
91761,2018,61124,49.51,5.3,0.92,6.98,0.45,36.83,69.41,24.86,3779,8349,5492,6116,28795,4128,4488,3803,2614,5168,45388,40220,18.99,66.95,8.45,8.2
91762,2018,60699,45.52,5.04,1.11,5.18,0.21,42.93,71.95,30.41,4864,9046,4116,4683,27023,3756,3623,3345,2923,6119,44235,38116,14.5,67.44,10.08,9.9
91763,2018,38406,45.41,2.98,0.78,10.7,0.3,39.83,70.2,27.32,2399,5670,3021,3680,18006,2289,2108,2159,1830,3945,28330,24385,17.45,67.89,10.27,9.4
91764,2018,54825,42.66,6.24,1.02,6.44,0.09,43.55,71.61,28.97,3216,9181,3819,4573,26321,3854,3036,2607,2246,4364,40199,35835,15.31,70.62,7.96,8.4
91765,2018,47139,28.97,4.36,0.34,54.91,0.66,10.77,18.18,5.45,2622,5286,2622,2686,17721,3475,3562,4022,3056,7395,37644,30249,11.26,54.37,15.69,8.4
91766,2018,72332,51.58,3.93,1.96,12.75,0.04,29.74,74.34,34.94,5305,10686,6056,6941,33455,4208,4523,3875,3668,6612,52855,46243,17.97,68.36,9.14,10.0
91767,2018,50264,52.05,8.71,2.08,7.67,0.18,29.31,67.43,26.86,3934,6855,3598,4377,22460,3292,3171,2641,2294,5617,37530,31913,15.87,66.15,11.17,11.9
91768,2018,35389,46.27,5.63,1.93,6.24,0.12,39.82,73.44,33.21,2455,4311,4543,3921,17665,1883,2222,1674,1538,3641,27128,23487,23.92,69.04,10.29,9.2
91770,2018,63425,15.8,0.23,0.43,59.97,0.02,23.55,34.69,33.49,4070,6196,3928,4123,24061,4732,4514,4746,4500,10606,50785,40179,12.69,54.12,16.72,9.0
91773,2018,34496,68.13,3.35,0.91,14.73,0.28,12.6,34.17,7.0,1784,4038,2214,2088,12913,1964,2649,2367,2241,6540,27359,20819,12.47,54.31,18.96,12.5
91775,2018,25192,32.25,1.57,0.69,50.07,0.03,15.39,24.03,11.5,1793,2750,1386,1253,9004,1917,1862,1618,1690,4558,19743,15185,10.48,53.78,18.09,7.0
91776,2018,38410,17.3,0.54,0.21,63.2,0.31,18.45,27.76,23.04,1971,3217,2059,2878,16064,2800,3252,3033,2257,5816,31933,26117,12.85,55.33,15.14,7.4
91780,2018,35351,23.3,0.55,0.45,60.52,0.38,14.79,21.73,13.96,2123,4291,2094,1834,12786,3018,2498,2732,2243,5660,27496,21836,11.11,54.31,16.01,8.0
91784,2018,25567,74.33,2.88,0.52,12.95,0.0,9.32,26.42,3.26,1333,2935,1223,1315,7928,1786,2115,2186,2069,5215,20531,15316,9.93,47.7,20.4,9.9
91786,2018,53849,59.18,6.41,0.79,7.34,0.13,26.16,50.19,13.8,3580,7018,3218,4716,23656,3321,3220,3669,2856,6529,41348,34819,14.73,63.61,12.12,11.8
91789,2018,44474,24.15,2.91,0.48,59.6,0.06,12.79,22.55,7.97,2003,4679,2681,3185,16082,3070,3100,3730,3800,8010,36052,28042,13.19,51.18,18.01,7.8
91790,2018,45206,38.44,2.61,0.61,22.33,0.65,35.36,61.76,16.58,2557,5813,2986,3414,18786,2836,2756,3385,2559,6514,35186,28672,14.16,60.07,14.41,10.2
91791,2018,34363,37.59,4.7,0.62,28.24,0.03,28.82,50.41,13.48,1973,4218,2011,2496,13369,2105,2442,2335,2286,5635,26848,21213,13.12,56.92,16.4,11.2
91792,2018,29839,25.32,6.29,0.54,42.86,0.17,24.81,43.48,13.77,1978,3419,1550,2081,12383,1950,1843,2125,1977,4164,23588,19424,12.17,59.59,13.95,9.4
91801,2018,54479,21.56,2.53,0.61,53.15,0.38,21.77,33.28,16.38,2824,4712,2532,3647,23570,3471,4079,3906,2921,8996,45272,36276,11.34,57.1,16.51,8.8
91803,2018,30385,24.66,1.58,0.23,47.47,0.26,25.79,40.73,21.3,1482,3099,1476,2148,11728,2405,2185,2315,1869,5302,24919,19617,11.93,53.67,17.45,9.5
91901,2018,18558,89.22,1.38,2.35,2.47,0.0,4.56,13.63,6.85,1350,1997,1155,1327,6865,1090,1349,1286,1398,3223,14338,11115,13.37,55.03,17.37,11.8
91902,2018,20138,71.45,2.74,0.25,13.06,0.94,11.56,46.08,9.31,1065,2426,1114,1008,7652,1191,1177,1430,1278,3919,15998,12079,10.54,55.33,19.46,11.0
91905,2018,1478,81.6,5.62,5.75,0.0,0.0,7.04,12.52,8.69,8,84,40,114,405,117,81,92,210,481,1346,865,10.42,33.63,32.54,37.7
91906,2018,4351,70.77,0.76,6.14,0.51,0.0,21.83,41.35,26.31,503,674,334,263,1772,181,343,198,184,496,2933,2437,13.72,67.78,11.4,13.1
91910,2018,74297,73.31,4.11,0.26,10.07,0.37,11.88,60.98,19.86,4578,8897,4854,5760,30338,5028,5457,4779,4042,11178,57923,46745,14.29,58.97,15.05,10.9
91911,2018,85365,72.44,3.45,0.26,8.9,0.81,14.14,71.68,27.77,5746,11498,5664,6586,37048,5447,5294,4776,4315,11241,64466,53225,14.35,63.6,13.17,11.1
91913,2018,53072,51.27,5.55,0.53,30.23,0.71,11.7,46.71,10.41,3631,8544,4118,3916,23696,3908,3366,2139,2521,5267,38214,32947,15.14,67.59,9.92,7.5
91914,2018,16357,56.5,7.2,0.04,22.38,0.79,13.08,45.79,7.21,1134,2962,1585,856,6776,1410,901,985,749,1440,11257,9817,14.92,66.47,8.8,7.3
91915,2018,31740,55.98,6.32,0.55,22.33,0.4,14.42,48.16,5.96,2610,5752,2467,2028,14623,2355,2015,1270,999,2116,21863,19747,14.16,72.42,6.67,6.4
91916,2018,1962,91.18,0.56,1.68,0.0,0.0,6.57,10.86,5.99,157,220,149,67,659,28,86,242,151,419,1479,1060,11.01,52.8,21.36,13.7
91917,2018,920,56.74,0.76,0.0,14.35,11.96,16.2,42.93,18.91,34,198,50,51,343,62,51,99,33,100,668,568,10.98,62.5,10.87,7.7
91931,2018,496,100.0,0.0,0.0,0.0,0.0,0.0,19.76,11.2,29,111,79,18,230,0,0,92,8,26,328,302,19.56,74.6,5.24,14.1
91932,2018,26701,69.66,4.83,1.78,7.6,0.04,16.09,52.09,16.54,1752,3995,1675,1764,12152,1314,1738,1493,1355,2902,19910,17008,12.88,67.03,10.87,11.9
91934,2018,267,65.17,0.0,10.49,24.34,0.0,0.0,44.57,27.91,17,16,19,0,71,0,20,0,0,143,215,72,7.12,38.95,53.56,10.5
91935,2018,8332,86.11,1.46,0.96,3.68,0.08,7.69,23.85,7.96,232,948,394,405,2422,495,827,873,796,1739,6904,5165,9.59,43.23,20.87,14.5
91941,2018,32384,75.61,8.24,0.28,4.62,0.33,10.91,23.69,6.62,2316,3549,1676,2008,12200,2113,2041,2262,2472,5431,25400,19969,11.38,55.78,16.77,10.2
91942,2018,40205,75.2,5.24,0.58,7.21,0.24,11.52,24.77,8.27,2822,3892,1565,2929,18363,2052,2163,2579,2256,6078,32425,26347,11.18,62.37,15.12,11.7
91945,2018,27193,63.26,14.68,0.46,6.36,0.44,14.79,46.39,21.46,1848,4047,1687,1571,11725,1442,1328,1884,1471,3448,20233,16785,11.98,64.8,12.68,12.4
91948,2018,15,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,15,0,0,0,0,15,15,0.0,0.0,0.0,0.0
91950,2018,62639,62.96,5.18,0.54,18.62,0.63,12.07,64.35,25.86,3661,7388,4590,6881,29161,3499,3635,4082,3330,7883,49372,41489,18.31,64.19,12.58,12.4
91962,2018,2378,84.61,1.26,1.18,1.18,0.0,11.77,25.44,3.82,104,435,69,121,656,192,186,128,252,425,1815,1390,7.99,50.25,17.87,12.5
91963,2018,999,100.0,0.0,0.0,0.0,0.0,0.0,54.05,31.88,62,103,78,160,363,85,38,15,75,258,799,541,23.82,52.85,25.83,17.5
91977,2018,63393,61.78,11.81,0.38,8.97,1.11,15.96,45.24,15.16,4933,8230,4328,4258,27045,3808,4329,4014,3331,7703,47410,39707,13.54,63.43,12.15,12.8
91978,2018,10518,68.76,9.95,0.5,6.18,0.51,14.09,31.81,10.06,704,1546,799,619,4126,632,731,707,666,1406,7712,6306,13.48,60.62,13.37,13.5
91980,2018,636,86.79,0.0,0.0,0.0,0.0,13.21,100.0,0.0,0,108,20,73,294,0,0,82,152,0,528,528,14.62,63.21,0.0,17.0
92003,2018,5042,77.19,1.8,0.18,6.72,0.0,14.1,24.93,11.97,277,473,474,242,1633,487,356,415,366,1035,4063,3028,14.2,47.26,20.53,14.0
92004,2018,2414,93.45,4.52,0.0,0.0,0.0,2.03,27.63,13.72,171,49,195,141,557,190,113,169,309,856,2057,1201,13.92,32.19,35.46,11.2
92007,2018,11234,92.43,0.27,0.22,2.33,0.0,4.74,9.76,1.91,499,1190,699,378,3858,875,925,760,903,2224,9042,6818,9.59,49.38,19.8,8.5
92008,2018,27330,88.37,0.8,0.3,5.04,0.25,5.25,17.42,7.02,1265,2661,1613,1810,11014,1829,2451,1613,1623,4874,22439,17565,12.52,54.67,17.83,9.9
92009,2018,45827,84.3,0.62,0.15,8.08,0.15,6.69,10.89,3.5,2840,7005,2850,1667,14450,3968,3701,3562,2968,7333,34047,26714,9.86,53.01,16.0,7.4
92010,2018,16131,77.86,2.26,0.39,13.0,0.0,6.49,17.37,3.59,1726,1740,1145,522,6033,1250,889,855,1136,2502,11910,9408,10.33,58.89,15.51,9.8
92011,2018,24382,84.33,0.54,0.07,9.09,0.49,5.48,14.97,5.34,932,3811,1362,981,7839,2071,1799,1954,1534,4442,18687,14245,9.61,51.6,18.22,7.6
92014,2018,13863,87.8,0.4,0.0,7.55,0.09,4.16,7.64,0.57,447,1805,359,287,3955,1101,1204,995,1142,3214,11316,8102,4.66,44.77,23.18,6.2
92019,2018,42400,81.75,3.68,0.84,3.16,0.2,10.37,22.67,8.47,2534,5064,2388,2782,15460,2897,2964,3089,3130,7262,33249,25987,12.19,54.38,17.13,12.6
92020,2018,58742,75.74,5.68,0.37,4.3,0.36,13.55,24.83,16.24,4430,7626,3406,4129,25075,3328,3457,3748,3254,7824,44539,36715,12.83,63.21,13.32,13.4
92021,2018,71321,74.77,5.42,0.53,2.69,0.87,15.72,30.14,15.3,4714,10009,5308,4968,29492,4276,5319,4240,4472,8799,53194,44395,14.41,61.99,12.34,11.8
92024,2018,51496,87.85,0.9,0.33,4.13,0.07,6.72,13.8,5.31,2653,6409,2553,1997,18283,3845,3765,3964,3660,8917,40731,31814,8.84,53.1,17.32,8.6
92025,2018,53772,75.9,2.27,0.97,4.72,0.17,15.97,57.93,25.31,3907,7948,4027,4173,24210,3372,3176,3286,2358,5515,39335,33820,15.25,67.07,10.26,10.2
92026,2018,49921,74.53,2.09,1.17,8.71,0.36,13.14,35.58,14.28,3756,5358,3303,3650,20541,3562,3426,2494,3171,7613,38807,31194,13.93,59.4,15.25,10.9
92027,2018,56811,73.76,2.21,0.86,7.01,0.39,15.77,53.77,23.66,4373,7589,4014,4312,24769,3511,3682,3992,2827,6068,42534,36466,14.66,64.65,10.68,10.2
92028,2018,49380,81.93,2.17,0.42,2.51,0.27,12.71,37.96,15.25,3540,5409,3209,3697,18148,2934,3509,2923,3106,9811,38434,28623,13.99,54.87,19.87,10.9
92029,2018,19149,81.58,2.02,0.06,7.92,0.33,8.09,22.88,4.85,1015,2041,1051,846,6606,1162,1306,1601,1634,3784,15427,11643,9.91,50.46,19.76,10.2
92036,2018,2221,83.16,2.75,2.97,0.09,0.0,11.03,11.8,11.41,26,174,30,45,461,92,112,252,280,824,1999,1175,3.38,29.76,37.1,15.6
92037,2018,39724,81.71,1.77,0.09,10.47,0.09,5.86,10.3,2.08,2217,3752,2094,2319,14036,2369,2622,2881,2566,9281,32353,23072,11.11,50.36,23.36,7.6
92040,2018,46261,86.19,1.71,2.24,1.93,0.95,6.98,17.17,9.52,3555,5527,2694,2881,18332,2839,2995,3232,3150,6631,35447,28816,12.05,59.26,14.33,12.4
92054,2018,42173,78.07,3.7,0.68,2.93,0.9,13.71,36.51,13.54,2464,5290,2362,3810,20034,2052,2545,2625,2316,4847,33180,28333,14.63,65.89,11.49,10.6
92055,2018,12120,72.52,10.49,1.1,3.22,0.59,12.09,24.18,0.0,120,111,2878,7066,11824,65,0,0,0,0,11889,11889,82.05,99.46,0.0,11.6
92056,2018,53845,78.64,3.36,0.78,7.81,0.68,8.72,30.86,10.47,3030,5792,3106,3446,20810,3199,2931,4138,3692,10253,43381,33128,12.17,55.03,19.04,11.8
92057,2018,58347,70.33,6.89,0.62,9.72,0.4,12.03,34.94,13.25,3497,7030,3772,4212,23758,4014,3577,4310,3356,8805,45451,36646,13.68,58.76,15.09,12.7
92058,2018,45894,76.2,6.58,0.62,5.25,0.62,10.72,35.34,13.25,6339,6361,3068,6959,23929,1405,1616,1465,1487,3292,31964,28672,21.85,79.81,7.17,8.2
92059,2018,1456,28.91,2.4,41.41,3.16,1.79,22.32,31.66,20.63,134,239,106,90,523,53,49,82,49,327,1019,692,13.46,61.54,22.46,10.4
92060,2018,92,100.0,0.0,0.0,0.0,0.0,0.0,10.87,0.0,0,0,0,10,21,0,0,0,20,51,92,41,10.87,22.83,55.43,10.9
92061,2018,2376,41.67,0.25,34.76,2.15,0.0,21.17,39.69,26.98,334,504,102,35,724,24,145,290,85,270,1465,1195,5.77,65.74,11.36,4.0
92064,2018,49933,75.91,1.49,0.89,11.74,0.15,9.83,18.08,8.24,3030,7202,2984,2727,17486,3556,3695,3679,3138,8147,37762,29615,11.44,55.51,16.32,10.2
92065,2018,36309,84.02,0.85,0.54,2.99,0.08,11.52,25.47,9.73,2091,4646,2181,2178,12761,2591,3326,2891,2567,5436,28402,22966,12.01,53.7,14.97,10.7
92066,2018,572,75.0,2.27,22.73,0.0,0.0,0.0,1.22,14.95,7,131,6,0,133,52,31,56,53,109,428,319,1.05,47.38,19.06,13.5
92067,2018,8756,94.11,1.82,0.0,1.74,0.0,2.34,12.41,3.42,213,1071,802,553,2259,581,1002,837,638,2155,6945,4790,15.48,40.46,24.61,7.1
92069,2018,51447,70.81,2.5,0.73,9.15,0.65,16.15,48.96,20.47,4083,7677,3224,4217,22622,3102,3393,2871,2118,5581,37914,32333,14.46,66.83,10.85,7.7
92070,2018,829,51.63,0.0,27.26,4.58,0.0,16.53,17.73,12.32,58,85,71,47,260,74,38,47,101,166,647,481,14.23,48.61,20.02,16.6
92071,2018,57511,80.66,2.1,0.82,5.39,0.25,10.79,18.15,6.49,3528,6815,3510,3433,23076,3867,3935,4417,3726,8147,45093,36946,12.07,58.11,14.17,10.7
92075,2018,12624,79.69,0.93,1.11,5.47,0.0,12.8,16.62,4.82,544,1240,637,593,4501,869,964,890,744,2872,10435,7563,9.74,49.79,22.75,6.4
92078,2018,49034,73.29,3.1,0.79,10.0,0.57,12.25,28.09,8.99,3247,7454,3780,2758,19657,3310,2235,2469,2730,7932,36371,28439,13.33,61.91,16.18,10.3
92081,2018,29405,79.52,1.92,0.1,8.22,0.02,10.22,26.95,7.53,1708,3074,2195,2249,12810,2198,2168,2086,1626,3735,23499,19764,15.11,59.83,12.7,8.4
92082,2018,18065,83.2,0.53,5.09,3.48,0.15,7.55,22.9,9.91,888,2100,1278,1074,6193,1145,1481,1614,1439,3205,14227,11022,13.02,50.82,17.74,9.2
92083,2018,39043,79.34,4.07,0.37,3.9,0.14,12.19,60.21,25.13,3033,5618,2790,3732,18901,2662,2233,1955,1634,3007,28718,25711,16.7,70.57,7.7,5.8
92084,2018,51419,82.55,2.88,0.43,2.9,0.11,11.13,48.71,20.09,3731,7234,3061,4019,21145,3489,3243,3143,2920,6514,38530,32016,13.77,62.45,12.67,8.0
92086,2018,1544,80.89,1.88,6.87,3.89,0.0,6.48,14.05,10.21,58,45,29,51,344,60,75,115,199,648,1428,780,5.18,28.95,41.97,24.0
92091,2018,1343,80.19,0.0,0.0,17.5,0.0,2.31,5.73,1.31,0,106,39,50,198,118,169,55,136,561,1227,666,6.63,22.64,41.77,14.6
92101,2018,39313,73.81,8.84,0.47,8.4,0.46,8.02,19.99,7.05,848,518,562,1888,21524,2531,2546,2711,2590,6045,37784,31739,6.23,58.23,15.38,13.5
92102,2018,44500,72.49,9.16,0.6,6.45,0.38,10.92,61.58,28.58,3177,5935,2325,3390,22281,2779,2566,2182,1912,3668,33883,30215,12.84,70.55,8.24,11.7
92103,2018,34878,80.42,4.74,0.41,6.58,0.28,7.56,16.96,4.33,1698,1439,1062,1425,17084,2198,2632,1847,1746,6234,31065,24831,7.13,57.98,17.87,10.3
92104,2018,45202,75.95,7.31,0.77,6.03,0.6,9.35,33.42,11.17,2725,3035,1281,3016,25241,3141,2786,2202,2414,3658,38724,35066,9.51,68.58,8.09,7.6
92105,2018,72848,49.87,14.74,1.18,16.72,0.16,17.34,54.2,33.79,5267,10630,5541,6781,34289,4693,4764,3718,3152,6335,53888,47553,16.91,68.89,8.7,10.2
92106,2018,19080,83.45,2.78,0.07,5.97,0.67,7.06,11.03,4.47,1039,2228,1262,1561,7801,870,1367,1124,1009,3642,15389,11747,14.8,58.01,19.09,6.0
92107,2018,31148,87.15,2.08,0.64,4.11,0.14,5.88,13.41,3.98,1344,1755,1512,2545,17020,1724,1935,1619,1846,3905,27393,23488,13.02,64.59,12.54,8.0
92108,2018,22565,69.96,8.11,1.08,10.1,0.0,10.74,25.54,3.19,1061,1294,972,2398,13909,1385,974,1097,940,1905,19773,17868,14.93,72.08,8.44,5.8
92109,2018,48417,88.52,1.43,0.12,3.96,0.4,5.57,13.47,2.89,1949,2480,921,6187,30739,2305,1659,2284,1834,5167,43469,38302,14.68,72.64,10.67,6.4
92110,2018,29911,80.01,5.02,0.18,6.73,0.21,7.85,20.38,5.37,1475,2124,3378,3361,16167,1711,1491,1659,1528,3756,25478,21722,22.53,66.08,12.56,9.9
92111,2018,49369,61.96,4.5,0.36,20.38,0.35,12.45,29.67,13.89,2704,5512,3040,4331,23288,2966,3295,2552,2846,6206,39479,33273,14.93,63.81,12.57,10.5
92113,2018,55623,56.11,12.13,0.43,3.73,0.06,27.54,74.01,40.47,4200,8532,4819,8305,28747,3026,3064,2187,1809,4058,40325,36267,23.59,74.57,7.3,8.8
92114,2018,70039,31.93,20.12,0.92,24.3,0.33,22.39,43.83,21.96,4126,9213,4330,5535,30082,3830,4489,4284,4450,9565,54261,44696,14.09,62.0,13.66,11.3
92115,2018,65853,61.5,13.16,0.25,14.83,0.46,9.79,29.86,19.47,4248,6490,7240,11183,37083,2826,3452,3545,2558,5651,53517,47866,27.98,72.62,8.58,9.4
92116,2018,33767,76.69,7.44,0.73,5.67,0.07,9.41,25.98,7.18,1722,2108,788,2255,18107,1922,2265,2355,1773,3515,29331,25816,9.01,64.97,10.41,8.9
92117,2018,56173,76.44,2.08,0.46,11.3,0.4,9.32,23.95,7.92,3616,4974,2171,4662,24458,3165,4022,3923,3705,8310,46174,37864,12.16,58.83,14.79,10.8
92118,2018,22484,87.93,3.48,0.71,3.53,0.09,4.27,15.1,2.35,1050,2358,1397,2026,8649,1262,1309,1578,1622,4656,18198,13542,15.22,53.62,20.71,8.7
92119,2018,23990,81.38,3.93,0.23,6.53,0.12,7.81,17.9,5.32,1196,2806,1336,1275,8319,1413,1605,1802,1993,4856,19208,14352,10.88,51.36,20.24,11.5
92120,2018,29142,79.95,4.62,0.31,7.85,0.12,7.14,17.78,3.33,2279,2361,1352,2532,11911,1815,1919,1655,1892,5310,23843,18533,13.33,56.79,18.22,9.5
92121,2018,4655,56.93,1.59,0.0,33.4,0.06,8.01,11.45,2.06,367,314,218,940,2654,356,266,230,141,327,3877,3550,24.88,71.64,7.02,3.2
92122,2018,48438,57.42,2.33,0.44,32.71,0.06,7.04,11.46,2.15,2349,2641,1975,9581,29855,2175,2074,1497,1630,6217,42769,36552,23.86,71.94,12.83,7.3
92123,2018,31216,61.82,8.23,0.62,17.33,1.01,10.99,20.58,5.91,2196,2927,1457,2647,15690,1871,1991,1560,1644,3337,25319,21982,13.15,66.67,10.69,11.4
92124,2018,32170,68.18,5.86,0.55,13.69,0.44,11.27,16.79,3.08,3689,4736,1645,1944,14315,1513,1618,1796,1182,3321,22650,19329,11.16,70.69,10.32,6.7
92126,2018,82572,35.24,4.57,0.28,46.79,1.09,12.02,13.85,9.39,4869,8472,4703,7264,40267,5312,4963,4702,4501,9486,66934,57448,14.49,64.92,11.49,8.1
92127,2018,48721,59.2,1.45,0.41,30.72,0.0,8.22,10.82,2.4,4090,9215,2787,1721,18667,4463,3240,2008,1892,5146,33261,28115,9.25,65.62,10.56,7.1
92128,2018,51066,65.46,2.29,0.1,22.88,0.45,8.83,11.13,3.31,3100,5752,2068,2020,17500,3348,3547,3768,3728,10323,40802,30479,8.01,51.6,20.22,9.1
92129,2018,54986,55.85,2.44,0.4,30.53,0.65,10.14,12.63,3.71,3357,8048,3835,2562,21273,4758,4025,4209,3415,5901,40826,34925,11.63,59.43,10.73,7.1
92130,2018,55316,61.4,2.5,0.32,29.96,0.02,5.8,7.23,1.76,3310,8715,4428,2178,21652,5248,4995,4149,2557,4690,40294,35604,11.94,60.88,8.48,5.0
92131,2018,34359,65.22,2.19,0.07,25.3,0.11,7.1,10.86,4.03,2324,5423,2350,1604,12741,2580,2732,2633,1888,4038,24811,20773,11.51,59.63,11.75,5.5
92132,2018,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,
92134,2018,280,51.79,27.14,0.0,4.29,0.0,16.79,32.86,0.0,0,0,48,127,280,0,0,0,0,0,280,280,62.5,100.0,0.0,
92135,2018,646,64.09,14.55,2.01,5.73,1.39,12.23,22.14,0.0,0,0,159,404,642,4,0,0,0,0,646,646,87.15,99.38,0.0,
92139,2018,37040,44.52,13.4,0.35,25.89,1.43,14.43,42.09,18.64,2370,4822,2682,3015,16256,2352,2041,2159,2502,4538,28365,23827,15.38,63.3,12.25,11.3
92140,2018,3669,80.62,9.05,2.21,1.44,0.0,6.68,25.97,0.0,0,0,2006,1185,3669,0,0,0,0,0,3645,3645,86.97,100.0,0.0,
92145,2018,2389,63.79,3.35,0.0,27.54,2.05,3.26,16.95,6.21,148,501,200,107,817,221,369,86,100,147,1598,1451,12.85,61.36,6.15,3.1
92147,2018,551,73.87,19.6,0.0,0.73,0.0,5.81,23.41,0.0,0,0,132,334,551,0,0,0,0,0,551,551,84.57,100.0,0.0,
92154,2018,86811,68.57,5.72,0.33,12.3,0.84,12.24,67.76,26.26,5386,10441,6540,7150,39196,6425,5168,4961,4842,10392,66923,56531,15.77,63.38,11.97,11.8
92155,2018,490,61.63,13.67,0.0,9.59,0.61,14.49,30.41,0.0,0,0,95,332,490,0,0,0,0,0,490,490,87.14,100.0,0.0,
92173,2018,31866,86.63,0.64,0.11,1.74,0.0,10.88,95.21,43.01,2380,4970,2591,2807,14448,1855,1799,1835,1509,3070,23042,19972,16.94,68.41,9.63,10.6
92201,2018,65347,47.5,3.08,0.56,1.98,0.02,46.86,73.31,26.5,4275,8949,4264,4270,25662,4767,4096,4085,3258,10255,49451,39196,13.06,59.51,15.69,11.0
92203,2018,30744,71.37,1.79,1.1,3.91,0.0,21.83,42.9,9.77,1584,4018,1550,1517,11271,1709,1423,1572,2089,7078,24144,17066,9.98,54.88,23.02,11.5
92210,2018,5049,93.76,1.15,0.0,1.82,0.0,3.27,5.59,2.86,15,193,64,127,523,99,262,438,594,2925,4814,1889,3.78,14.48,57.93,16.9
92211,2018,25339,86.2,2.59,0.34,4.36,0.07,6.44,14.83,3.88,871,1308,551,796,5026,894,1196,1467,2017,12560,22781,10221,5.32,28.43,49.57,19.8
92220,2018,33014,67.4,8.37,4.01,4.89,0.08,15.25,45.45,20.83,2235,3956,2242,2371,11885,1458,1575,1675,1639,8591,25434,16843,13.97,54.75,26.02,16.8
92222,2018,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,
92223,2018,53914,70.4,7.04,1.31,7.37,0.16,13.73,39.83,11.56,3660,8811,3321,2853,20630,2860,3035,3240,3236,8442,39218,30776,11.45,61.4,15.66,11.0
92225,2018,22149,50.4,10.8,0.78,2.05,0.27,35.7,58.21,27.24,1565,2560,1274,1694,9872,1813,1373,1364,1241,2361,17295,14934,13.4,63.19,10.66,15.3
92227,2018,27255,78.97,1.74,0.55,1.0,0.5,17.24,81.27,29.47,2498,5165,1859,1665,10641,1114,1732,1442,1298,3365,18333,14968,12.93,67.16,12.35,16.1
92230,2018,3406,83.38,2.76,6.22,1.85,0.0,5.78,49.53,27.74,210,454,277,277,1263,366,355,173,301,284,2596,2312,16.27,56.58,8.34,9.5
92231,2018,40019,81.47,0.36,0.16,0.62,0.0,17.39,97.7,36.04,3006,6330,3323,3036,16204,2309,2507,1951,2010,5702,28547,22845,15.89,63.82,14.25,14.6
