"","GEOID","totPop","age18_64","age0_4","age5_14","age15_19","age20_24","age15_44","age45_49","age50_54","age55_59","age60_64","agOver65","Age15_24P","Und45P","Ovr65P","WhiteP","BlackP","HispP","AmIndP","AsianP","PacIsP","OtherP","NoHSP"
"159",37119,511433,340164,38451,66176,35125,42103,267243,29799,22685,20462,18801,47816,15.1,72.71,9.35,71.3,26.29,1.31,0.38,1.64,0.39,0,18.42
"160",37089,69285,39569,3808,8171,4131,3723,26873,4130,3372,3574,4218,15139,11.34,56.08,21.85,95.49,3.41,1.22,0.28,0.4,0.43,0,23.79
"161",37081,347420,228405,22718,42088,26377,31379,172794,20520,16690,15675,15637,41298,16.62,68.39,11.89,71.84,26.38,0.83,0.47,1.06,0.25,0,23.92
"162",42017,541174,343323,39755,77055,36013,35543,256733,33935,26164,24448,24172,58912,13.22,69.02,10.89,95.02,2.83,1.64,0.1,1.55,0.5,0,17.12
"163",36053,69120,43751,4882,9834,7342,6425,33959,3954,3117,2698,2741,7935,19.92,70.42,11.48,97.63,1.09,0.83,0.38,0.58,0.32,0,20.78
"164",42011,336523,205551,22510,43404,22727,23438,149968,18664,15984,16194,17273,52526,13.72,64.15,15.61,93.47,2.97,5.1,0.1,0.81,2.65,0,30.05
"165",2240,5913,3582,601,1242,403,360,2939,348,253,168,139,223,12.9,80.87,3.77,78.98,4.9,2.99,13.02,1.25,1.84,0,14.13
"166",2070,4012,2303,560,788,248,255,1892,209,130,131,97,205,12.54,80.76,5.11,25.4,0.2,1.22,72.91,0.47,1.02,0,30.25
"167",2164,1668,949,213,360,92,104,766,80,56,56,52,85,11.75,80.28,5.1,23.32,0,1.92,75.6,0.54,0.54,0,39.27
"168",2185,5979,3544,830,1178,378,413,2873,326,248,206,121,197,13.23,81.64,3.29,21.31,0.69,2.07,72.52,4.26,1.22,0,31.51
"169",2105,1291,799.63,115.41,243.77,88.32,61.83,647.12,77.43,59.77,44.16,34.15,69.19,11.63,77.95,5.36,60.41,0.16,1.53,38.08,0.43,0.91,0,20.72
"170",2150,13309,8753,1403,2233,841,1098,7521,685,440,342,260,425,14.57,83.83,3.19,69.79,1.01,4.98,15.97,10.61,2.61,0,15.33
"171",2230,692,428.61,61.86,130.67,47.34,33.14,346.87,41.5,32.04,23.67,18.31,37.09,11.63,77.95,5.36,60.41,0.16,1.53,38.08,0.43,0.91,0,20.72
"172",2188,6113,3200,960,1366,490,458,2778,223,186,172,147,281,15.51,83.49,4.6,13.76,0.2,0.59,85.21,0.7,0.13,0,36.18
"173",2130,13985,8899.88,1225.63,2366.78,915.05,877.43,6962.7,941.13,666.28,470.15,439.93,912.4,12.82,75.47,6.52,81.61,0.39,2.06,13.99,3.41,0.59,0,14.73
"174",2270,5791,2879,1040,1279,484,494,2541,200,170,177,126,258,16.89,83.92,4.46,5.97,0.21,0.29,93.33,0.36,0.12,0,42.22
"175",28145,22085,12846,1478,3277,1737,1551,9568,1175,1099,1047,1036,3405,14.89,64.85,15.42,85.14,14.55,0.47,0.08,0.11,0.12,0,42.67
"176",28053,12134,6237,1097,2539,1074,907,5059,500,488,440,460,1551,16.33,71.66,12.78,31.78,67.76,0.57,0.07,0.35,0.04,0,53.63
"177",28141,17683,10530,1118,2342,1234,1217,7328,1085,952,914,962,2982,13.86,61.01,16.86,96.19,3.57,0.32,0.14,0.07,0.03,0,45.04
"178",28087,59308,35688,5053,9661,4827,5233,28700,2962,2487,2314,2109,6022,16.96,73.2,10.15,61.94,37.16,0.83,0.13,0.48,0.29,0,31.03
"179",22089,42437,25924,3896,7682,2867,2716,20392,2284,1761,1710,1578,3134,13.16,75.34,7.39,74.55,24.16,2.52,0.27,0.4,0.62,0,25.96
"180",22073,142191,84419,11410,23470,12326,12514,66456,7176,6179,5767,5707,16026,17.47,71.27,11.27,68.13,31.01,0.84,0.17,0.51,0.19,0,28.39
"181",22007,22753,13075,1860,4252,1808,1721,10272,1243,934,904,824,2464,15.51,72.01,10.83,67.13,32.3,1.28,0.19,0.32,0.07,0,49.57
"182",22027,17405,9883,1188,2582,1149,1241,7282,817,798,804,858,3076,13.73,63.5,17.67,53.51,46.2,0.23,0.16,0.07,0.06,0,39.08
"183",22019,168134,100776,13109,28611,12736,11751,76484,8861,7904,7516,7426,18223,14.56,70.3,10.84,76.24,22.87,1.1,0.23,0.34,0.33,0,29.69
"184",22001,55882,31376,4774,10382,4342,3683,24036,2851,2555,2336,2322,6626,14.36,70.13,11.86,81.48,18.22,0.67,0.09,0.13,0.09,0,45.43
"185",22079,131556,77533,10102,22217,9834,9580,59333,6880,6115,5775,5309,15825,14.76,69.67,12.03,70.68,27.98,1.16,0.43,0.66,0.25,0,31.03
"186",22127,16269,9267,1182,2637,1181,1129,6844,887,756,734,753,2476,14.2,65.54,15.22,69.72,29.49,0.85,0.41,0.14,0.24,0,42.04
"187",22021,9810,5498,706,1621,785,604,4076,543,487,470,426,1481,14.16,65.27,15.1,81.24,17.94,1.63,0.11,0.12,0.58,0,42.89
"188",22029,20828,11854,1571,3787,1636,1282,8670,1085,1010,1043,1063,2599,14.01,67.35,12.48,63.2,36.47,0.62,0.14,0.1,0.09,0,43.06
"189",51610,9581,6278.07,551.21,1027.4,428.2,555.22,4587.58,670.23,495.16,443.12,367.1,1439.2,10.26,64.36,15.02,89.09,3.11,6.31,0.44,4.74,2.62,0,8.61
"190",51185,45960,28029,2683,6572,3899,2724,20743,2792,2397,2232,2269,6272,14.41,65.27,13.65,96.72,2.6,0.29,0.11,0.5,0.06,0,42.69
"191",51683,27957,18597,2732,4266,1747,2524,15697,1562,1022,695,599,1384,15.28,81.18,4.95,83.46,10.33,5.73,0.32,3.03,2.86,0,15.79
"192",51820,18549,11143,1279,2282,1249,1194,7834,1124,982,903,1026,3119,13.17,61.43,16.81,89.93,9.43,0.81,0.18,0.24,0.22,0,28.82
"193",51790,24461,15286,1372,2732,1730,1753,11052,1406,1208,1266,1278,4147,14.24,61.96,16.95,86.59,12.6,0.69,0.16,0.4,0.25,0,28.58
"194",51183,10248,6143,720,1372,750,719,4410,554,515,552,556,1569,14.33,63.45,15.31,41.5,58.11,0.22,0.11,0.15,0.14,0,45.83
"195",51171,31636,19350,1932,3951,1925,2040,13420,1941,1770,1669,1673,5280,12.53,61.02,16.69,98.21,1.13,0.92,0.09,0.3,0.26,0,34.81
"196",51750,15940,12563,562,1103,3307,4702,10963,577,450,445,485,1355,50.24,79.22,8.5,91.86,6,1.1,0.1,1.66,0.37,0,24.56
"197",48251,97165,58743,7490,16259,7518,6214,44761,6014,4734,4115,3706,10086,14.13,70.51,10.38,92.96,2.59,7.67,0.43,0.43,3.58,0,28.1
"198",48383,4514,2458,451,1014,385,265,2078,195,155,141,140,340,14.4,78.49,7.53,78.64,2.81,43,0.16,0.02,18.37,0,35.9
"199",48479,133239,73869,13521,26996,13661,11325,62781,5971,4818,4369,4290,10493,18.75,77.53,7.88,70.29,0.12,93.87,0.15,0.36,29.08,0,52.19
"200",48417,3316,1748,208,525,235,119,1257,149,156,170,171,680,10.68,60.01,20.51,94.24,0.36,8.2,0.27,0.06,5.07,0,33.91
"201",48037,81665,47725,5729,12711,6106,4930,35834,4755,3682,3497,3711,11746,13.51,66.46,14.38,77,21.79,1.63,0.5,0.3,0.41,0,27.88
"202",48415,18634,10845,1345,3157,1439,1054,8255,862,826,832,883,2474,13.38,68.46,13.28,75.74,4.72,23.9,0.33,0.19,19.02,0,35.73
"203",48261,460,281,36,84,31,24,186,22,33,21,37,41,11.96,66.52,8.91,82.17,0,78.7,0,0,17.83,0,56.94
"204",48425,5360,3002,448,1002,411,296,2347,300,224,201,197,641,13.19,70.84,11.96,90.47,0.19,13.97,0.63,0.37,8.34,0,33.15
"205",48359,2278,1098,136,520,342,72,985,94,110,111,82,240,18.17,72.04,10.54,92.71,0.4,8.78,1.27,0.79,4.83,0,26.3
"206",48441,119655,72665,9809,18110,9495,11201,57326,5648,4937,4963,4474,14388,17.3,71.24,12.02,83.77,6.31,14.63,0.38,1.16,8.39,0,24.57
"207",48269,354,223,24,62,31,18,170,23,20,15,18,22,13.84,72.32,6.21,89.55,0,14.97,0,0,10.45,0,21.76
"208",48033,799,462,57,134,53,26,289,61,51,54,40,113,9.89,60.08,14.14,96.25,0.25,15.02,1.25,0,2.25,0,28.76
"209",48471,50917,36736,2714,5307,4601,7397,30449,2600,1940,1760,1652,4495,23.56,75.55,8.83,68.63,24.22,10.79,0.37,0.61,6.16,0,26.73
"210",48429,9010,4818,616,1465,608,387,3326,506,419,448,498,1732,11.04,60.01,19.22,90.87,2.8,8.51,0.33,0.31,5.69,0,32.51
"211",48117,19153,10316,1831,3952,1576,1256,8114,909,773,768,735,2071,14.79,72.56,10.81,75.82,1.6,48.85,0.26,0.2,22.12,0,42.49
"212",48393,1025,601,70,182,77,25,419,74,56,60,47,117,9.95,65.46,11.41,97.76,0,3.32,0.1,0.2,1.95,0,18.63
"213",48457,16646,9130,977,2435,1156,785,5926,984,909,920,1132,3363,11.66,56.1,20.2,87.41,11.98,1.06,0.28,0.06,0.28,0,37.81
"214",48465,38721,22222,3565,6941,3628,3303,17729,1940,1754,1545,1504,3743,17.9,72.92,9.67,68.94,1.96,70.5,0.33,0.58,28.2,0,43.91
"215",48049,34371,19057,2378,5129,2861,2225,14175,1861,1484,1527,1740,6077,14.8,63.08,17.68,88.06,4.52,11.05,0.38,0.25,6.79,0,32.92
"216",48367,64785,39546,4816,10395,4811,3732,29125,4265,3392,3011,2686,7095,13.19,68.44,10.95,96.11,0.91,4.16,0.57,0.33,2.08,0,25.49
"217",48201,2818199,1814968,242870,439981,206843,223612,1471419,158343,117728,100518,89118,198222,15.27,76.44,7.03,64.73,19.2,22.88,0.29,3.9,11.89,0,25.08
"218",48505,9279,4665,879,1829,814,622,3743,396,335,333,378,1386,15.48,69.52,14.94,71.99,0.01,81.03,0.1,0.09,27.82,0,49.9
"219",48387,14317,7749,836,1978,1062,771,5342,776,722,691,847,3125,12.8,56.97,21.83,78.25,20.06,1.91,0.52,0.09,1.08,0,43
"220",48255,12455,6430,1021,2202,938,623,4687,526,550,598,644,2227,12.53,63.51,17.88,76.66,2.91,47.5,0.28,0.09,20.06,0,48.7
"221",48363,25055,14181,1827,3712,1724,1430,10050,1383,1224,1298,1297,4264,12.59,62.22,17.02,91.04,3.16,9.18,0.35,0.67,4.78,0,35.02
"222",48173,1447,849,143,293,113,90,634,82,81,83,44,87,14.03,73.95,6.01,79.89,0,29.3,0.14,0,19.97,0,35.18
"223",48419,22034,12017,1562,3209,1613,1259,8469,1198,1052,1108,1184,4252,13.03,60.09,19.3,77.37,21.45,2.45,0.16,0.12,0.89,0,42.72
"224",48499,29380,16140,1711,4148,1976,1540,10757,1660,1476,1625,1826,6177,11.97,56.56,21.02,89.73,8.18,2.68,0.37,0.13,1.59,0,34.32
"225",34021,325824,210249,21771,39781,23207,27270,157902,19464,15352,14439,14886,42229,15.49,67.35,12.96,75.09,18.87,6.04,0.16,3.03,2.85,0,22.9
"226",34007,502812,308558.64,39652.05,72997.26,33837.19,35679.15,234982.39,28359.32,22186.47,21396.49,22048.47,61189.54,13.83,69.14,12.17,76.64,16.24,7.16,0.21,2.29,4.62,0,24.53
"227",34031,453060,285882,32961,58017,31431,37012,215150,26115,21758,20235,20389,58435,15.11,67.57,12.9,71.85,14.58,21.65,0.26,2.62,10.69,0,31.23
"228",4019,666880,409206,49910,91146,48286,55799,316377,34145,28110,27180,28536,91476,15.61,68.59,13.72,78.72,3.12,24.48,3.05,1.71,13.4,0,19.49
"229",4017,77658,41451,8635,16745,6805,4985,33230,3678,3295,2884,2816,6375,15.18,75.47,8.21,44.05,0.91,7.28,52.04,0.27,2.73,0,35.41
"230",4012,13844,7529,1073,2055,859,734,5089,726,684,733,838,2646,11.51,59.35,19.11,74.65,0.85,22.67,17.35,0.71,6.44,0,37.04
"231",23029,35308,20561,2250,5334,2486,2147,14791,1988,1681,1747,1810,5707,13.12,63.37,16.16,95.54,0.19,0.36,4,0.22,0.05,0,26.82
"232",35021,987,503,66,159,68,48,356,48,42,47,63,206,11.75,58.87,20.87,79.74,0.2,46.71,0.51,0.1,19.45,0,34.11
"233",35051,9912,4833,553,1091,462,377,2730,481,495,631,806,3125,8.46,44.13,31.53,93.36,0.39,24,0.78,0.12,5.35,0,36.27
"234",35025,55765,31312,4855,10831,4482,3312,24288,2594,2415,2431,2429,5922,13.98,71.68,10.62,82.16,4.68,29.76,0.64,0.34,12.18,0,36.24
"235",56023,12625,6551,1145,2899,1058,476,5217,680,542,445,432,1265,12.15,73.35,10.02,98.46,0.08,2,0.51,0.22,0.72,0,16.76
"236",35019,4156,2315,314,753,309,233,1709,203,230,202,178,567,13.04,66.79,13.64,74.01,0.29,84.34,0.51,0.65,24.54,0,42.24
"237",56037,38823,22818,3135,8039,3144,1993,18749,2175,1590,1258,1092,2785,13.23,77.08,7.17,94.18,0.74,8.94,0.79,0.64,3.65,0,18.46
"238",35057,10285,5811,799,1945,800,438,4418,595,483,441,433,1171,12.04,69.64,11.39,87.03,0.42,37.84,1.24,0.19,11.11,0,27.38
"239",23003,86936,53457,6055,12497,6269,6407,40636,4621,4013,3939,4048,11127,14.58,68.08,12.8,97.31,1.07,0.64,0.91,0.43,0.27,0,29.07
"240",56041,18705,10266,1818,4486,1613,851,9010,884,554,493,462,998,13.17,81.87,5.34,97.72,0.13,4.13,0.68,0.24,1.22,0,15.92
"241",56035,4843,2901,356,784,337,198,2132,325,244,228,197,577,11.05,67.56,11.91,98.08,0.1,1.18,1.45,0.25,0.12,0,15.81
"242",35017,27676,15390,2084,4936,2270,1678,11330,1617,1217,1218,1394,3880,14.27,66.3,14.02,93.02,0.5,50.81,0.83,0.21,5.45,0,29.48
"243",35035,51928,31285,4959,8694,3810,4291,24738,2448,2182,2187,1964,4756,15.6,73.93,9.16,79.56,5.31,23.84,5.75,1.73,7.66,0,18.44
"244",35045,91605,51244,8915,19561,7460,5403,41461,4489,3724,3407,3027,7021,14.04,76.35,7.66,56.55,0.47,13.11,36.73,0.21,6.04,0,30.83
"245",56007,16659,9982,1161,2970,1214,833,7728,1009,764,703,607,1717,12.29,71.19,10.31,90.73,0.6,13.9,0.8,0.49,7.39,0,18.27
"246",35041,16702,9910,1233,2569,1770,1855,7894,741,689,664,652,2260,21.7,70.03,13.53,79.73,1.32,27.23,0.84,0.54,17.56,0,33.86
"247",35009,42207,24670,3826,7234,3264,3481,19890,1871,1713,1612,1485,4576,15.98,73.33,10.84,75.59,6.89,23.73,0.66,1.84,15.02,0,24.19
"248",35055,23118,13835,1747,3893,1714,1225,10331,1449,1151,1035,957,2555,12.71,69.08,11.05,72.96,0.27,64.92,6.8,0.36,19.6,0,28.22
"249",35023,5958,3298,477,1142,519,357,2556,324,264,259,249,687,14.7,70.07,11.53,91.59,0.18,50.08,0.34,0.6,7.28,0,28.42
"250",35015,48605,26565,3773,8613,3588,2551,19896,2409,2083,2197,2250,7384,12.63,66.42,15.19,81.47,1.7,35.27,0.51,0.39,15.93,0,32.72
"251",35011,2252,1177,141,341,124,89,749,122,121,115,156,507,9.46,54.66,22.51,93.56,0.09,32.68,1.87,0,4.48,0,37.01
"252",35006,23794,13715,2109,4712,1995,1489,10664,1247,1073,1040,944,2005,14.64,73.48,8.43,58.41,0.8,34.08,38.48,0.29,2.02,0,33.31
"253",35037,10823,6034,732,1693,807,502,4211,684,566,591,535,1811,12.09,61.31,16.73,74.2,1.4,37.51,1.01,0.3,23.09,0,29.72
"254",35007,12925,7125,902,2023,1164,531,5278,712,635,607,667,2101,13.11,63.47,16.26,82.76,0.34,47.89,0.74,0.16,16,0,28.9
"255",35028,18115,11730,1132,2742,1188,566,7584,1665,1356,1074,894,1668,9.68,63.25,9.21,94.2,0.53,11.08,0.7,2.34,2.24,0,5.32
"256",35001,480577,304459,37126,69914,32133,36788,236806,27073,21391,19439,18309,50519,14.34,71.55,10.51,76.88,2.75,37.1,3.39,1.47,15.52,0,17.92
"257",23009,46948,28458,3205,6368,2985,2928,20819,2726,2173,2180,2322,7155,12.59,64.74,15.24,98.98,0.21,0.57,0.36,0.29,0.15,0,16.71
"258",56013,33662,19235,2645,6309,2444,1722,14214,1970,1642,1515,1494,3873,12.38,68.83,11.51,79.51,0.15,3.97,18.48,0.32,1.53,0,22.5
"259",29071,80603,47828,6308,13098,5877,5438,36028,4688,3888,3544,3274,9775,14.04,68.77,12.13,98.51,0.93,0.55,0.19,0.23,0.14,0,32.46
"260",24029,17842,11018,1104,2095,1303,1454,7699,1096,890,902,1037,3019,15.45,61.08,16.92,78.94,19.81,2.62,0.16,0.36,0.72,0,28.62
"261",44003,161135,100563,10154,20131,10262,10451,73936,9662,7569,7369,8078,24236,12.85,64.68,15.04,98.13,0.65,1.08,0.18,0.79,0.25,0,23.22
"262",24017,101154,64825,8617,16530,7714,7681,51632,6782,4616,3570,2834,6573,15.22,75.9,6.5,79.32,18.21,1.69,0.75,1.27,0.45,0,18.96
"263",24011,27035,16045,2057,3947,1787,1701,11808,1542,1306,1217,1268,3890,12.9,65.88,14.39,82.69,16.49,0.85,0.21,0.28,0.32,0,33.15
"264",29141,15574,8757,1022,2005,949,728,5368,913,906,973,1174,3213,10.77,53.9,20.63,98.65,0.6,0.44,0.45,0.13,0.17,0,35.68
"265",44009,110006,71132,7256,14305,9191,10641,55431,6255,4544,4207,4500,13508,18.03,69.99,12.28,96.55,0.96,0.97,0.93,1.29,0.27,0,17.17
"266",44001,48859,30417,3187,5847,3569,3609,22014,2840,2344,2353,2576,7698,14.69,63.55,15.76,98.75,0.38,1.38,0.08,0.6,0.18,0,26.07
"267",29137,9104,4879,651,1485,586,430,3447,482,472,408,437,1722,11.16,61.32,18.91,95.71,3.92,0.53,0.2,0.13,0.04,0,30.16
"268",29215,21476,12052,1452,3384,1495,1057,8326,1225,1130,1204,1120,3635,11.88,61.29,16.93,99.15,0.07,0.53,0.39,0.27,0.11,0,39.11
"269",29095,633232,389952,48167,88208,41674,44166,295737,34587,28695,27778,27595,82465,13.56,68.24,13.02,75.62,21.42,2.98,0.48,0.89,1.59,0,20.51
"270",41049,7625,4418,597,1355,562,375,3220,417,388,381,372,895,12.29,67.83,11.74,89.56,0.1,10.82,0.98,0.3,9.05,0,26.06
"271",53077,188823,107080,16478,32098,14483,12626,82701,10026,8110,7385,7520,24505,14.36,69.52,12.98,73.89,1.03,23.89,4.45,0.97,19.67,0,33.86
"272",41007,33301,19337,2298,4898,2228,1869,14257,1850,1541,1458,1595,5404,12.3,64.42,16.23,96.45,0.34,1.95,1.12,1.17,0.92,0,18.16
"273",41003,70811,48212,4355,8980,6930,10414,39834,3614,2629,2352,2218,6829,24.49,75.09,9.64,91.96,0.86,2.45,0.78,5.22,1.19,0,10.66
"274",41027,16903,9918,1293,2616,1107,933,7491,952,772,701,713,2365,12.07,67.44,13.99,90.79,0.27,16.28,1.19,1.66,6.09,0,28.65
"275",53007,52250,30079,4037,7958,3290,2906,22225,2809,2374,2211,2441,8195,11.86,65.49,15.68,92.5,0.15,9.16,0.93,0.6,5.82,0,25.75
"276",53035,189731,116417,15563,29775,13233,14598,91543,11322,7795,6702,6706,20325,14.67,72.14,10.71,90.16,2.69,3.25,1.69,3.61,1.84,0,13.43
"277",53043,8864,4753,546,1423,522,255,3131,543,473,499,495,1754,8.77,57.54,19.79,97.66,0.17,0.94,1.51,0.32,0.34,0,18.07
"278",17143,182827,109334,12831,26836,14081,13555,82241,10370,8357,7986,8218,25988,15.12,66.68,14.21,84.4,13.62,1.42,0.17,1.2,0.62,0,22.07
"279",17195,60186,35082,4186,9159,4613,3426,25710,3395,2963,2836,2991,8946,13.36,64.89,14.86,94.93,0.69,7.41,0.14,0.31,3.93,0,26.71
"280",17005,14991,8695,946,2095,1146,1176,6482,718,677,715,743,2615,15.49,63.52,17.44,96.57,2.86,0.53,0.23,0.1,0.23,0,30.67
"281",17099,106913,61266,7245,15559,7457,6315,44330,5805,5131,4996,5394,18453,12.88,62.79,17.26,97.09,1.08,3.04,0.19,0.48,1.16,0,26.87
"282",17043,781666,507266,63817,112324,50353,54123,392477,50232,36401,30335,28096,67984,13.37,72.74,8.7,91.46,1.98,4.42,0.12,5.05,1.39,0,11.42
"283",17091,96255,55974,7302,15352,7450,6502,42428,5334,4345,3975,4328,13191,14.49,67.61,13.7,83.31,14.96,2.02,0.16,0.66,0.91,0,26.91
"284",55011,13584,7649,981,2121,867,714,5549,687,656,640,687,2263,11.64,63.69,16.66,99.54,0.04,0.31,0.16,0.2,0.07,0,27.39
"285",55051,6153,3342,310,780,345,271,2209,318,322,302,412,1500,10.01,53.62,24.38,99.48,0.02,0.13,0.41,0.03,0.07,0,25.3
"286",42047,34878,20348,2386,5031,2368,2113,14577,1828,1797,1769,1914,5576,12.85,63.06,15.99,99.5,0.04,0.16,0.1,0.26,0.11,0,25.09
"287",55019,31647,16618,2429,5652,2261,1602,12341,1543,1409,1393,1420,5460,12.21,64.53,17.25,99.34,0.09,0.37,0.29,0.11,0.17,0,32.46
"288",42107,152585,88378,8773,18837,9960,9322,62077,7992,7141,7775,9441,30549,12.64,58.78,20.02,98.95,0.55,0.44,0.07,0.32,0.1,0,31.59
"289",42057,13837,8335,980,2067,1049,918,6019,865,725,682,703,1796,14.22,65.52,12.98,98.79,0.9,0.22,0.16,0.11,0.04,0,36.03
"290",42029,376386,241387.59,27971.26,51225.64,26054.31,26486.3,180522.2,24510.35,18508.51,16583.56,16088.57,40975.91,13.96,69,10.89,91.64,6.37,2.28,0.14,1.07,0.78,0,15.11
"291",55049,20150,11522,1581,3306,1325,1191,8856,954,830,880,876,2867,12.49,68.2,14.23,99.72,0.03,0.24,0.1,0.08,0.06,0,19.4
"292",42121,59381,35070,3914,8746,4216,3177,25232,3300,2938,2992,3338,8921,12.45,63.81,15.02,98.75,0.84,0.34,0.09,0.22,0.1,0,25.79
"293",42113,6104,3419,326,782,538,356,2456,288,289,318,370,1275,14.65,58.39,20.89,98.31,0.97,0.41,0.49,0.13,0.1,0,29.82
"294",55047,18651,10226,1191,2886,1203,931,7336,960,838,850,1011,3579,11.44,61.19,19.19,98.58,0.11,1.03,0.23,0.55,0.53,0,25.45
"295",55055,67783,41384,4685,9997,6041,4901,31577,3849,3273,2726,2849,8827,16.14,68.25,13.02,98.41,0.28,1.71,0.26,0.4,0.66,0,23.04
"296",55015,34291,20026,2837,6069,2453,1992,15705,1776,1440,1357,1335,3772,12.96,71.77,11,98.89,0.08,0.43,0.43,0.5,0.1,0,20.34
"297",55031,41758,24270,2822,6123,3001,2780,18333,2199,1839,1769,1866,6807,13.84,65.32,16.3,96.88,0.41,0.48,1.93,0.63,0.16,0,22.78
"298",55083,30226,17015,2169,4737,2004,1580,12388,1591,1432,1415,1514,4980,11.86,63.83,16.48,99.01,0.06,0.35,0.7,0.12,0.11,0,30.59
"299",55061,18878,10576,1335,3077,1376,1144,8040,1015,781,831,812,2987,13.35,65.96,15.82,99.41,0.13,0.29,0.28,0.12,0.07,0,26.45
"300",55057,21650,11939,1532,3401,1465,1054,8505,1129,1088,1072,1126,3797,11.64,62.07,17.54,98.42,0.14,0.7,0.77,0.33,0.34,0,29.42
"301",42105,16717,9372,1188,2599,1199,904,6728,958,808,829,853,2754,12.58,62.9,16.47,99.47,0.12,0.43,0.17,0.18,0.05,0,26.25
"302",55063,97904,61253,6918,13660,8055,10672,48668,4713,3953,3785,3666,12541,19.13,70.73,12.81,96.34,0.45,0.65,0.35,2.69,0.17,0,17.42
"303",55085,31679,18434,1998,4315,1839,1383,12279,1862,1765,1793,1946,5721,10.17,58.69,18.06,98.87,0.18,0.28,0.7,0.18,0.07,0,22.4
"304",55095,34773,19296,2542,5780,2378,1599,14433,1867,1604,1425,1573,5549,11.44,65.44,15.96,98.78,0.07,0.38,0.92,0.14,0.09,0,22.02
"305",55059,128181,77655,10124,18957,9260,9224,59215,7070,6017,5286,5319,16193,14.42,68.88,12.63,92.98,4.13,4.35,0.37,0.5,2.01,0,24.91
"306",55093,32765,20432,2381,5091,3094,3553,16711,1609,1314,1121,1053,3485,20.29,73.81,10.64,98.78,0.25,0.6,0.27,0.52,0.18,0,18.93
"307",55037,4590,2597,302,719,297,215,1836,253,267,205,237,771,11.15,62.24,16.8,99.39,0.09,0.24,0.31,0.09,0.13,0,24.83
"308",55023,15940,8637,1161,2647,1188,800,6369,824,737,687,833,2682,12.47,63.85,16.83,99.07,0.31,0.42,0.16,0.33,0.13,0,27.6
"309",42081,118710,71214,8165,16570,8557,8049,52511,6492,5539,5512,5981,17940,13.99,65.07,15.11,96.91,2.37,0.54,0.18,0.39,0.15,0,25.52
"310",42015,60967,35480,4355,9414,4350,3583,25912,3569,3115,2812,2850,8940,13.01,65.09,14.66,99.08,0.24,0.36,0.19,0.35,0.13,0,24.29
"311",42007,186093,111151,11728,24646,12122,10785,77440,10109,9419,9805,11426,31520,12.31,61.16,16.94,93.91,5.63,0.6,0.11,0.19,0.16,0,25.1
"312",42013,130542,76568,8237,18199,9662,7775,55307,7091,6216,6284,7054,22154,13.36,62.62,16.97,98.7,0.82,0.33,0.09,0.28,0.11,0,25.02
"313",42077,291130,180321,19342,36304,18002,19566,131475,16610,13719,13993,14822,44865,12.9,64.27,15.41,93.32,2.33,5.15,0.11,1.25,3,0,25.36
"314",39069,29108,16697,2230,4814,2219,1728,12560,1542,1396,1371,1236,3959,13.56,67.35,13.6,96.03,0.51,4.58,0.18,0.32,2.97,0,24.57
"315",42025,56846,33361,3501,7246,3597,3458,23559,3086,2649,2866,3458,10481,12.41,60.35,18.44,99.22,0.21,0.9,0.08,0.3,0.19,0,30.58
"316",42087,46197,27302,3251,6268,3266,3073,19465,2802,2386,2274,2368,7383,13.72,62.74,15.98,99.44,0.23,0.29,0.07,0.21,0.05,0,31.79
"317",42119,36176,23328,2381,4567,3395,3901,17953,1996,1694,1474,1563,4548,20.17,68.83,12.57,96.15,2.69,1.76,0.21,0.65,0.3,0,26.92
"318",42123,45050,26653,3024,6460,2972,2445,18741,2778,2322,2269,2403,7053,12.02,62.65,15.66,99.41,0.12,0.26,0.16,0.24,0.07,0,23.43
"319",42075,113744,68912,7637,15441,7890,7546,50341,6649,5420,5460,5726,17070,13.57,64.55,15.01,97.5,0.62,2.34,0.08,0.79,1,0,30.02
"320",42125,204584,122859,11876,25969,14521,12806,87152,11607,10363,10085,11762,35770,13.36,61.1,17.48,96.2,3.32,0.58,0.1,0.25,0.13,0,26.78
"321",42069,219039,127895,13229,26554,15134,15381,91266,11671,10029,10510,12587,43193,13.93,59.83,19.72,98.45,0.72,0.5,0.07,0.62,0.15,0,26.68
"322",42043,237813,148176,16576,30326,14670,16210,109910,13192,11221,11064,11512,34012,12.98,65.94,14.3,82.37,14.97,2.53,0.14,1.15,1.37,0,22.41
"323",42097,96771,56053,5996,12517,6328,5753,39423,5267,4938,4689,5654,18287,12.48,59.87,18.9,99.2,0.34,0.55,0.08,0.18,0.2,0,31.5
"324",42079,328149,193248,19201,38726,21960,21881,136302,17873,15585,16147,19598,64717,13.36,59.19,19.72,98.1,1.21,0.62,0.07,0.44,0.19,0,28.01
"325",42101,1585577,965442,115871,204585,107408,135952,733604,78319,69604,68766,74114,240714,15.35,66.48,15.18,53.52,39.86,5.63,0.22,2.72,3.69,0,35.69
"326",42091,678121,423219.41,45837.74,83190.36,39910.69,44516.7,306192.8,40335.65,33376.49,32777.44,34416.43,101994.09,12.45,64.18,15.04,91.44,5.77,1.23,0.11,2.35,0.33,0,16.16
"327",42041,195257,126188,11613,23965,15474,16920,93873,11636,9551,9166,9312,26141,16.59,66.3,13.39,96.81,1.57,0.69,0.13,1.26,0.22,0,19.01
