GEOID,TRACTCE,minDisMH
12111382200,382200,11.34
12105012408,012408,9.2
12105012410,012410,9.99
12105012502,012502,13.24
12113010400,010400,9.73
12113010502,010502,4.28
12113010504,010504,4.17
12055960501,960501,3.7
12055960602,960602,3.68
12055960900,960900,6.71
12011060206,060206,1.28
12105014125,014125,8.26
12105014202,014202,3.39
12031011600,011600,0.76
12031012000,012000,3.69
12069030106,030106,9.77
12031014412,014412,8.33
12031014500,014500,0.76
12031014800,014800,2.24
12031014902,014902,2.93
12001002000,002000,14.79
12107950500,950500,11.37
12086008000,008000,2.99
12086008202,008202,1.11
12086008305,008305,0.84
12086008307,008307,1.95
12057001900,001900,0.91
12057002200,002200,0.43
12051000200,000200,37.84
12051000401,000401,22.61
12105012309,012309,11.32
12105012403,012403,18.41
12055961301,961301,2.79
12053041501,041501,12.65
12053990000,990000,13.8
12055960102,960102,3.21
12001110800,110800,0.88
12095013604,013604,2.48
12105012407,012407,12.33
12031012500,012500,1.56
12031012703,012703,3.83
12031012704,012704,4.35
12031013100,013100,3.3
12055960103,960103,1.45
12001002220,002220,3.78
12005002500,002500,3.79
12005002603,002603,3.06
12103025011,025011,0.12
12103025013,025013,1.6
12103025018,025018,3.09
12103025107,025107,1.15
12103025110,025110,2.92
12055961500,961500,22.12
12055961602,961602,12.41
12057000102,000102,2.15
12057000500,000500,1.91
12103025112,025112,1.58
12103025119,025119,3.5
12103025121,025121,3.78
12103025122,025122,4.9
12085000604,000604,2.28
12103026804,026804,3.54
12103026811,026811,4.69
12103026817,026817,5.81
12053040602,040602,5.39
12053040801,040801,2.84
12086005410,005410,0.36
12086005600,005600,0.44
12086005703,005703,1.46
12086000413,000413,1.17
12095013606,013606,1.42
12095013702,013702,2.17
12095013900,013900,1.45
12095014000,014000,3.0
12001001805,001805,5.16
12001001908,001908,10.2
12001002102,002102,8.2
12009063107,063107,1.16
12086000501,000501,1.91
12095014302,014302,3.63
12095014601,014601,1.1
12095014607,014607,0.87
12086004103,004103,0.5
12086004105,004105,0.73
12086005103,005103,0.82
12086005104,005104,1.02
12086005303,005303,0.09
12086005405,005405,0.37
12115001908,001908,6.51
12115002007,002007,6.43
12115002008,002008,5.52
12115002010,002010,3.9
12115002203,002203,13.53
12115002304,002304,13.87
12009069802,069802,2.69
12103028102,028102,3.43
12103028401,028401,3.08
12103028600,028600,1.05
12105010402,010402,1.46
12105010502,010502,2.35
12105010601,010601,1.74
12105010702,010702,0.75
12107950400,950400,23.4
12083002100,002100,0.7
12101031602,031602,7.63
12101031605,031605,3.27
12101031706,031706,5.25
12101031708,031708,3.85
12083002605,002605,4.5
12083002606,002606,5.15
12085000100,000100,4.03
12085000300,000300,1.43
12073002205,002205,3.44
12071050313,050313,8.79
12071050602,050602,12.73
12071060102,060102,5.14
12071060202,060202,7.64
12053040400,040400,7.11
12095016730,016730,3.5
12095016732,016732,4.76
12071060203,060203,6.51
12071070200,070200,10.66
12071080100,080100,18.25
12009069901,069901,10.15
12086014000,014000,7.4
12086014200,014200,3.13
12086014700,014700,1.87
12063210800,210800,13.63
12063211000,211000,12.79
12011030201,030201,2.04
12086015200,015200,3.69
12086015500,015500,1.13
12086016000,016000,1.12
12053040901,040901,8.01
12053040909,040909,1.47
12053040910,040910,2.54
12117022101,022101,2.32
12117022104,022104,1.75
12117022206,022206,1.15
12113010702,010702,8.12
12086007807,007807,2.58
12009064124,064124,4.39
12095016802,016802,3.15
12095016806,016806,4.85
12095015702,015702,1.95
12011010800,010800,1.32
12011011000,011000,2.78
12011020104,020104,4.41
12011060210,060210,3.16
12011060303,060303,0.45
12011060306,060306,0.64
12011060402,060402,0.77
12011060603,060603,4.31
12021010215,010215,5.67
12021010300,010300,2.91
12021010405,010405,5.2
12105012503,012503,15.5
12005002608,002608,1.88
12005002701,002701,16.13
12005002703,002703,9.87
12009060101,060101,6.8
12009060102,060102,7.03
12009060300,060300,1.08
12005000201,000201,17.09
12011020207,020207,3.18
12011020209,020209,3.87
12011020311,020311,5.08
12011020313,020313,4.23
12011020316,020316,2.22
12086000505,000505,1.97
12086000808,000808,1.55
12083000200,000200,17.06
12083000302,000302,6.1
12011030202,030202,0.85
12011040205,040205,0.88
12086011800,011800,3.1
12086012000,012000,2.28
12086012300,012300,3.88
12086012700,012700,3.75
12086012800,012800,2.69
12086013300,013300,2.39
12086013700,013700,0.59
12117021802,021802,0.62
12117021902,021902,2.07
12117022001,022001,1.5
12086000707,000707,0.89
12086000712,000712,2.15
12001001802,001802,8.04
12027010200,010200,24.63
12027010302,010302,22.58
12117021707,021707,2.48
12105015000,015000,1.97
12105015200,015200,0.37
12105015302,015302,9.39
12105015402,015402,7.45
12105015404,015404,7.62
12005000804,000804,6.95
12107950100,950100,9.9
12086006301,006301,0.85
12011060107,060107,1.32
12011060112,060112,1.14
12011060115,060115,2.66
12011060117,060117,0.62
12003040102,040102,2.72
12009071301,071301,11.49
12009071334,071334,7.38
12009071337,071337,7.87
12009071339,071339,13.2
12009980000,980000,14.55
12101031005,031005,2.25
12105015702,015702,14.32
12086004000,004000,0.4
12011060120,060120,6.15
12011060127,060127,1.84
12086017900,017900,4.82
12086018000,018000,6.16
12086018400,018400,4.64
12117022004,022004,1.45
12105015802,015802,9.97
12105016001,016001,9.55
12105016100,016100,14.93
12005000803,000803,5.19
12011010503,010503,5.18
12011010601,010601,5.41
12011010605,010605,4.97
12011010607,010607,3.29
12011010701,010701,1.05
12105014804,014804,7.65
12003040202,040202,5.59
12105014104,014104,11.09
12001002207,002207,1.79
12001002209,002209,11.06
12057000800,000800,2.09
12057001001,001001,1.1
12057001400,001400,1.34
12086016200,016200,2.26
12086016500,016500,4.35
12086017000,017000,1.75
12086017200,017200,1.83
12086017400,017400,2.87
12011020319,020319,3.16
12087970400,970400,3.3
12105013902,013902,2.05
12105014005,014005,2.27
12086005901,005901,1.4
12086005903,005903,0.75
12086006001,006001,0.19
12086006002,006002,0.93
12011020324,020324,3.97
12011020406,020406,0.57
12011020409,020409,2.72
12011020502,020502,2.15
12095015801,015801,0.77
12095015901,015901,0.77
12071050310,050310,11.6
12105014103,014103,12.83
12083000402,000402,16.99
12063210300,210300,11.8
12095016002,016002,1.84
12095016713,016713,3.63
12095016715,016715,4.07
12095016727,016727,0.73
12009060500,060500,2.15
12009063105,063105,2.79
12103027904,027904,2.53
12103028003,028003,4.62
12103027308,027308,5.8
12083002504,002504,3.59
12083002602,002602,8.15
12103025203,025203,3.06
12103025209,025209,4.43
12103025304,025304,2.95
12103025307,025307,3.05
12103025405,025405,1.58
12103025408,025408,0.99
12103022302,022302,2.53
12103022402,022402,2.35
12103022503,022503,2.69
12103022700,022700,1.22
12081001703,001703,4.35
12081001800,001800,8.9
12081001908,001908,6.86
12081001912,001912,11.46
12081001913,001913,12.29
12081002007,002007,11.23
12081002011,002011,2.87
12081000810,000810,3.93
12081000901,000901,4.17
12081001000,001000,3.6
12081001108,001108,3.94
12081001203,001203,4.14
12073002413,002413,10.92
12073002416,002416,1.9
12081001204,001204,4.89
12081001501,001501,4.22
12081001701,001701,5.85
12073002505,002505,2.18
12011110303,110303,6.81
12011110311,110311,0.62
12011110319,110319,2.1
12011110324,110324,9.43
12103026908,026908,2.42
12103026910,026910,2.12
12103027202,027202,3.16
12103027205,027205,1.63
12081002016,002016,5.82
12083000100,000100,19.29
12103027208,027208,2.81
12079110400,110400,9.2
12081000106,000106,0.64
12081000201,000201,1.57
12081000306,000306,2.69
12081000309,000309,1.62
12081000403,000403,3.01
12081000407,000407,2.4
12081000501,000501,2.03
12071040127,040127,7.46
12071040203,040203,12.23
12071040206,040206,8.83
12083001103,001103,8.33
12083001205,001205,9.89
12083001301,001301,3.94
12103022802,022802,1.18
12083001302,001302,3.9
12083001600,001600,1.98
12083002002,002002,0.86
12103024902,024902,0.6
12083000902,000902,5.2
12083001005,001005,7.88
12083001008,001008,5.78
12071040303,040303,9.99
12071040304,040304,10.68
12071040310,040310,12.61
12071050103,050103,6.12
12071050104,050104,6.46
12071050106,050106,3.88
12071050205,050205,5.78
12071050209,050209,8.16
12071050307,050307,11.52
12103024005,024005,3.34
12103024403,024403,3.06
12103024410,024410,3.4
12103024411,024411,5.29
12103024507,024507,0.52
12103024510,024510,1.16
12127090904,090904,3.89
12103027323,027323,2.59
12103025010,025010,0.91
12011110337,110337,1.09
12011110339,110339,0.69
12031010402,010402,2.08
12103022301,022301,2.42
12085001000,001000,1.26
12086000122,000122,1.31
12086000123,000123,1.53
12086000127,000127,1.36
12086000128,000128,0.97
12086000132,000132,0.81
12086000204,000204,0.43
12086000211,000211,0.7
12086000216,000216,1.23
12086000220,000220,0.49
12103027324,027324,4.75
12103027326,027326,3.96
12031016000,016000,0.83
12071040208,040208,13.09
12011110327,110327,3.36
12011110333,110333,4.61
12031016500,016500,2.02
12031016601,016601,0.27
12031016726,016726,3.82
12103025413,025413,0.95
12103026701,026701,2.07
12103025007,025007,1.07
12103026821,026821,3.75
12086000301,000301,1.0
12086000403,000403,0.57
12086000405,000405,1.71
12103026703,026703,2.0
12103027501,027501,6.11
12073002208,002208,4.88
12031010600,010600,7.88
12031010900,010900,2.05
12031011100,011100,0.33
12031011400,011400,0.37
12103023000,023000,1.23
12103023400,023400,0.28
12103023900,023900,2.03
12086000408,000408,0.63
12103027314,027314,2.03
12103027316,027316,0.79
12103027319,027319,5.05
12103024001,024001,2.06
12073002303,002303,6.76
12073002408,002408,4.63
12101031806,031806,9.66
12101031808,031808,8.87
12101031809,031809,11.91
12101031902,031902,8.91
12101032401,032401,19.36
12101033102,033102,15.98
12103020108,020108,5.33
12103020207,020207,4.29
12103020301,020301,2.61
12103020400,020400,1.85
12103020800,020800,1.06
12103021500,021500,0.33
12085000610,000610,1.84
12085000902,000902,1.79
12075970600,970600,20.19
12103021800,021800,0.84
12127091021,091021,7.83
12127091022,091022,4.47
12127091024,091024,6.64
12127091027,091027,4.75
12021010416,010416,4.17
12021010418,010418,1.91
12021010420,010420,1.82
12021010509,010509,3.21
12023110400,110400,1.06
12031010101,010101,10.26
12021010510,010510,1.6
12021011002,011002,12.51
12021011202,011202,12.76
12023110500,110500,1.84
12027010101,010101,21.7
12029970101,970101,2.11
12021010605,010605,1.68
12021011205,011205,1.84
12021011302,011302,6.59
12031010102,010102,11.39
12031010401,010401,2.63
12031000300,000300,2.31
12031000700,000700,1.45
12011070314,070314,8.56
12011070315,070315,5.55
12127091029,091029,1.59
12129010201,010201,5.35
12023110602,110602,7.29
12023110700,110700,1.33
12021010606,010606,2.8
12021010802,010802,2.18
12021010803,010803,4.49
12021010903,010903,15.29
12023110901,110901,10.67
12127091001,091001,5.82
12127091013,091013,3.4
12031002400,002400,0.79
12127090102,090102,21.01
12011060606,060606,2.94
12011060609,060609,3.22
12011060900,060900,2.0
12011061001,061001,2.33
12011070102,070102,1.06
12031002600,002600,2.07
12031002801,002801,1.87
12131950501,950501,31.83
12131950602,950602,25.79
12127091019,091019,5.82
12127083209,083209,14.67
12011070209,070209,1.4
12011070210,070210,1.5
12011070304,070304,6.76
12011070306,070306,5.29
12133970103,970103,2.88
12133970303,970303,10.02
12127090303,090303,4.91
12127090307,090307,1.37
12127090500,090500,0.16
12127090600,090600,0.5
12127090803,090803,5.6
12031001200,001200,0.76
12031002101,002101,2.53
12021010413,010413,9.93
12127090204,090204,5.64
12091021102,021102,6.22
12015010302,010302,0.49
12031014404,014404,1.48
12031014603,014603,3.51
12031016100,016100,0.5
12019031105,031105,17.4
12031016725,016725,1.78
12031017100,017100,2.04
12033001104,001104,2.89
12021000402,000402,1.92
12033002801,002801,1.99
12033003306,003306,3.78
12033003608,003608,4.15
12035060105,060105,11.19
12021010604,010604,2.71
12021011001,011001,13.9
12023110903,110903,22.11
12041950201,950201,15.04
12009069801,069801,3.7
12031014311,014311,1.89
12031014334,014334,6.67
12049970102,970102,11.53
12043000300,000300,27.04
12053040908,040908,3.72
12053041105,041105,6.37
12011010407,010407,0.68
12011020204,020204,4.15
12011020312,020312,4.74
12011020414,020414,1.89
12011030500,030500,3.04
12011030705,030705,3.85
12011031102,031102,0.35
12021010105,010105,10.44
12021010401,010401,0.42
12039020101,020101,8.81
12017451000,451000,13.69
12055960700,960700,2.91
12057000401,000401,2.38
12057001500,001500,1.25
12021010417,010417,4.57
12051000300,000300,16.21
12057010900,010900,1.46
12011110309,110309,1.67
12011110338,110338,0.54
12015010404,010404,3.51
12015020501,020501,4.94
12015030302,030302,9.66
12009071335,071335,6.68
12057011015,011015,3.79
12057011303,011303,2.74
12087980100,980100,76.87
12099007837,007837,7.51
12099008203,008203,28.66
12099001916,001916,0.98
12099003101,003101,4.39
12099004102,004102,3.08
12099004706,004706,3.51
12099004903,004903,0.79
12099005922,005922,2.16
12099005940,005940,1.58
12105013701,013701,1.35
12099006202,006202,4.52
12086018600,018600,3.2
12089050202,050202,0.55
12091022700,022700,2.05
12091023308,023308,10.74
12095012403,012403,1.46
12105012001,012001,5.08
12105012204,012204,3.96
12105012404,012404,17.0
12105012507,012507,14.3
12105012802,012802,4.61
12105013200,013200,5.45
12017450302,450302,10.18
12105014201,014201,5.27
12103026200,026200,1.98
12103026818,026818,2.85
12103027000,027000,0.74
12103027209,027209,3.0
12095015104,015104,1.66
12095015802,015802,1.79
12095016409,016409,2.3
12095016509,016509,1.62
12086980700,980700,2.88
12087971001,971001,6.25
12087972300,972300,0.98
12095016704,016704,14.73
12095016729,016729,2.46
12095016807,016807,5.18
12057005500,005500,0.96
12057006600,006600,3.57
12057010105,010105,10.09
12057010210,010210,10.77
12057010402,010402,4.43
12031011700,011700,2.54
12031012702,012702,5.69
12031013503,013503,4.01
12031014101,014101,1.91
12095017400,017400,7.73
12091020301,020301,5.34
12093910602,910602,4.93
12011060305,060305,0.39
12011060607,060607,2.49
12011070205,070205,3.79
12011070401,070401,2.16
12011080200,080200,2.3
12011090200,090200,1.79
12011090404,090404,1.34
12011090601,090601,0.28
12011100501,100501,1.02
12095017805,017805,6.31
12095018700,018700,1.09
12097041100,041100,10.14
12097043206,043206,8.2
12099000803,000803,1.53
12099001302,001302,1.98
12099001907,001907,3.13
12085001802,001802,7.82
12086000131,000131,0.46
12086000214,000214,0.78
12083000301,000301,9.73
12083000801,000801,0.33
12083001102,001102,5.7
12083001500,001500,5.56
12083980000,980000,15.17
12085000901,000901,2.46
12086010300,010300,4.54
12029970102,970102,9.2
12011060118,060118,3.59
12031001500,001500,0.76
12031010500,010500,7.33
12011040102,040102,1.18
12011040602,040602,1.49
12011042600,042600,1.25
12011050204,050204,0.88
12011060105,060105,1.17
12101032108,032108,12.78
12081002005,002005,5.91
12009064302,064302,1.88
12009065122,065122,6.26
12009066101,066101,5.03
12085001500,001500,7.83
12111381802,381802,0.19
12111382010,382010,1.8
12115002601,002601,9.89
12099007764,007764,2.56
12127080100,080100,7.12
12086004303,004303,0.69
12086019800,019800,6.46
12119910601,910601,12.82
12115002719,002719,5.01
12117020807,020807,4.39
12117021306,021306,5.09
12117021706,021706,1.57
12117022005,022005,0.56
12119910300,910300,3.95
12101030203,030203,3.75
12127080807,080807,1.78
12127082605,082605,3.02
12127083208,083208,7.61
12095013607,013607,0.9
12095014301,014301,2.51
12095014811,014811,1.88
12127090400,090400,0.75
12131950101,950101,19.14
12101032804,032804,19.17
12101033012,033012,18.67
12103020201,020201,2.36
12103023300,023300,0.8
12103024301,024301,2.49
12103024505,024505,0.49
12103025009,025009,1.66
12103025120,025120,3.18
12103025303,025303,1.49
12105014803,014803,4.35
12105015405,015405,7.26
12115000801,000801,3.7
12115001304,001304,2.54
12115002003,002003,4.5
12115002303,002303,11.36
12107951100,951100,10.62
12109020704,020704,11.96
12109021204,021204,4.86
12111380200,380200,1.38
12086000503,000503,2.06
12086000708,000708,0.57
12086001206,001206,2.04
12086001702,001702,1.05
12101030903,030903,0.93
12101031301,031301,3.1
12101031507,031507,4.65
12101031707,031707,3.53
12101031903,031903,7.73
12101032006,032006,7.52
12101032103,032103,13.97
12085001200,001200,4.15
12086003916,003916,3.33
12103028002,028002,5.98
12103028700,028700,0.42
12105011605,011605,9.04
12073002508,002508,12.31
12086005502,005502,0.78
12073002701,002701,9.36
12075970700,970700,16.9
12081000202,000202,0.88
12103025414,025414,0.99
12103025602,025602,1.2
12086002202,002202,0.98
12086003706,003706,1.43
12086004405,004405,1.22
12086004901,004901,1.27
12086006101,006101,1.37
12086007400,007400,0.72
12086008207,008207,2.27
12086008412,008412,0.54
12086009006,009006,1.07
12086009046,009046,3.58
12086009704,009704,0.88
12086009904,009904,2.89
12086010012,010012,2.75
12113010809,010809,5.26
12086005201,005201,0.31
12113010814,010814,11.2
12086011900,011900,3.14
12086013100,013100,3.13
12086014600,014600,2.19
12086017100,017100,1.76
12099006801,006801,1.29
12099007005,007005,1.93
12099007418,007418,4.66
12099007602,007602,4.54
12099007610,007610,1.57
12099007716,007716,1.71
12099007749,007749,4.08
12069030702,030702,3.98
12069030408,030408,6.04
12005001302,001302,2.56
12005002704,002704,5.76
12009062106,062106,10.04
12009062900,062900,2.08
12009064102,064102,4.57
12057013412,013412,5.5
12033000400,000400,0.68
12057014109,014109,16.1
12001002202,002202,8.93
12086010613,010613,2.96
12117021613,021613,0.47
12001001202,001202,2.44
12057011010,011010,2.54
12057011412,011412,4.45
12086000412,000412,1.79
12111980000,980000,4.83
12057990000,990000,6.71
12061050807,050807,12.21
12063210500,210500,1.56
12005000806,000806,7.44
12086009023,009023,1.1
12086010704,010704,3.93
12086000604,000604,1.92
12031014601,014601,5.06
12031015925,015925,1.85
12087971002,971002,16.33
12069030104,030104,4.77
12069030308,030308,3.94
12099005945,005945,1.91
12099006203,006203,3.96
12099006700,006700,1.04
12099007002,007002,2.67
12113010704,010704,2.77
12115000900,000900,3.25
12115001401,001401,3.2
12001001813,001813,2.98
12086008405,008405,1.83
12127090902,090902,1.2
12105014600,014600,2.69
12105015701,015701,10.1
12011061100,061100,1.31
12031011800,011800,1.41
12031014701,014701,3.75
12115002715,002715,10.31
12015020601,020601,2.6
12015030301,030301,10.94
12017451101,451101,11.74
12095013701,013701,2.59
12095014400,014400,0.9
12086980600,980600,2.57
12127080600,080600,0.97
12095016728,016728,1.19
12057004900,004900,0.69
12057005900,005900,3.11
12057006700,006700,3.08
12086001002,001002,0.7
12086001204,001204,1.39
12086001701,001701,1.05
12086002502,002502,1.39
12086003804,003804,3.58
12105012405,012405,14.82
12005000500,000500,12.37
12086005802,005802,1.86
12086006203,006203,0.65
12086006601,006601,1.16
12086006802,006802,2.34
12051990000,990000,30.95
12053040907,040907,5.25
12053041106,041106,6.12
12053041502,041502,9.75
12055960502,960502,2.34
12105012601,012601,11.55
12105014124,014124,7.1
12111381401,381401,2.71
12086007801,007801,2.16
12086008206,008206,0.73
12109021205,021205,4.42
12111381102,381102,7.3
12111381702,381702,2.81
12055961302,961302,1.14
12095016902,016902,1.82
12103026911,026911,2.62
12083001007,001007,5.54
12105011704,011704,3.16
12131950102,950102,18.86
12011100103,100103,1.22
12011110321,110321,4.31
12031010800,010800,2.7
12031011901,011901,5.72
12031012602,012602,2.28
12031013726,013726,5.89
12031014401,014401,2.55
12069030902,030902,11.91
12069031204,031204,4.6
12081001704,001704,4.89
12019031300,031300,8.78
12083000501,000501,20.26
12099007721,007721,6.71
12099007757,007757,3.53
12099007809,007809,8.2
12086017700,017700,4.06
12086018700,018700,3.62
12021010702,010702,2.45
12021011102,011102,34.69
12023110202,110202,8.77
12091990200,990200,4.95
12093990000,990000,10.43
12095011600,011600,1.49
12099004602,004602,0.67
12099004817,004817,4.44
12099005702,005702,2.66
12099005938,005938,2.57
12035060204,060204,11.39
12125960300,960300,9.71
12127080806,080806,2.48
12057014119,014119,15.19
12101030904,030904,1.69
12057010815,010815,0.64
12127082404,082404,0.81
12127082507,082507,4.31
12127082705,082705,15.4
12095014812,014812,0.76
12095015602,015602,1.44
12095016200,016200,0.54
12133970102,970102,3.71
12083000601,000601,18.73
12127083203,083203,8.93
12011042100,042100,1.69
12021011105,011105,5.81
12031010201,010201,6.69
12023110904,110904,17.06
12011060122,060122,5.97
12011020308,020308,5.28
12086015400,015400,0.57
12127090202,090202,2.08
12127090702,090702,0.96
12127091016,091016,2.32
12127091026,091026,3.94
12015010200,010200,5.14
12086009400,009400,1.57
12086010198,010198,5.78
12086010606,010606,1.01
12095017105,017105,9.53
12095017702,017702,5.81
12097040801,040801,9.64
12097041500,041500,7.33
12097042500,042500,3.29
12097043205,043205,7.25
12011041200,041200,1.3
12011042301,042301,0.99
12011043100,043100,1.47
12011050502,050502,0.64
12033001201,001201,2.95
12067960200,960200,26.47
12033002605,002605,6.28
12105980000,980000,14.7
12107951200,951200,10.43
12109021002,021002,3.77
12083002702,002702,14.12
12001001902,001902,3.63
12086980500,980500,1.8
12099001402,001402,0.9
12117022106,022106,2.28
12057011518,011518,9.02
12099004010,004010,2.84
12099005916,005916,2.54
12005001100,001100,3.36
12005001700,001700,1.69
12005002604,002604,1.97
12001002210,002210,13.75
12103025019,025019,1.66
12033003203,003203,3.17
12033003505,003505,1.31
12011060211,060211,2.72
12087970900,970900,15.22
12019030103,030103,5.56
12019030702,030702,6.58
12007000100,000100,2.15
12099000102,000102,2.0
12099000511,000511,2.8
12097042602,042602,4.75
12071050312,050312,17.32
12073002207,002207,2.67
12081001404,001404,4.52
12071020800,020800,1.46
12099007817,007817,6.67
12011060608,060608,3.69
12011070312,070312,8.38
12011070322,070322,9.44
12011091300,091300,1.09
12039020800,020800,11.61
12091021802,021802,1.52
12107950900,950900,4.53
12057010810,010810,4.31
12011090302,090302,1.38
12011090602,090602,0.52
12011100802,100802,1.93
12011110343,110343,3.96
12015010401,010401,3.34
12015021002,021002,3.02
12017450601,450601,3.47
12019030802,030802,3.5
12031011902,011902,6.47
12031013300,013300,3.83
12005002400,002400,2.12
12009061201,061201,7.98
12011020320,020320,2.75
12015020800,020800,2.07
12021010412,010412,9.28
12033001202,001202,1.73
12031014002,014002,1.51
12031014312,014312,0.66
12031014335,014335,5.54
12053040911,040911,5.21
12057010816,010816,0.64
12001001907,001907,13.66
12005000700,000700,11.82
12086018800,018800,2.88
12057004300,004300,1.03
12073001801,001801,5.72
12103024508,024508,0.2
12089050302,050302,1.17
12019031500,031500,17.83
12021000500,000500,3.53
12021010211,010211,3.52
12021010904,010904,11.63
12023110601,110601,6.45
12031000200,000200,2.0
12031010304,010304,4.5
12009064601,064601,2.48
12053041600,041600,10.84
12057010303,010303,7.75
12009065234,065234,17.2
12011010304,010304,0.26
12057012401,012401,7.55
12071001201,001201,1.49
12071001914,001914,4.05
12071040205,040205,9.58
12073002206,002206,5.13
12011020206,020206,4.34
12011020325,020325,5.21
12011030100,030100,2.21
12011030902,030902,0.78
12079110301,110301,3.68
12086002001,002001,1.98
12101032200,032200,17.58
12101033009,033009,19.53
12103020700,020700,1.33
12103022100,022100,0.42
12103023700,023700,1.02
12103024302,024302,1.88
12086004703,004703,0.77
12086010612,010612,1.16
12113010300,010300,12.76
12121970200,970200,3.92
12015020700,020700,2.33
12095013402,013402,4.14
12069031102,031102,6.51
12071001000,001000,1.46
12071001703,001703,1.47
12071010104,010104,10.86
12071010204,010204,2.52
12081000807,000807,4.27
12021010507,010507,2.4
12071030100,030100,10.64
12057011517,011517,7.06
12057011608,011608,2.98
12057011710,011710,1.68
12057012301,012301,1.45
12057012701,012701,10.92
12057013207,013207,6.35
12081001202,001202,2.57
12001001203,001203,1.42
12001001702,001702,0.9
12001002217,002217,0.88
12005000400,000400,11.1
12057013604,013604,6.99
12099003102,003102,3.26
12099003700,003700,3.83
12057013310,013310,2.52
12057013322,013322,2.8
12065250101,250101,1.26
12071010802,010802,4.61
12127091005,091005,7.9
12057011605,011605,1.46
12057011906,011906,0.87
12057012208,012208,2.31
12057013003,013003,10.38
12021010411,010411,1.94
12069030204,030204,0.81
12057013801,013801,11.22
12057013913,013913,14.82
12057013922,013922,8.19
12057014009,014009,17.29
12057014108,014108,14.95
12061050501,050501,9.79
12061050904,050904,14.26
12035060303,060303,9.75
12097043800,043800,24.4
12071010406,010406,7.98
12105011202,011202,0.71
12071040114,040114,4.17
12071040314,040314,16.08
12071050305,050305,13.22
12071060101,060101,4.67
12073000800,000800,0.81
12073002101,002101,2.08
12073002304,002304,5.63
12057011613,011613,0.18
12089050400,050400,1.07
12131950603,950603,14.76
12119910401,910401,5.0
12049970201,970201,6.15
12053040101,040101,18.86
12053041305,041305,9.68
12061050804,050804,5.42
12103027401,027401,4.77
12105014001,014001,3.87
12083000701,000701,8.44
12057011304,011304,1.64
12099000405,000405,4.94
12099000702,000702,1.52
12099001003,001003,1.05
12019030203,030203,4.88
12127091028,091028,1.38
12041950203,950203,7.15
12081002003,002003,3.38
12081002014,002014,11.58
12103026904,026904,3.2
12115002509,002509,9.81
12115002714,002714,11.63
12117020703,020703,5.5
12095015004,015004,2.95
12117020812,020812,3.84
12117021403,021403,4.96
12117021615,021615,1.19
12017451502,451502,3.8
12019030801,030801,1.1
12019031106,031106,16.02
12095013507,013507,1.88
12095014100,014100,2.96
12069030302,030302,4.77
12086000133,000133,0.83
12086000307,000307,1.7
12127083205,083205,2.5
12086003702,003702,1.45
12035060104,060104,11.96
12095012304,012304,2.16
12095012600,012600,1.21
12095013603,013603,3.18
12069030804,030804,1.59
12069031205,031205,3.16
12071001802,001802,3.05
12057011415,011415,3.91
12057011522,011522,5.2
12081001502,001502,2.34
12086015100,015100,4.61
12086018300,018300,4.42
12086020300,020300,2.43
12087970500,970500,0.25
12086004500,004500,2.11
12057011108,011108,3.71
12057012207,012207,3.09
12057004800,004800,1.37
12057006501,006501,4.03
12057010108,010108,10.72
12057010213,010213,7.12
12069030203,030203,3.21
12069030306,030306,5.49
12099007734,007734,2.21
12099007744,007744,1.86
12099007767,007767,1.6
12086004702,004702,1.93
12086005902,005902,1.03
12086006503,006503,1.34
12086007704,007704,1.34
12086008309,008309,1.95
12086009022,009022,1.96
12087980000,980000,38.09
12087972100,972100,0.96
12057013002,013002,8.44
12057013503,013503,3.59
12057013912,013912,10.49
12071020202,020202,8.0
12071040207,040207,15.15
12071050105,050105,2.97
12071050314,050314,11.28
12086001501,001501,1.94
12086003100,003100,0.55
12086003911,003911,3.92
12095015902,015902,0.18
12095016301,016301,1.67
12057013919,013919,6.89
12057014121,014121,13.3
12061050806,050806,11.37
12099003400,003400,4.16
12095016510,016510,1.7
12095016714,016714,4.5
12099000304,000304,1.75
12099000903,000903,0.61
12099001908,001908,2.45
12099002300,002300,0.87
12099006402,006402,1.83
12055961700,961700,18.89
12057000402,000402,2.56
12057002100,002100,0.4
12095016723,016723,2.49
12091020400,020400,2.96
12091023305,023305,6.87
12086013400,013400,1.82
12099004810,004810,4.42
12099005202,005202,0.48
12099005935,005935,2.32
12099006005,006005,3.81
12085001801,001801,5.49
12083000502,000502,21.44
12083002701,002701,18.59
12085001102,001102,8.42
12099007416,007416,6.28
12086000124,000124,0.78
12086000409,000409,1.57
12086001004,001004,1.42
12099007910,007910,9.08
12101030101,030101,8.65
12101031011,031011,1.81
12101031504,031504,4.1
12101032007,032007,1.77
12103025800,025800,0.62
12067960100,960100,19.86
12099007504,007504,3.25
12099007618,007618,0.71
12099007735,007735,4.34
12099007822,007822,12.82
12103027210,027210,3.51
12101031302,031302,2.24
12101031503,031503,2.15
12071040209,040209,16.15
12071040311,040311,12.31
12085001104,001104,3.62
12086009040,009040,2.28
12086009705,009705,1.41
12086009901,009901,1.95
12086010205,010205,1.65
12086010802,010802,0.52
12113010600,010600,0.59
12113010813,010813,9.2
12115000200,000200,0.48
12107950201,950201,11.95
12103026300,026300,2.49
12101032013,032013,0.59
12103021600,021600,0.56
12103022801,022801,0.65
12103024511,024511,5.33
12103027106,027106,3.08
