"","GEOID","count_in_range_buprenorphine","count_in_range_methadone","count_in_range_naltrexone.vivitrol","type_count"
"29854","92278",0,0,0,"0"
"29855","92280",0,0,0,"0"
"29856","92281",2,2,3,"3"
"29857","92282",20,2,18,"3"
"29858","92283",6,2,5,"3"
"29859","92284",0,0,2,"1"
"29860","92285",0,0,2,"1"
"29861","92301",2,2,5,"3"
"29862","92304",0,0,0,"0"
"29863","92305",0,0,1,"1"
"29864","92307",2,2,6,"3"
"29865","92308",2,2,6,"3"
"29866","92309",0,0,0,"0"
"29867","92310",0,0,0,"0"
"29868","92311",0,0,1,"1"
"29869","92313",28,8,43,"3"
"29870","92314",0,0,0,"0"
"29871","92315",0,0,0,"0"
"29872","92316",34,10,52,"3"
"29873","92320",16,4,17,"3"
"29874","92321",2,0,2,"2"
"29875","92322",2,0,4,"2"
"29876","92324",32,10,49,"3"
"29877","92325",4,2,8,"3"
"29878","92327",0,0,1,"1"
"29879","92332",0,0,0,"0"
"29880","92333",0,0,0,"0"
"29881","92335",34,10,50,"3"
"29882","92336",26,8,44,"3"
"29883","92337",34,10,50,"3"
"29884","92338",0,0,0,"0"
"29885","92339",2,0,3,"2"
"29886","92341",0,0,0,"0"
"29887","92342",0,0,0,"0"
"29888","92344",2,2,5,"3"
"29889","92345",2,2,5,"3"
"29890","92346",24,6,34,"3"
"29891","92347",0,0,1,"1"
"29892","92352",2,0,2,"2"
"29893","92354",24,6,35,"3"
"29894","92356",0,0,1,"1"
"29895","92358",2,0,4,"2"
"29896","92359",22,6,24,"3"
"29897","92363",0,0,2,"1"
"29898","92364",0,0,0,"0"
"29899","92365",0,0,0,"0"
"29900","92368",2,2,5,"3"
"29901","92371",2,2,5,"3"
"29902","92372",2,2,3,"3"
"29903","92373",26,6,31,"3"
"29904","92374",26,6,32,"3"
"29905","92376",28,8,43,"3"
"29906","92377",28,8,44,"3"
"29907","92378",2,0,5,"2"
"29908","92382",2,0,3,"2"
"29909","92384",0,0,0,"0"
"29910","92385",2,0,2,"2"
"29911","92386",0,0,0,"0"
"29912","92389",0,0,0,"0"
"29913","92391",2,0,5,"2"
"29914","92392",2,2,5,"3"
"29915","92394",2,2,5,"3"
"29916","92395",2,2,5,"3"
"29917","92397",0,0,0,"0"
"29918","92398",0,0,1,"1"
"29919","92399",16,4,17,"3"
"29920","92401",28,6,40,"3"
"29921","92404",24,6,38,"3"
"29922","92405",26,6,38,"3"
"29923","92407",24,6,36,"3"
"29924","92408",26,6,39,"3"
"29925","92410",28,6,40,"3"
"29926","92411",28,6,39,"3"
"29927","92501",32,10,50,"3"
"29928","92503",22,6,39,"3"
"29929","92504",28,8,44,"3"
"29930","92505",22,6,38,"3"
"29931","92506",28,8,42,"3"
"29932","92507",28,8,51,"3"
"29933","92508",18,4,35,"3"
"29934","92509",32,10,49,"3"
"29935","92518",16,4,29,"3"
"29936","92530",2,0,11,"2"
"29937","92532",6,0,18,"2"
"29938","92536",2,0,2,"2"
"29939","92539",0,0,0,"0"
"29940","92543",12,2,11,"3"
"29941","92544",8,2,5,"3"
"29942","92545",12,2,11,"3"
"29943","92548",12,2,15,"3"
"29944","92549",0,0,0,"0"
"29945","92551",18,6,27,"3"
"29946","92553",26,6,36,"3"
"29947","92555",26,6,31,"3"
"29948","92557",26,6,35,"3"
"29949","92561",0,0,0,"0"
"29950","92562",8,0,20,"2"
"29951","92563",8,0,18,"2"
"29952","92567",10,2,8,"3"
"29953","92570",6,0,12,"2"
"29954","92571",16,2,23,"3"
"29955","92582",12,2,11,"3"
"29956","92583",12,2,8,"3"
"29957","92584",12,2,18,"3"
"29958","92585",10,2,12,"3"
"29959","92586",14,2,20,"3"
"29960","92587",8,2,16,"3"
"29961","92590",8,0,17,"2"
"29962","92591",8,0,18,"2"
"29963","92592",8,0,17,"2"
"29964","92595",6,0,18,"2"
"29965","92596",14,2,18,"3"
"29966","92602",130,8,131,"3"
"29967","92603",134,6,136,"3"
"29968","92604",136,8,135,"3"
"29969","92606",138,10,136,"3"
"29970","92610",86,4,110,"3"
"29971","92612",142,10,144,"3"
"29972","92614",146,10,150,"3"
"29973","92617",142,10,141,"3"
"29974","92618",142,8,145,"3"
"29975","92620",132,8,138,"3"
"29976","92624",32,0,66,"2"
"29977","92625",124,6,132,"3"
"29978","92626",140,10,140,"3"
"29979","92627",140,10,139,"3"
"29980","92629",36,0,67,"2"
"29981","92630",106,4,130,"3"
"29982","92637",118,4,134,"3"
"29983","92646",124,10,106,"3"
"29984","92647",140,20,113,"3"
"29985","92648",128,14,106,"3"
"29986","92649",130,20,102,"3"
"29987","92651",74,2,105,"3"
"29988","92653",106,4,128,"3"
"29989","92655",148,26,118,"3"
"29990","92656",114,4,132,"3"
"29991","92657",128,6,138,"3"
"29992","92660",146,10,148,"3"
"29993","92661",108,4,102,"3"
"29994","92662",120,6,121,"3"
"29995","92663",138,10,132,"3"
"29996","92672",34,2,65,"3"
"29997","92673",28,0,55,"2"
"29998","92675",86,4,110,"3"
"29999","92676",20,2,27,"3"
"30000","92677",86,4,113,"3"
"30001","92678",8,0,15,"2"
"30002","92679",34,2,54,"3"
"30003","92683",148,26,118,"3"
"30004","92688",68,2,92,"3"
"30005","92691",88,4,115,"3"
"30006","92692",88,4,115,"3"
"30007","92694",84,4,106,"3"
"30008","92701",144,14,141,"3"
"30009","92703",134,14,120,"3"
"30010","92704",138,14,133,"3"
"30011","92705",138,14,134,"3"
"30012","92706",136,14,123,"3"
"30013","92707",142,14,138,"3"
"30014","92708",148,16,144,"3"
"30015","92780",144,14,141,"3"
"30016","92782",142,14,133,"3"
"30017","92801",142,32,113,"3"
"30018","92802",144,26,115,"3"
"30019","92804",140,26,106,"3"
"30020","92805",146,30,113,"3"
"30021","92806",150,26,126,"3"
"30022","92807",100,16,94,"3"
"30023","92808",80,12,73,"3"
"30024","92821",112,30,91,"3"
"30025","92823",98,28,67,"3"
"30026","92831",140,32,114,"3"
"30027","92832",146,34,111,"3"
"30028","92833",122,32,84,"3"
"30029","92835",114,32,89,"3"
"30030","92840",138,20,114,"3"
"30031","92841",138,24,109,"3"
"30032","92843",138,16,118,"3"
"30033","92844",148,32,110,"3"
"30034","92845",150,34,109,"3"
"30035","92860",26,8,44,"3"
"30036","92861",126,14,114,"3"
"30037","92865",134,18,115,"3"
"30038","92866",136,14,124,"3"
"30039","92867",134,16,119,"3"
"30040","92868",146,24,125,"3"
"30041","92869",130,14,112,"3"
"30042","92870",108,24,93,"3"
"30043","92879",18,6,29,"3"
"30044","92880",22,6,43,"3"
"30045","92881",18,4,32,"3"
"30046","92882",34,10,40,"3"
"30047","92883",2,0,16,"2"
"30048","92886",96,20,82,"3"
"30049","92887",88,16,81,"3"
"30050","93001",10,6,10,"3"
"30051","93003",12,6,13,"3"
"30052","93004",12,6,13,"3"
"30053","93010",22,8,26,"3"
"30054","93012",22,8,26,"3"
"30055","93013",12,6,7,"3"
"30056","93015",6,4,8,"3"
"30057","93021",16,4,23,"3"
"30058","93022",8,4,8,"3"
"30059","93023",4,4,4,"3"
"30060","93030",14,6,16,"3"
"30061","93033",10,6,10,"3"
"30062","93035",10,6,10,"3"
"30063","93036",16,6,22,"3"
"30064","93040",0,0,2,"1"
"30065","93041",10,6,10,"3"
"30066","93043",10,6,10,"3"
"30067","93060",10,6,10,"3"
"30068","93063",36,18,46,"3"
"30069","93064",8,4,10,"3"
"30070","93065",28,10,31,"3"
"30071","93066",16,6,24,"3"
"30072","93067",8,2,3,"3"
"30073","93101",8,2,3,"3"
"30074","93103",8,2,3,"3"
"30075","93105",8,2,3,"3"
"30076","93108",8,2,3,"3"
"30077","93109",8,2,3,"3"
"30078","93110",8,2,3,"3"
"30079","93111",8,2,3,"3"
"30080","93117",8,2,3,"3"
"30081","93201",0,0,0,"0"
"30082","93202",0,0,1,"1"
"30083","93203",4,2,0,"2"
"30084","93204",0,0,0,"0"
"30085","93205",0,0,0,"0"
"30086","93206",0,0,0,"0"
"30087","93207",0,0,0,"0"
"30088","93208",0,0,0,"0"
"30089","93210",0,0,0,"0"
"30090","93212",0,0,0,"0"
"30091","93215",2,2,0,"2"
"30092","93218",2,2,0,"2"
"30093","93219",4,4,0,"2"
"30094","93220",8,6,5,"3"
"30095","93221",4,4,1,"3"
"30096","93222",0,0,0,"0"
"30097","93223",2,2,1,"3"
"30098","93224",0,0,0,"0"
"30099","93225",0,0,0,"0"
"30100","93226",0,0,0,"0"
"30101","93230",0,0,1,"1"
"30102","93234",0,0,0,"0"
"30103","93235",2,2,1,"3"
"30104","93238",0,0,0,"0"
"30105","93239",0,0,0,"0"
"30106","93240",0,0,0,"0"
"30107","93241",8,6,5,"3"
"30108","93242",0,0,0,"0"
"30109","93243",0,0,0,"0"
"30110","93244",0,0,1,"1"
"30111","93245",0,0,0,"0"
"30112","93247",4,4,1,"3"
"30113","93249",0,0,0,"0"
"30114","93250",6,6,3,"3"
"30115","93251",0,0,0,"0"
"30116","93252",0,0,0,"0"
"30117","93254",0,0,0,"0"
"30118","93255",0,0,0,"0"
"30119","93256",4,4,1,"3"
"30120","93257",2,2,0,"2"
"30121","93258",4,4,0,"2"
"30122","93260",0,0,0,"0"
"30123","93261",4,4,0,"2"
"30124","93262",0,0,0,"0"
"30125","93263",4,4,4,"3"
"30126","93265",2,2,0,"2"
"30127","93266",0,0,0,"0"
"30128","93267",4,4,0,"2"
"30129","93268",0,0,0,"0"
"30130","93270",2,2,0,"2"
"30131","93271",0,0,0,"0"
"30132","93272",6,6,1,"3"
"30133","93274",2,2,1,"3"
"30134","93276",0,0,0,"0"
"30135","93277",2,2,1,"3"
"30136","93280",2,2,0,"2"
"30137","93283",0,0,0,"0"
"30138","93285",0,0,0,"0"
"30139","93286",0,0,1,"1"
"30140","93287",0,0,0,"0"
"30141","93291",2,2,1,"3"
"30142","93292",2,2,1,"3"
"30143","93301",8,6,5,"3"
"30144","93304",8,6,5,"3"
"30145","93305",8,6,5,"3"
"30146","93306",8,6,5,"3"
"30147","93307",8,6,5,"3"
"30148","93308",8,6,5,"3"
"30149","93309",8,6,5,"3"
"30150","93311",8,6,5,"3"
"30151","93312",8,6,5,"3"
"30152","93313",8,6,5,"3"
"30153","93314",8,6,5,"3"
"30154","93401",14,2,19,"3"
"30155","93402",2,0,7,"2"
"30156","93405",14,2,19,"3"
"30157","93410",14,2,18,"3"
"30158","93420",16,2,19,"3"
"30159","93422",8,2,8,"3"
"30160","93424",10,0,18,"2"
"30161","93426",0,0,0,"0"
"30162","93427",2,0,2,"2"
"30163","93428",0,0,0,"0"
"30164","93429",0,0,0,"0"
"30165","93430",6,2,6,"3"
"30166","93432",0,0,0,"0"
"30167","93433",16,2,19,"3"
"30168","93434",14,2,14,"3"
"30169","93436",2,0,1,"2"
"30170","93437",2,0,1,"2"
"30171","93440",6,2,2,"3"
"30172","93441",0,0,1,"1"
"30173","93442",6,2,6,"3"
"30174","93444",14,2,14,"3"
"30175","93445",16,2,19,"3"
"30176","93446",6,2,3,"3"
"30177","93449",16,2,19,"3"
"30178","93450",0,0,0,"0"
"30179","93451",2,0,2,"2"
"30180","93452",0,0,0,"0"
"30181","93453",0,0,0,"0"
"30182","93454",14,2,14,"3"
"30183","93455",12,2,8,"3"
"30184","93458",14,2,14,"3"
"30185","93460",0,0,1,"1"
"30186","93461",0,0,0,"0"
"30187","93463",0,0,1,"1"
"30188","93465",6,2,3,"3"
"30189","93501",0,0,0,"0"
"30190","93505",0,0,0,"0"
"30191","93510",8,6,6,"3"
"30192","93512",0,0,0,"0"
"30193","93513",2,0,2,"2"
"30194","93514",2,0,2,"2"
"30195","93516",0,0,0,"0"
"30196","93517",0,0,0,"0"
"30197","93518",0,0,0,"0"
"30198","93519",0,0,0,"0"
"30199","93523",0,0,0,"0"
"30200","93524",0,0,0,"0"
"30201","93526",0,0,0,"0"
"30202","93527",0,0,0,"0"
"30203","93528",0,0,0,"0"
"30204","93529",0,0,0,"0"
"30205","93531",0,0,0,"0"
"30206","93532",2,0,1,"2"
"30207","93534",6,6,4,"3"
"30208","93535",6,6,4,"3"
"30209","93536",8,6,4,"3"
"30210","93541",0,0,0,"0"
"30211","93543",4,4,2,"3"
"30212","93544",0,0,0,"0"
"30213","93545",0,0,0,"0"
"30214","93546",0,0,1,"1"
"30215","93549",0,0,0,"0"
"30216","93550",6,6,4,"3"
"30217","93551",6,6,4,"3"
"30218","93552",6,6,4,"3"
"30219","93553",4,4,1,"3"
"30220","93554",0,0,0,"0"
"30221","93555",0,0,0,"0"
"30222","93558",0,0,0,"0"
"30223","93560",0,0,1,"1"
"30224","93561",0,0,0,"0"
"30225","93562",0,0,0,"0"
"30226","93563",0,0,0,"0"
"30227","93591",0,0,0,"0"
"30228","93601",0,0,1,"1"
"30229","93602",0,0,0,"0"
"30230","93603",0,0,0,"0"
"30231","93604",0,0,1,"1"
"30232","93605",0,0,0,"0"
"30233","93606",4,4,2,"3"
"30234","93608",0,0,0,"0"
"30235","93609",10,8,3,"3"
"30236","93610",2,2,0,"2"
"30237","93611",16,10,13,"3"
"30238","93612",16,10,13,"3"
"30239","93614",0,0,1,"1"
"30240","93615",0,0,1,"1"
"30241","93616",12,10,7,"3"
"30242","93618",0,0,1,"1"
"30243","93619",16,10,13,"3"
"30244","93620",0,0,0,"0"
"30245","93621",0,0,0,"0"
"30246","93622",0,0,0,"0"
"30247","93623",0,0,1,"1"
"30248","93624",0,0,0,"0"
"30249","93625",16,10,13,"3"
"30250","93626",0,0,0,"0"
"30251","93627",0,0,0,"0"
"30252","93628",0,0,0,"0"
"30253","93630",8,6,3,"3"
"30254","93631",12,10,4,"3"
"30255","93633",0,0,0,"0"
"30256","93634",0,0,0,"0"
"30257","93635",0,0,0,"0"
"30258","93636",0,0,0,"0"
"30259","93637",4,4,2,"3"
"30260","93638",2,2,1,"3"
"30261","93640",0,0,0,"0"
"30262","93641",0,0,0,"0"
"30263","93643",0,0,0,"0"
"30264","93644",0,0,1,"1"
"30265","93645",0,0,0,"0"
"30266","93646",0,0,0,"0"
"30267","93647",0,0,0,"0"
"30268","93648",12,10,4,"3"
"30269","93650",16,10,13,"3"
"30270","93651",0,0,0,"0"
"30271","93652",10,8,2,"3"
"30272","93653",0,0,1,"1"
"30273","93654",4,4,2,"3"
"30274","93656",0,0,0,"0"
"30275","93657",16,10,13,"3"
"30276","93660",0,0,0,"0"
"30277","93662",14,10,10,"3"
"30278","93664",0,0,0,"0"
"30279","93665",0,0,0,"0"
"30280","93666",0,0,1,"1"
"30281","93667",0,0,0,"0"
"30282","93668",0,0,0,"0"
"30283","93669",0,0,1,"1"
"30284","93673",4,4,1,"3"
"30285","93675",0,0,0,"0"
"30286","93701",16,10,13,"3"
"30287","93702",16,10,13,"3"
"30288","93703",16,10,13,"3"
"30289","93704",16,10,13,"3"
"30290","93705",16,10,13,"3"
"30291","93706",16,10,13,"3"
"30292","93710",16,10,13,"3"
"30293","93711",16,10,13,"3"
"30294","93720",16,10,13,"3"
"30295","93721",16,10,13,"3"
"30296","93722",16,10,13,"3"
"30297","93723",16,10,13,"3"
"30298","93725",16,10,13,"3"
"30299","93726",16,10,13,"3"
"30300","93727",16,10,13,"3"
"30301","93728",16,10,13,"3"
"30302","93730",16,10,13,"3"
"30303","93901",4,4,9,"3"
"30304","93905",4,4,9,"3"
"30305","93906",4,4,6,"3"
"30306","93907",6,6,9,"3"
"30307","93908",4,4,6,"3"
"30308","93920",0,0,0,"0"
"30309","93921",6,4,9,"3"
"30310","93923",2,0,6,"2"
"30311","93924",4,4,7,"3"
"30312","93925",4,4,7,"3"
"30313","93926",4,4,7,"3"
"30314","93927",0,0,1,"1"
"30315","93928",0,0,0,"0"
"30316","93930",0,0,1,"1"
"30317","93932",0,0,0,"0"
"30318","93933",8,6,13,"3"
"30319","93940",6,4,10,"3"
"30320","93943",6,4,10,"3"
"30321","93950",2,0,6,"2"
"30322","93953",2,0,6,"2"
"30323","93954",0,0,0,"0"
"30324","93955",6,4,10,"3"
"30325","93960",0,0,1,"1"
"30326","93962",4,4,9,"3"
"30327","94002",8,6,21,"3"
"30328","94005",36,16,29,"3"
"30329","94010",30,14,27,"3"
"30330","94014",36,16,27,"3"
"30331","94015",36,16,29,"3"
"30332","94019",0,0,6,"1"
"30333","94020",0,0,0,"0"
"30334","94021",0,0,0,"0"
"30335","94022",12,6,36,"3"
"30336","94024",14,6,38,"3"
"30337","94025",12,6,29,"3"
"30338","94027",6,0,24,"2"
"30339","94028",8,4,20,"3"
"30340","94030",28,14,27,"3"
"30341","94037",8,6,8,"3"
"30342","94038",4,4,5,"3"
"30343","94040",14,6,38,"3"
"30344","94041",14,6,39,"3"
"30345","94043",14,6,40,"3"
"30346","94044",28,14,22,"3"
"30347","94060",0,0,0,"0"
"30348","94061",6,0,23,"2"
"30349","94062",8,4,23,"3"
"30350","94063",12,6,30,"3"
"30351","94065",8,6,20,"3"
"30352","94066",30,14,28,"3"
"30353","94070",12,6,25,"3"
"30354","94074",0,0,0,"0"
"30355","94080",28,14,25,"3"
"30356","94085",14,6,39,"3"
"30357","94086",12,6,37,"3"
"30358","94087",14,6,39,"3"
"30359","94089",16,6,41,"3"
"30360","94102",50,28,40,"3"
"30361","94103",48,26,37,"3"
"30362","94104",48,26,38,"3"
"30363","94105",48,26,38,"3"
"30364","94107",48,26,37,"3"
"30365","94108",48,26,37,"3"
"30366","94109",50,28,40,"3"
"30367","94110",46,24,36,"3"
"30368","94111",48,26,37,"3"
"30369","94112",42,22,33,"3"
"30370","94114",48,26,40,"3"
"30371","94115",48,26,39,"3"
"30372","94116",30,14,27,"3"
"30373","94117",48,26,39,"3"
"30374","94118",42,22,32,"3"
"30375","94121",38,18,29,"3"
"30376","94122",38,18,32,"3"
"30377","94123",48,26,40,"3"
"30378","94124",44,22,34,"3"
"30379","94127",40,20,30,"3"
"30380","94128",28,14,26,"3"
"30381","94129",42,22,29,"3"
"30382","94130",48,26,30,"3"
"30383","94131",40,20,31,"3"
"30384","94132",36,16,30,"3"
"30385","94133",50,28,40,"3"
"30386","94134",42,22,33,"3"
"30387","94158",48,26,37,"3"
"30388","94301",16,8,39,"3"
"30389","94303",16,8,41,"3"
"30390","94304",8,4,25,"3"
"30391","94305",10,4,29,"3"
"30392","94306",14,6,35,"3"
"30393","94401",34,16,36,"3"
"30394","94402",26,16,30,"3"
"30395","94403",26,16,30,"3"
"30396","94404",22,14,24,"3"
"30397","94501",52,28,33,"3"
"30398","94502",40,22,25,"3"
"30399","94503",14,6,15,"3"
"30400","94505",2,2,4,"3"
"30401","94506",8,0,19,"2"
"30402","94507",20,4,28,"3"
"30403","94508",2,0,1,"2"
"30404","94509",6,2,15,"3"
"30405","94510",16,8,18,"3"
"30406","94511",2,2,3,"3"
"30407","94512",0,0,0,"0"
"30408","94513",2,2,5,"3"
"30409","94514",2,2,6,"3"
"30410","94515",2,0,1,"2"
"30411","94516",6,2,5,"3"
"30412","94517",6,2,13,"3"
"30413","94518",22,6,26,"3"
"30414","94519",16,4,19,"3"
"30415","94520",26,8,29,"3"
"30416","94521",6,2,14,"3"
"30417","94523",26,8,29,"3"
"30418","94525",26,10,22,"3"
"30419","94526",18,2,30,"3"
"30420","94528",8,0,19,"2"
"30421","94530",54,28,37,"3"
"30422","94531",6,2,11,"3"
"30423","94533",8,4,9,"3"
"30424","94534",10,4,10,"3"
"30425","94535",6,2,5,"3"
"30426","94536",16,14,24,"3"
"30427","94538",16,12,34,"3"
"30428","94539",24,12,48,"3"
"30429","94541",28,14,30,"3"
"30430","94542",24,12,26,"3"
"30431","94544",24,12,35,"3"
"30432","94545",24,12,37,"3"
"30433","94546",30,14,31,"3"
"30434","94547",24,10,19,"3"
"30435","94548",2,2,5,"3"
"30436","94549",40,18,35,"3"
"30437","94550",8,2,18,"3"
"30438","94551",8,2,17,"3"
"30439","94552",26,12,28,"3"
"30440","94553",16,6,22,"3"
"30441","94555",24,18,28,"3"
"30442","94556",18,6,16,"3"
"30443","94558",8,4,8,"3"
"30444","94559",8,4,8,"3"
"30445","94560",20,16,29,"3"
"30446","94561",6,2,11,"3"
"30447","94563",50,24,41,"3"
"30448","94564",36,16,28,"3"
"30449","94565",6,2,15,"3"
"30450","94566",16,8,21,"3"
"30451","94567",0,0,0,"0"
"30452","94568",16,8,23,"3"
"30453","94569",10,4,16,"3"
"30454","94571",2,2,1,"3"
"30455","94572",24,10,20,"3"
"30456","94573",2,0,4,"2"
"30457","94574",2,0,3,"2"
"30458","94575",20,8,16,"3"
"30459","94576",2,0,1,"2"
"30460","94577",44,22,36,"3"
"30461","94578",30,16,32,"3"
"30462","94579",28,14,28,"3"
"30463","94580",28,14,30,"3"
"30464","94582",10,2,21,"3"
"30465","94583",16,6,26,"3"
"30466","94585",8,4,9,"3"
"30467","94586",14,6,24,"3"
"30468","94587",20,12,24,"3"
"30469","94588",16,8,25,"3"
"30470","94589",16,6,16,"3"
"30471","94590",14,6,17,"3"
"30472","94591",14,6,19,"3"
"30473","94592",12,6,13,"3"
"30474","94595",28,12,32,"3"
"30475","94596",28,12,32,"3"
"30476","94597",32,14,33,"3"
"30477","94598",26,10,27,"3"
"30478","94599",4,2,4,"3"
"30479","94601",54,28,38,"3"
"30480","94602",56,28,40,"3"
"30481","94603",40,22,31,"3"
"30482","94605",50,26,33,"3"
"30483","94606",52,28,34,"3"
"30484","94607",58,30,42,"3"
"30485","94608",56,30,41,"3"
"30486","94609",58,32,43,"3"
"30487","94610",58,30,40,"3"
"30488","94611",54,28,38,"3"
"30489","94612",58,30,41,"3"
"30490","94613",50,26,32,"3"
"30491","94618",54,28,39,"3"
"30492","94619",54,28,40,"3"
"30493","94621",50,26,33,"3"
"30494","94702",52,30,37,"3"
"30495","94703",52,28,39,"3"
"30496","94704",50,26,33,"3"
"30497","94705",54,28,38,"3"
"30498","94706",54,28,38,"3"
"30499","94707",48,26,29,"3"
"30500","94708",36,20,22,"3"
"30501","94709",48,26,33,"3"
"30502","94710",58,32,42,"3"
"30503","94720",52,26,35,"3"
"30504","94801",48,26,33,"3"
"30505","94803",28,14,24,"3"
"30506","94804",54,28,39,"3"
"30507","94805",54,28,40,"3"
"30508","94806",42,20,30,"3"
"30509","94850",56,30,44,"3"
"30510","94901",26,8,27,"3"
"30511","94903",8,4,15,"3"
"30512","94904",26,12,25,"3"
"30513","94920",28,12,26,"3"
"30514","94922",8,2,6,"3"
"30515","94923",2,0,3,"2"
"30516","94924",0,0,0,"0"
"30517","94925",32,16,28,"3"
"30518","94928",12,2,11,"3"
"30519","94929",0,0,0,"0"
"30520","94930",8,4,12,"3"
"30521","94931",12,2,13,"3"
"30522","94933",4,2,5,"3"
"30523","94937",0,0,0,"0"
"30524","94938",4,2,4,"3"
"30525","94939",30,12,27,"3"
"30526","94940",0,0,0,"0"
"30527","94941",32,16,28,"3"
"30528","94945",6,2,13,"3"
"30529","94946",2,0,1,"2"
"30530","94947",6,2,13,"3"
"30531","94949",8,4,14,"3"
"30532","94950",2,0,0,"1"
"30533","94951",12,2,13,"3"
"30534","94952",10,2,7,"3"
"30535","94954",14,4,17,"3"
"30536","94956",2,0,0,"1"
"30537","94957",10,6,17,"3"
"30538","94960",8,4,13,"3"
"30539","94963",4,2,5,"3"
"30540","94964",32,12,28,"3"
"30541","94965",34,18,28,"3"
"30542","94970",0,0,4,"1"
"30543","94971",4,0,4,"2"
"30544","94972",2,0,3,"2"
"30545","94973",4,2,5,"3"
"30546","95002",18,8,40,"3"
"30547","95003",4,4,5,"3"
"30548","95004",10,8,10,"3"
"30549","95005",2,2,4,"3"
"30550","95006",0,0,0,"0"
"30551","95007",2,2,3,"3"
"30552","95008",14,6,33,"3"
"30553","95010",4,4,5,"3"
"30554","95012",8,6,12,"3"
"30555","95013",14,8,27,"3"
"30556","95014",14,6,36,"3"
"30557","95017",2,2,2,"3"
"30558","95018",2,2,4,"3"
"30559","95019",4,4,5,"3"
"30560","95020",8,4,8,"3"
"30561","95023",4,2,3,"3"
"30562","95030",12,6,31,"3"
"30563","95032",12,6,34,"3"
"30564","95033",14,8,29,"3"
"30565","95035",16,8,39,"3"
"30566","95037",6,4,15,"3"
"30567","95039",10,8,16,"3"
"30568","95041",2,2,4,"3"
"30569","95043",0,0,0,"0"
"30570","95045",10,8,11,"3"
"30571","95046",6,4,13,"3"
"30572","95050",14,6,36,"3"
"30573","95051",14,6,37,"3"
"30574","95053",16,6,38,"3"
"30575","95054",16,6,39,"3"
"30576","95060",4,4,5,"3"
"30577","95062",4,4,5,"3"
"30578","95064",2,2,4,"3"
"30579","95065",4,4,5,"3"
"30580","95066",4,2,7,"3"
"30581","95070",14,6,34,"3"
"30582","95073",4,4,5,"3"
"30583","95075",2,0,2,"2"
"30584","95076",4,4,5,"3"
"30585","95110",12,6,34,"3"
"30586","95111",14,8,33,"3"
"30587","95112",14,6,36,"3"
"30588","95113",14,6,36,"3"
"30589","95116",12,6,34,"3"
"30590","95117",14,6,36,"3"
"30591","95118",14,8,34,"3"
"30592","95119",14,8,30,"3"
"30593","95120",14,8,31,"3"
"30594","95121",14,8,35,"3"
"30595","95122",14,8,35,"3"
"30596","95123",14,8,33,"3"
"30597","95124",14,8,35,"3"
"30598","95125",14,8,35,"3"
"30599","95126",14,6,33,"3"
"30600","95127",12,6,34,"3"
"30601","95128",14,6,34,"3"
"30602","95129",14,6,37,"3"
"30603","95130",14,6,32,"3"
"30604","95131",16,8,39,"3"
"30605","95132",14,6,35,"3"
"30606","95133",14,6,36,"3"
"30607","95134",18,8,40,"3"
"30608","95135",14,8,31,"3"
"30609","95136",14,8,33,"3"
"30610","95138",14,8,31,"3"
"30611","95139",14,8,30,"3"
"30612","95140",0,0,0,"0"
"30613","95148",14,8,33,"3"
"30614","95202",10,12,5,"3"
"30615","95203",10,12,5,"3"
"30616","95204",10,12,5,"3"
"30617","95205",10,12,5,"3"
"30618","95206",10,12,5,"3"
"30619","95207",10,12,4,"3"
"30620","95209",8,10,3,"3"
"30621","95210",10,12,4,"3"
"30622","95211",10,12,5,"3"
"30623","95212",10,12,4,"3"
"30624","95215",10,12,4,"3"
"30625","95219",8,10,3,"3"
"30626","95220",8,8,5,"3"
"30627","95222",6,0,2,"2"
"30628","95223",0,0,0,"0"
"30629","95224",2,0,0,"1"
"30630","95225",0,0,0,"0"
"30631","95226",0,0,0,"0"
"30632","95227",2,2,1,"3"
"30633","95228",6,0,2,"2"
"30634","95230",0,0,0,"0"
"30635","95231",8,10,4,"3"
"30636","95232",0,0,0,"0"
"30637","95233",2,0,0,"1"
"30638","95234",0,0,0,"0"
"30639","95236",0,2,0,"1"
"30640","95237",4,6,2,"3"
"30641","95240",8,10,3,"3"
"30642","95242",8,10,3,"3"
"30643","95245",0,0,0,"0"
"30644","95246",0,0,0,"0"
"30645","95247",2,0,0,"1"
"30646","95248",0,0,0,"0"
"30647","95249",2,0,0,"1"
"30648","95250",0,0,0,"0"
"30649","95251",2,0,0,"1"
"30650","95252",0,0,0,"0"
"30651","95254",0,0,0,"0"
"30652","95255",0,0,0,"0"
"30653","95257",0,0,0,"0"
"30654","95258",6,8,3,"3"
"30655","95301",2,2,1,"3"
"30656","95303",0,0,1,"1"
"30657","95304",6,8,4,"3"
"30658","95305",0,0,0,"0"
"30659","95306",0,0,0,"0"
"30660","95307",6,6,4,"3"
"30661","95310",2,0,2,"2"
"30662","95311",0,0,0,"0"
"30663","95312",2,2,1,"3"
"30664","95313",0,0,1,"1"
"30665","95314",0,0,0,"0"
"30666","95315",2,2,1,"3"
"30667","95316",0,0,1,"1"
"30668","95317",2,2,0,"2"
"30669","95318",0,0,0,"0"
"30670","95319",4,4,3,"3"
"30671","95320",6,6,3,"3"
"30672","95321",0,0,0,"0"
"30673","95322",0,0,0,"0"
