GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C7L001,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C9E001,C9E002,C9E003,C9E004,C9E005,C67001,C67002,C67003,C67004,C67005,C67006,C67007,C67008,C67009,C67010,C67011,C67012,C67013,C67014,C67015,C67016,C67017,C67018,C67019,C67020,C67021,C67022,C67023,C67024,C67025,C67026
"G5107350","1980","F","3","5","Virginia","51","5680","Poquoson City","735",,,,,,,,,,,,,"E",,,,,,,,"POQUOSON CITY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",8726,8623,25,8,0,0,12,15,1,9,14,0,1,1,0,17,8680,7,16,4,19,120,209,221,123,131,479,712,188,221,249,203,159,128,126,120,309,511,776,1526,1011,329,133,150,394,167,31
"G5107400","1980","F","3","5","Virginia","51","5720","Portsmouth City","740",,,,,,,,,,,,,"D",,,,,,,,"PORTSMOUTH CITY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",104577,56190,47185,172,1,0,51,88,455,29,35,35,18,4,3,311,103535,411,143,58,430,1923,3374,3255,1644,1477,4694,6277,1690,1833,1913,1944,1834,1975,2124,2131,6349,9346,7319,10025,10320,6498,2325,3065,7193,3226,823
"G5107500","1980","F","3","5","Virginia","51",,"Radford City","750",,,,,,,,,,,,,"03",,,,,,,,"RADFORD CITY","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0",13225,12250,860,8,1,1,5,16,10,5,19,2,0,0,1,47,13133,30,9,19,34,90,198,210,104,119,456,610,145,152,157,150,758,1082,970,899,1123,812,749,1097,1078,525,239,296,757,365,84
"G5107600","1980","F","3","5","Virginia","51","6760","Richmond City","760",,,,,,,,,,,,,"C",,,,,,,,"RICHMOND CITY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",219214,104743,112357,352,3,2,75,264,81,146,139,226,34,2,9,781,217004,1001,252,148,809,3183,5379,4696,2383,2273,7625,10943,2882,3130,3278,3253,4166,4778,4928,5198,15782,24017,16718,20003,20655,12035,4792,6279,18604,9494,2740
"G5107700","1980","F","3","5","Virginia","51","6800","Roanoke City","770",,,,,,,,,,,,,"A",,,,,,,,"ROANOKE CITY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",100220,77494,22040,73,0,0,24,44,90,33,41,62,14,2,2,301,99539,371,45,20,245,1331,2556,2478,1169,1243,4231,5468,1376,1477,1500,1586,1578,1529,1627,1604,5679,9221,7625,9477,10337,6089,2270,3091,8984,5251,1443
"G5107750","1980","F","3","5","Virginia","51","6800","Salem City","775",,,,,,,,,,,,,"A",,,,,,,,"SALEM CITY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",23958,22770,1063,24,0,0,3,20,8,24,14,4,1,0,0,27,23859,33,7,11,48,251,471,502,215,279,915,1336,351,369,397,415,472,597,572,513,1268,1948,1781,2746,2749,1510,513,674,1842,954,318
"G5107800","1980","F","3","5","Virginia","51",,"South Boston City","780",,,,,,,,,,,,,"07",,,,,,,,"SOUTH BOSTON CITY","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0",7093,4479,2562,5,0,0,7,0,14,9,6,3,0,0,0,8,7040,34,1,0,18,101,166,183,95,99,330,451,120,116,141,112,100,80,90,92,303,516,509,740,760,456,183,229,656,348,117
"G5107900","1980","F","3","5","Virginia","51",,"Staunton City","790",,,,,,,,,,,,,"04",,,,,,,,"STAUNTON CITY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",21857,19295,2461,26,0,0,3,8,13,8,12,2,1,1,0,27,21741,49,20,6,41,241,453,467,237,208,800,1059,308,326,358,387,424,521,469,432,1090,1641,1609,2471,2543,1328,503,692,1992,972,326
"G5108000","1980","F","3","5","Virginia","51","5720","Suffolk City","800",,,,,,,,,,,,,"10",,,,,,,,"SUFFOLK CITY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",47621,24735,22682,57,0,0,8,21,28,12,30,1,7,1,1,38,47272,224,20,11,94,662,1365,1349,692,661,2351,3190,852,977,964,1009,918,792,802,703,2247,3490,3344,5438,5165,2744,1026,1413,3541,1503,423
"G5108100","1980","F","3","5","Virginia","51","5720","Virginia Beach City","810",,,,,,,,,,,,,"D",,,,,,,,"VIRGINIA BEACH CITY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",262199,226788,26291,606,14,13,334,412,4878,271,239,234,87,72,43,1917,257039,1352,989,247,2572,4441,7969,7906,3940,4030,13888,18630,4635,4900,5060,5130,5356,5988,6162,5912,17376,26319,25365,35872,24789,9989,2992,3637,7683,3260,970
"G5108200","1980","F","3","5","Virginia","51",,"Waynesboro City","820",,,,,,,,,,,,,"04",,,,,,,,"WAYNESBORO CITY","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",15329,13964,1294,12,0,0,3,14,4,3,7,4,2,0,0,22,15238,41,11,6,33,193,381,374,176,187,636,947,210,283,299,295,293,214,215,226,819,1159,1067,1803,1798,940,383,525,1286,490,130
"G5108300","1980","F","3","5","Virginia","51","5680","Williamsburg City","830",,,,,,,,,,,,,"08",,,,,,,,"WILLIAMSBURG CITY","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1",9870,8624,1031,10,2,0,28,44,20,16,21,4,2,0,0,68,9764,19,14,18,55,58,82,78,37,46,130,183,52,71,55,101,723,1116,1043,988,1165,794,380,526,537,366,130,184,608,320,97
"G5108400","1980","F","3","5","Virginia","51",,"Winchester City","840",,,,,,,,,,,,,"04",,,,,,,,"WINCHESTER CITY","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",20217,18262,1795,13,0,0,9,17,3,30,9,29,2,0,0,48,20103,42,18,18,36,297,467,463,225,206,704,1051,294,313,318,328,366,413,433,443,1206,1627,1423,2070,2245,1177,464,631,1791,978,284
"G5300010","1980","A","4","9","Washington","53",,"Adams","001",,,,,,,,,,,,,"07",,,,,,,,"ADAMS COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",13267,11339,36,59,2,0,29,10,15,9,3,2,2,0,0,1761,10314,2869,3,0,81,299,557,530,236,220,726,943,247,293,278,296,208,190,167,189,646,1146,934,1439,1349,659,218,343,688,350,116
"G5300030","1980","A","4","9","Washington","53",,"Asotin","003",,,,,,,,,,,,,"07",,,,,,,,"ASOTIN COUNTY","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",16823,16514,20,156,5,4,3,14,8,17,1,3,7,0,0,71,16666,81,3,7,66,280,532,496,242,276,798,1129,278,289,299,289,272,245,238,255,877,1431,1205,1784,1594,788,321,507,1400,752,246
"G5300050","1980","A","4","9","Washington","53","6740","Benton","005",,,,,,,,,,,,,"06",,,,,,,,"BENTON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",109444,103107,857,763,15,1,231,317,233,114,337,161,45,9,11,3243,104846,3768,43,29,758,2174,3729,3780,1760,1748,5588,7464,1818,2057,2078,2080,1881,1729,1754,1781,6443,11242,9805,13887,10715,4847,1640,2225,4908,1798,513
"G5300070","1980","A","4","9","Washington","53",,"Chelan","007",,,,,,,,,,,,,"05",,,,,,,,"CHELAN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",45061,43701,47,347,8,3,31,25,27,19,14,40,36,10,2,751,43693,1174,10,6,178,716,1282,1134,551,549,1776,2598,666,736,785,836,782,691,726,696,2159,3770,3213,4957,4615,2564,1068,1363,3978,2182,668
"G5300090","1980","A","4","9","Washington","53",,"Clallam","009",,,,,,,,,,,,,"01",,,,,,,,"CLALLAM COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",51648,48674,114,2067,24,22,53,41,98,86,21,81,21,3,2,341,51001,338,48,6,255,928,1595,1486,728,701,2215,3103,759,755,826,870,889,855,813,740,2689,4537,3996,5359,4704,2823,1197,1768,4687,2067,558
"G5300110","1980","A","4","9","Washington","53","6440","Clark","011",,,,,,,,,,,,,"C",,,,,,,,"CLARK COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",192227,184827,1682,1460,23,38,301,323,405,463,126,402,118,123,33,1903,189168,1669,108,31,1251,3444,6537,6344,3142,2996,10110,13967,3349,3532,3587,3564,3255,3100,2982,2916,9686,17585,17915,24030,17027,8285,3145,4350,10979,4895,1505
"G5300130","1980","A","4","9","Washington","53",,"Columbia","013",,,,,,,,,,,,,"07",,,,,,,,"COLUMBIA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",4057,3937,0,29,0,0,3,5,3,2,3,2,0,1,0,72,3944,100,3,0,10,64,105,97,55,52,173,264,65,61,82,74,48,41,29,33,116,285,287,434,430,264,116,155,414,238,75
"G5300150","1980","A","4","9","Washington","53",,"Cowlitz","015",,,,,,,,,,,,,"04",,,,,,,,"COWLITZ COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",79548,76964,191,942,13,9,83,72,148,66,25,368,42,6,1,618,78481,543,27,15,482,1394,2597,2601,1239,1218,4087,5250,1320,1317,1476,1475,1353,1339,1253,1198,4070,7025,6623,9158,7633,3862,1390,2059,5393,2436,782
"G5300170","1980","A","4","9","Washington","53",,"Douglas","017",,,,,,,,,,,,,"07",,,,,,,,"DOUGLAS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",22144,21538,20,168,5,5,34,6,20,12,3,10,6,1,0,316,21492,557,6,2,87,398,742,702,351,318,1057,1481,359,386,452,426,346,329,340,279,1043,1910,1872,2756,2264,1088,465,515,1489,623,153
"G5300190","1980","A","4","9","Washington","53",,"Ferry","019",,,,,,,,,,,,,"08",,,,,,,,"FERRY COUNTY","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0",5811,4759,32,978,3,2,1,1,0,4,0,0,0,0,0,31,5750,34,1,0,26,117,231,214,103,94,330,371,105,101,143,148,130,92,88,92,292,566,478,666,486,249,103,122,331,118,41
"G5300210","1980","A","4","9","Washington","53","6740","Franklin","021",,,,,,,,,,,,,"07",,,,,,,,"FRANKLIN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",35025,30025,1452,232,0,2,66,31,66,31,35,87,12,2,0,2984,29613,5081,25,4,302,904,1566,1361,723,609,1910,2208,552,594,618,609,616,659,624,641,2118,3529,2711,3311,3286,1783,613,819,1722,713,226
"G5300230","1980","A","4","9","Washington","53",,"Garfield","023",,,,,,,,,,,,,"07",,,,,,,,"GARFIELD COUNTY","0","0","0","1","1","1","1","0","0","0","0","0","1","1","1","0","0","0","1","1","0",2468,2451,0,2,0,0,1,0,0,2,0,0,0,2,5,5,2462,1,0,0,5,40,83,70,43,36,93,147,39,34,45,47,43,18,20,22,86,164,159,247,287,158,63,109,235,127,53
"G5300250","1980","A","4","9","Washington","53",,"Grant","025",,,,,,,,,,,,,"07",,,,,,,,"GRANT COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",48522,43684,539,416,5,2,355,36,30,33,14,39,21,5,1,3342,43053,5027,45,7,390,989,1784,1730,810,813,2533,3338,845,950,995,1019,930,823,765,762,2281,3788,3550,5103,4956,2620,1048,1336,3174,1250,330
"G5300270","1980","A","4","9","Washington","53",,"Grays Harbor","027",,,,,,,,,,,,,"01",,,,,,,,"GRAYS HARBOR COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",66314,63108,77,2246,15,32,52,103,141,49,24,32,49,7,8,371,65444,495,25,13,337,1196,2091,1965,928,904,3025,4273,1085,1139,1180,1182,1102,1121,1037,1072,3306,5630,5080,7211,6384,3643,1390,1974,5300,2371,725
"G5300290","1980","A","4","9","Washington","53",,"Island","029",,,,,,,,,,,,,"02",,,,,,,,"ISLAND COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",44048,41049,677,352,6,22,199,45,901,29,4,8,66,113,11,566,42924,514,75,12,523,832,1451,1348,693,624,1955,2608,655,678,724,747,734,857,995,1002,2671,4054,3585,4977,3477,2286,935,1339,3364,1147,310
"G5300310","1980","A","4","9","Washington","53",,"Jefferson","031",,,,,,,,,,,,,"01",,,,,,,,"JEFFERSON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",15965,15284,40,425,12,3,52,11,7,15,3,10,3,1,2,97,15761,90,9,0,105,223,445,403,194,209,636,895,223,240,252,258,193,178,172,172,637,1294,1363,1736,1564,1076,422,662,1732,596,190
"G5300330","1980","A","4","9","Washington","53","7600","King","033",,,,,,,,"91",,,,,"A",,,,,,,,"KING COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1269749,1122011,55950,11363,483,591,16391,13864,14030,5125,2167,4757,966,265,1147,20639,1243118,12568,1243,531,12289,17424,31145,29956,14701,14431,49575,73495,18455,19698,20876,21720,21671,23565,24166,24434,79015,130500,118510,159552,126146,66374,23599,31327,77047,38863,13504
"G5300350","1980","A","4","9","Washington","53","1150","Kitsap","035",,,,,,,,,,,,,"03",,,,,,,,"KITSAP COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",147152,135946,2704,1947,35,48,701,207,2324,240,48,258,132,552,100,1910,143371,1610,230,49,1892,2448,4734,4447,2212,2096,7079,9363,2307,2543,2488,2573,2413,2604,2821,2914,8748,13569,13093,17992,13146,6909,2580,3544,8998,4216,1315
"G5300370","1980","A","4","9","Washington","53",,"Kittitas","037",,,,,,,,,,,,,"06",,,,,,,,"KITTITAS COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",24877,24096,139,199,10,2,63,30,27,17,13,17,10,2,2,250,24563,182,15,5,112,302,624,619,272,259,924,1302,315,408,395,353,707,1063,970,881,1888,2120,1851,2477,1963,1130,413,699,1804,819,319
"G5300390","1980","A","4","9","Washington","53",,"Klickitat","039",,,,,,,,,,,,,"06",,,,,,,,"KLICKITAT COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",15822,14969,19,461,6,0,44,3,20,8,9,5,5,4,0,269,15348,399,5,0,70,278,508,525,244,249,813,1089,277,268,301,290,264,223,213,207,693,1371,1323,1784,1419,697,338,505,1228,549,166
"G5300410","1980","A","4","9","Washington","53",,"Lewis","041",,,,,,,,,,,,,"04",,,,,,,,"LEWIS COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",56025,54826,81,475,3,16,35,34,45,80,23,43,28,2,7,327,55345,441,13,8,218,975,1837,1707,831,830,2750,3761,917,1007,1105,1160,934,879,876,725,2479,4261,4123,6163,5364,2928,1168,1622,4565,2294,764
"G5300430","1980","A","4","9","Washington","53",,"Lincoln","043",,,,,,,,,,,,,"07",,,,,,,,"LINCOLN COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",9604,9418,4,134,0,1,7,5,4,1,1,0,7,0,0,22,9530,46,2,0,26,153,259,270,142,146,416,599,168,158,168,179,143,90,77,88,343,699,664,1069,1015,556,224,363,935,504,176
"G5300450","1980","A","4","9","Washington","53",,"Mason","045",,,,,,,,,,,,,"01",,,,,,,,"MASON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",31184,29548,126,988,2,18,49,34,35,20,10,10,7,28,39,270,30752,238,21,4,169,530,856,848,408,377,1359,1829,499,552,550,596,517,527,508,517,1553,2421,2298,3390,3238,1910,732,1235,2597,1082,255
"G5300470","1980","A","4","9","Washington","53",,"Okanogan","047",,,,,,,,,,,,,"05",,,,,,,,"OKANOGAN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",30639,26852,31,3217,10,6,12,5,26,14,1,3,8,0,1,453,30013,503,2,0,121,553,1014,951,490,412,1532,2094,486,542,628,599,442,352,387,395,1387,2471,2453,3586,3011,1542,592,850,2369,1142,359
"G5300490","1980","A","4","9","Washington","53",,"Pacific","049",,,,,,,,,,,,,"01",,,,,,,,"PACIFIC COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",17237,16601,35,353,0,4,38,8,24,10,6,2,2,0,4,150,17065,104,3,1,64,241,488,459,256,218,633,935,287,300,292,300,248,216,223,222,698,1304,1146,1645,1819,1141,460,738,1941,785,242
"G5300510","1980","A","4","9","Washington","53",,"Pend Oreille","051",,,,,,,,,,,,,"08",,,,,,,,"PEND OREILLE COUNTY","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1",8580,8329,6,192,0,0,10,1,4,0,0,0,3,1,0,34,8478,49,2,1,50,150,285,284,129,130,419,634,183,184,190,185,150,105,85,94,282,633,659,994,887,417,193,274,665,279,90
"G5300530","1980","A","4","9","Washington","53","8200","Pierce","053",,,,,,,,"91",,,,,"B",,,,,,,,"PIERCE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",485643,425951,29827,5619,193,107,3480,811,2938,4360,228,1109,754,569,373,9324,472751,6119,2049,186,4538,8867,15601,14504,6867,6484,21604,30058,7693,8086,8455,9104,9881,11446,11606,11394,32148,45522,38680,54411,45795,22506,8290,11111,27599,13780,4151
"G5300550","1980","A","4","9","Washington","53",,"San Juan","055",,,,,,,,,,,,,"02",,,,,,,,"SAN JUAN COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",7838,7702,8,49,2,2,11,13,5,3,2,1,0,0,0,40,7788,17,1,1,31,107,195,171,85,94,284,388,78,99,104,104,83,63,56,57,277,679,791,894,730,527,247,384,927,322,92
"G5300570","1980","A","4","9","Washington","53",,"Skagit","057",,,,,,,,,,,,,"02",,,,,,,,"SKAGIT COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",64138,61112,92,1095,10,33,113,26,58,47,24,65,9,5,0,1449,62130,1714,11,22,261,1048,1884,1811,911,837,2887,3925,953,983,1154,1176,1015,1034,935,934,3050,5414,5168,7157,6219,3460,1338,2063,5448,2561,773
"G5300590","1980","A","4","9","Washington","53",,"Skamania","059",,,,,,,,,,,,,"04",,,,,,,,"SKAMANIA COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",7919,7751,7,93,0,1,4,2,7,8,1,5,0,0,0,40,7838,38,5,1,37,151,267,231,127,119,432,529,147,142,167,157,136,107,118,102,368,680,651,1012,763,417,133,204,530,182,47
"G5300610","1980","A","4","9","Washington","53","7600","Snohomish","061",,,,,,,,"91",,,,,"E",,,,,,,,"SNOHOMISH COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",337720,323080,2199,3799,153,207,1144,569,1124,915,267,549,273,63,17,3361,332280,2968,265,85,2122,5681,10458,10150,4959,4870,16528,23202,5672,6022,6195,6203,5666,5621,5671,5706,18666,32206,30872,43467,32054,15516,5480,7323,18457,8332,2743
"G5300630","1980","A","4","9","Washington","53","7840","Spokane","063",,,,,,,,,,,,,"D",,,,,,,,"SPOKANE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",341835,326221,4305,4085,76,32,1516,471,459,387,166,688,142,64,18,3205,337024,2591,238,69,1913,5590,10443,9999,4882,4903,15820,21178,5311,5519,6012,6076,6440,7148,6848,6828,20391,31418,27716,37037,31188,16652,6266,8717,23345,11887,4221
"G5300650","1980","A","4","9","Washington","53",,"Stevens","065",,,,,,,,,,,,,"08",,,,,,,,"STEVENS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",28979,27165,27,1492,7,5,22,10,14,18,5,26,8,0,1,179,28669,194,9,7,100,547,1115,1073,521,510,1730,2178,538,570,614,535,419,334,359,356,1204,2557,2484,3547,2482,1157,494,689,1841,849,276
"G5300670","1980","A","4","9","Washington","53","5910","Thurston","067",,,,,,,,,,,,,"04",,,,,,,,"THURSTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",124264,117327,1019,1664,21,41,346,216,380,535,121,684,95,47,15,1753,121687,1348,256,72,901,2118,3805,3757,1771,1806,6051,8402,2058,2293,2376,2290,2102,2048,2051,1988,6720,11473,11028,15316,11713,5762,2171,2935,7406,3703,1121
"G5300690","1980","A","4","9","Washington","53",,"Wahkiakum","069",,,,,,,,,,,,,"01",,,,,,,,"WAHKIAKUM COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",3832,3717,0,53,1,0,4,5,2,0,2,0,2,0,0,46,3754,58,0,0,20,55,122,120,54,62,214,254,72,69,79,81,59,49,37,45,147,281,306,411,360,202,76,143,331,147,56
"G5300710","1980","A","4","9","Washington","53",,"Walla Walla","071",,,,,,,,,,,,,"07",,,,,,,,"WALLA WALLA COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",47435,44051,722,298,9,8,123,95,28,37,20,13,14,11,4,2002,44863,2200,58,9,305,691,1241,1218,534,573,1911,2751,656,762,710,838,1040,1352,1154,1106,2717,3985,3607,4944,4390,2555,962,1292,3611,2056,779
"G5300730","1980","A","4","9","Washington","53","0860","Whatcom","073",,,,,,,,,,,,,"02",,,,,,,,"WHATCOM COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",106701,100895,328,3127,56,69,204,141,127,147,48,180,27,31,4,1317,104636,1431,80,17,537,1695,3093,2963,1457,1370,4604,6453,1546,1673,1755,1740,2178,2673,2768,2719,7089,10598,9265,11239,8768,4774,1773,2541,7049,3637,1281
"G5300750","1980","A","4","9","Washington","53",,"Whitman","075",,,,,,,,,,,,,"07",,,,,,,,"WHITMAN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",40103,37600,560,241,9,4,268,341,64,103,164,120,27,8,12,582,39472,331,24,29,247,470,871,837,391,379,1186,1573,377,435,461,560,1783,2863,2742,2699,4502,3775,2509,3271,2572,1395,506,665,1938,1000,343
"G5300770","1980","A","4","9","Washington","53","9260","Yakima","077",,,,,,,,,,,,,"06",,,,,,,,"YAKIMA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",172508,143041,1601,6600,31,25,299,183,527,57,63,58,29,7,10,19977,147053,23622,102,29,1702,3282,5813,5623,2647,2615,8422,11659,2945,3177,3388,3557,3171,2919,2778,2799,8545,14104,12672,18801,16208,8464,3241,4757,12922,6087,1912
"G5400010","1980","A","3","5","West Virginia","54",,"Barbour","001",,,,,,,,,,,,,"03",,,,,,,,"BARBOUR COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",16639,16416,154,22,0,0,0,3,6,6,5,0,0,1,0,26,16530,72,12,4,21,267,443,480,249,247,839,1078,283,316,316,307,362,343,327,330,857,1261,1149,1689,1504,832,338,470,1404,715,233
"G5400030","1980","A","3","5","West Virginia","54",,"Berkeley","003",,,,,,,,,,,,,"06",,,,,,,,"BERKELEY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",46775,44764,1701,45,0,0,22,19,30,9,44,3,0,3,3,132,46434,121,17,24,179,740,1423,1369,713,680,2289,3184,835,870,854,819,717,714,744,732,2298,3839,3661,5298,4919,2500,967,1285,3418,1525,382
"G5400050","1980","A","3","5","West Virginia","54",,"Boone","005",,,,,,,,,,,,,"04",,,,,,,,"BOONE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",30447,30064,297,16,0,2,1,6,11,3,15,4,0,0,0,28,30283,102,1,1,60,543,1021,1202,580,532,1780,2155,508,545,562,519,465,453,469,451,1751,2714,2414,3199,2887,1549,552,677,1866,841,212
"G5400070","1980","A","3","5","West Virginia","54",,"Braxton","007",,,,,,,,,,,,,"02",,,,,,,,"BRAXTON COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0",13894,13795,75,11,1,0,5,0,3,0,0,0,1,0,0,3,13815,59,4,0,16,188,391,376,185,211,676,928,257,276,243,274,221,199,178,208,631,1045,994,1426,1324,761,274,444,1320,692,172
"G5400090","1980","A","3","5","West Virginia","54","8080","Brooke","009",,,,,,,,,,,,,"01",,,,,,,,"BROOKE COUNTY","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",31117,30792,248,20,0,0,8,7,3,2,6,1,1,0,0,29,31004,20,7,1,85,421,848,891,419,428,1487,1925,477,536,510,554,620,734,702,651,1539,2423,2251,3320,3559,1784,654,874,2219,1034,257
"G5400110","1980","A","3","5","West Virginia","54","3400","Cabell","011",,,,,,,,,,,,,"B",,,,,,,,"CABELL COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",106835,101627,4488,70,1,1,22,80,98,35,138,10,4,1,0,260,106315,247,37,20,216,1506,2863,2740,1409,1369,4588,6081,1553,1743,1676,1665,2039,2289,2275,2211,5920,8690,7479,11491,11266,6152,2204,3025,8643,4705,1253
