GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,ZIPA,SEA,UATYPE,PLACDESC,CBD,INDSUBR,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,SUPFLG22,SUPFLG23,SUPFLG24,SUPFLG25,SUPFLG26,SUPFLG27,DHM001,DHM002,DHM003,DHM004,DHM005
"G4800910","1980","A","3","7","Texas","48","7240","Comal","091",,,,,,,,,,,,"02",,,,,"COMAL",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,5553,3616,6880,3440,3428
"G4800930","1980","A","3","7","Texas","48",,"Comanche","093",,,,,,,,,,,,"07",,,,,"COMANCHE",,,"1","1","1",,,,,"1","1",,,,,,,"1",,,,,"1",,,,,2446,2238,2245,827,712
"G4800950","1980","A","3","7","Texas","48",,"Concho","095",,,,,,,,,,,,"02",,,,,"CONCHO",,,,"1","1",,,,,,,"1","1",,,,,,"1",,,,,,,,,531,433,431,251,231
"G4800970","1980","A","3","7","Texas","48",,"Cooke","097",,,,,,,,,,,,"07",,,,,"COOKE",,,,,,,,,,,,,,,,,,,,,,,,,,,,3234,3572,4715,3091,1648
"G4800990","1980","A","3","7","Texas","48","3810","Coryell","099",,,,,,,,,,,,"07",,,,,"CORYELL",,,,,,,,,,,,,,,,,,,,,,,,,,,,2870,3737,9948,4301,2888
"G4801010","1980","A","3","7","Texas","48",,"Cottle","101",,,,,,,,,,,,"06",,,,,"COTTLE",,,,,,,,,,,,,,,,,,,,,,,"1",,,,,645,462,474,181,143
"G4801030","1980","A","3","7","Texas","48",,"Crane","103",,,,,,,,,,,,"05",,,,,"CRANE",,,,"1","1",,,,,,,"1","1",,,,,"1","1",,,,"1","1",,,,550,483,854,378,174
"G4801050","1980","A","3","7","Texas","48",,"Crockett","105",,,,,,,,,,,,"06",,,,,"CROCKETT",,,"1","1",,,,,,"1","1",,,,,,"1",,,,,,,"1",,,,851,385,732,286,234
"G4801070","1980","A","3","7","Texas","48",,"Crosby","107",,,,,,,,,,,,"05",,,,,"CROSBY",,,,"1","1",,,,,,"1","1",,,,,,"1","1",,,,,,,,,1693,932,1207,578,388
"G4801090","1980","A","3","7","Texas","48",,"Culberson","109",,,,,,,,,,,,"01",,,,,"CULBERSON",,,,,,,,,,,,"1","1",,,,,,"1",,,,,,,,,664,237,428,130,158
"G4801110","1980","A","3","7","Texas","48",,"Dallam","111",,,,,,,,,,,,"04",,,,,"DALLAM",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,823,714,1443,397,289
"G4801130","1980","A","3","7","Texas","48","1920","Dallas","113",,,,,,,,,,,,"C",,,,,"DALLAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,118817,137393,264826,174260,194316
"G4801150","1980","A","3","7","Texas","48",,"Dawson","115",,,,,,,,,,,,"05",,,,,"DAWSON",,,,"1",,,,,,,"1",,"1",,,,,,,,,,,"1",,,,3179,1985,2252,887,747
"G4801170","1980","A","3","7","Texas","48",,"Deaf Smith","117",,,,,,,,,,,,"04",,,,,"DEAF SMITH",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,3170,2025,2872,1271,1345
"G4801190","1980","A","3","7","Texas","48",,"Delta","119",,,,,,,,,,,,"08",,,,,"DELTA",,,,"1","1","1",,,,,"1","1",,"1",,,,"1","1","1",,,"1","1",,"1",,993,913,845,266,245
"G4801210","1980","A","3","7","Texas","48","1920","Denton","121",,,,,,,,,,,,"O",,,,,"DENTON",,,,,,,,,,,,,,,,,,,,,,,,,,,,7990,9983,22508,17128,20318
"G4801230","1980","A","3","7","Texas","48",,"DeWitt","123",,,,,,,,,,,,"11",,,,,"DE WITT",,,,,"1",,,,,,"1",,"1",,,,,,,,,,,"1",,,,5258,2021,2765,1090,891
"G4801250","1980","A","3","7","Texas","48",,"Dickens","125",,,,,,,,,,,,"06",,,,,"DICKENS",,,,"1","1",,,,,,,"1","1",,,,,,,,,,,,"1",,,779,565,590,183,136
"G4801270","1980","A","3","7","Texas","48",,"Dimmit","127",,,,,,,,,,,,"03",,,,,"DIMMIT",,,,,"1",,,,,,,"1","1",,,,"1",,"1",,,,,,,,,3007,628,1117,449,426
"G4801290","1980","A","3","7","Texas","48",,"Donley","129",,,,,,,,,,,,"06",,,,,"DONLEY",,,,"1","1",,,,,,"1",,"1",,,,,"1",,"1",,,,,,,,588,671,648,477,270
"G4801310","1980","A","3","7","Texas","48",,"Duval","131",,,,,,,,,,,,"03",,,,,"DUVAL",,,"1","1","1",,,,,,,,,,,,,,,,,,,,,,,3153,1134,1540,461,469
"G4801330","1980","A","3","7","Texas","48",,"Eastland","133",,,,,,,,,,,,"07",,,,,"EASTLAND",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,3157,3196,3022,2199,1094
"G4801350","1980","A","3","7","Texas","48","5800","Ector","135",,,,,,,,,,,,"05",,,,,"ECTOR",,,,,,,,,,,,,,,,,,,,,,,,,,,,12240,12108,19664,11008,7495
"G4801370","1980","A","3","7","Texas","48",,"Edwards","137",,,,,,,,,,,,"16",,,,,"EDWARDS",,,"1","1","1",,,,,"1",,,"1",,,,,,,,,,"1",,,,,389,183,340,114,123
"G4801390","1980","A","3","7","Texas","48","1920","Ellis","139",,,,,,,,,,,,"C",,,,,"ELLIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,7613,7573,11113,4632,3373
"G4801410","1980","A","3","7","Texas","48","2320","El Paso","141",,,,,,,,,,,,"A",,,,,"EL PASO",,,,,,,,,,,,,,,,,,,,,,,,,,,,69433,27718,69833,39377,33585
"G4801430","1980","A","3","7","Texas","48",,"Erath","143",,,,,,,,,,,,"07",,,,,"ERATH",,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,,2676,2982,3601,2302,2014
"G4801450","1980","A","3","7","Texas","48",,"Falls","145",,,,,,,,,,,,"08",,,,,"FALLS",,,,"1","1",,,,,,"1",,"1",,,,,"1",,,,,,,,,,3933,2727,2747,1159,971
"G4801470","1980","A","3","7","Texas","48",,"Fannin","147",,,,,,,,,,,,"08",,,,,"FANNIN",,,,,,,,,,,,"1","1",,,,,"1","1",,,,,,"1",,,4172,4326,4294,1790,1461
"G4801490","1980","A","3","7","Texas","48",,"Fayette","149",,,,,,,,,,,,"10",,,,,"FAYETTE",,,,,,,,,,,,,,,,,,,,,,,,,"1",,,5673,1975,3053,1050,960
"G4801510","1980","A","3","7","Texas","48",,"Fisher","151",,,,,,,,,,,,"06",,,,,"FISHER",,,,"1","1",,,,,,"1","1",,,,,,,"1",,,,,"1","1",,,1133,882,1048,416,325
"G4801530","1980","A","3","7","Texas","48",,"Floyd","153",,,,,,,,,,,,"04",,,,,"FLOYD",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,,,,,1654,1374,1437,532,522
"G4801550","1980","A","3","7","Texas","48",,"Foard","155",,,,,,,,,,,,"06",,,,,"FOARD",,,,"1",,,,,,,"1",,"1",,,,,"1",,,,,,,,,,445,320,349,197,145
"G4801570","1980","A","3","7","Texas","48","3360","Fort Bend","157",,,,,,"42",,,,,,"14",,,,,"FORT BEND",,,,,,,,,,,,,,,,,,,,,,,,,,,,12303,7922,18587,14315,18170
"G4801590","1980","A","3","7","Texas","48",,"Franklin","159",,,,,,,,,,,,"12",,,,,"FRANKLIN",,,,"1","1",,,,,,"1",,"1",,,,,"1","1",,,,,"1","1",,,1000,1185,1409,561,303
"G4801610","1980","A","3","7","Texas","48",,"Freestone","161",,,,,,,,,,,,"09",,,,,"FREESTONE",,,,"1",,,,,,,"1",,"1",,,,,"1",,,,,,,,,,2608,2066,2672,1148,716
"G4801630","1980","A","3","7","Texas","48",,"Frio","163",,,,,,,,,,,,"11",,,,,"FRIO",,,,"1",,,,,,,,,,,,,,,,,,,"1",,"1",,,2936,1124,1475,656,658
"G4801650","1980","A","3","7","Texas","48",,"Gaines","165",,,,,,,,,,,,"05",,,,,"GAINES",,,,"1","1",,,,,,"1",,"1",,,,,"1",,,,,,"1",,,,1958,1379,1876,859,721
"G4801670","1980","A","3","7","Texas","48","2920","Galveston","167",,,,,,"42",,,,,,"M",,,,,"GALVESTON",,,,,,,,,,,,,,,,,,,,,,,,,,,,19677,19582,36267,20135,17424
"G4801690","1980","A","3","7","Texas","48",,"Garza","169",,,,,,,,,,,,"06",,,,,"GARZA",,,,,"1",,,,,,,"1","1",,,,,,,,,,,,"1",,,1011,693,709,354,298
"G4801710","1980","A","3","7","Texas","48",,"Gillespie","171",,,,,,,,,,,,"02",,,,,"GILLESPIE",,,,,"1",,,,,"1","1",,,,,,"1",,,,,,,"1",,,,2790,1470,2644,1182,1033
"G4801730","1980","A","3","7","Texas","48",,"Glasscock","173",,,,,,,,,,,,"16",,,,,"GLASSCOCK",,,,,,,,,,,,,,,,"1",,,,,,,,,,,,172,148,201,68,70
"G4801750","1980","A","3","7","Texas","48",,"Goliad","175",,,,,,,,,,,,"11",,,,,"GOLIAD",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,1235,478,708,407,252
"G4801770","1980","A","3","7","Texas","48",,"Gonzales","177",,,,,,,,,,,,"10",,,,,"GONZALES",,,,"1","1",,,,,,"1",,"1",,,,,,,,,,,"1",,,,3966,2011,2409,933,792
"G4801790","1980","A","3","7","Texas","48",,"Gray","179",,,,,,,,,,,,"04",,,,,"GRAY",,,,,,,,,,,,,,,,,,,,,,,,,,,,2925,3335,5869,2247,1823
"G4801810","1980","A","3","7","Texas","48","7640","Grayson","181",,,,,,,,,,,,"08",,,,,"GRAYSON",,,,,,,,,,,,,,,,,,,,,,,,,,,,10003,11837,17110,9174,7138
"G4801830","1980","A","3","7","Texas","48","4420","Gregg","183",,,,,,,,,,,,"12",,,,,"GREGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,9018,10645,17833,11202,8291
"G4801850","1980","A","3","7","Texas","48",,"Grimes","185",,,,,,,,,,,,"10",,,,,"GRIMES",,,,,,,,,,,,,,,,,,,,,,,,,,,,2625,1802,1871,1018,820
"G4801870","1980","A","3","7","Texas","48","7240","Guadalupe","187",,,,,,,,,,,,"10",,,,,"GUADALUPE",,,,,,,,,,,,,,,,,,,,,,,,,,,,6945,4422,8675,3752,2989
"G4801890","1980","A","3","7","Texas","48",,"Hale","189",,,,,,,,,,,,"04",,,,,"HALE",,,,,,,,,,,,,,,,,,,,,,,,,,,,5921,3552,5463,3112,2244
"G4801910","1980","A","3","7","Texas","48",,"Hall","191",,,,,,,,,,,,"06",,,,,"HALL",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,1063,810,1078,414,237
"G4801930","1980","A","3","7","Texas","48",,"Hamilton","193",,,,,,,,,,,,"07",,,,,"HAMILTON",,,,"1",,,,,,,,"1","1",,,,,,"1",,,,,,,,,1561,1615,1565,556,553
"G4801950","1980","A","3","7","Texas","48",,"Hansford","195",,,,,,,,,,,,"04",,,,,"HANSFORD",,,,,,,,,,,,,,,,,,,"1",,,,,"1","1",,,609,594,1212,732,444
"G4801970","1980","A","3","7","Texas","48",,"Hardeman","197",,,,,,,,,,,,"06",,,,,"HARDEMAN",,,,"1",,,,,,,"1",,"1",,,,,"1",,,,,,"1",,,,1084,1080,1093,423,422
"G4801990","1980","A","3","7","Texas","48","0840","Hardin","199",,,,,,,,,,,,"13",,,,,"HARDIN",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,,,,,4476,5523,8168,2843,2101
"G4802010","1980","A","3","7","Texas","48","3360","Harris","201",,,,,,"42",,,,,,"G",,,,,"HARRIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,195291,200290,385039,252652,309431
"G4802030","1980","A","3","7","Texas","48","4420","Harrison","203",,,,,,,,,,,,"12",,,,,"HARRISON",,,,,,,,,,,,,,,,,,,,,,,,,,,,7181,5942,8826,4422,3715
"G4802050","1980","A","3","7","Texas","48",,"Hartley","205",,,,,,,,,,,,"04",,,,,"HARTLEY",,,,"1",,,,,,,"1",,"1",,,"1",,,,,,,,"1",,"1",,299,362,873,471,446
"G4802070","1980","A","3","7","Texas","48",,"Haskell","207",,,,,,,,,,,,"06",,,,,"HASKELL",,,,,,,,,,,,"1","1",,,,,,"1",,,,,"1",,,,1714,1116,1198,488,551
"G4802090","1980","A","3","7","Texas","48","0640","Hays","209",,,,,,,,,,,,"02",,,,,"HAYS",,,,,,,,,,,,,,,,,,,,,,,,,"1",,,4219,2539,3955,3098,4028
"G4802110","1980","A","3","7","Texas","48",,"Hemphill","211",,,,,,,,,,,,"04",,,,,"HEMPHILL",,,,"1","1",,,,,,"1",,"1",,,,,"1",,,,,,,,,,637,587,954,362,268
"G4802130","1980","A","3","7","Texas","48",,"Henderson","213",,,,,,,,,,,,"12",,,,,"HENDERSON",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,6390,7116,7701,3853,2310
"G4802150","1980","A","3","7","Texas","48","4880","Hidalgo","215",,,,,,,,,,,,"15",,,,,"HIDALGO",,,,,,,,,,,,,,,,,,,,,,,,,,,,67689,13650,26075,15759,14845
"G4802170","1980","A","3","7","Texas","48",,"Hill","217",,,,,,,,,,,,"08",,,,,"HILL",,,,,,,,,,,,,,,,,,,"1",,,,,"1",,,,4485,4407,4131,1998,1302
"G4802190","1980","A","3","7","Texas","48",,"Hockley","219",,,,,,,,,,,,"05",,,,,"HOCKLEY",,,,,,,,,,,,,,,,,,,,,,,,,,,,3503,2248,3156,1805,1181
"G4802210","1980","A","3","7","Texas","48","1920","Hood","221",,,,,,,,,,,,"07",,,,,"HOOD",,,"1","1",,,,,,,,"1","1",,,,,,"1",,,,,,,,,1604,2689,3518,2116,1494
"G4802230","1980","A","3","7","Texas","48",,"Hopkins","223",,,,,,,,,,,,"12",,,,,"HOPKINS",,,,,"1",,,,,,,"1","1",,,,,"1",,,,,,"1","1",,,3220,4388,4612,1792,1614
"G4802250","1980","A","3","7","Texas","48",,"Houston","225",,,,,,,,,,,,"12",,,,,"HOUSTON",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,,"1",,,3666,3850,4012,1921,1144
"G4802270","1980","A","3","7","Texas","48",,"Howard","227",,,,,,,,,,,,"05",,,,,"HOWARD",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,4846,4197,5885,2886,1989
"G4802290","1980","A","3","7","Texas","48",,"Hudspeth","229",,,,,,,,,,,,"01",,,,,"HUDSPETH",,,"1","1","1",,,,,,"1",,"1",,,,,"1",,,,,,"1",,,,590,153,372,140,129
"G4802310","1980","A","3","7","Texas","48",,"Hunt","231",,,,,,,,,,,,"08",,,,,"HUNT",,,,,,,,,,,,,,,,,,,,,,,,,,,,6410,7766,9557,4464,4484
"G4802330","1980","A","3","7","Texas","48",,"Hutchinson","233",,,,,,,,,,,,"04",,,,,"HUTCHINSON",,,,,,,,,,,,,,,,,,,,,,,,,,,,2684,3013,5593,2737,1986
"G4802350","1980","A","3","7","Texas","48",,"Irion","235",,,,,,,,,,,,"16",,,,,"IRION",,,,,,,,,,,,,,,,,,,,,,,,,,,,163,175,244,148,96
"G4802370","1980","A","3","7","Texas","48",,"Jack","237",,,,,,,,,,,,"07",,,,,"JACK",,,,"1","1",,,,,,"1","1",,,,,"1",,,"1",,,"1","1","1",,,1094,1289,1447,551,317
"G4802390","1980","A","3","7","Texas","48",,"Jackson","239",,,,,,,,,,,,"14",,,,,"JACKSON",,,,"1","1",,,,,,"1",,"1",,,,,"1",,,,,,,,,,2494,1760,2117,742,689
"G4802410","1980","A","3","7","Texas","48",,"Jasper","241",,,,,,,,,,,,"13",,,,,"JASPER",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,,,,,4475,4197,5974,1905,1379
"G4802430","1980","A","3","7","Texas","48",,"Jeff Davis","243",,,,,,,,,,,,"01",,,,,"JEFF DAVIS",,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,341,117,197,134,228
"G4802450","1980","A","3","7","Texas","48","0840","Jefferson","245",,,,,,,,,,,,"H",,,,,"JEFFERSON",,,,,,,,,,,,,,,,,,,,,,,,,,,,26884,26334,47667,24968,19772
"G4802470","1980","A","3","7","Texas","48",,"Jim Hogg","247",,,,,,,,,,,,"03",,,,,"JIM HOGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,1420,393,482,225,260
"G4802490","1980","A","3","7","Texas","48",,"Jim Wells","249",,,,,,,,,,,,"11",,,,,"JIM WELLS",,,,,,,,,,,,"1","1",,,,,,,,,,,,"1",,,7699,3260,4552,2061,1691
"G4802510","1980","A","3","7","Texas","48","1920","Johnson","251",,,,,,,,,,,,"B",,,,,"JOHNSON",,,,,,,,,,,,,,,,,,,,,,,,,,,,6713,8933,13296,6301,4130
"G4802530","1980","A","3","7","Texas","48","0040","Jones","253",,,,,,,,,,,,"P",,,,,"JONES",,,,,,,,,,,"1",,"1",,,,,,"1",,,,,"1",,,,3115,2597,2845,1189,1067
"G4802550","1980","A","3","7","Texas","48",,"Karnes","255",,,,,,,,,,,,"11",,,,,"KARNES",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,3335,1402,1665,678,663
"G4802570","1980","A","3","7","Texas","48","1920","Kaufman","257",,,,,,,,,,,,"08",,,,,"KAUFMAN",,,,,,,,,,,,,,,,,,,,,,,,,"1",,,5857,5374,6876,2791,2508
"G4802590","1980","A","3","7","Texas","48",,"Kendall","259",,,,,,,,,,,,"02",,,,,"KENDALL",,,"1",,,,,,,"1",,"1",,,,,,,"1",,,,"1",,,,,1492,873,1989,1233,1160
"G4802610","1980","A","3","7","Texas","48",,"Kenedy","261",,,,,,,,,,,,"03",,,,,"KENEDY",,,,,,,,,,,,,,,,"1",,,,,,,,,,,,176,19,39,12,49
"G4802630","1980","A","3","7","Texas","48",,"Kent","263",,,,,,,,,,,,"06",,,,,"KENT",,,"1",,,,,,,"1",,,"1",,,,"1",,,,,,"1",,,,,162,190,211,111,73
"G4802650","1980","A","3","7","Texas","48",,"Kerr","265",,,,,,,,,,,,"02",,,,,"KERR",,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,3534,3471,5661,3586,3293
"G4802670","1980","A","3","7","Texas","48",,"Kimble","267",,,,,,,,,,,,"16",,,,,"KIMBLE",,,,,,,,,,,,,,,,,,,,,,,,,,,,678,588,886,269,210
"G4802690","1980","A","3","7","Texas","48",,"King","269",,,,,,,,,,,,"06",,,,,"KING",,,"1","1",,,,,,"1","1",,"1","1",,,,,,,,,"1","1",,"1",,23,54,102,38,19
"G4802710","1980","A","3","7","Texas","48",,"Kinney","271",,,,,,,,,,,,"16",,,,,"KINNEY",,,,"1","1",,,,,,"1","1",,,,,,"1",,,,,,"1","1",,,605,200,292,148,100
"G4802730","1980","A","3","7","Texas","48",,"Kleberg","273",,,,,,,,,,,,"03",,,,,"KLEBERG",,,,,,,,,,,,,,,,,,,,,,,,,,,,4596,2014,3805,2729,2914
"G4802750","1980","A","3","7","Texas","48",,"Knox","275",,,,,,,,,,,,"06",,,,,"KNOX",,,,"1","1",,,,,,"1","1",,,,,,,"1",,,,,"1",,,,1065,790,845,393,323
"G4802770","1980","A","3","7","Texas","48",,"Lamar","277",,,,,,,,,,,,"08",,,,,"LAMAR",,,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,6265,5673,7365,3617,2554
"G4802790","1980","A","3","7","Texas","48",,"Lamb","279",,,,,,,,,,,,"05",,,,,"LAMB",,,,,"1",,,,,,,,,,,,,,,,,,,"1",,,,3499,2195,2668,1194,1078
"G4802810","1980","A","3","7","Texas","48",,"Lampasas","281",,,,,,,,,,,,"07",,,,,"LAMPASAS",,,,,,,,,,,,"1","1",,,,,"1","1",,,,,"1",,,,1565,1606,2232,993,969
"G4802830","1980","A","3","7","Texas","48",,"La Salle","283",,,,,,,,,,,,"03",,,,,"LA SALLE",,,,,,,,,,,,,,,,,,,,,,,,,,,,1685,359,437,200,226
"G4802850","1980","A","3","7","Texas","48",,"Lavaca","285",,,,,,,,,,,,"10",,,,,"LAVACA",,,,,"1",,,,,,,,,,,,,"1","1",,,,,"1","1",,,5131,2461,2890,872,1003
"G4802870","1980","A","3","7","Texas","48",,"Lee","287",,,,,,,,,,,,"09",,,,,"LEE",,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,2569,1123,1419,797,628
"G4802890","1980","A","3","7","Texas","48",,"Leon","289",,,,,,,,,,,,"09",,,,,"LEON",,,,"1","1",,,,,,"1",,"1",,,,"1","1",,,,,,"1",,,,1764,1729,1687,651,555
"G4802910","1980","A","3","7","Texas","48","3360","Liberty","291",,,,,,"42",,,,,,"14",,,,,"LIBERTY",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,6951,6538,8152,3208,2178
"G4802930","1980","A","3","7","Texas","48",,"Limestone","293",,,,,,,,,,,,"08",,,,,"LIMESTONE",,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,,4287,3183,3273,1347,922
"G4802950","1980","A","3","7","Texas","48",,"Lipscomb","295",,,,,,,,,,,,"04",,,,,"LIPSCOMB",,,,"1","1",,,,,,,,,,,,,"1",,,,,,"1",,,,449,354,738,339,364
"G4802970","1980","A","3","7","Texas","48",,"Live Oak","297",,,,,,,,,,,,"11",,,,,"LIVE OAK",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,"1",,,,1830,1132,1511,585,578
"G4802990","1980","A","3","7","Texas","48",,"Llano","299",,,,,,,,,,,,"02",,,,,"LLANO",,,"1",,"1",,,,,"1",,"1",,,,,"1",,"1",,,,,,,,,1649,1816,2135,1266,1021
"G4803010","1980","A","3","7","Texas","48",,"Loving","301",,,,,,,,,,,,"01",,,,,"LOVING",,"1",,,,,,,"1",,,,"1",,,"1",,,,"1",,"1",,,,"1",,24,7,21,14,3
"G4803030","1980","A","3","7","Texas","48","4600","Lubbock","303",,,,,,,,,,,,"L",,,,,"LUBBOCK",,,,,,,,,,,,,,,,,,,,,,,,,,,,19695,16573,30369,19647,21665
"G4803050","1980","A","3","7","Texas","48",,"Lynn","305",,,,,,,,,,,,"05",,,,,"LYNN",,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,1707,1017,1029,519,474
"G4803070","1980","A","3","7","Texas","48",,"McCulloch","307",,,,,,,,,,,,"02",,,,,"MCCULLOCH",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,1740,1408,1279,662,632
"G4803090","1980","A","3","7","Texas","48","8800","McLennan","309",,,,,,,,,,,,"D",,,,,"MCLENNAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,20085,20016,27827,14749,14054
"G4803110","1980","A","3","7","Texas","48",,"McMullen","311",,,,,,,,,,,,"03",,,,,"MCMULLEN",,"1",,,,,,,"1",,,,"1",,,"1",,,,,,"1",,,,,,149,100,110,76,79
"G4803130","1980","A","3","7","Texas","48",,"Madison","313",,,,,,,,,,,,"09",,,,,"MADISON",,,,,"1",,,,,,"1","1",,,,,,,"1",,,,,"1",,,,1405,1290,1428,511,615
"G4803150","1980","A","3","7","Texas","48",,"Marion","315",,,,,,,,,,,,"12",,,,,"MARION",,,"1","1",,,,,,,,,,"1",,,,,,,,,,,,"1",,1512,1781,1978,700,414
"G4803170","1980","A","3","7","Texas","48",,"Martin","317",,,,,,,,,,,,"05",,,,,"MARTIN",,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,859,527,757,329,178
"G4803190","1980","A","3","7","Texas","48",,"Mason","319",,,,,,,,,,,,"02",,,,,"MASON",,,"1","1","1",,,,,"1","1","1",,,,,,"1","1",,,,"1",,,,,700,543,532,372,365
"G4803210","1980","A","3","7","Texas","48",,"Matagorda","321",,,,,,,,,,,,"14",,,,,"MATAGORDA",,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,,5495,4212,6094,2841,2279
"G4803230","1980","A","3","7","Texas","48",,"Maverick","323",,,,,,,,,,,,"03",,,,,"MAVERICK",,,"1",,,,,,,"1",,"1",,,,,,,,,,,"1","1","1",,,8281,1486,2047,1385,1205
"G4803250","1980","A","3","7","Texas","48",,"Medina","325",,,,,,,,,,,,"02",,,,,"MEDINA",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,,,,,5055,2230,3637,1433,996
"G4803270","1980","A","3","7","Texas","48",,"Menard","327",,,,,,,,,,,,"16",,,,,"MENARD",,,"1","1",,,,,,"1","1",,,,,,"1","1",,,,,,,,,,500,365,351,146,196
"G4803290","1980","A","3","7","Texas","48","5040","Midland","329",,,,,,,,,,,,"05",,,,,"MIDLAND",,,,,,,,,,,,,,,,,,,,,,,,,,,,6071,6832,13269,9324,11391
"G4803310","1980","A","3","7","Texas","48",,"Milam","331",,,,,,,,,,,,"08",,,,,"MILAM",,,,,"1",,,,,,,"1","1",,,,,"1",,,,,,,"1",,,4544,3029,3911,1327,1069
"G4803330","1980","A","3","7","Texas","48",,"Mills","333",,,,,,,,,,,,"07",,,,,"MILLS",,,"1","1","1",,,,,,"1","1",,,,,,"1","1",,,,,,"1",,,847,871,711,351,362
"G4803350","1980","A","3","7","Texas","48",,"Mitchell","335",,,,,,,,,,,,"06",,,,,"MITCHELL",,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,1654,1272,1501,660,447
"G4803370","1980","A","3","7","Texas","48",,"Montague","337",,,,,,,,,,,,"07",,,,,"MONTAGUE",,,"1",,,,,,,,,"1","1",,,,,"1","1",,,,,,,,,3195,2961,3192,1238,863
"G4803390","1980","A","3","7","Texas","48","3360","Montgomery","339",,,,,,"42",,,,,,"13",,,,,"MONTGOMERY",,,,,,,,,,,,,,,,,,,,,,,,,,,,10739,13806,23976,12133,11047
"G4803410","1980","A","3","7","Texas","48",,"Moore","341",,,,,,,,,,,,"04",,,,,"MOORE",,,,,,,,,,,,,,,,,"1",,"1",,,,"1",,,,,1866,1734,3192,1156,990
"G4803430","1980","A","3","7","Texas","48",,"Morris","343",,,,,,,,,,,,"12",,,,,"MORRIS",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,,,,,1841,2130,2664,1155,838
"G4803450","1980","A","3","7","Texas","48",,"Motley","345",,,,,,,,,,,,"06",,,,,"MOTLEY",,,,"1","1",,,,,,"1","1",,,,,,"1","1",,,,,,,,,316,324,381,168,140
"G4803470","1980","A","3","7","Texas","48",,"Nacogdoches","347",,,,,,,,,,,,"12",,,,,"NACOGDOCHES",,,,,,,,,,,,,,,,,,,,,,,,,,,,5367,4802,5964,3622,4421
"G4803490","1980","A","3","7","Texas","48",,"Navarro","349",,,,,,,,,,,,"08",,,,,"NAVARRO",,,,,,,,,,,,,,,,,,,,,,,,,,,,5916,5408,5330,2908,2460
"G4803510","1980","A","3","7","Texas","48",,"Newton","351",,,,,,,,,,,,"13",,,,,"NEWTON",,,,"1","1",,,,,,,,,,,,,,,,,,,,,"1",,2045,2070,2541,553,297
"G4803530","1980","A","3","7","Texas","48",,"Nolan","353",,,,,,,,,,,,"06",,,,,"NOLAN",,,,,"1",,,,,,,,,,,,,"1",,,,,,"1",,,,2800,2521,3039,1386,771
"G4803550","1980","A","3","7","Texas","48","1880","Nueces","355",,,,,,,,,,,,"N",,,,,"NUECES",,,,,,,,,,,,,,,,,,,,,,,,,,,,37154,21892,39300,24606,20926
"G4803570","1980","A","3","7","Texas","48",,"Ochiltree","357",,,,,,,,,,,,"04",,,,,"OCHILTREE",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,858,931,1903,923,731
