GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,ZIPA,SEA,UATYPE,PLACDESC,CBD,INDSUBR,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,SUPFLG22,SUPFLG23,SUPFLG24,SUPFLG25,SUPFLG26,SUPFLG27,DHM001,DHM002,DHM003,DHM004,DHM005
"G4803590","1980","A","3","7","Texas","48",,"Oldham","359",,,,,,,,,,,,"04",,,,,"OLDHAM",,,"1","1",,,,,,,,,,,,"1",,,,"1",,"1",,,,,,162,249,367,181,168
"G4803610","1980","A","3","7","Texas","48","0840","Orange","361",,,,,,,,,,,,"H",,,,,"ORANGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,8027,9445,17793,6827,4166
"G4803630","1980","A","3","7","Texas","48",,"Palo Pinto","363",,,,,,,,,,,,"07",,,,,"PALO PINTO",,,,,,,,,,,,,,,,,,,,,,,,,,,,3328,3497,4383,2176,1426
"G4803650","1980","A","3","7","Texas","48",,"Panola","365",,,,,,,,,,,,"12",,,,,"PANOLA",,,,,"1",,,,,,,,,,,,,,,,,,,"1",,,,3013,2949,3701,1644,1182
"G4803670","1980","A","3","7","Texas","48","1920","Parker","367",,,,,,,,,,,,"07",,,,,"PARKER",,,,,,,,,,,,,,,,,,,,,,,,,,,,4645,6252,8360,4468,3072
"G4803690","1980","A","3","7","Texas","48",,"Parmer","369",,,,,,,,,,,,"04",,,,,"PARMER",,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,1668,1148,1691,770,553
"G4803710","1980","A","3","7","Texas","48",,"Pecos","371",,,,,,,,,,,,"01",,,,,"PECOS",,,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,2435,1321,2160,796,689
"G4803730","1980","A","3","7","Texas","48",,"Polk","373",,,,,,,,,,,,"13",,,,,"POLK",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,4310,3885,4036,1554,1378
"G4803750","1980","A","3","7","Texas","48","0320","Potter","375",,,,,,,,,,,,"J",,,,,"POTTER",,,,,,,,,,,,,,,,,,,,,,,,,,,,10419,12014,18262,9701,5807
"G4803770","1980","A","3","7","Texas","48",,"Presidio","377",,,,,,,,,,,,"01",,,,,"PRESIDIO",,,"1","1","1",,,,,"1","1",,,,,,,"1",,,,,"1","1",,,,1445,245,550,279,350
"G4803790","1980","A","3","7","Texas","48",,"Rains","379",,,,,,,,,,,,"12",,,,,"RAINS",,,,,"1",,,,,,,"1","1",,,,,,,,,,"1","1","1",,,860,963,959,243,158
"G4803810","1980","A","3","7","Texas","48","0320","Randall","381",,,,,,,,,,,,"J",,,,,"RANDALL",,,,,,,,,,,,,,,,,,,,,,,,,,,,2804,4919,13453,10873,10178
"G4803830","1980","A","3","7","Texas","48",,"Reagan","383",,,,,,,,,,,,"16",,,,,"REAGAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,444,484,692,257,188
"G4803850","1980","A","3","7","Texas","48",,"Real","385",,,,,,,,,,,,"16",,,,,"REAL",,,,"1","1",,,,,,"1",,"1",,,,,,,,,,,"1",,,,411,390,360,228,119
"G4803870","1980","A","3","7","Texas","48",,"Red River","387",,,,,,,,,,,,"12",,,,,"RED RIVER",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,3064,2660,2509,1011,905
"G4803890","1980","A","3","7","Texas","48",,"Reeves","389",,,,,,,,,,,,"01",,,,,"REEVES",,,,"1",,,,,,,,"1","1",,,,,,"1",,,,,,,,,3287,1109,1981,862,686
"G4803910","1980","A","3","7","Texas","48",,"Refugio","391",,,,,,,,,,,,"11",,,,,"REFUGIO",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,1838,1165,1168,650,504
"G4803930","1980","A","3","7","Texas","48",,"Roberts","393",,,,,,,,,,,,"04",,,,,"ROBERTS",,,,"1",,,,,"1",,"1",,,"1",,"1",,"1",,"1",,"1",,"1",,"1",,85,164,236,116,99
"G4803950","1980","A","3","7","Texas","48",,"Robertson","395",,,,,,,,,,,,"09",,,,,"ROBERTSON",,,,"1","1",,,,,,"1","1",,,,,,"1","1",,,,,"1",,,,3228,2139,2078,869,638
"G4803970","1980","A","3","7","Texas","48","1920","Rockwall","397",,,,,,,,,,,,"08",,,,,"ROCKWALL",,,,"1","1",,,,,,"1","1",,,,,,,"1",,,,,"1",,,,1144,1416,2803,1683,1572
"G4803990","1980","A","3","7","Texas","48",,"Runnels","399",,,,,,,,,,,,"06",,,,,"RUNNELS",,,,,,,,,,,"1",,"1",,,,,"1",,,,,,,,,,2393,1921,1843,631,674
"G4804010","1980","A","3","7","Texas","48",,"Rusk","401",,,,,,,,,,,,"12",,,,,"RUSK",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,5581,6337,7200,3928,2377
"G4804030","1980","A","3","7","Texas","48",,"Sabine","403",,,,,,,,,,,,"13",,,,,"SABINE",,,"1",,,,,,,"1",,,"1",,,,,,,,,,"1",,,,,1768,1494,1458,466,407
"G4804050","1980","A","3","7","Texas","48",,"San Augustine","405",,,,,,,,,,,,"13",,,,,"SAN AUGUSTINE",,,,,,,,,,,,,,,,,,"1",,,,,"1",,,"1",,1988,1399,1202,452,442
"G4804070","1980","A","3","7","Texas","48",,"San Jacinto","407",,,,,,,,,,,,"13",,,,,"SAN JACINTO",,,,"1",,,,,,,,,,,,,,,,,,,"1","1",,,,2122,1741,2016,575,433
"G4804090","1980","A","3","7","Texas","48","1880","San Patricio","409",,,,,,,,,,,,"11",,,,,"SAN PATRICIO",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,9754,4899,8161,4169,3289
"G4804110","1980","A","3","7","Texas","48",,"San Saba","411",,,,,,,,,,,,"02",,,,,"SAN SABA",,,,"1","1",,,,,,"1","1",,,,,,,"1",,,,"1","1","1",,,1129,938,1081,501,457
"G4804130","1980","A","3","7","Texas","48",,"Schleicher","413",,,,,,,,,,,,"16",,,,,"SCHLEICHER",,,,"1","1",,,,,,"1",,"1",,,,,,,,,,"1","1",,,,386,347,369,292,225
"G4804150","1980","A","3","7","Texas","48",,"Scurry","415",,,,,,,,,,,,"06",,,,,"SCURRY",,,,,"1",,,,,,,,,,,,,,"1",,,,,,"1",,,2371,2245,3083,1628,1041
"G4804170","1980","A","3","7","Texas","48",,"Shackelford","417",,,,,,,,,,,,"06",,,,,"SHACKELFORD",,,,"1","1",,,,,,"1",,"1",,,,"1","1",,"1",,,"1","1",,,,579,594,617,375,262
"G4804190","1980","A","3","7","Texas","48",,"Shelby","419",,,,,,,,,,,,"12",,,,,"SHELBY",,,,"1","1",,,,,,"1",,"1",,,,,,"1",,,,,"1","1",,,4330,3670,3772,1431,1076
"G4804210","1980","A","3","7","Texas","48",,"Sherman","421",,,,,,,,,,,,"04",,,,,"SHERMAN",,,"1",,,,,,,,,,,,,,,,,,,,,,,,,352,323,673,375,170
"G4804230","1980","A","3","7","Texas","48","8640","Smith","423",,,,,,,,,,,,"12",,,,,"SMITH",,,,,,,,,,,,,,,,,,,,,,,,,,,,12078,14078,21271,15565,12052
"G4804250","1980","A","3","7","Texas","48",,"Somervell","425",,,,,,,,,,,,"07",,,,,"SOMERVELL",,,"1",,"1",,,,,"1",,"1",,,,,,,,,,,"1",,"1",,,551,639,683,342,225
"G4804270","1980","A","3","7","Texas","48",,"Starr","427",,,,,,,,,,,,"03",,,,,"STARR",,,,,,,,,,,,"1","1",,,,,,"1",,,,,,,,,8044,1267,2006,617,759
"G4804290","1980","A","3","7","Texas","48",,"Stephens","429",,,,,,,,,,,,"06",,,,,"STEPHENS",,,,,,,,,,,,,,,,,,,,,,,,,,,,1590,1409,1598,1070,583
"G4804310","1980","A","3","7","Texas","48",,"Sterling","431",,,,,,,,,,,,"16",,,,,"STERLING",,,"1","1",,,,,,,"1",,"1",,,,,"1",,,,,,,,,,153,173,194,101,77
"G4804330","1980","A","3","7","Texas","48",,"Stonewall","433",,,,,,,,,,,,"06",,,,,"STONEWALL",,,,,,,,,,,,,,,,,,,,,,,"1",,,,,422,400,481,159,127
"G4804350","1980","A","3","7","Texas","48",,"Sutton","435",,,,,,,,,,,,"16",,,,,"SUTTON",,,,,,,,,,,,,,,,,,,,,,,,,,,,724,426,918,425,282
"G4804370","1980","A","3","7","Texas","48",,"Swisher","437",,,,,,,,,,,,"04",,,,,"SWISHER",,,,"1","1",,,,,,"1","1",,,,,,"1",,,,,,,"1",,,1473,1261,1358,715,661
"G4804390","1980","A","3","7","Texas","48","1920","Tarrant","439",,,,,,,,,,,,"B",,,,,"TARRANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,66080,83648,152703,100073,90523
"G4804410","1980","A","3","7","Texas","48","0040","Taylor","441",,,,,,,,,,,,"P",,,,,"TAYLOR",,,,,,,,,,,,,,,,,,,,,,,,,,,,10366,10958,18107,10229,10472
"G4804430","1980","A","3","7","Texas","48",,"Terrell","443",,,,,,,,,,,,"16",,,,,"TERRELL",,,,"1","1",,,,,,"1",,"1",,,,,,,,,,,"1",,,,263,119,292,170,109
"G4804450","1980","A","3","7","Texas","48",,"Terry","445",,,,,,,,,,,,"05",,,,,"TERRY",,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,,2525,1504,2237,888,711
"G4804470","1980","A","3","7","Texas","48",,"Throckmorton","447",,,,,,,,,,,,"06",,,,,"THROCKMORTON",,,,"1","1",,,,,,"1","1",,,,,,"1",,,,,,,"1",,,308,396,359,182,168
"G4804490","1980","A","3","7","Texas","48",,"Titus","449",,,,,,,,,,,,"12",,,,,"TITUS",,,,"1",,,,,,,,,,,,,,"1",,,,,,,,,,3009,2984,3948,1547,1229
"G4804510","1980","A","3","7","Texas","48","7200","Tom Green","451",,,,,,,,,,,,"02",,,,,"TOM GREEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,10528,8779,13448,8203,7069
"G4804530","1980","A","3","7","Texas","48","0640","Travis","453",,,,,,,,,,,,"E",,,,,"TRAVIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,29266,26651,57990,44961,68585
"G4804550","1980","A","3","7","Texas","48",,"Trinity","455",,,,,,,,,,,,"13",,,,,"TRINITY",,,,"1","1",,,,,,"1","1","1",,,,,"1","1",,,,"1","1",,"1",,1718,1656,1685,556,516
"G4804570","1980","A","3","7","Texas","48",,"Tyler","457",,,,,,,,,,,,"13",,,,,"TYLER",,,,,"1",,,,,,,,,,,,,,,,,,"1","1",,,,2596,2458,3132,935,943
"G4804590","1980","A","3","7","Texas","48",,"Upshur","459",,,,,,,,,,,,"12",,,,,"UPSHUR",,,,,"1",,,,,,,,,,,,,,"1",,,,,"1",,,,3850,3995,5308,2186,1698
"G4804610","1980","A","3","7","Texas","48",,"Upton","461",,,,,,,,,,,,"16",,,,,"UPTON",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,639,503,689,337,258
"G4804630","1980","A","3","7","Texas","48",,"Uvalde","463",,,,,,,,,,,,"16",,,,,"UVALDE",,,,,"1",,,,,,,"1","1",,,,,,,,,,,"1","1",,,4636,1737,2340,1665,1590
"G4804650","1980","A","3","7","Texas","48",,"Val Verde","465",,,,,,,,,,,,"16",,,,,"VAL VERDE",,,,,,,,,,,,,,,,,,,,,,,,,,,,6574,2068,4702,2162,2162
"G4804670","1980","A","3","7","Texas","48",,"Van Zandt","467",,,,,,,,,,,,"12",,,,,"VAN ZANDT",,,,,"1",,,,,,,"1","1",,,,,,,,,,,"1","1",,,4936,5290,6084,2206,1663
"G4804690","1980","A","3","7","Texas","48","8750","Victoria","469",,,,,,,,,,,,"14",,,,,"VICTORIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,9485,6016,11217,6114,4472
"G4804710","1980","A","3","7","Texas","48",,"Walker","471",,,,,,,,,,,,"13",,,,,"WALKER",,,,,,,,,,,,,,,,,,,,,,,,,,,,4532,4710,5888,4266,4170
"G4804730","1980","A","3","7","Texas","48","3360","Waller","473",,,,,,"42",,,,,,"14",,,,,"WALLER",,,,"1",,,,,,,"1",,"1",,,,,"1",,,,,,"1",,,,2192,1989,2730,1441,1628
"G4804750","1980","A","3","7","Texas","48",,"Ward","475",,,,,,,,,,,,"01",,,,,"WARD",,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,,1619,1542,2750,1013,634
"G4804770","1980","A","3","7","Texas","48",,"Washington","477",,,,,,,,,,,,"10",,,,,"WASHINGTON",,,,,,,,,,,"1",,"1",,,,,,,,,,,"1",,,,4771,2147,2968,1978,1509
"G4804790","1980","A","3","7","Texas","48","4080","Webb","479",,,,,,,,,,,,"03",,,,,"WEBB",,,,,,,,,,,,,,,,,,,,,,,,,,,,22544,5055,9058,5864,4645
"G4804810","1980","A","3","7","Texas","48",,"Wharton","481",,,,,,,,,,,,"14",,,,,"WHARTON",,,,"1","1",,,,,,,,,,,,,,"1",,,,,,"1",,,7928,3934,5386,3203,2472
"G4804830","1980","A","3","7","Texas","48",,"Wheeler","483",,,,,,,,,,,,"06",,,,,"WHEELER",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,1057,954,1382,564,473
"G4804850","1980","A","3","7","Texas","48","9080","Wichita","485",,,,,,,,,,,,"K",,,,,"WICHITA",,,,,,,,,,,,,,,,,,,,,,,,,,,,11636,12186,22296,12797,9886
"G4804870","1980","A","3","7","Texas","48",,"Wilbarger","487",,,,,,,,,,,,"06",,,,,"WILBARGER",,,,,,,,,,,,,,,,,,,,,,,,,,,,2697,2317,2634,1328,1100
"G4804890","1980","A","3","7","Texas","48",,"Willacy","489",,,,,,,,,,,,"15",,,,,"WILLACY",,,,"1",,,,,,,,,,,,,,,,,,,"1",,,,,4848,912,1527,619,770
"G4804910","1980","A","3","7","Texas","48","0640","Williamson","491",,,,,,,,,,,,"08",,,,,"WILLIAMSON",,,,,,,,,,,,,,,,,,,,,,,,,,,,8549,6418,12672,7288,8429
"G4804930","1980","A","3","7","Texas","48",,"Wilson","493",,,,,,,,,,,,"11",,,,,"WILSON",,,,,"1",,,,,,,,,,,,,"1",,,,,,"1",,,,3830,1413,2744,955,629
"G4804950","1980","A","3","7","Texas","48",,"Winkler","495",,,,,,,,,,,,"05",,,,,"WINKLER",,,,"1","1",,,,,,,"1","1",,,,,,"1",,,,,,,,,1344,1228,1892,582,420
"G4804970","1980","A","3","7","Texas","48","1920","Wise","497",,,,,,,,,,,,"07",,,,,"WISE",,,,,,,,,,,,,,,,,,,,,,,,,,,,3833,3843,5109,2040,1205
"G4804990","1980","A","3","7","Texas","48",,"Wood","499",,,,,,,,,,,,"12",,,,,"WOOD",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,4104,3710,4603,1990,1431
"G4805010","1980","A","3","7","Texas","48",,"Yoakum","501",,,,,,,,,,,,"05",,,,,"YOAKUM",,,,,,,,,,,"1",,"1",,,,,"1",,,,,,,,,,1150,955,1298,582,386
"G4805030","1980","A","3","7","Texas","48",,"Young","503",,,,,,,,,,,,"06",,,,,"YOUNG",,,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,2851,2957,3521,1491,1249
"G4805050","1980","A","3","7","Texas","48",,"Zapata","505",,,,,,,,,,,,"03",,,,,"ZAPATA",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,1606,558,924,333,267
"G4805070","1980","A","3","7","Texas","48",,"Zavala","507",,,,,,,,,,,,"03",,,,,"ZAVALA",,,"1","1","1",,,,,,"1","1",,,,,,,,,,,,"1","1",,,3560,594,694,339,419
"G4900010","1980","A","4","8","Utah","49",,"Beaver","001",,,,,,,,,,,,"03",,,,,"BEAVER",,,,"1",,,,,,,"1","1","1",,,,,"1","1",,,"1",,"1",,"1",,177,394,1070,536,205
"G4900030","1980","A","4","8","Utah","49",,"Box Elder","003",,,,,,,,,,,,"01",,,,,"BOX ELDER",,,,,,,,,,"1",,,"1",,,,,,,,,,"1",,,,,1442,2158,6643,3510,2480
"G4900050","1980","A","4","8","Utah","49",,"Cache","005",,,,,,,,,,,,"01",,,,,"CACHE",,,,,,,,,,,,,,,,,,,,,,,,,,,,1248,2723,8136,6443,6901
"G4900070","1980","A","4","8","Utah","49",,"Carbon","007",,,,,,,,,,,,"03",,,,,"CARBON",,,,,,,,,,,,,,,,,"1",,,,,,,,,,,1640,2344,4130,2333,1188
"G4900090","1980","A","4","8","Utah","49",,"Daggett","009",,,,,,,,,,,,"03",,,,,"DAGGETT",,"1",,"1",,"1",,,"1",,"1",,,"1",,,,,,"1",,"1",,"1",,"1",,24,49,154,107,57
"G4900110","1980","A","4","8","Utah","49","7160","Davis","011",,,,,,,,,,,,"02",,,,,"DAVIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,3014,6466,26014,17689,13655
"G4900130","1980","A","4","8","Utah","49",,"Duchesne","013",,,,,,,,,,,,"03",,,,,"DUCHESNE",,,,,"1",,,,,,,"1","1",,,,,,,,,,,,"1","1",,480,937,2234,1271,701
"G4900150","1980","A","4","8","Utah","49",,"Emery","015",,,,,,,,,,,,"03",,,,,"EMERY",,,,,,,,,,,,"1","1",,,,,"1","1",,,,,,"1",,,385,896,2269,1070,504
"G4900170","1980","A","4","8","Utah","49",,"Garfield","017",,,,,,,,,,,,"03",,,,,"GARFIELD",,,,,"1",,,,,,"1",,"1",,,"1",,"1",,"1",,,,"1",,"1",,185,371,769,427,268
"G4900190","1980","A","4","8","Utah","49",,"Grand","019",,,,,,,,,,,,"03",,,,,"GRAND",,,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,515,612,1697,747,685
"G4900210","1980","A","4","8","Utah","49",,"Iron","021",,,,,,,,,,,,"03",,,,,"IRON",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,380,950,2608,2428,1581
"G4900230","1980","A","4","8","Utah","49",,"Juab","023",,,,,,,,,,,,"03",,,,,"JUAB",,,,"1",,,,,"1",,"1",,,,,"1",,"1",,,,"1",,"1",,,,255,477,1316,488,339
"G4900250","1980","A","4","8","Utah","49",,"Kane","025",,,,,,,,,,,,"03",,,,,"KANE",,,,,"1",,,,,,"1",,"1","1",,"1",,"1",,"1",,,,"1",,"1",,155,256,826,608,317
"G4900270","1980","A","4","8","Utah","49",,"Millard","027",,,,,,,,,,,,"03",,,,,"MILLARD",,,"1",,,,,,,"1",,,"1",,,,,,"1",,,,"1","1",,,,353,683,1808,1080,657
"G4900290","1980","A","4","8","Utah","49",,"Morgan","029",,,,,,,,,,,,"01",,,,,"MORGAN",,,,"1",,,,,"1",,,,"1",,,,,,,,,"1",,,,"1",,116,277,990,596,378
"G4900310","1980","A","4","8","Utah","49",,"Piute","031",,,,,,,,,,,,"03",,,,,"PIUTE",,,,"1",,"1",,,"1",,"1",,,"1",,"1",,"1",,"1",,,,,,,,66,133,305,167,92
"G4900330","1980","A","4","8","Utah","49",,"Rich","033",,,,,,,,,,,,"01",,,,,"RICH",,,,"1","1","1",,,"1",,"1",,,,,,,,,,,"1",,"1",,,,53,187,398,230,131
"G4900350","1980","A","4","8","Utah","49","7160","Salt Lake","035",,,,,,,,,,,,"A",,,,,"SALT LAKE",,,,,,,,,,,,,,,,,,,,,,,,,,,,21571,40288,111210,73479,68191
"G4900370","1980","A","4","8","Utah","49",,"San Juan","037",,,,,,,,,,,,"03",,,,,"SAN JUAN",,,"1",,"1",,,,,,,"1","1",,,,,,,,,,,,"1",,,1428,628,1406,818,715
"G4900390","1980","A","4","8","Utah","49",,"Sanpete","039",,,,,,,,,,,,"01",,,,,"SANPETE",,,,,,,,,,,,"1","1",,,,,"1",,,,,,,"1",,,573,1281,2870,1485,985
"G4900410","1980","A","4","8","Utah","49",,"Sevier","041",,,,,,,,,,,,"01",,,,,"SEVIER",,,,,"1",,,,,,"1",,"1",,,,,"1",,,,,,,,,,553,1160,3054,1797,1005
"G4900430","1980","A","4","8","Utah","49",,"Summit","043",,,,,,,,,,,,"01",,,,,"SUMMIT",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,"1",,,,203,672,1863,1320,1366
"G4900450","1980","A","4","8","Utah","49","7160","Tooele","045",,,,,,,,,,,,"03",,,,,"TOOELE",,,,,,,,,,,,,,,,,,,,,,,,,,,,1168,2403,5198,2454,1607
"G4900470","1980","A","4","8","Utah","49",,"Uintah","047",,,,,,,,,,,,"03",,,,,"UINTAH",,,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,995,1871,3556,1858,1131
"G4900490","1980","A","4","8","Utah","49","6520","Utah","049",,,,,,,,,,,,"02",,,,,"UTAH",,,,,,,,,,,,,,,,,,,,,,,,,,,,4961,10265,27417,24942,20614
"G4900510","1980","A","4","8","Utah","49",,"Wasatch","051",,,,,,,,,,,,"01",,,,,"WASATCH",,,,,"1",,,,,,"1","1","1",,,,,"1",,"1",,,,"1","1",,,300,632,1771,878,652
"G4900530","1980","A","4","8","Utah","49",,"Washington","053",,,,,,,,,,,,"03",,,,,"WASHINGTON",,,,,,,,,,,,"1","1",,,,,,"1",,,,,,,,,962,1657,4996,3408,1934
"G4900550","1980","A","4","8","Utah","49",,"Wayne","055",,,,,,,,,,,,"03",,,,,"WAYNE",,,"1","1","1","1",,,"1",,"1",,,"1",,"1",,"1",,"1",,"1",,"1",,,,123,173,418,196,135
"G4900570","1980","A","4","8","Utah","49","7160","Weber","057",,,,,,,,,,,,"B",,,,,"WEBER",,,,,,,,,,,,,,,,,,,,,,,,,,,,6257,10293,28369,18010,11628
"G5000010","1980","A","1","1","Vermont","50",,"Addison","001",,,,,,,,,,,,"01",,,,,"ADDISON",,,,,,,,,,,"1",,"1",,,,"1","1","1",,,,"1","1","1",,,2792,1894,5554,2354,3241
"G5000030","1980","A","1","1","Vermont","50",,"Bennington","003",,,,,,,,,,,,"02",,,,,"BENNINGTON",,,,"1",,,,,,,"1","1","1",,,,,"1","1",,,,"1",,"1","1",,3681,2667,6705,3254,3678
"G5000050","1980","A","1","1","Vermont","50",,"Caledonia","005",,,,,,,,,,,,"02",,,,,"CALEDONIA",,,"1","1",,,,,,,,"1","1",,,,,"1","1",,,,"1","1",,"1",,2815,1965,5864,2169,2247
"G5000070","1980","A","1","1","Vermont","50",,"Chittenden","007",,,,,,,,,,,,"01",,,,,"CHITTENDEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,7885,5341,20709,10836,16230
"G5000090","1980","A","1","1","Vermont","50",,"Essex","009",,,,,,,,,,,,"02",,,,,"ESSEX",,,"1","1","1","1",,,,,"1","1",,"1",,"1",,"1",,"1",,"1",,,"1","1",,1026,601,1383,405,307
"G5000110","1980","A","1","1","Vermont","50",,"Franklin","011",,,,,,,,,,,,"01",,,,,"FRANKLIN",,,,,"1",,,,,"1",,,"1",,,,"1","1",,,,,"1",,,,,5141,2893,7619,2200,1846
"G5000130","1980","A","1","1","Vermont","50",,"Grand Isle","013",,,,,,,,,,,,"01",,,,,"GRAND ISLE",,,"1","1","1","1",,,,,"1","1",,"1",,,,"1","1","1",,,,,,"1",,547,384,1051,389,399
"G5000150","1980","A","1","1","Vermont","50",,"Lamoille","015",,,,,,,,,,,,"02",,,,,"LAMOILLE",,,,"1","1",,,,,"1","1",,,,,"1","1",,,,,"1",,"1",,"1",,1661,1003,3199,1534,2128
"G5000170","1980","A","1","1","Vermont","50",,"Orange","017",,,,,,,,,,,,"02",,,,,"ORANGE",,,"1",,,,,,,"1",,,"1",,,,"1",,"1",,,,,"1","1","1",,2315,1758,4805,2014,2291
"G5000190","1980","A","1","1","Vermont","50",,"Orleans","019",,,,,,,,,,,,"01",,,,,"ORLEANS",,,"1","1",,,,,,"1","1","1","1",,,,"1",,"1",,,,,"1",,"1",,3504,1943,4951,1711,1529
"G5000210","1980","A","1","1","Vermont","50",,"Rutland","021",,,,,,,,,,,,"02",,,,,"RUTLAND",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,5701,4803,13021,5711,5770
"G5000230","1980","A","1","1","Vermont","50",,"Washington","023",,,,,,,,,,,,"02",,,,,"WASHINGTON",,,,,,,,,,,,,,,,,,"1",,,,,"1",,,,,4717,3701,11857,4602,6116
"G5000250","1980","A","1","1","Vermont","50",,"Windham","025",,,,,,,,,,,,"02",,,,,"WINDHAM",,,,,,,,,,,,,,,,,"1",,,,,,,"1",,,,3293,3097,8313,3631,4501
"G5000270","1980","A","1","1","Vermont","50",,"Windsor","027",,,,,,,,,,,,"02",,,,,"WINDSOR",,,,"1",,,,,,,"1",,"1",,,,,"1","1",,,,,"1",,,,4277,4104,12266,5251,5901
"G5100010","1980","A","3","5","Virginia","51",,"Accomack","001",,,,,,,,,,,,"09",,,,,"ACCOMACK",,,,"1",,,,,,,"1",,"1",,,,,"1",,,,,,"1",,,,6422,5143,4682,1828,1580
"G5100030","1980","A","3","5","Virginia","51","1540","Albemarle","003",,,,,,,,,,,,"05",,,,,"ALBEMARLE",,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,,5634,3555,6910,4547,10049
"G5100050","1980","A","3","5","Virginia","51",,"Alleghany","005",,,,,,,,,,,,"03",,,,,"ALLEGHANY",,,,"1",,,,,,"1","1",,,"1",,,,,,"1",,,"1","1",,,,2505,1766,2596,953,716
"G5100070","1980","A","3","5","Virginia","51",,"Amelia","007",,,,,,,,,,,,"06",,,,,"AMELIA",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,1912,1039,1270,403,349
"G5100090","1980","A","3","5","Virginia","51","4640","Amherst","009",,,,,,,,,,,,"F",,,,,"AMHERST",,,,,,,,,,,,,,,,,,,"1",,,,,,"1","1",,6553,3396,3925,1839,1573
"G5100110","1980","A","3","5","Virginia","51","4640","Appomattox","011",,,,,,,,,,,,"06",,,,,"APPOMATTOX",,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,2460,1574,1847,713,518
"G5100130","1980","A","3","5","Virginia","51","8840","Arlington","013",,,,,,,,,,,,"B",,,,,"ARLINGTON",,,,,,,,,,,,,,,,,,,,,,,,,,,,6949,7279,25992,20985,45274
"G5100150","1980","A","3","5","Virginia","51",,"Augusta","015",,,,,,,,,,,,"04",,,,,"AUGUSTA",,,,,,,,,,,,,,,,,,,,,,,,,"1",,,8786,7008,9697,3954,3150
"G5100170","1980","A","3","5","Virginia","51",,"Bath","017",,,,,,,,,,,,"03",,,,,"BATH",,,,,"1",,,,,,,,,"1",,,,,,"1",,,,,,,,1384,544,1083,345,323
"G5100190","1980","A","3","5","Virginia","51",,"Bedford","019",,,,,,,,,,,,"06",,,,,"BEDFORD",,,,"1",,,,,,,"1",,"1",,,,,,,,,,,"1",,,,6805,3862,6054,2468,2203
"G5100210","1980","A","3","5","Virginia","51",,"Bland","021",,,,,,,,,,,,"02",,,,,"BLAND",,,"1",,,,,,,,,,,,,,,,,,,,,,,,,1349,738,1158,484,204
"G5100230","1980","A","3","5","Virginia","51","6800","Botetourt","023",,,,,,,,,,,,"03",,,,,"BOTETOURT",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,3822,2266,4849,1895,1562
"G5100250","1980","A","3","5","Virginia","51",,"Brunswick","025",,,,,,,,,,,,"07",,,,,"BRUNSWICK",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,3566,2240,1705,763,714
"G5100270","1980","A","3","5","Virginia","51",,"Buchanan","027",,,,,,,,,,,,"01",,,,,"BUCHANAN",,,,"1","1",,,,,"1",,"1",,,,"1","1",,,,,,"1",,"1",,,10101,2996,4559,1001,999
