"","GEOID","year","totPopE","whiteP","blackP","amIndP","asianP","pacIsP","otherP","hispP","noHSP","age0_4","age5_14","age15_19","age20_24","age15_44","age45_49","age50_54","age55_59","age60_64","ageOv65","ageOv18","age18_64","a15_24P","und45P","ovr65P","disbP"
"133","05043",2010,18546,69.58,28.6,0,0.56,0,1.26,2.36,19.37,6.2,13.2,8.1,8.5,40.9,7.2,6.9,5.8,5.7,14.1,76.1,62,0.09,0.33,0.08,17.2
"134","05045",2010,108375,85.88,10.01,0.4,1.09,0.03,2.59,3.62,12.61,6.9,13.6,8.8,11.4,47.5,6.7,6,5.3,4.2,9.8,75.4,65.6,0.02,0.06,0.01,12.5
"135","05047",2010,18176,95.48,0.43,0.81,0.4,0,2.88,2.09,17.4,6,14.1,7.3,5.2,36.5,7,7.1,6.6,5.9,16.7,75.2,58.5,0.07,0.31,0.09,19.6
"136","05049",2010,12263,97.26,0,1.22,0,0,1.52,0.82,20.61,5.3,12.3,6.2,4.4,30.5,7.1,7,7.4,7.9,22.5,78.3,55.8,0.09,0.39,0.18,26.6
"137","05051",2010,95290,86.05,8.12,0.55,0.82,0.02,4.44,4.53,14.97,5.6,11.5,6.3,5.2,34.1,7,7.1,7.5,6.6,20.6,78.9,58.3,0.01,0.05,0.02,18.7
"138","05053",2010,17657,95.5,2.81,0.08,0.08,0,1.53,1.95,15.2,5.8,13.9,7.4,5.7,39,8.3,7.3,5.6,6,14.1,75.4,61.3,0.07,0.33,0.08,16.7
"139","05055",2010,41318,97.24,0.74,0.54,0.14,0,1.34,2.06,19.08,6.8,14.2,6.8,6.1,39.6,7.2,6.5,6.1,5.5,14.2,74.8,60.6,0.03,0.15,0.03,19.4
"140","05057",2010,22747,64.71,30.21,0.72,0.01,0,4.35,11.35,19.27,7.6,14.2,7.8,5.8,38,7,7.2,6,5.5,14.5,73.8,59.3,0.06,0.26,0.06,19.1
"141","05059",2010,32671,86.7,10.12,0.24,0.32,0,2.62,2.63,18.72,6.2,12.9,6.9,5.5,37.7,7.3,7.1,7,6.4,15.4,76.4,61,0.04,0.17,0.05,22
"142","05061",2010,13778,69.84,21,0.8,0.31,0,8.05,9,21.9,7.4,14.7,8,4.8,37.2,7.7,6.3,5.8,5.7,15.2,73.6,58.4,0.09,0.43,0.11,18
"143","05063",2010,35994,94.74,2.2,0.54,0.91,0.03,1.58,5.11,17.56,7,12.9,7.1,5.8,38.4,7.1,7.3,6.5,5.8,15,76,61,0.04,0.16,0.04,17.1
"144","05065",2010,13636,96.19,1.53,0.12,0.4,0,1.76,1.31,18.4,4.9,10.4,6.3,4.3,32.2,7,7.3,7.3,7.8,23.1,80.8,57.7,0.08,0.35,0.17,24.8
"145","05067",2010,18015,80.74,16.68,0.6,0.07,0.05,1.86,2.2,27.74,6,11.3,5.9,6.4,40.1,7.3,7.3,6.1,6.4,15.6,79.1,63.5,0.07,0.32,0.09,21.7
"146","05069",2010,78447,42.96,53.43,0.41,0.83,0,2.37,1.56,18.42,6.6,13.4,7.9,7.5,40.4,7.3,7.4,6.7,5.3,12.9,75.6,62.7,0.02,0.08,0.02,18
"147","05071",2010,25180,95.1,1.6,0.89,0.17,0.05,2.19,11.4,23.6,7.5,13.4,7.4,7,39.3,7.5,6.2,6,5.6,14.4,74.9,60.5,0.06,0.24,0.06,15.8
"148","05073",2010,7764,61.26,37.85,0.08,0,0.06,0.75,1.4,22.07,4.8,12,9.4,6.3,36.7,7.5,7.5,6.9,5.8,18.7,77.3,58.6,0.2,0.69,0.24,22.5
"149","05075",2010,17340,97.32,0.27,0.85,0,0,1.56,0.91,25.24,6,13.1,7.9,5.6,36.4,7.3,6.8,6.1,6.4,17.8,76.6,58.8,0.08,0.32,0.1,20.5
"150","05077",2010,10709,41.98,55.18,1.37,0.26,0,1.21,1.61,30.68,5.9,11.7,7.6,6.8,41.1,7,6.9,6.2,6.5,14.6,78,63.4,0.13,0.55,0.14,23
"151","05079",2010,14203,65.65,30.47,0.44,0.06,0,3.38,2.59,26.79,5.3,10.9,8.7,8.6,47.2,6.8,7.1,5.6,5.2,12,80,68,0.12,0.45,0.08,20.4
"152","05081",2010,13145,74.14,21.17,1.48,0,0,3.21,1.7,18.75,5.5,13.4,7.3,5.7,36.5,6.1,7.7,7.3,7,16.4,76.3,59.9,0.1,0.42,0.12,17.2
"153","05083",2010,22580,94.42,0.78,0.98,1.56,0,2.26,2.4,23.25,6.2,14.5,7.2,4.8,35.1,7.5,6.7,6.1,6.6,17.3,74.8,57.5,0.05,0.25,0.08,20.7
"154","05085",2010,65846,89.98,6.39,0.53,0.62,0,2.48,3.1,14.21,7.1,15.9,7.1,5.8,41.9,7.5,6.5,5.6,4.6,10.9,72.4,61.5,0.02,0.1,0.02,16.1
"155","05087",2010,15507,95.29,0.31,0.88,0.47,0,3.05,4.33,24.17,6.4,14,6.8,5.5,36.6,7.8,7.2,7.9,5.6,14.4,75.2,60.8,0.08,0.37,0.09,19
"156","05089",2010,16779,96.73,0,1.05,0.3,0,1.92,1.32,14.9,4.4,10.7,5.9,4,29.4,7.4,8.1,7.9,9.4,22.7,81.1,58.4,0.06,0.27,0.14,25.2
"157","05091",2010,43048,72.54,24.27,0.56,0.62,0,2.01,2.44,17,7.1,13.6,6.9,6.5,40.2,6.9,7.1,5.7,5.9,13.4,75.2,61.8,0.03,0.14,0.03,18
"158","05093",2010,46815,63.57,33.91,0.13,0.56,0,1.83,3.45,24.42,7.9,15.6,7.7,6.4,39.4,7.1,7,6.5,4.4,12.1,71.6,59.5,0.03,0.13,0.03,19.7
"159","05095",2010,8492,57.43,40.84,0.47,1.08,0,0.18,1.45,31.36,6,12.9,9.3,3.6,34.3,7.1,7.7,7.3,6.4,18.5,75.8,57.3,0.15,0.63,0.22,25.6
"160","05097",2010,9490,93.97,0.07,2.33,0,0,3.63,3.28,17.79,5.4,13,6.2,4.2,30.3,7.9,7,7.2,7.6,21.5,77.7,56.2,0.11,0.51,0.23,29.7
"161","05099",2010,9149,65.17,32.74,0.28,0.49,0,1.32,0.46,21.69,6.7,13.2,6.8,5.2,35.4,6.6,7.7,8.2,4.8,17.5,75.5,58,0.13,0.6,0.19,23.8
"162","05101",2010,8394,95.23,0.33,0.44,0.05,0,3.95,0.44,22.03,5.3,11.8,6.8,5,33.2,7.3,7.9,7.6,7.8,19,78.8,59.8,0.14,0.6,0.23,22
"163","05103",2010,26293,57.24,40.22,0.31,0.14,0,2.09,1.57,18.18,6.9,12.4,6.9,5.6,35.1,7.6,8.1,7.5,5.7,16.8,76.2,59.4,0.05,0.21,0.06,21.2
"164","05105",2010,10435,95.52,2.5,0.22,0.02,0,1.74,1.91,18.39,5.3,13,7.1,5,36.8,8.3,6.9,7.2,6.1,16.3,77,60.7,0.12,0.53,0.16,20.2
"165","05107",2010,22412,35.72,63.38,0,0.11,0,0.79,1.24,29.06,7.9,15.8,8.7,5.6,36,6.9,7.1,5.7,5.9,14.7,71,56.3,0.06,0.27,0.07,23.7
"166","05109",2010,11286,89.49,3.49,1.28,0.12,0,5.62,5.81,22.81,7.2,14.4,7.4,5.8,36,6.6,6.9,5.7,6.4,16.9,73.7,56.8,0.12,0.51,0.15,28.3
"167","05111",2010,24703,90.79,6.95,0.3,0.08,0.12,1.76,2.15,27.19,6.2,14,6.9,5.7,37.6,6.9,7.4,6.6,5.9,15.4,75.5,60.1,0.05,0.23,0.06,19.6
"168","05113",2010,20490,92.54,0.2,1.8,0,0.04,5.42,5.23,19.61,6.2,13.4,6.9,4.4,32.8,6.9,7.2,7.5,6.6,19.3,75.8,56.5,0.06,0.26,0.09,25
"169","05115",2010,60460,91.47,3.15,0.71,0.9,0,3.77,5.96,18.07,6.6,12.8,8.8,9.4,43.4,7.1,6.5,5.9,5.1,12.7,76.6,63.9,0.03,0.1,0.02,17.1
"170","05117",2010,8839,85.39,13.36,0.42,0,0,0.83,0.31,21.98,5.2,12.3,6.4,5.5,34.3,8,7.6,8.2,5.4,18.9,78.1,59.2,0.13,0.59,0.21,22.8
"171","05119",2010,377060,60.18,34.63,0.32,1.97,0.02,2.88,5.1,11.8,7.1,13.3,6.3,7,41.8,7.2,7.3,6.4,5.2,11.7,75.7,64,0,0.02,0,13.2
"172","05121",2010,18049,97.02,0.63,0.28,0.57,0,1.5,1.21,22.23,6.2,12.6,7.2,5.4,35.8,7.1,7,5.6,7.3,18.4,76.7,58.3,0.07,0.3,0.1,19.7
"173","05123",2010,28302,45.54,52.05,0.38,0.23,0,1.8,4.18,26.72,6.8,13.6,6.8,5.9,40.8,7.5,7.7,6.5,5.2,11.9,75.3,63.4,0.04,0.22,0.04,21.3
"174","05125",2010,102439,91.83,4.22,0.63,0.87,0.02,2.43,3.31,12.44,6.3,13.8,6.3,5.4,38.6,7.6,6.9,6,6.1,14.7,75.7,61,0.01,0.06,0.01,16.9
"175","05127",2010,11226,91.48,0,0.89,4.24,0,3.39,6.71,26.28,5.9,14.2,7.3,7.4,36.3,6.9,6.5,6.5,5.8,17.8,74.8,57,0.13,0.5,0.16,20.3
"176","05129",2010,8227,96.15,0,1.52,0.4,0,1.93,0.68,27.33,5.1,12.1,6.1,4.1,32.7,5.7,8.3,6,9.7,20.5,79.2,58.7,0.12,0.61,0.25,25.5
"177","05131",2010,123847,82.67,6.1,0.86,3.83,0.03,6.51,11.4,18.97,7.3,13.8,7.1,6.8,40.4,7.3,7.1,6.4,4.9,12.8,74.7,61.9,0.01,0.05,0.01,16.8
"178","05133",2010,16636,69.13,4.12,1.66,0.72,0,24.37,28.74,31.18,9.1,15.2,7.2,6.1,41,5.8,5.8,5.2,5.2,12.7,71.2,58.5,0.08,0.39,0.08,16.1
"179","05135",2010,17432,96.22,0.44,0.76,0,0,2.58,1.42,19.57,5.4,11.9,6,4,30.6,6.7,7.1,7.1,7.7,23.4,78.7,55.3,0.06,0.27,0.13,19.7
"180","05137",2010,12321,98.88,0,0.06,0.18,0,0.88,1.23,24.2,5.5,11.4,5.6,4.7,30.2,7.8,7.8,7.2,8.2,21.8,79.1,57.3,0.08,0.38,0.18,24.2
"181","05139",2010,42180,64.21,32.77,0.27,0.64,0,2.11,3.1,18.72,6.7,13.3,6.8,5.6,36.8,7.7,7.3,6.9,5.6,15.6,75.4,59.8,0.03,0.13,0.04,21.2
"182","05141",2010,17237,96.54,0.78,1.11,0.04,0,1.53,2.35,18.99,5.8,10.9,5.8,5.5,31.8,7.4,7.4,7.3,6.9,22.6,79.2,56.6,0.07,0.28,0.13,20.3
"183","05143",2010,197192,81.25,3.14,1.29,2.11,1.83,10.38,14.5,18.3,7.7,13.7,8.4,10.2,47.8,6.3,5.9,5.3,3.9,9.4,74.7,65.3,0.01,0.04,0,11.8
"184","05145",2010,74957,91.87,3.95,0.38,0.56,0.02,3.22,3.48,18.22,6.6,13.3,8.2,8.6,41.9,7.1,6.3,5.9,5,13.9,76,62.1,0.02,0.08,0.02,17.1
"185","05147",2010,7505,69.33,29.27,0.08,0,0.12,1.2,0.37,26.89,5.9,12.8,6.9,5.6,33.9,7.7,7.3,8.1,6.8,17.4,77.1,59.7,0.17,0.7,0.23,20.8
"186","05149",2010,21895,89.24,1.18,0.17,1.29,0,8.12,18.05,29.82,7.2,14.6,7,6.3,38.2,7.1,6.5,6.5,5.1,14.8,73.8,59,0.06,0.27,0.07,21.5
"187","06001",2010,1477980,45.81,12.62,0.51,25.97,0.82,14.27,21.87,14.14,6.6,12.4,6.7,7,44.5,7.7,7.1,6.2,4.8,10.8,77.1,66.3,0,0,0,9.2
"188","06003",2010,1176,64.46,0,23.55,4.08,0,7.91,5.36,7.87,9.4,11.3,9.3,6.2,35.6,10,11.8,7.5,4.4,9.9,73.9,64,1.32,4.79,0.84,13.9
"189","06005",2010,38327,87.77,1.86,1.5,1.12,0.31,7.44,11.91,12.56,3.4,10.2,6.2,4.1,32.3,8.4,9.1,10,7.4,19.3,82.5,63.2,0.03,0.12,0.05,17
"190","06007",2010,218635,83.25,1.47,1.31,3.97,0.22,9.78,13.5,14.31,5.6,11.7,8.3,10.9,41.6,6.5,7,6.6,5.8,15.1,78.7,63.6,0.01,0.03,0.01,16.7
"191","06009",2010,45994,91.53,1.02,1.69,1.37,0.04,4.35,9.99,9.26,4.1,11.4,6.4,4.4,29.2,8,9.6,8.5,9.1,20,79.9,59.9,0.02,0.1,0.04,17.8
"192","06011",2010,21165,66.95,0.93,1.81,1.03,0.22,29.06,52.62,29.47,8.6,15.8,8.3,6,40.3,6.8,6.6,5.6,4.8,11.5,70.3,58.8,0.07,0.31,0.05,12.4
"193","06013",2010,1024809,62.36,9.06,0.43,14.15,0.46,13.54,23.4,11.58,6.5,14.1,7.2,5.8,40,8.1,7.5,6.4,5.3,12.1,74.8,62.7,0,0.01,0,9.8
"194","06015",2010,28471,73.84,3.48,5.34,3.13,0.22,13.99,17.2,18.74,6,12.1,6.9,7,40.5,7.6,8.3,6.3,5.4,13.8,77.7,63.9,0.05,0.21,0.05,21.1
"195","06017",2010,179053,88.07,0.64,0.92,3.38,0.14,6.85,11.53,7.27,5.5,13.3,7.2,4.8,34.9,9,9.1,7.8,6.7,13.7,76.5,62.8,0.01,0.03,0.01,11.4
"196","06019",2010,908830,61.24,5.03,1.02,9.38,0.13,23.2,49.15,26.94,8.5,16.3,8.8,8.1,43.8,6.5,6,5,4.1,9.9,69.8,59.9,0,0.01,0,11.6
"197","06021",2010,27935,75.23,0.71,2.69,2.25,0.03,19.09,35.76,26.09,8,15.5,7.9,6.5,38.8,7,7,6.4,4.5,12.8,71.5,58.7,0.05,0.22,0.05,15
"198","06023",2010,133058,82.75,1.11,5.79,2.16,0.31,7.88,9.21,9.64,5.7,11,7.5,9.2,42.2,7,7.7,7.7,5.9,12.8,79.6,66.8,0.01,0.04,0.01,15.5
"199","06025",2010,168052,69.25,3.47,1.64,1.61,0.11,23.92,78.95,37.7,8,16,9,7.8,44,6.6,6.2,5.1,3.7,10.3,70.4,60.1,0.01,0.04,0.01,13.4
"200","06027",2010,18434,75.37,0.97,10.22,1.41,0.07,11.96,17.96,11.36,5.8,11.7,6.4,4.7,32.5,7.9,8.6,8.1,6.9,18.5,78.1,59.6,0.06,0.27,0.1,12.3
"201","06029",2010,815693,65.88,5.55,1.03,3.93,0.12,23.49,47.66,28.87,8.8,16.5,8.6,7.8,44.2,6.8,6.1,4.9,3.9,8.9,69.4,60.5,0,0.01,0,12
"202","06031",2010,151122,71.02,7.6,1.28,3.84,0.09,16.17,49.45,30.12,8.3,14.8,7.5,9,48.5,7,5.6,4.5,3.4,7.7,72.3,64.6,0.01,0.05,0.01,10.4
"203","06033",2010,64371,85.79,2.14,2.22,1.06,0.42,8.37,16.32,13.72,5.5,12,6.8,5,33.5,7.7,8.5,7.6,8.1,17.1,78.2,61.1,0.02,0.08,0.03,20.1
"204","06035",2010,35081,71.22,8.52,3.66,1.87,0.57,14.16,17.03,20.18,4.5,10,6,8.7,49.6,8.4,7.3,6.1,4.9,9.2,81.8,72.6,0.04,0.18,0.03,15.8
"205","06037",2010,9758256,50.85,8.74,0.49,13.73,0.27,25.92,47.13,24.11,6.8,13.8,7.7,7.5,45.4,7.2,6.6,5.5,4.3,10.5,74.8,64.3,0,0,0,9.4
"206","06039",2010,147738,79.59,3.83,1.61,1.99,0.11,12.87,51.93,32.08,8.1,15.5,8.3,7,42.1,6.7,6.3,5.9,4.3,11.2,71.3,60.1,0.01,0.04,0.01,11.7
"207","06041",2010,248601,80.47,3,0.28,5.62,0.19,10.44,14.41,8.2,5.7,11.5,5.1,4.2,34.4,8.5,8.6,8.6,6.9,15.8,79.3,63.5,0,0.02,0.01,8.6
"208","06043",2010,18290,90.27,0.54,2.05,1.14,0.32,5.68,9.29,10,4.4,10.9,5.2,4.7,30.5,7.9,9.4,9.6,7.4,19.8,81,61.2,0.05,0.25,0.11,17.9
"209","06045",2010,87487,83.67,0.99,4.8,1.81,0.21,8.52,21.11,16.8,6,12,6.9,6,36.5,7,7.9,8.2,7.4,14.9,77.6,62.7,0.01,0.06,0.02,16
"210","06047",2010,250699,66.23,3.9,1.01,7.45,0.21,21.2,53.76,32.96,8.9,17.6,9.5,7.8,44,6.4,5.6,4.6,3.8,9,67.8,58.8,0.01,0.03,0,14.7
"211","06049",2010,9605,88.18,1,3.59,1.29,0.26,5.68,13.13,15.71,5.3,12.9,5.4,5,30.7,7.9,7.2,9.1,8.1,18.9,77.8,58.9,0.11,0.51,0.2,20.9
"212","06051",2010,13905,81.75,0.85,4.85,0.27,0.83,11.45,25.06,12.57,6.6,11.3,6.9,8.3,44.9,8.1,7.7,6.5,6.6,8.3,78.6,70.3,0.11,0.45,0.06,10.1
"213","06053",2010,407435,69.8,3.21,0.89,6.27,0.44,19.39,53.72,29.32,8,14.2,8,7.9,44.3,6.7,6.4,5.4,4.5,10.4,73.1,62.7,0,0.02,0,8.4
"214","06055",2010,134051,80.85,2.2,0.86,6.54,0.34,9.21,30.64,17.79,6,13.1,6.9,6.3,38.6,7.5,7.3,6.5,6,14.9,76.7,61.8,0.01,0.04,0.01,10.7
"215","06057",2010,98186,92.64,0.44,1.49,1.3,0.22,3.91,8.06,5.92,4.4,11.3,6.5,4.5,31.6,7.9,8.8,9.4,7.9,18.6,80,61.4,0.01,0.05,0.02,12.8
"216","06059",2010,2965525,62.04,1.63,0.44,17.58,0.32,17.99,32.84,16.66,6.6,13.8,7.5,7,43.6,7.7,6.8,5.7,4.6,11.2,75,63.8,0,0,0,7.6
"217","06061",2010,336477,84.45,1.34,0.92,5.88,0.26,7.15,12.25,7.01,6.1,14.1,7,5.3,37.4,8,7.3,6.8,5.4,14.8,75.2,60.4,0,0.02,0,10.5
"218","06063",2010,20392,91.73,1.1,2.9,0.94,0.04,3.29,7.81,7.76,4.2,10.4,6.9,3.6,30.1,7.2,9.8,10.6,8.4,19.2,81.3,62.1,0.05,0.22,0.09,17.9
"219","06065",2010,2109464,64.72,6.22,0.96,5.78,0.31,22.01,44.25,20.81,7.7,16,8.5,6.9,42.3,7,6.1,5,4.2,11.6,71,59.4,0,0,0,10.5
"220","06067",2010,1395144,60.15,10.23,0.96,14.24,0.99,13.43,20.76,14.91,7.2,14.2,7.5,7.1,43.2,7.3,6.8,5.8,4.5,10.9,74,63.1,0,0,0,12.9
"221","06069",2010,54492,68.99,1.22,1.39,2.37,0.01,26.02,54.75,26.23,7.6,16.5,8.4,6.4,42,7.5,7.1,5.7,4.2,9.4,70.3,60.9,0.03,0.12,0.02,8.3
"222","06071",2010,2005287,60.83,8.91,0.98,6.18,0.29,22.81,47.88,22.46,8,16.4,8.9,7.7,44.5,7.1,6.4,5.1,3.9,8.5,70,61.5,0,0,0,10.7
"223","06073",2010,3022468,71.06,5.04,0.68,10.81,0.49,11.92,31.13,14.74,6.7,12.8,7.4,8.7,45.3,7.2,6.7,5.6,4.4,11.2,76.2,65,0,0,0,9.3
"224","06075",2010,789172,51.56,6.22,0.51,33.54,0.41,7.76,14.71,14.29,4.4,6.8,4.4,7.3,49.6,7.2,6.8,6.4,5.2,13.7,86.5,72.8,0,0.01,0,10.6
"225","06077",2010,673613,59.19,7.31,1.05,14.34,0.49,17.62,37.67,23.32,8.2,16.3,8.6,7,42.7,7,6.3,5.3,4.1,10.1,70.2,60.1,0,0.01,0,11.6
"226","06079",2010,265577,84.14,2.13,0.96,3.07,0.13,9.57,19.86,11.84,5,10.5,8.5,10.6,41.9,7.4,7.7,7.1,5.7,14.7,80.8,66.1,0.01,0.02,0.01,11.1
"227","06081",2010,704327,60.1,2.91,0.39,24.35,1.48,10.77,24.44,11.45,6.6,12,5.9,5.7,40.9,8,7.5,6.6,5.3,13.2,77.7,64.5,0,0.01,0,7.8
"228","06083",2010,416051,76.34,1.92,1,4.97,0.19,15.58,40.97,19.87,6.5,12.5,9.1,10.5,45.1,6.7,6.4,5.5,4.7,12.7,76.7,64,0,0.02,0,10.4
"229","06085",2010,1739396,50.55,2.55,0.57,31.46,0.37,14.5,26.24,13.68,7.2,13.1,6.5,6.5,44.4,7.8,6.8,5.6,4.4,10.7,75.8,65.1,0,0,0,7.7
"230","06087",2010,256901,83.41,0.94,0.44,4.11,0.16,10.94,30.79,15.85,5.8,11.6,8.6,9.6,43.8,7.5,7.9,7.3,5.5,10.7,78.5,67.8,0.01,0.02,0,8.8
"231","06089",2010,176906,88.36,0.83,2.26,2.5,0.16,5.89,8.01,11.94,5.8,12.7,7.3,6.2,36.2,7.5,7.7,7.3,6.5,16.2,77,60.8,0.01,0.03,0.01,17.7
"232","06091",2010,3366,92.87,1.1,0.27,0.15,0,5.61,7.84,11.72,4.2,9.6,6,2.8,25.7,9.2,9.5,13.1,8.6,20.1,82.7,62.6,0.26,1.17,0.6,14.5
"233","06093",2010,44690,86.77,1.29,3.02,1.26,0.22,7.44,9.97,11.63,5.1,11.4,6.9,4.8,31.5,7.4,8.8,8.7,8,19.1,79.4,60.3,0.03,0.11,0.04,19.5
"234","06095",2010,410042,51.72,14.82,0.63,14.41,0.84,17.58,23.13,14.23,6.6,13.9,7.6,6.9,41.7,7.9,7.6,6.4,5.2,10.8,74.8,64,0,0.02,0,10.7
"235","06097",2010,474047,81.16,1.48,1.15,3.96,0.31,11.94,23.64,13.8,5.9,12.3,7.1,6.6,39.3,7.7,7.9,7.3,6.1,13.4,77.5,64.1,0,0.01,0,10.7
"236","06099",2010,509682,75.56,2.79,0.98,5.24,0.68,14.75,40.61,24.71,7.9,16,8.4,7.2,42.7,7.1,6.3,5.5,4,10.3,70.8,60.5,0,0.01,0,13
"237","06101",2010,93420,65.95,1.61,1.32,13.42,0.32,17.38,27.77,21.64,7.6,15.3,7.8,6.7,41.3,7,6.4,5.5,4.7,12.2,72.2,60,0.02,0.07,0.01,13.8
"238","06103",2010,62575,83.92,0.6,2.22,1.21,0.12,11.93,20.8,19.69,6.9,14,7.7,5.6,36.6,7.5,7,6.7,5.7,15.6,74,58.4,0.02,0.09,0.02,19
"239","06105",2010,13701,88.2,0.39,1.67,1.21,0.32,8.21,6.51,9.88,4.8,10,5.7,4.8,30.5,7.8,9.4,9.7,9.6,18.1,81,62.9,0.08,0.33,0.13,21.8
"240","06107",2010,429404,77.36,1.47,1.18,3.42,0.08,16.49,58.93,32.74,9.4,17.8,8.9,7.3,42.9,6.2,5.7,4.9,3.8,9.3,67.2,57.9,0,0.02,0,10.4
"241","06109",2010,56074,87.18,2.27,1.49,1,0.2,7.86,10.24,12.66,4.3,9.9,5.9,5.6,34,7.5,8.8,8.9,7.3,19.3,82.1,62.8,0.02,0.09,0.03,17.5
"242","06111",2010,809080,69.2,1.8,1.22,6.89,0.17,20.72,39.01,17.72,6.9,14.5,7.9,6.8,41.5,7.8,7.2,5.9,4.8,11.3,73.7,62.4,0,0.01,0,9.8
"243","06113",2010,196418,66.87,2.35,1.04,12.88,0.54,16.32,29.51,15.72,6.3,12.4,10.8,13,49.8,6.4,6.1,5.3,4.1,9.5,77,67.5,0.01,0.03,0,9.9
"244","06115",2010,71160,69.27,2.49,1.86,6.85,0.35,19.18,23.99,23.13,8.8,15.8,7.8,7.6,42.6,6.9,6.2,5.1,4.9,9.7,70.6,60.9,0.02,0.09,0.01,15.9
"245","08001",2010,425330,77.2,3.04,1.15,3.61,0.11,14.89,36.79,19.05,8.9,15.4,6.9,6.9,45.3,7,6.2,5.3,3.8,8.1,71.4,63.3,0,0.02,0,9.5
"246","08003",2010,15293,80.64,0.6,0.96,0.73,0.08,16.99,44.61,13.6,7.6,13.4,10.9,8.7,42.9,7,6.6,7.3,4.3,10.9,74.5,63.6,0.13,0.42,0.07,15.3
"247","08005",2010,552860,75.75,9.79,0.82,4.9,0.18,8.56,17.65,9.58,7.2,14.2,6.9,6.3,42.5,7.8,7.4,6.3,4.8,9.7,74,64.3,0,0.01,0,8.8
"248","08007",2010,12136,90.05,0.59,0.18,0.47,0.08,8.63,17,6.76,4.3,16.5,12.9,8.2,35,3.8,6.9,9.6,8.9,15.1,73.8,58.7,0.17,0.46,0.12,13.7
"249","08009",2010,3833,92.04,0.86,0.65,0.81,0,5.64,8.01,14.97,5.8,10.9,8,3.5,30.5,7,7.6,5.6,7.5,25,77.7,52.7,0.3,1.23,0.65,19.3
"250","08011",2010,6125,81.83,5.81,3.33,1.58,0,7.45,28.69,19.61,4.9,10.5,3.9,8.5,43.4,7.5,7.8,7.2,5.1,13.6,81.8,68.2,0.2,0.96,0.22,26.3
"251","08013",2010,290177,87.21,0.8,0.38,4.09,0.03,7.49,12.88,6.29,5.8,12,8.1,10.3,46.2,7.8,7.6,6.4,4.8,9.4,78.5,69.1,0.01,0.02,0,7.1
"252","08014",2010,52872,87.36,0.88,0.24,5.67,0.09,5.76,10.75,4.66,7.3,14.7,6.8,5.7,42.4,8.6,7.5,6.6,4.1,9,73.5,64.5,0.02,0.12,0.02,8.1
"253","08015",2010,17540,93.27,1.88,0.54,0.62,0,3.69,8.98,9.23,3.6,9.8,5.6,5.3,34.8,8.1,8.3,8.5,8,18.9,82.5,63.6,0.06,0.27,0.11,12.9
"254","08017",2010,2194,98.31,0,0.14,0.91,0,0.64,9.25,12.06,6.5,11.1,7.9,6.1,35,9,8.3,5.8,4.5,19.7,76.8,57.1,0.64,2.4,0.9,19.2
"255","08019",2010,9088,95.22,0.01,0.52,0.83,0,3.42,4.25,3.11,5.2,9.7,6.3,2.8,35.5,9.9,11.5,11.5,6.1,10.7,81.3,70.6,0.1,0.55,0.12,11.9
"256","08021",2010,8220,79.43,0.44,0.94,0.29,0,18.9,54.71,18.63,7.6,15.9,7.9,5.2,34.7,6.8,7.4,7.4,4.6,15.6,71.4,55.8,0.16,0.71,0.19,18.9
"257","08023",2010,3536,81.05,0.28,0.45,0.99,0,17.23,62.22,26.06,3.2,12.5,11.1,2.6,33.5,6.7,7.3,6.4,9.5,21,78.1,57.1,0.39,1.39,0.59,26
"258","08025",2010,5897,77.67,9.38,1.98,0.64,0,10.33,26.71,27.64,3.9,7.7,8.1,8.7,52.8,9.4,6,4.6,5.8,9.8,85.7,75.9,0.28,1.09,0.17,21.5
"259","08027",2010,3899,95.51,0.13,1.33,1.56,0.36,1.11,4.69,6.32,4.7,9.4,6,3.5,22.4,9.4,10.5,11.3,10.7,21.5,81.6,60.1,0.24,0.94,0.55,15
"260","08029",2010,30533,93.4,0.76,0.81,0.56,0.07,4.4,13.49,13.99,5.7,12.3,6.4,4.5,31.9,7.4,7.7,7.2,7.7,19.9,77.7,57.8,0.04,0.16,0.07,16.3
"261","08031",2010,578087,72.92,10.34,1.13,3.29,0.12,12.2,32.08,16.04,7.4,11.2,5.5,7.9,48.4,6.3,6.1,5.5,4.5,10.5,78.4,67.9,0,0.01,0,9.7
"262","08033",2010,2027,94.92,0,2.52,0.2,0,2.36,2.32,14.05,6.4,15.6,5.4,1,31.6,6.8,6.5,11,4.5,17.7,76.2,58.5,0.32,2.64,0.87,19.2
"263","08035",2010,273440,90.91,1.18,0.27,3.66,0.05,3.93,7.27,2.4,8.2,17.9,6.4,3.6,41.4,8.9,7.2,5.6,4.4,6.3,69.3,63,0,0.02,0,5.9
"264","08037",2010,50793,91.1,0.19,0.18,1.14,0.03,7.36,28.95,12.79,7.7,13,5.6,6.8,49.3,7.7,7.5,6.3,3.5,5,75.6,70.6,0.02,0.14,0.01,4.1
"265","08039",2010,22712,94.74,0.75,0.87,0.64,0.06,2.94,5.49,3.93,4.9,15.4,8,3.1,34,11.7,10.5,8.7,6,8.7,74,65.3,0.05,0.24,0.04,10.7
"266","08041",2010,599988,81.03,5.98,0.88,2.65,0.24,9.22,14.45,7.55,7.2,14.6,7.6,7.8,43,7.9,7.2,5.6,4.8,9.7,73.7,64,0,0.01,0,10.8
