G_ZCTA,ZCTA,minDisSUT,timeDrive,countDrive
G95006,95006,8.68,34.48,0
G32066,32066,21.41,34.49,0
G29458,29458,21.12,34.49,0
G39745,39745,18.58,34.49,0
G07422,07422,11.54,34.5,0
G50002,50002,13.52,34.5,0
G17823,17823,8.56,34.5,0
G66403,66403,20.15,34.51,0
G63674,63674,9.65,34.51,0
G56349,56349,12.56,34.51,0
G59468,59468,20.57,34.52,0
G82059,82059,19.09,34.52,0
G25083,25083,13.48,34.52,0
G54611,54611,19.31,34.52,0
G35087,35087,11.7,34.52,0
G74867,74867,12,34.52,0
G38370,38370,10.99,34.52,0
G38762,38762,18.02,34.52,0
G41135,41135,13.49,34.53,0
G79091,79091,23.52,34.53,0
G74574,74574,12.3,34.53,0
G93239,93239,20.85,34.53,0
G56249,56249,18.87,34.53,0
G27958,27958,11.72,34.55,0
G43973,43973,14.64,34.55,0
G97357,97357,10.31,34.55,0
G38844,38844,10.14,34.56,0
G80135,80135,14.78,34.56,0
G30428,30428,17.53,34.56,0
G87305,87305,9.3,34.56,0
G13428,13428,13.42,34.56,0
G64650,64650,12,34.56,0
G01338,01338,10.17,34.57,0
G76627,76627,16.88,34.57,0
G71929,71929,11.97,34.57,0
G41390,41390,7.16,34.57,0
G95454,95454,13.32,34.57,0
G56097,56097,17.82,34.57,0
G50840,50840,19.64,34.58,0
G04416,04416,4.45,34.58,0
G40988,40988,10.85,34.58,0
G43006,43006,13.63,34.58,0
G39326,39326,15.28,34.58,0
G61358,61358,14.33,34.58,0
G29470,29470,10.21,34.58,0
G26343,26343,14.61,34.58,0
G12042,12042,12.5,34.58,0
G57220,57220,12.45,34.59,0
G66775,66775,17.2,34.59,0
G62052,62052,17.11,34.59,0
G68938,68938,18.05,34.59,0
G71825,71825,15.91,34.6,0
G38392,38392,12.99,34.6,0
G25908,25908,7.29,34.6,0
G71401,71401,14.31,34.6,0
G93451,93451,27.02,34.6,0
G76458,76458,22.68,34.6,0
G04785,04785,18.42,34.6,0
G54484,54484,15.04,34.6,0
G78953,78953,17.27,34.6,0
G49715,49715,16.43,34.61,0
G43153,43153,12.26,34.61,0
G72944,72944,11.13,34.61,0
G13317,13317,17.38,34.61,0
G36317,36317,10.29,34.61,0
G40161,40161,10.93,34.62,0
G24095,24095,11.44,34.63,0
G30631,30631,18.57,34.63,0
G95922,95922,13.93,34.63,0
G59247,59247,18.35,34.63,0
G71923,71923,24.41,34.64,0
G98535,98535,16.19,34.64,0
G68966,68966,20.72,34.64,0
G62358,62358,13.2,34.64,0
G32539,32539,21.42,34.64,0
G48733,48733,10.29,34.65,0
G54967,54967,15.68,34.65,0
G96065,96065,10.87,34.65,0
G17960,17960,5,34.66,0
G71416,71416,17.75,34.66,0
G43930,43930,12.31,34.66,0
G62030,62030,17.24,34.67,0
G70732,70732,9.55,34.67,0
G62083,62083,14.39,34.67,0
G38957,38957,9.71,34.68,0
G53580,53580,14.8,34.68,0
G54513,54513,19.76,34.68,0
G26039,26039,8.65,34.68,0
G45696,45696,12.91,34.68,0
G30573,30573,10.2,34.68,0
G38469,38469,18.13,34.69,0
G13459,13459,14.96,34.69,0
G36272,36272,15.35,34.69,0
G87565,87565,18.65,34.7,0
G15536,15536,10.96,34.7,0
G14138,14138,12.09,34.71,0
G12193,12193,14.61,34.71,0
G37078,37078,16.4,34.71,0
G24826,24826,10.53,34.71,0
G76463,76463,19.8,34.71,0
G25841,25841,11.13,34.71,0
G39088,39088,14.08,34.71,0
G01011,01011,14.37,34.72,0
G85912,85912,10.08,34.72,0
G74727,74727,19.95,34.72,0
G81151,81151,13.93,34.72,0
G52308,52308,16.46,34.73,0
G65644,65644,13.22,34.73,0
G67442,67442,11.31,34.74,0
G68771,68771,23.57,34.74,0
G76462,76462,18.48,34.74,0
G36919,36919,21.46,34.74,0
G61274,61274,8.65,34.74,0
G24719,24719,11.77,34.75,0
G71858,71858,18.69,34.76,0
G57472,57472,21.59,34.76,0
G22976,22976,11.32,34.76,0
G65076,65076,14.32,34.76,0
G77973,77973,18.39,34.76,0
G94937,94937,13.53,34.76,0
G67568,67568,20.19,34.77,0
G52221,52221,17.35,34.77,0
G69138,69138,27.34,34.78,0
G95646,95646,14.18,34.78,0
G29356,29356,15.5,34.78,0
G47596,47596,15.29,34.78,0
G83127,83127,16.06,34.78,0
G73632,73632,19.43,34.79,0
G64842,64842,13.47,34.79,0
G76937,76937,15.18,34.79,0
G31824,31824,17.24,34.79,0
G53949,53949,16.13,34.79,0
G56226,56226,16.79,34.79,0
G75560,75560,24.78,34.79,0
G31510,31510,20.11,34.79,0
G95910,95910,6.03,34.8,0
G31634,31634,25.59,34.8,0
G34432,34432,9.64,34.81,0
G14877,14877,11.91,34.81,0
G49848,49848,19.27,34.81,0
G51350,51350,14.28,34.81,0
G57232,57232,14.82,34.81,0
G04634,04634,12.27,34.81,0
G39837,39837,18.59,34.82,0
G78382,78382,23.53,34.82,0
G69131,69131,18.27,34.82,0
G46164,46164,8.24,34.82,0
G36264,36264,15.28,34.83,0
G39739,39739,16.84,34.83,0
G67065,67065,12.83,34.83,0
G29487,29487,16,34.84,0
G87034,87034,20.18,34.84,0
G56176,56176,15.64,34.84,0
G41367,41367,6.61,34.84,0
G20184,20184,17.34,34.84,0
G77963,77963,27.76,34.85,0
G54454,54454,15.1,34.85,0
G75156,75156,16.8,34.85,0
G12934,12934,19.94,34.85,0
G16411,16411,16.68,34.86,0
G26033,26033,10.76,34.86,0
G62533,62533,17.27,34.86,0
G88336,88336,21,34.86,0
G83543,83543,10.7,34.86,0
G62664,62664,19.49,34.87,0
G35062,35062,10.77,34.87,0
G83120,83120,17.85,34.87,0
G56593,56593,12.16,34.87,0
G52163,52163,17.45,34.87,0
G72734,72734,13.55,34.87,0
G71356,71356,16.52,34.88,0
G95714,95714,10.28,34.89,0
G36560,36560,25.44,34.89,0
G45770,45770,12.51,34.9,0
G69345,69345,19.17,34.9,0
G97065,97065,17.36,34.91,0
G36003,36003,17.76,34.91,0
G54732,54732,16.18,34.91,0
G58625,58625,19.51,34.92,0
G84017,84017,24.21,34.92,0
G03605,03605,12.52,34.93,0
G88414,88414,25.78,34.93,0
G31077,31077,17.19,34.93,0
G39189,39189,11.73,34.93,0
G14711,14711,15.8,34.94,0
G99012,99012,14.37,34.94,0
G58258,58258,14.27,34.94,0
G12941,12941,11.49,34.94,0
G65046,65046,11.22,34.94,0
G37710,37710,10.09,34.95,0
G65347,65347,14.97,34.95,0
G17035,17035,12.63,34.95,0
G17302,17302,13.81,34.95,0
G61466,61466,11.25,34.96,0
G98336,98336,17.87,34.96,0
G62367,62367,13.36,34.96,0
G73438,73438,20.24,34.97,0
G62880,62880,13.04,34.97,0
G72672,72672,15.18,34.97,0
G28594,28594,15.76,34.97,0
G04667,04667,10.51,34.98,0
G52656,52656,16.55,34.98,0
G36790,36790,17.84,34.98,0
G05836,05836,13.34,34.98,0
G63535,63535,16.02,34.98,0
G62253,62253,9.84,34.98,0
G75440,75440,21.07,34.98,0
G50597,50597,15.37,34.99,0
G84764,84764,19.9,34.99,0
G68765,68765,22.51,34.99,0
G63443,63443,23.65,35,0
G76464,76464,23.91,35,0
G70656,70656,20.28,35,0
G30824,30824,23.16,35.01,0
G70757,70757,13.9,35.01,0
G76550,76550,22.57,35.01,0
G65085,65085,13,35.02,0
G48613,48613,9.56,35.02,0
G75633,75633,22.75,35.02,0
G73009,73009,16.45,35.02,0
G63534,63534,22.65,35.02,0
G66404,66404,25.23,35.02,0
G63746,63746,9.15,35.03,0
G41571,41571,8.31,35.03,0
G83633,83633,26.27,35.03,0
G62092,62092,22.85,35.04,0
G48849,48849,13.04,35.04,0
G03590,03590,10.06,35.04,0
G75163,75163,21.54,35.04,0
G63933,63933,20.26,35.05,0
G75937,75937,18.91,35.05,0
G14709,14709,15.64,35.05,0
G23894,23894,13.12,35.06,0
G67353,67353,14.15,35.06,0
G68061,68061,23.4,35.07,0
G30802,30802,13.03,35.08,0
G48890,48890,15.54,35.08,0
G16922,16922,18.43,35.08,0
G14735,14735,20.17,35.09,0
G75639,75639,14.21,35.1,0
G54741,54741,19.3,35.1,0
G05450,05450,14.93,35.1,0
G13730,13730,19.25,35.1,0
G14883,14883,12.99,35.1,0
G36351,36351,16.97,35.11,0
G42028,42028,12,35.11,0
G72047,72047,14.8,35.12,0
G38464,38464,18.28,35.13,0
G93651,93651,3.61,35.13,0
G61484,61484,13.86,35.14,0
G46951,46951,12.96,35.14,0
G81043,81043,21.52,35.15,0
G57069,57069,21.4,35.15,0
G02643,02643,15.18,35.16,0
G14775,14775,18.98,35.16,0
G24845,24845,14.39,35.17,0
G31568,31568,20.93,35.17,0
G37058,37058,15.16,35.17,0
G40363,40363,9.25,35.17,0
G21521,21521,11.61,35.18,0
G56289,56289,16.55,35.18,0
G04747,04747,20.78,35.18,0
G95232,95232,12.07,35.18,0
G92315,92315,11.48,35.19,0
G03251,03251,14.22,35.2,0
G18818,18818,10.2,35.21,0
G41522,41522,5.55,35.21,0
G71833,71833,19.02,35.22,0
G83352,83352,17.58,35.22,0
G73047,73047,20,35.22,0
G77650,77650,9.99,35.22,0
G59088,59088,32.04,35.23,0
G05448,05448,8.98,35.23,0
G78064,78064,26.16,35.23,0
G28624,28624,13.67,35.23,0
G82053,82053,23.55,35.24,0
G48014,48014,13.62,35.24,0
G24377,24377,8.33,35.24,0
G31044,31044,14.25,35.24,0
G31085,31085,16.88,35.24,0
G16927,16927,6.96,35.24,0
G36587,36587,14.77,35.25,0
G26278,26278,11.5,35.26,0
G61845,61845,15.31,35.26,0
G05650,05650,10.54,35.26,0
G48422,48422,14.7,35.26,0
G70462,70462,12.13,35.26,0
G15469,15469,11.3,35.28,0
G51062,51062,14.14,35.28,0
G41548,41548,9.05,35.28,0
G61741,61741,13.69,35.28,0
G61940,61940,15.89,35.3,0
G72538,72538,16.13,35.3,0
G62454,62454,18.64,35.3,0
G05067,05067,9.04,35.3,0
G84024,84024,23.24,35.3,0
G68759,68759,20.85,35.31,0
G57030,57030,16.12,35.31,0
G25958,25958,19.22,35.31,0
G32063,32063,19.11,35.32,0
G23138,23138,11.84,35.32,0
G49320,49320,10.45,35.32,0
G32456,32456,19.21,35.32,0
G51366,51366,14.83,35.33,0
G76511,76511,14.61,35.33,0
G97112,97112,13.27,35.33,0
G76622,76622,15.7,35.34,0
G73055,73055,27.27,35.34,0
G49027,49027,12.01,35.34,0
G55726,55726,9.28,35.34,0
G25031,25031,10.99,35.36,0
G12495,12495,11.21,35.36,0
G71643,71643,15.99,35.36,0
G54830,54830,17.57,35.36,0
G54440,54440,14.8,35.36,0
G23163,23163,11.44,35.36,0
G58327,58327,13.07,35.36,0
G63474,63474,10.25,35.38,0
G84723,84723,22.61,35.38,0
G47264,47264,13.53,35.38,0
G61019,61019,14.86,35.38,0
G64672,64672,15.67,35.38,0
G55922,55922,19.46,35.39,0
G79336,79336,27.91,35.39,0
G95245,95245,7.86,35.39,0
G56339,56339,17.2,35.39,0
G64496,64496,11.97,35.4,0
G28461,28461,14.47,35.4,0
G21522,21522,16.03,35.42,0
G67859,67859,15.58,35.42,0
G97451,97451,10.4,35.42,0
G64018,64018,14.94,35.42,0
G50543,50543,15.52,35.42,0
G04611,04611,13.54,35.42,0
G50565,50565,17.94,35.42,0
G30454,30454,12.63,35.43,0
G76238,76238,21.05,35.43,0
G68878,68878,17.97,35.43,0
G03785,03785,12.71,35.44,0
G54763,54763,16.17,35.44,0
G56316,56316,19.25,35.44,0
G13454,13454,17.24,35.45,0
G67753,67753,16.61,35.45,0
G57751,57751,12.73,35.47,0
G56710,56710,19.03,35.47,0
G40763,40763,11.4,35.48,0
G71432,71432,18.83,35.48,0
G58838,58838,12.35,35.49,0
G62876,62876,13.92,35.49,0
G47032,47032,9.15,35.49,0
G61346,61346,16.39,35.49,0
G32331,32331,22.6,35.49,0
G95511,95511,12.79,35.49,0
G76661,76661,22.88,35.5,0
G13346,13346,19.74,35.5,0
G54736,54736,19.35,35.51,0
G72137,72137,10.72,35.51,0
G97810,97810,11.56,35.51,0
G62365,62365,13.88,35.51,0
G12175,12175,16.15,35.52,0
G74741,74741,14.61,35.52,0
G95675,95675,11.16,35.52,0
G75101,75101,10.8,35.52,0
G65604,65604,15.17,35.52,0
G56326,56326,17.7,35.52,0
G16374,16374,7.48,35.53,0
G65083,65083,14.51,35.53,0
G97544,97544,20.07,35.53,0
G60518,60518,16.27,35.54,0
G38946,38946,16.79,35.54,0
G38966,38966,13.08,35.54,0
G12810,12810,20.59,35.55,0
G24137,24137,14.58,35.55,0
G56750,56750,17.32,35.55,0
G60958,60958,10.92,35.56,0
G28723,28723,11.42,35.56,0
G56280,56280,23.1,35.56,0
G60952,60952,10.1,35.56,0
G72663,72663,12.35,35.56,0
G85930,85930,19.93,35.56,0
G29568,29568,10.04,35.56,0
G16854,16854,15.97,35.56,0
G76857,76857,14.31,35.57,0
G54529,54529,12.6,35.57,0
G67038,67038,16.27,35.57,0
G54829,54829,18.75,35.57,0
G65680,65680,11.41,35.58,0
G26443,26443,16.7,35.58,0
G96075,96075,24.3,35.59,0
G96034,96034,18.04,35.59,0
G04220,04220,12.56,35.59,0
G61831,61831,10.86,35.59,0
G13364,13364,19.86,35.59,0
G24580,24580,15.79,35.6,0
G76623,76623,9.05,35.6,0
G31778,31778,11.37,35.6,0
G54745,54745,14.84,35.6,0
G74555,74555,19.11,35.6,0
G97467,97467,21.09,35.61,0
G74060,74060,11.64,35.61,0
G21840,21840,10.7,35.61,0
G50675,50675,16.3,35.62,0
G25259,25259,9.57,35.62,0
G64455,64455,13.57,35.64,0
G31321,31321,18,35.64,0
G72354,72354,11.93,35.64,0
G50511,50511,23.95,35.65,0
G12022,12022,12.08,35.65,0
G97905,97905,24.28,35.65,0
G26202,26202,12.37,35.65,0
G25187,25187,10.13,35.65,0
G72061,72061,17.11,35.65,0
G28392,28392,9.48,35.66,0
G29743,29743,14.67,35.66,0
G97345,97345,18.45,35.66,0
G59252,59252,14.74,35.67,0
G70438,70438,15.38,35.67,0
G22640,22640,17.01,35.68,0
G97732,97732,32.81,35.68,0
G24378,24378,11,35.68,0
G77468,77468,10.48,35.69,0
G50108,50108,17.15,35.69,0
G76875,76875,23.61,35.69,0
G61075,61075,15.15,35.69,0
G49689,49689,17.43,35.7,0
G42064,42064,13.19,35.7,0
G08321,08321,15.19,35.7,0
G12087,12087,13.84,35.7,0
G04061,04061,11.89,35.7,0
G61850,61850,14.68,35.7,0
G20662,20662,7.87,35.71,0
G28399,28399,15.13,35.71,0
G72629,72629,12.89,35.71,0
G56653,56653,22.67,35.71,0
G61546,61546,11.25,35.71,0
G74852,74852,7.69,35.71,0
G59275,59275,18.13,35.71,0
G98922,98922,22.97,35.72,0
G56309,56309,18.92,35.72,0
G79235,79235,30.06,35.72,0
G56540,56540,21.85,35.72,0
G56140,56140,14.88,35.72,0
G63654,63654,16.15,35.72,0
G04848,04848,8.82,35.73,0
G82715,82715,18.9,35.73,0
G62356,62356,13.63,35.74,0
G76958,76958,20.91,35.74,0
G74760,74760,12.83,35.74,0
G74427,74427,15.97,35.75,0
G81331,81331,19.56,35.75,0
G93646,93646,15.41,35.75,0
G22508,22508,13.21,35.75,0
G13813,13813,15.13,35.76,0
G22654,22654,19.98,35.76,0
G78122,78122,15.59,35.76,0
G68329,68329,18.63,35.76,0
G33036,33036,16.68,35.76,0
G57057,57057,9.38,35.76,0
G15539,15539,10.15,35.76,0
G59050,59050,25.28,35.76,0
G75556,75556,18.39,35.76,0
G24228,24228,6.11,35.77,0
G25985,25985,8.8,35.77,0
G55601,55601,20.84,35.77,0
G66868,66868,14.22,35.78,0
G75148,75148,22.5,35.78,0
G26161,26161,11.22,35.78,0
G12910,12910,13.88,35.78,0
G49340,49340,16.84,35.79,0
G51001,51001,18.28,35.79,0
G76452,76452,17.31,35.79,0
G95717,95717,11.61,35.79,0
G28465,28465,12.5,35.79,0
G61258,61258,12.97,35.79,0
G68764,68764,21.3,35.8,0
G48432,48432,15.76,35.8,0
G65756,65756,11.35,35.8,0
G61540,61540,20.89,35.8,0
G72677,72677,16.99,35.8,0
G38348,38348,13.92,35.8,0
G63548,63548,15.75,35.81,0
G25007,25007,11.55,35.81,0
G65281,65281,19.07,35.81,0
G50673,50673,16.36,35.81,0
G96129,96129,9.98,35.82,0
G68864,68864,23.15,35.82,0
G27814,27814,13.21,35.83,0
G51560,51560,21.07,35.83,0
G66949,66949,13.64,35.83,0
G66854,66854,13.37,35.84,0
G65759,65759,11.27,35.84,0
G72453,72453,11.45,35.84,0
G61450,61450,13.84,35.84,0
G51028,51028,15.43,35.85,0
G58030,58030,16.72,35.86,0
G66780,66780,13,35.86,0
G36078,36078,14.49,35.86,0
G13491,13491,14.79,35.87,0
G54624,54624,13.83,35.87,0
G61335,61335,14.88,35.87,0
G49622,49622,16.23,35.87,0
G65025,65025,20.11,35.87,0
G76656,76656,17.67,35.88,0
G89414,89414,28.99,35.88,0
G66010,66010,15.64,35.88,0
G92342,92342,15.81,35.88,0
G97707,97707,17.17,35.89,0
G14009,14009,14.45,35.89,0
G95720,95720,15.26,35.89,0
G83803,83803,16.86,35.89,0
G45724,45724,15.08,35.9,0
G16852,16852,13.69,35.9,0
G49902,49902,13.03,35.9,0
G25051,25051,8.87,35.9,0
G32625,32625,19.32,35.9,0
G13797,13797,15.41,35.93,0
G47585,47585,14.67,35.93,0
G54842,54842,19.53,35.93,0
G26691,26691,11.76,35.94,0
G31055,31055,21.5,35.94,0
G50530,50530,17.15,35.94,0
G50539,50539,15.89,35.95,0
G55763,55763,20.56,35.95,0
G76693,76693,22.02,35.95,0
G70637,70637,12.64,35.96,0
G12194,12194,14.5,35.96,0
G13475,13475,11.98,35.97,0
G74540,74540,23.12,35.97,0
G95974,95974,14.68,35.98,0
G72060,72060,12.21,35.98,0
G65582,65582,18.82,35.98,0
G95986,95986,14.79,35.98,0
G28438,28438,7.53,35.98,0
G69028,69028,19.28,35.99,0
G04576,04576,9.84,35.99,0
G84063,84063,23.13,35.99,0
G56271,56271,19.75,35.99,0
G80830,80830,19.66,35.99,0
G54562,54562,18.26,36,0
G74034,74034,19.67,36,0
G49861,49861,17.93,36,0
G21766,21766,9.1,36,0
G03238,03238,10.83,36,0
G64061,64061,15.63,36.01,0
G16929,16929,12.37,36.01,0
G05764,05764,11.64,36.01,0
G62339,62339,17.93,36.01,0
G27926,27926,14.84,36.01,0
G35459,35459,15.44,36.01,0
G35019,35019,9.99,36.02,0
G04430,04430,19.51,36.02,0
G83533,83533,13.02,36.02,0
G37032,37032,15.81,36.02,0
G85624,85624,17.29,36.02,0
G68303,68303,20.34,36.02,0
G36749,36749,13.05,36.02,0
G98256,98256,26.41,36.02,0
G36319,36319,14.78,36.03,0
G81059,81059,35.18,36.03,0
G24554,24554,18.31,36.03,0
G58243,58243,14.05,36.04,0
G51551,51551,18.79,36.05,0
G36089,36089,20.35,36.05,0
G69218,69218,26.83,36.05,0
G72020,72020,15.53,36.06,0
G50857,50857,15.37,36.06,0
G62851,62851,14.32,36.06,0
G31083,31083,23.59,36.06,0
G68723,68723,19.83,36.07,0
G42076,42076,9.77,36.07,0
G02642,02642,16.08,36.07,0
G22473,22473,18.98,36.07,0
G23002,23002,13.77,36.08,0
G35074,35074,19.37,36.08,0
G84747,84747,14.83,36.08,0
G79360,79360,22.82,36.09,0
G82242,82242,17.76,36.09,0
G79227,79227,27.51,36.09,0
G37688,37688,12.98,36.1,0
G34498,34498,21.09,36.1,0
G61470,61470,12.89,36.11,0
G80835,80835,25.14,36.12,0
G38562,38562,15.08,36.12,0
G47017,47017,14.85,36.12,0
G59223,59223,28.69,36.13,0
G53516,53516,16.23,36.13,0
G25621,25621,14.07,36.13,0
G68747,68747,24.21,36.14,0
G41669,41669,8.27,36.14,0
G47598,47598,14.97,36.14,0
G24834,24834,9.1,36.14,0
G54849,54849,16,36.14,0
G01339,01339,11.74,36.15,0
G49425,49425,14.9,36.15,0
G65791,65791,18.06,36.15,0
G62446,62446,12.48,36.15,0
G68345,68345,22.39,36.16,0
G67629,67629,17.82,36.16,0
G76445,76445,15.97,36.16,0
G62553,62553,19.35,36.17,0
G55782,55782,25.81,36.17,0
G74435,74435,17.23,36.17,0
G22847,22847,19.27,36.17,0
G77442,77442,16.67,36.17,0
G20117,20117,12.21,36.18,0
G49410,49410,15.59,36.18,0
G25044,25044,10.22,36.19,0
G97130,97130,17.32,36.19,0
G76363,76363,25.36,36.2,0
G84308,84308,14.88,36.2,0
G14884,14884,10.92,36.2,0
G41528,41528,8.9,36.2,0
G55950,55950,21.35,36.21,0
G53805,53805,19.84,36.21,0
G65067,65067,15.7,36.21,0
G78160,78160,22.41,36.21,0
G49284,49284,14.24,36.21,0
G86413,86413,14.34,36.22,0
G75847,75847,22.86,36.22,0
G98253,98253,8.63,36.22,0
G52053,52053,16.86,36.22,0
G38643,38643,14,36.22,0
G99018,99018,12.86,36.22,0
G43340,43340,18.4,36.22,0
G36016,36016,17.08,36.22,0
G78358,78358,21.85,36.22,0
G22433,22433,10.03,36.22,0
G41366,41366,8.37,36.22,0
G05858,05858,12.15,36.23,0
G92386,92386,14.72,36.23,0
G36269,36269,20.09,36.23,0
G61231,61231,14.16,36.24,0
G23310,23310,22.19,36.24,0
G66541,66541,17.72,36.24,0
G66549,66549,18.92,36.24,0
G57716,57716,21.36,36.24,0
G13052,13052,13.95,36.25,0
G77483,77483,16.37,36.25,0
G94929,94929,7.16,36.25,0
G31060,31060,16.07,36.26,0
G75934,75934,15.86,36.26,0
G16438,16438,16.49,36.26,0
G55767,55767,17.27,36.26,0
G39108,39108,15.32,36.27,0
G85371,85371,21.28,36.27,0
G22736,22736,14.2,36.27,0
G71838,71838,12.7,36.27,0
G62268,62268,10.98,36.27,0
G58346,58346,18.02,36.29,0
G99173,99173,11.64,36.29,0
G41735,41735,9.28,36.3,0
G96040,96040,14.63,36.3,0
G81253,81253,16.89,36.31,0
G37866,37866,7.38,36.31,0
G30411,30411,22.34,36.31,0
G54531,54531,16.19,36.31,0
G57735,57735,21.1,36.32,0
G98376,98376,12.98,36.32,0
G58476,58476,18.1,36.32,0
G30822,30822,15.04,36.32,0
G95486,95486,7.87,36.32,0
G05681,05681,11.48,36.32,0
G54922,54922,18.44,36.33,0
G50578,50578,14.45,36.33,0
G50027,50027,14.64,36.33,0
G54412,54412,20.56,36.33,0
G12979,12979,19.16,36.34,0
G40972,40972,11.38,36.34,0
G12823,12823,12.45,36.34,0
G66058,66058,21.32,36.34,0
G81525,81525,25.99,36.35,0
G67466,67466,18.43,36.35,0
G78607,78607,15.44,36.35,0
G75652,75652,17.98,36.35,0
G13118,13118,14.28,36.35,0
G43013,43013,13.86,36.36,0
G64724,64724,18.63,36.36,0
G56531,56531,20.85,36.36,0
G73746,73746,14.05,36.37,0
G35974,35974,14.98,36.37,0
G16655,16655,10.32,36.37,0
G50147,50147,15.03,36.37,0
G71465,71465,12.15,36.38,0
G12958,12958,19.28,36.38,0
G72464,72464,16.71,36.38,0
G28685,28685,13.15,36.38,0
G04352,04352,11.17,36.38,0
G59466,59466,19.12,36.4,0
G61841,61841,12.36,36.4,0
G26206,26206,9.13,36.4,0
G57021,57021,16.74,36.4,0
G12457,12457,9.33,36.41,0
G62642,62642,18.77,36.41,0
G66963,66963,13.56,36.42,0
G71006,71006,15.08,36.42,0
G67336,67336,14.23,36.42,0
G13348,13348,17.72,36.43,0
G78886,78886,14.84,36.43,0
G97434,97434,16.01,36.43,0
G95954,95954,16.83,36.43,0
G13731,13731,11.92,36.44,0
G54642,54642,18.56,36.44,0
G71264,71264,8.74,36.44,0
G14708,14708,9.09,36.44,0
G78393,78393,15.5,36.44,0
G75760,75760,18.16,36.45,0
G93531,93531,18.47,36.45,0
G42031,42031,18.07,36.46,0
G67031,67031,15.01,36.46,0
G32038,32038,15.47,36.46,0
G13801,13801,12.95,36.47,0
G42022,42022,12.38,36.47,0
G30286,30286,24.07,36.48,0
G12955,12955,16.84,36.49,0
G66451,66451,21.03,36.49,0
G96084,96084,15.51,36.49,0
G61428,61428,13.44,36.49,0
G37869,37869,13.87,36.49,0
G68820,68820,19.91,36.5,0
G54946,54946,19.55,36.51,0
G76374,76374,20.02,36.51,0
G03082,03082,12.14,36.51,0
G13410,13410,15.92,36.51,0
G25045,25045,14.07,36.52,0
G72373,72373,20.81,36.52,0
G29836,29836,14.6,36.52,0
G13326,13326,19.8,36.52,0
G77355,77355,7.95,36.53,0
G72037,72037,18.47,36.54,0
G72030,72030,15.46,36.54,0
G53952,53952,16.29,36.54,0
G97149,97149,7.76,36.54,0
G65727,65727,11.85,36.55,0
G75488,75488,16.83,36.55,0
G13863,13863,17.04,36.55,0
G38623,38623,19.32,36.55,0
G55926,55926,19.92,36.56,0
G36456,36456,27.79,36.56,0
G56458,56458,18.98,36.56,0
G62355,62355,13.79,36.57,0
G59416,59416,22.71,36.57,0
G05826,05826,11.2,36.57,0
G75462,75462,26.17,36.57,0
G13072,13072,18.03,36.57,0
G05775,05775,14.74,36.58,0
G04627,04627,13.04,36.58,0
G54005,54005,17.53,36.58,0
G60929,60929,17.46,36.58,0
G68729,68729,20.5,36.58,0
G28523,28523,12.91,36.59,0
G72027,72027,14.83,36.59,0
G13665,13665,20.1,36.59,0
G83541,83541,9.55,36.59,0
G83211,83211,30.2,36.6,0
G33440,33440,25.2,36.6,0
G70723,70723,12.97,36.61,0
G24884,24884,10.03,36.61,0
G59919,59919,41.7,36.61,0
G64848,64848,16.51,36.61,0
G66543,66543,17.7,36.62,0
G67653,67653,17.25,36.62,0
G74001,74001,18.42,36.62,0
G28746,28746,12.95,36.62,0
G98533,98533,10.06,36.62,0
G12816,12816,14.88,36.62,0
G37326,37326,18.01,36.63,0
G97885,97885,19.59,36.63,0
G73938,73938,19.86,36.63,0
G12974,12974,12.72,36.63,0
G68846,68846,21.06,36.63,0
G69022,69022,25.57,36.64,0
G77460,77460,9.23,36.64,0
G27325,27325,18.55,36.64,0
G24066,24066,12.01,36.65,0
G72843,72843,22.14,36.66,0
G72014,72014,14.66,36.66,0
G72046,72046,21.7,36.68,0
G25876,25876,15.56,36.68,0
G54449,54449,20.12,36.68,0
G95234,95234,9.32,36.68,0
G60437,60437,14.95,36.68,0
G61451,61451,19.38,36.68,0
G65732,65732,22.68,36.69,0
G63655,63655,12.6,36.69,0
G87310,87310,20.84,36.7,0
G52065,52065,19.65,36.7,0
G51063,51063,9.71,36.71,0
G68327,68327,31.71,36.71,0
G52160,52160,13.4,36.71,0
G49030,49030,13.64,36.72,0
G12007,12007,14.76,36.72,0
G43760,43760,10.09,36.72,0
G52217,52217,13.47,36.72,0
G72438,72438,17.37,36.72,0
G70542,70542,16.15,36.72,0
G22509,22509,12.38,36.72,0
G04453,04453,16.75,36.73,0
G40171,40171,13.74,36.73,0
G36025,36025,13.99,36.73,0
G32009,32009,15.11,36.74,0
G66871,66871,12.73,36.74,0
G15537,15537,5.44,36.74,0
G54013,54013,14.94,36.74,0
G31796,31796,21.03,36.74,0
G68643,68643,18.18,36.75,0
G49948,49948,17.36,36.75,0
G85322,85322,20.32,36.75,0
G42083,42083,16.48,36.76,0
G70377,70377,19.41,36.76,0
G87038,87038,4.72,36.76,0
G87750,87750,22.08,36.76,0
G38463,38463,16.29,36.77,0
G74964,74964,8.95,36.77,0
G73456,73456,26.95,36.77,0
G25173,25173,6.29,36.78,0
G52312,52312,17.35,36.78,0
G54765,54765,15.04,36.78,0
G84520,84520,20.61,36.79,0
G63964,63964,17.53,36.79,0
G22644,22644,21.72,36.79,0
G98548,98548,17.15,36.8,0
G26585,26585,18.19,36.8,0
G97017,97017,15.32,36.8,0
G71040,71040,18.06,36.8,0
