G_ZCTA,ZCTA,minDisFQHC,timeDrive,countDrive
G40111,40111,32.83,42.74,0
G72624,72624,13.51,42.75,0
G16724,16724,22.68,42.76,0
G75103,75103,24.07,42.76,0
G12422,12422,32.2,42.76,0
G71935,71935,15.83,42.76,0
G77585,77585,24.49,42.78,0
G55717,55717,35.35,42.78,0
G62257,62257,19.59,42.78,0
G70775,70775,12.48,42.79,0
G61760,61760,36.14,42.79,0
G59032,59032,47.02,42.79,0
G55952,55952,37.84,42.8,0
G61516,61516,33.66,42.8,0
G35098,35098,12.56,42.81,0
G81432,81432,31.08,42.81,0
G99115,99115,35.87,42.82,0
G61563,61563,31.49,42.82,0
G42261,42261,26.15,42.82,0
G68849,68849,32.57,42.82,0
G95225,95225,16.41,42.83,0
G54104,54104,23.32,42.84,0
G38920,38920,18.93,42.85,0
G48886,48886,22.63,42.85,0
G58062,58062,31.69,42.85,0
G76639,76639,36.52,42.86,0
G65248,65248,26.47,42.86,0
G76831,76831,23.23,42.86,0
G49644,49644,20.11,42.87,0
G12460,12460,30.12,42.88,0
G05358,05358,18.05,42.88,0
G54832,54832,24.65,42.9,0
G46502,46502,29.74,42.9,0
G61234,61234,30.32,42.9,0
G62916,62916,21.45,42.9,0
G36046,36046,9.07,42.9,0
G41540,41540,13.94,42.91,0
G28594,28594,21.56,42.92,0
G36029,36029,22.24,42.92,0
G71071,71071,22.18,42.93,0
G72686,72686,16.71,42.94,0
G84743,84743,36.61,42.94,0
G79095,79095,26.33,42.95,0
G58402,58402,47.65,42.95,0
G51050,51050,31.47,42.95,0
G61501,61501,22.02,42.95,0
G51560,51560,31.78,42.96,0
G73043,73043,30.3,42.96,0
G13454,13454,26.71,42.96,0
G76519,76519,22.86,42.96,0
G27810,27810,29.34,42.96,0
G62803,62803,28.49,42.96,0
G61326,61326,28.41,42.97,0
G66419,66419,19.75,42.98,0
G56057,56057,27.11,42.99,0
G18814,18814,32.58,43.01,0
G47031,47031,28.45,43.01,0
G56096,56096,26.82,43.01,0
G59027,59027,44.28,43.01,0
G57373,57373,39.88,43.02,0
G03257,03257,24.27,43.02,0
G61537,61537,26.4,43.02,0
G73757,73757,27.88,43.02,0
G99029,99029,21.58,43.03,0
G35677,35677,26.28,43.03,0
G47558,47558,30.32,43.03,0
G51350,51350,30.86,43.03,0
G57460,57460,23.47,43.04,0
G54447,54447,26.78,43.04,0
G39074,39074,16.8,43.04,0
G80745,80745,29.11,43.04,0
G79043,79043,31.1,43.06,0
G22578,22578,18.89,43.06,0
G50645,50645,26.86,43.06,0
G53019,53019,37.54,43.06,0
G53560,53560,28.1,43.06,0
G05053,05053,12.65,43.06,0
G24439,24439,17.59,43.07,0
G36912,36912,20.9,43.07,0
G50233,50233,33.85,43.07,0
G62480,62480,22.9,43.07,0
G13667,13667,28.31,43.08,0
G04637,04637,17.21,43.1,0
G53014,53014,26.65,43.1,0
G47577,47577,30.65,43.1,0
G56151,56151,27.48,43.1,0
G53901,53901,39.92,43.11,0
G60962,60962,28.82,43.11,0
G03443,03443,23.66,43.11,0
G13314,13314,25.84,43.12,0
G24872,24872,8.72,43.12,0
G64873,64873,22.4,43.14,0
G57763,57763,32.13,43.14,0
G72429,72429,11.28,43.14,0
G52348,52348,30.72,43.14,0
G59433,59433,32.77,43.14,0
G56173,56173,31.81,43.15,0
G74346,74346,25.21,43.15,0
G57566,57566,30.11,43.15,0
G04257,04257,24.55,43.16,0
G56653,56653,22.48,43.17,0
G38453,38453,18.25,43.18,0
G76466,76466,29.4,43.18,0
G81630,81630,32.75,43.19,0
G72353,72353,17.53,43.19,0
G04497,04497,16.24,43.19,0
G97626,97626,14.05,43.19,0
G47580,47580,21.45,43.2,0
G14895,14895,27.33,43.2,0
G49646,49646,24.76,43.21,0
G84656,84656,32.03,43.22,0
G54020,54020,21.38,43.22,0
G99341,99341,30.28,43.22,0
G77991,77991,26.35,43.22,0
G57793,57793,48.68,43.22,0
G62380,62380,17.56,43.22,0
G55924,55924,40.11,43.22,0
G76628,76628,29.68,43.22,0
G26268,26268,16.07,43.22,0
G73565,73565,29.16,43.23,0
G23015,23015,21.39,43.24,0
G56132,56132,34.03,43.25,0
G73555,73555,25.41,43.25,0
G12424,12424,20.22,43.26,0
G13312,13312,21.85,43.27,0
G52037,52037,32.49,43.27,0
G67070,67070,30.05,43.27,0
G48860,48860,22.36,43.27,0
G55957,55957,24.57,43.28,0
G67140,67140,26.8,43.29,0
G12176,12176,17.94,43.29,0
G35464,35464,18.7,43.3,0
G26138,26138,12.13,43.33,0
G83866,83866,19.03,43.33,0
G05067,05067,14.28,43.34,0
G52220,52220,33.11,43.34,0
G32420,32420,14.85,43.34,0
G13309,13309,26.08,43.34,0
G18301,18301,29.83,43.34,0
G96142,96142,22.3,43.34,0
G89429,89429,23.94,43.34,0
G47141,47141,22.26,43.35,0
G55355,55355,34.99,43.35,0
G75832,75832,26.36,43.36,0
G41566,41566,12.6,43.36,0
G63750,63750,19.5,43.36,0
G95629,95629,14.96,43.36,0
G72070,72070,19.99,43.36,0
G04774,04774,36.8,43.36,0
G71644,71644,15.66,43.37,0
G14905,14905,21.53,43.38,0
G23175,23175,28.04,43.38,0
G37342,37342,16.96,43.4,0
G49653,49653,20.39,43.4,0
G42044,42044,22.54,43.4,0
G52573,52573,24.43,43.4,0
G82414,82414,63.43,43.4,0
G48873,48873,28.25,43.41,0
G37165,37165,22.74,43.42,0
G78944,78944,26.57,43.43,0
G98843,98843,9.03,43.43,0
G66070,66070,20.83,43.43,0
G22433,22433,26.68,43.44,0
G20684,20684,21.51,43.44,0
G63434,63434,27.07,43.45,0
G77412,77412,27.85,43.46,0
G68654,68654,40,43.47,0
G80438,80438,20.84,43.47,0
G04040,04040,22.82,43.47,0
G61544,61544,26.89,43.48,0
G35563,35563,24.7,43.49,0
G03458,03458,27.12,43.49,0
G76450,76450,33.09,43.5,0
G76884,76884,38.39,43.51,0
G51025,51025,27.88,43.51,0
G47462,47462,19.62,43.51,0
G58031,58031,27.68,43.51,0
G13815,13815,25.21,43.51,0
G55009,55009,45.71,43.52,0
G73768,73768,31.93,43.52,0
G24133,24133,13.4,43.52,0
G62075,62075,23.08,43.52,0
G95467,95467,20.14,43.52,0
G35131,35131,25.36,43.52,0
G64780,64780,16.21,43.52,0
G67751,67751,21.54,43.53,0
G14869,14869,20.67,43.53,0
G87538,87538,10.38,43.54,0
G50250,50250,44.39,43.54,0
G35186,35186,26.61,43.54,0
G56129,56129,32.31,43.55,0
G76055,76055,28.06,43.55,0
G84086,84086,27.45,43.57,0
G99034,99034,14.53,43.57,0
G64681,64681,20.66,43.58,0
G63781,63781,16.11,43.58,0
G54821,54821,29.66,43.6,0
G53913,53913,37.15,43.61,0
G04679,04679,28.27,43.61,0
G61274,61274,17.85,43.62,0
G76660,76660,30.19,43.62,0
G53920,53920,33.26,43.63,0
G97138,97138,25.94,43.63,0
G22960,22960,19.25,43.63,0
G38321,38321,25.7,43.64,0
G71256,71256,26.64,43.64,0
G17846,17846,25.44,43.64,0
G46760,46760,27.45,43.65,0
G27978,27978,27.13,43.66,0
G36763,36763,21.64,43.66,0
G51230,51230,28.41,43.68,0
G56536,56536,23.42,43.69,0
G59854,59854,28.02,43.69,0
G97064,97064,23.12,43.69,0
G61415,61415,28.01,43.69,0
G42333,42333,32.44,43.7,0
G47579,47579,34.68,43.7,0
G03462,03462,22.06,43.71,0
G37359,37359,25.18,43.71,0
G33867,33867,23.41,43.72,0
G89408,89408,39.69,43.72,0
G14171,14171,25.56,43.74,0
G52330,52330,28.39,43.74,0
G48454,48454,25.37,43.74,0
G13418,13418,24.39,43.74,0
G63433,63433,18.03,43.75,0
G77861,77861,17.76,43.76,0
G50452,50452,36.97,43.77,0
G68719,68719,46.49,43.78,0
G16878,16878,23.24,43.78,0
G88134,88134,19.15,43.78,0
G47568,47568,21.81,43.78,0
G71358,71358,8.72,43.79,0
G41554,41554,15.56,43.79,0
G57386,57386,22.51,43.8,0
G59731,59731,38.29,43.8,0
G38390,38390,34.4,43.8,0
G78029,78029,39.29,43.81,0
G76869,76869,21.21,43.81,0
G74540,74540,25.09,43.82,0
G65690,65690,18.6,43.82,0
G49674,49674,27.28,43.82,0
G62673,62673,20.94,43.82,0
G41168,41168,11.92,43.82,0
G76821,76821,41.06,43.82,0
G16249,16249,18.99,43.83,0
G48418,48418,20.97,43.83,0
G52215,52215,36.22,43.84,0
G24237,24237,9.81,43.84,0
G07881,07881,12.83,43.84,0
G50599,50599,26.56,43.84,0
G59827,59827,36.24,43.86,0
G96785,96785,28.23,43.87,0
G88126,88126,28.52,43.89,0
G62253,62253,21.68,43.89,0
G50638,50638,29.86,43.9,0
G57323,57323,18.31,43.9,0
G50533,50533,23.3,43.91,0
G49806,49806,33.7,43.91,0
G45856,45856,27.15,43.92,0
G79346,79346,31.42,43.92,0
G36037,36037,26.51,43.92,0
G59829,59829,46.87,43.92,0
G86038,86038,25.46,43.92,0
G55073,55073,30.08,43.93,0
G42078,42078,12.93,43.94,0
G35151,35151,19.97,43.96,0
G51570,51570,36.4,43.96,0
G50561,50561,32.54,43.96,0
G53952,53952,23.86,43.97,0
G18372,18372,28.99,43.97,0
G04662,04662,26.39,43.99,0
G74939,74939,28.5,43.99,0
G58006,58006,33.01,44,0
G16743,16743,25.89,44.01,0
G72084,72084,20.26,44.01,0
G05363,05363,22.26,44.01,0
G58223,58223,42.54,44.01,0
G51037,51037,34.4,44.01,0
G54150,54150,17.39,44.02,0
G22734,22734,29.81,44.03,0
G85263,85263,30.11,44.03,0
G23011,23011,21.31,44.04,0
G45745,45745,17.1,44.04,0
G74022,74022,8.26,44.05,0
G88342,88342,33.99,44.05,0
G47943,47943,25.41,44.05,0
G76941,76941,35.98,44.05,0
G37318,37318,26.13,44.07,0
G51029,51029,31.58,44.07,0
G51237,51237,27.17,44.08,0
G84634,84634,38.58,44.08,0
G13310,13310,25.36,44.09,0
G29438,29438,11.22,44.1,0
G04551,04551,25.42,44.11,0
G12997,12997,20.87,44.11,0
G62218,62218,32.21,44.12,0
G80836,80836,33.32,44.12,0
G49872,49872,34.53,44.13,0
G60444,60444,32.02,44.13,0
G96071,96071,24.12,44.13,0
G83283,83283,26.09,44.15,0
G48818,48818,18.67,44.16,0
G67573,67573,25.48,44.16,0
G67111,67111,31.13,44.16,0
G98628,98628,26.3,44.16,0
G22940,22940,15.97,44.17,0
G57521,57521,35.02,44.17,0
G15560,15560,22.28,44.17,0
G76031,76031,30.35,44.18,0
G93563,93563,24.54,44.19,0
G16750,16750,20.3,44.2,0
G80861,80861,22.84,44.2,0
G03464,03464,23.29,44.22,0
G63743,63743,18.16,44.22,0
G35559,35559,19.92,44.22,0
G50132,50132,28.79,44.22,0
G49747,49747,14.64,44.26,0
G29836,29836,18.24,44.27,0
G55310,55310,37.06,44.27,0
G46524,46524,27.84,44.29,0
G50541,50541,26.72,44.3,0
G04029,04029,15.26,44.3,0
G88427,88427,34.77,44.32,0
G48741,48741,26.41,44.32,0
G63538,63538,22.34,44.32,0
G59863,59863,39.21,44.33,0
G47537,47537,31.63,44.34,0
G78028,78028,35.55,44.34,0
G66857,66857,20.67,44.34,0
G54177,54177,30.73,44.35,0
G59461,59461,44.61,44.35,0
G46795,46795,33.96,44.36,0
G57745,57745,39.34,44.36,0
G50558,50558,33.32,44.37,0
G85341,85341,41.34,44.37,0
G54941,54941,28.97,44.38,0
G92305,92305,20.02,44.38,0
G76939,76939,15.97,44.38,0
G75835,75835,28.45,44.38,0
G66039,66039,21.97,44.4,0
G68324,68324,33.04,44.4,0
G04854,04854,15.8,44.41,0
G65438,65438,21.12,44.41,0
G61360,61360,37.06,44.42,0
G70549,70549,27.5,44.42,0
G33960,33960,22.43,44.43,0
G38224,38224,22.17,44.43,0
G47162,47162,23,44.44,0
G60926,60926,19.35,44.44,0
G56060,56060,39.74,44.44,0
G40104,40104,18.14,44.45,0
G62339,62339,27.76,44.45,0
G28553,28553,32.79,44.46,0
G71048,71048,22.65,44.46,0
G14134,14134,26.58,44.47,0
G36858,36858,25.25,44.49,0
G58725,58725,36.74,44.5,0
G36720,36720,12.84,44.5,0
G18415,18415,17.54,44.51,0
G80421,80421,32.21,44.51,0
G80821,80821,32.81,44.52,0
G67008,67008,25.4,44.52,0
G26419,26419,19.05,44.52,0
G73061,73061,28.4,44.53,0
G67352,67352,25.44,44.53,0
G62292,62292,21.82,44.54,0
G89821,89821,31.47,44.54,0
G87710,87710,23.14,44.54,0
G62238,62238,21.22,44.56,0
G64496,64496,41.68,44.56,0
G79353,79353,22.57,44.56,0
G98303,98303,10.94,44.57,0
G47223,47223,29.42,44.58,0
G98952,98952,24.96,44.58,0
G61932,61932,30.97,44.59,0
G51546,51546,33.03,44.59,0
G67436,67436,41.04,44.6,0
G53939,53939,30.76,44.6,0
G58636,58636,27.4,44.6,0
G84029,84029,48.39,44.6,0
G57543,57543,56.05,44.6,0
G95666,95666,33.1,44.6,0
G57006,57006,39.71,44.6,0
G50449,50449,28.85,44.6,0
G50431,50431,41.22,44.61,0
G61543,61543,27.88,44.61,0
G55339,55339,23.59,44.63,0
G76225,76225,35.96,44.64,0
G98547,98547,22.3,44.64,0
G04676,04676,24.16,44.64,0
G68835,68835,34.62,44.64,0
G36041,36041,13.13,44.64,0
G62431,62431,24.16,44.65,0
G39741,39741,16.05,44.65,0
G37141,37141,19.8,44.65,0
G51240,51240,28.51,44.65,0
G37640,37640,13.16,44.67,0
G51047,51047,29.13,44.68,0
G16833,16833,17.86,44.68,0
G84013,84013,28.66,44.68,0
G65720,65720,19.28,44.68,0
G62378,62378,17.23,44.68,0
G65041,65041,26.13,44.69,0
G76453,76453,30.3,44.69,0
G16002,16002,21.14,44.7,0
G38241,38241,24.61,44.7,0
G12031,12031,24.55,44.7,0
G22731,22731,26.29,44.72,0
G13134,13134,24.34,44.72,0
G99158,99158,23.01,44.73,0
G87083,87083,20.88,44.74,0
G79512,79512,38.95,44.74,0
G62297,62297,18.5,44.74,0
G67565,67565,28.11,44.75,0
G68061,68061,34.5,44.76,0
G35183,35183,13.93,44.76,0
G68786,68786,36.71,44.77,0
G57018,57018,26.84,44.77,0
G95249,95249,20.03,44.78,0
G36263,36263,21.41,44.79,0
G83423,83423,52.03,44.8,0
G57066,57066,34.37,44.8,0
G78001,78001,11.08,44.8,0
G62324,62324,27.27,44.81,0
G51563,51563,33.52,44.82,0
G12464,12464,24.48,44.82,0
G79316,79316,35.68,44.82,0
G52031,52031,27.25,44.83,0
G65637,65637,21,44.83,0
G36278,36278,17.19,44.84,0
G46962,46962,28.12,44.84,0
G55983,55983,36.25,44.84,0
G52030,52030,33.7,44.85,0
G87037,87037,21.7,44.85,0
G80118,80118,26.36,44.85,0
G52223,52223,29.39,44.86,0
G28528,28528,30.98,44.86,0
G68746,68746,34.61,44.87,0
G50278,50278,28.14,44.88,0
G88431,88431,39.21,44.88,0
G49266,49266,24.8,44.89,0
G58021,58021,18.69,44.89,0
G75410,75410,30.32,44.9,0
G93562,93562,21.76,44.9,0
G94021,94021,16.3,44.91,0
G32040,32040,18.76,44.92,0
G46590,46590,31.95,44.92,0
G66413,66413,27.23,44.93,0
G87026,87026,36.33,44.93,0
G66417,66417,35.81,44.94,0
G04539,04539,23.78,44.94,0
G72826,72826,19.42,44.95,0
G46784,46784,31.44,44.96,0
G38702,38702,14.36,44.98,0
G61027,61027,43.26,44.98,0
G62477,62477,22.2,44.99,0
G50112,50112,31.39,45,0
G72333,72333,10.92,45,0
G57047,57047,28.72,45.04,0
G64861,64861,18.88,45.04,0
G53954,53954,34.77,45.04,0
G04961,04961,17.26,45.05,0
G61475,61475,17.2,45.06,0
G50551,50551,35.43,45.06,0
G36879,36879,25.61,45.06,0
G04847,04847,19.74,45.07,0
G82084,82084,26.31,45.08,0
G64491,64491,29.04,45.08,0
G16407,16407,27.2,45.09,0
G97488,97488,32.77,45.09,0
G49819,49819,18.57,45.1,0
G68858,68858,32.69,45.1,0
G15821,15821,16.4,45.1,0
G58566,58566,23.9,45.11,0
G57531,57531,17.33,45.11,0
G35593,35593,15.37,45.12,0
G87072,87072,23.6,45.14,0
G74630,74630,30.09,45.14,0
G36569,36569,22.9,45.14,0
G12723,12723,22.48,45.14,0
G56073,56073,37.1,45.14,0
G05345,05345,21.16,45.14,0
G56371,56371,41.74,45.16,0
G22542,22542,25.48,45.17,0
G58224,58224,35.1,45.17,0
G50273,50273,33.5,45.18,0
G52777,52777,33.6,45.18,0
G50575,50575,35.77,45.18,0
G04861,04861,21.01,45.18,0
G63732,63732,23.76,45.2,0
G55731,55731,46.48,45.21,0
G55798,55798,21.5,45.21,0
G60474,60474,28.49,45.22,0
G12416,12416,23.21,45.22,0
G33857,33857,26.18,45.23,0
G36451,36451,35.09,45.24,0
G13845,13845,33.29,45.24,0
G57433,57433,21.41,45.24,0
G42370,42370,35.47,45.25,0
G22623,22623,30.35,45.26,0
G58317,58317,30.09,45.26,0
G74869,74869,25.33,45.27,0
G22738,22738,25.85,45.27,0
G22504,22504,27.96,45.27,0
G38256,38256,26.06,45.28,0
G47011,47011,13.77,45.28,0
G73949,73949,32.31,45.29,0
G81138,81138,20.05,45.3,0
G57424,57424,43.89,45.31,0
G49912,49912,37.97,45.32,0
G62997,62997,24.68,45.33,0
G80720,80720,42.61,45.33,0
G46771,46771,26.17,45.34,0
G77995,77995,30.68,45.34,0
G54872,54872,31.66,45.34,0
G52325,52325,27.67,45.34,0
G03752,03752,20.35,45.34,0
G25211,25211,12.84,45.35,0
G50680,50680,35.84,45.36,0
G92267,92267,19.65,45.37,0
G68652,68652,41.33,45.37,0
G54844,54844,25.13,45.38,0
G40157,40157,24.64,45.39,0
G64652,64652,21.21,45.4,0
G99128,99128,11.94,45.4,0
G55029,55029,48.12,45.4,0
G78369,78369,25.55,45.41,0
G15502,15502,23.8,45.41,0
G62098,62098,26.45,45.42,0
G62375,62375,30.84,45.43,0
G47231,47231,26.27,45.44,0
G17827,17827,18.31,45.44,0
G58045,58045,53.77,45.45,0
G13623,13623,22.06,45.45,0
G16664,16664,15.27,45.46,0
G71427,71427,15.85,45.46,0
G96770,96770,12.45,45.46,0
G74052,74052,31.14,45.47,0
G76033,76033,38.6,45.47,0
G73449,73449,12.59,45.47,0
G12032,12032,37.04,45.47,0
G03766,03766,28.47,45.48,0
G68756,68756,39.71,45.49,0
G67124,67124,30.85,45.49,0
G73059,73059,23.68,45.5,0
G55008,55008,41.35,45.51,0
G13812,13812,33.67,45.52,0
G58579,58579,25.14,45.52,0
G48759,48759,25.72,45.52,0
G22845,22845,8.45,45.53,0
G04464,04464,26.53,45.54,0
G46349,46349,25.74,45.55,0
G76679,76679,32.42,45.56,0
G16034,16034,13.96,45.57,0
G58627,58627,40.42,45.57,0
G82082,82082,46.1,45.58,0
G25511,25511,13.79,45.58,0
G56744,56744,27.49,45.58,0
G59732,59732,27.5,45.58,0
G38450,38450,22.1,45.58,0
G79058,79058,33.98,45.58,0
G77457,77457,20.16,45.6,0
G39772,39772,26.05,45.6,0
G56325,56325,44.07,45.62,0
G76570,76570,28.9,45.62,0
G69360,69360,38.66,45.63,0
G86506,86506,30.89,45.64,0
G84718,84718,36.05,45.64,0
G83823,83823,34.53,45.64,0
G96059,96059,6.87,45.64,0
G63557,63557,22.85,45.65,0
G50851,50851,26.91,45.65,0
G72670,72670,13.39,45.65,0
G61917,61917,28.91,45.66,0
G88338,88338,23.4,45.66,0
G35548,35548,22.58,45.66,0
G67109,67109,40.35,45.66,0
G18443,18443,13.01,45.68,0
G39067,39067,26.81,45.7,0
G22511,22511,20.67,45.7,0
G71861,71861,22.54,45.71,0
G76049,76049,34.8,45.71,0
G52542,52542,29.61,45.72,0
G71019,71019,22.94,45.72,0
G62319,62319,25.21,45.72,0
G62086,62086,20.74,45.73,0
G71021,71021,21.3,45.73,0
G79788,79788,43.46,45.73,0
G04674,04674,25.97,45.73,0
G47519,47519,25.98,45.74,0
G68319,68319,39.72,45.74,0
G13730,13730,26.69,45.75,0
G87554,87554,14.79,45.76,0
G68456,68456,42.87,45.77,0
G12043,12043,31.76,45.77,0
G24137,24137,19.69,45.79,0
G38921,38921,23.5,45.79,0
G70633,70633,20.2,45.81,0
G73549,73549,36.42,45.82,0
G58065,58065,31.19,45.82,0
G67150,67150,24.28,45.84,0
G73096,73096,33.46,45.85,0
G64645,64645,16.38,45.85,0
G59842,59842,41.16,45.85,0
G65048,65048,17.58,45.86,0
G05360,05360,16.03,45.86,0
G55371,55371,47.54,45.86,0
G02872,02872,7.92,45.86,0
G83215,83215,39.81,45.87,0
G78643,78643,30.42,45.88,0
G45789,45789,12.55,45.88,0
G56019,56019,28.37,45.88,0
G73056,73056,24.22,45.88,0
G67738,67738,35.62,45.89,0
G81137,81137,26.52,45.9,0
G42368,42368,24.27,45.9,0
G61075,61075,28.35,45.9,0
G47921,47921,34.38,45.91,0
G04573,04573,21.72,45.91,0
G65449,65449,16.02,45.92,0
G50230,50230,30.28,45.92,0
G85362,85362,26.31,45.92,0
G55943,55943,23.1,45.93,0
G13332,13332,21.79,45.94,0
G67570,67570,27.11,45.95,0
G51016,51016,41.42,45.96,0
G76253,76253,32.91,45.96,0
G22810,22810,5.89,45.97,0
G24464,24464,18.71,45.97,0
G17774,17774,28.66,45.98,0
G03260,03260,21.29,45.99,0
G61941,61941,28.59,46,0
G67579,67579,24.77,46,0
G95715,95715,24.64,46,0
G82937,82937,49.45,46.01,0
G36761,36761,16.22,46.02,0
G98590,98590,18.79,46.03,0
G31630,31630,25.86,46.03,0
G52065,52065,31.2,46.03,0
G22548,22548,22.61,46.04,0
G28009,28009,22.39,46.04,0
G54761,54761,31.43,46.06,0
G18328,18328,11.14,46.06,0
G76844,76844,38.98,46.06,0
G98260,98260,17,46.07,0
G80532,80532,8.39,46.08,0
G78598,78598,25.04,46.08,0
G38226,38226,21.09,46.08,0
G20676,20676,17.66,46.08,0
G66872,66872,21.75,46.09,0
G55012,55012,22.53,46.09,0
G36583,36583,13.66,46.09,0
G99126,99126,20.65,46.09,0
G15557,15557,21.12,46.09,0
G28589,28589,30.93,46.09,0
G78837,78837,41.43,46.1,0
G58238,58238,38.46,46.1,0
G92266,92266,31.29,46.1,0
G48434,48434,30.8,46.11,0
G59760,59760,31.35,46.11,0
G62572,62572,13.53,46.12,0
G51458,51458,30.71,46.12,0
G96120,96120,36.86,46.13,0
G71909,71909,12.99,46.13,0
G81133,81133,21.76,46.13,0
G28582,28582,18.24,46.14,0
G51231,51231,30.12,46.15,0
G84521,84521,24.14,46.15,0
G42084,42084,4.14,46.16,0
G57061,57061,24.99,46.17,0
G54922,54922,30.63,46.17,0
G62850,62850,15.98,46.18,0
G50460,50460,36.09,46.18,0
G17352,17352,23.33,46.18,0
G12450,12450,20.71,46.18,0
G20685,20685,13.81,46.19,0
G84066,84066,33.98,46.2,0
G54498,54498,21.01,46.2,0
G16655,16655,20.7,46.21,0
G37878,37878,14.46,46.22,0
G98241,98241,43.85,46.22,0
G49028,49028,23.69,46.22,0
G51049,51049,30.37,46.23,0
G59929,59929,24.07,46.24,0
G77990,77990,29.04,46.25,0
G99124,99124,20.24,46.25,0
G51549,51549,28.4,46.26,0
G81220,81220,30.1,46.26,0
G58429,58429,28.52,46.27,0
G48137,48137,27.58,46.27,0
G13613,13613,27.82,46.28,0
G16870,16870,22.32,46.28,0
G58451,58451,33.93,46.28,0
G50420,50420,37.77,46.29,0
G52060,52060,38,46.31,0
G59743,59743,34.03,46.32,0
G24823,24823,8.02,46.32,0
G12190,12190,29.04,46.33,0
G61030,61030,29.77,46.33,0
G70782,70782,12.44,46.35,0
G18355,18355,26.17,46.35,0
G61258,61258,27.76,46.36,0
G49710,49710,17.12,46.37,0
G22567,22567,19.74,46.38,0
G51004,51004,35.79,46.38,0
G61341,61341,35.3,46.4,0
G47036,47036,23.39,46.4,0
G36916,36916,28.28,46.41,0
G23156,23156,28,46.41,0
G97903,97903,36.37,46.42,0
G51056,51056,39.17,46.42,0
G50461,50461,29.74,46.42,0
G61046,61046,29.26,46.42,0
G13813,13813,23.02,46.42,0
G17271,17271,17.55,46.44,0
G58856,58856,45.75,46.44,0
G27875,27875,32.29,46.44,0
G53518,53518,24.27,46.45,0
G57313,57313,39.39,46.45,0
G51343,51343,35.48,46.45,0
G56036,56036,37.65,46.46,0
G52074,52074,31.93,46.48,0
G53825,53825,32.07,46.49,0
G58787,58787,30.86,46.49,0
G72835,72835,13.84,46.5,0
G72389,72389,8.33,46.51,0
G51347,51347,28.11,46.52,0
G99170,99170,27.9,46.53,0
G73040,73040,38.12,46.53,0
G78608,78608,17,46.53,0
G99328,99328,39.14,46.54,0
G67554,67554,33.19,46.54,0
G53573,53573,31.69,46.54,0
G89018,89018,37.29,46.56,0
G30733,30733,21.1,46.56,0
G80754,80754,32.19,46.56,0
G51040,51040,46.41,46.58,0
G67122,67122,20.4,46.58,0
G74829,74829,28.56,46.6,0
G68371,68371,40.65,46.6,0
G56052,56052,32.47,46.61,0
G78880,78880,31.69,46.61,0
G50423,50423,42.53,46.62,0
G20628,20628,24.25,46.63,0
G80135,80135,30.3,46.63,0
G50652,50652,24.96,46.64,0
G99137,99137,15.71,46.66,0
G89828,89828,28.6,46.67,0
G56171,56171,30.67,46.67,0
G98563,98563,24.9,46.68,0
G73442,73442,20.65,46.68,0
G27947,27947,28.46,46.69,0
G66416,66416,26.21,46.7,0
G12725,12725,20.42,46.72,0
G98650,98650,27.45,46.72,0
G58344,58344,51.21,46.72,0
G61340,61340,28.28,46.73,0
G13337,13337,25.02,46.73,0
G97360,97360,36.61,46.74,0
G97444,97444,26.98,46.74,0
G05362,05362,23.45,46.75,0
G52225,52225,26.52,46.75,0
G50235,50235,32.44,46.76,0
G03741,03741,13.36,46.76,0
G18352,18352,30.33,46.76,0
G24562,24562,11.57,46.77,0
G97544,97544,22.49,46.77,0
G75846,75846,14.75,46.77,0
G66861,66861,34.8,46.77,0
G65276,65276,25.28,46.78,0
G52217,52217,28.68,46.79,0
G36071,36071,17.1,46.79,0
G76455,76455,27.41,46.79,0
G57053,57053,27.16,46.79,0
G83830,83830,27.84,46.8,0
G68382,68382,38.97,46.8,0
G95423,95423,19.44,46.81,0
G80860,80860,20.55,46.82,0
G95934,95934,21.4,46.82,0
G65250,65250,25.88,46.82,0
G84530,84530,39,46.85,0
G53813,53813,31.61,46.86,0
G56688,56688,18.1,46.87,0
G61422,61422,31.38,46.87,0
G78624,78624,41.22,46.87,0
G68439,68439,37.97,46.89,0
G47034,47034,31.59,46.91,0
G48097,48097,20.37,46.91,0
G59631,59631,32.28,46.92,0
G86515,86515,18.1,46.94,0
G24412,24412,21.69,46.95,0
G38558,38558,11.65,46.96,0
G71079,71079,22.46,46.96,0
G56284,56284,34.56,46.96,0
G17813,17813,25.96,46.97,0
G03751,03751,26.19,46.97,0
G13355,13355,28.45,46.98,0
G51431,51431,30.04,46.98,0
G79519,79519,33.02,46.98,0
G60420,60420,38.42,46.99,0
G76023,76023,25.47,46.99,0
G72742,72742,19.6,47,0
G62036,62036,9.34,47.02,0
G58565,58565,24.91,47.03,0
G71455,71455,20.58,47.03,0
G82646,82646,37.67,47.03,0
G87735,87735,13.57,47.03,0
G78563,78563,28.98,47.03,0
G16837,16837,18.58,47.05,0
G54933,54933,34.23,47.07,0
G55933,55933,39.74,47.07,0
G14864,14864,24.95,47.08,0
G70645,70645,26.57,47.09,0
G55388,55388,31.48,47.09,0
G67118,67118,24.29,47.1,0
G98376,98376,18.01,47.1,0
G74957,74957,21.98,47.11,0
G41317,41317,14.95,47.13,0
G58001,58001,42.4,47.13,0
G55307,55307,33.52,47.15,0
G17217,17217,17.02,47.15,0
G62451,62451,28.3,47.16,0
