"","GEOID","year","TotalPop","TotalVetPop","VetPercent","MalePop","MaleVetPop","Male18To34","MaleVet18To34","Male35To54","MaleVet35To54","Male55To64","MaleVet55To64","Male65To74","MaleVet65To74","Male75Plus","MaleVet75Plus","FemalePop","FemaleVetPop","Female18To34","FemaleVet18To34","Female35To54","FemaleVet35To54","Female55To64","FemaleVet55To64","Female65To74","FemaleVet65To74","Female75Plus","FemaleVet75Plus"
"179","05135",2010,13715,2281,16.63,6677,2192,1355,100,2192,438,1233,537,1132,632,765,485,7038,89,1282,8,2217,30,1354,37,1092,11,1093,3
"180","05137",2010,9741,1390,14.27,4770,1354,983,71,1610,238,916,402,784,367,477,276,4971,36,968,0,1599,6,975,18,824,12,605,0
"181","05139",2010,31772,3312,10.42,15062,3110,4045,174,5747,812,2610,903,1511,532,1149,689,16710,202,4147,55,5954,52,2694,81,1879,14,2036,0
"182","05141",2010,13655,1950,14.28,6605,1908,1329,10,2271,346,1178,414,1034,551,793,587,7050,42,1439,5,2285,0,1264,16,1039,0,1023,21
"183","05143",2010,147153,13321,9.05,72920,12506,31347,1215,25032,3035,8640,3384,4645,2498,3256,2374,74233,815,29348,62,24837,297,9317,174,5517,83,5214,199
"184","05145",2010,56615,6589,11.64,27220,6295,9152,454,9604,1543,3994,1756,2664,1246,1806,1296,29395,294,9224,117,9988,98,4233,24,2984,29,2966,26
"185","05147",2010,5760,522,9.06,2677,522,633,17,978,115,550,117,305,163,211,110,3083,0,625,0,1096,0,574,0,384,0,404,0
"186","05149",2010,16105,1753,10.88,7800,1686,2224,284,2974,314,1182,407,852,341,568,340,8305,67,2224,11,2912,33,1353,0,940,23,876,0
"187","06001",2010,1137305,70376,6.19,549849,65725,184009,3465,221019,15162,77302,17714,38381,13188,29138,16196,587456,4651,184570,797,226335,2124,84377,590,45470,472,46704,668
"188","06003",2010,869,71,8.17,520,66,70,2,289,6,84,12,48,21,29,25,349,5,95,0,159,0,56,0,32,5,7,0
"189","06005",2010,31621,5453,17.24,17409,5216,3719,325,6802,1190,3368,1473,2028,1126,1492,1102,14212,237,2211,11,4849,107,3283,69,2017,35,1852,15
"190","06007",2010,171740,21099,12.29,84112,20094,30124,1517,26479,4158,13185,5276,7652,4082,6672,5061,87628,1005,27774,160,27086,396,14017,195,8724,137,10027,117
"191","06009",2010,36751,5691,15.49,18195,5357,3406,132,6358,1070,4019,1652,2641,1319,1771,1184,18556,334,2964,0,6698,102,4094,102,2776,7,2024,123
"192","06011",2010,14848,1118,7.53,7539,1059,2388,33,2852,184,1122,304,707,220,470,318,7309,59,2151,11,2830,8,1069,18,629,9,630,13
"193","06013",2010,765585,63557,8.3,367280,59737,105540,2577,151434,13253,57360,15771,30079,13317,22867,14819,398305,3820,104222,579,160449,1637,63068,442,34915,348,35651,814
"194","06015",2010,22115,3154,14.26,12494,2890,4062,146,4939,945,1664,744,1084,502,745,553,9621,264,2337,30,3515,125,1663,109,1119,0,987,0
"195","06017",2010,136843,17652,12.9,67902,16700,15550,686,27848,3788,12990,5174,6761,3494,4753,3558,68941,952,14430,118,28556,514,12970,116,7025,82,5960,122
"196","06019",2010,633637,45640,7.2,313186,42790,120252,3351,113911,9767,40302,11954,21668,8284,17053,9434,320451,2850,113436,583,113994,1122,42097,454,24817,196,26107,495
"197","06021",2010,19940,1979,9.92,9942,1885,3059,111,3718,449,1524,535,967,345,674,445,9998,94,2891,18,3633,64,1533,4,902,8,1039,0
"198","06023",2010,105657,10988,10.4,52364,10259,18342,793,17534,2377,8996,3128,4374,1938,3118,2023,53293,729,17317,194,17280,255,9093,113,4675,29,4928,138
"199","06025",2010,118189,6579,5.57,61088,6238,23386,797,22711,1556,7035,1308,4297,1186,3659,1391,57101,341,18504,51,21463,154,7797,36,4931,49,4406,51
"200","06027",2010,14394,1823,12.66,7209,1707,1632,67,2588,224,1422,552,878,433,689,431,7185,116,1484,12,2507,50,1342,26,876,18,976,10
"201","06029",2010,561987,47365,8.43,289669,44558,110366,4894,111288,12145,35490,11035,19818,8567,12707,7917,272318,2807,93900,903,102444,1065,36097,282,21540,192,18337,365
"202","06031",2010,103557,12330,11.91,59596,11336,22494,1944,25211,4047,6588,2621,3285,1448,2018,1276,43961,994,16090,398,16096,368,5431,125,3422,23,2922,80
"203","06033",2010,50262,7010,13.95,24892,6592,5738,92,8903,1106,5016,1937,3133,1826,2102,1631,25370,418,5384,16,9128,149,5069,130,3098,21,2691,102
"204","06035",2010,28644,3390,11.83,19482,3159,7775,369,7994,928,2130,918,921,490,662,454,9162,231,2210,38,3589,107,1714,28,872,12,777,46
"205","06037",2010,7292367,368128,5.05,3549019,347400,1274220,28126,1390816,73999,449880,84872,243558,70078,190545,90325,3743348,20728,1235974,4438,1415903,7961,499533,2884,295508,1583,296430,3862
"206","06039",2010,105273,8142,7.73,49370,7528,16769,377,17652,1400,7255,2091,4517,1797,3177,1863,55903,614,18356,139,20943,256,7809,158,4729,49,4066,12
"207","06041",2010,196952,16783,8.52,95991,15932,20880,213,39633,2282,18329,3702,9950,4667,7199,5068,100961,851,17845,7,40619,266,20263,131,10931,88,11303,359
"208","06043",2010,14823,2192,14.79,7557,2126,1313,17,2807,366,1607,643,1040,535,790,565,7266,66,1336,0,2625,23,1511,14,992,29,802,0
"209","06045",2010,67816,6924,10.21,33649,6540,9241,347,11829,964,6688,2200,3504,1380,2387,1649,34167,384,8255,56,11813,184,6965,60,3515,58,3619,26
"210","06047",2010,169913,12474,7.34,84594,11309,32721,943,31554,2842,10402,2928,5793,2250,4124,2346,85319,1165,30651,269,31292,531,10657,153,6672,89,6047,123
"211","06049",2010,7476,1123,15.02,3730,1033,836,6,1228,121,793,331,544,327,329,248,3746,90,687,15,1267,21,853,8,534,46,405,0
"212","06051",2010,10757,691,6.42,5914,664,2203,26,2141,69,969,221,392,215,209,133,4843,27,1256,14,2189,13,842,0,408,0,148,0
"213","06053",2010,291936,23096,7.91,148817,21533,53814,1046,56326,5209,20198,6090,10106,3880,8373,5308,143119,1563,47366,532,51361,622,20316,213,11341,26,12735,170
"214","06055",2010,102667,10214,9.95,50698,9803,14734,223,18926,1648,8234,2642,4666,2305,4138,2985,51969,411,13182,54,19037,149,8533,54,5246,35,5971,119
"215","06057",2010,78436,10362,13.21,38405,9823,8253,166,13289,1395,8480,2935,4785,2645,3598,2682,40031,539,7145,147,14497,128,8529,82,4981,59,4879,123
"216","06059",2010,2221857,145036,6.53,1085743,137649,360488,9015,437422,26608,145452,35712,80627,29061,61754,37253,1136114,7387,344353,1149,444759,2701,157512,949,93794,638,95696,1950
"217","06061",2010,252384,30868,12.23,121430,28987,31820,2043,48097,5951,19574,7085,12400,6833,9539,7075,130954,1881,30848,405,50718,797,21562,232,14392,192,13434,255
"218","06063",2010,16582,2675,16.13,8298,2627,1535,142,2877,302,1989,944,1226,690,671,549,8284,48,1392,0,2978,20,1886,15,1142,0,886,13
"219","06065",2010,1494040,143216,9.59,735530,134939,246045,10393,285323,34303,94330,30242,61426,27529,48406,32472,758510,8277,238722,1401,283633,3645,101064,1178,70041,874,65050,1179
"220","06067",2010,1031158,101397,9.83,496758,92680,171365,7038,193165,25163,68134,23923,35158,17440,28936,19116,534400,8717,170850,1432,198991,4233,76128,1088,43727,778,44704,1186
"221","06069",2010,38255,3069,8.02,18938,2870,6136,269,7817,580,2639,992,1398,569,948,460,19317,199,5833,45,7995,77,2706,46,1399,31,1384,0
"222","06071",2010,1390937,115631,8.31,678377,107509,245477,10915,269679,29798,88529,29729,44851,19260,29841,17807,712560,8122,244519,2504,278505,3454,92871,1061,51759,476,44906,627
"223","06073",2010,2225777,247737,11.13,1080109,224947,374983,29440,412435,61411,146888,51790,77991,37295,67812,45011,1145668,22790,374080,6992,422205,8814,157462,2489,92249,1500,99672,2995
"224","06075",2010,682420,33078,4.85,345230,31268,119371,1867,132943,6919,46208,7012,24800,6831,21908,8639,337190,1810,119597,180,111184,590,44944,325,28218,143,33247,572
"225","06077",2010,472501,38183,8.08,232518,36154,81390,2425,91044,9424,30927,10122,16485,6663,12672,7520,239983,2029,76988,446,91285,768,32855,206,19436,96,19419,513
"226","06079",2010,214346,23513,10.97,109876,22337,39135,1729,36387,4527,17041,5731,9288,4538,8025,5812,104470,1176,31158,273,34415,400,17110,99,10330,135,11457,269
"227","06081",2010,546943,36246,6.63,265828,34500,78607,1413,107752,6251,40137,8971,21372,7295,17960,10570,281115,1746,73464,247,110201,724,43735,229,25675,144,28040,402
"228","06083",2010,317152,27966,8.82,157301,25862,60438,1683,53465,5426,20572,5737,11772,5463,11054,7553,159851,2104,55869,489,52317,679,21584,232,13691,271,16390,433
"229","06085",2010,1317224,74371,5.65,657301,70298,220353,3679,271988,15136,84135,17862,45721,14658,35104,18963,659923,4073,203131,646,261797,1300,89246,747,53661,353,52088,1027
"230","06087",2010,201684,13729,6.81,99735,13002,34912,640,36645,1951,16412,4067,6782,3018,4984,3326,101949,727,33172,56,36750,332,16322,114,7447,82,8258,143
"231","06089",2010,135910,18336,13.49,65647,17295,17666,698,23257,3431,11875,5344,7470,3748,5379,4074,70263,1041,17166,133,24703,590,12531,104,8068,99,7795,115
"232","06091",2010,2784,429,15.41,1384,408,198,8,483,18,386,201,176,40,141,141,1400,21,144,0,552,21,343,0,213,0,148,0
"233","06093",2010,35457,4969,14.01,17408,4737,3919,165,5819,772,3676,1363,2348,1163,1646,1274,18049,232,3421,29,6287,117,3780,50,2355,14,2206,22
"234","06095",2010,302312,36883,12.2,148833,33269,46934,2404,59512,10698,23243,9104,11155,5694,7989,5369,153479,3614,44326,913,60025,1580,23962,511,12978,205,12188,405
"235","06097",2010,366919,33302,9.08,177974,31175,53427,1571,67160,5905,30508,9009,14824,6460,12055,8230,188945,2127,49574,229,69589,813,33266,370,17042,126,19474,589
"236","06099",2010,360669,27838,7.72,175568,26299,61717,2275,67846,6660,23448,6746,12806,4921,9751,5697,185101,1539,60544,269,69151,797,25227,146,15244,156,14935,171
"237","06101",2010,66687,6847,10.27,32442,6051,10585,392,12263,1599,4559,1571,3003,1276,2032,1213,34245,796,10486,193,12424,445,4971,83,3232,13,3132,62
"238","06103",2010,46244,5866,12.68,22764,5593,6149,229,8239,1063,3855,1671,2700,1357,1821,1273,23480,273,5786,14,8497,117,3949,37,2813,92,2435,13
"239","06105",2010,11083,1800,16.24,5705,1733,1138,106,1940,311,1362,473,791,469,474,374,5378,67,982,12,1896,38,1282,5,716,9,502,3
"240","06107",2010,288250,19058,6.61,142875,18057,54350,1400,52608,3949,18228,5017,10204,3645,7485,4046,145375,1001,51037,267,52772,305,19182,231,11483,38,10901,160
"241","06109",2010,46033,6129,13.31,24456,5876,6337,219,8550,709,4554,1830,2853,1488,2162,1630,21577,253,4107,48,7138,117,4533,0,2973,15,2826,73
"242","06111",2010,591581,51184,8.65,289577,48428,91513,3400,116066,10858,42385,12911,22314,9719,17299,11540,302004,2756,86298,597,119287,1131,44730,276,25552,302,26137,450
"243","06113",2010,151028,10998,7.28,72513,9982,31880,841,23581,2306,8933,2819,4471,1800,3648,2216,78515,1016,33497,230,24879,470,9511,70,5277,125,5351,121
"244","06115",2010,48229,6201,12.86,23466,5580,7778,655,8949,1593,3566,1343,1971,1109,1202,880,24763,621,8372,226,9098,265,3538,78,1983,35,1772,17
"245","08001",2010,303168,27878,9.2,151561,26273,56599,2166,61228,8336,18885,7447,9074,4322,5775,4002,151607,1605,53663,261,58625,930,19510,198,11005,94,8804,122
"246","08003",2010,11398,1208,10.6,5666,1147,2141,64,1914,301,876,358,483,274,252,150,5732,61,2012,0,1900,28,887,7,472,10,461,16
"247","08005",2010,407292,43247,10.62,195863,39044,63419,2941,80486,11955,29382,10203,13372,7187,9204,6758,211429,4203,63763,842,84716,2015,32099,608,15724,273,15127,465
"248","08007",2010,8953,1063,11.87,4514,1014,1584,0,839,58,1183,458,584,285,324,213,4439,49,1175,0,1278,13,1065,0,534,0,387,36
"249","08009",2010,2979,317,10.64,1418,301,280,3,475,27,243,73,199,78,221,120,1561,16,256,0,505,0,260,0,235,5,305,11
"250","08011",2010,5011,671,13.39,3316,638,1017,37,1431,155,477,248,228,81,163,117,1695,33,387,0,588,28,276,0,211,0,233,5
"251","08013",2010,227547,16582,7.29,113659,15634,42771,945,42929,3713,16126,4279,7004,3239,4829,3458,113888,948,38563,137,43509,369,16349,107,7915,65,7552,270
"252","08014",2010,38828,4257,10.96,19115,4008,5677,299,8714,1353,2750,1078,1200,657,774,621,19713,249,5399,19,8676,137,2863,34,1363,21,1412,38
"253","08015",2010,14455,2203,15.24,7718,2146,2033,76,2669,414,1402,570,966,595,648,491,6737,57,1141,10,2402,26,1499,0,927,0,768,21
"254","08017",2010,1685,102,6.05,827,94,248,0,321,19,95,11,105,38,58,26,858,8,157,0,299,5,132,3,96,0,174,0
"255","08019",2010,7389,909,12.3,3814,877,735,13,1758,315,832,286,342,201,147,62,3575,32,706,0,1620,0,768,27,307,0,174,5
"256","08021",2010,5846,655,11.2,2909,612,743,24,1062,127,490,199,361,131,253,131,2937,43,728,0,1043,31,497,12,330,0,339,0
"257","08023",2010,2761,413,14.96,1389,398,273,0,458,74,295,138,239,127,124,59,1372,15,266,0,462,12,265,3,203,0,176,0
"258","08025",2010,5052,788,15.6,3667,748,1404,109,1610,300,363,167,197,93,93,79,1385,40,374,18,468,4,253,15,140,3,150,0
"259","08027",2010,3183,646,20.3,1606,537,189,10,531,75,457,205,305,156,124,91,1577,109,152,0,614,103,400,0,289,0,122,6
"260","08029",2010,23729,3542,14.93,11843,3380,2615,51,4179,557,2211,911,1621,1006,1217,855,11886,162,2327,42,3950,24,2358,17,1718,71,1533,8
"261","08031",2010,452319,35433,7.83,225170,32738,88441,2811,83364,8059,28369,8257,13562,5787,11434,7824,227149,2695,86521,428,75265,1141,29512,549,16520,202,19331,375
"262","08033",2010,1544,206,13.34,793,202,152,0,276,44,186,58,99,38,80,62,751,4,170,0,274,4,128,0,91,0,88,0
"263","08035",2010,189109,19437,10.28,92214,17731,23598,1717,47052,6176,13414,4964,5649,2992,2501,1882,96895,1706,25273,281,48542,1032,13936,215,5557,49,3587,129
"264","08037",2010,38393,1861,4.85,20744,1772,7878,133,8970,622,2580,336,1027,458,289,223,17649,89,6220,11,7820,40,2409,38,870,0,330,0
"265","08039",2010,16761,2492,14.87,8338,2144,1380,116,4212,546,1757,876,719,395,270,211,8423,348,1437,3,4407,246,1592,31,624,43,363,25
"266","08041",2010,417215,75738,18.15,196998,65760,61308,7191,80913,24728,29852,15967,15081,10288,9844,7586,220217,9978,67035,2785,87890,5410,32186,984,17724,430,15382,369
"267","08043",2010,38470,6748,17.54,22735,6276,7060,701,8571,1677,3397,1564,2179,1256,1528,1078,15735,472,3050,19,5444,306,3068,68,2142,50,2031,29
"268","08045",2010,40012,3724,9.31,20535,3499,6928,265,8527,880,3009,1178,1293,586,778,590,19477,225,6188,24,8033,101,2904,80,1179,0,1173,20
"269","08047",2010,4207,573,13.62,2209,487,422,29,1070,125,485,174,122,49,110,110,1998,86,423,21,987,48,407,0,139,17,42,0
"270","08049",2010,11531,1394,12.09,6253,1335,1924,56,2357,343,1195,435,372,216,405,285,5278,59,1270,0,2352,19,1028,24,404,16,224,0
"271","08051",2010,12312,1311,10.65,6741,1095,3009,95,2109,260,975,384,440,209,208,147,5571,216,2200,66,1947,143,826,7,348,0,250,0
"272","08053",2010,443,72,16.25,181,72,28,0,39,0,52,39,46,24,16,9,262,0,31,0,62,0,109,0,38,0,22,0
"273","08055",2010,5630,934,16.59,2807,891,523,71,869,87,647,270,410,210,358,253,2823,43,433,0,921,12,632,8,442,15,395,8
"274","08057",2010,1139,191,16.77,583,184,104,10,209,16,105,68,88,41,77,49,556,7,99,4,198,0,119,3,104,0,36,0
"275","08059",2010,407560,45334,11.12,199705,42319,56728,2498,82023,10465,33611,12313,16024,8127,11319,8916,207855,3015,52525,651,84580,1181,35131,535,18426,231,17193,417
"276","08061",2010,1250,127,10.16,566,127,91,0,197,34,107,20,115,43,56,30,684,0,146,0,203,0,150,0,80,0,105,0
"277","08063",2010,6352,826,13,3606,754,1138,42,1394,182,491,221,333,143,250,166,2746,72,664,6,965,31,409,0,362,35,346,0
"278","08065",2010,5252,516,9.82,2749,488,964,13,1091,215,491,170,128,42,75,48,2503,28,853,0,972,12,328,16,181,0,169,0
"279","08067",2010,39818,4193,10.53,20081,3890,6861,159,7187,967,3419,1270,1705,842,909,652,19737,303,6050,84,7520,142,3313,51,1582,20,1272,6
"280","08069",2010,227690,22749,9.99,111872,21335,41898,1659,39273,5145,16433,6035,8352,4340,5916,4156,115818,1414,40272,237,40116,536,17061,259,9366,189,9003,193
"281","08071",2010,12335,1517,12.3,6197,1393,1522,69,2292,242,1172,461,717,258,494,363,6138,124,1414,40,2077,25,1135,49,742,6,770,4
"282","08073",2010,4362,752,17.24,2634,742,837,71,1058,267,333,166,215,98,191,140,1728,10,365,0,626,1,265,0,208,9,264,0
"283","08075",2010,17593,2433,13.83,9509,2256,3247,197,3656,722,1213,494,769,426,624,417,8084,177,2344,39,2773,83,1175,20,768,33,1024,2
"284","08077",2010,108673,14641,13.47,53347,13426,16579,1175,18759,3240,8655,3331,5202,2713,4152,2967,55326,1215,15579,211,18983,581,8975,187,5721,56,6068,180
"285","08079",2010,961,140,14.57,464,136,100,0,98,8,125,34,106,76,35,18,497,4,60,0,128,0,127,0,92,0,90,4
"286","08081",2010,9897,1171,11.83,5027,1128,1534,91,1994,275,891,451,388,210,220,101,4870,43,1467,0,1908,8,739,35,394,0,362,0
"287","08083",2010,19281,2433,12.62,9358,2285,2335,190,3312,302,1853,665,1075,500,783,628,9923,148,2243,72,3588,47,1925,0,1087,0,1080,29
"288","08085",2010,30225,3675,12.16,14721,3484,3562,105,5401,727,2675,857,1825,819,1258,976,15504,191,3424,54,5505,41,2750,68,1889,0,1936,28
"289","08087",2010,20150,1988,9.87,9791,1867,2868,91,3843,430,1421,453,934,420,725,473,10359,121,2954,28,3739,78,1469,0,994,15,1203,0
"290","08089",2010,14130,1717,12.15,6764,1562,1753,92,2351,158,1220,501,825,408,615,403,7366,155,1862,46,2362,21,1208,35,939,0,995,53
"291","08091",2010,3313,414,12.5,1647,401,191,10,754,112,405,126,226,94,71,59,1666,13,251,0,734,6,421,7,200,0,60,0
"292","08093",2010,13244,1954,14.75,7222,1780,1597,93,3210,554,1531,652,672,299,212,182,6022,174,1044,0,2927,136,1301,20,516,9,234,9
"293","08095",2010,3238,444,13.71,1605,428,419,21,544,69,274,132,156,81,212,125,1633,16,365,5,577,0,250,0,184,0,257,11
"294","08097",2010,13486,1152,8.54,7145,1086,1841,64,2987,215,1387,425,642,179,288,203,6341,66,1551,0,2752,52,1264,0,511,0,263,14
"295","08099",2010,9181,812,8.84,4472,785,1349,9,1605,138,738,247,433,219,347,172,4709,27,1324,0,1586,11,745,16,498,0,556,0
"296","08101",2010,117319,15127,12.89,56443,14225,16537,838,20305,3851,9330,3539,5591,2775,4680,3222,60876,902,16604,168,21109,383,9814,97,6462,78,6887,176
"297","08103",2010,4923,589,11.96,2516,561,772,27,950,134,403,173,238,102,153,125,2407,28,691,11,920,2,389,8,214,7,193,0
"298","08105",2010,8703,963,11.07,4155,932,1014,20,1416,238,823,280,572,221,330,173,4548,31,1174,0,1455,18,812,2,618,0,489,11
"299","08107",2010,18186,1344,7.39,9939,1301,3148,73,4166,267,1785,408,597,326,243,227,8247,43,2352,0,3612,19,1460,0,515,11,308,13
"300","08109",2010,4744,522,11,2435,451,577,16,924,89,535,150,266,118,133,78,2309,71,502,12,892,9,503,18,264,13,148,19
"301","08111",2010,715,74,10.35,465,74,192,0,140,0,82,31,25,17,26,26,250,0,62,0,105,0,67,0,7,0,9,0
"302","08113",2010,5847,369,6.31,3149,354,928,0,1447,125,564,147,158,53,52,29,2698,15,833,5,1249,0,425,0,160,10,31,0
"303","08115",2010,1948,276,14.17,901,259,149,0,355,51,141,54,137,83,119,71,1047,17,135,0,332,12,171,5,160,0,249,0
"304","08117",2010,22227,1331,5.99,12432,1284,4751,91,4929,322,1668,306,749,401,335,164,9795,47,3389,0,4024,40,1461,0,749,0,172,7
"305","08119",2010,17818,3368,18.9,8948,3152,1492,173,3913,1152,2092,808,1091,718,360,301,8870,216,1462,52,4057,126,2098,38,864,0,389,0
"306","08121",2010,3665,387,10.56,1838,361,448,10,678,43,356,112,182,87,174,109,1827,26,339,1,717,22,269,1,211,2,291,0
"307","08123",2010,174520,17201,9.86,86537,16220,30456,1534,33971,4524,12039,4598,6154,2874,3917,2690,87983,981,30438,134,33194,627,12251,115,6439,56,5661,49
"308","08125",2010,7267,588,8.09,3544,575,1060,30,1249,31,546,116,371,146,318,252,3723,13,958,0,1245,0,636,12,396,1,488,0
"309","09001",2010,677376,47938,7.08,322789,46241,87265,1795,136737,6547,48663,11350,26831,10672,23293,15877,354587,1697,85735,201,145526,716,52913,157,32211,92,38202,531
"310","09003",2010,680472,59155,8.69,322421,55909,92247,2770,128146,11250,49982,14085,27326,11882,24720,15922,358051,3246,91538,589,135839,1440,55301,292,33246,302,42127,623
"311","09005",2010,147473,16630,11.28,71327,15686,15194,498,30524,3188,13114,4613,6980,3382,5515,4005,76146,944,14774,124,31526,349,13384,155,7630,114,8832,202
"312","09007",2010,128792,13699,10.64,61944,12769,15023,410,25757,2564,10788,3718,5835,2884,4541,3193,66848,930,14708,77,26875,467,11290,248,6543,23,7432,115
"313","09009",2010,660392,56502,8.56,311729,53192,93148,2130,121670,11019,47387,13203,25957,11153,23567,15687,348663,3310,95654,518,129086,1378,52385,549,31304,283,40234,582
"314","09011",2010,204903,27415,13.38,98515,25715,26266,2192,39933,6478,16249,6624,9058,5152,7009,5269,106388,1700,26386,207,41899,902,16768,229,10124,64,11211,298
"315","09013",2010,119588,11338,9.48,59996,10793,20442,627,23223,2786,8553,2805,4656,2194,3122,2381,59592,545,18794,55,22475,267,8678,96,4892,13,4753,114
"316","09015",2010,90418,10470,11.58,44020,9643,13218,483,17940,2822,6718,2763,3474,1825,2670,1750,46398,827,12797,84,18206,397,6987,201,4060,27,4348,118
"317","10001",2010,114116,17572,15.4,52623,15612,15736,1410,19852,5177,8143,3675,5508,2923,3384,2427,61493,1960,18306,416,22385,1100,9188,242,6296,56,5318,146
"318","10003",2010,407024,38905,9.56,193715,36587,63042,2049,76106,10162,27618,9494,15297,6822,11652,8060,213309,2318,64598,471,80550,1252,31028,228,18397,82,18736,285
"319","10005",2010,151114,21718,14.37,72824,20376,17207,793,24612,3610,13499,5562,10705,5325,6801,5086,78290,1342,16459,80,25815,636,15198,175,11688,283,9130,168
"320","11001",2010,478248,33139,6.93,221637,30849,89165,2593,77439,8347,28280,6888,15512,5912,11241,7109,256611,2290,104406,386,78242,1101,33608,337,19725,280,20630,186
