"","GEOID","year","totalP","totalP_hh","totalP_fhh","nonRel_fhh","nonRel_fhhP","totalP_nfhh","nonRel_nfhh","nonRel_nfhhP","groupQuar","groupQuarP"
"1073","21159",2010,13138,12858,11408,310,2.72,1450,248,17.1,280,2.13
"1074","21161",2010,17362,16445,14195,381,2.68,2250,334,14.84,917,5.28
"1075","21163",2010,28907,28897,25593,668,2.61,3304,607,18.37,10,0.03
"1076","21165",2010,6427,6353,5501,115,2.09,852,73,8.57,74,1.15
"1077","21167",2010,21272,21209,18352,261,1.42,2857,352,12.32,63,0.3
"1078","21169",2010,10130,9950,8539,315,3.69,1411,229,16.23,180,1.78
"1079","21171",2010,11089,10929,9163,272,2.97,1766,254,14.38,160,1.44
"1080","21173",2010,25908,25723,21971,551,2.51,3752,625,16.66,185,0.71
"1081","21175",2010,14055,11995,10475,385,3.68,1520,179,11.78,2060,14.66
"1082","21177",2010,31541,30040,26155,502,1.92,3885,450,11.58,1501,4.76
"1083","21179",2010,42523,41530,36227,1107,3.06,5303,755,14.24,993,2.34
"1084","21181",2010,7136,6983,6107,140,2.29,876,148,16.89,153,2.14
"1085","21183",2010,23837,23300,20089,352,1.75,3211,472,14.7,537,2.25
"1086","21185",2010,58784,53776,49612,731,1.47,4164,702,16.86,5008,8.52
"1087","21187",2010,10928,10918,9395,129,1.37,1523,113,7.42,10,0.09
"1088","21189",2010,4742,4547,3947,11,0.28,600,184,30.67,195,4.11
"1089","21191",2010,14894,14471,12670,199,1.57,1801,305,16.94,423,2.84
"1090","21193",2010,28739,28486,24689,862,3.49,3797,491,12.93,253,0.88
"1091","21195",2010,65309,64406,55542,1084,1.95,8864,1024,11.55,903,1.38
"1092","21197",2010,12786,12440,10983,546,4.97,1457,165,11.32,346,2.71
"1093","21199",2010,62062,61441,51746,1123,2.17,9695,1488,15.35,621,1
"1094","21201",2010,2278,2278,1854,14,0.76,424,49,11.56,0,0
"1095","21203",2010,17075,16713,14754,407,2.76,1959,125,6.38,362,2.12
"1096","21205",2010,23075,20405,16994,767,4.51,3411,689,20.2,2670,11.57
"1097","21207",2010,17445,17445,14534,445,3.06,2911,339,11.65,0,0
"1098","21209",2010,44868,43075,37751,804,2.13,5324,870,16.34,1793,4
"1099","21211",2010,40899,39324,34495,868,2.52,4829,790,16.36,1575,3.85
"1100","21213",2010,17214,16830,14629,477,3.26,2201,260,11.81,384,2.23
"1101","21215",2010,16582,16419,14678,290,1.98,1741,344,19.76,163,0.98
"1102","21217",2010,24247,23382,19959,568,2.85,3423,356,10.4,865,3.57
"1103","21219",2010,12307,12232,10790,224,2.08,1442,185,12.83,75,0.61
"1104","21221",2010,14117,14117,12268,188,1.53,1849,154,8.33,0,0
"1105","21223",2010,8872,8807,7915,133,1.68,892,67,7.51,65,0.73
"1106","21225",2010,15077,13845,12017,225,1.87,1828,119,6.51,1232,8.17
"1107","21227",2010,109775,104240,83240,1988,2.39,21000,5900,28.1,5535,5.04
"1108","21229",2010,11593,11506,10157,285,2.81,1349,188,13.94,87,0.75
"1109","21231",2010,20716,20636,17722,233,1.31,2914,339,11.63,80,0.39
"1110","21233",2010,13734,13428,11903,183,1.54,1525,177,11.61,306,2.23
"1111","21235",2010,36006,34416,29750,874,2.94,4666,689,14.77,1590,4.42
"1112","21237",2010,7315,7234,6287,257,4.09,947,145,15.31,81,1.11
"1113","21239",2010,24523,24459,20766,351,1.69,3693,672,18.2,64,0.26
"1114","22001",2010,61139,60445,53653,735,1.37,6792,951,14,694,1.14
"1115","22003",2010,25816,21522,18953,632,3.33,2569,193,7.51,4294,16.63
"1116","22005",2010,102501,101488,91017,1656,1.82,10471,2094,20,1013,0.99
"1117","22007",2010,23487,23309,20593,555,2.7,2716,373,13.73,178,0.76
"1118","22009",2010,42013,38864,33365,1021,3.06,5499,787,14.31,3149,7.5
"1119","22011",2010,35000,33846,30149,689,2.29,3697,493,13.34,1154,3.3
"1120","22013",2010,14546,14169,12156,192,1.58,2013,162,8.05,377,2.59
"1121","22015",2010,113837,111563,94697,2101,2.22,16866,2891,17.14,2274,2
"1122","22017",2010,253048,245754,202551,4284,2.12,43203,6945,16.08,7294,2.88
"1123","22019",2010,189134,185883,158732,3665,2.31,27151,4955,18.25,3251,1.72
"1124","22021",2010,10188,9806,8301,200,2.41,1505,236,15.68,382,3.75
"1125","22023",2010,7280,7208,6493,185,2.85,715,130,18.18,72,0.99
"1126","22025",2010,10465,9769,8610,125,1.45,1159,190,16.39,696,6.65
"1127","22027",2010,17160,15638,13488,261,1.94,2150,205,9.53,1522,8.87
"1128","22029",2010,20502,19763,16970,604,3.56,2793,259,9.27,739,3.6
"1129","22031",2010,26465,26113,22608,500,2.21,3505,333,9.5,352,1.33
"1130","22033",2010,435815,424645,341986,7364,2.15,82659,20081,24.29,11170,2.56
"1131","22035",2010,7964,6330,5413,97,1.79,917,154,16.79,1634,20.52
"1132","22037",2010,20417,18337,16164,261,1.61,2173,192,8.84,2080,10.19
"1133","22039",2010,34419,32497,28370,934,3.29,4127,304,7.37,1922,5.58
"1134","22041",2010,20727,19661,17060,426,2.5,2601,241,9.27,1066,5.14
"1135","22043",2010,21675,19751,17326,313,1.81,2425,314,12.95,1924,8.88
"1136","22045",2010,73395,71749,63477,2194,3.46,8272,1152,13.93,1646,2.24
"1137","22047",2010,33513,29119,25424,478,1.88,3695,388,10.5,4394,13.11
"1138","22049",2010,16078,15870,13910,194,1.39,1960,245,12.5,208,1.29
"1139","22051",2010,431019,425916,357716,9021,2.52,68200,12574,18.44,5103,1.18
"1140","22053",2010,31500,31264,27306,479,1.75,3958,564,14.25,236,0.75
"1141","22055",2010,215581,210586,171488,4346,2.53,39098,8760,22.41,4995,2.32
"1142","22057",2010,95428,93505,81622,1794,2.2,11883,2749,23.13,1923,2.02
"1143","22059",2010,14680,13958,12522,156,1.25,1436,102,7.1,722,4.92
"1144","22061",2010,45797,41636,32008,644,2.01,9628,3223,33.48,4161,9.09
"1145","22063",2010,122798,122230,108597,2694,2.48,13633,2723,19.97,568,0.46
"1146","22065",2010,12286,10405,8837,153,1.73,1568,118,7.53,1881,15.31
"1147","22067",2010,28388,27479,23992,449,1.87,3487,281,8.06,909,3.2
"1148","22069",2010,39274,38281,31199,796,2.55,7082,1809,25.54,993,2.53
"1149","22071",2010,295285,284052,216631,5944,2.74,67421,14921,22.13,11233,3.8
"1150","22073",2010,152207,147394,126048,2404,1.91,21346,2845,13.33,4813,3.16
"1151","22075",2010,22710,21916,19211,179,0.93,2705,725,26.8,794,3.5
"1152","22077",2010,22837,22536,19281,263,1.36,3255,318,9.77,301,1.32
"1153","22079",2010,130800,125199,107059,2027,1.89,18140,3043,16.78,5601,4.28
"1154","22081",2010,9181,8902,7964,183,2.3,938,114,12.15,279,3.04
"1155","22083",2010,20692,19372,17208,329,1.91,2164,102,4.71,1320,6.38
"1156","22085",2010,24119,23852,20616,351,1.7,3236,330,10.2,267,1.11
"1157","22087",2010,27739,27609,23816,690,2.9,3793,798,21.04,130,0.47
"1158","22089",2010,52645,51923,47279,1202,2.54,4644,902,19.42,722,1.37
"1159","22091",2010,11125,11115,9736,177,1.82,1379,89,6.45,10,0.09
"1160","22093",2010,22096,21981,20238,311,1.54,1743,209,11.99,115,0.52
"1161","22095",2010,46728,45922,41138,1151,2.8,4784,771,16.12,806,1.72
"1162","22097",2010,84309,82970,72298,1253,1.73,10672,1492,13.98,1339,1.59
"1163","22099",2010,51721,50001,43796,984,2.25,6205,778,12.54,1720,3.33
"1164","22101",2010,54348,53935,46393,1384,2.98,7542,1761,23.35,413,0.76
"1165","22103",2010,228894,226460,197814,3584,1.81,28646,5508,19.23,2434,1.06
"1166","22105",2010,118190,116059,99173,2032,2.05,16886,3740,22.15,2131,1.8
"1167","22107",2010,5430,4938,4248,76,1.79,690,85,12.32,492,9.06
"1168","22109",2010,111131,109980,96764,2668,2.76,13216,2837,21.47,1151,1.04
"1169","22111",2010,22750,22437,20078,294,1.46,2359,176,7.46,313,1.38
"1170","22113",2010,57280,56461,49425,1170,2.37,7036,1116,15.86,819,1.43
"1171","22115",2010,50451,48241,42585,930,2.18,5656,864,15.28,2210,4.38
"1172","22117",2010,46578,45197,39307,1376,3.5,5890,540,9.17,1381,2.96
"1173","22119",2010,41238,40052,34171,1006,2.94,5881,789,13.42,1186,2.88
"1174","22121",2010,23274,22787,19820,599,3.02,2967,487,16.41,487,2.09
"1175","22123",2010,11689,10222,8770,98,1.12,1452,205,14.12,1467,12.55
"1176","22125",2010,15681,10352,9187,113,1.23,1165,97,8.33,5329,33.98
"1177","22127",2010,15477,13736,11846,163,1.38,1890,45,2.38,1741,11.25
"1178","23001",2010,107882,103149,83173,2842,3.42,19976,4186,20.96,4733,4.39
"1179","23003",2010,72412,70527,57403,1686,2.94,13124,2056,15.67,1885,2.6
"1180","23005",2010,279994,271142,213054,4805,2.26,58088,13271,22.85,8852,3.16
"1181","23007",2010,30657,29216,23798,928,3.9,5418,1138,21,1441,4.7
"1182","23009",2010,54309,52659,42372,1219,2.88,10287,2020,19.64,1650,3.04
"1183","23011",2010,121925,118959,95190,3165,3.32,23769,5198,21.87,2966,2.43
"1184","23013",2010,40111,39338,31720,1544,4.87,7618,1429,18.76,773,1.93
"1185","23015",2010,34719,34392,27801,583,2.1,6591,1328,20.15,327,0.94
"1186","23017",2010,57867,56962,47096,1742,3.7,9866,1760,17.84,905,1.56
"1187","23019",2010,152934,145491,114771,3522,3.07,30720,7908,25.74,7443,4.87
"1188","23021",2010,17555,17497,14359,387,2.7,3138,379,12.08,58,0.33
"1189","23023",2010,35688,35569,29321,652,2.22,6248,1201,19.22,119,0.33
"1190","23025",2010,52261,51483,42535,1443,3.39,8948,1592,17.79,778,1.49
"1191","23027",2010,38740,38382,31686,1324,4.18,6696,1068,15.95,358,0.92
"1192","23029",2010,33154,32309,26122,766,2.93,6187,983,15.89,845,2.55
"1193","23031",2010,197457,194949,162047,4951,3.06,32902,7067,21.48,2508,1.27
"1194","24001",2010,74638,67361,53709,1543,2.87,13652,2609,19.11,7277,9.75
"1195","24003",2010,527020,508132,434544,9364,2.15,73588,14294,19.42,18888,3.58
"1196","24005",2010,799195,780463,641154,16920,2.64,139309,27042,19.41,18732,2.34
"1197","24009",2010,87891,87084,78281,1650,2.11,8803,1698,19.29,807,0.92
"1198","24011",2010,32805,32233,28122,967,3.44,4111,956,23.25,572,1.74
"1199","24013",2010,167208,162209,144430,2338,1.62,17779,3230,18.17,4999,2.99
"1200","24015",2010,100139,99021,86993,2242,2.58,12028,2256,18.76,1118,1.12
"1201","24017",2010,143912,142931,128001,3371,2.63,14930,2975,19.93,981,0.68
"1202","24019",2010,32287,31690,26834,971,3.62,4856,675,13.9,597,1.85
"1203","24021",2010,229205,224043,195599,4506,2.3,28444,5506,19.36,5162,2.25
"1204","24023",2010,30145,29727,25261,537,2.13,4466,684,15.32,418,1.39
"1205","24025",2010,242888,240182,210734,4043,1.92,29448,5121,17.39,2706,1.11
"1206","24027",2010,279366,275730,242670,3900,1.61,33060,6009,18.18,3636,1.3
"1207","24029",2010,20018,18603,15124,288,1.9,3479,895,25.73,1415,7.07
"1208","24031",2010,947230,938934,799735,19928,2.49,139199,28972,20.81,8296,0.88
"1209","24033",2010,854722,834209,697487,27889,4,136722,33331,24.38,20513,2.4
"1210","24035",2010,46945,46266,40846,915,2.24,5420,1154,21.29,679,1.45
"1211","24037",2010,102086,99264,87092,2198,2.52,12172,2540,20.87,2822,2.76
"1212","24039",2010,26411,19549,15827,263,1.66,3722,673,18.08,6862,25.98
"1213","24041",2010,37361,36963,31521,481,1.53,5442,593,10.9,398,1.07
"1214","24043",2010,146329,139585,117964,3145,2.67,21621,4019,18.59,6744,4.61
"1215","24045",2010,96951,93444,74098,2439,3.29,19346,6455,33.37,3507,3.62
"1216","24047",2010,51133,50677,42156,862,2.04,8521,1255,14.73,456,0.89
"1217","24510",2010,620538,600193,456036,19149,4.2,144157,33685,23.37,20345,3.28
"1218","25001",2010,217483,213336,170829,3360,1.97,42507,6109,14.37,4147,1.91
"1219","25003",2010,131528,125580,98926,2789,2.82,26654,4233,15.88,5948,4.52
"1220","25005",2010,546433,531740,448451,12391,2.76,83289,14626,17.56,14693,2.69
"1221","25007",2010,16155,16145,13591,361,2.66,2554,721,28.23,10,0.06
"1222","25009",2010,735642,721655,605103,14411,2.38,116552,20551,17.63,13987,1.9
"1223","25011",2010,71523,70546,55589,1617,2.91,14957,3509,23.46,977,1.37
"1224","25013",2010,462270,445413,369402,10577,2.86,76011,12762,16.79,16857,3.65
"1225","25015",2010,157326,134579,102566,2521,2.46,32013,8085,25.26,22747,14.46
"1226","25017",2010,1479491,1424208,1152798,22495,1.95,271410,64601,23.8,55283,3.74
"1227","25019",2010,10069,9337,7750,238,3.07,1587,364,22.94,732,7.27
"1228","25021",2010,662077,643606,533796,7798,1.46,109810,22863,20.82,18471,2.79
"1229","25023",2010,490784,477299,412732,9317,2.26,64567,12314,19.07,13485,2.75
"1230","25025",2010,704460,661700,453219,16024,3.54,208481,63947,30.67,42760,6.07
"1231","25027",2010,791855,764050,644168,15248,2.37,119882,23625,19.71,27805,3.51
"1232","26001",2010,11238,11176,9303,216,2.32,1873,354,18.9,62,0.55
"1233","26003",2010,9604,8258,6807,194,2.85,1451,183,12.61,1346,14.01
"1234","26005",2010,111385,110179,96545,2299,2.38,13634,2566,18.82,1206,1.08
"1235","26007",2010,29958,29537,24144,442,1.83,5393,803,14.89,421,1.41
"1236","26009",2010,23975,23390,19798,433,2.19,3592,601,16.73,585,2.44
"1237","26011",2010,16487,15580,13110,316,2.41,2470,311,12.59,907,5.5
"1238","26013",2010,8882,7989,6843,123,1.8,1146,94,8.2,893,10.05
"1239","26015",2010,59576,59418,52336,1243,2.38,7082,1224,17.28,158,0.27
"1240","26017",2010,108156,106845,89212,2389,2.68,17633,3087,17.51,1311,1.21
"1241","26019",2010,17705,17304,14375,466,3.24,2929,472,16.11,401,2.26
"1242","26021",2010,157232,153578,129076,2886,2.24,24502,3447,14.07,3654,2.32
"1243","26023",2010,46083,42668,36698,1109,3.02,5970,960,16.08,3415,7.41
"1244","26025",2010,137112,134381,112897,3877,3.43,21484,3418,15.91,2731,1.99
"1245","26027",2010,52429,51842,45502,1184,2.6,6340,868,13.69,587,1.12
"1246","26029",2010,26228,25703,21746,437,2.01,3957,622,15.72,525,2
"1247","26031",2010,26699,26403,21892,569,2.6,4511,603,13.37,296,1.11
"1248","26033",2010,39078,33843,27100,687,2.54,6743,1247,18.49,5235,13.4
"1249","26035",2010,31162,30737,25378,655,2.58,5359,865,16.14,425,1.36
"1250","26037",2010,74235,73739,63820,1149,1.8,9919,2250,22.68,496,0.67
"1251","26039",2010,14325,13530,11256,353,3.14,2274,506,22.25,795,5.55
"1252","26041",2010,37403,36820,30283,754,2.49,6537,924,14.13,583,1.56
"1253","26043",2010,26584,26159,21881,480,2.19,4278,408,9.54,425,1.6
"1254","26045",2010,108002,106741,89576,1873,2.09,17165,2851,16.61,1261,1.17
"1255","26047",2010,32806,32139,26368,544,2.06,5771,970,16.81,667,2.03
"1256","26049",2010,433054,428092,358527,8115,2.26,69565,11492,16.52,4962,1.15
"1257","26051",2010,26076,25650,21709,493,2.27,3941,527,13.37,426,1.63
"1258","26053",2010,16471,15121,11970,256,2.14,3151,345,10.95,1350,8.2
"1259","26055",2010,86061,83007,68332,1716,2.51,14675,2840,19.35,3054,3.55
"1260","26057",2010,42612,37982,32770,969,2.96,5212,927,17.79,4630,10.87
"1261","26059",2010,47033,45495,39322,885,2.25,6173,1167,18.9,1538,3.27
"1262","26061",2010,36192,32907,24966,481,1.93,7941,2067,26.03,3285,9.08
"1263","26063",2010,33642,33332,27469,554,2.02,5863,750,12.79,310,0.92
"1264","26065",2010,281365,260517,196810,5214,2.65,63707,18182,28.54,20848,7.41
"1265","26067",2010,64651,59486,51554,1587,3.08,7932,1544,19.47,5165,7.99
"1266","26069",2010,26422,26009,21655,610,2.82,4354,560,12.86,413,1.56
"1267","26071",2010,12057,11579,9015,145,1.61,2564,370,14.43,478,3.96
"1268","26073",2010,69451,62799,43144,1470,3.41,19655,8747,44.5,6652,9.58
"1269","26075",2010,161569,152836,129769,2818,2.17,23067,3963,17.18,8733,5.41
"1270","26077",2010,247246,239376,184956,4608,2.49,54420,14950,27.47,7870,3.18
"1271","26079",2010,17400,16904,13812,435,3.15,3092,637,20.6,496,2.85
"1272","26081",2010,599432,587186,492766,11169,2.27,94420,19953,21.13,12246,2.04
"1273","26083",2010,2122,2122,1720,81,4.71,402,28,6.97,0,0
"1274","26085",2010,11625,11328,9565,360,3.76,1763,261,14.8,297,2.55
"1275","26087",2010,89944,87874,78704,1759,2.23,9170,1278,13.94,2070,2.3
"1276","26089",2010,21757,21335,18489,175,0.95,2846,305,10.72,422,1.94
"1277","26091",2010,100911,97289,83969,1977,2.35,13320,2073,15.56,3622,3.59
"1278","26093",2010,181350,179298,159926,2377,1.49,19372,3220,16.62,2052,1.13
"1279","26095",2010,6685,5512,4427,109,2.46,1085,228,21.01,1173,17.55
"1280","26097",2010,11281,11029,8914,160,1.79,2115,384,18.16,252,2.23
"1281","26099",2010,837490,828456,701410,11601,1.65,127046,17190,13.53,9034,1.08
"1282","26101",2010,24951,23646,19144,469,2.45,4502,714,15.86,1305,5.23
"1283","26103",2010,66514,62628,50491,953,1.89,12137,2793,23.01,3886,5.84
"1284","26105",2010,28715,28567,24198,590,2.44,4369,497,11.38,148,0.52
"1285","26107",2010,42730,37656,29179,745,2.55,8477,2430,28.67,5074,11.87
"1286","26109",2010,24245,23728,19602,432,2.2,4126,516,12.51,517,2.13
"1287","26111",2010,83626,81855,68928,1382,2,12927,2427,18.77,1771,2.12
"1288","26113",2010,14962,14768,12803,326,2.55,1965,292,14.86,194,1.3
"1289","26115",2010,152784,151294,132171,2516,1.9,19123,3003,15.7,1490,0.98
"1290","26117",2010,63553,62040,53860,2150,3.99,8180,1444,17.65,1513,2.38
"1291","26119",2010,9920,9845,8184,312,3.81,1661,221,13.31,75,0.76
"1292","26121",2010,173223,166681,142442,3401,2.39,24239,3827,15.79,6542,3.78
"1293","26123",2010,48962,48067,41320,1228,2.97,6747,1317,19.52,895,1.83
"1294","26125",2010,1201113,1188554,997145,14426,1.45,191409,29623,15.48,12559,1.05
"1295","26127",2010,27029,25738,22251,563,2.53,3487,576,16.52,1291,4.78
"1296","26129",2010,21862,21662,18361,413,2.25,3301,715,21.66,200,0.91
"1297","26131",2010,6976,6976,5465,58,1.06,1511,193,12.77,0,0
"1298","26133",2010,23681,23401,20303,623,3.07,3098,511,16.49,280,1.18
"1299","26135",2010,8884,8800,7114,222,3.12,1686,242,14.35,84,0.95
"1300","26137",2010,24445,23947,20224,393,1.94,3723,609,16.36,498,2.04
"1301","26139",2010,261376,253387,221123,3813,1.72,32264,7783,24.12,7989,3.06
"1302","26141",2010,13697,13675,11234,280,2.49,2441,302,12.37,22,0.16
"1303","26143",2010,24932,24834,20002,703,3.51,4832,733,15.17,98,0.39
"1304","26145",2010,202336,197067,165178,3602,2.18,31889,6243,19.58,5269,2.6
"1305","26147",2010,165719,163746,139806,2926,2.09,23940,4231,17.67,1973,1.19
"1306","26149",2010,61848,61008,52990,1353,2.55,8018,1400,17.46,840,1.36
"1307","26151",2010,44010,43492,37385,892,2.39,6107,941,15.41,518,1.18
"1308","26153",2010,8640,8303,7050,231,3.28,1253,101,8.06,337,3.9
"1309","26155",2010,71621,71082,61914,2028,3.28,9168,1303,14.21,539,0.75
"1310","26157",2010,56543,55165,47846,1240,2.59,7319,1250,17.08,1378,2.44
"1311","26159",2010,76585,75353,65299,2221,3.4,10054,1397,13.89,1232,1.61
"1312","26161",2010,343947,319790,242180,4399,1.82,77610,22587,29.1,24157,7.02
"1313","26163",2010,1870362,1847241,1553192,40006,2.58,294049,44612,15.17,23121,1.24
"1314","26165",2010,32653,32361,27429,744,2.71,4932,935,18.96,292,0.89
"1315","27001",2010,16325,16176,13143,326,2.48,3033,382,12.59,149,0.91
"1316","27003",2010,327544,323210,281630,6874,2.44,41580,8534,20.52,4334,1.32
"1317","27005",2010,32274,31809,26853,668,2.49,4956,720,14.53,465,1.44
"1318","27007",2010,43781,41705,34565,1049,3.03,7140,1338,18.74,2076,4.74
"1319","27009",2010,38148,37449,30698,646,2.1,6751,1633,24.19,699,1.83
"1320","27011",2010,5324,5243,4389,66,1.5,854,52,6.09,81,1.52
"1321","27013",2010,62719,59074,42183,1374,3.26,16891,6904,40.87,3645,5.81
"1322","27015",2010,26030,24744,20467,410,2,4277,520,12.16,1286,4.94
"1323","27017",2010,34958,33338,28456,733,2.58,4882,607,12.43,1620,4.63
"1324","27019",2010,88668,87964,78703,1137,1.44,9261,1527,16.49,704,0.79
"1325","27021",2010,28648,28288,23726,579,2.44,4562,577,12.65,360,1.26
"1326","27023",2010,12426,12217,9973,251,2.52,2244,273,12.17,209,1.68
"1327","27025",2010,52844,50390,43978,1070,2.43,6412,1286,20.06,2454,4.64
"1328","27027",2010,57089,52900,43334,915,2.11,9566,2221,23.22,4189,7.34
"1329","27029",2010,8593,8375,7029,111,1.58,1346,168,12.48,218,2.54
"1330","27031",2010,5211,5203,4094,75,1.83,1109,135,12.17,8,0.15
"1331","27033",2010,11712,11577,9732,187,1.92,1845,156,8.46,135,1.15
"1332","27035",2010,61836,60864,50193,1196,2.38,10671,1635,15.32,972,1.57
"1333","27037",2010,393380,390767,334917,6121,1.83,55850,10495,18.79,2613,0.66
"1334","27039",2010,19829,19771,17581,314,1.79,2190,343,15.66,58,0.29
"1335","27041",2010,35909,35516,28621,615,2.15,6895,1181,17.13,393,1.09
"1336","27043",2010,14819,14528,11993,273,2.28,2535,316,12.47,291,1.96
"1337","27045",2010,20978,20453,17265,361,2.09,3188,452,14.18,525,2.5
"1338","27047",2010,31387,30433,25383,635,2.5,5050,554,10.97,954,3.04
"1339","27049",2010,45930,45225,38560,698,1.81,6665,949,14.24,705,1.53
"1340","27051",2010,6082,5874,4833,105,2.17,1041,147,14.12,208,3.42
"1341","27053",2010,1136522,1110990,853511,21936,2.57,257479,57863,22.47,25532,2.25
"1342","27055",2010,19226,18870,16163,271,1.68,2707,348,12.86,356,1.85
"1343","27057",2010,20205,20205,17285,434,2.51,2920,371,12.71,0,0
"1344","27059",2010,37682,37097,32285,838,2.6,4812,955,19.85,585,1.55
"1345","27061",2010,44835,43802,36493,900,2.47,7309,1307,17.88,1033,2.3
"1346","27063",2010,10403,10233,8468,114,1.35,1765,214,12.12,170,1.63
"1347","27065",2010,16379,16369,13861,364,2.63,2508,576,22.97,10,0.06
"1348","27067",2010,41869,40781,34267,771,2.25,6514,1091,16.75,1088,2.6
"1349","27069",2010,4620,4467,3646,23,0.63,821,110,13.4,153,3.31
"1350","27071",2010,13461,13375,10582,140,1.32,2793,356,12.75,86,0.64
"1351","27073",2010,7343,7089,6015,107,1.78,1074,131,12.2,254,3.46
"1352","27075",2010,10900,10598,8501,189,2.22,2097,243,11.59,302,2.77
"1353","27077",2010,4147,4137,3634,79,2.17,503,52,10.34,10,0.24
"1354","27079",2010,27719,27346,23513,566,2.41,3833,655,17.09,373,1.35
"1355","27081",2010,5935,5925,4897,99,2.02,1028,103,10.02,10,0.17
"1356","27083",2010,25606,24144,19287,608,3.15,4857,851,17.52,1462,5.71
"1357","27085",2010,36789,36255,31241,674,2.16,5014,702,14,534,1.45
"1358","27087",2010,5359,5268,4508,174,3.86,760,121,15.92,91,1.7
"1359","27089",2010,9580,9462,8027,122,1.52,1435,166,11.57,118,1.23
"1360","27091",2010,20865,20490,17021,345,2.03,3469,330,9.51,375,1.8
