G_ZCTA,GEOID,IntSub,IntNoSub,noInt,total,IntSubPct,IntNoSubPct,NoIntPct,year,ZCTA
G2421202,2421202,7414,472,1490,9376,79.07,5.03,15.89,2019,21202
G2421207,2421207,13541,2085,3110,18736,72.27,11.13,16.6,2019,21207
G2421222,2421222,16573,450,3714,20737,79.92,2.17,17.91,2019,21222
G2421225,2421225,8657,580,2974,12211,70.9,4.75,24.36,2019,21225
G2421918,2421918,1103,51,165,1319,83.62,3.87,12.51,2019,21918
G2421071,2421071,189,0,0,189,100,0,0,2019,21071
G2421140,2421140,1262,0,70,1332,94.74,0,5.26,2019,21140
G2421286,2421286,7100,216,710,8026,88.46,2.69,8.85,2019,21286
G2421153,2421153,114,0,55,169,67.46,0,32.54,2019,21153
G2421240,2421240,0,0,0,0,NA,NA,NA,2019,21240
G2421250,2421250,0,0,0,0,NA,NA,NA,2019,21250
G2421251,2421251,0,0,0,0,NA,NA,NA,2019,21251
G2421252,2421252,0,0,0,0,NA,NA,NA,2019,21252
G2421409,2421409,7139,62,227,7428,96.11,0.83,3.06,2019,21409
G2421652,2421652,68,0,0,68,100,0,0,2019,21652
G2421705,2421705,0,0,0,0,NA,NA,NA,2019,21705
G2421714,2421714,62,0,0,62,100,0,0,2019,21714
G2421746,2421746,0,0,0,0,NA,NA,NA,2019,21746
G2421781,2421781,16,0,0,16,100,0,0,2019,21781
G2421802,2421802,0,0,0,0,NA,NA,NA,2019,21802
G2421890,2421890,0,0,0,0,NA,NA,NA,2019,21890
G2421916,2421916,0,0,0,0,NA,NA,NA,2019,21916
G2421104,2421104,1786,34,88,1908,93.61,1.78,4.61,2019,21104
G2421204,2421204,7002,261,479,7742,90.44,3.37,6.19,2019,21204
G2421521,2421521,384,14,153,551,69.69,2.54,27.77,2019,21521
G2421074,2421074,4805,116,606,5527,86.94,2.1,10.96,2019,21074
G2421205,2421205,3659,231,1454,5344,68.47,4.32,27.21,2019,21205
G2421227,2421227,9908,410,1928,12246,80.91,3.35,15.74,2019,21227
G2421037,2421037,7492,104,362,7958,94.14,1.31,4.55,2019,21037
G2421201,2421201,7044,609,1741,9394,74.98,6.48,18.53,2019,21201
G2421550,2421550,4577,154,1223,5954,76.87,2.59,20.54,2019,21550
G5122643,5122643,106,0,0,106,100,0,0,2019,22643
G5122624,5122624,794,121,138,1053,75.4,11.49,13.11,2019,22624
G5122627,5122627,255,0,39,294,86.73,0,13.27,2019,22627
G5122644,5122644,780,0,181,961,81.17,0,18.83,2019,22644
G5122701,5122701,10191,304,1638,12133,83.99,2.51,13.5,2019,22701
G5122718,5122718,112,0,45,157,71.34,0,28.66,2019,22718
G5122720,5122720,301,13,22,336,89.58,3.87,6.55,2019,22720
G5122731,5122731,11,0,0,11,100,0,0,2019,22731
G5122735,5122735,750,0,59,809,92.71,0,7.29,2019,22735
G5122736,5122736,138,9,137,284,48.59,3.17,48.24,2019,22736
G5122742,5122742,554,10,60,624,88.78,1.6,9.62,2019,22742
G5122743,5122743,25,0,45,70,35.71,0,64.29,2019,22743
G5122713,5122713,441,13,114,568,77.64,2.29,20.07,2019,22713
G5122812,5122812,2593,54,661,3308,78.39,1.63,19.98,2019,22812
G5122936,5122936,1792,60,46,1898,94.42,3.16,2.42,2019,22936
G5122939,5122939,2001,31,297,2329,85.92,1.33,12.75,2019,22939
G5122958,5122958,1004,0,46,1050,95.62,0,4.38,2019,22958
G5425425,5425425,4215,246,558,5019,83.98,4.9,11.12,2019,25425
G5425431,5425431,74,0,22,96,77.08,0,22.92,2019,25431
G5425534,5425534,38,16,66,120,31.67,13.33,55,2019,25534
G5425541,5425541,2920,204,1058,4182,69.82,4.88,25.3,2019,25541
G5425841,5425841,135,24,21,180,75,13.33,11.67,2019,25841
G4197741,4197741,3547,72,787,4406,80.5,1.63,17.86,2019,97741
G4197750,4197750,114,3,36,153,74.51,1.96,23.53,2019,97750
G4197756,4197756,13568,323,1078,14969,90.64,2.16,7.2,2019,97756
G4197760,4197760,2520,40,337,2897,86.99,1.38,11.63,2019,97760
G4197906,4197906,82,1,23,106,77.36,0.94,21.7,2019,97906
G4197913,4197913,1333,31,414,1778,74.97,1.74,23.28,2019,97913
G4197015,4197015,7872,327,704,8903,88.42,3.67,7.91,2019,97015
G4197037,4197037,370,0,61,431,85.85,0,14.15,2019,97037
G4197065,4197065,227,3,44,274,82.85,1.09,16.06,2019,97065
G4197113,4197113,3839,199,427,4465,85.98,4.46,9.56,2019,97113
G4197123,4197123,14453,746,1073,16272,88.82,4.58,6.59,2019,97123
G4197133,4197133,1570,45,151,1766,88.9,2.55,8.55,2019,97133
G4197138,4197138,3471,212,685,4368,79.46,4.85,15.68,2019,97138
G4197326,4197326,400,0,46,446,89.69,0,10.31,2019,97326
G4197204,4197204,257,10,117,384,66.93,2.6,30.47,2019,97204
G4197212,4197212,10172,171,565,10908,93.25,1.57,5.18,2019,97212
G4197215,4197215,7212,159,479,7850,91.87,2.03,6.1,2019,97215
G4197321,4197321,9526,221,846,10593,89.93,2.09,7.99,2019,97321
G4197350,4197350,53,0,29,82,64.63,0,35.37,2019,97350
G4197814,4197814,3970,243,937,5150,77.09,4.72,18.19,2019,97814
G4197835,4197835,116,3,2,121,95.87,2.48,1.65,2019,97835
G4197867,4197867,196,18,81,295,66.44,6.1,27.46,2019,97867
G4197874,4197874,161,6,26,193,83.42,3.11,13.47,2019,97874
G4197905,4197905,45,0,0,45,100,0,0,2019,97905
G4197907,4197907,147,20,68,235,62.55,8.51,28.94,2019,97907
G4197918,4197918,1219,64,272,1555,78.39,4.12,17.49,2019,97918
G4197850,4197850,5830,233,950,7013,83.13,3.32,13.55,2019,97850
G4197864,4197864,78,0,34,112,69.64,0,30.36,2019,97864
G4197910,4197910,145,9,53,207,70.05,4.35,25.6,2019,97910
G4197004,4197004,1434,9,264,1707,84.01,0.53,15.47,2019,97004
G4197017,4197017,961,25,78,1064,90.32,2.35,7.33,2019,97017
G4197021,4197021,352,34,76,462,76.19,7.36,16.45,2019,97021
G4197845,4197845,1077,7,253,1337,80.55,0.52,18.92,2019,97845
G4197825,4197825,97,3,16,116,83.62,2.59,13.79,2019,97825
G4197838,4197838,7556,322,1398,9276,81.46,3.47,15.07,2019,97838
G4197842,4197842,52,0,13,65,80,0,20,2019,97842
G4197848,4197848,63,2,11,76,82.89,2.63,14.47,2019,97848
G4197883,4197883,844,28,150,1022,82.58,2.74,14.68,2019,97883
G4197885,4197885,421,23,154,598,70.4,3.85,25.75,2019,97885
G4197914,4197914,4324,232,1392,5948,72.7,3.9,23.4,2019,97914
G4197029,4197029,97,5,3,105,92.38,4.76,2.86,2019,97029
G4197001,4197001,59,0,10,69,85.51,0,14.49,2019,97001
G4197013,4197013,7468,299,951,8718,85.66,3.43,10.91,2019,97013
G4197022,4197022,1065,0,276,1341,79.42,0,20.58,2019,97022
G4197002,4197002,2171,63,179,2413,89.97,2.61,7.42,2019,97002
G2304411,2304411,604,4,70,678,89.09,0.59,10.32,2019,4411
G2304239,2304239,1656,29,195,1880,88.09,1.54,10.37,2019,4239
G2304490,2304490,95,10,7,112,84.82,8.93,6.25,2019,4490
G2304747,2304747,441,32,112,585,75.38,5.47,19.15,2019,4747
G2304027,2304027,1928,39,175,2142,90.01,1.82,8.17,2019,4027
G2304087,2304087,721,0,95,816,88.36,0,11.64,2019,4087
G2304769,2304769,2894,225,939,4058,71.32,5.54,23.14,2019,4769
G2304253,2304253,731,19,87,837,87.34,2.27,10.39,2019,4253
G2304219,2304219,438,21,94,553,79.2,3.8,17,2019,4219
G2304236,2304236,1364,10,218,1592,85.68,0.63,13.69,2019,4236
G2304238,2304238,418,20,38,476,87.82,4.2,7.98,2019,4238
G2304255,2304255,174,21,42,237,73.42,8.86,17.72,2019,4255
G2304270,2304270,1748,84,385,2217,78.85,3.79,17.37,2019,4270
G2304285,2304285,132,4,43,179,73.74,2.23,24.02,2019,4285
G299737,299737,1038,80,289,1407,73.77,5.69,20.54,2019,99737
G5399012,5399012,281,3,51,335,83.88,0.9,15.22,2019,99012
G5399016,5399016,5540,203,464,6207,89.25,3.27,7.48,2019,99016
G299683,299683,139,5,44,188,73.94,2.66,23.4,2019,99683
G299691,299691,15,4,31,50,30,8,62,2019,99691
G5399166,5399166,987,29,343,1359,72.63,2.13,25.24,2019,99166
G5399176,5399176,46,0,31,77,59.74,0,40.26,2019,99176
G5399179,5399179,161,0,17,178,90.45,0,9.55,2019,99179
G299663,299663,142,2,28,172,82.56,1.16,16.28,2019,99663
G299630,299630,58,0,29,87,66.67,0,33.33,2019,99630
G299637,299637,89,0,32,121,73.55,0,26.45,2019,99637
G299658,299658,173,0,63,236,73.31,0,26.69,2019,99658
G299671,299671,81,8,41,130,62.31,6.15,31.54,2019,99671
G299679,299679,13,6,47,66,19.7,9.09,71.21,2019,99679
G299681,299681,63,0,19,82,76.83,0,23.17,2019,99681
G299684,299684,113,2,55,170,66.47,1.18,32.35,2019,99684
G299688,299688,704,53,224,981,71.76,5.4,22.83,2019,99688
G299694,299694,405,21,87,513,78.95,4.09,16.96,2019,99694
G2501007,2501007,5186,63,314,5563,93.22,1.13,5.64,2019,1007
G2501020,2501020,10506,308,1984,12798,82.09,2.41,15.5,2019,1020
G2501030,2501030,3953,70,393,4416,89.52,1.59,8.9,2019,1030
G2501034,2501034,712,32,111,855,83.27,3.74,12.98,2019,1034
G2501035,2501035,2045,42,207,2294,89.15,1.83,9.02,2019,1035
G2501053,2501053,488,46,31,565,86.37,8.14,5.49,2019,1053
G2501057,2501057,3073,48,405,3526,87.15,1.36,11.49,2019,1057
G2501082,2501082,3893,72,622,4587,84.87,1.57,13.56,2019,1082
G2501085,2501085,13272,522,1757,15551,85.34,3.36,11.3,2019,1085
G2501088,2501088,172,0,70,242,71.07,0,28.93,2019,1088
G2501104,2501104,5895,906,2109,8910,66.16,10.17,23.67,2019,1104
G2501106,2501106,5302,125,342,5769,91.91,2.17,5.93,2019,1106
G2501226,2501226,2673,82,333,3088,86.56,2.66,10.78,2019,1226
G2501255,2501255,290,2,61,353,82.15,0.57,17.28,2019,1255
G2501258,2501258,175,3,36,214,81.78,1.4,16.82,2019,1258
G2501301,2501301,6797,286,1081,8164,83.26,3.5,13.24,2019,1301
G2501339,2501339,444,9,94,547,81.17,1.65,17.18,2019,1339
G2501370,2501370,1488,48,275,1811,82.16,2.65,15.18,2019,1370
G2501375,2501375,1475,128,74,1677,87.95,7.63,4.41,2019,1375
G2501452,2501452,1573,0,124,1697,92.69,0,7.31,2019,1452
G2501464,2501464,2224,12,213,2449,90.81,0.49,8.7,2019,1464
G2501474,2501474,670,7,30,707,94.77,0.99,4.24,2019,1474
G2501501,2501501,5533,244,857,6634,83.4,3.68,12.92,2019,1501
G2501503,2501503,1021,57,101,1179,86.6,4.83,8.57,2019,1503
G2501504,2501504,3212,61,253,3526,91.09,1.73,7.18,2019,1504
G2501510,2501510,4843,161,590,5594,86.57,2.88,10.55,2019,1510
G2501003,2501003,4,38,0,42,9.52,90.48,0,2019,1003
G2304936,2304936,69,11,22,102,67.65,10.78,21.57,2019,4936
G2304942,2304942,406,13,151,570,71.23,2.28,26.49,2019,4942
G2304945,2304945,330,46,105,481,68.61,9.56,21.83,2019,4945
G2304957,2304957,1362,19,285,1666,81.75,1.14,17.11,2019,4957
G2304963,2304963,2562,73,448,3083,83.1,2.37,14.53,2019,4963
G2304543,2304543,706,81,108,895,78.88,9.05,12.07,2019,4543
G2304579,2304579,1168,22,89,1279,91.32,1.72,6.96,2019,4579
G2304642,2304642,47,0,11,58,81.03,0,18.97,2019,4642
G2304652,2304652,654,13,169,836,78.23,1.56,20.22,2019,4652
G2304654,2304654,1033,92,264,1389,74.37,6.62,19.01,2019,4654
G2304660,2304660,473,19,40,532,88.91,3.57,7.52,2019,4660
G2304669,2304669,64,0,8,72,88.89,0,11.11,2019,4669
G2304758,2304758,359,41,151,551,65.15,7.44,27.4,2019,4758
G2304765,2304765,268,4,196,468,57.26,0.85,41.88,2019,4765
G5425696,5425696,37,0,58,95,38.95,0,61.05,2019,25696
G5425705,5425705,7119,700,1395,9214,77.26,7.6,15.14,2019,25705
G5425820,5425820,136,18,32,186,73.12,9.68,17.2,2019,25820
G5425855,5425855,10,0,39,49,20.41,0,79.59,2019,25855
G5425865,5425865,417,7,109,533,78.24,1.31,20.45,2019,25865
G5425875,5425875,227,0,22,249,91.16,0,8.84,2019,25875
G5425878,5425878,255,28,45,328,77.74,8.54,13.72,2019,25878
G5425555,5425555,400,28,225,653,61.26,4.29,34.46,2019,25555
G5425607,5425607,350,0,89,439,79.73,0,20.27,2019,25607
G5425630,5425630,129,0,110,239,53.97,0,46.03,2019,25630
G5425649,5425649,412,0,26,438,94.06,0,5.94,2019,25649
G5425879,5425879,86,0,14,100,86,0,14,2019,25879
G5425880,5425880,2191,159,464,2814,77.86,5.65,16.49,2019,25880
G5425908,5425908,49,0,0,49,100,0,0,2019,25908
G5425921,5425921,519,88,352,959,54.12,9.18,36.7,2019,25921
G5425936,5425936,0,2,11,13,0,15.38,84.62,2019,25936
G5425942,5425942,61,0,0,61,100,0,0,2019,25942
G5425007,5425007,160,14,7,181,88.4,7.73,3.87,2019,25007
G5425008,5425008,64,0,17,81,79.01,0,20.99,2019,25008
G5425011,5425011,146,3,105,254,57.48,1.18,41.34,2019,25011
G5425015,5425015,1348,24,214,1586,84.99,1.51,13.49,2019,25015
G5425024,5425024,141,33,63,237,59.49,13.92,26.58,2019,25024
G5425031,5425031,275,18,21,314,87.58,5.73,6.69,2019,25031
G5425040,5425040,208,0,44,252,82.54,0,17.46,2019,25040
G5425047,5425047,33,43,10,86,38.37,50,11.63,2019,25047
G5425064,5425064,3544,106,650,4300,82.42,2.47,15.12,2019,25064
G5425070,5425070,433,6,224,663,65.31,0.9,33.79,2019,25070
G5425508,5425508,3176,128,767,4071,78.02,3.14,18.84,2019,25508
G5425523,5425523,790,13,315,1118,70.66,1.16,28.18,2019,25523
G5425530,5425530,1590,54,546,2190,72.6,2.47,24.93,2019,25530
G5425537,5425537,476,40,181,697,68.29,5.74,25.97,2019,25537
G5425540,5425540,93,0,35,128,72.66,0,27.34,2019,25540
G5425550,5425550,2561,237,752,3550,72.14,6.68,21.18,2019,25550
G5425557,5425557,454,63,134,651,69.74,9.68,20.58,2019,25557
G5425567,5425567,160,17,68,245,65.31,6.94,27.76,2019,25567
G5425573,5425573,211,27,66,304,69.41,8.88,21.71,2019,25573
G5425652,5425652,470,43,76,589,79.8,7.3,12.9,2019,25652
G5425670,5425670,1755,25,613,2393,73.34,1.04,25.62,2019,25670
G5425692,5425692,271,14,150,435,62.3,3.22,34.48,2019,25692
G5425049,5425049,124,0,22,146,84.93,0,15.07,2019,25049
G5425071,5425071,3693,180,994,4867,75.88,3.7,20.42,2019,25071
G5425088,5425088,82,0,28,110,74.55,0,25.45,2019,25088
G5425107,5425107,177,0,108,285,62.11,0,37.89,2019,25107
G5425113,5425113,152,31,82,265,57.36,11.7,30.94,2019,25113
G5425124,5425124,291,0,225,516,56.4,0,43.6,2019,25124
G5425003,5425003,933,42,193,1168,79.88,3.6,16.52,2019,25003
G5425019,5425019,166,0,41,207,80.19,0,19.81,2019,25019
G5425134,5425134,80,0,93,173,46.24,0,53.76,2019,25134
G5425140,5425140,264,10,223,497,53.12,2.01,44.87,2019,25140
G5425161,5425161,115,0,39,154,74.68,0,25.32,2019,25161
G5425204,5425204,39,0,12,51,76.47,0,23.53,2019,25204
G5425208,5425208,216,4,81,301,71.76,1.33,26.91,2019,25208
G5425209,5425209,345,24,88,457,75.49,5.25,19.26,2019,25209
G5425248,5425248,787,58,411,1256,62.66,4.62,32.72,2019,25248
G3728016,3728016,3744,204,1044,4992,75,4.09,20.91,2019,28016
G3728034,3728034,4944,179,1280,6403,77.21,2.8,19.99,2019,28034
G3728037,3728037,7695,130,588,8413,91.47,1.55,6.99,2019,28037
G3728056,3728056,11237,219,1514,12970,86.64,1.69,11.67,2019,28056
G3728071,3728071,776,6,285,1067,72.73,0.56,26.71,2019,28071
G2304330,2304330,9358,283,2078,11719,79.85,2.41,17.73,2019,4330
G2304401,2304401,15885,755,2146,18786,84.56,4.02,11.42,2019,4401
G2304417,2304417,111,3,61,175,63.43,1.71,34.86,2019,4417
G2304438,2304438,354,15,97,466,75.97,3.22,20.82,2019,4438
G2304471,2304471,255,0,54,309,82.52,0,17.48,2019,4471
G2304476,2304476,425,11,139,575,73.91,1.91,24.17,2019,4476
G2304479,2304479,403,31,151,585,68.89,5.3,25.81,2019,4479
G2304538,2304538,703,24,224,951,73.92,2.52,23.55,2019,4538
G2304548,2304548,415,13,30,458,90.61,2.84,6.55,2019,4548
G2304553,2304553,676,41,79,796,84.92,5.15,9.92,2019,4553
G2304558,2304558,88,0,7,95,92.63,0,7.37,2019,4558
G2304574,2304574,475,40,78,593,80.1,6.75,13.15,2019,4574
G2304607,2304607,410,35,60,505,81.19,6.93,11.88,2019,4607
G2304630,2304630,424,26,131,581,72.98,4.48,22.55,2019,4630
G2304646,2304646,30,8,0,38,78.95,21.05,0,2019,4646
G2304658,2304658,479,8,120,607,78.91,1.32,19.77,2019,4658
G2304668,2304668,460,18,149,627,73.37,2.87,23.76,2019,4668
G2304683,2304683,51,0,0,51,100,0,0,2019,4683
G2304691,2304691,123,0,17,140,87.86,0,12.14,2019,4691
G2304732,2304732,441,46,258,745,59.19,6.17,34.63,2019,4732
G2304739,2304739,213,35,76,324,65.74,10.8,23.46,2019,4739
G2304742,2304742,985,118,349,1452,67.84,8.13,24.04,2019,4742
G2304973,2304973,445,0,87,532,83.65,0,16.35,2019,4973
G2304619,2304619,1088,126,325,1539,70.7,8.19,21.12,2019,4619
G2304685,2304685,147,11,31,189,77.78,5.82,16.4,2019,4685
G2304932,2304932,441,3,86,530,83.21,0.57,16.23,2019,4932
G2304071,2304071,1922,54,156,2132,90.15,2.53,7.32,2019,4071
G2304237,2304237,81,0,8,89,91.01,0,8.99,2019,4237
G2304348,2304348,958,34,256,1248,76.76,2.72,20.51,2019,4348
G2304461,2304461,1100,88,89,1277,86.14,6.89,6.97,2019,4461
G2304472,2304472,770,54,88,912,84.43,5.92,9.65,2019,4472
G2304474,2304474,1325,37,104,1466,90.38,2.52,7.09,2019,4474
G2304497,2304497,109,10,40,159,68.55,6.29,25.16,2019,4497
G2304541,2304541,23,0,0,23,100,0,0,2019,4541
G2304551,2304551,262,16,46,324,80.86,4.94,14.2,2019,4551
G2304554,2304554,299,0,69,368,81.25,0,18.75,2019,4554
G2304609,2304609,1980,81,275,2336,84.76,3.47,11.77,2019,4609
G2304611,2304611,129,0,51,180,71.67,0,28.33,2019,4611
G2304622,2304622,348,21,166,535,65.05,3.93,31.03,2019,4622
G2304643,2304643,302,11,83,396,76.26,2.78,20.96,2019,4643
G2304645,2304645,11,3,0,14,78.57,21.43,0,2019,4645
G2304655,2304655,300,6,33,339,88.5,1.77,9.73,2019,4655
G2304675,2304675,55,0,9,64,85.94,0,14.06,2019,4675
G2304677,2304677,98,0,14,112,87.5,0,12.5,2019,4677
G2304680,2304680,363,34,161,558,65.05,6.09,28.85,2019,4680
G572738,572738,552,50,264,866,63.74,5.77,30.48,2019,72738
G572749,572749,10,0,30,40,25,0,75,2019,72749
G572760,572760,107,1,20,128,83.59,0.78,15.62,2019,72760
G572761,572761,4844,1257,1432,7533,64.3,16.69,19.01,2019,72761
G572773,572773,343,30,136,509,67.39,5.89,26.72,2019,72773
G572776,572776,223,46,59,328,67.99,14.02,17.99,2019,72776
G572823,572823,1495,92,732,2319,64.47,3.97,31.57,2019,72823
G572826,572826,11,0,5,16,68.75,0,31.25,2019,72826
G572838,572838,47,0,9,56,83.93,0,16.07,2019,72838
G572851,572851,168,11,12,191,87.96,5.76,6.28,2019,72851
G572852,572852,8,15,15,38,21.05,39.47,39.47,2019,72852
G572853,572853,570,44,332,946,60.25,4.65,35.1,2019,72853
G572865,572865,406,10,88,504,80.56,1.98,17.46,2019,72865
G572908,572908,4863,99,538,5500,88.42,1.8,9.78,2019,72908
G2304848,2304848,239,14,40,293,81.57,4.78,13.65,2019,4848
G2304849,2304849,1512,51,160,1723,87.75,2.96,9.29,2019,4849
G2304911,2304911,625,23,301,949,65.86,2.42,31.72,2019,4911
G2304947,2304947,562,9,79,650,86.46,1.38,12.15,2019,4947
G2304961,2304961,312,14,80,406,76.85,3.45,19.7,2019,4961
G2304779,2304779,129,8,20,157,82.17,5.1,12.74,2019,4779
G2304008,2304008,1032,83,128,1243,83.02,6.68,10.3,2019,4008
G2304022,2304022,382,29,34,445,85.84,6.52,7.64,2019,4022
G2304048,2304048,954,90,168,1212,78.71,7.43,13.86,2019,4048
G2304220,2304220,959,60,142,1161,82.6,5.17,12.23,2019,4220
G2304240,2304240,12197,548,2872,15617,78.1,3.51,18.39,2019,4240
G2304250,2304250,1605,47,214,1866,86.01,2.52,11.47,2019,4250
G2304259,2304259,1218,21,132,1371,88.84,1.53,9.63,2019,4259
G2304260,2304260,1887,84,78,2049,92.09,4.1,3.81,2019,4260
G2304261,2304261,111,5,38,154,72.08,3.25,24.68,2019,4261
G2304274,2304274,1853,106,275,2234,82.95,4.74,12.31,2019,4274
G2304363,2304363,848,33,171,1052,80.61,3.14,16.25,2019,4363
G2304061,2304061,1044,64,0,1108,94.22,5.78,0,2019,4061
G2304037,2304037,952,51,192,1195,79.67,4.27,16.07,2019,4037
G2304051,2304051,292,36,86,414,70.53,8.7,20.77,2019,4051
G2304072,2304072,7058,198,697,7953,88.75,2.49,8.76,2019,4072
G2304095,2304095,391,0,89,480,81.46,0,18.54,2019,4095
G2304108,2304108,393,12,21,426,92.25,2.82,4.93,2019,4108
G2304224,2304224,678,20,217,915,74.1,2.19,23.72,2019,4224
G2304263,2304263,739,32,64,835,88.5,3.83,7.66,2019,4263
G2304265,2304265,378,0,42,420,90,0,10,2019,4265
G2304344,2304344,1198,11,133,1342,89.27,0.82,9.91,2019,4344
G2304350,2304350,1324,32,161,1517,87.28,2.11,10.61,2019,4350
G2304358,2304358,1455,43,240,1738,83.72,2.47,13.81,2019,4358
G2304408,2304408,67,0,14,81,82.72,0,17.28,2019,4408
G2304416,2304416,1946,18,378,2342,83.09,0.77,16.14,2019,4416
G2304418,2304418,510,34,126,670,76.12,5.07,18.81,2019,4418
G2304428,2304428,945,98,162,1205,78.42,8.13,13.44,2019,4428
G2304434,2304434,347,8,47,402,86.32,1.99,11.69,2019,4434
G2304444,2304444,3290,16,293,3599,91.41,0.44,8.14,2019,4444
G2304456,2304456,943,22,109,1074,87.8,2.05,10.15,2019,4456
G2304475,2304475,169,10,54,233,72.53,4.29,23.18,2019,4475
G2304488,2304488,469,5,81,555,84.5,0.9,14.59,2019,4488
G2304496,2304496,1454,0,172,1626,89.42,0,10.58,2019,4496
G2304530,2304530,4106,74,906,5086,80.73,1.45,17.81,2019,4530
G2304537,2304537,893,32,64,989,90.29,3.24,6.47,2019,4537
G2304555,2304555,647,22,92,761,85.02,2.89,12.09,2019,4555
G2304572,2304572,1898,116,387,2401,79.05,4.83,16.12,2019,4572
G2304606,2304606,386,14,94,494,78.14,2.83,19.03,2019,4606
G2304612,2304612,213,0,24,237,89.87,0,10.13,2019,4612
G572456,572456,150,9,65,224,66.96,4.02,29.02,2019,72456
G572459,572459,371,6,181,558,66.49,1.08,32.44,2019,72459
G572466,572466,341,34,187,562,60.68,6.05,33.27,2019,72466
G572530,572530,476,8,213,697,68.29,1.15,30.56,2019,72530
G572540,572540,31,13,4,48,64.58,27.08,8.33,2019,72540
G572542,572542,982,219,495,1696,57.9,12.91,29.19,2019,72542
G572004,572004,141,18,216,375,37.6,4.8,57.6,2019,72004
G572005,572005,27,0,24,51,52.94,0,47.06,2019,72005
G572014,572014,9,0,13,22,40.91,0,59.09,2019,72014
G572015,572015,8282,318,1912,10512,78.79,3.03,18.19,2019,72015
G572032,572032,10114,591,1851,12556,80.55,4.71,14.74,2019,72032
G572042,572042,1434,84,595,2113,67.87,3.98,28.16,2019,72042
G572051,572051,173,13,19,205,84.39,6.34,9.27,2019,72051
G572081,572081,1894,141,800,2835,66.81,4.97,28.22,2019,72081
G3728075,3728075,5930,97,120,6147,96.47,1.58,1.95,2019,28075
G3728079,3728079,12097,160,691,12948,93.43,1.24,5.34,2019,28079
G3728080,3728080,2263,92,588,2943,76.89,3.13,19.98,2019,28080
G3728089,3728089,19,0,12,31,61.29,0,38.71,2019,28089
G3728115,3728115,11541,508,1588,13637,84.63,3.73,11.64,2019,28115
G3728120,3728120,7151,101,1030,8282,86.34,1.22,12.44,2019,28120
G3728169,3728169,25,13,33,71,35.21,18.31,46.48,2019,28169
G3728202,3728202,6395,378,485,7258,88.11,5.21,6.68,2019,28202
G3728206,3728206,3458,141,1412,5011,69.01,2.81,28.18,2019,28206
G3728207,3728207,3660,46,154,3860,94.82,1.19,3.99,2019,28207
G3728270,3728270,12744,139,466,13349,95.47,1.04,3.49,2019,28270
G3728301,3728301,4561,173,2040,6774,67.33,2.55,30.12,2019,28301
G3728311,3728311,12438,416,1718,14572,85.36,2.85,11.79,2019,28311
G3728385,3728385,613,8,316,937,65.42,0.85,33.72,2019,28385
G3728323,3728323,1217,25,186,1428,85.22,1.75,13.03,2019,28323
G3728325,3728325,171,15,65,251,68.13,5.98,25.9,2019,28325
G3728372,3728372,2675,230,1648,4553,58.75,5.05,36.2,2019,28372
G3728387,3728387,5666,257,925,6848,82.74,3.75,13.51,2019,28387
G3728399,3728399,542,26,290,858,63.17,3.03,33.8,2019,28399
G3728447,3728447,490,0,75,565,86.73,0,13.27,2019,28447
G3728454,3728454,750,17,86,853,87.92,1.99,10.08,2019,28454
G3728455,3728455,674,17,272,963,69.99,1.77,28.25,2019,28455
G3728457,3728457,3011,126,754,3891,77.38,3.24,19.38,2019,28457
G3728460,3728460,4083,181,200,4464,91.47,4.05,4.48,2019,28460
G3728465,3728465,3171,89,251,3511,90.32,2.53,7.15,2019,28465
G3728467,3728467,4398,67,458,4923,89.34,1.36,9.3,2019,28467
G3728707,3728707,73,0,17,90,81.11,0,18.89,2019,28707
G3728709,3728709,707,55,114,876,80.71,6.28,13.01,2019,28709
G3728464,3728464,544,14,633,1191,45.68,1.18,53.15,2019,28464
G3728519,3728519,110,6,57,173,63.58,3.47,32.95,2019,28519
G3728527,3728527,252,0,180,432,58.33,0,41.67,2019,28527
G3728528,3728528,209,0,5,214,97.66,0,2.34,2019,28528
G3728529,3728529,664,11,158,833,79.71,1.32,18.97,2019,28529
G3728012,3728012,7778,195,1066,9039,86.05,2.16,11.79,2019,28012
G3728027,3728027,21495,472,1827,23794,90.34,1.98,7.68,2019,28027
G3728032,3728032,1009,44,153,1206,83.67,3.65,12.69,2019,28032
G3728052,3728052,9272,422,3016,12710,72.95,3.32,23.73,2019,28052
G3728076,3728076,83,20,50,153,54.25,13.07,32.68,2019,28076
G3728081,3728081,8495,241,1385,10121,83.93,2.38,13.68,2019,28081
G3728090,3728090,1871,155,1036,3062,61.1,5.06,33.83,2019,28090
G3728129,3728129,1752,14,389,2155,81.3,0.65,18.05,2019,28129
G3728146,3728146,9220,119,1657,10996,83.85,1.08,15.07,2019,28146
G3728167,3728167,713,0,273,986,72.31,0,27.69,2019,28167
G3728211,3728211,11469,243,969,12681,90.44,1.92,7.64,2019,28211
G3728213,3728213,13490,359,2547,16396,82.28,2.19,15.53,2019,28213
G3728216,3728216,16568,466,2905,19939,83.09,2.34,14.57,2019,28216
G3728277,3728277,26287,161,753,27201,96.64,0.59,2.77,2019,28277
G3728278,3728278,9343,121,284,9748,95.85,1.24,2.91,2019,28278
G3728303,3728303,11044,371,2132,13547,81.52,2.74,15.74,2019,28303
