"","NAME","FIPS","year","totUnits","occP","vacantP"
"758","Parke County, Indiana","18121",1990,7189,81.3,18.7
"759","Perry County, Indiana","18123",1990,7404,92.45,7.55
"760","Pike County, Indiana","18125",1990,5487,89.76,10.24
"761","Porter County, Indiana","18127",1990,47240,95.59,4.41
"762","Posey County, Indiana","18129",1990,10401,91.41,8.59
"763","Pulaski County, Indiana","18131",1990,5541,85.22,14.78
"764","Putnam County, Indiana","18133",1990,10981,91.03,8.97
"765","Randolph County, Indiana","18135",1990,11327,92.27,7.73
"766","Ripley County, Indiana","18137",1990,9587,91.56,8.44
"767","Rush County, Indiana","18139",1990,7014,92.73,7.27
"768","St. Joseph County, Indiana","18141",1990,97956,94.29,5.71
"769","Scott County, Indiana","18143",1990,8078,94,6
"770","Shelby County, Indiana","18145",1990,15654,94.3,5.7
"771","Spencer County, Indiana","18147",1990,7636,91.17,8.83
"772","Starke County, Indiana","18149",1990,9888,82.33,17.67
"773","Steuben County, Indiana","18151",1990,15768,64.65,35.35
"774","Sullivan County, Indiana","18153",1990,8487,86.77,13.23
"775","Switzerland County, Indiana","18155",1990,3732,76.07,23.93
"776","Tippecanoe County, Indiana","18157",1990,48134,94.77,5.23
"777","Tipton County, Indiana","18159",1990,6427,93.76,6.24
"778","Union County, Indiana","18161",1990,2813,91.57,8.43
"779","Vanderburgh County, Indiana","18163",1990,72637,91.94,8.06
"780","Vermillion County, Indiana","18165",1990,7288,91.08,8.92
"781","Vigo County, Indiana","18167",1990,44203,90.05,9.95
"782","Wabash County, Indiana","18169",1990,13394,94.3,5.7
"783","Warren County, Indiana","18171",1990,3275,92.06,7.94
"784","Warrick County, Indiana","18173",1990,16926,93.45,6.55
"785","Washington County, Indiana","18175",1990,9520,91.01,8.99
"786","Wayne County, Indiana","18177",1990,29586,93.24,6.76
"787","Wells County, Indiana","18179",1990,9928,95.06,4.94
"788","White County, Indiana","18181",1990,11875,75.17,24.83
"789","Whitley County, Indiana","18183",1990,10852,92.24,7.76
"790","Adair County, Iowa","19001",1990,3714,92.06,7.94
"791","Adams County, Iowa","19003",1990,2234,89.75,10.25
"792","Allamakee County, Iowa","19005",1990,6603,79.78,20.22
"793","Appanoose County, Iowa","19007",1990,6402,87.61,12.39
"794","Audubon County, Iowa","19009",1990,3247,90.42,9.58
"795","Benton County, Iowa","19011",1990,9125,93.35,6.65
"796","Black Hawk County, Iowa","19013",1990,49688,94.45,5.55
"797","Boone County, Iowa","19015",1990,10371,94.75,5.25
"798","Bremer County, Iowa","19017",1990,8847,94.88,5.12
"799","Buchanan County, Iowa","19019",1990,8272,90.74,9.26
"800","Buena Vista County, Iowa","19021",1990,8140,92.32,7.68
"801","Butler County, Iowa","19023",1990,6483,93.11,6.89
"802","Calhoun County, Iowa","19025",1990,5362,87.36,12.64
"803","Carroll County, Iowa","19027",1990,8356,95.31,4.69
"804","Cass County, Iowa","19029",1990,6788,91,9
"805","Cedar County, Iowa","19031",1990,7146,93.53,6.47
"806","Cerro Gordo County, Iowa","19033",1990,20954,90.97,9.03
"807","Cherokee County, Iowa","19035",1990,5973,92.32,7.68
"808","Chickasaw County, Iowa","19037",1990,5486,91.87,8.13
"809","Clarke County, Iowa","19039",1990,3599,92.89,7.11
"810","Clay County, Iowa","19041",1990,7659,92.36,7.64
"811","Clayton County, Iowa","19043",1990,8344,86.51,13.49
"812","Clinton County, Iowa","19045",1990,21296,92.77,7.23
"813","Crawford County, Iowa","19047",1990,6920,92.44,7.56
"814","Dallas County, Iowa","19049",1990,11812,94.85,5.15
"815","Davis County, Iowa","19051",1990,3365,91.92,8.08
"816","Decatur County, Iowa","19053",1990,3692,86.86,13.14
"817","Delaware County, Iowa","19055",1990,7408,86.24,13.76
"818","Des Moines County, Iowa","19057",1990,18248,92.47,7.53
"819","Dickinson County, Iowa","19059",1990,9723,63.35,36.65
"820","Dubuque County, Iowa","19061",1990,32053,96.09,3.91
"821","Emmet County, Iowa","19063",1990,4914,90.78,9.22
"822","Fayette County, Iowa","19065",1990,9262,91.66,8.34
"823","Floyd County, Iowa","19067",1990,7233,92.92,7.08
"824","Franklin County, Iowa","19069",1990,5018,91.25,8.75
"825","Fremont County, Iowa","19071",1990,3607,89.19,10.81
"826","Greene County, Iowa","19073",1990,4707,89.12,10.88
"827","Grundy County, Iowa","19075",1990,5158,92.59,7.41
"828","Guthrie County, Iowa","19077",1990,5179,85.09,14.91
"829","Hamilton County, Iowa","19079",1990,6879,92.43,7.57
"830","Hancock County, Iowa","19081",1990,5236,92.95,7.05
"831","Hardin County, Iowa","19083",1990,8419,90.4,9.6
"832","Harrison County, Iowa","19085",1990,6175,91.6,8.4
"833","Henry County, Iowa","19087",1990,7507,94.43,5.57
"834","Howard County, Iowa","19089",1990,4155,92.8,7.2
"835","Humboldt County, Iowa","19091",1990,4670,92.91,7.09
"836","Ida County, Iowa","19093",1990,3473,92.77,7.23
"837","Iowa County, Iowa","19095",1990,6003,95.17,4.83
"838","Jackson County, Iowa","19097",1990,8426,89.33,10.67
"839","Jasper County, Iowa","19099",1990,14338,95.08,4.92
"840","Jefferson County, Iowa","19101",1990,6739,93.62,6.38
"841","Johnson County, Iowa","19103",1990,37210,96.93,3.07
"842","Jones County, Iowa","19105",1990,7366,93.9,6.1
"843","Keokuk County, Iowa","19107",1990,5024,91.02,8.98
"844","Kossuth County, Iowa","19109",1990,7765,92.65,7.35
"845","Lee County, Iowa","19111",1990,16443,90.84,9.16
"846","Linn County, Iowa","19113",1990,68357,95.82,4.18
"847","Louisa County, Iowa","19115",1990,5044,85.17,14.83
"848","Lucas County, Iowa","19117",1990,4179,90.12,9.88
"849","Lyon County, Iowa","19119",1990,4561,94.04,5.96
"850","Madison County, Iowa","19121",1990,4995,94.39,5.61
"851","Mahaska County, Iowa","19123",1990,8977,92.53,7.47
"852","Marion County, Iowa","19125",1990,11420,94.7,5.3
"853","Marshall County, Iowa","19127",1990,15862,93.87,6.13
"854","Mills County, Iowa","19129",1990,5004,93.23,6.77
"855","Mitchell County, Iowa","19131",1990,4514,94.22,5.78
"856","Monona County, Iowa","19133",1990,4555,89.97,10.03
"857","Monroe County, Iowa","19135",1990,3740,85.45,14.55
"858","Montgomery County, Iowa","19137",1990,5363,92.39,7.61
"859","Muscatine County, Iowa","19139",1990,16044,92.28,7.72
"860","O'Brien County, Iowa","19141",1990,6476,92.34,7.66
"861","Osceola County, Iowa","19143",1990,2998,93.96,6.04
"862","Page County, Iowa","19145",1990,7339,91.12,8.88
"863","Palo Alto County, Iowa","19147",1990,4826,86.68,13.32
"864","Plymouth County, Iowa","19149",1990,8806,95.58,4.42
"865","Pocahontas County, Iowa","19151",1990,4193,91.1,8.9
"866","Polk County, Iowa","19153",1990,135979,95.04,4.96
"867","Pottawattamie County, Iowa","19155",1990,32831,95.22,4.78
"868","Poweshiek County, Iowa","19157",1990,8199,87.3,12.7
"869","Ringgold County, Iowa","19159",1990,2713,81.75,18.25
"870","Sac County, Iowa","19161",1990,5648,87,13
"871","Scott County, Iowa","19163",1990,61379,93.58,6.42
"872","Shelby County, Iowa","19165",1990,5430,92.52,7.48
"873","Sioux County, Iowa","19167",1990,10333,96.05,3.95
"874","Story County, Iowa","19169",1990,26847,96.63,3.37
"875","Tama County, Iowa","19171",1990,7417,91.25,8.75
"876","Taylor County, Iowa","19173",1990,3307,86.45,13.55
"877","Union County, Iowa","19175",1990,5622,92.01,7.99
"878","Van Buren County, Iowa","19177",1990,3529,86.6,13.4
"879","Wapello County, Iowa","19179",1990,15640,93.06,6.94
"880","Warren County, Iowa","19181",1990,13157,96.21,3.79
"881","Washington County, Iowa","19183",1990,7866,94.76,5.24
"882","Wayne County, Iowa","19185",1990,3334,88.57,11.43
"883","Webster County, Iowa","19187",1990,17063,93.55,6.45
"884","Winnebago County, Iowa","19189",1990,5030,93.52,6.48
"885","Winneshiek County, Iowa","19191",1990,7726,93.92,6.08
"886","Woodbury County, Iowa","19193",1990,39071,94.44,5.56
"887","Worth County, Iowa","19195",1990,3443,94.07,5.93
"888","Wright County, Iowa","19197",1990,6636,88.89,11.11
"889","Allen County, Kansas","20001",1990,6454,88.39,11.61
"890","Anderson County, Kansas","20003",1990,3514,87.28,12.72
"891","Atchison County, Kansas","20005",1990,6691,91.6,8.4
"892","Barber County, Kansas","20007",1990,3120,75.58,24.42
"893","Barton County, Kansas","20009",1990,13144,87.96,12.04
"894","Bourbon County, Kansas","20011",1990,6920,85.22,14.78
"895","Brown County, Kansas","20013",1990,4890,88.9,11.1
"896","Butler County, Kansas","20015",1990,20072,92.11,7.89
"897","Chase County, Kansas","20017",1990,1547,78.47,21.53
"898","Chautauqua County, Kansas","20019",1990,2249,81.59,18.41
"899","Cherokee County, Kansas","20021",1990,9428,89.05,10.95
"900","Cheyenne County, Kansas","20023",1990,1687,82.34,17.66
"901","Clark County, Kansas","20025",1990,1327,75.81,24.19
"902","Clay County, Kansas","20027",1990,4138,87.99,12.01
"903","Cloud County, Kansas","20029",1990,5198,86.24,13.76
"904","Coffey County, Kansas","20031",1990,3712,89.2,10.8
"905","Comanche County, Kansas","20033",1990,1256,75.64,24.36
"906","Cowley County, Kansas","20035",1990,15569,90.22,9.78
"907","Crawford County, Kansas","20037",1990,16526,88.38,11.62
"908","Decatur County, Kansas","20039",1990,2063,80.03,19.97
"909","Dickinson County, Kansas","20041",1990,8415,89.63,10.37
"910","Doniphan County, Kansas","20043",1990,3337,92.12,7.88
"911","Douglas County, Kansas","20045",1990,31782,94.83,5.17
"912","Edwards County, Kansas","20047",1990,1867,84.9,15.1
"913","Elk County, Kansas","20049",1990,1743,82.39,17.61
"914","Ellis County, Kansas","20051",1990,11115,90.83,9.17
"915","Ellsworth County, Kansas","20053",1990,3317,76.03,23.97
"916","Finney County, Kansas","20055",1990,11696,92.65,7.35
"917","Ford County, Kansas","20057",1990,10842,91.05,8.95
"918","Franklin County, Kansas","20059",1990,8926,93.08,6.92
"919","Geary County, Kansas","20061",1990,11952,89.32,10.68
"920","Gove County, Kansas","20063",1990,1494,85.94,14.06
"921","Graham County, Kansas","20065",1990,1753,81.86,18.14
"922","Grant County, Kansas","20067",1990,2599,92.07,7.93
"923","Gray County, Kansas","20069",1990,2114,90.49,9.51
"924","Greeley County, Kansas","20071",1990,801,81.9,18.1
"925","Greenwood County, Kansas","20073",1990,4243,77.42,22.58
"926","Hamilton County, Kansas","20075",1990,1214,81.22,18.78
"927","Harper County, Kansas","20077",1990,3481,86.38,13.62
"928","Harvey County, Kansas","20079",1990,12290,94.23,5.77
"929","Haskell County, Kansas","20081",1990,1586,86.51,13.49
"930","Hodgeman County, Kansas","20083",1990,1022,80.82,19.18
"931","Jackson County, Kansas","20085",1990,4564,93.71,6.29
"932","Jefferson County, Kansas","20087",1990,6314,91.51,8.49
"933","Jewell County, Kansas","20089",1990,2409,74.97,25.03
"934","Johnson County, Kansas","20091",1990,144155,94.64,5.36
"935","Kearny County, Kansas","20093",1990,1561,88.34,11.66
"936","Kingman County, Kansas","20095",1990,3645,87.11,12.89
"937","Kiowa County, Kansas","20097",1990,1738,84.35,15.65
"938","Labette County, Kansas","20099",1990,10641,88.12,11.88
"939","Lane County, Kansas","20101",1990,1117,86.48,13.52
"940","Leavenworth County, Kansas","20103",1990,21264,92.72,7.28
"941","Lincoln County, Kansas","20105",1990,1864,82.14,17.86
"942","Linn County, Kansas","20107",1990,4811,66.83,33.17
"943","Logan County, Kansas","20109",1990,1466,83.29,16.71
"944","Lyon County, Kansas","20111",1990,14346,91.03,8.97
"945","McPherson County, Kansas","20113",1990,10941,93.5,6.5
"946","Marion County, Kansas","20115",1990,5659,87.91,12.09
"947","Marshall County, Kansas","20117",1990,5269,88.99,11.01
"948","Meade County, Kansas","20119",1990,2049,81.36,18.64
"949","Miami County, Kansas","20121",1990,8971,93.66,6.34
"950","Mitchell County, Kansas","20123",1990,3359,84.73,15.27
"951","Montgomery County, Kansas","20125",1990,17920,87.44,12.56
"952","Morris County, Kansas","20127",1990,3149,80.28,19.72
"953","Morton County, Kansas","20129",1990,1515,85.15,14.85
"954","Nemaha County, Kansas","20131",1990,4319,92.52,7.48
"955","Neosho County, Kansas","20133",1990,7726,87.34,12.66
"956","Ness County, Kansas","20135",1990,2048,81.54,18.46
"957","Norton County, Kansas","20137",1990,2798,83.27,16.73
"958","Osage County, Kansas","20139",1990,6324,91.81,8.19
"959","Osborne County, Kansas","20141",1990,2496,82.41,17.59
"960","Ottawa County, Kansas","20143",1990,2591,87.46,12.54
"961","Pawnee County, Kansas","20145",1990,3412,85.67,14.33
"962","Phillips County, Kansas","20147",1990,3264,82.57,17.43
"963","Pottawatomie County, Kansas","20149",1990,6472,91.75,8.25
"964","Pratt County, Kansas","20151",1990,4620,85.22,14.78
"965","Rawlins County, Kansas","20153",1990,1744,78.04,21.96
"966","Reno County, Kansas","20155",1990,26607,91.1,8.9
"967","Republic County, Kansas","20157",1990,3283,84.34,15.66
"968","Rice County, Kansas","20159",1990,4868,85.56,14.44
"969","Riley County, Kansas","20161",1990,22868,93.06,6.94
"970","Rooks County, Kansas","20163",1990,2979,82.04,17.96
"971","Rush County, Kansas","20165",1990,1999,82.14,17.86
"972","Russell County, Kansas","20167",1990,4079,82.64,17.36
"973","Saline County, Kansas","20169",1990,21129,93.83,6.17
"974","Scott County, Kansas","20171",1990,2305,87.72,12.28
"975","Sedgwick County, Kansas","20173",1990,170159,92.01,7.99
"976","Seward County, Kansas","20175",1990,7572,87.35,12.65
"977","Shawnee County, Kansas","20177",1990,68991,92.43,7.57
"978","Sheridan County, Kansas","20179",1990,1324,88.44,11.56
"979","Sherman County, Kansas","20181",1990,3177,86.02,13.98
"980","Smith County, Kansas","20183",1990,2615,82.79,17.21
"981","Stafford County, Kansas","20185",1990,2666,82.63,17.37
"982","Stanton County, Kansas","20187",1990,956,86.92,13.08
"983","Stevens County, Kansas","20189",1990,2116,89.08,10.92
"984","Sumner County, Kansas","20191",1990,10769,89.97,10.03
"985","Thomas County, Kansas","20193",1990,3534,88.4,11.6
"986","Trego County, Kansas","20195",1990,1851,79.09,20.91
"987","Wabaunsee County, Kansas","20197",1990,2853,87,13
"988","Wallace County, Kansas","20199",1990,840,80.6,19.4
"989","Washington County, Kansas","20201",1990,3355,85.31,14.69
"990","Wichita County, Kansas","20203",1990,1190,83.7,16.3
"991","Wilson County, Kansas","20205",1990,5091,82.38,17.62
"992","Woodson County, Kansas","20207",1990,2199,77.26,22.74
"993","Wyandotte County, Kansas","20209",1990,69102,89.02,10.98
"994","Adair County, Kentucky","21001",1990,6434,90.15,9.85
"995","Allen County, Kentucky","21003",1990,6381,87.68,12.32
"996","Anderson County, Kentucky","21005",1990,5804,93.69,6.31
"997","Ballard County, Kentucky","21007",1990,3553,89.81,10.19
"998","Barren County, Kentucky","21009",1990,14202,92.49,7.51
"999","Bath County, Kentucky","21011",1990,4021,91,9
"1000","Bell County, Kentucky","21013",1990,12568,91.6,8.4
"1001","Boone County, Kentucky","21015",1990,21476,93.72,6.28
"1002","Bourbon County, Kentucky","21017",1990,7781,93.18,6.82
"1003","Boyd County, Kentucky","21019",1990,21365,93.03,6.97
"1004","Boyle County, Kentucky","21021",1990,10191,93.05,6.95
"1005","Bracken County, Kentucky","21023",1990,3166,90.71,9.29
"1006","Breathitt County, Kentucky","21025",1990,6127,90.66,9.34
"1007","Breckinridge County, Kentucky","21027",1990,8261,74.56,25.44
"1008","Bullitt County, Kentucky","21029",1990,16629,96.01,3.99
"1009","Butler County, Kentucky","21031",1990,4698,88.97,11.03
"1010","Caldwell County, Kentucky","21033",1990,5794,91.03,8.97
"1011","Calloway County, Kentucky","21035",1990,13242,87.65,12.35
"1012","Campbell County, Kentucky","21037",1990,32910,94.71,5.29
"1013","Carlisle County, Kentucky","21039",1990,2295,91.76,8.24
"1014","Carroll County, Kentucky","21041",1990,3870,90.57,9.43
"1015","Carter County, Kentucky","21043",1990,9290,93.42,6.58
"1016","Casey County, Kentucky","21045",1990,6046,89.91,10.09
"1017","Christian County, Kentucky","21047",1990,23429,92.35,7.65
"1018","Clark County, Kentucky","21049",1990,11635,94.31,5.69
"1019","Clay County, Kentucky","21051",1990,7930,92.9,7.1
"1020","Clinton County, Kentucky","21053",1990,4189,85.72,14.28
"1021","Crittenden County, Kentucky","21055",1990,4039,90.27,9.73
"1022","Cumberland County, Kentucky","21057",1990,3051,88.95,11.05
"1023","Daviess County, Kentucky","21059",1990,35041,94.28,5.72
"1024","Edmonson County, Kentucky","21061",1990,5009,76.72,23.28
"1025","Elliott County, Kentucky","21063",1990,2639,88.06,11.94
"1026","Estill County, Kentucky","21065",1990,5863,91.37,8.63
"1027","Fayette County, Kentucky","21067",1990,97742,91.6,8.4
"1028","Fleming County, Kentucky","21069",1990,5163,89.6,10.4
"1029","Floyd County, Kentucky","21071",1990,17169,91.23,8.77
"1030","Franklin County, Kentucky","21073",1990,18543,93.76,6.24
"1031","Fulton County, Kentucky","21075",1990,3684,91.69,8.31
"1032","Gallatin County, Kentucky","21077",1990,2290,84.76,15.24
"1033","Garrard County, Kentucky","21079",1990,4929,89.98,10.02
"1034","Grant County, Kentucky","21081",1990,6543,85.36,14.64
"1035","Graves County, Kentucky","21083",1990,14528,92.08,7.92
"1036","Grayson County, Kentucky","21085",1990,10446,76.5,23.5
"1037","Green County, Kentucky","21087",1990,4523,90.4,9.6
"1038","Greenup County, Kentucky","21089",1990,14657,91.52,8.48
"1039","Hancock County, Kentucky","21091",1990,3080,90.75,9.25
"1040","Hardin County, Kentucky","21093",1990,32375,90.68,9.32
"1041","Harlan County, Kentucky","21095",1990,14735,90.05,9.95
"1042","Harrison County, Kentucky","21097",1990,6488,93.8,6.2
"1043","Hart County, Kentucky","21099",1990,6501,88.29,11.71
"1044","Henderson County, Kentucky","21101",1990,17932,92.34,7.66
"1045","Henry County, Kentucky","21103",1990,5447,89.88,10.12
"1046","Hickman County, Kentucky","21105",1990,2374,92.17,7.83
"1047","Hopkins County, Kentucky","21107",1990,19325,91.9,8.1
"1048","Jackson County, Kentucky","21109",1990,4895,89.5,10.5
"1049","Jefferson County, Kentucky","21111",1990,282578,93.47,6.53
"1050","Jessamine County, Kentucky","21113",1990,11209,94.58,5.42
"1051","Johnson County, Kentucky","21115",1990,9381,90.28,9.72
"1052","Kenton County, Kentucky","21117",1990,56086,93.95,6.05
"1053","Knott County, Kentucky","21119",1990,6718,90.59,9.41
"1054","Knox County, Kentucky","21121",1990,11731,91.36,8.64
"1055","Larue County, Kentucky","21123",1990,4824,93.35,6.65
"1056","Laurel County, Kentucky","21125",1990,16923,92.09,7.91
"1057","Lawrence County, Kentucky","21127",1990,5684,88.09,11.91
"1058","Lee County, Kentucky","21129",1990,3025,91.24,8.76
"1059","Leslie County, Kentucky","21131",1990,5038,93.51,6.49
"1060","Letcher County, Kentucky","21133",1990,10808,90.04,9.96
"1061","Lewis County, Kentucky","21135",1990,5328,88.46,11.54
"1062","Lincoln County, Kentucky","21137",1990,7985,93.06,6.94
"1063","Livingston County, Kentucky","21139",1990,4177,86.02,13.98
"1064","Logan County, Kentucky","21141",1990,10303,90.28,9.72
"1065","Lyon County, Kentucky","21143",1990,3460,68.06,31.94
"1066","McCracken County, Kentucky","21145",1990,27581,92.91,7.09
"1067","McCreary County, Kentucky","21147",1990,6039,90.73,9.27
"1068","McLean County, Kentucky","21149",1990,4042,90.85,9.15
"1069","Madison County, Kentucky","21151",1990,21456,93.27,6.73
"1070","Magoffin County, Kentucky","21153",1990,4800,92.5,7.5
"1071","Marion County, Kentucky","21155",1990,6115,93.02,6.98
"1072","Marshall County, Kentucky","21157",1990,12528,86.12,13.88
"1073","Martin County, Kentucky","21159",1990,4697,91.55,8.45
"1074","Mason County, Kentucky","21161",1990,7089,92.21,7.79
"1075","Meade County, Kentucky","21163",1990,8907,90.72,9.28
"1076","Menifee County, Kentucky","21165",1990,2421,76.08,23.92
"1077","Mercer County, Kentucky","21167",1990,8212,90.27,9.73
"1078","Metcalfe County, Kentucky","21169",1990,3793,90.51,9.49
"1079","Monroe County, Kentucky","21171",1990,4882,92.28,7.72
"1080","Montgomery County, Kentucky","21173",1990,7759,94.24,5.76
"1081","Morgan County, Kentucky","21175",1990,4562,89.63,10.37
"1082","Muhlenberg County, Kentucky","21177",1990,12754,91.6,8.4
"1083","Nelson County, Kentucky","21179",1990,11078,94.03,5.97
"1084","Nicholas County, Kentucky","21181",1990,2930,89.45,10.55
"1085","Ohio County, Kentucky","21183",1990,8680,90.05,9.95
"1086","Oldham County, Kentucky","21185",1990,11202,95.28,4.72
"1087","Owen County, Kentucky","21187",1990,4723,72.24,27.76
"1088","Owsley County, Kentucky","21189",1990,2137,86.48,13.52
"1089","Pendleton County, Kentucky","21191",1990,4782,90.59,9.41
"1090","Perry County, Kentucky","21193",1990,11565,91.64,8.36
"1091","Pike County, Kentucky","21195",1990,28760,90.92,9.08
"1092","Powell County, Kentucky","21197",1990,4458,91,9
"1093","Pulaski County, Kentucky","21199",1990,22328,84.49,15.51
"1094","Robertson County, Kentucky","21201",1990,955,85.86,14.14
"1095","Rockcastle County, Kentucky","21203",1990,5958,91.71,8.29
"1096","Rowan County, Kentucky","21205",1990,7375,91.59,8.41
"1097","Russell County, Kentucky","21207",1990,7375,79.95,20.05
"1098","Scott County, Kentucky","21209",1990,9173,92.67,7.33
"1099","Shelby County, Kentucky","21211",1990,9617,94.08,5.92
"1100","Simpson County, Kentucky","21213",1990,6172,93.44,6.56
"1101","Spencer County, Kentucky","21215",1990,2640,92.84,7.16
"1102","Taylor County, Kentucky","21217",1990,8798,93.38,6.62
"1103","Todd County, Kentucky","21219",1990,4415,92.96,7.04
"1104","Trigg County, Kentucky","21221",1990,5284,77.67,22.33
"1105","Trimble County, Kentucky","21223",1990,2510,89.48,10.52
"1106","Union County, Kentucky","21225",1990,6091,91.61,8.39
"1107","Warren County, Kentucky","21227",1990,31065,92.77,7.23
"1108","Washington County, Kentucky","21229",1990,4009,92.52,7.48
"1109","Wayne County, Kentucky","21231",1990,7791,83.65,16.35
"1110","Webster County, Kentucky","21233",1990,5914,90.84,9.16
"1111","Whitley County, Kentucky","21235",1990,13399,90.7,9.3
"1112","Wolfe County, Kentucky","21237",1990,2779,88.2,11.8
"1113","Woodford County, Kentucky","21239",1990,7689,93.94,6.06
"1114","Acadia Parish, Louisiana","22001",1990,21441,89.94,10.06
"1115","Allen Parish, Louisiana","22003",1990,8275,85.56,14.44
"1116","Ascension Parish, Louisiana","22005",1990,21165,91.36,8.64
"1117","Assumption Parish, Louisiana","22007",1990,8644,85.57,14.43
"1118","Avoyelles Parish, Louisiana","22009",1990,15428,87.37,12.63
"1119","Beauregard Parish, Louisiana","22011",1990,12666,81.81,18.19
"1120","Bienville Parish, Louisiana","22013",1990,7085,82.6,17.4
"1121","Bossier Parish, Louisiana","22015",1990,34994,87.78,12.22
"1122","Caddo Parish, Louisiana","22017",1990,107615,86.65,13.35
"1123","Calcasieu Parish, Louisiana","22019",1990,66426,90.82,9.18
"1124","Caldwell Parish, Louisiana","22021",1990,4533,78.87,21.13
"1125","Cameron Parish, Louisiana","22023",1990,5031,62.67,37.33
"1126","Catahoula Parish, Louisiana","22025",1990,5138,76.43,23.57
"1127","Claiborne Parish, Louisiana","22027",1990,7513,80.73,19.27
"1128","Concordia Parish, Louisiana","22029",1990,9043,81.18,18.82
"1129","De Soto Parish, Louisiana","22031",1990,10919,83.61,16.39
"1130","East Baton Rouge Parish, Louisiana","22033",1990,156767,88.42,11.58
"1131","East Carroll Parish, Louisiana","22035",1990,3563,87.82,12.18
"1132","East Feliciana Parish, Louisiana","22037",1990,6476,86.3,13.7
"1133","Evangeline Parish, Louisiana","22039",1990,13311,88.61,11.39
"1134","Franklin Parish, Louisiana","22041",1990,8719,89.18,10.82
"1135","Grant Parish, Louisiana","22043",1990,7494,83.55,16.45
"1136","Iberia Parish, Louisiana","22045",1990,25472,89.69,10.31
"1137","Iberville Parish, Louisiana","22047",1990,11352,86.99,13.01
"1138","Jackson Parish, Louisiana","22049",1990,7041,82.62,17.38
"1139","Jefferson Parish, Louisiana","22051",1990,185072,89.91,10.09
"1140","Jefferson Davis Parish, Louisiana","22053",1990,11963,89.18,10.82
"1141","Lafayette Parish, Louisiana","22055",1990,67431,89.59,10.41
"1142","Lafourche Parish, Louisiana","22057",1990,31332,92.03,7.97
"1143","La Salle Parish, Louisiana","22059",1990,5969,85.21,14.79
"1144","Lincoln Parish, Louisiana","22061",1990,15286,89.42,10.58
"1145","Livingston Parish, Louisiana","22063",1990,26848,88.7,11.3
"1146","Madison Parish, Louisiana","22065",1990,4823,88.16,11.84
"1147","Morehouse Parish, Louisiana","22067",1990,12314,89.01,10.99
"1148","Natchitoches Parish, Louisiana","22069",1990,15210,83.13,16.87
"1149","Orleans Parish, Louisiana","22071",1990,225573,83.45,16.55
"1150","Ouachita Parish, Louisiana","22073",1990,56300,89.73,10.27
"1151","Plaquemines Parish, Louisiana","22075",1990,9432,87.08,12.92
"1152","Pointe Coupee Parish, Louisiana","22077",1990,9695,79.79,20.21
"1153","Rapides Parish, Louisiana","22079",1990,51239,89.66,10.34
"1154","Red River Parish, Louisiana","22081",1990,3839,86.51,13.49
"1155","Richland Parish, Louisiana","22083",1990,8031,88.15,11.85
"1156","Sabine Parish, Louisiana","22085",1990,12789,65.38,34.62
"1157","St. Bernard Parish, Louisiana","22087",1990,25147,92.08,7.92
"1158","St. Charles Parish, Louisiana","22089",1990,16016,89.49,10.51
"1159","St. Helena Parish, Louisiana","22091",1990,3840,86.67,13.33
"1160","St. James Parish, Louisiana","22093",1990,6934,92.76,7.24
"1161","St. John the Baptist Parish, Louisiana","22095",1990,14255,89.16,10.84
"1162","St. Landry Parish, Louisiana","22097",1990,31137,88.25,11.75
"1163","St. Martin Parish, Louisiana","22099",1990,17592,83.19,16.81
"1164","St. Mary Parish, Louisiana","22101",1990,21884,88.91,11.09
"1165","St. Tammany Parish, Louisiana","22103",1990,57993,86.81,13.19
"1166","Tangipahoa Parish, Louisiana","22105",1990,33640,88.18,11.82
"1167","Tensas Parish, Louisiana","22107",1990,3334,75.43,24.57
"1168","Terrebonne Parish, Louisiana","22109",1990,35416,89.89,10.11
"1169","Union Parish, Louisiana","22111",1990,9304,80.91,19.09
"1170","Vermilion Parish, Louisiana","22113",1990,20361,87.24,12.76
"1171","Vernon Parish, Louisiana","22115",1990,21622,88.39,11.61
"1172","Washington Parish, Louisiana","22117",1990,17617,87.84,12.16
"1173","Webster Parish, Louisiana","22119",1990,18365,86.3,13.7
"1174","West Baton Rouge Parish, Louisiana","22121",1990,7298,90.52,9.48
"1175","West Carroll Parish, Louisiana","22123",1990,4831,90.95,9.05
"1176","West Feliciana Parish, Louisiana","22125",1990,3392,80.81,19.19
"1177","Winn Parish, Louisiana","22127",1990,7006,82.6,17.4
"1178","Androscoggin County, Maine","23001",1990,43815,91.33,8.67
"1179","Aroostook County, Maine","23003",1990,38421,81.64,18.36
"1180","Cumberland County, Maine","23005",1990,109890,86.01,13.99
"1181","Franklin County, Maine","23007",1990,17280,62.37,37.63
"1182","Hancock County, Maine","23009",1990,30396,60.34,39.66
"1183","Kennebec County, Maine","23011",1990,51648,84.98,15.02
"1184","Knox County, Maine","23013",1990,19009,75.46,24.54
"1185","Lincoln County, Maine","23015",1990,17538,68.24,31.76
"1186","Oxford County, Maine","23017",1990,29689,67.58,32.42
"1187","Penobscot County, Maine","23019",1990,61359,88.11,11.89
"1188","Piscataquis County, Maine","23021",1990,13194,54.52,45.48
"1189","Sagadahoc County, Maine","23023",1990,14633,85.98,14.02
"1190","Somerset County, Maine","23025",1990,24927,74.27,25.73
"1191","Waldo County, Maine","23027",1990,16181,76.73,23.27
